7a1de8e97d230f401b868464f58b3142c6a485e080759884b11d37f932e23995,cefff7592e82df8454aac6c818411710b6c1504bcc60e7e74dcc70c18a3e77ff,c258e3b70971d8147ceea4d077448a9c3927b96d50188a110011a1b1c11be5c2,907d46d3817d401722a329aefafcd5fcb2575fd96d19b3f2f1858fec5fb882eb,04e8b818d23302e44d7341d1ad6ede388ab46528f5d7eb1bee71d5f0358533fe,dd3e7f2e4c8044a107be987fdc602a0966cb886f25448cb2cafa1d57f4d8dd42,e75522674ae56491a09c7334f66692eac58934fad683d3688658242a3beac603,83cc5fddb70083f28eaa679295415d81a92c37d72d64a26ef5b1abe83b9494ce,4d01e24df0478bcfc59596c7501655f205b336451c58ab2d7ab972d2646d82f3
"0","0","3","43.5","1","11","522","320120206","0.65"
"502012206","0","1","-98","2","50","523","320120207","0.7"
"502012208","0","2","0","3","72","524","320120207","1"
"0","0","3","49","1","13","525","320120207","0.65"
"0","0","1","10","1","30","526","320120208","1.2"
"0","0","1","40","1","40","527","320120209","0.9"
"0","0","1","-20","1","-35","528","320120210","1.1"
"502012301","0","1","-74","2","40","529","320120306","0.7"
"502012303","0","2","10","3","67","530","320120306","1"
"0","0","3","43.5","1","11","531","320120306","0.65"
"502012306","0","1","-98","2","50","532","320120307","0.7"
"502012308","0","2","0","3","72","533","320120307","1"
"0","0","3","49","1","13","534","320120307","0.65"
"0","0","1","10","1","30","535","320120308","1.2"
"0","0","1","40","1","40","536","320120309","0.9"
"0","0","1","-20","1","-35","537","320120310","1.1"
"502012401","0","1","-74","2","40","538","320120406","0.7"
"502012403","0","2","10","3","67","539","320120406","1"
"0","0","3","43.5","1","11","540","320120406","0.65"
"502012406","0","1","-98","2","50","541","320120407","0.7"
"502012408","0","2","0","3","72","542","320120407","1"
"0","0","3","49","1","13","543","320120407","0.65"
"0","0","1","10","1","30","544","320120408","1.2"
"0","0","1","40","1","40","545","320120409","0.9"
"0","0","1","-20","1","-35","546","320120410","1.1"
"502012501","0","1","-74","2","40","547","320120506","0.7"
"502012503","0","2","10","3","67","548","320120506","1"
"0","0","3","43.5","1","11","549","320120506","0.65"
"502012506","0","1","-98","2","50","550","320120507","0.7"
"502012508","0","2","0","3","72","551","320120507","1"
"0","0","3","49","1","13","552","320120507","0.65"
"0","0","1","10","1","30","553","320120508","1.2"
"0","0","1","40","1","40","554","320120509","0.9"
"0","0","1","-20","1","-35","555","320120510","1.1"
"502013101","0","1","-74","2","40","556","320130106","0.7"
"502013103","0","2","10","3","67","557","320130106","0.8"
"0","0","3","43.5","1","11","558","320130106","0.65"
"502013106","0","1","-98","2","50","559","320130107","0.7"
"502013108","0","2","50","3","72","560","320130107","0.9"
"0","0","3","49","1","13","561","320130107","0.65"
"0","0","1","10","1","30","562","320130108","1.2"
"0","0","1","40","1","40","563","320130109","0.8"
"0","0","1","-20","1","-35","564","320130110","1.1"
"502013201","0","1","-74","2","40","565","320130206","0.7"
"502013203","0","2","10","3","67","566","320130206","0.8"
"0","0","3","43.5","1","11","567","320130206","0.65"
"502013206","0","1","-98","2","50","568","320130207","0.7"
"502013208","0","2","50","3","72","569","320130207","0.9"
"0","0","3","49","1","13","570","320130207","0.65"
"0","0","1","10","1","30","571","320130208","1.2"
"0","0","1","40","1","40","572","320130209","0.8"
"0","0","1","-20","1","-35","573","320130210","1.1"
"502013301","0","1","-74","2","40","574","320130306","0.7"
"502013303","0","2","10","3","67","575","320130306","0.8"
"0","0","3","43.5","1","11","576","320130306","0.65"
"502013306","0","1","-98","2","50","577","320130307","0.7"
"502013308","0","2","50","3","72","578","320130307","0.9"
"0","0","3","49","1","13","579","320130307","0.65"
"0","0","1","10","1","30","580","320130308","1.2"
"0","0","1","40","1","40","581","320130309","0.8"
"0","0","1","-20","1","-35","582","320130310","1.1"
"502013401","0","1","-74","2","40","583","320130406","0.7"
"502013403","0","2","10","3","67","584","320130406","0.8"
"0","0","3","43.5","1","11","585","320130406","0.65"
"502013406","0","1","-98","2","50","586","320130407","0.7"
"502013408","0","2","50","3","72","587","320130407","0.9"
"0","0","3","49","1","13","588","320130407","0.65"
"0","0","1","10","1","30","589","320130408","1.2"
"0","0","1","40","1","40","590","320130409","0.8"
"0","0","1","-20","1","-35","591","320130410","1.1"
"502013501","0","1","-74","2","40","592","320130506","0.7"
"502013503","0","2","10","3","67","593","320130506","0.8"
"0","0","3","43.5","1","11","594","320130506","0.65"
"502013506","0","1","-98","2","50","595","320130507","0.7"
"502013508","0","2","50","3","72","596","320130507","0.9"
"0","0","3","49","1","13","597","320130507","0.65"
"0","0","1","10","1","30","598","320130508","1.2"
"0","0","1","40","1","40","599","320130509","0.8"
"0","0","1","-20","1","-35","600","320130510","1.1"
"502014101","0","1","-74","2","40","601","320140106","0.7"
"502014103","0","2","13","3","67","602","320140106","1"
"0","0","3","43.5","1","11","603","320140106","0.65"
"502014106","0","1","-68","2","50","604","320140107","0.7"
"502014108","0","2","30","3","62","605","320140107","0.95"
"0","0","3","29","1","13","606","320140107","0.65"
"0","0","1","5","1","10","607","320140108","1"
"0","0","1","0","1","20","608","320140109","0.8"
"0","0","1","-20","1","-35","609","320140110","1.1"
"502014201","0","1","-74","2","40","610","320140206","0.7"
"502014203","0","2","13","3","67","611","320140206","1"
"0","0","3","43.5","1","11","612","320140206","0.65"
"502014206","0","1","-68","2","50","613","320140207","0.7"
"502014208","0","2","30","3","62","614","320140207","0.95"
"0","0","3","29","1","13","615","320140207","0.65"
"0","0","1","5","1","10","616","320140208","1"
"0","0","1","0","1","20","617","320140209","0.8"
"0","0","1","-20","1","-35","618","320140210","1.1"
"502014301","0","1","-74","2","40","619","320140306","0.7"
"502014303","0","2","13","3","67","620","320140306","1"
"0","0","3","43.5","1","11","621","320140306","0.65"
"502014306","0","1","-68","2","50","622","320140307","0.7"
"502014308","0","2","30","3","62","623","320140307","0.95"
"0","0","3","29","1","13","624","320140307","0.65"
"0","0","1","5","1","10","625","320140308","1"
"0","0","1","0","1","20","626","320140309","0.8"
"0","0","1","-20","1","-35","627","320140310","1.1"
"502014401","0","1","-74","2","40","628","320140406","0.7"
"502014403","0","2","13","3","67","629","320140406","1"
"0","0","3","43.5","1","11","630","320140406","0.65"
"502014406","0","1","-68","2","50","631","320140407","0.7"
"502014408","0","2","30","3","62","632","320140407","0.95"
"0","0","3","29","1","13","633","320140407","0.65"
"0","0","1","5","1","10","634","320140408","1"
"0","0","1","0","1","20","635","320140409","0.8"
"0","0","1","-20","1","-35","636","320140410","1.1"
"502014501","0","1","-74","2","40","637","320140506","0.7"
"502014503","0","2","13","3","67","638","320140506","1"
"0","0","3","43.5","1","11","639","320140506","0.65"
"502014506","0","1","-68","2","50","640","320140507","0.7"
"502014508","0","2","30","3","62","641","320140507","0.95"
"0","0","3","29","1","13","642","320140507","0.65"
"0","0","1","5","1","10","643","320140508","1"
"0","0","1","0","1","20","644","320140509","0.8"
"0","0","1","-20","1","-35","645","320140510","1.1"
"502015101","0","1","-74","2","40","646","320150106","0.7"
"502015103","0","2","13","3","67","647","320150106","1"
"0","0","3","43.5","1","11","648","320150106","0.65"
"502015106","0","1","-74","2","40","649","320150107","0.7"
"502015108","0","2","10","3","67","650","320150107","1"
"0","0","3","43.5","1","11","651","320150107","0.65"
"0","0","1","5","1","10","652","320150108","1"
"0","0","1","0","1","20","653","320150109","0.8"
"0","0","1","-85","1","-45","654","320150110","0.43"
"0","0","2","85","2","-45","655","320150110","0.43"
"502015201","0","1","-74","1","40","656","320150206","0.7"
"502015203","0","2","13","2","67","657","320150206","1"
"0","0","3","43.5","1","11","658","320150206","0.65"
"502015206","0","1","-74","2","40","659","320150207","0.7"
"502015208","0","2","10","3","67","660","320150207","1"
"0","0","3","43.5","1","11","661","320150207","0.65"
"0","0","1","5","1","10","662","320150208","1"
"0","0","1","0","1","20","663","320150209","0.8"
"0","0","1","-85","1","-45","664","320150210","0.43"
"0","0","2","85","2","-45","665","320150210","0.43"
"502015301","0","1","-74","1","40","666","320150306","0.7"
"502015303","0","2","13","2","67","667","320150306","1"
"0","0","3","43.5","1","11","668","320150306","0.65"
"502015306","0","1","-74","2","40","669","320150307","0.7"
"502015308","0","2","10","3","67","670","320150307","1"
"0","0","3","43.5","1","11","671","320150307","0.65"
"0","0","1","5","1","10","672","320150308","1"
"0","0","1","0","1","20","673","320150309","0.8"
"0","0","1","-85","1","-45","674","320150310","0.43"
"0","0","2","85","2","-45","675","320150310","0.43"
"502015401","0","1","-74","1","40","676","320150406","0.7"
"502015403","0","2","13","2","67","677","320150406","1"
"0","0","3","43.5","1","11","678","320150406","0.65"
"502015406","0","1","-74","2","40","679","320150407","0.7"
"502015408","0","2","10","3","67","680","320150407","1"
"0","0","3","43.5","1","11","681","320150407","0.65"
"0","0","1","5","1","10","682","320150408","1"
"0","0","1","0","1","20","683","320150409","0.8"
"0","0","1","-85","1","-45","684","320150410","0.43"
"0","0","2","85","2","-45","685","320150410","0.43"
"502015501","0","1","-74","1","40","686","320150506","0.7"
"502015503","0","2","13","2","67","687","320150506","1"
"0","0","3","43.5","1","11","688","320150506","0.65"
"502015506","0","1","-74","2","40","689","320150507","0.7"
"502015508","0","2","10","3","67","690","320150507","1"
"0","0","3","43.5","1","11","691","320150507","0.65"
"0","0","1","5","1","10","692","320150508","1"
"0","0","1","0","1","20","693","320150509","0.8"
"0","0","1","-85","1","-45","694","320150510","0.43"
"0","0","2","85","2","-45","695","320150510","0.43"
