a6f6749b39a23a680d38c38f879208b1b9dabd9f1b6046452c917423886ea435,80f8898bf03e39662acc58e261e095d35c61900b772d65207cd49ed529156f7a,0e76955cc87de5aaec4d3f86ba4e19d927fee0bc9d5b22aab76bf6b54be2384b,faab27e9e6bb46fe78b7ff175cec63d0b802efe6fe3e8eb392e2a21275bb604e,d42c4a50b276efc0b38517d6205fe4eea3c833176f42847a8d014973ceaf36f7,6794aefb2305f766cf232a8bad79b260f07baf46d0682f31c1e6be6d45c21197,3e8f6e15640c5864cbc95d6d76058fc72f6d59ad2e9e2e37ed965d2f1b72452a,2a9565fb777ef94056230b8b700b0e9abf71602a8d1c2ec578252e029d1f5a2a,6fffcae6b98b9e281c19378cd156ac9fbbdb6438888c127f10883ebcbc3a31c7,1c25f97951618de8eda5936866e785028b31249ccd692dab1ba135107b7b0022,5004a85e0aa7660dbd726d92e2f993ef8c3bd2f8b43c17c6e3d36ff7b5868c07,8edb1adad4938c66275d89142f6ef3b3ef8984870db1c1c96ae9717fe173f056,0b7ace57e7dac5254c2ecdddcbd23266551cc8986a239f3797e166259f12e50c,de9ea4eca4b27bd3f67dcddb64563e404c4b805b2a42859b5b1abfe4ffe02eab,129863e992683bd7db83bfd6ff595275383abf96ca553ae68c3869dad3677186,bf1d2125d48526be574984b34fb5937737665f0e1267dfe813af1c23b642b266,187ed8f82ffcdb7093fcd00cf2b27c0671bdebea9bfda812fe9b23d29fcc2626,f6f046b7c7cc95fc4ca47d8a2445bd98aacb81280266b3f27f598f96c81d7d71,fdd7fbbd3b0de680a1b2067683e85eb471026438185c8bcdd8a85c9db6dc4127,e407c23573727ab3ccfe294af2ff2dd9540b10c2af3458457c49f006a70f94cb,2074c67516a3ac5ae4bbde63aef443e886b7f6159e28f3164fb1b97c14242e2b,11cb58959152e48e857e9d06cef326cbe1c82f9d13d9669a675aa4c4b72f3321
"4","1038","0","101021","200","101021","190","1","-30","1.3","1","-30","0.9","1","1","4","0","0","200","-70","10380104","bgm_M64"
"5","1038","0","101031","220","101031","440","1","0","1.8","1.6","-30","1.4","1","1","5","0","0","200","0","10380105","bgm_M55"
"1","1039","10","101041","210","101041","-470","1","0","0.8","0.7","-30","0.6","1","1","1","-30","0","250","-125","10390101","bgm_M64"
"2","1039","10","101041","200","101041","-210","1","0","1","0.7","-30","0.65","1","1","2","0","0","200","-95","10390102","bgm_M64"
"3","1039","0","101041","200","101041","50","1","0","1.3","1","-30","0.9","1","1","3","-10","-15","100","-120","10390103","bgm_M64"
"4","1039","0","101041","200","101041","195","1","0","1.35","1.3","-30","0.9","1","1","4","0","0","100","35","10390104","bgm_M64"
"5","1039","0","101042","210","101042","450","1","-50","1.8","1.35","-30","1.1","1","1.3","5","0","0","150","-55","10390105","bgm_M55"
"1","1040","10","101161","210","101161","-480","1","0","0.8","0.85","-30","0.6","1","1","1","0","0","250","-120","10400101","bgm_M64"
"2","1040","0","101161","240","101161","-260","1","0","1.2","1.1","-30","0.75","1","1","2","0","0","100","-100","10400102","bgm_M64"
"3","1040","5","101161","200","101161","-10","1","0","1.1","1","-30","0.65","1","1","3","-10","-5","100","65","10400103","bgm_M64"
"4","1040","0","101161","200","101161","190","1","43","1","1","-30","0.9","1","1","4","0","0","150","-110","10400104","bgm_M64"
"5","1040","-10","101162","280","101162","485","1","-50","1.15","1","-30","0.9","1","1.3","5","-45","-40","270","-70","10400105","bgm_M55"
"1","1041","10","101171","210","101171","-480","1","0","0.8","0.85","-30","0.6","1","1","1","0","0","120","-120","10410101","bgm_M64"
"2","1041","10","101171","200","101171","-260","1","0","1.2","1","-30","0.75","1","1","2","0","0","120","-120","10410102","bgm_M64"
"3","1041","0","101171","200","101171","-10","1","-50","0.9","0.55","-30","0.6","1.4","1","3","-60","-13","150","0","10410103","bgm_M64"
"4","1041","0","101171","200","101171","190","1","0","1.2","1","-30","0.9","1","1","4","0","0","100","-110","10410104","bgm_M64"
"5","1041","10","101172","250","101172","475","1","-50","1.45","1","-30","1","1","1","5","0","-20","200","-30","10410105","bgm_M55"
"1","1042","10","101191","210","101191","-480","1","0","0.8","0.7","-30","0.6","1","1","1","-30","0","100","-120","10420101","bgm_M64"
"2","1042","10","101191","200","101191","-260","1","0","1.2","1","-30","0.8","1","1","2","0","0","100","-100","10420102","bgm_M64"
"3","1042","0","101451","200","101191","-10","1","-30","1.4","1","-30","0.9","1","1","3","-10","-15","100","65","10420103","bgm_M64"
"4","1042","0","101191","200","101191","190","1","0","1.1","1","-30","0.65","1","1","4","0","0","100","-110","10420104","bgm_M64"
"5","1042","-10","101192","280","101192","485","1","-50","1.3","1","-30","1.1","1.2","1","5","-45","0","200","-70","10420105","bgm_M55"
"1","1043","10","101201","210","101201","-480","1","0","0.8","0.85","-30","0.6","1","1","1","0","0","100","-120","10430101","bgm_M64"
"2","1043","10","101201","240","101201","-260","1","0","1.2","1.1","-30","0.75","1","1","2","0","0","100","-120","10430102","bgm_M64"
"3","1043","0","101201","200","101201","-10","1","0","1.1","1","-30","0.8","1","1","3","-10","-15","100","65","10430103","bgm_M64"
"4","1043","0","101201","200","101201","190","1","43","1","1","-30","0.7","1","1","4","0","0","100","-110","10430104","bgm_M64"
"5","1043","10","101202","250","101202","475","1","-50","1.45","1","-30","1","1","1","5","-45","-20","100","-30","10430105","bgm_M55"
"1","1044","10","101291","210","101291","-480","1","0","0.8","0.85","-30","0.6","1","1","1","0","0","100","-120","10440101","bgm_M64"
"2","1044","10","101291","240","101291","-260","1","0","1.2","1.1","-30","0.75","1","1","2","0","0","100","-120","10440102","bgm_M64"
"3","1044","0","101291","200","101291","-40","1","0","2.3","2.2","-30","1.55","1","1","3","-10","-15","100","65","10440103","bgm_M64"
"4","1044","0","101291","200","101291","150","1","0","1.2","1","-30","1.1","1","1","4","0","0","100","-110","10440104","bgm_M64"
"5","1044","30","101292","230","101292","490","1","15","1.45","1","-30","1.1","1","1","5","30","-20","100","-15","10440105","bgm_M55"
"1","1045","10","101301","210","101301","-480","1","0","0.8","0.7","-30","0.58","1","1","1","-30","0","100","-120","10450101","bgm_M64"
"2","1045","10","101301","200","101301","-260","1","0","1.2","1","-30","0.9","1","1","2","0","0","100","-120","10450102","bgm_M64"
"3","1045","-10","101301","200","101301","-50","1","-30","1.4","1","-30","0.93","1","1","3","-10","0","200","100","10450103","bgm_M64"
"4","1045","0","101301","200","101301","100","1","15","1.3","1","-30","0.9","1","1","4","0","0","100","-100","10450104","bgm_M64"
"5","1045","10","101302","270","101302","470","1","-15","1.2","1.1","-30","1","1","1","5","-30","-20","100","-55","10450105","bgm_M55"
"1","1046","10","101161","210","101441","-450","1","0","0.8","0.85","-30","0.575","1","1","1","0","0","100","-130","10460101","bgm_M64"
"2","1046","10","101161","200","101441","-250","1","0","1","0.7","-30","0.75","1","1","2","0","0","200","-120","10460102","bgm_M64"
"3","1046","0","101161","200","101441","-10","1","0","1.2","1.1","-30","0.8","1","1","3","-10","-15","100","50","10460103","bgm_M64"
"4","1046","0","101161","200","101441","210","1","43","1","1","-30","0.8","1","1","4","0","0","150","-100","10460104","bgm_M64"
"5","1046","10","101162","230","101442","470","1","-35","1.2","1.1","-30","0.95","1","1","5","-30","-20","100","-70","10460105","bgm_M55"
"1","1047","10","101451","210","101451","-450","1","0","0.8","0.7","-30","0.58","1","1","1","-30","0","100","-130","10470101","bgm_M64"
"2","1047","10","101451","200","101451","-250","1","0","1.2","1","-30","0.9","1","1","2","0","0","100","-120","10470102","bgm_M64"
"3","1047","0","101451","200","101451","-20","1","-30","1.4","1","-30","0.9","1","1","3","-10","-15","100","50","10470103","bgm_M64"
"4","1047","0","101451","200","101451","200","1","0","1","0.85","-30","0.8","1","1","4","0","0","100","-100","10470104","bgm_M64"
"5","1047","0","101452","290","101452","510","1","-35","1.55","1.4","-30","1.25","1.2","1","5","-50","0","100","-70","10470105","bgm_M55"
"1","1048","10","101451","210","101561","-450","1","0","0.8","0.7","-30","0.58","1","1","1","-30","0","100","-130","10480101","bgm_M64"
"2","1048","0","101451","240","101561","-240","1","0","1.2","1.1","-30","0.75","1","1","2","0","0","100","-120","10480102","bgm_M64"
"3","1048","0","101451","200","101561","-10","1","-50","0.9","0.55","-30","0.6","1.4","1","3","-60","-13","150","0","10480103","bgm_M64"
"4","1048","0","101451","200","101561","195","1","20","1.1","1","-30","0.7","1","1","4","0","0","100","-100","10480104","bgm_M64"
"5","1048","0","101452","290","101562","460","1","-60","1.55","1.35","-30","1.25","1.4","1","5","-50","0","400","-70","10480105","bgm_M55"
"1","1049","10","101001","210","101001","-480","1","0","0.8","0.7","-30","0.58","1","1","1","-30","0","100","-120","10490101","bgm_M64"
"2","1049","10","101001","200","101001","-270","1","0","1.2","1.1","-30","0.75","1","1","2","0","0","100","-120","10490102","bgm_M64"
"3","1049","0","101001","200","101001","-25","1","-30","1.4","1","-30","0.9","1","1","3","-10","-15","200","65","10490103","bgm_M64"
"4","1049","0","101001","200","101001","200","1","-30","1.1","1","-30","0.9","1","1","4","0","0","150","-120","10490104","bgm_M64"
"5","1049","0","101011","250","101011","480","1","0","1.3","1","-30","1.2","1.2","1","5","0","0","200","-40","10490105","bgm_M55"
"1","1050","10","101021","210","101021","-450","1","-25","1","0.9","-30","0.575","1","1","1","-30","0","170","-110","10500101","bgm_M64"
"2","1050","0","101021","240","101021","-240","1","0","1.2","1.1","-30","0.75","1","1","2","0","0","100","-120","10500102","bgm_M64"
"3","1050","5","101021","200","101021","-10","1","0","0.9","0.8","-30","0.6","1","1","3","-10","-5","100","65","10500103","bgm_M64"
"4","1050","0","101021","200","101021","190","1","0","1.1","1","-30","0.65","1","1","4","0","0","100","-110","10500104","bgm_M64"
"5","1050","0","101031","220","101031","440","1","0","1.8","1.6","-30","1.4","1","1","5","0","0","200","0","10500105","bgm_M55"
"1","1051","10","101041","210","101041","-450","1","0","0.8","0.7","-30","0.58","1","1","1","-30","0","100","-130","10510101","bgm_M64"
"2","1051","10","101041","200","101041","-250","1","0","1","0.7","-30","0.65","1","1","2","0","0","200","-120","10510102","bgm_M64"
"3","1051","10","101041","200","101041","-35","1","-10","1.3","1","-30","0.75","1","1","3","-10","-15","100","70","10510103","bgm_M64"
"4","1051","0","101041","200","101041","150","1","0","1.4","1","-30","1","1","1","4","0","0","100","-110","10510104","bgm_M64"
"5","1051","0","101042","210","101042","450","1","-50","1.8","1.35","-30","1.1","1","1.3","5","0","0","150","-55","10510105","bgm_M55"
"1","1052","10","101161","210","101161","-480","1","0","0.8","0.7","-30","0.6","1","1","1","-30","0","250","-120","10520101","bgm_M64"
"2","1052","0","101161","240","101161","-260","1","0","1.2","1.1","-30","0.75","1","1","2","0","0","100","-100","10520102","bgm_M64"
"3","1052","5","101161","200","101161","-10","1","0","1.1","1","-30","0.65","1","1","3","-10","-5","100","65","10520103","bgm_M64"
"4","1052","0","101161","200","101161","240","1","-30","1.3","1","-30","0.8","1","1","4","0","0","100","-50","10520104","bgm_M64"
"5","1052","-10","101162","280","101162","485","1","-50","1.15","1","-30","0.9","1","1.3","5","-45","-40","270","-70","10520105","bgm_M55"
"1","1053","10","101171","210","101171","-480","1","0","0.8","0.85","-30","0.5","1","1","1","0","0","120","-120","10530101","bgm_M64"
"2","1053","10","101171","200","101171","-270","1","0","1.2","1.1","-30","0.75","1","1","2","0","0","100","-120","10530102","bgm_M64"
"3","1053","0","101171","200","101171","-25","1","0","2.3","2.2","-30","1.55","1","1","3","-10","-15","100","65","10530103","bgm_M64"
"4","1053","0","101171","200","101171","200","1","-30","1.5","1","-30","0.9","1","1","4","0","0","100","-100","10530104","bgm_M64"
"5","1053","10","101172","250","101172","475","1","-50","1.45","1","-30","1","1","1","5","0","-20","200","-30","10530105","bgm_M55"
"1","1054","10","101191","210","101191","-450","1","-25","1","0.9","-30","0.575","1","1","1","-30","0","170","-110","10540101","bgm_M64"
"2","1054","10","101191","200","101191","-250","1","0","1","0.7","-30","0.65","1","1","2","0","0","200","-120","10540102","bgm_M64"
"3","1054","0","101191","200","101191","-10","1","0","1.2","1.1","-30","0.8","1","1","3","-10","-15","100","50","10540103","bgm_M64"
"4","1054","0","101191","200","101191","190","1","0","1.5","1","-30","1","1","1","4","0","0","200","-90","10540104","bgm_M64"
"5","1054","-10","101192","280","101192","485","1","-50","1.3","1","-30","1.1","1.2","1","5","-45","0","200","-70","10540105","bgm_M55"
"1","1055","10","101201","210","101201","-480","1","0","0.8","0.85","-30","0.5","1","1","1","0","0","120","-120","10550101","bgm_M64"
"2","1055","0","101201","240","101201","-250","1","-30","1","1","-30","0.7","1","1","2","-30","0","250","-120","10550102","bgm_M64"
"3","1055","0","101201","200","101201","-10","1","0","1.1","1","-30","0.8","1","1","3","-10","-15","100","65","10550103","bgm_M64"
"4","1055","0","101201","200","101201","190","1","43","1","1","-30","0.7","1","1","4","0","0","100","-110","10550104","bgm_M64"
"5","1055","10","101202","250","101202","475","1","-50","1.45","1","-30","1","1","1","5","-45","-20","100","-30","10550105","bgm_M55"
"1","1056","10","101291","210","101291","-480","1","0","0.8","0.7","-30","0.6","1","1","1","-30","0","250","-120","10560101","bgm_M64"
"2","1056","0","101291","240","101291","-260","1","0","1.2","1.1","-30","0.75","1","1","2","0","0","100","-100","10560102","bgm_M64"
"3","1056","0","101291","200","101291","-35","1","-30","1.4","1","-30","0.9","1","1","3","-10","-15","100","50","10560103","bgm_M64"
"4","1056","0","101291","200","101291","190","1","-30","1.1","1","-30","0.9","1","1","4","0","0","150","-120","10560104","bgm_M64"
"5","1056","30","101292","230","101292","490","1","15","1.45","1","-30","1.1","1","1","5","30","-20","100","-15","10560105","bgm_M55"
"1","1057","10","101301","210","101301","-450","1","-25","1","0.9","-30","0.575","1","1","1","-30","0","170","-110","10570101","bgm_M64"
"2","1057","10","101301","200","101301","-270","1","0","1.2","1.1","-30","0.75","1","1","2","0","0","100","-120","10570102","bgm_M64"
"3","1057","-10","101301","200","101301","-50","1","-30","1.4","1","-30","0.93","1","1","3","-10","0","200","100","10570103","bgm_M64"
"4","1057","0","101301","200","101301","190","1","0","1.2","1","-30","0.9","1","1","4","0","0","100","-110","10570104","bgm_M64"
"5","1057","10","101302","270","101302","470","1","-15","1.2","1.1","-30","1","1","1","5","-30","-20","100","-55","10570105","bgm_M55"
"1","1058","10","101441","210","101441","-480","1","0","0.8","0.7","-30","0.6","1","1","1","-30","0","250","-120","10580101","bgm_M64"
"2","1058","0","101441","240","101441","-250","1","-30","1","1","-30","0.7","1","1","2","-30","0","250","-120","10580102","bgm_M64"
"3","1058","10","101441","200","101441","-5","1","-10","1.3","1","-30","0.75","1","1","3","-10","-15","100","70","10580103","bgm_M64"
"4","1058","10","101441","200","101441","210","1","20","1.1","1","-30","0.8","1","1","4","0","0","100","-100","10580104","bgm_M64"
"5","1058","10","101442","230","101442","470","1","-35","1.2","1.1","-30","0.95","1","1","5","-30","-20","100","-70","10580105","bgm_M55"
"1","1059","10","101451","210","101451","-450","1","-25","1","0.9","-30","0.575","1","1","1","-30","0","170","-110","10590101","bgm_M64"
"2","1059","10","101451","200","101451","-250","1","0","1","0.7","-30","0.65","1","1","2","0","0","200","-120","10590102","bgm_M64"
"3","1059","0","101451","200","101451","-10","1","-50","0.9","0.55","-30","0.6","1.4","1","3","-60","-13","150","0","10590103","bgm_M64"
"4","1059","0","101451","200","101451","200","1","0","1","0.7","-30","0.7","1","1","4","0","0","100","-120","10590104","bgm_M64"
"5","1059","0","101452","290","101452","510","1","-35","1.55","1.4","-30","1.25","1.2","1","5","-50","0","100","-70","10590105","bgm_M55"
"1","1060","10","101561","210","101561","-480","1","0","0.8","0.85","-30","0.5","1","1","1","0","0","120","-120","10600101","bgm_M64"
"2","1060","10","101561","200","101561","-270","1","0","1.2","1.1","-30","0.75","1","1","2","0","0","100","-120","10600102","bgm_M64"
"3","1060","0","101561","200","101561","-25","1","-30","1.4","1","-30","0.9","1","1","3","-10","-15","200","65","10600103","bgm_M64"
"4","1060","0","101561","200","101561","190","1","0","1.1","1","-30","0.65","1","1","4","0","0","100","-110","10600104","bgm_M64"
"5","1060","0","101562","290","101562","460","1","-60","1.55","1.35","-30","1.25","1.4","1","5","-50","0","400","-70","10600105","bgm_M55"
"1","1061","10","101001","210","101001","-480","1","0","0.8","0.7","-30","0.6","1","1","1","-30","0","250","-120","10610101","bgm_M64"
"2","1061","0","101001","240","101001","-260","1","0","1.2","1.1","-30","0.75","1","1","2","0","0","100","-100","10610102","bgm_M64"
"3","1061","0","101001","200","101001","-10","1","-30","1.4","1","-30","1","1","1","3","-10","-15","100","65","10610103","bgm_M64"
"4","1061","0","101001","200","101001","200","1","0","1.4","1","-30","1","1","1","4","0","0","100","-110","10610104","bgm_M64"
"5","1061","0","101011","250","101011","480","1","0","1.3","1","-30","1.2","1.2","1","5","0","0","200","-40","10610105","bgm_M55"
"1","1063","10","101021","210","101021","-480","1","0","0.8","0.85","-30","0.5","1","1","1","0","0","120","-120","10630101","bgm_M64"
"2","1063","0","101021","240","101021","-250","1","-30","1","1","-30","0.7","1","1","2","-30","0","250","-120","10630102","bgm_M64"
"3","1063","0","101021","200","101021","-10","1","0","1.3","1","-30","0.9","1","1","3","0","0","100","70","10630103","bgm_M64"
"4","1063","0","101021","200","101021","240","1","-30","1.2","1","-30","0.8","1","1","4","0","0","100","-70","10630104","bgm_M64"
"5","1063","0","101031","220","101031","470","1","0","1.8","1.6","-30","1.4","1","1","5","0","0","200","0","10630105","bgm_M55"
"1","1064","10","101041","210","101041","-450","1","-25","1","0.9","-30","0.575","1","1","1","-30","0","170","-110","10640101","bgm_M64"
"2","1064","10","101041","200","101041","-250","1","0","1","0.7","-30","0.65","1","1","2","0","0","200","-120","10640102","bgm_M64"
"3","1064","0","101041","200","101041","-10","1","0","1.1","1","-30","0.8","1","1","3","-10","-15","100","65","10640103","bgm_M64"
"4","1064","0","101041","200","101041","200","1","-30","1.5","1","-30","0.9","1","1","4","0","0","100","-100","10640104","bgm_M64"
"5","1064","0","101042","210","101042","450","1","-50","1.8","1.35","-30","1.1","1","1.3","5","0","0","150","-55","10640105","bgm_M55"
"1","1065","10","101161","210","101161","-480","1","0","0.8","0.7","-30","0.6","1","1","1","-30","0","250","-120","10650101","bgm_M64"
"2","1065","0","101161","240","101161","-260","1","0","1.2","1.1","-30","0.75","1","1","2","0","0","100","-100","10650102","bgm_M64"
"3","1065","5","101161","200","101161","-10","1","0","1.1","1","-30","0.65","1","1","3","-10","-5","100","65","10650103","bgm_M64"
"4","1065","0","101161","200","101161","200","1","0","1","0.85","-30","0.8","1","1","4","0","0","100","-100","10650104","bgm_M64"
"5","1065","-10","101162","280","101162","485","1","-50","1.15","1","-30","0.9","1","1.3","5","-45","-40","270","-70","10650105","bgm_M55"
"1","1066","10","101171","210","101171","-480","1","0","0.8","0.85","-30","0.5","1","1","1","0","0","120","-120","10660101","bgm_M64"
"2","1066","0","101171","240","101171","-250","1","-30","1","1","-30","0.7","1","1","2","-30","0","250","-120","10660102","bgm_M64"
"3","1066","0","101171","200","101171","0","1","0","1.15","1.1","-30","0.8","1","1","3","-10","-10","100","65","10660103","bgm_M64"
"4","1066","0","101171","200","101171","230","1","0","1.35","1.3","-30","0.9","1","1","4","-10","0","100","5","10660104","bgm_M64"
"5","1066","10","101172","250","101172","475","1","-50","1.45","1","-30","1","1","1","5","0","-20","200","-30","10660105","bgm_M55"
"1","1067","10","101191","210","101191","-480","1","0","0.8","0.7","-30","0.6","1","1","1","-30","0","250","-50","10670101","bgm_M64"
"2","1067","10","101191","200","101191","-270","1","0","1.2","1.1","-30","0.75","1","1","2","0","0","100","-120","10670102","bgm_M64"
"3","1067","0","101191","200","101191","-20","1","-30","1.4","1","-30","0.9","1","1","3","-10","-15","100","50","10670103","bgm_M64"
"4","1067","0","101191","200","101191","200","1","0","1.5","1","-30","1","1","1","4","0","0","200","-90","10670104","bgm_M64"
"5","1067","-10","101192","280","101192","485","1","-50","1.3","1","-30","1.1","1.2","1","5","-45","0","200","-70","10670105","bgm_M55"
"1","1068","10","101201","210","101201","-470","1","20","1.45","1.1","-30","0.8","1","1","1","0","0","100","0","10680101","bgm_M64"
"2","1068","10","101201","200","101201","-250","1","0","1","0.7","-30","0.65","1","1","2","0","0","200","-120","10680102","bgm_M64"
"3","1068","10","101201","200","101201","-5","1","-10","1.3","1","-30","0.75","1","1","3","-10","-15","100","70","10680103","bgm_M64"
"4","1068","0","101201","200","101201","190","1","43","1","1","-30","0.7","1","1","4","0","0","100","-110","10680104","bgm_M64"
"5","1068","10","101202","250","101202","475","1","-50","1.45","1","-30","1","1","1","5","-45","-20","100","-30","10680105","bgm_M55"
"1","1069","10","101291","210","101291","-450","1","-25","1","0.9","-30","0.575","1","1","1","-30","0","170","-110","10690101","bgm_M64"
"2","1069","0","101291","240","101291","-225","1","0","1.2","1.1","-30","0.75","1","1","2","0","0","100","-25","10690102","bgm_M64"
"3","1069","0","101291","200","101291","0","1","0","2.3","2.2","-30","1.55","1","1","3","-10","-15","100","65","10690103","bgm_M64"
"4","1069","0","101291","200","101291","190","1","0","1.1","1","-30","0.65","1","1","4","0","0","100","-110","10690104","bgm_M64"
"5","1069","30","101292","230","101292","490","1","15","1.45","1","-30","1.1","1","1","5","30","-20","100","-15","10690105","bgm_M55"
"1","1070","10","101301","210","101301","-480","1","0","0.8","0.7","-30","0.6","1","1","1","-30","0","250","-50","10700101","bgm_M64"
"2","1070","10","101301","200","101301","-250","1","0","1","0.7","-30","0.65","1","1","2","0","0","200","-120","10700102","bgm_M64"
"3","1070","-10","101301","200","101301","-50","1","-30","1.4","1","-30","0.93","1","1","3","-10","0","200","100","10700103","bgm_M64"
"4","1070","0","101301","200","101301","190","1","-30","1.1","1","-30","0.9","1","1","4","0","0","150","-120","10700104","bgm_M64"
"5","1070","10","101302","270","101302","470","1","-15","1.2","1.1","-30","1","1","1","5","-30","-20","100","-55","10700105","bgm_M55"
"1","1071","10","101441","210","101441","-470","1","20","1.45","1.1","-30","0.8","1","1","1","0","0","100","0","10710101","bgm_M64"
"2","1071","0","101441","240","101441","-250","1","-30","1","1","-30","0.7","1","1","2","-30","0","250","-120","10710102","bgm_M64"
"3","1071","0","101441","200","101441","-10","1","0","1.1","1","-30","0.8","1","1","3","-10","-15","100","65","10710103","bgm_M64"
"4","1071","0","101441","200","101441","200","1","0","1","0.7","-30","0.7","1","1","4","0","0","100","-120","10710104","bgm_M64"
"5","1071","10","101442","230","101442","470","1","-35","1.2","1.1","-30","0.95","1","1","5","-30","-20","100","-70","10710105","bgm_M55"
"1","1072","10","101451","210","101451","-450","1","-25","1","0.9","-30","0.575","1","1","1","-30","0","170","-110","10720101","bgm_M64"
"2","1072","0","101451","240","101451","-225","1","0","1.2","1.1","-30","0.75","1","1","2","0","0","100","-25","10720102","bgm_M64"
"3","1072","0","101451","200","101451","-10","1","-30","1.4","1","-30","1","1","1","3","-10","-15","100","65","10720103","bgm_M64"
"4","1072","10","101451","200","101451","210","1","20","1.1","1","-30","0.8","1","1","4","0","0","100","-100","10720104","bgm_M64"
"5","1072","0","101452","290","101452","510","1","-35","1.55","1.4","-30","1.25","1.2","1","5","-50","0","100","-70","10720105","bgm_M55"
"1","1073","10","101561","210","101561","-450","1","-25","1","0.9","-30","0.575","1","1","1","-30","0","170","0","10730101","bgm_M64"
"2","1073","10","101561","200","101561","-270","1","0","1.2","1.1","-30","0.75","1","1","2","0","0","100","-120","10730102","bgm_M64"
"3","1073","5","101561","200","101561","-10","1","0","1.1","1","-30","0.65","1","1","3","-10","-5","100","65","10730103","bgm_M64"
"4","1073","0","101561","200","101561","200","1","0","1.4","1","-30","1","1","1","4","0","0","100","-110","10730104","bgm_M64"
"5","1073","0","101562","290","101562","460","1","-60","1.55","1.35","-30","1.25","1.4","1","5","-50","0","400","-70","10730105","bgm_M55"
"1","1074","10","101001","210","101001","-480","1","0","0.8","0.7","-30","0.6","1","1","1","-30","0","250","-50","10740101","bgm_M64"
"2","1074","0","101001","240","101001","-260","1","10","1.35","1.1","-30","0.9","1","1","2","10","0","200","-110","10740102","bgm_M64"
"3","1074","10","101001","200","101001","-5","1","-10","1.15","1","-30","0.75","1","1","3","-10","-15","100","70","10740103","bgm_M64"
"4","1074","0","101001","200","101001","190","1","0","1.2","1","-30","0.9","1","1","4","0","0","100","-110","10740104","bgm_M64"
"5","1074","0","101011","250","101011","480","1","0","1.3","1","-30","1.2","1.2","1","5","0","0","200","-40","10740105","bgm_M55"
"1","1075","10","101021","210","101021","-470","1","20","1.45","1.1","-30","0.8","1","1","1","0","0","100","0","10750101","bgm_M64"
"2","1075","10","101021","200","101021","-250","1","0","1","0.7","-30","0.65","1","1","2","0","0","200","-120","10750102","bgm_M64"
"3","1075","0","101021","200","101021","-10","1","-50","0.9","0.55","-30","0.6","1.4","1","3","-60","-13","150","0","10750103","bgm_M64"
"4","1075","0","101021","200","101021","200","1","-30","1.5","1","-30","0.9","1","1","4","0","0","100","-100","10750104","bgm_M64"
"5","1075","0","101031","220","101031","470","1","0","1.8","1.6","-30","1.4","1","1","5","0","0","200","0","10750105","bgm_M55"
"1","1076","10","101041","210","101041","-480","1","-25","1","0.9","-30","0.575","1","1","1","-30","0","170","-110","10760101","bgm_M64"
"2","1076","0","101041","240","101041","-230","1","-30","1","1","-30","0.7","1","1","2","-30","0","250","-20","10760102","bgm_M64"
"3","1076","0","101041","200","101041","15","1","-30","1.4","1","-30","0.9","1","1","3","-10","-15","100","-120","10760103","bgm_M64"
"4","1076","0","101041","200","101041","200","1","-60","1.3","1","-30","0.8","1","1","4","-50","0","300","40","10760104","bgm_M64"
"5","1076","0","101042","210","101042","450","1","-50","1.8","1.35","-30","1.1","1","1.3","5","0","0","150","-55","10760105","bgm_M55"
"1","1077","10","101161","210","101161","-480","1","0","0.8","0.7","-30","0.6","1","1","1","-30","0","250","-50","10770101","bgm_M64"
"2","1077","10","101161","200","101161","-270","1","0","1.2","1.1","-30","0.75","1","1","2","0","0","100","-120","10770102","bgm_M64"
"3","1077","0","101161","200","101161","-10","1","0","1.3","1","-30","0.9","1","1","3","0","0","100","70","10770103","bgm_M64"
"4","1077","0","101161","200","101161","200","1","0","1.5","1","-30","1","1","1","4","0","0","200","-90","10770104","bgm_M64"
"5","1077","-10","101162","280","101162","485","1","-50","1.15","1","-30","0.9","1","1.3","5","-45","-40","270","-70","10770105","bgm_M55"
"1","1078","10","101171","210","101171","-450","1","-25","1","0.9","-30","0.575","1","1","1","-30","0","170","-90","10780101","bgm_M64"
"2","1078","0","101171","240","101171","-225","1","0","1.2","1.1","-30","0.75","1","1","2","0","0","100","20","10780102","bgm_M64"
"3","1078","0","101171","200","101171","0","1","0","1.15","1.1","-30","0.8","1","1","3","-10","-10","100","-65","10780103","bgm_M64"
"4","1078","0","101171","200","101171","230","1","0","1","0.9","-30","0.65","1","1","4","-10","0","100","0","10780104","bgm_M64"
"5","1078","10","101172","250","101172","475","1","-50","1.45","1","-30","1","1","1","5","0","-20","200","-30","10780105","bgm_M55"
"1","1079","10","101191","210","101191","-480","1","0","0.8","0.7","-30","0.6","1","1","1","-30","0","250","-50","10790101","bgm_M64"
"2","1079","0","101191","240","101191","-260","1","10","1.35","1.1","-30","0.9","1","1","2","10","0","200","-110","10790102","bgm_M64"
"3","1079","0","101191","200","101191","-10","1","0","1.1","1","-30","0.8","1","1","3","-10","-15","100","65","10790103","bgm_M64"
"4","1079","0","101191","200","101191","230","1","0","1.35","1.3","-30","0.9","1","1","4","-10","0","100","5","10790104","bgm_M64"
"5","1079","-10","101192","280","101192","485","1","-50","1.3","1","-30","1.1","1.2","1","5","-45","0","200","-70","10790105","bgm_M55"
