cf58c974364e553b0671be6899655a8be67cb84aff4f2769031196fae2487451,f4af796bf9e61ff566b32b0c8e273aaab8a17a2a55da8d1164a4edcb228e3d26,23bd4398d800e039e97f831da321438405b4d50f6218be69d94ad182fd82b2f7,cbc31c14308c9c65bb3b3f32b17db9085d6e82a238a799afadb89d414f7e62ec,33bd90564e68ab701c841f69c8816b01087a8e21be295aba0b35f3ddcda18df9,11cd91f6369c00b532204a53400f3959c1a69fc7b5d6eb92ea4787ef5729065c,67cad1b671912634d7013509349fd4941ed66d9e253e15a3bd34a343a800b976,2b0a68feea7e7c820ac25b7af5e21a0f5f3a0ebe807834b39cca264f9d161a54,e40213f338e6d08f8423d564609f36f088f3175fd2121ec68ee0d67c38d3031b,cc5a226c11a2f112a93422918853667e12983b53e5d141e079f379bef4047067,ee257ee2c6d560666effefaac7b9737a2b8359a7e548de5ea8840ce433335176
"","psy_miyako_talk3","","1","","3","","7","119931","7010","0.2"
"","vo_minigame_1008_drama_0702","0","0","","21","","7","vo_minigame_1008","7011",""
"0","吵死了！別來妨礙人家！\n宮子正在思考究極的布丁，\n很忙的喲！","1","5","1","11","0","7","119931","7012","0"
"","1","","","","93","","7","3","7013",""
"1","psy_miyako_arm_crossed_in","psy_miyako_arm_crossed_loop","0","","3","0","7","119931","7014","0.2"
"","","","","","91","","7","7012","7015",""
"","0","","","","22","","7","0","7016",""
"","psy_fairy_talk","","1","","3","","7","1","7017","0.2"
"","vo_minigame_1008_drama_9903","0","0","","21","","7","vo_minigame_1008","7018",""
"0","啾～啾～！","1","4","0.5","11","0","7","1","7019","0"
"","","","","","91","","7","0","7020",""
"","psy_fairy_idle","","1","","3","","7","1","7021","0.2"
"","psy_miyako_anger2","","1","","3","","7","119931","7022","0.2"
"","vo_minigame_1008_drama_0704","0","0","","21","","7","vo_minigame_1008","7023",""
"0","就算你這麼說，人家也不管喲！","1","5","0.5","11","0","7","119931","7024","0"
"","","","","","91","","7","0","7025",""
"","0","","","","22","","7","0","7026",""
"","psy_miyako_thinking3","","1","","3","","7","119931","7027","0.2"
"","vo_minigame_1008_drama_0705","0","0","","21","","7","vo_minigame_1008","7028",""
"0","嗯～～\n不過，好像可以嘗試看看。\n因為宮子很溫柔\n才聽你的意見的喲！","1","3","0.5","11","0","7","119931","7029","0"
"","1","","","","93","","7","5","7030",""
"1","psy_miyako_doya_in","psy_miyako_doya_loop","0","","3","0","7","119931","7031","0.2"
"","","","","","91","","7","7029","7032",""
"","0","","","","22","","7","0","7033",""
"","","","","","93","","7","1","7034",""
"","","","","","91","","7","0","7035",""
"-200","119931","-300","100","psy_miyako_start","1","0","8","1","8001","1.7"
"-210","100411","225","100","psy_walk2","1","1","8","1","8002","1.7"
"-220","103631","480","105","psy_walk3","1","1","8","1","8003","1.7"
"-235","102011","340","110","psy_walk_glad","1","1","8","1","8004","1.7"
"1","11","0","0","","31","","8","1","8005","1"
"-200","1","-300","101","psy_smoke_start","5","0","8","1","8006","1.7"
"0","110","2","-210","","2","","8","100411","8007",""
"0","365","2.2","-220","","2","","8","103631","8008",""
"0","225","2.3","-235","","2","","8","102011","8009",""
"","","","","","93","","8","2","8010",""
"","psy_idle_normal","","1","","3","","8","100411","8011","0.2"
"","","","","","93","","8","0.2","8012",""
"","psy_idle_normal","","1","","3","","8","103631","8013","0.2"
"","","","","","93","","8","0.1","8014",""
"","psy_talk_joy1","","1","","3","","8","102011","8015","0.2"
"","vo_minigame_1008_drama_0806","0","0","","21","","8","vo_minigame_1008","8016",""
"0","哥哥，我們來玩了～\n咦～？沒人在嗎？","1","5","0.5","11","0","8","102011","8017","0"
"","","","","","91","","8","0","8018",""
"","psy_idle_joy1","","1","","3","","8","102011","8019","0.2"
"1","psy_miyako_appear","psy_miyako_talk1","0","","3","0.2","8","119931","8020","0"
"0","psy_smoke_appear","psy_smoke_start","0","","3","0","8","1","8021","0"
"","vo_minigame_1008_drama_0801","0","0","","21","","8","vo_minigame_1008","8022",""
"0","嗯？妳們找他幹嘛？","1","4","0.5","11","0","8","119931","8023","0"
"","","","","","91","","8","0","8024",""
"","0","","","","22","","8","0","8025",""
"","psy_miyako_idle","","1","","3","","8","119931","8026","0.2"
"","psy_talk_surprise2","","1","","3","","8","103631","8027","0.2"
"","vo_minigame_1008_drama_0807","0","0","","21","","8","vo_minigame_1008","8028",""
"0","呀～！？幽靈！！","1","6","0.5","11","0","8","103631","8029","0"
"","","","","","91","","8","0","8030",""
"","psy_idle_surprise2","","1","","3","","8","103631","8031","0.2"
"","psy_talk_joy2","","1","","3","","8","100411","8032","0.2"
"","vo_minigame_1008_drama_0808","0","0","","21","","8","vo_minigame_1008","8033",""
"0","好厲害～！\n是哥哥設下的惡作劇嗎？\n哥哥，不要躲了，趕快出來～","1","6","0.5","11","0","8","100411","8034","0"
"","","","","","91","","8","0","8035",""
"","psy_idle_joy2","","1","","3","","8","100411","8036","0.2"
"","psy_miyako_panic2","","1","","3","","8","119931","8037","0.2"
"","vo_minigame_1008_drama_0802","0","0","","21","","8","vo_minigame_1008","8038",""
"0","宮子才不惡作劇喲，\n是幽靈喲。\n然後那傢伙現在不在喲。","1","5","1","11","0","8","119931","8039","0"
"","1","","","","93","","8","3","8040",""
"","psy_miyako_talk2","","1","","3","","8","119931","8041","0.2"
"","","","","","91","","8","8039","8042",""
"","0","","","","22","","8","0","8043",""
"","psy_miyako_idle","","1","","3","","8","119931","8044","0.2"
"","psy_talk_wish","","1","","3","","8","100411","8045","0.2"
"","vo_minigame_1008_drama_0809","0","0","","21","","8","vo_minigame_1008","8046",""
"0","不在嗎？\n那就趁現在來惡作劇……","1","6","0.5","11","0","8","100411","8047","0"
"","","","","","91","","8","0","8048",""
"","psy_idle_wish","","1","","3","","8","100411","8049","0.2"
"","psy_talk_anger","","1","","3","","8","103631","8050","0.2"
"","vo_minigame_1008_drama_0810","0","0","","21","","8","vo_minigame_1008","8051",""
"0","不能在店裡惡作劇吧！\n話說為什麼禊一點都不害怕？\n幽靈出現了唷？","1","6","0.5","11","0","8","103631","8052","0"
"","","","","","91","","8","0","8053",""
"","psy_idle_anger","","1","","3","","8","103631","8054","0.2"
"","psy_talk_normal","","1","","3","","8","100411","8055","0.2"
"","0","","","","4","","8","100411","8056",""
"","vo_minigame_1008_drama_0811","0","0","","21","","8","vo_minigame_1008","8057",""
"0","因為她就像哥哥的朋友嘛，\n而且一點都不可怕。","1","6","0.5","11","0","8","100411","8058","0"
"","","","","","91","","8","0","8059",""
"","1","","","","4","","8","100411","8060",""
"","psy_idle_normal","","1","","3","","8","100411","8061","0.2"
"","psy_talk_joy1","","1","","3","","8","102011","8062","0.2"
"","vo_minigame_1008_drama_0812","0","0","","21","","8","vo_minigame_1008","8063",""
"0","到哥哥回來之前\n一起玩吧～","1","5","0.5","11","0","8","102011","8064","0"
"","","","","","91","","8","0","8065",""
"","psy_idle_joy1","","1","","3","","8","102011","8066","0.2"
"","psy_miyako_anger3","","1","","3","","8","119931","8067","0.2"
"","vo_minigame_1008_drama_0803","0","0","","21","","8","vo_minigame_1008","8068",""
"0","不玩。\n宮子要做布丁，很忙的！","1","4","0.5","11","0","8","119931","8069","0"
"","","","","","91","","8","0","8070",""
"","0","","","","22","","8","0","8071",""
"","psy_miyako_idle_anger","","1","","3","","8","119931","8072","0.2"
"","psy_talk_joy2","","1","","3","","8","102011","8073","0.2"
"","vo_minigame_1008_drama_0813","0","0","","21","","8","vo_minigame_1008","8074",""
"0","做布丁？哇，感覺很好玩～\n美美也可以一起做嗎？","1","7","0.5","11","0","8","102011","8075","0"
"","","","","","91","","8","0","8076",""
"","psy_idle_joy2","","1","","3","","8","102011","8077","0.2"
"1","psy_miyako_doya_in","psy_miyako_doya_loop","0","","3","0","8","119931","8078","0.2"
"","vo_minigame_1008_drama_0804","0","0","","21","","8","vo_minigame_1008","8079",""
"0","如果會聽宮子的話，\n讓妳們幫忙也可以喲。","1","5","0.5","11","0","8","119931","8080","0"
"","","","","","91","","8","0","8081",""
"","0","","","","22","","8","0","8082",""
"","psy_miyako_doya_idle","","1","","3","","8","119931","8083","0.2"
"1","psy_jump","psy_idle_joy1","0","","3","0.4","8","102011","8084","0.2"
"","vo_minigame_1008_drama_0814","0","0","","21","","8","vo_minigame_1008","8085",""
"0","哇～！太好了～！","1","6","0.5","11","0","8","102011","8086","0"
"","","","","","91","","8","0","8087",""
"","psy_talk_joy2","","1","","3","","8","100411","8088","0.2"
"","vo_minigame_1008_drama_0815","0","0","","21","","8","vo_minigame_1008","8089",""
"0","來做對哥哥惡作劇用的\n布丁吧～！","1","5","0.5","11","0","8","100411","8090","0"
"","","","","","91","","8","0","8091",""
"","psy_idle_joy2","","1","","3","","8","100411","8092","0.2"
"","psy_talk_sad","","1","","3","","8","103631","8093","0.2"
"","vo_minigame_1008_drama_0816","0","0","","21","","8","vo_minigame_1008","8094",""
"0","怎、怎麼這樣……\n竟然要與幽靈一起做布丁……","1","8","0.5","11","0","8","103631","8095","0"
"","","","","","91","","8","0","8096",""
"","psy_idle_sad","","1","","3","","8","103631","8097","0.2"
"","psy_talk_normal","","1","","3","","8","100411","8098","0.2"
"","0","","","","4","","8","100411","8099",""
"","0","","","","4","","8","102011","8100",""
"","vo_minigame_1008_drama_0817","0","0","","21","","8","vo_minigame_1008","8101",""
"0","鏡華不做嗎？","1","4","0.5","11","0","8","100411","8102","0"
"","","","","","91","","8","0","8103",""
"","psy_idle_normal","","1","","3","","8","100411","8104","0.2"
"","psy_talk_joy2","","1","","3","","8","102011","8105","0.2"
"","vo_minigame_1008_drama_0818","0","0","","21","","8","vo_minigame_1008","8106",""
"0","美美想跟鏡華\n一起做布丁呢～","1","5","0.5","11","0","8","102011","8107","0"
"","","","","","91","","8","0","8108",""
"","psy_idle_joy2","","1","","3","","8","102011","8109","0.2"
"","psy_talk_sad","","1","","3","","8","103631","8110","0.2"
"","vo_minigame_1008_drama_0819","0","0","","21","","8","vo_minigame_1008","8111",""
"0","嗚嗚……知道了啦，\n我也一起做。","1","6","0.5","11","0","8","103631","8112","0"
"","","","","","91","","8","0","8113",""
"","psy_idle_sad","","1","","3","","8","103631","8114","0.2"
"","psy_miyako_joy1","","1","","3","","8","119931","8115","0.2"
"","vo_minigame_1008_drama_0805","0","0","","21","","8","vo_minigame_1008","8116",""
"0","太好了！\n一口氣增加了三個手下喲！","1","5","0.5","11","0","8","119931","8117","0"
"","","","","","91","","8","0","8118",""
"","0","","","","22","","8","0","8119",""
"","","","","","93","","8","1","8120",""
"","","","","","91","","8","0","8121",""
"-200","119931","-300","100","psy_miyako_idle","1","0","9","1","9001","1.7"
"-220","1","185","100","psy_idle_normal","5","1","9","1","9002","1.7"
"1","11","0","0","","31","","9","1","9003","1"
"","","","","","93","","9","1","9004",""
"","psy_miyako_thinking4","","1","","3","","9","119931","9005","0.2"
"","vo_minigame_1008_drama_0901","0","0","","21","","9","vo_minigame_1008","9006",""
"0","嗯……要做出美味的布丁\n還真是難呢。\n宮子的靈感快用完了喲！","1","3","1","11","0","9","119931","9007","0"
"","1","","","","93","","9","6","9008",""
"","psy_miyako_sad2","","1","","3","","9","119931","9009","0.2"
"","","","","","91","","9","9007","9010",""
"","0","","","","22","","9","0","9011",""
"","psy_miyako_talk_joy1","","1","","3","","9","119931","9012","0.2"
"","vo_minigame_1008_drama_0902","0","0","","21","","9","vo_minigame_1008","9013",""
"0","你有很多認識的人，\n拿些也許可以成為布丁靈感的\n東西過來吧！","1","4","0.5","11","0","9","119931","9014","0"
"","1","","","","93","","9","6","9015",""
"1","psy_miyako_guts2_in","psy_miyako_guts2_loop","0","","3","0","9","119931","9016","0.2"
"","","","","","91","","9","9014","9017",""
"","0","","","","22","","9","0","9018",""
"0","11","0","1","0","12","0","9","1","9019","0"
"1","psy_talk_guts2","psy_idle_guts2","0","","3","0","9","1","9020","0.2"
"","","","","","93","","9","2","9021",""
"","0","","","","4","","9","1","9022",""
"","psy_run","","1","","3","","9","1","9023","0.2"
"0","1000","3","-220","","2","","9","1","9024",""
"","","","","","93","","9","4","9025",""
"","1","","","","4","","9","1","9026",""
"","psy_item01_run","","1","","3","","9","1","9027","0.2"
"0","185","3","-220","","2","","9","1","9028",""
"","","","","","93","","9","3","9029",""
"1","psy_item01_up","psy_item01_up_loop","0","","3","0","9","1","9030","0.2"
"","","","","","93","","9","0.5","9031",""
"","9033","","0","","103","","9","我拿手銬和鞭子來了。","9032",""
"","psy_miyako_anger2","","1","","3","","9","119931","9033","0.2"
"","vo_minigame_1008_drama_0903","0","0","","21","","9","vo_minigame_1008","9034",""
"0","你、你突然拿什麼東西過來呀！\n你是變態嗎！？\n宮子看錯你了喲！","1","5","0.5","11","0","9","119931","9035","0"
"","","","","","91","","9","0","9036",""
"","0","","","","22","","9","0","9037",""
"0","10","0","2","0","12","0","9","1","9038","0"
"","psy_item01_up_loop_talk","","1","","3","","9","1","9039","0.2"
"","","","","","93","","9","3","9040",""
"","psy_item01_up_loop","","1","","3","","9","1","9041","0.2"
"","psy_miyako_thinking4","","1","","3","","9","119931","9042","0.2"
"","vo_minigame_1008_drama_0904","0","0","","21","","9","vo_minigame_1008","9043",""
"0","…………咦？\n你有認識帶著手銬\n和鞭子的人？\n你真的沒問題嗎？","1","4","0.5","11","0","9","119931","9044","0"
"","1","","","","93","","9","6","9045",""
"","psy_miyako_talk4","","1","","3","","9","119931","9046","0.2"
"","","","","","91","","9","9044","9047",""
"","0","","","","22","","9","0","9048",""
"","","","","","93","","9","1","9049",""
"","","","","","91","","9","0","9050",""
"-200","119931","-300","100","psy_miyako_idle","1","0","10","1","10001","1.7"
"-220","1","1000","100","psy_idle_normal","5","1","10","1","10002","1.7"
"1","11","0","0","","31","","10","1","10003","1"
"","","","","","93","","10","2","10004",""
"","psy_item02_run","","1","","3","","10","1","10005","0.2"
"0","185","3","-220","","2","","10","1","10006",""
"","","","","","93","","10","3","10007",""
"1","psy_item02_up","psy_item02_up_loop","0","","3","0","10","1","10008","0.2"
"","","","","","93","","10","0.5","10009",""
"","10011","","0","","103","","10","感覺這個可以給妳靈感唷。","10010",""
"","psy_miyako_anger3","","1","","3","","10","119931","10011","0.2"
"","vo_minigame_1008_drama_1001","0","0","","21","","10","vo_minigame_1008","10012",""
"0","不准再拿怪東西過來！\n……嗯？樹果？\n你拿了正常的東西過來呢！\n宮子要誇獎你喲！","1","4","0.5","11","0","10","119931","10013","0"
"","1","","","","93","","10","4","10014",""
"","psy_miyako_talk2","","1","","3","","10","119931","10015","0.2"
"","1","","","","93","","10","2.5","10016",""
"","psy_miyako_talk_joy1","","1","","3","","10","119931","10017","0.2"
"","","","","","91","","10","10013","10018",""
"","0","","","","22","","10","0","10019",""
"","psy_miyako_thinking1","","1","","3","","10","119931","10020","0.2"
"","vo_minigame_1008_drama_1002","0","0","","21","","10","vo_minigame_1008","10021",""
"0","不過這是什麼果實來的？\n橡子還認得出來，\n但這個紅色的果實就不認得了。","1","5","0.5","11","0","10","119931","10022","0"
"","","","","","91","","10","0","10023",""
"","0","","","","22","","10","0","10024",""
"0","6","0","3","0","12","0","10","1","10025","0"
"","psy_item02_up_loop_talk","","1","","3","","10","1","10026","0.2"
"","","","","","93","","10","3","10027",""
"","psy_item02_up_loop","","1","","3","","10","1","10028","0.2"
"","psy_miyako_sad1","","1","","3","","10","119931","10029","0.2"
"","vo_minigame_1008_drama_1003","0","0","","21","","10","vo_minigame_1008","10030",""
"0","一吃下去就會噴火的果實？\n為什麼要帶這麼危險的東西過來！\n果然你還是派不上用場～！","1","6","0.5","11","0","10","119931","10031","0"
"","1","","","","93","","10","3","10032",""
"","psy_miyako_anger2","","1","","3","","10","119931","10033","0.2"
"","","","","","91","","10","10031","10034",""
"","0","","","","22","","10","0","10035",""
"","","","","","93","","10","1","10036",""
"","","","","","91","","10","0","10037",""
"-200","119931","-300","100","psy_miyako_idle","1","0","11","1","11001","1.7"
"-220","1","1000","100","psy_idle_normal","5","1","11","1","11002","1.7"
"1","11","0","0","","31","","11","1","11003","1"
"","","","","","93","","11","2","11004",""
"","psy_item03_run","","1","","3","","11","1","11005","0.2"
"0","185","3","-220","","2","","11","1","11006",""
"","","","","","93","","11","3","11007",""
"1","psy_item03_up","psy_item03_up_loop","0","","3","0","11","1","11008","0.2"
"","","","","","93","","11","0.5","11009",""
"","11011","","0","","103","","11","感覺這個可以給妳靈感唷。","11010",""
"","psy_miyako_talk3","","1","","3","","11","119931","11011","0.2"
"","vo_minigame_1008_drama_1101","0","0","","21","","11","vo_minigame_1008","11012",""
"0","三局定勝負的意思嗎？\n如果這次再不帶正常的東西過來，\n人家就把你變成布丁喲。","1","5","1","11","0","11","119931","11013","0"
"","1","","","","93","","11","4","11014",""
"","psy_miyako_panic3","","1","","3","","11","119931","11015","0.2"
"","","","","","91","","11","11013","11016",""
"","0","","","","22","","11","0","11017",""
"","psy_miyako_thinking1","","1","","3","","11","119931","11018","0.2"
"","vo_minigame_1008_drama_1102","0","0","","21","","11","vo_minigame_1008","11019",""
"0","然後呢，你手上拿的紙\n是什麼？\n是美味布丁的食譜嗎？","1","4","0.5","11","0","11","119931","11020","0"
"","","","","","91","","11","0","11021",""
"","0","","","","22","","11","0","11022",""
"","11024","","0","","103","","11","劇本和班表","11023",""
"","psy_miyako_talk4","","1","","3","","11","119931","11024","0.2"
"","vo_minigame_1008_drama_1103","0","0","","21","","11","vo_minigame_1008","11025",""
"0","……在製作布丁上\n完全派不上用場喲。\n宮子不該拜託你的。","1","4","0.5","11","0","11","119931","11026","0"
"","","","","","91","","11","0","11027",""
"","0","","","","22","","11","0","11028",""
"","psy_miyako_sad1","","1","","3","","11","119931","11029","0.2"
"","vo_minigame_1008_drama_1104","0","0","","21","","11","vo_minigame_1008","11030",""
"0","這也跟你認識的人有關係嗎？\n你認識的人\n都是一群怪咖來的！","1","4","0.5","11","0","11","119931","11031","0"
"","","","","","91","","11","0","11032",""
"","0","","","","22","","11","0","11033",""
"","psy_miyako_talk_joy1","","1","","3","","11","119931","11034","0.2"
"","vo_minigame_1008_drama_1105","0","0","","21","","11","vo_minigame_1008","11035",""
"0","不過因為宮子很溫柔，\n就算是你那派不上用場的線索，\n人家也可以做出好吃的布丁喲！\n感恩戴德吧！","1","5","0.5","11","0","11","119931","11036","0"
"","1","","","","93","","11","5","11037",""
"1","psy_miyako_doya_in","psy_miyako_doya_loop","0","","3","0","11","119931","11038","0.2"
"","","","","","91","","11","11036","11039",""
"","0","","","","22","","11","0","11040",""
"","","","","","93","","11","1.5","11041",""
"","","","","","91","","11","0","11042",""
