cc7b6c1d1748ea6fbcdf45095d56748b953ee7c28b7abf7922c9f3d87d11bedc,c836db830b0941226c28095f4934feb1ed2c397471184df7bda0e78be7c1b29a,689bdbc143bebfd038320f681fdedb24950a7256c734e38c6ff0ea1944bc838b,419b608157de588373fefc46b99018e42b06fe1c66d49ead6a5a659e83b00fe9,e0b49402ef80d032b5af76355be7f43e4bfaa041c7842a9de9bb0135c5aef3a2,214b3a93d89e48d49280f786af69a01a59c51f6fe7fc1ae0f9222bbb43a4941d,66212e2ee9271b88243fe20156bf05baf1b963fb75d5cac3b47dd68867d7ab13,4c9f4c202f86e78346e3e2271254792a3da07c13bc325fc3c5939c060a0988b7,d1d2e2b846089358756874246ae732e81d4e8811ad2aa148291e73166813b52e,efba51914fa1a2f625a1d24bc72f67f6b91abdccb30aea872ebd4fe8f22ee66d,d31e61ed41becc1693e5c1a566dec5d87901aad61dbdad28082c128714dcbc65
"","","3112","93","","0.6","0","","","131120044",""
"0.2","","3112","3","1","3","round_monster_idle","","","131120045",""
"","","3112","93","","0.4","0","","","131120046",""
"","0","3112","2","-250","1000001","0","","0","131120047",""
"","","3112","3","1","1000001","escape","","","131120048",""
"","1","3112","2","-250","1000001","-600","","0","131120049",""
"","","3112","93","","1","0","","","131120050",""
"0.2","1","3112","6","1","1000001","1","","0","131120051",""
"","","3112","93","","0.4","0","","","131120052",""
"","","3112","113","","2","0","","","131120053",""
"0","0","3113","31","345.4","311300","311300","","1","131130001",""
"","","3113","91","","0","","","","131130002",""
"0.2","","3113","3","0","1000001","wait_gradeUp","","","131130003",""
"","","3113","32","","311300","1","","","131130004",""
"","","3113","93","","0.1","0","","","131130005",""
"","","3113","32","","3","0","","","131130006",""
"","","3113","93","","0.8","0","","","131130007",""
"0","1.05","3113","123","1.05","1.05","1.05","","0","131130008",""
"","","3113","122","0.5","5","5","","","131130009",""
"","","3113","93","","1.1","0","","","131130010",""
"0","1.05","3113","123","1.05","1.05","1.05","","0","131130011",""
"","","3113","122","0.5","10","10","","","131130012",""
"","","3113","93","","0.8","0","","","131130013",""
"0.2","","3113","3","0","1000001","glad_dot_light","","","131130014",""
"","","3113","93","","0.1","0","","","131130015",""
"5","0.907","3113","123","0.907","0.907","0.907","","0.4","131130016",""
"","","3113","93","","1","0","","","131130017",""
"0.2","","3113","3","0","1000001","disappoint","","","131130018",""
"","","3113","93","","1","0","","","131130019",""
"","","3113","113","","2","","","","131130020",""
"0","0","3114","31","345.4","311400","311400","","1","131140001",""
"","","3114","91","","0","","","","131140002",""
"0","1.05","3114","123","1.05","1.05","1.05","","7.4","131140003",""
"0.2","","3114","3","0","1000001","wait","","","131140004",""
"","","3114","32","","311400","1","","","131140005",""
"","","3114","93","","0.1","0","","","131140006",""
"","","3114","32","","2","0","","","131140007",""
"","","3114","93","","3.4","0","","","131140008",""
"5","0.95","3114","123","0.95","0.95","0.95","","3.2","131140009",""
"0.1","shock_short_loop","3114","3","0","1000001","shock_short_in","0","1","131140010",""
"","","3114","93","","1.4","0","","","131140011",""
"0.2","","3114","3","0","1000001","disappoint","","","131140012",""
"","","3114","93","","0.7","0","","","131140013",""
"","","3114","113","","2","","","","131140014",""
"0","0","3121","31","345.4","312100","312100","","1","131210001",""
"","","3121","91","","0","","","","131210002",""
"0","1.05","3121","123","1.05","1.05","1.05","","7.4","131210003",""
"0.2","","3121","3","0","1000001","wait","","","131210004",""
"","","3121","35","","2","1","","","131210005",""
"","","3121","23","0","se_travel","se_travel_treasure_big_rock","","","131210006",""
"","","3121","93","","3.7","0","","","131210007",""
"","","3121","32","","312100","1","","","131210008",""
"","","3121","122","0.65","15","15","","","131210009",""
"","","3121","93","","0.5","0","","","131210010",""
"","","3121","122","3.2","20","20","","","131210011",""
"0.2","","3121","3","0","1000001","shock_jump_short","","","131210012",""
"","","3121","91","","0","0","","","131210013",""
"0","","3121","3","1","1000001","escape","","","131210014",""
"","2","3121","2","-240","1000001","-880","","0","131210015",""
"","","3121","93","","0.8","0","","","131210016",""
"","","3121","113","","2","","","","131210017",""
"0.2","","3122","3","1","1000001","idle","","","131220001",""
"0","-65","3122","31","345","312200","11","","1","131220002",""
"0","-65","3122","31","345","312201","12","","1","131220003",""
"","","3122","91","","0","","","","131220004",""
"0","1.05","3122","123","1.05","1.05","1.05","0","6.8","131220005",""
"0.2","","3122","3","0","1000001","wait","","","131220006",""
"","","3122","35","","2","1","","","131220007",""
"","","3122","93","","4","0","","","131220008",""
"0","0.95","3122","123","0.95","0.95","0.95","","0.4","131220009",""
"","","3122","32","","11","1","","","131220010",""
"","","3122","32","","12","1","","","131220011",""
"","","3122","3","0","1000001","arrow_panic","","","131220012",""
"","","3122","93","","2.7","0","","","131220013",""
"","","3122","113","","2","0","","","131220014",""
"0","0","3123","31","345.4","6","6","","1","131230001",""
"0","0","3123","31","345.4","7","7","","1","131230002",""
"0","0","3123","31","345.4","310000","310000","","1","131230003",""
"0","0","3123","31","345.4","312300","312300","","1","131230004",""
"1","0","3123","31","345.4","990001","990001","","1","131230005",""
"1.1","345","3123","5","14","4","14","0","-180","131230006","reward_loop"
"","","3123","91","","0","","","","131230007",""
"0","1.05","3123","123","1.05","1.05","1.05","","7.4","131230008",""
"0.2","","3123","3","0","1000001","wait","","","131230009",""
"","","3123","35","","2","1","","","131230010",""
"","","3123","93","","4.9","0","","","131230011",""
"","","3123","122","0.4","30","30","","","131230012",""
"","","3123","32","","312300","1","","","131230013",""
"","","3123","32","","6","1","","","131230014",""
"","","3123","93","","0.1","0","","","131230015",""
"","","3123","32","","2","0","","","131230016",""
"","","3123","32","","3","0","","","131230017",""
"","","3123","3","0","1000001","dotEyes_noEmotion","","","131230018",""
"","0","3123","21","0","vo_travel_round_event","vo_travel_round_event_3123","","","131230019",""
"","","3123","93","","2.5","0","","","131230020",""
"","","3123","32","","7","1","","","131230021",""
"","","3123","93","","0.1","0","","","131230022",""
"","","3123","32","","6","0","","","131230023",""
"","","3123","93","","0.2","0","","","131230024",""
"0","0.95","3123","123","0.95","0.95","0.95","","0.3","131230025",""
"","","3123","32","","310000","1","","","131230026",""
"","","3123","93","","0.2","0","","","131230027",""
"","","3123","122","0.6","50","50","","","131230028",""
"","","3123","93","","1.6","0","","","131230029",""
"","","3123","113","","2","","","","131230030",""
"0","0","3124","31","345.4","312400","312400","","1","131240001",""
"0","0","3124","31","345.4","8","8","","1","131240002",""
"","","3124","35","","8","0","","","131240003",""
"","","3124","32","","8","1","","","131240004",""
"1","0","3124","31","345.4","990002","990002","","1","131240005",""
"0.5","345.4","3124","5","56","2","3124","0","-240","131240006","empty"
"","","3124","91","","0","","","","131240007",""
"0","1.05","3124","123","1.05","1.05","1.05","","7.4","131240008",""
"0.2","","3124","3","0","1000001","wait","","","131240009",""
"","","3124","35","","2","1","","","131240010",""
"","","3124","93","","5.4","0","","","131240011",""
"","","3124","32","","312400","1","","","131240012",""
"","","3124","93","","0.1","0","","","131240013",""
"","","3124","32","","2","0","","","131240014",""
"0","0.95","3124","123","0.95","0.95","0.95","","0.4","131240015",""
"0.2","","3124","3","0","1000001","glad","","","131240016",""
"0","","3124","3","0","3124","drop","","","131240017",""
"","","3124","93","","0.7","0","","","131240018",""
"0.2","","3124","3","0","1000001","joy_short","","","131240019",""
"","","3124","93","","0.7","0","","","131240020",""
"0","","3124","3","0","3124","shock","","","131240021",""
"","","3124","93","","0.8","0","","","131240022",""
"0.2","","3124","3","0","1000001","shock_jump_mimic","","0","131240023",""
"","","3124","93","","2.4","0","","","131240024",""
"","","3124","113","","2","","","","131240025",""
"0","0","3200","31","345.4","320000","320000","","1","132000001",""
"0","0","3200","31","345.4","110","110","","1","132000002",""
"0","0","3200","31","345.4","111","111","","1","132000003",""
"1","0","3200","31","345.4","990001","990001","","1","132000004",""
"","","3200","91","","0","","","","132000005",""
"0","1.05","3200","123","1.05","1.05","1.05","","7.4","132000006",""
"0.2","","3200","3","0","1000001","wait","","","132000007",""
"","","3200","35","","2","1","","","132000008",""
"","","3200","93","","5.4","0","","","132000009",""
"0.2","","3200","3","0","1000001","glad","","","132000010",""
"","","3200","32","","320000","1","","","132000011",""
"","","3200","93","","1","0","","","132000012",""
"5","0.95","3200","123","0.95","0.95","0.95","","0.8","132000013",""
"","","3200","32","","110","1","","","132000014",""
"","","3200","32","","111","1","","","132000015",""
"","","3200","93","","0.1","0","","","132000016",""
"","","3200","32","","2","0","","","132000017",""
"","","3200","32","","3","0","","","132000018",""
"","","3200","93","","1.1","0","","","132000019",""
"0.2","joy_round3_loop","3200","3","0","1000001","joy_round3_in","0","1","132000020",""
"","","3200","93","","0.5","0","","","132000021",""
"","","3200","32","","998","1","","","132000022",""
"","","3200","93","","5.2","0","","","132000023",""
"","","3200","113","","1","","","","132000024",""
"0","0","3201","31","345.4","320000","320000","","1","132010001",""
"0","0","3201","31","345.4","110","110","","1","132010002",""
"0","0","3201","31","345.4","111","111","","1","132010003",""
"1","0","3201","31","345.4","990002","990002","","1","132010004",""
"","","3201","91","","0","","","","132010005",""
"0","1.05","3201","123","1.05","1.05","1.05","","7.4","132010006",""
"0.2","","3201","3","0","1000001","wait","","","132010007",""
"","","3201","35","","2","1","","","132010008",""
"","","3201","93","","5.4","0","","","132010009",""
"0.2","","3201","3","0","1000001","glad","","","132010010",""
"","","3201","32","","320000","1","","","132010011",""
"","","3201","93","","1","0","","","132010012",""
"5","0.95","3201","123","0.95","0.95","0.95","","0.8","132010013",""
"","","3201","32","","110","1","","","132010014",""
"","","3201","32","","111","1","","","132010015",""
"","","3201","93","","0.1","0","","","132010016",""
"","","3201","32","","2","0","","","132010017",""
"","","3201","32","","3","0","","","132010018",""
"","","3201","93","","1.1","0","","","132010019",""
"0.2","joy_round3_loop","3201","3","0","1000001","joy_round3_in","0","1","132010020",""
"","","3201","93","","0.5","0","","","132010021",""
"","","3201","32","","998","1","","","132010022",""
"","","3201","93","","5.2","0","","","132010023",""
"","","3201","113","","1","","","","132010024",""
"0","0","3202","31","345.4","320000","320000","","1","132020001",""
"0","0","3202","31","345.4","320001","320001","","1","132020002",""
"0","0","3202","31","345.4","110","110","","1","132020003",""
"0","0","3202","31","345.4","111","111","","1","132020004",""
"1","0","3202","31","345.4","990003","990003","","1","132020005",""
"","","3202","91","","0","","","","132020006",""
"0","1.05","3202","123","1.05","1.05","1.05","","7.4","132020007",""
"0.2","","3202","3","0","1000001","wait","","","132020008",""
"","","3202","32","","320001","1","","","132020009",""
"","","3202","93","","0.1","0","","","132020010",""
"","","3202","32","","2","0","","","132020011",""
"","","3202","93","","5.3","0","","","132020012",""
"0.2","","3202","3","0","1000001","glad","","","132020013",""
"","","3202","32","","320000","1","","","132020014",""
"","","3202","93","","1","0","","","132020015",""
"5","0.95","3202","123","0.95","0.95","0.95","","0.8","132020016",""
"","","3202","32","","110","1","","","132020017",""
"","","3202","32","","111","1","","","132020018",""
"","","3202","93","","0.1","0","","","132020019",""
"","","3202","32","","320001","0","","","132020020",""
"","","3202","32","","3","0","","","132020021",""
"","","3202","93","","1.1","0","","","132020022",""
"0.2","joy_round3_loop","3202","3","0","1000001","joy_round3_in","0","1","132020023",""
"","","3202","93","","0.5","0","","","132020024",""
"","","3202","32","","998","1","","","132020025",""
"","","3202","93","","5.2","0","","","132020026",""
"","","3202","113","","1","","","","132020027",""
"0","0","3211","31","345.4","6","6","","1","132110001",""
"0","0","3211","31","345.4","7","7","","1","132110002",""
"0","0","3211","31","345.4","8","8","","1","132110003",""
"0","0","3211","31","345.4","111","111","","1","132110004",""
"0","0","3211","31","345.4","110","110","","1","132110005",""
"0","0","3211","31","345.4","321100","321100","","1","132110006",""
"0","0","3211","31","345.4","321101","321101","","1","132110007",""
"0","0","3211","31","345.4","321102","321102","","1","132110008",""
"1.3","8000","3211","5","55","3","13","0","0","132110009","appear"
"0.89","8000","3211","1","56","2","100711","1","-250","132110010","03_run"
"","","3211","91","","0","","","","132110011",""
"0","1","3211","6","1","13","1","0","0","132110012",""
"","0","3211","2","-250","13","95","","0","132110013",""
"","0","3211","2","-250","100711","1100","","0","132110014",""
"0","1.05","3211","123","1.05","1.05","1.05","","7.4","132110015",""
"0.2","","3211","3","0","1000001","wait","","","132110016",""
"","","3211","35","","2","1","","","132110017",""
"","","3211","93","","4.9","0","","","132110018",""
"0","0.95","3211","123","0.95","0.95","0.95","","0.3","132110019",""
"","","3211","23","0","se_travel","se_travel_treasure_ghost_special_success","","","132110020",""
"","","3211","32","","8","1","","","132110021",""
"","","3211","35","","8","0","","","132110022",""
"","","3211","32","","6","1","","","132110023",""
"","","3211","93","","0.1","0","","","132110024",""
"","","3211","32","","2","0","","","132110025",""
"","","3211","32","","3","0","","","132110026",""
"0.2","","3211","3","0","1000001","dotEyes","","","132110027",""
"","","3211","93","","0.3","0","","","132110028",""
"","","3211","3","0","13","appear","","","132110029",""
"0","1","3211","6","1","13","1","0","1","132110030",""
"","","3211","93","","0.67","0","","","132110031",""
"","","3211","3","0","1000001","shock_jump","","","132110032",""
"","1","3211","2","-250","1000001","70","","0","132110033",""
"","","3211","93","","1.1","0","","","132110034",""
"","","3211","3","1","1000001","escape","","","132110035",""
"","1.2","3211","2","-250","1000001","-350","","0","132110036",""
"","","3211","3","0","13","march_pudding","","","132110037",""
"","","3211","32","","7","1","","","132110038",""
"","","3211","93","","0.1","0","","","132110039",""
"","","3211","32","","6","0","","","132110040",""
"","","3211","93","","0.3","0","","","132110041",""
"","","3211","32","","321100","1","","","132110042",""
"","","3211","93","","0.4","0","","","132110043",""
"","1.1","3211","2","-250","100711","630","","0","132110044",""
"","","3211","93","","0.9","0","","","132110045",""
"","0","3211","21","1","vo_travel_round_event","vo_travel_round_event_3211","","","132110046",""
"","","3211","93","","0.2","0","","","132110047",""
"","","3211","3","1","100711","03_idle","0","","132110048",""
"","","3211","93","","0.3","0","","","132110049",""
"0.2","03_idle","3211","3","0","100711","03_attack","0.2","","132110050",""
"","","3211","32","","321101","1","","","132110051",""
"","","3211","3","1","1000001","run","","","132110052",""
"","","3211","4","","1000001","0","","","132110053",""
"","2","3211","2","-250","1000001","70","","0","132110054",""
"","","3211","93","","0.6","0","","","132110055",""
"","","3211","32","","321102","1","","","132110056",""
"","","3211","32","","110","1","","","132110057",""
"","","3211","32","","111","1","","","132110058",""
"","","3211","93","","0.1","0","","","132110059",""
"","","3211","32","","7","0","","","132110060",""
"","","3211","93","","1.2","0","","","132110061",""
"","","3211","32","","8","0","","","132110062",""
"","","3211","93","","0.1","0","","","132110063",""
"0.2","","3211","3","0","100711","03_joy_short","","","132110064",""
"0.2","joy_round3_loop","3211","3","0","1000001","joy_round3_in","0.2","1","132110065",""
"","","3211","32","","998","1","","","132110066",""
"","","3211","93","","0.7","0","","","132110067",""
"","","3211","3","1","13","pudding_loop","","","132110068",""
"","","3211","93","","4.5","0","","","132110069",""
"","","3211","113","","1","","","","132110070",""
"0.2","","3212","3","1","1000001","idle","","","132120001",""
"0","0","3212","31","0","301200","13","","1","132120002",""
"0","0","3212","31","0","101","14","","1","132120003",""
"0","-150","3212","31","260","301204","16","","1","132120004",""
"0","-120","3212","31","320","301204","19","","1","132120005",""
"0","0","3212","31","0","301205","17","","1","132120006",""
"0","0","3212","31","345.4","6","18","","1","132120007",""
"0","0","3212","31","345.4","301201","20","","1","132120008",""
"0","0","3212","31","345.4","301202","21","","1","132120009",""
"0","0","3212","31","345.4","111","111","","1","132120010",""
"","","3212","35","","111","0","","","132120011",""
"0","0","3212","31","345.4","110","110","","1","132120012",""
"1","9340","3212","5","55","1","3","0","-234","132120013","round_monster_walk"
"","","3212","91","","0","","","","132120014",""
"0","1","3212","6","1","3","1","0","0","132120015",""
"0","0","3212","2","-234","3","345","0","0","132120016",""
"0","1.05","3212","123","1.05","1.05","1.05","0","7.4","132120017",""
"0.2","","3212","3","0","1000001","wait","","","132120018",""
"","","3212","35","","2","1","","","132120019",""
"0","0","3212","31","0","301203","15","","1","132120020",""
"0.89","9340","3212","1","57","2","1000003","0","-250","132120021","<weapon>_run"
"0.89","9340","3212","1","58","2","1000004","0","-290","132120022","<weapon>_run"
"","","3212","93","","4.3","0","","","132120023",""
"0","0.95","3212","123","0.95","0.95","0.95","","0.4","132120024",""
"","","3212","32","","21","1","","","132120025",""
"","","3212","35","","21","0","","","132120026",""
"","","3212","23","","se_travel","se_travel_treasure_success_monster_helper_2","","","132120027",""
"","","3212","32","","18","1","","","132120028",""
"","","3212","93","","0.1","0","","","132120029",""
"","","3212","32","","2","0","","","132120030",""
"0.3","1","3212","6","1","3","1","0","1","132120031",""
"","","3212","32","","13","1","","","132120032",""
"","","3212","3","0","3","round_monster_appear","","","132120033",""
"","","3212","3","0","1000001","back","","","132120034",""
"","","3212","93","","0.67","0","","","132120035",""
"0.1","","3212","3","0","3","round_monster_walk","","","132120036",""
"","1.4","3212","2","-234","3","220","","0","132120037",""
"","","3212","32","","20","1","","","132120038",""
"","","3212","93","","0.1","0","","","132120039",""
"","","3212","32","","18","0","","","132120040",""
"","","3212","93","","0.5","0","","","132120041",""
"","","3212","4","","1000003","1","","","132120042",""
"","0","3212","2","-240","1000003","1545","","0","132120043",""
"","","3212","4","","1000004","1","","","132120044",""
"","0","3212","2","-280","1000004","1635","","0","132120045",""
"","","3212","93","","0.5","0","","","132120046",""
"0.3","","3212","3","0","3","round_monster_attack","","","132120047",""
"","","3212","93","","0.5","0","","","132120048",""
"","","3212","32","","17","1","","","132120049",""
"0.1","","3212","3","0","1000001","back_loop","","","132120050",""
"","","3212","93","","0.5","0","","","132120051",""
"","0","3212","2","-240","1000003","920","","0","132120052",""
"","0.16","3212","2","-240","1000003","620","","0","132120053",""
"0.2","","3212","3","0","1000003","<weapon>_run","","","132120054",""
"","","3212","93","","0.16","0","","","132120055",""
"0.2","","3212","3","0","1000003","<weapon>_attack_skipQuest","","","132120056",""
"","","3212","93","","0.1","0","","","132120057",""
"","0","3212","2","-234","3","280","","0","132120058",""
"","","3212","4","","3","1","","","132120059",""
"0","","3212","3","0","3","round_monster_die","","","132120060",""
"","","3212","32","","16","1","","","132120061",""
"","","3212","93","","0.15","0","","","132120062",""
"","0","3212","2","-280","1000004","910","","0","132120063",""
"","0.16","3212","2","-280","1000004","710","","0","132120064",""
"0.2","","3212","3","0","1000004","<weapon>_run","","","132120065",""
"","","3212","93","","0.16","0","","","132120066",""
"0.2","","3212","3","0","1000004","<weapon>_attack_skipQuest","","","132120067",""
"","","3212","93","","0.1","0","","","132120068",""
"","","3212","93","","0.1","0","","","132120069",""
"0","","3212","3","0","3","round_monster_die","","","132120070",""
"","","3212","32","","19","1","","","132120071",""
"","","3212","93","","0.4","0","","","132120072",""
"","0","3212","2","-240","1000001","20","","0","132120073",""
"0","","3212","3","0","1000001","back_origin","","","132120074",""
"0.2","","3212","3","0","1000001","surprise","","","132120075",""
"0.2","","3212","3","1","1000003","<weapon>_idle","","","132120076",""
"","","3212","93","","0.2","0","","","132120077",""
"","","3212","32","","110","1","","","132120078",""
"","","3212","32","","111","1","","","132120079",""
"","","3212","93","","0.2","0","","","132120080",""
"0.2","","3212","3","1","1000004","<weapon>_idle","","","132120081",""
"","","3212","93","","0.46","0","","","132120082",""
"0.6","1","3212","6","1","3","1","","0","132120083",""
"","","3212","32","","18","1","","","132120084",""
"","","3212","93","","0.02","0","","","132120085",""
"","","3212","32","","20","0","","","132120086",""
"","","3212","32","","21","0","","","132120087",""
"0.2","joy_round3_loop","3212","3","0","1000001","joy_round3_in","","1","132120088",""
"","","3212","93","","0.1","0","","","132120089",""
"0","","3212","3","0","1000003","<weapon>_joy_short","","","132120090",""
"","","3212","93","","0.1","0","","","132120091",""
"0","","3212","3","0","1000004","<weapon>_joy_short","","","132120092",""
"","","3212","93","","0.9","0","","","132120093",""
"","","3212","32","","998","1","","","132120094",""
"","","3212","93","","3.8","0","","","132120095",""
"","","3212","113","","1","0","","","132120096",""
"0","0","3213","31","345.4","321300","321300","","1","132130001",""
"0","0","3213","31","345.4","111","111","","1","132130002",""
"","","3213","35","","111","0","","","132130003",""
"0","0","3213","31","345.4","110","110","","1","132130004",""
"","","3213","91","","0","","","","132130005",""
"0.2","","3213","3","0","1000001","wait_gradeUp","","","132130006",""
"","","3213","32","","321300","1","","","132130007",""
"","","3213","93","","0.1","0","","","132130008",""
"","","3213","32","","2","0","","","132130009",""
"","","3213","93","","0.8","0","","","132130010",""
"0","1.05","3213","123","1.05","1.05","1.05","","0","132130011",""
"","","3213","122","0.5","5","5","","","132130012",""
"","","3213","93","","1.1","0","","","132130013",""
"0","1.05","3213","123","1.05","1.05","1.05","","0","132130014",""
"","","3213","122","0.5","10","10","","","132130015",""
"","","3213","93","","0.8","0","","","132130016",""
"0.2","","3213","3","0","1000001","glad_dot_light","","","132130017",""
"","","3213","93","","0.1","0","","","132130018",""
"5","0.907","3213","123","0.907","0.907","0.907","","0.4","132130019",""
"","","3213","93","","1.5","0","","","132130020",""
"","","3213","122","0.7","20","20","","","132130021",""
"","","3213","93","","1.4","0","","","132130022",""
"","","3213","32","","110","1","","","132130023",""
"","","3213","32","","111","1","","","132130024",""
"","","3213","93","","1.2","0","","","132130025",""
"0.2","joy_round3_loop","3213","3","0","1000001","joy_round3_in","0","1","132130026",""
"","","3213","93","","0.3","0","","","132130027",""
"","","3213","32","","998","1","","","132130028",""
"","","3213","93","","3.8","0","","","132130029",""
"","","3213","113","","1","","","","132130030",""
"0","0","3214","31","345.4","321400","321400","","1","132140001",""
"0.89","1088","3214","1","57","2","103111","1","-240","132140002","05_idle"
"0","0","3214","31","345.4","110","110","","1","132140003",""
"0","0","3214","31","345.4","111","111","","1","132140004",""
"","","3214","91","","0","","","","132140005",""
"0","1.05","3214","123","1.05","1.05","1.05","","7.4","132140006",""
"0.2","","3214","3","0","1000001","wait","","","132140007",""
"","","3214","32","","321400","1","","","132140008",""
"","","3214","93","","0.1","0","","","132140009",""
"","","3214","32","","2","0","","","132140010",""
"","","3214","93","","3.4","0","","","132140011",""
"5","0.95","3214","123","0.95","0.95","0.95","","3.2","132140012",""
"0.2","","3214","3","0","1000001","shock_jump_aura","","","132140013",""
"","","3214","93","","0.1","0","","","132140014",""
"","0.6","3214","2","-240","1000001","70","","2","132140015",""
"","","3214","93","","0.5","0","","","132140016",""
"0","","3214","3","1","103111","05_run_gamestart","","","132140017",""
"","0.5","3214","2","-240","103111","586","","0","132140018",""
"","","3214","93","","0.5","0","","","132140019",""
"0.2","","3214","3","1","103111","05_idle","","","132140020",""
"","","3214","93","","0.5","0","","","132140021",""
"0.2","05_idle","3214","3","0","103111","shinobu_exorcise","0","1","132140022",""
"","0","3214","21","0","vo_travel_round_event","vo_travel_round_event_3214","","","132140023",""
"","","3214","93","","1","0","","","132140024",""
"","","3214","32","","110","1","","","132140025",""
"","","3214","32","","111","1","","","132140026",""
"","","3214","93","","0.1","0","","","132140027",""
"","","3214","32","","3","0","","","132140028",""
"","","3214","93","","1.1","0","","","132140029",""
"0.2","joy_round3_loop","3214","3","0","1000001","joy_round3_in","0","1","132140030",""
"0.2","","3214","3","0","103111","05_joy_short","","","132140031",""
"","","3214","93","","0.5","0","","","132140032",""
"","","3214","32","","998","1","","","132140033",""
"","","3214","93","","3.8","0","","","132140034",""
"","","3214","113","","1","","","","132140035",""
"1","0","3215","31","345.4","321500","321500","","1","132150001",""
"1","0","3215","31","345.4","321501","321501","","1","132150002",""
"0","0","3215","31","345.4","120","120","","1","132150003",""
"0","0","3215","31","345.4","121","121","","1","132150004",""
"1","0","3215","31","345.4","990001","990001","","1","132150005",""
"","","3215","91","","0","","","","132150006",""
"0","1.05","3215","123","1.05","1.05","1.05","","7.4","132150007",""
"0.2","","3215","3","0","1000001","wait_wakuwaku","","","132150008",""
"","","3215","35","","2","1","","","132150009",""
"","","3215","93","","5.2","0","","","132150010",""
"5","0.95","3215","123","0.95","0.95","0.95","","0.8","132150011",""
"","","3215","32","","120","1","","","132150012",""
"","","3215","32","","121","1","","","132150013",""
"","","3215","93","","0.1","0","","","132150014",""
"","","3215","32","","321501","0","","","132150015",""
"","","3215","32","","2","0","","","132150016",""
"","","3215","32","","3","0","","","132150017",""
"","","3215","32","","998","1","","","132150018",""
"","","3215","93","","0.4","0","","","132150019",""
"0.2","","3215","3","1","1000001","dance","","","132150020",""
"","","3215","93","","4.8","0","","","132150021",""
"","","3215","113","","1","","","","132150022",""
"0","0","3216","31","345.4","6","6","","1","132160001",""
"0","0","3216","31","345.4","8","8","","1","132160002",""
"0","0","3216","31","345.4","110","110","","1","132160003",""
"0","0","3216","31","345.4","111","111","","1","132160004",""
"0","-80","3216","31","345.4","301600","301600","","1","132160005",""
"1","0","3216","31","345.4","990002","990002","","1","132160006",""
"","","3216","91","","0","","","","132160007",""
"0","1.05","3216","123","1.05","1.05","1.05","","7.4","132160008",""
"0.2","","3216","3","0","1000001","wait","","","132160009",""
"","","3216","35","","2","1","","","132160010",""
"","","3216","93","","5.4","0","","","132160011",""
"0","0.95","3216","123","0.95","0.95","0.95","","0.4","132160012",""
"","","3216","32","","8","1","","","132160013",""
"","","3216","35","","8","0","","","132160014",""
"","","3216","32","","301600","1","","","132160015",""
"","","3216","32","","6","1","","","132160016",""
"","","3216","32","","111","1","","","132160017",""
"","","3216","35","","111","0","","","132160018",""
"","","3216","93","","0.1","0","","","132160019",""
"","","3216","32","","2","0","","","132160020",""
"","","3216","32","","3","0","","","132160021",""
"0.1","","3216","3","0","1000001","glad","","","132160022",""
"","","3216","93","","0.1","0","","","132160023",""
"","","3216","35","","8","1","","","132160024",""
"","","3216","32","","110","1","","","132160025",""
"","","3216","23","0","se_travel","se_travel_treasure_special_success_butterfly","","","132160026",""
"","","3216","93","","1.5","0","","","132160027",""
"","","3216","32","","998","1","","","132160028",""
"0.2","joy_round3_loop","3216","3","0","1000001","joy_round3_in","","1","132160029",""
"","","3216","93","","5.2","0","","","132160030",""
"","","3216","113","","1","","","","132160031",""
"0","0","3217","31","345.4","310000","310000","","1","132170001",""
"0","0","3217","31","0","310001","310001","","1","132170002",""
"0","0","3217","31","345.4","301700","301700","","1","132170003",""
"0","-115","3217","31","740","301701","301701","","1","132170004",""
"0","0","3217","31","345.4","301702","301702","","1","132170005",""
"0","0","3217","31","345.4","120","120","","1","132170006",""
"0","0","3217","31","345.4","321700","321700","","1","132170007",""
"0.44","610","3217","5","100","5","15","0","-235","132170008","empty"
"0.44","610","3217","5","55","5","16","0","-235","132170009","empty"
"","","3217","91","","0","","","","132170010",""
"0","1.05","3217","123","1.05","1.05","1.05","","7.4","132170011",""
"0.2","","3217","3","0","1000001","wait","","","132170012",""
"","","3217","35","","2","1","","","132170013",""
"","","3217","93","","5.4","0","","","132170014",""
"0","0.95","3217","123","0.95","0.95","0.95","","0.3","132170015",""
"","","3217","32","","310000","1","","","132170016",""
"","","3217","32","","310001","1","","","132170017",""
"","","3217","93","","0.2","0","","","132170018",""
"","","3217","122","0.6","50","50","","","132170019",""
"0.2","","3217","3","0","1000001","shock","","","132170020",""
"","","3217","93","","1.6","0","","","132170021",""
"","","3217","32","","301700","1","","","132170022",""
"","","3217","93","","1.2","0","","","132170023",""
"","","3217","23","0","se_travel","se_travel_treasure_croce_ui","","","132170024",""
"","","3217","3","0","15","punch","","","132170025",""
"","","3217","3","0","16","punch_B","","","132170026",""
"","","3217","93","","0.2","0","","","132170027",""
"11","1.05","3217","123","1.05","1.05","1.05","","0.1","132170028",""
"","","3217","93","","0.1","0","","","132170029",""
"0","0.95","3217","123","0.95","0.95","0.95","","0.3","132170030",""
"","","3217","93","","1","0","","","132170031",""
"","","3217","23","0","se_travel","se_travel_treasure_croce_door","","","132170032",""
"","","3217","93","","0.4","0","","","132170033",""
"","","3217","32","","301701","1","","","132170034",""
