d7f229442b5a4edf05262ee18c2f6f7e49d6d0551998189665fb33b76060a323,1bbfaac4a17d8d28ea0921f9d86be9b345d9be4ae70624e77e94b52e16037779,b379dbbc1aed02065931884cfafe3f3fa22b76d9c003dd22f03d8f24dbdb103a,4c9810458641976507a6dcb759c89d363b1faf0cf852e49a14e024c84581d08a,f9d6d64d21b13815f2e1fd8432185a9fdcd262ae74a439367c9e2320aec63e9a,94117bfbdf2c788a981a89d7a6d90ba890159545f978224b2485b51503654d12,9538299ddc2c7707c9fb99f98e18d81b4e905f98e698a630623f5268c339439b,edd2f44b37446a5d2f336206c6ba5eeed851be467e42d6093783b5eca6abddd3,432410ebb6a09490d92a079fea13006862b403d8d0bfe47e7ba67d024de659df,588822f76eb2e5f7f49c6c89129daa3e38fb71dd2f042c32ae1bd80c11dfbe40,094eed318a53f3551d9b6f5bc09df749d726292c3fcdf14326620008db8a923c,8381ef297d5967616b2bd363d66f56aa0fec453c800d88f55d5b2fc58d73b411,9cee26dbd45b07cf51bc75d0aca6de9d1f6cae625c8e26317320b4604336a4ed,8c901e38d8671c7f6eba513abc76f2d67538232edd4c4a49f1550b905db84d89,79016e9e12e2b4a922f77550df521dc59c1daa27068f248362bf117e6c84e8e9,534d33ff69f4b48e8df4b3de525305e6ff4169418b57d73ef002a2003c2000a8,81639b7993112c32103fd0c2dd3ff77b004e1e1a7914ae53324feb9240fd8ead,adecdc7e885680830983ea6dd29eeb23e6aab187baf725b74fb1e4be92dd168c,594335ce13dfb1d09b54510b5409df193f0a87e3c56fe209eb28921a40d17a1b,9b8c8659f034c14a992af02167f0cd00123b79ad3b1f5c4da71aa79b51ccfb58,98e27c4519e8fc3d4698c2b2046b53ba075050de808d1a6d8cd9791da4f627ee,2ccc3c01425495143dfc343d727b02404df7da35770a4279118b12cf33aae315
"1.8","1.4","220","10380105","bgm_M55","5","1038","1.6","101031","101031","1","0","5","0","1","0","200","440","-30","0","1","0"
"0.8","0.6","210","10390101","bgm_M64","1","1039","0.7","101041","101041","1","-125","1","0","1","0","250","-470","-30","-30","1","10"
"1","0.65","200","10390102","bgm_M64","2","1039","0.7","101041","101041","1","-95","2","0","1","0","200","-210","-30","0","1","10"
"1.3","0.9","200","10390103","bgm_M64","3","1039","1","101041","101041","1","-120","3","-15","1","0","100","50","-30","-10","1","0"
"1.35","0.9","200","10390104","bgm_M64","4","1039","1.3","101041","101041","1","35","4","0","1","0","100","195","-30","0","1","0"
"1.8","1.1","210","10390105","bgm_M55","5","1039","1.35","101042","101042","1.3","-55","5","0","1","-50","150","450","-30","0","1","0"
"0.8","0.6","210","10400101","bgm_M64","1","1040","0.85","101161","101161","1","-120","1","0","1","0","250","-480","-30","0","1","10"
"1.2","0.75","240","10400102","bgm_M64","2","1040","1.1","101161","101161","1","-100","2","0","1","0","100","-260","-30","0","1","0"
"1.1","0.65","200","10400103","bgm_M64","3","1040","1","101161","101161","1","65","3","-5","1","0","100","-10","-30","-10","1","5"
"1","0.9","200","10400104","bgm_M64","4","1040","1","101161","101161","1","-110","4","0","1","43","150","190","-30","0","1","0"
"1.15","0.9","280","10400105","bgm_M55","5","1040","1","101162","101162","1.3","-70","5","-40","1","-50","270","485","-30","-45","1","-10"
"0.8","0.6","210","10410101","bgm_M64","1","1041","0.85","101171","101171","1","-120","1","0","1","0","120","-480","-30","0","1","10"
"1.2","0.75","200","10410102","bgm_M64","2","1041","1","101171","101171","1","-120","2","0","1","0","120","-260","-30","0","1","10"
"0.9","0.6","200","10410103","bgm_M64","3","1041","0.55","101171","101171","1","0","3","-13","1","-50","150","-10","-30","-60","1.4","0"
"1.2","0.9","200","10410104","bgm_M64","4","1041","1","101171","101171","1","-110","4","0","1","0","100","190","-30","0","1","0"
"1.45","1","250","10410105","bgm_M55","5","1041","1","101172","101172","1","-30","5","-20","1","-50","200","475","-30","0","1","10"
"0.8","0.6","210","10420101","bgm_M64","1","1042","0.7","101191","101191","1","-120","1","0","1","0","100","-480","-30","-30","1","10"
"1.2","0.8","200","10420102","bgm_M64","2","1042","1","101191","101191","1","-100","2","0","1","0","100","-260","-30","0","1","10"
"1.4","0.9","200","10420103","bgm_M64","3","1042","1","101191","101451","1","65","3","-15","1","-30","100","-10","-30","-10","1","0"
"1.1","0.65","200","10420104","bgm_M64","4","1042","1","101191","101191","1","-110","4","0","1","0","100","190","-30","0","1","0"
"1.3","1.1","280","10420105","bgm_M55","5","1042","1","101192","101192","1","-70","5","0","1","-50","200","485","-30","-45","1.2","-10"
"0.8","0.6","210","10430101","bgm_M64","1","1043","0.85","101201","101201","1","-120","1","0","1","0","100","-480","-30","0","1","10"
"1.2","0.75","240","10430102","bgm_M64","2","1043","1.1","101201","101201","1","-120","2","0","1","0","100","-260","-30","0","1","10"
"1.1","0.8","200","10430103","bgm_M64","3","1043","1","101201","101201","1","65","3","-15","1","0","100","-10","-30","-10","1","0"
"1","0.7","200","10430104","bgm_M64","4","1043","1","101201","101201","1","-110","4","0","1","43","100","190","-30","0","1","0"
"1.45","1","250","10430105","bgm_M55","5","1043","1","101202","101202","1","-30","5","-20","1","-50","100","475","-30","-45","1","10"
"0.8","0.6","210","10440101","bgm_M64","1","1044","0.85","101291","101291","1","-120","1","0","1","0","100","-480","-30","0","1","10"
"1.2","0.75","240","10440102","bgm_M64","2","1044","1.1","101291","101291","1","-120","2","0","1","0","100","-260","-30","0","1","10"
"2.3","1.55","200","10440103","bgm_M64","3","1044","2.2","101291","101291","1","65","3","-15","1","0","100","-40","-30","-10","1","0"
"1.2","1.1","200","10440104","bgm_M64","4","1044","1","101291","101291","1","-110","4","0","1","0","100","150","-30","0","1","0"
"1.45","1.1","230","10440105","bgm_M55","5","1044","1","101292","101292","1","-15","5","-20","1","15","100","490","-30","30","1","30"
"0.8","0.58","210","10450101","bgm_M64","1","1045","0.7","101301","101301","1","-120","1","0","1","0","100","-480","-30","-30","1","10"
"1.2","0.9","200","10450102","bgm_M64","2","1045","1","101301","101301","1","-120","2","0","1","0","100","-260","-30","0","1","10"
"1.4","0.93","200","10450103","bgm_M64","3","1045","1","101301","101301","1","100","3","0","1","-30","200","-50","-30","-10","1","-10"
"1.3","0.9","200","10450104","bgm_M64","4","1045","1","101301","101301","1","-100","4","0","1","15","100","100","-30","0","1","0"
"1.2","1","270","10450105","bgm_M55","5","1045","1.1","101302","101302","1","-55","5","-20","1","-15","100","470","-30","-30","1","10"
"0.8","0.575","210","10460101","bgm_M64","1","1046","0.85","101441","101161","1","-130","1","0","1","0","100","-450","-30","0","1","10"
"1","0.75","200","10460102","bgm_M64","2","1046","0.7","101441","101161","1","-120","2","0","1","0","200","-250","-30","0","1","10"
"1.2","0.8","200","10460103","bgm_M64","3","1046","1.1","101441","101161","1","50","3","-15","1","0","100","-10","-30","-10","1","0"
"1","0.8","200","10460104","bgm_M64","4","1046","1","101441","101161","1","-100","4","0","1","43","150","210","-30","0","1","0"
"1.2","0.95","230","10460105","bgm_M55","5","1046","1.1","101442","101162","1","-70","5","-20","1","-35","100","470","-30","-30","1","10"
"0.8","0.58","210","10470101","bgm_M64","1","1047","0.7","101451","101451","1","-130","1","0","1","0","100","-450","-30","-30","1","10"
"1.2","0.9","200","10470102","bgm_M64","2","1047","1","101451","101451","1","-120","2","0","1","0","100","-250","-30","0","1","10"
"1.4","0.9","200","10470103","bgm_M64","3","1047","1","101451","101451","1","50","3","-15","1","-30","100","-20","-30","-10","1","0"
"1","0.8","200","10470104","bgm_M64","4","1047","0.85","101451","101451","1","-100","4","0","1","0","100","200","-30","0","1","0"
"1.55","1.25","290","10470105","bgm_M55","5","1047","1.4","101452","101452","1","-70","5","0","1","-35","100","510","-30","-50","1.2","0"
"0.8","0.58","210","10480101","bgm_M64","1","1048","0.7","101561","101451","1","-130","1","0","1","0","100","-450","-30","-30","1","10"
"1.2","0.75","240","10480102","bgm_M64","2","1048","1.1","101561","101451","1","-120","2","0","1","0","100","-240","-30","0","1","0"
"0.9","0.6","200","10480103","bgm_M64","3","1048","0.55","101561","101451","1","0","3","-13","1","-50","150","-10","-30","-60","1.4","0"
"1.1","0.7","200","10480104","bgm_M64","4","1048","1","101561","101451","1","-100","4","0","1","20","100","195","-30","0","1","0"
"1.55","1.25","290","10480105","bgm_M55","5","1048","1.35","101562","101452","1","-70","5","0","1","-60","400","460","-30","-50","1.4","0"
"0.8","0.58","210","10490101","bgm_M64","1","1049","0.7","101001","101001","1","-120","1","0","1","0","100","-480","-30","-30","1","10"
"1.2","0.75","200","10490102","bgm_M64","2","1049","1.1","101001","101001","1","-120","2","0","1","0","100","-270","-30","0","1","10"
"1.4","0.9","200","10490103","bgm_M64","3","1049","1","101001","101001","1","65","3","-15","1","-30","200","-25","-30","-10","1","0"
"1.1","0.9","200","10490104","bgm_M64","4","1049","1","101001","101001","1","-120","4","0","1","-30","150","200","-30","0","1","0"
"1.3","1.2","250","10490105","bgm_M55","5","1049","1","101011","101011","1","-40","5","0","1","0","200","480","-30","0","1.2","0"
"1","0.575","210","10500101","bgm_M64","1","1050","0.9","101021","101021","1","-110","1","0","1","-25","170","-450","-30","-30","1","10"
"1.2","0.75","240","10500102","bgm_M64","2","1050","1.1","101021","101021","1","-120","2","0","1","0","100","-240","-30","0","1","0"
"0.9","0.6","200","10500103","bgm_M64","3","1050","0.8","101021","101021","1","65","3","-5","1","0","100","-10","-30","-10","1","5"
"1.1","0.65","200","10500104","bgm_M64","4","1050","1","101021","101021","1","-110","4","0","1","0","100","190","-30","0","1","0"
"1.8","1.4","220","10500105","bgm_M55","5","1050","1.6","101031","101031","1","0","5","0","1","0","200","440","-30","0","1","0"
"0.8","0.58","210","10510101","bgm_M64","1","1051","0.7","101041","101041","1","-130","1","0","1","0","100","-450","-30","-30","1","10"
"1","0.65","200","10510102","bgm_M64","2","1051","0.7","101041","101041","1","-120","2","0","1","0","200","-250","-30","0","1","10"
"1.3","0.75","200","10510103","bgm_M64","3","1051","1","101041","101041","1","70","3","-15","1","-10","100","-35","-30","-10","1","10"
"1.4","1","200","10510104","bgm_M64","4","1051","1","101041","101041","1","-110","4","0","1","0","100","150","-30","0","1","0"
"1.8","1.1","210","10510105","bgm_M55","5","1051","1.35","101042","101042","1.3","-55","5","0","1","-50","150","450","-30","0","1","0"
"0.8","0.6","210","10520101","bgm_M64","1","1052","0.7","101161","101161","1","-120","1","0","1","0","250","-480","-30","-30","1","10"
"1.2","0.75","240","10520102","bgm_M64","2","1052","1.1","101161","101161","1","-100","2","0","1","0","100","-260","-30","0","1","0"
"1.1","0.65","200","10520103","bgm_M64","3","1052","1","101161","101161","1","65","3","-5","1","0","100","-10","-30","-10","1","5"
"1.3","0.8","200","10520104","bgm_M64","4","1052","1","101161","101161","1","-50","4","0","1","-30","100","240","-30","0","1","0"
"1.15","0.9","280","10520105","bgm_M55","5","1052","1","101162","101162","1.3","-70","5","-40","1","-50","270","485","-30","-45","1","-10"
"0.8","0.5","210","10530101","bgm_M64","1","1053","0.85","101171","101171","1","-120","1","0","1","0","120","-480","-30","0","1","10"
"1.2","0.75","200","10530102","bgm_M64","2","1053","1.1","101171","101171","1","-120","2","0","1","0","100","-270","-30","0","1","10"
"2.3","1.55","200","10530103","bgm_M64","3","1053","2.2","101171","101171","1","65","3","-15","1","0","100","-25","-30","-10","1","0"
"1.5","0.9","200","10530104","bgm_M64","4","1053","1","101171","101171","1","-100","4","0","1","-30","100","200","-30","0","1","0"
"1.45","1","250","10530105","bgm_M55","5","1053","1","101172","101172","1","-30","5","-20","1","-50","200","475","-30","0","1","10"
"1","0.575","210","10540101","bgm_M64","1","1054","0.9","101191","101191","1","-110","1","0","1","-25","170","-450","-30","-30","1","10"
"1","0.65","200","10540102","bgm_M64","2","1054","0.7","101191","101191","1","-120","2","0","1","0","200","-250","-30","0","1","10"
"1.2","0.8","200","10540103","bgm_M64","3","1054","1.1","101191","101191","1","50","3","-15","1","0","100","-10","-30","-10","1","0"
"1.5","1","200","10540104","bgm_M64","4","1054","1","101191","101191","1","-90","4","0","1","0","200","190","-30","0","1","0"
"1.3","1.1","280","10540105","bgm_M55","5","1054","1","101192","101192","1","-70","5","0","1","-50","200","485","-30","-45","1.2","-10"
"0.8","0.5","210","10550101","bgm_M64","1","1055","0.85","101201","101201","1","-120","1","0","1","0","120","-480","-30","0","1","10"
"1","0.7","240","10550102","bgm_M64","2","1055","1","101201","101201","1","-120","2","0","1","-30","250","-250","-30","-30","1","0"
"1.1","0.8","200","10550103","bgm_M64","3","1055","1","101201","101201","1","65","3","-15","1","0","100","-10","-30","-10","1","0"
"1","0.7","200","10550104","bgm_M64","4","1055","1","101201","101201","1","-110","4","0","1","43","100","190","-30","0","1","0"
"1.45","1","250","10550105","bgm_M55","5","1055","1","101202","101202","1","-30","5","-20","1","-50","100","475","-30","-45","1","10"
"0.8","0.6","210","10560101","bgm_M64","1","1056","0.7","101291","101291","1","-120","1","0","1","0","250","-480","-30","-30","1","10"
"1.2","0.75","240","10560102","bgm_M64","2","1056","1.1","101291","101291","1","-100","2","0","1","0","100","-260","-30","0","1","0"
"1.4","0.9","200","10560103","bgm_M64","3","1056","1","101291","101291","1","50","3","-15","1","-30","100","-35","-30","-10","1","0"
"1.1","0.9","200","10560104","bgm_M64","4","1056","1","101291","101291","1","-120","4","0","1","-30","150","190","-30","0","1","0"
"1.45","1.1","230","10560105","bgm_M55","5","1056","1","101292","101292","1","-15","5","-20","1","15","100","490","-30","30","1","30"
"1","0.575","210","10570101","bgm_M64","1","1057","0.9","101301","101301","1","-110","1","0","1","-25","170","-450","-30","-30","1","10"
"1.2","0.75","200","10570102","bgm_M64","2","1057","1.1","101301","101301","1","-120","2","0","1","0","100","-270","-30","0","1","10"
"1.4","0.93","200","10570103","bgm_M64","3","1057","1","101301","101301","1","100","3","0","1","-30","200","-50","-30","-10","1","-10"
"1.2","0.9","200","10570104","bgm_M64","4","1057","1","101301","101301","1","-110","4","0","1","0","100","190","-30","0","1","0"
"1.2","1","270","10570105","bgm_M55","5","1057","1.1","101302","101302","1","-55","5","-20","1","-15","100","470","-30","-30","1","10"
"0.8","0.6","210","10580101","bgm_M64","1","1058","0.7","101441","101441","1","-120","1","0","1","0","250","-480","-30","-30","1","10"
"1","0.7","240","10580102","bgm_M64","2","1058","1","101441","101441","1","-120","2","0","1","-30","250","-250","-30","-30","1","0"
"1.3","0.75","200","10580103","bgm_M64","3","1058","1","101441","101441","1","70","3","-15","1","-10","100","-5","-30","-10","1","10"
"1.1","0.8","200","10580104","bgm_M64","4","1058","1","101441","101441","1","-100","4","0","1","20","100","210","-30","0","1","10"
"1.2","0.95","230","10580105","bgm_M55","5","1058","1.1","101442","101442","1","-70","5","-20","1","-35","100","470","-30","-30","1","10"
"1","0.575","210","10590101","bgm_M64","1","1059","0.9","101451","101451","1","-110","1","0","1","-25","170","-450","-30","-30","1","10"
"1","0.65","200","10590102","bgm_M64","2","1059","0.7","101451","101451","1","-120","2","0","1","0","200","-250","-30","0","1","10"
"0.9","0.6","200","10590103","bgm_M64","3","1059","0.55","101451","101451","1","0","3","-13","1","-50","150","-10","-30","-60","1.4","0"
"1","0.7","200","10590104","bgm_M64","4","1059","0.7","101451","101451","1","-120","4","0","1","0","100","200","-30","0","1","0"
"1.55","1.25","290","10590105","bgm_M55","5","1059","1.4","101452","101452","1","-70","5","0","1","-35","100","510","-30","-50","1.2","0"
"0.8","0.5","210","10600101","bgm_M64","1","1060","0.85","101561","101561","1","-120","1","0","1","0","120","-480","-30","0","1","10"
"1.2","0.75","200","10600102","bgm_M64","2","1060","1.1","101561","101561","1","-120","2","0","1","0","100","-270","-30","0","1","10"
"1.4","0.9","200","10600103","bgm_M64","3","1060","1","101561","101561","1","65","3","-15","1","-30","200","-25","-30","-10","1","0"
"1.1","0.65","200","10600104","bgm_M64","4","1060","1","101561","101561","1","-110","4","0","1","0","100","190","-30","0","1","0"
"1.55","1.25","290","10600105","bgm_M55","5","1060","1.35","101562","101562","1","-70","5","0","1","-60","400","460","-30","-50","1.4","0"
"0.8","0.6","210","10610101","bgm_M64","1","1061","0.7","101001","101001","1","-120","1","0","1","0","250","-480","-30","-30","1","10"
"1.2","0.75","240","10610102","bgm_M64","2","1061","1.1","101001","101001","1","-100","2","0","1","0","100","-260","-30","0","1","0"
"1.4","1","200","10610103","bgm_M64","3","1061","1","101001","101001","1","65","3","-15","1","-30","100","-10","-30","-10","1","0"
"1.4","1","200","10610104","bgm_M64","4","1061","1","101001","101001","1","-110","4","0","1","0","100","200","-30","0","1","0"
"1.3","1.2","250","10610105","bgm_M55","5","1061","1","101011","101011","1","-40","5","0","1","0","200","480","-30","0","1.2","0"
"0.8","0.5","210","10630101","bgm_M64","1","1063","0.85","101021","101021","1","-120","1","0","1","0","120","-480","-30","0","1","10"
"1","0.7","240","10630102","bgm_M64","2","1063","1","101021","101021","1","-120","2","0","1","-30","250","-250","-30","-30","1","0"
"1.3","0.9","200","10630103","bgm_M64","3","1063","1","101021","101021","1","70","3","0","1","0","100","-10","-30","0","1","0"
"1.2","0.8","200","10630104","bgm_M64","4","1063","1","101021","101021","1","-70","4","0","1","-30","100","240","-30","0","1","0"
"1.8","1.4","220","10630105","bgm_M55","5","1063","1.6","101031","101031","1","0","5","0","1","0","200","470","-30","0","1","0"
"1","0.575","210","10640101","bgm_M64","1","1064","0.9","101041","101041","1","-110","1","0","1","-25","170","-450","-30","-30","1","10"
"1","0.65","200","10640102","bgm_M64","2","1064","0.7","101041","101041","1","-120","2","0","1","0","200","-250","-30","0","1","10"
"1.1","0.8","200","10640103","bgm_M64","3","1064","1","101041","101041","1","65","3","-15","1","0","100","-10","-30","-10","1","0"
"1.5","0.9","200","10640104","bgm_M64","4","1064","1","101041","101041","1","-100","4","0","1","-30","100","200","-30","0","1","0"
"1.8","1.1","210","10640105","bgm_M55","5","1064","1.35","101042","101042","1.3","-55","5","0","1","-50","150","450","-30","0","1","0"
"0.8","0.6","210","10650101","bgm_M64","1","1065","0.7","101161","101161","1","-120","1","0","1","0","250","-480","-30","-30","1","10"
"1.2","0.75","240","10650102","bgm_M64","2","1065","1.1","101161","101161","1","-100","2","0","1","0","100","-260","-30","0","1","0"
"1.1","0.65","200","10650103","bgm_M64","3","1065","1","101161","101161","1","65","3","-5","1","0","100","-10","-30","-10","1","5"
"1","0.8","200","10650104","bgm_M64","4","1065","0.85","101161","101161","1","-100","4","0","1","0","100","200","-30","0","1","0"
"1.15","0.9","280","10650105","bgm_M55","5","1065","1","101162","101162","1.3","-70","5","-40","1","-50","270","485","-30","-45","1","-10"
"0.8","0.5","210","10660101","bgm_M64","1","1066","0.85","101171","101171","1","-120","1","0","1","0","120","-480","-30","0","1","10"
"1","0.7","240","10660102","bgm_M64","2","1066","1","101171","101171","1","-120","2","0","1","-30","250","-250","-30","-30","1","0"
"1.15","0.8","200","10660103","bgm_M64","3","1066","1.1","101171","101171","1","65","3","-10","1","0","100","0","-30","-10","1","0"
"1.35","0.9","200","10660104","bgm_M64","4","1066","1.3","101171","101171","1","5","4","0","1","0","100","230","-30","-10","1","0"
"1.45","1","250","10660105","bgm_M55","5","1066","1","101172","101172","1","-30","5","-20","1","-50","200","475","-30","0","1","10"
"0.8","0.6","210","10670101","bgm_M64","1","1067","0.7","101191","101191","1","-50","1","0","1","0","250","-480","-30","-30","1","10"
"1.2","0.75","200","10670102","bgm_M64","2","1067","1.1","101191","101191","1","-120","2","0","1","0","100","-270","-30","0","1","10"
"1.4","0.9","200","10670103","bgm_M64","3","1067","1","101191","101191","1","50","3","-15","1","-30","100","-20","-30","-10","1","0"
"1.5","1","200","10670104","bgm_M64","4","1067","1","101191","101191","1","-90","4","0","1","0","200","200","-30","0","1","0"
"1.3","1.1","280","10670105","bgm_M55","5","1067","1","101192","101192","1","-70","5","0","1","-50","200","485","-30","-45","1.2","-10"
"1.45","0.8","210","10680101","bgm_M64","1","1068","1.1","101201","101201","1","0","1","0","1","20","100","-470","-30","0","1","10"
"1","0.65","200","10680102","bgm_M64","2","1068","0.7","101201","101201","1","-120","2","0","1","0","200","-250","-30","0","1","10"
"1.3","0.75","200","10680103","bgm_M64","3","1068","1","101201","101201","1","70","3","-15","1","-10","100","-5","-30","-10","1","10"
"1","0.7","200","10680104","bgm_M64","4","1068","1","101201","101201","1","-110","4","0","1","43","100","190","-30","0","1","0"
"1.45","1","250","10680105","bgm_M55","5","1068","1","101202","101202","1","-30","5","-20","1","-50","100","475","-30","-45","1","10"
"1","0.575","210","10690101","bgm_M64","1","1069","0.9","101291","101291","1","-110","1","0","1","-25","170","-450","-30","-30","1","10"
"1.2","0.75","240","10690102","bgm_M64","2","1069","1.1","101291","101291","1","-25","2","0","1","0","100","-225","-30","0","1","0"
"2.3","1.55","200","10690103","bgm_M64","3","1069","2.2","101291","101291","1","65","3","-15","1","0","100","0","-30","-10","1","0"
"1.1","0.65","200","10690104","bgm_M64","4","1069","1","101291","101291","1","-110","4","0","1","0","100","190","-30","0","1","0"
"1.45","1.1","230","10690105","bgm_M55","5","1069","1","101292","101292","1","-15","5","-20","1","15","100","490","-30","30","1","30"
"0.8","0.6","210","10700101","bgm_M64","1","1070","0.7","101301","101301","1","-50","1","0","1","0","250","-480","-30","-30","1","10"
"1","0.65","200","10700102","bgm_M64","2","1070","0.7","101301","101301","1","-120","2","0","1","0","200","-250","-30","0","1","10"
"1.4","0.93","200","10700103","bgm_M64","3","1070","1","101301","101301","1","100","3","0","1","-30","200","-50","-30","-10","1","-10"
"1.1","0.9","200","10700104","bgm_M64","4","1070","1","101301","101301","1","-120","4","0","1","-30","150","190","-30","0","1","0"
"1.2","1","270","10700105","bgm_M55","5","1070","1.1","101302","101302","1","-55","5","-20","1","-15","100","470","-30","-30","1","10"
"1.45","0.8","210","10710101","bgm_M64","1","1071","1.1","101441","101441","1","0","1","0","1","20","100","-470","-30","0","1","10"
"1","0.7","240","10710102","bgm_M64","2","1071","1","101441","101441","1","-120","2","0","1","-30","250","-250","-30","-30","1","0"
"1.1","0.8","200","10710103","bgm_M64","3","1071","1","101441","101441","1","65","3","-15","1","0","100","-10","-30","-10","1","0"
"1","0.7","200","10710104","bgm_M64","4","1071","0.7","101441","101441","1","-120","4","0","1","0","100","200","-30","0","1","0"
"1.2","0.95","230","10710105","bgm_M55","5","1071","1.1","101442","101442","1","-70","5","-20","1","-35","100","470","-30","-30","1","10"
"1","0.575","210","10720101","bgm_M64","1","1072","0.9","101451","101451","1","-110","1","0","1","-25","170","-450","-30","-30","1","10"
"1.2","0.75","240","10720102","bgm_M64","2","1072","1.1","101451","101451","1","-25","2","0","1","0","100","-225","-30","0","1","0"
"1.4","1","200","10720103","bgm_M64","3","1072","1","101451","101451","1","65","3","-15","1","-30","100","-10","-30","-10","1","0"
"1.1","0.8","200","10720104","bgm_M64","4","1072","1","101451","101451","1","-100","4","0","1","20","100","210","-30","0","1","10"
"1.55","1.25","290","10720105","bgm_M55","5","1072","1.4","101452","101452","1","-70","5","0","1","-35","100","510","-30","-50","1.2","0"
"1","0.575","210","10730101","bgm_M64","1","1073","0.9","101561","101561","1","0","1","0","1","-25","170","-450","-30","-30","1","10"
"1.2","0.75","200","10730102","bgm_M64","2","1073","1.1","101561","101561","1","-120","2","0","1","0","100","-270","-30","0","1","10"
"1.1","0.65","200","10730103","bgm_M64","3","1073","1","101561","101561","1","65","3","-5","1","0","100","-10","-30","-10","1","5"
"1.4","1","200","10730104","bgm_M64","4","1073","1","101561","101561","1","-110","4","0","1","0","100","200","-30","0","1","0"
"1.55","1.25","290","10730105","bgm_M55","5","1073","1.35","101562","101562","1","-70","5","0","1","-60","400","460","-30","-50","1.4","0"
"0.8","0.6","210","10740101","bgm_M64","1","1074","0.7","101001","101001","1","-50","1","0","1","0","250","-480","-30","-30","1","10"
"1.35","0.9","240","10740102","bgm_M64","2","1074","1.1","101001","101001","1","-110","2","0","1","10","200","-260","-30","10","1","0"
"1.15","0.75","200","10740103","bgm_M64","3","1074","1","101001","101001","1","70","3","-15","1","-10","100","-5","-30","-10","1","10"
"1.2","0.9","200","10740104","bgm_M64","4","1074","1","101001","101001","1","-110","4","0","1","0","100","190","-30","0","1","0"
"1.3","1.2","250","10740105","bgm_M55","5","1074","1","101011","101011","1","-40","5","0","1","0","200","480","-30","0","1.2","0"
"1.45","0.8","210","10750101","bgm_M64","1","1075","1.1","101021","101021","1","0","1","0","1","20","100","-470","-30","0","1","10"
"1","0.65","200","10750102","bgm_M64","2","1075","0.7","101021","101021","1","-120","2","0","1","0","200","-250","-30","0","1","10"
"0.9","0.6","200","10750103","bgm_M64","3","1075","0.55","101021","101021","1","0","3","-13","1","-50","150","-10","-30","-60","1.4","0"
"1.5","0.9","200","10750104","bgm_M64","4","1075","1","101021","101021","1","-100","4","0","1","-30","100","200","-30","0","1","0"
"1.8","1.4","220","10750105","bgm_M55","5","1075","1.6","101031","101031","1","0","5","0","1","0","200","470","-30","0","1","0"
"1","0.575","210","10760101","bgm_M64","1","1076","0.9","101041","101041","1","-110","1","0","1","-25","170","-480","-30","-30","1","10"
"1","0.7","240","10760102","bgm_M64","2","1076","1","101041","101041","1","-20","2","0","1","-30","250","-230","-30","-30","1","0"
"1.4","0.9","200","10760103","bgm_M64","3","1076","1","101041","101041","1","-120","3","-15","1","-30","100","15","-30","-10","1","0"
"1.3","0.8","200","10760104","bgm_M64","4","1076","1","101041","101041","1","40","4","0","1","-60","300","200","-30","-50","1","0"
"1.8","1.1","210","10760105","bgm_M55","5","1076","1.35","101042","101042","1.3","-55","5","0","1","-50","150","450","-30","0","1","0"
"0.8","0.6","210","10770101","bgm_M64","1","1077","0.7","101161","101161","1","-50","1","0","1","0","250","-480","-30","-30","1","10"
"1.2","0.75","200","10770102","bgm_M64","2","1077","1.1","101161","101161","1","-120","2","0","1","0","100","-270","-30","0","1","10"
"1.3","0.9","200","10770103","bgm_M64","3","1077","1","101161","101161","1","70","3","0","1","0","100","-10","-30","0","1","0"
"1.5","1","200","10770104","bgm_M64","4","1077","1","101161","101161","1","-90","4","0","1","0","200","200","-30","0","1","0"
"1.15","0.9","280","10770105","bgm_M55","5","1077","1","101162","101162","1.3","-70","5","-40","1","-50","270","485","-30","-45","1","-10"
"1","0.575","210","10780101","bgm_M64","1","1078","0.9","101171","101171","1","-90","1","0","1","-25","170","-450","-30","-30","1","10"
"1.2","0.75","240","10780102","bgm_M64","2","1078","1.1","101171","101171","1","20","2","0","1","0","100","-225","-30","0","1","0"
"1.15","0.8","200","10780103","bgm_M64","3","1078","1.1","101171","101171","1","-65","3","-10","1","0","100","0","-30","-10","1","0"
"1","0.65","200","10780104","bgm_M64","4","1078","0.9","101171","101171","1","0","4","0","1","0","100","230","-30","-10","1","0"
"1.45","1","250","10780105","bgm_M55","5","1078","1","101172","101172","1","-30","5","-20","1","-50","200","475","-30","0","1","10"
"0.8","0.6","210","10790101","bgm_M64","1","1079","0.7","101191","101191","1","-50","1","0","1","0","250","-480","-30","-30","1","10"
"1.35","0.9","240","10790102","bgm_M64","2","1079","1.1","101191","101191","1","-110","2","0","1","10","200","-260","-30","10","1","0"
"1.1","0.8","200","10790103","bgm_M64","3","1079","1","101191","101191","1","65","3","-15","1","0","100","-10","-30","-10","1","0"
"1.35","0.9","200","10790104","bgm_M64","4","1079","1.3","101191","101191","1","5","4","0","1","0","100","230","-30","-10","1","0"
"1.3","1.1","280","10790105","bgm_M55","5","1079","1","101192","101192","1","-70","5","0","1","-50","200","485","-30","-45","1.2","-10"
"1.35","0.85","210","10800101","bgm_M64","1","1080","1.1","101201","101201","1","0","1","0","1","0","100","-470","-30","0","1","10"
"1","0.65","200","10800102","bgm_M64","2","1080","0.8","101201","101201","1","-120","2","0","1","0","200","-250","-30","-5","1","10"
