803d74c62c5af4807a944a394af7fb6158fcdff1fb1207620c58df9ade6c9d8a,209026d6957acb72899835cb54b77c040fd3d14abde18a86eb104a1c4efe9e10,66a1f1920b9da7e21c7cb0a20667783f4f9c06118bb19087414f4948ccec58f8,60e1f28f4167b824d7d32b343a6a741414c38f8a0844c3ed829271f155e3eef5,b354ad10393de3b0ecbc8f5f1a8f6f8fa2392b7905f0a4e73f8d4a885fb5734d,8b727392f0465832b29be7392ee251e84990590140a200d6e18033290a4a3832,e5616414eb45520c7c205c39ec8be5ceb78a623df8ab45d42c384dcc28326cac,c0cbe43ddc3740c37ff49c1be51d928f5535de52a0e23664db786d834d13a9f9,1931f466312f268db87834bd44eb1b7be152b128bc26b85df567152f65953892,d86ab3c97263bd43a27bda7e63f5ee3b809955c141f2238428858aae2d61deaf,63b9a7f3e05c8d55478f3432d75cd58bd5ad71d702975d258c8796e902a32929,e8b27e2a245593ac65d457bf341d3140f1863546c44bb714d4cf757a22f4ec04,22676ec677207badb65de67007510f63963da46715b0b7d3f5832c669e87a5c1,0188a52340ea9e35f5cba37b85da2f778cede200faede748e86114734a5f46e6,d6428d431f8fcfc3790b5791137df4646f822c295609fa546aac18fcb4f0b114,bdfd8d6dbef4bd9bebc9d7cae131047cfe1a80e1ca183e36d60d569241e29e8f,b188de685be25483fac11ac62319732e1b05b51baa0b18a2c3efbecedfd8ace4,fdc2d7e4fa8e8c9ff3059381e40687e368c6150b71f076bb441389149a11e540,b44a35bc5532b5c6c844e97b246fc89d91d7156a7906e80b70b2805637e1bde6,f3ef5b6a9c533a229adb83a9a680ac1eb94a91361faaa651086406c82372c692,a70688dec9983a62a50b5219efff278bb5de8cdae0b8b06af87aba08e03b7395,6ec0a6fb4188fd0d2746ca145d78a8d2af412a635c125e24b8ab3dc028afa43b
"0","1.6","220","1038","1.8","5","1","440","5","0","10380105","1","-30","101031","bgm_M55","0","200","1.4","0","0","101031","1"
"0","0.7","210","1039","0.8","1","1","-470","1","-30","10390101","1","-30","101041","bgm_M64","-125","250","0.6","0","10","101041","1"
"0","0.7","200","1039","1","2","1","-210","2","0","10390102","1","-30","101041","bgm_M64","-95","200","0.65","0","10","101041","1"
"0","1","200","1039","1.3","3","1","50","3","-10","10390103","1","-30","101041","bgm_M64","-120","100","0.9","-15","0","101041","1"
"0","1.3","200","1039","1.35","4","1","195","4","0","10390104","1","-30","101041","bgm_M64","35","100","0.9","0","0","101041","1"
"-50","1.35","210","1039","1.8","5","1.3","450","5","0","10390105","1","-30","101042","bgm_M55","-55","150","1.1","0","0","101042","1"
"0","0.85","210","1040","0.8","1","1","-480","1","0","10400101","1","-30","101161","bgm_M64","-120","250","0.6","0","10","101161","1"
"0","1.1","240","1040","1.2","2","1","-260","2","0","10400102","1","-30","101161","bgm_M64","-100","100","0.75","0","0","101161","1"
"0","1","200","1040","1.1","3","1","-10","3","-10","10400103","1","-30","101161","bgm_M64","65","100","0.65","-5","5","101161","1"
"43","1","200","1040","1","4","1","190","4","0","10400104","1","-30","101161","bgm_M64","-110","150","0.9","0","0","101161","1"
"-50","1","280","1040","1.15","5","1.3","485","5","-45","10400105","1","-30","101162","bgm_M55","-70","270","0.9","-40","-10","101162","1"
"0","0.85","210","1041","0.8","1","1","-480","1","0","10410101","1","-30","101171","bgm_M64","-120","120","0.6","0","10","101171","1"
"0","1","200","1041","1.2","2","1","-260","2","0","10410102","1","-30","101171","bgm_M64","-120","120","0.75","0","10","101171","1"
"-50","0.55","200","1041","0.9","3","1","-10","3","-60","10410103","1","-30","101171","bgm_M64","0","150","0.6","-13","0","101171","1.4"
"0","1","200","1041","1.2","4","1","190","4","0","10410104","1","-30","101171","bgm_M64","-110","100","0.9","0","0","101171","1"
"-50","1","250","1041","1.45","5","1","475","5","0","10410105","1","-30","101172","bgm_M55","-30","200","1","-20","10","101172","1"
"0","0.7","210","1042","0.8","1","1","-480","1","-30","10420101","1","-30","101191","bgm_M64","-120","100","0.6","0","10","101191","1"
"0","1","200","1042","1.2","2","1","-260","2","0","10420102","1","-30","101191","bgm_M64","-100","100","0.8","0","10","101191","1"
"-30","1","200","1042","1.4","3","1","-10","3","-10","10420103","1","-30","101451","bgm_M64","65","100","0.9","-15","0","101191","1"
"0","1","200","1042","1.1","4","1","190","4","0","10420104","1","-30","101191","bgm_M64","-110","100","0.65","0","0","101191","1"
"-50","1","280","1042","1.3","5","1","485","5","-45","10420105","1","-30","101192","bgm_M55","-70","200","1.1","0","-10","101192","1.2"
"0","0.85","210","1043","0.8","1","1","-480","1","0","10430101","1","-30","101201","bgm_M64","-120","100","0.6","0","10","101201","1"
"0","1.1","240","1043","1.2","2","1","-260","2","0","10430102","1","-30","101201","bgm_M64","-120","100","0.75","0","10","101201","1"
"0","1","200","1043","1.1","3","1","-10","3","-10","10430103","1","-30","101201","bgm_M64","65","100","0.8","-15","0","101201","1"
"43","1","200","1043","1","4","1","190","4","0","10430104","1","-30","101201","bgm_M64","-110","100","0.7","0","0","101201","1"
"-50","1","250","1043","1.45","5","1","475","5","-45","10430105","1","-30","101202","bgm_M55","-30","100","1","-20","10","101202","1"
"0","0.85","210","1044","0.8","1","1","-480","1","0","10440101","1","-30","101291","bgm_M64","-120","100","0.6","0","10","101291","1"
"0","1.1","240","1044","1.2","2","1","-260","2","0","10440102","1","-30","101291","bgm_M64","-120","100","0.75","0","10","101291","1"
"0","2.2","200","1044","2.3","3","1","-40","3","-10","10440103","1","-30","101291","bgm_M64","65","100","1.55","-15","0","101291","1"
"0","1","200","1044","1.2","4","1","150","4","0","10440104","1","-30","101291","bgm_M64","-110","100","1.1","0","0","101291","1"
"15","1","230","1044","1.45","5","1","490","5","30","10440105","1","-30","101292","bgm_M55","-15","100","1.1","-20","30","101292","1"
"0","0.7","210","1045","0.8","1","1","-480","1","-30","10450101","1","-30","101301","bgm_M64","-120","100","0.58","0","10","101301","1"
"0","1","200","1045","1.2","2","1","-260","2","0","10450102","1","-30","101301","bgm_M64","-120","100","0.9","0","10","101301","1"
"-30","1","200","1045","1.4","3","1","-50","3","-10","10450103","1","-30","101301","bgm_M64","100","200","0.93","0","-10","101301","1"
"15","1","200","1045","1.3","4","1","100","4","0","10450104","1","-30","101301","bgm_M64","-100","100","0.9","0","0","101301","1"
"-15","1.1","270","1045","1.2","5","1","470","5","-30","10450105","1","-30","101302","bgm_M55","-55","100","1","-20","10","101302","1"
"0","0.85","210","1046","0.8","1","1","-450","1","0","10460101","1","-30","101161","bgm_M64","-130","100","0.575","0","10","101441","1"
"0","0.7","200","1046","1","2","1","-250","2","0","10460102","1","-30","101161","bgm_M64","-120","200","0.75","0","10","101441","1"
"0","1.1","200","1046","1.2","3","1","-10","3","-10","10460103","1","-30","101161","bgm_M64","50","100","0.8","-15","0","101441","1"
"43","1","200","1046","1","4","1","210","4","0","10460104","1","-30","101161","bgm_M64","-100","150","0.8","0","0","101441","1"
"-35","1.1","230","1046","1.2","5","1","470","5","-30","10460105","1","-30","101162","bgm_M55","-70","100","0.95","-20","10","101442","1"
"0","0.7","210","1047","0.8","1","1","-450","1","-30","10470101","1","-30","101451","bgm_M64","-130","100","0.58","0","10","101451","1"
"0","1","200","1047","1.2","2","1","-250","2","0","10470102","1","-30","101451","bgm_M64","-120","100","0.9","0","10","101451","1"
"-30","1","200","1047","1.4","3","1","-20","3","-10","10470103","1","-30","101451","bgm_M64","50","100","0.9","-15","0","101451","1"
"0","0.85","200","1047","1","4","1","200","4","0","10470104","1","-30","101451","bgm_M64","-100","100","0.8","0","0","101451","1"
"-35","1.4","290","1047","1.55","5","1","510","5","-50","10470105","1","-30","101452","bgm_M55","-70","100","1.25","0","0","101452","1.2"
"0","0.7","210","1048","0.8","1","1","-450","1","-30","10480101","1","-30","101451","bgm_M64","-130","100","0.58","0","10","101561","1"
"0","1.1","240","1048","1.2","2","1","-240","2","0","10480102","1","-30","101451","bgm_M64","-120","100","0.75","0","0","101561","1"
"-50","0.55","200","1048","0.9","3","1","-10","3","-60","10480103","1","-30","101451","bgm_M64","0","150","0.6","-13","0","101561","1.4"
"20","1","200","1048","1.1","4","1","195","4","0","10480104","1","-30","101451","bgm_M64","-100","100","0.7","0","0","101561","1"
"-60","1.35","290","1048","1.55","5","1","460","5","-50","10480105","1","-30","101452","bgm_M55","-70","400","1.25","0","0","101562","1.4"
"0","0.7","210","1049","0.8","1","1","-480","1","-30","10490101","1","-30","101001","bgm_M64","-120","100","0.58","0","10","101001","1"
"0","1.1","200","1049","1.2","2","1","-270","2","0","10490102","1","-30","101001","bgm_M64","-120","100","0.75","0","10","101001","1"
"-30","1","200","1049","1.4","3","1","-25","3","-10","10490103","1","-30","101001","bgm_M64","65","200","0.9","-15","0","101001","1"
"-30","1","200","1049","1.1","4","1","200","4","0","10490104","1","-30","101001","bgm_M64","-120","150","0.9","0","0","101001","1"
"0","1","250","1049","1.3","5","1","480","5","0","10490105","1","-30","101011","bgm_M55","-40","200","1.2","0","0","101011","1.2"
"-25","0.9","210","1050","1","1","1","-450","1","-30","10500101","1","-30","101021","bgm_M64","-110","170","0.575","0","10","101021","1"
"0","1.1","240","1050","1.2","2","1","-240","2","0","10500102","1","-30","101021","bgm_M64","-120","100","0.75","0","0","101021","1"
"0","0.8","200","1050","0.9","3","1","-10","3","-10","10500103","1","-30","101021","bgm_M64","65","100","0.6","-5","5","101021","1"
"0","1","200","1050","1.1","4","1","190","4","0","10500104","1","-30","101021","bgm_M64","-110","100","0.65","0","0","101021","1"
"0","1.6","220","1050","1.8","5","1","440","5","0","10500105","1","-30","101031","bgm_M55","0","200","1.4","0","0","101031","1"
"0","0.7","210","1051","0.8","1","1","-450","1","-30","10510101","1","-30","101041","bgm_M64","-130","100","0.58","0","10","101041","1"
"0","0.7","200","1051","1","2","1","-250","2","0","10510102","1","-30","101041","bgm_M64","-120","200","0.65","0","10","101041","1"
"-10","1","200","1051","1.3","3","1","-35","3","-10","10510103","1","-30","101041","bgm_M64","70","100","0.75","-15","10","101041","1"
"0","1","200","1051","1.4","4","1","150","4","0","10510104","1","-30","101041","bgm_M64","-110","100","1","0","0","101041","1"
"-50","1.35","210","1051","1.8","5","1.3","450","5","0","10510105","1","-30","101042","bgm_M55","-55","150","1.1","0","0","101042","1"
"0","0.7","210","1052","0.8","1","1","-480","1","-30","10520101","1","-30","101161","bgm_M64","-120","250","0.6","0","10","101161","1"
"0","1.1","240","1052","1.2","2","1","-260","2","0","10520102","1","-30","101161","bgm_M64","-100","100","0.75","0","0","101161","1"
"0","1","200","1052","1.1","3","1","-10","3","-10","10520103","1","-30","101161","bgm_M64","65","100","0.65","-5","5","101161","1"
"-30","1","200","1052","1.3","4","1","240","4","0","10520104","1","-30","101161","bgm_M64","-50","100","0.8","0","0","101161","1"
"-50","1","280","1052","1.15","5","1.3","485","5","-45","10520105","1","-30","101162","bgm_M55","-70","270","0.9","-40","-10","101162","1"
"0","0.85","210","1053","0.8","1","1","-480","1","0","10530101","1","-30","101171","bgm_M64","-120","120","0.5","0","10","101171","1"
"0","1.1","200","1053","1.2","2","1","-270","2","0","10530102","1","-30","101171","bgm_M64","-120","100","0.75","0","10","101171","1"
"0","2.2","200","1053","2.3","3","1","-25","3","-10","10530103","1","-30","101171","bgm_M64","65","100","1.55","-15","0","101171","1"
"-30","1","200","1053","1.5","4","1","200","4","0","10530104","1","-30","101171","bgm_M64","-100","100","0.9","0","0","101171","1"
"-50","1","250","1053","1.45","5","1","475","5","0","10530105","1","-30","101172","bgm_M55","-30","200","1","-20","10","101172","1"
"-25","0.9","210","1054","1","1","1","-450","1","-30","10540101","1","-30","101191","bgm_M64","-110","170","0.575","0","10","101191","1"
"0","0.7","200","1054","1","2","1","-250","2","0","10540102","1","-30","101191","bgm_M64","-120","200","0.65","0","10","101191","1"
"0","1.1","200","1054","1.2","3","1","-10","3","-10","10540103","1","-30","101191","bgm_M64","50","100","0.8","-15","0","101191","1"
"0","1","200","1054","1.5","4","1","190","4","0","10540104","1","-30","101191","bgm_M64","-90","200","1","0","0","101191","1"
"-50","1","280","1054","1.3","5","1","485","5","-45","10540105","1","-30","101192","bgm_M55","-70","200","1.1","0","-10","101192","1.2"
"0","0.85","210","1055","0.8","1","1","-480","1","0","10550101","1","-30","101201","bgm_M64","-120","120","0.5","0","10","101201","1"
"-30","1","240","1055","1","2","1","-250","2","-30","10550102","1","-30","101201","bgm_M64","-120","250","0.7","0","0","101201","1"
"0","1","200","1055","1.1","3","1","-10","3","-10","10550103","1","-30","101201","bgm_M64","65","100","0.8","-15","0","101201","1"
"43","1","200","1055","1","4","1","190","4","0","10550104","1","-30","101201","bgm_M64","-110","100","0.7","0","0","101201","1"
"-50","1","250","1055","1.45","5","1","475","5","-45","10550105","1","-30","101202","bgm_M55","-30","100","1","-20","10","101202","1"
"0","0.7","210","1056","0.8","1","1","-480","1","-30","10560101","1","-30","101291","bgm_M64","-120","250","0.6","0","10","101291","1"
"0","1.1","240","1056","1.2","2","1","-260","2","0","10560102","1","-30","101291","bgm_M64","-100","100","0.75","0","0","101291","1"
"-30","1","200","1056","1.4","3","1","-35","3","-10","10560103","1","-30","101291","bgm_M64","50","100","0.9","-15","0","101291","1"
"-30","1","200","1056","1.1","4","1","190","4","0","10560104","1","-30","101291","bgm_M64","-120","150","0.9","0","0","101291","1"
"15","1","230","1056","1.45","5","1","490","5","30","10560105","1","-30","101292","bgm_M55","-15","100","1.1","-20","30","101292","1"
"-25","0.9","210","1057","1","1","1","-450","1","-30","10570101","1","-30","101301","bgm_M64","-110","170","0.575","0","10","101301","1"
"0","1.1","200","1057","1.2","2","1","-270","2","0","10570102","1","-30","101301","bgm_M64","-120","100","0.75","0","10","101301","1"
"-30","1","200","1057","1.4","3","1","-50","3","-10","10570103","1","-30","101301","bgm_M64","100","200","0.93","0","-10","101301","1"
"0","1","200","1057","1.2","4","1","190","4","0","10570104","1","-30","101301","bgm_M64","-110","100","0.9","0","0","101301","1"
"-15","1.1","270","1057","1.2","5","1","470","5","-30","10570105","1","-30","101302","bgm_M55","-55","100","1","-20","10","101302","1"
"0","0.7","210","1058","0.8","1","1","-480","1","-30","10580101","1","-30","101441","bgm_M64","-120","250","0.6","0","10","101441","1"
"-30","1","240","1058","1","2","1","-250","2","-30","10580102","1","-30","101441","bgm_M64","-120","250","0.7","0","0","101441","1"
"-10","1","200","1058","1.3","3","1","-5","3","-10","10580103","1","-30","101441","bgm_M64","70","100","0.75","-15","10","101441","1"
"20","1","200","1058","1.1","4","1","210","4","0","10580104","1","-30","101441","bgm_M64","-100","100","0.8","0","10","101441","1"
"-35","1.1","230","1058","1.2","5","1","470","5","-30","10580105","1","-30","101442","bgm_M55","-70","100","0.95","-20","10","101442","1"
"-25","0.9","210","1059","1","1","1","-450","1","-30","10590101","1","-30","101451","bgm_M64","-110","170","0.575","0","10","101451","1"
"0","0.7","200","1059","1","2","1","-250","2","0","10590102","1","-30","101451","bgm_M64","-120","200","0.65","0","10","101451","1"
"-50","0.55","200","1059","0.9","3","1","-10","3","-60","10590103","1","-30","101451","bgm_M64","0","150","0.6","-13","0","101451","1.4"
"0","0.7","200","1059","1","4","1","200","4","0","10590104","1","-30","101451","bgm_M64","-120","100","0.7","0","0","101451","1"
"-35","1.4","290","1059","1.55","5","1","510","5","-50","10590105","1","-30","101452","bgm_M55","-70","100","1.25","0","0","101452","1.2"
"0","0.85","210","1060","0.8","1","1","-480","1","0","10600101","1","-30","101561","bgm_M64","-120","120","0.5","0","10","101561","1"
"0","1.1","200","1060","1.2","2","1","-270","2","0","10600102","1","-30","101561","bgm_M64","-120","100","0.75","0","10","101561","1"
"-30","1","200","1060","1.4","3","1","-25","3","-10","10600103","1","-30","101561","bgm_M64","65","200","0.9","-15","0","101561","1"
"0","1","200","1060","1.1","4","1","190","4","0","10600104","1","-30","101561","bgm_M64","-110","100","0.65","0","0","101561","1"
"-60","1.35","290","1060","1.55","5","1","460","5","-50","10600105","1","-30","101562","bgm_M55","-70","400","1.25","0","0","101562","1.4"
"0","0.7","210","1061","0.8","1","1","-480","1","-30","10610101","1","-30","101001","bgm_M64","-120","250","0.6","0","10","101001","1"
"0","1.1","240","1061","1.2","2","1","-260","2","0","10610102","1","-30","101001","bgm_M64","-100","100","0.75","0","0","101001","1"
"-30","1","200","1061","1.4","3","1","-10","3","-10","10610103","1","-30","101001","bgm_M64","65","100","1","-15","0","101001","1"
"0","1","200","1061","1.4","4","1","200","4","0","10610104","1","-30","101001","bgm_M64","-110","100","1","0","0","101001","1"
"0","1","250","1061","1.3","5","1","480","5","0","10610105","1","-30","101011","bgm_M55","-40","200","1.2","0","0","101011","1.2"
"0","0.85","210","1063","0.8","1","1","-480","1","0","10630101","1","-30","101021","bgm_M64","-120","120","0.5","0","10","101021","1"
"-30","1","240","1063","1","2","1","-250","2","-30","10630102","1","-30","101021","bgm_M64","-120","250","0.7","0","0","101021","1"
"0","1","200","1063","1.3","3","1","-10","3","0","10630103","1","-30","101021","bgm_M64","70","100","0.9","0","0","101021","1"
"-30","1","200","1063","1.2","4","1","240","4","0","10630104","1","-30","101021","bgm_M64","-70","100","0.8","0","0","101021","1"
"0","1.6","220","1063","1.8","5","1","470","5","0","10630105","1","-30","101031","bgm_M55","0","200","1.4","0","0","101031","1"
"-25","0.9","210","1064","1","1","1","-450","1","-30","10640101","1","-30","101041","bgm_M64","-110","170","0.575","0","10","101041","1"
"0","0.7","200","1064","1","2","1","-250","2","0","10640102","1","-30","101041","bgm_M64","-120","200","0.65","0","10","101041","1"
"0","1","200","1064","1.1","3","1","-10","3","-10","10640103","1","-30","101041","bgm_M64","65","100","0.8","-15","0","101041","1"
"-30","1","200","1064","1.5","4","1","200","4","0","10640104","1","-30","101041","bgm_M64","-100","100","0.9","0","0","101041","1"
"-50","1.35","210","1064","1.8","5","1.3","450","5","0","10640105","1","-30","101042","bgm_M55","-55","150","1.1","0","0","101042","1"
"0","0.7","210","1065","0.8","1","1","-480","1","-30","10650101","1","-30","101161","bgm_M64","-120","250","0.6","0","10","101161","1"
"0","1.1","240","1065","1.2","2","1","-260","2","0","10650102","1","-30","101161","bgm_M64","-100","100","0.75","0","0","101161","1"
"0","1","200","1065","1.1","3","1","-10","3","-10","10650103","1","-30","101161","bgm_M64","65","100","0.65","-5","5","101161","1"
"0","0.85","200","1065","1","4","1","200","4","0","10650104","1","-30","101161","bgm_M64","-100","100","0.8","0","0","101161","1"
"-50","1","280","1065","1.15","5","1.3","485","5","-45","10650105","1","-30","101162","bgm_M55","-70","270","0.9","-40","-10","101162","1"
"0","0.85","210","1066","0.8","1","1","-480","1","0","10660101","1","-30","101171","bgm_M64","-120","120","0.5","0","10","101171","1"
"-30","1","240","1066","1","2","1","-250","2","-30","10660102","1","-30","101171","bgm_M64","-120","250","0.7","0","0","101171","1"
"0","1.1","200","1066","1.15","3","1","0","3","-10","10660103","1","-30","101171","bgm_M64","65","100","0.8","-10","0","101171","1"
"0","1.3","200","1066","1.35","4","1","230","4","-10","10660104","1","-30","101171","bgm_M64","5","100","0.9","0","0","101171","1"
"-50","1","250","1066","1.45","5","1","475","5","0","10660105","1","-30","101172","bgm_M55","-30","200","1","-20","10","101172","1"
"0","0.7","210","1067","0.8","1","1","-480","1","-30","10670101","1","-30","101191","bgm_M64","-50","250","0.6","0","10","101191","1"
"0","1.1","200","1067","1.2","2","1","-270","2","0","10670102","1","-30","101191","bgm_M64","-120","100","0.75","0","10","101191","1"
"-30","1","200","1067","1.4","3","1","-20","3","-10","10670103","1","-30","101191","bgm_M64","50","100","0.9","-15","0","101191","1"
"0","1","200","1067","1.5","4","1","200","4","0","10670104","1","-30","101191","bgm_M64","-90","200","1","0","0","101191","1"
"-50","1","280","1067","1.3","5","1","485","5","-45","10670105","1","-30","101192","bgm_M55","-70","200","1.1","0","-10","101192","1.2"
"20","1.1","210","1068","1.45","1","1","-470","1","0","10680101","1","-30","101201","bgm_M64","0","100","0.8","0","10","101201","1"
"0","0.7","200","1068","1","2","1","-250","2","0","10680102","1","-30","101201","bgm_M64","-120","200","0.65","0","10","101201","1"
"-10","1","200","1068","1.3","3","1","-5","3","-10","10680103","1","-30","101201","bgm_M64","70","100","0.75","-15","10","101201","1"
"43","1","200","1068","1","4","1","190","4","0","10680104","1","-30","101201","bgm_M64","-110","100","0.7","0","0","101201","1"
"-50","1","250","1068","1.45","5","1","475","5","-45","10680105","1","-30","101202","bgm_M55","-30","100","1","-20","10","101202","1"
"-25","0.9","210","1069","1","1","1","-450","1","-30","10690101","1","-30","101291","bgm_M64","-110","170","0.575","0","10","101291","1"
"0","1.1","240","1069","1.2","2","1","-225","2","0","10690102","1","-30","101291","bgm_M64","-25","100","0.75","0","0","101291","1"
"0","2.2","200","1069","2.3","3","1","0","3","-10","10690103","1","-30","101291","bgm_M64","65","100","1.55","-15","0","101291","1"
"0","1","200","1069","1.1","4","1","190","4","0","10690104","1","-30","101291","bgm_M64","-110","100","0.65","0","0","101291","1"
"15","1","230","1069","1.45","5","1","490","5","30","10690105","1","-30","101292","bgm_M55","-15","100","1.1","-20","30","101292","1"
"0","0.7","210","1070","0.8","1","1","-480","1","-30","10700101","1","-30","101301","bgm_M64","-50","250","0.6","0","10","101301","1"
"0","0.7","200","1070","1","2","1","-250","2","0","10700102","1","-30","101301","bgm_M64","-120","200","0.65","0","10","101301","1"
"-30","1","200","1070","1.4","3","1","-50","3","-10","10700103","1","-30","101301","bgm_M64","100","200","0.93","0","-10","101301","1"
"-30","1","200","1070","1.1","4","1","190","4","0","10700104","1","-30","101301","bgm_M64","-120","150","0.9","0","0","101301","1"
"-15","1.1","270","1070","1.2","5","1","470","5","-30","10700105","1","-30","101302","bgm_M55","-55","100","1","-20","10","101302","1"
"20","1.1","210","1071","1.45","1","1","-470","1","0","10710101","1","-30","101441","bgm_M64","0","100","0.8","0","10","101441","1"
"-30","1","240","1071","1","2","1","-250","2","-30","10710102","1","-30","101441","bgm_M64","-120","250","0.7","0","0","101441","1"
"0","1","200","1071","1.1","3","1","-10","3","-10","10710103","1","-30","101441","bgm_M64","65","100","0.8","-15","0","101441","1"
"0","0.7","200","1071","1","4","1","200","4","0","10710104","1","-30","101441","bgm_M64","-120","100","0.7","0","0","101441","1"
"-35","1.1","230","1071","1.2","5","1","470","5","-30","10710105","1","-30","101442","bgm_M55","-70","100","0.95","-20","10","101442","1"
"-25","0.9","210","1072","1","1","1","-450","1","-30","10720101","1","-30","101451","bgm_M64","-110","170","0.575","0","10","101451","1"
"0","1.1","240","1072","1.2","2","1","-225","2","0","10720102","1","-30","101451","bgm_M64","-25","100","0.75","0","0","101451","1"
"-30","1","200","1072","1.4","3","1","-10","3","-10","10720103","1","-30","101451","bgm_M64","65","100","1","-15","0","101451","1"
"20","1","200","1072","1.1","4","1","210","4","0","10720104","1","-30","101451","bgm_M64","-100","100","0.8","0","10","101451","1"
"-35","1.4","290","1072","1.55","5","1","510","5","-50","10720105","1","-30","101452","bgm_M55","-70","100","1.25","0","0","101452","1.2"
"-25","0.9","210","1073","1","1","1","-450","1","-30","10730101","1","-30","101561","bgm_M64","0","170","0.575","0","10","101561","1"
"0","1.1","200","1073","1.2","2","1","-270","2","0","10730102","1","-30","101561","bgm_M64","-120","100","0.75","0","10","101561","1"
"0","1","200","1073","1.1","3","1","-10","3","-10","10730103","1","-30","101561","bgm_M64","65","100","0.65","-5","5","101561","1"
"0","1","200","1073","1.4","4","1","200","4","0","10730104","1","-30","101561","bgm_M64","-110","100","1","0","0","101561","1"
"-60","1.35","290","1073","1.55","5","1","460","5","-50","10730105","1","-30","101562","bgm_M55","-70","400","1.25","0","0","101562","1.4"
"0","0.7","210","1074","0.8","1","1","-480","1","-30","10740101","1","-30","101001","bgm_M64","-50","250","0.6","0","10","101001","1"
"10","1.1","240","1074","1.35","2","1","-260","2","10","10740102","1","-30","101001","bgm_M64","-110","200","0.9","0","0","101001","1"
"-10","1","200","1074","1.15","3","1","-5","3","-10","10740103","1","-30","101001","bgm_M64","70","100","0.75","-15","10","101001","1"
"0","1","200","1074","1.2","4","1","190","4","0","10740104","1","-30","101001","bgm_M64","-110","100","0.9","0","0","101001","1"
"0","1","250","1074","1.3","5","1","480","5","0","10740105","1","-30","101011","bgm_M55","-40","200","1.2","0","0","101011","1.2"
"20","1.1","210","1075","1.45","1","1","-470","1","0","10750101","1","-30","101021","bgm_M64","0","100","0.8","0","10","101021","1"
"0","0.7","200","1075","1","2","1","-250","2","0","10750102","1","-30","101021","bgm_M64","-120","200","0.65","0","10","101021","1"
"-50","0.55","200","1075","0.9","3","1","-10","3","-60","10750103","1","-30","101021","bgm_M64","0","150","0.6","-13","0","101021","1.4"
"-30","1","200","1075","1.5","4","1","200","4","0","10750104","1","-30","101021","bgm_M64","-100","100","0.9","0","0","101021","1"
"0","1.6","220","1075","1.8","5","1","470","5","0","10750105","1","-30","101031","bgm_M55","0","200","1.4","0","0","101031","1"
"-25","0.9","210","1076","1","1","1","-480","1","-30","10760101","1","-30","101041","bgm_M64","-110","170","0.575","0","10","101041","1"
"-30","1","240","1076","1","2","1","-230","2","-30","10760102","1","-30","101041","bgm_M64","-20","250","0.7","0","0","101041","1"
"-30","1","200","1076","1.4","3","1","15","3","-10","10760103","1","-30","101041","bgm_M64","-120","100","0.9","-15","0","101041","1"
"-60","1","200","1076","1.3","4","1","200","4","-50","10760104","1","-30","101041","bgm_M64","40","300","0.8","0","0","101041","1"
"-50","1.35","210","1076","1.8","5","1.3","450","5","0","10760105","1","-30","101042","bgm_M55","-55","150","1.1","0","0","101042","1"
"0","0.7","210","1077","0.8","1","1","-480","1","-30","10770101","1","-30","101161","bgm_M64","-50","250","0.6","0","10","101161","1"
"0","1.1","200","1077","1.2","2","1","-270","2","0","10770102","1","-30","101161","bgm_M64","-120","100","0.75","0","10","101161","1"
"0","1","200","1077","1.3","3","1","-10","3","0","10770103","1","-30","101161","bgm_M64","70","100","0.9","0","0","101161","1"
"0","1","200","1077","1.5","4","1","200","4","0","10770104","1","-30","101161","bgm_M64","-90","200","1","0","0","101161","1"
"-50","1","280","1077","1.15","5","1.3","485","5","-45","10770105","1","-30","101162","bgm_M55","-70","270","0.9","-40","-10","101162","1"
"-25","0.9","210","1078","1","1","1","-450","1","-30","10780101","1","-30","101171","bgm_M64","-90","170","0.575","0","10","101171","1"
"0","1.1","240","1078","1.2","2","1","-225","2","0","10780102","1","-30","101171","bgm_M64","20","100","0.75","0","0","101171","1"
"0","1.1","200","1078","1.15","3","1","0","3","-10","10780103","1","-30","101171","bgm_M64","-65","100","0.8","-10","0","101171","1"
"0","0.9","200","1078","1","4","1","230","4","-10","10780104","1","-30","101171","bgm_M64","0","100","0.65","0","0","101171","1"
"-50","1","250","1078","1.45","5","1","475","5","0","10780105","1","-30","101172","bgm_M55","-30","200","1","-20","10","101172","1"
"0","0.7","210","1079","0.8","1","1","-480","1","-30","10790101","1","-30","101191","bgm_M64","-50","250","0.6","0","10","101191","1"
"10","1.1","240","1079","1.35","2","1","-260","2","10","10790102","1","-30","101191","bgm_M64","-110","200","0.9","0","0","101191","1"
"0","1","200","1079","1.1","3","1","-10","3","-10","10790103","1","-30","101191","bgm_M64","65","100","0.8","-15","0","101191","1"
"0","1.3","200","1079","1.35","4","1","230","4","-10","10790104","1","-30","101191","bgm_M64","5","100","0.9","0","0","101191","1"
"-50","1","280","1079","1.3","5","1","485","5","-45","10790105","1","-30","101192","bgm_M55","-70","200","1.1","0","-10","101192","1.2"
"0","1.1","210","1080","1.35","1","1","-470","1","0","10800101","1","-30","101201","bgm_M64","0","100","0.85","0","10","101201","1"
"0","0.8","200","1080","1","2","1","-250","2","-5","10800102","1","-30","101201","bgm_M64","-120","200","0.65","0","10","101201","1"
