fa8b2f61aad4df1df04e81e6e2125eff48c4e474e5a8f88ef7bcde3a3e86bb33,7f40ea7bef47d44134854b51ecb14e70baf3e6f7983105461c2db7e65588cf84,5c362cf4bf34dc8a1f70a3569758b0647c979e927f43a3d720e2bc525f363820,a44a1fe40128311ec7c508e1d701d91879e74fcd29743ce0020d9de75e271593,3a12c1698d561f38df359007645d8ab02aa53ef3c334b30c166eb955bc4d0b5c,8a060e3e3810b0e26b1ed55b0bed98fec82116f9a9fa9d545e6a79477128ef38,e071386a22e50bfdf9ffe52ac5d60b7a417159a9fbef83b626a85c5769a2e8c7,ff8e1ed93d5e41df1e727ca375c000f6490904d0f84f0b6cd04f0f4e9efc33b4,ecdf2dc56dc735947e6ac2bc67a2c4cdb74c35948fc8d0e230b5648556925a81,5a4ba5e576697a92683b019fb303e2da3398c39de4a3e907659545bb6c1b60e4,d9087056ff7fb2281b1dab5a1a80a9415529d55ba3f999a15ec7cb65ffc7496e,26130e29531438f08bc4f4f48c279b8e463ee13c4724a58dfbe2abdd838cfbf2,f7a1e01d0406375aa896980f419ed9a3e3f7f432eb1853711d7cd8df4daa07fe,b4b5ac9629f9b6fea6e5c61cfea6994fa17236f181803b25429b72ae742202dd,3906423bb47ec4218cf11c5862040822056bbf74395a8541cab59e277cfc5de6,133ae975d6f924dc017cb7e765f66e873e11ed3590c8499123525402197d6ee8,9c2b593e6288a0c2f65c8d04e325e1c428b6cad7d3474fb0f3cae8befb2e4493,52a0301866f19bdfd6b0a50336e7b5611b5f9402b6b0bb5492979f467044e6fc,8ab7b4d4759bab95a4468ab910c747cc7ee18e12dcc390cd2c4e491ccbcfad31,799974eb536756305d93ebafa8cdacbbe2201ff48f311e7ad393a4d3e931d8d4
"2","唐詩的七言絕句之一。李白的「下江陵」裡其中一句為「朝辭□□□□□，千里江陵一日還。」","30333","白帝彩雲間","6","2","6","0","6","","24093","2255","空格裡該填入的是？","38642","2","24425","6","38291","6","白帝彩雲間"
"3","","101","ental","3","2","3","0","3","精神⇒Mental　身體⇒Physical","110","2256","這個的名稱是什麼？","97","2","116","3","108","3","精神⇒Mental　身體⇒Physical"
"2","「不應拿自己和別人比較並感到嫉妒」一語。常會被拿來對鬧脾氣的孩子說。","25105","我們是我們","6","2","6","0","6","","20497","2257","這個的名稱是什麼？","25105","2","26159","6","20497","6","別人是別人，我們是我們"
"2","有名的相聲段子。「誰在一壘，□□□□□，三壘我不知道。」","20160","什麼在二壘","6","2","6","0","6","","40636","2258","空格裡該填入的是？","20108","2","22312","6","22744","6","什麼在二壘"
"2","比喻不到徹底失敗的時候不肯罷休","19981","不見棺材不","6","2","6","0","6","不見棺材不落淚","35211","2259","這句諺語是什麼？","26448","2","26874","6","19981","6","不見棺材不落淚"
"2","表示多聽不如親眼看見的可靠。","32862","聞不如一見","6","2","6","0","6","百聞不如一見","19981","2260","這個的名稱是什麼？","19968","2","22914","6","35211","6","百聞不如一見"
"2","虛構作品中很受歡迎的類別。描述遙遠的未來中荒無又無秩序的世界。是甚麼樣的風格？","19990","世紀末風格","6","2","6","0","6","","32000","2261","這個的名稱是什麼？","39080","2","26411","6","26684","6","世紀末風格"
"2","近年在虛構作品中很受歡迎的類別。會以主角從現代社會被帶往異世界為開端。","30064","異世界轉生","6","2","6","0","6","異世界轉生風格","19990","2262","這個的名稱是什麼？","36681","2","30028","6","29983","6","異世界轉生風格"
"1","外國人乾杯都會說的話。","104","heers","3","2","3","0","3","Cheers","101","2263","這個的名稱是什麼？","114","2","101","3","115","3","Cheers"
"2","港片「唐伯虎點秋香」中，有句經典台詞為「世人笑我太瘋癲，我笑□□□□□。」","20182","他人看不穿","6","2","6","0","6","","20154","2264","空格裡該填入的是？","19981","2","30475","6","31359","6","他人看不穿"
"2","港片「少林足球」中，有句經典台詞為「你快點回火星吧，地球□□□□□。」","26159","是很危險的","6","2","6","0","6","","24456","2265","空格裡該填入的是？","38570","2","21361","6","30340","6","是很危險的"
"2","港片「賭神」中，有句經典台詞為「他好像永遠對著你笑，笑得□□□□□。」","20320","你心裡發寒","6","2","6","0","6","","24515","2266","空格裡該填入的是？","30332","2","35041","6","23506","6","你心裡發寒"
"2","港片「功夫」中，有句經典台詞為「我不怕，就算□□□□□，還有千千萬萬個我。」","27578","殺了一個我","6","2","6","0","6","","20102","2267","空格裡該填入的是？","20491","2","19968","6","25105","6","殺了一個我"
"3","","25088","戀愛的魔法","6","1","6","2268","6","","24859","2268","這是什麼？","39764","2","30340","6","27861","6","戀愛的魔法"
"3","","30064","異世界魔法","6","1","6","2269","6","異世界的魔法","19990","2269","這是什麼？","39764","2","30028","6","27861","6","異世界的魔法"
"1","","30142","疾風之冥姬","6","1","6","2270","6","","39080","2270","這是什麼？","20901","2","20043","6","23020","6","疾風之冥姬"
"3","","30001","由我來征服","6","1","6","2271","6","","25105","2271","這是什麼？","24449","2","20358","6","26381","6","由我來征服"
"3","","24050","已經傍晚了","6","1","6","2272","6","","32147","2272","這是什麼？","26202","2","20621","6","20102","6","已經傍晚了"
"3","","25549","揍扁壞蛋們","6","1","6","2273","6","","25153","2273","這是什麼？","34507","2","22750","6","20497","6","揍扁壞蛋們"
"2","虛構作品中頗受歡迎的類別。故事主軸是處於相同時間不停重複的世界中，查明其真相。","26178","時間迴圈型","6","2","6","0","6","時間迴圈類型","38291","2274","這個的名稱是什麼？","22280","2","36852","6","22411","6","時間迴圈類型"
"1","","23588","尤絲蒂亞娜","6","1","6","2275","6","","32114","2275","這是什麼？","20126","2","33922","6","23068","6","尤絲蒂亞娜"
"2","唐詩的七言絕句之一。李商隱的「夜雨寄北」裡其中一句為「君問□□□□□，巴山夜語漲秋池。」","27512","歸期未有期","6","2","6","0","6","","26399","2276","空格裡該填入的是？","26377","2","26410","6","26399","6","歸期未有期"
"1","","39131","飛舞的少女","6","1","6","2277","6","","33310","2277","這個活動名稱的「？」裡填入的是？","23569","2","30340","6","22899","6","飛舞的少女"
"1","","33836","萬聖節之夜","6","1","6","2278","6","","32854","2278","這個活動名稱的「？」裡填入的是？","20043","2","31680","6","22812","6","萬聖節之夜"
"2","身處此活動中心\n地位的三位角色","31114","禊美美鏡華","6","1","6","2279","6","禊、美美、鏡華","32654","2279","這個角色是誰？","37857","2","32654","6","33775","6","禊、美美、鏡華"
"2","身處此活動中心地位的\n四位角色。","33707","莫妮卡智栞","6","1","6","2280","6","莫妮卡、智、栞、霞","22958","2280","這個角色是誰？","26234","2","21345","6","26654","6","莫妮卡、智、栞、霞"
"2","身處此活動中心地位的\n三位角色。","27969","流伊緒空花","6","1","6","2281","6","靜流、伊緒、空花","20234","2281","這個角色是誰？","31354","2","32210","6","33457","6","靜流、伊緒、空花"
"2","身處此活動中心地位的\n三位角色。","31232","稀嘉夜祈梨","6","1","6","2282","6","帆稀、嘉夜、祈梨","22025","2282","這是什麼？","31048","2","22812","6","26792","6","帆稀、嘉夜、祈梨"
"2","身處此活動中心地位的\n公會名稱。","29579","王宮騎士團","6","1","6","2283","6","","23470","2283","這是什麼？","22763","2","39438","6","22296","6","王宮騎士團"
"2","身處此活動中心地位的\n三位角色。","32190","綾音胡桃千","6","1","6","2284","6","綾音、胡桃、千歌","38899","2284","這是什麼？","26691","2","32993","6","21315","6","綾音、胡桃、千歌"
"1","身處此活動中心地位的\n公會名稱。","22696","墨丘利財團","6","1","6","2285","6","","19992","2285","這個的名稱是什麼？","36001","2","21033","6","22296","6","墨丘利財團"
"3","","21487","可愛的莉瑪","6","1","6","2286","6","","24859","2286","這個的名稱是什麼？","33673","2","30340","6","29802","6","可愛的莉瑪"
"3","在初次見面時，「碧」太過緊張而亂說出口的謎之話語。","30333","白馬的天才","6","1","6","2287","6","騎著白馬的天才棋士","39340","2287","這個的名稱是什麼？","22825","2","30340","6","25165","6","騎著白馬的天才棋士"
"3","在初次見面時，保持警戒的「鏡華」所說的話。","38911","響警報魔石","6","1","6","2019","6","我要按響警報魔石囉！","35686","2288","這個的名稱是什麼？","39764","2","22577","6","30707","6","我要按響警報魔石囉！"
"3","教給「胡桃」的咒語，該咒語能夠消除緊張。","36817","近視者至友","6","1","6","2289","6","也成近視者至友","35222","2289","這個的名稱是什麼？","33267","2","32773","6","21451","6","也成近視者至友"
"3","交給「胡桃」的咒語：「也成近視者至友」，實際上是從哪一句話變成的？","26377","有志者事竟","6","1","6","0","6","有志者事竟成也","24535","2290","這個的名稱是什麼？","20107","2","32773","6","31455","6","有志者事竟成也"
"3","在整首曲子中加入額外的升降號，這些升降號稱為？","33256","臨時升降記","6","2","6","0","6","臨時升降記號","26178","2291","這個的名稱是什麼？","38477","2","21319","6","35352","6","臨時升降記號"
"1","「節奏」的英文。","84","TEMPO","2","2","2","0","2","","69","2292","這個的名稱是什麼？","80","2","77","2","79","2","TEMPO"
"2","比喻做事會以長遠來打算，雖然不會立即成效，但未來能獲得更大的好處。","38263","長線釣大魚","6","2","6","0","6","放長線釣大魚","32218","2293","這句諺語是什麼？","22823","2","37347","6","39770","6","放長線釣大魚"
"2","「磁鐵」的英文。","65","AGNET","2","2","2","0","2","MAGNET","71","2294","這個的名稱是什麼？","69","2","78","2","84","2","MAGNET"
"1","全身最大的肌腱，位於小腿肌肉至腳跟處。","38463","阿基里斯腱","6","2","6","0","6","","22522","2295","這個的名稱是什麼？","26031","2","37324","6","33137","6","阿基里斯腱"
"1","曹植的「七步詩」：「□□□□□，相煎何太急。」","26412","本是同根生","6","2","6","0","6","","26159","2296","這個的名稱是什麼？","26681","2","21516","6","29983","6","本是同根生"
"1","「醫院」的英文。","72","HOSPI","2","2","2","0","2","HOSPITAL","79","2297","這個的名稱是什麼？","80","2","83","2","73","2","HOSPITAL"
"1","「再一次」的英文。","65","AGAIN","2","2","2","0","2","","71","2298","這個的名稱是什麼？","73","2","65","2","78","2","AGAIN"
"1","「同意」的英文。","65","AGREE","2","2","2","0","2","","71","2299","這個的名稱是什麼？","69","2","82","2","69","2","AGREE"
"1","「機場」的英文。","73","IRPOR","2","2","2","0","2","AIRPORT","82","2300","這個的唸法是什麼？","79","2","80","2","82","2","AIRPORT"
"1","「幾乎」的英文。","76","LMOST","2","2","2","0","2","ALMOST","77","2301","這個的唸法是什麼？","83","2","79","2","84","2","ALMOST"
"1","「總是、經常」的英文。","76","LWAYS","2","2","2","0","2","ALWAYS","87","2302","這個的唸法是什麼？","89","2","65","2","83","2","ALWAYS"
"1","","65","ANGRY","2","2","2","0","2","開心=HAPPY  生氣=ANGRY","78","2303","這個的唸法是什麼？","82","2","71","2","89","2","開心=HAPPY  生氣=ANGRY"
"1","「香蕉」的英文。","65","ANANA","2","2","2","0","2","BANANA","78","2304","這個的唸法是什麼？","78","2","65","2","65","2","BANANA"
"1","「瓶子」的英文。","66","BOTTL","2","2","2","0","2","BOTTLE","79","2305","這個的唸法是什麼？","84","2","84","2","76","2","BOTTLE"
"1","「房子」的英文。","72","HOUSE","2","2","2","0","2","","79","2306","這個的唸法是什麼？","83","2","85","2","69","2","HOUSE"
"1","「檸檬」的英文。","76","LEMON","2","2","2","0","2","","69","2307","這個的唸法是什麼？","79","2","77","2","78","2","LEMON"
"1","「午餐」的英文。","76","LUNCH","2","2","2","0","2","","85","2308","這個的唸法是什麼？","67","2","78","2","72","2","LUNCH"
"1","「三月」的英文。","77","MARCH","2","2","2","0","2","","65","2309","這個的唸法是什麼？","67","2","82","2","72","2","MARCH"
"2","「演唱會」的英文。","79","ONCER","2","2","2","0","2","CONCERT","78","2310","這個的唸法是什麼？","69","2","67","2","82","2","CONCERT"
"1","「音樂」的英文。","77","MUSIC","2","2","2","0","2","","85","2311","這個的唸法是什麼？","73","2","83","2","67","2","MUSIC"
"1","「跳舞」的英文。","68","DANCE","2","2","2","0","2","","65","2312","這個的唸法是什麼？","67","2","78","2","69","2","DANCE"
"2","「從未、永不」的英文。","78","NEVER","2","2","2","0","2","","69","2313","這個的唸法是什麼？","69","2","86","2","82","2","NEVER"
"1","「鉛筆」的英文。","80","PENCI","2","2","2","0","2","PENCIL","69","2314","這個的唸法是什麼？","67","2","78","2","73","2","PENCIL"
"1","「裙子」的英文。","83","SKIRT","2","2","2","0","2","","75","2315","這個的唸法是什麼？","82","2","73","2","84","2","SKIRT"
"2","「年輕的」的英文。","89","YOUNG","2","2","2","0","2","","79","2316","這個的唸法是什麼？","78","2","85","2","71","2","YOUNG"
"1","此為居住於火山的魔物「沙羅曼達」的血液，有著很高的融解能力。","27801","沙羅曼達血","6","1","6","0","6","沙羅曼達之血","32645","3001","這個的名稱是什麼？","36948","3","26364","6","34880","6","沙羅曼達之血"
"2","「修特帕魯」前世所隸屬的暗黑騎士團。","34880","血盟暗黑團","6","1","6","3002","6","熾炎戰鬼煉獄血盟暗黑團＝The‧Order‧Of‧Gehenna‧Immortals","30431","3002","這個的唸法是什麼？","40657","3","26263","6","22296","6","熾炎戰鬼煉獄血盟暗黑團\n＝The‧Order‧Of‧Gehenna‧Immortals"
"2","農業、林業這類生產原料或食材的產業。","31532","第一級產業","6","2","6","0","6","","19968","3003","這個的名稱是什麼？","29986","3","32026","6","26989","6","第一級產業"
"2","工業這類擔任原料加工的產業。","31532","第二級產業","6","2","6","0","6","","20108","3005","這個的名稱是什麼？","29986","3","32026","6","26989","6","第二級產業"
"2","擔任物流、分銷、中介等工作的產業，又稱為服務業。","31532","第三級產業","6","2","6","0","6","","19977","3006","這個的名稱是什麼？","29986","3","32026","6","26989","6","第三級產業"
"3","揮舞寄宿在劍上的魔力，將其釋放的魔法。","32736","翠翔裂空斬","6","2","6","0","6","深淵悠久=翠翔裂空斬（Eternal Abyss=Divider）","32724","3007","這個的名稱是什麼？","31354","3","35010","6","26028","6","深淵悠久=翠翔裂空斬（Eternal Abyss=Divider）"
"3","關於視力表，數值在4.0-5.3之間稱為？","20116","五分制視力","6","2","6","0","6","五分制視力表","20998","3008","這個的名稱是什麼？","35222","3","21046","6","21147","6","五分制視力表"
"3","關於視力表，數值在0.1-2.0之間稱為？","36890","通用視力表","6","2","6","0","6","國際通用視力表","29992","3009","這個的名稱是什麼？","21147","3","35222","6","34920","6","國際通用視力表"
"1","「UFO（Unidentified Flying Object）」的中文。","19981","不明飛行物","6","2","6","0","6","不明飛行物體","26126","3010","這個的名稱是什麼？","34892","3","39131","6","29289","6","不明飛行物體"
"2","貓狗在受傷時用以防止牠們舔舐自己的項圈。","20234","伊麗莎白圈","6","2","6","0","6","","40599","3011","這個的名稱是什麼？","30333","3","33678","6","22280","6","伊麗莎白圈"
"3","在蘭德索爾活動的邪惡商會。商會的名字同樣也是會長的名字。","24801","惡德伊商會","6","1","6","0","6","","24503","3012","這個的名稱是什麼？","21830","3","20234","6","26371","6","惡德伊商會"
"2","【美食殿堂】中的「可可蘿」的興趣是什麼？","39178","養育動植物","6","1","6","0","6","冥想、養育動植物","32946","3016","這個問題的答案是？","26893","3","21205","6","29289","6","冥想、養育動植物"
"2","【美食殿堂】中的「凱留」的興趣是什麼？","21644","和貓咪玩耍","6","1","6","0","6","","35987","3020","這個問題的答案是？","29609","3","21674","6","32781","6","和貓咪玩耍"
"2","【小小甜心】中的「美美」的興趣是什麼？","21487","可愛的東西","6","1","6","0","6","蒐集可愛的東西","24859","3026","這個問題的答案是？","26481","3","30340","6","35199","6","蒐集可愛的東西"
"2","【森林守衛】中的「初音」的興趣，除了午睡、早睡、回籠覺之外，另一個是什麼？","21644","和妹妹一起","6","1","6","0","6","和妹妹一起玩","22969","3029","這個問題的答案是？","19968","3","22969","6","36215","6","和妹妹一起玩"
"2","為防止道路的危險與障礙、實現安全且順暢的交通環境而制定的法律。","36947","道路交通法","6","2","6","0","6","","36335","3050","這個的名稱是什麼？","36890","3","20132","6","27861","6","道路交通法"
"2","為保護勞動者而針對契約和報酬等方面訂定最低基準的法律。","21214","勞動基準法","6","2","6","0","6","","21205","3051","這個的名稱是什麼？","28310","3","22522","6","27861","6","勞動基準法"
"2","為實現所有兒童的福祉而制定必要之兒童援助的法律。","20818","兒童福利法","6","2","6","0","6","","31461","3053","這個的名稱是什麼？","21033","3","31119","6","27861","6","兒童福利法"
"2","針對建築物的設備及構造等項目制定必須達到之最低基準的法律。","24314","建築基準法","6","2","6","0","6","","31689","3054","這個的名稱是什麼？","28310","3","22522","6","27861","6","建築基準法"
"3","腦筋急轉彎：「阿匹婆的英文名字？」","112","peopl","3","2","3","0","3","A-people","101","3063","這個謎語的答案是？","112","3","111","3","108","3","A-people"
"3","冷笑話：「人死後為什麼變得冰涼？」","24515","心靜自然涼","6","2","6","0","6","","38748","3064","這個謎語的答案是？","28982","3","33258","6","28092","6","心靜自然涼"
"3","一般人對撞到手肘時會麻痺的那個部位的稱呼。","32920","肘部尺骨端","6","2","6","0","6","","37096","3065","這個的名稱是什麼？","39592","3","23610","6","31471","6","肘部尺骨端"
"2","【森林守衛】中的「碧」的興趣是什麼？","20132","交朋友想像","6","1","6","0","6","交朋友的想像訓練","26379","3066","這個問題的答案是？","24819","3","21451","6","20687","6","交朋友的想像訓練"
"2","【森林守衛】與【伊麗莎白牧場】中的「初音&栞」，兩人的興趣是什麼？","20841","兩個人一起","6","1","6","0","6","兩個人一起去野餐","20491","3067","這個問題的答案是？","19968","3","20154","6","36215","6","兩個人一起去野餐"
"2","【王宮騎士團】中的「克莉絲提娜」的興趣是什麼？","20043","之間的競爭","6","1","6","0","6","和強敵之間的競爭","38291","3068","這個問題的答案是？","31478","3","30340","6","29229","6","和強敵之間的競爭"
"3","【王宮騎士團】中的「茉莉」的興趣是什麼？","33521","英雄扮遊戲","6","1","6","0","6","英雄扮演遊戲","38596","3069","這個問題的答案是？","36938","3","25198","6","25138","6","英雄扮演遊戲"
"3","【咲戀育幼院】中的「綾音」的興趣是什麼？","25151","房間裡玩的","6","1","6","0","6","能在房間裡玩的遊戲","38291","3070","這個問題的答案是？","29609","3","35041","6","30340","6","能在房間裡玩的遊戲"
"3","【墨丘利財團】中的「美冬」的興趣是什麼？","20653","傭兵的打工","6","1","6","0","6","傭兵等等的打工","20853","3073","這個問題的答案是？","25171","3","30340","6","24037","6","傭兵等等的打工"
"2","【墨丘利財團】中的「珠希」的興趣是什麼？","21644","和貓咪玩耍","6","1","6","0","6","","35987","3074","這個問題的答案是？","29609","3","21674","6","32781","6","和貓咪玩耍"
"2","【月光學院】中的「伊緒」，興趣除了戀愛漫畫、戀愛劇之外，另一個是什麼？","30475","看戀愛小說","6","1","6","0","6","","25088","3075","這個問題的答案是？","23567","3","24859","6","35498","6","看戀愛小說"
"3","【月光學院】中的「美咲」，興趣除了閱讀流行雜誌之外，另一個是什麼？","33936","蒐集化妝品","6","1","6","0","6","","38598","3076","這個問題的答案是？","22941","3","21270","6","21697","6","蒐集化妝品"
"1","【純白之翼 蘭德索爾分部】中的「雪」的興趣是什麼？","37857","鏡中的自己","6","1","6","0","6","欣賞鏡中的自己","20013","3077","這個問題的答案是？","33258","3","30340","6","24049","6","欣賞鏡中的自己"
"3","塔羅牌大阿爾克那的其中一張。也叫作「死刑犯」。","97","anged","3","2","3","0","3","The Hanged Man=倒吊人","110","3078","這個的名稱是什麼？","101","3","103","3","100","3","The Hanged Man=倒吊人"
"3","市面上流通最廣的腳踏車的俗稱。源於彎形把手等設計讓婦女也便於騎乘的特色。","28113","淑女自行車","6","2","6","0","6","","22899","3079","這個的名稱是什麼？","34892","3","33258","6","36554","6","淑女自行車"
"3","「亞里莎」的興趣是什麼？","28418","漂亮的葉子","6","1","6","0","6","蒐集漂亮的葉子","20142","3080","這個問題的答案是？","33865","3","30340","6","23376","6","蒐集漂亮的葉子"
"2","在部分地區會採用的「夏季的時間提前一小時」的制度。也叫作「夏令時間」。","20809","光節約時間","6","2","6","0","6","日光節約時間制","31680","3081","這個的名稱是什麼？","26178","3","32004","6","38291","6","日光節約時間制"
"1","「古蕾婭」的興趣是「鋼琴」，其英文為？","80","Piano","3","1","3","0","2","","105","3082","這個的名稱是什麼？","110","3","97","3","111","3","Piano"
"3","近年很熱門的「Sub」制，未經省略的全稱是？","115","scrip","3","2","3","0","3","Subscription","99","3083","這個的名稱是什麼？","105","3","114","3","112","3","Subscription"
"3","意指槌之子和雪男這類存在的「UMA」，用漢字怎麼寫？","26410","未確認生物","6","2","6","0","6","UMA=未確認生物體","30906","3084","這個的寫法是什麼？","29983","3","35469","6","29289","6","UMA=未確認生物體"
"1","「露娜」的興趣是什麼？","25214","找朋友之事","6","1","6","0","6","找「朋友」之事","26379","3085","這個問題的答案是？","20043","3","21451","6","20107","6","找「朋友」之事"
"2","","35504","誰做巧克力","6","1","6","3086","6","誰做的巧克力","20570","3086","這個小遊戲的「？」裡填入的是？","20811","3","24039","6","21147","6","誰做的巧克力"
"2","","31354","空花大迴轉","6","1","6","3087","6","","33457","3087","這個小遊戲的「？」裡填入的是？","36852","3","22823","6","36681","6","空花大迴轉"
"2","","39321","香織靈魂式","6","1","6","3088","6","香織的靈魂式","32340","3088","這個小遊戲的「？」裡填入的是？","39746","3","38728","6","24335","6","香織的靈魂式"
"2","","40845","龍人們接龍","6","1","6","3089","6","龍人們的接龍競賽","20154","3089","這個小遊戲的「？」裡填入的是？","25509","3","20497","6","40845","6","龍人們的接龍競賽"
"2","","36215","起司大作戰","6","1","6","3090","6","保衛起司大作戰","21496","3090","這個小遊戲的「？」裡填入的是？","20316","3","22823","6","25136","6","保衛起司大作戰"
"2","","29467","猛訓打擊道","6","1","6","3091","6","美里的猛訓打擊道！","35347","3091","這個小遊戲的「？」裡填入的是？","25802","3","25171","6","36947","6","美里的猛訓打擊道！"
"2","","22799","夏日演唱會","6","1","6","3093","6","","26085","3093","這個小遊戲的「？」裡填入的是？","21809","3","28436","6","26371","6","夏日演唱會"
"3","在採用世界協調時間之前，作為國際基準時間被採用的時間名稱。","26684","格林治標準","6","2","6","0","6","格林威治標準時間","26519","3094","這個的名稱是什麼？","27161","3","27835","6","28310","6","格林威治標準時間"
"1","遊戲標題。","36229","超異域公主","6","1","6","3095","6","超異域公主連結","30064","3095","這個「？」裡填入的是？","20844","3","22495","6","20027","6","超異域公主連結"
"1","","36890","通往究極路","6","1","6","3103","6","通往究極之路","24448","3103","這個小遊戲的「？」裡填入的是？","26997","3","31350","6","36335","6","通往究極之路"
"2","存在於阿斯特朗的種族，獸人族、精靈族、魔族，還剩下兩種是？","40845","龍人族人族","6","1","6","0","6","龍人族、人族","20154","3106","這個的名稱是什麼？","20154","3","26063","6","26063","6","龍人族、人族"
"3","有著「三神器」之稱的為：「草薙劍」、「八咫鏡」與哪一種？","20843","八尺瓊勾玉","6","2","6","0","6","","23610","3115","這個的名稱是什麼？","21246","3","29898","6","29577","6","八尺瓊勾玉"
"3","「望」是在「聖學祭」\n中所唱的歌曲。","22240","因為想看到","6","1","6","3124","6","因為想看到你的笑容","28858","3124","正在唱的曲子名稱是？","30475","3","24819","6","21040","6","因為想看到你的笑容"
"3","為什麼拿破崙的字典裡沒有一個「難」字？","23383","字典是法文","6","2","6","0","6","因為他的字典是法文","20856","3125","這個謎語的答案是？","27861","3","26159","6","25991","6","因為他的字典是法文"
"1","在日本，據說在新年第一個夢境中夢到就會有好兆頭的3個東西。","20108","二鷹三茄子","6","2","6","0","6","一富士 二鷹 三茄子","40441","3126","這個的名稱是什麼？","33540","3","19977","6","23376","6","一富士二鷹 三茄子"
"2","農夫養了10頭牛，為什麼只有19隻角？","19968","一隻是犀牛","6","2","6","0","6","其中一隻是犀牛","38587","3127","這個謎語的答案是？","29312","3","26159","6","29275","6","其中一隻是犀牛"
"3","猴子每分鐘能掰一個玉米，在果園裡，一隻猴子5分鐘能掰幾個玉米？","19968","一個也沒有","6","2","6","0","6","一個也沒有","20491","3128","這個謎語的答案是？","27794","3","20063","6","26377","6","一個也沒有"
"1","一個不會游泳的人掉進了水裡卻沒有淹死，為什麼？","31359","穿著救生衣","6","2","6","0","6","","33879","3129","這個謎語的答案是？","29983","3","25937","6","34915","6","穿著救生衣"
"1","小明騎自行車騎了十公里，但周圍景色都沒有改變，為什麼？","23460","室內健身車","6","2","6","0","6","因為是室內健身車","20839","3133","這個謎語的答案是？","36523","3","20581","6","36554","6","因為是室內健身車"
"3","「茜里」喜歡的樂器：\n「薩克斯風」的英文為？","112","phone","3","1","3","3134","3","Saxophone","104","3134","這個的名稱是什麼？","110","3","111","3","101","3","Saxophone"
"1","人的唾液中含有組氨素的化合物，可以加□□□□□。","36895","速傷口癒合","6","2","6","0","6","加速傷口癒合","20663","3141","這個的名稱是什麼？","30290","3","21475","6","21512","6","加速傷口癒合"
"1","「主線劇情第1部」的片頭曲。","80","Princ","3","1","3","3143","2","Lost Princess","114","3143","這首曲子的名稱是？","110","3","105","3","99","3","Lost Princess"
"1","「主線劇情第1部」的片尾曲。","72","Happy","3","1","3","3144","2","","97","3144","這首曲子的名稱是？","112","3","112","3","121","3","Connecting Happy！！"
"2","「主線劇情第1部8章」的片尾曲。","101","ecret","3","1","3","3145","3","Absolute Secret","99","3145","這首曲子的名稱是？","101","3","114","3","116","3","Absolute Secret"
"3","活動「危險的假期！海岸邊的美食公主」的片尾曲。","20805","充滿笑容家","6","1","6","3146","6","充滿笑容的家","28415","3146","這首曲子的名稱是？","23481","3","31505","6","23478","6","充滿笑容的家"
"3","活動「情人節之戰！ 正中紅心的甜蜜戰鬥」的片尾曲。","83","SUPER","2","1","2","3147","2","SUPER CHOCOLATE","85","3147","這首曲子的名稱是？","69","3","80","2","82","2","SUPER CHOCOLATE"
"3","活動「王都的名偵探 嘆息的追緝者」的片尾曲。","26410","未解明心意","6","1","6","3148","6","未解明的心意","35299","3148","這首曲子的名稱是？","24515","3","26126","6","24847","6","未解明的心意"
"3","活動「將軍道中記　白翼的武士」的片尾曲。","30333","白翼的榮耀","6","1","6","3149","6","白翼的榮耀","32764","3149","這首曲子的名稱是？","27054","3","30340","6","32768","6","白翼的榮耀"
"3","活動「鈴奈的彩虹舞臺」的片尾曲。","70","First","3","1","3","3150","2","踮腳尖的First Kiss","105","3150","這首曲子的名稱是？","115","3","114","3","116","3","踮腳尖的First Kiss"
"3","活動「森林的膽小鬼與神聖學院的問題兒童」的片尾曲。","22909","好朋友感覺","6","1","6","3151","6","好朋友新感覺","26379","3151","這首曲子的名稱是？","24863","3","21451","6","35258","6","好朋友新感覺"
"1","「主線劇情第2部」的片頭曲。（片假名）","105","irage","3","1","3","3152","3","Mirage Game","114","3152","這首曲子的名稱是？","103","3","97","3","101","3","Mirage Game"
"3","活動「牧場的四農士_貧窮農場奮鬥記」的片尾曲。","80","Place","3","1","3","3153","2","Heartful Place","108","3153","這首曲子的名稱是？","99","3","97","3","101","3","Heartful Place"
"3","活動「迴響！尖叫！萬聖鬼怪狂歡節」的片尾曲。","80","Parad","3","1","3","3154","2","Paradox","97","3154","這首曲子的名稱是？","97","3","114","3","100","3","Paradox"
"1","活動「慈樂之音的夏日演唱會　Just a moment！」的片尾曲。","111","oment","3","1","3","3155","3","Just a moment！","109","3155","這首曲子的名稱是？","110","3","101","3","116","3","Just a moment！"
"3","活動「大江戶的非法病歷　Dr.深月的診療室」的片尾曲。","78","Narci","3","1","3","3156","2","Narcistration","97","3156","這首曲子的名稱是？","99","3","114","3","105","3","Narcistration"
"2","活動「鋼鐵聖女與神聖學院的問題兒童」的片尾曲。","28961","無敵DRE","6","1","2","3157","6","無敵DREAMING","25973","3157","這首曲子的名稱是？","82","3","68","2","69","2","無敵DREAMING"
"2","活動「聖誕布丁快樂！飛舞的少女與飽含真心的點心」的片尾曲。","32854","聖誕節來的","6","1","6","0","6","布丁•聖•代•聖誕節來的！","35477","3158","這首曲子的名稱是？","20358","3","31680","6","30340","6","布丁•聖•代•聖誕節來的！"
