dc34b82d2ead1618e3919b014871671cc386dd71d0ba026d97751b16b97f9994,9a6cc38a9c441326954dea0dbb9797a138572c7f97e3d6f86107b4470ca37158,2156ec6087f986449294406249f4d08d3fc1b54327d7b6acd37094e3b700baad,ccc97c6d10ba083690b0a58ea9f23b74206dc6da5bc26f7af33c9c6eafe391a2,2996573f7e825957acf3252c6866cecb71d94163f5828eaa025a4bde6a15c61f,30f67b8132f392ef417b3699e0dac8de0dafce61acc6211c731c448ee1ed787b,be8ae4de9b7cb135bbb6f561fe9dc729c3299023ec84c5198851f130b7540d6d,e3f73156a7b6e71e776241afe58795d9b4c72688bea9764c5338b878914fc180,ecc27ab01b6b52ec362b7f94e6a1a3da024e161e44b19ccdd565a24b996ac4e4,c506f699b1affaaae25de2e3c208dc5e67cf8e074851a855ebf34ab8dcb9deb0,72761b0c538db51791342e310f33abf94ddd52b1254a2428eeaa4db2ba8bba8c,896114734bd9b1160575afe4863799f9e67ebfe7d32c5d4d44981e8c721d8786
"7210122","2030/08/01 14:59:59","2021/04/01 16:00:00","封印有優花梨（聖誕節）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","優花梨（聖誕節）的記憶碎片","31146","1","11","31146","0","9999"
"6201122","2030/08/01 14:59:59","2021/05/04 16:00:00","封印有矛依未（新年）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","矛依未（新年）的記憶碎片","31147","1","11","31147","0","9999"
"4343222","2030/08/01 14:59:59","2021/05/26 16:00:00","封印有似似花（新年）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","似似花（新年）的記憶碎片","31150","1","11","31150","0","9999"
"1432142","2030/08/01 14:59:59","2021/06/04 16:00:00","封印有可可蘿（祭服）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","可可蘿（祭服）的記憶碎片","31155","1","11","31155","0","9999"
"7201132","2030/08/01 14:59:59","2021/06/02 16:00:00","封印有優衣（祭服）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","優衣（祭服）的記憶碎片","31156","1","11","31156","0","9999"
"1022132","2030/08/01 14:59:59","2021/06/27 16:00:00","封印有霞（夏日）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","霞（夏日）的記憶碎片","31157","1","11","31157","0","9999"
"8160222","2030/08/01 14:59:59","2021/07/05 16:00:00","封印有莉瑪（灰姑娘）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","莉瑪（灰姑娘）的記憶碎片","31158","1","11","31158","0","9999"
"6014222","2030/08/01 14:59:59","2021/07/05 16:00:00","封印有真琴（灰姑娘）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","真琴（灰姑娘）的記憶碎片","31159","1","11","31159","0","9999"
"6054132","2030/08/01 14:59:59","2021/07/21 16:00:00","封印有真步（灰姑娘）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","真步（灰姑娘）的記憶碎片","31160","1","11","31160","0","9999"
"1284122","2030/08/01 14:59:59","2021/08/25 16:00:00","封印有克蘿依（聖學祭）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","克蘿依（聖學祭）的記憶碎片","31162","1","11","31162","0","9999"
"3103122","2030/08/01 14:59:59","2021/08/01 16:00:00","封印有琪愛兒（聖學祭）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","琪愛兒（聖學祭）的記憶碎片","31163","1","11","31163","0","9999"
"7241122","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有優妮（聖學祭）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","優妮（聖學祭）的記憶碎片","31164","1","11","31164","0","9999"
"144132","2030/08/01 14:59:59","2021/09/01 16:00:00","封印有祈梨（時空旅行）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","祈梨（時空旅行）的記憶碎片","31165","1","11","31165","0","9999"
"1070122","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有嘉夜（時空旅行）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","嘉夜（時空旅行）的記憶碎片","31166","1","11","31166","0","9999"
"4132","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有碧（工作服）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","碧（工作服）的記憶碎片","31167","1","11","31167","0","9999"
"3060132","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有珠希（工作服）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","珠希（工作服）的記憶碎片","31168","1","11","31168","0","9999"
"6152132","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有美冬（工作服）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","美冬（工作服）的記憶碎片","31169","1","11","31169","0","9999"
"381132","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有惠理子（夏日）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","惠理子（夏日）的記憶碎片","31170","1","11","31170","0","9999"
"2122132","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有靜流（夏日）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","靜流（夏日）的記憶碎片","31171","1","11","31171","0","9999"
"4424132","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有望（夏日）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","望（夏日）的記憶碎片","31172","1","11","31172","0","9999"
"3110132","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有千歌（夏日）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","千歌（夏日）的記憶碎片","31173","1","11","31173","0","9999"
"3262132","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有紡希（夏日）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","紡希（夏日）的記憶碎片","31174","1","11","31174","0","9999"
"6132122","2030/08/01 14:59:59","2015/12/17 15:00:00","深月（大江戶）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","深月（大江戶）的記憶碎片","31175","1","11","31175","0","9999"
"7211122","2030/08/01 14:59:59","2015/12/17 15:00:00","雪（大江戶）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","雪（大江戶）的記憶碎片","31176","1","11","31176","0","9999"
"1004132","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有香織（萬聖節）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","香織（萬聖節）的記憶碎片","31177","1","11","31177","0","9999"
"4144132","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有妮諾（萬聖節）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","妮諾（萬聖節）的記憶碎片","31178","1","11","31178","0","9999"
"2222132","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有鈴奈（萬聖節）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","鈴奈（萬聖節）的記憶碎片","31179","1","11","31179","0","9999"
"1283212","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有克蕾琪塔的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","克蕾琪塔的記憶碎片","31180","1","11","31180","0","9999"
"8092112","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有蘭法的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","蘭法的記憶碎片","31181","1","11","31181","0","9999"
"6124800","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有美空的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","美空的記憶碎片","31182","1","11","31182","0","9999"
"1081112","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有花凜的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","花凜的記憶碎片","31185","1","11","31185","0","9999"
"4351112","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有涅比亞的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","涅比亞的記憶碎片","31186","1","11","31186","0","9999"
"104132","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有伊緒（黑暗）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","伊緒（黑暗）的記憶碎片","31190","1","11","31190","0","9999"
"1202132","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有空花（黑暗）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","空花（黑暗）的記憶碎片","31191","1","11","31191","0","9999"
"6051132","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有真陽（聖誕節）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","真陽（聖誕節）的記憶碎片","31192","1","11","31192","0","9999"
"8144132","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有璃乃（聖誕節）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","璃乃（聖誕節）的記憶碎片","31193","1","11","31193","0","9999"
"6170132","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有宮子（聖誕節）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","宮子（聖誕節）的記憶碎片","31199","1","11","31199","0","9999"
"2122142","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有靜流（黑暗）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","靜流（黑暗）的記憶碎片","31200","1","11","31200","0","9999"
"2103122","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有雪菲（新年）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","雪菲（新年）的記憶碎片","31207","1","11","31207","0","9999"
"8210132","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有流夏（新年）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","流夏（新年）的記憶碎片","31208","1","11","31208","0","9999"
"171132","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有伊莉亞（新年）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","伊莉亞（新年）的記憶碎片","31209","1","11","31209","0","9999"
"5414142","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有貪吃佩可（超載）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","貪吃佩可（超載）的記憶碎片","31210","1","11","31210","0","9999"
"1170122","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有凱留（超載）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","凱留（超載）的記憶碎片","31211","1","11","31211","0","9999"
"8051122","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有拉比林斯達（超載）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","拉比林斯達（超載）的記憶碎片","31212","1","11","31212","0","9999"
"1282132","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有胡桃（舞台）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","胡桃（舞台）的記憶碎片","31213","1","11","31213","0","9999"
"6120132","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有美咲（舞台）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","美咲（舞台）的記憶碎片","31214","1","11","31214","0","9999"
"72122","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有步未（怪盜）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","步未（怪盜）的記憶碎片","31215","1","11","31215","0","9999"
"144122","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有祈梨（怪盜）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","祈梨（怪盜）的記憶碎片","31216","1","11","31216","0","9999"
"94232","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有杏奈（海盜）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","杏奈（海盜）的記憶碎片","31219","1","11","31219","0","9999"
"2144132","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有忍（海盜）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","忍（海盜）的記憶碎片","31220","1","11","31220","0","9999"
"4122","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有碧（露營）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","碧（露營）的記憶碎片","31221","1","11","31221","0","9999"
"7210132","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有優花梨（露營）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","優花梨（露營）的記憶碎片","31222","1","11","31222","0","9999"
"200112","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有班比的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","班比的記憶碎片","31223","1","11","31223","0","9999"
"5174132","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有日和（夏日）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","日和（夏日）的記憶碎片","31224","1","11","31224","0","9999"
"8301142","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有怜（夏日）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","怜（夏日）的記憶碎片","31225","1","11","31225","0","9999"
"7201142","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有優衣（夏日）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","優衣（夏日）的記憶碎片","31226","1","11","31226","0","9999"
"1174132","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有鏡華（夏日）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","鏡華（夏日）的記憶碎片","31227","1","11","31227","0","9999"
"6124132","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有禊（夏日）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","禊（夏日）的記憶碎片","31228","1","11","31228","0","9999"
"6161132","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有美美（夏日）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","美美（夏日）的記憶碎片","31229","1","11","31229","0","9999"
"63112","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有愛梅斯的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","愛梅斯的記憶碎片","31230","1","11","31230","0","9999"
"6054142","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有真步（探險家）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","真步（探險家）的記憶碎片","31231","1","11","31231","0","9999"
"64122","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有綾音（探險家）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","綾音（探險家）的記憶碎片","31232","1","11","31232","0","9999"
"4300112","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有涅婭的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","涅婭的記憶碎片","31233","1","11","31233","0","9999"
"8194132","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有鈴（萬聖節）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","鈴（萬聖節）的記憶碎片","31235","1","11","31235","0","9999"
"3464132","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有智（萬聖節）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","智（萬聖節）的記憶碎片","31236","1","11","31236","0","9999"
"4040132","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有七七香（萬聖節）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","七七香（萬聖節）的記憶碎片","31237","1","11","31237","0","9999"
"1281232","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有克莉絲提娜（狂野）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","克莉絲提娜（狂野）的記憶碎片","31238","1","11","31238","0","9999"
"6032132","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有茉莉（狂野）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","茉莉（狂野）的記憶碎片","31239","1","11","31239","0","9999"
"10132","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有茜里（聖誕節）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","茜里（聖誕節）的記憶碎片","31240","1","11","31240","0","9999"
"7481132","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有依里（聖誕節）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","依里（聖誕節）的記憶碎片","31241","1","11","31241","0","9999"
"2172132","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有純（聖誕節）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","純（聖誕節）的記憶碎片","31242","1","11","31242","0","9999"
"5460122","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有帆稀（新年）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","帆稀（新年）的記憶碎片","31245","1","11","31245","0","9999"
"6120232","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有美里（新年）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","美里（新年）的記憶碎片","31246","1","11","31246","0","9999"
"6132132","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有深月（新年）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","深月（新年）的記憶碎片","31247","1","11","31247","0","9999"
"4424142","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有望（解放者）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","望（解放者）的記憶碎片","31248","1","11","31248","0","9999"
"1070132","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有嘉夜（解放者）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","嘉夜（解放者）的記憶碎片","31249","1","11","31249","0","9999"
"6201132","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有矛依未（解放者）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","矛依未（解放者）的記憶碎片","31250","1","11","31250","0","9999"
"3060142","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有珠希（咖啡廳）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","珠希（咖啡廳）的記憶碎片","31251","1","11","31251","0","9999"
"6441101","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有莫妮卡（咖啡廳）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","莫妮卡（咖啡廳）的記憶碎片","31252","1","11","31252","0","9999"
"1432162","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有可可蘿（遊俠）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","可可蘿（遊俠）的記憶碎片","31253","1","11","31253","0","9999"
"2104132","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有栞（遊俠）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","栞（遊俠）的記憶碎片","31254","1","11","31254","0","9999"
"2101122","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有吉塔（術士）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","吉塔（術士）的記憶碎片","31255","1","11","31255","0","9999"
"5110132","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有碧卡拉的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","碧卡拉的記憶碎片","31256","1","11","31256","0","9999"
"1081122","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有花凜（鍊金術師）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","花凜（鍊金術師）的記憶碎片","31257","1","11","31257","0","9999"
"8181112","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有莉莉（墮落）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","莉莉（墮落）的記憶碎片","31258","1","11","31258","0","9999"
"1281112","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有可璃亞（墮落）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","可璃亞（墮落）的記憶碎片","31260","1","11","31260","0","9999"
"5283212","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有普蕾西亞（墮落）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","普蕾西亞（墮落）的記憶碎片","31261","1","11","31261","0","9999"
"171142","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有伊莉亞（祭服）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","伊莉亞（祭服）的記憶碎片","31262","1","11","31262","0","9999"
"7211144","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有雪（祭服）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","雪（祭服）的記憶碎片","31263","1","11","31263","0","9999"
"1284142","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有克蘿茜的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","克蘿茜的記憶碎片","31264","1","11","31264","0","9999"
"8001112","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有萊拉耶爾的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","萊拉耶爾的記憶碎片","31265","1","11","31265","0","9999"
"4343232","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有似似花（夏日）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","似似花（夏日）的記憶碎片","31266","1","11","31266","0","9999"
"11132","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有秋乃（夏日）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","秋乃（夏日）的記憶碎片","31267","1","11","31267","0","9999"
"7210142","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有優花梨（夏日）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","優花梨（夏日）的記憶碎片","31268","1","11","31268","0","9999"
"8092122","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有蘭法（夏日）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","蘭法（夏日）的記憶碎片","31269","1","11","31269","0","9999"
"1202142","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有空花（夏日）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","空花（夏日）的記憶碎片","31270","1","11","31270","0","9999"
"2144142","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有忍（夏日）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","忍（夏日）的記憶碎片","31271","1","11","31271","0","9999"
"1170152","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有凱留（插班生）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","凱留（插班生）的記憶碎片","31272","1","11","31272","0","9999"
"2222142","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有鈴奈（插班生）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","鈴奈（插班生）的記憶碎片","31273","1","11","31273","0","9999"
"2083142","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有咲戀（薩拉薩利亞）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","咲戀（薩拉薩利亞）的記憶碎片","31275","1","11","31275","0","9999"
"8210142","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有流夏（薩拉薩利亞）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","流夏（薩拉薩利亞）的記憶碎片","31276","1","11","31276","0","9999"
"8194312","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有琳德的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","琳德的記憶碎片","31277","1","11","31277","0","9999"
"282112","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有烏爾姆的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","烏爾姆的記憶碎片","31278","1","11","31278","0","9999"
"5314152","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有貪吃佩可（聖誕節）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","貪吃佩可（聖誕節）的記憶碎片","31279","1","11","31279","0","9999"
"1283222","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有克蕾琪塔（聖誕節）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","克蕾琪塔（聖誕節）的記憶碎片","31280","1","11","31280","0","9999"
"144142","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有祈梨（新年）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","祈梨（新年）的記憶碎片","31283","1","11","31283","0","9999"
"5032132","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有初音（新年）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","初音（新年）的記憶碎片","31284","1","11","31284","0","9999"
"1022142","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有霞（新年）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","霞（新年）的記憶碎片","31285","1","11","31285","0","9999"
"5174142","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有日和（星素）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","日和（星素）的記憶碎片","31287","1","11","31287","0","9999"
"8301152","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有怜（星素）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","怜（星素）的記憶碎片","31288","1","11","31288","0","9999"
"7201152","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有優衣（星素）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","優衣（星素）的記憶碎片","31289","1","11","31289","0","9999"
"381212","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有厄莉絲的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","厄莉絲的記憶碎片","31290","1","11","31290","0","9999"
"7241132","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有優妮（冬日）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","優妮（冬日）的記憶碎片","31293","1","11","31293","0","9999"
"1284132","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有克蘿依（冬日）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","克蘿依（冬日）的記憶碎片","31294","1","11","31294","0","9999"
"3103132","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有琪愛兒（冬日）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","琪愛兒（冬日）的記憶碎片","31295","1","11","31295","0","9999"
"43112","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有安涅默涅的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","安涅默涅的記憶碎片","31296","1","11","31296","0","9999"
"4352112","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有涅妃‧涅羅的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","涅妃‧涅羅的記憶碎片","31297","1","11","31297","0","9999"
"6014232","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有真琴（指揮官）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","真琴（指揮官）的記憶碎片","31298","1","11","31298","0","9999"
"381142","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有惠理子（指揮官）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","惠理子（指揮官）的記憶碎片","31299","1","11","31299","0","9999"
"7060012","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有倭的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","倭的記憶碎片","31300","1","11","31300","0","9999"
"9010012","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有若菜的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","若菜的記憶碎片","31301","1","11","31301","0","9999"
"5252002","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有布武機的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","布武機的記憶碎片","31302","1","11","31302","0","9999"
"1174142","2030/08/01 14:59:59","2015/12/17 15:00:00","封印有鏡華（春日）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","0","鏡華（春日）的記憶碎片","31307","1","11","31307","0","9999"
