b486c8fa185b44bc310423a487e1b92c3de9b8fc026560e3a43ced12fd0571fd,e7e0af9f0a9c17cfb61c5837b3f0ca2d8b6e74f33a449a325298415390ce1edd,a6b13e10aedaf66364bee26022bff66702a11a1bb1cd2a849b51d034b3e4cdcb,924460479590bd289fcd116ccefd82542e8ee9c8e097b98a5311e69f5d6e3c57,058393f3e06cb018d161fc55f6e0ccb0b1d243380ac8a18bf000b209e6ad9e60,494049a9b4ea43a45a9116aaa28e80ac9b0ce7d0df09358327aeab4846d4304a,3f4918204d67e08cf13385b1e2cb7a21511e695424f30334d5c7fd4734021dfd,d921be8f07186053e5f26ff180e396fd0e867e678d85b3b3b12fee4de04083d5,f5bcb98dd65a042d0aa74225d8b7937eb2deffeb4212285115871525a38b8507,02a7def473bd67c4c875200b381f99cf44ef85a41b60cb98eb44811c15615f49,f3430f4fe1d3a9f698aaf6526a13fb4c9ec7307fb25cf2d97f3568949f5ecb8d
"","91","","203","0","12030034","","","","",""
"1","3","0.5","203","3","12030035","","nyx_203_yukari_03","","",""
"1","3","0.5","203","103431","12030036","","nyx_203_yukari_03","","",""
"10","11","","203","103431","12030037","","嘿咻～多喝一點～\n嗯呵呵～麥酒可是\n無所不能的啦～♪","","",""
"","91","","203","0","12030038","","","","",""
"","93","","203","0.1","12030039","","","","",""
"0","3","0.2","203","3","12030040","nyx_203_yukari_05","nyx_203_yukari_06","1","",""
"0","3","0.2","203","103431","12030041","nyx_203_yukari_05","nyx_203_yukari_06","1","",""
"","93","","203","0.5","12030042","","","","",""
"0","3","0.2","203","103231","12030043","nyx_cmn_05","nyx_lookup","1","0.2",""
"","93","","203","2","12030044","","","","",""
"1","12","","203","103231","12030045","","1","","",""
"","4","","203","3","12030046","","1","","",""
"","4","","203","103431","12030047","","1","","",""
"0","3","0.2","203","3","12030048","","nyx_203_yukari_04","","",""
"0","3","0.2","203","103431","12030049","","nyx_203_yukari_04","","",""
"-10","2","","203","3","12030050","0.67","-245","0","",""
"-10","2","","203","103431","12030051","0.67","-245","0","",""
"","93","","203","0.67","12030052","","","","",""
"","93","","203","0.83","12030053","","","","",""
"-10","2","","203","3","12030054","0.5","-265","0","",""
"-10","2","","203","103431","12030055","0.5","-265","0","",""
"","93","","203","0.5","12030056","","","","",""
"-10","2","","203","3","12030057","0.67","-328","0","",""
"-10","2","","203","103431","12030058","0.67","-328","0","",""
"1","3","0.2","203","103231","12030059","","nyx_cmn_04","","",""
"0","3","0.2","203","104831","12030060","nyx_idle_sad","nyx_lookup","1","0.2",""
"","93","","203","0.67","12030061","","","","",""
"-10","2","","203","3","12030062","0.67","-330","0","",""
"-10","2","","203","103431","12030063","0.67","-330","0","",""
"","93","","203","0.67","12030064","","","","",""
"0","3","0.2","203","3","12030065","nyx_203_yukari_06","nyx_203_yukari_05","1","",""
"0","3","0.2","203","103431","12030066","nyx_203_yukari_06","nyx_203_yukari_05","1","",""
"","93","","203","0.66","12030067","","","","",""
"1","12","","203","104831","12030068","","12","","",""
"","93","","203","2","12030069","","","","",""
"1","12","","203","103431","12030070","","9","","",""
"0","3","0.2","203","104631","12030071","nyx_talk_sad","nyx_lookup","1","0.2",""
"","4","","203","3","12030072","","0","","",""
"","4","","203","103431","12030073","","0","","",""
"0","3","0.2","203","3","12030074","","nyx_203_yukari_04","","",""
"0","3","0.2","203","103431","12030075","","nyx_203_yukari_04","","",""
"-10","2","","203","3","12030076","0.67","-285","0","",""
"-10","2","","203","103431","12030077","0.67","-285","0","",""
"","93","","203","0.67","12030078","","","","",""
"","93","","203","0.83","12030079","","","","",""
"-10","2","","203","3","12030080","0.5","-265","0","",""
"-10","2","","203","103431","12030081","0.5","-265","0","",""
"","93","","203","0.5","12030082","","","","",""
"-10","2","","203","3","12030083","0.67","-202","0","",""
"-10","2","","203","103431","12030084","0.67","-202","0","",""
"1","12","","203","104631","12030085","","5","","",""
"","93","","203","0.67","12030086","","","","",""
"-10","2","","203","3","12030087","0.67","-200","0","",""
"-10","2","","203","103431","12030088","0.67","-200","0","",""
"","93","","203","0.67","12030089","","","","",""
"1","3","0.2","203","3","12030090","","nyx_203_yukari_05","","",""
"1","3","0.2","203","103431","12030091","","nyx_203_yukari_05","","",""
"","93","","203","0.66","12030092","","","","",""
"1","3","0.2","203","104631","12030093","","nyx_idle_sad","","",""
"1","12","","203","103431","12030094","","6","","",""
"","4","","203","3","12030095","","0","","",""
"","4","","203","103431","12030096","","0","","",""
"","93","","203","1","12030097","","","","",""
"","101","","203","12030039","12030098","","","","",""
"110","1","1.2","204","1","12040001","121.8","104831","28.5","1","nyx_204_mifuyu_01"
"120","5","1.2","204","2","12040002","121.8","2","28.5","1","nyx_204_mifuyu_01"
"110","1","1.2","204","1","12040003","-278","103431","-286.1","0","nyx_idle_normal"
"140","1","1.2","204","1","12040004","283.5","104631","-286.1","1","nyx_idle_normal"
"110","1","1.2","204","1","12040005","-413","103231","-286.1","0","nyx_idle_normal"
"0","31","1","204","2","12040006","0","1","1","",""
"130","5","1.2","204","3","12040007","109","3","-278","0","nyx_yagura_up_harf"
"-111","31","1","204","14","12040008","34","2","1","",""
"","25","","204","bgm_M347","12040009","","bgm_M347","","",""
"","93","","204","2","12040010","","","","",""
"1","3","0.2","204","104831","12040011","","nyx_204_mifuyu_01","","",""
"1","3","0.2","204","2","12040012","","nyx_204_mifuyu_01","","",""
"10","11","0","204","104831","12040013","","終於……\n完成了呢……","","",""
"","93","","204","0.2","12040014","","","","",""
"0","3","0.2","204","104631","12040015","nyx_204_akino_01_loop","nyx_lookup","1","0.2",""
"","93","","204","0.5","12040016","","","","",""
"1","3","0.2","204","104831","12040017","","nyx_204_mifuyu_02","","",""
"1","3","0.2","204","2","12040018","","nyx_204_mifuyu_02","","",""
"","91","","204","12040013","12040019","","","","",""
"10","11","0","204","104831","12040020","","比起設計階段\n很明顯地增加了\n許多功能呢……","","",""
"","93","","204","1.5","12040021","","","","",""
"0","3","0.2","204","103431","12040022","nyx_lookup_loop","nyx_lookup","1","0.2",""
"","91","","204","12040020","12040023","","","","",""
"","93","","204","0.2","12040024","","","","",""
"0","3","0.2","204","103231","12040025","","nyx_204_akino_01","","",""
"10","11","","204","103231","12040026","","很驚訝對吧！\n這正是我們點子的\n心血結晶！","","",""
"","93","","204","1","12040027","","","","",""
"1","3","0.2","204","103231","12040028","","nyx_204_akino_02","","",""
"","91","","204","12040026","12040029","","","","",""
"","93","","204","0.5","12040030","","","","",""
"10","11","0","204","104831","12040031","","是啊，我是很驚訝……\n沒想到妳們竟然會\n恣意妄為成這樣子","","",""
"","93","","204","0.2","12040032","","","","",""
"1","3","0.2","204","104831","12040033","","nyx_204_mifuyu_03","","0.2",""
"1","3","0.2","204","2","12040034","","nyx_204_mifuyu_03","","0.2",""
"","93","","204","3","12040035","","","","",""
"","91","","204","12040031","12040036","","","","",""
"1","3","","204","104631","12040037","","nyx_talk_sad","","",""
"10","11","","204","104631","12040038","","為、為什麼\n妳在發抖喵？\n美冬…","","",""
"","91","","204","0","12040039","","","","",""
"0","3","0.3","204","104831","12040040","nyx_204_mifuyu_05","nyx_204_mifuyu_04","1","0.3",""
"0","3","0.3","204","2","12040041","nyx_204_mifuyu_05","nyx_204_mifuyu_04","1","0.3",""
"10","11","0","204","104831","12040042","","這不是當然的嗎！\n這一堆毫無用處的\n功能是怎麼回事！","","",""
"","93","","204","0.6","12040043","","","","",""
"0","3","0.3","204","104631","12040044","nyx_idle_surprise2","cmn_shock_def_N","1","0.2",""
"0","3","0.3","204","103431","12040045","nyx_idle_sad","cmn_shock_def_N","1","0.2",""
"0","3","0.3","204","103231","12040046","nyx_idle_surprise1","cmn_shock_def_N","1","0.2",""
"","93","","204","1.5","12040047","","","","",""
"","91","","204","12040042","12040048","","","","",""
"10","11","0","204","104831","12040049","","不管怎麼看都是\n滿滿的浪費……\n太沒有效率了……！","","",""
"","91","","204","0","12040050","","","","",""
"1","3","0.3","204","103431","12040051","","nyx_talk_sad","","0.3",""
"10","11","","204","103431","12040052","","冷、冷靜一點\n美冬……\n這也沒有辦法嘛……","","",""
"","91","","204","0","12040053","","","","",""
"10","11","0","204","104831","12040054","","看到這個\n我怎麼可能還\n冷靜得下來啦～！","","",""
"","93","","204","2.7","12040055","","","","",""
"1","3","0.3","204","103431","12040056","","nyx_cmn_03","","0.3",""
"0","3","0.3","204","104831","12040057","nyx_204_mifuyu_06","nyx_204_mifuyu_07","1","0.3",""
"0","3","0.3","204","2","12040058","nyx_204_mifuyu_06","nyx_204_mifuyu_07","1","0.3",""
"","91","","204","12040052","12040059","","","","",""
"","93","","204","0.5","12040060","","","","",""
"1","4","","204","103431","12040061","","0","","",""
"","93","","204","0.5","12040062","","","","",""
"1","12","","204","103431","12040063","","2","","",""
"","93","","204","1.5","12040064","","","","",""
"1","12","","204","104631","12040065","","17","","",""
"1","3","0.3","204","104631","12040066","","nyx_talk_sad","","0.3",""
"","93","","204","1.5","12040067","","","","",""
"1","4","","204","103431","12040068","","1","","",""
"1","3","0.3","204","104631","12040069","","nyx_idle_sad","","0.3",""
"","93","","204","0.2","12040070","","","","",""
"1","12","","204","103231","12040071","","7","","",""
"0","3","0.3","204","103231","12040072","cmn_pose02_def_N","nyx_talk_joy1","1","0.2",""
"","93","","204","0.1","12040073","","","","",""
"1","3","0.3","204","103431","12040074","","nyx_talk_sad","","0.3",""
"","93","","204","2","12040075","","","","",""
"1","12","","204","104831","12040076","","15","","",""
"","93","","204","2","12040077","","","","",""
"","101","","204","12040061","12040078","","1","","",""
"110","1","1.2","301","1","13010001","-135","111031","-277","0","nyx_301_yuni_01"
"0","31","1","301","3","13010002","0","1","1","",""
"40","31","1","301","17","13010003","-195","2","1","",""
"40","31","0","301","18","13010004","-195","3","1","",""
"40","31","0","301","19","13010005","-195","4","1","",""
"","25","","301","bgm_M347","13010006","","bgm_M347","","",""
"","93","","301","2","13010007","","","","",""
"10","11","","301","111031","13010008","","好朋友X……\n那個真的是\n浪漫的結晶啊……","","",""
"","91","","301","0","13010009","","1","","",""
"10","11","","301","111031","13010010","","由那創新之中所獲得\n的刺激應該以有形的\n方式留存下來才對…","","",""
"","91","","301","0","13010011","","1","","",""
"","93","","301","0.6","13010012","","","","",""
"1","3","0.2","301","111031","13010013","","nyx_103_yuni_02","","",""
"10","11","","301","111031","13010014","","綜上所述\n本來我是打算來蒐集\n好朋友X的殘骸的","","",""
"","91","","301","0","13010015","","1","","",""
"0","3","0.2","301","111031","13010016","nyx_idle_normal","cmn_pose02_def_N","","0.2",""
"10","11","","301","111031","13010017","","但如果只是修理這些\n並單純組裝起來的話\n也不過是仿造品罷了","","",""
"","91","","301","0","13010018","","1","","",""
"0","3","0.2","301","111031","13010019","nyx_103_yuni_04","nyx_103_yuni_03","1","",""
"10","11","","301","111031","13010020","","我要做些個人修改\n像是將機體縮小及\n改良各種功能","","",""
"","91","","301","0","13010021","","1","","",""
"1","3","0.2","301","111031","13010022","","cmn_pose02_def_N","","",""
"10","11","","301","111031","13010023","","嗯，也就是說\n鯛魚燒加上\n麥酒……","","",""
"","91","","301","0","13010024","","","","",""
"","93","","301","0.5","13010025","","","","",""
"1","3","0.2","301","111031","13010026","","nyx_301_yuni_03","","",""
"10","11","","301","111031","13010027","","不對，說到底\n為什麼鯛魚燒和麥酒\n會被裝進去呢","","",""
"","91","","301","0","13010028","","1","","",""
"10","11","","301","111031","13010029","","……真是令人費解啊\n看來似乎有必要先從\n這點開始思考起呢","","",""
"","91","","301","0","13010030","","1","","",""
"1","3","0.2","301","111031","13010031","","nyx_301_yuni_01","","",""
"10","11","","301","111031","13010032","","這是何等的難題啊\n我那對知識的探求心\n蠢蠢欲動了起來","","",""
"","91","","301","0","13010033","","","","",""
"","93","","301","2","13010034","","","","",""
"","4","","301","111031","13010035","","1","","",""
"1","3","0.2","301","111031","13010036","","cmn_walk_def_N","","",""
"-277","2","","301","111031","13010037","1.5","-230","","",""
"","93","","301","1.5","13010038","","","","",""
"0","3","0.2","301","111031","13010039","nyx_idle_normal","nyx_301_yuni_02","1","0.2",""
"","93","","301","3","13010040","","","","",""
"","4","","301","111031","13010041","","0","","",""
"1","3","0.2","301","111031","13010042","","cmn_walk_def_N","","",""
"-277","2","","301","111031","13010043","1.5","-95","","",""
"","93","","301","1.5","13010044","","","","",""
"1","12","","301","111031","13010045","","12","","",""
"0","3","0.2","301","111031","13010046","nyx_idle_normal","nyx_301_yuni_02","1","0.2",""
"","93","","301","0.4","13010047","","","","",""
"","32","","301","3","13010048","","1","","",""
"","93","","301","2.6","13010049","","","","",""
"","4","","301","111031","13010050","","1","","",""
"1","3","0.2","301","111031","13010051","","cmn_walk_def_N","","",""
"-277","2","","301","111031","13010052","1.5","-230","","",""
"","93","","301","1.5","13010053","","","","",""
"1","12","","301","111031","13010054","","13","","",""
"0","3","0.2","301","111031","13010055","nyx_idle_normal","nyx_301_yuni_02","1","0.2",""
"","93","","301","3","13010056","","","","",""
"","4","","301","111031","13010057","","0","","",""
"1","3","0.2","301","111031","13010058","","cmn_walk_def_N","","",""
"-277","2","","301","111031","13010059","1.5","-95","","",""
"","93","","301","1.5","13010060","","","","",""
"0","3","0.2","301","111031","13010061","nyx_idle_normal","nyx_301_yuni_02","1","0.2",""
"","93","","301","0.4","13010062","","","","",""
"","32","","301","4","13010063","","1","","",""
"","93","","301","2.6","13010064","","","","",""
"","4","","301","111031","13010065","","1","","",""
"1","3","0.2","301","111031","13010066","","cmn_walk_def_N","","",""
"-277","2","","301","111031","13010067","1.5","-230","","",""
"","93","","301","1.5","13010068","","","","",""
"0","3","0.2","301","111031","13010069","nyx_idle_normal","nyx_301_yuni_02","1","0.2",""
"","93","","301","3","13010070","","","","",""
"","4","","301","111031","13010071","","0","","",""
"1","3","0.2","301","111031","13010072","","cmn_walk_def_N","","",""
"-277","2","","301","111031","13010073","4","165","","",""
"","93","","301","4","13010074","","","","",""
"1","12","","301","111031","13010075","","12","","",""
"0","3","0.2","301","111031","13010076","nyx_idle_normal","nyx_301_yuni_02","1","0.2",""
"","93","","301","3","13010077","","","","",""
"","4","","301","111031","13010078","","1","","",""
"1","3","0.2","301","111031","13010079","","cmn_walk_def_N","","",""
"-277","2","","301","111031","13010080","4","-230","","",""
"","93","","301","4","13010081","","","","",""
"1","12","","301","111031","13010082","","17","","",""
"0","3","0.2","301","111031","13010083","nyx_idle_normal","cmn_pose02_def_N","1","0.2",""
"","93","","301","4","13010084","","","","",""
"","4","","301","111031","13010085","","0","","",""
"1","3","0.2","301","111031","13010086","","cmn_walk_def_N","","",""
"-277","2","","301","111031","13010087","4","165","","",""
"","93","","301","4","13010088","","","","",""
"0","3","0.2","301","111031","13010089","nyx_303_yuni_01","nyx_301_yuni_02","0","0.2",""
"","93","","301","2.4","13010090","","","","",""
"1","12","","301","111031","13010091","","7","","",""
"","93","","301","1.6","13010092","","","","",""
"","4","","301","111031","13010093","","1","","",""
"1","3","0.2","301","111031","13010094","","cmn_walk_def_N","","",""
"-277","2","","301","111031","13010095","4","-230","","",""
"","93","","301","4","13010096","","","","",""
"1","12","","301","111031","13010097","","2","","",""
"0","3","0.2","301","111031","13010098","cmn_pose02_def_N","nyx_301_yuni_02","1","0.2",""
"","93","","301","4","13010099","","","","",""
"","101","","301","13010071","13010100","","","","",""
"110","1","1.2","302","1","13020001","4000","111031","-277","1","nyx_idle_normal"
"120","5","1.2","302","2","13020002","-200","2","-277","1","NoItem"
"0","31","1","302","3","13020003","0","1","1","",""
"-110","31","0","302","20","13020004","-240","3","1","",""
"40","31","1","302","21","13020005","-195","4","1.2","",""
"","25","","302","bgm_M347","13020006","","bgm_M347","","",""
"","93","","302","2","13020007","","","","",""
"0","3","","302","111031","13020008","nyx_idle_normal","nyx_302_yuni_01","1","0.2",""
"-277","2","","302","111031","13020009","0","-200","","",""
"-279","2","","302","2","13020010","0","-200","","",""
"10","11","","302","111031","13020011","","……噗哈～！","","",""
"","93","","302","0","13020012","","","","",""
"","32","","302","3","13020013","","1","","",""
"","91","","302","13020011","13020014","","","","",""
"10","11","","302","111031","13020015","","不行不行\n差一點就要被埋在\n這堆材料山裡了","","",""
"","91","","302","0","13020016","","","","",""
"0","3","0.2","302","2","13020017","NoItem","nyx_302_yuni_02","1","",""
"0","3","0.2","302","111031","13020018","nyx_idle_normal","nyx_302_yuni_02","1","0.2",""
"10","11","","302","111031","13020019","","只不過因禍得福，\n竟然讓我意外地找到\n一直在找的零件","","",""
"","93","","302","5","13020020","","","","",""
"","4","","302","111031","13020021","","0","","",""
"1","3","0.2","302","111031","13020022","","nyx_cmn_03","","",""
"10","11","","302","111031","13020023","","唔嗯…還真是僥倖\n事已至此，那我就\n再潛航看看吧……","","",""
"","91","","302","0","13020024","","","","",""
"1","3","0.2","302","111031","13020025","","nyx_301_yuni_01","","",""
"10","11","","302","111031","13020026","","這種名為素材潛水的\n全新探索之旅意外的\n是件挺有意義的事呢","","",""
"","91","","302","0","13020027","","1","","",""
"10","11","","302","111031","13020028","","反正萬一溺水的話\n一定會有學弟妹\n注意到我的吧","","",""
"","91","","302","0","13020029","","1","","",""
"0","3","0.2","302","111031","13020030","nyx_302_yuni_04","nyx_302_yuni_03","1","",""
"10","11","","302","111031","13020031","","沒有辦法了\n我要上啦！","","",""
"","91","","302","0","13020032","","1","","",""
"","93","","302","1.5","13020033","","","","",""
"10","11","","302","111031","13020034","","唔。鑽得太深了\n看來……要出不去了！\n快來人！快來人啊！","","",""
"","91","","302","0","13020035","","","","",""
"","93","","302","6","13020036","","","","",""
"1","12","","302","111031","13020037","","2","","",""
"","93","","302","4","13020038","","","","",""
"1","12","","302","111031","13020039","","4","","",""
"","93","","302","4","13020040","","","","",""
"","101","","302","13020036","13020041","","","","",""
"110","1","1.2","303","1","13030001","49","111031","-221.5","1","nyx_303_yuni_07"
"0","31","1","303","4","13030002","0","1","1","",""
"","25","","303","bgm_M347","13030003","","bgm_M347","","",""
"","93","","303","2","13030004","","","","",""
"10","11","","303","111031","13030005","","唔嗯，整個過程雖然\n一波三折……但最後\n總算順利完成了呢","","",""
"","91","","303","0","13030006","","","","",""
"1","3","0.2","303","111031","13030007","","nyx_303_yuni_01_noshadow","","",""
"10","11","","303","111031","13030008","","哼哼哼……最終成果\n真是讓我心滿意足……","","",""
"","91","","303","0","13030009","","","","",""
"10","11","","303","111031","13030010","","外觀的完成度\n自然是無需多言\n值得一提的是功能面","","",""
"","91","","303","0","13030011","","","","",""
"1","3","0.2","303","111031","13030012","","nyx_303_yuni_03","","",""
"10","11","","303","111031","13030013","","來試著進行一下\n動作的測試吧","","",""
"","91","","303","0","13030014","","","","",""
"0","3","0.2","303","111031","13030015","nyx_303_yuni_04","nyx_303_yuni_02","1","0.2",""
"","93","","303","3","13030016","","","","",""
"1","3","0.2","303","111031","13030017","","nyx_303_yuni_07","","",""
"10","11","","303","111031","13030018","","嗯……\n映出表情的功能\n似乎沒有問題呢","","",""
"","91","","303","0","13030019","","","","",""
"0","3","0.2","303","111031","13030020","nyx_303_yuni_04","nyx_303_yuni_09","1","0.2",""
"10","11","","303","111031","13030021","","接下來要測試\n哪一個功能呢……","","",""
"","91","","303","0","13030022","","","","",""
"","93","","303","0.5","13030023","","","","",""
"10","11","","303","111031","13030024","","總而言之先隨便按\n幾個開關……哎呀\n這個按鈕可不行呢","","",""
"","93","","303","1.5","13030025","","","","",""
"0","3","0.2","303","111031","13030026","","nyx_303_yuni_02","","",""
"","93","","303","1","13030027","","","","",""
"0","3","0.2","303","111031","13030028","nyx_303_yuni_05","nyx_303_yuni_06","1","",""
"","93","","303","2","13030029","","","","",""
"10","11","","303","111031","13030030","","……好險好險\n差一點就要\n啟動自爆裝置了","","",""
"","93","","303","0.1","13030031","","","","",""
"1","3","0.2","303","111031","13030032","","nyx_303_yuni_08","","",""
"","91","","303","13030030","13030033","","","","",""
"","93","","303","2","13030034","","","","",""
"0","3","0.2","303","111031","13030035","nyx_303_yuni_04","nyx_303_yuni_09","1","0.2",""
"","93","","303","2","13030036","","","","",""
"0","3","0.2","303","111031","13030037","nyx_303_yuni_03","nyx_303_yuni_02","1","0.2",""
"","93","","303","1.8","13030038","","","","",""
"1","12","","303","111031","13030039","","6","","",""
"","93","","303","3.2","13030040","","","","",""
"0","3","0.2","303","111031","13030041","nyx_303_yuni_04","nyx_303_yuni_09","1","0.2",""
"","93","","303","2","13030042","","","","",""
"0","3","0.2","303","111031","13030043","nyx_303_yuni_08","nyx_303_yuni_02","1","0.2",""
"","93","","303","1.8","13030044","","","","",""
"1","12","","303","111031","13030045","","2","","",""
"","93","","303","1.2","13030046","","","","",""
"","101","","303","13030034","13030047","","","","",""
