ea7685e34aeb5e8a615b5091294a0cd8c16d9e4e967685a738c0777806dc05ee,6ba3726a462eb06d55f6637c59d4c963a8cc5ca6d1656a551fe6a160098ab10a,15169539c0cda374ffc10bfcc8cd7b1abc336b28bac1cd0556ff8df7195144f7,372b2c0f77418592ab24ac4b8779537a283a0ce15ff63567a574854a5fc0e16e,bb380611ec6d4205a6ef177f5b709b5330b5186f4af977e89e7c855bd0ba70b1,b2e332442832409ce181c1377b93aa0a39306e5a1c148557e2d3a30c1a352e7b,e17f03180f725dd7927446eec4864512ea9c6498a1e6dead5e60d364940a9d9d,f42f7f2f11573fede076a73f305368828ced020d0305773b4da3aecc4cb25164,655a91a099e9af7a011bd26dcaa3b74157feed338db5099b8636189c405a19eb,e5459444fb04c61939f9e5f30782268f400aa5e8172dd9b5e60f12467248c698,6e0c622f21e4d1bff4d0ca7292b49f1ce5a3b0119dbf20664a772b2970145bb9
"","13114054","","13114","","","2","93","","",""
"","13114055","","13114","","","1","131","","",""
"","13114056","0","13114","vo_wac_13114_000","","vo_wac_13114","21","","","0"
"0","13114057","10","13114","喂喂，\n這蛋糕真是相當精緻耶。\n這該不會是為了我的生日\n特地準備的吧？","0.5","106511","11","1","0","1"
"","13114058","","13114","","","0","91","","",""
"","13114059","1","13114","wac_birthday_idle_smile","","106511","3","","0.2",""
"","13114060","1","13114","wac_birthday_talk_doya","","106611","3","","0.2",""
"","13114061","0","13114","vo_wac_13114_001","","vo_wac_13114","21","","","0"
"0","13114062","10","13114","呵呵呵，這當然啊！\n好了好了，嘉夜夜！\n妳就儘管好好感謝我吧！","0.5","106611","11","1","0","1"
"","13114063","","13114","","","0","91","","",""
"","13114064","1","13114","wac_birthday_idle_doya","","106611","3","","0.2",""
"","13114065","1","13114","wac_birthday_talk_smile","","106711","3","","0.2",""
"","13114066","0","13114","vo_wac_13114_002","","vo_wac_13114","21","","","0"
"0","13114067","10","13114","祈梨妳不是只有\n偷吃他準備的東西，\n還有在旁邊看而已嗎？","0.5","106711","11","1","0","1"
"","13114068","","13114","","","0","91","","",""
"","13114069","1","13114","wac_birthday_idle_smile","","106711","3","","0.2",""
"","13114070","1","13114","wac_birthday_talk_doya","","106511","3","","0.2",""
"","13114071","0","13114","vo_wac_13114_003","","vo_wac_13114","21","","","0"
"0","13114072","10","13114","哈哈，\n不過老大和祈梨也都有幫忙吧？\n也謝謝你了。託大家的福，\n我似乎能有個難忘的生日。","0.5","106511","11","1","0","1"
"","13114073","","13114","","","0","91","","",""
"","13114074","","13114","","","0","22","","",""
"","14114001","","14114","bgm_M321_2C","","bgm_M321","25","","",""
"0","14114002","250","14114","100911","wac_birthday_idle_normal","1","1","-70","2","-1000"
"1","14114003","256","14114","105611","wac_birthday_idle_smile","1","1","-260","2","170"
"1","14114004","259","14114","102711","wac_birthday_idle_normal","1","1","-310","2","270"
"1","14114005","257","14114","101311","wac_birthday_idle_kyapi","1","1","-270","2","390"
"1","14114006","258","14114","105111","wac_birthday_idle_wish","1","1","-310","2","500"
"","14114007","","14114","300","","100911","13","","",""
"","14114008","","14114","300","","105611","13","","",""
"","14114009","0","14114","501","","501","31","1","0","0"
"","14114010","0","14114","600","","600","31","1","1","0"
"","14114011","0","14114","602","","602","31","1","0","0"
"","14114012","0","14114","603","","603","31","1","0","0"
"","14114013","30","14114","604","","604","31","1","1","60"
"","14114014","0","14114","613","","613","31","1","1","0"
"","14114015","0","14114","700","","700","31","1","0","0"
"","14114016","0","14114","701","","701","31","1","0","0"
"","14114017","0","14114","702","","702","31","1","0","0"
"","14114018","0","14114","800","","800","31","1","0","0"
"","14114019","30","14114","914","","914","31","1","1","60"
"","14114020","","14114","","","1","93","","",""
"0.2","14114021","0","14114","wac_birthday_reaction_03","","102711","3","1","0.2","wac_birthday_reaction_05"
"0.2","14114022","0","14114","wac_birthday_reaction_01","","105611","3","1","0.2","wac_birthday_reaction_03"
"","14114023","","14114","","","0.1","93","","",""
"0.2","14114024","0","14114","wac_birthday_reaction_05","","101311","3","1","0.2","wac_birthday_reaction_03"
"0.2","14114025","0","14114","wac_birthday_reaction_04","","105111","3","1","0.2","wac_birthday_reaction_05"
"","14114026","","14114","","","0.3","93","","",""
"","14114027","1","14114","wac_birthday_anna_run_01","","100911","3","","0.2",""
"","14114028","-70","14114","0","","100911","2","","","3"
"","14114029","","14114","","","2.5","93","","",""
"","14114030","","14114","1","","602","32","","",""
"","14114031","","14114","","","0.6","93","","",""
"","14114032","","14114","1","","501","32","","",""
"","14114033","","14114","0","","600","32","","",""
"","14114034","","14114","0","","613","32","","",""
"","14114035","","14114","0","","604","32","","",""
"","14114036","","14114","1","","701","32","","",""
"","14114037","0","14114","0","","914","33","","","0.01"
"0.2","14114038","0","14114","wac_birthday_blowout_01","","100911","3","1","0.2","wac_birthday_anna_wish_02"
"","14114039","-330","14114","-200","","100911","2","","","0.01"
"","14114040","1","14114","wac_birthday_idle_smile","","105611","3","","0.2",""
"","14114041","-320","14114","150","","105611","2","","","0.01"
"","14114042","1","14114","wac_birthday_idle_normal","","102711","3","","0.2",""
"","14114043","-360","14114","260","","102711","2","","","0.01"
"","14114044","1","14114","wac_birthday_idle_kyapi","","101311","3","","0.2",""
"","14114045","-320","14114","380","","101311","2","","","0.01"
"","14114046","1","14114","wac_birthday_idle_wish","","105111","3","","0.2",""
"","14114047","-340","14114","480","","105111","2","","","0.01"
"","14114048","","14114","","","0","93","","",""
"","14114049","","14114","1","","800","32","","",""
"","14114050","","14114","","","0.7","93","","",""
"","14114051","","14114","1","","702","32","","",""
"","14114052","","14114","","","0.5","93","","",""
"","14114053","0","14114","se_sys_login_birthday_blow_candle","","se_common","23","","",""
"","14114054","","14114","0","","701","32","","",""
"","14114055","","14114","","","0.4","93","","",""
"","14114056","0","14114","se_sys_login_birthday_cracker","","se_common","23","","",""
"","14114057","","14114","1","","700","32","","",""
"","14114058","0","14114","se_sys_login_birthday_calendar_applause","","se_common","23","","",""
"0.2","14114059","0","14114","wac_birthday_clap","","105611","3","1","0.2","wac_birthday_idle_smile"
"0.2","14114060","0","14114","wac_birthday_clap","","101311","3","1","0.2","wac_birthday_idle_kyapi"
"","14114061","","14114","","","0.1","93","","",""
"0.2","14114062","0","14114","wac_birthday_clap","","102711","3","1","0.2","wac_birthday_idle_normal"
"","14114063","","14114","","","0.1","93","","",""
"0.2","14114064","0","14114","wac_birthday_clap_to_wish","","105111","3","1","0.2","wac_birthday_idle_wish"
"","14114065","","14114","","","2","93","","",""
"","14114066","","14114","","","1","131","","",""
"","14114067","0","14114","vo_wac_14114_000","","vo_wac_14114","21","","","0"
"0","14114068","10","14114","這是給我的生日禮物……！？\n唔，被這樣對待的話，\n魔瞳的封印會解開的！\n平、平靜，給我平靜下來……！","0.5","100911","11","1","0","1"
"","14114069","","14114","","","0","91","","",""
"","14114070","1","14114","wac_birthday_idle_sad","","100911","3","","0.2",""
"","14114071","1","14114","wac_birthday_talk_smile","","105611","3","","0.2",""
"","14114072","0","14114","vo_wac_14114_001","","vo_wac_14114","21","","","0"
"0","14114073","10","14114","哈哈，封印在那隻眼裡\n某人，也高興到流淚了吧？\n這樣費時費力地準備蛋糕\n也值得了呢。","0.5","105611","11","1","0","1"
"","14114074","","14114","","","0","91","","",""
"","14114075","1","14114","wac_birthday_idle_smile","","105611","3","","0.2",""
"","14114076","1","14114","wac_birthday_talk_anger","","100911","3","","0.2",""
"","14114077","0","14114","vo_wac_14114_002","","vo_wac_14114","21","","","0"
"0","14114078","10","14114","我、我可沒在哭喔！？\n剛剛只是稍微把\n沾到臉上的顏料擦掉而已……！\n才不是因為覺得被看到很丟臉……","0.5","100911","11","1","0","1"
"","14114079","","14114","","","0","91","","",""
"","14114080","1","14114","wac_birthday_talk_smile","","100911","3","","0.2",""
"","14114081","0","14114","vo_wac_14114_003","","vo_wac_14114","21","","","0"
"0","14114082","10","14114","但、但是那個……謝謝你們大家！\n這真的是幾乎要使我內在封印解開的……\n意外驚喜！所以……\n我會用心品嚐的！我要吃囉！","0.5","100911","11","1","0","1"
"","14114083","","14114","","","0","91","","",""
"","14114084","","14114","","","0","22","","",""
"","14314001","","14314","bgm_M321_2C","","bgm_M321","25","","",""
"0","14314002","250","14314","101711","wac_birthday_idle_normal","1","1","-70","2","-1000"
"1","14314003","256","14314","104311","wac_birthday_idle_normal","1","1","-270","2","200"
"1","14314004","258","14314","101011","wac_birthday_idle_wish","1","1","-310","2","320"
"1","14314005","257","14314","101411","wac_birthday_idle_smile","1","1","-290","2","450"
"","14314006","","14314","300","","101711","13","","",""
"","14314007","","14314","300","","104311","13","","",""
"","14314008","0","14314","501","","501","31","1","0","0"
"","14314009","0","14314","600","","600","31","1","1","0"
"","14314010","0","14314","602","","602","31","1","0","0"
"","14314011","0","14314","603","","603","31","1","0","0"
"","14314012","30","14314","604","","604","31","1","1","60"
"","14314013","0","14314","613","","613","31","1","1","0"
"","14314014","0","14314","700","","700","31","1","0","0"
"","14314015","0","14314","701","","701","31","1","0","0"
"","14314016","0","14314","702","","702","31","1","0","0"
"","14314017","0","14314","800","","800","31","1","0","0"
"","14314018","30","14314","915","","915","31","1","1","60"
"","14314019","","14314","","","1","93","","",""
"0.2","14314020","0","14314","wac_birthday_reaction_03","","101011","3","1","0.2","wac_birthday_reaction_05"
"","14314021","","14314","","","0.1","93","","",""
"0.2","14314022","0","14314","wac_birthday_reaction_02","","104311","3","1","0.2","wac_birthday_reaction_03"
"0.2","14314023","0","14314","wac_birthday_reaction_01","","101411","3","1","0.2","wac_birthday_reaction_03"
"","14314024","","14314","","","0.3","93","","",""
"","14314025","1","14314","wac_birthday_run_01","","101711","3","","0.2",""
"","14314026","-70","14314","0","","101711","2","","","3"
"","14314027","","14314","","","2.5","93","","",""
"","14314028","","14314","1","","602","32","","",""
"","14314029","","14314","","","0.6","93","","",""
"","14314030","","14314","1","","501","32","","",""
"","14314031","","14314","0","","600","32","","",""
"","14314032","","14314","0","","613","32","","",""
"","14314033","","14314","0","","604","32","","",""
"","14314034","","14314","1","","701","32","","",""
"","14314035","0","14314","0","","915","33","","","0.01"
"0.2","14314036","0","14314","wac_birthday_blowout_02","","101711","3","1","0.2","wac_birthday_wish_02"
"","14314037","-330","14314","-200","","101711","2","","","0.01"
"","14314038","1","14314","wac_birthday_idle_normal","","104311","3","","0.2",""
"","14314039","-320","14314","180","","104311","2","","","0.01"
"","14314040","1","14314","wac_birthday_idle_wish","","101011","3","","0.2",""
"","14314041","-360","14314","300","","101011","2","","","0.01"
"","14314042","1","14314","wac_birthday_idle_smile","","101411","3","","0.2",""
"","14314043","-340","14314","430","","101411","2","","","0.01"
"","14314044","","14314","","","0","93","","",""
"","14314045","","14314","1","","800","32","","",""
"","14314046","","14314","","","0.7","93","","",""
"","14314047","","14314","1","","702","32","","",""
"","14314048","","14314","","","0.5","93","","",""
"","14314049","0","14314","se_sys_login_birthday_blow_candle","","se_common","23","","",""
"","14314050","","14314","0","","701","32","","",""
"","14314051","","14314","","","0.4","93","","",""
"","14314052","0","14314","se_sys_login_birthday_cracker","","se_common","23","","",""
"","14314053","","14314","1","","700","32","","",""
"","14314054","0","14314","se_sys_login_birthday_calendar_applause","","se_common","23","","",""
"0.2","14314055","0","14314","wac_birthday_clap","","104311","3","1","0.2","wac_birthday_idle_normal"
"","14314056","","14314","","","0.1","93","","",""
"0.2","14314057","0","14314","wac_birthday_clap_to_wish","","101011","3","1","0.2","wac_birthday_idle_wish"
"","14314058","","14314","","","0.1","93","","",""
"0.2","14314059","0","14314","wac_birthday_clap","","101411","3","1","0.2","wac_birthday_idle_smile"
"","14314060","","14314","","","2","93","","",""
"","14314061","","14314","","","1","131","","",""
"","14314062","0","14314","vo_wac_14314_000","","vo_wac_14314","21","","","0"
"0","14314063","10","14314","哇啊，這個生日蛋糕……！\n是大家一起做給我的呀～？\n我從沒看過\n這麼大的蛋糕耶──！","0.5","101711","11","1","0","1"
"","14314064","","14314","","","0","91","","",""
"","14314065","1","14314","wac_birthday_idle_kyapi","","101711","3","","0.2",""
"","14314066","1","14314","wac_birthday_talk_doya","","104311","3","","0.2",""
"","14314067","0","14314","vo_wac_14314_001","","vo_wac_14314","21","","","0"
"0","14314068","10","14314","嘿嘿，做了不習慣的事，\n但我也有幫了一點忙喔。\n那個、像切草莓之類的……\n真的只有幫到一點點就是了！","0.5","104311","11","1","0","1"
"","14314069","","14314","","","0","91","","",""
"","14314070","1","14314","wac_birthday_idle_doya","","104311","3","","0.2",""
"","14314071","1","14314","wac_birthday_talk_smile","","101711","3","","0.2",""
"","14314072","0","14314","vo_wac_14314_002","","vo_wac_14314","21","","","0"
"0","14314073","10","14314","欸嘿嘿，我真的是說不出的\n開心～！若要將這份心情\n傳達給大家……\n就只能唱歌跳舞了──！","0.5","101711","11","1","0","1"
"","14314074","","14314","","","0","91","","",""
"","14314075","1","14314","wac_birthday_talk_kyapi","","101711","3","","0.2",""
"","14314076","0","14314","vo_wac_14314_003","","vo_wac_14314","21","","","0"
"0","14314077","10","14314","好，大家也一起來唱歌嘛～！\n這麼一來，\n我就會展現前所未有的\n最棒舞姿給你們看喔！","0.5","101711","11","1","0","1"
"","14314078","","14314","","","0","91","","",""
"","14314079","","14314","","","0","22","","",""
"","14714001","","14714","bgm_M321_2C","","bgm_M321","25","","",""
"0","14714002","250","14714","105611","wac_birthday_idle_normal","1","1","-70","2","-1000"
"1","14714003","256","14714","100911","wac_birthday_idle_doya","1","1","-260","2","170"
"1","14714004","259","14714","105111","wac_birthday_idle_normal","1","1","-310","2","250"
"1","14714005","257","14714","102711","wac_birthday_idle_wish","1","1","-270","2","370"
"1","14714006","258","14714","101311","wac_birthday_idle_smile","1","1","-310","2","500"
"","14714007","","14714","300","","105611","13","","",""
"","14714008","","14714","300","","100911","13","","",""
"","14714009","0","14714","501","","501","31","1","0","0"
"","14714010","0","14714","600","","600","31","1","1","0"
"","14714011","0","14714","602","","602","31","1","0","0"
"","14714012","0","14714","603","","603","31","1","0","0"
"","14714013","30","14714","604","","604","31","1","1","60"
"","14714014","0","14714","613","","613","31","1","1","0"
"","14714015","0","14714","700","","700","31","1","0","0"
"","14714016","0","14714","701","","701","31","1","0","0"
"","14714017","0","14714","702","","702","31","1","0","0"
"","14714018","0","14714","800","","800","31","1","0","0"
"","14714019","30","14714","916","","916","31","1","1","60"
"","14714020","","14714","","","1","93","","",""
"0.2","14714021","0","14714","wac_birthday_reaction_01","","105111","3","1","0.2","wac_birthday_reaction_04"
"0.2","14714022","0","14714","wac_birthday_reaction_02","","100911","3","1","0.2","wac_birthday_reaction_03"
"","14714023","","14714","","","0.1","93","","",""
"0.2","14714024","0","14714","wac_birthday_reaction_05","","102711","3","1","0.2","wac_birthday_reaction_03"
"0.2","14714025","0","14714","wac_birthday_reaction_03","","101311","3","1","0.2","wac_birthday_reaction_05"
"","14714026","","14714","","","0.3","93","","",""
"","14714027","1","14714","wac_birthday_run_01","","105611","3","","0.2",""
"","14714028","-70","14714","0","","105611","2","","","3"
"","14714029","","14714","","","2.5","93","","",""
"","14714030","","14714","1","","602","32","","",""
"","14714031","","14714","","","0.6","93","","",""
"","14714032","","14714","1","","501","32","","",""
"","14714033","","14714","0","","600","32","","",""
"","14714034","","14714","0","","613","32","","",""
"","14714035","","14714","0","","604","32","","",""
"","14714036","","14714","1","","701","32","","",""
"","14714037","0","14714","0","","916","33","","","0.01"
"0.2","14714038","0","14714","wac_birthday_blowout_01","","105611","3","1","0.2","wac_birthday_wish_01"
"","14714039","-330","14714","-200","","105611","2","","","0.01"
"","14714040","1","14714","wac_birthday_idle_doya","","100911","3","","0.2",""
"","14714041","-320","14714","150","","100911","2","","","0.01"
"","14714042","1","14714","wac_birthday_idle_normal","","105111","3","","0.2",""
"","14714043","-360","14714","260","","105111","2","","","0.01"
"","14714044","1","14714","wac_birthday_idle_wish","","102711","3","","0.2",""
"","14714045","-320","14714","380","","102711","2","","","0.01"
"","14714046","1","14714","wac_birthday_idle_smile","","101311","3","","0.2",""
"","14714047","-340","14714","500","","101311","2","","","0.01"
"","14714048","","14714","","","0","93","","",""
"","14714049","","14714","1","","800","32","","",""
"","14714050","","14714","","","0.7","93","","",""
"","14714051","","14714","1","","702","32","","",""
"","14714052","","14714","","","0.5","93","","",""
"","14714053","0","14714","se_sys_login_birthday_blow_candle","","se_common","23","","",""
"","14714054","","14714","0","","701","32","","",""
"","14714055","","14714","","","0.4","93","","",""
"","14714056","0","14714","se_sys_login_birthday_cracker","","se_common","23","","",""
"","14714057","","14714","1","","700","32","","",""
"","14714058","0","14714","se_sys_login_birthday_calendar_applause","","se_common","23","","",""
"0.2","14714059","0","14714","wac_birthday_clap","","100911","3","1","0.2","wac_birthday_idle_doya"
"0.2","14714060","0","14714","wac_birthday_clap_to_wish","","102711","3","1","0.2","wac_birthday_idle_wish"
"","14714061","","14714","","","0.1","93","","",""
"0.2","14714062","0","14714","wac_birthday_clap","","105111","3","1","0.2","wac_birthday_idle_normal"
"","14714063","","14714","","","0.1","93","","",""
"0.2","14714064","0","14714","wac_birthday_clap","","101311","3","1","0.2","wac_birthday_idle_smile"
"","14714065","","14714","","","2","93","","",""
"","14714066","","14714","","","1","131","","",""
"","14714067","0","14714","vo_wac_14714_000","","vo_wac_14714","21","","","0"
"0","14714068","10","14714","哦……這可真是嚇了我一跳。\n沒想到你們竟然做了這種準備。\n我雖然記得你們的生日，\n卻完全忘了自己的呢。","0.5","105611","11","1","0","1"
"","14714069","","14714","","","0","91","","",""
"","14714070","1","14714","wac_birthday_idle_smile","","105611","3","","0.2",""
"","14714071","1","14714","wac_birthday_talk_doya","","100911","3","","0.2",""
"","14714072","0","14714","vo_wac_14714_001","","vo_wac_14714","21","","","0"
"0","14714073","10","14714","嗯，因為平常受了流夏很多照顧嘛！\n當然要好好為妳慶祝生日囉！\n順帶一提，蠟燭是我擺的喔！\n瞧，很完美的平衡對吧！？","0.5","100911","11","1","0","1"
"","14714074","","14714","","","0","91","","",""
"","14714075","1","14714","wac_birthday_idle_doya","","100911","3","","0.2",""
"","14714076","1","14714","wac_birthday_talk_smile","","105611","3","","0.2",""
"","14714077","0","14714","vo_wac_14714_002","","vo_wac_14714","21","","","0"
"0","14714078","10","14714","是啊，的確很厲害。\n看起來就像從畫中\n跑出來的一樣……謝謝。\n我會用心品嚐的。","0.5","105611","11","1","0","1"
"","14714079","","14714","","","0","91","","",""
"","14714080","1","14714","wac_birthday_talk_doya","","105611","3","","0.2",""
"","14714081","0","14714","vo_wac_14714_003","","vo_wac_14714","21","","","0"
"0","14714082","10","14714","好了，你們也吃吧。\n難得你們為我\n準備了美食，大家一起\n開心地享受吧♪","0.5","105611","11","1","0","1"
"","14714083","","14714","","","0","91","","",""
"","14714084","","14714","","","0","22","","",""
"","16114001","","16114","bgm_M321_2C","","bgm_M321","25","","",""
"0","16114002","250","16114","106811","wac_birthday_idle_normal","1","1","-70","2","-1000"
"1","16114003","256","16114","101111","wac_birthday_idle_smile","1","1","-270","2","230"
"1","16114004","257","16114","104911","wac_birthday_idle_normal","1","1","-310","2","410"
"","16114005","","16114","300","","106811","13","","",""
"","16114006","","16114","300","","101111","13","","",""
"","16114007","","16114","300","","104911","13","","",""
"","16114008","0","16114","501","","501","31","1","0","0"
"","16114009","0","16114","600","","600","31","1","1","0"
"","16114010","0","16114","602","","602","31","1","0","0"
"","16114011","0","16114","603","","603","31","1","0","0"
"","16114012","30","16114","604","","604","31","1","1","60"
"","16114013","0","16114","613","","613","31","1","1","0"
"","16114014","0","16114","700","","700","31","1","0","0"
"","16114015","0","16114","701","","701","31","1","0","0"
"","16114016","0","16114","702","","702","31","1","0","0"
"","16114017","0","16114","800","","800","31","1","0","0"
"","16114018","30","16114","917","","917","31","1","1","60"
"","16114019","","16114","","","1","93","","",""
"0.2","16114020","0","16114","wac_birthday_reaction_05","","104911","3","1","0.2","wac_birthday_reaction_03"
"","16114021","","16114","","","0.1","93","","",""
"0.2","16114022","0","16114","wac_birthday_reaction_03","","101111","3","1","0.2","wac_birthday_reaction_05"
"","16114023","","16114","","","0.3","93","","",""
"","16114024","1","16114","wac_birthday_run_01","","106811","3","","0.2",""
"","16114025","-70","16114","0","","106811","2","","","3"
"","16114026","","16114","","","2.5","93","","",""
"","16114027","","16114","1","","602","32","","",""
"","16114028","","16114","","","0.6","93","","",""
"","16114029","","16114","1","","501","32","","",""
"","16114030","","16114","0","","600","32","","",""
"","16114031","","16114","0","","613","32","","",""
"","16114032","","16114","0","","604","32","","",""
"","16114033","","16114","1","","701","32","","",""
"","16114034","0","16114","0","","917","33","","","0.01"
"0.2","16114035","0","16114","wac_birthday_blowout_01","","106811","3","1","0.2","wac_birthday_wish_01"
"","16114036","-330","16114","-200","","106811","2","","","0.01"
"","16114037","1","16114","wac_birthday_idle_smile","","101111","3","","0.2",""
"","16114038","-320","16114","180","","101111","2","","","0.01"
"","16114039","1","16114","wac_birthday_idle_normal","","104911","3","","0.2",""
"","16114040","-340","16114","320","","104911","2","","","0.01"
"","16114041","","16114","","","0","93","","",""
"","16114042","","16114","1","","800","32","","",""
"","16114043","","16114","","","0.7","93","","",""
"","16114044","","16114","1","","702","32","","",""
"","16114045","","16114","","","0.5","93","","",""
"","16114046","0","16114","se_sys_login_birthday_blow_candle","","se_common","23","","",""
"","16114047","","16114","0","","701","32","","",""
"","16114048","","16114","","","0.4","93","","",""
"","16114049","0","16114","se_sys_login_birthday_cracker","","se_common","23","","",""
"","16114050","","16114","1","","700","32","","",""
"","16114051","0","16114","se_sys_login_birthday_calendar_applause","","se_common","23","","",""
"0.2","16114052","0","16114","wac_birthday_clap","","101111","3","1","0.2","wac_birthday_idle_smile"
"","16114053","","16114","","","0.1","93","","",""
"0.2","16114054","0","16114","wac_birthday_clap","","104911","3","1","0.2","wac_birthday_idle_normal"
"","16114055","","16114","","","2","93","","",""
"","16114056","","16114","","","1","131","","",""
"","16114057","0","16114","vo_wac_16114_000","","vo_wac_16114","21","","","0"
"0","16114058","10","16114","這可真是……嚇了我一跳。\n這蛋糕真壯觀耶。\n是特地為我準備的？\n真令人開心啊。","0.5","106811","11","1","0","1"
"","16114059","","16114","","","0","91","","",""
"","16114060","1","16114","wac_birthday_idle_normal","","106811","3","","0.2",""
"","16114061","1","16114","wac_birthday_talk_smile","","101111","3","","0.2",""
"","16114062","0","16114","vo_wac_16114_001","","vo_wac_16114","21","","","0"
"0","16114063","10","16114","畢竟一直都受會長\n照顧了呀♪\n是哥哥和我們大家\n一起做的喔！","0.5","101111","11","1","0","1"
"","16114064","","16114","","","0","91","","",""
"","16114065","1","16114","wac_birthday_idle_smile","","101111","3","","0.2",""
"","16114066","1","16114","wac_birthday_talk_wish","","104911","3","","0.2",""
"","16114067","0","16114","vo_wac_16114_002","","vo_wac_16114","21","","","0"
"0","16114068","10","16114","這裡頭傾注了大量\n在可麗餅店培養的技術，\n是姐姐與弟弟的愛之傑作唷！\n來，會長，吃吧吃吧。","0.5","104911","11","1","0","1"
"","16114069","","16114","","","0","91","","",""
"","16114070","1","16114","wac_birthday_idle_wish","","104911","3","","0.2",""
"","16114071","1","16114","wac_birthday_talk_doya","","101111","3","","0.2",""
"","16114072","0","16114","vo_wac_16114_003","","vo_wac_16114","21","","","0"
"0","16114073","10","16114","妹妹！妹妹也在喔！\n姐姐！","0.5","101111","11","1","0","1"
"","16114074","","16114","","","0","91","","",""
"","16114075","1","16114","wac_birthday_idle_doya","","101111","3","","0.2",""
"","16114076","1","16114","wac_birthday_talk_smile","","106811","3","","0.2",""
"","16114077","0","16114","vo_wac_16114_004","","vo_wac_16114","21","","","0"
"0","16114078","10","16114","哈哈，這我自己一個人\n可吃不完呢。\n你當然會幫我一起吃\n對吧？少年？","0.5","106811","11","1","0","1"
"","16114079","","16114","","","0","91","","",""
"","16114080","","16114","","","0","22","","",""
"","16414001","","16414","bgm_M321_2C","","bgm_M321","25","","",""
"0","16414002","250","16414","105311","wac_birthday_idle_normal","1","1","-70","2","-1000"
"1","16414003","256","16414","103011","wac_birthday_idle_doya","1","1","-260","2","170"
"1","16414004","259","16414","100811","wac_birthday_idle_smile","1","1","-310","2","270"
"1","16414005","257","16414","104511","wac_birthday_idle_normal","1","1","-270","2","400"
"1","16414006","258","16414","105511","wac_birthday_idle_wish","1","1","-310","2","500"
"","16414007","","16414","300","","105311","13","","",""
"","16414008","","16414","300","","103011","13","","",""
"","16414009","0","16414","501","","501","31","1","0","0"
"","16414010","0","16414","600","","600","31","1","1","0"
"","16414011","0","16414","602","","602","31","1","0","0"
"","16414012","0","16414","603","","603","31","1","0","0"
"","16414013","30","16414","604","","604","31","1","1","60"
"","16414014","0","16414","613","","613","31","1","1","0"
"","16414015","0","16414","700","","700","31","1","0","0"
"","16414016","0","16414","701","","701","31","1","0","0"
"","16414017","0","16414","702","","702","31","1","0","0"
"","16414018","0","16414","800","","800","31","1","0","0"
"","16414019","30","16414","918","","918","31","1","1","60"
"","16414020","","16414","","","1","93","","",""
"0.2","16414021","0","16414","wac_birthday_reaction_03","","100811","3","1","0.2","wac_birthday_reaction_05"
"0.2","16414022","0","16414","wac_birthday_reaction_01","","103011","3","1","0.2","wac_birthday_reaction_03"
"","16414023","","16414","","","0.1","93","","",""
"0.2","16414024","0","16414","wac_birthday_reaction_01","","104511","3","1","0.2","wac_birthday_reaction_04"
"0.2","16414025","0","16414","wac_birthday_reaction_05","","105511","3","1","0.2","wac_birthday_reaction_03"
"","16414026","","16414","","","0.3","93","","",""
"","16414027","1","16414","wac_birthday_run_01","","105311","3","","0.2",""
"","16414028","-70","16414","0","","105311","2","","","3"
"","16414029","","16414","","","2.5","93","","",""
"","16414030","","16414","1","","602","32","","",""
"","16414031","","16414","","","0.6","93","","",""
"","16414032","","16414","1","","501","32","","",""
"","16414033","","16414","0","","600","32","","",""
"","16414034","","16414","0","","613","32","","",""
"","16414035","","16414","0","","604","32","","",""
"","16414036","","16414","1","","701","32","","",""
"","16414037","0","16414","0","","918","33","","","0.01"
"0.2","16414038","0","16414","wac_birthday_blowout_03","","105311","3","1","0.2","wac_birthday_wish_01"
"","16414039","-330","16414","-200","","105311","2","","","0.01"
"","16414040","1","16414","wac_birthday_idle_doya","","103011","3","","0.2",""
"","16414041","-320","16414","150","","103011","2","","","0.01"
"","16414042","1","16414","wac_birthday_idle_smile","","100811","3","","0.2",""
"","16414043","-360","16414","260","","100811","2","","","0.01"
"","16414044","1","16414","wac_birthday_idle_normal","","104511","3","","0.2",""
"","16414045","-320","16414","390","","104511","2","","","0.01"
"","16414046","1","16414","wac_birthday_idle_wish","","105511","3","","0.2",""
"","16414047","-340","16414","490","","105511","2","","","0.01"
"","16414048","","16414","","","0","93","","",""
"","16414049","","16414","1","","800","32","","",""
"","16414050","","16414","","","0.7","93","","",""
"","16414051","","16414","1","","702","32","","",""
"","16414052","","16414","","","0.5","93","","",""
"","16414053","0","16414","se_sys_login_birthday_blow_candle","","se_common","23","","",""
"","16414054","","16414","0","","701","32","","",""
"","16414055","","16414","","","0.4","93","","",""
"","16414056","0","16414","se_sys_login_birthday_cracker","","se_common","23","","",""
"","16414057","","16414","1","","700","32","","",""
"","16414058","0","16414","se_sys_login_birthday_calendar_applause","","se_common","23","","",""
"0.2","16414059","0","16414","wac_birthday_clap","","103011","3","1","0.2","wac_birthday_idle_doya"
"0.2","16414060","0","16414","wac_birthday_clap","","104511","3","1","0.2","wac_birthday_idle_normal"
"","16414061","","16414","","","0.1","93","","",""
"0.2","16414062","0","16414","wac_birthday_clap","","100811","3","1","0.2","wac_birthday_idle_smile"
"","16414063","","16414","","","0.1","93","","",""
"0.2","16414064","0","16414","wac_birthday_clap_to_wish","","105511","3","1","0.2","wac_birthday_idle_wish"
"","16414065","","16414","","","2","93","","",""
