1b52530787176794c10f317151da15f96ae0386f8ea52fd59792a24daaa48b98,f5a773a267dd7f4dd8f6eac98f77b0ca3c331db3074803d9b88c438b420a08db,2739997b16bf09b4bd02d618ed0a842cef2318dad6e439252e3b1594824b136b,05656d54a1ee6b9afab15427167095078deb0f3b83fd136d31ae4642e16ddd2f,c13732f39e75d936b4915b0d7c040745708238373b9b2afe3bc38fad6d9a1444,b5ffc4dc39a5824fba581fe559f16a8162f906dc8be6f86e5667ce1e9af9355d,03d6fae755c73bdabe657392b249b86d3a0bc5770879f73250fb996020d0f58b,3983d946a6f0f3520f5bd47f4b3ab2df8a103707e72c93d96f175d04e3934e16,19752ede12f9c5374dab07e3ddebfe1e5b73a0c8f1ace200af33eb9e147c9d72,6b152b2d17d2085d58c78f1a6ab232be6fcc0279c2693474bf5a8f503a7801e0,0e10c55c9ad3832259904a9f08c1f14c76435a032dfb4f6920c741e4cbe114cc,1d38fc51c151899fc78c5fea5b3b033b48342577aaca91ba70de952c8e94dfda,018566c928a8f197876661825a818835caecc2ba300869a101f2423f6c464f01,cd381740592f0a48922a20fdbc132beebb6096c8dc17abce9e8274bf057e99c3,7b1613dc9a2d8a6443ba82813f34cc24a213960de02a4fe1ddf7579a1cc5c58d,fba79596392817cafb0c443beca936e6fe15da87038cb439ab77249add5fe9ac,ec6d9b3097f1b8ff229539e2ccddeca34bc062c265090a8f44cfb3df31aa760c,ffa3e7fd3ec45a210da044d6daec36a8ba2d24eac6894ca1a3d9a139adf93ede,042911a7a26f9b81d9783c216ef8af1d888083ceeaec6d54b83c4b602498682f,16ce158056d80b4b45dfe3cf0df8a74e0f2ad2dc0294ddde2aefc88b4fc0b77a,3ab7f60b58d415a088a76f6d339db9334d34ea167b38a0ebed21c20eef62c0be,97bd27e33b14115a2eaedbf1ffda1b98c5cd9480f9eb6743a7757f1838d12fe0,14c7350a7635e9d83336ef1b7d14b2a544d10f3bbba4aae0073a9518b74fed77,4d71a1fbc5023434c513ce0cf11e1b5cfb60549e414bd31ee0fe8f70937c8171,5b7a82fbbba8fbf8254fab6d8bba23842e1c57d2b13d215ae243da1f2fcf8659,7ef1d5c37874605d0b83259afe1ff0c6020c774f2a6aa7d6d393e5e02e76bd19,1713c6b3d8718d17e0d2d13a0d8f24069ee8e869c4694b2ac89dad58c13461e8,c41dc6766a66e91d61451296c07ff646f7b601a82682688c56ab9fd1da9322e8,7fbc9f4bd907bb2c6d174ca18f6cebb69b023fb33db65c83dd7d9c0e923e043a,a10f474315ed5b00ba5ac5ed4f11ec4af7579d95b365bc9d3ca10e665ceb52a0,40b58e12c02c25d841cff60f3824c5ea94c8250f19e42cb3c660f9dab9ff534b,5359cec3e9ba00005232143066565efac02cead27525f3cf572bdfc0e45e1598,6e373adb9c4f791ed4165adb1ca9b125edfbe6144ca734c3fe034feac336077e,f72ad3745eb0015e23f6ec495497eb7c04dbeca1a35717d72ca660724e577b1c,48bf28a827388f6a0505e49dc7546bde93eaff8d49265a04650e0541a7f2abad,6a0116dff4d26a237af36198afdfa66a304bed4dccbbb116489f9bafd83c564a,38acdba66b34f90a070be64db2b837581e05eaf1219af59484317ac0c07aa980,056f09a04782ecff71809cee61614fd0cdb29d569eecf5384e58e892fa824918,4f645d092bcaaf47aae302bcb630011281bb7e5498264fb60d27259773270de9,485034f8b4f5961a45af152240dea852ac8b7dab3f6783e3910f3549009b76db
"1","29","29","29","0","29","0","0","1","0","0","29","4074","35","0","0","670090029","29","29","29","0","29","29","200000001","446","29","30","0","10","29","10","35","29","29","29","200900","29","29","0","1"
"1","30","30","30","0","30","0","0","1","0","0","30","4317","35","0","0","670090030","30","30","30","0","30","30","200000001","463","30","30","0","10","30","10","35","30","30","30","200900","30","30","0","1"
"1","31","31","31","0","31","0","0","1","0","0","31","5144","37","0","0","670090031","31","31","31","0","31","31","200000001","501","31","30","0","10","31","10","36","31","31","31","200900","31","31","0","1"
"1","32","32","32","0","32","0","0","1","0","0","32","5969","40","0","0","670090032","32","32","32","0","32","32","200000001","538","32","30","0","10","32","10","39","32","32","32","200900","32","32","0","1"
"1","33","33","33","0","33","0","0","1","0","0","33","6796","41","0","0","670090033","33","33","33","0","33","33","200000001","575","33","30","0","10","33","10","41","33","33","33","200900","33","33","0","1"
"1","34","34","34","0","34","0","0","1","0","0","34","7623","42","0","0","670090034","34","34","34","0","34","34","200000001","613","34","30","0","10","34","10","42","34","34","34","200900","34","34","0","1"
"1","35","35","35","0","35","0","0","1","0","0","35","8448","44","0","0","670090035","35","35","35","0","35","35","200000001","651","35","30","0","10","35","10","45","35","35","35","200900","35","35","0","1"
"1","36","36","36","0","36","0","0","1","0","0","36","9275","46","0","0","670090036","36","36","36","0","36","36","200000001","688","36","30","0","10","36","10","46","36","36","36","200900","36","36","0","1"
"1","37","37","37","0","37","0","0","1","0","0","37","10100","48","0","0","670090037","37","37","37","0","37","37","200000001","726","37","30","0","10","37","10","49","37","37","37","200900","37","37","0","1"
"1","38","38","38","0","38","0","0","1","0","0","38","10927","49","0","0","670090038","38","38","38","0","38","38","200000001","764","38","30","0","10","38","10","50","38","38","38","200900","38","38","0","1"
"1","39","39","39","0","39","0","0","1","0","0","39","11754","50","0","0","670090039","39","39","39","0","39","39","200000001","801","39","30","0","10","39","10","52","39","39","39","200900","39","39","0","1"
"1","40","40","40","0","40","0","0","1","0","0","40","12579","53","0","0","670090040","40","40","40","0","40","40","200000001","838","40","30","0","10","40","10","55","40","40","40","200900","40","40","0","1"
"1","41","41","41","0","41","0","0","1","0","0","41","13406","55","0","0","670090041","41","41","41","0","41","41","200000001","876","41","30","0","10","41","10","56","41","41","41","200900","41","41","0","1"
"1","42","42","42","0","42","0","0","1","0","0","42","14465","60","0","0","670090042","42","42","42","0","42","42","200000001","925","42","30","0","10","42","10","60","42","42","42","200900","42","42","0","1"
"1","43","43","43","0","43","0","0","1","0","0","43","15523","64","0","0","670090043","43","43","43","0","43","43","200000001","971","43","30","0","10","43","10","66","43","43","43","200900","43","43","0","1"
"1","44","44","44","0","44","0","0","1","0","0","44","16582","68","0","0","670090044","44","44","44","0","44","44","200000001","1020","44","30","0","10","44","10","70","44","44","44","200900","44","44","0","1"
"1","45","45","45","0","45","0","0","1","0","0","45","17640","72","0","0","670090045","45","45","45","0","45","45","200000001","1067","45","30","0","10","45","10","76","45","45","45","200900","45","45","0","1"
"1","46","46","46","0","46","0","0","1","0","0","46","19566","76","0","0","670090046","46","46","46","0","46","46","200000001","1120","46","30","0","10","46","10","80","46","46","46","200900","46","46","0","1"
"1","47","47","47","0","47","0","0","1","0","0","47","21491","82","0","0","670090047","47","47","47","0","47","47","200000001","1175","47","30","0","10","47","10","85","47","47","47","200900","47","47","0","1"
"1","48","48","48","0","48","0","0","1","0","0","48","23417","86","0","0","670090048","48","48","48","0","48","48","200000001","1229","48","30","0","10","48","10","91","48","48","48","200900","48","48","0","1"
"1","49","49","49","0","49","0","0","1","0","0","49","25343","90","0","0","670090049","49","49","49","0","49","49","200000001","1283","49","30","0","10","49","10","97","49","49","49","200900","49","49","0","1"
"1","50","50","50","0","50","0","0","1","0","0","50","27269","95","0","0","670090050","50","50","50","0","50","50","200000001","1337","50","30","0","10","50","10","101","50","50","50","200900","50","50","0","1"
"1","51","51","51","0","51","0","0","1","0","0","51","29193","100","0","0","670090051","51","51","51","0","51","51","200000001","1390","51","30","0","10","51","10","105","51","51","51","200900","51","51","0","1"
"1","52","52","52","0","52","0","0","1","0","0","52","31119","105","0","0","670090052","52","52","52","0","52","52","200000001","1444","52","30","0","10","52","10","111","52","52","52","200900","52","52","0","1"
"1","53","53","53","0","53","0","0","1","0","0","53","33045","109","0","0","670090053","53","53","53","0","53","53","200000001","1497","53","30","0","10","53","10","115","53","53","53","200900","53","53","0","1"
"1","54","54","54","0","54","0","0","1","0","0","54","34971","113","0","0","670090054","54","54","54","0","54","54","200000001","1552","54","30","0","10","54","10","122","54","54","54","200900","54","54","0","1"
"1","55","55","55","0","55","0","0","1","0","0","55","36896","119","0","0","670090055","55","55","55","0","55","55","200000001","1606","55","30","0","10","55","10","126","55","55","55","200900","55","55","0","1"
"1","56","56","56","0","56","0","0","1","0","0","56","38822","123","0","0","670090056","56","56","56","0","56","56","200000001","1660","56","30","0","10","56","10","132","56","56","56","200900","56","56","0","1"
"1","57","57","57","0","57","0","0","1","0","0","57","40766","128","0","0","670090057","57","57","57","0","57","57","200000001","1731","57","30","0","10","57","10","136","57","57","57","200900","57","57","0","1"
"1","58","58","58","0","58","0","0","1","0","0","58","42711","132","0","0","670090058","58","58","58","0","58","58","200000001","1802","58","30","0","10","58","10","141","58","58","58","200900","58","58","0","1"
"1","59","59","59","0","59","0","0","1","0","0","59","44657","138","0","0","670090059","59","59","59","0","59","59","200000001","1874","59","30","0","10","59","10","147","59","59","59","200900","59","59","0","1"
"1","60","60","60","0","60","0","0","1","0","0","60","46602","142","0","0","670090060","60","60","60","0","60","60","200000001","1945","60","30","0","10","60","10","153","60","60","60","200900","60","60","0","1"
"1","61","61","61","0","61","0","0","1","0","0","61","48547","147","0","0","670090061","61","61","61","0","61","61","200000001","2017","61","30","0","10","61","10","157","61","61","61","200900","61","61","0","1"
"1","62","62","62","0","62","0","0","1","0","0","62","50382","152","0","0","670090062","62","62","62","0","62","62","200000001","2075","62","30","0","10","62","10","162","62","62","62","200900","62","62","0","1"
"1","63","63","63","0","63","0","0","1","0","0","63","52216","156","0","0","670090063","63","63","63","0","63","63","200000001","2133","63","30","0","10","63","10","167","63","63","63","200900","63","63","0","1"
"1","64","64","64","0","64","0","0","1","0","0","64","54051","161","0","0","670090064","64","64","64","0","64","64","200000001","2191","64","30","0","10","64","10","172","64","64","64","200900","64","64","0","1"
"1","65","65","65","0","65","0","0","1","0","0","65","55886","165","0","0","670090065","65","65","65","0","65","65","200000001","2249","65","30","0","10","65","10","177","65","65","65","200900","65","65","0","1"
"1","66","66","66","0","66","0","0","1","0","0","66","57720","170","0","0","670090066","66","66","66","0","66","66","200000001","2308","66","30","0","10","66","10","182","66","66","66","200900","66","66","0","1"
"1","67","67","67","0","67","0","0","1","0","0","67","59555","175","0","0","670090067","67","67","67","0","67","67","200000001","2366","67","30","0","10","67","10","187","67","67","67","200900","67","67","0","1"
"1","68","68","68","0","68","0","0","1","0","0","68","61390","179","0","0","670090068","68","68","68","0","68","68","200000001","2424","68","30","0","10","68","10","192","68","68","68","200900","68","68","0","1"
"1","69","69","69","0","69","0","0","1","0","0","69","63224","184","0","0","670090069","69","69","69","0","69","69","200000001","2482","69","30","0","10","69","10","197","69","69","69","200900","69","69","0","1"
"1","70","70","70","0","70","0","0","1","0","0","70","65059","189","0","0","670090070","70","70","70","0","70","70","200000001","2540","70","30","0","10","70","10","203","70","70","70","200900","70","70","0","1"
"1","71","71","71","0","71","0","0","1","0","0","71","66894","193","0","0","670090071","71","71","71","0","71","71","200000001","2598","71","30","0","10","71","10","208","71","71","71","200900","71","71","0","1"
"1","1","1","1","0","1","0","0","1","0","0","1","304","4","0","0","670090101","1","1","1","0","1","1","200000001","36","1","30","0","10","1","10","2","1","1","1","200901","1","1","0","1"
"1","2","2","2","0","2","0","0","1","0","0","2","398","5","0","0","670090102","2","2","2","0","2","2","200000001","40","2","30","0","10","2","10","3","2","2","2","200901","2","2","0","1"
"1","3","3","3","0","3","0","0","1","0","0","3","665","6","0","0","670090103","3","3","3","0","3","3","200000001","44","3","30","0","10","3","10","5","3","3","3","200901","3","3","0","1"
"1","4","4","4","0","4","0","0","1","0","0","4","586","6","0","0","670090104","4","4","4","0","4","4","200000001","63","4","30","0","10","4","10","5","4","4","4","200901","4","4","0","1"
"1","5","5","5","0","5","0","0","1","0","0","5","650","7","0","0","670090105","5","5","5","0","5","5","200000001","93","5","30","0","10","5","10","6","5","5","5","200901","5","5","0","1"
"1","6","6","6","0","6","0","0","1","0","0","6","714","9","0","0","670090106","6","6","6","0","6","6","200000001","123","6","30","0","10","6","10","7","6","6","6","200901","6","6","0","1"
"1","7","7","7","0","7","0","0","1","0","0","7","879","10","0","0","670090107","7","7","7","0","7","7","200000001","152","7","30","0","10","7","10","8","7","7","7","200901","7","7","0","1"
"1","8","8","8","0","8","0","0","1","0","0","8","1043","11","0","0","670090108","8","8","8","0","8","8","200000001","182","8","30","0","10","8","10","9","8","8","8","200901","8","8","0","1"
"1","9","9","9","0","9","0","0","1","0","0","9","1073","11","0","0","670090109","9","9","9","0","9","9","200000001","195","9","30","0","10","9","10","10","9","9","9","200901","9","9","0","1"
"1","10","10","10","0","10","0","0","1","0","0","10","1103","12","0","0","670090110","10","10","10","0","10","10","200000001","209","10","30","0","10","10","10","10","10","10","10","200901","10","10","0","1"
"1","11","11","11","0","11","0","0","1","0","0","11","1134","12","0","0","670090111","11","11","11","0","11","11","200000001","222","11","30","0","10","11","10","10","11","11","11","200901","11","11","0","1"
"1","12","12","12","0","12","0","0","1","0","0","12","1164","12","0","0","670090112","12","12","12","0","12","12","200000001","236","12","30","0","10","12","10","10","12","12","12","200901","12","12","0","1"
"1","13","13","13","0","13","0","0","1","0","0","13","1379","13","0","0","670090113","13","13","13","0","13","13","200000001","260","13","30","0","10","13","10","11","13","13","13","200901","13","13","0","1"
"1","14","14","14","0","14","0","0","1","0","0","14","1594","14","0","0","670090114","14","14","14","0","14","14","200000001","284","14","30","0","10","14","10","12","14","14","14","200901","14","14","0","1"
"1","15","15","15","0","15","0","0","1","0","0","15","1808","15","0","0","670090115","15","15","15","0","15","15","200000001","308","15","30","0","10","15","10","13","15","15","15","200901","15","15","0","1"
"1","16","16","16","0","16","0","0","1","0","0","16","2023","16","0","0","670090116","16","16","16","0","16","16","200000001","332","16","30","0","10","16","10","14","16","16","16","200901","16","16","0","1"
"1","17","17","17","0","17","0","0","1","0","0","17","2238","17","0","0","670090117","17","17","17","0","17","17","200000001","356","17","30","0","10","17","10","15","17","17","17","200901","17","17","0","1"
"1","18","18","18","0","18","0","0","1","0","0","18","2453","18","0","0","670090118","18","18","18","0","18","18","200000001","381","18","30","0","10","18","10","16","18","18","18","200901","18","18","0","1"
"1","19","19","19","0","19","0","0","1","0","0","19","2668","19","0","0","670090119","19","19","19","0","19","19","200000001","405","19","30","0","10","19","10","17","19","19","19","200901","19","19","0","1"
"1","20","20","20","0","20","0","0","1","0","0","20","2883","20","0","0","670090120","20","20","20","0","20","20","200000001","429","20","30","0","10","20","10","17","20","20","20","200901","20","20","0","1"
"1","21","21","21","0","21","0","0","1","0","0","21","3041","20","0","0","670090121","21","21","21","0","21","21","200000001","442","21","30","0","10","21","10","17","21","21","21","200901","21","21","0","1"
"1","22","22","22","0","22","0","0","1","0","0","22","3199","20","0","0","670090122","22","22","22","0","22","22","200000001","455","22","30","0","10","22","10","17","22","22","22","200901","22","22","0","1"
"1","23","23","23","0","23","0","0","1","0","0","23","3357","20","0","0","670090123","23","23","23","0","23","23","200000001","469","23","30","0","10","23","10","17","23","23","23","200901","23","23","0","1"
"1","24","24","24","0","24","0","0","1","0","0","24","3335","30","0","0","670090124","24","24","24","0","24","24","200000001","543","24","30","0","10","24","10","28","24","24","24","200901","24","24","0","1"
"1","25","25","25","0","25","0","0","1","0","0","25","3618","30","0","0","670090125","25","25","25","0","25","25","200000001","570","25","30","0","10","25","10","28","25","25","25","200901","25","25","0","1"
"1","26","26","26","0","26","0","0","1","0","0","26","3902","30","0","0","670090126","26","26","26","0","26","26","200000001","598","26","30","0","10","26","10","28","26","26","26","200901","26","26","0","1"
"1","27","27","27","0","27","0","0","1","0","0","27","4185","31","0","0","670090127","27","27","27","0","27","27","200000001","625","27","30","0","10","27","10","28","27","27","27","200901","27","27","0","1"
"1","28","28","28","0","28","0","0","1","0","0","28","4468","31","0","0","670090128","28","28","28","0","28","28","200000001","653","28","30","0","10","28","10","29","28","28","28","200901","28","28","0","1"
"1","29","29","29","0","29","0","0","1","0","0","29","4752","32","0","0","670090129","29","29","29","0","29","29","200000001","680","29","30","0","10","29","10","29","29","29","29","200901","29","29","0","1"
"1","30","30","30","0","30","0","0","1","0","0","30","5035","32","0","0","670090130","30","30","30","0","30","30","200000001","708","30","30","0","10","30","10","29","30","30","30","200901","30","30","0","1"
"1","31","31","31","0","31","0","0","1","0","0","31","5314","32","0","0","670090131","31","31","31","0","31","31","200000001","716","31","30","0","10","31","10","29","31","31","31","200901","31","31","0","1"
"1","32","32","32","0","32","0","0","1","0","0","32","5592","32","0","0","670090132","32","32","32","0","32","32","200000001","725","32","30","0","10","32","10","29","32","32","32","200901","32","32","0","1"
"1","33","33","33","0","33","0","0","1","0","0","33","5871","33","0","0","670090133","33","33","33","0","33","33","200000001","733","33","30","0","10","33","10","29","33","33","33","200901","33","33","0","1"
"1","34","34","34","0","34","0","0","1","0","0","34","6149","33","0","0","670090134","34","34","34","0","34","34","200000001","742","34","30","0","10","34","10","29","34","34","34","200901","34","34","0","1"
"1","35","35","35","0","35","0","0","1","0","0","35","6428","33","0","0","670090135","35","35","35","0","35","35","200000001","750","35","30","0","10","35","10","29","35","35","35","200901","35","35","0","1"
"1","36","36","36","0","36","0","0","1","0","0","36","7022","33","0","0","670090136","36","36","36","0","36","36","200000001","755","36","30","0","10","36","10","29","36","36","36","200901","36","36","0","1"
"1","37","37","37","0","37","0","0","1","0","0","37","7272","33","0","0","670090137","37","37","37","0","37","37","200000001","763","37","30","0","10","37","10","29","37","37","37","200901","37","37","0","1"
"1","38","38","38","0","38","0","0","1","0","0","38","7523","34","0","0","670090138","38","38","38","0","38","38","200000001","770","38","30","0","10","38","10","29","38","38","38","200901","38","38","0","1"
"1","39","39","39","0","39","0","0","1","0","0","39","7773","34","0","0","670090139","39","39","39","0","39","39","200000001","988","39","30","0","10","39","10","29","39","39","39","200901","39","39","0","1"
"1","40","40","40","0","40","0","0","1","0","0","40","8502","37","0","0","670090140","40","40","40","0","40","40","200000001","1049","40","30","0","10","40","10","32","40","40","40","200901","40","40","0","1"
"1","41","41","41","0","41","0","0","1","0","0","41","9230","40","0","0","670090141","41","41","41","0","41","41","200000001","1109","41","30","0","10","41","10","35","41","41","41","200901","41","41","0","1"
"1","42","42","42","0","42","0","0","1","0","0","42","9959","44","0","0","670090142","42","42","42","0","42","42","200000001","1170","42","30","0","10","42","10","38","42","42","42","200901","42","42","0","1"
"1","43","43","43","0","43","0","0","1","0","0","43","10688","47","0","0","670090143","43","43","43","0","43","43","200000001","1230","43","30","0","10","43","10","41","43","43","43","200901","43","43","0","1"
"1","44","44","44","0","44","0","0","1","0","0","44","11416","50","0","0","670090144","44","44","44","0","44","44","200000001","1291","44","30","0","10","44","10","44","44","44","44","200901","44","44","0","1"
"1","45","45","45","0","45","0","0","1","0","0","45","12145","53","0","0","670090145","45","45","45","0","45","45","200000001","1351","45","30","0","10","45","10","47","45","45","45","200901","45","45","0","1"
"1","46","46","46","0","46","0","0","1","0","0","46","13471","56","0","0","670090146","46","46","46","0","46","46","200000001","1419","46","30","0","10","46","10","50","46","46","46","200901","46","46","0","1"
"1","47","47","47","0","47","0","0","1","0","0","47","14796","60","0","0","670090147","47","47","47","0","47","47","200000001","1487","47","30","0","10","47","10","53","47","47","47","200901","47","47","0","1"
"1","48","48","48","0","48","0","0","1","0","0","48","16122","63","0","0","670090148","48","48","48","0","48","48","200000001","1556","48","30","0","10","48","10","57","48","48","48","200901","48","48","0","1"
"1","49","49","49","0","49","0","0","1","0","0","49","17448","66","0","0","670090149","49","49","49","0","49","49","200000001","1624","49","30","0","10","49","10","60","49","49","49","200901","49","49","0","1"
"1","50","50","50","0","50","0","0","1","0","0","50","18774","70","0","0","670090150","50","50","50","0","50","50","200000001","1692","50","30","0","10","50","10","63","50","50","50","200901","50","50","0","1"
"1","51","51","51","0","51","0","0","1","0","0","51","20099","73","0","0","670090151","51","51","51","0","51","51","200000001","1760","51","30","0","10","51","10","66","51","51","51","200901","51","51","0","1"
"1","52","52","52","0","52","0","0","1","0","0","52","21425","77","0","0","670090152","52","52","52","0","52","52","200000001","1828","52","30","0","10","52","10","69","52","52","52","200901","52","52","0","1"
"1","53","53","53","0","53","0","0","1","0","0","53","22751","80","0","0","670090153","53","53","53","0","53","53","200000001","1896","53","30","0","10","53","10","72","53","53","53","200901","53","53","0","1"
"1","54","54","54","0","54","0","0","1","0","0","54","24077","83","0","0","670090154","54","54","54","0","54","54","200000001","1965","54","30","0","10","54","10","76","54","54","54","200901","54","54","0","1"
"1","55","55","55","0","55","0","0","1","0","0","55","25402","87","0","0","670090155","55","55","55","0","55","55","200000001","2033","55","30","0","10","55","10","79","55","55","55","200901","55","55","0","1"
"1","56","56","56","0","56","0","0","1","0","0","56","26728","90","0","0","670090156","56","56","56","0","56","56","200000001","2101","56","30","0","10","56","10","82","56","56","56","200901","56","56","0","1"
"1","57","57","57","0","57","0","0","1","0","0","57","28067","94","0","0","670090157","57","57","57","0","57","57","200000001","2192","57","30","0","10","57","10","85","57","57","57","200901","57","57","0","1"
"1","58","58","58","0","58","0","0","1","0","0","58","29406","97","0","0","670090158","58","58","58","0","58","58","200000001","2282","58","30","0","10","58","10","88","58","58","58","200901","58","58","0","1"
"1","59","59","59","0","59","0","0","1","0","0","59","30746","101","0","0","670090159","59","59","59","0","59","59","200000001","2373","59","30","0","10","59","10","92","59","59","59","200901","59","59","0","1"
"1","60","60","60","0","60","0","0","1","0","0","60","32085","104","0","0","670090160","60","60","60","0","60","60","200000001","2463","60","30","0","10","60","10","95","60","60","60","200901","60","60","0","1"
"1","61","61","61","0","61","0","0","1","0","0","61","33424","108","0","0","670090161","61","61","61","0","61","61","200000001","2554","61","30","0","10","61","10","98","61","61","61","200901","61","61","0","1"
"1","62","62","62","0","62","0","0","1","0","0","62","33863","109","0","0","670090162","62","62","62","0","62","62","200000001","2624","62","30","0","10","62","10","99","62","62","62","200901","62","62","0","1"
"1","63","63","63","0","63","0","0","1","0","0","63","34303","110","0","0","670090163","63","63","63","0","63","63","200000001","2694","63","30","0","10","63","10","100","63","63","63","200901","63","63","0","1"
"1","64","64","64","0","64","0","0","1","0","0","64","34742","112","0","0","670090164","64","64","64","0","64","64","200000001","2764","64","30","0","10","64","10","100","64","64","64","200901","64","64","0","1"
"1","65","65","65","0","65","0","0","1","0","0","65","35181","113","0","0","670090165","65","65","65","0","65","65","200000001","2834","65","30","0","10","65","10","101","65","65","65","200901","65","65","0","1"
"1","66","66","66","0","66","0","0","1","0","0","66","35670","114","0","0","670090166","66","66","66","0","66","66","200000001","2903","66","30","0","10","66","10","102","66","66","66","200901","66","66","0","1"
"1","67","67","67","0","67","0","0","1","0","0","67","36060","115","0","0","670090167","67","67","67","0","67","67","200000001","2973","67","30","0","10","67","10","103","67","67","67","200901","67","67","0","1"
"1","68","68","68","0","68","0","0","1","0","0","68","36499","117","0","0","670090168","68","68","68","0","68","68","200000001","3043","68","30","0","10","68","10","103","68","68","68","200901","68","68","0","1"
"1","69","69","69","0","69","0","0","1","0","0","69","36938","118","0","0","670090169","69","69","69","0","69","69","200000001","3113","69","30","0","10","69","10","104","69","69","69","200901","69","69","0","1"
"1","70","70","70","0","70","0","0","1","0","0","70","37378","119","0","0","670090170","70","70","70","0","70","70","200000001","3183","70","30","0","10","70","10","105","70","70","70","200901","70","70","0","1"
"1","71","71","71","0","71","0","0","1","0","0","71","37817","120","0","0","670090171","71","71","71","0","71","71","200000001","3253","71","30","0","10","71","10","106","71","71","71","200901","71","71","0","1"
"1","1","1","1","0","1","0","0","1","0","0","1","205","6","0","61","670100001","1","1","1","0","1","1","200000010","0","1","30","0","10","1","10","6","1","1","1","201000","1","1","0","1"
"1","2","2","2","0","2","0","0","1","0","0","2","228","6","0","68","670100002","2","2","2","0","2","2","200000010","0","2","30","0","10","2","10","7","2","2","2","201000","2","2","0","1"
"1","3","3","3","0","3","0","0","1","0","0","3","238","7","0","71","670100003","3","3","3","0","3","3","200000010","0","3","30","0","10","3","10","7","3","3","3","201000","3","3","0","1"
"1","4","4","4","0","4","0","0","1","0","0","4","265","7","0","79","670100004","4","4","4","0","4","4","200000010","0","4","30","0","10","4","10","8","4","4","4","201000","4","4","0","1"
"1","5","5","5","0","5","0","0","1","0","0","5","277","8","0","82","670100005","5","5","5","0","5","5","200000010","0","5","30","0","10","5","10","9","5","5","5","201000","5","5","0","1"
"1","6","6","6","0","6","0","0","1","0","0","6","290","8","0","86","670100006","6","6","6","0","6","6","200000010","0","6","30","0","10","6","10","9","6","6","6","201000","6","6","0","1"
"1","7","7","7","0","7","0","0","1","0","0","7","386","8","0","122","670100007","7","7","7","0","7","7","200000010","0","7","30","0","10","7","10","10","7","7","7","201000","7","7","0","1"
"1","8","8","8","0","8","0","0","1","0","0","8","481","9","0","141","670100008","8","8","8","0","8","8","200000010","0","8","30","0","10","8","10","10","8","8","8","201000","8","8","0","1"
"1","9","9","9","0","9","0","0","1","0","0","9","577","9","0","155","670100009","9","9","9","0","9","9","200000010","0","9","30","0","10","9","10","11","9","9","9","201000","9","9","0","1"
"1","10","10","10","0","10","0","0","1","0","0","10","673","10","0","160","670100010","10","10","10","0","10","10","200000010","0","10","30","0","10","10","10","12","10","10","10","201000","10","10","0","1"
"1","11","11","11","0","11","0","0","1","0","0","11","769","10","0","165","670100011","11","11","11","0","11","11","200000010","0","11","30","0","10","11","10","12","11","11","11","201000","11","11","0","1"
"1","12","12","12","0","12","0","0","1","0","0","12","865","10","0","171","670100012","12","12","12","0","12","12","200000010","0","12","30","0","10","12","10","12","12","12","12","201000","12","12","0","1"
"1","13","13","13","0","13","0","0","1","0","0","13","960","15","0","190","670100013","13","13","13","0","13","13","200000010","0","13","30","0","10","13","10","17","13","13","13","201000","13","13","0","1"
"1","14","14","14","0","14","0","0","1","0","0","14","1057","15","0","190","670100014","14","14","14","0","14","14","200000010","0","14","30","0","10","14","10","17","14","14","14","201000","14","14","0","1"
"1","15","15","15","0","15","0","0","1","0","0","15","1152","15","0","196","670100015","15","15","15","0","15","15","200000010","0","15","30","0","10","15","10","18","15","15","15","201000","15","15","0","1"
"1","16","16","16","0","16","0","0","1","0","0","16","1248","15","0","202","670100016","16","16","16","0","16","16","200000010","0","16","30","0","10","16","10","18","16","16","16","201000","16","16","0","1"
"1","17","17","17","0","17","0","0","1","0","0","17","1344","15","0","276","670100017","17","17","17","0","17","17","200000010","0","17","30","0","10","17","10","18","17","17","17","201000","17","17","0","1"
"1","18","18","18","0","18","0","0","1","0","0","18","1644","15","0","280","670100018","18","18","18","0","18","18","200000010","0","18","30","0","10","18","10","19","18","18","18","201000","18","18","0","1"
"1","19","19","19","0","19","0","0","1","0","0","19","1944","16","0","285","670100019","19","19","19","0","19","19","200000010","0","19","30","0","10","19","10","19","19","19","19","201000","19","19","0","1"
"1","20","20","20","0","20","0","0","1","0","0","20","2244","16","0","289","670100020","20","20","20","0","20","20","200000010","0","20","30","0","10","20","10","20","20","20","20","201000","20","20","0","1"
"1","21","21","21","0","21","0","0","1","0","0","21","2277","16","0","334","670100021","21","21","21","0","21","21","200000010","0","21","30","0","10","21","10","20","21","21","21","201000","21","21","0","1"
"1","22","22","22","0","22","0","0","1","0","0","22","2413","16","0","377","670100022","22","22","22","0","22","22","200000010","0","22","30","0","10","22","10","20","22","22","22","201000","22","22","0","1"
"1","23","23","23","0","23","0","0","1","0","0","23","2613","16","0","420","670100023","23","23","23","0","23","23","200000010","0","23","30","0","10","23","10","20","23","23","23","201000","23","23","0","1"
"1","24","24","24","0","24","0","0","1","0","0","24","2650","24","0","463","670100024","24","24","24","0","24","24","200000010","0","24","30","0","10","24","10","31","24","24","24","201000","24","24","0","1"
"1","25","25","25","0","25","0","0","1","0","0","25","2960","24","0","486","670100025","25","25","25","0","25","25","200000010","0","25","30","0","10","25","10","31","25","25","25","201000","25","25","0","1"
