6209cd75da998a8bb494119937f7aef10683e3ae21f83c04025912c00ad70792,fc8c1c070311ebc3d39649f7122381df4fcd88c31a6252f2fc7d26d9265169ce,49de326b7d7e5d42f7914e3550dc18161d6155deefbfbe886c4a1ddc7005fbcc,0fff51fea43f62c62248bc34ede319321aff19b2f4578d00c21d7ba21ea720c8,26cec753152c9df73d845b75a3d0568ba10fb68699a26cb77c6a382d83b01d1d,96cabd8eefa194ebd5b862111c51b2cdedc554bb03c5e8f057ab6ece4010f78e,f36da5b51476cc4a8170d3568fef3b8bbd1ae712afb9734e6f5c8dd5db6b2a1f,df1cd9cde182747b7da6c007e7a225c7c4d07be840d4f6c47f3977e6e3d6976a,b3e0b5e95624baa22342a1a04ccac3c51f001a11d61718e314d0fa67c563f19c,17dbb2cdefe1a5cec99ebc473b4ed9a00830e6a948716a7bc90ec687194328e9,99d25b9c014c5905d61a298633700224fb3f265f811a0c0f7264d339468e1cba,13aa8657c5da03c4651491c2c52ab6e167d7c3e92d5f4a1cbfffddf599fe57bd,4d1aff19b30e45b2367f7d1bd0fdbe2b46fbd440b8ac2a0a81a307d73faab534,918c1669425e8337b681dd8ca23b9cd799a96358c4a78cd2e52e5101a5bbb175,13049bbcad33b9a5ad6e6cffb902e9c28a6cea2f8a513a94a310b94ed980e4a4,5670cc6fe8417fed16131572687b66f15eb44208ea1604a483fef72975c8a9b6,3462dcc8596964fdbc4a5bb877232ab48df13a690f69d64d8b30ebc6959d102a,b0a99796b4c8bfedbd781bde1191b55724caf6a92a5f838ca43f239a6f15a4a8,94fbee9ccd05f3fb2b0c79fa8c76a7ba0fa8b560cb14daa7f0c3ea84a6221aea,7ed6d4750066339a29798bb6001e88b9c013cf493e8b838d1a0f861e9a61cabf,582da823066e3c011b5eca1e7138ee5a7bf80f52eedc9a7d0d8f950051bb0f8f,6acd376ba13a911b7d375383cf6bf21772f4bfaf78ee312e7827e75cf0684c10
"bgm_M64","1","3","-15","100","101021","10380103","100","0","-10","1038","-50","1","-30","0.8","1","3","1.2","101021","1.1","0","200"
"bgm_M64","1","4","0","-70","101021","10380104","200","0","0","1038","190","1","-30","0.9","1","4","1.3","101021","1","-30","200"
"bgm_M55","1","5","0","0","101031","10380105","200","0","0","1038","440","1","-30","1.4","1","5","1.8","101031","1.6","0","220"
"bgm_M64","1","1","0","-125","101041","10390101","250","10","-30","1039","-470","1","-30","0.6","1","1","0.8","101041","0.7","0","210"
"bgm_M64","1","2","0","-95","101041","10390102","200","10","0","1039","-210","1","-30","0.65","1","2","1","101041","0.7","0","200"
"bgm_M64","1","3","-15","-120","101041","10390103","100","0","-10","1039","50","1","-30","0.9","1","3","1.3","101041","1","0","200"
"bgm_M64","1","4","0","35","101041","10390104","100","0","0","1039","195","1","-30","0.9","1","4","1.35","101041","1.3","0","200"
"bgm_M55","1","5","0","-55","101042","10390105","150","0","0","1039","450","1.3","-30","1.1","1","5","1.8","101042","1.35","-50","210"
"bgm_M64","1","1","0","-120","101161","10400101","250","10","0","1040","-480","1","-30","0.6","1","1","0.8","101161","0.85","0","210"
"bgm_M64","1","2","0","-100","101161","10400102","100","0","0","1040","-260","1","-30","0.75","1","2","1.2","101161","1.1","0","240"
"bgm_M64","1","3","-5","65","101161","10400103","100","5","-10","1040","-10","1","-30","0.65","1","3","1.1","101161","1","0","200"
"bgm_M64","1","4","0","-110","101161","10400104","150","0","0","1040","190","1","-30","0.9","1","4","1","101161","1","43","200"
"bgm_M55","1","5","-40","-70","101162","10400105","270","-10","-45","1040","485","1.3","-30","0.9","1","5","1.15","101162","1","-50","280"
"bgm_M64","1","1","0","-120","101171","10410101","120","10","0","1041","-480","1","-30","0.6","1","1","0.8","101171","0.85","0","210"
"bgm_M64","1","2","0","-120","101171","10410102","120","10","0","1041","-260","1","-30","0.75","1","2","1.2","101171","1","0","200"
"bgm_M64","1.4","3","-13","0","101171","10410103","150","0","-60","1041","-10","1","-30","0.6","1","3","0.9","101171","0.55","-50","200"
"bgm_M64","1","4","0","-110","101171","10410104","100","0","0","1041","190","1","-30","0.9","1","4","1.2","101171","1","0","200"
"bgm_M55","1","5","-20","-30","101172","10410105","200","10","0","1041","475","1","-30","1","1","5","1.45","101172","1","-50","250"
"bgm_M64","1","1","0","-120","101191","10420101","100","10","-30","1042","-480","1","-30","0.6","1","1","0.8","101191","0.7","0","210"
"bgm_M64","1","2","0","-100","101191","10420102","100","10","0","1042","-260","1","-30","0.8","1","2","1.2","101191","1","0","200"
"bgm_M64","1","3","-15","65","101451","10420103","100","0","-10","1042","-10","1","-30","0.9","1","3","1.4","101191","1","-30","200"
"bgm_M64","1","4","0","-110","101191","10420104","100","0","0","1042","190","1","-30","0.65","1","4","1.1","101191","1","0","200"
"bgm_M55","1.2","5","0","-70","101192","10420105","200","-10","-45","1042","485","1","-30","1.1","1","5","1.3","101192","1","-50","280"
"bgm_M64","1","1","0","-120","101201","10430101","100","10","0","1043","-480","1","-30","0.6","1","1","0.8","101201","0.85","0","210"
"bgm_M64","1","2","0","-120","101201","10430102","100","10","0","1043","-260","1","-30","0.75","1","2","1.2","101201","1.1","0","240"
"bgm_M64","1","3","-15","65","101201","10430103","100","0","-10","1043","-10","1","-30","0.8","1","3","1.1","101201","1","0","200"
"bgm_M64","1","4","0","-110","101201","10430104","100","0","0","1043","190","1","-30","0.7","1","4","1","101201","1","43","200"
"bgm_M55","1","5","-20","-30","101202","10430105","100","10","-45","1043","475","1","-30","1","1","5","1.45","101202","1","-50","250"
"bgm_M64","1","1","0","-120","101291","10440101","100","10","0","1044","-480","1","-30","0.6","1","1","0.8","101291","0.85","0","210"
"bgm_M64","1","2","0","-120","101291","10440102","100","10","0","1044","-260","1","-30","0.75","1","2","1.2","101291","1.1","0","240"
"bgm_M64","1","3","-15","65","101291","10440103","100","0","-10","1044","-40","1","-30","1.55","1","3","2.3","101291","2.2","0","200"
"bgm_M64","1","4","0","-110","101291","10440104","100","0","0","1044","150","1","-30","1.1","1","4","1.2","101291","1","0","200"
"bgm_M55","1","5","-20","-15","101292","10440105","100","30","30","1044","490","1","-30","1.1","1","5","1.45","101292","1","15","230"
"bgm_M64","1","1","0","-120","101301","10450101","100","10","-30","1045","-480","1","-30","0.58","1","1","0.8","101301","0.7","0","210"
"bgm_M64","1","2","0","-120","101301","10450102","100","10","0","1045","-260","1","-30","0.9","1","2","1.2","101301","1","0","200"
"bgm_M64","1","3","0","100","101301","10450103","200","-10","-10","1045","-50","1","-30","0.93","1","3","1.4","101301","1","-30","200"
"bgm_M64","1","4","0","-100","101301","10450104","100","0","0","1045","100","1","-30","0.9","1","4","1.3","101301","1","15","200"
"bgm_M55","1","5","-20","-55","101302","10450105","100","10","-30","1045","470","1","-30","1","1","5","1.2","101302","1.1","-15","270"
"bgm_M64","1","1","0","-130","101161","10460101","100","10","0","1046","-450","1","-30","0.575","1","1","0.8","101441","0.85","0","210"
"bgm_M64","1","2","0","-120","101161","10460102","200","10","0","1046","-250","1","-30","0.75","1","2","1","101441","0.7","0","200"
"bgm_M64","1","3","-15","50","101161","10460103","100","0","-10","1046","-10","1","-30","0.8","1","3","1.2","101441","1.1","0","200"
"bgm_M64","1","4","0","-100","101161","10460104","150","0","0","1046","210","1","-30","0.8","1","4","1","101441","1","43","200"
"bgm_M55","1","5","-20","-70","101162","10460105","100","10","-30","1046","470","1","-30","0.95","1","5","1.2","101442","1.1","-35","230"
"bgm_M64","1","1","0","-130","101451","10470101","100","10","-30","1047","-450","1","-30","0.58","1","1","0.8","101451","0.7","0","210"
"bgm_M64","1","2","0","-120","101451","10470102","100","10","0","1047","-250","1","-30","0.9","1","2","1.2","101451","1","0","200"
"bgm_M64","1","3","-15","50","101451","10470103","100","0","-10","1047","-20","1","-30","0.9","1","3","1.4","101451","1","-30","200"
"bgm_M64","1","4","0","-100","101451","10470104","100","0","0","1047","200","1","-30","0.8","1","4","1","101451","0.85","0","200"
"bgm_M55","1.2","5","0","-70","101452","10470105","100","0","-50","1047","510","1","-30","1.25","1","5","1.55","101452","1.4","-35","290"
"bgm_M64","1","1","0","-130","101451","10480101","100","10","-30","1048","-450","1","-30","0.58","1","1","0.8","101561","0.7","0","210"
"bgm_M64","1","2","0","-120","101451","10480102","100","0","0","1048","-240","1","-30","0.75","1","2","1.2","101561","1.1","0","240"
"bgm_M64","1.4","3","-13","0","101451","10480103","150","0","-60","1048","-10","1","-30","0.6","1","3","0.9","101561","0.55","-50","200"
"bgm_M64","1","4","0","-100","101451","10480104","100","0","0","1048","195","1","-30","0.7","1","4","1.1","101561","1","20","200"
"bgm_M55","1.4","5","0","-70","101452","10480105","400","0","-50","1048","460","1","-30","1.25","1","5","1.55","101562","1.35","-60","290"
"bgm_M64","1","1","0","-120","101001","10490101","100","10","-30","1049","-480","1","-30","0.58","1","1","0.8","101001","0.7","0","210"
"bgm_M64","1","2","0","-120","101001","10490102","100","10","0","1049","-270","1","-30","0.75","1","2","1.2","101001","1.1","0","200"
"bgm_M64","1","3","-15","65","101001","10490103","200","0","-10","1049","-25","1","-30","0.9","1","3","1.4","101001","1","-30","200"
"bgm_M64","1","4","0","-120","101001","10490104","150","0","0","1049","200","1","-30","0.9","1","4","1.1","101001","1","-30","200"
"bgm_M55","1.2","5","0","-40","101011","10490105","200","0","0","1049","480","1","-30","1.2","1","5","1.3","101011","1","0","250"
"bgm_M64","1","1","0","-110","101021","10500101","170","10","-30","1050","-450","1","-30","0.575","1","1","1","101021","0.9","-25","210"
"bgm_M64","1","2","0","-120","101021","10500102","100","0","0","1050","-240","1","-30","0.75","1","2","1.2","101021","1.1","0","240"
"bgm_M64","1","3","-5","65","101021","10500103","100","5","-10","1050","-10","1","-30","0.6","1","3","0.9","101021","0.8","0","200"
"bgm_M64","1","4","0","-110","101021","10500104","100","0","0","1050","190","1","-30","0.65","1","4","1.1","101021","1","0","200"
"bgm_M55","1","5","0","0","101031","10500105","200","0","0","1050","440","1","-30","1.4","1","5","1.8","101031","1.6","0","220"
"bgm_M64","1","1","0","-130","101041","10510101","100","10","-30","1051","-450","1","-30","0.58","1","1","0.8","101041","0.7","0","210"
"bgm_M64","1","2","0","-120","101041","10510102","200","10","0","1051","-250","1","-30","0.65","1","2","1","101041","0.7","0","200"
"bgm_M64","1","3","-15","70","101041","10510103","100","10","-10","1051","-35","1","-30","0.75","1","3","1.3","101041","1","-10","200"
"bgm_M64","1","4","0","-110","101041","10510104","100","0","0","1051","150","1","-30","1","1","4","1.4","101041","1","0","200"
"bgm_M55","1","5","0","-55","101042","10510105","150","0","0","1051","450","1.3","-30","1.1","1","5","1.8","101042","1.35","-50","210"
"bgm_M64","1","1","0","-120","101161","10520101","250","10","-30","1052","-480","1","-30","0.6","1","1","0.8","101161","0.7","0","210"
"bgm_M64","1","2","0","-100","101161","10520102","100","0","0","1052","-260","1","-30","0.75","1","2","1.2","101161","1.1","0","240"
"bgm_M64","1","3","-5","65","101161","10520103","100","5","-10","1052","-10","1","-30","0.65","1","3","1.1","101161","1","0","200"
"bgm_M64","1","4","0","-50","101161","10520104","100","0","0","1052","240","1","-30","0.8","1","4","1.3","101161","1","-30","200"
"bgm_M55","1","5","-40","-70","101162","10520105","270","-10","-45","1052","485","1.3","-30","0.9","1","5","1.15","101162","1","-50","280"
"bgm_M64","1","1","0","-120","101171","10530101","120","10","0","1053","-480","1","-30","0.5","1","1","0.8","101171","0.85","0","210"
"bgm_M64","1","2","0","-120","101171","10530102","100","10","0","1053","-270","1","-30","0.75","1","2","1.2","101171","1.1","0","200"
"bgm_M64","1","3","-15","65","101171","10530103","100","0","-10","1053","-25","1","-30","1.55","1","3","2.3","101171","2.2","0","200"
"bgm_M64","1","4","0","-100","101171","10530104","100","0","0","1053","200","1","-30","0.9","1","4","1.5","101171","1","-30","200"
"bgm_M55","1","5","-20","-30","101172","10530105","200","10","0","1053","475","1","-30","1","1","5","1.45","101172","1","-50","250"
"bgm_M64","1","1","0","-110","101191","10540101","170","10","-30","1054","-450","1","-30","0.575","1","1","1","101191","0.9","-25","210"
"bgm_M64","1","2","0","-120","101191","10540102","200","10","0","1054","-250","1","-30","0.65","1","2","1","101191","0.7","0","200"
"bgm_M64","1","3","-15","50","101191","10540103","100","0","-10","1054","-10","1","-30","0.8","1","3","1.2","101191","1.1","0","200"
"bgm_M64","1","4","0","-90","101191","10540104","200","0","0","1054","190","1","-30","1","1","4","1.5","101191","1","0","200"
"bgm_M55","1.2","5","0","-70","101192","10540105","200","-10","-45","1054","485","1","-30","1.1","1","5","1.3","101192","1","-50","280"
"bgm_M64","1","1","0","-120","101201","10550101","120","10","0","1055","-480","1","-30","0.5","1","1","0.8","101201","0.85","0","210"
"bgm_M64","1","2","0","-120","101201","10550102","250","0","-30","1055","-250","1","-30","0.7","1","2","1","101201","1","-30","240"
"bgm_M64","1","3","-15","65","101201","10550103","100","0","-10","1055","-10","1","-30","0.8","1","3","1.1","101201","1","0","200"
"bgm_M64","1","4","0","-110","101201","10550104","100","0","0","1055","190","1","-30","0.7","1","4","1","101201","1","43","200"
"bgm_M55","1","5","-20","-30","101202","10550105","100","10","-45","1055","475","1","-30","1","1","5","1.45","101202","1","-50","250"
"bgm_M64","1","1","0","-120","101291","10560101","250","10","-30","1056","-480","1","-30","0.6","1","1","0.8","101291","0.7","0","210"
"bgm_M64","1","2","0","-100","101291","10560102","100","0","0","1056","-260","1","-30","0.75","1","2","1.2","101291","1.1","0","240"
"bgm_M64","1","3","-15","50","101291","10560103","100","0","-10","1056","-35","1","-30","0.9","1","3","1.4","101291","1","-30","200"
"bgm_M64","1","4","0","-120","101291","10560104","150","0","0","1056","190","1","-30","0.9","1","4","1.1","101291","1","-30","200"
"bgm_M55","1","5","-20","-15","101292","10560105","100","30","30","1056","490","1","-30","1.1","1","5","1.45","101292","1","15","230"
"bgm_M64","1","1","0","-110","101301","10570101","170","10","-30","1057","-450","1","-30","0.575","1","1","1","101301","0.9","-25","210"
"bgm_M64","1","2","0","-120","101301","10570102","100","10","0","1057","-270","1","-30","0.75","1","2","1.2","101301","1.1","0","200"
"bgm_M64","1","3","0","100","101301","10570103","200","-10","-10","1057","-50","1","-30","0.93","1","3","1.4","101301","1","-30","200"
"bgm_M64","1","4","0","-110","101301","10570104","100","0","0","1057","190","1","-30","0.9","1","4","1.2","101301","1","0","200"
"bgm_M55","1","5","-20","-55","101302","10570105","100","10","-30","1057","470","1","-30","1","1","5","1.2","101302","1.1","-15","270"
"bgm_M64","1","1","0","-120","101441","10580101","250","10","-30","1058","-480","1","-30","0.6","1","1","0.8","101441","0.7","0","210"
"bgm_M64","1","2","0","-120","101441","10580102","250","0","-30","1058","-250","1","-30","0.7","1","2","1","101441","1","-30","240"
"bgm_M64","1","3","-15","70","101441","10580103","100","10","-10","1058","-5","1","-30","0.75","1","3","1.3","101441","1","-10","200"
"bgm_M64","1","4","0","-100","101441","10580104","100","10","0","1058","210","1","-30","0.8","1","4","1.1","101441","1","20","200"
"bgm_M55","1","5","-20","-70","101442","10580105","100","10","-30","1058","470","1","-30","0.95","1","5","1.2","101442","1.1","-35","230"
"bgm_M64","1","1","0","-110","101451","10590101","170","10","-30","1059","-450","1","-30","0.575","1","1","1","101451","0.9","-25","210"
"bgm_M64","1","2","0","-120","101451","10590102","200","10","0","1059","-250","1","-30","0.65","1","2","1","101451","0.7","0","200"
"bgm_M64","1.4","3","-13","0","101451","10590103","150","0","-60","1059","-10","1","-30","0.6","1","3","0.9","101451","0.55","-50","200"
"bgm_M64","1","4","0","-120","101451","10590104","100","0","0","1059","200","1","-30","0.7","1","4","1","101451","0.7","0","200"
"bgm_M55","1.2","5","0","-70","101452","10590105","100","0","-50","1059","510","1","-30","1.25","1","5","1.55","101452","1.4","-35","290"
"bgm_M64","1","1","0","-120","101561","10600101","120","10","0","1060","-480","1","-30","0.5","1","1","0.8","101561","0.85","0","210"
"bgm_M64","1","2","0","-120","101561","10600102","100","10","0","1060","-270","1","-30","0.75","1","2","1.2","101561","1.1","0","200"
"bgm_M64","1","3","-15","65","101561","10600103","200","0","-10","1060","-25","1","-30","0.9","1","3","1.4","101561","1","-30","200"
"bgm_M64","1","4","0","-110","101561","10600104","100","0","0","1060","190","1","-30","0.65","1","4","1.1","101561","1","0","200"
"bgm_M55","1.4","5","0","-70","101562","10600105","400","0","-50","1060","460","1","-30","1.25","1","5","1.55","101562","1.35","-60","290"
"bgm_M64","1","1","0","-120","101001","10610101","250","10","-30","1061","-480","1","-30","0.6","1","1","0.8","101001","0.7","0","210"
"bgm_M64","1","2","0","-100","101001","10610102","100","0","0","1061","-260","1","-30","0.75","1","2","1.2","101001","1.1","0","240"
"bgm_M64","1","3","-15","65","101001","10610103","100","0","-10","1061","-10","1","-30","1","1","3","1.4","101001","1","-30","200"
"bgm_M64","1","4","0","-110","101001","10610104","100","0","0","1061","200","1","-30","1","1","4","1.4","101001","1","0","200"
"bgm_M55","1.2","5","0","-40","101011","10610105","200","0","0","1061","480","1","-30","1.2","1","5","1.3","101011","1","0","250"
"bgm_M64","1","1","0","-120","101021","10630101","120","10","0","1063","-480","1","-30","0.5","1","1","0.8","101021","0.85","0","210"
"bgm_M64","1","2","0","-120","101021","10630102","250","0","-30","1063","-250","1","-30","0.7","1","2","1","101021","1","-30","240"
"bgm_M64","1","3","0","70","101021","10630103","100","0","0","1063","-10","1","-30","0.9","1","3","1.3","101021","1","0","200"
"bgm_M64","1","4","0","-70","101021","10630104","100","0","0","1063","240","1","-30","0.8","1","4","1.2","101021","1","-30","200"
"bgm_M55","1","5","0","0","101031","10630105","200","0","0","1063","470","1","-30","1.4","1","5","1.8","101031","1.6","0","220"
"bgm_M64","1","1","0","-110","101041","10640101","170","10","-30","1064","-450","1","-30","0.575","1","1","1","101041","0.9","-25","210"
"bgm_M64","1","2","0","-120","101041","10640102","200","10","0","1064","-250","1","-30","0.65","1","2","1","101041","0.7","0","200"
"bgm_M64","1","3","-15","65","101041","10640103","100","0","-10","1064","-10","1","-30","0.8","1","3","1.1","101041","1","0","200"
"bgm_M64","1","4","0","-100","101041","10640104","100","0","0","1064","200","1","-30","0.9","1","4","1.5","101041","1","-30","200"
"bgm_M55","1","5","0","-55","101042","10640105","150","0","0","1064","450","1.3","-30","1.1","1","5","1.8","101042","1.35","-50","210"
"bgm_M64","1","1","0","-120","101161","10650101","250","10","-30","1065","-480","1","-30","0.6","1","1","0.8","101161","0.7","0","210"
"bgm_M64","1","2","0","-100","101161","10650102","100","0","0","1065","-260","1","-30","0.75","1","2","1.2","101161","1.1","0","240"
"bgm_M64","1","3","-5","65","101161","10650103","100","5","-10","1065","-10","1","-30","0.65","1","3","1.1","101161","1","0","200"
"bgm_M64","1","4","0","-100","101161","10650104","100","0","0","1065","200","1","-30","0.8","1","4","1","101161","0.85","0","200"
"bgm_M55","1","5","-40","-70","101162","10650105","270","-10","-45","1065","485","1.3","-30","0.9","1","5","1.15","101162","1","-50","280"
"bgm_M64","1","1","0","-120","101171","10660101","120","10","0","1066","-480","1","-30","0.5","1","1","0.8","101171","0.85","0","210"
"bgm_M64","1","2","0","-120","101171","10660102","250","0","-30","1066","-250","1","-30","0.7","1","2","1","101171","1","-30","240"
"bgm_M64","1","3","-10","65","101171","10660103","100","0","-10","1066","0","1","-30","0.8","1","3","1.15","101171","1.1","0","200"
"bgm_M64","1","4","0","5","101171","10660104","100","0","-10","1066","230","1","-30","0.9","1","4","1.35","101171","1.3","0","200"
"bgm_M55","1","5","-20","-30","101172","10660105","200","10","0","1066","475","1","-30","1","1","5","1.45","101172","1","-50","250"
"bgm_M64","1","1","0","-50","101191","10670101","250","10","-30","1067","-480","1","-30","0.6","1","1","0.8","101191","0.7","0","210"
"bgm_M64","1","2","0","-120","101191","10670102","100","10","0","1067","-270","1","-30","0.75","1","2","1.2","101191","1.1","0","200"
"bgm_M64","1","3","-15","50","101191","10670103","100","0","-10","1067","-20","1","-30","0.9","1","3","1.4","101191","1","-30","200"
"bgm_M64","1","4","0","-90","101191","10670104","200","0","0","1067","200","1","-30","1","1","4","1.5","101191","1","0","200"
"bgm_M55","1.2","5","0","-70","101192","10670105","200","-10","-45","1067","485","1","-30","1.1","1","5","1.3","101192","1","-50","280"
"bgm_M64","1","1","0","0","101201","10680101","100","10","0","1068","-470","1","-30","0.8","1","1","1.45","101201","1.1","20","210"
"bgm_M64","1","2","0","-120","101201","10680102","200","10","0","1068","-250","1","-30","0.65","1","2","1","101201","0.7","0","200"
"bgm_M64","1","3","-15","70","101201","10680103","100","10","-10","1068","-5","1","-30","0.75","1","3","1.3","101201","1","-10","200"
"bgm_M64","1","4","0","-110","101201","10680104","100","0","0","1068","190","1","-30","0.7","1","4","1","101201","1","43","200"
"bgm_M55","1","5","-20","-30","101202","10680105","100","10","-45","1068","475","1","-30","1","1","5","1.45","101202","1","-50","250"
"bgm_M64","1","1","0","-110","101291","10690101","170","10","-30","1069","-450","1","-30","0.575","1","1","1","101291","0.9","-25","210"
"bgm_M64","1","2","0","-25","101291","10690102","100","0","0","1069","-225","1","-30","0.75","1","2","1.2","101291","1.1","0","240"
"bgm_M64","1","3","-15","65","101291","10690103","100","0","-10","1069","0","1","-30","1.55","1","3","2.3","101291","2.2","0","200"
"bgm_M64","1","4","0","-110","101291","10690104","100","0","0","1069","190","1","-30","0.65","1","4","1.1","101291","1","0","200"
"bgm_M55","1","5","-20","-15","101292","10690105","100","30","30","1069","490","1","-30","1.1","1","5","1.45","101292","1","15","230"
"bgm_M64","1","1","0","-50","101301","10700101","250","10","-30","1070","-480","1","-30","0.6","1","1","0.8","101301","0.7","0","210"
"bgm_M64","1","2","0","-120","101301","10700102","200","10","0","1070","-250","1","-30","0.65","1","2","1","101301","0.7","0","200"
"bgm_M64","1","3","0","100","101301","10700103","200","-10","-10","1070","-50","1","-30","0.93","1","3","1.4","101301","1","-30","200"
"bgm_M64","1","4","0","-120","101301","10700104","150","0","0","1070","190","1","-30","0.9","1","4","1.1","101301","1","-30","200"
"bgm_M55","1","5","-20","-55","101302","10700105","100","10","-30","1070","470","1","-30","1","1","5","1.2","101302","1.1","-15","270"
"bgm_M64","1","1","0","0","101441","10710101","100","10","0","1071","-470","1","-30","0.8","1","1","1.45","101441","1.1","20","210"
"bgm_M64","1","2","0","-120","101441","10710102","250","0","-30","1071","-250","1","-30","0.7","1","2","1","101441","1","-30","240"
"bgm_M64","1","3","-15","65","101441","10710103","100","0","-10","1071","-10","1","-30","0.8","1","3","1.1","101441","1","0","200"
"bgm_M64","1","4","0","-120","101441","10710104","100","0","0","1071","200","1","-30","0.7","1","4","1","101441","0.7","0","200"
"bgm_M55","1","5","-20","-70","101442","10710105","100","10","-30","1071","470","1","-30","0.95","1","5","1.2","101442","1.1","-35","230"
"bgm_M64","1","1","0","-110","101451","10720101","170","10","-30","1072","-450","1","-30","0.575","1","1","1","101451","0.9","-25","210"
"bgm_M64","1","2","0","-25","101451","10720102","100","0","0","1072","-225","1","-30","0.75","1","2","1.2","101451","1.1","0","240"
"bgm_M64","1","3","-15","65","101451","10720103","100","0","-10","1072","-10","1","-30","1","1","3","1.4","101451","1","-30","200"
"bgm_M64","1","4","0","-100","101451","10720104","100","10","0","1072","210","1","-30","0.8","1","4","1.1","101451","1","20","200"
"bgm_M55","1.2","5","0","-70","101452","10720105","100","0","-50","1072","510","1","-30","1.25","1","5","1.55","101452","1.4","-35","290"
"bgm_M64","1","1","0","0","101561","10730101","170","10","-30","1073","-450","1","-30","0.575","1","1","1","101561","0.9","-25","210"
"bgm_M64","1","2","0","-120","101561","10730102","100","10","0","1073","-270","1","-30","0.75","1","2","1.2","101561","1.1","0","200"
"bgm_M64","1","3","-5","65","101561","10730103","100","5","-10","1073","-10","1","-30","0.65","1","3","1.1","101561","1","0","200"
"bgm_M64","1","4","0","-110","101561","10730104","100","0","0","1073","200","1","-30","1","1","4","1.4","101561","1","0","200"
"bgm_M55","1.4","5","0","-70","101562","10730105","400","0","-50","1073","460","1","-30","1.25","1","5","1.55","101562","1.35","-60","290"
"bgm_M64","1","1","0","-50","101001","10740101","250","10","-30","1074","-480","1","-30","0.6","1","1","0.8","101001","0.7","0","210"
"bgm_M64","1","2","0","-110","101001","10740102","200","0","10","1074","-260","1","-30","0.9","1","2","1.35","101001","1.1","10","240"
"bgm_M64","1","3","-15","70","101001","10740103","100","10","-10","1074","-5","1","-30","0.75","1","3","1.15","101001","1","-10","200"
"bgm_M64","1","4","0","-110","101001","10740104","100","0","0","1074","190","1","-30","0.9","1","4","1.2","101001","1","0","200"
"bgm_M55","1.2","5","0","-40","101011","10740105","200","0","0","1074","480","1","-30","1.2","1","5","1.3","101011","1","0","250"
"bgm_M64","1","1","0","0","101021","10750101","100","10","0","1075","-470","1","-30","0.8","1","1","1.45","101021","1.1","20","210"
"bgm_M64","1","2","0","-120","101021","10750102","200","10","0","1075","-250","1","-30","0.65","1","2","1","101021","0.7","0","200"
"bgm_M64","1.4","3","-13","0","101021","10750103","150","0","-60","1075","-10","1","-30","0.6","1","3","0.9","101021","0.55","-50","200"
"bgm_M64","1","4","0","-100","101021","10750104","100","0","0","1075","200","1","-30","0.9","1","4","1.5","101021","1","-30","200"
"bgm_M55","1","5","0","0","101031","10750105","200","0","0","1075","470","1","-30","1.4","1","5","1.8","101031","1.6","0","220"
"bgm_M64","1","1","0","-110","101041","10760101","170","10","-30","1076","-480","1","-30","0.575","1","1","1","101041","0.9","-25","210"
"bgm_M64","1","2","0","-20","101041","10760102","250","0","-30","1076","-230","1","-30","0.7","1","2","1","101041","1","-30","240"
"bgm_M64","1","3","-15","-120","101041","10760103","100","0","-10","1076","15","1","-30","0.9","1","3","1.4","101041","1","-30","200"
"bgm_M64","1","4","0","40","101041","10760104","300","0","-50","1076","200","1","-30","0.8","1","4","1.3","101041","1","-60","200"
"bgm_M55","1","5","0","-55","101042","10760105","150","0","0","1076","450","1.3","-30","1.1","1","5","1.8","101042","1.35","-50","210"
"bgm_M64","1","1","0","-50","101161","10770101","250","10","-30","1077","-480","1","-30","0.6","1","1","0.8","101161","0.7","0","210"
"bgm_M64","1","2","0","-120","101161","10770102","100","10","0","1077","-270","1","-30","0.75","1","2","1.2","101161","1.1","0","200"
"bgm_M64","1","3","0","70","101161","10770103","100","0","0","1077","-10","1","-30","0.9","1","3","1.3","101161","1","0","200"
"bgm_M64","1","4","0","-90","101161","10770104","200","0","0","1077","200","1","-30","1","1","4","1.5","101161","1","0","200"
"bgm_M55","1","5","-40","-70","101162","10770105","270","-10","-45","1077","485","1.3","-30","0.9","1","5","1.15","101162","1","-50","280"
"bgm_M64","1","1","0","-90","101171","10780101","170","10","-30","1078","-450","1","-30","0.575","1","1","1","101171","0.9","-25","210"
"bgm_M64","1","2","0","20","101171","10780102","100","0","0","1078","-225","1","-30","0.75","1","2","1.2","101171","1.1","0","240"
"bgm_M64","1","3","-10","-65","101171","10780103","100","0","-10","1078","0","1","-30","0.8","1","3","1.15","101171","1.1","0","200"
"bgm_M64","1","4","0","0","101171","10780104","100","0","-10","1078","230","1","-30","0.65","1","4","1","101171","0.9","0","200"
"bgm_M55","1","5","-20","-30","101172","10780105","200","10","0","1078","475","1","-30","1","1","5","1.45","101172","1","-50","250"
"bgm_M64","1","1","0","-50","101191","10790101","250","10","-30","1079","-480","1","-30","0.6","1","1","0.8","101191","0.7","0","210"
"bgm_M64","1","2","0","-110","101191","10790102","200","0","10","1079","-260","1","-30","0.9","1","2","1.35","101191","1.1","10","240"
"bgm_M64","1","3","-15","65","101191","10790103","100","0","-10","1079","-10","1","-30","0.8","1","3","1.1","101191","1","0","200"
"bgm_M64","1","4","0","5","101191","10790104","100","0","-10","1079","230","1","-30","0.9","1","4","1.35","101191","1.3","0","200"
