d93d953861b0b138ec4545a1a542d396a5f1580f4619b8167692795acf01809b,856df073fd526c178de7e2307954b04770ce02e70334949dace6eb3bcbbf06a5,a6473fd51700aa198a7a77d0493c22543df976e3d8cbc991c15bdb725e7e214f,9c95df0e9a844f6a52989a5f06456d9ead341a7fb56fb63cf383ce9fc2866c52,ec1cc4bd4e7c8d06a1dca7e9924949aaa49d4e908c994982d251c30e9747ca70,0194546472b68102ca67e09edf39621505a13206d663d53c7bc83b45270cb377,4f0e1c5b53acb857e4825cc55e6e9194a588c314466ffafe2e2a389114044d35,dcbf0992555c794e0d33626a6337d93c1af93944d710026f61b677416cc89d06,3e82727a2d25136859e2e79c5a1c29eed7f6ab44b559874cc63d30c2b001f551,66d01e40ff9ab07e9f09411746b7afef3c3deb71ba6168b2c3179b3a9815be93,055b19e9c40214a66d37e0c3b75dcaaee893da7fad657d2242879cfe63c08621
"","svd_idle_thinking","","","1007005","0.2","1","3","1","113411","1007005078"
"","6","","0","1007005","0","1","12","","113511","1007005079"
"","svd_talk_normal","","","1007005","0.2","1","3","","113511","1007005080"
"","","","","1007005","","","93","","3","1007005081"
"","svd_idle_normal","","","1007005","0.2","1","3","","113511","1007005082"
"","9","","0","1007005","0","1","12","","113411","1007005083"
"","svd_talk_memory","","","1007005","0.2","1","3","1","113411","1007005084"
"","","","","1007005","","","93","","3","1007005085"
"","svd_idle_memory","","","1007005","0.2","1","3","1","113411","1007005086"
"","","","","1007005","","","101","","1007005071","1007005087"
"1","1","","0","1007005","1","1","6","0","333","1007005088"
"","1","","","1007005","","","4","","113511","1007005089"
"","svd_run","","","1007005","0.2","1","3","","113511","1007005090"
"0.8","-750","","","1007005","","-300","2","0","113511","1007005091"
"","0","","","1007005","","","4","","113411","1007005092"
"","svd_run","","","1007005","0.2","1","3","","113411","1007005093"
"0.8","750","","","1007005","","-300","2","0","113411","1007005094"
"","","","","1007005","","","93","","0.6","1007005095"
"1","1","","0","1007005","0.2","1","6","0","113511","1007005096"
"1","1","","0","1007005","0.2","1","6","0","113411","1007005097"
"","","","","1007005","","","91","","0","1007005098"
"-750","113511","svd_idle_normal","0","1007006","2.08","100","5","-300","2","1007006001"
"650","113411","svd_idle_normal","1","1007006","2.08","100","5","-300","1","1007006002"
"0","333","svd_white_loop","0","1007006","1","0","5","0","3","1007006003"
"1","1","","0","1007006","0","1","6","0","333","1007006004"
"0","2","","","1007006","","0","7","","113511","1007006005"
"0.5","-750","","","1007006","","-300","2","0","113511","1007006006"
"1","1","","0","1007006","0","1","6","0","113411","1007006007"
"-40","17","","","1007006","0","-140","31","0.8","7","1007006008"
"0","2","","","1007006","","0","34","","17","1007006009"
"","","","","1007006","","","93","","1","1007006010"
"1","1","","0","1007006","0.8","1","6","0.4","333","1007006011"
"svd_idle_see_sad2","svd_idle_see_sad_pre2","","0","1007006","0.2","0","3","1","113511","1007006012"
"1.1","-600","","","1007006","","-300","2","0","113511","1007006013"
"","","","","1007006","","","93","","1","1007006014"
"","1","","","1007006","","","32","","17","1007006015"
"","","","","1007006","","","91","","0","1007006016"
"0","240","","","1007006","","260","94","80","113511","1007006017"
"","0","","","1007006","","","32","","17","1007006018"
"","15","","0","1007006","0","1","12","","113511","1007006019"
"","svd_walk_sad2","","","1007006","0.2","1","3","","113511","1007006020"
"0","0","","","1007006","","2","7","","113511","1007006021"
"2","-250","","","1007006","","-300","2","0","113511","1007006022"
"","","","","1007006","","","93","","2","1007006023"
"","svd_idle_sad","","","1007006","0.2","1","3","","113511","1007006024"
"","","","","1007006","","","93","","0.5","1007006025"
"","","","","1007006","","","91","","0","1007006026"
"","svd_talk_sad","","","1007006","0.2","1","3","","113511","1007006027"
"0","vo_svd_0621","","","1007006","","0","21","","vo_svd","1007006028"
"0","竟然連一隻魚都沒釣到……\n我還真是沒用……","1","0","1007006","0","6","11","0","113511","1007006029"
"","","","","1007006","","","91","","0","1007006030"
"","svd_idle_sad","","","1007006","0.2","1","3","","113511","1007006031"
"","svd_walk_glad","","","1007006","0.2","1","3","","113411","1007006032"
"2","250","","","1007006","","-300","2","0","113411","1007006033"
"1","1","","0","1007006","0.4","1","6","1","113411","1007006034"
"","","","","1007006","","","93","","2","1007006035"
"","svd_idle_normal","","","1007006","0.2","1","3","","113411","1007006036"
"","","","","1007006","","","93","","0.4","1007006037"
"","svd_talk_memory","","","1007006","0.2","1","3","","113411","1007006038"
"0","vo_svd_0622","","","1007006","","0","21","","vo_svd","1007006039"
"0","不過，釣魚時的弟弟\n非常帥氣呢……","1","0","1007006","0","6","11","0","113411","1007006040"
"","","","","1007006","","","91","","0","1007006041"
"","svd_idle_memory","","","1007006","0.2","1","3","","113411","1007006042"
"","svd_talk_memory","","","1007006","0.2","1","3","","113511","1007006043"
"0","vo_svd_0623","","","1007006","","0","21","","vo_svd","1007006044"
"0","是啊……能被如此\n帥氣的大人釣到，\n魚也死得其所了吧……","1","0","1007006","0","6","11","0","113511","1007006045"
"","","","","1007006","","","91","","0","1007006046"
"","svd_idle_memory","","","1007006","0.2","1","3","","113511","1007006047"
"","svd_talk_normal","","","1007006","0.2","1","3","","113411","1007006048"
"0","vo_svd_0624","","","1007006","","0","21","","vo_svd","1007006049"
"0","但是，下次要由我們\n來招待弟弟！","1","0","1007006","0","6","11","0","113411","1007006050"
"","","","","1007006","","","91","","0","1007006051"
"","svd_idle_normal","","","1007006","0.2","1","3","","113411","1007006052"
"","svd_talk_sad","","","1007006","0.2","1","3","","113511","1007006053"
"0","vo_svd_0625","","","1007006","","0","21","","vo_svd","1007006054"
"0","可是釣魚比想像中的\n困難許多……\n這樣的話……","1","0","1007006","0","5","11","0","113511","1007006055"
"","","","","1007006","","","91","","0","1007006056"
"","svd_idle_sad","","","1007006","0.2","1","3","","113511","1007006057"
"svd_talk_joy2","svd_surprise","","0.2","1007006","0.2","0","3","1","113411","1007006058"
"0","vo_svd_0626","","","1007006","","0","21","","vo_svd","1007006059"
"0","……！潛水！\n潛入水中的話或許能行唷！","1","0","1007006","0","6","11","0","113411","1007006060"
"","","","","1007006","","","91","","0","1007006061"
"","svd_idle_joy2","","","1007006","0.2","1","3","","113411","1007006062"
"svd_talk_wish","svd_surprise","","0.2","1007006","0.2","0","3","1","113511","1007006063"
"0","vo_svd_0627","","","1007006","","0","21","","vo_svd","1007006064"
"0","原來如此！\n那就趕緊出發吧！\n去狩獵深海的霸主！","1","0","1007006","0","6","11","0","113511","1007006065"
"","","","","1007006","","","93","","3","1007006066"
"svd_attack_idle","svd_attack_standby","","0.2","1007006","0.2","0","3","1","113511","1007006067"
"","","","","1007006","","","91","","1007006065","1007006068"
"","","","","1007006","","","93","","0","1007006069"
"svd_idle_normal","svd_attack_finish","","0.2","1007006","0.2","0","3","1","113511","1007006070"
"","","","","1007006","","","93","","0.4","1007006071"
"","","","","1007006","","","102","","","1007006072"
"","","","","1007006","","","93","","1","1007006073"
"","11","","0","1007006","0","1","12","","113511","1007006074"
"svd_idle_thinking","svd_cmn_think","","0.2","1007006","0.2","0","3","1","113511","1007006075"
"","","","","1007006","","","93","","3","1007006076"
"","svd_idle_thinking","","","1007006","0.2","1","3","","113511","1007006077"
"","4","","0","1007006","0","1","12","","113411","1007006078"
"svd_idle_surprise1","svd_surprise","","0.2","1007006","0.2","0","3","1","113411","1007006079"
"","","","","1007006","","","93","","3","1007006080"
"","svd_idle_surprise1","","","1007006","0.2","1","3","1","113411","1007006081"
"","1","","0","1007006","0","1","12","","113511","1007006082"
"","svd_talk_sad","","","1007006","0.2","1","3","","113511","1007006083"
"","","","","1007006","","","93","","3","1007006084"
"","svd_idle_sad","","","1007006","0.2","1","3","","113511","1007006085"
"","7","","0","1007006","0","1","12","","113411","1007006086"
"","svd_talk_normal","","","1007006","0.2","1","3","1","113411","1007006087"
"","","","","1007006","","","93","","3","1007006088"
"","svd_idle_normal","","","1007006","0.2","1","3","1","113411","1007006089"
"","","","","1007006","","","101","","1007006074","1007006090"
"1","1","","0","1007006","1","1","6","0","333","1007006091"
"","1","","","1007006","","","4","","113511","1007006092"
"","svd_run","","","1007006","0.2","1","3","","113511","1007006093"
"0.8","-750","","","1007006","","-300","2","0","113511","1007006094"
"","0","","","1007006","","","4","","113411","1007006095"
"","svd_run","","","1007006","0.2","1","3","","113411","1007006096"
"0.8","750","","","1007006","","-300","2","0","113411","1007006097"
"","","","","1007006","","","93","","0.6","1007006098"
"1","1","","0","1007006","0.2","1","6","0","113511","1007006099"
"1","1","","0","1007006","0.2","1","6","0","113411","1007006100"
"","","","","1007006","","","91","","0","1007006101"
"-250","113511","svd_idle_normal","0","1007007","2.08","100","5","-560","1","1007007001"
"250","113411","svd_idle_normal","1","1007007","2.08","100","5","-560","2","1007007002"
"0","333","svd_white_loop","0","1007007","1","0","5","0","3","1007007003"
"1","1","","0","1007007","0","1","6","0","333","1007007004"
"1","1","","0","1007007","0","1","6","0","113511","1007007005"
"1","1","","0","1007007","0","1","6","0","113411","1007007006"
"","","","","1007007","","","93","","1","1007007007"
"1","1","","0","1007007","0.8","1","6","0.4","333","1007007008"
"svd_idle_normal","svd_jump2","","0.2","1007007","0.2","0","3","1","113511","1007007009"
"svd_idle_normal","svd_jump2","","0.2","1007007","0.2","0","3","1","113411","1007007010"
"","","","","1007007","","","93","","0.3","1007007011"
"0.75","-250","","","1007007","","-300","2","0","113511","1007007012"
"0.75","250","","","1007007","","-300","2","0","113411","1007007013"
"1","1","","0","1007007","0.4","1","6","1","113511","1007007014"
"1","1","","0","1007007","0.4","1","6","1","113411","1007007015"
"","6","","0","1007007","0","0.2","12","","113511","1007007016"
"","6","","0","1007007","0","0.2","12","","113411","1007007017"
"","","","","1007007","","","93","","1.2","1007007018"
"","","","","1007007","","","91","","0","1007007019"
"","svd_idle_normal","","","1007007","0.2","1","3","","113411","1007007020"
"","svd_talk_joy2","","","1007007","0.2","1","3","","113511","1007007021"
"0","vo_svd_0721","","","1007007","","0","21","","vo_svd","1007007022"
"0","看見弟弟玩得這麼開心，\n姐姐也很高興呢！","1","0","1007007","0","7","11","0","113511","1007007023"
"","","","","1007007","","","91","","0","1007007024"
"","svd_idle_joy2","","","1007007","0.2","1","3","","113511","1007007025"
"","svd_talk_memory","","","1007007","0.2","1","3","","113411","1007007026"
"0","vo_svd_0722","","","1007007","","0","21","","vo_svd","1007007027"
"0","而且，漏接大人的球，\n本來就是不可\n饒恕的行為……","1","0","1007007","0","6","11","0","113411","1007007028"
"","","","","1007007","","","91","","0","1007007029"
"","svd_idle_memory","","","1007007","0.2","1","3","","113411","1007007030"
"","svd_talk_joy2","","","1007007","0.2","1","3","","113511","1007007031"
"0","vo_svd_0723","","","1007007","","0","21","","vo_svd","1007007032"
"0","妳說的沒錯！\n無論球飛往哪裡，\n我們都會一一打回去！","1","0","1007007","0","6","11","0","113511","1007007033"
"","","","","1007007","","","91","","0","1007007034"
"","svd_idle_joy2","","","1007007","0.2","1","3","","113511","1007007035"
"","svd_talk_sad","","","1007007","0.2","1","3","","113411","1007007036"
"0","vo_svd_0724","","","1007007","","0","21","","vo_svd","1007007037"
"0","但如果把球視作\n大人送的禮物，\n就會不由自主地想收下……","1","0","1007007","0","6","11","0","113411","1007007038"
"","","","","1007007","","","91","","0","1007007039"
"","svd_idle_sad","","","1007007","0.2","1","3","","113411","1007007040"
"","svd_talk_anger","","","1007007","0.2","1","3","","113511","1007007041"
"0","vo_svd_0725","","","1007007","","0","21","","vo_svd","1007007042"
"0","不行啦！我們要戰勝誘惑，\n好好把球打回去！\n那樣才是對的……","1","0","1007007","0","7","11","0","113511","1007007043"
"","","","","1007007","","","93","","4.2","1007007044"
"","svd_talk_sad","","","1007007","0.2","1","3","","113511","1007007045"
"","","","","1007007","","","91","","1007007043","1007007046"
"","svd_idle_sad","","","1007007","0.2","1","3","","113511","1007007047"
"","svd_talk_sad","","","1007007","0.2","1","3","","113411","1007007048"
"0","vo_svd_0726","","","1007007","","0","21","","vo_svd","1007007049"
"0","沙灘排球……\n真是項殘酷的運動……","1","0","1007007","0","5","11","0","113411","1007007050"
"","","","","1007007","","","91","","0","1007007051"
"","svd_idle_sad","","","1007007","0.2","1","3","","113411","1007007052"
"","","","","1007007","","","102","","","1007007053"
"","","","","1007007","","","93","","1","1007007054"
"","13","","0","1007007","0","1","12","","113511","1007007055"
"","svd_talk_normal","","","1007007","0.2","1","3","","113511","1007007056"
"","","","","1007007","","","93","","3","1007007057"
"","svd_idle_normal","","","1007007","0.2","1","3","","113511","1007007058"
"","12","","0","1007007","0","1","12","","113411","1007007059"
"","svd_talk_sad","","","1007007","0.2","1","3","1","113411","1007007060"
"","","","","1007007","","","93","","3","1007007061"
"","svd_idle_sad","","","1007007","0.2","1","3","1","113411","1007007062"
"","4","","0","1007007","0","1","12","","113511","1007007063"
"","svd_talk_anger","","","1007007","0.2","1","3","","113511","1007007064"
"","","","","1007007","","","93","","3","1007007065"
"","svd_idle_wish","","","1007007","0.2","1","3","","113511","1007007066"
"","11","","0","1007007","0","1","12","","113411","1007007067"
"","svd_talk_wish","","","1007007","0.2","1","3","1","113411","1007007068"
"","","","","1007007","","","93","","3","1007007069"
"","svd_idle_wish","","","1007007","0.2","1","3","1","113411","1007007070"
"","","","","1007007","","","101","","1007007055","1007007071"
"1","1","","0","1007007","1","1","6","0","333","1007007072"
"","1","","","1007007","","","4","","113511","1007007073"
"","svd_run","","","1007007","0.2","1","3","","113511","1007007074"
"0.8","-750","","","1007007","","-300","2","0","113511","1007007075"
"","0","","","1007007","","","4","","113411","1007007076"
"","svd_run","","","1007007","0.2","1","3","","113411","1007007077"
"0.8","750","","","1007007","","-300","2","0","113411","1007007078"
"","","","","1007007","","","93","","0.6","1007007079"
"1","1","","0","1007007","0.2","1","6","0","113511","1007007080"
"1","1","","0","1007007","0.2","1","6","0","113411","1007007081"
"","","","","1007007","","","91","","0","1007007082"
"-650","113511","svd_idle_normal","0","1007008","2.08","100","5","-300","2","1007008001"
"650","113411","svd_idle_normal","1","1007008","2.08","100","5","-300","1","1007008002"
"0","333","svd_white_loop","0","1007008","1","0","5","0","3","1007008003"
"1","1","","0","1007008","0","1","6","0","333","1007008004"
"1","1","","0","1007008","0","1","6","0","113511","1007008005"
"1","1","","0","1007008","0","1","6","0","113411","1007008006"
"","","","","1007008","","","93","","1","1007008007"
"1","1","","0","1007008","0.8","1","6","0.4","333","1007008008"
"","svd_walk_sad","","","1007008","0.2","1","3","","113511","1007008009"
"2","-250","","","1007008","","-300","2","0","113511","1007008010"
"1","1","","0","1007008","0.4","1","6","1","113511","1007008011"
"","svd_walk_sad","","","1007008","0.2","1","3","","113411","1007008012"
"2","250","","","1007008","","-300","2","0","113411","1007008013"
"1","1","","0","1007008","0.4","1","6","1","113411","1007008014"
"","","","","1007008","","","93","","2","1007008015"
"","","","","1007008","","","91","","0","1007008016"
"","svd_idle_sad","","","1007008","0.2","1","3","","113411","1007008017"
"","svd_idle_sad","","","1007008","0.2","1","3","","113511","1007008018"
"","","","","1007008","","","93","","0.6","1007008019"
"","svd_talk_sad","","","1007008","0.2","1","3","","113511","1007008020"
"0","vo_svd_0821","","","1007008","","0","21","","vo_svd","1007008021"
"0","終於……\n要面臨結束的這天了……","1","0","1007008","0","6","11","0","113511","1007008022"
"","","","","1007008","","","91","","0","1007008023"
"","svd_idle_sad","","","1007008","0.2","1","3","","113511","1007008024"
"","svd_talk_sad","","","1007008","0.2","1","3","","113411","1007008025"
"0","vo_svd_0822","","","1007008","","0","21","","vo_svd","1007008026"
"0","心裡充斥著\n見證了弟弟的努力\n所感受到的喜悅……","1","0","1007008","0","6","11","0","113411","1007008027"
"","","","","1007008","","","91","","0","1007008028"
"","svd_idle_sad","","","1007008","0.2","1","3","","113411","1007008029"
"","svd_talk_sad","","","1007008","0.2","1","3","","113511","1007008030"
"0","vo_svd_0823","","","1007008","","0","21","","vo_svd","1007008031"
"0","與對一去不復返的\n夏日時光的不捨……","1","0","1007008","0","6","11","0","113511","1007008032"
"","","","","1007008","","","91","","0","1007008033"
"","svd_idle_sad","","","1007008","0.2","1","3","","113511","1007008034"
"","svd_talk_anger","","","1007008","0.2","1","3","","113411","1007008035"
"0","vo_svd_0824","","","1007008","","0","21","","vo_svd","1007008036"
"0","不行！惠理子！\n我們要笑著目送\n弟弟進教室！","1","0","1007008","0","6","11","0","113411","1007008037"
"","","","","1007008","","","93","","4","1007008038"
"svd_idle_guts2","svd_talk_guts2","","0.2","1007008","0.2","0","3","1","113411","1007008039"
"","","","","1007008","","","91","","1007008037","1007008040"
"","svd_idle_wish","","","1007008","0.2","1","3","","113411","1007008041"
"","svd_talk_thinking","","","1007008","0.2","1","3","","113511","1007008042"
"0","vo_svd_0825","","","1007008","","0","21","","vo_svd","1007008043"
"0","說得也是……！\n這才是為了那位大人好。","1","0","1007008","0","6","11","0","113511","1007008044"
"","","","","1007008","","","93","","3.5","1007008045"
"svd_idle_guts2","svd_talk_guts2","","0.2","1007008","0.2","0","3","1","113511","1007008046"
"","","","","1007008","","","91","","1007008044","1007008047"
"","svd_idle_wish","","","1007008","0.2","1","3","","113511","1007008048"
"svd_idle_wish","svd_cmn_smile1","","0.2","1007008","0.2","0","3","1","113411","1007008049"
"0","vo_svd_0826","","","1007008","","0","21","","vo_svd","1007008050"
"0","一路順風唷！\n弟弟！","1","0","1007008","0","7","11","0","113411","1007008051"
"","","","","1007008","","","91","","0","1007008052"
"","svd_idle_wish","","","1007008","0.2","1","3","","113411","1007008053"
"","svd_talk_wish2","","","1007008","0.2","1","3","","113511","1007008054"
"0","vo_svd_0827","","","1007008","","0","21","","vo_svd","1007008055"
"0","無論何時何地，\n我們都會守護著\n大人您……！","1","0","1007008","0","7","11","0","113511","1007008056"
"","","","","1007008","","","93","","3","1007008057"
"svd_idle_wish2","svd_obsession2","","0.2","1007008","0.2","0","3","1","113511","1007008058"
"","","","","1007008","","","91","","1007008056","1007008059"
"","","","","1007008","","","102","","","1007008060"
"","","","","1007008","","","93","","1","1007008061"
"","10","","0","1007008","0","1","12","","113411","1007008062"
"","svd_talk_normal","","","1007008","0.2","1","3","","113411","1007008063"
"","","","","1007008","","","93","","3","1007008064"
"","svd_idle_normal","","","1007008","0.2","1","3","","113411","1007008065"
"","12","","0","1007008","0","1","12","","113511","1007008066"
"","svd_talk_sad","","","1007008","0.2","1","3","1","113511","1007008067"
"","","","","1007008","","","93","","3","1007008068"
"","svd_idle_sad","","","1007008","0.2","1","3","1","113511","1007008069"
"","7","","0","1007008","0","1","12","","113411","1007008070"
"svd_idle_guts2","svd_talk_guts2","","0.2","1007008","0.2","0","3","1","113411","1007008071"
"","","","","1007008","","","93","","3","1007008072"
"","svd_idle_guts2","","","1007008","0.2","1","3","","113411","1007008073"
"","7","","0","1007008","0","1","12","","113511","1007008074"
"","svd_talk_wish","","","1007008","0.2","1","3","1","113511","1007008075"
"","","","","1007008","","","93","","3","1007008076"
"","svd_idle_wish","","","1007008","0.2","1","3","1","113511","1007008077"
"","","","","1007008","","","101","","1007008062","1007008078"
"1","1","","0","1007008","1","1","6","0","333","1007008079"
"","1","","","1007008","","","4","","113511","1007008080"
"","svd_run","","","1007008","0.2","1","3","","113511","1007008081"
"0.8","-750","","","1007008","","-300","2","0","113511","1007008082"
"","0","","","1007008","","","4","","113411","1007008083"
"","svd_run","","","1007008","0.2","1","3","","113411","1007008084"
"0.8","750","","","1007008","","-300","2","0","113411","1007008085"
"","","","","1007008","","","93","","0.6","1007008086"
"1","1","","0","1007008","0.2","1","6","0","113511","1007008087"
"1","1","","0","1007008","0.2","1","6","0","113411","1007008088"
"","","","","1007008","","","91","","0","1007008089"
