e45169fae97576e9ce81df5f9acb200a2f416211a1b9fd3763e904b8589ead7e,3e7f66c0b221f6c95ec7ef307b07d71e736206335cdeaaff379b008be2b7bf33,05f4b855f177a0b2499bc852b16723cc46b1d13aad737a1d0d1c00f36b07cecf,9f17805395417fd24e5a647ee4c0065c7464b19a6a92f1cd1d6146b5ec498510,48af36fb1db240d4e55b663eef485054e16502cbf8b263b5f8c87784e0fa5473,105628809775c98c0d7b1e8fbcf7954405e9a75f7c7bda7a042052673a8a0d46,86d2efcc7063ddc4d62d395a2cfe1adc63db640962b3af67e0c49775191b15f9,59f17215e4854ca320609784ffce9b6a6c5c8042d881a59c4995f1f12d8869cc,ccb8ee37b5e9f5dbad3279b5691fa065f3c4e8e99912515eb65bea72575576a5,185672cf45678b4bbc2ab81dee0674a15be9205b0a6ee1d6f0e49ae5bc32c224,60c5d293ea91c4216a28f0047290be4485b7fe20f10f0a0a5c2a0b322e7412c8
"1007404066","3","","","1","111011","mhp_sit_idle_2","0.2","1007404","",""
"1007404067","3","","","1","117531","mhp_sit_talk_worry","0.2","1007404","",""
"1007404068","21","0","","0","vo_mhp_1007404","vo_mhp_1010","","1007404","",""
"1007404069","11","1","0","5","117531","是啊，嗯，說到這個，優妮，\n我要問妳一個有點敏感的問題，\n村裡的人給妳的生活費還夠嗎？","0","1007404","0","0.5"
"1007404070","91","","","","0","0","","1007404","",""
"1007404071","3","mhp_idle_normal","1","0","117531","mhp_sit_out","0.2","1007404","0.2",""
"1007404072","93","","","","1","","","1007404","",""
"1007404073","3","","0","1","117531","mhp_walk","0.2","1007404","",""
"1007404074","2","2","0","-220","117531","-40","","1007404","",""
"1007404075","2","2","0","-220","21","-40","","1007404","",""
"1007404076","2","2","0","-220","22","-40","","1007404","",""
"1007404077","93","","","","2","0","","1007404","",""
"1007404078","3","mhp_mitsuki_approach_loop","1","0","117531","mhp_mitsuki_approach_in","0.2","1007404","0",""
"1007404079","21","0","","0","vo_mhp_1007404","vo_mhp_1011","","1007404","",""
"1007404080","11","1","0","6","117531","在蘭德索爾獨自生活，\n會需要用到一點錢吧？\n希望這不是我雞婆，但我剛好可以\n介紹妳去做不錯的臨床實驗打工喔。","0","1007404","0","0.5"
"1007404081","91","","","","0","0","","1007404","",""
"1007404082","3","","","1","117531","mhp_mitsuki_ecstatic_idle","0.2","1007404","",""
"1007404083","3","","","1","111011","mhp_sit_talk_anger","0.2","1007404","",""
"1007404084","21","0","","0","vo_mhp_1007404","vo_mhp_1012","","1007404","",""
"1007404085","11","1","0","6","111011","直說無妨，是要做人體實驗吧？","0","1007404","0","0.5"
"1007404086","91","","","","0","0","","1007404","",""
"1007404087","3","","","1","111011","mhp_sit_idle_anger","0.2","1007404","",""
"1007404088","3","","","1","117531","mhp_talk_thinking","0.2","1007404","",""
"1007404089","21","0","","0","vo_mhp_1007404","vo_mhp_1013","","1007404","",""
"1007404090","11","1","0","10","117531","真是敏銳呢。","0","1007404","0","0.5"
"1007404091","91","","","","0","0","","1007404","",""
"1007404092","3","","","1","117531","mhp_idle_thinking","0.2","1007404","",""
"1007404093","3","","","1","111011","mhp_sit_talk_sad2","0.2","1007404","",""
"1007404094","21","0","","0","vo_mhp_1007404","vo_mhp_1014","","1007404","",""
"1007404095","11","1","0","5","111011","這是令人很感興趣的提議──但我拒絕。\n答應妳用那種聲音提出的邀請時，\n我不記得自己有哪次是全身而退的。","0","1007404","0","0.5"
"1007404096","91","","","","0","0","","1007404","",""
"1007404097","3","","","1","111011","mhp_sit_idle_2","0.2","1007404","",""
"1007404098","3","","","1","117531","mhp_talk_anger2","0.2","1007404","",""
"1007404099","21","0","","0","vo_mhp_1007404","vo_mhp_1015","","1007404","",""
"1007404100","11","1","0","5","117531","咦～？真無趣～！比起未知的體驗，\n居然以生命安全優先，\n這是放棄學問喔？有損賢者的威信喔？\n唉～優妮博士也就只有這點程度嗎……","0","1007404","0","0.5"
"1007404101","93","","","","9","1","","1007404","",""
"1007404102","3","","","1","117531","mhp_talk_thinking","0.2","1007404","",""
"1007404103","91","","","","1007404100","0","","1007404","",""
"1007404104","3","","","1","117531","mhp_idle_thinking","0.2","1007404","",""
"1007404105","3","","","1","111011","mhp_sit_talk_anger2","0.2","1007404","",""
"1007404106","21","0","","0","vo_mhp_1007404","vo_mhp_1016","","1007404","",""
"1007404107","11","1","0","5","111011","唔……區區的小丫頭說這什麼話！\n妳這傢伙想必是理科的吧？\n令人不快，誰還要再來這種地方啊！\n滾開，理科都要傳染過來了！我呸我呸！","0","1007404","0","0.5"
"1007404108","91","","","","0","","","1007404","",""
"1007404109","3","mhp_idle_surprise1","1","0","117531","mhp_surprise","0.2","1007404","0.2",""
"1007404110","3","","","0","111011","mhp_yuni_sit_out_angry","0.2","1007404","",""
"1007404111","93","","","","0.5","","","1007404","",""
"1007404112","12","","","1","111011","14","0","1007404","0",""
"1007404113","93","","","","0.5","","","1007404","",""
"1007404114","91","","","","0","","","1007404","",""
"1007404115","3","","","1","111011","mhp_run_angry","0.2","1007404","",""
"1007404116","4","","","","111011","1","","1007404","",""
"1007404117","2","2.5","0","-220","111011","-1000","","1007404","",""
"1007404118","93","","","","2","0","","1007404","",""
"1007404119","91","","","","0","","","1007404","",""
"1007404120","3","","","1","117531","mhp_talk_sad","0.2","1007404","",""
"1007404121","21","0","","0","vo_mhp_1007404","vo_mhp_1017","","1007404","",""
"1007404122","11","1","0","7","117531","那孩子……\n越來越像養育她長大的親人了呢……","0","1007404","0","0.5"
"1007404123","91","","","","0","","","1007404","",""
"1007404124","22","","","","0","0","","1007404","",""
"1007404125","91","","","","0","","","1007404","",""
"1007405001","1","-1000","-240","100","1","111011","1.7","1007405","0","mhp_idle_normal"
"1007405002","1","185","-220","100","1","117531","1.7","1007405","1","mhp_sit_idle"
"1007405003","1","365","-200","100","1","117631","1.7","1007405","1","mhp_sit_idle"
"1007405004","31","-154","0.85","-240","1","1","1","1007405","",""
"1007405005","5","-200","-220","110","1","11","1.7","1007405","0","NoItem"
"1007405006","5","-200","-220","105","1","12","1.7","1007405","0","NoItem"
"1007405007","5","185","-220","110","1","21","1.7","1007405","1","NoItem"
"1007405008","5","185","-220","105","1","22","1.7","1007405","1","NoItem"
"1007405009","6","1","0","1","11","1","0","1007405","0",""
"1007405010","6","1","0","1","12","1","0","1007405","0",""
"1007405011","6","1","0","1","21","1","0","1007405","0",""
"1007405012","6","1","0","1","22","1","0","1007405","0",""
"1007405013","5","-1000","-220","110","1","31","1.7","1007405","0","NoItem"
"1007405014","91","","","","0","","","1007405","",""
"1007405015","3","","","1","117531","mhp_sit_talk_normal","0.2","1007405","",""
"1007405016","21","0","","0","vo_mhp_1007405","vo_mhp_1101","","1007405","",""
"1007405017","11","0","0","5","117531","優妮，請進～","0","1007405","0","0.5"
"1007405018","91","","","","0","","","1007405","",""
"1007405019","3","","","1","117531","mhp_sit_idle","0.2","1007405","",""
"1007405020","3","","","1","111011","mhp_walk","0.2","1007405","",""
"1007405021","2","4","0","-220","111011","-200","","1007405","",""
"1007405022","3","","","1","31","NoItem","0.2","1007405","",""
"1007405023","2","4","0","-220","31","-200","","1007405","",""
"1007405024","91","","","","0","","","1007405","",""
"1007405025","3","mhp_sit_idle_2","1","0","111011","mhp_sit_in_2","0.2","1007405","0.2",""
"1007405026","93","","","","1","0","","1007405","",""
"1007405027","3","","","1","111011","mhp_sit_talk_joy2","0.2","1007405","",""
"1007405028","21","0","","0","vo_mhp_1007405","vo_mhp_1102","","1007405","",""
"1007405029","11","1","0","5","111011","嘻嘻，優妮來囉。\n小深過得還好嗎？","0","1007405","0","0.5"
"1007405030","91","","","","0","","","1007405","",""
"1007405031","3","","","1","111011","mhp_sit_idle_joy2","0.2","1007405","",""
"1007405032","3","","","1","117531","mhp_sit_talk_normal","0.2","1007405","",""
"1007405033","21","0","","0","vo_mhp_1007405","vo_mhp_1103","","1007405","",""
"1007405034","11","1","0","5","117531","哎呀，妳決定把自己之前\n氣噗噗地回去那件事\n當作完全沒發生過啊。\nOK，我明白了。","0","1007405","0","0.5"
"1007405035","91","","","","0","","","1007405","",""
"1007405036","3","","","1","117531","mhp_sit_talk_wish","0.2","1007405","",""
"1007405037","21","0","","0","vo_mhp_1007405","vo_mhp_1104","","1007405","",""
"1007405038","11","1","0","4","117531","然後呢？\n優妮今天也是來找我閒聊的嗎？","0","1007405","0","0.5"
"1007405039","91","","","","0","","","1007405","",""
"1007405040","3","","","1","117531","mhp_sit_idle","0.2","1007405","",""
"1007405041","3","","","1","111011","mhp_sit_talk_sad","0.2","1007405","",""
"1007405042","21","0","","0","vo_mhp_1007405","vo_mhp_1105","","1007405","",""
"1007405043","11","1","0","5","111011","不。我今天是以患者的身分前來。\n希望熟悉醫藥之道的妳，\n能助我一臂之力。","0","1007405","0","0.5"
"1007405044","91","","","","0","","","1007405","",""
"1007405045","3","","","1","111011","mhp_sit_idle_sad","0.2","1007405","",""
"1007405046","3","","","1","117531","mhp_sit_talk_thinking","0.2","1007405","",""
"1007405047","21","0","","0","vo_mhp_1007405","vo_mhp_1106","","1007405","",""
"1007405048","11","1","0","6","117531","哎呀，聽起來不是小事呢。\n好啊，告訴我吧。請說？","0","1007405","0","0.5"
"1007405049","91","","","","0","","","1007405","",""
"1007405050","3","","","1","117531","mhp_sit_idle","0.2","1007405","",""
"1007405051","3","","","1","111011","mhp_sit_talk_sad2","0.2","1007405","",""
"1007405052","21","0","","0","vo_mhp_1007405","vo_mhp_1107","","1007405","",""
"1007405053","11","1","0","4","111011","嗯，若要解釋說來話長，\n但講白一點就是──我很睏。","0","1007405","0","0.5"
"1007405054","91","","","","0","","","1007405","",""
"1007405055","3","","","0","111011","mhp_yuni_sleep_in","0.2","1007405","",""
"1007405056","3","NoItem","1","0","31","mhp_yuni_sleep_in","0","1007405","0",""
"1007405057","21","0","","0","vo_mhp_1007405","vo_mhp_1108","","1007405","",""
"1007405058","11","1","0","6","111011","不知道是為什麼，總之我很睏。\n不管是睡是醒，就是很睏。\n要是我有那個意思，可以睡上一輩子。","0","1007405","0","0.5"
"1007405059","93","","","","8.2","1","","1007405","",""
"1007405060","3","","","0","111011","mhp_yuni_sleep_out","0.2","1007405","",""
"1007405061","3","","","0","31","mhp_yuni_sleep_out","0.2","1007405","",""
"1007405062","91","","","","1007405058","","","1007405","",""
"1007405063","3","","","1","111011","mhp_sit_idle_sad","0.2","1007405","",""
"1007405064","3","","","1","31","NoItem_idle","0.2","1007405","",""
"1007405065","3","","","1","117531","mhp_sit_talk_thinking","0.2","1007405","",""
"1007405066","21","0","","0","vo_mhp_1007405","vo_mhp_1109","","1007405","",""
"1007405067","11","1","0","5","117531","啊～是那種問題……好的好的。","0","1007405","0","0.5"
"1007405068","91","","","","0","","","1007405","",""
"1007405069","3","","","1","117531","mhp_sit_idle","0.2","1007405","",""
"1007405070","3","","","1","111011","mhp_sit_talk_sad2","0.2","1007405","",""
"1007405071","21","0","","0","vo_mhp_1007405","vo_mhp_1110","","1007405","",""
"1007405072","11","1","0","4","111011","依我的想法，\n這肯定是叫作嗜睡症的睡眠障礙。\n主治醫師，給我一點有趣的藥水吧。","0","1007405","0","0.5"
"1007405073","91","","","","0","","","1007405","",""
"1007405074","3","","","1","111011","mhp_sit_idle_sad2","0.2","1007405","",""
"1007405075","103","","","0","活力藥水","1007405078","","1007405","",""
"1007405076","103","","","0","安眠藥水","1007405124","","1007405","",""
"1007405077","103","","","0","虛張聲勢藥水","1007405166","","1007405","",""
"1007405078","3","mhp_idle_normal","1","0","117531","mhp_sit_out","0.2","1007405","0",""
"1007405079","93","","","","0.6","0","","1007405","",""
"1007405080","3","mhp_idle_normal","1","0","111011","mhp_sit_out","0.2","1007405","0",""
"1007405081","93","","","","0.2","0","","1007405","",""
"1007405082","3","","0","1","111011","mhp_walk","0.2","1007405","",""
"1007405083","2","1.5","0","-220","111011","35","","1007405","",""
"1007405084","2","1.5","0","-220","31","35","","1007405","",""
"1007405085","2","1.5","0","-220","11","35","","1007405","",""
"1007405086","2","1.5","0","-220","12","35","","1007405","",""
"1007405087","93","","","","0.3","0","","1007405","",""
"1007405088","3","mhp_handover_loop","1","0","117531","mhp_handover_in","0.2","1007405","0",""
"1007405089","6","1","1","1","21","1","0","1007405","0",""
"1007405090","6","1","1","1","22","1","0","1007405","0",""
"1007405091","3","mhp_handover_loop","1","0","21","mhp_handover_in","0.2","1007405","0",""
"1007405092","3","mhp_item_EX0001_handover_loop","1","0","22","mhp_item_EX0001_handover_in","0.2","1007405","0",""
"1007405093","93","","","","1.2","0","","1007405","",""
"1007405094","3","mhp_handover_receive_loop","1","0","111011","mhp_handover_receive_in","0.2","1007405","0",""
"1007405095","6","1","1","1","11","1","0","1007405","0",""
"1007405096","6","1","1","1","12","1","0","1007405","0",""
"1007405097","3","mhp_receive_yuni_loop","1","0","11","mhp_receive_yuni_in","0.2","1007405","0",""
"1007405098","3","mhp_item_EX0001_receive_loop","1","0","12","mhp_item_EX0001_receive_in","0.2","1007405","0",""
"1007405099","93","","","","0.6","0","","1007405","",""
"1007405100","6","1","1","1","22","1","0.4","1007405","0",""
"1007405101","93","","","","0.4","0","","1007405","",""
"1007405102","3","mhp_idle_normal","1","0","117531","mhp_handover_out","0.2","1007405","0",""
"1007405103","3","NoItem_idle","1","0","21","mhp_handover_out","0.2","1007405","0",""
"1007405104","3","NoItem_idle","1","0","22","mhp_item_EX0001_handover_out","0.2","1007405","0",""
"1007405105","93","","","","0.4","0","","1007405","",""
"1007405106","3","mhp_idle_normal","1","0","111011","mhp_handover_receive_out","0.2","1007405","0",""
"1007405107","3","NoItem_idle","1","0","11","mhp_receive_yuni_out","0.2","1007405","0",""
"1007405108","3","NoItem_idle","1","0","12","mhp_item_EX0001_receive_out","0.2","1007405","0",""
"1007405109","93","","","","2","","","1007405","",""
"1007405110","3","","","1","111011","mhp_talk_joy2","0.2","1007405","",""
"1007405111","21","0","","0","vo_mhp_1007405","vo_mhp_1111","","1007405","",""
"1007405112","11","1","0","7","111011","哇～是和平常一樣的藥水耶～！","0","1007405","0","0.5"
"1007405113","91","","","","0","","","1007405","",""
"1007405114","3","","","1","111011","mhp_idle_joy2","0.2","1007405","",""
"1007405115","3","","","1","117531","mhp_talk_worry","0.2","1007405","",""
"1007405116","21","0","","0","vo_mhp_1007405","vo_mhp_1112","","1007405","",""
"1007405117","11","1","0","5","117531","妳這孩子真的懂嗎……\n我話先說在前頭，這算緊急處置喔？\n因為這樣只是在預支自己的體力喔？","0","1007405","0","0.5"
"1007405118","91","","","","0","","","1007405","",""
"1007405119","3","","","1","117531","mhp_talk_wish2","0.2","1007405","",""
"1007405120","21","0","","0","vo_mhp_1007405","vo_mhp_1113","","1007405","",""
"1007405121","11","1","0","4","117531","舉例來說，\n如果能充滿活力地行動一小時，\n之後就會連本帶利地確實躺平三小時。\n所以妳要小心遵守用藥處方喔？","0","1007405","0","0.5"
"1007405122","91","","","","0","","","1007405","",""
"1007405123","101","","","","1007405213","","","1007405","",""
"1007405124","3","mhp_idle_normal","1","0","117531","mhp_sit_out","0.2","1007405","0",""
"1007405125","93","","","","0.6","0","","1007405","",""
"1007405126","3","mhp_idle_normal","1","0","111011","mhp_sit_out","0.2","1007405","0",""
"1007405127","93","","","","0.2","0","","1007405","",""
"1007405128","3","","0","1","111011","mhp_walk","0.2","1007405","",""
"1007405129","2","1.5","0","-220","111011","35","","1007405","",""
"1007405130","2","1.5","0","-220","31","35","","1007405","",""
"1007405131","2","1.5","0","-220","11","35","","1007405","",""
"1007405132","2","1.5","0","-220","12","35","","1007405","",""
"1007405133","93","","","","0.3","0","","1007405","",""
"1007405134","3","mhp_handover_loop","1","0","117531","mhp_handover_in","0.2","1007405","0",""
"1007405135","6","1","1","1","21","1","0","1007405","0",""
"1007405136","6","1","1","1","22","1","0","1007405","0",""
"1007405137","3","mhp_handover_loop","1","0","21","mhp_handover_in","0.2","1007405","0",""
"1007405138","3","mhp_item_EX0002_handover_loop","1","0","22","mhp_item_EX0002_handover_in","0.2","1007405","0",""
"1007405139","93","","","","1.2","0","","1007405","",""
"1007405140","3","mhp_handover_receive_loop","1","0","111011","mhp_handover_receive_in","0.2","1007405","0",""
"1007405141","6","1","1","1","11","1","0","1007405","0",""
"1007405142","6","1","1","1","12","1","0","1007405","0",""
"1007405143","3","mhp_receive_yuni_loop","1","0","11","mhp_receive_yuni_in","0.2","1007405","0",""
"1007405144","3","mhp_item_EX0002_receive_loop","1","0","12","mhp_item_EX0002_receive_in","0.2","1007405","0",""
"1007405145","93","","","","0.6","0","","1007405","",""
"1007405146","6","1","1","1","22","1","0.4","1007405","0",""
"1007405147","93","","","","0.4","0","","1007405","",""
"1007405148","3","mhp_idle_normal","1","0","117531","mhp_handover_out","0.2","1007405","0",""
"1007405149","3","NoItem_idle","1","0","21","mhp_handover_out","0.2","1007405","0",""
"1007405150","3","NoItem_idle","1","0","22","mhp_item_EX0002_handover_out","0.2","1007405","0",""
"1007405151","93","","","","0.4","0","","1007405","",""
"1007405152","3","mhp_idle_normal","1","0","111011","mhp_handover_receive_out","0.2","1007405","0",""
"1007405153","3","NoItem_idle","1","0","11","mhp_receive_yuni_out","0.2","1007405","0",""
"1007405154","3","NoItem_idle","1","0","12","mhp_item_EX0002_receive_out","0.2","1007405","0",""
"1007405155","93","","","","2","","","1007405","",""
"1007405156","3","","","1","111011","mhp_talk_anger2","0.2","1007405","",""
"1007405157","21","0","","0","vo_mhp_1007405","vo_mhp_1114","","1007405","",""
"1007405158","11","1","0","6","111011","安眠藥水……？\n喂，給我慢著，主治醫師。\n居然讓苦惱於睡太多的患者睡得更多，\n妳這傢伙的腦子是切嚕了嗎？","0","1007405","0","0.5"
"1007405159","91","","","","0","","","1007405","",""
"1007405160","3","","","1","111011","mhp_idle_sad","0.2","1007405","",""
"1007405161","3","","","1","117531","mhp_talk_worry","0.2","1007405","",""
"1007405162","21","0","","0","vo_mhp_1007405","vo_mhp_1115","","1007405","",""
"1007405163","11","1","0","6","117531","如果得到了足夠的睡眠時間，\n卻還是沒有睡夠，原因就是出在睡得太淺。\n所以就反過來提升睡眠的品質吧。","0","1007405","0","0.5"
"1007405164","91","","","","0","","","1007405","",""
"1007405165","101","","","","1007405213","","","1007405","",""
"1007405166","3","mhp_idle_normal","1","0","117531","mhp_sit_out","0.2","1007405","0",""
"1007405167","93","","","","0.6","0","","1007405","",""
"1007405168","3","mhp_idle_normal","1","0","111011","mhp_sit_out","0.2","1007405","0",""
"1007405169","93","","","","0.2","0","","1007405","",""
"1007405170","3","","0","1","111011","mhp_walk","0.2","1007405","",""
"1007405171","2","1.5","0","-220","111011","35","","1007405","",""
"1007405172","2","1.5","0","-220","31","35","","1007405","",""
"1007405173","2","1.5","0","-220","11","35","","1007405","",""
"1007405174","2","1.5","0","-220","12","35","","1007405","",""
"1007405175","93","","","","0.3","0","","1007405","",""
"1007405176","3","mhp_handover_loop","1","0","117531","mhp_handover_in","0.2","1007405","0",""
"1007405177","6","1","1","1","21","1","0","1007405","0",""
"1007405178","6","1","1","1","22","1","0","1007405","0",""
"1007405179","3","mhp_handover_loop","1","0","21","mhp_handover_in","0.2","1007405","0",""
"1007405180","3","mhp_item_EX0003_handover_loop","1","0","22","mhp_item_EX0003_handover_in","0.2","1007405","0",""
"1007405181","93","","","","1.2","0","","1007405","",""
"1007405182","3","mhp_handover_receive_loop","1","0","111011","mhp_handover_receive_in","0.2","1007405","0",""
"1007405183","6","1","1","1","11","1","0","1007405","0",""
"1007405184","6","1","1","1","12","1","0","1007405","0",""
"1007405185","3","mhp_receive_yuni_loop","1","0","11","mhp_receive_yuni_in","0.2","1007405","0",""
"1007405186","3","mhp_item_EX0003_receive_loop","1","0","12","mhp_item_EX0003_receive_in","0.2","1007405","0",""
"1007405187","93","","","","0.6","0","","1007405","",""
"1007405188","6","1","1","1","22","1","0.4","1007405","0",""
"1007405189","93","","","","0.4","0","","1007405","",""
"1007405190","3","mhp_idle_normal","1","0","117531","mhp_handover_out","0.2","1007405","0",""
"1007405191","3","NoItem_idle","1","0","21","mhp_handover_out","0.2","1007405","0",""
"1007405192","3","NoItem_idle","1","0","22","mhp_item_EX0003_handover_out","0.2","1007405","0",""
"1007405193","93","","","","0.4","0","","1007405","",""
"1007405194","3","mhp_idle_normal","1","0","111011","mhp_handover_receive_out","0.2","1007405","0",""
"1007405195","3","NoItem_idle","1","0","11","mhp_receive_yuni_out","0.2","1007405","0",""
"1007405196","3","NoItem_idle","1","0","12","mhp_item_EX0003_receive_out","0.2","1007405","0",""
"1007405197","93","","","","2","0","","1007405","",""
"1007405198","3","","","1","117531","mhp_anna_ahahaStand_loop","0.2","1007405","",""
"1007405199","21","0","","0","vo_mhp_1007405","vo_mhp_1116","","1007405","",""
"1007405200","11","1","0","3","117531","呵～呵呵，妳就把這個喝下去吧！\n這是本藥學王深月開發的萬靈藥！\n能夠發揮出所有妳想要的效果！","0","1007405","0","0.5"
"1007405201","93","","","","2.5","1","","1007405","",""
"1007405202","3","","","1","117531","mhp_talk_joy1","0.2","1007405","",""
"1007405203","91","","","","1007405200","","","1007405","",""
"1007405204","3","","","1","117531","mhp_idle_joy1","0.2","1007405","",""
"1007405205","3","","","1","111011","mhp_talk_surprise2","0.2","1007405","",""
"1007405206","21","0","","0","vo_mhp_1007405","vo_mhp_1117","","1007405","",""
"1007405207","11","1","0","5","111011","真假！深月王好強！","0","1007405","0","0.5"
"1007405208","91","","","","0","0","","1007405","",""
"1007405209","3","","","1","111011","mhp_idle_surprise2","0.2","1007405","",""
"1007405210","3","","","1","117531","mhp_idle_thinking","0.2","1007405","",""
"1007405211","21","0","","0","vo_mhp_1007405","vo_mhp_1118","","1007405","",""
"1007405212","11","1","0","5","117531","（話雖這麼說但那只是虛張聲勢的假藥。\n優妮的病名不是嗜睡症，\n單純是生性懶惰。沒辦法用藥治好的。）","0","1007405","0","0.5"
"1007405213","91","","","","0","","","1007405","",""
"1007405214","3","","","1","117531","mhp_idle_normal","0.2","1007405","",""
"1007405215","3","","","1","111011","mhp_talk_wish","0.2","1007405","",""
"1007405216","21","0","","0","vo_mhp_1007405","vo_mhp_1119","","1007405","",""
"1007405217","11","1","0","6","111011","喔喔，深月老師，感激不盡！\n好，這樣就能免去因為不自覺地\n耍廢發懶而白白浪費的時間了！","","1007405","0","0.5"
"1007405218","91","","","","0","","","1007405","",""
"1007405219","3","","","1","111011","mhp_idle_joy1","0.2","1007405","",""
"1007405220","3","","","1","117531","mhp_talk_sad","0.2","1007405","",""
"1007405221","21","0","","0","vo_mhp_1007405","vo_mhp_1120","","1007405","",""
"1007405222","11","1","0","5","117531","這不好說呢。\n我只能說這全看妳自己。\n我會為妳打氣的，請多保重。","","1007405","0","0.5"
"1007405223","91","","","","0","","","1007405","",""
"1007405224","22","","","","0","0","","1007405","",""
"1007405225","3","","","1","117531","mhp_idle_normal","0.2","1007405","",""
"1007405226","3","","0","1","111011","mhp_walk_glad","0.2","1007405","",""
"1007405227","4","","","","111011","1","","1007405","",""
"1007405228","2","5","0","-220","111011","-1000","","1007405","",""
"1007405229","91","","","","0","","","1007405","",""
"1007406001","1","-1000","-240","100","1","111011","1.7","1007406","0","mhp_idle_normal"
"1007406002","1","185","-220","100","1","117531","1.7","1007406","1","mhp_sit_idle"
"1007406003","1","365","-200","100","1","117631","1.7","1007406","1","mhp_sit_idle"
"1007406004","31","-154","0.85","-240","1","1","1","1007406","",""
"1007406005","31","0","1","0","30","130","0","1007406","",""
"1007406006","31","0","1","0","12","112","0","1007406","",""
"1007406007","5","-200","-220","110","1","11","1.7","1007406","0","NoItem"
"1007406008","5","-200","-220","105","1","12","1.7","1007406","0","NoItem"
"1007406009","5","185","-220","110","1","21","1.7","1007406","1","NoItem"
"1007406010","5","185","-220","105","1","22","1.7","1007406","1","NoItem"
"1007406011","6","1","0","1","11","1","0","1007406","0",""
"1007406012","6","1","0","1","12","1","0","1007406","0",""
"1007406013","6","1","0","1","21","1","0","1007406","0",""
"1007406014","6","1","0","1","22","1","0","1007406","0",""
"1007406015","91","","","","0","","","1007406","",""
"1007406016","3","","","1","117531","mhp_sit_talk_normal","0.2","1007406","",""
"1007406017","21","0","","0","vo_mhp_1007406","vo_mhp_1201","","1007406","",""
"1007406018","11","0","0","5","117531","優妮，請進～","0","1007406","0","0.5"
"1007406019","91","","","","0","","","1007406","",""
"1007406020","3","","","1","117531","mhp_sit_idle","0.2","1007406","",""
"1007406021","3","","","1","111011","mhp_walk","0.2","1007406","",""
"1007406022","2","4","0","-220","111011","-200","","1007406","",""
"1007406023","91","","","","0","","","1007406","",""
"1007406024","3","mhp_sit_idle_2","1","0","111011","mhp_sit_in_2","0.2","1007406","0.2",""
"1007406025","93","","","","1","0","","1007406","",""
"1007406026","3","","","1","111011","mhp_sit_talk_normal","0.2","1007406","",""
"1007406027","21","0","","0","vo_mhp_1007406","vo_mhp_1202","","1007406","",""
"1007406028","11","1","0","6","111011","嗨，深月老師，讓妳久等了啊。\n公會長優妮來了喔。","0","1007406","0","0.5"
"1007406029","91","","","","0","","","1007406","",""
"1007406030","3","","","1","111011","mhp_sit_idle_2","0.2","1007406","",""
"1007406031","3","","","1","117531","mhp_sit_talk_thinking","0.2","1007406","",""
"1007406032","21","0","","0","vo_mhp_1007406","vo_mhp_1203","","1007406","",""
"1007406033","11","1","0","6","117531","我不記得自己有特別在等妳，\n但也沒關係，歡迎來到我的診療室。","0","1007406","0","0.5"
"1007406034","91","","","","0","","","1007406","",""
"1007406035","3","","","1","117531","mhp_sit_talk_normal","0.2","1007406","",""
"1007406036","21","0","","0","vo_mhp_1007406","vo_mhp_1204","","1007406","",""
"1007406037","11","1","0","4","117531","好了，優妮──啊，失禮了，\n妳現在是有學位的啊。\n我該稱呼妳為優妮博士嗎？","0","1007406","0","0.5"
"1007406038","91","","","","0","","","1007406","",""
"1007406039","3","","","1","117531","mhp_sit_idle","0.2","1007406","",""
"1007406040","3","","","1","111011","mhp_sit_talk_thinking2","0.2","1007406","",""
"1007406041","21","0","","0","vo_mhp_1007406","vo_mhp_1205","","1007406","",""
"1007406042","11","1","0","5","111011","不，不必。\n學院為了自己的方便\n硬塞給我的名譽學位無異於暱稱。","0","1007406","0","0.5"
"1007406043","91","","","","0","","","1007406","",""
"1007406044","3","","","1","111011","mhp_sit_idle_2","0.2","1007406","",""
"1007406045","3","","","1","117531","mhp_sit_talk_normal","0.2","1007406","",""
"1007406046","21","0","","0","vo_mhp_1007406","vo_mhp_1206","","1007406","",""
"1007406047","11","1","0","6","117531","呵呵……是叫聖德蕾莎女子學院嗎？\n原本對村子外頭完全沒興趣的妳，\n如今已經是堂堂傳統名校的一分子了啊。","0","1007406","0","0.5"
"1007406048","91","","","","0","","","1007406","",""
"1007406049","3","","","1","117531","mhp_sit_idle","0.2","1007406","",""
"1007406050","3","","","1","111011","mhp_sit_talk_joy1","0.2","1007406","",""
"1007406051","21","0","","0","vo_mhp_1007406","vo_mhp_1207","","1007406","",""
"1007406052","11","1","0","4","111011","那也沒辦法。\n這副脆弱的軀體\n之所以能順利地融入社會，\n全是因為有深月老師的幫助。","0","1007406","0","0.5"
"1007406053","91","","","","0","","","1007406","",""
"1007406054","3","","","1","111011","mhp_sit_talk_worry","0.2","1007406","",""
"1007406055","21","0","","0","vo_mhp_1007406","vo_mhp_1208","","1007406","",""
"1007406056","11","1","0","4","111011","我一直想著總有一天要說出來。\n我非常感謝妳。鞠躬。","0","1007406","0","0.5"
"1007406057","93","","","","5.5","1","","1007406","",""
"1007406058","3","mhp_sit_idle_2","1","0","111011","mhp_yuni_pekori","0.2","1007406","0",""
"1007406059","93","","","","1","0","","1007406","",""
"1007406060","91","","","","1007406056","","","1007406","",""
