ca0f89da484ac868f902673107f756f188cc2fd6bffa558d3315afe86c5e9200,48565c9a701c3791efc080ae9f1645dee3f60075557e657385ca8fdf9408e117,866910e3afd7ce7f31ac29f90af414b5ecdb3078edddec96ec607c0a555841b7,cab9919050789b351d4947b79271e8eef6c21c2c321147990d7776409eb8cc7a,ae2c5f29ee73392bf92bca320ebc1f453c517383b13987f35ef8abf1c8252b11,dce15bb88b86a2ba4daee953a39cf9c8505595c89d117ebd887f41b546b4c258,0cf5cb863bb0f12d23a2f18a794637235ac83bedd87bd19328723fbcc7581640,8a858eab0bd00f195ffc800a4691007481292de086847dfd9cf4444c2c6df01b
"710041904","710041902","710041903","710000419","712104191","710041901","100","710041905"
"710042005","710042003","710042001","710000420","712104201","710042004","100","710042002"
"710042102","710042104","710042103","710000421","712204211","710042101","100","710042105"
"710042201","710042202","710042204","710000422","712204221","710042203","100","710042205"
"710042304","710042302","710042301","710000423","712204231","710042303","100","710042305"
"710042404","710042402","710042401","710000424","712204241","710042403","100","710042405"
"710042502","710042504","710042503","710000425","712204251","710042501","100","710042505"
"710042601","710042602","710042604","710000426","712204261","710042603","100","710042605"
"710042704","710042702","710042701","710000427","712204271","710042703","100","710042705"
"710042804","710042802","710042801","710000428","712204281","710042803","100","710042805"
"710042904","710042902","710042903","710000429","712204291","710042901","100","710042905"
"710043005","710043003","710043001","710000430","712204301","710043004","100","710043002"
"710043104","710043102","710043101","710000431","712304311","710043103","100","710043105"
"710043202","710043204","710043203","710000432","712304321","710043201","100","710043205"
"710043304","710043302","710043301","710000433","712304331","710043303","100","710043305"
"710043401","710043402","710043404","710000434","712304341","710043403","100","710043405"
"710043504","710043502","710043501","710000435","712304351","710043503","100","710043505"
"710043602","710043604","710043601","710000436","712304361","710043603","100","710043605"
"710043704","710043702","710043701","710000437","712304371","710043703","100","710043705"
"710043804","710043802","710043801","710000438","712304381","710043803","100","710043805"
"710043902","710043904","710043901","710000439","712304391","710043903","100","710043905"
"710044005","710044003","710044001","710000440","712304401","710044004","100","710044002"
"710044104","710044102","710044101","710000441","712404411","710044103","100","710044105"
"710044204","710044202","710044201","710000442","712404421","710044203","100","710044205"
"710044301","710044302","710044304","710000443","712404431","710044303","100","710044305"
"710044404","710044402","710044401","710000444","712404441","710044403","100","710044405"
"710044504","710044502","710044503","710000445","712404451","710044501","100","710044505"
"710044604","710044602","710044601","710000446","712404461","710044603","100","710044605"
"710044702","710044704","710044703","710000447","712404471","710044701","100","710044705"
"710044801","710044802","710044804","710000448","712404481","710044803","100","710044805"
"710044901","710044902","710044904","710000449","712404491","710044903","100","710044905"
"710045005","710045003","710045004","710000450","712404501","710045001","100","710045002"
"710045104","710045102","710045103","710000451","712504511","710045101","100","710045105"
"710045204","710045202","710045201","710000452","712504521","710045203","100","710045205"
"710045302","710045304","710045301","710000453","712504531","710045303","100","710045305"
"710045402","710045404","710045401","710000454","712504541","710045403","100","710045405"
"710045504","710045502","710045501","710000455","712504551","710045503","100","710045505"
"710045602","710045604","710045601","710000456","712504561","710045603","100","710045605"
"710045701","710045702","710045704","710000457","712504571","710045703","100","710045705"
"710045802","710045804","710045801","710000458","712504581","710045803","100","710045805"
"710045904","710045902","710045901","710000459","712504591","710045903","100","710045905"
"710046005","710046003","710046001","710000460","712504601","710046004","100","710046002"
"710046102","710046104","710046103","710000461","712604611","710046101","100","710046105"
"710046204","710046202","710046201","710000462","712604621","710046203","100","710046205"
"710046304","710046305","710046301","710000463","712604631","710046303","100","710046302"
"710046404","710046402","710046403","710000464","712604641","710046401","100","710046405"
"710046504","710046502","710046501","710000465","712604651","710046503","100","710046505"
"710046604","710046602","710046601","710000466","712604661","710046603","100","710046605"
"710046704","710046705","710046701","710000467","712604671","710046703","100","710046702"
"710046801","710046802","710046804","710000468","712604681","710046803","100","710046805"
"710046904","710046902","710046901","710000469","712604691","710046903","100","710046905"
"710047002","710047003","710047001","710000470","712604701","710047004","100","710047005"
"710047102","710047104","710047101","710000471","712704711","710047103","100","710047105"
"710047202","710047204","710047203","710000472","712704721","710047201","100","710047205"
"710047304","710047305","710047301","710000473","712704731","710047303","100","710047302"
"710047404","710047405","710047401","710000474","712704741","710047403","100","710047402"
"710047504","710047502","710047503","710000475","712704751","710047501","100","710047505"
"710047601","710047602","710047604","710000476","712704761","710047603","100","710047605"
"710047703","710047704","710047702","710000477","712704771","710047701","100","710047705"
"710047804","710047805","710047801","710000478","712704781","710047803","100","710047802"
"710047904","710047902","710047903","710000479","712704791","710047901","100","710047905"
"710048004","710048003","710048002","710000480","712704801","710048001","100","710048005"
"710048104","710048102","710048101","710000481","712804811","710048103","100","710048105"
"710048204","710048205","710048201","710000482","712804821","710048203","100","710048202"
"710048301","710048302","710048304","710000483","712804831","710048303","100","710048305"
"710048401","710048402","710048404","710000484","712804841","710048403","100","710048405"
"710048501","710048502","710048504","710000485","712804851","710048503","100","710048505"
"710048604","710048602","710048601","710000486","712804861","710048603","100","710048605"
"710048704","710048705","710048701","710000487","712804871","710048703","100","710048702"
"710048801","710048802","710048804","710000488","712804881","710048803","100","710048805"
"710048901","710048902","710048904","710000489","712804891","710048903","100","710048905"
"710049002","710049003","710049004","710000490","712804901","710049001","100","710049005"
"710049104","710049102","710049101","710000491","712904911","710049103","100","710049105"
"710049202","710049204","710049203","710000492","712904921","710049201","100","710049205"
"710049304","710049305","710049301","710000493","712904931","710049303","100","710049302"
"710049404","710049402","710049403","710000494","712904941","710049401","100","710049405"
"710049504","710049502","710049501","710000495","712904951","710049503","100","710049505"
"710049604","710049602","710049601","710000496","712904961","710049603","100","710049605"
"710049702","710049704","710049701","710000497","712904971","710049703","100","710049705"
"710049802","710049804","710049801","710000498","712904981","710049803","100","710049805"
"710049904","710049902","710049903","710000499","712904991","710049901","100","710049905"
"710050002","710050003","710050004","710000500","712905001","710050001","100","710050005"
"710050104","710050102","710050101","710000501","713005011","710050103","100","710050105"
"710050204","710050205","710050201","710000502","713005021","710050203","100","710050202"
"710050304","710050305","710050301","710000503","713005031","710050303","100","710050302"
"710050404","710050402","710050403","710000504","713005041","710050401","100","710050405"
"710050502","710050504","710050501","710000505","713005051","710050503","100","710050505"
"710050604","710050602","710050601","710000506","713005061","710050603","100","710050605"
"710050701","710050702","710050704","710000507","713005071","710050703","100","710050705"
"710050802","710050804","710050801","710000508","713005081","710050803","100","710050805"
"710050904","710050905","710050901","710000509","713005091","710050903","100","710050902"
"710051005","710051003","710051001","710000510","713005101","710051004","100","710051002"
"710051104","710051102","710051101","710000511","713105111","710051103","100","710051105"
"710051202","710051204","710051203","710000512","713105121","710051201","100","710051205"
"710051304","710051305","710051301","710000513","713105131","710051303","100","710051302"
"710051402","710051404","710051401","710000514","713105141","710051403","100","710051405"
"710051502","710051504","710051501","710000515","713105151","710051503","100","710051505"
"710051604","710051602","710051603","710000516","713105161","710051601","100","710051605"
"710051702","710051704","710051701","710000517","713105171","710051703","100","710051705"
"710051804","710051802","710051801","710000518","713105181","710051803","100","710051805"
"710051904","710051905","710051901","710000519","713105191","710051903","100","710051902"
"710052005","710052003","710052001","710000520","713105201","710052004","100","710052002"
"710052104","710052102","710052101","710000521","713205211","710052103","100","710052105"
"710052202","710052204","710052203","710000522","713205221","710052201","100","710052205"
"710052304","710052305","710052301","710000523","713205231","710052303","100","710052302"
"710052404","710052402","710052401","710000524","713205241","710052403","100","710052405"
"710052501","710052502","710052504","710000525","713205251","710052503","100","710052505"
"710052602","710052604","710052601","710000526","713205261","710052603","100","710052605"
"710052704","710052705","710052701","710000527","713205271","710052703","100","710052702"
"710052802","710052804","710052801","710000528","713205281","710052803","100","710052805"
"710052904","710052902","710052901","710000529","713205291","710052903","100","710052905"
"710053005","710053003","710053001","710000530","713205301","710053004","100","710053002"
"710053101","710053102","710053104","710000531","713305311","710053103","100","710053105"
"710053204","710053202","710053201","710000532","713305321","710053203","100","710053205"
"710053302","710053304","710053301","710000533","713305331","710053303","100","710053305"
"710053404","710053402","710053403","710000534","713305341","710053401","100","710053405"
"710053501","710053505","710053504","710000535","713305351","710053503","100","710053502"
"710053604","710053602","710053601","710000536","713305361","710053603","100","710053605"
"710053701","710053705","710053704","710000537","713305371","710053703","100","710053702"
"710053802","710053804","710053803","710000538","713305381","710053801","100","710053805"
"710053901","710053902","710053904","710000539","713305391","710053903","100","710053905"
"710054005","710054003","710054001","710000540","713305401","710054004","100","710054002"
"710054101","710054102","710054104","710000541","713405411","710054103","100","710054105"
"710054201","710054205","710054204","710000542","713405421","710054203","100","710054202"
"710054302","710054304","710054301","710000543","713405431","710054303","100","710054305"
"710054404","710054405","710054401","710000544","713405441","710054403","100","710054402"
"710054504","710054502","710054501","710000545","713405451","710054503","100","710054505"
"710054602","710054604","710054601","710000546","713405461","710054603","100","710054605"
"710054705","710054701","710054704","710000547","713405471","710054703","100","710054702"
"710054802","710054804","710054801","710000548","713405481","710054803","100","710054805"
"710054902","710054904","710054903","710000549","713405491","710054901","100","710054905"
"710055005","710055003","710055001","710000550","713405501","710055004","100","710055002"
"710055102","710055104","710055103","710000551","713505511","710055101","100","710055105"
"710055201","710055205","710055204","710000552","713505521","710055203","100","710055202"
"710055302","710055304","710055303","710000553","713505531","710055301","100","710055305"
"710055404","710055405","710055401","710000554","713505541","710055403","100","710055402"
"710055501","710055502","710055504","710000555","713505551","710055503","100","710055505"
"710055602","710055604","710055601","710000556","713505561","710055603","100","710055605"
"710055701","710055702","710055704","710000557","713505571","710055703","100","710055705"
"710055801","710055802","710055804","710000558","713505581","710055803","100","710055805"
"710055902","710055904","710055901","710000559","713505591","710055903","100","710055905"
"710056005","710056003","710056001","710000560","713505601","710056004","100","710056002"
"710056102","710056104","710056103","710000561","713605611","710056101","100","710056105"
"710056202","710056204","710056201","710000562","713605621","710056203","100","710056205"
"710056304","710056305","710056301","710000563","713605631","710056303","100","710056302"
"710056404","710056405","710056401","710000564","713605641","710056403","100","710056402"
"710056504","710056505","710056501","710000565","713605651","710056503","100","710056502"
"710056604","710056602","710056603","710000566","713605661","710056601","100","710056605"
"710056702","710056704","710056701","710000567","713605671","710056703","100","710056705"
"710056805","710056801","710056804","710000568","713605681","710056803","100","710056802"
"710056904","710056902","710056901","710000569","713605691","710056903","100","710056905"
"710057003","710057002","710057001","710000570","713605701","710057004","100","710057005"
"710057104","710057102","710057101","710000571","713705711","710057103","100","710057105"
"710057204","710057205","710057201","710000572","713705721","710057203","100","710057202"
"710057302","710057304","710057303","710000573","713705731","710057301","100","710057305"
"710057401","710057405","710057404","710000574","713705741","710057403","100","710057402"
"710057504","710057502","710057501","710000575","713705751","710057503","100","710057505"
"710057604","710057602","710057603","710000576","713705761","710057601","100","710057605"
"710057704","710057705","710057703","710000577","713705771","710057701","100","710057702"
"710057802","710057804","710057801","710000578","713705781","710057803","100","710057805"
"710057904","710057905","710057901","710000579","713705791","710057903","100","710057902"
"710058002","710058003","710058004","710000580","713705801","710058001","100","710058005"
"710058104","710058102","710058101","710000581","713805811","710058103","100","710058105"
"710058202","710058204","710058203","710000582","713805821","710058201","100","710058205"
"710058301","710058302","710058304","710000583","713805831","710058303","100","710058305"
"710058404","710058402","710058401","710000584","713805841","710058403","100","710058405"
"710058502","710058504","710058501","710000585","713805851","710058503","100","710058505"
"710058602","710058604","710058603","710000586","713805861","710058601","100","710058605"
"710058704","710058702","710058703","710000587","713805871","710058701","100","710058705"
"710058802","710058804","710058801","710000588","713805881","710058803","100","710058805"
"710058904","710058902","710058901","710000589","713805891","710058903","100","710058905"
"710059004","710059005","710059002","710000590","713805901","710059001","100","0"
"710059104","710059102","710059101","710000591","713905911","710059103","100","710059105"
"710059205","710059201","710059204","710000592","713905921","710059203","100","710059202"
"710059304","710059302","710059301","710000593","713905931","710059303","100","710059305"
"710059404","710059402","710059401","710000594","713905941","710059403","100","710059405"
"710059502","710059504","710059503","710000595","713905951","710059501","100","710059505"
"710059604","710059602","710059601","710000596","713905961","710059603","100","710059605"
"710059701","710059702","710059704","710000597","713905971","710059703","100","710059705"
"710059801","710059802","710059804","710000598","713905981","710059803","100","710059805"
"710059904","710059902","710059901","710000599","713905991","710059903","100","710059905"
"710060002","710060004","710060005","710000600","713906001","710060001","100","0"
"710060102","710060104","710060101","710000601","714006011","710060103","100","710060105"
"710060202","710060204","710060201","710000602","714006021","710060203","100","710060205"
"710060302","710060304","710060301","710000603","714006031","710060303","100","710060305"
"710060404","710060402","710060401","710000604","714006041","710060403","100","710060405"
"710060501","710060502","710060504","710000605","714006051","710060503","100","710060505"
"710060601","710060602","710060604","710000606","714006061","710060603","100","710060605"
"710060702","710060704","710060701","710000607","714006071","710060703","100","710060705"
"710060801","710060802","710060804","710000608","714006081","710060803","100","710060805"
"710060904","710060902","710060901","710000609","714006091","710060903","100","710060905"
"710061005","710061004","710061002","710000610","714006101","710061001","100","0"
"710061101","710061102","710061104","710000611","714106111","710061103","100","710061105"
"710061202","710061204","710061201","710000612","714106121","710061203","100","710061205"
"710061302","710061304","710061303","710000613","714106131","710061301","100","710061305"
"710061404","710061402","710061401","710000614","714106141","710061403","100","710061405"
"710061504","710061502","710061503","710000615","714106151","710061501","100","710061505"
"710061601","710061602","710061604","710000616","714106161","710061603","100","710061605"
"710061702","710061704","710061703","710000617","714106171","710061701","100","710061705"
"710061802","710061804","710061801","710000618","714106181","710061803","100","710061805"
"710061904","710061902","710061901","710000619","714106191","710061903","100","710061905"
"710062002","710062004","710062001","710000620","714106201","710062005","100","0"
"710062104","710062105","710062103","710000621","714206211","710062101","100","710062102"
"710062201","710062205","710062204","710000622","714206221","710062203","100","710062202"
"710062302","710062304","710062303","710000623","714206231","710062301","100","710062305"
"710062402","710062404","710062401","710000624","714206241","710062403","100","710062405"
"710062502","710062504","710062503","710000625","714206251","710062501","100","710062505"
"710062601","710062602","710062604","710000626","714206261","710062603","100","710062605"
"710062704","710062702","710062701","710000627","714206271","710062703","100","710062705"
"710062801","710062802","710062804","710000628","714206281","710062803","100","710062805"
"710062902","710062904","710062901","710000629","714206291","710062903","100","710062905"
"710063002","710063004","710063005","710000630","714206301","710063001","100","0"
"710063101","710063102","710063104","710000631","714306311","710063103","100","710063105"
"710063204","710063202","710063201","710000632","714306321","710063203","100","710063205"
"710063302","710063304","710063301","710000633","714306331","710063303","100","710063305"
"710063404","710063402","710063401","710000634","714306341","710063403","100","710063405"
"710063505","710063501","710063504","710000635","714306351","710063503","100","710063502"
"710063604","710063602","710063601","710000636","714306361","710063603","100","710063605"
"710063702","710063704","710063703","710000637","714306371","710063701","100","710063705"
"710063804","710063802","710063801","710000638","714306381","710063803","100","710063805"
"710063905","710063901","710063904","710000639","714306391","710063903","100","710063902"
"710064002","710064004","710064005","710000640","714306401","710064001","100","0"
"710064102","710064103","710064101","710000641","714406411","710064105","100","710064104"
"710064204","710064202","710064201","710000642","714406421","710064203","100","710064205"
"710064301","710064302","710064304","710000643","714406431","710064303","100","710064305"
"710064402","710064404","710064403","710000644","714406441","710064401","100","710064405"
"710064504","710064502","710064501","710000645","714406451","710064503","100","710064505"
"710064601","710064602","710064604","710000646","714406461","710064603","100","710064605"
"710064702","710064704","710064703","710000647","714406471","710064701","100","710064705"
"710064801","710064805","710064804","710000648","714406481","710064803","100","710064802"
"710064904","710064902","710064901","710000649","714406491","710064903","100","710064905"
"710065002","710065004","710065001","710000650","714406501","710065005","100","0"
"710065104","710065102","710065101","710000651","714506511","710065103","100","710065105"
"710065204","710065202","710065201","710000652","714506521","710065203","100","710065205"
"710065304","710065302","710065301","710000653","714506531","710065303","100","710065305"
"710065404","710065402","710065401","710000654","714506541","710065403","100","710065405"
"710065504","710065502","710065501","710000655","714506551","710065503","100","710065505"
"710065602","710065604","710065603","710000656","714506561","710065601","100","710065605"
"710065704","710065702","710065701","710000657","714506571","710065703","100","710065705"
"710065802","710065804","710065803","710000658","714506581","710065801","100","710065805"
"710065901","710065902","710065904","710000659","714506591","710065903","100","710065905"
"710066002","710066004","710066005","710000660","714506601","710066001","100","0"
"710066102","710066104","710066101","710000661","714606611","710066103","100","710066105"
"710066202","710066204","710066201","710000662","714606621","710066203","100","710066205"
"710066304","710066302","710066301","710000663","714606631","710066303","100","710066305"
"710066404","710066402","710066403","710000664","714606641","710066401","100","710066405"
"710066501","710066502","710066504","710000665","714606651","710066503","100","710066505"
"710066602","710066604","710066603","710000666","714606661","710066601","100","710066605"
"710066702","710066704","710066701","710000667","714606671","710066703","100","710066705"
"710066804","710066802","710066801","710000668","714606681","710066803","100","710066805"
"710066904","710066905","710066903","710000669","714606691","710066901","100","710066902"
"710067002","710067005","710067004","710000670","714606701","710067001","100","0"
"710067104","710067102","710067103","710000671","714706711","710067101","100","710067105"
"710067202","710067204","710067203","710000672","714706721","710067201","100","710067205"
"710067301","710067302","710067304","710000673","714706731","710067303","100","710067305"
"710067402","710067404","710067401","710000674","714706741","710067403","100","710067405"
"710067502","710067504","710067501","710000675","714706751","710067503","100","710067505"
"710067601","710067602","710067604","710000676","714706761","710067603","100","710067605"
"710067704","710067705","710067703","710000677","714706771","710067701","100","710067702"
"710067801","710067805","710067804","710000678","714706781","710067803","100","710067802"
"710067902","710067904","710067901","710000679","714706791","710067903","100","710067905"
"710068002","710068005","710068004","710000680","714706801","710068001","100","0"
"710068101","710068102","710068104","710000681","714806811","710068103","100","710068105"
"710068201","710068202","710068204","710000682","714806821","710068203","100","710068205"
"710068304","710068302","710068301","710000683","714806831","710068303","100","710068305"
"710068403","710068404","710068402","710000684","714806841","710068401","100","710068405"
"710068504","710068502","710068501","710000685","714806851","710068503","100","710068505"
"710068601","710068602","710068604","710000686","714806861","710068603","100","710068605"
"710068704","710068705","710068703","710000687","714806871","710068701","100","710068702"
"710068801","710068802","710068804","710000688","714806881","710068803","100","710068805"
"710068902","710068904","710068901","710000689","714806891","710068903","100","710068905"
"710069004","710069005","710069002","710000690","714806901","710069001","100","0"
"710069101","710069102","710069104","710000691","714906911","710069103","100","710069105"
"710069204","710069202","710069201","710000692","714906921","710069203","100","710069205"
"710069304","710069302","710069301","710000693","714906931","710069303","100","710069305"
"710069404","710069402","710069401","710000694","714906941","710069403","100","710069405"
"710069501","710069502","710069504","710000695","714906951","710069503","100","710069505"
"710069601","710069602","710069604","710000696","714906961","710069603","100","710069605"
"710069701","710069705","710069704","710000697","714906971","710069703","100","710069702"
"710069804","710069802","710069801","710000698","714906981","710069803","100","710069805"
"710069901","710069902","710069904","710000699","714906991","710069903","100","710069905"
"710070002","710070005","710070004","710000700","714907001","710070001","100","0"
"710070103","710070104","710070102","710000701","715007011","710070101","100","710070105"
"710070202","710070204","710070201","710000702","715007021","710070203","100","710070205"
"710070302","710070304","710070301","710000703","715007031","710070303","100","710070305"
"710070404","710070405","710070403","710000704","715007041","710070401","100","710070402"
"710070501","710070505","710070504","710000705","715007051","710070503","100","710070502"
"710070604","710070602","710070603","710000706","715007061","710070601","100","710070605"
"710070702","710070704","710070701","710000707","715007071","710070703","100","710070705"
"710070802","710070804","710070803","710000708","715007081","710070801","100","710070805"
"710070901","710070902","710070904","710000709","715007091","710070903","100","710070905"
"710071002","710071005","710071004","710000710","715007101","710071001","100","0"
"710071104","710071105","710071101","710000711","715107111","710071103","100","710071102"
"710071201","710071202","710071203","710000712","715107121","710071204","100","710071205"
"710071304","710071302","710071303","710000713","715107131","710071301","100","710071305"
"710071403","710071404","710071402","710000714","715107141","710071401","100","710071405"
"710071502","710071504","710071503","710000715","715107151","710071501","100","710071505"
"710071604","710071602","710071601","710000716","715107161","710071603","100","710071605"
"710071701","710071702","710071704","710000717","715107171","710071703","100","710071705"
"710071802","710071804","710071803","710000718","715107181","710071801","100","710071805"
"710071904","710071905","710071901","710000719","715107191","710071903","100","710071902"
"710072002","710072005","710072001","710000720","715107201","710072004","100","0"
"710072104","710072102","710072101","710000721","715207211","710072103","100","710072105"
"710072201","710072202","710072204","710000722","715207221","710072203","100","710072205"
"710072304","710072305","710072301","710000723","715207231","710072303","100","710072302"
"710072404","710072402","710072401","710000724","715207241","710072403","100","710072405"
"710072504","710072505","710072501","710000725","715207251","710072503","100","710072502"
"710072604","710072602","710072601","710000726","715207261","710072603","100","710072605"
"710072701","710072702","710072704","710000727","715207271","710072703","100","710072705"
"710072804","710072802","710072801","710000728","715207281","710072803","100","710072805"
"710072902","710072904","710072903","710000729","715207291","710072901","100","710072905"
"710073002","710073005","710073004","710000730","715207301","710073001","100","0"
"710073102","710073104","710073101","710000731","715307311","710073103","100","710073105"
"710073203","710073204","710073202","710000732","715307321","710073201","100","710073205"
"710073304","710073302","710073301","710000733","715307331","710073303","100","710073305"
"710073404","710073402","710073401","710000734","715307341","710073403","100","710073405"
"710073502","710073504","710073503","710000735","715307351","710073501","100","710073505"
"710073604","710073605","710073601","710000736","715307361","710073603","100","710073602"
"710073704","710073705","710073703","710000737","715307371","710073701","100","710073702"
"710073804","710073802","710073801","710000738","715307381","710073803","100","710073805"
"710073902","710073904","710073901","710000739","715307391","710073903","100","710073905"
"710074002","710074005","710074001","710000740","715307401","710074004","100","0"
"710074104","710074105","710074103","710000741","715407411","710074101","100","710074102"
"710074205","710074201","710074204","710000742","715407421","710074203","100","710074202"
"710074301","710074305","710074304","710000743","715407431","710074303","100","710074302"
"710074404","710074405","710074401","710000744","715407441","710074403","100","710074402"
"710074502","710074504","710074503","710000745","715407451","710074501","100","710074505"
"710074604","710074602","710074603","710000746","715407461","710074601","100","710074605"
"710074702","710074704","710074701","710000747","715407471","710074703","100","710074705"
"710074802","710074804","710074801","710000748","715407481","710074803","100","710074805"
"710074901","710074902","710074904","710000749","715407491","710074903","100","710074905"
"710075002","710075005","710075001","710000750","715407501","710075004","100","0"
"710075103","710075104","710075102","710000751","715507511","710075101","100","710075105"
"710075204","710075202","710075201","710000752","715507521","710075203","100","710075205"
"710075302","710075304","710075301","710000753","715507531","710075303","100","710075305"
"710075404","710075405","710075403","710000754","715507541","710075401","100","710075402"
"710075504","710075502","710075501","710000755","715507551","710075503","100","710075505"
"710075604","710075602","710075601","710000756","715507561","710075603","100","710075605"
"710075702","710075704","710075701","710000757","715507571","710075703","100","710075705"
"710075802","710075804","710075801","710000758","715507581","710075803","100","710075805"
"710075904","710075905","710075903","710000759","715507591","710075901","100","710075902"
"710076004","710076005","710076002","710000760","715507601","710076001","100","0"
"710076105","710076101","710076104","710000761","715607611","710076103","100","710076102"
"710076201","710076202","710076204","710000762","715607621","710076203","100","710076205"
"710076302","710076304","710076301","710000763","715607631","710076303","100","710076305"
"710076401","710076405","710076404","710000764","715607641","710076403","100","710076402"
"710076504","710076502","710076503","710000765","715607651","710076501","100","710076505"
"710076601","710076602","710076604","710000766","715607661","710076603","100","710076605"
"710076704","710076705","710076703","710000767","715607671","710076701","100","710076702"
"710076804","710076802","710076801","710000768","715607681","710076803","100","710076805"
"710076904","710076905","710076903","710000769","715607691","710076901","100","710076902"
"710077004","710077005","710077002","710000770","715607701","710077001","100","0"
"710077101","710077105","710077104","710000771","715707711","710077103","100","710077102"
"710077202","710077204","710077201","710000772","715707721","710077203","100","710077205"
"710077302","710077304","710077301","710000773","715707731","710077303","100","710077305"
"710077402","710077404","710077401","710000774","715707741","710077403","100","710077405"
"710077502","710077504","710077501","710000775","715707751","710077503","100","710077505"
"710077603","710077604","710077602","710000776","715707761","710077601","100","710077605"
"710077704","710077702","710077701","710000777","715707771","710077703","100","710077705"
"710077804","710077802","710077803","710000778","715707781","710077801","100","710077805"
"710077904","710077905","710077903","710000779","715707791","710077901","100","710077902"
"710078003","710078004","710078002","710000780","715707801","710078001","100","710078005"
"720007001","720007005","720007004","720000001","720100701","720007003","100","720007002"
"720011001","720011005","720011004","720000002","720201101","720011003","100","720011002"
"720013001","720013005","720013004","720000003","720301301","720013003","100","720013002"
"720015003","720015004","720015002","720000004","720401501","720015001","100","720015005"
"720017003","720017004","720017002","720000005","720501701","720017001","100","720017005"
"720019004","720019003","720019002","720000006","720601901","720019001","100","720019005"
"720021003","720021004","720021002","720000007","720702101","720021001","100","720021005"
"720023001","720023004","720023003","720000008","720802301","720023002","100","0"
"720025003","720025004","720025002","720000009","720902501","720025001","100","0"
"720027003","720027004","720027002","720000010","721002701","720027001","100","720027005"
"720029003","720029004","720029002","720000011","721102901","720029001","100","720029005"
"720031002","720031004","720031003","720000012","721203101","720031001","100","720031005"
"720033003","720033004","720033002","720000013","721303301","720033001","100","720033005"
"720035004","720035003","720035002","720000014","721403501","720035001","100","720035005"
"720036004","720036003","720036002","720000015","721503601","720036001","100","720036005"
"720037004","720037003","720037002","720000016","721603701","720037001","100","720037005"
"720038004","720038003","720038002","720000017","721703801","720038001","100","720038005"
"720039004","720039003","720039002","720000018","721803901","720039001","100","720039005"
"720040004","720040003","720040002","720000019","721904001","720040001","100","720040005"
"720041004","720041003","720041002","720000020","722004101","720041001","100","720041005"
"720042004","720042003","720042002","720000021","722104201","720042001","100","720042005"
"720043004","720043003","720043002","720000022","722204301","720043001","100","720043005"
"720044004","720044003","720044002","720000023","722304401","720044001","100","720044005"
"720045004","720045003","720045002","720000024","722404501","720045001","100","720045005"
"720046004","720046003","720046002","720000025","722504601","720046001","100","720046005"
"720047004","720047003","720047002","720000026","722604701","720047001","100","720047005"
"720048004","720048003","720048002","720000027","722704801","720048001","100","720048005"
"720049004","720049003","720049002","720000028","722804901","720049001","100","720049005"
"720050004","720050003","720050002","720000029","722905001","720050001","100","720050005"
"720051004","720051003","720051002","720000030","723005101","720051001","100","720051005"
"720052004","720052003","720052002","720000031","723105201","720052001","100","720052005"
"720053004","720053003","720053002","720000032","723205301","720053001","100","720053005"
"720054004","720054003","720054002","720000033","723305401","720054001","100","720054005"
"720055004","720055003","720055002","720000034","723405501","720055001","100","720055005"
"720056004","720056003","720056002","720000035","723505601","720056001","100","720056005"
"720057004","720057003","720057002","720000036","723605701","720057001","100","720057005"
"720058004","720058003","720058002","720000037","723705801","720058001","100","720058005"
"720059004","720059005","720059002","720000038","723805901","720059001","100","0"
"720060004","720060005","720060002","720000039","723906001","720060001","100","0"
"720061004","720061005","720061002","720000040","724006101","720061001","100","0"
"720062004","720062005","720062002","720000041","724106201","720062001","100","0"
"720063004","720063005","720063002","720000042","724206301","720063001","100","0"
"720064004","720064005","720064002","720000043","724306401","720064001","100","0"
"720065004","720065005","720065002","720000044","724406501","720065001","100","0"
"720066004","720066005","720066002","720000045","724506601","720066001","100","0"
"720067004","720067005","720067002","720000046","724606701","720067001","100","0"
"720068004","720068005","720068002","720000047","724706801","720068001","100","0"
"720069004","720069005","720069002","720000048","724806901","720069001","100","0"
"720070004","720070005","720070002","720000049","724907001","720070001","100","0"
"720071004","720071005","720071002","720000050","725007101","720071001","100","0"
"720072004","720072005","720072002","720000051","725107201","720072001","100","0"
"720073004","720073005","720073002","720000052","725207301","720073001","100","0"
"720074004","720074005","720074002","720000053","725307401","720074001","100","0"
"720075004","720075005","720075002","720000054","725407501","720075001","100","0"
"720076004","720076005","720076002","720000055","725507601","720076001","100","0"
"720077004","720077005","720077002","720000056","725607701","720077001","100","0"
"720078003","720078004","720078002","720000057","725707801","720078001","100","720078005"
"730035012","730035015","730035014","730000001","731403501","730035011","100","0"
"730035022","730035025","730035024","730000002","731403502","730035021","100","730035023"
"730035034","730035033","730035032","730000003","731403503","730035031","100","730035035"
"730036014","730036012","730036011","730000004","731503601","730036015","100","0"
"730036022","730036023","730036024","730000005","731503602","730036021","100","730036025"
"730036032","730036033","730036034","730000006","731503603","730036031","100","730036035"
"730037015","730037012","730037011","730000007","731603701","730037014","100","0"
"730037024","730037025","730037022","730000008","731603702","730037021","100","730037023"
"730037032","730037035","730037031","730000009","731603703","730037034","100","730037033"
"730038012","730038015","730038011","730000010","731703801","730038014","100","0"
"730038022","730038025","730038021","730000011","731703802","730038024","100","730038023"
