7d0347c34d265cedf0142654197065620832c13892c461e485d55fd7486f01c0,93c6d5e6c83d4fccbc170527e0e1f5bb7e27ce810eb81eecd2f5396a27845e63,9d543e557ba6839459c819a19d725dd0a9ded2924e3120e72f115a1c3f74cf13,ffeb570dd76ba0b4438ee85699052bd53d0a65817171f5ef89db23d1f7311828,9483a081603feafd60380250c66dba158ff3f731360de2065b88f4232efe4c5f
"30","72018012","91002","8","20018023"
"1","72018012","22002","2","20018024"
"30","72018013","91002","8","20018025"
"1","72018013","22002","2","20018026"
"30","72018014","91002","8","20018027"
"1","72018014","22002","2","20018028"
"200","72018015","91002","8","20018029"
"1","72018015","22002","2","20018030"
"60","72018016","91002","8","20018031"
"2","72018016","22002","2","20018032"
"60","72018017","91002","8","20018033"
"2","72018017","22002","2","20018034"
"60","72018018","91002","8","20018035"
"2","72018018","22002","2","20018036"
"60","72018019","91002","8","20018037"
"2","72018019","22002","2","20018038"
"300","72018020","91002","8","20018039"
"2","72018020","22002","2","20018040"
"1","72018021","111201","1","20018041"
"10","72018022","31112","2","20018042"
"10","72018022","31036","2","20018043"
"10","72018023","31112","2","20018044"
"10","72018023","31036","2","20018045"
"30","72019001","91002","8","20019001"
"1","72019001","22002","2","20019002"
"30","72019002","91002","8","20019003"
"1","72019002","22002","2","20019004"
"30","72019003","91002","8","20019005"
"1","72019003","22002","2","20019006"
"30","72019004","91002","8","20019007"
"1","72019004","22002","2","20019008"
"30","72019005","91002","8","20019009"
"1","72019005","22002","2","20019010"
"30","72019006","91002","8","20019011"
"1","72019006","22002","2","20019012"
"30","72019007","91002","8","20019013"
"1","72019007","22002","2","20019014"
"30","72019008","91002","8","20019015"
"1","72019008","22002","2","20019016"
"30","72019009","91002","8","20019017"
"1","72019009","22002","2","20019018"
"30","72019010","91002","8","20019019"
"1","72019010","22002","2","20019020"
"30","72019011","91002","8","20019021"
"1","72019011","22002","2","20019022"
"30","72019012","91002","8","20019023"
"1","72019012","22002","2","20019024"
"30","72019013","91002","8","20019025"
"1","72019013","22002","2","20019026"
"30","72019014","91002","8","20019027"
"1","72019014","22002","2","20019028"
"200","72019015","91002","8","20019029"
"1","72019015","22002","2","20019030"
"60","72019016","91002","8","20019031"
"2","72019016","22002","2","20019032"
"60","72019017","91002","8","20019033"
"2","72019017","22002","2","20019034"
"60","72019018","91002","8","20019035"
"2","72019018","22002","2","20019036"
"60","72019019","91002","8","20019037"
"2","72019019","22002","2","20019038"
"300","72019020","91002","8","20019039"
"2","72019020","22002","2","20019040"
"5","72019021","31037","2","20019041"
"5","72019021","31005","2","20019042"
"5","72019022","31037","2","20019043"
"5","72019022","31005","2","20019044"
"10","72019023","31037","2","20019045"
"10","72019023","31005","2","20019046"
"30","72020001","91002","8","20020001"
"1","72020001","22002","2","20020002"
"30","72020002","91002","8","20020003"
"1","72020002","22002","2","20020004"
"30","72020003","91002","8","20020005"
"1","72020003","22002","2","20020006"
"30","72020004","91002","8","20020007"
"1","72020004","22002","2","20020008"
"30","72020005","91002","8","20020009"
"1","72020005","22002","2","20020010"
"30","72020006","91002","8","20020011"
"1","72020006","22002","2","20020012"
"30","72020007","91002","8","20020013"
"1","72020007","22002","2","20020014"
"30","72020008","91002","8","20020015"
"1","72020008","22002","2","20020016"
"30","72020009","91002","8","20020017"
"1","72020009","22002","2","20020018"
"30","72020010","91002","8","20020019"
"1","72020010","22002","2","20020020"
"30","72020011","91002","8","20020021"
"1","72020011","22002","2","20020022"
"30","72020012","91002","8","20020023"
"1","72020012","22002","2","20020024"
"30","72020013","91002","8","20020025"
"1","72020013","22002","2","20020026"
"30","72020014","91002","8","20020027"
"1","72020014","22002","2","20020028"
"200","72020015","91002","8","20020029"
"1","72020015","22002","2","20020030"
"60","72020016","91002","8","20020031"
"2","72020016","22002","2","20020032"
"60","72020017","91002","8","20020033"
"2","72020017","22002","2","20020034"
"60","72020018","91002","8","20020035"
"2","72020018","22002","2","20020036"
"60","72020019","91002","8","20020037"
"2","72020019","22002","2","20020038"
"300","72020020","91002","8","20020039"
"2","72020020","22002","2","20020040"
"1","72020021","111601","1","20020041"
"10","72020022","31116","2","20020042"
"10","72020022","31044","2","20020043"
"10","72020023","31116","2","20020044"
"10","72020023","31044","2","20020045"
"1","72020024","2205","7","20020046"
"30","72021001","91002","8","20021001"
"1","72021001","22002","2","20021002"
"30","72021002","91002","8","20021003"
"1","72021002","22002","2","20021004"
"30","72021003","91002","8","20021005"
"1","72021003","22002","2","20021006"
"30","72021004","91002","8","20021007"
"1","72021004","22002","2","20021008"
"30","72021005","91002","8","20021009"
"1","72021005","22002","2","20021010"
"30","72021006","91002","8","20021011"
"1","72021006","22002","2","20021012"
"30","72021007","91002","8","20021013"
"1","72021007","22002","2","20021014"
"30","72021008","91002","8","20021015"
"1","72021008","22002","2","20021016"
"30","72021009","91002","8","20021017"
"1","72021009","22002","2","20021018"
"30","72021010","91002","8","20021019"
"1","72021010","22002","2","20021020"
"30","72021011","91002","8","20021021"
"1","72021011","22002","2","20021022"
"30","72021012","91002","8","20021023"
"1","72021012","22002","2","20021024"
"30","72021013","91002","8","20021025"
"1","72021013","22002","2","20021026"
"30","72021014","91002","8","20021027"
"1","72021014","22002","2","20021028"
"200","72021015","91002","8","20021029"
"1","72021015","22002","2","20021030"
"60","72021016","91002","8","20021031"
"2","72021016","22002","2","20021032"
"60","72021017","91002","8","20021033"
"2","72021017","22002","2","20021034"
"60","72021018","91002","8","20021035"
"2","72021018","22002","2","20021036"
"60","72021019","91002","8","20021037"
"2","72021019","22002","2","20021038"
"300","72021020","91002","8","20021039"
"2","72021020","22002","2","20021040"
"1","72021021","112101","1","20021041"
"10","72021022","31121","2","20021042"
"10","72021022","31021","2","20021043"
"10","72021023","31121","2","20021044"
"10","72021023","31021","2","20021045"
"30","72022001","91002","8","20022001"
"1","72022001","22002","2","20022002"
"30","72022002","91002","8","20022003"
"1","72022002","22002","2","20022004"
"30","72022003","91002","8","20022005"
"1","72022003","22002","2","20022006"
"30","72022004","91002","8","20022007"
"1","72022004","22002","2","20022008"
"30","72022005","91002","8","20022009"
"1","72022005","22002","2","20022010"
"30","72022006","91002","8","20022011"
"1","72022006","22002","2","20022012"
"30","72022007","91002","8","20022013"
"1","72022007","22002","2","20022014"
"30","72022008","91002","8","20022015"
"1","72022008","22002","2","20022016"
"30","72022009","91002","8","20022017"
"1","72022009","22002","2","20022018"
"30","72022010","91002","8","20022019"
"1","72022010","22002","2","20022020"
"30","72022011","91002","8","20022021"
"1","72022011","22002","2","20022022"
"30","72022012","91002","8","20022023"
"1","72022012","22002","2","20022024"
"30","72022013","91002","8","20022025"
"1","72022013","22002","2","20022026"
"30","72022014","91002","8","20022027"
"1","72022014","22002","2","20022028"
"200","72022015","91002","8","20022029"
"1","72022015","22002","2","20022030"
"60","72022016","91002","8","20022031"
"2","72022016","22002","2","20022032"
"60","72022017","91002","8","20022033"
"2","72022017","22002","2","20022034"
"60","72022018","91002","8","20022035"
"2","72022018","22002","2","20022036"
"60","72022019","91002","8","20022037"
"2","72022019","22002","2","20022038"
"300","72022020","91002","8","20022039"
"2","72022020","22002","2","20022040"
"1","72022021","112301","1","20022041"
"1","72022022","2307","7","20022042"
"1","72022023","2308","7","20022043"
"10","72022024","31123","2","20022044"
"10","72022024","31049","2","20022045"
"10","72022025","31123","2","20022046"
"10","72022025","31049","2","20022047"
"30","72023001","91002","8","20023001"
"1","72023001","22002","2","20023002"
"30","72023002","91002","8","20023003"
"1","72023002","22002","2","20023004"
"30","72023003","91002","8","20023005"
"1","72023003","22002","2","20023006"
"30","72023004","91002","8","20023007"
"1","72023004","22002","2","20023008"
"30","72023005","91002","8","20023009"
"1","72023005","22002","2","20023010"
"30","72023006","91002","8","20023011"
"1","72023006","22002","2","20023012"
"30","72023007","91002","8","20023013"
"1","72023007","22002","2","20023014"
"30","72023008","91002","8","20023015"
"1","72023008","22002","2","20023016"
"30","72023009","91002","8","20023017"
"1","72023009","22002","2","20023018"
"30","72023010","91002","8","20023019"
"1","72023010","22002","2","20023020"
"30","72023011","91002","8","20023021"
"1","72023011","22002","2","20023022"
"30","72023012","91002","8","20023023"
"1","72023012","22002","2","20023024"
"30","72023013","91002","8","20023025"
"1","72023013","22002","2","20023026"
"30","72023014","91002","8","20023027"
"1","72023014","22002","2","20023028"
"200","72023015","91002","8","20023029"
"1","72023015","22002","2","20023030"
"60","72023016","91002","8","20023031"
"2","72023016","22002","2","20023032"
"60","72023017","91002","8","20023033"
"2","72023017","22002","2","20023034"
"60","72023018","91002","8","20023035"
"2","72023018","22002","2","20023036"
"60","72023019","91002","8","20023037"
"2","72023019","22002","2","20023038"
"300","72023020","91002","8","20023039"
"2","72023020","22002","2","20023040"
"5","72023021","31107","2","20023041"
"5","72023021","31046","2","20023042"
"5","72023022","31107","2","20023043"
"5","72023022","31046","2","20023044"
"10","72023023","31107","2","20023045"
"10","72023023","31046","2","20023046"
"30","72024001","91002","8","20024001"
"1","72024001","22002","2","20024002"
"30","72024002","91002","8","20024003"
"1","72024002","22002","2","20024004"
"30","72024003","91002","8","20024005"
"1","72024003","22002","2","20024006"
"30","72024004","91002","8","20024007"
"1","72024004","22002","2","20024008"
"30","72024005","91002","8","20024009"
"1","72024005","22002","2","20024010"
"30","72024006","91002","8","20024011"
"1","72024006","22002","2","20024012"
"30","72024007","91002","8","20024013"
"1","72024007","22002","2","20024014"
"30","72024008","91002","8","20024015"
"1","72024008","22002","2","20024016"
"30","72024009","91002","8","20024017"
"1","72024009","22002","2","20024018"
"30","72024010","91002","8","20024019"
"1","72024010","22002","2","20024020"
"30","72024011","91002","8","20024021"
"1","72024011","22002","2","20024022"
"30","72024012","91002","8","20024023"
"1","72024012","22002","2","20024024"
"30","72024013","91002","8","20024025"
"1","72024013","22002","2","20024026"
"30","72024014","91002","8","20024027"
"1","72024014","22002","2","20024028"
"200","72024015","91002","8","20024029"
"1","72024015","22002","2","20024030"
"60","72024016","91002","8","20024031"
"2","72024016","22002","2","20024032"
"60","72024017","91002","8","20024033"
"2","72024017","22002","2","20024034"
"60","72024018","91002","8","20024035"
"2","72024018","22002","2","20024036"
"60","72024019","91002","8","20024037"
"2","72024019","22002","2","20024038"
"300","72024020","91002","8","20024039"
"2","72024020","22002","2","20024040"
"5","72024021","31028","2","20024041"
"5","72024021","31033","2","20024042"
"5","72024022","31028","2","20024043"
"5","72024022","31033","2","20024044"
"10","72024023","31028","2","20024045"
"10","72024023","31033","2","20024046"
"30","72025001","91002","8","20025001"
"1","72025001","22002","2","20025002"
"30","72025002","91002","8","20025003"
"1","72025002","22002","2","20025004"
"30","72025003","91002","8","20025005"
"1","72025003","22002","2","20025006"
"30","72025004","91002","8","20025007"
"1","72025004","22002","2","20025008"
"30","72025005","91002","8","20025009"
"1","72025005","22002","2","20025010"
"30","72025006","91002","8","20025011"
"1","72025006","22002","2","20025012"
"30","72025007","91002","8","20025013"
"1","72025007","22002","2","20025014"
"30","72025008","91002","8","20025015"
"1","72025008","22002","2","20025016"
"30","72025009","91002","8","20025017"
"1","72025009","22002","2","20025018"
"30","72025010","91002","8","20025019"
"1","72025010","22002","2","20025020"
"30","72025011","91002","8","20025021"
"1","72025011","22002","2","20025022"
"30","72025012","91002","8","20025023"
"1","72025012","22002","2","20025024"
"30","72025013","91002","8","20025025"
"1","72025013","22002","2","20025026"
"30","72025014","91002","8","20025027"
"1","72025014","22002","2","20025028"
"200","72025015","91002","8","20025029"
"1","72025015","22002","2","20025030"
"60","72025016","91002","8","20025031"
"2","72025016","22002","2","20025032"
"60","72025017","91002","8","20025033"
"2","72025017","22002","2","20025034"
"60","72025018","91002","8","20025035"
"2","72025018","22002","2","20025036"
"60","72025019","91002","8","20025037"
"2","72025019","22002","2","20025038"
"300","72025020","91002","8","20025039"
"2","72025020","22002","2","20025040"
"1","72025021","113001","1","20025041"
"10","72025022","31130","2","20025042"
"10","72025022","31065","2","20025043"
"10","72025023","31130","2","20025044"
"10","72025023","31065","2","20025045"
"30","72026001","91002","8","20026001"
"1","72026001","22002","2","20026002"
"30","72026002","91002","8","20026003"
"1","72026002","22002","2","20026004"
"30","72026003","91002","8","20026005"
"1","72026003","22002","2","20026006"
"30","72026004","91002","8","20026007"
"1","72026004","22002","2","20026008"
"30","72026005","91002","8","20026009"
"1","72026005","22002","2","20026010"
"30","72026006","91002","8","20026011"
"1","72026006","22002","2","20026012"
"30","72026007","91002","8","20026013"
"1","72026007","22002","2","20026014"
"30","72026008","91002","8","20026015"
"1","72026008","22002","2","20026016"
"30","72026009","91002","8","20026017"
"1","72026009","22002","2","20026018"
"30","72026010","91002","8","20026019"
"1","72026010","22002","2","20026020"
"30","72026011","91002","8","20026021"
"1","72026011","22002","2","20026022"
"30","72026012","91002","8","20026023"
"1","72026012","22002","2","20026024"
"30","72026013","91002","8","20026025"
"1","72026013","22002","2","20026026"
"30","72026014","91002","8","20026027"
"1","72026014","22002","2","20026028"
"200","72026015","91002","8","20026029"
"1","72026015","22002","2","20026030"
"60","72026016","91002","8","20026031"
"2","72026016","22002","2","20026032"
"60","72026017","91002","8","20026033"
"2","72026017","22002","2","20026034"
"60","72026018","91002","8","20026035"
"2","72026018","22002","2","20026036"
"60","72026019","91002","8","20026037"
"2","72026019","22002","2","20026038"
"300","72026020","91002","8","20026039"
"2","72026020","22002","2","20026040"
"1","72026021","113201","1","20026041"
"10","72026022","31132","2","20026042"
"10","72026022","31027","2","20026043"
"10","72026023","31132","2","20026044"
"10","72026023","31027","2","20026045"
"30","72027001","91002","8","20027001"
"1","72027001","22002","2","20027002"
"30","72027002","91002","8","20027003"
"1","72027002","22002","2","20027004"
"30","72027003","91002","8","20027005"
"1","72027003","22002","2","20027006"
"30","72027004","91002","8","20027007"
"1","72027004","22002","2","20027008"
"30","72027005","91002","8","20027009"
"1","72027005","22002","2","20027010"
"30","72027006","91002","8","20027011"
"1","72027006","22002","2","20027012"
"30","72027007","91002","8","20027013"
"1","72027007","22002","2","20027014"
"30","72027008","91002","8","20027015"
"1","72027008","22002","2","20027016"
"30","72027009","91002","8","20027017"
"1","72027009","22002","2","20027018"
"30","72027010","91002","8","20027019"
"1","72027010","22002","2","20027020"
"30","72027011","91002","8","20027021"
"1","72027011","22002","2","20027022"
"30","72027012","91002","8","20027023"
"1","72027012","22002","2","20027024"
"30","72027013","91002","8","20027025"
"1","72027013","22002","2","20027026"
"30","72027014","91002","8","20027027"
"1","72027014","22002","2","20027028"
"200","72027015","91002","8","20027029"
"1","72027015","22002","2","20027030"
"60","72027016","91002","8","20027031"
"2","72027016","22002","2","20027032"
"60","72027017","91002","8","20027033"
"2","72027017","22002","2","20027034"
"60","72027018","91002","8","20027035"
"2","72027018","22002","2","20027036"
"60","72027019","91002","8","20027037"
"2","72027019","22002","2","20027038"
"300","72027020","91002","8","20027039"
"2","72027020","22002","2","20027040"
"1","72027021","113501","1","20027041"
"10","72027022","31135","2","20027042"
"10","72027022","31023","2","20027043"
"10","72027023","31135","2","20027044"
"10","72027023","31023","2","20027045"
"30","72028001","91002","8","20028001"
"1","72028001","22002","2","20028002"
"30","72028002","91002","8","20028003"
"1","72028002","22002","2","20028004"
"30","72028003","91002","8","20028005"
"1","72028003","22002","2","20028006"
"30","72028004","91002","8","20028007"
"1","72028004","22002","2","20028008"
"30","72028005","91002","8","20028009"
"1","72028005","22002","2","20028010"
"30","72028006","91002","8","20028011"
"1","72028006","22002","2","20028012"
"30","72028007","91002","8","20028013"
"1","72028007","22002","2","20028014"
"30","72028008","91002","8","20028015"
"1","72028008","22002","2","20028016"
"30","72028009","91002","8","20028017"
"1","72028009","22002","2","20028018"
"30","72028010","91002","8","20028019"
"1","72028010","22002","2","20028020"
"30","72028011","91002","8","20028021"
"1","72028011","22002","2","20028022"
"30","72028012","91002","8","20028023"
"1","72028012","22002","2","20028024"
"30","72028013","91002","8","20028025"
"1","72028013","22002","2","20028026"
"30","72028014","91002","8","20028027"
"1","72028014","22002","2","20028028"
"200","72028015","91002","8","20028029"
"1","72028015","22002","2","20028030"
"60","72028016","91002","8","20028031"
"2","72028016","22002","2","20028032"
"60","72028017","91002","8","20028033"
"2","72028017","22002","2","20028034"
"60","72028018","91002","8","20028035"
"2","72028018","22002","2","20028036"
"60","72028019","91002","8","20028037"
"2","72028019","22002","2","20028038"
"300","72028020","91002","8","20028039"
"2","72028020","22002","2","20028040"
"5","72028021","31016","2","20028041"
"5","72028021","31013","2","20028042"
"5","72028022","31016","2","20028043"
"5","72028022","31013","2","20028044"
"10","72028023","31016","2","20028045"
"10","72028023","31013","2","20028046"
"30","72029001","91002","8","20029001"
"1","72029001","22002","2","20029002"
"30","72029002","91002","8","20029003"
"1","72029002","22002","2","20029004"
"30","72029003","91002","8","20029005"
"1","72029003","22002","2","20029006"
"30","72029004","91002","8","20029007"
"1","72029004","22002","2","20029008"
"30","72029005","91002","8","20029009"
"1","72029005","22002","2","20029010"
"30","72029006","91002","8","20029011"
"1","72029006","22002","2","20029012"
"30","72029007","91002","8","20029013"
"1","72029007","22002","2","20029014"
"30","72029008","91002","8","20029015"
"1","72029008","22002","2","20029016"
"30","72029009","91002","8","20029017"
"1","72029009","22002","2","20029018"
"30","72029010","91002","8","20029019"
"1","72029010","22002","2","20029020"
"30","72029011","91002","8","20029021"
"1","72029011","22002","2","20029022"
"30","72029012","91002","8","20029023"
"1","72029012","22002","2","20029024"
"30","72029013","91002","8","20029025"
"1","72029013","22002","2","20029026"
"30","72029014","91002","8","20029027"
"1","72029014","22002","2","20029028"
"200","72029015","91002","8","20029029"
"1","72029015","22002","2","20029030"
"60","72029016","91002","8","20029031"
"2","72029016","22002","2","20029032"
"60","72029017","91002","8","20029033"
"2","72029017","22002","2","20029034"
"60","72029018","91002","8","20029035"
"2","72029018","22002","2","20029036"
"60","72029019","91002","8","20029037"
"2","72029019","22002","2","20029038"
"300","72029020","91002","8","20029039"
"2","72029020","22002","2","20029040"
"1","72029021","114101","1","20029041"
"10","72029022","31141","2","20029042"
"10","72029022","31054","2","20029043"
"10","72029023","31141","2","20029044"
"10","72029023","31054","2","20029045"
"30","72030001","91002","8","20030001"
"1","72030001","22002","2","20030002"
"30","72030002","91002","8","20030003"
"1","72030002","22002","2","20030004"
"30","72030003","91002","8","20030005"
"1","72030003","22002","2","20030006"
"30","72030004","91002","8","20030007"
"1","72030004","22002","2","20030008"
"30","72030005","91002","8","20030009"
"1","72030005","22002","2","20030010"
"30","72030006","91002","8","20030011"
"1","72030006","22002","2","20030012"
"30","72030007","91002","8","20030013"
"1","72030007","22002","2","20030014"
"30","72030008","91002","8","20030015"
"1","72030008","22002","2","20030016"
"30","72030009","91002","8","20030017"
"1","72030009","22002","2","20030018"
"30","72030010","91002","8","20030019"
"1","72030010","22002","2","20030020"
"30","72030011","91002","8","20030021"
"1","72030011","22002","2","20030022"
"30","72030012","91002","8","20030023"
"1","72030012","22002","2","20030024"
"30","72030013","91002","8","20030025"
"1","72030013","22002","2","20030026"
"30","72030014","91002","8","20030027"
"1","72030014","22002","2","20030028"
"200","72030015","91002","8","20030029"
"1","72030015","22002","2","20030030"
"60","72030016","91002","8","20030031"
"2","72030016","22002","2","20030032"
"60","72030017","91002","8","20030033"
"2","72030017","22002","2","20030034"
"60","72030018","91002","8","20030035"
"2","72030018","22002","2","20030036"
"60","72030019","91002","8","20030037"
"2","72030019","22002","2","20030038"
"300","72030020","91002","8","20030039"
"2","72030020","22002","2","20030040"
"5","72030021","31014","2","20030041"
"5","72030021","31037","2","20030042"
"1","72030022","2801","7","20030043"
"1","72030023","2802","7","20030044"
"5","72030024","31014","2","20030045"
"5","72030024","31037","2","20030046"
"10","72030025","31014","2","20030047"
"10","72030025","31037","2","20030048"
"30","72031001","91002","8","20031001"
"1","72031001","22002","2","20031002"
"30","72031002","91002","8","20031003"
"1","72031002","22002","2","20031004"
"30","72031003","91002","8","20031005"
"1","72031003","22002","2","20031006"
"30","72031004","91002","8","20031007"
"1","72031004","22002","2","20031008"
"30","72031005","91002","8","20031009"
"1","72031005","22002","2","20031010"
"30","72031006","91002","8","20031011"
"1","72031006","22002","2","20031012"
"30","72031007","91002","8","20031013"
"1","72031007","22002","2","20031014"
"30","72031008","91002","8","20031015"
"1","72031008","22002","2","20031016"
"30","72031009","91002","8","20031017"
"1","72031009","22002","2","20031018"
"30","72031010","91002","8","20031019"
"1","72031010","22002","2","20031020"
"30","72031011","91002","8","20031021"
"1","72031011","22002","2","20031022"
"30","72031012","91002","8","20031023"
"1","72031012","22002","2","20031024"
"30","72031013","91002","8","20031025"
"1","72031013","22002","2","20031026"
"30","72031014","91002","8","20031027"
"1","72031014","22002","2","20031028"
"200","72031015","91002","8","20031029"
"1","72031015","22002","2","20031030"
"60","72031016","91002","8","20031031"
"2","72031016","22002","2","20031032"
"60","72031017","91002","8","20031033"
"2","72031017","22002","2","20031034"
"60","72031018","91002","8","20031035"
"2","72031018","22002","2","20031036"
"60","72031019","91002","8","20031037"
"2","72031019","22002","2","20031038"
"300","72031020","91002","8","20031039"
"2","72031020","22002","2","20031040"
"1","72031021","114601","1","20031041"
"1","72031022","21001","2","20031042"
"10","72031023","31146","2","20031043"
"10","72031023","31048","2","20031044"
"10","72031024","31146","2","20031045"
"10","72031024","31048","2","20031046"
"30","72032001","91002","8","20032001"
"1","72032001","22002","2","20032002"
"30","72032002","91002","8","20032003"
"1","72032002","22002","2","20032004"
"30","72032003","91002","8","20032005"
"1","72032003","22002","2","20032006"
"30","72032004","91002","8","20032007"
"1","72032004","22002","2","20032008"
"30","72032005","91002","8","20032009"
"1","72032005","22002","2","20032010"
"30","72032006","91002","8","20032011"
"1","72032006","22002","2","20032012"
"30","72032007","91002","8","20032013"
"1","72032007","22002","2","20032014"
"30","72032008","91002","8","20032015"
"1","72032008","22002","2","20032016"
"30","72032009","91002","8","20032017"
"1","72032009","22002","2","20032018"
"30","72032010","91002","8","20032019"
"1","72032010","22002","2","20032020"
"30","72032011","91002","8","20032021"
"1","72032011","22002","2","20032022"
"30","72032012","91002","8","20032023"
"1","72032012","22002","2","20032024"
"30","72032013","91002","8","20032025"
"1","72032013","22002","2","20032026"
"30","72032014","91002","8","20032027"
"1","72032014","22002","2","20032028"
"200","72032015","91002","8","20032029"
"1","72032015","22002","2","20032030"
"60","72032016","91002","8","20032031"
"2","72032016","22002","2","20032032"
"60","72032017","91002","8","20032033"
"2","72032017","22002","2","20032034"
"60","72032018","91002","8","20032035"
"2","72032018","22002","2","20032036"
"60","72032019","91002","8","20032037"
"2","72032019","22002","2","20032038"
"300","72032020","91002","8","20032039"
"2","72032020","22002","2","20032040"
"1","72032021","114701","1","20032041"
"1","72032022","21002","2","20032042"
"10","72032023","31147","2","20032043"
"10","72032023","31060","2","20032044"
"10","72032024","31147","2","20032045"
"10","72032024","31060","2","20032046"
"30","72033001","91002","8","20033001"
"1","72033001","22002","2","20033002"
"30","72033002","91002","8","20033003"
"1","72033002","22002","2","20033004"
"30","72033003","91002","8","20033005"
"1","72033003","22002","2","20033006"
"30","72033004","91002","8","20033007"
"1","72033004","22002","2","20033008"
"30","72033005","91002","8","20033009"
"1","72033005","22002","2","20033010"
"30","72033006","91002","8","20033011"
"1","72033006","22002","2","20033012"
"30","72033007","91002","8","20033013"
"1","72033007","22002","2","20033014"
"30","72033008","91002","8","20033015"
"1","72033008","22002","2","20033016"
"30","72033009","91002","8","20033017"
"1","72033009","22002","2","20033018"
"30","72033010","91002","8","20033019"
"1","72033010","22002","2","20033020"
"30","72033011","91002","8","20033021"
"1","72033011","22002","2","20033022"
"30","72033012","91002","8","20033023"
"1","72033012","22002","2","20033024"
"30","72033013","91002","8","20033025"
"1","72033013","22002","2","20033026"
"30","72033014","91002","8","20033027"
"1","72033014","22002","2","20033028"
"200","72033015","91002","8","20033029"
"1","72033015","22002","2","20033030"
"60","72033016","91002","8","20033031"
"2","72033016","22002","2","20033032"
"60","72033017","91002","8","20033033"
"2","72033017","22002","2","20033034"
"60","72033018","91002","8","20033035"
"2","72033018","22002","2","20033036"
"60","72033019","91002","8","20033037"
"2","72033019","22002","2","20033038"
"300","72033020","91002","8","20033039"
"2","72033020","22002","2","20033040"
"1","72033021","115601","1","20033041"
"1","72033022","21003","2","20033042"
"10","72033023","31156","2","20033043"
"10","72033023","31003","2","20033044"
"10","72033024","31156","2","20033045"
"10","72033024","31003","2","20033046"
"30","72034001","91002","8","20034001"
"1","72034001","22002","2","20034002"
"30","72034002","91002","8","20034003"
"1","72034002","22002","2","20034004"
"30","72034003","91002","8","20034005"
"1","72034003","22002","2","20034006"
"30","72034004","91002","8","20034007"
"1","72034004","22002","2","20034008"
"30","72034005","91002","8","20034009"
"1","72034005","22002","2","20034010"
"30","72034006","91002","8","20034011"
"1","72034006","22002","2","20034012"
"30","72034007","91002","8","20034013"
"1","72034007","22002","2","20034014"
"30","72034008","91002","8","20034015"
"1","72034008","22002","2","20034016"
"30","72034009","91002","8","20034017"
"1","72034009","22002","2","20034018"
"30","72034010","91002","8","20034019"
"1","72034010","22002","2","20034020"
"30","72034011","91002","8","20034021"
"1","72034011","22002","2","20034022"
"30","72034012","91002","8","20034023"
"1","72034012","22002","2","20034024"
"30","72034013","91002","8","20034025"
"1","72034013","22002","2","20034026"
"30","72034014","91002","8","20034027"
"1","72034014","22002","2","20034028"
"200","72034015","91002","8","20034029"
"1","72034015","22002","2","20034030"
"60","72034016","91002","8","20034031"
"2","72034016","22002","2","20034032"
"60","72034017","91002","8","20034033"
"2","72034017","22002","2","20034034"
"60","72034018","91002","8","20034035"
"2","72034018","22002","2","20034036"
"60","72034019","91002","8","20034037"
"2","72034019","22002","2","20034038"
"300","72034020","91002","8","20034039"
"2","72034020","22002","2","20034040"
"5","72034021","31156","2","20034041"
"5","72034021","31003","2","20034042"
"1","72034022","2806","7","20034043"
"5","72034023","31156","2","20034044"
"5","72034023","31003","2","20034045"
"10","72034024","31156","2","20034046"
"10","72034024","31003","2","20034047"
"30","72035001","91002","8","20035001"
"1","72035001","22002","2","20035002"
"30","72035002","91002","8","20035003"
"1","72035002","22002","2","20035004"
"30","72035003","91002","8","20035005"
"1","72035003","22002","2","20035006"
"30","72035004","91002","8","20035007"
"1","72035004","22002","2","20035008"
"30","72035005","91002","8","20035009"
"1","72035005","22002","2","20035010"
"30","72035006","91002","8","20035011"
"1","72035006","22002","2","20035012"
"30","72035007","91002","8","20035013"
"1","72035007","22002","2","20035014"
"30","72035008","91002","8","20035015"
"1","72035008","22002","2","20035016"
"30","72035009","91002","8","20035017"
"1","72035009","22002","2","20035018"
"30","72035010","91002","8","20035019"
"1","72035010","22002","2","20035020"
"30","72035011","91002","8","20035021"
"1","72035011","22002","2","20035022"
"30","72035012","91002","8","20035023"
"1","72035012","22002","2","20035024"
"30","72035013","91002","8","20035025"
"1","72035013","22002","2","20035026"
"30","72035014","91002","8","20035027"
"1","72035014","22002","2","20035028"
"200","72035015","91002","8","20035029"
"1","72035015","22002","2","20035030"
"60","72035016","91002","8","20035031"
"2","72035016","22002","2","20035032"
"60","72035017","91002","8","20035033"
"2","72035017","22002","2","20035034"
"60","72035018","91002","8","20035035"
"2","72035018","22002","2","20035036"
"60","72035019","91002","8","20035037"
"2","72035019","22002","2","20035038"
"300","72035020","91002","8","20035039"
"2","72035020","22002","2","20035040"
"1","72035021","115801","1","20035041"
"1","72035022","21004","2","20035042"
"10","72035023","31158","2","20035043"
"10","72035023","31010","2","20035044"
"10","72035024","31158","2","20035045"
"10","72035024","31010","2","20035046"
"30","72036001","91002","8","20036001"
"1","72036001","22002","2","20036002"
"30","72036002","91002","8","20036003"
"1","72036002","22002","2","20036004"
"30","72036003","91002","8","20036005"
"1","72036003","22002","2","20036006"
"30","72036004","91002","8","20036007"
