47358187513e5baed9763a6aaf5e2993fa44a7c030ab13d51b982a1af88e1c56,d7019216dfe002b5cf6f2fc970d370a870b8879799eb928e19805c45a266ec36,0e1168d20ba7bb4ab168b183a6d8dfbae52a10c626b7a3049caba4537a87d49d,728831f48ae39d33ccca99fb1fa9e254c53d37f7e96aa0d4895d82d37b9e3cca,894873d551ba9f95fc9ec0c4bf4a135ad82cdecdaa4d8b7f9281be427c1bc19a,956f02891f98c25354103dde566d8a578e6d0ded0005e6d7607fdd0874f5aed7,3f60165158102622700821587e7b646ff2ee9198207b9cf6de20839ad0f15c05,f4babdfe0cd71ec80e140b6307918936ab328af053fe847ec6b6a83f84bf4c2e,c639f43391d43a8dda9a38258af9d4862f9fe962fa774a706c87bd2a845dfdad,b15a75ba1d9ed99aa5eb97b94bac319b6c040131a48a2ec640f7389f9106c0c8,9421f919f5c0f8fd540c14d9602dcf0b3414c8dcd80aff98d62c090dd2b72df3,483dde02c5d04e08b4316a41cdfeb9affb64dbc73fa0e316783d0c56d672347a,31f220079a037116c60bdccda04dc19f074b1c64b94b580ec6d4c8f11a6510d9,7881f9d3e756069104fa5511289a5eef49bea83ca14a821886ac872ffc8fb4f7,06c21ec0a53b4950d6dd4f3e93ff8d7b03ef0c63d4977584b57ed2b1bdfe7f6c,66c92020b896e7ace0795a1df9fcd293c52b24115e62c37b386e35e8985c8b2a,4029844b93d6a485f29e931d318c2e9724e54dbbe651a8d47f11249778f2e7f5,db517508c47b256bdfee2da7ac8d0de6bc2d354012ba62df451bf126eb539b66,58942e1ddccfe1f0217fe4da0ea0af0b3739643875d0b247e0b866b174fbdfaf,aefaabb4ba11aa4885eee64e2355dea32dbd6175c7f0824e6e07255f6c91f093,e7c7885703eb73f8f6d941624eb242874281e5227428c675826c5ac92c51d51b,2df4a2a6f8d04791a0e8ea1c45153cfed10bfa792f5e8c835a125632293463ad,9a08132b76e5750117c38311eb0b1a10578d88c471e1c4c7ef8300f96eb98169,cf2a2e42c306611f9615bf923e620f7aa42752c9d67d429f6931605631b14c2d,ea5192b8e39c02319d3eb69cd3aa129da58b5bca720f5f5f9f731e466b95980e,fc877eaf4cdcc27d3d6e16004cbeabede19cd4e541022dd33def5f4e120166d8,285965e388fd26d7b4393753d4df289cebee4b52b30f7d16593743aba4099a5c,33542090e9b6ef3dda8e45c288ed4123d09ec8ae857625c0eaf2cf8b7ce98822,679084b2fa455c8fd7e9241c4a1d15aa6833c2e7543cbf28e8145a965d5e1e95,8c66f755e08c52b4b6de2951744e92a7908916c4fdffa488c44d1a07406dc363,cc1f28d4df2aef14d2491df0d29cfb6648fa4598633f7de4ef917bacc3f49718,8cf1bd583c8bea47bf31daecbc6b912641762707a84d058ec62cb1d012247d88,2b5e69e6518988c1bdf122eaff6c291eb6c481f2529ba1d1f3cc526e0dac80a6,b222aab2ab7a86afd1f1ea7d3a0958e9fb60d39fbb2741fc5fb02d303cf2203d
"516","1","20032","0","-15","bgm_M438","81005602","2","0","-70","0","0","0","3","5056308","480","bgm_M438","0","150","650032031","0.75","-20","2003203","Boss戰（VERY HARD）","90","20032201","0.8","0","510333","81005602","0","0.65","660032003","1"
"251","1","20033","0","26","bgm_M57","100023","1.75","0","-40","-13","0","0","1","5058301","450","bgm_M57","0","50","650033011","0.8","5","2003301","Boss戰（NORMAL）","90","20033101","1.1","0","510331","100023","0","0.45","660033001","1"
"-4","1","20033","0","18","bgm_M57","100693","1.75","0","-40","-13","0","0","2","5058302","450","bgm_M57","0","50","650033021","0.8","5","2003302","Boss戰（HARD）","90","20033201","1.1","0","510332","100693","0","0.45","660033002","1"
"432","1","20033","0","-178","bgm_M57","100693","1.75","0","-40","-13","0","0","3","5058308","450","bgm_M57","0","50","650033031","0.8","5","2003303","Boss戰（VERYHARD）","90","20033201","1.1","0","510333","100693","0","0.45","660033003","1"
"577","1","20034","0","0","bgm_M447","101823","1.5","0","-85","0","0","0","1","5059301","800","bgm_M447","0","180","650034011","0.75","-20","2003401","Boss戰（NORMAL）","90","20034101","0.8","0","510331","101823","0","0.75","660034001","1"
"111","1","20034","0","4","bgm_M447","101843","1.5","0","-10","0","0","0","2","5059302","145","bgm_M447","0","180","650034021","0.75","-20","2003402","Boss戰（HARD）","90","20034201","0.8","0","510332","101843","0","0.75","660034002","1"
"528","1","20034","0","-77","bgm_M447","101843","1.5","0","-70","0","0","0","3","5059308","480","bgm_M447","0","180","650034031","0.75","-20","2003403","Boss戰（VERY HARD）","90","20034201","0.8","0","510333","101843","0","0.75","660034003","1"
"395","1.15","20035","0","-51","bgm_M455","81006101","0.83","0","-85","0","0","0","1","5061301","800","bgm_M455","0","140","650035011","1.5","-47","2003501","Boss戰（NORMAL）","90","20035102","0.5","0","510341","81006101","0","1.22","660035001","1.15"
"-17","1.15","20035","0","18","bgm_M455","81006102","0.83","0","-10","0","0","0","2","5061302","145","bgm_M455","0","140","650035021","1.5","-47","2003502","Boss戰（HARD）","90","20035201","0.5","0","510342","81006102","0","1.22","660035002","1.15"
"514","1.15","20035","0","-51","bgm_M455","81006102","0.83","0","-70","0","0","0","3","5061308","480","bgm_M455","0","140","650035031","1.75","-47","2003503","Boss戰（VERY HARD）","90","20035201","0.5","0","510342","81006102","0","1.22","660035003","1.15"
"875","1","20036","0","-70","bgm_M461","81006401","1.25","0","-105","0","0","0","1","5064301","770","bgm_M461","0","250","650036011","0.85","-50","2003601","Boss戰（NORMAL）","90","20036101","0.67","0","510331","81006401","0","0.85","660036001","1"
"-229","1","20036","0","-140","bgm_M461","81006402","1.25","0","-35","0","0","0","2","5064302","145","bgm_M461","0","250","650036021","0.85","-50","2003602","Boss戰（HARD）","90","20036201","0.67","0","510332","81006402","0","0.85","660036002","1"
"512","1","20036","0","-60","bgm_M461","81006402","1.25","0","-70","0","0","0","3","5064308","480","bgm_M461","0","250","650036031","0.85","-50","2003603","Boss戰（VERY HARD）","90","20036201","0.67","0","510333","81006402","0","0.85","660036003","1"
"482","1","20037","0","-35","bgm_M470","81006601","1","0","-85","0","0","0","1","5066301","770","bgm_M470","0","420","650037011","0.7","-54","2003701","Boss戰（NORMAL）","90","20037102","0.5","0","510331","81006601","0","1","660037001","1"
"-251","1","20037","0","-152","bgm_M470","81006602","1","0","110","0","0","0","2","5066302","720","bgm_M470","0","420","650037021","0.7","-54","2003702","Boss戰（HARD）","90","20037201","0.5","0","510332","81006602","0","1","660037002","1"
"502","1","20037","0","-51","bgm_M470","81006602","1","0","-40","0","0","0","3","5066308","490","bgm_M470","0","420","650037031","0.7","-54","2003703","Boss戰（VERY HARD）","90","20037201","0.5","0","510333","81006602","0","1","660037003","1"
"395","1","20038","0","-51","bgm_M481","81006801","1.7","0","-85","0","0","0","1","5068301","800","bgm_M481","0","400","650038011","0.8","-47","2003801","Boss戰（NORMAL）","90","20038102","0.8","0","510331","81006801","0","0.65","660038001","1"
"-17","1","20038","0","18","bgm_M481","81006802","1.7","0","-10","0","0","0","2","5068302","145","bgm_M481","0","400","650038021","0.8","-47","2003802","Boss戰（HARD）","90","20038201","0.8","0","510332","81006802","0","0.65","660038002","1"
"496","1","20038","0","-51","bgm_M481","81006802","1.7","0","-70","0","0","0","3","5068308","480","bgm_M481","0","400","650038031","0.8","-47","2003803","Boss戰（VERY HARD）","90","20038201","0.8","0","510333","81006802","0","0.65","660038003","1"
"316","1","20039","0","-25","bgm_M489","81007001","2","0","-105","0","1","10","1","5070301","185","bgm_M489","0","140","650039011","0.65","-50","2003901","Boss戰（NORMAL）","90","20039103","0.94","1","510351","81007001","-13","0.5","660039001","1"
"-239","1","20039","0","-200","bgm_M489","81007002","2","0","-35","0","1","10","2","5070302","145","bgm_M489","0","140","650039021","0.65","-50","2003902","Boss戰（HARD）","90","20039201","0.94","1","510352","81007002","-13","0.5","660039002","1"
"468","1","20039","0","-75","bgm_M489","81007002","2","0","-70","0","1","10","3","5070308","480","bgm_M489","0","140","650039031","0.65","-50","2003903","Boss戰（VERY HARD）","90","20039201","0.94","1","510353","81007002","-13","0.5","660039003","1"
"877","0.8","20040","0","-103","bgm_M499","81007201","1.3","0","-85","60","0","0","1","5072301","800","bgm_M499","0","380","650040011","0.7","-120","2004001","Boss戰（NORMAL）","90","20040101","0.7","0","510331","81007201","0","0.8","660040001","1"
"189","0.8","20040","0","12","bgm_M499","81007202","1.3","0","-10","60","0","0","2","5072302","145","bgm_M499","0","380","650040021","0.7","-120","2004002","Boss戰（HARD）","90","20040201","0.7","0","510332","81007202","0","0.8","660040002","1"
"510","0.8","20040","0","-72","bgm_M499","81007202","1.3","0","-70","60","0","0","3","5072308","480","bgm_M499","0","380","650040031","0.7","-120","2004003","Boss戰（VERY HARD）","90","20040201","0.7","0","510333","81007202","0","0.8","660040003","1"
"578","1","20041","0","-35","bgm_M511","81007401","1.55","0","-85","0","1","0","1","5074301","770","bgm_M511","0","205","650041011","0.83","-45","2004101","Boss戰（NORMAL）","90","20041102","0.95","0","510331","81007401","0","0.75","660041001","1"
"-237","1","20041","0","-188","bgm_M511","81007402","1.55","0","110","0","1","0","2","5074302","720","bgm_M511","0","205","650041021","0.83","-45","2004102","Boss戰（HARD）","90","20041201","0.95","0","510332","81007402","0","0.75","660041002","1"
"502","1","20041","0","-51","bgm_M511","81007402","1.55","0","-40","0","1","0","3","5074308","490","bgm_M511","0","205","650041031","0.87","-45","2004103","Boss戰（VERY HARD）","90","20041201","0.95","0","510333","81007402","0","0.75","660041003","1"
"395","1","20042","0","-41","bgm_M523","81007601","2.4","0","-85","0","1","0","1","5076301","800","bgm_M523","0","300","650042011","0.6","-40","2004201","Boss戰（NORMAL）","90","20042102","1.05","0","510331","81007601","0","0.45","660042001","1"
"-76","1","20042","0","-195","bgm_M523","81007602","2.4","0","-10","0","1","0","2","5076302","145","bgm_M523","0","300","650042021","0.6","-40","2004202","Boss戰（HARD）","90","20042201","1.05","0","510332","81007602","0","0.45","660042002","1"
"478","1","20042","0","-81","bgm_M523","81007602","2.4","0","-70","0","1","0","3","5076308","480","bgm_M523","0","300","650042031","0.6","-40","2004203","Boss戰（VERY HARD）","90","20042201","1.05","0","510333","81007602","0","0.5","660042003","1"
"503","1","20043","0","-79","bgm_M529","81007801","1.55","0","-85","0","1","-40","1","5078301","770","bgm_M529","0","205","650043011","0.83","-45","2004301","Boss戰（NORMAL）","90","20043102","0.8","0","510361","81007801","0","0.75","660043001","1"
"-295","1","20043","0","58","bgm_M529","81007802","1.55","0","110","0","1","-40","2","5078302","720","bgm_M529","0","205","650043021","0.83","-45","2004302","Boss戰（HARD）","90","20043201","0.8","0","510362","81007802","0","0.75","660043002","1"
"476","1","20043","0","-84","bgm_M529","81007802","1.55","0","-40","0","1","-40","3","5078308","490","bgm_M529","0","205","650043031","0.87","-45","2004303","Boss戰（VERY HARD）","90","20043201","0.8","0","510362","81007802","0","0.75","660043003","1"
"741","1","20044","0","-79","bgm_M539","81000906","1.5","0","-85","0","1","0","1","5080301","800","bgm_M539","0","300","650044011","0.8","-70","2004401","Boss戰（NORMAL）","90","20044101","0.8","0","510331","81000906","0","0.75","660044001","1"
"-67","1","20044","0","11","bgm_M539","81008002","1.5","0","-10","0","1","0","2","5080302","145","bgm_M539","0","300","650044021","0.8","-70","2004402","Boss戰（HARD）","90","20044201","0.8","0","510332","81008002","0","0.75","660044002","1"
"411","1","20044","0","-56","bgm_M539","81008002","1.5","0","-70","0","1","0","3","5080308","480","bgm_M539","0","300","650044031","0.8","-70","2004403","Boss戰（VERY HARD）","90","20044201","0.8","0","510333","81008002","0","0.75","660044003","1"
"416","1","20045","0","-25","bgm_M546","81001005","2","0","-85","0","1","0","1","5082301","800","bgm_M546","0","150","650045011","0.75","-20","2004501","Boss戰（NORMAL）","90","20045104","0.9","0","510331","81008201","0","0.55","660045001","1"
"-191","1","20045","0","-175","bgm_M546","81001006","2","0","-10","0","1","0","2","5082302","145","bgm_M546","0","150","650045021","0.75","-20","2004502","Boss戰（HARD）","90","20045201","0.9","0","510332","81008202","0","0.55","660045002","1"
"479","1","20045","0","-47","bgm_M546","81001006","2","0","-70","0","1","0","3","5082308","480","bgm_M546","0","150","650045031","0.75","-20","2004503","Boss戰（VERY HARD）","90","20045201","0.9","0","510333","81008202","0","0.55","660045003","1"
"455","1","20046","0","-25","bgm_M57","100113","1.35","0","-85","0","1","0","1","5084301","800","bgm_M57","0","50","650046011","0.8","5","2004601","Boss戰（NORMAL）","90","20046104","0.9","0","510331","100113","0","0.75","660046001","1"
"-191","1","20046","0","-175","bgm_M57","100433","1.35","0","-10","0","1","0","2","5084302","145","bgm_M57","0","50","650046021","0.8","5","2004602","Boss戰（HARD）","90","20046201","0.9","0","510332","100433","0","0.75","660046002","1"
"479","1","20046","0","-47","bgm_M57","100433","1.35","0","-70","0","1","0","3","5084308","480","bgm_M57","0","50","650046031","0.8","5","2004603","Boss戰（VERYHARD）","90","20046201","0.9","0","510333","100433","0","0.75","660046003","1"
"515","1","20047","0","-83","bgm_M559","81008507","1.2","0","-85","0","1","0","1","5085301","770","bgm_M559","0","20","650047011","0.65","-20","2004701","Boss戰（NORMAL）","90","20047102","0.65","0","510331","81008507","0","0.9","660047001","1"
"-277","1","20047","0","47","bgm_M559","81008508","1.2","0","110","0","1","0","2","5085302","720","bgm_M559","0","20","650047021","0.65","-20","2004702","Boss戰（HARD）","90","20047201","0.65","0","510332","81008508","0","0.9","660047002","1"
"484","1","20047","0","-85","bgm_M559","81008508","1.2","0","-40","0","1","0","3","5085308","490","bgm_M559","0","20","650047031","0.65","-20","2004703","Boss戰（VERY HARD）","90","20047201","0.65","0","510333","81008508","0","0.9","660047003","1"
"451","1","20048","0","-28","bgm_M568","81008801","1.5","0","-85","-30","1","0","1","5088301","800","bgm_M568","0","300","650048011","0.8","-70","2004801","Boss戰（NORMAL）","90","20048102","0.8","0","510331","81008801","0","0.75","660048001","1"
"-230","1","20048","0","31","bgm_M568","81008802","1.5","0","-10","-30","1","0","2","5088302","145","bgm_M568","0","300","650048021","0.8","-70","2004802","Boss戰（HARD）","90","20048201","0.8","0","510332","81008802","0","0.75","660048002","1"
"444","1","20048","0","-56","bgm_M568","81008802","1.5","0","-70","-30","1","0","3","5088308","480","bgm_M568","0","300","650048031","0.8","-70","2004803","Boss戰（VERY HARD）","90","20048201","0.8","0","510333","81008802","0","0.75","660048003","1"
"510","1","20049","0","-85","bgm_M577","81009001","1.18","0","-85","13","1","0","1","5090301","500","bgm_M577","0","240","650049011","1","-45","2004901","Boss戰（NORMAL）","90","20049102","0.57","0","510331","81009001","0","0.9","660049001","1"
"-20","1","20049","0","-10","bgm_M577","81009002","1.18","0","-10","13","1","0","2","5090302","145","bgm_M577","0","240","650049021","1","-45","2004902","Boss戰（HARD）","90","20049201","0.57","0","510332","81009002","0","0.9","660049002","1"
"514","1","20049","0","-50","bgm_M577","81009002","1.18","0","-70","13","1","0","3","5090308","480","bgm_M577","0","240","650049031","0.8","-45","2004903","Boss戰（VERY HARD）","90","20049201","0.57","0","510333","81009002","0","0.9","660049003","1"
"410","1","20050","0","-50","bgm_M585","103021","1.5","0","-125","0","1","0","1","5092301","0","bgm_M585","0","150","650050011","0.75","-70","2005001","Boss戰（NORMAL）","90","20050101","0.75","0","510021","103021","0","0.75","660050001","1"
"-20","1","20050","0","10","bgm_M585","103011","1.5","0","-10","0","1","0","2","5092302","145","bgm_M585","0","150","650050021","0.75","-70","2005002","Boss戰（HARD）","90","20050201","0.75","0","510022","103011","0","0.75","660050002","1"
"514","1","20050","0","-50","bgm_M585","103011","1.5","0","-70","0","1","0","3","5092308","480","bgm_M585","0","150","650050031","0.75","-70","2005003","Boss戰（VERY HARD）","90","20050201","0.75","0","510022","103011","0","0.75","660050003","1"
"898","1","20051","0","-59","bgm_M598","102093","2.2","0","-85","0","1","0","1","5094301","800","bgm_M598","0","250","650051011","0.6","-50","2005101","Boss戰（NORMAL）","90","20051101","1.05","0","510331","102093","0","0.45","660051001","1"
"-76","1","20051","0","-204","bgm_M598","102113","2.2","0","-10","0","1","0","2","5094302","145","bgm_M598","0","250","650051021","0.6","-50","2005102","Boss戰（HARD）","90","20051201","1.05","0","510332","102113","0","0.45","660051002","1"
"478","1","20051","0","-81","bgm_M598","102113","2.2","0","-70","0","1","0","3","5094308","480","bgm_M598","0","250","650051031","0.6","-50","2005103","Boss戰（VERY HARD）","90","20051201","1.05","0","510333","102113","0","0.44","660051003","1"
"900","0.8","20052","0","-51","bgm_M604","102593","1.3","0","-85","0","1","0","1","5096301","800","bgm_M604","0","380","650052011","1.1","-120","2005201","Boss戰（NORMAL）","90","20052102","0.6","0","510331","102593","0","0.8","660052001","1"
"172","0.8","20052","0","-15","bgm_M604","102603","1.3","0","-10","0","1","0","2","5096302","145","bgm_M604","0","380","650052021","1.1","-120","2005202","Boss戰（HARD）","90","20052201","0.6","0","510332","102603","0","0.8","660052002","1"
"514","0.8","20052","0","-51","bgm_M604","102603","1.3","0","-70","0","1","0","3","5096308","480","bgm_M604","0","380","650052031","1.1","-120","2005203","Boss戰（VERY HARD）","90","20052201","0.6","0","510333","102603","0","0.8","660052003","1"
"439","0.9","20053","0","-69","bgm_M611","81000405","1.35","0","-85","0","1","0","1","5098301","800","bgm_M611","0","260","650053011","0.8","-85","2005301","Boss戰（NORMAL）","90","20053103","0.8","0","510331","81000405","-5","0.8","660053001","1"
"-184","0.9","20053","0","-4","bgm_M611","81000406","1.35","0","-10","0","1","0","2","5098302","145","bgm_M611","0","260","650053021","0.8","-85","2005302","Boss戰（HARD）","90","20053201","0.8","0","510332","81000406","-5","0.8","660053002","1"
"525","0.9","20053","0","-82","bgm_M611","81000406","1.35","0","-70","0","1","0","3","5098308","480","bgm_M611","0","260","650053031","0.8","-85","2005303","Boss戰（VERY HARD）","90","20053201","0.8","0","510333","81000406","-5","0.8","660053003","1"
"555","1.1","20054","0","-74","bgm_M621","81010001","1.5","0","-125","25","1","0","1","5100301","0","bgm_M621","0","150","650054011","1","-70","2005401","Boss戰（NORMAL）","90","20054102","0.67","0","510401","81010001","0","0.75","660054001","1.1"
"-242","1.1","20054","0","12","bgm_M621","81010002","1.5","0","-10","25","1","0","2","5100302","145","bgm_M621","0","150","650054021","1","-70","2005402","Boss戰（HARD）","90","20054201","0.67","0","510402","81010002","0","0.75","660054002","1.1"
"483","1.1","20054","0","-67","bgm_M621","81010002","1.5","0","-70","25","1","0","3","5100308","480","bgm_M621","0","150","650054031","1","-70","2005403","Boss戰（VERY HARD）","90","20054201","0.67","0","510402","81010002","0","0.75","660054003","1.1"
"883","0.8","20055","0","-93","bgm_M625","81010201","1.25","0","-85","70","1","0","1","5102301","800","bgm_M625","0","185","650055011","0.7","-85","2005501","Boss戰（NORMAL）","90","20055101","0.7","0","510411","81010201","-5","0.8","660055001","1"
"-64","0.8","20055","0","-197","bgm_M625","81010202","1.25","0","-10","70","1","0","2","5102302","145","bgm_M625","0","185","650055021","0.7","-85","2005502","Boss戰（HARD）","90","20055201","0.7","0","510412","81010202","-5","0.8","660055002","1"
"485","0.8","20055","0","-88","bgm_M625","81010202","1.25","0","-70","70","1","0","3","5102308","480","bgm_M625","0","185","650055031","0.7","-85","2005503","Boss戰（VERY HARD）","90","20055201","0.7","0","510412","81010202","-5","0.8","660055003","1"
"613","1","20056","0","-74","bgm_M634","100092","1.5","0","-125","25","1","0","1","5104301","0","bgm_M634","0","150","650056011","0.9","-40","2005601","Boss戰（NORMAL）","90","20056102","0.9","0","510331","100092","0","0.65","660056001","1"
"-242","1","20056","0","12","bgm_M634","100382","1.5","0","-10","25","1","0","2","5104302","145","bgm_M634","0","150","650056021","0.9","-40","2005602","Boss戰（HARD）","90","20056201","0.9","0","510332","100382","0","0.65","660056002","1"
"498","1","20056","0","-67","bgm_M634","100382","1.5","0","-70","25","1","0","3","5104308","480","bgm_M634","0","150","650056031","0.9","-40","2005603","Boss戰（VERY HARD）","90","20056201","0.9","0","510333","100382","0","0.65","660056003","1"
"936","0.8","20057","0","-69","bgm_M641","81000906","1.2","0","-85","70","1","0","1","5106301","800","bgm_M641","0","180","650057011","0.7","0","2005701","Boss戰（NORMAL）","90","20057101","0.7","0","510331","81000906","-5","0.8","660057001","1"
"-234","0.8","20057","0","-2","bgm_M641","81008002","1.2","0","-10","70","1","0","2","5106302","145","bgm_M641","0","180","650057021","0.7","0","2005702","Boss戰（HARD）","90","20057201","0.7","0","510332","81008002","-5","0.8","660057002","1"
"476","0.8","20057","0","-81","bgm_M641","81008002","1.2","0","-70","70","1","0","3","5106308","480","bgm_M641","0","180","650057031","0.7","0","2005703","Boss戰（VERY HARD）","90","20057201","0.7","0","510333","81008002","-5","0.8","660057003","1"
"655","1","20058","0","-68","bgm_M650","81001505","1.55","0","-85","10","1","0","1","5108301","800","bgm_M650","0","150","650058011","0.8","-35","2005801","Boss戰（NORMAL）","90","20058101","0.85","0","510331","81001505","0","0.6","660058001","1"
"-264","1","20058","0","-179","bgm_M650","81010802","1.55","0","-10","10","1","0","2","5108302","145","bgm_M650","0","150","650058021","0.8","-35","2005802","Boss戰（HARD）","90","20058201","0.85","0","510332","81010802","0","0.62","660058002","1"
"459","1","20058","0","-77","bgm_M650","81010802","1.55","0","-70","10","1","0","3","5108308","480","bgm_M650","0","150","650058031","0.8","-35","2005803","Boss戰（VERY HARD）","90","20058201","0.85","0","510333","81010802","0","0.62","660058003","1"
"850","1","20059","0","-75","bgm_M664","103131","1","0","-85","30","1","0","1","5110301","800","bgm_M664","0","440","650059011","1.3","-54","2005901","Boss戰（NORMAL）","90","20059101","0.5","0","510331","103131","0","1","660059001","1"
"-231","1","20059","0","21","bgm_M664","103141","1","0","-10","30","1","0","2","5110302","145","bgm_M664","0","440","650059021","1.3","-54","2005902","Boss戰（HARD）","90","20059201","0.5","0","510332","103141","0","1","660059002","1"
"479","1","20059","0","-47","bgm_M664","103141","1","0","-70","30","1","0","3","5110308","480","bgm_M664","0","440","650059031","1.3","-54","2005903","Boss戰（VERY HARD）","90","20059201","0.5","0","510333","103141","0","1","660059003","1"
"515","1","20060","0","-83","bgm_M665","103151","1.35","0","-85","0","1","0","1","5111301","770","bgm_M665","0","255","650060011","1","-78","2006001","Boss戰（NORMAL）","90","20060102","0.65","0","510431","103153","0","0.9","660060001","1"
"-55","1","20060","0","6","bgm_M665","103161","1.35","0","110","0","1","0","2","5111302","720","bgm_M665","0","255","650060021","1","-78","2006002","Boss戰（HARD）","90","20060201","0.65","0","510432","103163","0","0.67","660060002","1"
"500","1","20060","0","-85","bgm_M665","103161","1.35","0","-40","0","1","0","3","5111308","490","bgm_M665","0","255","650060031","1","-78","2006003","Boss戰（VERY HARD）","90","20060201","0.65","0","510432","103163","0","0.69","660060003","1"
"822","0.8","20061","0","-58","bgm_M671","81011401","1.25","0","-85","0","1","0","1","5114301","800","bgm_M671","0","220","650061011","0.7","20","2006101","Boss戰（NORMAL）","90","20061101","0.7","0","510331","81011401","-5","0.7","660061001","1"
"-242","0.8","20061","0","10","bgm_M671","81011402","1.25","0","-10","0","1","0","2","5114302","145","bgm_M671","0","220","650061021","0.7","20","2006102","Boss戰（HARD）","90","20061201","0.7","0","510332","81011402","-5","0.75","660061002","1"
"479","0.8","20061","0","-47","bgm_M671","81011402","1.25","0","-70","0","1","0","3","5114308","480","bgm_M671","0","220","650061031","0.7","20","2006103","Boss戰（VERY HARD）","90","20061201","0.7","0","510333","81011402","-5","0.75","660061003","1"
"912","1","20062","0","-64","bgm_MC020","102093","1.85","0","-85","10","1","-10","1","5116301","800","bgm_MC020","0","145","650062011","0.7","-25","2006201","Boss戰（NORMAL）","90","20062101","0.95","0","510331","102093","0","0.55","660062001","1"
"-267","1","20062","0","28","bgm_MC020","102113","1.85","0","-10","10","1","-10","2","5116302","145","bgm_MC020","0","145","650062021","0.7","-25","2006202","Boss戰（HARD）","90","20062201","0.95","0","510332","102113","0","0.55","660062002","1"
"478","1","20062","0","-81","bgm_MC020","102113","1.85","0","-70","10","1","-10","3","5116308","480","bgm_MC020","0","145","650062031","0.7","-25","2006203","Boss戰（VERY HARD）","90","20062201","0.95","0","510333","102113","0","0.6","660062003","1"
"800","1","20063","0","-57","bgm_MC029","81011801","1.25","0","-85","0","1","0","1","5118301","770","bgm_MC029","0","255","650063011","1","-20","2006301","Boss戰（NORMAL）","90","20063102","0.65","0","510441","81011801","0","0.7","660063001","1"
"-54","1","20063","0","-11","bgm_MC029","81011802","1.25","0","110","0","1","0","2","5118302","720","bgm_MC029","0","255","650063021","1","-20","2006302","Boss戰（HARD）","90","20063201","0.65","0","510442","81011802","0","0.75","660063002","1"
"483","1","20063","0","-85","bgm_MC029","81011802","1.25","0","-40","0","1","0","3","5118308","490","bgm_MC029","0","255","650063031","1","-20","2006303","Boss戰（VERY HARD）","90","20063201","0.65","0","510442","81011802","0","0.75","660063003","1"
"674","1","20064","0","0","bgm_MC039","81012007","1.55","0","-85","10","1","0","1","5120301","800","bgm_MC039","0","150","650064011","0.8","-35","2006401","Boss戰（NORMAL）","90","20064101","0.85","0","510331","81012007","0","0.6","660064001","1"
"-105","1","20064","0","-207","bgm_MC039","81012008","1.55","0","-10","10","1","0","2","5120302","145","bgm_MC039","0","150","650064021","0.8","-35","2006402","Boss戰（HARD）","90","20064201","0.85","0","510332","81012008","0","0.62","660064002","1"
"464","1","20064","0","-29","bgm_MC039","81012008","1.55","0","-70","10","1","0","3","5120308","480","bgm_MC039","0","150","650064031","0.8","-35","2006403","Boss戰（VERY HARD）","90","20064201","0.85","0","510333","81012008","0","0.62","660064003","1"
"300","0.8","20065","0","55","bgm_MC048","81012207","1.7","0","-85","-50","1","0","1","5122301","800","bgm_MC048","0","100","650065011","0.7","40","2006501","Boss戰（NORMAL）","90","20065102","0.5","0","510331","81012207","0","0.7","660065001","1"
"-415","0.8","20065","0","-75","bgm_MC048","81012208","1.7","0","-10","-50","1","0","2","5122302","145","bgm_MC048","0","100","650065021","0.7","40","2006502","Boss戰（HARD）","90","20065201","0.5","0","510332","81012208","0","0.75","660065002","1"
"-240","0.8","20065","0","55","bgm_MC048","81012208","1.7","0","-70","-50","1","0","3","5122308","480","bgm_MC048","0","100","650065031","0.7","40","2006503","Boss戰（VERY HARD）","90","20065201","0.5","0","510333","81012208","0","0.75","660065003","1"
"430","0.8","20066","0","-30","bgm_MC058","81012401","0.83","0","-85","10","1","-30","1","5124301","770","bgm_MC058","0","200","650066011","1.1","-20","2006601","Boss戰（NORMAL）","90","20066102","0.5","0","510331","81012401","0","1","660066001","1"
"-217","0.8","20066","0","-122","bgm_MC058","81012402","0.83","0","110","10","1","-30","2","5124302","720","bgm_MC058","0","200","650066021","1.1","-20","2006602","Boss戰（HARD）","90","20066201","0.5","0","510332","81012402","0","1","660066002","1"
"475","0.8","20066","0","-86","bgm_MC058","81012402","0.83","0","-40","10","1","-30","3","5124308","490","bgm_MC058","0","200","650066031","1.1","-20","2006603","Boss戰（VERY HARD）","90","20066201","0.5","0","510333","81012402","0","1","660066003","1"
"800","1","20067","0","-52","bgm_MC114","81013601","1.5","0","-85","0","1","0","1","5136301","800","bgm_MC114","0","100","650067011","0.8","-50","2006701","Boss戰（NORMAL）","90","20067101","0.8","0","510331","81013601","0","0.8","660067001","1"
"-127","1","20067","0","-215","bgm_MC114","81013602","1.5","0","-10","0","1","0","2","5136302","145","bgm_MC114","0","100","650067021","0.8","-50","2006702","Boss戰（HARD）","90","20067201","0.8","0","510332","81013602","0","0.8","660067002","1"
"480","1","20067","0","-86","bgm_MC114","81013602","1.5","0","-70","0","1","0","3","5136308","480","bgm_MC114","0","100","650067031","0.8","-50","2006703","Boss戰（VERY HARD）","90","20067201","0.8","0","510333","81013602","0","0.8","660067003","1"
