e8f75b676c777c93d678d61d9083aff63a6ef9741ce70b07f9064ec25c8056bb,6d9d38d9c69b5dba57e06a810ff45bec918c67d3e2df5ca22352eb590c0ea1b4,2fbe1d63b109e63f617ccff43174834076df621fc9f5411991fdeddbe611f6e3,bd16f1e7f036719fef5af031324eb8d89818db1966f73f23366f8261ed03aea1,0a6e6fbd972577505b38f1c3e254c3efb2197aedb946d0d22469a7ab5d439162
"168","15","15035","104","100"
"173","15","15036","371","100"
"178","15","15037","104","100"
"181","15","15038","36","100"
"185","15","15039","127","100"
"190","15","15040","68","100"
"194","15","15041","256","101"
"197","15","15042","182","100"
"201","15","15043","132","100"
"206","15","15044","78","100"
"209","15","15045","224","100"
"214","15","15046","4","100"
"217","15","15047","102","100"
"220","15","15048","159","400"
"223","15","15049","104","100"
"228","15","15050","135","100"
"232","15","15051","185","101"
"236","15","15052","377","100"
"240","15","15053","133","100"
"243","15","15054","255","100"
"246","15","15055","361","101"
"249","15","15056","293","100"
"254","15","15057","-1","500"
"257","15","15058","201","101"
"261","15","15059","375","100"
"266","15","15060","229","101"
"270","15","15061","364","100"
"275","15","15062","496","100"
"278","15","15063","458","100"
"282","15","15064","216","100"
"285","15","15065","627","200"
"288","15","15066","117","100"
"291","15","15067","289","100"
"296","15","15068","151","100"
"299","15","15069","745","100"
"304","15","15070","452","101"
"307","15","15071","545","100"
"311","15","15072","830","100"
"316","15","15073","615","400"
"321","15","15074","650","100"
"325","15","15075","752","100"
"329","15","15076","494","101"
"333","15","15077","724","100"
"337","15","15078","530","100"
"341","15","15079","449","100"
"345","15","15080","667","100"
"349","15","15081","715","101"
"354","15","15082","670","100"
"359","15","15083","450","100"
"363","15","15084","790","100"
"367","15","15085","410","101"
"371","15","15086","822","100"
"376","15","15087","374","100"
"379","15","15088","-1","500"
"382","15","15089","374","101"
"385","15","15090","663","100"
"390","15","15091","593","100"
"395","15","15092","910","100"
"399","15","15093","589","101"
"403","15","15094","495","100"
"407","15","15095","981","100"
"412","15","15096","790","100"
"416","15","15097","1063","100"
"420","15","15098","613","100"
"423","15","15099","554","101"
"428","15","15100","168","100"
"432","15","15101","373","100"
"435","15","15102","482","101"
"439","15","15103","355","100"
"444","15","15104","285","100"
"449","15","15105","150","100"
"454","15","15106","121","100"
"458","15","15107","277","100"
"463","15","15108","483","101"
"467","15","15109","331","100"
"471","15","15110","105","100"
"474","15","15111","255","100"
"478","15","15112","446","100"
"481","15","15113","825","400"
"484","15","15114","778","100"
"489","15","15115","563","101"
"494","15","15116","-1","510"
"499","15","15117","362","100"
"504","15","15118","551","101"
"508","15","15119","722","100"
"513","15","15120","1014","100"
"517","15","15121","915","100"
"521","15","15122","850","100"
"526","15","15123","702","100"
"531","15","15124","539","100"
"536","15","15125","583","101"
"540","15","15126","720","100"
"544","15","15127","578","100"
"547","15","15128","507","100"
"552","15","15129","426","100"
"556","15","15130","586","100"
"560","15","15131","381","101"
"565","15","15132","521","100"
"569","15","15133","771","100"
"572","15","15134","635","100"
"575","15","15135","738","101"
"578","15","15136","480","100"
"583","15","15137","354","100"
"586","15","15138","405","100"
"590","15","15139","560","100"
"595","15","15140","836","100"
"598","15","15141","-1","510"
"603","15","15142","631","200"
"608","15","15143","920","100"
"612","15","15144","848","101"
"616","15","15145","1051","100"
"620","15","15146","1090","100"
"624","15","15147","1163","100"
"628","15","15148","986","101"
"633","15","15149","1135","100"
"637","15","15150","961","100"
"640","15","15151","996","100"
"644","15","15152","834","400"
"649","15","15153","1054","100"
"652","15","15154","758","100"
"655","15","15155","990","101"
"660","15","15156","913","100"
"665","15","15157","672","100"
"669","15","15158","897","100"
"673","15","15159","777","101"
"676","15","15160","837","100"
"680","15","15161","882","100"
"684","15","15162","912","101"
"689","15","15163","839","100"
"694","15","15164","729","100"
"697","15","15165","550","100"
"702","15","15166","281","100"
"706","15","15167","653","100"
"709","15","15168","379","101"
"712","15","15169","649","100"
"716","15","15170","752","100"
"719","15","15171","790","100"
"723","15","15172","866","100"
"728","15","15173","823","101"
"732","15","15174","875","100"
"736","15","15175","-1","510"
"741","15","15176","465","100"
"745","15","15177","375","101"
"750","15","15178","418","100"
"753","15","15179","101","100"
"758","15","15180","433","100"
"763","15","15181","62","100"
"768","15","15182","272","101"
"773","15","15183","63","100"
"777","15","15184","175","100"
"782","15","15185","419","101"
"785","15","15186","136","100"
"789","15","15187","39","100"
"793","15","15188","229","100"
"797","15","15189","337","101"
"800","15","15190","602","100"
"805","15","15191","566","101"
"808","15","15192","497","100"
"811","15","15193","676","100"
"815","15","15194","805","100"
"820","15","15195","630","100"
"825","15","15196","517","101"
"830","15","15197","807","100"
"835","15","15198","666","100"
"840","15","15199","270","100"
"844","15","15200","526","101"
"30","16","16001","250","100"
"33","16","16002","463","100"
"40","16","16003","165","101"
"44","16","16004","303","100"
"48","16","16005","396","100"
"53","16","16006","534","100"
"57","16","16007","685","100"
"61","16","16008","761","101"
"66","16","16009","446","100"
"69","16","16010","17","100"
"72","16","16011","390","100"
"75","16","16012","421","100"
"78","16","16013","649","100"
"81","16","16014","842","101"
"85","16","16015","905","100"
"88","16","16016","1128","100"
"93","16","16017","744","400"
"96","16","16018","445","100"
"99","16","16019","836","100"
"102","16","16020","658","100"
"106","16","16021","379","101"
"110","16","16022","76","100"
"115","16","16023","115","100"
"119","16","16024","361","101"
"122","16","16025","739","100"
"127","16","16026","644","100"
"132","16","16027","966","101"
"136","16","16028","1110","100"
"141","16","16029","759","100"
"145","16","16030","496","100"
"150","16","16031","550","500"
"155","16","16032","525","100"
"160","16","16033","378","100"
"163","16","16034","374","101"
"168","16","16035","548","100"
"173","16","16036","506","100"
"178","16","16037","616","100"
"181","16","16038","404","100"
"185","16","16039","258","100"
"190","16","16040","411","100"
"194","16","16041","315","101"
"197","16","16042","137","100"
"201","16","16043","46","100"
"206","16","16044","237","100"
"209","16","16045","385","100"
"214","16","16046","251","100"
"217","16","16047","212","100"
"220","16","16048","262","400"
"223","16","16049","169","100"
"228","16","16050","464","100"
"232","16","16051","744","101"
"236","16","16052","560","100"
"240","16","16053","341","100"
"243","16","16054","357","100"
"246","16","16055","297","101"
"249","16","16056","368","100"
"254","16","16057","-1","500"
"257","16","16058","528","101"
"261","16","16059","272","100"
"266","16","16060","158","101"
"270","16","16061","432","100"
"275","16","16062","327","100"
"278","16","16063","181","100"
"282","16","16064","294","100"
"285","16","16065","496","200"
"288","16","16066","542","100"
"291","16","16067","290","100"
"296","16","16068","36","100"
"299","16","16069","117","100"
"304","16","16070","344","101"
"307","16","16071","308","100"
"311","16","16072","498","100"
"316","16","16073","418","400"
"321","16","16074","106","100"
"325","16","16075","187","100"
"329","16","16076","524","101"
"333","16","16077","812","100"
"337","16","16078","895","100"
"341","16","16079","1114","100"
"345","16","16080","966","100"
"349","16","16081","658","101"
"354","16","16082","745","100"
"359","16","16083","872","100"
"363","16","16084","1193","100"
"367","16","16085","992","101"
"371","16","16086","864","100"
"376","16","16087","991","100"
"379","16","16088","-1","500"
"382","16","16089","982","101"
"385","16","16090","885","100"
"390","16","16091","1166","100"
"395","16","16092","1071","100"
"399","16","16093","870","101"
"403","16","16094","1156","100"
"407","16","16095","842","100"
"412","16","16096","1112","100"
"416","16","16097","914","100"
"420","16","16098","804","100"
"423","16","16099","1116","101"
"428","16","16100","1008","100"
"432","16","16101","928","100"
"435","16","16102","582","101"
"439","16","16103","393","100"
"444","16","16104","318","100"
"449","16","16105","556","100"
"454","16","16106","592","100"
"458","16","16107","935","100"
"463","16","16108","800","101"
"467","16","16109","974","100"
"471","16","16110","1123","100"
"474","16","16111","1041","100"
"478","16","16112","577","100"
"481","16","16113","82","400"
"484","16","16114","465","100"
"489","16","16115","362","101"
"494","16","16116","-1","510"
"499","16","16117","745","100"
"504","16","16118","792","101"
"508","16","16119","884","100"
"513","16","16120","810","100"
"517","16","16121","987","100"
"521","16","16122","774","100"
"526","16","16123","443","100"
"531","16","16124","321","100"
"536","16","16125","9","101"
"540","16","16126","151","100"
"544","16","16127","238","100"
"547","16","16128","402","100"
"552","16","16129","270","100"
"556","16","16130","13","100"
"560","16","16131","161","101"
"565","16","16132","119","100"
"569","16","16133","407","100"
"572","16","16134","137","100"
"575","16","16135","312","101"
"578","16","16136","435","100"
"583","16","16137","491","100"
"586","16","16138","620","100"
"590","16","16139","562","100"
"595","16","16140","267","100"
"598","16","16141","-1","510"
"603","16","16142","72","200"
"608","16","16143","410","100"
"612","16","16144","651","101"
"616","16","16145","588","100"
"620","16","16146","926","100"
"624","16","16147","616","100"
"628","16","16148","563","101"
"633","16","16149","247","100"
"637","16","16150","492","100"
"640","16","16151","522","100"
"644","16","16152","237","400"
"649","16","16153","273","100"
"652","16","16154","434","100"
"655","16","16155","366","101"
"660","16","16156","153","100"
"665","16","16157","43","100"
"669","16","16158","319","100"
"673","16","16159","202","101"
"676","16","16160","549","100"
"680","16","16161","720","100"
"684","16","16162","601","101"
"689","16","16163","918","100"
"694","16","16164","1193","100"
"697","16","16165","1063","100"
"702","16","16166","1139","100"
"706","16","16167","826","100"
"709","16","16168","1142","101"
"712","16","16169","853","100"
"716","16","16170","575","100"
"719","16","16171","384","100"
"723","16","16172","39","100"
"728","16","16173","268","101"
"732","16","16174","225","100"
"736","16","16175","-1","510"
"741","16","16176","456","100"
"745","16","16177","227","101"
"750","16","16178","398","100"
"753","16","16179","63","100"
"758","16","16180","3","100"
"763","16","16181","265","100"
"768","16","16182","175","101"
"773","16","16183","478","100"
"777","16","16184","623","100"
"782","16","16185","689","101"
"785","16","16186","598","100"
"789","16","16187","710","100"
"793","16","16188","842","100"
"797","16","16189","1101","101"
"800","16","16190","1036","100"
"805","16","16191","949","101"
"808","16","16192","607","100"
"811","16","16193","836","100"
"815","16","16194","740","100"
"820","16","16195","1009","100"
"825","16","16196","872","101"
"830","16","16197","672","100"
"835","16","16198","767","100"
"840","16","16199","532","100"
"844","16","16200","333","101"
"30","17","17001","650","100"
"34","17","17002","566","100"
"40","17","17003","676","101"
"44","17","17004","584","100"
"48","17","17005","747","100"
"53","17","17006","550","100"
"57","17","17007","457","100"
"61","17","17008","859","101"
"66","17","17009","618","100"
"69","17","17010","744","100"
"72","17","17011","1042","100"
"75","17","17012","786","100"
"78","17","17013","620","100"
"81","17","17014","558","101"
"85","17","17015","830","100"
"88","17","17016","728","100"
"93","17","17017","558","100"
"96","17","17018","761","100"
"99","17","17019","721","100"
"102","17","17020","895","100"
"106","17","17021","520","101"
"110","17","17022","63","100"
"115","17","17023","281","100"
"119","17","17024","539","101"
"122","17","17025","988","100"
"127","17","17026","854","100"
"132","17","17027","467","101"
"136","17","17028","57","100"
"141","17","17029","391","100"
"145","17","17030","284","100"
"150","17","17031","650","500"
"155","17","17032","153","100"
"160","17","17033","494","100"
"163","17","17034","234","101"
"168","17","17035","544","100"
"173","17","17036","656","100"
"178","17","17037","479","100"
"181","17","17038","173","100"
"185","17","17039","508","400"
"190","17","17040","409","100"
"194","17","17041","561","101"
"197","17","17042","657","100"
"201","17","17043","720","100"
"206","17","17044","557","100"
"209","17","17045","522","100"
"214","17","17046","864","100"
"217","17","17047","606","100"
"220","17","17048","410","400"
"223","17","17049","179","100"
"228","17","17050","383","100"
"232","17","17051","573","101"
"236","17","17052","701","100"
"240","17","17053","748","100"
"243","17","17054","736","100"
"246","17","17055","900","101"
"249","17","17056","696","100"
"254","17","17057","-1","500"
"257","17","17058","823","101"
"261","17","17059","623","100"
"266","17","17060","324","101"
"270","17","17061","217","100"
"275","17","17062","62","100"
"278","17","17063","384","100"
"282","17","17064","516","100"
"285","17","17065","601","200"
"288","17","17066","457","100"
"291","17","17067","776","100"
"296","17","17068","453","100"
"299","17","17069","563","100"
"304","17","17070","320","101"
"307","17","17071","446","100"
"311","17","17072","371","100"
"316","17","17073","274","400"
"321","17","17074","606","100"
"325","17","17075","319","100"
"329","17","17076","432","101"
"333","17","17077","227","100"
"337","17","17078","36","100"
"341","17","17079","101","100"
"345","17","17080","424","100"
"349","17","17081","718","101"
"354","17","17082","850","100"
"359","17","17083","717","100"
"363","17","17084","1007","100"
"367","17","17085","790","101"
"371","17","17086","837","100"
"376","17","17087","791","100"
"379","17","17088","-1","500"
"382","17","17089","1016","101"
"385","17","17090","826","100"
"390","17","17091","751","100"
"395","17","17092","600","100"
"399","17","17093","260","101"
"403","17","17094","384","100"
"407","17","17095","280","100"
"412","17","17096","360","100"
"416","17","17097","540","100"
"420","17","17098","696","100"
"423","17","17099","586","101"
"428","17","17100","616","100"
"432","17","17101","454","100"
"435","17","17102","334","101"
"439","17","17103","666","100"
"444","17","17104","570","100"
"449","17","17105","685","100"
"454","17","17106","928","100"
"458","17","17107","856","100"
"463","17","17108","694","101"
"467","17","17109","639","100"
"471","17","17110","782","100"
"474","17","17111","660","100"
"478","17","17112","739","100"
"481","17","17113","515","400"
"484","17","17114","688","100"
"489","17","17115","411","101"
"494","17","17116","-1","510"
"499","17","17117","730","100"
"504","17","17118","393","101"
"508","17","17119","629","100"
"513","17","17120","497","100"
"517","17","17121","753","100"
"521","17","17122","572","100"
"526","17","17123","795","100"
"531","17","17124","680","100"
"536","17","17125","992","101"
"540","17","17126","831","100"
"544","17","17127","636","100"
"547","17","17128","812","100"
"552","17","17129","966","100"
"556","17","17130","1053","100"
"560","17","17131","1166","101"
"565","17","17132","879","100"
"569","17","17133","789","100"
"572","17","17134","509","100"
"575","17","17135","309","101"
"578","17","17136","446","100"
"583","17","17137","332","100"
"586","17","17138","255","100"
"590","17","17139","82","100"
"595","17","17140","148","100"
"598","17","17141","-1","510"
"603","17","17142","134","200"
"608","17","17143","55","100"
"612","17","17144","281","101"
"616","17","17145","120","100"
"620","17","17146","371","100"
"624","17","17147","209","100"
"628","17","17148","262","101"
"633","17","17149","340","100"
"637","17","17150","175","100"
"640","17","17151","422","100"
"644","17","17152","299","400"
"649","17","17153","539","100"
"652","17","17154","846","100"
"655","17","17155","615","101"
"660","17","17156","637","100"
"665","17","17157","552","100"
"669","17","17158","379","100"
"673","17","17159","169","101"
"676","17","17160","12","100"
"680","17","17161","198","100"
"684","17","17162","281","101"
"689","17","17163","166","100"
"694","17","17164","246","100"
"697","17","17165","381","100"
"702","17","17166","585","100"
"706","17","17167","857","100"
"709","17","17168","655","101"
"712","17","17169","1018","100"
"716","17","17170","901","100"
"719","17","17171","725","100"
"723","17","17172","627","100"
"728","17","17173","944","101"
"732","17","17174","870","100"
"736","17","17175","-1","510"
"741","17","17176","832","100"
"745","17","17177","913","101"
"750","17","17178","655","100"
"753","17","17179","411","100"
"758","17","17180","317","100"
"763","17","17181","423","100"
"768","17","17182","657","101"
"773","17","17183","363","100"
"777","17","17184","482","100"
"782","17","17185","768","101"
"785","17","17186","1059","100"
"789","17","17187","884","100"
"793","17","17188","662","100"
"797","17","17189","741","101"
"800","17","17190","908","100"
"805","17","17191","753","101"
"808","17","17192","1026","100"
"811","17","17193","827","100"
"815","17","17194","857","100"
"820","17","17195","706","100"
"825","17","17196","925","101"
"830","17","17197","1108","100"
"835","17","17198","846","100"
"840","17","17199","635","100"
"844","17","17200","457","101"
"30","18","18001","350","100"
"34","18","18002","729","100"
"40","18","18003","512","101"
"44","18","18004","813","100"
"48","18","18005","329","100"
"53","18","18006","659","100"
"57","18","18007","339","100"
"61","18","18008","268","101"
"66","18","18009","499","100"
"69","18","18010","993","100"
"72","18","18011","513","100"
"75","18","18012","888","100"
"78","18","18013","652","100"
"81","18","18014","715","101"
"85","18","18015","506","100"
"88","18","18016","546","100"
"93","18","18017","443","100"
"96","18","18018","740","100"
"99","18","18019","942","100"
"102","18","18020","878","100"
"106","18","18021","618","101"
"110","18","18022","942","100"
"115","18","18023","731","100"
"119","18","18024","836","101"
"122","18","18025","749","100"
"127","18","18026","794","100"
"132","18","18027","916","101"
"136","18","18028","1045","100"
"141","18","18029","578","100"
"145","18","18030","241","100"
"150","18","18031","550","500"
"155","18","18032","961","100"
"160","18","18033","639","100"
"163","18","18034","777","101"
"168","18","18035","1002","100"
"173","18","18036","820","100"
"178","18","18037","688","100"
"181","18","18038","1126","100"
"185","18","18039","756","100"
"190","18","18040","471","100"
"194","18","18041","701","101"
"197","18","18042","357","100"
"201","18","18043","711","100"
"206","18","18044","375","100"
"209","18","18045","257","100"
"214","18","18046","700","100"
"217","18","18047","466","100"
"220","18","18048","772","400"
"223","18","18049","384","100"
"228","18","18050","222","100"
"232","18","18051","384","101"
"236","18","18052","287","100"
"240","18","18053","595","100"
"243","18","18054","511","100"
"246","18","18055","652","101"
"249","18","18056","711","100"
"254","18","18057","266","101"
"257","18","18058","545","101"
"261","18","18059","549","100"
"266","18","18060","-1","500"
"270","18","18061","127","100"
"275","18","18062","44","100"
"278","18","18063","309","100"
"282","18","18064","391","100"
"285","18","18065","432","200"
"288","18","18066","251","100"
"291","18","18067","284","100"
"296","18","18068","517","100"
"299","18","18069","736","100"
"304","18","18070","613","101"
"307","18","18071","811","100"
"311","18","18072","946","100"
"316","18","18073","841","400"
"321","18","18074","393","100"
"325","18","18075","719","100"
"329","18","18076","834","101"
"333","18","18077","410","100"
"337","18","18078","656","100"
"341","18","18079","645","100"
"345","18","18080","495","100"
"349","18","18081","670","101"
"354","18","18082","341","100"
"359","18","18083","105","100"
"363","18","18084","484","100"
"367","18","18085","321","101"
"371","18","18086","328","100"
"376","18","18087","0","100"
"379","18","18088","-1","500"
"382","18","18089","621","101"
"385","18","18090","192","100"
"390","18","18091","484","100"
"395","18","18092","543","100"
"399","18","18093","652","101"
"403","18","18094","492","100"
"407","18","18095","751","100"
"412","18","18096","458","400"
"416","18","18097","389","100"
"420","18","18098","124","100"
"423","18","18099","605","101"
"428","18","18100","198","100"
"432","18","18101","498","100"
"435","18","18102","371","101"
"439","18","18103","813","100"
"444","18","18104","1074","100"
"449","18","18105","810","100"
"454","18","18106","1007","100"
"458","18","18107","800","100"
"463","18","18108","500","101"
"467","18","18109","771","100"
"471","18","18110","688","100"
"474","18","18111","877","100"
"478","18","18112","1128","100"
"481","18","18113","688","400"
"484","18","18114","499","100"
"489","18","18115","677","101"
"494","18","18116","-1","510"
"499","18","18117","1138","100"
"504","18","18118","865","101"
"508","18","18119","658","100"
"513","18","18120","526","100"
"517","18","18121","912","100"
"521","18","18122","961","100"
"526","18","18123","595","100"
"531","18","18124","301","100"
"536","18","18125","523","101"
"540","18","18126","673","100"
"544","18","18127","523","100"
"547","18","18128","750","100"
"552","18","18129","606","100"
"556","18","18130","422","100"
"560","18","18131","611","101"
"565","18","18132","697","100"
"569","18","18133","499","100"
"572","18","18134","300","100"
"575","18","18135","730","101"
"578","18","18136","477","100"
"583","18","18137","512","100"
"586","18","18138","345","100"
"590","18","18139","409","100"
"595","18","18140","824","100"
"598","18","18141","-1","510"
"603","18","18142","284","200"
"608","18","18143","49","100"
"612","18","18144","166","101"
"616","18","18145","365","100"
"620","18","18146","212","100"
"624","18","18147","117","100"
"628","18","18148","58","101"
"633","18","18149","321","100"
"637","18","18150","60","100"
"640","18","18151","25","100"
"644","18","18152","452","400"
"649","18","18153","852","100"
"652","18","18154","597","100"
"655","18","18155","566","101"
"660","18","18156","151","100"
"665","18","18157","59","100"
"669","18","18158","113","100"
"673","18","18159","278","101"
"676","18","18160","234","100"
"680","18","18161","111","100"
"684","18","18162","481","101"
"689","18","18163","317","100"
"694","18","18164","765","100"
"697","18","18165","1090","100"
"702","18","18166","648","100"
"706","18","18167","617","100"
"709","18","18168","943","101"
"712","18","18169","992","100"
"716","18","18170","911","100"
"719","18","18171","640","100"
"723","18","18172","736","100"
"728","18","18173","502","101"
"732","18","18174","616","100"
"736","18","18175","-1","510"
"741","18","18176","139","100"
"745","18","18177","338","101"
"750","18","18178","659","100"
"753","18","18179","780","100"
"758","18","18180","396","100"
"763","18","18181","485","100"
"768","18","18182","591","101"
"773","18","18183","322","100"
"777","18","18184","428","100"
"782","18","18185","321","101"
"785","18","18186","494","100"
"789","18","18187","452","100"
"793","18","18188","642","100"
"797","18","18189","449","101"
"800","18","18190","392","100"
"805","18","18191","683","101"
"808","18","18192","568","100"
"811","18","18193","732","100"
"815","18","18194","462","100"
"820","18","18195","426","100"
"825","18","18196","194","101"
"830","18","18197","317","100"
"835","18","18198","732","100"
"840","18","18199","341","100"
"844","18","18200","764","101"
"30","19","19001","200","100"
"34","19","19002","403","100"
"40","19","19003","510","101"
"44","19","19004","637","100"
"48","19","19005","1016","100"
"53","19","19006","717","100"
"57","19","19007","655","100"
"61","19","19008","770","101"
"66","19","19009","651","100"
"69","19","19010","731","100"
"72","19","19011","674","100"
"75","19","19012","291","100"
"78","19","19013","180","100"
"81","19","19014","250","101"
"85","19","19015","399","100"
"88","19","19016","217","100"
"93","19","19017","318","100"
"96","19","19018","349","100"
"99","19","19019","655","100"
"102","19","19020","598","100"
"106","19","19021","518","101"
"110","19","19022","314","100"
"115","19","19023","712","100"
"119","19","19024","650","101"
"122","19","19025","1122","100"
"127","19","19026","830","400"
"132","19","19027","407","101"
"136","19","19028","184","100"
"141","19","19029","369","100"
"145","19","19030","629","100"
"150","19","19031","650","500"
"155","19","19032","573","100"
"160","19","19033","257","100"
"163","19","19034","193","101"
"168","19","19035","150","100"
"173","19","19036","248","100"
"178","19","19037","639","100"
"181","19","19038","398","100"
"185","19","19039","276","100"
"190","19","19040","211","100"
"194","19","19041","256","101"
"197","19","19042","378","100"
"201","19","19043","507","100"
"206","19","19044","563","100"
"209","19","19045","432","100"
"214","19","19046","579","100"
"217","19","19047","327","100"
"220","19","19048","315","400"
"223","19","19049","225","100"
"228","19","19050","617","100"
"232","19","19051","815","101"
"236","19","19052","507","100"
"240","19","19053","673","100"
"243","19","19054","924","100"
"246","19","19055","380","101"
"249","19","19056","828","100"
"254","19","19057","-1","500"
"257","19","19058","785","101"
"261","19","19059","689","100"
"266","19","19060","478","101"
"270","19","19061","196","100"
"275","19","19062","44","100"
"278","19","19063","314","100"
"282","19","19064","83","100"
"285","19","19065","368","100"
"288","19","19066","538","100"
"291","19","19067","908","100"
"296","19","19068","1130","100"
"299","19","19069","412","200"
"304","19","19070","609","101"
"307","19","19071","713","100"
"311","19","19072","280","100"
"316","19","19073","215","400"
"321","19","19074","173","100"
"325","19","19075","344","100"
"329","19","19076","255","101"
"333","19","19077","361","100"
"337","19","19078","610","100"
"341","19","19079","956","100"
"345","19","19080","815","100"
"349","19","19081","581","101"
"354","19","19082","1071","100"
"359","19","19083","674","100"
"363","19","19084","789","100"
"367","19","19085","690","101"
"371","19","19086","358","100"
"376","19","19087","626","100"
"379","19","19088","-1","500"
"382","19","19089","787","101"
"385","19","19090","741","100"
"390","19","19091","536","100"
"395","19","19092","281","100"
"399","19","19093","472","101"
"403","19","19094","282","100"
"407","19","19095","319","100"
"412","19","19096","734","100"
"416","19","19097","354","100"
"420","19","19098","782","100"
"423","19","19099","800","101"
"428","19","19100","557","100"
"432","19","19101","690","100"
"435","19","19102","570","101"
"439","19","19103","728","100"
"444","19","19104","660","100"
"449","19","19105","871","100"
"454","19","19106","826","100"
"458","19","19107","871","100"
"463","19","19108","723","101"
"467","19","19109","680","100"
"471","19","19110","618","100"
"474","19","19111","510","100"
"478","19","19112","414","100"
"481","19","19113","469","400"
"484","19","19114","197","100"
"489","19","19115","580","101"
"494","19","19116","-1","510"
"499","19","19117","283","100"
"504","19","19118","190","101"
"508","19","19119","342","100"
"513","19","19120","753","100"
"517","19","19121","340","100"
"521","19","19122","645","100"
"526","19","19123","413","100"
"531","19","19124","253","100"
"536","19","19125","150","101"
"540","19","19126","216","100"
"544","19","19127","377","100"
"547","19","19128","267","100"
"552","19","19129","385","100"
"556","19","19130","250","100"
"560","19","19131","273","101"
"565","19","19132","565","100"
"569","19","19133","306","100"
"572","19","19134","176","100"
"575","19","19135","532","101"
"578","19","19136","463","100"
"583","19","19137","254","100"
"586","19","19138","210","100"
"590","19","19139","473","100"
"595","19","19140","633","100"
"598","19","19141","-1","510"
"603","19","19142","421","200"
"608","19","19143","521","100"
"612","19","19144","748","101"
"616","19","19145","399","100"
"620","19","19146","653","100"
"624","19","19147","890","100"
"628","19","19148","975","101"
"633","19","19149","691","100"
"637","19","19150","932","100"
"640","19","19151","752","100"
"644","19","19152","515","400"
"649","19","19153","821","100"
"652","19","19154","517","100"
"655","19","19155","433","101"
"660","19","19156","181","100"
"665","19","19157","123","100"
"669","19","19158","550","100"
"673","19","19159","318","101"
"676","19","19160","205","100"
"680","19","19161","318","100"
"684","19","19162","198","101"
"689","19","19163","502","100"
"694","19","19164","386","100"
"697","19","19165","568","100"
"702","19","19166","808","100"
"706","19","19167","950","100"
"709","19","19168","648","101"
"712","19","19169","966","100"
"716","19","19170","838","100"
"719","19","19171","583","100"
"723","19","19172","291","100"
"728","19","19173","385","101"
"732","19","19174","625","100"
"736","19","19175","-1","510"
"741","19","19176","390","100"
"745","19","19177","184","101"
"750","19","19178","119","100"
"753","19","19179","100","100"
"758","19","19180","467","100"
"763","19","19181","364","100"
"768","19","19182","451","101"
"773","19","19183","306","100"
"777","19","19184","318","100"
"782","19","19185","486","101"
"785","19","19186","586","100"
"789","19","19187","499","100"
"793","19","19188","684","100"
"797","19","19189","753","101"
"800","19","19190","854","100"
"805","19","19191","668","101"
"808","19","19192","752","100"
"811","19","19193","830","100"
"815","19","19194","867","100"
"820","19","19195","627","100"
"825","19","19196","392","101"
"830","19","19197","638","100"
"835","19","19198","787","100"
"840","19","19199","643","100"
"844","19","19200","427","101"
"30","50","50001","314","100"
"33","50","50002","490","100"
"35","50","50003","345","100"
"35","50","50004","420","100"
"35","50","50005","623","100"
"35","50","50006","838","100"
"37","50","50007","931","100"
"38","50","50008","713","100"
"38","50","50009","475","100"
"40","50","50010","606","100"
"41","50","50011","488","100"
"44","50","50012","643","100"
"46","50","50013","577","100"
"48","50","50014","784","100"
"51","50","50015","931","101"
"54","50","50016","703","100"
"54","50","50017","876","100"
"56","50","50018","936","100"
"56","50","50019","766","100"
"58","50","50020","622","100"
"58","50","50021","550","100"
"60","50","50022","476","100"
"61","50","50023","551","100"
"62","50","50024","587","100"
"62","50","50025","532","100"
"64","50","50026","570","100"
"66","50","50027","488","100"
"68","50","50028","628","100"
"68","50","50029","552","100"
"69","50","50030","620","100"
"72","50","50031","709","100"
"74","50","50032","659","100"
"74","50","50033","757","100"
"74","50","50034","632","100"
"77","50","50035","563","100"
"80","50","50036","702","100"
"81","50","50037","641","100"
"84","50","50038","567","100"
"86","50","50039","517","100"
"89","50","50040","428","100"
"90","50","50041","288","100"
"91","50","50042","221","100"
"91","50","50043","351","100"
"93","50","50044","391","101"
"93","50","50045","352","100"
"95","50","50046","243","100"
"97","50","50047","125","100"
"100","50","50048","219","100"
"101","50","50049","489","100"
"104","50","50050","62","100"
"105","50","50051","486","100"
"107","50","50052","326","100"
"107","50","50053","105","100"
"107","50","50054","356","100"
"107","50","50055","108","100"
"109","50","50056","497","100"
"111","50","50057","806","100"
"114","50","50058","347","100"
"116","50","50059","119","100"
"117","50","50060","313","100"
"120","50","50061","687","100"
"122","50","50062","883","100"
"125","50","50063","987","100"
"127","50","50064","579","100"
"129","50","50065","439","100"
"132","50","50066","508","100"
"133","50","50067","610","100"
"135","50","50068","777","100"
"138","50","50069","557","100"
"141","50","50070","871","100"
"144","50","50071","1153","100"
"146","50","50072","1122","100"
"147","50","50073","757","100"
"149","50","50074","543","100"
"151","50","50075","489","100"
"152","50","50076","734","101"
"154","50","50077","634","100"
"156","50","50078","977","100"
"158","50","50079","1160","100"
"161","50","50080","816","100"
"161","50","50081","1107","100"
"161","50","50082","922","100"
"161","50","50083","601","100"
"163","50","50084","263","100"
"165","50","50085","515","300"
"168","50","50086","49","100"
"168","50","50087","13","100"
"171","50","50088","454","100"
