50f7f0f8fd75d1eeeded08e599e087bfab261eabda4c21b99a2d785a5d7b3fdd,e9945584cff320319dd3448735b1cacb23f13b2142ec45074f4df81fccb8faa4,8460b2f0f6587b7808786d8bfba0b0696332cb52a8c4395ca1c71027b1b079fa,e5a5abcf62e37ff7ce21e1f448ba996afef28cbddc13f718b5316d6832bc1577,3b897f7e8e1034f090ecfe5e01875f4e89b90a94ed85ebcaebee2a91cb8c1502,976cf6d3205e20997473c0270898214be33cf13ebc5b2d3f80084a631f825812,e6c44f66f34fc8f3c94f709af4fdb006741935bda2d64f054181af9377f526fa,d589a8d3dc4ecd9533cbda887db28cb21fba138c8c9a27148a4715c524fd244c,c95498f966927db923f42492e415f4057c5bb573544b749a1ef1b6c28a4757ff,c099c504e2c1e222fed32475a03cd4557aefca486b8be1ecf95f0b344d8e4f90,2010c987b8d7694640a4fe81c26981f1c79769a65eda056ab732e57cbdf602db
"","1007005","3","","","","","","93","1007005077",""
"1","1007005","113411","","svd_idle_thinking","0.2","","","3","1007005078","1"
"","1007005","113511","","6","0","","0","12","1007005079","1"
"","1007005","113511","","svd_talk_normal","0.2","","","3","1007005080","1"
"","1007005","3","","","","","","93","1007005081",""
"","1007005","113511","","svd_idle_normal","0.2","","","3","1007005082","1"
"","1007005","113411","","9","0","","0","12","1007005083","1"
"1","1007005","113411","","svd_talk_memory","0.2","","","3","1007005084","1"
"","1007005","3","","","","","","93","1007005085",""
"1","1007005","113411","","svd_idle_memory","0.2","","","3","1007005086","1"
"","1007005","1007005071","","","","","","101","1007005087",""
"0","1007005","333","","1","1","1","0","6","1007005088","1"
"","1007005","113511","","1","","","","4","1007005089",""
"","1007005","113511","","svd_run","0.2","","","3","1007005090","1"
"0","1007005","113511","","-750","","0.8","","2","1007005091","-300"
"","1007005","113411","","0","","","","4","1007005092",""
"","1007005","113411","","svd_run","0.2","","","3","1007005093","1"
"0","1007005","113411","","750","","0.8","","2","1007005094","-300"
"","1007005","0.6","","","","","","93","1007005095",""
"0","1007005","113511","","1","0.2","1","0","6","1007005096","1"
"0","1007005","113411","","1","0.2","1","0","6","1007005097","1"
"","1007005","0","","","","","","91","1007005098",""
"-300","1007006","2","svd_idle_normal","113511","2.08","-750","0","5","1007006001","100"
"-300","1007006","1","svd_idle_normal","113411","2.08","650","1","5","1007006002","100"
"0","1007006","3","svd_white_loop","333","1","0","0","5","1007006003","0"
"0","1007006","333","","1","0","1","0","6","1007006004","1"
"","1007006","113511","","2","","0","","7","1007006005","0"
"0","1007006","113511","","-750","","0.5","","2","1007006006","-300"
"0","1007006","113411","","1","0","1","0","6","1007006007","1"
"0.8","1007006","7","","17","0","-40","","31","1007006008","-140"
"","1007006","17","","2","","0","","34","1007006009","0"
"","1007006","1","","","","","","93","1007006010",""
"0.4","1007006","333","","1","0.8","1","0","6","1007006011","1"
"1","1007006","113511","","svd_idle_see_sad_pre2","0.2","svd_idle_see_sad2","0","3","1007006012","0"
"0","1007006","113511","","-600","","1.1","","2","1007006013","-300"
"","1007006","1","","","","","","93","1007006014",""
"","1007006","17","","1","","","","32","1007006015",""
"","1007006","0","","","","","","91","1007006016",""
"80","1007006","113511","","240","","0","","94","1007006017","260"
"","1007006","17","","0","","","","32","1007006018",""
"","1007006","113511","","15","0","","0","12","1007006019","1"
"","1007006","113511","","svd_walk_sad2","0.2","","","3","1007006020","1"
"","1007006","113511","","0","","0","","7","1007006021","2"
"0","1007006","113511","","-250","","2","","2","1007006022","-300"
"","1007006","2","","","","","","93","1007006023",""
"","1007006","113511","","svd_idle_sad","0.2","","","3","1007006024","1"
"","1007006","0.5","","","","","","93","1007006025",""
"","1007006","0","","","","","","91","1007006026",""
"","1007006","113511","","svd_talk_sad","0.2","","","3","1007006027","1"
"","1007006","vo_svd","","vo_svd_0621","","0","","21","1007006028","0"
"0","1007006","113511","1","竟然連一隻魚都沒釣到……\n我還真是沒用……","0","0","0","11","1007006029","6"
"","1007006","0","","","","","","91","1007006030",""
"","1007006","113511","","svd_idle_sad","0.2","","","3","1007006031","1"
"","1007006","113411","","svd_walk_glad","0.2","","","3","1007006032","1"
"0","1007006","113411","","250","","2","","2","1007006033","-300"
"1","1007006","113411","","1","0.4","1","0","6","1007006034","1"
"","1007006","2","","","","","","93","1007006035",""
"","1007006","113411","","svd_idle_normal","0.2","","","3","1007006036","1"
"","1007006","0.4","","","","","","93","1007006037",""
"","1007006","113411","","svd_talk_memory","0.2","","","3","1007006038","1"
"","1007006","vo_svd","","vo_svd_0622","","0","","21","1007006039","0"
"0","1007006","113411","1","不過，釣魚時的弟弟\n非常帥氣呢……","0","0","0","11","1007006040","6"
"","1007006","0","","","","","","91","1007006041",""
"","1007006","113411","","svd_idle_memory","0.2","","","3","1007006042","1"
"","1007006","113511","","svd_talk_memory","0.2","","","3","1007006043","1"
"","1007006","vo_svd","","vo_svd_0623","","0","","21","1007006044","0"
"0","1007006","113511","1","是啊……能被如此\n帥氣的大人釣到，\n魚也死得其所了吧……","0","0","0","11","1007006045","6"
"","1007006","0","","","","","","91","1007006046",""
"","1007006","113511","","svd_idle_memory","0.2","","","3","1007006047","1"
"","1007006","113411","","svd_talk_normal","0.2","","","3","1007006048","1"
"","1007006","vo_svd","","vo_svd_0624","","0","","21","1007006049","0"
"0","1007006","113411","1","但是，下次要由我們\n來招待弟弟！","0","0","0","11","1007006050","6"
"","1007006","0","","","","","","91","1007006051",""
"","1007006","113411","","svd_idle_normal","0.2","","","3","1007006052","1"
"","1007006","113511","","svd_talk_sad","0.2","","","3","1007006053","1"
"","1007006","vo_svd","","vo_svd_0625","","0","","21","1007006054","0"
"0","1007006","113511","1","可是釣魚比想像中的\n困難許多……\n這樣的話……","0","0","0","11","1007006055","5"
"","1007006","0","","","","","","91","1007006056",""
"","1007006","113511","","svd_idle_sad","0.2","","","3","1007006057","1"
"1","1007006","113411","","svd_surprise","0.2","svd_talk_joy2","0.2","3","1007006058","0"
"","1007006","vo_svd","","vo_svd_0626","","0","","21","1007006059","0"
"0","1007006","113411","1","……！潛水！\n潛入水中的話或許能行唷！","0","0","0","11","1007006060","6"
"","1007006","0","","","","","","91","1007006061",""
"","1007006","113411","","svd_idle_joy2","0.2","","","3","1007006062","1"
"1","1007006","113511","","svd_surprise","0.2","svd_talk_wish","0.2","3","1007006063","0"
"","1007006","vo_svd","","vo_svd_0627","","0","","21","1007006064","0"
"0","1007006","113511","1","原來如此！\n那就趕緊出發吧！\n去狩獵深海的霸主！","0","0","0","11","1007006065","6"
"","1007006","3","","","","","","93","1007006066",""
"1","1007006","113511","","svd_attack_standby","0.2","svd_attack_idle","0.2","3","1007006067","0"
"","1007006","1007006065","","","","","","91","1007006068",""
"","1007006","0","","","","","","93","1007006069",""
"1","1007006","113511","","svd_attack_finish","0.2","svd_idle_normal","0.2","3","1007006070","0"
"","1007006","0.4","","","","","","93","1007006071",""
"","1007006","","","","","","","102","1007006072",""
"","1007006","1","","","","","","93","1007006073",""
"","1007006","113511","","11","0","","0","12","1007006074","1"
"1","1007006","113511","","svd_cmn_think","0.2","svd_idle_thinking","0.2","3","1007006075","0"
"","1007006","3","","","","","","93","1007006076",""
"","1007006","113511","","svd_idle_thinking","0.2","","","3","1007006077","1"
"","1007006","113411","","4","0","","0","12","1007006078","1"
"1","1007006","113411","","svd_surprise","0.2","svd_idle_surprise1","0.2","3","1007006079","0"
"","1007006","3","","","","","","93","1007006080",""
"1","1007006","113411","","svd_idle_surprise1","0.2","","","3","1007006081","1"
"","1007006","113511","","1","0","","0","12","1007006082","1"
"","1007006","113511","","svd_talk_sad","0.2","","","3","1007006083","1"
"","1007006","3","","","","","","93","1007006084",""
"","1007006","113511","","svd_idle_sad","0.2","","","3","1007006085","1"
"","1007006","113411","","7","0","","0","12","1007006086","1"
"1","1007006","113411","","svd_talk_normal","0.2","","","3","1007006087","1"
"","1007006","3","","","","","","93","1007006088",""
"1","1007006","113411","","svd_idle_normal","0.2","","","3","1007006089","1"
"","1007006","1007006074","","","","","","101","1007006090",""
"0","1007006","333","","1","1","1","0","6","1007006091","1"
"","1007006","113511","","1","","","","4","1007006092",""
"","1007006","113511","","svd_run","0.2","","","3","1007006093","1"
"0","1007006","113511","","-750","","0.8","","2","1007006094","-300"
"","1007006","113411","","0","","","","4","1007006095",""
"","1007006","113411","","svd_run","0.2","","","3","1007006096","1"
"0","1007006","113411","","750","","0.8","","2","1007006097","-300"
"","1007006","0.6","","","","","","93","1007006098",""
"0","1007006","113511","","1","0.2","1","0","6","1007006099","1"
"0","1007006","113411","","1","0.2","1","0","6","1007006100","1"
"","1007006","0","","","","","","91","1007006101",""
"-560","1007007","1","svd_idle_normal","113511","2.08","-250","0","5","1007007001","100"
"-560","1007007","2","svd_idle_normal","113411","2.08","250","1","5","1007007002","100"
"0","1007007","3","svd_white_loop","333","1","0","0","5","1007007003","0"
"0","1007007","333","","1","0","1","0","6","1007007004","1"
"0","1007007","113511","","1","0","1","0","6","1007007005","1"
"0","1007007","113411","","1","0","1","0","6","1007007006","1"
"","1007007","1","","","","","","93","1007007007",""
"0.4","1007007","333","","1","0.8","1","0","6","1007007008","1"
"1","1007007","113511","","svd_jump2","0.2","svd_idle_normal","0.2","3","1007007009","0"
"1","1007007","113411","","svd_jump2","0.2","svd_idle_normal","0.2","3","1007007010","0"
"","1007007","0.3","","","","","","93","1007007011",""
"0","1007007","113511","","-250","","0.75","","2","1007007012","-300"
"0","1007007","113411","","250","","0.75","","2","1007007013","-300"
"1","1007007","113511","","1","0.4","1","0","6","1007007014","1"
"1","1007007","113411","","1","0.4","1","0","6","1007007015","1"
"","1007007","113511","","6","0","","0","12","1007007016","0.2"
"","1007007","113411","","6","0","","0","12","1007007017","0.2"
"","1007007","1.2","","","","","","93","1007007018",""
"","1007007","0","","","","","","91","1007007019",""
"","1007007","113411","","svd_idle_normal","0.2","","","3","1007007020","1"
"","1007007","113511","","svd_talk_joy2","0.2","","","3","1007007021","1"
"","1007007","vo_svd","","vo_svd_0721","","0","","21","1007007022","0"
"0","1007007","113511","1","看見弟弟玩得這麼開心，\n姐姐也很高興呢！","0","0","0","11","1007007023","7"
"","1007007","0","","","","","","91","1007007024",""
"","1007007","113511","","svd_idle_joy2","0.2","","","3","1007007025","1"
"","1007007","113411","","svd_talk_memory","0.2","","","3","1007007026","1"
"","1007007","vo_svd","","vo_svd_0722","","0","","21","1007007027","0"
"0","1007007","113411","1","而且，漏接大人的球，\n本來就是不可\n饒恕的行為……","0","0","0","11","1007007028","6"
"","1007007","0","","","","","","91","1007007029",""
"","1007007","113411","","svd_idle_memory","0.2","","","3","1007007030","1"
"","1007007","113511","","svd_talk_joy2","0.2","","","3","1007007031","1"
"","1007007","vo_svd","","vo_svd_0723","","0","","21","1007007032","0"
"0","1007007","113511","1","妳說的沒錯！\n無論球飛往哪裡，\n我們都會一一打回去！","0","0","0","11","1007007033","6"
"","1007007","0","","","","","","91","1007007034",""
"","1007007","113511","","svd_idle_joy2","0.2","","","3","1007007035","1"
"","1007007","113411","","svd_talk_sad","0.2","","","3","1007007036","1"
"","1007007","vo_svd","","vo_svd_0724","","0","","21","1007007037","0"
"0","1007007","113411","1","但如果把球視作\n大人送的禮物，\n就會不由自主地想收下……","0","0","0","11","1007007038","6"
"","1007007","0","","","","","","91","1007007039",""
"","1007007","113411","","svd_idle_sad","0.2","","","3","1007007040","1"
"","1007007","113511","","svd_talk_anger","0.2","","","3","1007007041","1"
"","1007007","vo_svd","","vo_svd_0725","","0","","21","1007007042","0"
"0","1007007","113511","1","不行啦！我們要戰勝誘惑，\n好好把球打回去！\n那樣才是對的……","0","0","0","11","1007007043","7"
"","1007007","4.2","","","","","","93","1007007044",""
"","1007007","113511","","svd_talk_sad","0.2","","","3","1007007045","1"
"","1007007","1007007043","","","","","","91","1007007046",""
"","1007007","113511","","svd_idle_sad","0.2","","","3","1007007047","1"
"","1007007","113411","","svd_talk_sad","0.2","","","3","1007007048","1"
"","1007007","vo_svd","","vo_svd_0726","","0","","21","1007007049","0"
"0","1007007","113411","1","沙灘排球……\n真是項殘酷的運動……","0","0","0","11","1007007050","5"
"","1007007","0","","","","","","91","1007007051",""
"","1007007","113411","","svd_idle_sad","0.2","","","3","1007007052","1"
"","1007007","","","","","","","102","1007007053",""
"","1007007","1","","","","","","93","1007007054",""
"","1007007","113511","","13","0","","0","12","1007007055","1"
"","1007007","113511","","svd_talk_normal","0.2","","","3","1007007056","1"
"","1007007","3","","","","","","93","1007007057",""
"","1007007","113511","","svd_idle_normal","0.2","","","3","1007007058","1"
"","1007007","113411","","12","0","","0","12","1007007059","1"
"1","1007007","113411","","svd_talk_sad","0.2","","","3","1007007060","1"
"","1007007","3","","","","","","93","1007007061",""
"1","1007007","113411","","svd_idle_sad","0.2","","","3","1007007062","1"
"","1007007","113511","","4","0","","0","12","1007007063","1"
"","1007007","113511","","svd_talk_anger","0.2","","","3","1007007064","1"
"","1007007","3","","","","","","93","1007007065",""
"","1007007","113511","","svd_idle_wish","0.2","","","3","1007007066","1"
"","1007007","113411","","11","0","","0","12","1007007067","1"
"1","1007007","113411","","svd_talk_wish","0.2","","","3","1007007068","1"
"","1007007","3","","","","","","93","1007007069",""
"1","1007007","113411","","svd_idle_wish","0.2","","","3","1007007070","1"
"","1007007","1007007055","","","","","","101","1007007071",""
"0","1007007","333","","1","1","1","0","6","1007007072","1"
"","1007007","113511","","1","","","","4","1007007073",""
"","1007007","113511","","svd_run","0.2","","","3","1007007074","1"
"0","1007007","113511","","-750","","0.8","","2","1007007075","-300"
"","1007007","113411","","0","","","","4","1007007076",""
"","1007007","113411","","svd_run","0.2","","","3","1007007077","1"
"0","1007007","113411","","750","","0.8","","2","1007007078","-300"
"","1007007","0.6","","","","","","93","1007007079",""
"0","1007007","113511","","1","0.2","1","0","6","1007007080","1"
"0","1007007","113411","","1","0.2","1","0","6","1007007081","1"
"","1007007","0","","","","","","91","1007007082",""
"-300","1007008","2","svd_idle_normal","113511","2.08","-650","0","5","1007008001","100"
"-300","1007008","1","svd_idle_normal","113411","2.08","650","1","5","1007008002","100"
"0","1007008","3","svd_white_loop","333","1","0","0","5","1007008003","0"
"0","1007008","333","","1","0","1","0","6","1007008004","1"
"0","1007008","113511","","1","0","1","0","6","1007008005","1"
"0","1007008","113411","","1","0","1","0","6","1007008006","1"
"","1007008","1","","","","","","93","1007008007",""
"0.4","1007008","333","","1","0.8","1","0","6","1007008008","1"
"","1007008","113511","","svd_walk_sad","0.2","","","3","1007008009","1"
"0","1007008","113511","","-250","","2","","2","1007008010","-300"
"1","1007008","113511","","1","0.4","1","0","6","1007008011","1"
"","1007008","113411","","svd_walk_sad","0.2","","","3","1007008012","1"
"0","1007008","113411","","250","","2","","2","1007008013","-300"
"1","1007008","113411","","1","0.4","1","0","6","1007008014","1"
"","1007008","2","","","","","","93","1007008015",""
"","1007008","0","","","","","","91","1007008016",""
"","1007008","113411","","svd_idle_sad","0.2","","","3","1007008017","1"
"","1007008","113511","","svd_idle_sad","0.2","","","3","1007008018","1"
"","1007008","0.6","","","","","","93","1007008019",""
"","1007008","113511","","svd_talk_sad","0.2","","","3","1007008020","1"
"","1007008","vo_svd","","vo_svd_0821","","0","","21","1007008021","0"
"0","1007008","113511","1","終於……\n要面臨結束的這天了……","0","0","0","11","1007008022","6"
"","1007008","0","","","","","","91","1007008023",""
"","1007008","113511","","svd_idle_sad","0.2","","","3","1007008024","1"
"","1007008","113411","","svd_talk_sad","0.2","","","3","1007008025","1"
"","1007008","vo_svd","","vo_svd_0822","","0","","21","1007008026","0"
"0","1007008","113411","1","心裡充斥著\n見證了弟弟的努力\n所感受到的喜悅……","0","0","0","11","1007008027","6"
"","1007008","0","","","","","","91","1007008028",""
"","1007008","113411","","svd_idle_sad","0.2","","","3","1007008029","1"
"","1007008","113511","","svd_talk_sad","0.2","","","3","1007008030","1"
"","1007008","vo_svd","","vo_svd_0823","","0","","21","1007008031","0"
"0","1007008","113511","1","與對一去不復返的\n夏日時光的不捨……","0","0","0","11","1007008032","6"
"","1007008","0","","","","","","91","1007008033",""
"","1007008","113511","","svd_idle_sad","0.2","","","3","1007008034","1"
"","1007008","113411","","svd_talk_anger","0.2","","","3","1007008035","1"
"","1007008","vo_svd","","vo_svd_0824","","0","","21","1007008036","0"
"0","1007008","113411","1","不行！惠理子！\n我們要笑著目送\n弟弟進教室！","0","0","0","11","1007008037","6"
"","1007008","4","","","","","","93","1007008038",""
"1","1007008","113411","","svd_talk_guts2","0.2","svd_idle_guts2","0.2","3","1007008039","0"
"","1007008","1007008037","","","","","","91","1007008040",""
"","1007008","113411","","svd_idle_wish","0.2","","","3","1007008041","1"
"","1007008","113511","","svd_talk_thinking","0.2","","","3","1007008042","1"
"","1007008","vo_svd","","vo_svd_0825","","0","","21","1007008043","0"
"0","1007008","113511","1","說得也是……！\n這才是為了那位大人好。","0","0","0","11","1007008044","6"
"","1007008","3.5","","","","","","93","1007008045",""
"1","1007008","113511","","svd_talk_guts2","0.2","svd_idle_guts2","0.2","3","1007008046","0"
"","1007008","1007008044","","","","","","91","1007008047",""
"","1007008","113511","","svd_idle_wish","0.2","","","3","1007008048","1"
"1","1007008","113411","","svd_cmn_smile1","0.2","svd_idle_wish","0.2","3","1007008049","0"
"","1007008","vo_svd","","vo_svd_0826","","0","","21","1007008050","0"
"0","1007008","113411","1","一路順風唷！\n弟弟！","0","0","0","11","1007008051","7"
"","1007008","0","","","","","","91","1007008052",""
"","1007008","113411","","svd_idle_wish","0.2","","","3","1007008053","1"
"","1007008","113511","","svd_talk_wish2","0.2","","","3","1007008054","1"
"","1007008","vo_svd","","vo_svd_0827","","0","","21","1007008055","0"
"0","1007008","113511","1","無論何時何地，\n我們都會守護著\n大人您……！","0","0","0","11","1007008056","7"
"","1007008","3","","","","","","93","1007008057",""
"1","1007008","113511","","svd_obsession2","0.2","svd_idle_wish2","0.2","3","1007008058","0"
"","1007008","1007008056","","","","","","91","1007008059",""
"","1007008","","","","","","","102","1007008060",""
"","1007008","1","","","","","","93","1007008061",""
"","1007008","113411","","10","0","","0","12","1007008062","1"
"","1007008","113411","","svd_talk_normal","0.2","","","3","1007008063","1"
"","1007008","3","","","","","","93","1007008064",""
"","1007008","113411","","svd_idle_normal","0.2","","","3","1007008065","1"
"","1007008","113511","","12","0","","0","12","1007008066","1"
"1","1007008","113511","","svd_talk_sad","0.2","","","3","1007008067","1"
"","1007008","3","","","","","","93","1007008068",""
"1","1007008","113511","","svd_idle_sad","0.2","","","3","1007008069","1"
"","1007008","113411","","7","0","","0","12","1007008070","1"
"1","1007008","113411","","svd_talk_guts2","0.2","svd_idle_guts2","0.2","3","1007008071","0"
"","1007008","3","","","","","","93","1007008072",""
"","1007008","113411","","svd_idle_guts2","0.2","","","3","1007008073","1"
"","1007008","113511","","7","0","","0","12","1007008074","1"
"1","1007008","113511","","svd_talk_wish","0.2","","","3","1007008075","1"
"","1007008","3","","","","","","93","1007008076",""
"1","1007008","113511","","svd_idle_wish","0.2","","","3","1007008077","1"
"","1007008","1007008062","","","","","","101","1007008078",""
"0","1007008","333","","1","1","1","0","6","1007008079","1"
"","1007008","113511","","1","","","","4","1007008080",""
"","1007008","113511","","svd_run","0.2","","","3","1007008081","1"
"0","1007008","113511","","-750","","0.8","","2","1007008082","-300"
"","1007008","113411","","0","","","","4","1007008083",""
"","1007008","113411","","svd_run","0.2","","","3","1007008084","1"
"0","1007008","113411","","750","","0.8","","2","1007008085","-300"
"","1007008","0.6","","","","","","93","1007008086",""
"0","1007008","113511","","1","0.2","1","0","6","1007008087","1"
"0","1007008","113411","","1","0.2","1","0","6","1007008088","1"
"","1007008","0","","","","","","91","1007008089",""
