4131cddcc548254c783b09484e7c64d9cf8dcbed128f2b671e731b166b38b38c,01ba97fffc3d8b614f6e9810b82ebd863389535fa2b4573436b5e5a1f7a9d3a5,23646d635dfd1e9102e99c6d6c29962d66162fbec6ea2db631da159e1aa451fc,1a9ac209521c6634b97510e1e8f34d75a7784496c4ab26031ceb4e2ab49aabe4,9ab15e3d4926cd8a14db79b0bf9011db3d3ab8208a6ab415d91377b9b4192738,e336d4c80b55211c0910368bfea6aeb413b6c2f750cdc893b55f9a2a3d69ae5a,a3e703f052d3d9ec8e9965c3aae775ff26d9af157437b03e3f2d078269f46205,3a2a0f9b55808ec8c018503d429cfa7dab895a0716d1797c2191f1405e3c067b,2d943ead34d11e26948c01a1c5fe2bd865ed611285b475eaa06914296514a4cf,e116335c39e339b454efd1ebe7037e0d2c4cb570177d435052083bf388ecf070,b54fab128aef7ca0f50c4ac4919e5a2d5184f8002ea0fb9be118597a705bb2d1,5d582ecde475298a95a574f4870893612caebb139b0b1fd6ebead34ef11020bc
"1","10140964","964","岩花玩具","0","5","1","0","10140","0","0","0"
"1","10140965","965","童子狸玩具","0","5","2","0","10140","0","0","0"
"1","10140966","966","似龍生物玩具","0","5","1","0","10140","0","0","0"
"1","10140970","970","珠希的沙灘球","0","5","2","0","10140","0","0","0"
"1","10140971","971","凱留的游泳圈","0","5","1","0","10140","0","0","0"
"1","10140972","972","紅魚","0","5","2","0","10140","0","0","0"
"1","10140973","973","大貝殼","0","5","1","0","10140","0","0","0"
"1","10140974","974","西瓜","0","5","2","0","10140","0","0","0"
"1","10140975","975","日和的海豚","0","5","2","0","10140","0","0","0"
"1","10140976","976","禊的水球","0","5","1","0","10140","0","0","0"
"1","10140977","977","美美的小小格里芬","0","5","1","0","10140","0","0","0"
"1","10140978","978","優妮的沙灘球","0","5","2","0","10140","0","0","0"
"1","10140979","979","克蘿依的衝浪板","0","5","2","0","10140","0","0","0"
"1","10140980","980","壽司、壽司、壽司","0","10","2","0","10140","0","0","0"
"1","10140981","981","壽司、壽司、布丁","0","1","2","0","10140","0","0","0"
"1","10140982","982","冰魚","0","5","1","0","10140","0","0","0"
"1","10140983","983","流氓水獺","0","5","1","0","10140","0","0","0"
"1","10140984","984","天使鏢魚","0","5","1","0","10140","0","0","0"
