dd4268a45b88e1130182f46cc63568455f0004744a0eedc7c8a6d1a75642a45b,165c821a1d9e611ec3e9391e6756295a4097c6c44199fbaa8ef1ab21aaf9af4e,7db015f8d636f4590f42895fc0393d2b93f448f1370194cfd21d62eb3fb714b4,1bf5af2e3684c335091526ba51332a6fcf293c03ed7b114b669a7af59b358846,b1c5d4eecdfa0015f2cf3753184483573accba0eb205722108f353bb799920ed,b2d49d76deefeb9388052db18abf54d6487fe0c1acd91b240c579e214bed243f,2580e584fafaf87092788947808845f6e9cbd454423b4cea2f4a89af34e178b1,a6cf5d59bb1e50e9822310a78f3e8b369ac16d95c717e6903b8150727652937a,70bf4865e85960850f0c7354406ae49fbe49d40845149c83330854ed6582243c,fe3d34432083a238c1a0802d9842316f5bbe147e520d8b38dbf3a59c6441b516,2121a21824f9a98b9fb93d7c4d7c2cf35fad3132aed68520257bbc2b70a77cd3,a356ffd47884044ebf305600ca4e9cc93418115c8e186c8182cc5d030fb38753,2710d6bb111aa6ea58ce112fa099d1e580d494085e2462a1e83b1ff3539504b3,f806a77df33a8daae41593c559c231fbf0919affaf3d417acf5af7396ad83c49,5475410774f87b687d36f012f65952cd74da5f2f63f1fd79b76c74f9c2711571,cb40145e2672e0abad41039872f7c4ef9232d2c480c3a93bc6267ccefc23ea58,3a621729329eed680b9d0987ff5e9021caf4a0a3c4a7f3064cb68968aa341910,c7fe314f1c99b20cef6ff79a194cf320abd5ab9cd3d2bcff3cdd301e667822c9,482cc218539226912404fa055c0ab81cfd3cbf2e9d4a20b109fcc5e67cbc8f5b
"","0","5104322","5","0","3","10104","2","1.3","0","600","238","5.5","610104004","1","610104401","1","0","5104321"
"","-40","5104323","5","0","0","10104","1","1.5","0","600","238","1.5","610104005","2","0","1","40","0"
"","-40","0","5","0","0","10104","1","1.5","0","0","238","1.5","610104006","3","0","1","0","0"
"","-45","5078322","5","0","0","10105","1","1.55","0","0","181","1.5","610105004","1","0","1","62","5078321"
"","-45","5078323","5","490","0","10105","4","1.55","0","0","181","1.5","610105005","2","0","1","0","0"
"","-45","0","5","0","0","10105","1","1.55","0","0","181","1.5","610105006","3","0","1","0","0"
"","0","5106322","5","12","3","10106","3","1.2","0","600","240","5.5","610106004","1","610106401","1","0","5106321"
"","0","5106323","5","0","0","10106","1","1.2","0","600","240","1.5","610106005","2","610106402","1","60","0"
"","0","0","5","0","0","10106","1","1.2","0","0","240","1.5","610106006","3","0","1","0","0"
"","-70","5080322","5","0","3","10107","2","1.4","0","600","184","5.5","610107004","1","610107401","1","0","5080321"
"","-70","5080323","5","0","0","10107","1","1.5","0","0","184","1.5","610107005","2","610107402","1","60","0"
"","-70","0","5","0","0","10107","1","1.5","0","0","184","1.5","610107006","3","0","1","0","0"
"","-35","5108322","5","0","3","10108","1","1.55","0","600","243","5.5","610108004","1","610108401","1","80","5108321"
"","-35","5108323","5","0","0","10108","1","1.55","0","600","243","1.5","610108005","2","610108402","1","60","0"
"","-35","0","5","0","0","10108","1","1.55","0","0","243","1.5","610108006","3","0","1","0","0"
"","-20","5082322","5","20","3","10109","3","2","0","600","187","5.5","610109004","1","610109401","1","0","5082321"
"","-20","5082323","5","0","0","10109","1","2","0","0","187","1.5","610109005","2","0","1","69","0"
"","-20","0","5","0","0","10109","1","2","0","0","187","1.5","610109006","3","0","1","0","0"
"","-50","5110322","5","10000000","3","10110","5","1","0","600","246","5.5","610110004","1","610110401","1","69","5110321"
"","-50","5110323","5","0","0","10110","2","0.85","0","600","246","1.5","610110005","2","610110402","1","0","0"
"","-50","0","5","0","0","10110","1","1","0","0","246","1.5","610110006","3","0","1","0","0"
"","-78","5111322","5","0","3","10111","1","1.35","0","600","246","5.5","610111004","1","610111401","1","60","5111321"
"","-55","5111323","5","0","0","10111","2","1.2","0","600","246","1.5","610111005","2","610111402","1","0","0"
"","-78","0","5","0","0","10111","1","1.35","0","0","246","1.5","610111006","3","0","1","0","0"
"","5","5084322","5","0","3","10112","2","1.35","0","600","190","5.5","610112004","1","610112401","1","0","5084321"
"","5","5084323","5","10","0","10112","3","1.35","0","600","190","1.5","610112005","2","0","1","0","0"
"","5","0","5","0","0","10112","1","1.35","0","0","190","1.5","610112006","3","0","1","0","0"
"","-20","5085322","5","0","3","10113","2","0.95","0","600","190","5.5","610113004","1","610113401","1","0","5085321"
"","-20","5085323","5","0","0","10113","1","1.2","0","600","190","1.5","610113005","2","0","1","68","0"
"","-20","0","5","0","0","10113","1","1.2","0","0","190","1.5","610113006","3","0","1","0","0"
"","20","5114322","5","16","3","10114","3","1.25","0","600","249","5.5","610114004","1","610114401","1","0","5114321"
"","20","5114323","5","0","0","10114","1","1.25","0","600","249","1.5","610114005","2","610114402","1","58","0"
"","20","0","5","0","0","10114","1","1.25","0","0","249","1.5","610114006","3","0","1","0","0"
"","-70","5088322","5","15","3","10115","3","1.4","0","600","193","5.5","610115004","1","610115401","1","0","5088321"
"","-70","5088323","5","0","0","10115","1","1.5","0","0","193","1.5","610115005","2","610115402","1","72","0"
"","-70","0","5","0","0","10115","1","1.5","0","0","193","1.5","610115006","3","0","1","0","0"
"","-25","5116322","5","0","3","10116","1","1.85","0","600","252","5.5","610116004","1","610116401","1","74","5116321"
"","-25","5116323","5","0","0","10116","1","1.85","0","0","252","1.5","610116005","2","610116402","1","53","0"
"","-25","0","5","0","0","10116","1","1.85","0","0","252","1.5","610116006","3","0","1","0","0"
"","-45","5090322","5","0","3","10117","1","1.18","0","600","196","5.5","610117004","1","0","1","86","5090321"
"","-45","5090323","5","300","0","10117","4","1.18","0","0","196","1.5","610117005","2","0","1","0","0"
"","-45","0","5","0","0","10117","1","1.18","0","0","196","1.5","610117006","3","0","1","0","0"
"","-20","5118322","5","0","3","10118","1","1.25","0","600","255","5.5","610118004","1","610118401","1","69","5118321"
"","-20","5118323","5","0","0","10118","1","1.25","0","600","255","1.5","610118005","2","610118402","1","42","0"
"","-20","0","5","0","0","10118","1","1.25","0","0","255","1.5","610118006","3","0","1","0","0"
"","-50","5092322","5","0","3","10119","1","1.4","0","600","199","5.5","610119004","1","0","1","70","5092321"
"","-20","5092323","5","0","0","10119","2","1.15","0","600","199","1.5","610119005","2","610119402","1","0","0"
"","-50","0","5","0","0","10119","1","1.4","0","0","199","1.5","610119006","3","0","1","0","0"
"","-35","5120322","5","0","3","10120","1","1.55","0","600","255","5.5","610120004","1","610120401","1","71","5120321"
"","-35","5120323","5","0","0","10120","2","1.2","0","600","255","1.5","610120005","2","610120402","1","0","0"
"","-35","0","5","0","0","10120","1","1.55","0","0","255","1.5","610120006","3","0","1","0","0"
"","-50","5094322","5","10","3","10121","3","2.2","0","600","200","5.5","610121004","1","610121401","1","0","5094321"
"","-50","5094323","5","0","0","10121","1","2.2","0","0","200","1.5","610121005","2","0","1","68","0"
"","-50","0","5","0","0","10121","1","2.2","0","0","200","1.5","610121006","3","0","1","0","0"
"","40","5122322","5","0","3","10122","1","1.7","0","600","255","5.5","610122004","1","610122401","1","68","5122321"
"","20","5122323","5","0","4.5","10122","2","1","0","600","255","1.5","610122005","2","610122402","1","0","0"
"","40","0","5","0","0","10122","1","1.7","0","0","255","1.5","610122006","3","0","1","0","0"
"","-120","5096322","5","0","3","10123","1","1.3","0","600","200","5.5","610123004","1","0","1","80","5096321"
"","-80","5096323","5","0","0","10123","2","1","0","600","200","1.5","610123005","2","610123402","1","0","0"
"","-120","0","5","0","0","10123","1","1.3","0","0","200","1.5","610123006","3","0","1","0","0"
"","-20","5124322","5","0","3","10124","2","0.83","0","600","255","5.5","610124004","1","610124401","1","0","5124321"
"","-20","5124323","5","0","0","10124","1","0.83","0","600","255","1.5","610124005","2","0","1","66","0"
"","-20","0","5","0","0","10124","1","0.83","0","0","255","1.5","610124006","3","0","1","0","0"
"","-120","5098322","5","0","3","10125","2","1.3","0","600","200","5.5","610125004","1","610125401","1","0","5098321"
"","-80","5098323","5","0","0","10125","2","1.1","0","600","200","1.5","610125005","2","610125402","1","0","0"
"","-85","0","5","0","0","10125","1","1.3","0","0","200","1.5","610125006","3","0","1","0","0"
"","-25","5126322","5","0","3","10126","1","1.5","0","600","255","5.5","610126004","1","610126401","1","83","5126321"
"","-25","5126323","5","0","3","10126","2","1.3","0","600","255","1.5","610126005","2","610126402","1","0","0"
"","-25","0","5","0","0","10126","1","1.5","0","0","255","1.5","610126006","3","0","1","0","0"
"","-50","5100322","5","0","3","10127","2","1.1","0","600","200","5.5","610127004","1","610127401","1","0","5100321"
"","-70","5100323","5","0","0","10127","1","1.5","0","600","200","1.5","610127005","2","0","1","64","0"
"","-70","0","5","0","0","10127","1","1.5","0","0","200","1.5","610127006","3","0","1","0","0"
"","-25","5128322","5","15","3","10128","3","1.85","0","600","255","5.5","610128004","1","610128401","1","0","5128321"
"","-25","5128323","5","0","0","10128","1","1.85","0","0","255","1.5","610128005","2","610128402","1","62","0"
"","-25","0","5","0","0","10128","1","1.85","0","0","255","1.5","610128006","3","0","1","0","0"
"","-85","5102322","5","0","3","10129","1","1.25","0","600","200","5.5","610129004","1","0","1","66","5102321"
"","-80","5102323","5","0","0","10129","2","1.1","0","600","200","1.5","610129005","2","610129402","1","0","0"
"","-85","0","5","0","0","10129","1","1.25","0","0","200","1.5","610129006","3","0","1","0","0"
"","0","5130322","5","0","3","10130","1","1.2","0","600","255","5.5","610130004","1","0","1","78","5130321"
"","0","5130323","5","0","0","10130","2","1","0","600","255","1.5","610130005","2","610130402","1","0","0"
"","0","0","5","0","0","10130","1","1.2","0","0","255","1.5","610130006","3","0","1","0","0"
"","0","5104322","5","0","3","10131","2","1.3","0","600","200","5.5","610131004","1","610131401","1","0","5104321"
"","-40","5104323","5","0","0","10131","1","1.5","0","600","200","1.5","610131005","2","0","1","40","0"
"","-40","0","5","0","0","10131","1","1.5","0","0","200","1.5","610131006","3","0","1","0","0"
"","-60","5132322","5","15","3","10132","3","1","0","600","255","5.5","610132004","1","610132401","1","0","5132321"
"","-60","5132323","5","0","0","10132","1","1","0","0","255","1.5","610132005","2","610132402","1","70","0"
"","-60","0","5","0","0","10132","1","1","0","0","255","1.5","610132006","3","0","1","0","0"
"","0","5106322","5","12","3","10133","3","1.2","0","600","200","5.5","610133004","1","610133401","1","0","5106321"
"","0","5106323","5","0","0","10133","1","1.2","0","600","200","1.5","610133005","2","610133402","1","60","0"
"","0","0","5","0","0","10133","1","1.2","0","0","200","1.5","610133006","3","0","1","0","0"
"","-50","5134322","5","0","3","10134","1","1.85","0","600","255","5.5","610134004","1","0","1","55","5134321"
"","-50","5134323","5","30","3","10134","3","1.85","0","600","255","1.5","610134005","2","610134402","1","0","0"
"","-50","0","5","0","0","10134","1","1.85","0","0","255","1.5","610134006","3","0","1","0","0"
"","-35","5108322","5","0","3","10135","1","1.55","0","600","200","5.5","610135004","1","610135401","1","85","5108321"
"","-35","5108323","5","0","0","10135","1","1.55","0","600","200","1.5","610135005","2","610135402","1","70","0"
"","-35","0","5","0","0","10135","1","1.55","0","0","200","1.5","610135006","3","0","1","0","0"
"","0","5136322","5","0","3","10136","2","1.1","0","600","255","5.5","610136004","1","610136401","1","0","5136321"
"","-50","5136323","5","0","0","10136","1","1.5","0","600","255","1.5","610136005","2","0","1","84","0"
"","-50","0","5","0","0","10136","1","1.5","0","0","255","1.5","610136006","3","0","1","0","0"
"","0","5137322","5","0","0","10137","1","0.85","0","0","255","5.5","610137004","1","0","1","75","5137321"
"","0","5137323","5","0","0","10137","1","0.85","0","0","255","1.5","610137005","2","0","1","50","0"
"","0","0","5","0","0","10137","1","0.85","0","0","255","1.5","610137006","3","0","1","0","0"
"","-50","5110322","5","2000000","3","10138","5","1","0","600","200","5.5","610138004","1","610138401","1","69","5110321"
"","-50","5110323","5","0","0","10138","2","0.85","0","600","200","1.5","610138005","2","610138402","1","0","0"
"","-50","0","5","0","0","10138","1","1","0","0","200","1.5","610138006","3","0","1","0","0"
"","-78","5111322","5","0","3","10139","1","1.35","0","600","200","5.5","610139004","1","610139401","1","62","5111321"
"","-55","5111323","5","0","0","10139","2","1.2","0","600","200","1.5","610139005","2","610139402","1","0","0"
"","-78","0","5","0","0","10139","1","1.35","0","0","200","1.5","610139006","3","0","1","0","0"
"","0","5140322","5","0","3","10140","1","1.4","0","600","255","5.5","610140004","1","0","1","86","5140321"
"","0","5140323","5","0","0","10140","1","1.4","0","0","255","1.5","610140005","2","0","1","52","0"
"","0","0","5","0","0","10140","1","1.4","0","0","255","1.5","610140006","3","0","1","0","0"
"","20","5114322","5","16","3","10141","3","1.25","0","600","200","5.5","610141004","1","610141401","1","0","5114321"
"","20","5114323","5","0","0","10141","1","1.25","0","600","200","1.5","610141005","2","610141402","1","58","0"
"","20","0","5","0","0","10141","1","1.25","0","0","200","1.5","610141006","3","0","1","0","0"
"","-33","5142322","5","0","3","10142","1","1.45","0","600","255","5.5","610142004","1","0","1","76","5142321"
"","-40","5142323","5","0","3","10142","2","1.23","0","600","255","1.5","610142005","2","610142402","1","0","0"
"","-33","0","5","0","0","10142","1","1.45","0","0","255","1.5","610142006","3","0","1","0","0"
"","-25","5116322","5","0","3","10143","1","1.85","0","600","200","5.5","610143004","1","610143401","1","72","5116321"
"","-25","5116323","5","0","0","10143","1","1.85","0","0","200","1.5","610143005","2","610143402","1","52","0"
"","-25","0","5","0","0","10143","1","1.85","0","0","200","1.5","610143006","3","0","1","0","0"
"","-33","5144322","5","0","3","10144","1","1","0","600","255","5.5","610144004","1","0","1","65","5144321"
"","-40","5144323","5","0","3","10144","2","1","0","600","255","1.5","610144005","2","610144402","1","0","0"
"","-33","0","5","0","0","10144","1","1","0","0","255","1.5","610144006","3","0","1","0","0"
"","-20","5118322","5","0","3","10145","1","1.25","0","600","200","5.5","610145004","1","610145401","1","74","5118321"
"","-20","5118323","5","0","0","10145","1","1.25","0","600","200","1.5","610145005","2","610145402","1","52","0"
"","-20","0","5","0","0","10145","1","1.25","0","0","200","1.5","610145006","3","0","1","0","0"
"","-45","5146322","5","0","3","10146","2","0.87","0","600","255","5.5","610146004","1","610146401","1","0","5146321"
"","-45","5146323","5","0","0","10146","1","1.18","0","0","255","1.5","610146005","2","0","1","58","0"
"","-45","0","5","0","0","10146","1","1.18","0","0","255","1.5","610146006","3","0","1","0","0"
"","-35","5120322","5","0","0","10147","1","1.55","0","600","200","5.5","610147004","1","610147401","1","76","5120321"
"","-35","5120323","5","0","4","10147","2","1.2","0","600","200","1.5","610147005","2","610147402","1","0","0"
"","-35","0","5","0","0","10147","1","1.55","0","0","200","1.5","610147006","3","0","1","0","0"
"","-50","5148322","5","0","3","10148","2","1.4","0","600","255","5.5","610148004","1","610148401","1","0","5148321"
"","-50","5148323","5","0","0","10148","1","1.7","0","0","255","1.5","610148005","2","0","1","72","0"
"","-50","0","5","0","0","10148","1","1.7","0","0","255","1.5","610148006","3","0","1","0","0"
"","40","5122322","5","0","3","10149","1","1.7","0","600","200","5.5","610149004","1","610149401","1","68","5122321"
"","20","5122323","5","0","4.5","10149","2","1","0","600","200","1.5","610149005","2","610149402","1","0","0"
"","40","0","5","0","0","10149","1","1.7","0","0","200","1.5","610149006","3","0","1","0","0"
"","-33","5150322","5","0","0","10150","1","1.35","0","0","255","5.5","610150004","1","0","1","71","5150321"
"","-33","5150323","5","0","0","10150","1","1.35","0","0","255","1.5","610150005","2","0","1","50","0"
"","-33","0","5","0","0","10150","1","1.35","0","0","255","1.5","610150006","3","0","1","0","0"
"","-20","5124322","5","0","3","10151","2","0.83","0","600","200","5.5","610151004","1","610151401","1","0","5124321"
"","-20","5124323","5","0","0","10151","1","0.83","0","600","200","1.5","610151005","2","0","1","66","0"
"","-20","0","5","0","0","10151","1","0.83","0","0","200","1.5","610151006","3","0","1","0","0"
"","20","5152322","5","0","4.8","10152","2","0.7","0","600","255","5.5","610152004","1","610152401","1","0","5152321"
"","30","5152323","5","0","0","10152","1","0.96","0","0","255","1.5","610152005","2","0","1","81","0"
"","30","0","5","0","0","10152","1","0.96","0","0","255","1.5","610152006","3","0","1","0","0"
"","50","5017321","5","0","3","10153","2","0.9","0","600","200","1.5","610153004","1","610153401","1","0","0"
"","84","5017322","5","0","0","10153","1","1","0","0","200","1.5","610153005","2","0","1","69","0"
"","84","0","5","0","0","10153","1","1","0","0","200","1.5","610153006","3","0","1","0","0"
"","-33","5154322","5","0","3","10154","1","1.25","0","600","255","5.5","610154004","1","0","1","68","5154321"
"","-10","5154323","5","0","3","10154","2","1","0","600","255","1.5","610154005","2","610154402","1","0","0"
"","-33","0","5","0","0","10154","1","1.25","0","0","255","1.5","610154006","3","0","1","0","0"
"","-25","5126322","5","0","3","10155","1","1.5","0","600","255","5.5","610126004","1","610126401","1","83","5126321"
"","-25","5126323","5","0","3","10155","2","1.3","0","600","255","1.5","610126005","2","610126402","1","0","0"
"","-25","0","5","0","0","10155","1","1.5","0","0","255","1.5","610126006","3","0","1","0","0"
"","5","5156322","5","0","3","10156","2","0.85","0","600","255","5.5","610156004","1","610156401","1","0","5156321"
"","-10","5156323","5","0","3","10156","1","1.11","0","600","255","1.5","610156005","2","0","1","75","0"
"","-10","0","5","0","0","10156","1","1.11","0","0","255","1.5","610156006","3","0","1","0","0"
"","-25","5128322","5","15","3","10157","3","1.85","0","600","255","5.5","610128004","1","610128401","1","0","5128321"
"","-25","5128323","5","0","0","10157","1","1.85","0","0","255","1.5","610128005","2","610128402","1","62","0"
"","-25","0","5","0","0","10157","1","1.85","0","0","255","1.5","610128006","3","0","1","0","0"
"","-40","5158322","5","0","3","10158","2","1.5","0","600","255","5.5","610158004","1","610158401","1","0","5158321"
"","-33","5158323","5","0","0","10158","1","1.75","0","0","255","1.5","610158005","2","0","1","65","0"
"","-33","0","5","0","0","10158","1","1.75","0","0","255","1.5","610158006","3","0","1","0","0"
"","0","5130322","5","0","3","10159","1","1.2","0","600","255","5.5","610130004","1","0","1","78","5130321"
"","0","5130323","5","0","4.5","10159","2","1","0","600","255","1.5","610130005","2","610130402","1","0","0"
"","0","0","5","0","0","10159","1","1.2","0","0","255","1.5","610130006","3","0","1","0","0"
"","-35","5160322","5","20","4.8","10160","3","1.4","0","600","255","5.5","610160004","1","610160401","1","0","5160321"
"","-35","5160323","5","0","0","10160","1","1.4","0","0","255","1.5","610160005","2","0","1","70","0"
"","-35","0","5","0","0","10160","1","1.4","0","0","255","1.5","610160006","3","0","1","0","0"
"","-60","5132322","5","15","3","10161","3","1","0","600","255","5.5","610132004","1","610132401","1","0","5132321"
"","-60","5132323","5","0","0","10161","1","1","0","0","255","1.5","610132005","2","610132402","1","70","0"
"","-60","0","5","0","0","10161","1","1","0","0","255","1.5","610132006","3","0","1","0","0"
"","-50","5134322","5","0","3","10163","1","1.85","0","600","255","5.5","610134004","1","0","1","55","5134321"
"","-50","5134323","5","30","3","10163","3","1.85","0","600","255","1.5","610134005","2","610134402","1","0","0"
"","-50","0","5","0","0","10163","1","1.85","0","0","255","1.5","610134006","3","0","1","0","0"
"","0","5136322","5","0","3","10164","2","1.1","0","600","255","5.5","610136004","1","610136401","1","0","5136321"
"","-50","5136323","5","0","0","10164","1","1.5","0","600","255","1.5","610136005","2","0","1","84","0"
"","-50","0","5","0","0","10164","1","1.5","0","0","255","1.5","610136006","3","0","1","0","0"
"","0","5137322","5","0","0","10165","1","0.85","0","0","255","5.5","610137004","1","0","1","75","5137321"
"","0","5137323","5","0","0","10165","1","0.85","0","0","255","1.5","610137005","2","0","1","50","0"
"","0","0","5","0","0","10165","1","0.85","0","0","255","1.5","610137006","3","0","1","0","0"
"","0","5140322","5","0","3","10166","1","1.4","0","600","255","5.5","610140004","1","0","1","86","5140321"
"","0","5140323","5","0","0","10166","1","1.4","0","0","255","1.5","610140005","2","0","1","52","0"
"","0","0","5","0","0","10166","1","1.4","0","0","255","1.5","610140006","3","0","1","0","0"
