2cc241f3adc5995d50a8d75626bb298b4fb32296795f89aa49396cf02e4893c4,bd10980f474eed905ed21a65cbe39e6023a1eb75f6da5588022a308eac5fbce1,a4a56c4de55cdbca083aa9eacacfea20baf5683dd4cd973397a7f7a083894377,fc95cf52fe53ad77bdeb415e3939e8351c9de1673c30c1dd962317a11b8d5c6d,7971014d3f7f86dd015f02feb0da4bf14280173b3034d01aff15a8dc6ac785df,a9ecb738ecc24420b9f510558ec755251b035a45943fd924086a19facfceb897,7568b68e02e84fc895e702d4b62dfcdc186a9114df03bde71a41a6ad5a696c59,4b7f9741ea46ef875517f5db16b488433fb15d80f3f44f80ec2813cfbd32724d,f314abb11c5c83f99405dc6d08f27d4c5ad52fe46ab4ababa9f7a91c37f9de0b,6badbc8bad2d89686d2cac7e9c92c7e2a1e387f51f8dac8a53c3535676ac567c,9618adfee632a4fe05eecadb485056edbe9747905742368d8911126a5025c5b3
"311","","1","","nop_talk_thinking","311013","","","0.2","105111","3"
"311","0","7","0","醫食同源……妳們知道這說法嗎？\n在祈求長壽的菜餚裡，\n會放進很多具有類似功效的食材哦。","311014","0.5","0","0","105111","11"
"311","","","","","311015","","","","311014","91"
"311","","1","","nop_idle_thinking","311016","","","0.2","105111","3"
"312","0","6","0","好棒的新年會～\n其他學校的人好像也有來，\n要不要去聊聊天呢？","312001","0.5","0","0","101831","11"
"312","","1","","nop_talk_joy1","312002","","","0.2","101831","3"
"312","","","","","312003","","","","312001","91"
"312","","1","1","nop_idle_joy1","312004","","","0.2","101831","3"
"312","0","7","0","看呀看呀美咲！\n那邊那道料理看起來超好吃的！","312005","0.5","0","0","101611","11"
"312","","1","","nop_talk_surprise_kira","312006","","","0.2","101611","3"
"312","","","","","312007","","","","312005","91"
"312","","1","1","nop_idle_surprise_kira","312008","","","0.2","101611","3"
"312","0","7","0","咦──？但那不是青菜做的嗎？\n不過，我是成熟的淑女了，\n倒也不是不敢吃啦？","312009","0.5","0","0","105011","11"
"312","","1","","nop_talk_sad","312010","","","0.2","105011","3"
"312","","","","0","312011","","","","2.5","93"
"312","","1","","nop_talk_tsun_pain","312012","","","0.2","105011","3"
"312","","","","","312013","","","","312009","91"
"312","","1","1","nop_idle_sad","312014","","","0.2","105011","3"
"313","0","7","0","真是豪華的新年會啊。\n我們的行為舉止\n也得合乎這個場合哦！","313001","0.5","0","0","105331","11"
"313","nop_13_monica_talk_doya_loop","0","1","nop_13_monica_talk_doya","313002","","0.2","0.2","105331","3"
"313","","","","","313003","","","","313001","91"
"313","","1","1","nop_idle_doya","313004","","","0.2","105331","3"
"313","0","6","0","說到年菜，就想到東國是也！\n也得向大江戶町的大家\n拜個年才行是也！","313005","0.5","0","0","103031","11"
"313","","1","","nop_talk_joy1","313006","","","0.2","103031","3"
"313","","","","","313007","","","","313005","91"
"313","","1","1","nop_idle_joy1","313008","","","0.2","103031","3"
"313","0","8","0","身處新年會的我也依然很美呢。\n啊啊，會場裡的視線\n好像都聚集過來了哦。","313009","0.5","0","0","100811","11"
"313","","1","","nop_talk_thinking","313010","","","0.2","100811","3"
"313","","","","","313011","","","","313009","91"
"313","","1","1","nop_idle_thinking","313012","","","0.2","100811","3"
"313","0","8","0","會場裡的視線……\n啊啊，輕蔑的視線落在空花身上……\n嘻嘻嘻嘻……","313013","0.5","0","0","104511","11"
"313","","1","","nop_13_kuka_talk_memory1","313014","","","0.2","104511","3"
"313","","","","","313015","","","","313013","91"
"313","","1","1","nop_13_kuka_idle_memory1","313016","","","0.2","104511","3"
"313","0","6","0","好大的會場……\n前輩會在哪呢？","313017","0.5","0","0","105511","11"
"313","","1","","nop_talk_sad","313018","","","0.2","105511","3"
"313","","","","","313019","","","","313017","91"
"313","","1","1","nop_idle_sad","313020","","","0.2","105511","3"
"314","0","7","0","嗯嗯嗯……是弟弟的氣息！\n就在附近哦，璃乃！","314001","0.5","0","0","104931","11"
"314","","1","","nop_14_shizuru_talk_thinking","314002","","","0.2","104931","3"
"314","","","","0","314003","","","","2","93"
"314","nop_talk_guts3_loop","0","1","nop_talk_guts3","314004","","0","0.2","104931","3"
"314","","","","","314005","","","","314001","91"
"314","0","6","0","是！我也認得出來哦！\n啊，就在那邊！大概吧！","314006","0.5","0","0","101131","11"
"314","nop_talk_arm_crossed_loop","0","1","nop_talk_arm_crossed","314007","","","0.2","101131","3"
"314","","","","0","314008","","","","2","93"
"314","","1","","nop_talk_joy1","314009","","","0.2","101131","3"
"314","","","","","314010","","","","314006","91"
"314","","1","1","nop_idle_joy_normal","314011","","","0.2","101131","3"
"314","0","7","0","哈哈，還是老樣子，\n是姐姐的力量和妹妹的力量呢。","314012","0.5","0","0","106831","11"
"314","nop_talk_arm_crossed_loop_joy","0","1","nop_talk_arm_crossed_joy","314013","","0","0.2","106831","3"
"314","","","","","314014","","","","314012","91"
"314","","1","1","nop_idle_normal","314015","","","0.2","106831","3"
"314","","1","","nop_idle_normal","314016","","","0.2","104931","3"
"314","","1","1","nop_idle_normal","314017","","","0.2","101131","3"
"315","0","8","0","真是美好的新年會呀。\n因為大家都很高興的樣子，\n所以精靈也很開心。","315001","0.5","0","0","104211","11"
"315","","1","","nop_talk_wish","315002","","","0.2","104211","3"
"315","","","","","315003","","","","315001","91"
"315","","1","1","nop_idle_wish","315004","","","0.2","104211","3"
"315","0","6","0","東國的新年和服好漂亮哦……\n能不能當作舞台服裝的參考呢？","315005","0.5","0","0","105411","11"
"315","","1","","nop_talk_normal","315006","","","0.2","105411","3"
"315","","","","0","315007","","","","2.5","93"
"315","","1","","nop_talk_thinking","315008","","","0.2","105411","3"
"315","","","","","315009","","","","315005","91"
"315","","1","","nop_idle_thinking","315010","","","0.2","105411","3"
"315","0","5","0","年菜非常美味唷。\n讓人吃得精神飽滿♪","315011","0.5","0","0","102931","11"
"315","","1","","nop_talk_joy1","315012","","","0.2","102931","3"
"315","","","","","315013","","","","315011","91"
"315","","1","1","nop_idle_joy1","315014","","","0.2","102931","3"
"316","nop_16_inori_talk_doya_loop","0","1","nop_16_inori_talk_doya","316001","","0","0.2","106631","3"
"316","0","6","0","這個會場和偉大的我太相配了！\n我非常中意哦！","316002","0.5","0","0","106631","11"
"316","","","","","316003","","","","316002","91"
"316","","1","","nop_16_inori_idle_doya","316004","","","0.2","106631","3"
"316","","1","","nop_talk_joy1","316005","","","0.2","106531","3"
"316","0","7","0","有幾個傢伙看起來\n能讓我打得很開心呢……\n感覺熱血沸騰起來了啊。","316006","0.5","0","0","106531","11"
"316","","","","1","316007","","","","3.5","93"
"316","nop_talk_arm_crossed_loop","0","1","nop_talk_arm_crossed","316008","","0","0.2","106531","3"
"316","","","","","316009","","","","316006","91"
"316","","1","","nop_idle_arm_crossed","316010","","","0.2","106531","3"
"316","","1","","nop_talk_normal","316011","","","0.2","106731","3"
"316","0","6","0","妳們兩個，不能亂搞事哦～？\n因為有超～多生起氣來很可怕的人\n在這裡哦～？","316012","0.5","0","0","106731","11"
"316","","","","","316013","","","","316012","91"
"316","","1","","nop_idle_normal","316014","","","0.2","106731","3"
"317","0","6","0","哇～！餐桌上擺滿了好多\n看起來很美味的料理呢孩子！\n切嚕～☆","317001","0.5","0","0","110931","11"
"317","","1","","nop_17_chieru_talk_memory","317002","","","0.2","110931","3"
"317","","","","0","317003","","","","4.2","93"
"317","nop_17_chieru_loop","0","1","nop_17_chieru_01","317004","","0","0.2","110931","3"
"317","nop_17_chieru_loop","0","1","nop_17_chieru_01","317005","","0","0.2","1","3"
"317","","","","","317006","","","","317001","91"
"317","","1","","nop_idle_joy1","317007","","","0.2","110931","3"
"317","","1","","NoItem_idle","317008","","","0.2","1","3"
"317","0","5","0","好多固體食物……嘔！\n光是看著就討厭呀……","317009","0.5","0","0","111031","11"
"317","","1","","nop_talk_normal_sad","317010","","","0.2","111031","3"
"317","","","","0","317011","","","","1.5","93"
"317","nop_17_yuni_weppu_loop","0","1","nop_17_yuni_weppu","317012","","0","0.2","111031","3"
"317","","","","","317013","","","","317009","91"
"317","0","6","0","學姐。\n妳這樣連我們都會被認為態度很差，\n可以請妳不要再開口了嗎？","317014","0.5","0","0","110831","11"
"317","nop_17_chloe_talk_normal_anger_loop","0","1","nop_17_chloe_talk_normal_anger","317015","","0","0.2","110831","3"
"317","","1","","nop_idle_sad","317016","","","0.2","110931","3"
"317","","","","","317017","","","","317014","91"
"317","","1","","nop_17_chloe_idle_normal2","317018","","","0.2","110831","3"
"317","","1","1","nop_idle_normal","317019","","","0.2","111031","3"
"318","","1","","nop_talk_joy1","318001","","","0.2","114711","3"
"318","0","6","0","每一道年菜看起來都好好吃！\n……那傢伙有沒有\n好好享受新年呢……","318002","0.5","0","0","114711","11"
"318","","","","0","318003","","","","2.5","93"
"318","","1","","nop_18_muimi_talk_thinking","318004","","","0.2","114711","3"
"318","","","","","318005","","","","318002","91"
"318","","1","1","nop_18_muimi_idle_thinking","318006","","","0.2","114711","3"
"318","nop_idle_normal","0","1","nop_18_neneka_humu","318007","","0","0.2","115031","3"
"318","0","6","0","至少在新年時節\n悠閒一下也不為過吧。","318008","0.5","0","0","115031","11"
"318","","","","","318009","","","","318008","91"
"318","nop_talk_arm_crossed_loop","0","1","nop_talk_arm_crossed","318010","","0","0.2","118031","3"
"318","0","6","0","唔……那價格能租得起\n這麼大的會場？\n妳還挺有一套的呢……！","318011","0.5","0","0","118031","11"
"318","","","","0","318012","","","","2.5","93"
"318","nop_talk_doya_loop","0","1","nop_talk_doya","318013","","0","0.2","118031","3"
"318","","","","","318014","","","","318011","91"
"318","","1","","nop_idle_doya","318015","","","0.2","118031","3"
"318","","1","","nop_18_karin_talk_normal","318016","","","0.2","118511","3"
"318","0","6","0","不不。您過獎了──","318017","0.5","0","0","118511","11"
"318","","","","","318018","","","","318017","91"
"318","","1","1","nop_18_karin_idle_normal","318019","","","0.2","118511","3"
"401","","1","","nop_talk_joy2","401001","","","0.2","111831","3"
"401","","","","0","401002","","","","2","93"
"401","","1","","nop_idle_joy_normal","401003","","","0.2","111831","3"
"401","nop_idle_normal","0","1","nop_18_neneka_humu","401004","","0","0.2","112031","3"
"401","","","","0","401005","","","","2","93"
"401","","1","","nop_16_kaya_talk_normal2_loop","401006","","","0.2","120831","3"
"401","","","","0","401007","","","","2","93"
"401","","1","","nop_16_kaya_idle_normal2","401008","","","0.2","120831","3"
"401","","1","","nop_talk_surprise1","401009","","","0.2","120931","3"
"401","","","","0","401010","","","","2","93"
"401","","1","","nop_idle_normal_joy","401011","","","0.2","120931","3"
"401","","1","","nop_talk_normal","401012","","","0.2","111931","3"
"401","","","","0","401013","","","","2","93"
"401","","1","","nop_idle_normal","401014","","","0.2","111931","3"
"401","","1","","nop_talk_joy1","401015","","","0.2","120731","3"
"401","","","","0","401016","","","","2","93"
"401","","1","","nop_idle_normal_joy","401017","","","0.2","120731","3"
"402","","1","","nop_talk_joy2","402001","","","0.2","108731","3"
"402","","","","0","402002","","","","2","93"
"402","","1","","nop_idle_joy1","402003","","","0.2","108731","3"
"402","","1","","nop_talk_joy3_blink","402004","","","0.2","108831","3"
"402","","","","0","402005","","","","2","93"
"402","","1","","nop_idle_joy_normal","402006","","","0.2","108831","3"
"402","","1","","nop_talk_normal","402007","","","0.2","108931","3"
"402","","","","0","402008","","","","2","93"
"402","","1","","nop_idle_normal","402009","","","0.2","108931","3"
"403","","1","","nop_talk_surprise_kira","403001","","","0.2","102011","3"
"403","","","","0","403002","","","","2","93"
"403","","1","","nop_idle_joy1","403003","","","0.2","102011","3"
"403","","1","","nop_talk_joy2","403004","","","0.2","100411","3"
"403","","","","0","403005","","","","2","93"
"403","","1","","nop_idle_normal","403006","","","0.2","100411","3"
"403","","1","","nop_talk_wish","403007","","","0.2","103631","3"
"403","","","","0","403008","","","","2","93"
"403","","1","","nop_idle_wish","403009","","","0.2","103631","3"
"404","","1","","nop_talk_wish_joy","404001","","","0.2","101511","3"
"404","","","","0","404002","","","","2","93"
"404","","1","","nop_idle_normal","404003","","","0.2","101511","3"
"404","","1","","nop_talk_joy2","404004","","","0.2","101231","3"
"404","","","","0","404005","","","","2","93"
"404","","1","","nop_idle_normal","404006","","","0.2","101231","3"
"404","","1","","nop_talk_surprise_kira","404007","","","0.2","104011","3"
"404","","","","0","404008","","","","2","93"
"404","","1","","nop_idle_normal","404009","","","0.2","104011","3"
"405","","1","","nop_talk_normal","405001","","","0.2","103111","3"
"405","","","","0","405002","","","","2","93"
"405","","1","","nop_idle_normal","405003","","","0.2","103111","3"
"405","","1","","nop_talk_worry","405004","","","0.2","102211","3"
"405","","","","0","405005","","","","2","93"
"405","","1","","nop_idle_worry","405006","","","0.2","102211","3"
"405","","1","","nop_05_miyako_talk_joy1","405007","","","0.2","100711","3"
"405","","","","0","405008","","","","2","93"
"405","","1","","nop_05_miyako_idle_joy1","405009","","","0.2","100711","3"
"405","","1","","nop_talk_joy1","405010","","","0.2","100611","3"
"405","","","","0","405011","","","","2","93"
"405","","1","","nop_idle_joy1","405012","","","0.2","100611","3"
"406","","1","","nop_talk_thinking","406001","","","0.2","107131","3"
"406","","","","0","406002","","","","2","93"
"406","","1","","nop_idle_arm_crossed","406003","","","0.2","107131","3"
"406","","1","","nop_talk_sad","406004","","","0.2","103731","3"
"406","","","","0","406005","","","","2","93"
"406","","1","","nop_idle_sad","406006","","","0.2","103731","3"
"406","","1","","nop_talk_joy2","406007","","","0.2","100511","3"
"406","","","","0","406008","","","","2","93"
"406","","1","","nop_idle_normal","406009","","","0.2","100511","3"
"406","","1","","nop_talk_normal","406010","","","0.2","104731","3"
"406","","","","0","406011","","","","2","93"
"406","","1","","nop_idle_normal","406012","","","0.2","104731","3"
"407","","1","","nop_talk_joy3","407001","","","0.2","102831","3"
"407","","","","0","407002","","","","2","93"
"407","","1","","nop_idle_normal","407003","","","0.2","102831","3"
"407","","1","","nop_07_kurumi_idle_bitter","407004","","","0.2","102111","3"
"407","","","","0","407005","","","","2","93"
"407","","1","","nop_idle_normal","407006","","","0.2","102111","3"
"407","","1","","nop_talk_joy2","407007","","","0.2","102511","3"
"407","","","","0","407008","","","","2","93"
"407","","1","","nop_idle_normal","407009","","","0.2","102511","3"
"407","","1","","nop_talk_joy1","407010","","","0.2","102311","3"
"407","","","","0","407011","","","","2","93"
"407","","1","","nop_idle_normal","407012","","","0.2","102311","3"
"408","","1","","nop_talk_joy1","408001","","","0.2","101011","3"
"408","","","","0","408002","","","","2","93"
"408","","1","","nop_idle_joy_normal","408003","","","0.2","101011","3"
"408","","1","","nop_talk_arm_crossed_loop","408004","","","0.2","104331","3"
"408","","","","0","408005","","","","2","93"
"408","","1","","nop_idle_arm_crossed","408006","","","0.2","104331","3"
"408","","1","","nop_talk_joy2","408007","","","0.2","101711","3"
"408","","","","0","408008","","","","2","93"
"408","","1","","nop_idle_joy1","408009","","","0.2","101711","3"
"408","","1","","nop_talk_normal","408010","","","0.2","101431","3"
"408","","","","0","408011","","","","2","93"
"408","","1","","nop_idle_normal","408012","","","0.2","101431","3"
"409","","1","","nop_talk_joy1","409001","","","0.2","103311","3"
"409","","","","0","409002","","","","2","93"
"409","","1","","nop_idle_joy1","409003","","","0.2","103311","3"
"409","","1","","nop_talk_joy1","409004","","","0.2","105211","3"
"409","","","","0","409005","","","","2","93"
"409","","1","","nop_idle_joy_normal","409006","","","0.2","105211","3"
"409","","1","","nop_talk_sad2","409007","","","0.2","102611","3"
"409","","","","0","409008","","","","2","93"
"409","","1","","nop_idle_sad2","409009","","","0.2","102611","3"
"409","","1","","nop_talk_normal","409010","","","0.2","103811","3"
"409","","","","0","409011","","","","2","93"
"409","","1","","nop_idle_normal","409012","","","0.2","103811","3"
"410","","1","","nop_talk_joy1","410001","","","0.2","103231","3"
"410","","","","0","410002","","","","2","93"
"410","","1","","nop_idle_joy1","410003","","","0.2","103231","3"
"410","","1","","nop_10_yukari_01","410004","","","0.2","103411","3"
"410","","1","","nop_10_yukari_01","410005","","","0.2","11","3"
"410","","","","0","410006","","","","2","93"
"410","","1","","nop_10_yukari_02","410007","","","0.2","103411","3"
"410","","1","","nop_10_yukari_02","410008","","","0.2","11","3"
"410","","1","","nop_talk_doya_loop","410009","","","0.2","104811","3"
"410","","","","1","410010","","","","104811","4"
"410","","","","0","410011","","","","2","93"
"410","","1","","nop_idle_doya","410012","","","0.2","104811","3"
"410","","1","","nop_talk_joy2","410013","","","0.2","104611","3"
"410","","","","0","410014","","","","2","93"
"410","","1","","nop_idle_joy_normal","410015","","","0.2","104611","3"
"411","","1","","nop_talk_wish2","411001","","","0.2","102711","3"
"411","","","","0","411002","","","","2","93"
"411","","1","","nop_idle_memory","411003","","","0.2","102711","3"
"411","","1","","nop_talk_normal","411004","","","0.2","100911","3"
"411","","","","0","411005","","","","2","93"
"411","","1","","nop_idle_arm_crossed","411006","","","0.2","100911","3"
"411","","1","","nop_talk_joy2","411007","","","0.2","101311","3"
"411","","","","0","411008","","","","2","93"
"411","","1","","nop_idle_joy_normal","411009","","","0.2","101311","3"
"411","","1","","nop_talk_normal","411010","","","0.2","105111","3"
"411","","","","0","411011","","","","2","93"
"411","","1","","nop_idle_normal","411012","","","0.2","105111","3"
"412","","1","","nop_talk_joy1","412001","","","0.2","101831","3"
"412","","","","0","412002","","","","2","93"
"412","","1","","nop_idle_joy1","412003","","","0.2","101831","3"
"412","","1","","nop_talk_joy2","412004","","","0.2","101611","3"
"412","","","","0","412005","","","","2","93"
"412","","1","","nop_idle_joy_normal","412006","","","0.2","101611","3"
"412","","1","","nop_talk_joy1","412007","","","0.2","105011","3"
"412","","","","0","412008","","","","2","93"
"412","","1","","nop_idle_joy_normal","412009","","","0.2","105011","3"
"413","","1","","nop_talk_normal","413001","","","0.2","105331","3"
"413","","","","0","413002","","","","2","93"
"413","","1","","nop_idle_normal","413003","","","0.2","105331","3"
"413","","1","","nop_talk_memory","413004","","","0.2","104511","3"
"413","","","","0","413005","","","","2","93"
"413","","1","","nop_idle_memory","413006","","","0.2","104511","3"
"413","","1","","nop_talk_joy1","413007","","","0.2","103031","3"
"413","","","","0","413008","","","","2","93"
"413","","1","","nop_idle_joy1","413009","","","0.2","103031","3"
"413","","1","","nop_talk_wish","413010","","","0.2","100811","3"
"413","","","","0","413011","","","","2","93"
"413","","1","","nop_idle_wish","413012","","","0.2","100811","3"
"413","","1","","nop_talk_sad","413013","","","0.2","105511","3"
"413","","","","0","413014","","","","2","93"
"413","","1","","nop_idle_sad","413015","","","0.2","105511","3"
"414","nop_talk_guts2_loop","0","1","nop_talk_guts2","414001","","0","0.2","101131","3"
"414","","","","0","414002","","","","2","93"
"414","","1","","nop_idle_normal","414003","","","0.2","101131","3"
"414","","1","","nop_talk_wish","414004","","","0.2","104931","3"
"414","","","","0","414005","","","","2","93"
"414","","1","","nop_idle_normal","414006","","","0.2","104931","3"
"414","","1","","nop_talk_thinking","414007","","","0.2","106831","3"
"414","","","","0","414008","","","","2","93"
"414","","1","","nop_idle_normal","414009","","","0.2","106831","3"
"415","","1","","nop_talk_wish","415001","","","0.2","104211","3"
"415","","","","0","415002","","","","2","93"
"415","","1","","nop_idle_wish","415003","","","0.2","104211","3"
"415","","1","","nop_talk_joy1","415004","","","0.2","102931","3"
"415","","","","0","415005","","","","2","93"
"415","","1","","nop_idle_joy1","415006","","","0.2","102931","3"
"415","","1","","nop_talk_normal","415007","","","0.2","105411","3"
"415","","","","0","415008","","","","2","93"
"415","","1","","nop_idle_normal","415009","","","0.2","105411","3"
"416","","1","","nop_talk_normal","416001","","","0.2","106731","3"
"416","","","","0","416002","","","","2","93"
"416","","1","","nop_idle_normal","416003","","","0.2","106731","3"
"416","","1","","nop_talk_joy2","416004","","","0.2","106631","3"
"416","","","","0","416005","","","","2","93"
"416","","1","","nop_idle_joy1","416006","","","0.2","106631","3"
"416","","1","","nop_16_kaya_talk_normal2_loop","416007","","","0.2","106531","3"
"416","","","","0","416008","","","","2","93"
"416","","1","","nop_16_kaya_idle_normal2","416009","","","0.2","106531","3"
"417","nop_talk_arm_crossed_loop2","0","1","nop_talk_arm_crossed2","417001","","0","0.2","111031","3"
"417","","","","0","417002","","","","2","93"
"417","","1","","nop_idle_normal","417003","","","0.2","111031","3"
"417","","1","","nop_talk_joy2","417004","","","0.2","110931","3"
"417","","","","0","417005","","","","2","93"
"417","","1","","nop_idle_joy_normal","417006","","","0.2","110931","3"
"417","","1","","nop_17_chloe_talk_normal2_loop","417007","","","0.2","110831","3"
"417","","","","0","417008","","","","2","93"
"417","","1","","nop_17_chloe_idle_normal2","417009","","","0.2","110831","3"
"418","nop_idle_normal","0","1","nop_18_neneka_humu","418001","","0.2","0.2","115031","3"
"418","","","","0","418002","","","","2","93"
"418","","1","","nop_talk_joy1_normal","418003","","","0.2","114711","3"
"418","","","","0","418004","","","","2","93"
"418","","1","","nop_idle_joy1","418005","","","0.2","114711","3"
"418","","1","","nop_18_karin_talk_normal","418006","","","0.2","118511","3"
"418","","","","0","418007","","","","2","93"
"418","","1","","nop_18_karin_idle_normal","418008","","","0.2","118511","3"
"418","nop_talk_doya_loop","0","1","nop_talk_doya","418009","","0","0.2","118031","3"
"418","","","","0","418010","","","","2","93"
"418","","1","","nop_idle_doya","418011","","","0.2","118031","3"
"501","-150","101","-255","111831","501001","nop_idle_joy2","0","1.95","1","1"
"501","150","100","-255","120731","501002","nop_idle_normal","1","1.95","1","1"
"501","-320","103","-265","120831","501003","nop_idle_arm_crossed","0","1.95","1","1"
"501","320","102","-265","111931","501004","nop_idle_normal","1","1.95","1","1"
"501","-450","105","-300","120931","501005","nop_idle_thinking","0","1.95","1","1"
"501","450","104","-300","112031","501006","nop_idle_doya","1","1.95","1","1"
"501","","","","0","501007","","","","0.5","93"
"501","nop_talk_joy1","0","1","nop_01_peko_oissu","501008","","0.2","0.2","111831","3"
"501","0","0","","vo_drama_10082001_001","501009","","","","vo_drama_10082001","21"
"501","1","5","0","阿囉哈～！\n大家在新年會上玩得還開心嗎？","501010","0.5","0","0","111831","11"
"501","","","","","501011","","","","501010","91"
"501","","","","0","501012","","","","0.2","93"
"501","0","1","0","6","501013","0","0","0","120731","12"
"501","0","1","0","8","501014","0","0","0","111931","12"
"501","0","1","0","10","501015","0","0","0","112031","12"
"501","0","1","0","7","501016","0","0","0","120931","12"
"501","0","1","0","13","501017","0","0","0","120831","12"
"501","","1","","nop_talk_joy1","501018","","","0.2","120731","3"
"501","","1","","nop_talk_wish3","501019","","","0.2","111931","3"
"501","nop_talk_doya_loop","0","1","nop_talk_doya","501020","","0","0.2","112031","3"
"501","nop_talk_arm_crossed_loop","0","1","nop_talk_arm_crossed","501021","","0","0.2","120931","3"
"501","","1","","nop_01_ruka_hello_long","501022","","","0.2","120831","3"
"501","","","","0","501023","","","","2","93"
"501","","1","","nop_idle_joy1","501024","","","0.2","111831","3"
"501","","1","","nop_idle_normal_joy","501025","","","0.3","120731","3"
"501","","1","","nop_idle_doya","501026","","","0.3","112031","3"
"501","","1","","nop_idle_arm_crossed","501027","","","0.3","120931","3"
"501","","1","","nop_idle_normal","501028","","","0.3","120831","3"
"501","","1","","nop_talk_normal","501029","","","0.2","111931","3"
"501","0","0","","vo_drama_10082001_002","501030","","","","vo_drama_10082001","21"
"501","1","4","0","是的，在下過得非常開心。\n料理十分美味，\n大家似乎也都很享受，\n這也讓在下感到很高興。","501031","0.5","0","0","111931","11"
"501","","","","1","501032","","","","3","93"
"501","","1","","nop_talk_joy3_dere","501033","","","0.2","111931","3"
"501","","","","","501034","","","","501031","91"
"501","","1","","nop_idle_normal_joy","501035","","","0.2","111931","3"
"501","","1","","nop_talk_sad","501036","","","0.2","112031","3"
"501","0","0","","vo_drama_10082001_003","501037","","","","vo_drama_10082001","21"
"501","1","4","0","講是這樣講，也沒妳那麼開心啦。\n妳那到底是第幾盤啊……","501038","0.5","0","0","112031","11"
"501","","","","1","501039","","","","5","93"
"501","0","1","0","8","501040","0","0","0","111831","12"
"501","nop_idle_joy_normal","0","1","nop_17_chieru_swing","501041","","0.2","0.2","111831","3"
"501","","","","","501042","","","","501038","91"
"501","","1","","nop_idle_sad","501043","","","0.2","112031","3"
"501","","","","","501044","","","","0.1","93"
"501","","","","0","501045","","","","120731","4"
"501","","1","","nop_talk_normal","501046","","","0.2","120731","3"
"501","0","0","","vo_drama_10082001_004","501047","","","","vo_drama_10082001","21"
"501","1","5","0","讓她大吃特吃的人不就是凱留嗎？\n貪吃佩可小姐吃得這麼香，\n充滿了她的作風，\n這樣很棒呢。","501048","0.5","0","0","120731","11"
"501","","","","1","501049","","","","2.5","93"
"501","0","1","0","4","501050","0","0","0","112031","12"
"501","nop_idle_surprise1","0","1","nop_surprise","501051","","0.3","0.2","112031","3"
"501","","","","1","501052","","","","2","93"
"501","","","","1","501053","","","","120731","4"
"501","","1","","nop_talk_joy1","501054","","","0.2","120731","3"
"501","","1","","nop_idle_arm_crossed","501055","","","0.2","112031","3"
"501","","","","","501056","","","","501048","91"
"501","","1","","nop_idle_joy1","501057","","","0.2","120731","3"
"501","","1","","nop_talk_joy1","501058","","","0.2","111831","3"
"501","0","0","","vo_drama_10082001_005","501059","","","","vo_drama_10082001","21"
"501","1","4","0","我們做的年菜\n好像也讓大家讚譽有加喔！","501060","0.5","0","0","111831","11"
"501","","","","","501061","","","","501060","91"
"501","","1","","nop_idle_joy_normal","501062","","","0.2","111831","3"
"501","","1","","nop_talk_normal","501063","","","0.2","120831","3"
"501","0","0","","vo_drama_10082001_006","501064","","","","vo_drama_10082001","21"
"501","1","5","0","是啊，我們吃得津津有味喔。\n就算是在東國，\n平常也吃不太到這麼豪華的菜色吧？","501065","0.5","0","0","120831","11"
"501","","","","1","501066","","","","3","93"
"501","nop_talk_arm_crossed_loop","0","1","nop_talk_arm_crossed","501067","","0.2","0.2","120831","3"
"501","","","","","501068","","","","501065","91"
"501","","1","","nop_idle_arm_crossed","501069","","","0.2","120831","3"
"501","nop_talk_doya_loop","0","1","nop_talk_doya","501070","","0.2","0.2","120931","3"
"501","0","0","","vo_drama_10082001_007","501071","","","","vo_drama_10082001","21"
"501","1","4","0","嗯！這些料理甚至能讓妾身\n取回真正的力量，實在了得。\n這都要歸功於雪菲的努力啊。","501072","0.5","0","0","120931","11"
"501","","","","1","501073","","","","5","93"
"501","","1","","nop_talk_normal","501074","","","0.2","120931","3"
"501","","","","","501075","","","","501072","91"
"501","","1","","nop_idle_normal","501076","","","0.2","120931","3"
"501","","1","","nop_talk_normal","501077","","","0.2","120731","3"
"501","0","0","","vo_drama_10082001_008","501078","","","","vo_drama_10082001","21"
"501","1","3","0","這都是因為大家有幫忙啊。\n去年真的很謝謝妳們兩位。","501079","0.5","0","0","120731","11"
"501","","","","1","501080","","","","6.5","93"
"501","nop_idle_normal_joy","0","1","nop_bow","501081","","0.2","0.2","120731","3"
"501","","","","","501082","","","","501079","91"
"501","","1","","nop_idle_normal_joy","501083","","","0.2","120731","3"
"501","","1","","nop_talk_normal","501084","","","0.2","120831","3"
"501","0","0","","vo_drama_10082001_009","501085","","","","vo_drama_10082001","21"
"501","1","3","0","妳別這麼見外。\n那都是我們自願的。","501086","0.5","0","0","120831","11"
"501","","","","1","501087","","","","3","93"
"501","nop_talk_doya_loop","0","1","nop_talk_doya","501088","","0.2","0.2","120831","3"
"501","","","","","501089","","","","501086","91"
"501","","1","","nop_idle_doya","501090","","","0.2","120831","3"
"501","","1","","nop_talk_thinking","501091","","","0.2","120931","3"
"501","0","0","","vo_drama_10082001_010","501092","","","","vo_drama_10082001","21"
"501","1","4","0","那簡直就像是在看顧幼兒的成長，\n著實相當愉快啊。","501093","0.5","0","0","120931","11"
"501","","","","","501094","","","","501093","91"
"501","","1","","nop_idle_thinking","501095","","","0.2","120931","3"
