aa680e39a730d85db873658e2749f984f9358203108d73a3129e4ac0da3e905a,fe65def47d74777e076bb9c9c99b56e30ebf947494a7522abf4fd3cb46c32f69,6d2ce83e605500bdf00ab7c8d3543e2bebdc18a04efe8cde040d4987da888cf2,bda6f604edb077d0b4b99a9cdaa8672f4a60a796e89fd892de1f7c21cf2084a8,8bb73df11af0203ad2a0f4e23d29c7ed0b3793f0e012293065b3209c826eebe7
"11","5","-21.8","-1","30050306"
"13","5","-23.6","-2.8","30050307"
"13","5","-19.8","-1.3","30050308"
"12","5","-18","-1.2","30050309"
"11","5","-16.1","-4.1","30050310"
"11","5","-15.4","-2.2","30050311"
"12","5","-16.4","-1.9","30050312"
"13","5","-16.4","-6.1","30050313"
"11","5","-12","-14","30050314"
"11","5","-10.6","-12","30050315"
"12","5","-16.2","-7.6","30050316"
"11","5","-9.8","-7.7","30050317"
"13","5","-14","-11","30050318"
"13","5","-14","-10","30050319"
"13","5","-14","-12","30050320"
"12","5","-14.1","-14","30050321"
"11","5","-8.9","-6.4","30050322"
"11","5","-10.5","-5.9","30050323"
"11","5","-8.8","-9","30050324"
"12","5","-5.6","-9.6","30050325"
"12","5","-5","-8","30050326"
"12","5","-5.5","-6.1","30050327"
"13","5","-6","-7.9","30050328"
"11","5","-5.7","-3.7","30050329"
"12","5","-9","-2.2","30050330"
"12","5","-12","-2.2","30050331"
"12","5","-10","-0.2","30050332"
"12","5","-11.9","0.3","30050333"
"13","5","-13","-1","30050334"
"13","5","-10.9","1.2","30050335"
"13","5","-11","-3","30050336"
"11","5","-16","1","30050337"
"11","5","-15.3","3.6","30050338"
"11","5","-13","4","30050339"
"13","5","-14","3","30050340"
"11","5","-10.2","4","30050341"
"12","5","-8.9","4","30050342"
"12","5","-5.2","-0.1","30050343"
"12","5","-3.2","1","30050344"
"11","5","-3.3","4.7","30050346"
"11","5","-1","4.2","30050347"
"13","5","4","-9","30050348"
"12","5","7","-10","30050349"
"12","5","7","-8","30050350"
"11","5","7","-6","30050351"
"11","5","6","-4","30050352"
"11","5","0","-7","30050353"
"11","5","0","-5","30050354"
"13","5","6","-1","30050355"
"12","5","6","-2.3","30050356"
"11","5","10.8","4","30050357"
"12","5","8.5","6.5","30050358"
"12","5","6.8","5.8","30050359"
"13","5","5","6","30050360"
"11","5","2.8","6","30050361"
"11","5","2.7","2.1","30050362"
"12","5","-4","-12","30050363"
"11","5","-6","-12","30050364"
"13","5","-3","-10","30050365"
"13","5","-4","-11","30050366"
"11","5","5.6","1.8","30050367"
"13","5","15.8","3.5","30050368"
"13","5","18.6","0.9","30050369"
"11","5","18.7","4.1","30050370"
"12","5","13.5","0.6","30050371"
"13","5","14.8","-1","30050372"
"13","5","16","-1","30050373"
"11","5","15","-2","30050374"
"11","5","19","-2","30050375"
"11","5","19","-1","30050376"
"12","5","13.1","-7.5","30050377"
"11","5","13","-5","30050378"
"13","5","16","-9","30050379"
"13","5","15","-8","30050380"
"12","5","14","-9","30050381"
"11","5","15.8","-10","30050382"
"11","5","17.6","-10","30050383"
"12","5","19.5","-10.2","30050384"
"12","5","13.8","-13.6","30050390"
"12","5","10.7","-13.5","30050391"
"11","5","10.6","-10.7","30050392"
"11","5","12","-10","30050393"
"12","5","18","-14.1","30050394"
"13","5","20","-14","30050395"
"13","5","19","-13","30050396"
"13","5","21","-15","30050397"
"12","5","18.7","-18.2","30050398"
"11","5","18.7","-20","30050399"
"12","5","14.7","-20","30050400"
"11","5","13","-20","30050401"
"11","5","10.9","-19.9","30050402"
"13","5","12","-20","30050403"
"13","5","16","-20","30050404"
"11","5","14","-22.9","30050405"
"13","5","15","-22.8","30050406"
"12","5","19","-23","30050407"
"11","5","21","-23","30050408"
"13","5","22","-23","30050409"
"13","5","20","-23","30050410"
"12","5","23.6","-21.2","30050411"
"12","5","23.6","-18.2","30050412"
"991006","5","-20.8","-5.7","30050413"
"991006","5","-19","-5.7","30050414"
"11","5","-3.2","-0.4","30050416"
"12","5","-3.3","-2.1","30050417"
"12","5","-0.4","1","30050418"
"11","5","-0.5","-0.4","30050419"
"12","5","-0.5","-2.1","30050420"
"991005","5","-1.8","1","30050421"
"991005","5","-1.8","-0.8","30050422"
"991005","5","-1.8","-2.3","30050423"
"991005","5","15.2","-13.1","30050424"
"991005","5","15.2","-15.3","30050425"
"991005","5","15.2","-17.4","30050426"
"13","5","16","-14","30050427"
"13","5","16","-16","30050428"
"13","5","16","-18","30050429"
"12","5","7.8","-19.2","30050430"
"13","5","10.6","-22.8","30050431"
"11","5","9.5","-22.7","30050432"
"991001","5","16.5","-4.8","30050433"
"991002","5","17.5","-4.8","30050434"
"991001","5","7.7","1.4","30050435"
"991002","5","8.3","1.4","30050436"
"991002","5","16","1.5","30050437"
"991003","5","15.6","1.3","30050438"
"991001","5","5.5","-17.1","30050439"
"991002","5","6.5","-17.1","30050440"
