b065af52f6db3e6952ec06b0952de14ebb3d4d9566ab3360a5b5173a573f2e1a,49387fd2aed788971c9949f0aa216f0b2d211bc9472345241e92f0386765a9dc,886118258c69cddd5fe8a95122901c01e906d8afd3601d56fe6a7fde4782519f,0d76f04f96aa9d32b23a95f299b8b228af82a45b98576a3f1e36a56b7d6f59a2,709c120ef4b150926a861b011bdb48c2b5cbb7fb9279a17905c942ee51b9da16,6750acc3ae5fb470dc635d1f6162ed73b4a38f3c5fb83de77386cc56d5a5d09f,423cd61b4fb95e9baa7a9d1be51c78995119a81570b2a9e8c8d52f6b91488e66,13b703e55aec0ac1c99d1e810b95d4e3923d06e14be3567559c5a5f82b4a62c6,7487ffa0f327c4110705decdda050e53cf85f61ffd825831b94654f823047d1c,094129ffb1ccecf7513d90ffe0c68f407775903544b62224819b0657d41654f5,7c6b18edcfb2f526b9664f0f069813170fdecd5d5859d569070345b75d53ca85,31453d7d97457fe737b1ffe4c7b4dd323670be4231ceeb61daffd1fe64253769,640036b722122af3e186007fb4c01eea03ced01ccce6e33cd98fc0c095d6e2e5,ec82bad90b1090e6f86be2e6e7d1d2fd5eff4d05d5e63cb1dfe1029b1cbe2627,cc696b4aea59ed8bca8289e3941796b0e21d17658fc976ad8aa9d42449928ca7,12df7630c6e0cdc3ead396be477d12b54c6357ebd4ad573f679c19460159a5ef,d4ea7064602df5dc8a5ed9608207d6ada2853a4ca1174c9ac5ce0cdcf996a929,5ae2f1c14dbf1d9b36eebc7bf03d78c165365dc2656d050dace8219bb3603d86,cde4827c1c3fbc387c33c30806955b955f567cd110d8640ba634aa464a258bfa
"1058","15","15","1915","9","118","0","45","0","0","5","0","5","10","105901","3940","0","0","20"
"1303","16","15","1915","10","146","0","65","0","0","13","0","20","20","105901","4750","0","0","20"
"1564","21","15","1915","11","171","0","85","0","0","16","0","40","20","105901","5450","0","0","40"
"1846","30","15","2015","12","200","0","108","0","0","16","0","50","20","105901","5850","0","0","60"
"2094","36","15","2115","13","241","0","142","0","0","16","0","50","20","105901","6270","0","0","62"
"2383","36","15","2115","14","285","0","178","0","0","16","2","60","20","105901","6470","2","0","64"
"2767","38","15","2215","15","317","0","213","0","0","16","4","60","20","105901","6470","4","3","64"
"3101","38","15","2315","16","360","0","255","0","0","16","4","72","20","105901","6750","4","3","64"
"3367","41","15","2315","17","406","0","307","0","0","16","4","72","20","105901","7440","4","3","64"
"3773","46","15","2315","18","443","0","358","0","0","16","4","84","20","105901","7850","4","3","64"
"4277","48","15","2410","19","496","0","407","0","0","16","4","96","20","105901","7850","4","3","64"
"4753","48","15","2505","20","561","0","471","0","0","16","4","106","20","105901","7885","4","3","64"
"5244","48","15","2505","21","623","0","553","0","0","16","4","116","20","105901","8030","4","3","64"
"5889","48","15","2505","22","692","0","628","0","0","16","4","116","20","105901","8455","4","3","64"
"6653","48","15","2505","23","778","0","698","0","0","16","4","116","20","105901","8770","4","3","64"
"7493","48","15","2505","24","866","0","773","0","0","16","4","116","20","105901","9090","4","3","64"
"8482","48","15","2505","25","948","0","848","0","0","16","4","133","20","105901","9705","4","3","64"
"9597","48","15","2505","26","1026","0","927","0","0","16","4","159","20","105901","10455","4","3","64"
"10847","48","15","2505","27","1098","0","1002","0","0","16","4","177","20","105901","11455","4","3","64"
"11926","48","15","2505","28","1179","0","1083","0","0","16","4","186","20","105901","14495","4","3","64"
"13084","48","15","2505","29","1266","0","1170","0","0","16","4","195","20","105901","17765","4","3","64"
"14587","48","15","2505","30","1351","0","1255","0","0","16","4","213","20","105901","19395","4","3","64"
"16161","48","15","2505","31","1438","0","1342","0","0","16","4","231","20","105901","21185","4","3","64"
"17807","48","15","2505","32","1527","0","1431","0","0","16","4","249","20","105901","23130","4","3","64"
"19551","48","15","2505","33","1618","0","1522","0","0","16","4","266","20","105901","25320","4","3","64"
"21393","48","15","2505","34","1711","0","1615","0","0","16","4","282","20","105901","27920","4","3","64"
"23307","48","15","2505","35","1805","0","1709","0","0","16","4","298","20","105901","30930","4","3","64"
"0","0","0","50","2","0","0","3","0","0","0","0","0","26","106001","55","0","0","0"
"0","0","0","100","3","0","0","7","0","0","0","0","0","94","106001","150","0","0","0"
"0","0","0","100","4","2","0","14","0","0","0","0","0","214","106001","270","0","0","10"
"0","0","0","100","5","2","0","29","0","0","0","0","0","405","106001","450","0","0","10"
"0","0","50","100","6","4","0","42","0","0","0","0","0","634","106001","800","0","0","10"
"0","0","85","100","7","8","0","56","0","0","0","0","0","894","106001","1395","0","0","15"
"0","0","120","100","8","10","0","63","0","0","4","0","0","1286","106001","1560","1","0","30"
"0","0","155","100","9","10","0","70","16","0","9","0","0","1710","106001","1700","2","0","45"
"0","0","170","520","10","11","0","82","40","0","14","0","0","2145","106001","1970","4","0","45"
"0","0","186","740","11","11","0","87","85","0","14","5","0","2657","106001","2130","5","0","45"
"0","0","222","840","12","14","0","92","138","0","14","11","0","3181","106001","2230","6","0","45"
"0","0","242","840","13","19","0","99","200","0","16","17","0","3714","106001","2370","6","0","45"
"0","0","272","960","14","23","0","106","276","0","18","17","0","4294","106001","2510","6","0","45"
"0","0","282","1080","15","31","0","115","346","0","22","17","0","4899","106001","2540","6","0","45"
"0","0","312","1080","16","36","0","123","421","0","22","17","0","5572","106001","2570","6","0","45"
"0","0","342","1080","17","40","0","132","493","0","22","17","0","6300","106001","2570","6","0","45"
"0","0","372","1080","18","46","0","141","582","0","22","17","0","7084","106001","2570","6","0","45"
"0","0","372","1080","19","51","0","148","715","0","22","17","0","7972","106001","2570","6","0","45"
"0","0","372","1080","20","61","0","162","872","0","22","17","0","8893","106001","2570","6","0","45"
"0","0","372","1180","21","67","0","170","1074","0","22","17","0","9912","106001","2570","6","0","45"
"0","0","372","1280","22","72","0","177","1292","0","22","17","0","11109","106001","2570","6","0","45"
"0","0","372","1280","23","78","0","193","1476","0","22","17","0","12432","106001","2570","6","0","45"
"0","0","372","1280","24","84","0","210","1619","0","22","17","0","13907","106001","2570","6","0","45"
"0","0","372","1280","25","90","0","218","1728","0","22","17","0","15617","106001","2570","6","0","45"
"0","0","372","1280","26","96","0","227","1800","0","22","17","0","17457","106001","3030","6","0","45"
"0","0","372","1280","27","102","0","235","1845","0","22","17","0","19492","106001","3030","6","0","45"
"0","0","372","1280","28","107","0","240","1877","0","22","17","0","21690","106001","3030","6","0","45"
"0","0","372","1280","29","111","0","244","1910","0","22","17","0","24012","106001","3490","6","0","45"
"0","0","372","1280","30","115","0","248","1944","0","22","17","0","26533","106001","3490","6","0","45"
"0","0","372","1280","31","119","0","252","1978","0","22","17","0","29112","106001","3950","6","0","45"
"0","0","372","1280","32","123","0","256","2012","0","22","17","0","31854","106001","3950","6","0","45"
"0","0","372","1280","33","127","0","260","2045","0","22","17","0","34687","106001","4450","6","0","45"
"0","0","372","1280","34","131","0","264","2077","0","22","17","0","37669","106001","4950","6","0","45"
"0","0","372","1280","35","135","0","268","2109","0","22","17","0","40856","106001","4950","6","0","45"
"19","0","0","125","2","3","0","0","0","0","0","0","0","0","106101","65","0","0","0"
"67","0","5","200","3","6","0","1","0","0","0","0","0","0","106101","305","0","0","0"
"159","0","25","255","4","11","0","3","0","0","0","0","0","0","106101","705","0","0","0"
"288","3","50","255","5","17","0","7","0","0","0","0","0","0","106101","1275","0","0","5"
"458","3","50","345","6","31","0","12","0","0","0","0","0","0","106101","2185","3","0","5"
"687","3","75","580","7","46","0","18","0","0","0","0","0","0","106101","2855","6","0","5"
"953","3","100","1115","8","59","0","25","0","0","0","0","0","0","106101","3695","6","0","5"
"1326","3","125","1565","9","68","0","32","0","0","5","0","10","0","106101","4230","6","0","5"
"1771","3","140","1715","10","74","0","38","0","0","14","0","40","0","106101","4400","9","5","15"
"2218","5","140","2015","11","78","0","43","0","0","18","0","98","0","106101","4780","9","20","25"
"2680","7","140","2165","12","82","0","45","0","0","20","0","156","0","106101","5250","11","50","25"
"3210","7","165","2285","13","88","0","51","0","0","22","0","225","0","106101","5620","11","63","25"
"3820","7","196","2405","14","93","0","55","0","0","22","0","308","0","106101","5910","11","66","25"
"4464","7","222","2405","15","99","0","61","0","0","22","0","400","0","106101","6160","11","66","25"
"5175","7","222","2405","16","107","0","63","0","0","22","0","504","0","106101","6320","11","69","25"
"5918","7","222","2405","17","113","0","67","0","0","22","0","616","0","106101","6430","11","76","25"
"6729","7","222","2405","18","116","0","72","0","0","22","0","789","0","106101","6560","11","80","25"
"7640","7","222","2405","19","120","0","76","0","0","22","0","950","0","106101","6965","11","80","25"
"8612","12","222","2405","20","126","0","82","0","0","22","0","1079","0","106101","7565","11","80","25"
"9701","17","222","2405","21","132","0","87","0","0","22","0","1246","0","106101","7895","11","80","25"
"11012","17","222","2405","22","138","0","93","0","0","22","0","1419","0","106101","8105","11","80","25"
"12482","17","222","2405","23","143","0","101","0","0","22","0","1554","0","106101","8235","11","80","25"
"14080","17","222","2405","24","143","0","101","0","0","22","0","1664","0","106101","8935","11","80","25"
"15743","17","222","2405","25","156","0","114","0","0","22","0","1761","0","106101","9365","11","80","25"
"17678","17","222","2405","26","156","0","114","0","0","22","0","1828","0","106101","9990","11","80","25"
"19639","17","222","2405","27","169","0","127","0","0","22","0","1868","0","106101","10350","11","80","25"
"21823","17","222","2405","28","169","0","127","0","0","22","0","1899","0","106101","11075","11","80","25"
"24144","17","222","2405","29","174","0","132","0","0","22","0","1931","0","106101","11595","11","80","25"
"26650","17","222","2405","30","179","0","137","0","0","22","0","1964","0","106101","11795","11","80","25"
"29257","17","222","2405","31","179","0","137","0","0","22","0","1997","0","106101","12520","11","80","25"
"31973","17","222","2405","32","185","0","143","0","0","22","0","2030","0","106101","12720","11","80","25"
"34795","17","222","2405","33","191","0","149","0","0","22","0","2062","0","106101","13290","11","80","25"
"37798","17","222","2405","34","197","0","155","0","0","22","0","2093","0","106101","13590","11","80","25"
"40907","17","222","2405","35","203","0","161","0","0","22","0","2124","0","106101","14260","11","80","25"
"17","0","0","50","2","2","0","3","0","0","0","0","0","0","106301","50","0","0","0"
"80","0","10","105","3","3","0","5","0","0","0","0","0","0","106301","140","0","0","0"
"198","0","45","245","4","5","0","7","0","0","0","0","0","0","106301","260","0","0","5"
"353","3","70","405","5","9","0","13","0","0","0","0","0","0","106301","530","0","0","10"
"566","3","85","915","6","16","0","21","0","0","0","0","0","0","106301","1000","0","0","10"
"838","7","85","1520","7","20","0","33","0","0","0","0","0","0","106301","1320","0","0","10"
"1137","7","85","1965","8","31","0","50","0","0","4","0","0","0","106301","1750","0","0","10"
"1515","8","85","2085","9","42","0","67","0","0","13","0","25","0","106301","2000","0","0","10"
"1926","8","85","2265","10","47","0","85","0","0","22","0","70","0","106301","2200","0","5","20"
"2343","15","85","2325","11","47","0","104","0","0","24","0","107","0","106301","2200","0","20","40"
"2805","15","85","2385","12","51","0","117","0","0","26","0","140","0","106301","2570","2","45","40"
"3331","15","110","2385","13","57","0","130","0","0","28","0","189","0","106301","2720","4","58","40"
"3950","15","135","2385","14","64","0","139","0","0","28","0","258","0","106301","2720","6","61","40"
"4617","15","135","2385","15","74","0","146","0","0","28","0","337","0","106301","2720","6","64","40"
"5295","15","135","2385","16","89","0","153","0","0","28","0","394","0","106301","2720","6","72","40"
"6015","15","135","2385","17","102","0","162","0","0","28","0","474","0","106301","2770","6","75","40"
"6765","15","135","2385","18","114","0","181","0","0","28","0","583","0","106301","2820","6","75","40"
"7611","15","135","2385","19","123","0","205","0","0","28","0","693","0","106301","2915","6","75","40"
"8486","15","135","2385","20","141","0","238","0","0","28","0","782","0","106301","3110","6","75","40"
"9505","15","135","2385","21","153","0","267","0","0","28","0","885","0","106301","3300","6","75","40"
"10732","15","135","2385","22","164","0","295","0","0","28","0","982","0","106301","3390","6","75","40"
"12112","15","135","2385","23","176","0","321","0","0","28","0","1055","0","106301","3480","6","75","40"
"13576","15","135","2385","24","186","0","348","0","0","28","0","1130","0","106301","3890","6","75","40"
"15279","15","135","2385","25","194","0","370","0","0","28","0","1204","0","106301","3890","6","75","40"
"17138","15","135","2385","26","200","0","388","0","0","28","0","1254","0","106301","4210","6","75","40"
"19152","15","135","2385","27","205","0","400","0","0","28","0","1288","0","106301","4530","6","75","40"
"21349","15","135","2385","28","211","0","408","0","0","28","0","1316","0","106301","4530","6","75","40"
"23674","15","135","2385","29","218","0","415","0","0","28","0","1347","0","106301","4850","6","75","40"
"26173","15","135","2385","30","226","0","423","0","0","28","0","1379","0","106301","4850","6","75","40"
"28773","15","135","2385","31","229","0","426","0","0","28","0","1411","0","106301","5375","6","75","40"
"31484","15","135","2385","32","232","0","429","0","0","28","0","1443","0","106301","5900","6","75","40"
"34299","15","135","2385","33","241","0","438","0","0","28","0","1474","0","106301","6270","6","75","40"
"37305","15","135","2385","34","250","0","447","0","0","28","0","1504","0","106301","6270","6","75","40"
"40417","15","135","2385","35","259","0","456","0","0","28","0","1534","0","106301","6640","6","75","40"
"25","0","0","25","2","2","0","0","0","0","0","0","0","0","106401","110","0","0","0"
"76","0","0","75","3","5","0","1","0","0","0","0","0","0","106401","380","0","0","0"
"181","0","5","105","4","9","0","2","0","0","0","0","0","0","106401","845","0","0","0"
"330","3","25","105","5","14","0","4","0","0","0","0","0","0","106401","1385","0","0","10"
"540","3","40","195","6","25","0","6","0","0","0","0","0","0","106401","2250","0","0","10"
"787","3","40","665","7","37","0","8","0","0","0","0","0","0","106401","3220","0","0","10"
"1119","3","55","900","8","45","0","10","0","0","0","0","0","0","106401","4110","0","0","10"
"1512","3","95","900","9","54","0","12","0","0","9","0","20","0","106401","4665","0","0","10"
"1968","3","110","900","10","60","0","18","0","0","18","0","50","0","106401","4875","5","0","20"
"2431","5","110","900","11","64","0","23","0","0","22","0","98","0","106401","5295","7","13","30"
"2916","5","110","900","12","70","0","27","0","0","25","0","130","0","106401","6045","9","29","30"
"3446","5","143","900","13","76","0","33","0","0","25","0","163","0","106401","6575","9","45","30"
"4064","5","176","900","14","81","0","37","0","0","25","0","214","0","106401","6995","9","48","30"
"4715","5","196","900","15","87","0","43","0","0","25","0","280","0","106401","7355","9","48","30"
"5417","5","196","900","16","95","0","45","0","0","25","0","374","0","106401","7655","9","51","30"
"6166","5","196","900","17","101","0","49","0","0","25","0","472","0","106401","7905","9","54","30"
"6984","5","196","900","18","104","0","54","0","0","25","0","610","0","106401","8250","9","54","30"
"7870","5","196","900","19","113","0","61","0","0","25","0","745","0","106401","8635","9","54","30"
"8852","5","196","900","20","126","0","66","0","0","25","0","885","0","106401","9115","9","54","30"
"9978","5","196","900","21","132","0","71","0","0","25","0","1036","0","106401","9475","9","54","30"
"11262","5","196","900","22","143","0","79","0","0","25","0","1180","0","106401","9745","9","54","30"
"12726","5","196","900","23","148","0","87","0","0","25","0","1269","0","106401","10130","9","54","30"
"14310","5","196","900","24","148","0","87","0","0","25","0","1346","0","106401","11100","9","54","30"
"16045","5","196","900","25","154","0","96","0","0","25","0","1423","0","106401","11470","9","54","30"
"17952","5","196","900","26","154","0","96","0","0","25","0","1480","0","106401","12395","9","54","30"
"19933","5","196","900","27","159","0","103","0","0","25","0","1516","0","106401","13215","9","54","30"
"22073","5","196","900","28","159","0","103","0","0","25","0","1543","0","106401","14340","9","54","30"
"24351","5","196","900","29","164","0","108","0","0","25","0","1571","0","106401","15260","9","54","30"
"26814","5","196","900","30","169","0","113","0","0","25","0","1600","0","106401","15860","9","54","30"
"29378","5","196","900","31","169","0","113","0","0","25","0","1629","0","106401","16985","9","54","30"
"32041","5","196","900","32","175","0","119","0","0","25","0","1658","0","106401","17685","9","54","30"
"34798","5","196","900","33","181","0","125","0","0","25","0","1686","0","106401","18855","9","54","30"
"37735","5","196","900","34","187","0","131","0","0","25","0","1713","0","106401","19755","9","54","30"
"40778","5","196","900","35","193","0","137","0","0","25","0","1740","0","106401","21025","9","54","30"
"21","1","5","75","2","1","0","0","0","0","0","0","0","0","106501","65","0","0","0"
"75","2","20","125","3","4","0","0","0","0","0","0","0","0","106501","185","0","0","0"
"174","4","55","295","4","7","0","2","0","0","0","0","0","0","106501","365","0","0","0"
"322","7","105","455","5","12","0","4","0","0","0","0","0","0","106501","635","0","0","10"
"541","11","120","845","6","20","0","5","0","0","0","0","0","0","106501","985","3","0","10"
"755","15","145","1425","7","29","0","12","0","0","0","0","0","0","106501","1540","6","0","10"
"1108","15","170","1985","8","37","0","14","0","0","9","0","10","0","106501","1970","9","0","10"
"1537","16","195","1985","9","48","0","17","0","0","23","5","40","0","106501","2220","9","0","10"
"2019","16","195","1985","10","53","0","25","0","0","37","10","100","0","106501","2420","9","0","20"
"2483","18","195","2235","11","60","0","31","0","0","37","15","144","0","106501","2620","9","13","30"
"3005","18","195","2235","12","64","0","37","0","0","37","15","198","0","106501","2990","9","36","30"
"3565","18","220","2235","13","73","0","43","0","0","37","15","257","0","106501","3140","9","49","30"
"4190","18","245","2235","14","85","0","47","0","0","37","15","350","0","106501","3140","9","49","30"
"4817","18","245","2235","15","97","0","57","0","0","37","15","474","0","106501","3140","9","49","30"
"5478","18","245","2235","16","109","0","65","0","0","37","15","616","0","106501","3140","9","52","30"
"6160","18","245","2235","17","119","0","78","0","0","37","15","762","0","106501","3190","9","55","30"
"6928","18","245","2235","18","128","0","90","0","0","37","15","937","0","106501","3240","9","55","30"
"7772","18","245","2235","19","145","0","104","0","0","37","15","1073","0","106501","3335","9","55","30"
"8731","18","245","2235","20","168","0","113","0","0","37","15","1184","0","106501","3530","9","55","30"
"9831","18","245","2235","21","186","0","118","0","0","37","15","1279","0","106501","3840","9","55","30"
"11062","18","245","2235","22","211","0","131","0","0","37","15","1353","0","106501","4050","9","55","30"
"12490","18","245","2235","23","226","0","145","0","0","37","15","1394","0","106501","4260","9","55","30"
"14078","18","245","2235","24","232","0","151","0","0","37","15","1423","0","106501","4875","9","55","30"
"15876","18","245","2235","25","238","0","160","0","0","37","15","1456","0","106501","4875","9","55","30"
"17793","18","245","2235","26","244","0","169","0","0","37","15","1480","0","106501","5195","9","55","30"
"19839","18","245","2235","27","249","0","176","0","0","37","15","1498","0","106501","5515","9","55","30"
"22056","18","245","2235","28","254","0","181","0","0","37","15","1523","0","106501","5515","9","55","30"
"24398","18","245","2235","29","259","0","186","0","0","37","15","1556","0","106501","5835","9","55","30"
"26922","18","245","2235","30","264","0","191","0","0","37","15","1597","0","106501","5835","9","55","30"
"29547","18","245","2235","31","264","0","191","0","0","37","15","1638","0","106501","6360","9","55","30"
"32284","18","245","2235","32","264","0","191","0","0","37","15","1678","0","106501","6885","9","55","30"
"35125","18","245","2235","33","270","0","197","0","0","37","15","1716","0","106501","7255","9","55","30"
"38158","18","245","2235","34","276","0","203","0","0","37","15","1752","0","106501","7255","9","55","30"
"41297","18","245","2235","35","282","0","209","0","0","37","15","1788","0","106501","7625","9","55","30"
"19","0","0","75","2","4","0","0","0","0","0","0","0","0","106601","65","0","0","0"
"71","0","0","125","3","9","0","1","0","0","0","0","0","0","106601","250","0","0","0"
"182","0","5","155","4","16","0","2","0","0","0","0","0","0","106601","535","0","0","0"
"323","0","25","155","5","27","0","7","0","0","0","0","0","0","106601","960","0","0","10"
"552","0","25","245","6","43","0","9","0","0","0","0","0","0","106601","1575","0","0","10"
"833","0","25","715","7","55","0","11","0","0","0","0","0","0","106601","2245","0","0","10"
"1151","0","25","715","8","75","0","19","0","0","0","0","0","0","106601","2765","0","0","10"
"1496","0","50","715","9","93","0","27","0","0","5","0","10","0","106601","3250","4","0","10"
"1912","0","75","715","10","105","0","37","0","0","10","0","45","0","106601","3500","7","0","20"
"2255","5","75","715","11","119","0","54","0","0","13","0","65","0","106601","3850","9","1","50"
"2689","9","75","715","12","132","0","62","0","0","16","0","113","0","106601","4080","9","21","50"
"3121","11","100","715","13","150","0","75","0","0","19","0","158","0","106601","4370","9","31","50"
"3635","11","125","815","14","167","0","90","0","0","19","0","207","0","106601","4530","9","31","50"
"4197","11","137","815","15","183","0","105","0","0","19","0","259","0","106601","4610","11","31","50"
"4758","11","149","815","16","198","0","128","0","0","19","0","316","0","106601","4690","11","34","50"
"5300","11","149","965","17","219","0","147","0","0","19","0","394","0","106601","5170","11","37","50"
"5935","11","149","1115","18","238","0","169","0","0","19","0","461","0","106601","5590","11","37","50"
"6640","11","149","1115","19","259","0","202","0","0","19","0","539","0","106601","5805","11","37","50"
"7405","11","158","1115","20","289","0","232","0","0","19","0","620","0","106601","6000","11","37","50"
"8243","11","158","1115","21","314","0","272","0","0","19","0","715","0","106601","6190","11","37","50"
"9265","11","158","1115","22","339","0","308","0","0","19","0","807","0","106601","6535","11","37","50"
"10490","11","158","1115","23","371","0","329","0","0","19","0","913","0","106601","6865","11","37","50"
"11848","11","158","1115","24","401","0","355","0","0","19","0","986","0","106601","7025","11","37","50"
"13445","11","158","1115","25","423","0","377","0","0","19","0","1041","0","106601","7095","11","37","50"
"14993","11","158","1115","26","449","0","406","0","0","19","0","1065","0","106601","8540","11","37","50"
"16401","11","158","1115","27","478","0","442","0","0","19","0","1083","0","106601","11795","11","37","50"
"17900","11","158","1115","28","507","0","473","0","0","19","0","1104","0","106601","15580","11","37","50"
"19718","11","158","1115","29","539","0","505","0","0","19","0","1126","0","106601","17815","11","37","50"
"21863","11","158","1115","30","571","0","537","0","0","19","0","1149","0","106601","18435","11","37","50"
"24209","11","158","1115","31","593","0","559","0","0","19","0","1172","0","106601","19115","11","37","50"
"26774","11","158","1115","32","606","0","572","0","0","19","0","1195","0","106601","19635","11","37","50"
"29468","11","158","1115","33","620","0","586","0","0","19","0","1217","0","106601","20205","11","37","50"
"32195","11","158","1115","34","643","0","609","0","0","19","0","1238","0","106601","21135","11","37","50"
"35051","11","158","1115","35","666","0","632","0","0","19","0","1259","0","106601","22065","11","37","50"
"0","0","0","50","2","0","0","3","0","0","0","0","0","26","106701","55","0","0","0"
"0","0","0","100","3","0","0","7","0","0","0","0","0","94","106701","150","0","0","0"
"0","0","0","100","4","2","0","14","0","0","0","0","0","214","106701","270","0","0","10"
"0","0","0","100","5","2","0","29","0","0","0","0","0","405","106701","450","0","0","10"
"0","0","50","100","6","4","0","42","0","0","0","0","0","634","106701","800","0","0","10"
"0","0","85","100","7","8","0","56","0","0","0","0","0","894","106701","1395","0","0","15"
"0","0","120","100","8","10","0","66","0","0","4","0","0","1255","106701","1560","1","0","45"
"0","0","155","100","9","14","0","79","16","0","9","0","0","1615","106701","1865","2","0","60"
"0","0","190","520","10","15","0","95","45","0","14","0","0","2003","106701","2225","3","0","60"
"0","0","206","740","11","18","0","105","90","0","14","5","0","2456","106701","2485","4","0","60"
"0","0","242","740","12","21","0","115","145","0","14","13","0","2922","106701","2625","4","0","60"
"0","0","262","740","13","29","0","127","205","0","16","16","0","3403","106701","2865","4","0","60"
"0","0","284","860","14","39","0","144","269","0","18","16","0","3895","106701","3005","4","0","60"
"0","0","294","980","15","53","0","162","325","0","20","16","0","4406","106701","3095","4","0","64"
"0","0","314","980","16","66","0","179","384","0","22","16","0","4974","106701","3125","4","0","64"
"0","0","344","980","17","75","0","196","459","0","22","16","0","5602","106701","3125","4","0","64"
"0","0","354","980","18","85","0","214","563","0","22","16","0","6284","106701","3125","4","0","64"
"0","0","354","980","19","96","0","230","692","0","22","16","0","7060","106701","3125","4","0","64"
"0","0","354","980","20","111","0","251","830","0","22","16","0","7878","106701","3125","4","0","64"
"0","0","354","1080","21","121","0","262","1011","0","22","16","0","8817","106701","3125","4","0","64"
"0","0","354","1180","22","132","0","277","1203","0","22","16","0","9900","106701","3125","4","0","64"
"0","0","354","1180","23","143","0","300","1352","0","22","16","0","11161","106701","3125","4","0","64"
"0","0","354","1180","24","155","0","325","1468","0","22","16","0","12553","106701","3125","4","0","64"
"0","0","354","1180","25","167","0","342","1560","0","22","16","0","14168","106701","3125","4","0","64"
"0","0","354","1180","26","179","0","359","1604","0","22","16","0","15925","106701","3585","4","0","64"
"0","0","354","1180","27","191","0","376","1630","0","22","16","0","17810","106701","4045","4","0","64"
"0","0","354","1180","28","202","0","389","1656","0","22","16","0","19900","106701","4045","4","0","64"
"0","0","354","1180","29","211","0","398","1683","0","22","16","0","22133","106701","4505","4","0","64"
"0","0","354","1180","30","219","0","406","1711","0","22","16","0","24520","106701","4965","4","0","64"
"0","0","354","1180","31","227","0","414","1739","0","22","16","0","27015","106701","5425","4","0","64"
"0","0","354","1180","32","235","0","422","1767","0","22","16","0","29620","106701","5885","4","0","64"
"0","0","354","1180","33","243","0","430","1794","0","22","16","0","32366","106701","6385","4","0","64"
"0","0","354","1180","34","251","0","438","1820","0","22","16","0","35220","106701","7385","4","0","64"
"0","0","354","1180","35","259","0","446","1846","0","22","16","0","38259","106701","7885","4","0","64"
"22","0","0","75","2","2","0","0","0","0","0","0","0","0","106801","95","0","0","0"
"71","0","0","125","3","6","0","2","0","0","0","0","0","0","106801","310","0","0","0"
"176","0","10","155","4","11","0","4","0","0","0","0","0","0","106801","685","0","0","0"
"289","0","20","155","5","20","0","11","0","0","0","0","0","0","106801","1435","0","0","5"
"499","0","35","245","6","31","0","13","0","0","0","0","0","0","106801","2300","0","0","5"
"746","0","35","715","7","43","0","15","0","0","0","0","0","0","106801","3270","0","0","5"
"1040","0","50","715","8","57","0","23","0","0","0","0","0","0","106801","4025","3","0","5"
"1353","0","65","1115","9","71","0","31","0","0","9","0","20","0","106801","4630","7","0","5"
"1729","5","65","1115","10","80","0","40","0","0","18","0","50","0","106801","4990","12","0","30"
"2167","5","65","1115","11","88","0","49","0","0","18","0","92","0","106801","5610","17","3","40"
"2601","5","65","1115","12","98","0","56","0","0","21","0","134","0","106801","6380","17","19","40"
"3016","7","98","1115","13","110","0","70","0","0","24","0","157","0","106801","6970","17","32","40"
"3540","7","131","1115","14","123","0","81","0","0","24","0","198","0","106801","7430","17","32","40"
"4115","7","143","1115","15","136","0","92","0","0","24","0","264","0","106801","7730","17","32","40"
"4663","7","155","1165","16","151","0","111","0","0","24","0","345","0","106801","7970","17","35","40"
"5186","7","155","1215","17","176","0","133","0","0","24","0","433","0","106801","8335","17","38","40"
"5759","7","155","1215","18","207","0","151","0","0","24","0","537","0","106801","8885","17","38","40"
"6400","7","170","1215","19","236","0","171","0","0","24","0","656","0","106801","9605","17","38","40"
"7112","7","205","1215","20","265","0","194","0","0","24","0","775","0","106801","10275","17","38","40"
"7902","7","245","1215","21","296","0","218","0","0","24","0","896","0","106801","10935","17","38","40"
"8811","7","285","1215","22","332","0","248","0","0","24","0","1004","0","106801","11705","17","38","40"
"9937","7","305","1215","23","367","0","278","0","0","24","0","1075","0","106801","12390","17","38","40"
"11298","7","305","1215","24","390","0","300","0","0","24","0","1136","0","106801","13070","17","38","40"
"12896","7","305","1215","25","404","0","319","0","0","24","0","1199","0","106801","13590","17","38","40"
"14707","7","305","1215","26","410","0","328","0","0","24","0","1238","0","106801","14415","17","38","40"
"16603","7","305","1215","27","415","0","335","0","0","24","0","1262","0","106801","15660","17","38","40"
"18627","7","305","1215","28","420","0","342","0","0","24","0","1286","0","106801","16905","17","38","40"
"20732","7","305","1215","29","435","0","357","0","0","24","0","1311","0","106801","18090","17","38","40"
"22861","7","305","1215","30","465","0","387","0","0","24","0","1337","0","106801","19010","17","38","40"
"25192","7","305","1215","31","485","0","407","0","0","24","0","1363","0","106801","19990","17","38","40"
"27743","7","305","1215","32","490","0","412","0","0","24","0","1389","0","106801","21335","17","38","40"
"30404","7","305","1215","33","490","0","412","0","0","24","0","1414","0","106801","22985","17","38","40"
"33097","7","305","1215","34","505","0","427","0","0","24","0","1438","0","106801","24470","17","38","40"
"35969","7","305","1215","35","520","0","442","0","0","24","0","1462","0","106801","25955","17","38","40"
"22","0","0","75","2","2","0","0","0","0","0","0","0","0","106901","95","0","0","0"
