778118de4d99a027cb891297221c91bb944f8d1959d30e0bf91265c64bd8598d,be0a83edcaffeddda713557331378fa9f5b688efb6a393aff5b6df84be20e1f1,497fc75047c82ddfac8f716e45e6314515b9da91d198179752a93be6d2701213,d854722957783cff4b09aadeb3b1cbf79fa2a4e3c4eadf2fec41f32d37b51a51,ee316bd1da47f2521e0ba8d9f814a0c65f2591c1722233b1d1734ddab56dad13,1be53dbb6644d5296905561a2f38151f42e6ae6bbd1d8473e75418834d0cc9bb,e8d86d885e35a6b5dd0fb83a085628372ac1c7dafa4d3916f9540a258eed1ea2,2e0f35a36baf7ba7cf5ff3645d40311ed327099797c135bfcb6c40ef3aad7760,068b1457f0b0e846bba2a846cc64090f078882a8795d90f7ea65a50273134998,54cd0fdb300bf89ebb44b5a23e1a5c3f2be8eb2c142bb081ee36c8574d3dad11,f4eca1ff71f1f182eb769a94d76e2aae6be65940f06bf0ebdfc9186bb4fe13ee,7129047db7220bad945ffba2ed3e7ece3ffa3e91f1977d81481fb9f7750d1069,748a46d0b08fde8ce8bcae9783824137db787e55e74ebacb3e5b8f440a1496f2,123aaffb34cf937678c10db22081fcc6a346711b5c6b2d4a8b3e4faa8d84ba60,f2d2fe03fda29de369b57156a6561a3068671b67c1090ec8900ca8247fce2d67,dca3698ead003dbf224959ffa0424d3c028b84763341ed0bce31c7fa58a092a2,5a0a039237d7707238d1e74830280dc5074c6cf4d570959aa5c42bcc31b23197,ccf45ca90e684c21276b090435bd0d744ffb3e623be55c3fbd2f19802f7eea3d,962a6390006fde2711558d780655d3cc8bd6f23aa1fd61972447c797174e9370
"12340","0","0","11","20","1495","15","232","479","18","19","73","5","379","0","26","39","104701","4074"
"12850","0","0","11","20","1590","15","270","540","18","20","108","5","433","0","26","39","104701","4525"
"13465","0","0","11","20","1590","15","306","605","18","21","148","5","490","0","26","39","104701","5028"
"14570","0","0","11","20","1590","15","340","677","18","22","188","5","556","0","26","39","104701","5577"
"15910","0","0","11","20","1590","15","370","762","18","23","208","5","637","0","26","39","104701","6144"
"17010","0","0","11","20","1590","15","402","860","18","24","208","5","726","0","26","39","104701","6760"
"18520","0","0","11","20","1590","15","432","965","18","25","208","5","818","0","26","39","104701","7442"
"20185","0","0","11","20","1590","15","456","1052","18","26","208","5","904","0","26","39","104701","8375"
"21585","0","0","11","20","1590","15","480","1120","18","27","208","5","979","0","26","39","104701","9597"
"25025","0","0","11","20","1590","15","495","1197","18","28","208","5","1058","0","26","39","104701","10658"
"30785","0","0","11","20","1590","15","501","1286","18","29","208","5","1147","0","26","39","104701","11517"
"37060","0","0","11","20","1590","15","507","1380","18","30","208","5","1241","0","26","39","104701","12413"
"43625","0","0","11","20","1590","15","513","1478","18","31","208","5","1339","0","26","39","104701","13346"
"50660","0","0","11","20","1590","15","519","1579","18","32","208","5","1440","0","26","39","104701","14306"
"58410","0","0","11","20","1590","15","525","1682","18","33","208","5","1543","0","26","39","104701","15311"
"66940","0","0","11","20","1590","15","531","1787","18","34","208","5","1648","0","26","39","104701","16372"
"76180","0","0","11","20","1590","15","537","1893","18","35","208","5","1754","0","26","39","104701","17471"
"85980","0","0","11","20","1590","15","543","2000","18","36","208","5","1861","0","26","39","104701","18607"
"96245","0","0","11","20","1590","15","549","2109","18","37","208","5","1970","0","26","39","104701","19780"
"107000","0","0","11","20","1590","15","555","2219","18","38","208","5","2080","0","26","39","104701","20991"
"65","0","0","0","0","50","0","0","3","0","2","0","0","0","0","1","0","104801","18"
"250","0","0","0","0","100","0","0","10","0","3","0","0","1","0","1","0","104801","58"
"590","0","0","0","0","125","0","0","19","0","4","0","0","3","0","1","0","104801","153"
"1045","0","0","0","0","125","0","0","32","0","5","0","0","7","0","4","0","104801","285"
"1785","0","0","0","0","125","0","0","50","0","6","0","0","16","0","4","0","104801","458"
"2280","0","0","0","0","125","0","0","68","0","7","0","0","22","0","8","0","104801","714"
"3360","0","0","0","0","125","0","0","93","0","8","0","0","33","0","8","0","104801","935"
"4270","0","0","0","10","125","0","5","112","5","9","0","0","44","0","13","15","104801","1189"
"4490","0","0","3","10","125","0","25","124","13","10","0","0","55","0","18","40","104801","1569"
"4790","0","0","7","10","125","0","67","139","13","11","0","0","73","0","18","50","104801","1981"
"5180","0","0","9","10","125","11","89","153","13","12","0","0","88","0","25","60","104801","2369"
"5370","0","0","9","10","125","21","119","182","16","13","0","0","109","0","27","62","104801","2739"
"5540","0","0","11","10","125","21","154","215","16","14","25","3","136","0","27","62","104801","3096"
"5610","0","0","11","10","325","24","190","242","16","15","25","3","165","0","27","62","104801","3539"
"5910","0","0","11","10","375","24","218","274","16","16","25","3","191","0","29","62","104801","3991"
"6395","0","0","11","10","425","27","247","311","16","17","25","3","224","0","32","62","104801","4398"
"6930","0","0","11","10","425","27","296","355","16","18","25","3","259","0","32","62","104801","4852"
"7325","0","0","11","10","520","27","334","399","16","19","40","3","294","0","32","62","104801","5416"
"7800","0","0","11","10","520","27","384","448","16","20","75","3","336","0","32","62","104801","5990"
"8385","0","0","11","10","520","27","425","499","16","21","124","3","386","0","32","62","104801","6591"
"9345","0","0","11","10","520","27","469","564","16","22","164","3","439","0","32","62","104801","7251"
"10370","0","0","11","10","520","27","499","639","16","23","184","3","505","0","32","62","104801","7978"
"11530","0","0","11","10","520","27","535","719","16","24","184","3","570","0","32","62","104801","8796"
"12295","0","0","11","10","520","27","570","787","16","25","184","3","630","0","32","62","104801","9905"
"12820","0","0","11","10","520","27","611","834","16","26","184","3","683","0","32","62","104801","11323"
"13465","0","0","11","10","520","27","638","878","16","27","184","3","732","0","32","62","104801","12879"
"14185","0","0","11","10","520","27","665","924","16","28","184","3","780","0","32","62","104801","14550"
"15060","0","0","11","10","520","27","695","975","16","29","184","3","831","0","32","62","104801","16326"
"16015","0","0","11","10","520","27","726","1028","16","30","184","3","884","0","32","62","104801","18219"
"17050","0","0","11","10","520","27","757","1082","16","31","184","3","938","0","32","62","104801","20202"
"18160","0","0","11","10","520","27","788","1137","16","32","184","3","993","0","32","62","104801","22275"
"19540","0","0","11","10","520","27","818","1193","16","33","184","3","1049","0","32","62","104801","24454"
"21160","0","0","11","10","520","27","846","1251","16","34","184","3","1107","0","32","62","104801","26750"
"22950","0","0","11","10","520","27","874","1309","16","35","184","3","1165","0","32","62","104801","29155"
"24910","0","0","11","10","520","27","902","1368","16","36","184","3","1224","0","32","62","104801","31641"
"26945","0","0","11","10","520","27","930","1429","16","37","184","3","1285","0","32","62","104801","34208"
"29145","0","0","11","10","520","27","958","1490","16","38","184","3","1346","0","32","62","104801","36861"
"95","0","0","0","0","75","0","0","3","0","2","0","0","0","0","0","0","104901","19"
"305","0","0","0","0","125","0","0","7","0","3","0","0","2","0","0","0","104901","70"
"735","0","0","0","0","180","0","0","13","0","4","5","0","5","0","0","0","104901","162"
"1275","0","0","0","0","180","0","0","20","0","5","25","0","8","0","3","10","104901","300"
"2265","0","0","0","0","270","0","0","33","0","6","25","0","17","0","3","10","104901","462"
"3180","0","0","0","0","505","0","0","47","0","7","25","0","27","0","3","10","104901","683"
"4530","0","0","0","0","740","0","0","67","0","8","40","0","36","0","3","10","104901","879"
"5185","0","0","4","10","740","0","10","83","9","9","55","0","49","0","8","25","104901","1126"
"5995","0","0","6","10","740","0","40","102","18","10","55","0","61","0","13","40","104901","1417"
"6555","0","0","12","10","740","3","60","119","18","11","55","0","83","0","13","60","104901","1737"
"7315","0","0","12","10","840","9","70","145","18","12","55","0","107","0","18","80","104901","1995"
"7995","0","0","12","10","940","12","70","178","18","13","63","0","134","0","22","82","104901","2284"
"8465","0","0","12","10","940","12","84","220","18","14","71","3","166","0","22","84","104901","2566"
"8755","0","0","12","10","1040","15","98","257","18","15","71","5","202","0","22","84","104901","2903"
"9045","0","0","12","10","1190","15","122","294","18","16","71","5","239","0","24","84","104901","3271"
"9470","0","0","12","10","1240","15","152","342","18","17","71","5","281","0","27","84","104901","3591"
"10030","0","0","12","10","1240","15","189","395","18","18","71","5","323","0","30","84","104901","3949"
"10655","0","0","12","10","1335","15","230","452","18","19","86","5","371","0","30","84","104901","4356"
"11165","0","0","12","10","1430","15","268","513","18","20","121","5","425","0","30","84","104901","4807"
"11780","0","0","12","10","1430","15","304","578","18","21","161","5","482","0","30","84","104901","5310"
"12885","0","0","12","10","1430","15","338","650","18","22","201","5","548","0","30","84","104901","5859"
"14225","0","0","12","10","1430","15","368","735","18","23","221","5","629","0","30","84","104901","6426"
"15325","0","0","12","10","1430","15","400","833","18","24","221","5","718","0","30","84","104901","7042"
"16835","0","0","12","10","1430","15","430","938","18","25","221","5","810","0","30","84","104901","7724"
"18500","0","0","12","10","1430","15","454","1025","18","26","221","5","896","0","30","84","104901","8657"
"19900","0","0","12","10","1430","15","478","1093","18","27","221","5","971","0","30","84","104901","9879"
"23340","0","0","12","10","1430","15","493","1170","18","28","221","5","1050","0","30","84","104901","10940"
"29100","0","0","12","10","1430","15","499","1259","18","29","221","5","1139","0","30","84","104901","11799"
"35375","0","0","12","10","1430","15","505","1353","18","30","221","5","1233","0","30","84","104901","12695"
"41940","0","0","12","10","1430","15","511","1451","18","31","221","5","1331","0","30","84","104901","13628"
"48975","0","0","12","10","1430","15","517","1552","18","32","221","5","1432","0","30","84","104901","14588"
"56725","0","0","12","10","1430","15","523","1655","18","33","221","5","1535","0","30","84","104901","15593"
"65255","0","0","12","10","1430","15","529","1760","18","34","221","5","1640","0","30","84","104901","16654"
"74495","0","0","12","10","1430","15","535","1866","18","35","221","5","1746","0","30","84","104901","17753"
"84295","0","0","12","10","1430","15","541","1973","18","36","221","5","1853","0","30","84","104901","18889"
"94560","0","0","12","10","1430","15","547","2082","18","37","221","5","1962","0","30","84","104901","20062"
"105315","0","0","12","10","1430","15","553","2192","18","38","221","5","2072","0","30","84","104901","21273"
"55","0","0","0","26","50","0","0","0","0","2","0","0","3","0","0","0","105001","0"
"150","0","0","0","94","100","0","0","0","0","3","0","0","7","0","0","0","105001","0"
"270","0","0","0","214","100","0","0","2","0","4","0","0","14","0","0","10","105001","0"
"360","0","0","0","415","100","0","0","2","0","5","25","0","25","0","0","10","105001","0"
"710","0","0","0","644","100","0","0","4","0","6","75","0","38","0","0","10","105001","0"
"1305","0","0","0","904","100","0","0","8","0","7","110","0","52","0","0","15","105001","0"
"1470","0","0","1","1296","100","0","0","10","4","8","145","0","59","0","0","30","105001","0"
"1610","16","0","2","1720","100","0","0","10","9","9","180","0","66","0","0","45","105001","0"
"1880","40","0","4","2155","520","0","0","11","14","10","195","0","78","0","0","45","105001","0"
"2040","85","0","5","2667","740","0","0","11","14","11","211","5","83","0","0","45","105001","0"
"2140","138","0","6","3191","840","0","0","14","14","12","247","11","88","0","0","45","105001","0"
"2280","200","0","6","3724","840","0","0","19","16","13","267","17","95","0","0","45","105001","0"
"2420","276","0","6","4304","960","0","0","23","18","14","297","17","102","0","0","45","105001","0"
"2450","346","0","6","4909","1080","0","0","31","22","15","307","17","111","0","0","45","105001","0"
"2480","421","0","6","5582","1080","0","0","36","22","16","337","17","119","0","0","45","105001","0"
"2480","493","0","6","6310","1080","0","0","40","22","17","367","17","128","0","0","45","105001","0"
"2480","582","0","6","7094","1080","0","0","46","22","18","397","17","137","0","0","45","105001","0"
"2480","715","0","6","7982","1080","0","0","51","22","19","397","17","144","0","0","45","105001","0"
"2480","872","0","6","8903","1080","0","0","61","22","20","397","17","158","0","0","45","105001","0"
"2480","1074","0","6","9922","1180","0","0","67","22","21","397","17","166","0","0","45","105001","0"
"2480","1292","0","6","11119","1280","0","0","72","22","22","397","17","173","0","0","45","105001","0"
"2480","1476","0","6","12442","1280","0","0","78","22","23","397","17","189","0","0","45","105001","0"
"2480","1619","0","6","13917","1280","0","0","84","22","24","397","17","206","0","0","45","105001","0"
"2480","1728","0","6","15627","1280","0","0","90","22","25","397","17","214","0","0","45","105001","0"
"2940","1800","0","6","17467","1280","0","0","96","22","26","397","17","223","0","0","45","105001","0"
"2940","1845","0","6","19502","1280","0","0","102","22","27","397","17","231","0","0","45","105001","0"
"2940","1877","0","6","21700","1280","0","0","107","22","28","397","17","236","0","0","45","105001","0"
"3400","1910","0","6","24022","1280","0","0","111","22","29","397","17","240","0","0","45","105001","0"
"3400","1944","0","6","26543","1280","0","0","115","22","30","397","17","244","0","0","45","105001","0"
"3860","1978","0","6","29122","1280","0","0","119","22","31","397","17","248","0","0","45","105001","0"
"3860","2012","0","6","31864","1280","0","0","123","22","32","397","17","252","0","0","45","105001","0"
"4360","2045","0","6","34697","1280","0","0","127","22","33","397","17","256","0","0","45","105001","0"
"4860","2077","0","6","37679","1280","0","0","131","22","34","397","17","260","0","0","45","105001","0"
"4860","2109","0","6","40866","1280","0","0","135","22","35","397","17","264","0","0","45","105001","0"
"4860","2141","0","6","44165","1280","0","0","139","22","36","397","17","268","0","0","45","105001","0"
"5360","2173","0","6","47509","1280","0","0","144","22","37","397","17","273","0","0","45","105001","0"
"5860","2205","0","6","50957","1280","0","0","149","22","38","397","17","278","0","0","45","105001","0"
"60","0","0","0","0","50","0","0","3","0","2","0","0","0","0","0","0","105101","26"
"330","0","0","0","0","100","0","0","6","0","3","0","0","1","0","0","0","105101","77"
"675","0","0","0","0","160","0","0","9","0","4","10","0","1","0","0","0","105101","200"
"1215","0","0","0","0","160","0","0","16","0","5","30","0","4","0","3","10","105101","338"
"2080","0","0","0","0","340","0","0","30","0","6","30","0","6","0","3","10","105101","541"
"3050","0","0","0","0","810","0","0","42","0","7","30","0","8","0","3","10","105101","788"
"4075","0","0","0","0","1045","0","0","55","0","8","45","0","15","0","3","10","105101","1059"
"5135","0","0","0","10","1445","0","10","72","9","9","60","0","25","0","3","10","105101","1306"
"5825","0","0","5","10","1445","0","30","90","18","10","85","0","36","0","3","10","105101","1637"
"6535","0","0","8","10","1445","3","60","108","18","11","85","0","58","0","3","30","105101","1942"
"7455","0","0","8","10","1545","9","92","132","18","12","85","0","76","0","3","30","105101","2280"
"7945","0","0","8","10","1545","22","125","146","21","13","118","0","86","0","3","30","105101","2725"
"8375","0","0","8","10","1545","22","166","164","21","14","151","1","100","0","3","30","105101","3205"
"8745","0","0","8","10","1545","22","232","183","21","15","151","1","115","0","3","30","105101","3732"
"8965","0","0","8","10","1545","25","313","198","21","16","163","1","135","0","3","30","105101","4280"
"9335","0","0","8","10","1545","28","401","213","21","17","163","1","167","0","3","30","105101","4803"
"9820","0","0","8","10","1545","28","505","228","21","18","163","1","202","0","3","30","105101","5376"
"10265","0","0","8","10","1545","28","624","249","21","19","163","1","231","0","3","30","105101","6054"
"10590","0","0","8","10","1545","28","743","272","21","20","163","1","261","0","3","30","105101","6827"
"10875","0","0","8","10","1545","28","874","290","21","21","163","1","285","0","3","30","105101","7751"
"11090","0","0","8","10","1545","28","992","306","21","22","163","1","298","0","3","30","105101","8934"
"11435","0","0","8","10","1545","28","1063","330","21","23","163","1","317","0","3","30","105101","10224"
"12115","0","0","8","10","1545","28","1124","353","21","24","163","1","339","0","3","30","105101","11585"
"12635","0","0","8","10","1545","28","1187","367","21","25","163","1","358","0","3","30","105101","13183"
"13460","0","0","8","10","1545","28","1226","373","21","26","163","1","367","0","3","30","105101","14994"
"14705","0","0","8","10","1545","28","1250","378","21","27","163","1","374","0","3","30","105101","16890"
"15950","0","0","8","10","1545","28","1274","383","21","28","163","1","381","0","3","30","105101","18914"
"17135","0","0","8","10","1545","28","1299","398","21","29","163","1","396","0","3","30","105101","21019"
"18055","0","0","8","10","1545","28","1325","428","21","30","163","1","426","0","3","30","105101","23148"
"18715","0","0","8","10","1545","28","1360","453","21","31","163","1","451","0","3","30","105101","25460"
"19215","0","0","8","10","1545","28","1404","473","21","32","163","1","471","0","3","30","105101","27946"
"20340","0","0","8","10","1545","28","1438","483","21","33","163","1","481","0","3","30","105101","30561"
"21825","0","0","8","10","1545","28","1462","498","21","34","163","1","496","0","3","30","105101","33254"
"22785","0","0","8","10","1545","28","1494","524","21","35","163","1","522","0","3","30","105101","36071"
"23385","0","0","8","10","1545","28","1534","547","21","36","163","1","545","0","3","30","105101","39064"
"23985","0","0","8","10","1545","28","1574","571","21","37","163","1","569","0","3","30","105101","42157"
"24585","0","0","8","10","1545","28","1614","595","21","38","163","1","593","0","3","30","105101","45353"
"95","0","0","0","0","50","0","0","3","0","2","0","0","0","0","1","0","105201","14"
"355","0","0","0","0","100","0","0","8","0","3","0","0","1","0","1","0","105201","55"
"870","0","0","0","0","150","0","0","18","0","4","0","0","4","0","1","0","105201","122"
"1575","0","0","0","0","150","0","0","31","0","5","0","0","9","0","4","0","105201","222"
"2630","0","0","0","0","150","0","0","49","0","6","0","0","21","0","4","0","105201","344"
"3700","0","0","0","0","385","0","0","64","0","7","0","0","27","0","4","0","105201","563"
"4995","0","0","0","0","385","0","0","90","0","8","15","0","45","0","4","0","105201","707"
"5860","0","0","4","10","785","0","10","113","9","9","15","0","66","0","4","0","105201","888"
"6880","0","0","6","20","1185","0","25","139","14","10","15","0","87","0","4","0","105201","1103"
"7900","0","0","7","20","1185","3","35","168","17","11","15","0","120","0","4","10","105201","1288"
"8640","0","0","8","20","1285","6","45","205","17","12","15","0","153","0","4","20","105201","1501"
"9160","0","0","8","20","1485","6","45","252","17","13","23","0","189","0","6","22","105201","1713"
"9430","0","0","8","20","1585","6","49","301","17","14","23","3","229","0","6","24","105201","1947"
"9610","0","0","10","20","1685","6","59","348","17","15","23","6","272","0","6","24","105201","2205"
"9910","0","0","10","20","1835","6","73","393","17","16","23","6","319","0","6","24","105201","2499"
"10405","0","0","10","20","1885","6","89","446","17","17","23","6","361","0","9","24","105201","2793"
"11155","0","0","10","20","1885","6","110","502","17","18","23","6","403","0","12","24","105201","3123"
"11550","0","0","10","20","1980","6","110","566","17","19","38","6","455","0","12","24","105201","3522"
"11930","0","0","10","20","2075","6","120","637","17","20","73","6","512","0","12","24","105201","3937"
"12450","0","0","10","20","2075","6","130","708","17","21","113","6","581","0","12","24","105201","4373"
"13430","0","0","10","20","2075","6","130","793","17","22","153","6","660","0","12","24","105201","4823"
"14515","0","0","10","20","2075","6","130","897","17","23","173","6","749","0","12","24","105201","5299"
"15345","0","0","10","20","2075","6","130","1010","17","24","173","6","842","0","12","24","105201","5866"
"16655","0","0","10","20","2075","6","130","1126","17","25","173","6","934","0","12","24","105201","6530"
"18545","0","0","10","20","2075","6","130","1212","17","26","173","6","1007","0","12","24","105201","7519"
"21880","0","0","10","20","2075","6","130","1281","17","27","173","6","1076","0","12","24","105201","8560"
"26730","0","0","10","20","2075","6","130","1367","17","28","173","6","1164","0","12","24","105201","9380"
"32090","0","0","10","20","2075","6","130","1460","17","29","173","6","1257","0","12","24","105201","10247"
"37965","0","0","10","20","2075","6","130","1558","17","30","173","6","1355","0","12","24","105201","11151"
"44130","0","0","10","20","2075","6","130","1660","17","31","173","6","1457","0","12","24","105201","12092"
"50665","0","0","10","20","2075","6","130","1765","17","32","173","6","1562","0","12","24","105201","13071"
"57815","0","0","10","20","2075","6","130","1872","17","33","173","6","1669","0","12","24","105201","14106"
"65745","0","0","10","20","2075","6","130","1981","17","34","173","6","1778","0","12","24","105201","15197"
"74385","0","0","10","20","2075","6","130","2091","17","35","173","6","1888","0","12","24","105201","16326"
"83585","0","0","10","20","2075","6","130","2202","17","36","173","6","1999","0","12","24","105201","17492"
"93250","0","0","10","20","2075","6","130","2315","17","37","173","6","2112","0","12","24","105201","18695"
"103405","0","0","10","20","2075","6","130","2429","17","38","173","6","2226","0","12","24","105201","19936"
"95","0","0","0","0","75","0","0","2","0","2","0","0","0","0","0","0","105301","22"
"350","0","0","0","0","125","0","0","4","0","3","5","0","0","0","0","0","105301","76"
"805","0","0","0","0","175","0","0","10","0","4","20","0","3","0","0","0","105301","157"
"1525","0","0","0","0","175","0","0","15","0","5","20","0","7","0","3","0","105301","293"
"2525","0","0","3","0","175","0","0","26","0","6","20","0","12","0","3","0","105301","470"
"3300","0","0","6","0","545","0","0","39","0","7","20","0","18","0","3","0","105301","706"
"4025","0","0","6","0","545","0","0","50","0","8","60","0","24","0","3","0","105301","1020"
"4690","0","0","10","0","845","0","20","66","9","9","60","0","36","0","4","0","105301","1309"
"5340","0","0","12","10","995","0","40","79","14","10","60","0","54","0","5","10","105301","1634"
"6260","0","0","12","10","1395","18","68","98","14","11","60","0","61","0","7","10","105301","1952"
"7070","0","0","12","10","1795","41","98","115","14","12","60","0","69","0","7","20","105301","2295"
"7550","0","0","12","10","1995","51","131","140","16","13","93","0","87","0","7","20","105301","2648"
"8070","0","0","12","10","2115","51","175","165","16","14","93","0","110","0","9","22","105301","3046"
"8240","0","0","12","10","2115","51","243","186","16","15","111","2","130","0","9","22","105301","3532"
"8400","0","0","12","10","2215","54","318","210","16","16","111","2","160","0","9","22","105301","3995"
"8740","0","0","12","10","2215","54","377","239","16","17","111","2","201","0","9","22","105301","4428"
"9175","0","0","12","10","2215","58","466","263","16","18","111","2","247","0","12","22","105301","4882"
"9465","0","0","12","10","2215","58","568","297","16","19","111","2","289","0","12","22","105301","5457"
"9870","0","0","12","10","2310","58","642","335","16","20","111","2","334","0","12","22","105301","6089"
"10035","0","0","12","10","2310","58","726","370","16","21","111","2","374","0","17","22","105301","6853"
"10295","0","0","12","10","2310","58","840","405","16","22","111","2","405","0","17","22","105301","7848"
"10870","0","0","12","10","2310","58","924","450","16","23","111","2","444","0","17","22","105301","8901"
"11290","0","0","12","10","2310","58","995","497","16","24","111","2","490","0","17","22","105301","10046"
"11710","0","0","12","10","2310","58","1052","537","16","25","111","2","534","0","17","22","105301","11402"
"12730","0","0","12","10","2310","58","1084","569","16","26","111","2","569","0","17","22","105301","12934"
"14230","0","0","12","10","2310","58","1101","600","16","27","111","2","602","0","17","22","105301","14543"
"15820","0","0","12","10","2310","58","1118","632","16","28","111","2","636","0","17","22","105301","16262"
"17425","0","0","12","10","2310","58","1136","675","16","29","111","2","679","0","17","22","105301","18044"
"18920","0","0","12","10","2310","58","1154","735","16","30","111","2","739","0","17","22","105301","19811"
"20555","0","0","12","10","2310","58","1172","786","16","31","111","2","790","0","17","22","105301","21763"
"22635","0","0","12","10","2310","58","1190","823","16","32","111","2","827","0","17","22","105301","23915"
"24840","0","0","12","10","2310","58","1207","862","16","33","111","2","866","0","17","22","105301","26177"
"27050","0","0","12","10","2310","58","1224","916","16","34","111","2","920","0","17","22","105301","28453"
"29500","0","0","12","10","2310","58","1241","971","16","35","111","2","975","0","17","22","105301","30821"
"32120","0","0","12","10","2310","58","1258","1027","16","36","111","2","1031","0","17","22","105301","33269"
"34900","0","0","12","10","2310","58","1275","1093","16","37","111","2","1097","0","17","22","105301","35709"
"37815","0","0","12","10","2310","58","1292","1151","16","38","111","2","1155","0","17","22","105301","38323"
"65","0","0","0","0","75","0","0","2","0","2","10","0","0","0","1","0","105401","13"
"245","0","0","0","0","150","0","0","5","0","3","25","0","0","0","1","0","105401","65"
"480","0","0","0","0","315","0","0","9","0","4","55","0","3","0","3","0","105401","153"
"870","0","0","0","0","475","0","0","15","0","5","95","0","7","0","6","5","105401","281"
"1400","0","0","3","0","775","0","0","23","0","6","110","0","11","0","10","5","105401","467"
"2130","0","0","6","0","1590","0","0","35","0","7","135","0","14","0","10","5","105401","681"
"2830","0","0","6","0","1915","0","10","51","9","8","160","0","25","0","10","5","105401","955"
"3940","0","0","6","10","1915","0","30","68","23","9","160","5","39","0","15","20","105401","1174"
"4440","0","0","6","10","1915","0","80","82","37","10","160","10","50","0","15","20","105401","1586"
"5040","0","0","6","10","2165","3","128","92","37","11","160","10","58","0","15","30","105401","2025"
"5610","0","0","6","10","2415","26","172","103","37","12","160","10","60","0","15","30","105401","2477"
"6000","0","0","6","10","2415","46","212","128","37","13","160","10","80","0","17","32","105401","2825"
"6240","0","0","6","10","2415","46","255","158","37","14","185","12","105","0","19","32","105401","3197"
"6240","0","0","6","10","2515","46","335","183","37","15","197","12","133","0","19","32","105401","3647"
"6290","0","0","6","10","2515","51","435","208","37","16","197","12","154","0","19","32","105401","4150"
"6350","0","0","6","10","2665","59","522","234","37","17","197","12","175","0","22","32","105401","4665"
"6400","0","0","6","10","2815","59","621","266","37","18","197","12","205","0","24","32","105401","5207"
"6400","0","0","6","10","2910","59","701","300","37","19","197","12","236","0","26","32","105401","5862"
"6530","0","0","6","10","2910","59","741","340","37","20","197","12","265","0","26","32","105401","6618"
"6860","0","0","6","10","2910","59","782","384","37","21","197","12","307","0","26","32","105401","7363"
"7385","0","0","6","10","2910","59","844","435","37","22","197","12","359","0","26","32","105401","8171"
"7385","0","0","6","10","2910","59","892","491","37","23","197","12","409","0","26","32","105401","9196"
"7795","0","0","6","10","2910","59","903","540","37","24","197","12","456","0","26","32","105401","10356"
"8410","0","0","6","10","2910","59","938","585","37","25","197","12","506","0","26","32","105401","11647"
"10210","0","0","6","10","2910","59","970","637","37","26","197","12","566","0","26","32","105401","12866"
"13910","0","0","6","10","2910","59","979","691","37","27","197","12","629","0","26","32","105401","13968"
"18215","0","0","6","10","2910","59","995","746","37","28","197","12","688","0","26","32","105401","15141"
"21125","0","0","6","10","2910","59","1018","806","37","29","197","12","748","0","26","32","105401","16601"
"22500","0","0","6","10","2910","59","1042","867","37","30","197","12","809","0","26","32","105401","18370"
"24015","0","0","6","10","2910","59","1066","919","37","31","197","12","861","0","26","32","105401","20322"
"25870","0","0","6","10","2910","59","1089","957","37","32","197","12","899","0","26","32","105401","22486"
"28100","0","0","6","10","2910","59","1111","990","37","33","197","12","932","0","26","32","105401","24753"
"30405","0","0","6","10","2910","59","1132","1039","37","34","197","12","981","0","26","32","105401","27015"
"32880","0","0","6","10","2910","59","1153","1088","37","35","197","12","1030","0","26","32","105401","29437"
"35525","0","0","6","10","2910","59","1174","1138","37","36","197","12","1080","0","26","32","105401","31939"
"38080","0","0","6","10","2910","59","1195","1205","37","37","197","12","1147","0","26","32","105401","34391"
"40990","0","0","6","10","2910","59","1216","1256","37","38","197","12","1198","0","26","32","105401","37057"
"65","0","0","0","0","75","0","0","4","0","2","0","0","0","0","1","0","105501","13"
"245","0","0","0","0","150","0","0","11","0","3","0","0","0","0","1","0","105501","57"
"480","0","0","0","0","315","0","0","21","0","4","5","0","3","0","3","0","105501","133"
"870","0","0","0","0","475","0","0","35","0","5","15","0","7","0","6","5","105501","249"
"1400","0","0","0","0","775","0","0","48","0","6","15","0","11","0","10","5","105501","444"
"2130","0","0","0","0","1590","0","0","66","0","7","15","0","14","0","10","5","105501","665"
"2920","0","0","0","0","1590","0","0","93","0","8","15","0","27","0","10","5","105501","897"
"4030","0","0","0","10","1590","0","5","118","5","9","15","0","45","0","15","20","105501","1068"
"4860","0","0","0","20","1590","0","20","146","13","10","40","0","66","0","15","20","105501","1293"
"5510","0","0","0","20","1590","0","40","173","16","11","40","0","88","0","20","40","105501","1544"
"6010","0","0","0","20","1690","0","50","203","19","12","40","0","112","0","27","60","105501","1804"
"6350","0","0","0","20","1790","0","50","244","19","13","40","0","142","0","31","62","105501","2094"
"6470","0","0","2","20","1790","3","60","286","19","14","40","2","177","0","31","64","105501","2399"
"6470","0","0","4","20","1890","6","60","318","19","15","40","4","212","0","33","64","105501","2783"
"6750","0","0","4","20","1990","6","60","360","19","16","40","4","253","0","35","64","105501","3121"
"7440","0","0","4","20","1990","6","60","406","19","17","40","4","305","0","38","64","105501","3387"
"7970","0","0","4","20","1990","6","60","446","19","18","40","4","368","0","41","64","105501","3725"
"8090","0","0","4","20","2085","6","60","502","19","19","40","4","429","0","41","64","105501","4161"
"8125","0","0","4","20","2180","6","70","567","19","20","40","4","493","0","41","64","105501","4637"
"8270","0","0","4","20","2180","6","80","629","19","21","40","4","575","0","41","64","105501","5128"
"8695","0","0","4","20","2180","6","98","700","19","22","40","4","651","0","41","64","105501","5749"
