abd8f2a6874103bef4724f56b1e8ae2b12760f3d56f9f612224e1e50fb2f2e7c,e966609e384972b756736202f9a136edfeed02eed694ab9d6dd47f778c5f6331,0326981e966f4fce47d09639c241c108c70a0bcaa3d9862080e7d98c0b76fd65,df9c6de776b90d0d8d33a5f00917b96b2b7ff44a6c5fc88c7e0710115d824d1f,66fafa6a7fab075486394e2c35feff7a6d4a3a96931484a8ff84aff4a72a1714,f1f569a97ae7ee29482ddc8f94c005f60fb55c67c55f2499ee1318fea3973e14,f519c7fc64369b79f94b733827bf965a4c1419728f132594ae3f088ba6a59332,9bc344a05d14beb057e57b92ea9fb295d7e7d8760a21903197fc428cff4a522f,fa4078e29f9bf7a74277e68e9ba0a5b21b7adc05fbd78419c310bb55c197df9e,092316514bf6052ccce2c1370bcee949d6596e87ae16a46e20724a0fe6414fca,e6d48dbc768240746ebd1a57293e0b06cb747c0f46146fb3e2d4843b1183442b,5cd890f260e6ee0b73218a61c7833cd9f28a1547339f40cdc1bf7af4c05355ea,760503dbe56f3dfcf3261e19c5c03210a8479dd056496371d64636272c2296e0,386080070c206602ad0d34c73d08bd8a65c24ec30a299240e23665944722c986,d1a2902c82b347f05a34909e1648435e31497aeb8e84eadcfe7a6f739441a70e,4c23ba3e4e10f027979a942868ea3bc11a6b001215bc503a1d928a1b87d3ca5d
"0","32301","11015","323","0","0","0","3","101","320","0","39","0","2","0","0"
"32402","32401","10072","324","0","32404","32405","3","7","321","0","39","32403","5","0","0"
"32502","32501","10045","325","0","32504","32505","3","4","322","0","39","32503","8","0","0"
"32602","32601","10056","326","0","32604","32605","3","5","323","0","40","32603","5","324","325"
"0","32701","11002","327","0","0","0","4","100","0","0","1","0","2","0","0"
"32802","32801","10023","328","0","32804","32805","4","2","0","0","1","32803","5","0","0"
"0","32901","11015","329","0","0","0","4","101","0","0","1","0","8","0","0"
"33002","33001","10041","330","0","33004","33005","4","4","327","0","2","33003","2","0","0"
"33102","33101","10024","331","0","33104","33105","4","2","328","0","2","33103","5","0","0"
"0","33201","11012","332","0","0","0","4","101","329","0","2","0","8","0","0"
"33302","33301","10063","333","0","33304","33305","4","6","330","0","3","33303","2","0","0"
"33402","33401","10064","334","0","33404","33405","4","6","331","0","3","33403","5","0","0"
"33502","33501","10075","335","0","33504","33505","4","7","332","0","3","33503","8","0","0"
"33602","33601","10044","336","0","33604","33605","4","4","333","0","4","33603","2","0","0"
"33702","33701","10021","337","0","33704","33705","4","2","334","0","4","33703","5","0","0"
"0","33801","11003","338","0","0","0","4","100","335","0","4","0","8","0","0"
"33902","33901","10016","339","0","33904","33905","4","1","336","0","5","33903","5","337","338"
"34002","34001","10023","340","0","34004","34005","4","2","339","0","6","34003","2","0","0"
"34102","34101","10042","341","0","34104","34105","4","4","339","0","6","34103","5","0","0"
"34202","34201","10045","342","0","34204","34205","4","4","339","0","6","34203","8","0","0"
"0","34301","11014","343","0","0","0","4","101","340","0","7","0","2","0","0"
"34402","34401","10071","344","0","34404","34405","4","7","341","0","7","34403","5","0","0"
"0","34501","11005","345","0","0","0","4","100","342","0","7","0","8","0","0"
"34602","34601","10042","346","0","34604","34605","4","4","343","0","8","34603","2","0","0"
"0","34701","11013","347","0","0","0","4","101","344","0","8","0","5","0","0"
"34802","34801","10074","348","0","34804","34805","4","7","345","0","8","34803","8","0","0"
"34902","34901","10022","349","0","34904","34905","4","2","346","0","9","34903","2","0","0"
"35002","35001","10024","350","0","35004","35005","4","2","347","0","9","35003","5","0","0"
"35102","35101","10061","351","0","35104","35105","4","6","348","0","9","35103","8","0","0"
"35202","35201","10056","352","0","35204","35205","4","5","349","0","10","35203","5","350","351"
"35302","35301","10025","353","0","35304","35305","4","2","352","0","11","35303","2","0","0"
"0","35401","11011","354","0","0","0","4","101","352","0","11","0","5","0","0"
"35502","35501","10064","355","0","35504","35505","4","6","352","0","11","35503","8","0","0"
"35602","35601","10042","356","0","35604","35605","4","4","353","0","12","35603","2","0","0"
"35702","35701","10041","357","0","35704","35705","4","4","354","0","12","35703","5","0","0"
"35802","35801","10045","358","0","35804","35805","4","4","355","0","12","35803","8","0","0"
"35902","35901","10043","359","0","35904","35905","4","4","356","0","13","35903","2","0","0"
"36002","36001","10073","360","0","36004","36005","4","7","357","0","13","36003","5","0","0"
"36102","36101","10065","361","0","36104","36105","4","6","358","0","13","36103","8","0","0"
"0","36201","11014","362","0","0","0","4","101","359","0","14","0","2","0","0"
"36302","36301","10022","363","0","36304","36305","4","2","360","0","14","36303","5","0","0"
"36402","36401","10072","364","0","36404","36405","4","7","361","0","14","36403","8","0","0"
"36502","36501","10016","365","0","36504","36505","4","1","362","0","15","36503","5","363","364"
"36602","36601","10071","366","0","36604","36605","4","7","365","0","16","36603","2","0","0"
"0","36701","11013","367","0","0","0","4","101","365","0","16","0","5","0","0"
"36802","36801","10025","368","0","36804","36805","4","2","365","0","16","36803","8","0","0"
"0","36901","11004","369","0","0","0","4","100","366","0","17","0","2","0","0"
"0","37001","11012","370","0","0","0","4","101","367","0","17","0","5","0","0"
"37102","37101","10044","371","0","37104","37105","4","4","368","0","17","37103","8","0","0"
"0","37201","11015","372","0","0","0","4","101","369","0","18","0","2","0","0"
"37302","37301","10061","373","0","37304","37305","4","6","370","0","18","37303","5","0","0"
"37402","37401","10041","374","0","37404","37405","4","4","371","0","18","37403","8","0","0"
"37502","37501","10062","375","0","37504","37505","4","6","372","0","19","37503","2","0","0"
"0","37601","11002","376","0","0","0","4","100","373","0","19","0","5","0","0"
"37702","37701","10024","377","0","37704","37705","4","2","374","0","19","37703","8","0","0"
"37802","37801","10056","378","0","37804","37805","4","5","375","0","20","37803","5","376","377"
"37902","37901","10072","379","0","37904","37905","4","7","378","0","21","37903","2","0","0"
"0","38001","11001","380","0","0","0","4","100","378","0","21","0","5","0","0"
"0","38101","11005","381","0","0","0","4","100","378","0","21","0","8","0","0"
"0","38201","11003","382","0","0","0","4","100","379","0","22","0","2","0","0"
"38302","38301","10062","383","0","38304","38305","4","6","380","0","22","38303","5","0","0"
"38402","38401","10043","384","0","38404","38405","4","4","381","0","22","38403","8","0","0"
"0","38501","11004","385","0","0","0","4","100","382","0","23","0","2","0","0"
"38602","38601","10021","386","0","38604","38605","4","2","383","0","23","38603","5","0","0"
"38702","38701","10022","387","0","38704","38705","4","2","384","0","23","38703","8","0","0"
"38802","38801","10065","388","0","38804","38805","4","6","385","0","24","38803","2","0","0"
"38902","38901","10074","389","0","38904","38905","4","7","386","0","24","38903","5","0","0"
"39002","39001","10063","390","0","39004","39005","4","6","387","0","24","39003","8","0","0"
"39102","39101","10036","391","0","39104","39105","4","3","388","0","25","39103","5","389","390"
"0","39201","11011","392","0","0","0","4","101","391","0","26","0","2","0","0"
"39302","39301","10075","393","0","39304","39305","4","7","391","0","26","39303","5","0","0"
"39402","39401","10044","394","0","39404","39405","4","4","391","0","26","39403","8","0","0"
"39502","39501","10073","395","0","39504","39505","4","7","392","0","27","39503","2","0","0"
"39602","39601","10042","396","0","39604","39605","4","4","393","0","27","39603","5","0","0"
"39702","39701","10062","397","0","39704","39705","4","6","394","0","27","39703","8","0","0"
"0","39801","11005","398","0","0","0","4","100","395","0","28","0","2","0","0"
"0","39901","11011","399","0","0","0","4","101","396","0","28","0","5","0","0"
"40002","40001","10063","400","0","40004","40005","4","6","397","0","28","40003","8","0","0"
"0","40101","11001","401","0","0","0","4","100","398","0","29","0","2","0","0"
"0","40201","11004","402","0","0","0","4","100","399","0","29","0","5","0","0"
"0","40301","11003","403","0","0","0","4","100","400","0","29","0","8","0","0"
"40402","40401","10016","404","0","40404","40405","4","1","401","0","30","40403","5","402","403"
"40502","40501","10041","405","0","40504","40505","4","4","404","0","31","40503","2","0","0"
"40602","40601","10025","406","0","40604","40605","4","2","404","0","31","40603","5","0","0"
"40702","40701","10064","407","0","40704","40705","4","6","404","0","31","40703","8","0","0"
"40802","40801","10023","408","0","40804","40805","4","2","405","0","32","40803","2","0","0"
"40902","40901","10021","409","0","40904","40905","4","2","406","0","32","40903","5","0","0"
"41002","41001","10065","410","0","41004","41005","4","6","407","0","32","41003","8","0","0"
"41102","41101","10022","411","0","41104","41105","4","2","408","0","33","41103","2","0","0"
"41202","41201","10024","412","0","41204","41205","4","2","409","0","33","41203","5","0","0"
"0","41301","11013","413","0","0","0","4","101","410","0","33","0","8","0","0"
"0","41401","11012","414","0","0","0","4","101","411","0","34","0","2","0","0"
"41502","41501","10075","415","0","41504","41505","4","7","412","0","34","41503","5","0","0"
"41602","41601","10044","416","0","41604","41605","4","4","413","0","34","41603","8","0","0"
"41702","41701","10036","417","0","41704","41705","4","3","414","0","35","41703","5","415","416"
"0","41801","11014","418","0","0","0","4","101","417","0","36","0","2","0","0"
"41902","41901","10073","419","0","41904","41905","4","7","417","0","36","41903","5","0","0"
"42002","42001","10025","420","0","42004","42005","4","2","417","0","36","42003","8","0","0"
"42102","42101","10071","421","0","42104","42105","4","7","418","0","37","42103","2","0","0"
"0","42201","11015","422","0","0","0","4","101","419","0","37","0","5","0","0"
"0","42301","11001","423","0","0","0","4","100","420","0","37","0","8","0","0"
"42402","42401","10043","424","0","42404","42405","4","4","421","0","38","42403","2","0","0"
"42502","42501","10074","425","0","42504","42505","4","7","422","0","38","42503","5","0","0"
"42602","42601","10061","426","0","42604","42605","4","6","423","0","38","42603","8","0","0"
"0","42701","11002","427","0","0","0","4","100","424","0","39","0","2","0","0"
"42802","42801","10072","428","0","42804","42805","4","7","425","0","39","42803","5","0","0"
"42902","42901","10045","429","0","42904","42905","4","4","426","0","39","42903","8","0","0"
"43002","43001","10016","430","0","43004","43005","4","1","427","0","40","43003","5","428","429"
"43102","43101","10061","431","0","43104","43105","5","6","0","0","1","43103","2","0","0"
"0","43201","11005","432","0","0","0","5","100","0","0","1","0","5","0","0"
"43302","43301","10043","433","0","43304","43305","5","4","0","0","1","43303","8","0","0"
"43402","43401","10072","434","0","43404","43405","5","7","431","0","2","43403","2","0","0"
"43502","43501","10074","435","0","43504","43505","5","7","432","0","2","43503","5","0","0"
"43602","43601","10021","436","0","43604","43605","5","2","433","0","2","43603","8","0","0"
"43702","43701","10025","437","0","43704","43705","5","2","434","0","3","43703","2","0","0"
"43802","43801","10042","438","0","43804","43805","5","4","435","0","3","43803","5","0","0"
"0","43901","11011","439","0","0","0","5","101","436","0","3","0","8","0","0"
"0","44001","11013","440","0","0","0","5","101","437","0","4","0","2","0","0"
"44102","44101","10045","441","0","44104","44105","5","4","438","0","4","44103","5","0","0"
"44202","44201","10024","442","0","44204","44205","5","2","439","0","4","44203","8","0","0"
"44302","44301","10036","443","0","44304","44305","5","3","440","0","5","44303","5","441","442"
"44402","44401","10022","444","0","44404","44405","5","2","443","0","6","44403","2","0","0"
"44502","44501","10041","445","0","44504","44505","5","4","443","0","6","44503","5","0","0"
"44602","44601","10023","446","0","44604","44605","5","2","443","0","6","44603","8","0","0"
"0","44701","11004","447","0","0","0","5","100","444","0","7","0","2","0","0"
"44802","44801","10065","448","0","44804","44805","5","6","445","0","7","44803","5","0","0"
"0","44901","11014","449","0","0","0","5","101","446","0","7","0","8","0","0"
"45002","45001","10021","450","0","45004","45005","5","2","447","0","8","45003","2","0","0"
"45102","45101","10062","451","0","45104","45105","5","6","448","0","8","45103","5","0","0"
"0","45201","11003","452","0","0","0","5","100","449","0","8","0","8","0","0"
"45302","45301","10044","453","0","45304","45305","5","4","450","0","9","45303","2","0","0"
"45402","45401","10063","454","0","45404","45405","5","6","451","0","9","45403","5","0","0"
"0","45501","11005","455","0","0","0","5","100","452","0","9","0","8","0","0"
"45602","45601","10056","456","0","45604","45605","5","5","453","0","10","45603","5","454","455"
"45702","45701","10064","457","0","45704","45705","5","6","456","0","11","45703","2","0","0"
"45802","45801","10022","458","0","45804","45805","5","2","456","0","11","45803","5","0","0"
"0","45901","11015","459","0","0","0","5","101","456","0","11","0","8","0","0"
"46002","46001","10075","460","0","46004","46005","5","7","457","0","12","46003","2","0","0"
"46102","46101","10071","461","0","46104","46105","5","7","458","0","12","46103","5","0","0"
"0","46201","11002","462","0","0","0","5","100","459","0","12","0","8","0","0"
"46302","46301","10043","463","0","46304","46305","5","4","460","0","13","46303","2","0","0"
"0","46401","11015","464","0","0","0","5","101","461","0","13","0","5","0","0"
"0","46501","11001","465","0","0","0","5","100","462","0","13","0","8","0","0"
"0","46601","11014","466","0","0","0","5","101","463","0","14","0","2","0","0"
"46702","46701","10022","467","0","46704","46705","5","2","464","0","14","46703","5","0","0"
"0","46801","11013","468","0","0","0","5","101","465","0","14","0","8","0","0"
"46902","46901","10016","469","0","46904","46905","5","1","466","0","15","46903","5","467","468"
"47002","47001","10041","470","0","47004","47005","5","4","469","0","16","47003","2","0","0"
"47102","47101","10072","471","0","47104","47105","5","7","469","0","16","47103","5","0","0"
"47202","47201","10025","472","0","47204","47205","5","2","469","0","16","47203","8","0","0"
"47302","47301","10024","473","0","47304","47305","5","2","470","0","17","47303","2","0","0"
"47402","47401","10073","474","0","47404","47405","5","7","471","0","17","47403","5","0","0"
"47502","47501","10062","475","0","47504","47505","5","6","472","0","17","47503","8","0","0"
"47602","47601","10063","476","0","47604","47605","5","6","473","0","18","47603","2","0","0"
"47702","47701","10044","477","0","47704","47705","5","4","474","0","18","47703","5","0","0"
"47802","47801","10061","478","0","47804","47805","5","6","475","0","18","47803","8","0","0"
"0","47901","11003","479","0","0","0","5","100","476","0","19","0","2","0","0"
"48002","48001","10065","480","0","48004","48005","5","6","477","0","19","48003","5","0","0"
"48102","48101","10042","481","0","48104","48105","5","4","478","0","19","48103","8","0","0"
"48202","48201","10016","482","0","48204","48205","5","1","479","0","20","48203","5","480","481"
"48302","48301","10063","483","0","48304","48305","5","6","482","0","21","48303","2","0","0"
"0","48401","11002","484","0","0","0","5","100","482","0","21","0","5","0","0"
"48502","48501","10045","485","0","48504","48505","5","4","482","0","21","48503","8","0","0"
"0","48601","11011","486","0","0","0","5","101","483","0","22","0","2","0","0"
"48702","48701","10074","487","0","48704","48705","5","7","484","0","22","48703","5","0","0"
"48802","48801","10075","488","0","48804","48805","5","7","485","0","22","48803","8","0","0"
"48902","48901","10044","489","0","48904","48905","5","4","486","0","23","48903","2","0","0"
"49002","49001","10023","490","0","49004","49005","5","2","487","0","23","49003","5","0","0"
"49102","49101","10064","491","0","49104","49105","5","6","488","0","23","49103","8","0","0"
"49202","49201","10021","492","0","49204","49205","5","2","489","0","24","49203","2","0","0"
"49302","49301","10022","493","0","49304","49305","5","2","490","0","24","49303","5","0","0"
"0","49401","11012","494","0","0","0","5","101","491","0","24","0","8","0","0"
"49502","49501","10056","495","0","49504","49505","5","5","492","0","25","49503","5","493","494"
"49602","49601","10025","496","0","49604","49605","5","2","495","0","26","49603","2","0","0"
"0","49701","11001","497","0","0","0","5","100","495","0","26","0","5","0","0"
"0","49801","11003","498","0","0","0","5","100","495","0","26","0","8","0","0"
"49902","49901","10024","499","0","49904","49905","5","2","496","0","27","49903","2","0","0"
"50002","50001","10023","500","0","50004","50005","5","2","497","0","27","50003","5","0","0"
"50102","50101","10072","501","0","50104","50105","5","7","498","0","27","50103","8","0","0"
"0","50201","11014","502","0","0","0","5","101","499","0","28","0","2","0","0"
"50302","50301","10065","503","0","50304","50305","5","6","500","0","28","50303","5","0","0"
"50402","50401","10042","504","0","50404","50405","5","4","501","0","28","50403","8","0","0"
"50502","50501","10043","505","0","50504","50505","5","4","502","0","29","50503","2","0","0"
"0","50601","11004","506","0","0","0","5","100","503","0","29","0","5","0","0"
"50702","50701","10071","507","0","50704","50705","5","7","504","0","29","50703","8","0","0"
"50802","50801","10016","508","0","50804","50805","5","1","505","0","30","50803","5","506","507"
"0","50901","11014","509","0","0","0","5","101","508","0","31","0","2","0","0"
"51002","51001","10062","510","0","51004","51005","5","6","508","0","31","51003","5","0","0"
"51102","51101","10041","511","0","51104","51105","5","4","508","0","31","51103","8","0","0"
"0","51201","11013","512","0","0","0","5","101","509","0","32","0","2","0","0"
"51302","51301","10074","513","0","51304","51305","5","7","510","0","32","51303","5","0","0"
"51402","51401","10061","514","0","51404","51405","5","6","511","0","32","51403","8","0","0"
"51502","51501","10045","515","0","51504","51505","5","4","512","0","33","51503","2","0","0"
"51602","51601","10024","516","0","51604","51605","5","2","513","0","33","51603","5","0","0"
"51702","51701","10063","517","0","51704","51705","5","6","514","0","33","51703","8","0","0"
"0","51801","11005","518","0","0","0","5","100","515","0","34","0","2","0","0"
"0","51901","11012","519","0","0","0","5","101","516","0","34","0","5","0","0"
"0","52001","11011","520","0","0","0","5","101","517","0","34","0","8","0","0"
"52102","52101","10036","521","0","52104","52105","5","3","518","0","35","52103","5","519","520"
"0","52201","11013","522","0","0","0","5","101","521","0","36","0","2","0","0"
"52302","52301","10041","523","0","52304","52305","5","4","521","0","36","52303","5","0","0"
"0","52401","11015","524","0","0","0","5","101","521","0","36","0","8","0","0"
"52502","52501","10073","525","0","52504","52505","5","7","522","0","37","52503","2","0","0"
"52602","52601","10025","526","0","52604","52605","5","2","523","0","37","52603","5","0","0"
"52702","52701","10072","527","0","52704","52705","5","7","524","0","37","52703","8","0","0"
"0","52801","11001","528","0","0","0","5","100","525","0","38","0","2","0","0"
"52902","52901","10064","529","0","52904","52905","5","6","526","0","38","52903","5","0","0"
"53002","53001","10075","530","0","53004","53005","5","7","527","0","38","53003","8","0","0"
"53102","53101","10022","531","0","53104","53105","5","2","528","0","39","53103","2","0","0"
"0","53201","11004","532","0","0","0","5","100","529","0","39","0","5","0","0"
"53302","53301","10023","533","0","53304","53305","5","2","530","0","39","53303","8","0","0"
"53402","53401","10056","534","0","53404","53405","5","5","531","0","40","53403","5","532","533"
"0","53501","11004","535","0","0","0","6","100","0","0","1","0","2","0","0"
"0","53601","11015","536","0","0","0","6","101","0","0","1","0","5","0","0"
"0","53701","11013","537","0","0","0","6","101","0","0","1","0","8","0","0"
"0","53801","11014","538","0","0","0","6","101","535","0","2","0","2","0","0"
"0","53901","11011","539","0","0","0","6","101","536","0","2","0","5","0","0"
"0","54001","11002","540","0","0","0","6","100","537","0","2","0","8","0","0"
"54102","54101","10041","541","0","54104","54105","6","4","538","0","3","54103","2","0","0"
"54202","54201","10063","542","0","54204","54205","6","6","539","0","3","54203","5","0","0"
"54302","54301","10072","543","0","54304","54305","6","7","540","0","3","54303","8","0","0"
"54402","54401","10065","544","0","54404","54405","6","6","541","0","4","54403","2","0","0"
"0","54501","11001","545","0","0","0","6","100","542","0","4","0","5","0","0"
"0","54601","11012","546","0","0","0","6","101","543","0","4","0","8","0","0"
"54702","54701","10016","547","0","54704","54705","6","1","544","0","5","54703","5","545","546"
"0","54801","11005","548","0","0","0","6","100","547","0","6","0","2","0","0"
"54902","54901","10071","549","0","54904","54905","6","7","547","0","6","54903","5","0","0"
"55002","55001","10073","550","0","55004","55005","6","7","547","0","6","55003","8","0","0"
"55102","55101","10064","551","0","55104","55105","6","6","548","0","7","55103","2","0","0"
"55202","55201","10044","552","0","55204","55205","6","4","549","0","7","55203","5","0","0"
"55302","55301","10021","553","0","55304","55305","6","2","550","0","7","55303","8","0","0"
"55402","55401","10075","554","0","55404","55405","6","7","551","0","8","55403","2","0","0"
"55502","55501","10042","555","0","55504","55505","6","4","552","0","8","55503","5","0","0"
"55602","55601","10043","556","0","55604","55605","6","4","553","0","8","55603","8","0","0"
"55702","55701","10025","557","0","55704","55705","6","2","554","0","9","55703","2","0","0"
"0","55801","11004","558","0","0","0","6","100","555","0","9","0","5","0","0"
"0","55901","11012","559","0","0","0","6","101","556","0","9","0","8","0","0"
"56002","56001","10036","560","0","56004","56005","6","3","557","0","10","56003","5","558","559"
"0","56101","11011","561","0","0","0","6","101","560","0","11","0","2","0","0"
"0","56201","11003","562","0","0","0","6","100","560","0","11","0","5","0","0"
"56302","56301","10072","563","0","56304","56305","6","7","560","0","11","56303","8","0","0"
"56402","56401","10045","564","0","56404","56405","6","4","561","0","12","56403","2","0","0"
"56502","56501","10022","565","0","56504","56505","6","2","562","0","12","56503","5","0","0"
"56602","56601","10044","566","0","56604","56605","6","4","563","0","12","56603","8","0","0"
"56702","56701","10061","567","0","56704","56705","6","6","564","0","13","56703","2","0","0"
"0","56801","11002","568","0","0","0","6","100","565","0","13","0","5","0","0"
"56902","56901","10023","569","0","56904","56905","6","2","566","0","13","56903","8","0","0"
"57002","57001","10065","570","0","57004","57005","6","6","567","0","14","57003","2","0","0"
"57102","57101","10041","571","0","57104","57105","6","4","568","0","14","57103","5","0","0"
"57202","57201","10074","572","0","57204","57205","6","7","569","0","14","57203","8","0","0"
"57302","57301","10016","573","0","57304","57305","6","1","570","0","15","57303","5","571","572"
"0","57401","11005","574","0","0","0","6","100","573","0","16","0","2","0","0"
"57502","57501","10042","575","0","57504","57505","6","4","573","0","16","57503","5","0","0"
"0","57601","11001","576","0","0","0","6","100","573","0","16","0","8","0","0"
"57702","57701","10061","577","0","57704","57705","6","6","574","0","17","57703","2","0","0"
"57802","57801","10024","578","0","57804","57805","6","2","575","0","17","57803","5","0","0"
"57902","57901","10025","579","0","57904","57905","6","2","576","0","17","57903","8","0","0"
"0","58001","11013","580","0","0","0","6","101","577","0","18","0","2","0","0"
"0","58101","11014","581","0","0","0","6","101","578","0","18","0","5","0","0"
"0","58201","11012","582","0","0","0","6","101","579","0","18","0","8","0","0"
"0","58301","11015","583","0","0","0","6","101","580","0","19","0","2","0","0"
"58402","58401","10063","584","0","58404","58405","6","6","581","0","19","58403","5","0","0"
"0","58501","11011","585","0","0","0","6","101","582","0","19","0","8","0","0"
"58602","58601","10036","586","0","58604","58605","6","3","583","0","20","58603","5","584","585"
"0","58701","11012","587","0","0","0","6","101","586","0","21","0","2","0","0"
"58802","58801","10071","588","0","58804","58805","6","7","586","0","21","58803","5","0","0"
"58902","58901","10075","589","0","58904","58905","6","7","586","0","21","58903","8","0","0"
"59002","59001","10044","590","0","59004","59005","6","4","587","0","22","59003","2","0","0"
"59102","59101","10022","591","0","59104","59105","6","2","588","0","22","59103","5","0","0"
"59202","59201","10045","592","0","59204","59205","6","4","589","0","22","59203","8","0","0"
"0","59301","11003","593","0","0","0","6","100","590","0","23","0","2","0","0"
"59402","59401","10021","594","0","59404","59405","6","2","591","0","23","59403","5","0","0"
"59502","59501","10074","595","0","59504","59505","6","7","592","0","23","59503","8","0","0"
"59602","59601","10062","596","0","59604","59605","6","6","593","0","24","59603","2","0","0"
"59702","59701","10073","597","0","59704","59705","6","7","594","0","24","59703","5","0","0"
"59802","59801","10065","598","0","59804","59805","6","6","595","0","24","59803","8","0","0"
"59902","59901","10016","599","0","59904","59905","6","1","596","0","25","59903","5","597","598"
"60002","60001","10041","600","0","60004","60005","6","4","599","0","26","60003","2","0","0"
"60102","60101","10043","601","0","60104","60105","6","4","599","0","26","60103","5","0","0"
"60202","60201","10064","602","0","60204","60205","6","6","599","0","26","60203","8","0","0"
"60302","60301","10023","603","0","60304","60305","6","2","600","0","27","60303","2","0","0"
"60402","60401","10021","604","0","60404","60405","6","2","601","0","27","60403","5","0","0"
"0","60501","11015","605","0","0","0","6","101","602","0","27","0","8","0","0"
"0","60601","11002","606","0","0","0","6","100","603","0","28","0","2","0","0"
"0","60701","11004","607","0","0","0","6","100","604","0","28","0","5","0","0"
"60802","60801","10071","608","0","60804","60805","6","7","605","0","28","60803","8","0","0"
"60902","60901","10073","609","0","60904","60905","6","7","606","0","29","60903","2","0","0"
"61002","61001","10042","610","0","61004","61005","6","4","607","0","29","61003","5","0","0"
"61102","61101","10045","611","0","61104","61105","6","4","608","0","29","61103","8","0","0"
"61202","61201","10056","612","0","61204","61205","6","5","609","0","30","61203","5","610","611"
"61302","61301","10024","613","0","61304","61305","6","2","612","0","31","61303","2","0","0"
"61402","61401","10062","614","0","61404","61405","6","6","612","0","31","61403","5","0","0"
"61502","61501","10025","615","0","61504","61505","6","2","612","0","31","61503","8","0","0"
"61602","61601","10043","616","0","61604","61605","6","4","613","0","32","61603","2","0","0"
"61702","61701","10064","617","0","61704","61705","6","6","614","0","32","61703","5","0","0"
"61802","61801","10022","618","0","61804","61805","6","2","615","0","32","61803","8","0","0"
"0","61901","11001","619","0","0","0","6","100","616","0","33","0","2","0","0"
"62002","62001","10075","620","0","62004","62005","6","7","617","0","33","62003","5","0","0"
"0","62101","11003","621","0","0","0","6","100","618","0","33","0","8","0","0"
"62202","62201","10074","622","0","62204","62205","6","7","619","0","34","62203","2","0","0"
"62302","62301","10023","623","0","62304","62305","6","2","620","0","34","62303","5","0","0"
"62402","62401","10061","624","0","62404","62405","6","6","621","0","34","62403","8","0","0"
"62502","62501","10036","625","0","62504","62505","6","3","622","0","35","62503","5","623","624"
"62602","62601","10044","626","0","62604","62605","6","4","625","0","36","62603","2","0","0"
"62702","62701","10071","627","0","62704","62705","6","7","625","0","36","62703","5","0","0"
"0","62801","11002","628","0","0","0","6","100","625","0","36","0","8","0","0"
"0","62901","11005","629","0","0","0","6","100","626","0","37","0","2","0","0"
"63002","63001","10042","630","0","63004","63005","6","4","627","0","37","63003","5","0","0"
"0","63101","11014","631","0","0","0","6","101","628","0","37","0","8","0","0"
"63202","63201","10021","632","0","63204","63205","6","2","629","0","38","63203","2","0","0"
"63302","63301","10073","633","0","63304","63305","6","7","630","0","38","63303","5","0","0"
"63402","63401","10045","634","0","63404","63405","6","4","631","0","38","63403","8","0","0"
"63502","63501","10024","635","0","63504","63505","6","2","632","0","39","63503","2","0","0"
"63602","63601","10062","636","0","63604","63605","6","6","633","0","39","63603","5","0","0"
"63702","63701","10043","637","0","63704","63705","6","4","634","0","39","63703","8","0","0"
"63802","63801","10056","638","0","63804","63805","6","5","635","0","40","63803","5","636","637"
"63902","63901","10023","639","0","63904","63905","7","2","0","0","1","63903","2","0","0"
"64002","64001","10021","640","0","64004","64005","7","2","0","0","1","64003","5","0","0"
"64102","64101","10063","641","0","64104","64105","7","6","0","0","1","64103","8","0","0"
"64202","64201","10074","642","0","64204","64205","7","7","639","0","2","64203","2","0","0"
"64302","64301","10022","643","0","64304","64305","7","2","640","0","2","64303","5","0","0"
"64402","64401","10065","644","0","64404","64405","7","6","641","0","2","64403","8","0","0"
"0","64501","11005","645","0","0","0","7","100","642","0","3","0","2","0","0"
"64602","64601","10063","646","0","64604","64605","7","6","643","0","3","64603","5","0","0"
"64702","64701","10041","647","0","64704","64705","7","4","644","0","3","64703","8","0","0"
"0","64801","11004","648","0","0","0","7","100","645","0","4","0","2","0","0"
"64902","64901","10062","649","0","64904","64905","7","6","646","0","4","64903","5","0","0"
"65002","65001","10044","650","0","65004","65005","7","4","647","0","4","65003","8","0","0"
"65102","65101","10036","651","0","65104","65105","7","3","648","0","5","65103","5","649","650"
"65202","65201","10025","652","0","65204","65205","7","2","651","0","6","65203","2","0","0"
"65302","65301","10062","653","0","65304","65305","7","6","651","0","6","65303","5","0","0"
"65402","65401","10024","654","0","65404","65405","7","2","651","0","6","65403","8","0","0"
"0","65501","11003","655","0","0","0","7","100","652","0","7","0","2","0","0"
"65602","65601","10061","656","0","65604","65605","7","6","653","0","7","65603","5","0","0"
"65702","65701","10044","657","0","65704","65705","7","4","654","0","7","65703","8","0","0"
"65802","65801","10041","658","0","65804","65805","7","4","655","0","8","65803","2","0","0"
"65902","65901","10073","659","0","65904","65905","7","7","656","0","8","65903","5","0","0"
"66002","66001","10063","660","0","66004","66005","7","6","657","0","8","66003","8","0","0"
"66102","66101","10072","661","0","66104","66105","7","7","658","0","9","66103","2","0","0"
"66202","66201","10065","662","0","66204","66205","7","6","659","0","9","66203","5","0","0"
"66302","66301","10042","663","0","66304","66305","7","4","660","0","9","66303","8","0","0"
"66402","66401","10056","664","0","66404","66405","7","5","661","0","10","66403","5","662","663"
