6ca64a29c97445ef68d79221610fc324f5dc21ecf646b83c42e50c6b117c3b63,e84e4861a9a5630855f099a4600787147b07c3a877e2f26aa871bf1193ecb00e,1ccc82ea6e3db6afdaddee340e576839bacda4fb89cabcab5bba3821c12bdaf5,a0e0dd91e53a0c36ac2c5df970048ce29da6398dec8bf4b30efc01da3baafd0e,83cb1a2f6db25cb1c24ffe83f45677e38da08d338bdce77a8050759abe8e1867,fe1b48d80de92bea67d78b209f8d04da768c553322f0add80f120f58a8e94ef8,de02f4310d2b6f3137048696bcb3ce2f1b538754eff7c742f462ef4496e39e96,928b2ba1aa4765dc2a29907da36f2e8505f0500a683d1cb504643da0098db8f4,b0db5746d40f7e3d563ff48b94838d19ec37a871a121c14dd5f1f210389691fe,649e60048870f080b987562f1ced0b8c783aa42e4f2b9f769c50679d37033946,402d6afb1a4e72765734d2971999adb89727441c0101da8ff446ba4963cb3aa1,b941009fabafcd04c2268b1a58e3f762ebaafc91bc102d4a769f8e9aab6a557b,8a7870c8f519139cf0f83a098adb03869f947efa3a20306a7a058473bd287aaa,83b2e84cbf40db6eb261136fe7a208b36b7bc022cb2e955c88a5a702e64d0362,36ae98e1ec546775d75c32ed9f527bf68ad760e690f1a71183cad6587bde4ea7,ba513cd8c6df4a42a8de3e33f4c73c20e28e47cb5277b22daa27099474b86ac7,c21af134b05aa36414381d682314b45e59449f422ebd0d0798c81cedd9a18ed5,f77dd811ca91eb122639a4e9ab2a78d03a5879a18ac23ee6f20d6dab8d557b5d,83601ab9f9aa6a4226486411b824be0c9058650d998cacffebcfc3cee7756818,5f55217d8d72c7f24628a549be79bc54f90f6059a2d120fcce3192946ccd82c1
"94002","12","2","6000","0","0","0","0","讓信賴度達到100吧","0","0","0","1005606","20032","0","0","0","100","0","0"
"94002","12","2","15000","0","0","0","0","讓信賴度達到200吧","0","0","0","1005607","20032","0","0","0","200","0","0"
"91002","8","2","30","0","0","0","0","讓信賴度達到500吧","0","0","0","1005608","20032","0","0","0","500","0","0"
"94002","12","2","30000","0","0","0","0","讓信賴度達到800吧","0","0","0","1005609","20032","0","0","0","800","0","0"
"91002","8","2","60","0","0","0","0","讓信賴度達到MAX吧","0","0","0","1005610","20032","0","0","0","1000","0","0"
"94002","12","3","6000","0","0","0","0","讓信賴度達到100吧","0","0","0","1005611","20032","0","0","0","100","0","0"
"94002","12","3","15000","0","0","0","0","讓信賴度達到200吧","0","0","0","1005612","20032","0","0","0","200","0","0"
"91002","8","3","30","0","0","0","0","讓信賴度達到500吧","0","0","0","1005613","20032","0","0","0","500","0","0"
"94002","12","3","30000","0","0","0","0","讓信賴度達到800吧","0","0","0","1005614","20032","0","0","0","800","0","0"
"91002","8","3","60","0","0","0","0","讓信賴度達到MAX吧","0","0","0","1005615","20032","0","0","0","1000","0","0"
"94002","12","4","6000","0","0","0","0","讓信賴度達到100吧","0","0","0","1005616","20032","0","0","0","100","0","0"
"94002","12","4","15000","0","0","0","0","讓信賴度達到200吧","0","0","0","1005617","20032","0","0","0","200","0","0"
"91002","8","4","30","0","0","0","0","讓信賴度達到500吧","0","0","0","1005618","20032","0","0","0","500","0","0"
"94002","12","4","30000","0","0","0","0","讓信賴度達到800吧","0","0","0","1005619","20032","0","0","0","800","0","0"
"91002","8","4","60","0","0","0","0","讓信賴度達到MAX吧","0","0","0","1005620","20032","0","0","0","1000","0","0"
"94002","12","5","6000","0","0","0","0","讓信賴度達到100吧","0","0","0","1005621","20032","0","0","0","100","0","0"
"94002","12","5","15000","0","0","0","0","讓信賴度達到200吧","0","0","0","1005622","20032","0","0","0","200","0","0"
"91002","8","5","30","0","0","0","0","讓信賴度達到500吧","0","0","0","1005623","20032","0","0","0","500","0","0"
"94002","12","5","30000","0","0","0","0","讓信賴度達到800吧","0","0","0","1005624","20032","0","0","0","800","0","0"
"91002","8","5","60","0","0","0","0","讓信賴度達到MAX吧","0","0","0","1005625","20032","0","0","0","1000","0","0"
"94002","12","1","10000","0","0","0","0","讓信賴度達到100吧","0","0","0","1006101","20035","0","0","0","100","0","0"
"94002","12","1","25000","0","0","0","0","讓信賴度達到200吧","0","0","0","1006102","20035","0","0","0","200","0","0"
"91002","8","1","50","0","0","0","0","讓信賴度達到500吧","0","0","0","1006103","20035","0","0","0","500","0","0"
"94002","12","1","50000","0","0","0","0","讓信賴度達到800吧","0","0","0","1006104","20035","0","0","0","800","0","0"
"91002","8","1","100","0","0","0","0","讓信賴度達到MAX吧","0","0","0","1006105","20035","0","0","0","1000","0","0"
"94002","12","2","10000","0","0","0","0","讓信賴度達到100吧","0","0","0","1006106","20035","0","0","0","100","0","0"
"94002","12","2","25000","0","0","0","0","讓信賴度達到200吧","0","0","0","1006107","20035","0","0","0","200","0","0"
"91002","8","2","50","0","0","0","0","讓信賴度達到500吧","0","0","0","1006108","20035","0","0","0","500","0","0"
"94002","12","2","50000","0","0","0","0","讓信賴度達到800吧","0","0","0","1006109","20035","0","0","0","800","0","0"
"91002","8","2","100","0","0","0","0","讓信賴度達到MAX吧","0","0","0","1006110","20035","0","0","0","1000","0","0"
"94002","12","3","10000","0","0","0","0","讓信賴度達到100吧","0","0","0","1006111","20035","0","0","0","100","0","0"
"94002","12","3","25000","0","0","0","0","讓信賴度達到200吧","0","0","0","1006112","20035","0","0","0","200","0","0"
"91002","8","3","50","0","0","0","0","讓信賴度達到500吧","0","0","0","1006113","20035","0","0","0","500","0","0"
"94002","12","3","50000","0","0","0","0","讓信賴度達到800吧","0","0","0","1006114","20035","0","0","0","800","0","0"
"91002","8","3","100","0","0","0","0","讓信賴度達到MAX吧","0","0","0","1006115","20035","0","0","0","1000","0","0"
"94002","12","1","15000","0","0","0","0","讓信賴度達到100吧","0","0","0","1006601","20037","0","0","0","100","0","0"
"94002","12","1","37500","0","0","0","0","讓信賴度達到200吧","0","0","0","1006602","20037","0","0","0","200","0","0"
"91002","8","1","75","0","0","0","0","讓信賴度達到500吧","0","0","0","1006603","20037","0","0","0","500","0","0"
"94002","12","1","75000","0","0","0","0","讓信賴度達到800吧","0","0","0","1006604","20037","0","0","0","800","0","0"
"91002","8","1","150","0","0","0","0","讓信賴度達到MAX吧","0","0","0","1006605","20037","0","0","0","1000","0","0"
"94002","12","2","15000","0","0","0","0","讓信賴度達到100吧","0","0","0","1006606","20037","0","0","0","100","0","0"
"94002","12","2","37500","0","0","0","0","讓信賴度達到200吧","0","0","0","1006607","20037","0","0","0","200","0","0"
"91002","8","2","75","0","0","0","0","讓信賴度達到500吧","0","0","0","1006608","20037","0","0","0","500","0","0"
"94002","12","2","75000","0","0","0","0","讓信賴度達到800吧","0","0","0","1006609","20037","0","0","0","800","0","0"
"91002","8","2","150","0","0","0","0","讓信賴度達到MAX吧","0","0","0","1006610","20037","0","0","0","1000","0","0"
"91002","8","1","50","0","12","27500","0","讓信賴度達到100吧","0","0","94002","1006801","20038","0","0","0","100","0","0"
"91002","8","1","50","0","12","27500","0","讓信賴度達到200吧","0","0","94002","1006802","20038","0","0","0","200","0","0"
"91002","8","1","100","0","12","55000","0","讓信賴度達到500吧","0","0","94002","1006803","20038","0","0","0","500","0","0"
"91002","8","1","100","0","12","55000","0","讓信賴度達到800吧","0","0","94002","1006804","20038","0","0","0","800","0","0"
"91002","8","1","150","0","12","90000","0","讓信賴度達到MAX吧","0","0","94002","1006805","20038","0","0","0","1000","0","0"
"94002","12","1","10000","0","0","0","0","讓信賴度達到100吧","0","0","0","1007601","20042","0","0","0","100","0","0"
"94002","12","1","25000","0","0","0","0","讓信賴度達到200吧","0","0","0","1007602","20042","0","0","0","200","0","0"
"91002","8","1","50","0","0","0","0","讓信賴度達到500吧","0","0","0","1007603","20042","0","0","0","500","0","0"
"94002","12","1","50000","0","0","0","0","讓信賴度達到800吧","0","0","0","1007604","20042","0","0","0","800","0","0"
"91002","8","1","100","0","0","0","0","讓信賴度達到MAX吧","0","0","0","1007605","20042","0","0","0","1000","0","0"
"94002","12","2","10000","0","0","0","0","讓信賴度達到100吧","0","0","0","1007606","20042","0","0","0","100","0","0"
"94002","12","2","25000","0","0","0","0","讓信賴度達到200吧","0","0","0","1007607","20042","0","0","0","200","0","0"
"91002","8","2","50","0","0","0","0","讓信賴度達到500吧","0","0","0","1007608","20042","0","0","0","500","0","0"
"94002","12","2","50000","0","0","0","0","讓信賴度達到800吧","0","0","0","1007609","20042","0","0","0","800","0","0"
"91002","8","2","100","0","0","0","0","讓信賴度達到MAX吧","0","0","0","1007610","20042","0","0","0","1000","0","0"
"94002","12","3","10000","0","0","0","0","讓信賴度達到100吧","0","0","0","1007611","20042","0","0","0","100","0","0"
"94002","12","3","25000","0","0","0","0","讓信賴度達到200吧","0","0","0","1007612","20042","0","0","0","200","0","0"
"91002","8","3","50","0","0","0","0","讓信賴度達到500吧","0","0","0","1007613","20042","0","0","0","500","0","0"
"94002","12","3","50000","0","0","0","0","讓信賴度達到800吧","0","0","0","1007614","20042","0","0","0","800","0","0"
"91002","8","3","100","0","0","0","0","讓信賴度達到MAX吧","0","0","0","1007615","20042","0","0","0","1000","0","0"
"94002","12","1","15000","0","0","0","0","讓信賴度達到100吧","0","0","0","1007801","20043","0","0","0","100","0","0"
"94002","12","1","37500","0","0","0","0","讓信賴度達到200吧","0","0","0","1007802","20043","0","0","0","200","0","0"
"91002","8","1","75","0","0","0","0","讓信賴度達到500吧","0","0","0","1007803","20043","0","0","0","500","0","0"
"94002","12","1","75000","0","0","0","0","讓信賴度達到800吧","0","0","0","1007804","20043","0","0","0","800","0","0"
"91002","8","1","150","0","0","0","0","讓信賴度達到MAX吧","0","0","0","1007805","20043","0","0","0","1000","0","0"
"94002","12","2","15000","0","0","0","0","讓信賴度達到100吧","0","0","0","1007806","20043","0","0","0","100","0","0"
"94002","12","2","37500","0","0","0","0","讓信賴度達到200吧","0","0","0","1007807","20043","0","0","0","200","0","0"
"91002","8","2","75","0","0","0","0","讓信賴度達到500吧","0","0","0","1007808","20043","0","0","0","500","0","0"
"94002","12","2","75000","0","0","0","0","讓信賴度達到800吧","0","0","0","1007809","20043","0","0","0","800","0","0"
"91002","8","2","150","0","0","0","0","讓信賴度達到MAX吧","0","0","0","1007810","20043","0","0","0","1000","0","0"
"94002","12","1","15000","0","0","0","0","讓信賴度達到100吧","0","0","0","1008801","20048","0","0","0","100","0","0"
"94002","12","1","37500","0","0","0","0","讓信賴度達到200吧","0","0","0","1008802","20048","0","0","0","200","0","0"
"91002","8","1","75","0","0","0","0","讓信賴度達到500吧","0","0","0","1008803","20048","0","0","0","500","0","0"
"94002","12","1","75000","0","0","0","0","讓信賴度達到800吧","0","0","0","1008804","20048","0","0","0","800","0","0"
"91002","8","1","150","0","0","0","0","讓信賴度達到MAX吧","0","0","0","1008805","20048","0","0","0","1000","0","0"
"94002","12","2","15000","0","0","0","0","讓信賴度達到100吧","0","0","0","1008806","20048","0","0","0","100","0","0"
"94002","12","2","37500","0","0","0","0","讓信賴度達到200吧","0","0","0","1008807","20048","0","0","0","200","0","0"
"91002","8","2","75","0","0","0","0","讓信賴度達到500吧","0","0","0","1008808","20048","0","0","0","500","0","0"
"94002","12","2","75000","0","0","0","0","讓信賴度達到800吧","0","0","0","1008809","20048","0","0","0","800","0","0"
"91002","8","2","150","0","0","0","0","讓信賴度達到MAX吧","0","0","0","1008810","20048","0","0","0","1000","0","0"
"94002","12","1","15000","0","0","0","0","讓信賴度達到100吧","0","0","0","1009001","20049","0","0","0","100","0","0"
"94002","12","1","37500","0","0","0","0","讓信賴度達到200吧","0","0","0","1009002","20049","0","0","0","200","0","0"
"91002","8","1","75","0","0","0","0","讓信賴度達到500吧","0","0","0","1009003","20049","0","0","0","500","0","0"
"94002","12","1","75000","0","0","0","0","讓信賴度達到800吧","0","0","0","1009004","20049","0","0","0","800","0","0"
"91002","8","1","150","0","0","0","0","讓信賴度達到MAX吧","0","0","0","1009005","20049","0","0","0","1000","0","0"
"94002","12","2","15000","0","0","0","0","讓信賴度達到100吧","0","0","0","1009006","20049","0","0","0","100","0","0"
"94002","12","2","37500","0","0","0","0","讓信賴度達到200吧","0","0","0","1009007","20049","0","0","0","200","0","0"
"91002","8","2","75","0","0","0","0","讓信賴度達到500吧","0","0","0","1009008","20049","0","0","0","500","0","0"
"94002","12","2","75000","0","0","0","0","讓信賴度達到800吧","0","0","0","1009009","20049","0","0","0","800","0","0"
"91002","8","2","150","0","0","0","0","讓信賴度達到MAX吧","0","0","0","1009010","20049","0","0","0","1000","0","0"
"94002","12","1","10000","0","0","0","0","讓信賴度達到100吧","0","0","0","1009401","20051","0","0","0","100","0","0"
"94002","12","1","25000","0","0","0","0","讓信賴度達到200吧","0","0","0","1009402","20051","0","0","0","200","0","0"
"91002","8","1","50","0","0","0","0","讓信賴度達到500吧","0","0","0","1009403","20051","0","0","0","500","0","0"
"94002","12","1","50000","0","0","0","0","讓信賴度達到800吧","0","0","0","1009404","20051","0","0","0","800","0","0"
"91002","8","1","100","0","0","0","0","讓信賴度達到MAX吧","0","0","0","1009405","20051","0","0","0","1000","0","0"
"94002","12","2","10000","0","0","0","0","讓信賴度達到100吧","0","0","0","1009406","20051","0","0","0","100","0","0"
"94002","12","2","25000","0","0","0","0","讓信賴度達到200吧","0","0","0","1009407","20051","0","0","0","200","0","0"
"91002","8","2","50","0","0","0","0","讓信賴度達到500吧","0","0","0","1009408","20051","0","0","0","500","0","0"
"94002","12","2","50000","0","0","0","0","讓信賴度達到800吧","0","0","0","1009409","20051","0","0","0","800","0","0"
"91002","8","2","100","0","0","0","0","讓信賴度達到MAX吧","0","0","0","1009410","20051","0","0","0","1000","0","0"
"94002","12","3","10000","0","0","0","0","讓信賴度達到100吧","0","0","0","1009411","20051","0","0","0","100","0","0"
"94002","12","3","25000","0","0","0","0","讓信賴度達到200吧","0","0","0","1009412","20051","0","0","0","200","0","0"
"91002","8","3","50","0","0","0","0","讓信賴度達到500吧","0","0","0","1009413","20051","0","0","0","500","0","0"
"94002","12","3","50000","0","0","0","0","讓信賴度達到800吧","0","0","0","1009414","20051","0","0","0","800","0","0"
"91002","8","3","100","0","0","0","0","讓信賴度達到MAX吧","0","0","0","1009415","20051","0","0","0","1000","0","0"
"94002","12","1","15000","0","0","0","0","讓信賴度達到100吧","0","0","0","1010001","20054","0","0","0","100","0","0"
"94002","12","1","37500","0","0","0","0","讓信賴度達到200吧","0","0","0","1010002","20054","0","0","0","200","0","0"
"91002","8","1","75","0","0","0","0","讓信賴度達到500吧","0","0","0","1010003","20054","0","0","0","500","0","0"
"94002","12","1","75000","0","0","0","0","讓信賴度達到800吧","0","0","0","1010004","20054","0","0","0","800","0","0"
"91002","8","1","150","0","0","0","0","讓信賴度達到MAX吧","0","0","0","1010005","20054","0","0","0","1000","0","0"
"94002","12","2","15000","0","0","0","0","讓信賴度達到100吧","0","0","0","1010006","20054","0","0","0","100","0","0"
"94002","12","2","37500","0","0","0","0","讓信賴度達到200吧","0","0","0","1010007","20054","0","0","0","200","0","0"
"91002","8","2","75","0","0","0","0","讓信賴度達到500吧","0","0","0","1010008","20054","0","0","0","500","0","0"
"94002","12","2","75000","0","0","0","0","讓信賴度達到800吧","0","0","0","1010009","20054","0","0","0","800","0","0"
"91002","8","2","150","0","0","0","0","讓信賴度達到MAX吧","0","0","0","1010010","20054","0","0","0","1000","0","0"
"94002","12","1","10000","0","0","0","0","讓信賴度達到100吧","0","0","0","1010201","20055","0","0","0","100","0","0"
"94002","12","1","25000","0","0","0","0","讓信賴度達到200吧","0","0","0","1010202","20055","0","0","0","200","0","0"
"91002","8","1","50","0","0","0","0","讓信賴度達到500吧","0","0","0","1010203","20055","0","0","0","500","0","0"
"94002","12","1","50000","0","0","0","0","讓信賴度達到800吧","0","0","0","1010204","20055","0","0","0","800","0","0"
"91002","8","1","100","0","0","0","0","讓信賴度達到MAX吧","0","0","0","1010205","20055","0","0","0","1000","0","0"
"94002","12","2","10000","0","0","0","0","讓信賴度達到100吧","0","0","0","1010206","20055","0","0","0","100","0","0"
"94002","12","2","25000","0","0","0","0","讓信賴度達到200吧","0","0","0","1010207","20055","0","0","0","200","0","0"
"91002","8","2","50","0","0","0","0","讓信賴度達到500吧","0","0","0","1010208","20055","0","0","0","500","0","0"
"94002","12","2","50000","0","0","0","0","讓信賴度達到800吧","0","0","0","1010209","20055","0","0","0","800","0","0"
"91002","8","2","100","0","0","0","0","讓信賴度達到MAX吧","0","0","0","1010210","20055","0","0","0","1000","0","0"
"94002","12","3","10000","0","0","0","0","讓信賴度達到100吧","0","0","0","1010211","20055","0","0","0","100","0","0"
"94002","12","3","25000","0","0","0","0","讓信賴度達到200吧","0","0","0","1010212","20055","0","0","0","200","0","0"
"91002","8","3","50","0","0","0","0","讓信賴度達到500吧","0","0","0","1010213","20055","0","0","0","500","0","0"
"94002","12","3","50000","0","0","0","0","讓信賴度達到800吧","0","0","0","1010214","20055","0","0","0","800","0","0"
"91002","8","3","100","0","0","0","0","讓信賴度達到MAX吧","0","0","0","1010215","20055","0","0","0","1000","0","0"
"94002","12","1","15000","0","0","0","0","讓信賴度達到100吧","0","0","0","1010401","20056","0","0","0","100","0","0"
"94002","12","1","37500","0","0","0","0","讓信賴度達到200吧","0","0","0","1010402","20056","0","0","0","200","0","0"
"91002","8","1","75","0","0","0","0","讓信賴度達到500吧","0","0","0","1010403","20056","0","0","0","500","0","0"
"94002","12","1","75000","0","0","0","0","讓信賴度達到800吧","0","0","0","1010404","20056","0","0","0","800","0","0"
"91002","8","1","150","0","0","0","0","讓信賴度達到MAX吧","0","0","0","1010405","20056","0","0","0","1000","0","0"
"94002","12","2","15000","0","0","0","0","讓信賴度達到100吧","0","0","0","1010406","20056","0","0","0","100","0","0"
"94002","12","2","37500","0","0","0","0","讓信賴度達到200吧","0","0","0","1010407","20056","0","0","0","200","0","0"
"91002","8","2","75","0","0","0","0","讓信賴度達到500吧","0","0","0","1010408","20056","0","0","0","500","0","0"
"94002","12","2","75000","0","0","0","0","讓信賴度達到800吧","0","0","0","1010409","20056","0","0","0","800","0","0"
"91002","8","2","150","0","0","0","0","讓信賴度達到MAX吧","0","0","0","1010410","20056","0","0","0","1000","0","0"
"94002","12","1","10000","0","0","0","0","讓信賴度達到100吧","0","0","0","1011401","10141","0","0","0","100","0","0"
"94002","12","1","25000","0","0","0","0","讓信賴度達到200吧","0","0","0","1011402","10141","0","0","0","200","0","0"
"91002","8","1","50","0","0","0","0","讓信賴度達到500吧","0","0","0","1011403","10141","0","0","0","500","0","0"
"94002","12","1","50000","0","0","0","0","讓信賴度達到800吧","0","0","0","1011404","10141","0","0","0","800","0","0"
"91002","8","1","100","0","0","0","0","讓信賴度達到MAX吧","0","0","0","1011405","10141","0","0","0","1000","0","0"
"94002","12","2","10000","0","0","0","0","讓信賴度達到100吧","0","0","0","1011406","10141","0","0","0","100","0","0"
"94002","12","2","25000","0","0","0","0","讓信賴度達到200吧","0","0","0","1011407","10141","0","0","0","200","0","0"
"91002","8","2","50","0","0","0","0","讓信賴度達到500吧","0","0","0","1011408","10141","0","0","0","500","0","0"
"94002","12","2","50000","0","0","0","0","讓信賴度達到800吧","0","0","0","1011409","10141","0","0","0","800","0","0"
"91002","8","2","100","0","0","0","0","讓信賴度達到MAX吧","0","0","0","1011410","10141","0","0","0","1000","0","0"
"94002","12","1","7500","0","0","0","0","讓信賴度達到100吧","0","0","0","1012401","10151","0","0","0","100","0","0"
"94002","12","1","17500","0","0","0","0","讓信賴度達到200吧","0","0","0","1012402","10151","0","0","0","200","0","0"
"91002","8","1","30","0","0","0","0","讓信賴度達到500吧","0","0","0","1012403","10151","0","0","0","500","0","0"
"94002","12","1","40000","0","0","0","0","讓信賴度達到800吧","0","0","0","1012404","10151","0","0","0","800","0","0"
"91002","8","1","90","0","0","0","0","讓信賴度達到MAX吧","0","0","0","1012405","10151","0","0","0","1000","0","0"
"94002","12","2","7500","0","0","0","0","讓信賴度達到100吧","0","0","0","1012406","10151","0","0","0","100","0","0"
"94002","12","2","17500","0","0","0","0","讓信賴度達到200吧","0","0","0","1012407","10151","0","0","0","200","0","0"
"91002","8","2","30","0","0","0","0","讓信賴度達到500吧","0","0","0","1012408","10151","0","0","0","500","0","0"
"94002","12","2","40000","0","0","0","0","讓信賴度達到800吧","0","0","0","1012409","10151","0","0","0","800","0","0"
"91002","8","2","90","0","0","0","0","讓信賴度達到MAX吧","0","0","0","1012410","10151","0","0","0","1000","0","0"
"94002","12","3","7500","0","0","0","0","讓信賴度達到100吧","0","0","0","1012411","10151","0","0","0","100","0","0"
"94002","12","3","17500","0","0","0","0","讓信賴度達到200吧","0","0","0","1012412","10151","0","0","0","200","0","0"
"91002","8","3","30","0","0","0","0","讓信賴度達到500吧","0","0","0","1012413","10151","0","0","0","500","0","0"
"94002","12","3","40000","0","0","0","0","讓信賴度達到800吧","0","0","0","1012414","10151","0","0","0","800","0","0"
"91002","8","3","90","0","0","0","0","讓信賴度達到MAX吧","0","0","0","1012415","10151","0","0","0","1000","0","0"
"94002","12","4","7500","0","0","0","0","讓信賴度達到100吧","0","0","0","1012416","10151","0","0","0","100","0","0"
"94002","12","4","17500","0","0","0","0","讓信賴度達到200吧","0","0","0","1012417","10151","0","0","0","200","0","0"
"91002","8","4","30","0","0","0","0","讓信賴度達到500吧","0","0","0","1012418","10151","0","0","0","500","0","0"
"94002","12","4","40000","0","0","0","0","讓信賴度達到800吧","0","0","0","1012419","10151","0","0","0","800","0","0"
"91002","8","4","90","0","0","0","0","讓信賴度達到MAX吧","0","0","0","1012420","10151","0","0","0","1000","0","0"
"94002","12","1","30000","0","0","0","0","讓信賴度達到100吧","0","0","0","1014401","10144","0","0","0","100","0","0"
"94002","12","1","60000","0","0","0","0","讓信賴度達到200吧","0","0","0","1014402","10144","0","0","0","200","0","0"
"91002","8","1","50","0","0","0","0","讓信賴度達到500吧","0","0","0","1014403","10144","0","0","0","500","0","0"
"94002","12","1","160000","0","0","0","0","讓信賴度達到800吧","0","0","0","1014404","10144","0","0","0","800","0","0"
"91002","8","1","100","0","0","0","0","讓信賴度達到MAX吧","0","0","0","1014405","10144","0","0","0","1000","0","0"
"94002","12","2","30000","0","0","0","0","讓信賴度達到100吧","0","0","0","1014406","10144","0","0","0","100","0","0"
"94002","12","2","60000","0","0","0","0","讓信賴度達到200吧","0","0","0","1014407","10144","0","0","0","200","0","0"
"91002","8","2","50","0","0","0","0","讓信賴度達到500吧","0","0","0","1014408","10144","0","0","0","500","0","0"
"94002","12","2","160000","0","0","0","0","讓信賴度達到800吧","0","0","0","1014409","10144","0","0","0","800","0","0"
"91002","8","2","100","0","0","0","0","讓信賴度達到MAX吧","0","0","0","1014410","10144","0","0","0","1000","0","0"
