428d1baf2c11478ccaf8ca42b80b254550f0153353c74bfb97935e685f0f0775,2da97340ed1b1af527d7abfb3d9daf8b9dc8a6772f8bbc0ef046f74f925d62ba,94b0c6cc6c2bcce69959540dad13b6845748af5cebb8e94fcb8ad2bc90b9241d,832376dd777257b2ce289f22e5834d5a82f237a4cdc2b8637a421ce770c99d58,ec4c26319ef91e4cfd69698391699283cd32b7d9ff6fd2122abc434ce3aad0d1,11c25413dcac9cba2fa48719557b83333e29d76c6ffdd8d008c8994ca029c1d4,648ffbaf3b65b44d133b3216d7c518938b6365a0b6ba758133ff7143182fd7a2,ebbc4979f173d48fe3968782253270561ac5743c2d65da5bafeca61314a5a467,fa84cbe7f9535fa57ee5483030a42df97416187f5de07055f73d0449ee76bc36,7737e48a4704d51ec94be003b34a0b18ab6f7459a8bf6d40e33980b5242b7a88,b1c13dd0a2e9d140e89426948d0c40aa5943b8303e957e6c855284c7fabf6ec3,dc14f5f637cf3b9607a1628d6e0c8eddcd1972fb388424d37315b29082e2cf93
"0","1.189","1240060","0","1","14","40","0","0","0","60","24"
"0","0","1240061","0","4","0","0","1.189","0","1","61","24"
"40","0.235","1240062","0","1","14","77","0","0","0","62","24"
"0","0","1240063","0","4","0","0","0.235","0","1","63","24"
"77","1.729","1240064","0","1","14","192","0","0","0","64","24"
"0","0","1240065","0","4","0","0","3.529","0","1","65","24"
"0","0","1250001","0","4","0","0","1","0","3","1","25"
"0","0","1250002","vo_nyx_0701","2","0","0","0","vo_nyx","0","2","25"
"0","2.62","1250003","0","1","1","218","0","0","0","3","25"
"0","0","1250004","0","4","0","0","3.07","0","1","4","25"
"0","0","1250005","vo_nyx_0702","2","0","0","0","vo_nyx","0","5","25"
"218","1.252","1250006","0","1","1","385","0","0","0","6","25"
"0","0","1250007","0","4","0","0","1.252","0","1","7","25"
"0","0.322","1250008","0","1","2","0","0","0","0","8","25"
"0","0","1250009","0","4","0","0","0.577","0","1","9","25"
"0","2.127","1250010","0","1","2","345","0","0","0","10","25"
"0","0","1250011","0","4","0","0","2.985","0","1","11","25"
"0","0","1250012","vo_nyx_0703","2","0","0","0","vo_nyx","0","12","25"
"0","2.972","1250013","0","1","3","380","0","0","0","13","25"
"0","0","1250014","0","4","0","0","3.55","0","1","14","25"
"0","3.003","1250015","0","1","4","323","0","0","0","15","25"
"0","0","1250016","0","4","0","0","3.672","0","1","16","25"
"0","0","1250017","vo_nyx_0704","2","0","0","0","vo_nyx","0","17","25"
"0","2.06","1250018","0","1","5","206","0","0","0","18","25"
"0","0","1250019","0","4","0","0","2.34","0","1","19","25"
"206","1.44","1250020","0","1","5","400","0","0","0","20","25"
"0","0","1250021","0","4","0","0","2.486","0","1","21","25"
"0","0","1250022","vo_nyx_0705","2","0","0","0","vo_nyx","0","22","25"
"0","0.766","1250023","0","1","6","71","0","0","0","23","25"
"0","0","1250024","0","4","0","0","1.136","0","1","24","25"
"71","2.067","1250025","0","1","6","320","0","0","0","25","25"
"0","0","1250026","0","4","0","0","2.735","0","1","26","25"
"0","0","1250027","vo_nyx_0706","2","0","0","0","vo_nyx","0","27","25"
"0","3.027","1250028","0","1","7","375","0","0","0","28","25"
"0","0","1250029","0","4","0","0","3.027","0","1","29","25"
"0","0.808","1250030","0","1","8","0","0","0","0","30","25"
"0","0","1250031","0","4","0","0","1.288","0","1","31","25"
"0","1.8","1250032","0","1","8","385","0","0","0","32","25"
"0","0","1250033","0","4","0","0","2.043","0","1","33","25"
"0","1.75","1250034","0","1","9","190","0","0","0","34","25"
"0","0","1250035","0","4","0","0","2.547","0","1","35","25"
"0","0","1250036","0","4","0","0","2","0","3","36","25"
"0","0","1250037","vo_nyx_0707","2","0","0","0","vo_nyx","0","37","25"
"0","2.997","1250038","0","1","10","326","0","0","0","38","25"
"0","0","1250039","0","4","0","0","3.809","0","1","39","25"
"0","0","1250040","vo_nyx_0708","2","0","0","0","vo_nyx","0","40","25"
"0","1.538","1250041","0","1","11","182","0","0","0","41","25"
"0","0","1250042","0","4","0","0","1.671","0","1","42","25"
"182","0.893","1250043","0","1","11","352","0","0","0","43","25"
"0","0","1250044","0","4","0","0","1.738","0","1","44","25"
"0","0","1250045","0","4","0","0","3","0","3","45","25"
"0","0","1250046","vo_nyx_0709","2","0","0","0","vo_nyx","0","46","25"
"0","1.427","1250047","0","1","12","95","0","0","0","47","25"
"0","0","1250048","0","4","0","0","1.895","0","1","48","25"
"95","1.653","1250049","0","1","12","234","0","0","0","49","25"
"0","0","1250050","0","4","0","0","1.732","0","1","50","25"
"234","0.686","1250051","0","1","12","373","0","0","0","51","25"
"0","0","1250052","0","4","0","0","0.686","0","1","52","25"
"0","0.693","1250053","0","1","13","90","0","0","0","53","25"
"0","0","1250054","0","4","0","0","1.063","0","1","54","25"
"90","1.258","1250055","0","1","13","174","0","0","0","55","25"
"0","0","1250056","0","4","0","0","1.915","0","1","56","25"
"174","1.222","1250057","0","1","13","388","0","0","0","57","25"
"0","0","1250058","0","4","0","0","2.085","0","1","58","25"
"0","0","1250059","vo_nyx_0710","2","0","0","0","vo_nyx","0","59","25"
"0","2.18","1250060","0","1","14","200","0","0","0","60","25"
"0","0","1250061","0","4","0","0","3.98","0","1","61","25"
"0","0","1260001","0","4","0","0","1","0","3","1","26"
"0","0","1260002","vo_nyx_0801","2","0","0","0","vo_nyx","0","2","26"
"0","0.65","1260003","0","1","1","70","0","0","0","3","26"
"0","0","1260004","0","4","0","0","1.4","0","1","4","26"
"70","1.119","1260005","0","1","1","138","0","0","0","5","26"
"0","0","1260006","0","4","0","0","1.816","0","1","6","26"
"138","1.557","1260007","0","1","1","332","0","0","0","7","26"
"0","0","1260008","0","4","0","0","2.665","0","1","8","26"
"0","0","1260009","vo_nyx_0802","2","0","0","0","vo_nyx","0","9","26"
"70","0.776","1260010","0","1","2","143","0","0","0","10","26"
"0","0","1260011","0","4","0","0","1.608","0","1","11","26"
"143","1.562","1260012","0","1","2","310","0","0","0","12","26"
"0","0","1260013","0","4","0","0","2.562","0","1","13","26"
"0","0","1260014","0","4","0","0","2","0","3","14","26"
"0","0","1260015","vo_nyx_0803","2","0","0","0","vo_nyx","0","15","26"
"0","0.65","1260016","0","1","3","68","0","0","0","16","26"
"0","0","1260017","0","4","0","0","1.4","0","1","17","26"
"68","2.205","1260018","0","1","3","248","0","0","0","18","26"
"0","0","1260019","0","4","0","0","2.779","0","1","19","26"
"0","0","1260020","vo_nyx_0804","2","0","0","0","vo_nyx","0","20","26"
"248","0.393","1260021","0","1","3","283","0","0","0","21","26"
"0","0","1260022","0","4","0","0","0.987","0","1","22","26"
"283","0.843","1260023","0","1","3","370","0","0","0","23","26"
"0","0","1260024","0","4","0","0","0.843","0","1","24","26"
"68","1.481","1260025","0","1","4","263","0","0","0","25","26"
"0","0","1260026","0","4","0","0","2.481","0","1","26","26"
"0","0","1260027","0","4","0","0","3","0","3","27","26"
"0","0","1260028","vo_nyx_0805","2","0","0","0","vo_nyx","0","28","26"
"0","0.65","1260029","0","1","5","70","0","0","0","29","26"
"0","0","1260030","0","4","0","0","1.4","0","1","30","26"
"70","1.879","1260031","0","1","5","270","0","0","0","31","26"
"0","0","1260032","0","4","0","0","2.917","0","1","32","26"
"70","2.759","1260033","0","1","6","267","0","0","0","33","26"
"0","0","1260034","0","4","0","0","3.645","0","1","34","26"
"267","0.487","1260035","0","1","6","395","0","0","0","35","26"
"0","0","1260036","0","4","0","0","1.487","0","1","36","26"
"0","0","1260037","0","4","0","0","4","0","3","37","26"
"0","0","1260038","vo_nyx_0806","2","0","0","0","vo_nyx","0","38","26"
"0","0.65","1260039","0","1","7","70","0","0","0","39","26"
"0","0","1260040","0","4","0","0","1.4","0","1","40","26"
"70","1.003","1260041","0","1","7","136","0","0","0","41","26"
"0","0","1260042","0","4","0","0","1.452","0","1","42","26"
"136","2.373","1260043","0","1","7","387","0","0","0","43","26"
"0","0","1260044","0","4","0","0","2.6","0","1","44","26"
"70","1.23","1260045","0","1","8","250","0","0","0","45","26"
"0","0","1260046","0","4","0","0","2.23","0","1","46","26"
"0","0","1260047","0","4","0","0","1","0","3","47","26"
"0","0","1260048","vo_nyx_0807","2","0","0","0","vo_nyx","0","48","26"
"0","0.65","1260049","0","1","9","68","0","0","0","49","26"
"0","0","1260050","0","4","0","0","1.4","0","1","50","26"
"68","2.24","1260051","0","1","9","350","0","0","0","51","26"
"0","0","1260052","0","4","0","0","2.74","0","1","52","26"
"70","1.252","1260053","0","1","10","163","0","0","0","53","26"
"0","0","1260054","0","4","0","0","1.742","0","1","54","26"
"163","2.352","1260055","0","1","10","380","0","0","0","55","26"
"0","0","1260056","0","4","0","0","2.779","0","1","56","26"
"70","2.013","1260057","0","1","11","310","0","0","0","57","26"
"0","0","1260058","0","4","0","0","3.047","0","1","58","26"
"0","0","1260059","vo_nyx_0808","2","0","0","0","vo_nyx","0","59","26"
"70","1.401","1260060","0","1","12","242","0","0","0","60","26"
"0","0","1260061","0","4","0","0","1.984","0","1","61","26"
"242","2.073","1260062","0","1","12","390","0","0","0","62","26"
"0","0","1260063","0","4","0","0","2.372","0","1","63","26"
"70","1.4","1260064","0","1","13","240","0","0","0","64","26"
"0","0","1260065","0","4","0","0","2.2","0","1","65","26"
"0","0","1260066","0","4","0","0","4","0","3","66","26"
"0","0","1260067","vo_nyx_0809","2","0","0","0","vo_nyx","0","67","26"
"0","0.65","1260068","0","1","14","68","0","0","0","68","26"
"0","0","1260069","0","4","0","0","1.4","0","1","69","26"
"68","1.52","1260070","0","1","14","260","0","0","0","70","26"
"0","0","1260071","0","4","0","0","2.5","0","1","71","26"
"0","0","1260072","vo_nyx_0810","2","0","0","0","vo_nyx","0","72","26"
"70","2.7","1260073","0","1","15","280","0","0","0","73","26"
"0","0","1260074","0","4","0","0","4.5","0","1","74","26"
"0","0","1320001","0","4","0","0","1","0","3","1","32"
"0","0","1320002","vo_nyx_0901","2","0","0","0","vo_nyx","0","2","32"
"0","3.31","1320003","0","1","1","215","0","0","0","3","32"
"0","0","1320004","0","4","0","0","3.909","0","1","4","32"
"215","0.836","1320005","0","1","1","358","0","0","0","5","32"
"0","0","1320006","0","4","0","0","1.457","0","1","6","32"
"358","0.533","1320007","0","1","1","395","0","0","0","7","32"
"0","0","1320008","0","4","0","0","0.533","0","1","8","32"
"0","1.392","1320009","0","1","2","149","0","0","0","9","32"
"0","0","1320010","0","4","0","0","1.99","0","1","10","32"
"149","3.058","1320011","0","1","2","395","0","0","0","11","32"
"0","0","1320012","0","4","0","0","3.058","0","1","12","32"
"0","0.338","1320013","0","1","3","74","0","0","0","13","32"
"0","0","1320014","0","4","0","0","1.471","0","1","14","32"
"0","0","1320015","vo_nyx_0902","2","0","0","0","vo_nyx","0","15","32"
"74","2.683","1320016","0","1","3","268","0","0","0","16","32"
"0","0","1320017","0","4","0","0","3.31","0","1","17","32"
"268","0.944","1320018","0","1","3","375","0","0","0","18","32"
"0","0","1320019","0","4","0","0","0.944","0","1","19","32"
"0","1.745","1320020","0","1","4","89","0","0","0","20","32"
"0","0","1320021","0","4","0","0","2.481","0","1","21","32"
"89","1.399","1320022","0","1","4","306","0","0","0","22","32"
"0","0","1320023","0","4","0","0","2.87","0","1","23","32"
"0","0","1320024","0","4","0","0","2","0","3","24","32"
"0","0","1320025","vo_nyx_0903","2","0","0","0","vo_nyx","0","25","32"
"0","1.276","1320026","0","1","5","83","0","0","0","26","32"
"0","0","1320027","0","4","0","0","2.005","0","1","27","32"
"83","1.038","1320028","0","1","5","171","0","0","0","28","32"
"0","0","1320029","0","4","0","0","1.608","0","1","29","32"
"171","1.038","1320030","0","1","5","280","0","0","0","30","32"
"0","0","1320031","0","4","0","0","1.11","0","1","31","32"
"0","2.055","1320032","0","1","6","202","0","0","0","32","32"
"0","0","1320033","0","4","0","0","2.844","0","1","33","32"
"202","1.871","1320034","0","1","6","389","0","0","0","34","32"
"0","0","1320035","0","4","0","0","2.397","0","1","35","32"
"0","1.589","1320036","0","1","7","175","0","0","0","36","32"
"0","0","1320037","0","4","0","0","2.196","0","1","37","32"
"175","2.445","1320038","0","1","7","395","0","0","0","38","32"
"0","0","1320039","0","4","0","0","2.445","0","1","39","32"
"0","1.372","1320040","0","1","8","266","0","0","0","40","32"
"0","0","1320041","0","4","0","0","2.657","0","1","41","32"
"0","0","1320042","0","4","0","0","3","0","3","42","32"
"0","0","1320043","vo_nyx_0904","2","0","0","0","vo_nyx","0","43","32"
"266","2.066","1320044","0","1","8","390","0","0","0","44","32"
"0","0","1320045","0","4","0","0","2.066","0","1","45","32"
"0","0.916","1320046","0","1","9","131","0","0","0","46","32"
"0","0","1320047","0","4","0","0","1.42","0","1","47","32"
"131","0.71","1320048","0","1","9","313","0","0","0","48","32"
"0","0","1320049","0","4","0","0","1.561","0","1","49","32"
"313","2.191","1320050","0","1","9","385","0","0","0","50","32"
"0","0","1320051","0","4","0","0","2.191","0","1","51","32"
"0","1.377","1320052","0","1","10","176","0","0","0","52","32"
"0","0","1320053","0","4","0","0","1.833","0","1","53","32"
"176","2.749","1320054","0","1","10","390","0","0","0","54","32"
"0","0","1320055","0","4","0","0","2.749","0","1","55","32"
"0","0.753","1320056","0","1","11","74","0","0","0","56","32"
"0","0","1320057","0","4","0","0","2.093","0","1","57","32"
"0","0","1320058","vo_nyx_0905","2","0","0","0","vo_nyx","0","58","32"
"74","1.534","1320059","0","1","11","160","0","0","0","59","32"
"0","0","1320060","0","4","0","0","2.185","0","1","60","32"
"160","1.269","1320061","0","1","11","311","0","0","0","61","32"
"0","0","1320062","0","4","0","0","1.86","0","1","62","32"
"311","0.74","1320063","0","1","11","400","0","0","0","63","32"
"0","0","1320064","0","4","0","0","0.74","0","1","64","32"
"0","1.911","1320065","0","1","12","134","0","0","0","65","32"
"0","0","1320066","0","4","0","0","2.508","0","1","66","32"
"134","2.445","1320067","0","1","12","380","0","0","0","67","32"
"0","0","1320068","0","4","0","0","3.145","0","1","68","32"
"0","0","1320069","vo_nyx_0906","2","0","0","0","vo_nyx","0","69","32"
"0","0.992","1320070","0","1","13","116","0","0","0","70","32"
"0","0","1320071","0","4","0","0","2.792","0","1","71","32"
"0","0","1330001","0","4","0","0","1","0","3","1","33"
"0","0","1330002","vo_nyx_1001","2","0","0","0","vo_nyx","0","2","33"
"0","1.326","1330003","0","1","1","194","0","0","0","3","33"
"0","0","1330004","0","4","0","0","1.649","0","1","4","33"
"194","2.01","1330005","0","1","1","315","0","0","0","5","33"
"0","0","1330006","0","4","0","0","2.529","0","1","6","33"
"315","1.404","1330007","0","1","1","395","0","0","0","7","33"
"0","0","1330008","0","4","0","0","1.459","0","1","8","33"
"0","0.468","1330009","0","1","2","120","0","0","0","9","33"
"0","0","1330010","0","4","0","0","1.704","0","1","10","33"
"0","0","1330011","vo_nyx_1002","2","0","0","0","vo_nyx","0","11","33"
"120","1.337","1330012","0","1","2","178","0","0","0","12","33"
"0","0","1330013","0","4","0","0","1.337","0","1","13","33"
"178","2.128","1330014","0","1","2","380","0","0","0","14","33"
"0","0","1330015","0","4","0","0","3.666","0","1","15","33"
"0","0","1330016","vo_nyx_1003","2","0","0","0","vo_nyx","0","16","33"
"0","1.938","1330017","0","1","3","207","0","0","0","17","33"
"0","0","1330018","0","4","0","0","2.451","0","1","18","33"
"207","1.303","1330019","0","1","3","330","0","0","0","19","33"
"0","0","1330020","0","4","0","0","2.273","0","1","20","33"
"0","0","1330021","vo_nyx_1004","2","0","0","0","vo_nyx","0","21","33"
"0","1.136","1330022","0","1","4","150","0","0","0","22","33"
"0","0","1330023","0","4","0","0","1.905","0","1","23","33"
"150","1.136","1330024","0","1","4","265","0","0","0","24","33"
"0","0","1330025","0","4","0","0","1.905","0","1","25","33"
"265","2.016","1330026","0","1","4","395","0","0","0","26","33"
"0","0","1330027","0","4","0","0","2.116","0","1","27","33"
"0","1.227","1330028","0","1","5","128","0","0","0","28","33"
"0","0","1330029","0","4","0","0","1","0","1","29","33"
"0","0","1330030","vo_nyx_1005","2","0","0","0","vo_nyx","0","30","33"
"0","1.227","1330031","0","1","6","119","0","0","0","31","33"
"0","0","1330032","0","4","0","0","2.174","0","1","32","33"
"0","0","1330033","vo_nyx_1006","2","0","0","0","vo_nyx","0","33","33"
"119","3.075","1330034","0","1","6","395","0","0","0","34","33"
"0","0","1330035","0","4","0","0","3.81","0","1","35","33"
"0","1.281","1330036","0","1","7","120","0","0","0","36","33"
"0","0","1330037","0","4","0","0","2.507","0","1","37","33"
"0","0","1330038","vo_nyx_1007","2","0","0","0","vo_nyx","0","38","33"
"120","1.17","1330039","0","1","7","253","0","0","0","39","33"
"0","0","1330040","0","4","0","0","2.039","0","1","40","33"
"0","0","1330041","vo_nyx_1008","2","0","0","0","vo_nyx","0","41","33"
"253","0.757","1330042","0","1","7","350","0","0","0","42","33"
"0","0","1330043","0","4","0","0","2.139","0","1","43","33"
"0","0","1330044","0","4","0","0","2","0","3","44","33"
"0","0","1330045","vo_nyx_1009","2","0","0","0","vo_nyx","0","45","33"
"0","1.348","1330046","0","1","8","140","0","0","0","46","33"
"0","0","1330047","0","4","0","0","2.852","0","1","47","33"
"0","0","1330048","vo_nyx_1010","2","0","0","0","vo_nyx","0","48","33"
"0","0.702","1330049","0","1","9","30","0","0","0","49","33"
"0","0","1330050","0","4","0","0","0.702","0","1","50","33"
"30","1.604","1330051","0","1","9","162","0","0","0","51","33"
"0","0","1330052","0","4","0","0","2.844","0","1","52","33"
"0","0","1330053","vo_nyx_1011","2","0","0","0","vo_nyx","0","53","33"
"162","2.016","1330054","0","1","9","395","0","0","0","54","33"
"0","0","1330055","0","4","0","0","2.707","0","1","55","33"
"0","2.128","1330056","0","1","10","234","0","0","0","56","33"
"0","0","1330057","0","4","0","0","3.32","0","1","57","33"
"0","0","1330058","vo_nyx_1012","2","0","0","0","vo_nyx","0","58","33"
"234","2.38","1330059","0","1","10","390","0","0","0","59","33"
"0","0","1330060","0","4","0","0","3.338","0","1","60","33"
"0","0","1330061","0","4","0","0","3","0","3","61","33"
"0","0","1330062","vo_nyx_1013","2","0","0","0","vo_nyx","0","62","33"
"0","1.337","1330063","0","1","11","176","0","0","0","63","33"
"0","0","1330064","0","4","0","0","1.883","0","1","64","33"
"176","1.95","1330065","0","1","11","392","0","0","0","65","33"
"0","0","1330066","0","4","0","0","3.243","0","1","66","33"
"0","0","1330067","vo_nyx_1014","2","0","0","0","vo_nyx","0","67","33"
"392","0.724","1330068","0","1","11","392","0","0","0","68","33"
"0","0","1330069","0","4","0","0","0.724","0","1","69","33"
"0","0.824","1330070","0","1","12","131","0","0","0","70","33"
"0","0","1330071","0","4","0","0","1.392","0","1","71","33"
"131","3.319","1330072","0","1","12","390","0","0","0","72","33"
"0","0","1330073","0","4","0","0","4.265","0","1","73","33"
"0","0","1330074","vo_nyx_1015","2","0","0","0","vo_nyx","0","74","33"
"0","2.306","1330075","0","1","13","235","0","0","0","75","33"
"0","0","1330076","0","4","0","0","3.198","0","1","76","33"
"0","0","1330077","0","4","0","0","4","0","3","77","33"
"0","0","1330078","vo_nyx_1016","2","0","0","0","vo_nyx","0","78","33"
"0","1.713","1330079","0","1","14","315","0","0","0","79","33"
"0","0","1330080","0","4","0","0","2.607","0","1","80","33"
"0","1.66","1330081","0","1","15","308","0","0","0","81","33"
"0","0","1330082","0","4","0","0","3.16","0","1","82","33"
"0","0","1340001","0","4","0","0","1","0","3","1","34"
"0","0","1340002","vo_nyx_1501","2","0","0","0","vo_nyx","0","2","34"
"0","0.64","1340003","0","1","1","45","0","0","0","3","34"
"0","0","1340004","0","4","0","0","1.223","0","1","4","34"
"45","0.878","1340005","0","1","1","102","0","0","0","5","34"
"0","0","1340006","0","4","0","0","1.635","0","1","6","34"
"0","0","1340007","vo_nyx_1502","2","0","0","0","vo_nyx","0","7","34"
"102","1.01","1340008","0","1","1","280","0","0","0","8","34"
"0","0","1340009","0","4","0","0","2.02","0","1","9","34"
"0","0","1340010","vo_nyx_1503","2","0","0","0","vo_nyx","0","10","34"
"0","4.04","1340011","0","1","2","375","0","0","0","11","34"
"0","0","1340012","0","4","0","0","4.731","0","1","12","34"
"0","2.766","1340013","0","1","3","310","0","0","0","13","34"
"0","0","1340014","0","4","0","0","3.699","0","1","14","34"
"0","0","1340015","vo_nyx_1504","2","0","0","0","vo_nyx","0","15","34"
"0","2.338","1340016","0","1","4","147","0","0","0","16","34"
"0","0","1340017","0","4","0","0","3.085","0","1","17","34"
"0","0","1340018","vo_nyx_1505","2","0","0","0","vo_nyx","0","18","34"
"147","0.911","1340019","0","1","4","340","0","0","0","19","34"
"0","0","1340020","0","4","0","0","2.338","0","1","20","34"
"0","0","1340021","vo_nyx_1506","2","0","0","0","vo_nyx","0","21","34"
"0","1.789","1340022","0","1","5","147","0","0","0","22","34"
"0","0","1340023","0","4","0","0","2.096","0","1","23","34"
"147","1.992","1340024","0","1","5","370","0","0","0","24","34"
"0","0","1340025","0","4","0","0","3.002","0","1","25","34"
"0","0","1340026","vo_nyx_1507","2","0","0","0","vo_nyx","0","26","34"
"0","1.179","1340027","0","1","6","120","0","0","0","27","34"
"0","0","1340028","0","4","0","0","1.679","0","1","28","34"
"120","1.438","1340029","0","1","6","220","0","0","0","29","34"
"0","0","1340030","0","4","0","0","2.096","0","1","30","34"
"0","0","1340031","vo_nyx_1508","2","0","0","0","vo_nyx","0","31","34"
"220","1.679","1340032","0","1","6","395","0","0","0","32","34"
"0","0","1340033","0","4","0","0","1.679","0","1","33","34"
"0","1.032","1340034","0","1","7","148","0","0","0","34","34"
"0","0","1340035","0","4","0","0","1.833","0","1","35","34"
"0","0","1340036","vo_nyx_1509","2","0","0","0","vo_nyx","0","36","34"
"148","2.788","1340037","0","1","7","400","0","0","0","37","34"
"0","0","1340038","0","4","0","0","3.765","0","1","38","34"
"0","0","1340039","vo_nyx_1510","2","0","0","0","vo_nyx","0","39","34"
"0","0.79","1340040","0","1","8","59","0","0","0","40","34"
"0","0","1340041","0","4","0","0","1.35","0","1","41","34"
"59","2.404","1340042","0","1","8","236","0","0","0","42","34"
"0","0","1340043","0","4","0","0","3.117","0","1","43","34"
"0","0","1340044","0","4","0","0","2","0","3","44","34"
"0","0","1340045","vo_nyx_1511","2","0","0","0","vo_nyx","0","45","34"
"236","1.756","1340046","0","1","8","395","0","0","0","46","34"
"0","0","1340047","0","4","0","0","2.59","0","1","47","34"
"0","1.954","1340048","0","1","9","296","0","0","0","48","34"
"0","0","1340049","0","4","0","0","2.415","0","1","49","34"
"296","1.649","1340050","0","1","9","391","0","0","0","50","34"
"0","0","1340051","0","4","0","0","2.228","0","1","51","34"
"391","0.592","1340052","0","1","9","391","0","0","0","52","34"
"0","0","1340053","0","4","0","0","0.592","0","1","53","34"
"0","1.12","1340054","0","1","10","62","0","0","0","54","34"
"0","0","1340055","0","4","0","0","1.68","0","1","55","34"
"62","2.205","1340056","0","1","10","224","0","0","0","56","34"
"0","0","1340057","0","4","0","0","2.908","0","1","57","34"
"224","1.526","1340058","0","1","10","385","0","0","0","58","34"
"0","0","1340059","0","4","0","0","1.526","0","1","59","34"
"0","1.207","1340060","0","1","11","89","0","0","0","60","34"
"0","0","1340061","0","4","0","0","2.448","0","1","61","34"
"0","0","1340062","0","4","0","0","3","0","3","62","34"
"0","0","1340063","vo_nyx_1512","2","0","0","0","vo_nyx","0","63","34"
"89","1.624","1340064","0","1","11","254","0","0","0","64","34"
"0","0","1340065","0","4","0","0","2.294","0","1","65","34"
"254","1.405","1340066","0","1","11","397","0","0","0","66","34"
"0","0","1340067","0","4","0","0","1.405","0","1","67","34"
"0","0.746","1340068","0","1","12","106","0","0","0","68","34"
"0","0","1340069","0","4","0","0","1.822","0","1","69","34"
"0","0","1340070","0","4","0","0","4","0","3","70","34"
"0","0","1340071","vo_nyx_1513","2","0","0","0","vo_nyx","0","71","34"
"106","2.338","1340072","0","1","12","300","0","0","0","72","34"
"0","0","1340073","0","4","0","0","3.227","0","1","73","34"
"0","0","1340074","0","4","0","0","5","0","3","74","34"
"0","0","1340075","vo_nyx_1514","2","0","0","0","vo_nyx","0","75","34"
"0","1.745","1340076","0","1","13","120","0","0","0","76","34"
"0","0","1340077","0","4","0","0","2.195","0","1","77","34"
"120","1.405","1340078","0","1","13","293","0","0","0","78","34"
"0","0","1340079","0","4","0","0","2.437","0","1","79","34"
"0","0","1340080","vo_nyx_1515","2","0","0","0","vo_nyx","0","80","34"
"0","0.428","1340081","0","1","14","42","0","0","0","81","34"
"0","0","1340082","0","4","0","0","2.16","0","1","82","34"
