dc4a37016d43d55570014bc6acc44d8658480c0e09375935f5d7f2c2b38c4e03,72f7d8a1a433cd7a98e88bd49d68e74e3fecb1b7b3786b78462f04edf140bea9,46ac5f75c899ced1d3ce84ca37c14bde9dedb89dc2515a72f83df1c16446a753,f0021078d296ffbfd0aecaaa2e4b9db88aacba9c390a4d282b482148b7a77822,9c0dbeaed0ec94bdfa1fcb7ee5ba962c8cf3cde9d763b89aba44c23ab86b50e9,5c695d4e395745daea53aeadb1fa0b408aa2da20d06631cc78eba9f118d4e1f6,c3855c85e7fd0628d19c0dfa6c54bc9705bc6ed9f0e5a7d4d68d04819cdb4205,25a29b315aa069f05c905c7d2b2f26a221f404cfe68bdbac528f476a8391ee19,798fd7c4b49fc6e1cb86dc4c04801c26a848966fae44eb69307b482fc7453745,bb9447cf45522a954b0d41749ff57e252514b1a6585c1b5cda38a81472ff48cb,509100027322b2f758f2d163211355bf052dfa0d865513b682f7a4c26ddf6009,aa2d6d1497803e80f0f96d2ffe0377b0ba4988438951cd18b08e0cbf36560983
"1","0","52","0","100590152","1005901","0","0","3.4","4","0","0"
"0","0","53","vo_ske","100590153","1005901","vo_ske_0608","0","0","2","0","0"
"0","0","54","0","100590154","1005901","0","2","0","1","10","221"
"1","0","55","0","100590155","1005901","0","0","2.7","4","0","0"
"0","221","56","0","100590156","1005901","0","1","0","1","10","385"
"1","0","57","0","100590157","1005901","0","0","1","4","0","0"
"0","0","58","0","100590158","1005901","0","0.7","0","1","11","0"
"1","0","59","0","100590159","1005901","0","0","1.9","4","0","0"
"0","0","60","0","100590160","1005901","0","1.6","0","1","11","400"
"1","0","61","0","100590161","1005901","0","0","4","4","0","0"
"0","0","62","vo_ske","100590162","1005901","vo_ske_0609","0","0","2","0","0"
"0","0","63","0","100590163","1005901","0","2","0","1","12","288"
"1","0","64","0","100590164","1005901","0","0","3.8","4","0","0"
"0","0","65","vo_ske","100590165","1005901","vo_ske_0610","0","0","2","0","0"
"0","0","66","0","100590166","1005901","0","0.7","0","1","13","189"
"1","0","67","0","100590167","1005901","0","0","1.4","4","0","0"
"0","189","68","0","100590168","1005901","0","1.7","0","1","13","340"
"1","0","69","0","100590169","1005901","0","0","4.2","4","0","0"
"1","0","1","0","100590201","1005902","0","0","0.8","4","0","0"
"0","0","2","vo_ske","100590202","1005902","vo_ske_0701","0","0","2","0","0"
"0","0","3","0","100590203","1005902","0","2.3","0","1","1","310"
"1","0","4","0","100590204","1005902","0","0","3.6","4","0","0"
"0","0","5","vo_ske","100590205","1005902","vo_ske_0702","0","0","2","0","0"
"0","0","6","0","100590206","1005902","0","0.9","0","1","2","215"
"1","0","7","0","100590207","1005902","0","0","1.6","4","0","0"
"0","215","8","0","100590208","1005902","0","0.7","0","1","2","316"
"1","0","9","0","100590209","1005902","0","0","1.6","4","0","0"
"0","0","10","0","100590210","1005902","0","0.9","0","1","3","86"
"1","0","11","0","100590211","1005902","0","0","1.5","4","0","0"
"0","86","12","0","100590212","1005902","0","1.9","0","1","3","250"
"1","0","13","0","100590213","1005902","0","0","3.5","4","0","0"
"0","0","14","vo_ske","100590214","1005902","vo_ske_0703","0","0","2","0","0"
"0","0","15","0","100590215","1005902","0","1.2","0","1","4","180"
"1","0","16","0","100590216","1005902","0","0","2.1","4","0","0"
"0","180","17","0","100590217","1005902","0","1.6","0","1","4","410"
"1","0","18","0","100590218","1005902","0","0","1.6","4","0","0"
"0","0","19","0","100590219","1005902","0","0.6","0","1","5","88"
"1","0","20","0","100590220","1005902","0","0","2.5","4","0","0"
"0","0","21","vo_ske","100590221","1005902","vo_ske_0704","0","0","2","0","0"
"0","88","22","0","100590222","1005902","0","0.7","0","1","5","194"
"1","0","23","0","100590223","1005902","0","0","2.4","4","0","0"
"0","194","24","0","100590224","1005902","0","1.1","0","1","5","410"
"1","0","25","0","100590225","1005902","0","0","1.1","4","0","0"
"0","0","26","0","100590226","1005902","0","1.5","0","1","6","119"
"1","0","27","0","100590227","1005902","0","0","2","4","0","0"
"0","119","28","0","100590228","1005902","0","1.4","0","1","6","410"
"1","0","29","0","100590229","1005902","0","0","2.9","4","0","0"
"0","0","30","vo_ske","100590230","1005902","vo_ske_0705","0","0","2","0","0"
"0","0","31","0","100590231","1005902","0","0.6","0","1","7","105"
"1","0","32","0","100590232","1005902","0","0","1.4","4","0","0"
"0","105","33","0","100590233","1005902","0","2","0","1","7","390"
"1","0","34","0","100590234","1005902","0","0","5.2","4","0","0"
"0","0","35","vo_ske","100590235","1005902","vo_ske_0706","0","0","2","0","0"
"0","0","36","0","100590236","1005902","0","1.226","0","1","8","167"
"1","0","37","0","100590237","1005902","0","0","1.934","4","0","0"
"0","167","38","0","100590238","1005902","0","1.42","0","1","8","247"
"1","0","39","0","100590239","1005902","0","0","1.552","4","0","0"
"0","247","40","0","100590240","1005902","0","0.6","0","1","8","410"
"1","0","41","0","100590241","1005902","0","0","0.6","4","0","0"
"0","0","42","0","100590242","1005902","0","1.2","0","1","9","149"
"1","0","43","0","100590243","1005902","0","0","3","4","0","0"
"0","0","44","vo_ske","100590244","1005902","vo_ske_0707","0","0","2","0","0"
"0","149","45","0","100590245","1005902","0","1","0","1","9","269"
"1","0","46","0","100590246","1005902","0","0","2","4","0","0"
"0","269","47","0","100590247","1005902","0","0.9","0","1","9","402"
"1","0","48","0","100590248","1005902","0","0","3.1","4","0","0"
"0","0","49","vo_ske","100590249","1005902","vo_ske_0708","0","0","2","0","0"
"0","0","50","0","100590250","1005902","0","1.1","0","1","10","200"
"1","0","51","0","100590251","1005902","0","0","2.4","4","0","0"
"0","0","52","vo_ske","100590252","1005902","vo_ske_0709","0","0","2","0","0"
"0","0","53","0","100590253","1005902","0","2.5","0","1","11","236"
"1","0","54","0","100590254","1005902","0","0","3.4","4","0","0"
"0","0","55","vo_ske","100590255","1005902","vo_ske_0710","0","0","2","0","0"
"0","236","56","0","100590256","1005902","0","1.4","0","1","11","410"
"1","0","57","0","100590257","1005902","0","0","2.1","4","0","0"
"0","0","58","0","100590258","1005902","0","1.3","0","1","12","302"
"1","0","59","0","100590259","1005902","0","0","3.2","4","0","0"
"0","0","60","vo_ske","100590260","1005902","vo_ske_0711","0","0","2","0","0"
"0","0","61","0","100590261","1005902","0","0.8","0","1","13","88"
"1","0","62","0","100590262","1005902","0","0","1.9","4","0","0"
"0","88","63","0","100590263","1005902","0","1.7","0","1","13","305"
"1","0","64","0","100590264","1005902","0","0","3.5","4","0","0"
"0","0","65","vo_ske","100590265","1005902","vo_ske_0712","0","0","2","0","0"
"0","0","66","0","100590266","1005902","0","1","0","1","14","188"
"1","0","67","0","100590267","1005902","0","0","1.9","4","0","0"
"0","188","68","0","100590268","1005902","0","1.6","0","1","14","420"
"1","0","69","0","100590269","1005902","0","0","4.1","4","0","0"
"1","0","1","0","100590301","1005903","0","0","0.8","4","0","0"
"0","0","2","vo_ske","100590302","1005903","vo_ske_0801","0","0","2","0","0"
"0","0","3","0","100590303","1005903","0","2.2","0","1","1","231"
"1","0","4","0","100590304","1005903","0","0","3.4","4","0","0"
"0","0","5","vo_ske","100590305","1005903","vo_ske_0802","0","0","2","0","0"
"0","0","6","0","100590306","1005903","0","0.465","0","1","2","50"
"1","0","7","0","100590307","1005903","0","0","0.998","4","0","0"
"0","50","8","0","100590308","1005903","0","1.722","0","1","2","226"
"1","0","9","0","100590309","1005903","0","0","3.024","4","0","0"
"0","226","10","0","100590310","1005903","0","0.8","0","1","2","388"
"1","0","11","0","100590311","1005903","0","0","0.8","4","0","0"
"0","0","12","0","100590312","1005903","0","0.9","0","1","3","136"
"1","0","13","0","100590313","1005903","0","0","2.5","4","0","0"
"0","136","14","0","100590314","1005903","0","1","0","1","3","263"
"1","0","15","0","100590315","1005903","0","0","1.8","4","0","0"
"0","263","16","0","100590316","1005903","0","1.2","0","1","3","388"
"1","0","17","0","100590317","1005903","0","0","1.2","4","0","0"
"0","0","18","0","100590318","1005903","0","0.828","0","1","4","0"
"1","0","19","0","100590319","1005903","0","0","3.156","4","0","0"
"0","0","20","vo_ske","100590320","1005903","vo_ske_0803","0","0","2","0","0"
"0","0","21","0","100590321","1005903","0","1.2","0","1","4","71"
"1","0","22","0","100590322","1005903","0","0","2.3","4","0","0"
"0","71","23","0","100590323","1005903","0","1.8","0","1","4","347"
"1","0","24","0","100590324","1005903","0","0","3.4","4","0","0"
"0","0","25","0","100590325","1005903","0","1.9","0","1","5","350"
"1","0","26","0","100590326","1005903","0","0","4.3","4","0","0"
"0","0","27","vo_ske","100590327","1005903","vo_ske_0804","0","0","2","0","0"
"0","0","28","0","100590328","1005903","0","1.067","0","1","6","117"
"1","0","29","0","100590329","1005903","0","0","1.523","4","0","0"
"0","117","30","0","100590330","1005903","0","0.674","0","1","6","235"
"1","0","31","0","100590331","1005903","0","0","2.337","4","0","0"
"0","0","32","vo_ske","100590332","1005903","vo_ske_0805","0","0","2","0","0"
"0","0","33","0","100590333","1005903","0","1.1","0","1","7","235"
"1","0","34","0","100590334","1005903","0","0","1.1","4","0","0"
"0","0","35","0","100590335","1005903","0","0.675","0","1","8","0"
"1","0","36","0","100590336","1005903","0","0","1.662","4","0","0"
"0","0","37","0","100590337","1005903","0","2","0","1","8","350"
"1","0","38","0","100590338","1005903","0","0","4.3","4","0","0"
"0","0","39","vo_ske","100590339","1005903","vo_ske_0806","0","0","2","0","0"
"0","0","40","0","100590340","1005903","0","1.3","0","1","9","125"
"1","0","41","0","100590341","1005903","0","0","2.5","4","0","0"
"0","125","42","0","100590342","1005903","0","1.7","0","1","9","358"
"1","0","43","0","100590343","1005903","0","0","1.7","4","0","0"
"0","358","44","0","100590344","1005903","0","0.5","0","1","9","400"
"1","0","45","0","100590345","1005903","0","0","3.5","4","0","0"
"0","0","46","vo_ske","100590346","1005903","vo_ske_0807","0","0","2","0","0"
"0","0","47","0","100590347","1005903","0","2","0","1","10","199"
"1","0","48","0","100590348","1005903","0","0","3.2","4","0","0"
"0","199","49","0","100590349","1005903","0","1.1","0","1","10","400"
"1","0","50","0","100590350","1005903","0","0","1.1","4","0","0"
"0","0","51","0","100590351","1005903","0","0.8","0","1","11","0"
"1","0","52","0","100590352","1005903","0","0","2.4","4","0","0"
"0","0","53","0","100590353","1005903","0","1.7","0","1","11","328"
"1","0","54","0","100590354","1005903","0","0","4.6","4","0","0"
"0","0","55","vo_ske","100590355","1005903","vo_ske_0808","0","0","2","0","0"
"0","0","56","0","100590356","1005903","0","0.4","0","1","12","95"
"1","0","57","0","100590357","1005903","0","0","2","4","0","0"
"0","95","58","0","100590358","1005903","0","2.3","0","1","12","250"
"1","0","59","0","100590359","1005903","0","0","3.2","4","0","0"
"0","250","60","0","100590360","1005903","0","0.9","0","1","12","380"
"1","0","61","0","100590361","1005903","0","0","3.2","4","0","0"
"0","0","62","vo_ske","100590362","1005903","vo_ske_0809","0","0","2","0","0"
"0","0","63","0","100590363","1005903","0","0.8","0","1","13","318"
"1","0","64","0","100590364","1005903","0","0","3.3","4","0","0"
"1","0","1","0","100590401","1005904","0","0","0.8","4","0","0"
"0","0","2","vo_ske","100590402","1005904","vo_ske_0901","0","0","2","0","0"
"0","0","3","0","100590403","1005904","0","1.325","0","1","1","158"
"1","0","4","0","100590404","1005904","0","0","2.008","4","0","0"
"0","158","5","0","100590405","1005904","0","1.863","0","1","1","365"
"1","0","6","0","100590406","1005904","0","0","3.699","4","0","0"
"0","0","7","vo_ske","100590407","1005904","vo_ske_0902","0","0","2","0","0"
"0","0","8","0","100590408","1005904","0","1.3","0","1","2","175"
"1","0","9","0","100590409","1005904","0","0","2.1","4","0","0"
"0","0","10","0","100590410","1005904","0","1.8","0","1","3","242"
"1","0","11","0","100590411","1005904","0","0","1.8","4","0","0"
"0","242","12","0","100590412","1005904","0","0.7","0","1","3","320"
"1","0","13","0","100590413","1005904","0","0","1.6","4","0","0"
"0","320","14","0","100590414","1005904","0","2.2","0","1","3","320"
"1","0","15","0","100590415","1005904","0","0","4.8","4","0","0"
"0","0","16","vo_ske","100590416","1005904","vo_ske_0903","0","0","2","0","0"
"0","0","17","0","100590417","1005904","0","2.3","0","1","4","252"
"1","0","18","0","100590418","1005904","0","0","3","4","0","0"
"0","252","19","0","100590419","1005904","0","0.8","0","1","4","415"
"1","0","20","0","100590420","1005904","0","0","1.3","4","0","0"
"0","0","21","0","100590421","1005904","0","2.8","0","1","5","415"
"1","0","22","0","100590422","1005904","0","0","4.9","4","0","0"
"0","0","23","vo_ske","100590423","1005904","vo_ske_0904","0","0","2","0","0"
"0","0","24","0","100590424","1005904","0","0.9","0","1","6","99"
"1","0","25","0","100590425","1005904","0","0","1.9","4","0","0"
"0","99","26","0","100590426","1005904","0","0.8","0","1","6","315"
"1","0","27","0","100590427","1005904","0","0","1.4","4","0","0"
"0","315","28","0","100590428","1005904","0","1.7","0","1","6","395"
"1","0","29","0","100590429","1005904","0","0","1.7","4","0","0"
"0","0","30","0","100590430","1005904","0","0.3","0","1","7","0"
"1","0","31","0","100590431","1005904","0","0","1.2","4","0","0"
"0","0","32","0","100590432","1005904","0","2.1","0","1","7","317"
"1","0","33","0","100590433","1005904","0","0","4.1","4","0","0"
"0","0","34","vo_ske","100590434","1005904","vo_ske_0905","0","0","2","0","0"
"0","0","35","0","100590435","1005904","0","1.3","0","1","8","123"
"1","0","36","0","100590436","1005904","0","0","1.9","4","0","0"
"0","123","37","0","100590437","1005904","0","0.59","0","1","8","311"
"1","0","38","0","100590438","1005904","0","0","2.656","4","0","0"
"0","0","39","vo_ske","100590439","1005904","vo_ske_0906","0","0","2","0","0"
"0","0","40","0","100590440","1005904","0","0.8","0","1","9","115"
"1","0","41","0","100590441","1005904","0","0","1.7","4","0","0"
"0","115","42","0","100590442","1005904","0","2.1","0","1","9","400"
"1","0","43","0","100590443","1005904","0","0","2.1","4","0","0"
"0","0","44","0","100590444","1005904","0","1.4","0","1","10","147"
"1","0","45","0","100590445","1005904","0","0","3.3","4","0","0"
"0","147","46","0","100590446","1005904","0","1.1","0","1","10","252"
"1","0","47","0","100590447","1005904","0","0","2.2","4","0","0"
"0","252","48","0","100590448","1005904","0","0.6","0","1","10","420"
"1","0","49","0","100590449","1005904","0","0","0.6","4","0","0"
"0","0","50","0","100590450","1005904","0","2.1","0","1","11","253"
"1","0","51","0","100590451","1005904","0","0","4.7","4","0","0"
"0","0","52","vo_ske","100590452","1005904","vo_ske_0907","0","0","2","0","0"
"0","0","53","0","100590453","1005904","0","0.8","0","1","12","95"
"1","0","54","0","100590454","1005904","0","0","1.7","4","0","0"
"0","95","55","0","100590455","1005904","0","1.34","0","1","12","272"
"1","0","56","0","100590456","1005904","0","0","1.874","4","0","0"
"0","272","57","0","100590457","1005904","0","0.776","0","1","12","410"
"1","0","58","0","100590458","1005904","0","0","2.613","4","0","0"
"0","0","59","vo_ske","100590459","1005904","vo_ske_0908","0","0","2","0","0"
"0","0","60","0","100590460","1005904","0","1.5","0","1","13","283"
"1","0","61","0","100590461","1005904","0","0","2.6","4","0","0"
"0","283","62","0","100590462","1005904","0","2","0","1","13","399"
"1","0","63","0","100590463","1005904","0","0","4.5","4","0","0"
"1","0","1","0","100590501","1005905","0","0","0.8","4","0","0"
"0","0","2","vo_ske","100590502","1005905","vo_ske_1001","0","0","2","0","0"
"0","0","3","0","100590503","1005905","0","0.5","0","1","1","114"
"1","0","4","0","100590504","1005905","0","0","1.1","4","0","0"
"0","114","5","0","100590505","1005905","0","1.4","0","1","1","235"
"1","0","6","0","100590506","1005905","0","0","2.8","4","0","0"
"0","0","7","vo_ske","100590507","1005905","vo_ske_1002","0","0","2","0","0"
"0","0","8","0","100590508","1005905","0","1.8","0","1","2","155"
"1","0","9","0","100590509","1005905","0","0","2.4","4","0","0"
"0","155","10","0","100590510","1005905","0","1.4","0","1","2","400"
"1","0","11","0","100590511","1005905","0","0","3.3","4","0","0"
"0","0","12","vo_ske","100590512","1005905","vo_ske_1003","0","0","2","0","0"
"0","0","13","0","100590513","1005905","0","2.224","0","1","3","264"
"1","0","14","0","100590514","1005905","0","0","2.769","4","0","0"
"0","264","15","0","100590515","1005905","0","0.869","0","1","3","415"
"1","0","16","0","100590516","1005905","0","0","1.635","4","0","0"
"0","0","17","0","100590517","1005905","0","0.6","0","1","4","99"
"1","0","18","0","100590518","1005905","0","0","2.2","4","0","0"
"0","0","19","vo_ske","100590519","1005905","vo_ske_1004","0","0","2","0","0"
"0","99","20","0","100590520","1005905","0","1.3","0","1","4","260"
"1","0","21","0","100590521","1005905","0","0","1.8","4","0","0"
"0","260","22","0","100590522","1005905","0","0.9","0","1","4","415"
"1","0","23","0","100590523","1005905","0","0","0.9","4","0","0"
"0","0","24","0","100590524","1005905","0","0.9","0","1","5","242"
"1","0","25","0","100590525","1005905","0","0","2.7","4","0","0"
"0","242","26","0","100590526","1005905","0","1.059","0","1","5","370"
"1","0","27","0","100590527","1005905","0","0","3","4","0","0"
"0","0","28","vo_ske","100590528","1005905","vo_ske_1005","0","0","2","0","0"
"0","0","29","0","100590529","1005905","0","1.2","0","1","6","261"
"1","0","30","0","100590530","1005905","0","0","1.7","4","0","0"
"0","261","31","0","100590531","1005905","0","2.1","0","1","6","397"
"1","0","32","0","100590532","1005905","0","0","4.5","4","0","0"
"0","0","33","vo_ske","100590533","1005905","vo_ske_1006","0","0","2","0","0"
"0","0","34","0","100590534","1005905","0","0.566","0","1","7","47"
"1","0","35","0","100590535","1005905","0","0","1.552","4","0","0"
"0","47","36","0","100590536","1005905","0","2.318","0","1","7","362"
"1","0","37","0","100590537","1005905","0","0","3.724","4","0","0"
"0","0","38","0","100590538","1005905","0","2.077","0","1","8","242"
"1","0","39","0","100590539","1005905","0","0","2.729","4","0","0"
"0","242","40","0","100590540","1005905","0","0.66","0","1","8","327"
"1","0","41","0","100590541","1005905","0","0","2.832","4","0","0"
"0","0","42","vo_ske","100590542","1005905","vo_ske_1007","0","0","2","0","0"
"0","0","43","0","100590543","1005905","0","0.608","0","1","9","94"
"1","0","44","0","100590544","1005905","0","0","1.363","4","0","0"
"0","94","45","0","100590545","1005905","0","1.493","0","1","9","338"
"1","0","46","0","100590546","1005905","0","0","2.007","4","0","0"
"0","338","47","0","100590547","1005905","0","0.237","0","1","9","415"
"1","0","48","0","100590548","1005905","0","0","0.4","4","0","0"
"0","0","49","0","100590549","1005905","0","1.2","0","1","10","121"
"1","0","50","0","100590550","1005905","0","0","2.82","4","0","0"
"0","0","51","vo_ske","100590551","1005905","vo_ske_1008","0","0","2","0","0"
"0","121","52","0","100590552","1005905","0","1.2","0","1","10","260"
"1","0","53","0","100590553","1005905","0","0","2.4","4","0","0"
"0","260","54","0","100590554","1005905","0","1.5","0","1","10","415"
"1","0","55","0","100590555","1005905","0","0","1.5","4","0","0"
"0","0","56","0","100590556","1005905","0","1.2","0","1","11","203"
"1","0","57","0","100590557","1005905","0","0","2.7","4","0","0"
"0","203","58","0","100590558","1005905","0","1.6","0","1","11","390"
"1","0","59","0","100590559","1005905","0","0","3.7","4","0","0"
"0","0","60","vo_ske","100590560","1005905","vo_ske_1009","0","0","2","0","0"
"0","0","61","0","100590561","1005905","0","2.9","0","1","12","345"
"1","0","62","0","100590562","1005905","0","0","4","4","0","0"
"0","0","63","0","100590563","1005905","0","1.6","0","1","13","335"
"1","0","64","0","100590564","1005905","0","0","3.6","4","0","0"
"0","0","65","vo_ske","100590565","1005905","vo_ske_1010","0","0","2","0","0"
"0","0","66","0","100590566","1005905","0","0.7","0","1","14","94"
"1","0","67","0","100590567","1005905","0","0","2.1","4","0","0"
"0","94","68","0","100590568","1005905","0","1.9","0","1","14","360"
"1","0","69","0","100590569","1005905","0","0","4.4","4","0","0"
"1","0","1","0","100590601","1005906","0","0","0.8","4","0","0"
"0","0","2","vo_ske","100590602","1005906","vo_ske_1101","0","0","2","0","0"
"0","0","3","0","100590603","1005906","0","1","0","1","1","163"
"1","0","4","0","100590604","1005906","0","0","1.7","4","0","0"
"0","163","5","0","100590605","1005906","0","0.6","0","1","1","253"
"1","0","6","0","100590606","1005906","0","0","1.5","4","0","0"
"0","253","7","0","100590607","1005906","0","0.9","0","1","1","393"
"1","0","8","0","100590608","1005906","0","0","1.5","4","0","0"
"0","0","9","0","100590609","1005906","0","1.6","0","1","2","146"
"1","0","10","0","100590610","1005906","0","0","3.6","4","0","0"
"0","0","11","vo_ske","100590611","1005906","vo_ske_1102","0","0","2","0","0"
"0","146","12","0","100590612","1005906","0","0.9","0","1","2","308"
"1","0","13","0","100590613","1005906","0","0","1.8","4","0","0"
"0","308","14","0","100590614","1005906","0","0.7","0","1","2","415"
"1","0","15","0","100590615","1005906","0","0","1.9","4","0","0"
"0","415","16","0","100590616","1005906","0","0.2","0","1","2","415"
"1","0","17","0","100590617","1005906","0","0","1.5","4","0","0"
"0","0","18","0","100590618","1005906","0","2.1","0","1","3","165"
"1","0","19","0","100590619","1005906","0","0","4.1","4","0","0"
"0","0","20","vo_ske","100590620","1005906","vo_ske_1103","0","0","2","0","0"
"0","165","21","0","100590621","1005906","0","1.7","0","1","3","387"
"1","0","22","0","100590622","1005906","0","0","2.5","4","0","0"
"0","0","23","0","100590623","1005906","0","1.197","0","1","4","179"
"1","0","24","0","100590624","1005906","0","0","1.72","4","0","0"
"0","179","25","0","100590625","1005906","0","1.735","0","1","4","347"
"1","0","26","0","100590626","1005906","0","0","4.154","4","0","0"
"0","0","27","vo_ske","100590627","1005906","vo_ske_1104","0","0","2","0","0"
"0","0","28","0","100590628","1005906","0","2.4","0","1","5","230"
"1","0","29","0","100590629","1005906","0","0","3.1","4","0","0"
"0","230","30","0","100590630","1005906","0","0.7","0","1","5","415"
"1","0","31","0","100590631","1005906","0","0","0.7","4","0","0"
"0","0","32","0","100590632","1005906","0","1.2","0","1","6","163"
"1","0","33","0","100590633","1005906","0","0","1.8","4","0","0"
"0","163","34","0","100590634","1005906","0","1.2","0","1","6","360"
"1","0","35","0","100590635","1005906","0","0","3.8","4","0","0"
"0","0","36","vo_ske","100590636","1005906","vo_ske_1105","0","0","2","0","0"
"0","0","37","0","100590637","1005906","0","0.8","0","1","7","274"
"1","0","38","0","100590638","1005906","0","0","1.4","4","0","0"
"0","0","39","0","100590639","1005906","0","1.1","0","1","8","290"
"1","0","40","0","100590640","1005906","0","0","2.1","4","0","0"
"0","290","41","0","100590641","1005906","0","1.3","0","1","8","415"
"1","0","42","0","100590642","1005906","0","0","1.3","4","0","0"
"0","415","43","0","100590643","1005906","0","0.4","0","1","8","415"
"1","0","44","0","100590644","1005906","0","0","1.9","4","0","0"
"0","415","45","0","100590645","1005906","0","1.152","0","1","8","415"
"1","0","46","0","100590646","1005906","0","0","1.561","4","0","0"
"0","415","47","0","100590647","1005906","0","1.273","0","1","8","415"
"1","0","48","0","100590648","1005906","0","0","3.32","4","0","0"
"0","0","49","vo_ske","100590649","1005906","vo_ske_1106","0","0","2","0","0"
"0","0","50","0","100590650","1005906","0","2.7","0","1","9","300"
"1","0","51","0","100590651","1005906","0","0","3.8","4","0","0"
"0","0","52","0","100590652","1005906","0","0.894","0","1","10","157"
"1","0","53","0","100590653","1005906","0","0","1.455","4","0","0"
"0","157","54","0","100590654","1005906","0","1.334","0","1","10","263"
"1","0","55","0","100590655","1005906","0","0","3.699","4","0","0"
"0","0","56","vo_ske","100590656","1005906","vo_ske_1107","0","0","2","0","0"
"0","0","57","0","100590657","1005906","0","1.7","0","1","11","210"
"1","0","58","0","100590658","1005906","0","0","2.8","4","0","0"
"0","0","59","0","100590659","1005906","0","1.364","0","1","12","218"
"1","0","60","0","100590660","1005906","0","0","3.365","4","0","0"
"0","0","61","vo_ske","100590661","1005906","vo_ske_1108","0","0","2","0","0"
"0","0","62","0","100590662","1005906","0","0.6","0","1","13","85"
"1","0","63","0","100590663","1005906","0","0","2.4","4","0","0"
"0","0","64","vo_ske","100590664","1005906","vo_ske_1109","0","0","2","0","0"
"0","0","65","0","100590665","1005906","0","1","0","1","14","125"
"1","0","66","0","100590666","1005906","0","0","2","4","0","0"
"0","125","67","0","100590667","1005906","0","1","0","1","14","266"
"1","0","68","0","100590668","1005906","0","0","3.5","4","0","0"
