ca55c9eed091ee562053b02cd508f31e5efa42c225a564d282241527e5cb5e71,66c9d81d1a92622c491f0a7f808e1af0008e802ce0ec9914ca44231d5df78c0b,710617797ccc5cc413403ca63390940859caeaf84bf9bf1f20e28cf969f2487c,1c236f9579f532f46748daf10afc34a94885e3fb203129bc9474ef6421294665,4e9df12c6515bf1f668ff50b1a4c8ab66b8bb7c1ebfaa9cc509ef68ff2bd0f24,f185d2fc493d86d82e3eb94020c404f9c0634ca47f83934a99380b1a1942e5c8,2283b5b631ab7b767890304588cbbb1bf2f05eb61f74614dd20c777d4e493da7,f6812abc63372d818a7cb127d5704d0674a8ecfb904baed2682804a03e960a41,5567bb8bf22b0812ffaf0c7f1e59403190cdcc71c14b4e5549daad1e07dbc4c2,50edd8f64cd8c2586d277be833d86eaa20f98442ae5ebd9beae1f975a3217bd8,93c4c39612bd2d98ad95382bf1c5c820b77ebd743080980717460897e28cac42,ffc630ad854bf8bf9f564af094e16ac1090a608b9c9a4b6f36a6b3287f29a569,a7329a813db91984d7c394f9170fc26fa278884f16f2b2ed0d29a5f05b965298,5ab507105e2b9dd75161f611b95b70aba62651c2a055006d520034c752471eed,e3e9820dd133f7de92b8752fea3103afd43a098c2a70140b53f7c79e3244e45a,bc04ae879054961f5b011845640b93dc6c95bd9dc1bc0321bace29ba1b87c364,4fcc2cb8ac7f099281812306b2ff6f763a06ab4becb96d2cedc6f144de0760ca,5008109578c10a25f5b1097ece0d03a5705e1b1c86c14796d46e93a6fc50c9f0,3cdfdbe259427930162c6f7ce1bc98f75ac329180b896b662a81a7d73d3f5bdc,16a75ead3adcc4e7ab762d068a235ac0922c801294f45e984b58d421ce784724,747069f67410a32b43a92ce383f5915a34bb2936dfbf1414306b5fe854e1ea22,f82a126bfb5f326507b26688a58c921917b023a2875776cea28ba26c2cbe45d6,1edb2c45567b2a027e8d8cd74af6ca326cee4e66fb8a2c2ab880f215b252993b,01d4ee9f25e26c9d8270782b05c75ade69e886ecd91d5ce4f41e4687dec672bf,36b886029ef30135f68e5453fd9625828041bd95cb0380807b5ac0405660c437,547f7cab2f61b7d771f95bbe5ddc3a169f6b5e16963da7b01c09e2db43fe4a20,48362fe1e4dc970a211aa53e4b51791acf126b6f23d836b899fe36e9614c772c,33f84e61d18933c8ef2ba9cc23e5ff7d0702f4c7aadb347c3ea0ffbd83742597,076559c9321600f974b2f8ad02b666eb4e359a09b461e3cfbc85df6f881d0406,68c9e60b014f8add7c5c28a9b7474512f36cd4722c687da674ba85df6122ee00,5e6465d7862092d3bce54ad4b0147481e1b7aa3a63e0be86f1e3f235c9e6cbb5,9ed717e4632e40750a752fab1db60a94d7e249b3abc6ca8cc20460943acbad35,538d4e5f7b23b15f8707f459e9212ce402b40d4c24a1749493b1ab6643e78136,4da40679e965ec1d7a7fd2152ebf7e76ff20916fbe7839f07f3a45b38346e83c,1780717f463555241393f22549d7c2adeda81445c733719c98784e6f2ef3b885,0c8aeea2d9e76194624d015207e6f68461156890a75608b65d500a801647171c,fbdc3b22ca2e634eae617d880d282ae663de7f5ec40524f8e6ee5ac622965ebc,e2ff133190825b14e4867551fc2955d74a7af71926b46fe6fb3265f8faa64fc7,13a182bfbff1650d909940eaec2738ea500e5b1a68fbaef8f633962db18a6329,bcf9015124a9900732860bbc6634578e85dad83c112647050ae11803a09d4087
"956","6951","39","37","39","39","39","30","200600","39","0","0","1","0","39","39","0","37","0","0","39","200000001","10","0","39","39","39","0","39","0","39","39","0","39","620060039","10","39","1","39","1"
"1001","7439","40","39","40","40","40","30","200600","40","0","0","1","0","40","40","0","39","0","0","40","200000001","10","0","40","40","40","0","40","0","40","40","0","40","620060040","10","40","1","40","1"
"1046","7928","41","40","41","41","41","30","200600","41","0","0","1","0","41","41","0","40","0","0","41","200000001","10","0","41","41","41","0","41","0","41","41","0","41","620060041","10","41","1","41","1"
"1104","8554","42","43","42","42","42","30","200600","42","0","0","1","0","42","42","0","44","0","0","42","200000001","10","0","42","42","42","0","42","0","42","42","0","42","620060042","10","42","1","42","1"
"1160","9180","43","47","43","43","43","30","200600","43","0","0","1","0","43","43","0","47","0","0","43","200000001","10","0","43","43","43","0","43","0","43","43","0","43","620060043","10","43","1","43","1"
"1218","9806","44","50","44","44","44","30","200600","44","0","0","1","0","44","44","0","50","0","0","44","200000001","10","0","44","44","44","0","44","0","44","44","0","44","620060044","10","44","1","44","1"
"1274","10432","45","54","45","45","45","30","200600","45","0","0","1","0","45","45","0","53","0","0","45","200000001","10","0","45","45","45","0","45","0","45","45","0","45","620060045","10","45","1","45","1"
"1338","11571","46","57","46","46","46","30","200600","46","0","0","1","0","46","46","0","56","0","0","46","200000001","10","0","46","46","46","0","46","0","46","46","0","46","620060046","10","46","1","46","1"
"1403","12709","47","61","47","47","47","30","200600","47","0","0","1","0","47","47","0","60","0","0","47","200000001","10","0","47","47","47","0","47","0","47","47","0","47","620060047","10","47","1","47","1"
"1468","13848","48","65","48","48","48","30","200600","48","0","0","1","0","48","48","0","63","0","0","48","200000001","10","0","48","48","48","0","48","0","48","48","0","48","620060048","10","48","1","48","1"
"1532","14987","49","69","49","49","49","30","200600","49","0","0","1","0","49","49","0","66","0","0","49","200000001","10","0","49","49","49","0","49","0","49","49","0","49","620060049","10","49","1","49","1"
"1596","16126","50","72","50","50","50","30","200600","50","0","0","1","0","50","50","0","70","0","0","50","200000001","10","0","50","50","50","0","50","0","50","50","0","50","620060050","10","50","1","50","1"
"1660","17264","51","75","51","51","51","30","200600","51","0","0","1","0","51","51","0","73","0","0","51","200000001","10","0","51","51","51","0","51","0","51","51","0","51","620060051","10","51","1","51","1"
"1724","18403","52","79","52","52","52","30","200600","52","0","0","1","0","52","52","0","77","0","0","52","200000001","10","0","52","52","52","0","52","0","52","52","0","52","620060052","10","52","1","52","1"
"1788","19542","53","82","53","53","53","30","200600","53","0","0","1","0","53","53","0","80","0","0","53","200000001","10","0","53","53","53","0","53","0","53","53","0","53","620060053","10","53","1","53","1"
"1853","20681","54","87","54","54","54","30","200600","54","0","0","1","0","54","54","0","83","0","0","54","200000001","10","0","54","54","54","0","54","0","54","54","0","54","620060054","10","54","1","54","1"
"1918","21819","55","90","55","55","55","30","200600","55","0","0","1","0","55","55","0","87","0","0","55","200000001","10","0","55","55","55","0","55","0","55","55","0","55","620060055","10","55","1","55","1"
"1982","22958","56","94","56","56","56","30","200600","56","0","0","1","0","56","56","0","90","0","0","56","200000001","10","0","56","56","56","0","56","0","56","56","0","56","620060056","10","56","1","56","1"
"2067","24108","57","97","57","57","57","30","200600","57","0","0","1","0","57","57","0","94","0","0","57","200000001","10","0","57","57","57","0","57","0","57","57","0","57","620060057","10","57","1","57","1"
"2152","25258","58","101","58","58","58","30","200600","58","0","0","1","0","58","58","0","97","0","0","58","200000001","10","0","58","58","58","0","58","0","58","58","0","58","620060058","10","58","1","58","1"
"2238","26409","59","105","59","59","59","30","200600","59","0","0","1","0","59","59","0","101","0","0","59","200000001","10","0","59","59","59","0","59","0","59","59","0","59","620060059","10","59","1","59","1"
"2323","27559","60","109","60","60","60","30","200600","60","0","0","1","0","60","60","0","104","0","0","60","200000001","10","0","60","60","60","0","60","0","60","60","0","60","620060060","10","60","1","60","1"
"2409","28709","61","112","61","61","61","30","200600","61","0","0","1","0","61","61","0","108","0","0","61","200000001","10","0","61","61","61","0","61","0","61","61","0","61","620060061","10","61","1","61","1"
"2479","29148","62","114","62","62","62","30","200600","62","0","0","1","0","62","62","0","108","0","0","62","200000001","10","0","62","62","62","0","62","0","62","62","0","62","620060062","10","62","1","62","1"
"2549","29587","63","115","63","63","63","30","200600","63","0","0","1","0","63","63","0","108","0","0","63","200000001","10","0","63","63","63","0","63","0","63","63","0","63","620060063","10","63","1","63","1"
"2619","30026","64","117","64","64","64","30","200600","64","0","0","1","0","64","64","0","108","0","0","64","200000001","10","0","64","64","64","0","64","0","64","64","0","64","620060064","10","64","1","64","1"
"2689","30465","65","118","65","65","65","30","200600","65","0","0","1","0","65","65","0","109","0","0","65","200000001","10","0","65","65","65","0","65","0","65","65","0","65","620060065","10","65","1","65","1"
"2759","30904","66","120","66","66","66","30","200600","66","0","0","1","0","66","66","0","109","0","0","66","200000001","10","0","66","66","66","0","66","0","66","66","0","66","620060066","10","66","1","66","1"
"2829","31343","67","122","67","67","67","30","200600","67","0","0","1","0","67","67","0","109","0","0","67","200000001","10","0","67","67","67","0","67","0","67","67","0","67","620060067","10","67","1","67","1"
"2899","31782","68","123","68","68","68","30","200600","68","0","0","1","0","68","68","0","109","0","0","68","200000001","10","0","68","68","68","0","68","0","68","68","0","68","620060068","10","68","1","68","1"
"2969","32221","69","125","69","69","69","30","200600","69","0","0","1","0","69","69","0","109","0","0","69","200000001","10","0","69","69","69","0","69","0","69","69","0","69","620060069","10","69","1","69","1"
"3039","32660","70","126","70","70","70","30","200600","70","0","0","1","0","70","70","0","109","0","0","70","200000001","10","0","70","70","70","0","70","0","70","70","0","70","620060070","10","70","1","70","1"
"3109","33099","71","128","71","71","71","30","200600","71","0","0","1","0","71","71","0","109","0","0","71","200000001","10","0","71","71","71","0","71","0","71","71","0","71","620060071","10","71","1","71","1"
"0","356","1","2","1","1","1","30","200700","1","0","0","1","0","1","1","0","3","0","23","1","200000006","10","0","1","1","1","0","1","0","1","1","0","1","620070001","10","1","1","1","1"
"0","364","2","3","2","2","2","30","200700","2","0","0","1","0","2","2","0","8","0","23","2","200000006","10","0","2","2","2","0","2","0","2","2","0","2","620070002","10","2","1","2","1"
"0","371","3","5","3","3","3","30","200700","3","0","0","1","0","3","3","0","5","0","26","3","200000006","10","0","3","3","3","0","3","0","3","3","0","3","620070003","10","3","1","3","1"
"0","407","4","5","4","4","4","30","200700","4","0","0","1","0","4","4","0","5","0","29","4","200000006","10","0","4","4","4","0","4","0","4","4","0","4","620070004","10","4","1","4","1"
"0","517","5","7","5","5","5","30","200700","5","0","0","1","0","5","5","0","7","0","36","5","200000006","10","0","5","5","5","0","5","0","5","5","0","5","620070005","10","5","1","5","1"
"0","623","6","8","6","6","6","30","200700","6","0","0","1","0","6","6","0","7","0","80","6","200000006","10","0","6","6","6","0","6","0","6","6","0","6","620070006","10","6","1","6","1"
"0","670","7","8","7","7","7","30","200700","7","0","0","1","0","7","7","0","7","0","101","7","200000006","10","0","7","7","7","0","7","0","7","7","0","7","620070007","10","7","1","7","1"
"0","717","8","9","8","8","8","30","200700","8","0","0","1","0","8","8","0","8","0","123","8","200000006","10","0","8","8","8","0","8","0","8","8","0","8","620070008","10","8","1","8","1"
"0","763","9","9","9","9","9","30","200700","9","0","0","1","0","9","9","0","8","0","144","9","200000006","10","0","9","9","9","0","9","0","9","9","0","9","620070009","10","9","1","9","1"
"0","810","10","9","10","10","10","30","200700","10","0","0","1","0","10","10","0","8","0","165","10","200000006","10","0","10","10","10","0","10","0","10","10","0","10","620070010","10","10","1","10","1"
"0","950","11","9","11","11","11","30","200700","11","0","0","1","0","11","11","0","8","0","185","11","200000006","10","0","11","11","11","0","11","0","11","11","0","11","620070011","10","11","1","11","1"
"0","1089","12","9","12","12","12","30","200700","12","0","0","1","0","12","12","0","9","0","204","12","200000006","10","0","12","12","12","0","12","0","12","12","0","12","620070012","10","12","1","12","1"
"0","1229","13","14","13","13","13","30","200700","13","0","0","1","0","13","13","0","12","0","235","13","200000006","10","0","13","13","13","0","13","0","13","13","0","13","620070013","10","13","1","13","1"
"0","1324","14","14","14","14","14","30","200700","14","0","0","1","0","14","14","0","12","0","249","14","200000006","10","0","14","14","14","0","14","0","14","14","0","14","620070014","10","14","1","14","1"
"0","1418","15","15","15","15","15","30","200700","15","0","0","1","0","15","15","0","12","0","262","15","200000006","10","0","15","15","15","0","15","0","15","15","0","15","620070015","10","15","1","15","1"
"0","1513","16","15","16","16","16","30","200700","16","0","0","1","0","16","16","0","13","0","276","16","200000006","10","0","16","16","16","0","16","0","16","16","0","16","620070016","10","16","1","16","1"
"0","1608","17","15","17","17","17","30","200700","17","0","0","1","0","17","17","0","13","0","290","17","200000006","10","0","17","17","17","0","17","0","17","17","0","17","620070017","10","17","1","17","1"
"0","1702","18","16","18","18","18","30","200700","18","0","0","1","0","18","18","0","13","0","303","18","200000006","10","0","18","18","18","0","18","0","18","18","0","18","620070018","10","18","1","18","1"
"0","1797","19","16","19","19","19","30","200700","19","0","0","1","0","19","19","0","13","0","317","19","200000006","10","0","19","19","19","0","19","0","19","19","0","19","620070019","10","19","1","19","1"
"0","1892","20","16","20","20","20","30","200700","20","0","0","1","0","20","20","0","14","0","331","20","200000006","10","0","20","20","20","0","20","0","20","20","0","20","620070020","10","20","1","20","1"
"0","1986","21","17","21","21","21","30","200700","21","0","0","1","0","21","21","0","14","0","344","21","200000006","10","0","21","21","21","0","21","0","21","21","0","21","620070021","10","21","1","21","1"
"0","2081","22","17","22","22","22","30","200700","22","0","0","1","0","22","22","0","14","0","358","22","200000006","10","0","22","22","22","0","22","0","22","22","0","22","620070022","10","22","1","22","1"
"0","2278","23","19","23","23","23","30","200700","23","0","0","1","0","23","23","0","15","0","386","23","200000006","10","0","23","23","23","0","23","0","23","23","0","23","620070023","10","23","1","23","1"
"0","2475","24","20","24","24","24","30","200700","24","0","0","1","0","24","24","0","17","0","415","24","200000006","10","0","24","24","24","0","24","0","24","24","0","24","620070024","10","24","1","24","1"
"0","2672","25","22","25","25","25","30","200700","25","0","0","1","0","25","25","0","18","0","443","25","200000006","10","0","25","25","25","0","25","0","25","25","0","25","620070025","10","25","1","25","1"
"0","2868","26","23","26","26","26","30","200700","26","0","0","1","0","26","26","0","19","0","471","26","200000006","10","0","26","26","26","0","26","0","26","26","0","26","620070026","10","26","1","26","1"
"0","3065","27","25","27","27","27","30","200700","27","0","0","1","0","27","27","0","20","0","499","27","200000006","10","0","27","27","27","0","27","0","27","27","0","27","620070027","10","27","1","27","1"
"0","3262","28","26","28","28","28","30","200700","28","0","0","1","0","28","28","0","22","0","528","28","200000006","10","0","28","28","28","0","28","0","28","28","0","28","620070028","10","28","1","28","1"
"0","3459","29","28","29","29","29","30","200700","29","0","0","1","0","29","29","0","23","0","556","29","200000006","10","0","29","29","29","0","29","0","29","29","0","29","620070029","10","29","1","29","1"
"0","3869","30","29","30","30","30","30","200700","30","0","0","1","0","30","30","0","24","0","603","30","200000006","10","0","30","30","30","0","30","0","30","30","0","30","620070030","10","30","1","30","1"
"0","4280","31","29","31","31","31","30","200700","31","0","0","1","0","31","31","0","25","0","650","31","200000006","10","0","31","31","31","0","31","0","31","31","0","31","620070031","10","31","1","31","1"
"0","4690","32","30","32","32","32","30","200700","32","0","0","1","0","32","32","0","26","0","697","32","200000006","10","0","32","32","32","0","32","0","32","32","0","32","620070032","10","32","1","32","1"
"0","5101","33","31","33","33","33","30","200700","33","0","0","1","0","33","33","0","27","0","744","33","200000006","10","0","33","33","33","0","33","0","33","33","0","33","620070033","10","33","1","33","1"
"0","5511","34","31","34","34","34","30","200700","34","0","0","1","0","34","34","0","28","0","791","34","200000006","10","0","34","34","34","0","34","0","34","34","0","34","620070034","10","34","1","34","1"
"0","5921","35","32","35","35","35","30","200700","35","0","0","1","0","35","35","0","29","0","838","35","200000006","10","0","35","35","35","0","35","0","35","35","0","35","620070035","10","35","1","35","1"
"0","6332","36","32","36","36","36","30","200700","36","0","0","1","0","36","36","0","31","0","885","36","200000006","10","0","36","36","36","0","36","0","36","36","0","36","620070036","10","36","1","36","1"
"0","6742","37","33","37","37","37","30","200700","37","0","0","1","0","37","37","0","32","0","932","37","200000006","10","0","37","37","37","0","37","0","37","37","0","37","620070037","10","37","1","37","1"
"0","7152","38","34","38","38","38","30","200700","38","0","0","1","0","38","38","0","33","0","979","38","200000006","10","0","38","38","38","0","38","0","38","38","0","38","620070038","10","38","1","38","1"
"0","7563","39","34","39","39","39","30","200700","39","0","0","1","0","39","39","0","34","0","1026","39","200000006","10","0","39","39","39","0","39","0","39","39","0","39","620070039","10","39","1","39","1"
"0","7973","40","35","40","40","40","30","200700","40","0","0","1","0","40","40","0","35","0","1073","40","200000006","10","0","40","40","40","0","40","0","40","40","0","40","620070040","10","40","1","40","1"
"0","8384","41","36","41","41","41","30","200700","41","0","0","1","0","41","41","0","36","0","1120","41","200000006","10","0","41","41","41","0","41","0","41","41","0","41","620070041","10","41","1","41","1"
"0","8794","42","36","42","42","42","30","200700","42","0","0","1","0","42","42","0","37","0","1167","42","200000006","10","0","42","42","42","0","42","0","42","42","0","42","620070042","10","42","1","42","1"
"0","9204","43","37","43","43","43","30","200700","43","0","0","1","0","43","43","0","38","0","1214","43","200000006","10","0","43","43","43","0","43","0","43","43","0","43","620070043","10","43","1","43","1"
"0","9993","44","39","44","44","44","30","200700","44","0","0","1","0","44","44","0","40","0","1253","44","200000006","10","0","44","44","44","0","44","0","44","44","0","44","620070044","10","44","1","44","1"
"0","10783","45","41","45","45","45","30","200700","45","0","0","1","0","45","45","0","41","0","1293","45","200000006","10","0","45","45","45","0","45","0","45","45","0","45","620070045","10","45","1","45","1"
"0","11572","46","43","46","46","46","30","200700","46","0","0","1","0","46","46","0","43","0","1332","46","200000006","10","0","46","46","46","0","46","0","46","46","0","46","620070046","10","46","1","46","1"
"0","11572","47","44","47","47","47","30","200700","47","0","0","1","0","47","47","0","43","0","1413","47","200000006","10","0","47","47","47","0","47","0","47","47","0","47","620070047","10","47","1","47","1"
"0","16609","48","45","48","48","48","30","200700","48","0","0","1","0","48","48","0","45","0","2041","48","200000006","10","0","48","48","48","0","48","0","48","48","0","48","620070048","10","48","1","48","1"
"0","17497","49","44","49","49","49","30","200700","49","0","0","1","0","49","49","0","44","0","2119","49","200000006","10","0","49","49","49","0","49","0","49","49","0","49","620070049","10","49","1","49","1"
"0","18106","50","46","50","50","50","30","200700","50","0","0","1","0","50","50","0","45","0","2045","50","200000006","10","0","50","50","50","0","50","0","50","50","0","50","620070050","10","50","1","50","1"
"0","18716","51","48","51","51","51","30","200700","51","0","0","1","0","51","51","0","46","0","2047","51","200000006","10","0","51","51","51","0","51","0","51","51","0","51","620070051","10","51","1","51","1"
"0","19325","52","49","52","52","52","30","200700","52","0","0","1","0","52","52","0","47","0","2049","52","200000006","10","0","52","52","52","0","52","0","52","52","0","52","620070052","10","52","1","52","1"
"0","19934","53","51","53","53","53","30","200700","53","0","0","1","0","53","53","0","48","0","2052","53","200000006","10","0","53","53","53","0","53","0","53","53","0","53","620070053","10","53","1","53","1"
"0","20544","54","52","54","54","54","30","200700","54","0","0","1","0","54","54","0","49","0","2054","54","200000006","10","0","54","54","54","0","54","0","54","54","0","54","620070054","10","54","1","54","1"
"0","21153","55","54","55","55","55","30","200700","55","0","0","1","0","55","55","0","50","0","2056","55","200000006","10","0","55","55","55","0","55","0","55","55","0","55","620070055","10","55","1","55","1"
"0","21762","56","55","56","56","56","30","200700","56","0","0","1","0","56","56","0","51","0","2058","56","200000006","10","0","56","56","56","0","56","0","56","56","0","56","620070056","10","56","1","56","1"
"0","22408","57","56","57","57","57","30","200700","57","0","0","1","0","57","57","0","53","0","2060","57","200000006","10","0","57","57","57","0","57","0","57","57","0","57","620070057","10","57","1","57","1"
"0","23053","58","57","58","58","58","30","200700","58","0","0","1","0","58","58","0","54","0","2062","58","200000006","10","0","58","58","58","0","58","0","58","58","0","58","620070058","10","58","1","58","1"
"0","23737","59","59","59","59","59","30","200700","59","0","0","1","0","59","59","0","55","0","2064","59","200000006","10","0","59","59","59","0","59","0","59","59","0","59","620070059","10","59","1","59","1"
"0","24421","60","60","60","60","60","30","200700","60","0","0","1","0","60","60","0","56","0","2067","60","200000006","10","0","60","60","60","0","60","0","60","60","0","60","620070060","10","60","1","60","1"
"0","25145","61","62","61","61","61","30","200700","61","0","0","1","0","61","61","0","58","0","2069","61","200000006","10","0","61","61","61","0","61","0","61","61","0","61","620070061","10","61","1","61","1"
"0","25485","62","63","62","62","62","30","200700","62","0","0","1","0","62","62","0","59","0","2119","62","200000006","10","0","62","62","62","0","62","0","62","62","0","62","620070062","10","62","1","62","1"
"0","25825","63","64","63","63","63","30","200700","63","0","0","1","0","63","63","0","61","0","2170","63","200000006","10","0","63","63","63","0","63","0","63","63","0","63","620070063","10","63","1","63","1"
"0","26166","64","65","64","64","64","30","200700","64","0","0","1","0","64","64","0","62","0","2220","64","200000006","10","0","64","64","64","0","64","0","64","64","0","64","620070064","10","64","1","64","1"
"0","26506","65","67","65","65","65","30","200700","65","0","0","1","0","65","65","0","63","0","2270","65","200000006","10","0","65","65","65","0","65","0","65","65","0","65","620070065","10","65","1","65","1"
"0","26846","66","68","66","66","66","30","200700","66","0","0","1","0","66","66","0","64","0","2321","66","200000006","10","0","66","66","66","0","66","0","66","66","0","66","620070066","10","66","1","66","1"
"0","27186","67","69","67","67","67","30","200700","67","0","0","1","0","67","67","0","66","0","2371","67","200000006","10","0","67","67","67","0","67","0","67","67","0","67","620070067","10","67","1","67","1"
"0","27526","68","70","68","68","68","30","200700","68","0","0","1","0","68","68","0","67","0","2421","68","200000006","10","0","68","68","68","0","68","0","68","68","0","68","620070068","10","68","1","68","1"
"0","27866","69","71","69","69","69","30","200700","69","0","0","1","0","69","69","0","68","0","2472","69","200000006","10","0","69","69","69","0","69","0","69","69","0","69","620070069","10","69","1","69","1"
"0","28207","70","72","70","70","70","30","200700","70","0","0","1","0","70","70","0","69","0","2522","70","200000006","10","0","70","70","70","0","70","0","70","70","0","70","620070070","10","70","1","70","1"
"0","28547","71","74","71","71","71","30","200700","71","0","0","1","0","71","71","0","71","0","2572","71","200000006","10","0","71","71","71","0","71","0","71","71","0","71","620070071","10","71","1","71","1"
"0","325","1","4","1","1","1","30","200701","1","0","0","1","0","1","1","0","12","0","15","1","200000008","10","0","1","1","1","0","1","0","1","1","0","1","620070101","10","1","1","1","1"
"0","331","2","6","2","2","2","30","200701","2","0","0","1","0","2","2","0","8","0","17","2","200000008","10","0","2","2","2","0","2","0","2","2","0","2","620070102","10","2","1","2","1"
"0","363","3","6","3","3","3","30","200701","3","0","0","1","0","3","3","0","8","0","19","3","200000008","10","0","3","3","3","0","3","0","3","3","0","3","620070103","10","3","1","3","1"
"0","461","4","9","4","4","4","30","200701","4","0","0","1","0","4","4","0","11","0","24","4","200000008","10","0","4","4","4","0","4","0","4","4","0","4","620070104","10","4","1","4","1"
"0","556","5","10","5","5","5","30","200701","5","0","0","1","0","5","5","0","11","0","53","5","200000008","10","0","5","5","5","0","5","0","5","5","0","5","620070105","10","5","1","5","1"
"0","598","6","10","6","6","6","30","200701","6","0","0","1","0","6","6","0","11","0","67","6","200000008","10","0","6","6","6","0","6","0","6","6","0","6","620070106","10","6","1","6","1"
"0","639","7","11","7","7","7","30","200701","7","0","0","1","0","7","7","0","12","0","81","7","200000008","10","0","7","7","7","0","7","0","7","7","0","7","620070107","10","7","1","7","1"
"0","681","8","11","8","8","8","30","200701","8","0","0","1","0","8","8","0","12","0","95","8","200000008","10","0","8","8","8","0","8","0","8","8","0","8","620070108","10","8","1","8","1"
"0","723","9","11","9","9","9","30","200701","9","0","0","1","0","9","9","0","12","0","109","9","200000008","10","0","9","9","9","0","9","0","9","9","0","9","620070109","10","9","1","9","1"
"0","847","10","12","10","10","10","30","200701","10","0","0","1","0","10","10","0","13","0","122","10","200000008","10","0","10","10","10","0","10","0","10","10","0","10","620070110","10","10","1","10","1"
"0","972","11","12","11","11","11","30","200701","11","0","0","1","0","11","11","0","13","0","135","11","200000008","10","0","11","11","11","0","11","0","11","11","0","11","620070111","10","11","1","11","1"
"0","1097","12","18","12","12","12","30","200701","12","0","0","1","0","12","12","0","18","0","155","12","200000008","10","0","12","12","12","0","12","0","12","12","0","12","620070112","10","12","1","12","1"
"0","1181","13","18","13","13","13","30","200701","13","0","0","1","0","13","13","0","19","0","164","13","200000008","10","0","13","13","13","0","13","0","13","13","0","13","620070113","10","13","1","13","1"
"0","1266","14","18","14","14","14","30","200701","14","0","0","1","0","14","14","0","19","0","173","14","200000008","10","0","14","14","14","0","14","0","14","14","0","14","620070114","10","14","1","14","1"
"0","1350","15","19","15","15","15","30","200701","15","0","0","1","0","15","15","0","19","0","182","15","200000008","10","0","15","15","15","0","15","0","15","15","0","15","620070115","10","15","1","15","1"
"0","1435","16","19","16","16","16","30","200701","16","0","0","1","0","16","16","0","20","0","191","16","200000008","10","0","16","16","16","0","16","0","16","16","0","16","620070116","10","16","1","16","1"
"0","1519","17","20","17","17","17","30","200701","17","0","0","1","0","17","17","0","20","0","200","17","200000008","10","0","17","17","17","0","17","0","17","17","0","17","620070117","10","17","1","17","1"
"0","1604","18","20","18","18","18","30","200701","18","0","0","1","0","18","18","0","20","0","209","18","200000008","10","0","18","18","18","0","18","0","18","18","0","18","620070118","10","18","1","18","1"
"0","1688","19","21","19","19","19","30","200701","19","0","0","1","0","19","19","0","21","0","218","19","200000008","10","0","19","19","19","0","19","0","19","19","0","19","620070119","10","19","1","19","1"
"0","1772","20","21","20","20","20","30","200701","20","0","0","1","0","20","20","0","21","0","227","20","200000008","10","0","20","20","20","0","20","0","20","20","0","20","620070120","10","20","1","20","1"
"0","1857","21","21","21","21","21","30","200701","21","0","0","1","0","21","21","0","21","0","236","21","200000008","10","0","21","21","21","0","21","0","21","21","0","21","620070121","10","21","1","21","1"
"0","2033","22","23","22","22","22","30","200701","22","0","0","1","0","22","22","0","23","0","255","22","200000008","10","0","22","22","22","0","22","0","22","22","0","22","620070122","10","22","1","22","1"
"0","2208","23","25","23","23","23","30","200701","23","0","0","1","0","23","23","0","25","0","273","23","200000008","10","0","23","23","23","0","23","0","23","23","0","23","620070123","10","23","1","23","1"
"0","2384","24","27","24","24","24","30","200701","24","0","0","1","0","24","24","0","27","0","292","24","200000008","10","0","24","24","24","0","24","0","24","24","0","24","620070124","10","24","1","24","1"
"0","2560","25","29","25","25","25","30","200701","25","0","0","1","0","25","25","0","29","0","311","25","200000008","10","0","25","25","25","0","25","0","25","25","0","25","620070125","10","25","1","25","1"
"0","2735","26","31","26","26","26","30","200701","26","0","0","1","0","26","26","0","31","0","329","26","200000008","10","0","26","26","26","0","26","0","26","26","0","26","620070126","10","26","1","26","1"
"0","2911","27","33","27","27","27","30","200701","27","0","0","1","0","27","27","0","33","0","348","27","200000008","10","0","27","27","27","0","27","0","27","27","0","27","620070127","10","27","1","27","1"
"0","3087","28","35","28","28","28","30","200701","28","0","0","1","0","28","28","0","35","0","367","28","200000008","10","0","28","28","28","0","28","0","28","28","0","28","620070128","10","28","1","28","1"
"0","3453","29","36","29","29","29","30","200701","29","0","0","1","0","29","29","0","37","0","398","29","200000008","10","0","29","29","29","0","29","0","29","29","0","29","620070129","10","29","1","29","1"
"0","3819","30","37","30","30","30","30","200701","30","0","0","1","0","30","30","0","39","0","429","30","200000008","10","0","30","30","30","0","30","0","30","30","0","30","620070130","10","30","1","30","1"
"0","4185","31","38","31","31","31","30","200701","31","0","0","1","0","31","31","0","40","0","460","31","200000008","10","0","31","31","31","0","31","0","31","31","0","31","620070131","10","31","1","31","1"
"0","4551","32","38","32","32","32","30","200701","32","0","0","1","0","32","32","0","42","0","491","32","200000008","10","0","32","32","32","0","32","0","32","32","0","32","620070132","10","32","1","32","1"
"0","4917","33","39","33","33","33","30","200701","33","0","0","1","0","33","33","0","44","0","522","33","200000008","10","0","33","33","33","0","33","0","33","33","0","33","620070133","10","33","1","33","1"
"0","5284","34","40","34","34","34","30","200701","34","0","0","1","0","34","34","0","45","0","553","34","200000008","10","0","34","34","34","0","34","0","34","34","0","34","620070134","10","34","1","34","1"
"0","5650","35","41","35","35","35","30","200701","35","0","0","1","0","35","35","0","47","0","584","35","200000008","10","0","35","35","35","0","35","0","35","35","0","35","620070135","10","35","1","35","1"
