cc31c8879816231da2a5b2724c2b47c01ba0b3ecab0bb92d273d4f60eba7320b,2ddebeb433969e76e955048d064c8edab2d7d4053b9bc26dc5194087a7ccf59f,90e13a6881e94587d6be9d373f553507cb8e9172a766b5f33349fe1679d783e0,c282337cce4a2d63a0b98e5ebca8071845c4b3ba1be6fa018e5a5aa6b2dd6a22,68f48daa4c902cb5fe17496dd37602f65b01e779b374e0de70af5c6995aa9e4b
"1","71040013","2","22002","10040028"
"30","71040014","8","91002","10040029"
"1","71040014","2","22002","10040030"
"30","71040015","8","91002","10040031"
"1","71040015","2","22002","10040032"
"60","71040016","8","91002","10040033"
"2","71040016","2","22002","10040034"
"60","71040017","8","91002","10040035"
"2","71040017","2","22002","10040036"
"60","71040018","8","91002","10040037"
"2","71040018","2","22002","10040038"
"60","71040019","8","91002","10040039"
"2","71040019","2","22002","10040040"
"60","71040020","8","91002","10040041"
"2","71040020","2","22002","10040042"
"50000","71040021","12","94002","10040043"
"100000","71040022","12","94002","10040044"
"150000","71040023","12","94002","10040045"
"200000","71040024","12","94002","10040046"
"50","71040025","8","91002","10040047"
"1","71040026","2","31028","10040048"
"1","71040027","2","31028","10040049"
"2","71040028","2","31028","10040050"
"2","71040029","2","31028","10040051"
"4","71040030","2","31028","10040052"
"10","71040031","2","31028","10040053"
"2","81040001","2","31028","10040054"
"30","81040001","8","91002","10040055"
"100","81040002","2","60392","10040056"
"30000","81040002","12","94002","10040057"
"100","81040003","2","60392","10040058"
"30000","81040003","12","94002","10040059"
"2","81040004","2","31028","10040060"
"30","81040004","8","91002","10040061"
"100","81040005","2","60392","10040062"
"30000","81040005","12","94002","10040063"
"100","81040006","2","60392","10040064"
"30000","81040006","12","94002","10040065"
"2","81040007","2","31028","10040066"
"30","81040007","8","91002","10040067"
"100","81040008","8","91002","10040068"
"5","61041001","2","60402","10041001"
"5","61041002","2","60402","10041002"
"30","71041001","8","91002","10041003"
"1","71041001","2","22002","10041004"
"30","71041002","8","91002","10041005"
"1","71041002","2","22002","10041006"
"30","71041003","8","91002","10041007"
"1","71041003","2","22002","10041008"
"30","71041004","8","91002","10041009"
"1","71041004","2","22002","10041010"
"30","71041005","8","91002","10041011"
"1","71041005","2","22002","10041012"
"30","71041006","8","91002","10041013"
"1","71041006","2","22002","10041014"
"30","71041007","8","91002","10041015"
"1","71041007","2","22002","10041016"
"30","71041008","8","91002","10041017"
"1","71041008","2","22002","10041018"
"30","71041009","8","91002","10041019"
"1","71041009","2","22002","10041020"
"30","71041010","8","91002","10041021"
"1","71041010","2","22002","10041022"
"30","71041011","8","91002","10041023"
"1","71041011","2","22002","10041024"
"30","71041012","8","91002","10041025"
"1","71041012","2","22002","10041026"
"30","71041013","8","91002","10041027"
"1","71041013","2","22002","10041028"
"30","71041014","8","91002","10041029"
"1","71041014","2","22002","10041030"
"30","71041015","8","91002","10041031"
"1","71041015","2","22002","10041032"
"60","71041016","8","91002","10041033"
"2","71041016","2","22002","10041034"
"60","71041017","8","91002","10041035"
"2","71041017","2","22002","10041036"
"60","71041018","8","91002","10041037"
"2","71041018","2","22002","10041038"
"60","71041019","8","91002","10041039"
"2","71041019","2","22002","10041040"
"60","71041020","8","91002","10041041"
"2","71041020","2","22002","10041042"
"50000","71041021","12","94002","10041043"
"100000","71041022","12","94002","10041044"
"150000","71041023","12","94002","10041045"
"200000","71041024","12","94002","10041046"
"50","71041025","8","91002","10041047"
"1","71041026","2","31053","10041048"
"1","71041027","2","31053","10041049"
"1","71041028","2","31053","10041050"
"1","71041029","2","31053","10041051"
"1","71041030","2","31053","10041052"
"4","71041031","2","31053","10041053"
"1","81041001","2","31053","10041054"
"25","81041001","8","91002","10041055"
"50","81041002","2","60402","10041056"
"30000","81041002","12","94002","10041057"
"50","81041003","2","60402","10041058"
"30000","81041003","12","94002","10041059"
"1","81041004","2","31053","10041060"
"25","81041004","8","91002","10041061"
"50","81041005","2","60402","10041062"
"30000","81041005","12","94002","10041063"
"50","81041006","2","60402","10041064"
"30000","81041006","12","94002","10041065"
"1","81041007","2","31053","10041066"
"25","81041007","8","91002","10041067"
"50","81041008","8","91002","10041068"
"5","61042001","2","60412","10042001"
"5","61042002","2","60412","10042002"
"30","71042001","8","91002","10042003"
"1","71042001","2","22002","10042004"
"30","71042002","8","91002","10042005"
"1","71042002","2","22002","10042006"
"30","71042003","8","91002","10042007"
"1","71042003","2","22002","10042008"
"30","71042004","8","91002","10042009"
"1","71042004","2","22002","10042010"
"30","71042005","8","91002","10042011"
"1","71042005","2","22002","10042012"
"30","71042006","8","91002","10042013"
"1","71042006","2","22002","10042014"
"30","71042007","8","91002","10042015"
"1","71042007","2","22002","10042016"
"30","71042008","8","91002","10042017"
"1","71042008","2","22002","10042018"
"30","71042009","8","91002","10042019"
"1","71042009","2","22002","10042020"
"30","71042010","8","91002","10042021"
"1","71042010","2","22002","10042022"
"30","71042011","8","91002","10042023"
"1","71042011","2","22002","10042024"
"30","71042012","8","91002","10042025"
"1","71042012","2","22002","10042026"
"30","71042013","8","91002","10042027"
"1","71042013","2","22002","10042028"
"30","71042014","8","91002","10042029"
"1","71042014","2","22002","10042030"
"30","71042015","8","91002","10042031"
"1","71042015","2","22002","10042032"
"60","71042016","8","91002","10042033"
"2","71042016","2","22002","10042034"
"60","71042017","8","91002","10042035"
"2","71042017","2","22002","10042036"
"60","71042018","8","91002","10042037"
"2","71042018","2","22002","10042038"
"60","71042019","8","91002","10042039"
"2","71042019","2","22002","10042040"
"60","71042020","8","91002","10042041"
"2","71042020","2","22002","10042042"
"50000","71042021","12","94002","10042043"
"100000","71042022","12","94002","10042044"
"150000","71042023","12","94002","10042045"
"200000","71042024","12","94002","10042046"
"50","71042025","8","91002","10042047"
"1","71042026","2","31130","10042048"
"1","71042027","2","31130","10042049"
"2","71042028","2","31130","10042050"
"2","71042029","2","31130","10042051"
"4","71042030","2","31130","10042052"
"1","71042031","1","113001","10042053"
"10","71042032","2","31130","10042054"
"100","81042001","2","60412","10042055"
"30000","81042001","12","94002","10042056"
"100","81042002","2","60412","10042057"
"30000","81042002","12","94002","10042058"
"2","81042003","2","31130","10042059"
"30","81042003","8","91002","10042060"
"2","81042004","2","31130","10042061"
"30","81042004","8","91002","10042062"
"100","81042005","2","60412","10042063"
"30000","81042005","12","94002","10042064"
"100","81042006","2","60412","10042065"
"30000","81042006","12","94002","10042066"
"2","81042007","2","31130","10042067"
"30","81042007","8","91002","10042068"
"100","81042008","8","91002","10042069"
"5","61043001","2","60422","10043001"
"5","61043002","2","60422","10043002"
"30","71043001","8","91002","10043003"
"1","71043001","2","22002","10043004"
"30","71043002","8","91002","10043005"
"1","71043002","2","22002","10043006"
"30","71043003","8","91002","10043007"
"1","71043003","2","22002","10043008"
"30","71043004","8","91002","10043009"
"1","71043004","2","22002","10043010"
"30","71043005","8","91002","10043011"
"1","71043005","2","22002","10043012"
"30","71043006","8","91002","10043013"
"1","71043006","2","22002","10043014"
"30","71043007","8","91002","10043015"
"1","71043007","2","22002","10043016"
"30","71043008","8","91002","10043017"
"1","71043008","2","22002","10043018"
"30","71043009","8","91002","10043019"
"1","71043009","2","22002","10043020"
"30","71043010","8","91002","10043021"
"1","71043010","2","22002","10043022"
"30","71043011","8","91002","10043023"
"1","71043011","2","22002","10043024"
"30","71043012","8","91002","10043025"
"1","71043012","2","22002","10043026"
"30","71043013","8","91002","10043027"
"1","71043013","2","22002","10043028"
"30","71043014","8","91002","10043029"
"1","71043014","2","22002","10043030"
"30","71043015","8","91002","10043031"
"1","71043015","2","22002","10043032"
"60","71043016","8","91002","10043033"
"2","71043016","2","22002","10043034"
"60","71043017","8","91002","10043035"
"2","71043017","2","22002","10043036"
"60","71043018","8","91002","10043037"
"2","71043018","2","22002","10043038"
"60","71043019","8","91002","10043039"
"2","71043019","2","22002","10043040"
"60","71043020","8","91002","10043041"
"2","71043020","2","22002","10043042"
"50000","71043021","12","94002","10043043"
"100000","71043022","12","94002","10043044"
"150000","71043023","12","94002","10043045"
"200000","71043024","12","94002","10043046"
"50","71043025","8","91002","10043047"
"1","71043026","2","31101","10043048"
"1","71043027","2","31101","10043049"
"1","71043028","2","31101","10043050"
"1","71043029","2","31101","10043051"
"1","71043030","2","31101","10043052"
"1","71043031","1","110101","10043053"
"4","71043032","2","31101","10043054"
"1","81043001","2","31101","10043055"
"25","81043001","8","91002","10043056"
"50","81043002","2","60422","10043057"
"30000","81043002","12","94002","10043058"
"50","81043003","2","60422","10043059"
"30000","81043003","12","94002","10043060"
"1","81043004","2","31101","10043061"
"25","81043004","8","91002","10043062"
"50","81043005","2","60422","10043063"
"30000","81043005","12","94002","10043064"
"50","81043006","2","60422","10043065"
"30000","81043006","12","94002","10043066"
"1","81043007","2","31101","10043067"
"25","81043007","8","91002","10043068"
"50","81043008","8","91002","10043069"
"5","61044001","2","60432","10044001"
"5","61044002","2","60432","10044002"
"30","71044001","8","91002","10044003"
"1","71044001","2","22002","10044004"
"30","71044002","8","91002","10044005"
"1","71044002","2","22002","10044006"
"30","71044003","8","91002","10044007"
"1","71044003","2","22002","10044008"
"30","71044004","8","91002","10044009"
"1","71044004","2","22002","10044010"
"30","71044005","8","91002","10044011"
"1","71044005","2","22002","10044012"
"30","71044006","8","91002","10044013"
"1","71044006","2","22002","10044014"
"30","71044007","8","91002","10044015"
"1","71044007","2","22002","10044016"
"30","71044008","8","91002","10044017"
"1","71044008","2","22002","10044018"
"30","71044009","8","91002","10044019"
"1","71044009","2","22002","10044020"
"30","71044010","8","91002","10044021"
"1","71044010","2","22002","10044022"
"30","71044011","8","91002","10044023"
"1","71044011","2","22002","10044024"
"30","71044012","8","91002","10044025"
"1","71044012","2","22002","10044026"
"30","71044013","8","91002","10044027"
"1","71044013","2","22002","10044028"
"30","71044014","8","91002","10044029"
"1","71044014","2","22002","10044030"
"30","71044015","8","91002","10044031"
"1","71044015","2","22002","10044032"
"60","71044016","8","91002","10044033"
"2","71044016","2","22002","10044034"
"60","71044017","8","91002","10044035"
"2","71044017","2","22002","10044036"
"60","71044018","8","91002","10044037"
"2","71044018","2","22002","10044038"
"60","71044019","8","91002","10044039"
"2","71044019","2","22002","10044040"
"60","71044020","8","91002","10044041"
"2","71044020","2","22002","10044042"
"50000","71044021","12","94002","10044043"
"100000","71044022","12","94002","10044044"
"150000","71044023","12","94002","10044045"
"200000","71044024","12","94002","10044046"
"50","71044025","8","91002","10044047"
"1","71044026","2","31132","10044048"
"1","71044027","2","31132","10044049"
"2","71044028","2","31132","10044050"
"2","71044029","2","31132","10044051"
"4","71044030","2","31132","10044052"
"1","71044031","1","113201","10044053"
"10","71044032","2","31132","10044054"
"65","81044001","2","60432","10044055"
"20000","81044001","12","94002","10044056"
"65","81044002","2","60432","10044057"
"20000","81044002","12","94002","10044058"
"2","81044003","2","31132","10044059"
"30","81044003","8","91002","10044060"
"65","81044004","2","60432","10044061"
"20000","81044004","12","94002","10044062"
"65","81044005","2","60432","10044063"
"20000","81044005","12","94002","10044064"
"2","81044006","2","31132","10044065"
"30","81044006","8","91002","10044066"
"70","81044007","2","60432","10044067"
"20000","81044007","12","94002","10044068"
"70","81044008","2","60432","10044069"
"20000","81044008","12","94002","10044070"
"2","81044009","2","31132","10044071"
"30","81044009","8","91002","10044072"
"100","81044010","8","91002","10044073"
"5","61045001","2","60442","10045001"
"5","61045002","2","60442","10045002"
"30","71045001","8","91002","10045003"
"1","71045001","2","22002","10045004"
"30","71045002","8","91002","10045005"
"1","71045002","2","22002","10045006"
"30","71045003","8","91002","10045007"
"1","71045003","2","22002","10045008"
"30","71045004","8","91002","10045009"
"1","71045004","2","22002","10045010"
"30","71045005","8","91002","10045011"
"1","71045005","2","22002","10045012"
"30","71045006","8","91002","10045013"
"1","71045006","2","22002","10045014"
"30","71045007","8","91002","10045015"
"1","71045007","2","22002","10045016"
"30","71045008","8","91002","10045017"
"1","71045008","2","22002","10045018"
"30","71045009","8","91002","10045019"
"1","71045009","2","22002","10045020"
"30","71045010","8","91002","10045021"
"1","71045010","2","22002","10045022"
"30","71045011","8","91002","10045023"
"1","71045011","2","22002","10045024"
"30","71045012","8","91002","10045025"
"1","71045012","2","22002","10045026"
"30","71045013","8","91002","10045027"
"1","71045013","2","22002","10045028"
"30","71045014","8","91002","10045029"
"1","71045014","2","22002","10045030"
"30","71045015","8","91002","10045031"
"1","71045015","2","22002","10045032"
"60","71045016","8","91002","10045033"
"2","71045016","2","22002","10045034"
"60","71045017","8","91002","10045035"
"2","71045017","2","22002","10045036"
"60","71045018","8","91002","10045037"
"2","71045018","2","22002","10045038"
"60","71045019","8","91002","10045039"
"2","71045019","2","22002","10045040"
"60","71045020","8","91002","10045041"
"2","71045020","2","22002","10045042"
"50000","71045021","12","94002","10045043"
"100000","71045022","12","94002","10045044"
"150000","71045023","12","94002","10045045"
"200000","71045024","12","94002","10045046"
"50","71045025","8","91002","10045047"
"1","71045026","2","31105","10045048"
"1","71045027","2","31105","10045049"
"1","71045028","2","31105","10045050"
"1","71045029","2","31105","10045051"
"1","71045030","2","31105","10045052"
"1","71045031","1","110501","10045053"
"4","71045032","2","31105","10045054"
"1","71045033","7","1704","10045055"
"1","71045034","7","1705","10045056"
"1","71045035","7","1706","10045057"
"1","71045036","7","1707","10045058"
"50","81045001","2","60442","10045059"
"30000","81045001","12","94002","10045060"
"1","81045002","2","31105","10045061"
"25","81045002","8","91002","10045062"
"50","81045003","2","60442","10045063"
"30000","81045003","12","94002","10045064"
"1","81045004","2","31105","10045065"
"25","81045004","8","91002","10045066"
"50","81045005","2","60442","10045067"
"30000","81045005","12","94002","10045068"
"50","81045006","2","60442","10045069"
"30000","81045006","12","94002","10045070"
"1","81045007","2","31105","10045071"
"25","81045007","8","91002","10045072"
"50","81045008","8","91002","10045073"
"5","61046001","2","60452","10046001"
"5","61046002","2","60452","10046002"
"30","71046001","8","91002","10046003"
"1","71046001","2","22002","10046004"
"30","71046002","8","91002","10046005"
"1","71046002","2","22002","10046006"
"30","71046003","8","91002","10046007"
"1","71046003","2","22002","10046008"
"30","71046004","8","91002","10046009"
"1","71046004","2","22002","10046010"
"30","71046005","8","91002","10046011"
"1","71046005","2","22002","10046012"
"30","71046006","8","91002","10046013"
"1","71046006","2","22002","10046014"
"30","71046007","8","91002","10046015"
"1","71046007","2","22002","10046016"
"30","71046008","8","91002","10046017"
"1","71046008","2","22002","10046018"
"30","71046009","8","91002","10046019"
"1","71046009","2","22002","10046020"
"30","71046010","8","91002","10046021"
"1","71046010","2","22002","10046022"
"30","71046011","8","91002","10046023"
"1","71046011","2","22002","10046024"
"30","71046012","8","91002","10046025"
"1","71046012","2","22002","10046026"
"30","71046013","8","91002","10046027"
"1","71046013","2","22002","10046028"
"30","71046014","8","91002","10046029"
"1","71046014","2","22002","10046030"
"30","71046015","8","91002","10046031"
"1","71046015","2","22002","10046032"
"60","71046016","8","91002","10046033"
"2","71046016","2","22002","10046034"
"60","71046017","8","91002","10046035"
"2","71046017","2","22002","10046036"
"60","71046018","8","91002","10046037"
"2","71046018","2","22002","10046038"
"60","71046019","8","91002","10046039"
"2","71046019","2","22002","10046040"
"60","71046020","8","91002","10046041"
"2","71046020","2","22002","10046042"
"50000","71046021","12","94002","10046043"
"100000","71046022","12","94002","10046044"
"150000","71046023","12","94002","10046045"
"200000","71046024","12","94002","10046046"
"50","71046025","8","91002","10046047"
"1","71046026","2","31135","10046048"
"1","71046027","2","31135","10046049"
"2","71046028","2","31135","10046050"
"2","71046029","2","31135","10046051"
"4","71046030","2","31135","10046052"
"1","71046031","1","113501","10046053"
"10","71046032","2","31135","10046054"
"100","81046001","2","60452","10046055"
"30000","81046001","12","94002","10046056"
"2","81046002","2","31135","10046057"
"30","81046002","8","91002","10046058"
"100","81046003","2","60452","10046059"
"30000","81046003","12","94002","10046060"
"100","81046004","2","60452","10046061"
"30000","81046004","12","94002","10046062"
"2","81046005","2","31135","10046063"
"30","81046005","8","91002","10046064"
"100","81046006","2","60452","10046065"
"30000","81046006","12","94002","10046066"
"2","81046007","2","31135","10046067"
"30","81046007","8","91002","10046068"
"100","81046008","8","91002","10046069"
"5","61047001","2","60462","10047001"
"5","61047002","2","60462","10047002"
"30","71047001","8","91002","10047003"
"1","71047001","2","22002","10047004"
"30","71047002","8","91002","10047005"
"1","71047002","2","22002","10047006"
"30","71047003","8","91002","10047007"
"1","71047003","2","22002","10047008"
"30","71047004","8","91002","10047009"
"1","71047004","2","22002","10047010"
"30","71047005","8","91002","10047011"
"1","71047005","2","22002","10047012"
"30","71047006","8","91002","10047013"
"1","71047006","2","22002","10047014"
"30","71047007","8","91002","10047015"
"1","71047007","2","22002","10047016"
"30","71047008","8","91002","10047017"
"1","71047008","2","22002","10047018"
"30","71047009","8","91002","10047019"
"1","71047009","2","22002","10047020"
"30","71047010","8","91002","10047021"
"1","71047010","2","22002","10047022"
"30","71047011","8","91002","10047023"
"1","71047011","2","22002","10047024"
"30","71047012","8","91002","10047025"
"1","71047012","2","22002","10047026"
"30","71047013","8","91002","10047027"
"1","71047013","2","22002","10047028"
"30","71047014","8","91002","10047029"
"1","71047014","2","22002","10047030"
"30","71047015","8","91002","10047031"
"1","71047015","2","22002","10047032"
"60","71047016","8","91002","10047033"
"2","71047016","2","22002","10047034"
"60","71047017","8","91002","10047035"
"2","71047017","2","22002","10047036"
"60","71047018","8","91002","10047037"
"2","71047018","2","22002","10047038"
"60","71047019","8","91002","10047039"
"2","71047019","2","22002","10047040"
"60","71047020","8","91002","10047041"
"2","71047020","2","22002","10047042"
"50000","71047021","12","94002","10047043"
"100000","71047022","12","94002","10047044"
"150000","71047023","12","94002","10047045"
"200000","71047024","12","94002","10047046"
"50","71047025","8","91002","10047047"
"1","71047026","2","31056","10047048"
"1","71047027","2","31056","10047049"
"1","71047028","2","31056","10047050"
"1","71047029","2","31056","10047051"
"1","71047030","2","31056","10047052"
"4","71047031","2","31056","10047053"
"50","81047001","2","60462","10047054"
"30000","81047001","12","94002","10047055"
"1","81047002","2","31056","10047056"
"25","81047002","8","91002","10047057"
"50","81047003","2","60462","10047058"
"30000","81047003","12","94002","10047059"
"50","81047004","2","60462","10047060"
"30000","81047004","12","94002","10047061"
"1","81047005","2","31056","10047062"
"25","81047005","8","91002","10047063"
"50","81047006","2","60462","10047064"
"30000","81047006","12","94002","10047065"
"1","81047007","2","31056","10047066"
"25","81047007","8","91002","10047067"
"50","81047008","8","91002","10047068"
"5","61048001","2","60472","10048001"
"5","61048002","2","60472","10048002"
"30","71048001","8","91002","10048003"
"1","71048001","2","22002","10048004"
"30","71048002","8","91002","10048005"
"1","71048002","2","22002","10048006"
"30","71048003","8","91002","10048007"
"1","71048003","2","22002","10048008"
"30","71048004","8","91002","10048009"
"1","71048004","2","22002","10048010"
"30","71048005","8","91002","10048011"
"1","71048005","2","22002","10048012"
"30","71048006","8","91002","10048013"
"1","71048006","2","22002","10048014"
"30","71048007","8","91002","10048015"
"1","71048007","2","22002","10048016"
"30","71048008","8","91002","10048017"
"1","71048008","2","22002","10048018"
"30","71048009","8","91002","10048019"
"1","71048009","2","22002","10048020"
"30","71048010","8","91002","10048021"
"1","71048010","2","22002","10048022"
"30","71048011","8","91002","10048023"
"1","71048011","2","22002","10048024"
"30","71048012","8","91002","10048025"
"1","71048012","2","22002","10048026"
"30","71048013","8","91002","10048027"
"1","71048013","2","22002","10048028"
"30","71048014","8","91002","10048029"
"1","71048014","2","22002","10048030"
"30","71048015","8","91002","10048031"
"1","71048015","2","22002","10048032"
"60","71048016","8","91002","10048033"
"2","71048016","2","22002","10048034"
"60","71048017","8","91002","10048035"
"2","71048017","2","22002","10048036"
"60","71048018","8","91002","10048037"
"2","71048018","2","22002","10048038"
"60","71048019","8","91002","10048039"
"2","71048019","2","22002","10048040"
"60","71048020","8","91002","10048041"
"2","71048020","2","22002","10048042"
"50000","71048021","12","94002","10048043"
"100000","71048022","12","94002","10048044"
"150000","71048023","12","94002","10048045"
"200000","71048024","12","94002","10048046"
"50","71048025","8","91002","10048047"
"1","71048026","2","31016","10048048"
"1","71048027","2","31016","10048049"
"2","71048028","2","31016","10048050"
"2","71048029","2","31016","10048051"
"4","71048030","2","31016","10048052"
"10","71048031","2","31016","10048053"
"100","81048001","2","60472","10048054"
"30000","81048001","12","94002","10048055"
"100","81048002","2","60472","10048056"
"30000","81048002","12","94002","10048057"
"2","81048003","2","31016","10048058"
"30","81048003","8","91002","10048059"
"2","81048004","2","31016","10048060"
"30","81048004","8","91002","10048061"
"100","81048005","2","60472","10048062"
"30000","81048005","12","94002","10048063"
"100","81048006","2","60472","10048064"
"30000","81048006","12","94002","10048065"
"2","81048007","2","31016","10048066"
"30","81048007","8","91002","10048067"
"100","81048008","8","91002","10048068"
"5","61049001","2","60482","10049001"
"5","61049002","2","60482","10049002"
"30","71049001","8","91002","10049003"
"1","71049001","2","22002","10049004"
"30","71049002","8","91002","10049005"
"1","71049002","2","22002","10049006"
"30","71049003","8","91002","10049007"
"1","71049003","2","22002","10049008"
"30","71049004","8","91002","10049009"
"1","71049004","2","22002","10049010"
"30","71049005","8","91002","10049011"
"1","71049005","2","22002","10049012"
"30","71049006","8","91002","10049013"
"1","71049006","2","22002","10049014"
"30","71049007","8","91002","10049015"
"1","71049007","2","22002","10049016"
"30","71049008","8","91002","10049017"
"1","71049008","2","22002","10049018"
"30","71049009","8","91002","10049019"
"1","71049009","2","22002","10049020"
"30","71049010","8","91002","10049021"
"1","71049010","2","22002","10049022"
"30","71049011","8","91002","10049023"
"1","71049011","2","22002","10049024"
"30","71049012","8","91002","10049025"
"1","71049012","2","22002","10049026"
"30","71049013","8","91002","10049027"
"1","71049013","2","22002","10049028"
"30","71049014","8","91002","10049029"
"1","71049014","2","22002","10049030"
"30","71049015","8","91002","10049031"
"1","71049015","2","22002","10049032"
"60","71049016","8","91002","10049033"
"2","71049016","2","22002","10049034"
"60","71049017","8","91002","10049035"
"2","71049017","2","22002","10049036"
"60","71049018","8","91002","10049037"
"2","71049018","2","22002","10049038"
"60","71049019","8","91002","10049039"
"2","71049019","2","22002","10049040"
"60","71049020","8","91002","10049041"
"2","71049020","2","22002","10049042"
"50000","71049021","12","94002","10049043"
"100000","71049022","12","94002","10049044"
"150000","71049023","12","94002","10049045"
"200000","71049024","12","94002","10049046"
"50","71049025","8","91002","10049047"
"1","71049026","2","31112","10049048"
"1","71049027","2","31112","10049049"
"1","71049028","2","31112","10049050"
"1","71049029","2","31112","10049051"
"1","71049030","2","31112","10049052"
"1","71049031","1","111201","10049053"
"4","71049032","2","31112","10049054"
"1","81049001","2","31112","10049055"
"25","81049001","8","91002","10049056"
"50","81049002","2","60482","10049057"
"30000","81049002","12","94002","10049058"
"50","81049003","2","60482","10049059"
"30000","81049003","12","94002","10049060"
"1","81049004","2","31112","10049061"
"25","81049004","8","91002","10049062"
"50","81049005","2","60482","10049063"
"30000","81049005","12","94002","10049064"
"50","81049006","2","60482","10049065"
"30000","81049006","12","94002","10049066"
"1","81049007","2","31112","10049067"
"25","81049007","8","91002","10049068"
"50","81049008","8","91002","10049069"
"5","61050001","2","60492","10050001"
"5","61050002","2","60492","10050002"
"30","71050001","8","91002","10050003"
"1","71050001","2","22002","10050004"
"30","71050002","8","91002","10050005"
"1","71050002","2","22002","10050006"
"30","71050003","8","91002","10050007"
"1","71050003","2","22002","10050008"
"30","71050004","8","91002","10050009"
"1","71050004","2","22002","10050010"
"30","71050005","8","91002","10050011"
"1","71050005","2","22002","10050012"
"30","71050006","8","91002","10050013"
"1","71050006","2","22002","10050014"
"30","71050007","8","91002","10050015"
"1","71050007","2","22002","10050016"
"30","71050008","8","91002","10050017"
"1","71050008","2","22002","10050018"
"30","71050009","8","91002","10050019"
"1","71050009","2","22002","10050020"
"30","71050010","8","91002","10050021"
"1","71050010","2","22002","10050022"
"30","71050011","8","91002","10050023"
"1","71050011","2","22002","10050024"
"30","71050012","8","91002","10050025"
"1","71050012","2","22002","10050026"
"30","71050013","8","91002","10050027"
"1","71050013","2","22002","10050028"
"30","71050014","8","91002","10050029"
"1","71050014","2","22002","10050030"
"30","71050015","8","91002","10050031"
"1","71050015","2","22002","10050032"
"60","71050016","8","91002","10050033"
"2","71050016","2","22002","10050034"
"60","71050017","8","91002","10050035"
"2","71050017","2","22002","10050036"
"60","71050018","8","91002","10050037"
"2","71050018","2","22002","10050038"
"60","71050019","8","91002","10050039"
"2","71050019","2","22002","10050040"
"60","71050020","8","91002","10050041"
"2","71050020","2","22002","10050042"
"50000","71050021","12","94002","10050043"
"100000","71050022","12","94002","10050044"
"150000","71050023","12","94002","10050045"
"200000","71050024","12","94002","10050046"
"50","71050025","8","91002","10050047"
"1","71050026","2","31141","10050048"
"1","71050027","2","31141","10050049"
"2","71050028","2","31141","10050050"
"2","71050029","2","31141","10050051"
"4","71050030","2","31141","10050052"
"1","71050031","1","114101","10050053"
"10","71050032","2","31141","10050054"
"2","81050001","2","31141","10050055"
"30","81050001","8","91002","10050056"
"100","81050002","2","60492","10050057"
"30000","81050002","12","94002","10050058"
"100","81050003","2","60492","10050059"
"30000","81050003","12","94002","10050060"
"2","81050004","2","31141","10050061"
"30","81050004","8","91002","10050062"
"100","81050005","2","60492","10050063"
"30000","81050005","12","94002","10050064"
"100","81050006","2","60492","10050065"
"30000","81050006","12","94002","10050066"
"2","81050007","2","31141","10050067"
"30","81050007","8","91002","10050068"
"100","81050008","8","91002","10050069"
"5","61051001","2","60502","10051001"
"5","61051002","2","60502","10051002"
"30","71051001","8","91002","10051003"
"1","71051001","2","22002","10051004"
"30","71051002","8","91002","10051005"
"1","71051002","2","22002","10051006"
"30","71051003","8","91002","10051007"
"1","71051003","2","22002","10051008"
"30","71051004","8","91002","10051009"
"1","71051004","2","22002","10051010"
"30","71051005","8","91002","10051011"
"1","71051005","2","22002","10051012"
"30","71051006","8","91002","10051013"
"1","71051006","2","22002","10051014"
"30","71051007","8","91002","10051015"
"1","71051007","2","22002","10051016"
"30","71051008","8","91002","10051017"
"1","71051008","2","22002","10051018"
"30","71051009","8","91002","10051019"
"1","71051009","2","22002","10051020"
"30","71051010","8","91002","10051021"
"1","71051010","2","22002","10051022"
"30","71051011","8","91002","10051023"
"1","71051011","2","22002","10051024"
"30","71051012","8","91002","10051025"
"1","71051012","2","22002","10051026"
"30","71051013","8","91002","10051027"
"1","71051013","2","22002","10051028"
"30","71051014","8","91002","10051029"
"1","71051014","2","22002","10051030"
"30","71051015","8","91002","10051031"
"1","71051015","2","22002","10051032"
"60","71051016","8","91002","10051033"
"2","71051016","2","22002","10051034"
"60","71051017","8","91002","10051035"
"2","71051017","2","22002","10051036"
"60","71051018","8","91002","10051037"
"2","71051018","2","22002","10051038"
"60","71051019","8","91002","10051039"
"2","71051019","2","22002","10051040"
"60","71051020","8","91002","10051041"
"2","71051020","2","22002","10051042"
"50000","71051021","12","94002","10051043"
"100000","71051022","12","94002","10051044"
"150000","71051023","12","94002","10051045"
"200000","71051024","12","94002","10051046"
"50","71051025","8","91002","10051047"
"1","71051026","2","31037","10051048"
"1","71051027","2","31037","10051049"
"1","71051028","2","31037","10051050"
"1","71051029","2","31037","10051051"
"1","71051030","2","31037","10051052"
"4","71051031","2","31037","10051053"
"50","81051001","2","60502","10051054"
"30000","81051001","12","94002","10051055"
"50","81051002","2","60502","10051056"
"30000","81051002","12","94002","10051057"
"1","81051003","2","31037","10051058"
"25","81051003","8","91002","10051059"
"1","81051004","2","31037","10051060"
"25","81051004","8","91002","10051061"
"50","81051005","2","60502","10051062"
"30000","81051005","12","94002","10051063"
"50","81051006","2","60502","10051064"
"30000","81051006","12","94002","10051065"
"1","81051007","2","31037","10051066"
"25","81051007","8","91002","10051067"
"50","81051008","8","91002","10051068"
