2bdb65d2196896a867737587d892bc3ad774a0db54129df9b927c700e6060203,5aa3fac5e7a15ec021d12dbe697ebe72a93c69338f0a25faa053f1d9cad60501,1c9090c89bbb8368a4f25d64a5e5b1054ddf61c802c1411dd1ff57e67606898c,f8d87c6a942f4f71d612b3b1bb8a831a6ce3eb9155845ec0011996151536cdb6,fc1fb77c3cb263d38676a1d3c8d9f503b0156dabce7f2b67208b2fd92d7ecfbc,17c72694f44ca3a0c88ed7c083fc54a84cfeb52de3a02096598ec8f47693f3b4,9e3694aaab0c4cabea82e9ece6855e68000514ab13ba7b10f154a6db9438ff2d,9ba09e679877d1f403a3be2bdfc01310dd77ce10e2e9744b1741a091831d86cd,ff5694dd2d221ee23076e9cd83991f6be90ea5367eaba70696284eb597a425c4,491a6359acd032581b1e0ae90e07dbcc2e372838bffa80f745e4b24b7d9d81c6,0dc6eaad2ce0d070a31e667060ef0a403e861e63845c12112c213d06e2c168b8
"891","-1200","12","0","","33","-180","18910005","","","10"
"891","","2","","","93","","18910006","","",""
"891","vo_fpc_89101","vo_fpc","","","21","","18910007","","","0"
"892","se_fpc_water_random","se_10053800","","","23","","18920001","","",""
"892","107911","1","0","cmn_boat_cat","1","23","18920002","-180","1.75","-850"
"892","1","2","0","cmn_boat_idle_l","5","22","18920003","-180","1.75","-850"
"892","1","116","","","31","-850","18920004","1","1","-180"
"892","1750","107911","","","2","-180","18920005","","","13.5"
"892","1750","1","","","2","-180","18920006","","","13.5"
"892","1750","1","","","33","-180","18920007","","","13.5"
"892","","1.6","","","93","","18920008","","",""
"892","vo_fpc_89201","vo_fpc","","","21","","18920009","","","0"
"893","se_fpc_water_random","se_10053800","","","23","","18930001","","",""
"893","107811","1","0","cmn_boat_nervous","1","23","18930002","-180","1.75","-850"
"893","1","2","0","cmn_boat_idle_l","5","22","18930003","-180","1.75","-850"
"893","1","116","","","31","-850","18930004","1","1","-180"
"893","1750","107811","","","2","-180","18930005","","","13.5"
"893","1750","1","","","2","-180","18930006","","","13.5"
"893","1750","1","","","33","-180","18930007","","","13.5"
"893","","1.6","","","93","","18930008","","",""
"893","vo_fpc_89301","vo_fpc","","","21","","18930009","","","0"
"894","se_fpc_water_random","se_10053800","","","23","","18940001","","",""
"894","127011","1","0","00_kuka_float","1","22","18940002","-180","1.75","-1100"
"894","1","9","0","idle","5","22","18940003","-180","0.3","-1250"
"894","2","9","0","idle","5","22","18940004","-180","0.3","-950"
"894","1","6","","","31","-1100","18940005","1","1","-180"
"894","2","125","","","31","-1250","18940006","1","1","-180"
"894","3","125","","","31","-950","18940007","1","1","-180"
"894","1050","127011","","","2","-180","18940008","","","10"
"894","900","1","","","2","-180","18940009","","","10"
"894","1200","2","","","2","-180","18940010","","","10"
"894","1050","1","","","33","-180","18940011","","","10"
"894","900","2","","","33","-180","18940012","","","10"
"894","1200","3","","","33","-180","18940013","","","10"
"894","","2.1","","","93","","18940014","","",""
"894","vo_fpc_89401","vo_fpc","","","21","","18940015","","","0"
"895","se_fpc_water_random","se_10053800","","","23","","18950001","","",""
"895","22","22","0","48_kyaru_floatRing","5","22","18950002","-180","1.66","-1100"
"895","1","102","","","31","-1100","18950003","1","1","-180"
"895","1050","22","","","2","-180","18950004","","","10"
"895","1050","1","","","33","-180","18950005","","","10"
"895","","2.1","","","93","","18950006","","",""
"895","vo_fpc_89501","vo_fpc","","","21","","18950007","","","0"
"896","se_fpc_water_random","se_10053800","","","23","","18960001","","",""
"896","21","21","0","02_neneka_floatRing","5","22","18960002","-180","1.66","-1100"
"896","1","102","","","31","-1100","18960003","1","1","-180"
"896","1050","21","","","2","-180","18960004","","","10"
"896","1050","1","","","33","-180","18960005","","","10"
"896","","2.5","","","93","","18960006","","",""
"896","vo_fpc_89601","vo_fpc","","","21","","18960007","","","0"
"901","126811","1","0","01_yukari_idle","1","33","19010001","-250","1.75","-900"
"901","3","3","0","01_yukari_idle","5","34","19010002","-250","1.75","-900"
"901","2","2","0","cmn_boat_idle","5","32","19010003","-250","1.75","-900"
"901","126811","101","","","31","-900","19010004","1","1","-250"
"901","se_fpc_water_random","se_10053800","","","23","1","19010005","","",""
"901","0","19010004","","","91","","19010006","","",""
"901","0","126811","","","2","-250","19010007","12","","5.29411764705882"
"901","0","3","","","2","-250","19010008","12","","5.29411764705882"
"901","0","2","","","2","-250","19010009","12","","5.29411764705882"
"901","0","126811","","","33","-250","19010010","12","","5.29411764705882"
"901","","","","","91","","19010011","","",""
"901","01_yukari_talk","126811","0.1","","3","0","19010012","1","0.1","01_yukari_talk_loop"
"901","01_yukari_talk","3","0.1","","3","0","19010013","1","0.1","01_yukari_talk_loop"
"901","cmn_boat_idle","2","","","3","1","19010014","","0.1",""
"901","0","4","","","93","","19010015","","",""
"901","vo_fpc_20100","vo_fpc","","","21","","19010016","","","0"
"901","噗哈～","126811","0","0.5","11","6","19010017","0","0","1"
"901","","0","","","91","","19010018","","",""
"901","0","0.5","","","93","","19010019","","",""
"901","vo_fpc_20101","vo_fpc","","","21","","19010020","","","0"
"901","雖然在盛夏的海灘上喝酒很棒，\n但寒冬時像這樣在泳池邊喝酒\n也很奢侈，真棒呢……","126811","0","0.5","11","8","19010021","0","0","1"
"901","","0","","","91","","19010022","","",""
"901","0","0.5","","","93","","19010023","","",""
"901","vo_fpc_20102","vo_fpc","","","21","","19010024","","","0"
"901","再去掰託秋乃\n追加進貨一些\n聖騎似麥酒和祕麥酒吧……","126811","0","0.5","11","6","19010025","0","0","1"
"901","","0","","","91","","19010026","","",""
"901","0","0.5","","","93","","19010027","","",""
"901","01_yukari_talk2_loop","126811","","","3","1","19010028","","0.1",""
"901","01_yukari_talk2_loop","3","","","3","1","19010029","","0.1",""
"901","cmn_boat_idle","2","","","3","1","19010030","","0.1",""
"901","vo_fpc_20103","vo_fpc","","","21","","19010031","","","0"
"901","話縮回來，總覺得暈暈的捏～\n明明是泳池卻有巨浪\n打過來嗎……呃，唔噗！","126811","0","0.5","11","7","19010032","0","0","1"
"901","","0","","","91","","19010033","","",""
"901","01_yukari_sick_1","126811","0.1","","3","0","19010034","1","0.1","01_yukari_sick_1_loop"
"901","01_yukari_sick_1","3","0.1","","3","0","19010035","1","0.1","01_yukari_sick_1_loop"
"901","cmn_boat_idle","2","","","3","1","19010036","","0.1",""
"901","0","2","","","93","","19010037","","",""
"901","01_yukari_sick_2","126811","0.1","","3","0","19010038","1","0.1","01_yukari_sick_2_loop"
"901","01_yukari_sick_2","3","0.1","","3","0","19010039","1","0.1","01_yukari_sick_2_loop"
"901","cmn_boat_idle","2","","","3","1","19010040","","0.1",""
"901","vo_fpc_20104","vo_fpc","","","21","","19010041","","","0"
"901","啊，不行……\n我的胃也有波巨浪……\n要、要忍住啊，優花梨……","126811","0","0.5","11","9","19010042","0","0","1"
"901","","0","","","91","","19010043","","",""
"901","0","0.5","","","93","","19010044","","",""
"901","1000","126811","","","2","-250","19010045","","","4.52488687782805"
"901","1000","3","","","2","-250","19010046","","","4.52488687782805"
"901","1000","2","","","2","-250","19010047","","","4.52488687782805"
"901","1000","126811","","","33","-250","19010048","","","4.52488687782805"
"901","","0","","","91","","19010049","","",""
"902","1","21","0","02_neneka_floatRing","5","22","19020001","-180","1.75","-780"
"902","2","21","0","02_neneka_floatRing","5","12","19020002","-125","1.6625","-780"
"902","3","21","0","02_neneka_floatRing","5","32","19020003","-250","1.8375","-780"
"902","4","21","0","02_neneka_floatRing","5","22","19020004","-180","1.75","-780"
"902","5","21","0","02_neneka_floatRing","5","12","19020005","-125","1.6625","-780"
"902","6","21","0","02_neneka_floatRing","5","32","19020006","-250","1.8375","-780"
"902","1","102","","","31","-780","19020007","1","1","-180"
"902","2","102","","","31","-780","19020008","1","1","-125"
"902","3","102","","","31","-780","19020009","1","1","-250"
"902","4","102","","","31","-780","19020010","1","1","-180"
"902","5","102","","","31","-780","19020011","1","1","-125"
"902","6","102","","","31","-780","19020012","1","1","-250"
"902","se_fpc_water_random","se_10053800","","","23","1","19020013","","",""
"902","","19020012","","","91","","19020014","","",""
"902","0","1","","","2","-180","19020015","12","","4.58823529411765"
"902","0","1","","","33","-180","19020016","12","","4.58823529411765"
"902","","19020015","","","91","","19020017","","",""
"902","vo_fpc_20200","vo_fpc","","","21","","19020018","","","0"
"902","嗯……","1","0","0.5","11","10","19020019","0","0","1"
"902","","0","","","91","","19020020","","",""
"902","0","0.5","","","93","","19020021","","",""
"902","150","1","","","2","-180","19020022","12","","3.70588235294118"
"902","150","1","","","33","-180","19020023","12","","3.70588235294118"
"902","02_neneka_floatRing","2","","","3","1","19020024","","0.1",""
"902","-150","2","","","2","-125","19020025","12","","3.70588235294118"
"902","-150","2","","","33","-125","19020026","12","","3.70588235294118"
"902","","19020025","","","91","","19020027","","",""
"902","vo_fpc_20201","vo_fpc","","","21","","19020028","","","0"
"902","雖然我有想過，就只是隨波逐流\n這種世間凡夫俗子般的行為，\n究竟是哪裡好玩了……","2","0","0.5","11","8","19020029","0","0","1"
"902","","0","","","91","","19020030","","",""
"902","0","0.5","","","93","","19020031","","",""
"902","250","1","","","2","-180","19020032","12","","3.11764705882353"
"902","250","1","","","33","-180","19020033","12","","3.11764705882353"
"902","0","2","","","2","-125","19020034","12","","3.11764705882353"
"902","0","2","","","33","-125","19020035","12","","3.11764705882353"
"902","02_neneka_floatRing","3","","","3","1","19020036","","0.1",""
"902","-250","3","","","2","-250","19020037","12","","3.11764705882353"
"902","-250","3","","","33","-250","19020038","12","","3.11764705882353"
"902","","19020037","","","91","","19020039","","",""
"902","vo_fpc_20202","vo_fpc","","","21","","19020040","","","0"
"902","不過這也別有一番趣味呢……\n下次也帶諾維姆過來\n漂流看看吧。","3","0","0.5","11","7","19020041","0","0","1"
"902","1","4.5","","","93","","19020042","","",""
"902","0","0.9","","","93","","19020043","","",""
"902","","19020041","","","91","","19020044","","",""
"902","02_neneka_floatRing","4","","","3","1","19020045","","0.1",""
"902","850","4","","","2","-180","19020046","","","7.37556561085973"
"902","850","4","","","33","-180","19020047","","","7.37556561085973"
"902","0","0.2","","","93","","19020048","","",""
"902","02_neneka_floatRing","5","","","3","1","19020049","","0.1",""
"902","850","1","","","2","-180","19020050","12","","2.71493212669683"
"902","850","1","","","33","-180","19020051","12","","2.71493212669683"
"902","0","0.2","","","93","","19020052","","",""
"902","850","2","","","2","-125","19020053","12","","3.84615384615385"
"902","850","2","","","33","-125","19020054","12","","3.84615384615385"
"902","0","0.1","","","93","","19020055","","",""
"902","850","3","","","2","-250","19020056","12","","4.97737556561086"
"902","850","3","","","33","-250","19020057","12","","4.97737556561086"
"902","0","1.5","","","93","","19020058","","",""
"902","850","5","","","2","-125","19020059","","","6.26923076923077"
"902","850","5","","","33","-125","19020060","","","6.26923076923077"
"902","0","1","","","93","","19020061","","",""
"902","02_neneka_floatRing","6","","","3","1","19020062","","0.1",""
"902","850","6","","","2","-250","19020063","","","6.63800904977376"
"902","850","6","","","33","-250","19020064","","","6.63800904977376"
"902","","0","","","91","","19020065","","",""
"902","0","1","","","93","","19020066","","",""
"902","","0","","","91","","19020067","","",""
"903","113211","1","0","03_cmn_walk_styk_N2","1","12","19030001","-15","1.4875","-750"
"903","113311","1","0","03_cmn_run_def_N","1","12","19030002","-15","1.4875","750"
"903","se_fpc_water_random","se_10053800","","","23","1","19030003","","",""
"903","0","19030002","","","91","","19030004","","",""
"903","-150","113211","","","2","-15","19030005","","","3.52941176470588"
"903","0","1.5","","","93","","19030006","","",""
"903","150","113311","","","2","-15","19030007","","","2.71493212669683"
"903","","19030005","","","91","","19030008","","",""
"903","03_cmn_idol_def_N","113211","","","3","1","19030009","","0.1",""
"903","","19030007","","","91","","19030010","","",""
"903","03_nanaka_gufufu","113311","","","3","1","19030011","","0.3",""
"903","0","0.3","","","93","","19030012","","",""
"903","vo_fpc_20300","vo_fpc","","","21","","19030013","","","0"
"903","唔呵呵，\n不愧是杏奈美眉♪","113311","0","0.5","11","8","19030014","0","0","1"
"903","","0","","","91","","19030015","","",""
"903","0","0.5","","","93","","19030016","","",""
"903","vo_fpc_20301","vo_fpc","","","21","","19030017","","","0"
"903","把七七香精選的傳說學校泳衣\n駕馭得很完美呢！","113311","0","0.5","11","6","19030018","0","0","1"
"903","","0","","","91","","19030019","","",""
"903","0","0.5","","","93","","19030020","","",""
"903","03_anna_shy","113211","","","3","1","19030021","","0.1",""
"903","vo_fpc_20302","vo_fpc","","","21","","19030022","","","0"
"903","什麼，這是因為我沒有其他泳衣\n所以才不得已穿的啦……","113211","0","0.5","11","10","19030023","0","0","1"
"903","","0","","","91","","19030024","","",""
"903","0","0.5","","","93","","19030025","","",""
"903","vo_fpc_20303","vo_fpc","","","21","","19030026","","","0"
"903","沒問題沒問題，\n真的很適合妳啦！","113311","0","0.5","11","6","19030027","0","0","1"
"903","","0","","","91","","19030028","","",""
"903","0","0.5","","","93","","19030029","","",""
"903","vo_fpc_20304","vo_fpc","","","21","","19030030","","","0"
"903","還是說……\n妳要跟我交換泳衣看看？","113311","0","0.5","11","8","19030031","0","0","1"
"903","","0","","","91","","19030032","","",""
"903","0","0.5","","","93","","19030033","","",""
"903","03_anna_pui_in","113211","","","3","0","19030034","1","0.1","03_anna_pui_loop"
"903","vo_fpc_20305","vo_fpc","","","21","","19030035","","","0"
"903","妳那件也有那件的害羞吧！","113211","0","0.5","11","7","19030036","0","0","1"
"903","","0","","","91","","19030037","","",""
"903","0","0.5","","","93","","19030038","","",""
"903","vo_fpc_20306","vo_fpc","","","21","","19030039","","","0"
"903","我、我有好友為我挑的\n這件學校泳衣便足矣！","113211","0","0.5","11","8","19030040","0","0","1"
"903","","0","","","91","","19030041","","",""
"903","0","0.5","","","93","","19030042","","",""
"903","1","113311","","","4","1","19030043","","0.1",""
"903","1","113211","","","4","1","19030044","","0.1",""
"903","03_cmn_run_def_N","113311","","","3","1","19030045","","0.1",""
"903","03_cmn_walk_styk_N2","113211","","","3","1","19030046","","0.1",""
"903","750","113311","","","2","-15","19030047","","","2.71493212669683"
"903","-750","113211","","","2","-15","19030048","","","3.52941176470588"
"903","","0","","","91","","19030049","","",""
"904","122811","1","0","04_misogi_flutterKick_loop","1","22","19040001","-180","1.75","-910"
"904","122911","1","0","04_mimi_flutterKick_loop","1","12","19040002","-125","1.75","-910"
"904","122711","1","0","04_kyouka_flutterKick_loop","1","22","19040003","-180","1.75","-910"
"904","129311","1","0","04_yuni_flutterKick_loop","1","23","19040004","-180","1.75","-910"
"904","1","1","0","cmn_swm_flutterKick_floatBoad","5","22","19040005","-180","1.75","-910"
"904","3","3","0","empty","5","24","19040006","-180","1.75","-50"
"904","1","1","","","31","-910","19040007","1","1","-180"
"904","11","4","","","31","-910","19040008","1","0","-180"
"904","2","7","","","31","-910","19040009","1","1","-125"
"904","21","4","","","31","-910","19040010","1","0","-125"
"904","3","1","","","31","-910","19040011","1","1","-180"
"904","31","4","","","31","-910","19040012","1","0","-180"
"904","4","1","","","31","-910","19040013","1","1","-180"
"904","41","4","","","31","-50","19040014","1","0","-180"
"904","1006","1006","","","31","-180","19040015","1","0","0"
"904","se_fpc_water_random","se_10053800","","","23","1","19040016","","",""
"904","0","19040015","","","91","","19040017","","",""
"904","375","122811","","","2","-180","19040018","12","","5.81447963800905"
"904","375","1","","","33","-180","19040019","12","","5.81447963800905"
"904","375","11","","","33","-180","19040020","12","","5.81447963800905"
"904","","","","","91","","19040021","","",""
"904","0","1","","","32","","19040022","","",""
"904","1","11","","","32","","19040023","","",""
"904","04_misogi_float_in","122811","0.1","","3","0","19040024","1","0.1","04_misogi_float_loop"
"904","0","0.9","","","93","","19040025","","",""
"904","vo_fpc_20400","vo_fpc","","","21","","19040026","","","0"
"904","哇──！禊是第一名──！\n當鬼的人，快來抓我們──！","122811","0","0.5","11","9","19040027","0","0","1"
"904","","0","","","91","","19040028","","",""
"904","0","0.5","","","93","","19040029","","",""
"904","100","122911","","","2","-125","19040030","12","","5.94117647058824"
"904","100","2","","","33","-125","19040031","12","","5.94117647058824"
"904","100","21","","","33","-125","19040032","12","","5.94117647058824"
"904","0","2","","","93","","19040033","","",""
"904","vo_fpc_20401","vo_fpc","","","21","","19040034","","","0"
"904","快逃快逃～！","122911","0","0.5","11","8","19040035","0","0","1"
"904","","19040032","","","91","","19040036","","",""
"904","0","2","","","32","","19040037","","",""
"904","1","21","","","32","","19040038","","",""
"904","04_mimi_float_in","122911","0.1","","3","0","19040039","1","0.1","04_mimi_float_loop"
"904","-175","122711","","","2","-180","19040040","12","","5.40441176470588"
"904","-175","3","","","33","-180","19040041","12","","5.40441176470588"
"904","-175","31","","","33","-180","19040042","12","","5.40441176470588"
"904","0","2","","","93","","19040043","","",""
"904","vo_fpc_20402","vo_fpc","","","21","","19040044","","","0"
"904","真是的～！妳們兩個等一下啦～！","122711","0","0","11","11","19040045","0","0","1"
"904","","19040042","","","91","","19040046","","",""
"904","0","3","","","32","","19040047","","",""
"904","1","31","","","32","","19040048","","",""
"904","04_kyouka_float_in","122711","0.1","","3","0","19040049","1","0.1","04_kyouka_float_loop"
"904","0","1.2","","","93","","19040050","","",""
"904","1","1006","","","32","","19040051","","",""
"904","0","0.8","","","93","","19040052","","",""
"904","1","1","","","32","","19040053","","",""
"904","0","11","","","32","","19040054","","",""
"904","1","2","","","32","","19040055","","",""
"904","0","21","","","32","","19040056","","",""
"904","1","3","","","32","","19040057","","",""
"904","0","31","","","32","","19040058","","",""
"904","04_misogi_flutterKick_in","122811","0.1","","3","0","19040059","1","0.1","04_misogi_flutterKick_loop"
"904","1000","122811","","","2","-180","19040060","","","2.82805429864253"
"904","1000","1","","","33","-180","19040061","","","2.82805429864253"
"904","0","0.1","","","93","","19040062","","",""
"904","04_mimi_flutterKick_in","122911","0.1","","3","0","19040063","1","0.1","04_mimi_flutterKick_loop"
"904","1000","122911","","","2","-125","19040064","","","4.07239819004525"
"904","1000","2","","","33","-125","19040065","","","4.07239819004525"
"904","0","0.1","","","93","","19040066","","",""
"904","04_kyouka_flutterKick_in","122711","0.1","","3","0","19040067","1","0.1","04_kyouka_flutterKick_loop"
"904","1000","122711","","","2","-180","19040068","","","5.31674208144796"
"904","1000","3","","","33","-180","19040069","","","5.31674208144796"
"904","0","0.1","","","93","","19040070","","",""
"904","-50","129311","","","2","-180","19040071","","","5.05882352941176"
"904","-50","4","","","33","-180","19040072","","","5.05882352941176"
"904","-50","1","","","2","-180","19040073","","","5.05882352941176"
"904","0","2","","","93","","19040074","","",""
"904","vo_fpc_20403","vo_fpc","","","21","","19040075","","","0"
"904","哇──♪","129311","0","0.5","11","10","19040076","0","0","1"
"904","0","2.75882352941176","","","93","","19040077","","",""
"904","04_yuni_flutterKick_pause_in","3","0.1","","3","0","19040078","1","0.1","04_yuni_flutterKick_pause_loop"
"904","04_yuni_flutterKick_pause_in","129311","0.1","","3","0","19040079","1","0.1","04_yuni_flutterKick_pause_loop"
"904","04_yuni_flutterKick_pause_in","1","0.1","","3","0","19040080","1","0.1","04_yuni_flutterKick_pause_loop"
"904","0","0.3","","","93","","19040081","","",""
"904","vo_fpc_20404","vo_fpc","","","21","","19040082","","","0"
"904","0","4","","","32","","19040083","","",""
"904","1","41","","","32","","19040084","","",""
"904","0","5","","","93","","19040085","","",""
"904","empty","3","","","3","0","19040086","","0.1",""
"904","04_yuni_flutterKick_in","129311","0.1","","3","0","19040087","1","0.2","04_yuni_flutterKick_loop"
"904","04_yuni_flutterKick_in","1","0.1","","3","0","19040088","1","0.2","cmn_swm_flutterKick_floatBoad"
"904","1","4","","","32","","19040089","","",""
"904","0","41","","","32","","19040090","","",""
"904","1000","129311","","","2","-180","19040091","","","6.17647058823529"
"904","1000","1","","","2","-180","19040092","","","6.17647058823529"
"904","1000","4","","","33","-180","19040093","","","6.17647058823529"
"904","0","0.3","","","93","","19040094","","",""
"904","vo_fpc_20405","vo_fpc","","","21","","19040095","","","0"
"904","哇──哇──♪","129311","0","0.5","11","10","19040096","0","0","1"
"904","","19040091","","","91","","19040097","","",""
"905","117111","1","0","cmn_swm_flutterKick","1","12","19050001","-125","1.75","-910"
"905","117011","1","0","cmn_swm_flutterKick","1","22","19050002","-180","1.75","-910"
"905","107611","1","0","cmn_walk_r","1","12","19050003","-15","1.4875","750"
"905","1","7","","","31","-910","19050004","1","1","-125"
"905","11","4","","","31","-910","19050005","1","0","-125"
"905","2","1","","","31","-910","19050006","1","1","-180"
"905","21","4","","","31","-910","19050007","1","0","-180"
"905","se_fpc_water_random","se_10053800","","","23","1","19050008","","",""
"905","0","19050007","","","91","","19050009","","",""
"905","0","117111","","","2","-125","19050010","12","","5.35294117647059"
"905","0","1","","","33","-125","19050011","12","","5.35294117647059"
"905","0","11","","","33","-125","19050012","12","","5.35294117647059"
"905","","","","","91","","19050013","","",""
"905","0","1","","","32","","19050014","","",""
"905","1","11","","","32","","19050015","","",""
"905","05_shizuru_search_in","117111","0.1","","3","0","19050016","1","0.1","05_shizuru_search_loop"
"905","0","1","","","93","","19050017","","",""
"905","vo_fpc_20500","vo_fpc","","","21","","19050018","","","0"
"905","嗯……真奇怪呢……\n我有在這一帶感受到\n弟弟的「氣息」……","117111","0","0.5","11","8","19050019","0","0","1"
"905","1","1.81764705882353","","","93","","19050020","","",""
"905","-250","117011","","","2","-180","19050021","12","","3.88235294117647"
"905","-250","2","","","33","-180","19050022","12","","3.88235294117647"
"905","-250","21","","","33","-180","19050023","12","","3.88235294117647"
"905","0","2.38235294117647","","","93","","19050024","","",""
"905","0","1.5","","","93","","19050025","","",""
"905","","19050019","","","91","","19050026","","",""
"905","","19050021","","","91","","19050027","","",""
"905","05_eriko_talk_in","117011","0.1","","3","0","19050028","1","0.1","05_eriko_talk_loop"
"905","0","2","","","32","","19050029","","",""
"905","1","21","","","32","","19050030","","",""
"905","vo_fpc_20501","vo_fpc","","","21","","19050031","","","0"
"905","那位大人的氣場殘渣……\n確實就在這附近……","117011","0","0.5","11","7","19050032","0","0","1"
"905","1","2.15294117647059","","","93","","19050033","","",""
"905","300","107611","","","2","-15","19050034","0","","2.64705882352941"
"905","0","1.14705882352941","","","93","","19050035","","",""
"905","0","1.5","","","93","","19050036","","",""
"905","","19050032","","","91","","19050037","","",""
"905","","19050034","","","91","","19050038","","",""
"905","05_kokkoro_talk","107611","","","3","1","19050039","","0.2",""
"905","vo_fpc_20502","vo_fpc","","","21","","19050040","","","0"
"905","靜流小姐、惠理子小姐，\n請問怎麼了嗎？","107611","0","0.5","11","8","19050041","0","0","1"
"905","","0","","","91","","19050042","","",""
"905","0","0.5","","","93","","19050043","","",""
"905","05_shizuru_greet_in","117111","0.1","","3","0","19050044","1","0.1","05_shizuru_greet_loop"
"905","vo_fpc_20503","vo_fpc","","","21","","19050045","","","0"
"905","啊，可可蘿♪\n原來如此──我是感受到殘留在\n可可蘿身上的弟弟「氣息」了呢♪","117111","0","0.5","11","8","19050046","0","0","1"
"905","","0","","","91","","19050047","","",""
"905","0","0.5","","","93","","19050048","","",""
"905","05_eriko_pressure_in","117011","0.1","","3","0","19050049","1","0.1","05_eriko_pressure_loop"
"905","vo_fpc_20504","vo_fpc","","","21","","19050050","","","0"
"905","那噁心的根據是怎麼回事？\n話說回來，妳知道那位大人\n在哪裡嗎？\n可不許隱瞞喔。","117011","0","0.5","11","6","19050051","0","0","1"
"905","","0","","","91","","19050052","","",""
"905","0","0.5","","","93","","19050053","","",""
"905","05_kokkoro_talk2","107611","","","3","1","19050054","","0.3",""
"905","vo_fpc_20505","vo_fpc","","","21","","19050055","","","0"
"905","怎麼會隱瞞呢。","107611","0","0.5","11","6","19050056","0","0","1"
"905","","0","","","91","","19050057","","",""
"905","0","0.5","","","93","","19050058","","",""
"905","05_kokkoro_point_in","107611","0.1","","3","0","19050059","1","0.1","05_kokkoro_point_loop"
"905","vo_fpc_20506","vo_fpc","","","21","","19050060","","","0"
"905","主人他剛剛漂向\n那個方向了……","107611","0","0.5","11","6","19050061","0","0","1"
"905","","0","","","91","","19050062","","",""
"905","0","0.5","","","93","","19050063","","",""
"905","05_shizuru_smile_in","117111","0.1","","3","0","19050064","1","0.1","05_shizuru_smile_loop"
"905","vo_fpc_20507","vo_fpc","","","21","","19050065","","","0"
"905","那邊是吧！\n好──姐姐我現在\n立刻就去救你喔！","117111","0","0.5","11","7","19050066","0","0","1"
"905","","0","","","91","","19050067","","",""
"905","0","0.5","","","93","","19050068","","",""
"905","05_eriko_sad_in","117011","0.1","","3","0","19050069","1","0.1","05_eriko_sad_loop"
"905","vo_fpc_20508","vo_fpc","","","21","","19050070","","","0"
"905","啊啊，怎麼會這樣……\n我現在就前去救助您！","117011","0","0.5","11","8","19050071","0","0","1"
"905","","0","","","91","","19050072","","",""
"905","0","0.5","","","93","","19050073","","",""
"905","05_shizuru_flutterKick_in","117111","0.1","","3","0","19050074","1","0.1","05_shizuru_flutterKick_loop"
"905","1000","117111","","","2","-125","19050075","","","2.66169816342827"
"905","1000","1","","","33","-125","19050076","","","2.66169816342827"
"905","1","1","","","32","","19050077","","",""
"905","0","11","","","32","","19050078","","",""
"905","0","0.1","","","93","","19050079","","",""
"905","05_eriko_flutterKick_in","117011","0.1","","3","0","19050080","1","0.1","05_eriko_flutterKick_loop"
"905","1000","117011","","","2","-180","19050081","","","3.14228255404726"
"905","1000","2","","","33","-180","19050082","","","3.14228255404726"
"905","1","2","","","32","","19050083","","",""
"905","0","21","","","32","","19050084","","",""
"905","","19050081","","","91","","19050085","","",""
"905","05_kokkoro_talk3_in","107611","0.1","","3","0","19050086","1","0.1","05_kokkoro_talk3_loop"
"905","vo_fpc_20509","vo_fpc","","","21","","19050087","","","0"
"905","她們走了……","107611","0","0.5","11","5","19050088","0","0","1"
"905","","0","","","91","","19050089","","",""
"905","0","0.5","","","93","","19050090","","",""
"905","vo_fpc_20510","vo_fpc","","","21","","19050091","","","0"
"905","那兩位在一起的話，不知道會\n發生什麼事，真讓人擔心呢……","107611","0","0.5","11","11","19050092","0","0","1"
"905","","0","","","91","","19050093","","",""
"905","0","0.5","","","93","","19050094","","",""
"905","vo_fpc_20511","vo_fpc","","","21","","19050095","","","0"
"905","為了不讓她們在主人面前失控，\n在下必須要盯著場面才行……！","107611","0","0.5","11","10","19050096","0","0","1"
"905","","0","","","91","","19050097","","",""
"905","0","0.5","","","93","","19050098","","",""
"905","850","107611","","","2","-15","19050099","0","","1.65912518853695"
"905","05_kokkoro_run","107611","","","3","1","19050100","","0.2",""
"905","vo_fpc_20512","vo_fpc","","","21","","19050101","","","0"
"905","主人──！","107611","0","0.5","11","10","19050102","0","0","1"
"905","","0","","","91","","19050103","","",""
"905","0","0.5","","","93","","19050104","","",""
"905","","19050099","","","91","","19050105","","",""
"906","126911","1","0","cmn_float","1","22","19060001","-180","1.75","-850"
"906","117311","1","0","cmn_float","1","12","19060002","-125","1.75","-850"
"906","11","6","","","31","-850","19060003","1","1","-180"
"906","10071","1007","","","31","-850","19060004","1","0","-180"
"906","21","6","","","31","-850","19060005","1","1","-125"
"906","10072","1007","","","31","-850","19060006","1","0","-125"
"906","10081","1008","","","31","-850","19060007","1","0","-125"
"906","se_fpc_water_random","se_10053800","","","23","1","19060008","","",""
"906","0","19060007","","","91","","19060009","","",""
"906","0","126911","","","2","-180","19060010","12","","6.25"
"906","0","11","","","33","-180","19060011","12","","6.25"
"906","0","10071","","","33","-180","19060012","12","","6.25"
"906","0","3","","","93","","19060013","","",""
"906","vo_fpc_20600","vo_fpc","","","21","","19060014","","","0"
"906","06_cmn_float_sing","126911","","","3","1","19060015","","0.2",""
"906","1","10071","","","32","","19060016","","",""
"906","","19060010","","","91","","19060017","","",""
"906","cmn_float","126911","","","3","1","19060018","","0.2",""
"906","vo_fpc_20601","vo_fpc","","","21","","19060019","","","0"
