251567732e2be9bc3e2a46f71f7122927bac41c28fc92689d75550f065677400,e16f4308f14b187867f206a6bb9a1581173d7e8f8f9bf4f74cc5d9bb084a6e03,6a448503190d6c5b0396c3f43a05f8193f9fe8bc537d0ce3e9fec2a7b1f15ecd,44939694afa4b064828b9795739da9215dff170b1bc1715f54c50e8fb870cc73,e5f68707e5c11c1ae6ff74d8a63e2770345f4ab89fd99e45661d445691462b4b,5383776eaf620889b1d1167377a3a00cd5eac44ff1f50b14513ed5896496cbcd,5915dab1da7ae22e878e24f40dc6b9723f065172f9a3d8ab9fcef55c0f1ad497,73225752c0e4c79a905fe6d74b0b4fbd03861c46394f21b3dab7807a778e3c79,f985a1e99e75fa0afb637b264105eea72eeb70ae7f66e86ab4e7f6c46cc89b06,91d4bc5951daa67cd75f9d298ca067f793e3dd29805059d8168616d2894769f3,6066ae0c996e4b375a1cfc0d79e1b893749cf0cca966deadb82fb84018f811b4
"","svd_talk_thinking","3","113411","1","","1007005076","","1007005","1","0.2"
"","","93","3","","","1007005077","","1007005","",""
"","svd_idle_thinking","3","113411","1","","1007005078","","1007005","1","0.2"
"","6","12","113511","1","","1007005079","0","1007005","","0"
"","svd_talk_normal","3","113511","1","","1007005080","","1007005","","0.2"
"","","93","3","","","1007005081","","1007005","",""
"","svd_idle_normal","3","113511","1","","1007005082","","1007005","","0.2"
"","9","12","113411","1","","1007005083","0","1007005","","0"
"","svd_talk_memory","3","113411","1","","1007005084","","1007005","1","0.2"
"","","93","3","","","1007005085","","1007005","",""
"","svd_idle_memory","3","113411","1","","1007005086","","1007005","1","0.2"
"","","101","1007005071","","","1007005087","","1007005","",""
"","1","6","333","1","1","1007005088","0","1007005","0","1"
"","1","4","113511","","","1007005089","","1007005","",""
"","svd_run","3","113511","1","","1007005090","","1007005","","0.2"
"","-750","2","113511","-300","0.8","1007005091","","1007005","0",""
"","0","4","113411","","","1007005092","","1007005","",""
"","svd_run","3","113411","1","","1007005093","","1007005","","0.2"
"","750","2","113411","-300","0.8","1007005094","","1007005","0",""
"","","93","0.6","","","1007005095","","1007005","",""
"","1","6","113511","1","1","1007005096","0","1007005","0","0.2"
"","1","6","113411","1","1","1007005097","0","1007005","0","0.2"
"","","91","0","","","1007005098","","1007005","",""
"svd_idle_normal","113511","5","2","100","-750","1007006001","0","1007006","-300","2.08"
"svd_idle_normal","113411","5","1","100","650","1007006002","1","1007006","-300","2.08"
"svd_white_loop","333","5","3","0","0","1007006003","0","1007006","0","1"
"","1","6","333","1","1","1007006004","0","1007006","0","0"
"","2","7","113511","0","0","1007006005","","1007006","",""
"","-750","2","113511","-300","0.5","1007006006","","1007006","0",""
"","1","6","113411","1","1","1007006007","0","1007006","0","0"
"","17","31","7","-140","-40","1007006008","","1007006","0.8","0"
"","2","34","17","0","0","1007006009","","1007006","",""
"","","93","1","","","1007006010","","1007006","",""
"","1","6","333","1","1","1007006011","0","1007006","0.4","0.8"
"","svd_idle_see_sad_pre2","3","113511","0","svd_idle_see_sad2","1007006012","0","1007006","1","0.2"
"","-600","2","113511","-300","1.1","1007006013","","1007006","0",""
"","","93","1","","","1007006014","","1007006","",""
"","1","32","17","","","1007006015","","1007006","",""
"","","91","0","","","1007006016","","1007006","",""
"","240","94","113511","260","0","1007006017","","1007006","80",""
"","0","32","17","","","1007006018","","1007006","",""
"","15","12","113511","1","","1007006019","0","1007006","","0"
"","svd_walk_sad2","3","113511","1","","1007006020","","1007006","","0.2"
"","0","7","113511","2","0","1007006021","","1007006","",""
"","-250","2","113511","-300","2","1007006022","","1007006","0",""
"","","93","2","","","1007006023","","1007006","",""
"","svd_idle_sad","3","113511","1","","1007006024","","1007006","","0.2"
"","","93","0.5","","","1007006025","","1007006","",""
"","","91","0","","","1007006026","","1007006","",""
"","svd_talk_sad","3","113511","1","","1007006027","","1007006","","0.2"
"","vo_svd_0621","21","vo_svd","0","0","1007006028","","1007006","",""
"1","竟然連一隻魚都沒釣到……\n我還真是沒用……","11","113511","6","0","1007006029","0","1007006","0","0"
"","","91","0","","","1007006030","","1007006","",""
"","svd_idle_sad","3","113511","1","","1007006031","","1007006","","0.2"
"","svd_walk_glad","3","113411","1","","1007006032","","1007006","","0.2"
"","250","2","113411","-300","2","1007006033","","1007006","0",""
"","1","6","113411","1","1","1007006034","0","1007006","1","0.4"
"","","93","2","","","1007006035","","1007006","",""
"","svd_idle_normal","3","113411","1","","1007006036","","1007006","","0.2"
"","","93","0.4","","","1007006037","","1007006","",""
"","svd_talk_memory","3","113411","1","","1007006038","","1007006","","0.2"
"","vo_svd_0622","21","vo_svd","0","0","1007006039","","1007006","",""
"1","不過，釣魚時的弟弟\n非常帥氣呢……","11","113411","6","0","1007006040","0","1007006","0","0"
"","","91","0","","","1007006041","","1007006","",""
"","svd_idle_memory","3","113411","1","","1007006042","","1007006","","0.2"
"","svd_talk_memory","3","113511","1","","1007006043","","1007006","","0.2"
"","vo_svd_0623","21","vo_svd","0","0","1007006044","","1007006","",""
"1","是啊……能被如此\n帥氣的大人釣到，\n魚也死得其所了吧……","11","113511","6","0","1007006045","0","1007006","0","0"
"","","91","0","","","1007006046","","1007006","",""
"","svd_idle_memory","3","113511","1","","1007006047","","1007006","","0.2"
"","svd_talk_normal","3","113411","1","","1007006048","","1007006","","0.2"
"","vo_svd_0624","21","vo_svd","0","0","1007006049","","1007006","",""
"1","但是，下次要由我們\n來招待弟弟！","11","113411","6","0","1007006050","0","1007006","0","0"
"","","91","0","","","1007006051","","1007006","",""
"","svd_idle_normal","3","113411","1","","1007006052","","1007006","","0.2"
"","svd_talk_sad","3","113511","1","","1007006053","","1007006","","0.2"
"","vo_svd_0625","21","vo_svd","0","0","1007006054","","1007006","",""
"1","可是釣魚比想像中的\n困難許多……\n這樣的話……","11","113511","5","0","1007006055","0","1007006","0","0"
"","","91","0","","","1007006056","","1007006","",""
"","svd_idle_sad","3","113511","1","","1007006057","","1007006","","0.2"
"","svd_surprise","3","113411","0","svd_talk_joy2","1007006058","0.2","1007006","1","0.2"
"","vo_svd_0626","21","vo_svd","0","0","1007006059","","1007006","",""
"1","……！潛水！\n潛入水中的話或許能行唷！","11","113411","6","0","1007006060","0","1007006","0","0"
"","","91","0","","","1007006061","","1007006","",""
"","svd_idle_joy2","3","113411","1","","1007006062","","1007006","","0.2"
"","svd_surprise","3","113511","0","svd_talk_wish","1007006063","0.2","1007006","1","0.2"
"","vo_svd_0627","21","vo_svd","0","0","1007006064","","1007006","",""
"1","原來如此！\n那就趕緊出發吧！\n去狩獵深海的霸主！","11","113511","6","0","1007006065","0","1007006","0","0"
"","","93","3","","","1007006066","","1007006","",""
"","svd_attack_standby","3","113511","0","svd_attack_idle","1007006067","0.2","1007006","1","0.2"
"","","91","1007006065","","","1007006068","","1007006","",""
"","","93","0","","","1007006069","","1007006","",""
"","svd_attack_finish","3","113511","0","svd_idle_normal","1007006070","0.2","1007006","1","0.2"
"","","93","0.4","","","1007006071","","1007006","",""
"","","102","","","","1007006072","","1007006","",""
"","","93","1","","","1007006073","","1007006","",""
"","11","12","113511","1","","1007006074","0","1007006","","0"
"","svd_cmn_think","3","113511","0","svd_idle_thinking","1007006075","0.2","1007006","1","0.2"
"","","93","3","","","1007006076","","1007006","",""
"","svd_idle_thinking","3","113511","1","","1007006077","","1007006","","0.2"
"","4","12","113411","1","","1007006078","0","1007006","","0"
"","svd_surprise","3","113411","0","svd_idle_surprise1","1007006079","0.2","1007006","1","0.2"
"","","93","3","","","1007006080","","1007006","",""
"","svd_idle_surprise1","3","113411","1","","1007006081","","1007006","1","0.2"
"","1","12","113511","1","","1007006082","0","1007006","","0"
"","svd_talk_sad","3","113511","1","","1007006083","","1007006","","0.2"
"","","93","3","","","1007006084","","1007006","",""
"","svd_idle_sad","3","113511","1","","1007006085","","1007006","","0.2"
"","7","12","113411","1","","1007006086","0","1007006","","0"
"","svd_talk_normal","3","113411","1","","1007006087","","1007006","1","0.2"
"","","93","3","","","1007006088","","1007006","",""
"","svd_idle_normal","3","113411","1","","1007006089","","1007006","1","0.2"
"","","101","1007006074","","","1007006090","","1007006","",""
"","1","6","333","1","1","1007006091","0","1007006","0","1"
"","1","4","113511","","","1007006092","","1007006","",""
"","svd_run","3","113511","1","","1007006093","","1007006","","0.2"
"","-750","2","113511","-300","0.8","1007006094","","1007006","0",""
"","0","4","113411","","","1007006095","","1007006","",""
"","svd_run","3","113411","1","","1007006096","","1007006","","0.2"
"","750","2","113411","-300","0.8","1007006097","","1007006","0",""
"","","93","0.6","","","1007006098","","1007006","",""
"","1","6","113511","1","1","1007006099","0","1007006","0","0.2"
"","1","6","113411","1","1","1007006100","0","1007006","0","0.2"
"","","91","0","","","1007006101","","1007006","",""
"svd_idle_normal","113511","5","1","100","-250","1007007001","0","1007007","-560","2.08"
"svd_idle_normal","113411","5","2","100","250","1007007002","1","1007007","-560","2.08"
"svd_white_loop","333","5","3","0","0","1007007003","0","1007007","0","1"
"","1","6","333","1","1","1007007004","0","1007007","0","0"
"","1","6","113511","1","1","1007007005","0","1007007","0","0"
"","1","6","113411","1","1","1007007006","0","1007007","0","0"
"","","93","1","","","1007007007","","1007007","",""
"","1","6","333","1","1","1007007008","0","1007007","0.4","0.8"
"","svd_jump2","3","113511","0","svd_idle_normal","1007007009","0.2","1007007","1","0.2"
"","svd_jump2","3","113411","0","svd_idle_normal","1007007010","0.2","1007007","1","0.2"
"","","93","0.3","","","1007007011","","1007007","",""
"","-250","2","113511","-300","0.75","1007007012","","1007007","0",""
"","250","2","113411","-300","0.75","1007007013","","1007007","0",""
"","1","6","113511","1","1","1007007014","0","1007007","1","0.4"
"","1","6","113411","1","1","1007007015","0","1007007","1","0.4"
"","6","12","113511","0.2","","1007007016","0","1007007","","0"
"","6","12","113411","0.2","","1007007017","0","1007007","","0"
"","","93","1.2","","","1007007018","","1007007","",""
"","","91","0","","","1007007019","","1007007","",""
"","svd_idle_normal","3","113411","1","","1007007020","","1007007","","0.2"
"","svd_talk_joy2","3","113511","1","","1007007021","","1007007","","0.2"
"","vo_svd_0721","21","vo_svd","0","0","1007007022","","1007007","",""
"1","看見弟弟玩得這麼開心，\n姐姐也很高興呢！","11","113511","7","0","1007007023","0","1007007","0","0"
"","","91","0","","","1007007024","","1007007","",""
"","svd_idle_joy2","3","113511","1","","1007007025","","1007007","","0.2"
"","svd_talk_memory","3","113411","1","","1007007026","","1007007","","0.2"
"","vo_svd_0722","21","vo_svd","0","0","1007007027","","1007007","",""
"1","而且，漏接大人的球，\n本來就是不可\n饒恕的行為……","11","113411","6","0","1007007028","0","1007007","0","0"
"","","91","0","","","1007007029","","1007007","",""
"","svd_idle_memory","3","113411","1","","1007007030","","1007007","","0.2"
"","svd_talk_joy2","3","113511","1","","1007007031","","1007007","","0.2"
"","vo_svd_0723","21","vo_svd","0","0","1007007032","","1007007","",""
"1","妳說的沒錯！\n無論球飛往哪裡，\n我們都會一一打回去！","11","113511","6","0","1007007033","0","1007007","0","0"
"","","91","0","","","1007007034","","1007007","",""
"","svd_idle_joy2","3","113511","1","","1007007035","","1007007","","0.2"
"","svd_talk_sad","3","113411","1","","1007007036","","1007007","","0.2"
"","vo_svd_0724","21","vo_svd","0","0","1007007037","","1007007","",""
"1","但如果把球視作\n大人送的禮物，\n就會不由自主地想收下……","11","113411","6","0","1007007038","0","1007007","0","0"
"","","91","0","","","1007007039","","1007007","",""
"","svd_idle_sad","3","113411","1","","1007007040","","1007007","","0.2"
"","svd_talk_anger","3","113511","1","","1007007041","","1007007","","0.2"
"","vo_svd_0725","21","vo_svd","0","0","1007007042","","1007007","",""
"1","不行啦！我們要戰勝誘惑，\n好好把球打回去！\n那樣才是對的……","11","113511","7","0","1007007043","0","1007007","0","0"
"","","93","4.2","","","1007007044","","1007007","",""
"","svd_talk_sad","3","113511","1","","1007007045","","1007007","","0.2"
"","","91","1007007043","","","1007007046","","1007007","",""
"","svd_idle_sad","3","113511","1","","1007007047","","1007007","","0.2"
"","svd_talk_sad","3","113411","1","","1007007048","","1007007","","0.2"
"","vo_svd_0726","21","vo_svd","0","0","1007007049","","1007007","",""
"1","沙灘排球……\n真是項殘酷的運動……","11","113411","5","0","1007007050","0","1007007","0","0"
"","","91","0","","","1007007051","","1007007","",""
"","svd_idle_sad","3","113411","1","","1007007052","","1007007","","0.2"
"","","102","","","","1007007053","","1007007","",""
"","","93","1","","","1007007054","","1007007","",""
"","13","12","113511","1","","1007007055","0","1007007","","0"
"","svd_talk_normal","3","113511","1","","1007007056","","1007007","","0.2"
"","","93","3","","","1007007057","","1007007","",""
"","svd_idle_normal","3","113511","1","","1007007058","","1007007","","0.2"
"","12","12","113411","1","","1007007059","0","1007007","","0"
"","svd_talk_sad","3","113411","1","","1007007060","","1007007","1","0.2"
"","","93","3","","","1007007061","","1007007","",""
"","svd_idle_sad","3","113411","1","","1007007062","","1007007","1","0.2"
"","4","12","113511","1","","1007007063","0","1007007","","0"
"","svd_talk_anger","3","113511","1","","1007007064","","1007007","","0.2"
"","","93","3","","","1007007065","","1007007","",""
"","svd_idle_wish","3","113511","1","","1007007066","","1007007","","0.2"
"","11","12","113411","1","","1007007067","0","1007007","","0"
"","svd_talk_wish","3","113411","1","","1007007068","","1007007","1","0.2"
"","","93","3","","","1007007069","","1007007","",""
"","svd_idle_wish","3","113411","1","","1007007070","","1007007","1","0.2"
"","","101","1007007055","","","1007007071","","1007007","",""
"","1","6","333","1","1","1007007072","0","1007007","0","1"
"","1","4","113511","","","1007007073","","1007007","",""
"","svd_run","3","113511","1","","1007007074","","1007007","","0.2"
"","-750","2","113511","-300","0.8","1007007075","","1007007","0",""
"","0","4","113411","","","1007007076","","1007007","",""
"","svd_run","3","113411","1","","1007007077","","1007007","","0.2"
"","750","2","113411","-300","0.8","1007007078","","1007007","0",""
"","","93","0.6","","","1007007079","","1007007","",""
"","1","6","113511","1","1","1007007080","0","1007007","0","0.2"
"","1","6","113411","1","1","1007007081","0","1007007","0","0.2"
"","","91","0","","","1007007082","","1007007","",""
"svd_idle_normal","113511","5","2","100","-650","1007008001","0","1007008","-300","2.08"
"svd_idle_normal","113411","5","1","100","650","1007008002","1","1007008","-300","2.08"
"svd_white_loop","333","5","3","0","0","1007008003","0","1007008","0","1"
"","1","6","333","1","1","1007008004","0","1007008","0","0"
"","1","6","113511","1","1","1007008005","0","1007008","0","0"
"","1","6","113411","1","1","1007008006","0","1007008","0","0"
"","","93","1","","","1007008007","","1007008","",""
"","1","6","333","1","1","1007008008","0","1007008","0.4","0.8"
"","svd_walk_sad","3","113511","1","","1007008009","","1007008","","0.2"
"","-250","2","113511","-300","2","1007008010","","1007008","0",""
"","1","6","113511","1","1","1007008011","0","1007008","1","0.4"
"","svd_walk_sad","3","113411","1","","1007008012","","1007008","","0.2"
"","250","2","113411","-300","2","1007008013","","1007008","0",""
"","1","6","113411","1","1","1007008014","0","1007008","1","0.4"
"","","93","2","","","1007008015","","1007008","",""
"","","91","0","","","1007008016","","1007008","",""
"","svd_idle_sad","3","113411","1","","1007008017","","1007008","","0.2"
"","svd_idle_sad","3","113511","1","","1007008018","","1007008","","0.2"
"","","93","0.6","","","1007008019","","1007008","",""
"","svd_talk_sad","3","113511","1","","1007008020","","1007008","","0.2"
"","vo_svd_0821","21","vo_svd","0","0","1007008021","","1007008","",""
"1","終於……\n要面臨結束的這天了……","11","113511","6","0","1007008022","0","1007008","0","0"
"","","91","0","","","1007008023","","1007008","",""
"","svd_idle_sad","3","113511","1","","1007008024","","1007008","","0.2"
"","svd_talk_sad","3","113411","1","","1007008025","","1007008","","0.2"
"","vo_svd_0822","21","vo_svd","0","0","1007008026","","1007008","",""
"1","心裡充斥著\n見證了弟弟的努力\n所感受到的喜悅……","11","113411","6","0","1007008027","0","1007008","0","0"
"","","91","0","","","1007008028","","1007008","",""
"","svd_idle_sad","3","113411","1","","1007008029","","1007008","","0.2"
"","svd_talk_sad","3","113511","1","","1007008030","","1007008","","0.2"
"","vo_svd_0823","21","vo_svd","0","0","1007008031","","1007008","",""
"1","與對一去不復返的\n夏日時光的不捨……","11","113511","6","0","1007008032","0","1007008","0","0"
"","","91","0","","","1007008033","","1007008","",""
"","svd_idle_sad","3","113511","1","","1007008034","","1007008","","0.2"
"","svd_talk_anger","3","113411","1","","1007008035","","1007008","","0.2"
"","vo_svd_0824","21","vo_svd","0","0","1007008036","","1007008","",""
"1","不行！惠理子！\n我們要笑著目送\n弟弟進教室！","11","113411","6","0","1007008037","0","1007008","0","0"
"","","93","4","","","1007008038","","1007008","",""
"","svd_talk_guts2","3","113411","0","svd_idle_guts2","1007008039","0.2","1007008","1","0.2"
"","","91","1007008037","","","1007008040","","1007008","",""
"","svd_idle_wish","3","113411","1","","1007008041","","1007008","","0.2"
"","svd_talk_thinking","3","113511","1","","1007008042","","1007008","","0.2"
"","vo_svd_0825","21","vo_svd","0","0","1007008043","","1007008","",""
"1","說得也是……！\n這才是為了那位大人好。","11","113511","6","0","1007008044","0","1007008","0","0"
"","","93","3.5","","","1007008045","","1007008","",""
"","svd_talk_guts2","3","113511","0","svd_idle_guts2","1007008046","0.2","1007008","1","0.2"
"","","91","1007008044","","","1007008047","","1007008","",""
"","svd_idle_wish","3","113511","1","","1007008048","","1007008","","0.2"
"","svd_cmn_smile1","3","113411","0","svd_idle_wish","1007008049","0.2","1007008","1","0.2"
"","vo_svd_0826","21","vo_svd","0","0","1007008050","","1007008","",""
"1","一路順風唷！\n弟弟！","11","113411","7","0","1007008051","0","1007008","0","0"
"","","91","0","","","1007008052","","1007008","",""
"","svd_idle_wish","3","113411","1","","1007008053","","1007008","","0.2"
"","svd_talk_wish2","3","113511","1","","1007008054","","1007008","","0.2"
"","vo_svd_0827","21","vo_svd","0","0","1007008055","","1007008","",""
"1","無論何時何地，\n我們都會守護著\n大人您……！","11","113511","7","0","1007008056","0","1007008","0","0"
"","","93","3","","","1007008057","","1007008","",""
"","svd_obsession2","3","113511","0","svd_idle_wish2","1007008058","0.2","1007008","1","0.2"
"","","91","1007008056","","","1007008059","","1007008","",""
"","","102","","","","1007008060","","1007008","",""
"","","93","1","","","1007008061","","1007008","",""
"","10","12","113411","1","","1007008062","0","1007008","","0"
"","svd_talk_normal","3","113411","1","","1007008063","","1007008","","0.2"
"","","93","3","","","1007008064","","1007008","",""
"","svd_idle_normal","3","113411","1","","1007008065","","1007008","","0.2"
"","12","12","113511","1","","1007008066","0","1007008","","0"
"","svd_talk_sad","3","113511","1","","1007008067","","1007008","1","0.2"
"","","93","3","","","1007008068","","1007008","",""
"","svd_idle_sad","3","113511","1","","1007008069","","1007008","1","0.2"
"","7","12","113411","1","","1007008070","0","1007008","","0"
"","svd_talk_guts2","3","113411","0","svd_idle_guts2","1007008071","0.2","1007008","1","0.2"
"","","93","3","","","1007008072","","1007008","",""
"","svd_idle_guts2","3","113411","1","","1007008073","","1007008","","0.2"
"","7","12","113511","1","","1007008074","0","1007008","","0"
"","svd_talk_wish","3","113511","1","","1007008075","","1007008","1","0.2"
"","","93","3","","","1007008076","","1007008","",""
"","svd_idle_wish","3","113511","1","","1007008077","","1007008","1","0.2"
"","","101","1007008062","","","1007008078","","1007008","",""
"","1","6","333","1","1","1007008079","0","1007008","0","1"
"","1","4","113511","","","1007008080","","1007008","",""
"","svd_run","3","113511","1","","1007008081","","1007008","","0.2"
"","-750","2","113511","-300","0.8","1007008082","","1007008","0",""
"","0","4","113411","","","1007008083","","1007008","",""
"","svd_run","3","113411","1","","1007008084","","1007008","","0.2"
"","750","2","113411","-300","0.8","1007008085","","1007008","0",""
"","","93","0.6","","","1007008086","","1007008","",""
"","1","6","113511","1","1","1007008087","0","1007008","0","0.2"
"","1","6","113411","1","1","1007008088","0","1007008","0","0.2"
"","","91","0","","","1007008089","","1007008","",""
