962efc0c6909c5884d918d8191568b70542526e62f684cff7a4d95abe318dd8c,182c4c7bd6a5ea420aa3ad37232bea929b535e94f62a295d7f9cd94bfb3374bf,b6c1189d4f1229b8f47e9b5d8d2a30a319d0d561b3a33ff766031f6ea75f66d2,a74c88d412046016d4aa426757e80a5b547e3b4316ca08b3d85a4db40547f27d,9c3ab16df7a1bd95ea8ad19a46349066854d1a6cc72d6b38cf2439030196d6d6,6197d73e48c5efb283a803302a52bbd8541bca4405cc3ec35581974ce1346e9a,fa31626b699ce1f9d1a81dc85ff0664550f53732fcc95a42b923a3a34f25c0e1,7b18f699991e2c68fe19af693ed5c8c1b6712acd63075bf2546dad3998e5da3b,b10b260f337f85893ca9fdeef61a49455c366fa2056a1bdd31d4b603ac568464,e8f97a7941720e71369bc6876333faaae6a75f5fb92edac992c5859b4aea364c,319d9aa2e6076585e125d8bbf9cca378051bc62da1c6fa9a9a881e1fb9660898,4f05798d8fb8537f86de767590cf862c92330f701167ba0e7fd757c11d9bc727,82842308103ddbaaea9a892e8de900430a71d0747dfa33c26db33d7bdaaa06ad
"0","1","別放棄！","13110202","1102","0","0","1","vo_minigame_1012_start_104","0","1","0","3"
"0","1","要挽回劣勢！","13110203","1102","0","0","1","vo_minigame_1012_start_105","0","1","0","3"
"0","1","來，下一題！","13110301","1103","4","2","1","vo_minigame_1012_start_106","0","1","0","3"
"0","1","冷靜點！","13110302","1103","4","2","1","vo_minigame_1012_start_107","0","1","0","3"
"0","7","這題會回答嗎？","13110303","1103","4","2","1","vo_minigame_1012_start_108","0","7","0","3"
"0","2","還不能鬆懈！","13110304","1103","7","5","1","vo_minigame_1012_start_109","0","2","0","3"
"0","1","好了，下一題！","13110305","1103","7","5","1","vo_minigame_1012_start_110","0","1","0","3"
"0","8","還沒完喔！","13110306","1103","7","5","1","vo_minigame_1012_start_111","0","8","0","3"
"0","2","集中精神到最後一刻！","13110307","1103","10","8","1","vo_minigame_1012_start_112","0","2","0","3"
"0","8","最後衝刺！","13110308","1103","10","8","1","vo_minigame_1012_start_113","0","8","0","1"
"0","1","撐到最後！","13110309","1103","10","8","1","vo_minigame_1012_start_114","0","1","0","1"
"0","2","這可不能隨便選！","13110401","1104","2","2","1","vo_minigame_1012_start_115","0","2","0","3"
"0","7","哪個是正確答案呢？","13110402","1104","2","2","1","vo_minigame_1012_start_116","0","7","0","3"
"0","1","正解只有一個！","13110403","1104","2","2","1","vo_minigame_1012_start_117","0","1","0","3"
"0","3","是哪個呢？","13110404","1104","1","1","1","vo_minigame_1012_start_118","0","3","0","3"
"0","2","猶豫的時候就靠運氣！","13110405","1104","1","1","1","vo_minigame_1012_start_119","0","2","0","3"
"0","5","〇？還是×？","13110406","1104","1","1","1","vo_minigame_1012_start_120","0","5","0","3"
"0","1","請選擇幾個答案。","13110407","1104","3","3","1","vo_minigame_1012_start_121","0","1","0","3"
"0","0","有複數個答案！","13110408","1104","3","3","1","vo_minigame_1012_start_122","0","0","0","3"
"0","3","答案有幾個呢？","13110409","1104","3","3","1","vo_minigame_1012_start_123","0","3","0","3"
"0","1","看來你準備好了。","13110501","1105","0","0","1","vo_minigame_1012_start_127","0","1","0","3"
"0","10","好熟悉的題目呢！","13110502","1105","0","0","1","vo_minigame_1012_start_128","0","10","0","3"
"0","8","之前有答對喔。","13110503","1105","0","0","1","vo_minigame_1012_start_129","0","8","0","3"
"0","3","這題會回答嗎？","13110601","1106","0","0","1","vo_minigame_1012_start_124","0","3","0","3"
"0","3","還沒答對呢。","13110602","1106","0","0","1","vo_minigame_1012_start_125","0","3","0","3"
"0","1","挑戰，首次答對！","13110603","1106","0","0","1","vo_minigame_1012_start_126","0","1","0","3"
"0","8","到目前為止都很完美喔！","13110701","1107","0","0","1","vo_minigame_1012_start_130","0","8","0","3"
"0","7","最後就俐落地解決吧！","13110702","1107","0","0","1","vo_minigame_1012_start_131","0","7","0","3"
"0","3","下一題再錯的話……","13110801","1108","0","0","1","vo_minigame_1012_start_132","0","3","0","3"
"0","2","都最後了，答對一題吧！","13110802","1108","0","0","1","vo_minigame_1012_start_133","0","2","0","3"
"0","1","答對了！","13120101","1201","0","0","1","vo_minigame_1012_correct_100","0","1","0","3"
"0","7","很行嘛！","13120102","1201","0","0","1","vo_minigame_1012_correct_101","0","7","0","3"
"0","8","不錯喔！","13120103","1201","0","0","1","vo_minigame_1012_correct_102","0","8","0","3"
"0","1","就是那個！","13120104","1201","0","0","1","vo_minigame_1012_correct_103","0","1","0","3"
"0","1","可以的！","13120105","1201","0","0","1","vo_minigame_1012_correct_104","0","1","0","3"
"0","8","很好！","13120106","1201","0","0","1","vo_minigame_1012_correct_105","0","8","0","3"
"0","7","完美！","13120107","1201","0","0","1","vo_minigame_1012_correct_106","0","7","0","3"
"0","5","好快！","13120201","1202","3000","0","1","vo_minigame_1012_correct_110","0.01","5","8","3"
"0","5","厲害！","13120202","1202","3000","0","1","vo_minigame_1012_correct_111","0","5","0","3"
"0","7","節奏不錯喔！","13120203","1202","6000","3001","1","vo_minigame_1012_correct_112","0","7","0","3"
"0","1","速度真快！","13120204","1202","6000","3001","1","vo_minigame_1012_correct_113","0","1","0","3"
"0","8","太棒了！","13120205","1202","6000","3001","1","vo_minigame_1012_correct_114","0","8","0","3"
"0","1","有點猶豫了嗎？","13120206","1202","-1","13333","1","vo_minigame_1012_correct_116","0","1","0","3"
"0","5","你是天才嗎！？","13120301","1203","0","0","1","vo_minigame_1012_correct_120","0.01","5","8","3"
"0","1","你記得呢！","13120401","1204","0","0","1","vo_minigame_1012_correct_124","0","1","0","3"
"0","7","好像很完美喔！","13120402","1204","0","0","1","vo_minigame_1012_correct_126","0","7","0","3"
"0","8","答對了呢！","13120501","1205","0","0","1","vo_minigame_1012_correct_121","0","8","0","3"
"0","8","那就是正確答案！","13120502","1205","0","0","1","vo_minigame_1012_correct_122","0","8","0","3"
"0","5","又答對了！","13120601","1206","-1","3","1","vo_minigame_1012_correct_127","0","5","0","3"
"0","1","勝負現在開始！","13120701","1207","-1","3","1","vo_minigame_1012_correct_130","0","1","0","3"
"0","4","答錯了！","13130101","1301","0","0","1","vo_minigame_1012_incorrect_100","0","4","0","3"
"0","2","不對！","13130102","1301","0","0","1","vo_minigame_1012_incorrect_101","0","2","0","3"
"0","3","不對耶……！","13130103","1301","0","0","1","vo_minigame_1012_incorrect_102","0","3","0","3"
"0","4","搞砸了……！","13130104","1301","0","0","1","vo_minigame_1012_incorrect_103","0","4","0","3"
"0","4","唉呀……！","13130105","1301","0","0","1","vo_minigame_1012_incorrect_104","0","4","0","3"
"0","3","可惜……！","13130106","1301","0","0","1","vo_minigame_1012_incorrect_105","0.01","3","6","3"
"0","2","下一題一定可以！","13130107","1301","0","0","1","vo_minigame_1012_incorrect_106","0","2","0","3"
"0","3","冷靜點！？","13130201","1302","3000","0","1","vo_minigame_1012_incorrect_110","0","3","0","3"
"0","6","剛才是怎麼了！？","13130202","1302","3000","0","1","vo_minigame_1012_incorrect_111","0.01","6","8","3"
"0","3","不要急！","13130203","1302","6000","3001","1","vo_minigame_1012_incorrect_112","0","3","0","3"
"0","2","慢慢來就行了！","13130204","1302","6000","3001","1","vo_minigame_1012_incorrect_113","0","2","0","3"
"0","2","比起速度，答對更重要！","13130205","1302","6000","3001","1","vo_minigame_1012_incorrect_114","0","2","0","3"
"0","5","想太多了嗎？","13130206","1302","-1","20000","1","vo_minigame_1012_incorrect_115","0","5","0","3"
"0","9","這樣沒辦法……","13130301","1303","0","0","1","vo_minigame_1012_incorrect_120","0","9","0","3"
"0","3","是你之前答對的題目喔？","13130401","1304","0","0","1","vo_minigame_1012_incorrect_121","0.01","3","6","3"
"0","6","有好好複習嗎？","13130402","1304","0","0","1","vo_minigame_1012_incorrect_122","0.01","6","2","3"
"0","1","有一部分對了！","13130501","1305","0","0","1","vo_minigame_1012_incorrect_124","0","1","0","3"
"0","5","嗯～真可惜！","13130502","1305","0","0","1","vo_minigame_1012_incorrect_125","0","5","0","3"
"0","3","如何……？","13140101","1401","0","0","1","vo_minigame_1012_hint_100","0","3","0","3"
"0","10","會回答嗎？","13140102","1401","0","0","1","vo_minigame_1012_hint_101","0","10","0","3"
"0","3","唔～嗯……","13140103","1401","0","0","1","vo_minigame_1012_hint_102","0.01","3","2","3"
"0","1","來，是哪個？","13140104","1401","0","0","1","vo_minigame_1012_hint_103","0","1","0","3"
"0","1","想一想……","13140105","1401","0","0","1","vo_minigame_1012_hint_104","0","1","0","3"
"0","6","你睡著了？","13140106","1401","0","0","1","vo_minigame_1012_hint_105","0","6","0","3"
"0","2","喂～","13140107","1401","0","0","1","vo_minigame_1012_hint_106","0","2","0","3"
"0","2","最差就是靠運氣了！","13140108","1401","0","0","1","vo_minigame_1012_hint_107","0","2","0","3"
"0","2","別分心啦！","13140109","1401","0","0","1","vo_minigame_1012_hint_108","0","2","0","3"
"0","3","好難啊……","13140201","1402","0","0","1","vo_minigame_1012_hint_110","0.01","3","6","3"
"0","3","好難啊……","13140202","1402","0","0","1","vo_minigame_1012_hint_111","0","3","0","3"
"0","9","要靠直覺嗎……？","13140203","1402","0","0","1","vo_minigame_1012_hint_112","0","9","0","3"
"0","7","給你提示！","13150101","1501","20000","3001","1","vo_minigame_1012_hint_113","0.01","7","11","3"
"0","1","這樣能曉得嗎？","13150102","1501","20000","3001","1","vo_minigame_1012_hint_114","0","1","0","3"
"0","7","這可是特別服務！","13150103","1501","20000","3001","1","vo_minigame_1012_hint_115","0.01","7","11","3"
"0","5","已經要求助了？","13150104","1501","3000","0","1","vo_minigame_1012_hint_116","0","5","0","3"
"0","9","真拿你沒辦法～","13150105","1501","3000","0","1","vo_minigame_1012_hint_117","0","9","0","3"
"0","10","什麼啦？","13160101","1601","4","1","1","vo_minigame_1012_tap_100","0.01","10","5","3"
"0","10","要我借你橡皮擦嗎？","13160102","1601","4","1","1","vo_minigame_1012_tap_101","0.01","10","5","3"
"0","4","這到底是怎樣啦？","13160103","1601","9","5","1","vo_minigame_1012_tap_102","0","4","0","3"
"0","6","沾到灰塵了嗎？","13160104","1601","9","5","1","vo_minigame_1012_tap_103","0","6","0","3"
"0","2","我差不多要發火了喔！","13160105","1601","-1","10","1","vo_minigame_1012_tap_104","0.01","2","1","3"
"0","2","你是要摸幾次！！","13160106","1601","-1","10","1","vo_minigame_1012_tap_105","0.01","2","1","3"
"0","1","要學習哪個科目呢？\n請選擇吧！","13200101","2001","0","0","1","vo_minigame_1012_select_100","0","1","0","3"
"0","8","你很勤奮學習呢！\n那麼要選哪科呢？","13200102","2001","0","0","1","vo_minigame_1012_select_101","0","8","0","3"
"0","8","學習，學習，真有趣～♪\n……！快、快選啦！","13200103","2001","0","0","1","vo_minigame_1012_select_102","3.03","4","7","3"
"0","1","可以回顧之前學過的內容喔，\n答錯的題目也能在這裡複習！","13400101","4001","0","0","1","vo_minigame_1012_archive_100","0","1","0","3"
"0","2","太好了，得到〇了～♪","21120101","1201","0","0","2","vo_minigame_1012_correct_207","0.01","2","4","1"
"0","2","太好了，秀才♪","21120102","1201","0","0","2","vo_minigame_1012_correct_208","0.01","2","4","1"
"0","3","不愧是秀才♪","21120103","1201","0","0","2","vo_minigame_1012_correct_209","0.01","3","4","1"
"0","5","答對了……！","21120201","1202","-1","13333","2","vo_minigame_1012_correct_215","0","5","0","1"
"0","6","喔，答對了？","21120202","1202","-1","13333","2","vo_minigame_1012_correct_217","0","6","0","1"
"0","6","好厲害～！","21120301","1203","0","0","2","vo_minigame_1012_correct_218","0","6","0","1"
"0","2","答對了～♪","21120302","1203","0","0","2","vo_minigame_1012_correct_219","0.01","2","4","1"
"0","2","記起來了～","21120401","1204","0","0","2","vo_minigame_1012_correct_225","0","2","0","1"
"0","4","終於答對了～！","21120501","1205","0","0","2","vo_minigame_1012_correct_223","0","4","0","1"
"0","2","超嗨～♪","21120601","1206","-1","3","2","vo_minigame_1012_correct_228","0.01","2","4","1"
"0","3","開始逆轉！","21120701","1207","-1","3","2","vo_minigame_1012_correct_231","0","3","0","1"
"0","9","氣氛低迷～","21130101","1301","0","0","2","vo_minigame_1012_incorrect_207","0.01","9","6","1"
"0","4","不對嗎？","21130102","1301","0","0","2","vo_minigame_1012_incorrect_208","0","4","0","1"
"0","4","好像不對吧？","21130103","1301","0","0","2","vo_minigame_1012_incorrect_209","0","4","0","1"
"0","4","太慢了嗎？","21130201","1302","-1","20000","2","vo_minigame_1012_incorrect_216","0","4","0","1"
"0","8","我發呆了……！","21130202","1302","-1","20000","2","vo_minigame_1012_incorrect_217","0","8","0","1"
"0","4","太嚴苛了～","21130301","1303","0","0","2","vo_minigame_1012_incorrect_218","0.01","4","6","1"
"0","8","難到翻呢～","21130302","1303","0","0","2","vo_minigame_1012_incorrect_219","0","8","0","1"
"0","6","咦？答錯了……？","21130401","1304","0","0","2","vo_minigame_1012_incorrect_223","0","6","0","1"
"0","8","就只差一點點了……！","21130501","1305","0","0","2","vo_minigame_1012_incorrect_226","0","8","0","1"
"1","6","厲害，全是〇嘛……！\n維持這個步調教人家的話，\n感覺人家腦袋也會變好～！","21300101","3001","10","10","2","vo_minigame_1012_result_2000","3.32","0","0","1"
"1","6","咦？只有〇……？\n原來真的有人考得到滿分……\n秀才真的好厲害……！","21300102","3001","10","10","2","vo_minigame_1012_result_2001","6.5","2","3","1"
"1","3","滿分嘛！好讚～！\n這對秀才來說\n該不會太簡單了？","21300103","3001","10","10","2","vo_minigame_1012_result_2002","3.1","6","5","1"
"2","3","很俐落地解決了呢！\n秀才，謝謝你教人家讀書～♪","21300104","3001","10","10","2","vo_minigame_1012_result_2003","2.06","2","11","1"
"2","3","即使是很難的題目也全對！\n太讓人激動了！\n秀才頭腦超好～","21300105","3001","10","10","2","vo_minigame_1012_result_2004","4.45","7","0","1"
"2","2","呀哈，考滿分耶！\n連一起讀書的人家都心情好好！","21300106","3001","10","10","2","vo_minigame_1012_result_2005","0.01","2","11","1"
"3","2","秀才，完美的滿分！\n這根本是最強的了！\n來吧，擊掌～！","21300107","3001","10","10","2","vo_minigame_1012_result_2006","6.64","3","11","1"
"3","6","秀才太完美了，\n變得好耀眼啊！\n只有〇是怎麼回事！？","21300108","3001","10","10","2","vo_minigame_1012_result_2007","0","6","0","1"
"3","6","題目超難也考了滿分嘛……！\n秀才老師真的很厲害！\n之後也要拜託你囉～","21300109","3001","10","10","2","vo_minigame_1012_result_2008","5.76","7","0","1"
"1","6","秀才，\n這該不會對你來說很輕鬆？\n都是答對的耶！","21300110","3001","9","7","2","vo_minigame_1012_result_2009","0","6","0","1"
"1","2","好多個〇，笑死～\n話說秀才好會教！\n超級淺顯易懂的♪","21300111","3001","9","7","2","vo_minigame_1012_result_2010","2.59","7","0","1"
"1","2","有這麼多〇的話，\n心情就很好呢♪\n下次來拿滿分吧～！","21300112","3001","9","7","2","vo_minigame_1012_result_2011","4.09","3","11","1"
"2","2","距離滿分只差一點了嘛！\n不愧是秀才！\n心情都嗨起來了～","21300113","3001","9","7","2","vo_minigame_1012_result_2012","2.47","3","0","1"
"2","3","呀哈，答對好多～\n真是的，下次就滿分了吧！\n心情都嗨起來了呢♪","21300114","3001","9","7","2","vo_minigame_1012_result_2013","0.01","3","11","1"
"2","2","多虧秀才，\n人家也更懂了一些！","21300115","3001","9","7","2","vo_minigame_1012_result_2014","0","2","0","1"
"3","6","雖然題目超難，\n但也都是〇嘛……！\n秀才真的好可靠！","21300116","3001","9","7","2","vo_minigame_1012_result_2015","3.45","2","0","1"
"3","3","要追上秀才老師，\n並追過他！\n人家也要加油～！","21300117","3001","9","7","2","vo_minigame_1012_result_2016","0","3","0","1"
"3","2","雖然題目超難，\n但只差一點就滿分了！\n真是的～都這麼高分了，\n那也只能繼續拚了吧！","21300118","3001","9","7","2","vo_minigame_1012_result_2017","4","3","0","1"
"1","6","喔！還有一半，\n人家也\n再繼續加油一下吧！","21300119","3001","6","4","2","vo_minigame_1012_result_2018","0.92","0","0","1"
"1","0","雖然還有搞不懂的題目，\n但分數不差吧？\n心情也嗨起來了，\n下次能考更高分吧？","21300120","3001","6","4","2","vo_minigame_1012_result_2019","4.36","3","0","1"
"1","6","大概一半吧？\n那好戲現在才上場呢！\n專心，專心！","21300121","3001","6","4","2","vo_minigame_1012_result_2020","2.35","2","0","1"
"2","0","這樣是一半左右？\n好，總之避開不及格了！\n好耶～！","21300122","3001","6","4","2","vo_minigame_1012_result_2021","2.13","2","0","1"
"2","0","還有一半呢！\n加油加油，秀才！\n人家也在努力～！","21300123","3001","6","4","2","vo_minigame_1012_result_2022","2.38","2","0","1"
"2","4","唔嗯～果然很難呢。\n不過有一半是〇，\n感覺可以呢！","21300124","3001","6","4","2","vo_minigame_1012_result_2023","3.5","0","0","1"
"3","0","大概答對一半？\n這就表示，\n再一半就滿分了嘛！","21300125","3001","6","4","2","vo_minigame_1012_result_2024","2.25","6","0","1"
"3","3","秀才，你很行嘛！\n咦？目標是更高分？\n那人家也要加油！","21300126","3001","6","4","2","vo_minigame_1012_result_2025","2.14","6","0","1"
"3","6","題目難到翻，\n卻答對了一半……！？\n秀才狀況真棒！","21300127","3001","6","4","2","vo_minigame_1012_result_2026","3.75","2","0","1"
"1","4","難到爆呢～\n……咦？這算簡單的嗎？\n嘿嘿，騙人～？","21300128","3001","3","1","2","vo_minigame_1012_result_2027","2.53","10","5","1"
"1","4","那個那個，秀才，\n你不用配合人家，\n故意考低分喔？","21300129","3001","3","1","2","vo_minigame_1012_result_2028","0.01","4","9","1"
"1","0","暖身就到此結束……\n秀才，接下來要認真囉！","21300130","3001","3","1","2","vo_minigame_1012_result_2029","2.93","3","0","1"
"2","0","啊，秀才，\n你分數跟人家一樣嘛！\n我們一起被當吧～♪","21300131","3001","3","1","2","vo_minigame_1012_result_2030","4.26","3","4","1"
"2","10","我看看……\n再教人家一次的話，\n感覺下次就能考更高喔！","21300132","3001","3","1","2","vo_minigame_1012_result_2031","0","10","0","1"
"2","9","人家也完全看不懂～\n哪裡錯了呢……？\n要再學習一次看看嗎？","21300133","3001","3","1","2","vo_minigame_1012_result_2032","4.98","0","5","1"
"3","4","題目難到爆真的完全不懂……\n怎麼辦……\n秀才，救救人家～","21300134","3001","3","1","2","vo_minigame_1012_result_2033","0.01","4","9","1"
"3","4","好像不及格了？\n唔嗯～機會難得，\n就跟人家一起加油吧！","21300135","3001","3","1","2","vo_minigame_1012_result_2034","0.01","4","6","1"
"3","4","果然很難呢……\n不過也不是0分，\n沒關係的吧！","21300136","3001","3","1","2","vo_minigame_1012_result_2035","2.51","10","11","1"
"1","0","好，結果是……\n呃，0分是真的假的！？\n秀才，你怎麼了？","21300137","3001","0","0","2","vo_minigame_1012_result_2036","2.54","6","0","1"
"1","2","秀才是故意拿0分的吧？\n不是嗎？真的～？","21300138","3001","0","0","2","vo_minigame_1012_result_2037","4.08","10","5","1"
"1","6","秀才，你是0分呢……\n乾脆換人家來教你讀書吧……？","21300139","3001","0","0","2","vo_minigame_1012_result_2038","3.41","4","0","1"
"2","10","嗯……\n完全搞不懂！\n不過讀書這回事，\n老是這樣吧！","21300140","3001","0","0","2","vo_minigame_1012_result_2039","4.1","8","0","1"
"2","6","這些我們學過嗎？\n秀才也不記得？\n那就沒辦法了吧！\n繼續考吧，繼續！","21300141","3001","0","0","2","vo_minigame_1012_result_2040","5.8","2","4","1"
"2","10","那個那個，全部是×的狀況，\n這也很稀有吧？\n不能開心嗎？","21300142","3001","0","0","2","vo_minigame_1012_result_2041","4.6","8","3","1"
"3","10","人家知道題目很難了！\n這也算有前進一步了……對吧？\n下次再加油吧！","21300143","3001","0","0","2","vo_minigame_1012_result_2042","6.04","2","0","1"
"3","9","0分……！不過不過，\n我們的心情是滿分嘛♪\n秀才，再挑戰一次吧！","21300144","3001","0","0","2","vo_minigame_1012_result_2043","1.92","3","4","1"
"3","7","跟秀才同分，\n人家好像有點高興喔？\n一起從0開始加油吧～！","21300145","3001","0","0","2","vo_minigame_1012_result_2044","0","7","0","1"
"0","2","欸嘿嘿～","22120101","1201","0","0","2","vo_minigame_1012_correct_232","0","2","0","2"
"0","6","哦～","22120102","1201","0","0","2","vo_minigame_1012_correct_233","0","6","0","2"
"0","3","答對～♪","22120103","1201","0","0","2","vo_minigame_1012_correct_234","0","3","0","2"
"0","2","咻～！","22120201","1202","3000","0","2","vo_minigame_1012_correct_235","0","2","0","2"
"0","2","真行～！","22120202","1202","3000","0","2","vo_minigame_1012_correct_236","0","2","0","2"
"0","3","好耶～","22120203","1202","6000","3001","2","vo_minigame_1012_correct_237","0","3","0","2"
"0","6","千鈞一髮～！","22120204","1202","-1","13333","2","vo_minigame_1012_correct_238","0","6","0","2"
"0","7","怎麼樣啊！","22120301","1203","0","0","2","vo_minigame_1012_correct_239","0","7","0","2"
"0","3","對吧♪","22120401","1204","0","0","2","vo_minigame_1012_correct_241","0.01","3","4","2"
"0","6","答對了！","22120501","1205","0","0","2","vo_minigame_1012_correct_240","0","6","0","2"
"0","2","超強～","22120601","1206","-1","3","2","vo_minigame_1012_correct_242","0","2","0","2"
"0","5","可不會輸的～","22120701","1207","-1","3","2","vo_minigame_1012_correct_243","0","5","0","2"
"0","4","不行嗎？","22130101","1301","0","0","2","vo_minigame_1012_incorrect_227","0","4","0","2"
"0","4","失望……！","22130102","1301","0","0","2","vo_minigame_1012_incorrect_228","0.01","4","6","2"
"0","5","嗯嗯……！","22130103","1301","0","0","2","vo_minigame_1012_incorrect_229","0","5","0","2"
"0","6","咦咦……！？","22130202","1302","3000","0","2","vo_minigame_1012_incorrect_231","0","6","0","2"
"0","4","唉呀～","22130203","1302","6000","3001","2","vo_minigame_1012_incorrect_232","0","4","0","2"
"0","4","等等人家～","22130204","1302","-1","20000","2","vo_minigame_1012_incorrect_233","0","4","0","2"
"0","9","難到翻～","22130301","1303","0","0","2","vo_minigame_1012_incorrect_234","0","9","0","2"
"0","10","是什麼來著？","22130401","1304","0","0","2","vo_minigame_1012_incorrect_235","0","10","0","2"
"0","5","不甘心～","22130501","1305","0","0","2","vo_minigame_1012_incorrect_236","0","5","0","2"
"0","6","好像快結束了！","22170101","1701","30000","20000","2","vo_minigame_1012_time_200","0.01","6","3","2"
"0","5","得加快腳步……！","22170102","1701","30000","20000","2","vo_minigame_1012_time_201","0.01","5","9","2"
"1","2","〇超多的，笑死～\n秀才很順地一直答題，\n真的好帥喔♪","22300101","3001","-1","20","2","vo_minigame_1012_result_2045","2.81","3","4","2"
"1","3","分數很好看嘛！\n這對秀才來說，\n該不會太簡單了吧？","22300102","3001","-1","20","2","vo_minigame_1012_result_2046","2.31","2","11","2"
"1","3","呀哈，已經很完美了呢♪\n希望你也能教人家其他題目～\n接著要不要挑戰難一點的？","22300103","3001","-1","20","2","vo_minigame_1012_result_2047","0.01","3","11","2"
"2","6","都是些難題，\n但有好多〇耶……！\n不愧是秀才老師～！","22300104","3001","-1","20","2","vo_minigame_1012_result_2048","4.33","7","11","2"
"2","6","只不過是一起讀書，\n人家就感覺\n自己也變聰明了……！\n真的很感謝！","22300105","3001","-1","20","2","vo_minigame_1012_result_2049","5.73","2","0","2"
"2","6","這是很難的題目吧？\n為什麼那麼輕鬆就答出來了？\n秀才太厲害了！","22300106","3001","-1","20","2","vo_minigame_1012_result_2050","0.01","6","8","2"
"3","6","明明難翻天了，\n卻一瞬間就回答出來……！\n秀才你的頭腦太好了吧？","22300107","3001","-1","20","2","vo_minigame_1012_result_2051","4.02","3","0","2"
"3","2","答對，答對，全都答對～\n呀哈哈，好厲害！\n不愧是秀才！\n擊掌～！","22300108","3001","-1","20","2","vo_minigame_1012_result_2052","5.24","3","11","2"
"3","2","你教了人家這麼多，\n考試已經很輕鬆了吧！\n秀才，真的很謝謝你♪","22300109","3001","-1","20","2","vo_minigame_1012_result_2053","4.6","3","4","2"
"1","6","人家還是第一次看到這種狀況……！\n秀才老師，太神了！\n對了，把這裝飾起來當作紀念吧♪\n咦？這樣有點羞恥？","22300110","3001","-1","20","2","vo_minigame_1012_result_2054","5.57","10","0","2"
"2","6","人家還是第一次看到這種狀況……！\n秀才老師，太神了！\n對了，把這裝飾起來當作紀念吧♪\n咦？這樣有點羞恥？","22300112","3001","-1","20","2","vo_minigame_1012_result_2054","5.57","10","0","2"
"3","6","人家還是第一次看到這種狀況……！\n秀才老師，太神了！\n對了，把這裝飾起來當作紀念吧♪\n咦？這樣有點羞恥？","22300114","3001","-1","20","2","vo_minigame_1012_result_2054","5.57","10","0","2"
"1","2","題目超多的，\n秀才卻俐落地一一回答了出來，\n超級可靠的！","22300116","3001","19","15","2","vo_minigame_1012_result_2056","0","2","0","2"
"1","6","喔～不愧是秀才！\n〇的數量也超秀才的呢♪\n耶～！","22300117","3001","19","15","2","vo_minigame_1012_result_2057","5.23","3","11","2"
"1","3","秀才，你拿了好多〇嘛♪\n你教人家的東西，\n人家好像也記了很多喔？","22300118","3001","19","15","2","vo_minigame_1012_result_2058","3.23","2","11","2"
"2","3","狠嗨的分數嘛！\n總之先來個驕傲的表情吧？\n預備～怎麼樣啊……！","22300119","3001","19","15","2","vo_minigame_1012_result_2059","6","7","10","2"
"2","7","漸漸開始能答出很難的題目，\n好開心喔～\n有點感動～","22300120","3001","19","15","2","vo_minigame_1012_result_2060","0","7","0","2"
"2","6","回答了這麼多題，\n秀才的腦筋都不會秀逗嗎？\n厲害……！","22300121","3001","19","15","2","vo_minigame_1012_result_2061","0","6","0","2"
"3","6","哇哇，都是〇……！\n狀態這麼好的話，\n下次可以拿到20分吧？","22300122","3001","19","15","2","vo_minigame_1012_result_2062","3.06","2","3","2"
"3","6","〇竟然有15個以上……！\n這難翻天了說，超厲害～\n人家也得多努力！","22300123","3001","19","15","2","vo_minigame_1012_result_2063","5.74","5","0","2"
"3","6","好厲害的集中力……！\n對秀才來說，\n越難的題目\n該不會越能燃起鬥志？","22300124","3001","19","15","2","vo_minigame_1012_result_2064","2.67","3","0","2"
"1","3","呀哈，感覺不錯！\n答出了很多題目，\n這就是人家說的……\n讀書的成果吧♪","22300131","3001","14","10","2","vo_minigame_1012_result_2067","0","3","0","2"
"1","2","〇有10個以上呢♪\n多虧有秀才，\n人家的腦袋，\n也稍微變好了一些吧？","22300132","3001","14","10","2","vo_minigame_1012_result_2068","0","2","0","2"
"1","10","答對了很多吧？\n果然〇越多的話，\n心情就會越嗨呢～","22300133","3001","14","10","2","vo_minigame_1012_result_2069","2.28","2","0","2"
"2","2","讀書這回事啊，\n一發現自己懂了之後，\n就還蠻開心的呢！","22300134","3001","14","10","2","vo_minigame_1012_result_2070","0","2","0","2"
"2","6","答對了10題以上！？\n步調很不錯嘛？\n很順利，很順利～","22300135","3001","14","10","2","vo_minigame_1012_result_2071","2.1","2","0","2"
"2","2","答對了好多！\n就算是困難的題目，\n只要和秀才在一起就不可怕♪","22300136","3001","14","10","2","vo_minigame_1012_result_2072","2.13","3","0","2"
"3","7","這種難翻天的題目也能教會人家，\n秀才超貼心的，真的很謝謝你！\n我們一起加油吧♪","22300137","3001","14","10","2","vo_minigame_1012_result_2073","0","7","0","2"
"3","6","題目明明難翻天了，\n卻有好多〇，\n秀才太厲害了吧？","22300138","3001","14","10","2","vo_minigame_1012_result_2074","0","6","0","2"
"3","6","題目難翻天還能這麼快答完，\n很厲害嘛……？\n人家也要加油追上你！","22300139","3001","14","10","2","vo_minigame_1012_result_2075","4.21","5","0","2"
"1","0","還不錯嘛？\n不過不過，\n秀才和人家的話，\n感覺還能表現得更好！","22300146","3001","9","5","2","vo_minigame_1012_result_2078","1.94","3","0","2"
"1","4","好想要更多〇呢……\n看來也只能腳踏實地學習了，\n能再教人家一次嗎？","22300147","3001","9","5","2","vo_minigame_1012_result_2079","2.28","0","0","2"
