18d29028c71c57db79c32986f94c9ce3cca7f63d003f88fc8e8f8e379310a8f3,5a2a8cb5c25ecc1556d086ac12be72906a525c7afa494932afef67a98813fbdf,c409b4c1c4c10626ba4e9b464865439eaec8100c0bd032181e9aaa4ba31ab17d,3c02a0d1f4643abae3ca87c254ce28a4328985eff229df34d488a6ac8188d274,4616d2ad3783848d91a06ebee3fb13f1b05e089d9d84fe19eded3a2c45568968,6638203860babedcac53a72072dbdbba2ec78524c25cadcae21442d52e60ea92,e2934a86565f712afc401e2c52f07a632166aaa881e4c79fab89f899018784c8,738cc511a4eee14066561ab854e70566b9eea42d8ee001a3c8f539562da454eb,3cd1e50c6bb6bdb1c2a42ecf57b12de166d308a8e38b4fab4e99909ba5199883,a7869a4021610a7c451ba0ff8cbeade9f25dbc7caaed5980631c9fe968f848ac,b3249808ed13a3faa75a73e3044998ae4f193ae779b1ec7062c86c825670b44b,a14b3f30a84e90d09a3483243c2a09cf85bea363b8dee111be5782921eedc15c,9b0ae800e2e5e058d372a7d26a954b126ec96bd30b3d7b431a992b35be9bdbbd,42cea9e500cea45cfad3833fc185a2a69354e92affc9d192605c22c7ab39e66f,0dc6349e924b5f1b32bddeefe5bb7b55dc02156a6b7d233ab0e9536dff5ce504,9f2bab3a6084b39f4e080601e759d79219f8ecd9f52f51350e63b1dbd87d953e
"3","A","雖然我想你可能已經不記得了……\n但我是妹妹啊！\n所以可以叫你哥哥嗎？","阿澄佳奈","25","0","人族","璃乃（奇幻）","拉比林斯","15","親人又多話的妹系少女","裁縫","156","8","112901","44"
"15","O","","大関英里","7","0","精靈族","步未（奇幻）","純白之翼 蘭德索爾分部","16","何時都會一見鍾情，純情少女","觀察","155","4","113001","43"
"13","B","","佐藤利奈","11","0","人族","流夏（夏日）","暮光流星群","25","散發人情味的帥氣「大姐頭」","釣魚","167","7","113101","54"
"13","A","聽好了，千萬不要叫我的本名呦？\n隨時懷疑「機關」耳目的存在\n那就是活下去的方法……！","髙野麻美","5","0","魔族","杏奈（夏日）","暮光流星群","17","相信前世的中二病患「疾風之冥姬」","寫小說","159","7","113201","45"
"13","O","","佳村はるか","21","0","魔族","七七香（夏日）","暮光流星群","18","宅宅暴走的魔法少女","讀書、魔法","166","8","113301","55"
"6","A","我是初音！　是遇到麻煩的人的夥伴呦！\n有困擾時，隨時都可以跟我說喔♪\n會用我的超……魔，魔法來幫忙的！","大橋彩香","24","0","精靈族","初音（夏日）","森林守衛","17","為了大家使用超能力的睡美人","和妹妹一起玩、回籠覺、午睡、早睡","156","12","113401","46"
"6","O","","國府田マリ子","5","0","精靈族","美里（夏日）","森林守衛","21","充滿母性又溫柔，大家的「美里老師」","製作繪本","165","9","113501","54"
"8","A","","川澄綾子","25","0","人族","純（夏日）","王宮騎士團","25","看不見面容的沉著女騎士","格鬥技、入浴","171","10","113601","50"
"7","O","茜里不知道的事還有很多……\n所以，\n今後哥哥也要教茜里各種事情喔！","浅倉杏美","22","0","魔族","茜里（天使）","惡魔偽王國軍","13","愛撒嬌又受大家喜歡","薩克斯風","150","11","113701","42"
"7","O","那、那個……這、這種時候，\n該說什麼才好啊……\n嗚嗚，為什麼我不能好好說話呢。","原紗友里","22","0","魔族","依里（天使）","惡魔偽王國軍","13","怕生的任性女孩","所有遊戲","150","11","113801","40"
"4","AB","","木戸衣吹","7","0","人族","紡希（萬聖節）","慈樂之音","14","最愛時尚的可愛女孩","裁縫","153","9","113901","45"
"2","B","能與你相遇一定是因為某種緣份。\n作為同樣以索爾之塔塔頂為目標的同伴，\n一起加油吧。請多指教。","早見沙織","12","0","魔族","怜（萬聖節）","破曉之星","18","冷酷又率直的劍士","讀書、騎馬、茶","163","1","114001","46"
"8","O","","下田麻美","25","0","獸人族","茉莉（萬聖節）","王宮騎士團","12","仰慕英雄的見習騎士少女","英雄扮演遊戲","146","11","114101","40"
"15","A","將「白色翅膀」命名為純白之翼……\n為了不讓這個名字丟臉，\n我會振翅高飛，華麗的打倒敵人！","辻あゆみ","28","0","人族","莫妮卡（魔法少女）","純白之翼 蘭德索爾分部","18","外表與內心都是孩子的異國軍人","逛點心店","140","7","114201","33"
"8","A","","茅原実里","11","0","人族","智（魔法少女）","王宮騎士團","13","重情義愛捉弄人的劍術少女","劍術、戲弄長輩","149","8","114301","43"
"12","AB","只要跟本小姐在一起，\n就絕不會讓你煩惱錢的事情！","松嵜麗","12","0","人族","秋乃（聖誕節）","墨丘利財團","18","目標成為頂尖商人的元氣大小姐","慈善事業","157","3","114401","45"
"9","A","吝嗇？　不是的，\n我只是秉持著「不浪費」的精神\n過每一天喔！","堀江由衣","4","0","精靈族","咲戀（聖誕節）","咲戀育幼院","17","經營育幼院的庶民派溫柔大小姐","經營、茶會","156","10","114501","43"
"12","A","雖然總是讓你看到我\n沒用的那一面，但是這些\n可不會讓你之外的人看到喔？","今井麻美","16","0","精靈族","優花梨（聖誕節）","墨丘利財團","22","既純情又放心不下的成熟女性","隨意逛街","164","3","114601","55"
"","O","沒關係的，即使……只有我一個人。不要緊的，反正我已經習慣了","潘めぐみ","11","0","人族","矛依未（新年）","？？？","16","徬徨的謎樣少女","冒險、回憶故事","148","8","114701","40"
"","O","","井口裕香","24","0","精靈族","似似花（新年）","？？？","24","隱居在研究所，相當文靜的大姊姊","模仿、藝術欣賞","149","3","115001","??"
"1","B","在下奉命成為了主人您的嚮導。\n為了讓主人滿意，\n在下將會誠心誠意地侍奉您。","伊藤美来","11","0","精靈族","可可蘿（祭服）","美食殿堂","11","仰慕主人，小小嚮導","冥想、養育動植物","140","5","115501","35"
"2","O","雖然不曉得能不能幫上忙……但我也會盡全力地\n支援大家哦！","種田梨沙","5","0","人族","優衣（祭服）","破曉之星","17","擅長支援戰鬥，心地善良的少女","料理、觀察人類","158","4","115601","47"
"10","AB","","水瀬いのり","3","0","獸人族","霞（夏日）","哞哞自衛隊","15","頭腦聰明的美少女名偵探","讀書、推理","152","11","115701","41"
"11","A","我是個很平凡、隨處可見的女孩子喔！\n除、除了外表之外……","徳井青空","14","0","獸人族","莉瑪（灰姑娘）","伊麗莎白牧場","18","少女心的毛茸茸生物","理毛、聊天","150","3","115801","100"
"10","O","肚子餓了的話就告訴我哦。\n不介意粗茶淡飯的話，\n讓你試試超級好吃的東西吧！","小松未可子","9","0","獸人族","真琴（灰姑娘）","哞哞自衛隊","17","不輸男人的狂野義氣少女","做點心","168","8","115901","54"
"10","O","人家是真步真步王國的公主，真步公主！\n這奇怪的表情是怎麼了呢？\n真步真步王國是非常遙遠的國家？","内田真礼","22","0","獸人族","真步（灰姑娘）","哞哞自衛隊","16","真步真步王國的公主","幻想、蒐集玩偶","155","9","116001","42"
"16","O","","種﨑敦美","7","0","精靈族","克蘿依（聖學祭）","聖德蕾莎女子學院（好朋友社）","17","生長在市區的陰暗系精靈族","飛鏢","154","8","116201","42"
"16","O","","佐倉綾音","15","0","人族","琪愛兒（聖學祭）","聖德蕾莎女子學院（好朋友社）","16","天生自由奔放的失禮現代小孩","跳舞、卡拉OK","156","9","116301","46"
"16","O","","小原好美","28","0","人族","優妮（聖學祭）","聖德蕾莎女子學院（好朋友社）","18","沉睡於書庫的小小賢人","讀書","142","2","116401","36"
"17","AB","","藤田茜","29","0","龍人族","祈梨（時空旅行）","龍族巢穴","13","嘴上功夫一流的廢材龍娘","遊戲","145","9","116501","???"
"17","B","","小市眞琴","25","0","龍人族","嘉夜（時空旅行）","龍族巢穴","16","專門用拳頭來交朋友的打手龍少女","格鬥技","156","6","116601","???"
"6","AB","","花澤香菜","6","0","精靈族","碧（工作服）","森林守衛","13","嚮往「朋友」的精靈之森女孩","交朋友的想像訓練","158","6","116701","44"
"12","AB","有能賺錢的事，\n務必來找我談喵！能賺的錢即使是１盧幣也不會放過，這就是我的準則喵～♪","沼倉愛美","1","0","獸人族","珠希（工作服）","墨丘利財團","18","鋤強扶弱的貓娘","與貓咪玩耍","158","3","116801","48"
"12","O","我來當你的師傅吧！\n當然這可不能是免費的。\n我會算清楚時薪喔。","田所あずさ","11","0","人族","美冬（工作服）","墨丘利財團","20","公事私事都效率至上的傭兵少女","傭兵等等的打工","163","11","116901","49"
"13","B","我擁有「破壞者」的名號……\n但是，您無須害怕我哦。\n因為您是我重要的命中注定之人呀……","橋本ちなみ","30","0","魔族","惠理子（夏日）","暮光流星群","16","專情於命中注定對象的少女","實驗、裁縫、料理","154","7","117001","43"
"3","O","就讓姐姐我來照料你的生活起居吧！\n無論是做菜，洗衣，或是打掃都行。\n也可以在浴室裡幫你搓背喔！","生天目仁美","24","0","人族","靜流（夏日）","拉比林斯","18","姐姐會照顧你的呦！","所有家事","168","10","117101","54"
"4","B","","日笠陽子","24","0","人族","望（夏日）","慈樂之音","17","能歌善舞的超人氣偶像","看舞台劇，跳舞","157","1","117201","40"
"4","O","為了守護人們的和平，\n我使用唱喚術來戰鬥。……最近，還作為偶、偶像開始了演藝活動，\n雖然還有點不太習慣……","福原綾香","3","0","人族","千歌（夏日）","慈樂之音","17","守護人們而歌唱的唱喚士少女","各種樂器","163","6","117301","46"
"4","AB","","木戸衣吹","7","0","人族","紡希（夏日）","慈樂之音","14","最愛時尚的可愛女孩","裁縫","153","9","117401","45"
"13","A","雖然我是個科學家，\n但平常也有在醫治病人哦。\n生病的時候就讓我來幫你看診吧。","三石琴乃","7","0","人族","深月（大江戶）","暮光流星群","27","興趣是實驗的危險科學家","研究、實驗","166","3","117501","53"
"15","AB","我真的好美啊……\n既可愛又美麗真是罪過，\n但這都是天生的，只能原諒我了吧♪","大空直美","10","0","精靈族","雪（大江戶）","純白之翼 蘭德索爾分部","14","我比任何人都還要美麗","欣賞鏡中的自己","150","10","117601","40"
"10","A","嗨呵～！我要又唱又跳\n讓氣氛嗨到最高點喲～！\n來嘛來嘛，你也一起跳吧～！","高森奈津美","7","0","獸人族","香織（萬聖節）","哞哞自衛隊","19","隨時都「船到橋頭自然直」的天真少女","跳舞、空手道","158","7","117701","53"
"15","O","壽司，藝伎，天婦羅……\n嗯~！\n東國的文化真是太美好了~！","佐藤聡美","31","0","人族","妮諾（萬聖節）","純白之翼 蘭德索爾分部","16","東國的神祕，請告訴我！","忍法開發","163","8","117801","51"
"14","O","秀才，哈嚕～！人家對寫字和算數\n有點……不是有點，是超不擅長耶～\n不過不過，時尚流行的事就交給人家吧～！","上坂すみれ","10","0","魔族","鈴奈（萬聖節）","月光學院","18","天真浪漫的人氣超級名模","時尚","167","4","117901","48"
"18","A","","Lynn","19","0","人族","克蕾琪塔","里士滿工商會","26","醒悟了忠義的女商人","數錢、打壞主意","160","9","118001","57"
"19","O","","原田彩楓","28","0","魔族","蘭法","憤怒‧軍團","20","歌唱尋求靜寂的陰沉少女","唱歌、看書，以及寫詩","165","12","118101","53"
"19","A","","鬼頭明里","2","0","人族","美空","憤怒‧軍團","16","樂觀開朗，卻趨向毀滅的活潑少女","無","159","7","118201","??"
"","A","","洲崎綾","12","0","人族","花凜","？？？","24","擔任【公會管理協會】職員的親切大姐姐","處理文件、散步、桌遊","152","9","118501","43"
"","?","","相坂優歌","?","0","？？？","涅比亞","？？？","??","在幻霧玩耍的愛惡作劇嚮導小妖精","惡作劇","???","?","118601","???"
"14","B","謝謝你總是幫我喔。\n明明我才是年長的一方，卻老是依賴你，真對不起～","伊藤静","14","0","魔族","伊緒（黑暗）","月光學院","23","魅惑眾多男性的純潔女老師","看戀愛小說、戀愛劇、戀愛漫畫","162","8","119001","52"
"15","AB","空花正在想著你的事。\n……想著你對無法抵抗的空花這樣又那樣、那樣又這樣，嘻嘻、嘻嘻嘻嘻……","長妻樹里","19","0","人族","空花（黑暗）","純白之翼 蘭德索爾分部","18","最愛妄想！其實是個害羞少女","閱讀小說","157","11","119101","49"
"11","B","我的目標是，\n成為無論何時都能為大家帶來笑容的，最棒的搞笑藝人！\n一起加油的啦！","新田恵海","3","0","人族","真陽（聖誕節）","伊麗莎白牧場","20","令大家歡笑的歡樂牧場主人","相聲","142","3","119201","35"
"3","A","雖然我想你可能已經不記得了……\n但我是妹妹啊！\n所以可以叫你哥哥嗎？","阿澄佳奈","25","0","人族","璃乃（聖誕節）","拉比林斯","15","親人又多話的妹系少女","裁縫","156","8","119301","44"
"7","B","太難的事情人家不懂來的～\n只要每天都能吃到布丁的話，\n宮子也可以繼續當幽靈喲～","雨宮天","23","0","魔族","宮子（聖誕節）","惡魔偽王國軍","14","最愛布丁的幽靈少女","吃布丁","130","1","119901","32"
"3","O","就讓姐姐我來照料你的生活起居吧！\n無論是做菜，洗衣，或是打掃都行。\n也可以在浴室裡幫你搓背喔！","生天目仁美","24","0","人族","靜流（黑暗）","拉比林斯","18","姐姐會照顧你的呦！","所有家事","168","10","120001","54"
"1","B","","近藤玲奈","14","0","龍人族","雪菲（新年）","美食殿堂","14","失去記憶的龍人族少女","讀書、伸展運動","147","12","120701","???"
"13","B","","佐藤利奈","11","0","人族","流夏（新年）","暮光流星群","25","散發人情味的帥氣「大姐頭」","釣魚","167","7","120801","54"
"7","A","","丹下桜","5","0","魔族","伊莉亞（新年）","惡魔偽王國軍","??","曾經支配黑夜的最強吸血鬼","征服世界","172","5","120901","50"
"1","O","","M・A・O","31","0","人族","貪吃佩可（超載）","美食殿堂","17","元氣滿點的空腹少女","邊走邊吃、料理","156","3","121001","46"
"1","A","","立花理香","2","0","獸人族","凱留（超載）","美食殿堂","14","倒在路旁的謎之貓耳魔法師","和貓咪玩耍","152","9","121101","39"
"3","AB","","沢城みゆき","25","0","人族","拉比林斯達（超載）","拉比林斯","25","祕密結社拉比林斯的「迷宮女王」","觀察人類","160","7","121201","??"
"9","B","這個、那個……我叫胡、胡桃……嗚、嗚嗚嗚……怎、怎麼辦……太、太害羞了……對、對不起──！","植田佳奈","9","0","人族","胡桃（舞台）","咲戀育幼院","12","愛哭又膽小，令人想去保護的女孩","看戲、扮家家酒","150","6","121301","40"
"14","A","你剛才叫我了對吧？\n我會用成熟淑女的魅力擄獲你的心哦！","久野美咲","3","0","魔族","美咲（舞台）","月光學院","11","稍微有點差距的少女戀情","閱讀流行雜誌、蒐集化妝品","120","1","121401","22"
"15","O","","大関英里","7","0","精靈族","步未（怪盜）","純白之翼 蘭德索爾分部","16","何時都會一見鍾情，純情少女","觀察","155","4","121501","43"
"17","AB","","藤田茜","29","0","龍人族","祈梨（怪盜）","龍族巢穴","13","嘴上功夫一流的廢材龍娘","遊戲","145","9","121601","???"
"13","A","聽好了，千萬不要叫我的本名呦？\n隨時懷疑「機關」耳目的存在\n那就是活下去的方法……！","髙野麻美","5","0","魔族","杏奈（海盜）","暮光流星群","17","相信前世的中二病患「疾風之冥姬」","寫小說","159","7","121901","45"
"7","AB","我從小就能看見\n其他人看不到的事物。現在你身後也有\n一個人、兩個人、三個人……真熱鬧呢。","大坪由佳","22","0","魔族","忍（海盜）","惡魔偽王國軍","18","擅長占卜的靈能少女","占卜","157","12","122001","42"
"6","AB","","花澤香菜","6","0","精靈族","碧（露營）","森林守衛","13","嚮往「朋友」的精靈之森女孩","交朋友的想像訓練","158","6","122101","44"
"12","A","雖然總是讓你看到我\n沒用的那一面，但是這些\n可不會讓你之外的人看到喔？","今井麻美","16","0","精靈族","優花梨（露營）","墨丘利財團","22","既純情又放心不下的成熟女性","隨意逛街","164","3","122201","55"
"","AB","","釘宮理惠","?","0","魔族","班比","？？？","??","僕從親愛的主人","散步、做料理","149","?","122301","41"
"2","A","你好！我是日和！\n碰到有困難的人我會去幫助他們！\n你如果樂意要不要一起來呢？","東山奈央","27","0","獸人族","日和（夏日）","破曉之星","16","最愛幫助別人！　正向思考的格鬥少女","助人、打氣加油","155","8","122401","44"
"2","B","能與你相遇一定是因為某種緣份。\n作為同樣以索爾之塔塔頂為目標的同伴，\n一起加油吧。請多指教。","早見沙織","12","0","魔族","怜（夏日）","破曉之星","18","冷酷又率直的劍士","讀書、騎馬、茶","163","1","122501","46"
"2","O","雖然不曉得能不能幫上忙……但我也會盡全力地\n支援大家哦！","種田梨沙","5","0","人族","優衣（夏日）","破曉之星","17","擅長支援戰鬥，心地善良的少女","料理、觀察人類","158","4","122601","47"
"5","A","","小倉唯","2","0","精靈族","鏡華（夏日）","小小甜心","8","端莊正直的嬌小優等生","讀書","118","2","122701","21"
"5","O","惡作劇就交給禊吧！\n哥哥，小心別上鉤了唷──♪","諸星すみれ","10","0","人族","禊（夏日）","小小甜心","9","愛好冒險的搗蛋鬼","惡作劇、探險","128","8","122801","27"
"5","O","蹦蹦跳，好想變成小兔子呢～♪\n美美如果能變成小兔子，\n會最先來給哥哥看喔！","日高里菜","3","0","獸人族","美美（夏日）","小小甜心","10","唱歌、紅蘿蔔或是兔子先生，我全都喜歡♪","蒐集可愛的東西","117","4","122901","21"
"","?","","相坂優歌","?","0","？？？","愛梅斯","？？？","??","以全新樣貌繼續支持騎士冒險的妖精","？？？","150","?","123001","???"
"10","O","人家是真步真步王國的公主，真步公主！\n這奇怪的表情是怎麼了呢？\n真步真步王國是非常遙遠的國家？","内田真礼","22","0","獸人族","真步（探險家）","哞哞自衛隊","16","真步真步王國的公主","幻想、蒐集玩偶","155","9","123101","42"
"9","B","這孩子啊，名叫噗吉。\n雖然是武器，但是會說話呦♪\n是我最重要最重要的朋友～！","芹澤優","10","0","人族","綾音（探險家）","咲戀育幼院","14","永遠跟噗吉在一起！","能在房間裡玩的遊戲","148","5","123201","38"
"19","B","","和氣杏未","13","0","魔族？","涅婭","憤怒‧軍團","19","超喜歡正太♪辣妹系史萊姆女孩","和可愛的正太玩、購物","157","6","123301","55"
"8","A","","川澄綾子","25","0","人族","純（露營）","王宮騎士團","25","看不見面容的沉著女騎士","格鬥技、入浴","171","10","123401","50"
"11","B","","小岩井ことり","1","0","獸人族","鈴（萬聖節）","伊麗莎白牧場","17","視玩樂與睡眠為第一的懶惰少女","紅豆麵包","144","1","123501","42"
"8","A","","茅原実里","11","0","人族","智（萬聖節）","王宮騎士團","13","重情義愛捉弄人的劍術少女","劍術、戲弄長輩","149","8","123601","43"
"13","O","","佳村はるか","21","0","魔族","七七香（萬聖節）","暮光流星群","18","宅宅暴走的魔法少女","讀書、魔法","166","8","123701","55"
"8","O","","たかはし智秋","7","0","人族","克莉絲提娜（狂野）","王宮騎士團","27","自視甚高的王宮騎士團副團長","和強敵之間的競爭","165","2","123801","??"
"8","O","","下田麻美","25","0","獸人族","茉莉（狂野）","王宮騎士團","12","仰慕英雄的見習騎士少女","英雄扮演遊戲","146","11","123901","40"
"7","O","茜里不知道的事還有很多……\n所以，\n今後哥哥也要教茜里各種事情喔！","浅倉杏美","22","0","魔族","茜里（聖誕節）","惡魔偽王國軍","13","愛撒嬌又受大家喜歡","薩克斯風","150","11","124001","42"
"7","O","那、那個……這、這種時候，\n該說什麼才好啊……\n嗚嗚，為什麼我不能好好說話呢。","原紗友里","22","0","魔族","依里（聖誕節）","惡魔偽王國軍","13","怕生的任性女孩","所有遊戲","150","11","124101","40"
"8","A","","川澄綾子","25","0","人族","純（聖誕節）","王宮騎士團","25","看不見面容的沉著女騎士","格鬥技、入浴","171","10","124201","50"
"17","O","","大西沙織","17","0","龍人族","帆稀（新年）","龍族巢穴","25","面帶詭譎的笑容看透一切的臥龍首領。","繪畫、讀書","168","4","124501","???"
"6","O","","國府田マリ子","5","0","精靈族","美里（新年）","森林守衛","21","充滿母性又溫柔，大家的「美里老師」","製作繪本","165","9","124601","54"
"13","A","雖然我是個科學家，\n但平常也有在醫治病人哦。\n生病的時候就讓我來幫你看診吧。","三石琴乃","7","0","人族","深月（新年）","暮光流星群","27","興趣是實驗的危險科學家","研究、實驗","166","3","124701","53"
"4","B","","日笠陽子","24","0","人族","望（解放者）","慈樂之音","17","能歌善舞的超人氣偶像","看舞台劇，跳舞","157","1","124801","40"
"17","B","","小市眞琴","25","0","龍人族","嘉夜（解放者）","龍族巢穴","16","專門用拳頭來交朋友的打手龍少女","格鬥技","156","6","124901","???"
"","O","沒關係的，即使……只有我一個人。不要緊的，反正我已經習慣了","潘めぐみ","11","0","人族","矛依未（解放者）","？？？","16","徬徨的謎樣少女","冒險、回憶故事","148","8","125001","40"
"12","AB","有能賺錢的事，\n務必來找我談喵！能賺的錢即使是１盧幣也不會放過，這就是我的準則喵～♪","沼倉愛美","1","0","獸人族","珠希（咖啡廳）","墨丘利財團","18","鋤強扶弱的貓娘","與貓咪玩耍","158","3","125101","48"
"15","A","將「白色翅膀」命名為純白之翼……\n為了不讓這個名字丟臉，\n我會振翅高飛，華麗的打倒敵人！","辻あゆみ","28","0","人族","莫妮卡（咖啡廳）","純白之翼 蘭德索爾分部","18","外表與內心都是孩子的異國軍人","逛點心店","140","7","125201","33"
"1","B","在下奉命成為了主人您的嚮導。\n為了讓主人滿意，\n在下將會誠心誠意地侍奉您。","伊藤美来","11","0","精靈族","可可蘿（遊俠）","美食殿堂","11","仰慕主人，小小嚮導","冥想、養育動植物","140","5","125301","35"
"11","A","咳咳，咳咳……雖、雖然身體孱弱，\n至少在心境上要積極向前……！\n啊，但是不行……一站起來就一陣暈眩……","小清水亜美","3","0","獸人族","栞（遊俠）","伊麗莎白牧場","14","喜愛讀書的體弱少女","讀書、散步","153","11","125401","40"
"","O","","金元寿子","10","0","人族","吉塔（術士）","？？？","17","夢想前往天空冒險的騎空士少女","冒險、聊天","156","3","125501","45"
"","AB","","種﨑敦美","4","0","人族","碧卡拉","？？？","14","陰陽之力兼具的鼠神宮巫女","製作老鼠耳朵","145","12","125601","39"
"","A","","洲崎綾","12","0","人族","花凜（鍊金術師）","？？？","24","擔任【公會管理協會】職員的親切大姐姐","處理文件、散步、桌遊","152","9","125701","43"
"20","A","","鈴木みのり","29","0","人族","莉莉（墮落）","幻變少女","15","懷抱贖罪之心，追求力量的妹系大和撫子","花藝、閱讀（經典文學）、東國畫","154","4","125801","44"
"20","O","","前田佳織里","1","0","人族","可璃亞（墮落）","幻變少女","13","背負著難以忘懷過錯的黑色翅膀聖女","做點心、照顧花朵、演奏小提琴","147","11","126001","42"
"20","O","","高尾奏音","1","0","獸人族","普蕾西亞（墮落）","幻變少女","10","繼承正義靈魂的爆食系天才純真女孩","吃飯","135","3","126101","34"
"7","A","","丹下桜","5","0","魔族","伊莉亞（祭服）","惡魔偽王國軍","??","曾經支配黑夜的最強吸血鬼","征服世界","172","5","126201","50"
"15","AB","我真的好美啊……\n既可愛又美麗真是罪過，\n但這都是天生的，只能原諒我了吧♪","大空直美","10","0","精靈族","雪（祭服）","純白之翼 蘭德索爾分部","14","我比任何人都還要美麗","欣賞鏡中的自己","150","10","126301","40"
"","?","","長谷川育美","11","0","機械人族","克蘿茜","？？？","??","笑容滿溢！精力充沛的機械少女","午睡，幫助他人","170","11","126401","未換裝時252"
"","?","","河瀨茉希","17","0","天使族","萊拉耶爾","吉歐‧提格尼亞","??","兼具溫柔與傲慢的公主。","午睡、試吃甜點新品。","162","1","126501","??"
"","O","","井口裕香","24","0","精靈族","似似花（夏日）","？？？","24","隱居在研究所，相當文靜的大姊姊","模仿、藝術欣賞","149","3","126601","??"
"12","AB","只要跟本小姐在一起，\n就絕不會讓你煩惱錢的事情！","松嵜麗","12","0","人族","秋乃（夏日）","墨丘利財團","18","目標成為頂尖商人的元氣大小姐","慈善事業","157","3","126701","45"
"12","A","雖然總是讓你看到我\n沒用的那一面，但是這些\n可不會讓你之外的人看到喔？","今井麻美","16","0","精靈族","優花梨（夏日）","墨丘利財團","22","既純情又放心不下的成熟女性","隨意逛街","164","3","126801","55"
"19","O","","原田彩楓","28","0","魔族","蘭法（夏日）","憤怒‧軍團","20","歌唱尋求靜寂的陰沉少女","唱歌、看書，以及寫詩","165","12","126901","53"
"15","AB","空花正在想著你的事。\n……想著你對無法抵抗的空花這樣又那樣、那樣又這樣，嘻嘻、嘻嘻嘻嘻……","長妻樹里","19","0","人族","空花（夏日）","純白之翼 蘭德索爾分部","18","最愛妄想！其實是個害羞少女","閱讀小說","157","11","127001","49"
"7","AB","我從小就能看見\n其他人看不到的事物。現在你身後也有\n一個人、兩個人、三個人……真熱鬧呢。","大坪由佳","22","0","魔族","忍（夏日）","惡魔偽王國軍","18","擅長占卜的靈能少女","占卜","157","12","127101","42"
"1","A","怎麼慢吞吞的啦。\n真沒辦法，我來助你一臂之力吧。　給我好好感謝哦！","立花理香","2","0","獸人族","凱留（插班生）","美食殿堂","14","倒在路旁的謎之貓耳魔法師","和貓咪玩耍","152","9","127201","39"
"14","O","秀才，哈嚕～！人家對寫字和算數\n有點……不是有點，是超不擅長耶～\n不過不過，時尚流行的事就交給人家吧～！","上坂すみれ","10","0","魔族","鈴奈（插班生）","月光學院","18","天真浪漫的人氣超級名模","時尚","167","4","127301","48"
"9","A","吝嗇？　不是的，\n我只是秉持著「不浪費」的精神\n過每一天喔！","堀江由衣","4","0","精靈族","咲戀（薩拉薩利亞）","咲戀育幼院","17","經營育幼院的庶民派溫柔大小姐","經營、茶會","156","10","127501","43"
"13","B","","佐藤利奈","11","0","人族","流夏（薩拉薩利亞）","暮光流星群","25","散發人情味的帥氣「大姐頭」","釣魚","167","7","127601","54"
"","?","","豐田萌繪","5","0","龍人族","琳德","？？？","12","認真又拼命的龍女僕（姊）","與妹妹一起度過的假日","145","2","127701","???"
"","?","","關根明良","5","0","龍人族","烏爾姆","？？？","12","不認真又倦怠的龍女僕（妹）","偷懶，與姐姐一起度過的假日","145","2","127801","???"
"1","O","那、那個……你身上有帶著吃的東西嗎？\n我的肚子餓得咕嚕咕嚕叫了……","M・A・O","31","0","人族","貪吃佩可（聖誕節）","美食殿堂","17","元氣滿點的空腹少女","邊走邊吃、料理","156","3","127901","46"
"18","A","","Lynn","19","0","人族","克蕾琪塔（聖誕節）","里士滿工商會","26","醒悟了忠義的女商人","數錢、打壞主意","160","9","128001","57"
"17","AB","","藤田茜","29","0","龍人族","祈梨（新年）","龍族巢穴","13","嘴上功夫一流的廢材龍娘","遊戲","145","9","128301","???"
"6","A","我是初音！　是遇到麻煩的人的夥伴呦！\n有困擾時，隨時都可以跟我說喔♪\n會用我的超……魔，魔法來幫忙的！","大橋彩香","24","0","精靈族","初音（新年）","森林守衛","17","為了大家使用超能力的睡美人","和妹妹一起玩、回籠覺、午睡、早睡","156","12","128401","46"
"10","AB","","水瀬いのり","3","0","獸人族","霞（新年）","哞哞自衛隊","15","頭腦聰明的美少女名偵探","讀書、推理","152","11","128501","41"
"2","A","你好！我是日和！\n碰到有困難的人我會去幫助他們！\n你如果樂意要不要一起來呢？","東山奈央","27","0","獸人族","日和（星素）","破曉之星","16","最愛幫助別人！　正向思考的格鬥少女","助人、打氣加油","155","8","128701","44"
"2","B","能與你相遇一定是因為某種緣份。\n作為同樣以索爾之塔塔頂為目標的同伴，\n一起加油吧。請多指教。","早見沙織","12","0","魔族","怜（星素）","破曉之星","18","冷酷又率直的劍士","讀書、騎馬、茶","163","1","128801","46"
"2","O","雖然不曉得能不能幫上忙……但我也會盡全力地\n支援大家哦！","種田梨沙","5","0","人族","優衣（星素）","破曉之星","17","擅長支援戰鬥，心地善良的少女","料理、觀察人類","158","4","128901","47"
"","?","","桑島法子","15","0","人族","厄莉絲","？？？","??","在悲劇的根源盛開的美麗黑薔薇","聽騎士先生說話","168","2","129001","??"
"16","O","","小原好美","28","0","人族","優妮（冬日）","聖德蕾莎女子學院（好朋友社）","18","沉睡於書庫的小小賢人","讀書","142","2","129301","36"
"16","O","","種﨑敦美","7","0","精靈族","克蘿依（冬日）","聖德蕾莎女子學院（好朋友社）","17","生長在市區的陰暗系精靈族","飛鏢","154","8","129401","42"
"16","O","","佐倉綾音","15","0","人族","琪愛兒（冬日）","聖德蕾莎女子學院（好朋友社）","16","天生自由奔放的失禮現代小孩","跳舞、卡拉OK","156","9","129501","46"
