ddf409dfe8f8bbbac930efd054264f62ef1ca8760cee73ea3716c6928c04c9b0,0b2273f55ebba0f5a0be67f136a2055284756d273c31640393b2b5816f6d0cb4,41515366949154b8cef18d941b7f33b35c1f847f518429466e0c40169b4c33da,708b8584dc9b9bb4ac69560e4358b92a48f24d3a1a0b5b5bbe14715f98b7ea1b,0fd5db4060e361bdcf6e3ad3adbe7e8502adf335baa2d12267057f654c013bc8,4738557477e9d011e2b11f7a9671518b6b39b1008955b766ab534bd16a3f8168,4a760e4c1cbbbf2375774f5831580c6a0b9661e43b6c409c2df9c7a75276d4c1,a4fb3a50f5c7c925b01bd712bc903a42ad95f3a53fdd0e2fea9b27a9c0139b7b,bed101aa078b47d9546fdf25c96747186badcf3cd360dbc35d37b77163a2c7c1,98c0d586e21ad2e5b91e1dbe020d72444cc6bbc2395bacba467ce46649a1bc90,bbada4fffb8f1dc5fd747805daf9f1cfe8b5ca5444a63b5721559731c5224f2d,9dc1fb3fff407291a7977a3b6189b0101682b49e8f64533116fb6abd93ba0671,cbcf5bee6139959ac40fb715cde1e8c03d632bc5e1c2dadae3a6eb0bbaf8e6ba,159ee0f0ec1c61e866241721197f38972dbe25cf81791c263251c5f45b6ed1a1,9da976204bf62aa8f63fd24df9b0df1a386725bd63441a14a0c61fb0c64af94a,38e97ddc6d574a72cdfc0119da8e5e5f714e0412adb08af686cc56137d132f8f,e1b3ca1fad1d160b4cde30773b434d4f8d522bdc76a86e74715a0edb4db27f23,ce846447ff43ddecece74ad09e393ca2ce426c42d9ae829eb37616c9b1b30885,aa9fbd04514fa97479d4c5c395d6d4e89848ab66b20bea7f5171e759b29d6e25,bd785612f829433426eb0baceba493493b87d4a3ef8d0c6958a9f544eedec7b1,1615bb4e12017538cc232f60c9e2339de634ac4edead1263e12c5c179de3d363,41bb4b287b4b8d81c2321ecf158c231955258be2227a0536a10a28d4b6a024c4,c3f303ccf50f255ea573925c27603d5800b1e32c318d0fbbd2b91436904e85e2,fba8e85d874967f33f6a924a706dc15c578c540cdc9c90b280fe936269b86365,b1acb663f6b91fda18e3a4003cbbb26719fd092347226b419fd6c99e9d433a3c,09316da2d8533a9c66fab1f88bff9b9a0eea837d4435db68c8da50e92940fc3d
"282001047","182100","25","25021","0","蒼波的深域5-7","82001047","0","0","100501","182001047","820010471","90","9100","0","90","25012","10","2024/06/14 16:00:00","10","82001","215","0","382001047","10","2030/12/17 14:59:59"
"282001048","182100","100","25021","0","蒼波的深域5-8","82001048","0","0","100501","182001048","820010481","90","9300","0","90","25012","10","2024/06/14 16:00:00","10","82001","215","0","382001048","10","2030/12/17 14:59:59"
"282001049","182100","175","25021","0","蒼波的深域5-9","82001049","0","0","100501","182001049","820010491","90","9500","0","90","25012","10","2024/06/14 16:00:00","10","82001","215","0","382001049","10","2030/12/17 14:59:59"
"282001050","182100","50","25021","0","蒼波的深域5-10","82001050","0","0","82001","182001050","820010501","90","9750","0","90","25012","10","2024/06/14 16:00:00","10","82001","215","0","382001050","10","2030/12/17 14:59:59"
"282001051","182100","25","25021","0","蒼波的深域6-1","82001051","0","0","100501","182001051","820010511","230","10000","0","90","25012","10","2025/03/15 16:00:00","10","82001","215","0","382001051","10","2030/12/17 14:59:00"
"282001052","182100","100","25021","0","蒼波的深域6-2","82001052","0","0","100501","182001052","820010521","230","10200","0","90","25012","10","2025/03/15 16:00:00","10","82001","215","0","382001052","10","2030/12/17 14:59:00"
"282001053","182100","175","25021","0","蒼波的深域6-3","82001053","0","0","100501","182001053","820010531","230","10400","0","90","25012","10","2025/03/15 16:00:00","10","82001","215","0","382001053","10","2030/12/17 14:59:00"
"282001054","182100","50","25021","0","蒼波的深域6-4","82001054","0","0","100501","182001054","820010541","230","10550","0","90","25012","10","2025/03/15 16:00:00","10","82001","215","0","382001054","10","2030/12/17 14:59:00"
"282001055","182100","125","25021","0","蒼波的深域6-5","82001055","0","0","100501","182001055","820010551","230","10750","0","90","25012","10","2025/03/15 16:00:00","10","82001","215","0","382001055","10","2030/12/17 14:59:00"
"282001056","182100","200","25021","0","蒼波的深域6-6","82001056","0","0","100461","182001056","820010561","230","10950","0","90","25012","10","2025/03/15 16:00:00","10","82001","215","0","382001056","10","2030/12/17 14:59:00"
"282001057","182100","25","25021","0","蒼波的深域6-7","82001057","0","0","100501","182001057","820010571","230","11100","0","90","25012","10","2025/03/15 16:00:00","10","82001","215","0","382001057","10","2030/12/17 14:59:00"
"282001058","182100","100","25021","0","蒼波的深域6-8","82001058","0","0","100501","182001058","820010581","230","11300","0","90","25012","10","2025/03/15 16:00:00","10","82001","215","0","382001058","10","2030/12/17 14:59:00"
"282001059","182100","175","25021","0","蒼波的深域6-9","82001059","0","0","100501","182001059","820010591","230","11500","0","90","25012","10","2025/03/15 16:00:00","10","82001","215","0","382001059","10","2030/12/17 14:59:00"
"282001060","182100","50","25021","0","蒼波的深域6-10","82001060","0","0","82001","182001060","820010601","230","11750","0","90","25012","10","2025/03/15 16:00:00","10","82001","215","0","382001060","10","2030/12/17 14:59:00"
"282001061","182100","25","25021","0","蒼波的深域7-1","82001061","0","0","100501","182001061","820010611","260","12000","0","90","25012","10","2025/03/15 16:00:00","10","82001","215","0","382001061","10","2030/12/17 14:59:00"
"282001062","182100","100","25021","0","蒼波的深域7-2","82001062","0","0","100501","182001062","820010621","260","12200","0","90","25012","10","2025/03/15 16:00:00","10","82001","215","0","382001062","10","2030/12/17 14:59:00"
"282001063","182100","175","25021","0","蒼波的深域7-3","82001063","0","0","100501","182001063","820010631","260","12400","0","90","25012","10","2025/03/15 16:00:00","10","82001","215","0","382001063","10","2030/12/17 14:59:00"
"282001064","182100","50","25021","0","蒼波的深域7-4","82001064","0","0","100501","182001064","820010641","260","12550","0","90","25012","10","2025/03/15 16:00:00","10","82001","215","0","382001064","10","2030/12/17 14:59:00"
"282001065","182100","125","25021","0","蒼波的深域7-5","82001065","0","0","100501","182001065","820010651","260","12750","0","90","25012","10","2025/03/15 16:00:00","10","82001","215","0","382001065","10","2030/12/17 14:59:00"
"282001066","182100","200","25021","0","蒼波的深域7-6","82001066","0","0","100461","182001066","820010661","260","12950","0","90","25012","10","2025/03/15 16:00:00","10","82001","215","0","382001066","10","2030/12/17 14:59:00"
"282001067","182100","25","25021","0","蒼波的深域7-7","82001067","0","0","100501","182001067","820010671","260","13100","0","90","25012","10","2025/03/15 16:00:00","10","82001","215","0","382001067","10","2030/12/17 14:59:00"
"282001068","182100","100","25021","0","蒼波的深域7-8","82001068","0","0","100501","182001068","820010681","260","13300","0","90","25012","10","2025/03/15 16:00:00","10","82001","215","0","382001068","10","2030/12/17 14:59:00"
"282001069","182100","175","25021","0","蒼波的深域7-9","82001069","0","0","100501","182001069","820010691","260","13500","0","90","25012","10","2025/03/15 16:00:00","10","82001","215","0","382001069","10","2030/12/17 14:59:00"
"282001070","182100","50","25021","0","蒼波的深域7-10","82001070","0","0","82001","182001070","820010701","260","13750","0","90","25012","10","2025/03/15 16:00:00","10","82001","215","0","382001070","10","2030/12/17 14:59:00"
"283001001","182100","25","25021","0","翠嵐的深域1-1","83001001","0","0","100450","183001001","830010011","10","0","0","90","25013","10","2024/06/14 16:00:00","10","83001","215","0","383001001","10","2030/12/17 14:59:59"
"283001002","182100","100","25021","0","翠嵐的深域1-2","83001002","0","0","100450","183001002","830010021","10","200","0","90","25013","10","2024/06/14 16:00:00","10","83001","215","0","383001002","10","2030/12/17 14:59:59"
"283001003","182100","175","25021","0","翠嵐的深域1-3","83001003","0","0","100450","183001003","830010031","10","400","0","90","25013","10","2024/06/14 16:00:00","10","83001","215","0","383001003","10","2030/12/17 14:59:59"
"283001004","182100","50","25021","0","翠嵐的深域1-4","83001004","0","0","100450","183001004","830010041","10","550","0","90","25013","10","2024/06/14 16:00:00","10","83001","215","0","383001004","10","2030/12/17 14:59:59"
"283001005","182100","125","25021","0","翠嵐的深域1-5","83001005","0","0","100450","183001005","830010051","10","750","0","90","25013","10","2024/06/14 16:00:00","10","83001","215","0","383001005","10","2030/12/17 14:59:59"
"283001006","182100","200","25021","0","翠嵐的深域1-6","83001006","0","0","100830","183001006","830010061","10","950","0","90","25013","10","2024/06/14 16:00:00","10","83001","215","0","383001006","10","2030/12/17 14:59:59"
"283001007","182100","25","25021","0","翠嵐的深域1-7","83001007","0","0","100450","183001007","830010071","10","1100","0","90","25013","10","2024/06/14 16:00:00","10","83001","215","0","383001007","10","2030/12/17 14:59:59"
"283001008","182100","100","25021","0","翠嵐的深域1-8","83001008","0","0","100450","183001008","830010081","10","1300","0","90","25013","10","2024/06/14 16:00:00","10","83001","215","0","383001008","10","2030/12/17 14:59:59"
"283001009","182100","175","25021","0","翠嵐的深域1-9","83001009","0","0","100450","183001009","830010091","10","1500","0","90","25013","10","2024/06/14 16:00:00","10","83001","215","0","383001009","10","2030/12/17 14:59:59"
"283001010","182100","50","25021","0","翠嵐的深域1-10","83001010","0","0","83001","183001010","830010101","10","1750","0","90","25013","10","2024/06/14 16:00:00","10","83001","215","0","383001010","10","2030/12/17 14:59:59"
"283001011","182100","25","25021","0","翠嵐的深域2-1","83001011","0","0","100450","183001011","830010111","20","2000","0","90","25013","10","2024/06/14 16:00:00","10","83001","215","0","383001011","10","2030/12/17 14:59:59"
"283001012","182100","100","25021","0","翠嵐的深域2-2","83001012","0","0","100450","183001012","830010121","20","2200","0","90","25013","10","2024/06/14 16:00:00","10","83001","215","0","383001012","10","2030/12/17 14:59:59"
"283001013","182100","175","25021","0","翠嵐的深域2-3","83001013","0","0","100450","183001013","830010131","20","2400","0","90","25013","10","2024/06/14 16:00:00","10","83001","215","0","383001013","10","2030/12/17 14:59:59"
"283001014","182100","50","25021","0","翠嵐的深域2-4","83001014","0","0","100450","183001014","830010141","20","2550","0","90","25013","10","2024/06/14 16:00:00","10","83001","215","0","383001014","10","2030/12/17 14:59:59"
"283001015","182100","125","25021","0","翠嵐的深域2-5","83001015","0","0","100450","183001015","830010151","20","2750","0","90","25013","10","2024/06/14 16:00:00","10","83001","215","0","383001015","10","2030/12/17 14:59:59"
"283001016","182100","200","25021","0","翠嵐的深域2-6","83001016","0","0","100830","183001016","830010161","20","2950","0","90","25013","10","2024/06/14 16:00:00","10","83001","215","0","383001016","10","2030/12/17 14:59:59"
"283001017","182100","25","25021","0","翠嵐的深域2-7","83001017","0","0","100450","183001017","830010171","20","3100","0","90","25013","10","2024/06/14 16:00:00","10","83001","215","0","383001017","10","2030/12/17 14:59:59"
"283001018","182100","100","25021","0","翠嵐的深域2-8","83001018","0","0","100450","183001018","830010181","20","3300","0","90","25013","10","2024/06/14 16:00:00","10","83001","215","0","383001018","10","2030/12/17 14:59:59"
"283001019","182100","175","25021","0","翠嵐的深域2-9","83001019","0","0","100450","183001019","830010191","20","3500","0","90","25013","10","2024/06/14 16:00:00","10","83001","215","0","383001019","10","2030/12/17 14:59:59"
"283001020","182100","50","25021","0","翠嵐的深域2-10","83001020","0","0","83001","183001020","830010201","20","3750","0","90","25013","10","2024/06/14 16:00:00","10","83001","215","0","383001020","10","2030/12/17 14:59:59"
"283001021","182100","25","25021","0","翠嵐的深域3-1","83001021","0","0","100450","183001021","830010211","30","4000","0","90","25013","10","2024/06/14 16:00:00","10","83001","215","0","383001021","10","2030/12/17 14:59:59"
"283001022","182100","100","25021","0","翠嵐的深域3-2","83001022","0","0","100450","183001022","830010221","30","4200","0","90","25013","10","2024/06/14 16:00:00","10","83001","215","0","383001022","10","2030/12/17 14:59:59"
"283001023","182100","175","25021","0","翠嵐的深域3-3","83001023","0","0","100450","183001023","830010231","30","4400","0","90","25013","10","2024/06/14 16:00:00","10","83001","215","0","383001023","10","2030/12/17 14:59:59"
"283001024","182100","50","25021","0","翠嵐的深域3-4","83001024","0","0","100450","183001024","830010241","30","4550","0","90","25013","10","2024/06/14 16:00:00","10","83001","215","0","383001024","10","2030/12/17 14:59:59"
"283001025","182100","125","25021","0","翠嵐的深域3-5","83001025","0","0","100450","183001025","830010251","30","4750","0","90","25013","10","2024/06/14 16:00:00","10","83001","215","0","383001025","10","2030/12/17 14:59:59"
"283001026","182100","200","25021","0","翠嵐的深域3-6","83001026","0","0","100830","183001026","830010261","30","4950","0","90","25013","10","2024/06/14 16:00:00","10","83001","215","0","383001026","10","2030/12/17 14:59:59"
"283001027","182100","25","25021","0","翠嵐的深域3-7","83001027","0","0","100450","183001027","830010271","30","5100","0","90","25013","10","2024/06/14 16:00:00","10","83001","215","0","383001027","10","2030/12/17 14:59:59"
"283001028","182100","100","25021","0","翠嵐的深域3-8","83001028","0","0","100450","183001028","830010281","30","5300","0","90","25013","10","2024/06/14 16:00:00","10","83001","215","0","383001028","10","2030/12/17 14:59:59"
"283001029","182100","175","25021","0","翠嵐的深域3-9","83001029","0","0","100450","183001029","830010291","30","5500","0","90","25013","10","2024/06/14 16:00:00","10","83001","215","0","383001029","10","2030/12/17 14:59:59"
"283001030","182100","50","25021","0","翠嵐的深域3-10","83001030","0","0","83001","183001030","830010301","30","5750","0","90","25013","10","2024/06/14 16:00:00","10","83001","215","0","383001030","10","2030/12/17 14:59:59"
"283001031","182100","25","25021","0","翠嵐的深域4-1","83001031","0","0","100450","183001031","830010311","60","6000","0","90","25013","10","2024/06/14 16:00:00","10","83001","215","0","383001031","10","2030/12/17 14:59:59"
"283001032","182100","100","25021","0","翠嵐的深域4-2","83001032","0","0","100450","183001032","830010321","60","6200","0","90","25013","10","2024/06/14 16:00:00","10","83001","215","0","383001032","10","2030/12/17 14:59:59"
"283001033","182100","175","25021","0","翠嵐的深域4-3","83001033","0","0","100450","183001033","830010331","60","6400","0","90","25013","10","2024/06/14 16:00:00","10","83001","215","0","383001033","10","2030/12/17 14:59:59"
"283001034","182100","50","25021","0","翠嵐的深域4-4","83001034","0","0","100450","183001034","830010341","60","6550","0","90","25013","10","2024/06/14 16:00:00","10","83001","215","0","383001034","10","2030/12/17 14:59:59"
"283001035","182100","125","25021","0","翠嵐的深域4-5","83001035","0","0","100450","183001035","830010351","60","6750","0","90","25013","10","2024/06/14 16:00:00","10","83001","215","0","383001035","10","2030/12/17 14:59:59"
"283001036","182100","200","25021","0","翠嵐的深域4-6","83001036","0","0","100830","183001036","830010361","60","6950","0","90","25013","10","2024/06/14 16:00:00","10","83001","215","0","383001036","10","2030/12/17 14:59:59"
"283001037","182100","25","25021","0","翠嵐的深域4-7","83001037","0","0","100450","183001037","830010371","60","7100","0","90","25013","10","2024/06/14 16:00:00","10","83001","215","0","383001037","10","2030/12/17 14:59:59"
"283001038","182100","100","25021","0","翠嵐的深域4-8","83001038","0","0","100450","183001038","830010381","60","7300","0","90","25013","10","2024/06/14 16:00:00","10","83001","215","0","383001038","10","2030/12/17 14:59:59"
"283001039","182100","175","25021","0","翠嵐的深域4-9","83001039","0","0","100450","183001039","830010391","60","7500","0","90","25013","10","2024/06/14 16:00:00","10","83001","215","0","383001039","10","2030/12/17 14:59:59"
"283001040","182100","50","25021","0","翠嵐的深域4-10","83001040","0","0","83001","183001040","830010401","60","7750","0","90","25013","10","2024/06/14 16:00:00","10","83001","215","0","383001040","10","2030/12/17 14:59:59"
"283001041","182100","25","25021","0","翠嵐的深域5-1","83001041","0","0","100450","183001041","830010411","90","8000","0","90","25013","10","2024/06/14 16:00:00","10","83001","215","0","383001041","10","2030/12/17 14:59:59"
"283001042","182100","100","25021","0","翠嵐的深域5-2","83001042","0","0","100450","183001042","830010421","90","8200","0","90","25013","10","2024/06/14 16:00:00","10","83001","215","0","383001042","10","2030/12/17 14:59:59"
"283001043","182100","175","25021","0","翠嵐的深域5-3","83001043","0","0","100450","183001043","830010431","90","8400","0","90","25013","10","2024/06/14 16:00:00","10","83001","215","0","383001043","10","2030/12/17 14:59:59"
"283001044","182100","50","25021","0","翠嵐的深域5-4","83001044","0","0","100450","183001044","830010441","90","8550","0","90","25013","10","2024/06/14 16:00:00","10","83001","215","0","383001044","10","2030/12/17 14:59:59"
"283001045","182100","125","25021","0","翠嵐的深域5-5","83001045","0","0","100450","183001045","830010451","90","8750","0","90","25013","10","2024/06/14 16:00:00","10","83001","215","0","383001045","10","2030/12/17 14:59:59"
"283001046","182100","200","25021","0","翠嵐的深域5-6","83001046","0","0","100830","183001046","830010461","90","8950","0","90","25013","10","2024/06/14 16:00:00","10","83001","215","0","383001046","10","2030/12/17 14:59:59"
"283001047","182100","25","25021","0","翠嵐的深域5-7","83001047","0","0","100450","183001047","830010471","90","9100","0","90","25013","10","2024/06/14 16:00:00","10","83001","215","0","383001047","10","2030/12/17 14:59:59"
"283001048","182100","100","25021","0","翠嵐的深域5-8","83001048","0","0","100450","183001048","830010481","90","9300","0","90","25013","10","2024/06/14 16:00:00","10","83001","215","0","383001048","10","2030/12/17 14:59:59"
"283001049","182100","175","25021","0","翠嵐的深域5-9","83001049","0","0","100450","183001049","830010491","90","9500","0","90","25013","10","2024/06/14 16:00:00","10","83001","215","0","383001049","10","2030/12/17 14:59:59"
"283001050","182100","50","25021","0","翠嵐的深域5-10","83001050","0","0","83001","183001050","830010501","90","9750","0","90","25013","10","2024/06/14 16:00:00","10","83001","215","0","383001050","10","2030/12/17 14:59:59"
"283001051","182100","25","25021","0","翠嵐的深域6-1","83001051","0","0","100450","183001051","830010511","230","10000","0","90","25013","10","2025/03/15 16:00:00","10","83001","215","0","383001051","10","2030/12/17 14:59:00"
"283001052","182100","100","25021","0","翠嵐的深域6-2","83001052","0","0","100450","183001052","830010521","230","10200","0","90","25013","10","2025/03/15 16:00:00","10","83001","215","0","383001052","10","2030/12/17 14:59:00"
"283001053","182100","175","25021","0","翠嵐的深域6-3","83001053","0","0","100450","183001053","830010531","230","10400","0","90","25013","10","2025/03/15 16:00:00","10","83001","215","0","383001053","10","2030/12/17 14:59:00"
"283001054","182100","50","25021","0","翠嵐的深域6-4","83001054","0","0","100450","183001054","830010541","230","10550","0","90","25013","10","2025/03/15 16:00:00","10","83001","215","0","383001054","10","2030/12/17 14:59:00"
"283001055","182100","125","25021","0","翠嵐的深域6-5","83001055","0","0","100450","183001055","830010551","230","10750","0","90","25013","10","2025/03/15 16:00:00","10","83001","215","0","383001055","10","2030/12/17 14:59:00"
"283001056","182100","200","25021","0","翠嵐的深域6-6","83001056","0","0","100830","183001056","830010561","230","10950","0","90","25013","10","2025/03/15 16:00:00","10","83001","215","0","383001056","10","2030/12/17 14:59:00"
"283001057","182100","25","25021","0","翠嵐的深域6-7","83001057","0","0","100450","183001057","830010571","230","11100","0","90","25013","10","2025/03/15 16:00:00","10","83001","215","0","383001057","10","2030/12/17 14:59:00"
"283001058","182100","100","25021","0","翠嵐的深域6-8","83001058","0","0","100450","183001058","830010581","230","11300","0","90","25013","10","2025/03/15 16:00:00","10","83001","215","0","383001058","10","2030/12/17 14:59:00"
"283001059","182100","175","25021","0","翠嵐的深域6-9","83001059","0","0","100450","183001059","830010591","230","11500","0","90","25013","10","2025/03/15 16:00:00","10","83001","215","0","383001059","10","2030/12/17 14:59:00"
"283001060","182100","50","25021","0","翠嵐的深域6-10","83001060","0","0","83001","183001060","830010601","230","11750","0","90","25013","10","2025/03/15 16:00:00","10","83001","215","0","383001060","10","2030/12/17 14:59:00"
"283001061","182100","25","25021","0","翠嵐的深域7-1","83001061","0","0","100450","183001061","830010611","260","12000","0","90","25013","10","2025/03/15 16:00:00","10","83001","215","0","383001061","10","2030/12/17 14:59:00"
"283001062","182100","100","25021","0","翠嵐的深域7-2","83001062","0","0","100450","183001062","830010621","260","12200","0","90","25013","10","2025/03/15 16:00:00","10","83001","215","0","383001062","10","2030/12/17 14:59:00"
"283001063","182100","175","25021","0","翠嵐的深域7-3","83001063","0","0","100450","183001063","830010631","260","12400","0","90","25013","10","2025/03/15 16:00:00","10","83001","215","0","383001063","10","2030/12/17 14:59:00"
"283001064","182100","50","25021","0","翠嵐的深域7-4","83001064","0","0","100450","183001064","830010641","260","12550","0","90","25013","10","2025/03/15 16:00:00","10","83001","215","0","383001064","10","2030/12/17 14:59:00"
"283001065","182100","125","25021","0","翠嵐的深域7-5","83001065","0","0","100450","183001065","830010651","260","12750","0","90","25013","10","2025/03/15 16:00:00","10","83001","215","0","383001065","10","2030/12/17 14:59:00"
"283001066","182100","200","25021","0","翠嵐的深域7-6","83001066","0","0","100830","183001066","830010661","260","12950","0","90","25013","10","2025/03/15 16:00:00","10","83001","215","0","383001066","10","2030/12/17 14:59:00"
"283001067","182100","25","25021","0","翠嵐的深域7-7","83001067","0","0","100450","183001067","830010671","260","13100","0","90","25013","10","2025/03/15 16:00:00","10","83001","215","0","383001067","10","2030/12/17 14:59:00"
"283001068","182100","100","25021","0","翠嵐的深域7-8","83001068","0","0","100450","183001068","830010681","260","13300","0","90","25013","10","2025/03/15 16:00:00","10","83001","215","0","383001068","10","2030/12/17 14:59:00"
"283001069","182100","175","25021","0","翠嵐的深域7-9","83001069","0","0","100450","183001069","830010691","260","13500","0","90","25013","10","2025/03/15 16:00:00","10","83001","215","0","383001069","10","2030/12/17 14:59:00"
"283001070","182100","50","25021","0","翠嵐的深域7-10","83001070","0","0","83001","183001070","830010701","260","13750","0","90","25013","10","2025/03/15 16:00:00","10","83001","215","0","383001070","10","2030/12/17 14:59:00"
"284001001","182100","25","25021","0","珀天的深域1-1","84001001","0","0","100370","184001001","840010011","10","0","0","90","25014","10","2024/06/14 16:00:00","10","84001","215","0","384001001","10","2030/12/17 14:59:59"
"284001002","182100","100","25021","0","珀天的深域1-2","84001002","0","0","100370","184001002","840010021","10","200","0","90","25014","10","2024/06/14 16:00:00","10","84001","215","0","384001002","10","2030/12/17 14:59:59"
"284001003","182100","175","25021","0","珀天的深域1-3","84001003","0","0","100370","184001003","840010031","10","400","0","90","25014","10","2024/06/14 16:00:00","10","84001","215","0","384001003","10","2030/12/17 14:59:59"
"284001004","182100","50","25021","0","珀天的深域1-4","84001004","0","0","100370","184001004","840010041","10","550","0","90","25014","10","2024/06/14 16:00:00","10","84001","215","0","384001004","10","2030/12/17 14:59:59"
"284001005","182100","125","25021","0","珀天的深域1-5","84001005","0","0","100370","184001005","840010051","10","750","0","90","25014","10","2024/06/14 16:00:00","10","84001","215","0","384001005","10","2030/12/17 14:59:59"
"284001006","182100","200","25021","0","珀天的深域1-6","84001006","0","0","100380","184001006","840010061","10","950","0","90","25014","10","2024/06/14 16:00:00","10","84001","215","0","384001006","10","2030/12/17 14:59:59"
"284001007","182100","25","25021","0","珀天的深域1-7","84001007","0","0","100370","184001007","840010071","10","1100","0","90","25014","10","2024/06/14 16:00:00","10","84001","215","0","384001007","10","2030/12/17 14:59:59"
"284001008","182100","100","25021","0","珀天的深域1-8","84001008","0","0","100370","184001008","840010081","10","1300","0","90","25014","10","2024/06/14 16:00:00","10","84001","215","0","384001008","10","2030/12/17 14:59:59"
"284001009","182100","175","25021","0","珀天的深域1-9","84001009","0","0","100370","184001009","840010091","10","1500","0","90","25014","10","2024/06/14 16:00:00","10","84001","215","0","384001009","10","2030/12/17 14:59:59"
"284001010","182100","50","25021","0","珀天的深域1-10","84001010","0","0","84001","184001010","840010101","10","1750","0","90","25014","10","2024/06/14 16:00:00","10","84001","215","0","384001010","10","2030/12/17 14:59:59"
"284001011","182100","25","25021","0","珀天的深域2-1","84001011","0","0","100370","184001011","840010111","20","2000","0","90","25014","10","2024/06/14 16:00:00","10","84001","215","0","384001011","10","2030/12/17 14:59:59"
"284001012","182100","100","25021","0","珀天的深域2-2","84001012","0","0","100370","184001012","840010121","20","2200","0","90","25014","10","2024/06/14 16:00:00","10","84001","215","0","384001012","10","2030/12/17 14:59:59"
"284001013","182100","175","25021","0","珀天的深域2-3","84001013","0","0","100370","184001013","840010131","20","2400","0","90","25014","10","2024/06/14 16:00:00","10","84001","215","0","384001013","10","2030/12/17 14:59:59"
"284001014","182100","50","25021","0","珀天的深域2-4","84001014","0","0","100370","184001014","840010141","20","2550","0","90","25014","10","2024/06/14 16:00:00","10","84001","215","0","384001014","10","2030/12/17 14:59:59"
"284001015","182100","125","25021","0","珀天的深域2-5","84001015","0","0","100370","184001015","840010151","20","2750","0","90","25014","10","2024/06/14 16:00:00","10","84001","215","0","384001015","10","2030/12/17 14:59:59"
"284001016","182100","200","25021","0","珀天的深域2-6","84001016","0","0","100380","184001016","840010161","20","2950","0","90","25014","10","2024/06/14 16:00:00","10","84001","215","0","384001016","10","2030/12/17 14:59:59"
"284001017","182100","25","25021","0","珀天的深域2-7","84001017","0","0","100370","184001017","840010171","20","3100","0","90","25014","10","2024/06/14 16:00:00","10","84001","215","0","384001017","10","2030/12/17 14:59:59"
"284001018","182100","100","25021","0","珀天的深域2-8","84001018","0","0","100370","184001018","840010181","20","3300","0","90","25014","10","2024/06/14 16:00:00","10","84001","215","0","384001018","10","2030/12/17 14:59:59"
"284001019","182100","175","25021","0","珀天的深域2-9","84001019","0","0","100370","184001019","840010191","20","3500","0","90","25014","10","2024/06/14 16:00:00","10","84001","215","0","384001019","10","2030/12/17 14:59:59"
"284001020","182100","50","25021","0","珀天的深域2-10","84001020","0","0","84001","184001020","840010201","20","3750","0","90","25014","10","2024/06/14 16:00:00","10","84001","215","0","384001020","10","2030/12/17 14:59:59"
"284001021","182100","25","25021","0","珀天的深域3-1","84001021","0","0","100370","184001021","840010211","30","4000","0","90","25014","10","2024/06/14 16:00:00","10","84001","215","0","384001021","10","2030/12/17 14:59:59"
"284001022","182100","100","25021","0","珀天的深域3-2","84001022","0","0","100370","184001022","840010221","30","4200","0","90","25014","10","2024/06/14 16:00:00","10","84001","215","0","384001022","10","2030/12/17 14:59:59"
"284001023","182100","175","25021","0","珀天的深域3-3","84001023","0","0","100370","184001023","840010231","30","4400","0","90","25014","10","2024/06/14 16:00:00","10","84001","215","0","384001023","10","2030/12/17 14:59:59"
"284001024","182100","50","25021","0","珀天的深域3-4","84001024","0","0","100370","184001024","840010241","30","4550","0","90","25014","10","2024/06/14 16:00:00","10","84001","215","0","384001024","10","2030/12/17 14:59:59"
"284001025","182100","125","25021","0","珀天的深域3-5","84001025","0","0","100370","184001025","840010251","30","4750","0","90","25014","10","2024/06/14 16:00:00","10","84001","215","0","384001025","10","2030/12/17 14:59:59"
"284001026","182100","200","25021","0","珀天的深域3-6","84001026","0","0","100380","184001026","840010261","30","4950","0","90","25014","10","2024/06/14 16:00:00","10","84001","215","0","384001026","10","2030/12/17 14:59:59"
"284001027","182100","25","25021","0","珀天的深域3-7","84001027","0","0","100370","184001027","840010271","30","5100","0","90","25014","10","2024/06/14 16:00:00","10","84001","215","0","384001027","10","2030/12/17 14:59:59"
"284001028","182100","100","25021","0","珀天的深域3-8","84001028","0","0","100370","184001028","840010281","30","5300","0","90","25014","10","2024/06/14 16:00:00","10","84001","215","0","384001028","10","2030/12/17 14:59:59"
"284001029","182100","175","25021","0","珀天的深域3-9","84001029","0","0","100370","184001029","840010291","30","5500","0","90","25014","10","2024/06/14 16:00:00","10","84001","215","0","384001029","10","2030/12/17 14:59:59"
"284001030","182100","50","25021","0","珀天的深域3-10","84001030","0","0","84001","184001030","840010301","30","5750","0","90","25014","10","2024/06/14 16:00:00","10","84001","215","0","384001030","10","2030/12/17 14:59:59"
"284001031","182100","25","25021","0","珀天的深域4-1","84001031","0","0","100370","184001031","840010311","60","6000","0","90","25014","10","2024/06/14 16:00:00","10","84001","215","0","384001031","10","2030/12/17 14:59:59"
"284001032","182100","100","25021","0","珀天的深域4-2","84001032","0","0","100370","184001032","840010321","60","6200","0","90","25014","10","2024/06/14 16:00:00","10","84001","215","0","384001032","10","2030/12/17 14:59:59"
"284001033","182100","175","25021","0","珀天的深域4-3","84001033","0","0","100370","184001033","840010331","60","6400","0","90","25014","10","2024/06/14 16:00:00","10","84001","215","0","384001033","10","2030/12/17 14:59:59"
