006fb82ebff786a761caefbc6b949a3c95cb927c958f52b393b2967551aafbf4,c971d7cd6923ba013ed5f7d582c30385cdf91438032ce25396aff973aa320e4f,7a7075ea4c04c35efb375fe95494d6ad2f9d92c322c97e8f050d136f2569d356,39c556dccfb5e0dd036a5165cdc4b835e26f35705c89565bd3c47bcf53a5272e,d988096e28cf18d1da73570b5858241d8459a9bb9ede3e93b6219cb0734b381a,4fc17c1bc632d0a17fda73719828b468eb8dfcbee77013235af6d377c8bc9307,d1763208e1e40e4dab153e7fac8a5480fd4b07d6544549f18cbfa6370b87f43d,33294b66c305e03978e9dbd6f36b4160fede96040d26d7cb74f6ec39152f909c,cfdc7f796580dbb3f2d3c4bf96151e9e33145289407cb7db6674c985aaa582a8,0fb7f83e53824a78ccc9fc8c87db6337666d1c68073ff3da4c7397b366d3aad7,4da9ba9bf0087d9c0d604ad470ba962158a3f6d4ede97afe16ccad0bca9b8162
"902","19020030","","","","","91","","","","0"
"902","19020031","","0","","","93","","","","0.5"
"902","19020032","","250","12","3.11764705882353","2","","","-180","1"
"902","19020033","","250","12","3.11764705882353","33","","","-180","1"
"902","19020034","","0","12","3.11764705882353","2","","","-125","2"
"902","19020035","","0","12","3.11764705882353","33","","","-125","2"
"902","19020036","0.1","02_neneka_floatRing","","","3","","","1","3"
"902","19020037","","-250","12","3.11764705882353","2","","","-250","3"
"902","19020038","","-250","12","3.11764705882353","33","","","-250","3"
"902","19020039","","","","","91","","","","19020037"
"902","19020040","","vo_fpc_20202","","0","21","","","","vo_fpc"
"902","19020041","0","不過這也別有一番趣味呢……\n下次也帶諾維姆過來\n漂流看看吧。","0","1","11","0.5","0","7","3"
"902","19020042","","1","","","93","","","","4.5"
"902","19020043","","0","","","93","","","","0.9"
"902","19020044","","","","","91","","","","19020041"
"902","19020045","0.1","02_neneka_floatRing","","","3","","","1","4"
"902","19020046","","850","","7.37556561085973","2","","","-180","4"
"902","19020047","","850","","7.37556561085973","33","","","-180","4"
"902","19020048","","0","","","93","","","","0.2"
"902","19020049","0.1","02_neneka_floatRing","","","3","","","1","5"
"902","19020050","","850","12","2.71493212669683","2","","","-180","1"
"902","19020051","","850","12","2.71493212669683","33","","","-180","1"
"902","19020052","","0","","","93","","","","0.2"
"902","19020053","","850","12","3.84615384615385","2","","","-125","2"
"902","19020054","","850","12","3.84615384615385","33","","","-125","2"
"902","19020055","","0","","","93","","","","0.1"
"902","19020056","","850","12","4.97737556561086","2","","","-250","3"
"902","19020057","","850","12","4.97737556561086","33","","","-250","3"
"902","19020058","","0","","","93","","","","1.5"
"902","19020059","","850","","6.26923076923077","2","","","-125","5"
"902","19020060","","850","","6.26923076923077","33","","","-125","5"
"902","19020061","","0","","","93","","","","1"
"902","19020062","0.1","02_neneka_floatRing","","","3","","","1","6"
"902","19020063","","850","","6.63800904977376","2","","","-250","6"
"902","19020064","","850","","6.63800904977376","33","","","-250","6"
"902","19020065","","","","","91","","","","0"
"902","19020066","","0","","","93","","","","1"
"902","19020067","","","","","91","","","","0"
"903","19030001","1.4875","113211","-15","-750","1","03_cmn_walk_styk_N2","0","12","1"
"903","19030002","1.4875","113311","-15","750","1","03_cmn_run_def_N","0","12","1"
"903","19030003","","se_fpc_water_random","","","23","","","1","se_10053800"
"903","19030004","","0","","","91","","","","19030002"
"903","19030005","","-150","","3.52941176470588","2","","","-15","113211"
"903","19030006","","0","","","93","","","","1.5"
"903","19030007","","150","","2.71493212669683","2","","","-15","113311"
"903","19030008","","","","","91","","","","19030005"
"903","19030009","0.1","03_cmn_idol_def_N","","","3","","","1","113211"
"903","19030010","","","","","91","","","","19030007"
"903","19030011","0.3","03_nanaka_gufufu","","","3","","","1","113311"
"903","19030012","","0","","","93","","","","0.3"
"903","19030013","","vo_fpc_20300","","0","21","","","","vo_fpc"
"903","19030014","0","唔呵呵，\n不愧是杏奈美眉♪","0","1","11","0.5","0","8","113311"
"903","19030015","","","","","91","","","","0"
"903","19030016","","0","","","93","","","","0.5"
"903","19030017","","vo_fpc_20301","","0","21","","","","vo_fpc"
"903","19030018","0","把七七香精選的傳說學校泳衣\n駕馭得很完美呢！","0","1","11","0.5","0","6","113311"
"903","19030019","","","","","91","","","","0"
"903","19030020","","0","","","93","","","","0.5"
"903","19030021","0.1","03_anna_shy","","","3","","","1","113211"
"903","19030022","","vo_fpc_20302","","0","21","","","","vo_fpc"
"903","19030023","0","什麼，這是因為我沒有其他泳衣\n所以才不得已穿的啦……","0","1","11","0.5","0","10","113211"
"903","19030024","","","","","91","","","","0"
"903","19030025","","0","","","93","","","","0.5"
"903","19030026","","vo_fpc_20303","","0","21","","","","vo_fpc"
"903","19030027","0","沒問題沒問題，\n真的很適合妳啦！","0","1","11","0.5","0","6","113311"
"903","19030028","","","","","91","","","","0"
"903","19030029","","0","","","93","","","","0.5"
"903","19030030","","vo_fpc_20304","","0","21","","","","vo_fpc"
"903","19030031","0","還是說……\n妳要跟我交換泳衣看看？","0","1","11","0.5","0","8","113311"
"903","19030032","","","","","91","","","","0"
"903","19030033","","0","","","93","","","","0.5"
"903","19030034","0.1","03_anna_pui_in","1","03_anna_pui_loop","3","","","0","113211"
"903","19030035","","vo_fpc_20305","","0","21","","","","vo_fpc"
"903","19030036","0","妳那件也有那件的害羞吧！","0","1","11","0.5","0","7","113211"
"903","19030037","","","","","91","","","","0"
"903","19030038","","0","","","93","","","","0.5"
"903","19030039","","vo_fpc_20306","","0","21","","","","vo_fpc"
"903","19030040","0","我、我有好友為我挑的\n這件學校泳衣便足矣！","0","1","11","0.5","0","8","113211"
"903","19030041","","","","","91","","","","0"
"903","19030042","","0","","","93","","","","0.5"
"903","19030043","0.1","1","","","4","","","1","113311"
"903","19030044","0.1","1","","","4","","","1","113211"
"903","19030045","0.1","03_cmn_run_def_N","","","3","","","1","113311"
"903","19030046","0.1","03_cmn_walk_styk_N2","","","3","","","1","113211"
"903","19030047","","750","","2.71493212669683","2","","","-15","113311"
"903","19030048","","-750","","3.52941176470588","2","","","-15","113211"
"903","19030049","","","","","91","","","","0"
"904","19040001","1.75","122811","-180","-910","1","04_misogi_flutterKick_loop","0","22","1"
"904","19040002","1.75","122911","-125","-910","1","04_mimi_flutterKick_loop","0","12","1"
"904","19040003","1.75","122711","-180","-910","1","04_kyouka_flutterKick_loop","0","22","1"
"904","19040004","1.75","129311","-180","-910","1","04_yuni_flutterKick_loop","0","23","1"
"904","19040005","1.75","1","-180","-910","5","cmn_swm_flutterKick_floatBoad","0","22","1"
"904","19040006","1.75","3","-180","-50","5","empty","0","24","3"
"904","19040007","1","1","1","-180","31","","","-910","1"
"904","19040008","0","11","1","-180","31","","","-910","4"
"904","19040009","1","2","1","-125","31","","","-910","7"
"904","19040010","0","21","1","-125","31","","","-910","4"
"904","19040011","1","3","1","-180","31","","","-910","1"
"904","19040012","0","31","1","-180","31","","","-910","4"
"904","19040013","1","4","1","-180","31","","","-910","1"
"904","19040014","0","41","1","-180","31","","","-50","4"
"904","19040015","0","1006","1","0","31","","","-180","1006"
"904","19040016","","se_fpc_water_random","","","23","","","1","se_10053800"
"904","19040017","","0","","","91","","","","19040015"
"904","19040018","","375","12","5.81447963800905","2","","","-180","122811"
"904","19040019","","375","12","5.81447963800905","33","","","-180","1"
"904","19040020","","375","12","5.81447963800905","33","","","-180","11"
"904","19040021","","","","","91","","","",""
"904","19040022","","0","","","32","","","","1"
"904","19040023","","1","","","32","","","","11"
"904","19040024","0.1","04_misogi_float_in","1","04_misogi_float_loop","3","","0.1","0","122811"
"904","19040025","","0","","","93","","","","0.9"
"904","19040026","","vo_fpc_20400","","0","21","","","","vo_fpc"
"904","19040027","0","哇──！禊是第一名──！\n當鬼的人，快來抓我們──！","0","1","11","0.5","0","9","122811"
"904","19040028","","","","","91","","","","0"
"904","19040029","","0","","","93","","","","0.5"
"904","19040030","","100","12","5.94117647058824","2","","","-125","122911"
"904","19040031","","100","12","5.94117647058824","33","","","-125","2"
"904","19040032","","100","12","5.94117647058824","33","","","-125","21"
"904","19040033","","0","","","93","","","","2"
"904","19040034","","vo_fpc_20401","","0","21","","","","vo_fpc"
"904","19040035","0","快逃快逃～！","0","1","11","0.5","0","8","122911"
"904","19040036","","","","","91","","","","19040032"
"904","19040037","","0","","","32","","","","2"
"904","19040038","","1","","","32","","","","21"
"904","19040039","0.1","04_mimi_float_in","1","04_mimi_float_loop","3","","0.1","0","122911"
"904","19040040","","-175","12","5.40441176470588","2","","","-180","122711"
"904","19040041","","-175","12","5.40441176470588","33","","","-180","3"
"904","19040042","","-175","12","5.40441176470588","33","","","-180","31"
"904","19040043","","0","","","93","","","","2"
"904","19040044","","vo_fpc_20402","","0","21","","","","vo_fpc"
"904","19040045","0","真是的～！妳們兩個等一下啦～！","0","1","11","0","0","11","122711"
"904","19040046","","","","","91","","","","19040042"
"904","19040047","","0","","","32","","","","3"
"904","19040048","","1","","","32","","","","31"
"904","19040049","0.1","04_kyouka_float_in","1","04_kyouka_float_loop","3","","0.1","0","122711"
"904","19040050","","0","","","93","","","","1.2"
"904","19040051","","1","","","32","","","","1006"
"904","19040052","","0","","","93","","","","0.8"
"904","19040053","","1","","","32","","","","1"
"904","19040054","","0","","","32","","","","11"
"904","19040055","","1","","","32","","","","2"
"904","19040056","","0","","","32","","","","21"
"904","19040057","","1","","","32","","","","3"
"904","19040058","","0","","","32","","","","31"
"904","19040059","0.1","04_misogi_flutterKick_in","1","04_misogi_flutterKick_loop","3","","0.1","0","122811"
"904","19040060","","1000","","2.82805429864253","2","","","-180","122811"
"904","19040061","","1000","","2.82805429864253","33","","","-180","1"
"904","19040062","","0","","","93","","","","0.1"
"904","19040063","0.1","04_mimi_flutterKick_in","1","04_mimi_flutterKick_loop","3","","0.1","0","122911"
"904","19040064","","1000","","4.07239819004525","2","","","-125","122911"
"904","19040065","","1000","","4.07239819004525","33","","","-125","2"
"904","19040066","","0","","","93","","","","0.1"
"904","19040067","0.1","04_kyouka_flutterKick_in","1","04_kyouka_flutterKick_loop","3","","0.1","0","122711"
"904","19040068","","1000","","5.31674208144796","2","","","-180","122711"
"904","19040069","","1000","","5.31674208144796","33","","","-180","3"
"904","19040070","","0","","","93","","","","0.1"
"904","19040071","","-50","","5.05882352941176","2","","","-180","129311"
"904","19040072","","-50","","5.05882352941176","33","","","-180","4"
"904","19040073","","-50","","5.05882352941176","2","","","-180","1"
"904","19040074","","0","","","93","","","","2"
"904","19040075","","vo_fpc_20403","","0","21","","","","vo_fpc"
"904","19040076","0","哇──♪","0","1","11","0.5","0","10","129311"
"904","19040077","","0","","","93","","","","2.75882352941176"
"904","19040078","0.1","04_yuni_flutterKick_pause_in","1","04_yuni_flutterKick_pause_loop","3","","0.1","0","3"
"904","19040079","0.1","04_yuni_flutterKick_pause_in","1","04_yuni_flutterKick_pause_loop","3","","0.1","0","129311"
"904","19040080","0.1","04_yuni_flutterKick_pause_in","1","04_yuni_flutterKick_pause_loop","3","","0.1","0","1"
"904","19040081","","0","","","93","","","","0.3"
"904","19040082","","vo_fpc_20404","","0","21","","","","vo_fpc"
"904","19040083","","0","","","32","","","","4"
"904","19040084","","1","","","32","","","","41"
"904","19040085","","0","","","93","","","","5"
"904","19040086","0.1","empty","","","3","","","0","3"
"904","19040087","0.2","04_yuni_flutterKick_in","1","04_yuni_flutterKick_loop","3","","0.1","0","129311"
"904","19040088","0.2","04_yuni_flutterKick_in","1","cmn_swm_flutterKick_floatBoad","3","","0.1","0","1"
"904","19040089","","1","","","32","","","","4"
"904","19040090","","0","","","32","","","","41"
"904","19040091","","1000","","6.17647058823529","2","","","-180","129311"
"904","19040092","","1000","","6.17647058823529","2","","","-180","1"
"904","19040093","","1000","","6.17647058823529","33","","","-180","4"
"904","19040094","","0","","","93","","","","0.3"
"904","19040095","","vo_fpc_20405","","0","21","","","","vo_fpc"
"904","19040096","0","哇──哇──♪","0","1","11","0.5","0","10","129311"
"904","19040097","","","","","91","","","","19040091"
"905","19050001","1.75","117111","-125","-910","1","cmn_swm_flutterKick","0","12","1"
"905","19050002","1.75","117011","-180","-910","1","cmn_swm_flutterKick","0","22","1"
"905","19050003","1.4875","107611","-15","750","1","cmn_walk_r","0","12","1"
"905","19050004","1","1","1","-125","31","","","-910","7"
"905","19050005","0","11","1","-125","31","","","-910","4"
"905","19050006","1","2","1","-180","31","","","-910","1"
"905","19050007","0","21","1","-180","31","","","-910","4"
"905","19050008","","se_fpc_water_random","","","23","","","1","se_10053800"
"905","19050009","","0","","","91","","","","19050007"
"905","19050010","","0","12","5.35294117647059","2","","","-125","117111"
"905","19050011","","0","12","5.35294117647059","33","","","-125","1"
"905","19050012","","0","12","5.35294117647059","33","","","-125","11"
"905","19050013","","","","","91","","","",""
"905","19050014","","0","","","32","","","","1"
"905","19050015","","1","","","32","","","","11"
"905","19050016","0.1","05_shizuru_search_in","1","05_shizuru_search_loop","3","","0.1","0","117111"
"905","19050017","","0","","","93","","","","1"
"905","19050018","","vo_fpc_20500","","0","21","","","","vo_fpc"
"905","19050019","0","嗯……真奇怪呢……\n我有在這一帶感受到\n弟弟的「氣息」……","0","1","11","0.5","0","8","117111"
"905","19050020","","1","","","93","","","","1.81764705882353"
"905","19050021","","-250","12","3.88235294117647","2","","","-180","117011"
"905","19050022","","-250","12","3.88235294117647","33","","","-180","2"
"905","19050023","","-250","12","3.88235294117647","33","","","-180","21"
"905","19050024","","0","","","93","","","","2.38235294117647"
"905","19050025","","0","","","93","","","","1.5"
"905","19050026","","","","","91","","","","19050019"
"905","19050027","","","","","91","","","","19050021"
"905","19050028","0.1","05_eriko_talk_in","1","05_eriko_talk_loop","3","","0.1","0","117011"
"905","19050029","","0","","","32","","","","2"
"905","19050030","","1","","","32","","","","21"
"905","19050031","","vo_fpc_20501","","0","21","","","","vo_fpc"
"905","19050032","0","那位大人的氣場殘渣……\n確實就在這附近……","0","1","11","0.5","0","7","117011"
"905","19050033","","1","","","93","","","","2.15294117647059"
"905","19050034","","300","0","2.64705882352941","2","","","-15","107611"
"905","19050035","","0","","","93","","","","1.14705882352941"
"905","19050036","","0","","","93","","","","1.5"
"905","19050037","","","","","91","","","","19050032"
"905","19050038","","","","","91","","","","19050034"
"905","19050039","0.2","05_kokkoro_talk","","","3","","","1","107611"
"905","19050040","","vo_fpc_20502","","0","21","","","","vo_fpc"
"905","19050041","0","靜流小姐、惠理子小姐，\n請問怎麼了嗎？","0","1","11","0.5","0","8","107611"
"905","19050042","","","","","91","","","","0"
"905","19050043","","0","","","93","","","","0.5"
"905","19050044","0.1","05_shizuru_greet_in","1","05_shizuru_greet_loop","3","","0.1","0","117111"
"905","19050045","","vo_fpc_20503","","0","21","","","","vo_fpc"
"905","19050046","0","啊，可可蘿♪\n原來如此──我是感受到殘留在\n可可蘿身上的弟弟「氣息」了呢♪","0","1","11","0.5","0","8","117111"
"905","19050047","","","","","91","","","","0"
"905","19050048","","0","","","93","","","","0.5"
"905","19050049","0.1","05_eriko_pressure_in","1","05_eriko_pressure_loop","3","","0.1","0","117011"
"905","19050050","","vo_fpc_20504","","0","21","","","","vo_fpc"
"905","19050051","0","那噁心的根據是怎麼回事？\n話說回來，妳知道那位大人\n在哪裡嗎？\n可不許隱瞞喔。","0","1","11","0.5","0","6","117011"
"905","19050052","","","","","91","","","","0"
"905","19050053","","0","","","93","","","","0.5"
"905","19050054","0.3","05_kokkoro_talk2","","","3","","","1","107611"
"905","19050055","","vo_fpc_20505","","0","21","","","","vo_fpc"
"905","19050056","0","怎麼會隱瞞呢。","0","1","11","0.5","0","6","107611"
"905","19050057","","","","","91","","","","0"
"905","19050058","","0","","","93","","","","0.5"
"905","19050059","0.1","05_kokkoro_point_in","1","05_kokkoro_point_loop","3","","0.1","0","107611"
"905","19050060","","vo_fpc_20506","","0","21","","","","vo_fpc"
"905","19050061","0","主人他剛剛漂向\n那個方向了……","0","1","11","0.5","0","6","107611"
"905","19050062","","","","","91","","","","0"
"905","19050063","","0","","","93","","","","0.5"
"905","19050064","0.1","05_shizuru_smile_in","1","05_shizuru_smile_loop","3","","0.1","0","117111"
"905","19050065","","vo_fpc_20507","","0","21","","","","vo_fpc"
"905","19050066","0","那邊是吧！\n好──姐姐我現在\n立刻就去救你喔！","0","1","11","0.5","0","7","117111"
"905","19050067","","","","","91","","","","0"
"905","19050068","","0","","","93","","","","0.5"
"905","19050069","0.1","05_eriko_sad_in","1","05_eriko_sad_loop","3","","0.1","0","117011"
"905","19050070","","vo_fpc_20508","","0","21","","","","vo_fpc"
"905","19050071","0","啊啊，怎麼會這樣……\n我現在就前去救助您！","0","1","11","0.5","0","8","117011"
"905","19050072","","","","","91","","","","0"
"905","19050073","","0","","","93","","","","0.5"
"905","19050074","0.1","05_shizuru_flutterKick_in","1","05_shizuru_flutterKick_loop","3","","0.1","0","117111"
"905","19050075","","1000","","2.66169816342827","2","","","-125","117111"
"905","19050076","","1000","","2.66169816342827","33","","","-125","1"
"905","19050077","","1","","","32","","","","1"
"905","19050078","","0","","","32","","","","11"
"905","19050079","","0","","","93","","","","0.1"
"905","19050080","0.1","05_eriko_flutterKick_in","1","05_eriko_flutterKick_loop","3","","0.1","0","117011"
"905","19050081","","1000","","3.14228255404726","2","","","-180","117011"
"905","19050082","","1000","","3.14228255404726","33","","","-180","2"
"905","19050083","","1","","","32","","","","2"
"905","19050084","","0","","","32","","","","21"
"905","19050085","","","","","91","","","","19050081"
"905","19050086","0.1","05_kokkoro_talk3_in","1","05_kokkoro_talk3_loop","3","","0.1","0","107611"
"905","19050087","","vo_fpc_20509","","0","21","","","","vo_fpc"
"905","19050088","0","她們走了……","0","1","11","0.5","0","5","107611"
"905","19050089","","","","","91","","","","0"
"905","19050090","","0","","","93","","","","0.5"
"905","19050091","","vo_fpc_20510","","0","21","","","","vo_fpc"
"905","19050092","0","那兩位在一起的話，不知道會\n發生什麼事，真讓人擔心呢……","0","1","11","0.5","0","11","107611"
"905","19050093","","","","","91","","","","0"
"905","19050094","","0","","","93","","","","0.5"
"905","19050095","","vo_fpc_20511","","0","21","","","","vo_fpc"
"905","19050096","0","為了不讓她們在主人面前失控，\n在下必須要盯著場面才行……！","0","1","11","0.5","0","10","107611"
"905","19050097","","","","","91","","","","0"
"905","19050098","","0","","","93","","","","0.5"
"905","19050099","","850","0","1.65912518853695","2","","","-15","107611"
"905","19050100","0.2","05_kokkoro_run","","","3","","","1","107611"
"905","19050101","","vo_fpc_20512","","0","21","","","","vo_fpc"
"905","19050102","0","主人──！","0","1","11","0.5","0","10","107611"
"905","19050103","","","","","91","","","","0"
"905","19050104","","0","","","93","","","","0.5"
"905","19050105","","","","","91","","","","19050099"
"906","19060001","1.75","126911","-180","-850","1","cmn_float","0","22","1"
"906","19060002","1.75","117311","-125","-850","1","cmn_float","0","12","1"
"906","19060003","1","11","1","-180","31","","","-850","6"
"906","19060004","0","10071","1","-180","31","","","-850","1007"
"906","19060005","1","21","1","-125","31","","","-850","6"
"906","19060006","0","10072","1","-125","31","","","-850","1007"
"906","19060007","0","10081","1","-125","31","","","-850","1008"
"906","19060008","","se_fpc_water_random","","","23","","","1","se_10053800"
"906","19060009","","0","","","91","","","","19060007"
"906","19060010","","0","12","6.25","2","","","-180","126911"
"906","19060011","","0","12","6.25","33","","","-180","11"
"906","19060012","","0","12","6.25","33","","","-180","10071"
"906","19060013","","0","","","93","","","","3"
"906","19060014","","vo_fpc_20600","","0","21","","","","vo_fpc"
"906","19060015","0.2","06_cmn_float_sing","","","3","","","1","126911"
"906","19060016","","1","","","32","","","","10071"
"906","19060017","","","","","91","","","","19060010"
"906","19060018","0.2","cmn_float","","","3","","","1","126911"
"906","19060019","","vo_fpc_20601","","0","21","","","","vo_fpc"
"906","19060020","0","偶爾來這樣的地方，\n或許也不錯……","0","1","11","0.5","0","9","126911"
"906","19060021","","","","","91","","","","0"
"906","19060022","","0","","","93","","","","0.5"
"906","19060023","","-150","12","5.14705882352941","2","","","-125","117311"
"906","19060024","","-150","12","5.14705882352941","33","","","-125","21"
"906","19060025","","-150","12","5.14705882352941","33","","","-125","10072"
"906","19060026","","-150","12","5.14705882352941","33","","","-125","10081"
"906","19060027","","150","12","5.14705882352941","2","","","-180","126911"
"906","19060028","","150","12","5.14705882352941","33","","","-180","11"
"906","19060029","","150","12","5.14705882352941","33","","","-180","10071"
"906","19060030","","0","","","93","","","","2.5"
"906","19060031","","vo_fpc_20602","","0","21","","","","vo_fpc"
"906","19060032","0.2","06_cmn_float_sing","","","3","","","1","126911"
"906","19060033","0.2","06_cmn_float_sing","","","3","","","1","117311"
"906","19060034","","0","","","32","","","","10071"
"906","19060035","","1","","","32","","","","10071"
"906","19060036","","1","","","32","","","","10072"
"906","19060037","","","","","91","","","","19060029"
"906","19060038","","1","","","4","","","","126911"
"906","19060039","","180","","0","33","","","-180","11"
"906","19060040","0.1","06_ranpha_float_notice","1","06_ranpha_float_shy","3","","0.1","0","126911"
"906","19060041","","cmn_float","","","3","","0.1","1","117311"
"906","19060042","","vo_fpc_20603","","0","21","","","","vo_fpc"
"906","19060043","0","啊……","0","1","11","0.5","0","10","126911"
"906","19060044","","","","","91","","","","0"
"906","19060045","","0","","","93","","","","0.5"
"906","19060046","0.1","06_chika_float_notice_in","1","06_chika_float_notice","3","","0.1","0","117311"
"906","19060047","","vo_fpc_20604","","0","21","","","","vo_fpc"
"906","19060048","0","對不起，因為妳唱歌很好聽，\n所以我忍不住唱起和聲了……\n打擾到妳了吧。","0","1","11","0.5","0","9","117311"
"906","19060049","","","","","91","","","","0"
"906","19060050","","0","","","93","","","","0.5"
"906","19060051","","vo_fpc_20605","","0","21","","","","vo_fpc"
"906","19060052","0","不會……\n妳唱歌也很好聽……\n所以，要是可以的話，\n繼續唱吧……","0","1","11","0.5","0","8","126911"
"906","19060053","","","","","91","","","","0"
"906","19060054","","0","","","93","","","","0.5"
"906","19060055","0.2","06_chika_float_smile","","","3","","","1","117311"
"906","19060056","","vo_fpc_20606","","0","21","","","","vo_fpc"
"906","19060057","0","好的。","0","1","11","0.5","0","10","117311"
"906","19060058","","","","","91","","","","0"
"906","19060059","","0","","","93","","","","0.5"
"906","19060060","","vo_fpc_20607","","0","21","","","","vo_fpc"
"906","19060061","0.2","06_cmn_float_sing","","","3","","","1","126911"
"906","19060062","0.2","06_cmn_float_sing","","","3","","","1","117311"
"906","19060063","","0","","","32","","","","10071"
"906","19060064","","1","","","32","","","","10071"
"906","19060065","","1","","","32","","","","10081"
"906","19060066","","0","","","93","","","","2"
"906","19060067","","850","","4.11764705882353","2","","","-180","126911"
"906","19060068","","880","","4.11764705882353","33","","","-180","11"
"906","19060069","","880","","4.11764705882353","33","","","-180","10071"
"906","19060070","","850","","5.88235294117647","2","","","-125","117311"
"906","19060071","","850","","5.88235294117647","33","","","-125","21"
"906","19060072","","850","","5.88235294117647","33","","","-125","10081"
"906","19060073","","0","","","93","","","","1.5"
"906","19060074","","0","","","32","","","","10071"
"906","19060075","","1","","","32","","","","10071"
"906","19060076","","0","","","32","","","","10081"
"906","19060077","","1","","","32","","","","10081"
"906","19060078","","","","","91","","","","19060070"
"907","19070001","1.75","127111","-125","-850","1","07_shinobu_search","0","12","1"
"907","19070002","1.75","113111","-180","-850","1","07_ruka_float","0","22","1"
"907","19070003","1.75","4","-180","-850","5","07_dokuro_float","0","22","4"
"907","19070004","1","11","1","-125","31","","","-850","5"
"907","19070005","1","21","1","-180","31","","","-850","4"
"907","19070006","1","31","1","-180","31","","","-850","4"
"907","19070007","","se_fpc_water_random","","","23","","","1","se_10053800"
"907","19070008","","0","","","91","","","","19070006"
"907","19070009","0.1","07_shinobu_search","","","3","","","1","127111"
"907","19070010","","325","12","8.38806396344946","2","","","-125","127111"
"907","19070011","","325","12","8.38806396344946","33","","","-125","11"
"907","19070012","","","","","91","","","",""
"907","19070013","0.1","07_shinobu_talk_in","1","07_shinobu_talk_loop","3","","0.1","0","127111"
"907","19070014","","0","","","93","","","","1"
"907","19070015","","vo_fpc_20700","","0","21","","","","vo_fpc"
"907","19070016","0","爸爸去哪裡了呢？\n不要又引起什麼事件就好了……","0","1","11","0.5","0","6","127111"
"907","19070017","","","","","91","","","","0"
"907","19070018","","0","","","93","","","","0.5"
"907","19070019","","-150","12","4.11764705882353","2","","","-180","113111"
"907","19070020","","-150","12","4.11764705882353","33","","","-180","21"
"907","19070021","","","","","91","","","",""
"907","19070022","0.1","07_ruka_float2","","","3","","","1","113111"
"907","19070023","","vo_fpc_20701","","0","21","","","","vo_fpc"
"907","19070024","0","唔，沒想到竟然會在這種地方\n碰到骷髏頭呢……","0","1","11","0.5","0","7","113111"
"907","19070025","","","","","91","","","","0"
"907","19070026","","0","","","93","","","","0.5"
"907","19070027","","vo_fpc_20702","","0","21","","","","vo_fpc"
"907","19070028","0","在那傢伙面前一個驚慌失措，\n我不小心把骷髏頭踢飛了……","0","1","11","0.5","0","10","113111"
"907","19070029","","","","","91","","","","0"
"907","19070030","","0","","","93","","","","0.5"
"907","19070031","","vo_fpc_20703","","0","21","","","","vo_fpc"
"907","19070032","0","從那之後就沒有看到了，\n要是有好好地安息就好……","0","1","11","0.5","0","7","113111"
"907","19070033","","","","","91","","","","0"
"907","19070034","","0","","","93","","","","0.5"
"907","19070035","0.1","07_ruka_float","","","3","","","1","113111"
"907","19070036","","vo_fpc_20704","","0","21","","","","vo_fpc"
"907","19070037","0","說什麼「一起」、「去吧」之類的，\n是在世的時候有什麼怨念嗎？","0","1","11","0.5","0","8","113111"
"907","19070038","","","","","91","","","","0"
"907","19070039","","0","","","93","","","","0.5"
"907","19070040","","850","","4.52488687782805","2","","","-180","113111"
"907","19070041","","850","","4.52488687782805","33","","","-180","21"
"907","19070042","","1","","","4","","","","113111"
"907","19070043","0.1","07_ruka_float","","","3","","","1","113111"
"907","19070044","","0","","","93","","","","3.2"
"907","19070045","0.1","07_shinobu_turnFace_in","1","07_shinobu_turnFace_loop","3","","0.1","0","127111"
"907","19070046","","","","","91","","","","19070040"
"907","19070047","","-200","","3.82352941176471","2","","","-180","4"
"907","19070048","","-200","","3.82352941176471","33","","","-180","31"
"907","19070049","","","","","91","","","","19070047"
"907","19070050","0.1","07_shinobu_surprise_in","1","07_shinobu_surprise_loop","3","","0.1","0","127111"
"907","19070051","","vo_fpc_20705","","0","21","","","","vo_fpc"
"907","19070052","0","嗚嗚……小姐……","0","1","11","0.5","120","13","4"
"907","19070053","","","","","91","","","","0"
"907","19070054","","0","","","93","","","","0.5"
"907","19070055","0.2","07_dokuro_spin","","","3","","","1","4"
"907","19070056","","vo_fpc_20706","","0","21","","","","vo_fpc"
"907","19070057","0","小姐，要一起\n去溜滑水道嗎──？\n咕嘿嘿嘿……","0","1","11","0.5","120","6","4"
"907","19070058","","","","","91","","","","0"
"907","19070059","","0","","","93","","","","0.5"
"907","19070060","0.1","07_shinobu_sad_in","1","07_shinobu_sad_loop","3","","0.1","0","127111"
"907","19070061","","vo_fpc_20707","","0","21","","","","vo_fpc"
"907","19070062","0","看來果然是自作自受呢……\n別管他了吧。","0","1","11","0.5","0","7","127111"
"907","19070063","","","","","91","","","","0"
"907","19070064","","0","","","93","","","","0.5"
"907","19070065","0.1","07_shinobu_swim_in","1","07_shinobu_swim_loop","3","","0.1","0","127111"
"907","19070066","","1","","","32","","","","11"
"907","19070067","","850","","3.08823529411765","2","","","-125","127111"
"907","19070068","","850","","3.08823529411765","33","","","-125","11"
"907","19070069","0.3","07_dokuro_float","","","3","","","1","4"
"907","19070070","","850","","6.17647058823529","2","","","-180","4"
"907","19070071","","850","","6.17647058823529","33","","","-180","31"
"907","19070072","","","","","91","","","","19070070"
"908","19080001","1.4875","107811","-15","750","1","cmn_walk_r","0","12","1"
