23e594a92fea073730c247d119943109a340cf18d7da96c0d6828ec0cf2f960e,10e9fcb44b81e7334e2109562b6d7aa55fa63c01af86b6af8cc0adf90361e28f,be5fa1d304f4888dcbf82b6b1a81a9e005cc9584daf605d41cc9fa574bf89403,d9fd81142010322ed8c409ff5172965862e622b32982174dbcc7b9bd9551b170,ca8fce910db6dbfa3da212bf15ddc05822f2479f6ffc79e3266ce6ae7630b7b9,76b3e64944d565e026cd488fbceac439f9c8b0dad7a1f89ba4aee8006e128052,edcc8a05bfc50f0c3ec379a6e964464956381e3ce8207d790e847c27225b4f3e,6d8d0a64ec2168a487dcf355cfa65d13d3f67991d7cde7db5c267e8162d536e0,5c8d389997cfc1689449a340dc618f9960ef02e4a8dc09c29703255ca2531b79,fa2d59ff68d1ce34673ae4dcbfe22a8f5a672f9d97fcccbf25e7add4380c12b6,7e2501a55ea57a5757d4147d28dd825af1d09eb11d2d83a13fd8f844717a9149,9dbde25786bbcba88c3e2ab4de88e2e2b0484897c0dcf224fb89cf1249770f6e,b512b16d6e9253f56ced4fb8e58564f4b1fe6ce651f996510cbdf8dbbc299056,dda6bd2ac48eb6c772f146d2f50908c446f29dd2d6117c42075ddcfc1a956cf7,0abd8fb6086e8ebbb840224e0d8cdfc4b5fb1c49a786ff6a3bd5f7eb08b1be5e,c43d50744bea5a6a87fef9275d987af2507223e817d02c62e66e36541d4c1edf,5d0979ab0b2bf3be34b8bd8590b6de26cb1090f57ad9836dd97f19aad8bed4a6,860dafbfd98f85896da58f7c13c9c92644b165a811a8de09f6e0e6214c0f7f11,3a0fb6539897dbbd9382195644e11c84529d919dfff21f05da35ddeca118af45,80952539e540c288bc2efaaa49763d581fba51278aa21d66b3d7207775e4b572,aeb876cf96c23aa45bbdb0f2950da8efab64c91b15ae6fc7b38d4562cec1bf6b,fd4ffca3b0aacb480ef0fc190bdfd427524396de2db7077d65983642e9359c2e
"-10","200","0","-30","bgm_M64","101021","-15","100","0.8","1","-50","1.1","1038","10380103","1.2","3","100","101021","1","0","1","3"
"0","200","-30","-30","bgm_M64","101021","0","-70","0.9","1","190","1","1038","10380104","1.3","4","200","101021","1","0","1","4"
"0","220","0","-30","bgm_M55","101031","0","0","1.4","1","440","1.6","1038","10380105","1.8","5","200","101031","1","0","1","5"
"-30","210","0","-30","bgm_M64","101041","0","-125","0.6","1","-470","0.7","1039","10390101","0.8","1","250","101041","1","10","1","1"
"0","200","0","-30","bgm_M64","101041","0","-95","0.65","1","-210","0.7","1039","10390102","1","2","200","101041","1","10","1","2"
"-10","200","0","-30","bgm_M64","101041","-15","-120","0.9","1","50","1","1039","10390103","1.3","3","100","101041","1","0","1","3"
"0","200","0","-30","bgm_M64","101041","0","35","0.9","1","195","1.3","1039","10390104","1.35","4","100","101041","1","0","1","4"
"0","210","-50","-30","bgm_M55","101042","0","-55","1.1","1.3","450","1.35","1039","10390105","1.8","5","150","101042","1","0","1","5"
"0","210","0","-30","bgm_M64","101161","0","-120","0.6","1","-480","0.85","1040","10400101","0.8","1","250","101161","1","10","1","1"
"0","240","0","-30","bgm_M64","101161","0","-100","0.75","1","-260","1.1","1040","10400102","1.2","2","100","101161","1","0","1","2"
"-10","200","0","-30","bgm_M64","101161","-5","65","0.65","1","-10","1","1040","10400103","1.1","3","100","101161","1","5","1","3"
"0","200","43","-30","bgm_M64","101161","0","-110","0.9","1","190","1","1040","10400104","1","4","150","101161","1","0","1","4"
"-45","280","-50","-30","bgm_M55","101162","-40","-70","0.9","1.3","485","1","1040","10400105","1.15","5","270","101162","1","-10","1","5"
"0","210","0","-30","bgm_M64","101171","0","-120","0.6","1","-480","0.85","1041","10410101","0.8","1","120","101171","1","10","1","1"
"0","200","0","-30","bgm_M64","101171","0","-120","0.75","1","-260","1","1041","10410102","1.2","2","120","101171","1","10","1","2"
"-60","200","-50","-30","bgm_M64","101171","-13","0","0.6","1","-10","0.55","1041","10410103","0.9","3","150","101171","1","0","1.4","3"
"0","200","0","-30","bgm_M64","101171","0","-110","0.9","1","190","1","1041","10410104","1.2","4","100","101171","1","0","1","4"
"0","250","-50","-30","bgm_M55","101172","-20","-30","1","1","475","1","1041","10410105","1.45","5","200","101172","1","10","1","5"
"-30","210","0","-30","bgm_M64","101191","0","-120","0.6","1","-480","0.7","1042","10420101","0.8","1","100","101191","1","10","1","1"
"0","200","0","-30","bgm_M64","101191","0","-100","0.8","1","-260","1","1042","10420102","1.2","2","100","101191","1","10","1","2"
"-10","200","-30","-30","bgm_M64","101451","-15","65","0.9","1","-10","1","1042","10420103","1.4","3","100","101191","1","0","1","3"
"0","200","0","-30","bgm_M64","101191","0","-110","0.65","1","190","1","1042","10420104","1.1","4","100","101191","1","0","1","4"
"-45","280","-50","-30","bgm_M55","101192","0","-70","1.1","1","485","1","1042","10420105","1.3","5","200","101192","1","-10","1.2","5"
"0","210","0","-30","bgm_M64","101201","0","-120","0.6","1","-480","0.85","1043","10430101","0.8","1","100","101201","1","10","1","1"
"0","240","0","-30","bgm_M64","101201","0","-120","0.75","1","-260","1.1","1043","10430102","1.2","2","100","101201","1","10","1","2"
"-10","200","0","-30","bgm_M64","101201","-15","65","0.8","1","-10","1","1043","10430103","1.1","3","100","101201","1","0","1","3"
"0","200","43","-30","bgm_M64","101201","0","-110","0.7","1","190","1","1043","10430104","1","4","100","101201","1","0","1","4"
"-45","250","-50","-30","bgm_M55","101202","-20","-30","1","1","475","1","1043","10430105","1.45","5","100","101202","1","10","1","5"
"0","210","0","-30","bgm_M64","101291","0","-120","0.6","1","-480","0.85","1044","10440101","0.8","1","100","101291","1","10","1","1"
"0","240","0","-30","bgm_M64","101291","0","-120","0.75","1","-260","1.1","1044","10440102","1.2","2","100","101291","1","10","1","2"
"-10","200","0","-30","bgm_M64","101291","-15","65","1.55","1","-40","2.2","1044","10440103","2.3","3","100","101291","1","0","1","3"
"0","200","0","-30","bgm_M64","101291","0","-110","1.1","1","150","1","1044","10440104","1.2","4","100","101291","1","0","1","4"
"30","230","15","-30","bgm_M55","101292","-20","-15","1.1","1","490","1","1044","10440105","1.45","5","100","101292","1","30","1","5"
"-30","210","0","-30","bgm_M64","101301","0","-120","0.58","1","-480","0.7","1045","10450101","0.8","1","100","101301","1","10","1","1"
"0","200","0","-30","bgm_M64","101301","0","-120","0.9","1","-260","1","1045","10450102","1.2","2","100","101301","1","10","1","2"
"-10","200","-30","-30","bgm_M64","101301","0","100","0.93","1","-50","1","1045","10450103","1.4","3","200","101301","1","-10","1","3"
"0","200","15","-30","bgm_M64","101301","0","-100","0.9","1","100","1","1045","10450104","1.3","4","100","101301","1","0","1","4"
"-30","270","-15","-30","bgm_M55","101302","-20","-55","1","1","470","1.1","1045","10450105","1.2","5","100","101302","1","10","1","5"
"0","210","0","-30","bgm_M64","101161","0","-130","0.575","1","-450","0.85","1046","10460101","0.8","1","100","101441","1","10","1","1"
"0","200","0","-30","bgm_M64","101161","0","-120","0.75","1","-250","0.7","1046","10460102","1","2","200","101441","1","10","1","2"
"-10","200","0","-30","bgm_M64","101161","-15","50","0.8","1","-10","1.1","1046","10460103","1.2","3","100","101441","1","0","1","3"
"0","200","43","-30","bgm_M64","101161","0","-100","0.8","1","210","1","1046","10460104","1","4","150","101441","1","0","1","4"
"-30","230","-35","-30","bgm_M55","101162","-20","-70","0.95","1","470","1.1","1046","10460105","1.2","5","100","101442","1","10","1","5"
"-30","210","0","-30","bgm_M64","101451","0","-130","0.58","1","-450","0.7","1047","10470101","0.8","1","100","101451","1","10","1","1"
"0","200","0","-30","bgm_M64","101451","0","-120","0.9","1","-250","1","1047","10470102","1.2","2","100","101451","1","10","1","2"
"-10","200","-30","-30","bgm_M64","101451","-15","50","0.9","1","-20","1","1047","10470103","1.4","3","100","101451","1","0","1","3"
"0","200","0","-30","bgm_M64","101451","0","-100","0.8","1","200","0.85","1047","10470104","1","4","100","101451","1","0","1","4"
"-50","290","-35","-30","bgm_M55","101452","0","-70","1.25","1","510","1.4","1047","10470105","1.55","5","100","101452","1","0","1.2","5"
"-30","210","0","-30","bgm_M64","101451","0","-130","0.58","1","-450","0.7","1048","10480101","0.8","1","100","101561","1","10","1","1"
"0","240","0","-30","bgm_M64","101451","0","-120","0.75","1","-240","1.1","1048","10480102","1.2","2","100","101561","1","0","1","2"
"-60","200","-50","-30","bgm_M64","101451","-13","0","0.6","1","-10","0.55","1048","10480103","0.9","3","150","101561","1","0","1.4","3"
"0","200","20","-30","bgm_M64","101451","0","-100","0.7","1","195","1","1048","10480104","1.1","4","100","101561","1","0","1","4"
"-50","290","-60","-30","bgm_M55","101452","0","-70","1.25","1","460","1.35","1048","10480105","1.55","5","400","101562","1","0","1.4","5"
"-30","210","0","-30","bgm_M64","101001","0","-120","0.58","1","-480","0.7","1049","10490101","0.8","1","100","101001","1","10","1","1"
"0","200","0","-30","bgm_M64","101001","0","-120","0.75","1","-270","1.1","1049","10490102","1.2","2","100","101001","1","10","1","2"
"-10","200","-30","-30","bgm_M64","101001","-15","65","0.9","1","-25","1","1049","10490103","1.4","3","200","101001","1","0","1","3"
"0","200","-30","-30","bgm_M64","101001","0","-120","0.9","1","200","1","1049","10490104","1.1","4","150","101001","1","0","1","4"
"0","250","0","-30","bgm_M55","101011","0","-40","1.2","1","480","1","1049","10490105","1.3","5","200","101011","1","0","1.2","5"
"-30","210","-25","-30","bgm_M64","101021","0","-110","0.575","1","-450","0.9","1050","10500101","1","1","170","101021","1","10","1","1"
"0","240","0","-30","bgm_M64","101021","0","-120","0.75","1","-240","1.1","1050","10500102","1.2","2","100","101021","1","0","1","2"
"-10","200","0","-30","bgm_M64","101021","-5","65","0.6","1","-10","0.8","1050","10500103","0.9","3","100","101021","1","5","1","3"
"0","200","0","-30","bgm_M64","101021","0","-110","0.65","1","190","1","1050","10500104","1.1","4","100","101021","1","0","1","4"
"0","220","0","-30","bgm_M55","101031","0","0","1.4","1","440","1.6","1050","10500105","1.8","5","200","101031","1","0","1","5"
"-30","210","0","-30","bgm_M64","101041","0","-130","0.58","1","-450","0.7","1051","10510101","0.8","1","100","101041","1","10","1","1"
"0","200","0","-30","bgm_M64","101041","0","-120","0.65","1","-250","0.7","1051","10510102","1","2","200","101041","1","10","1","2"
"-10","200","-10","-30","bgm_M64","101041","-15","70","0.75","1","-35","1","1051","10510103","1.3","3","100","101041","1","10","1","3"
"0","200","0","-30","bgm_M64","101041","0","-110","1","1","150","1","1051","10510104","1.4","4","100","101041","1","0","1","4"
"0","210","-50","-30","bgm_M55","101042","0","-55","1.1","1.3","450","1.35","1051","10510105","1.8","5","150","101042","1","0","1","5"
"-30","210","0","-30","bgm_M64","101161","0","-120","0.6","1","-480","0.7","1052","10520101","0.8","1","250","101161","1","10","1","1"
"0","240","0","-30","bgm_M64","101161","0","-100","0.75","1","-260","1.1","1052","10520102","1.2","2","100","101161","1","0","1","2"
"-10","200","0","-30","bgm_M64","101161","-5","65","0.65","1","-10","1","1052","10520103","1.1","3","100","101161","1","5","1","3"
"0","200","-30","-30","bgm_M64","101161","0","-50","0.8","1","240","1","1052","10520104","1.3","4","100","101161","1","0","1","4"
"-45","280","-50","-30","bgm_M55","101162","-40","-70","0.9","1.3","485","1","1052","10520105","1.15","5","270","101162","1","-10","1","5"
"0","210","0","-30","bgm_M64","101171","0","-120","0.5","1","-480","0.85","1053","10530101","0.8","1","120","101171","1","10","1","1"
"0","200","0","-30","bgm_M64","101171","0","-120","0.75","1","-270","1.1","1053","10530102","1.2","2","100","101171","1","10","1","2"
"-10","200","0","-30","bgm_M64","101171","-15","65","1.55","1","-25","2.2","1053","10530103","2.3","3","100","101171","1","0","1","3"
"0","200","-30","-30","bgm_M64","101171","0","-100","0.9","1","200","1","1053","10530104","1.5","4","100","101171","1","0","1","4"
"0","250","-50","-30","bgm_M55","101172","-20","-30","1","1","475","1","1053","10530105","1.45","5","200","101172","1","10","1","5"
"-30","210","-25","-30","bgm_M64","101191","0","-110","0.575","1","-450","0.9","1054","10540101","1","1","170","101191","1","10","1","1"
"0","200","0","-30","bgm_M64","101191","0","-120","0.65","1","-250","0.7","1054","10540102","1","2","200","101191","1","10","1","2"
"-10","200","0","-30","bgm_M64","101191","-15","50","0.8","1","-10","1.1","1054","10540103","1.2","3","100","101191","1","0","1","3"
"0","200","0","-30","bgm_M64","101191","0","-90","1","1","190","1","1054","10540104","1.5","4","200","101191","1","0","1","4"
"-45","280","-50","-30","bgm_M55","101192","0","-70","1.1","1","485","1","1054","10540105","1.3","5","200","101192","1","-10","1.2","5"
"0","210","0","-30","bgm_M64","101201","0","-120","0.5","1","-480","0.85","1055","10550101","0.8","1","120","101201","1","10","1","1"
"-30","240","-30","-30","bgm_M64","101201","0","-120","0.7","1","-250","1","1055","10550102","1","2","250","101201","1","0","1","2"
"-10","200","0","-30","bgm_M64","101201","-15","65","0.8","1","-10","1","1055","10550103","1.1","3","100","101201","1","0","1","3"
"0","200","43","-30","bgm_M64","101201","0","-110","0.7","1","190","1","1055","10550104","1","4","100","101201","1","0","1","4"
"-45","250","-50","-30","bgm_M55","101202","-20","-30","1","1","475","1","1055","10550105","1.45","5","100","101202","1","10","1","5"
"-30","210","0","-30","bgm_M64","101291","0","-120","0.6","1","-480","0.7","1056","10560101","0.8","1","250","101291","1","10","1","1"
"0","240","0","-30","bgm_M64","101291","0","-100","0.75","1","-260","1.1","1056","10560102","1.2","2","100","101291","1","0","1","2"
"-10","200","-30","-30","bgm_M64","101291","-15","50","0.9","1","-35","1","1056","10560103","1.4","3","100","101291","1","0","1","3"
"0","200","-30","-30","bgm_M64","101291","0","-120","0.9","1","190","1","1056","10560104","1.1","4","150","101291","1","0","1","4"
"30","230","15","-30","bgm_M55","101292","-20","-15","1.1","1","490","1","1056","10560105","1.45","5","100","101292","1","30","1","5"
"-30","210","-25","-30","bgm_M64","101301","0","-110","0.575","1","-450","0.9","1057","10570101","1","1","170","101301","1","10","1","1"
"0","200","0","-30","bgm_M64","101301","0","-120","0.75","1","-270","1.1","1057","10570102","1.2","2","100","101301","1","10","1","2"
"-10","200","-30","-30","bgm_M64","101301","0","100","0.93","1","-50","1","1057","10570103","1.4","3","200","101301","1","-10","1","3"
"0","200","0","-30","bgm_M64","101301","0","-110","0.9","1","190","1","1057","10570104","1.2","4","100","101301","1","0","1","4"
"-30","270","-15","-30","bgm_M55","101302","-20","-55","1","1","470","1.1","1057","10570105","1.2","5","100","101302","1","10","1","5"
"-30","210","0","-30","bgm_M64","101441","0","-120","0.6","1","-480","0.7","1058","10580101","0.8","1","250","101441","1","10","1","1"
"-30","240","-30","-30","bgm_M64","101441","0","-120","0.7","1","-250","1","1058","10580102","1","2","250","101441","1","0","1","2"
"-10","200","-10","-30","bgm_M64","101441","-15","70","0.75","1","-5","1","1058","10580103","1.3","3","100","101441","1","10","1","3"
"0","200","20","-30","bgm_M64","101441","0","-100","0.8","1","210","1","1058","10580104","1.1","4","100","101441","1","10","1","4"
"-30","230","-35","-30","bgm_M55","101442","-20","-70","0.95","1","470","1.1","1058","10580105","1.2","5","100","101442","1","10","1","5"
"-30","210","-25","-30","bgm_M64","101451","0","-110","0.575","1","-450","0.9","1059","10590101","1","1","170","101451","1","10","1","1"
"0","200","0","-30","bgm_M64","101451","0","-120","0.65","1","-250","0.7","1059","10590102","1","2","200","101451","1","10","1","2"
"-60","200","-50","-30","bgm_M64","101451","-13","0","0.6","1","-10","0.55","1059","10590103","0.9","3","150","101451","1","0","1.4","3"
"0","200","0","-30","bgm_M64","101451","0","-120","0.7","1","200","0.7","1059","10590104","1","4","100","101451","1","0","1","4"
"-50","290","-35","-30","bgm_M55","101452","0","-70","1.25","1","510","1.4","1059","10590105","1.55","5","100","101452","1","0","1.2","5"
"0","210","0","-30","bgm_M64","101561","0","-120","0.5","1","-480","0.85","1060","10600101","0.8","1","120","101561","1","10","1","1"
"0","200","0","-30","bgm_M64","101561","0","-120","0.75","1","-270","1.1","1060","10600102","1.2","2","100","101561","1","10","1","2"
"-10","200","-30","-30","bgm_M64","101561","-15","65","0.9","1","-25","1","1060","10600103","1.4","3","200","101561","1","0","1","3"
"0","200","0","-30","bgm_M64","101561","0","-110","0.65","1","190","1","1060","10600104","1.1","4","100","101561","1","0","1","4"
"-50","290","-60","-30","bgm_M55","101562","0","-70","1.25","1","460","1.35","1060","10600105","1.55","5","400","101562","1","0","1.4","5"
"-30","210","0","-30","bgm_M64","101001","0","-120","0.6","1","-480","0.7","1061","10610101","0.8","1","250","101001","1","10","1","1"
"0","240","0","-30","bgm_M64","101001","0","-100","0.75","1","-260","1.1","1061","10610102","1.2","2","100","101001","1","0","1","2"
"-10","200","-30","-30","bgm_M64","101001","-15","65","1","1","-10","1","1061","10610103","1.4","3","100","101001","1","0","1","3"
"0","200","0","-30","bgm_M64","101001","0","-110","1","1","200","1","1061","10610104","1.4","4","100","101001","1","0","1","4"
"0","250","0","-30","bgm_M55","101011","0","-40","1.2","1","480","1","1061","10610105","1.3","5","200","101011","1","0","1.2","5"
"0","210","0","-30","bgm_M64","101021","0","-120","0.5","1","-480","0.85","1063","10630101","0.8","1","120","101021","1","10","1","1"
"-30","240","-30","-30","bgm_M64","101021","0","-120","0.7","1","-250","1","1063","10630102","1","2","250","101021","1","0","1","2"
"0","200","0","-30","bgm_M64","101021","0","70","0.9","1","-10","1","1063","10630103","1.3","3","100","101021","1","0","1","3"
"0","200","-30","-30","bgm_M64","101021","0","-70","0.8","1","240","1","1063","10630104","1.2","4","100","101021","1","0","1","4"
"0","220","0","-30","bgm_M55","101031","0","0","1.4","1","470","1.6","1063","10630105","1.8","5","200","101031","1","0","1","5"
"-30","210","-25","-30","bgm_M64","101041","0","-110","0.575","1","-450","0.9","1064","10640101","1","1","170","101041","1","10","1","1"
"0","200","0","-30","bgm_M64","101041","0","-120","0.65","1","-250","0.7","1064","10640102","1","2","200","101041","1","10","1","2"
"-10","200","0","-30","bgm_M64","101041","-15","65","0.8","1","-10","1","1064","10640103","1.1","3","100","101041","1","0","1","3"
"0","200","-30","-30","bgm_M64","101041","0","-100","0.9","1","200","1","1064","10640104","1.5","4","100","101041","1","0","1","4"
"0","210","-50","-30","bgm_M55","101042","0","-55","1.1","1.3","450","1.35","1064","10640105","1.8","5","150","101042","1","0","1","5"
"-30","210","0","-30","bgm_M64","101161","0","-120","0.6","1","-480","0.7","1065","10650101","0.8","1","250","101161","1","10","1","1"
"0","240","0","-30","bgm_M64","101161","0","-100","0.75","1","-260","1.1","1065","10650102","1.2","2","100","101161","1","0","1","2"
"-10","200","0","-30","bgm_M64","101161","-5","65","0.65","1","-10","1","1065","10650103","1.1","3","100","101161","1","5","1","3"
"0","200","0","-30","bgm_M64","101161","0","-100","0.8","1","200","0.85","1065","10650104","1","4","100","101161","1","0","1","4"
"-45","280","-50","-30","bgm_M55","101162","-40","-70","0.9","1.3","485","1","1065","10650105","1.15","5","270","101162","1","-10","1","5"
"0","210","0","-30","bgm_M64","101171","0","-120","0.5","1","-480","0.85","1066","10660101","0.8","1","120","101171","1","10","1","1"
"-30","240","-30","-30","bgm_M64","101171","0","-120","0.7","1","-250","1","1066","10660102","1","2","250","101171","1","0","1","2"
"-10","200","0","-30","bgm_M64","101171","-10","65","0.8","1","0","1.1","1066","10660103","1.15","3","100","101171","1","0","1","3"
"-10","200","0","-30","bgm_M64","101171","0","5","0.9","1","230","1.3","1066","10660104","1.35","4","100","101171","1","0","1","4"
"0","250","-50","-30","bgm_M55","101172","-20","-30","1","1","475","1","1066","10660105","1.45","5","200","101172","1","10","1","5"
"-30","210","0","-30","bgm_M64","101191","0","-50","0.6","1","-480","0.7","1067","10670101","0.8","1","250","101191","1","10","1","1"
"0","200","0","-30","bgm_M64","101191","0","-120","0.75","1","-270","1.1","1067","10670102","1.2","2","100","101191","1","10","1","2"
"-10","200","-30","-30","bgm_M64","101191","-15","50","0.9","1","-20","1","1067","10670103","1.4","3","100","101191","1","0","1","3"
"0","200","0","-30","bgm_M64","101191","0","-90","1","1","200","1","1067","10670104","1.5","4","200","101191","1","0","1","4"
"-45","280","-50","-30","bgm_M55","101192","0","-70","1.1","1","485","1","1067","10670105","1.3","5","200","101192","1","-10","1.2","5"
"0","210","20","-30","bgm_M64","101201","0","0","0.8","1","-470","1.1","1068","10680101","1.45","1","100","101201","1","10","1","1"
"0","200","0","-30","bgm_M64","101201","0","-120","0.65","1","-250","0.7","1068","10680102","1","2","200","101201","1","10","1","2"
"-10","200","-10","-30","bgm_M64","101201","-15","70","0.75","1","-5","1","1068","10680103","1.3","3","100","101201","1","10","1","3"
"0","200","43","-30","bgm_M64","101201","0","-110","0.7","1","190","1","1068","10680104","1","4","100","101201","1","0","1","4"
"-45","250","-50","-30","bgm_M55","101202","-20","-30","1","1","475","1","1068","10680105","1.45","5","100","101202","1","10","1","5"
"-30","210","-25","-30","bgm_M64","101291","0","-110","0.575","1","-450","0.9","1069","10690101","1","1","170","101291","1","10","1","1"
"0","240","0","-30","bgm_M64","101291","0","-25","0.75","1","-225","1.1","1069","10690102","1.2","2","100","101291","1","0","1","2"
"-10","200","0","-30","bgm_M64","101291","-15","65","1.55","1","0","2.2","1069","10690103","2.3","3","100","101291","1","0","1","3"
"0","200","0","-30","bgm_M64","101291","0","-110","0.65","1","190","1","1069","10690104","1.1","4","100","101291","1","0","1","4"
"30","230","15","-30","bgm_M55","101292","-20","-15","1.1","1","490","1","1069","10690105","1.45","5","100","101292","1","30","1","5"
"-30","210","0","-30","bgm_M64","101301","0","-50","0.6","1","-480","0.7","1070","10700101","0.8","1","250","101301","1","10","1","1"
"0","200","0","-30","bgm_M64","101301","0","-120","0.65","1","-250","0.7","1070","10700102","1","2","200","101301","1","10","1","2"
"-10","200","-30","-30","bgm_M64","101301","0","100","0.93","1","-50","1","1070","10700103","1.4","3","200","101301","1","-10","1","3"
"0","200","-30","-30","bgm_M64","101301","0","-120","0.9","1","190","1","1070","10700104","1.1","4","150","101301","1","0","1","4"
"-30","270","-15","-30","bgm_M55","101302","-20","-55","1","1","470","1.1","1070","10700105","1.2","5","100","101302","1","10","1","5"
"0","210","20","-30","bgm_M64","101441","0","0","0.8","1","-470","1.1","1071","10710101","1.45","1","100","101441","1","10","1","1"
"-30","240","-30","-30","bgm_M64","101441","0","-120","0.7","1","-250","1","1071","10710102","1","2","250","101441","1","0","1","2"
"-10","200","0","-30","bgm_M64","101441","-15","65","0.8","1","-10","1","1071","10710103","1.1","3","100","101441","1","0","1","3"
"0","200","0","-30","bgm_M64","101441","0","-120","0.7","1","200","0.7","1071","10710104","1","4","100","101441","1","0","1","4"
"-30","230","-35","-30","bgm_M55","101442","-20","-70","0.95","1","470","1.1","1071","10710105","1.2","5","100","101442","1","10","1","5"
"-30","210","-25","-30","bgm_M64","101451","0","-110","0.575","1","-450","0.9","1072","10720101","1","1","170","101451","1","10","1","1"
"0","240","0","-30","bgm_M64","101451","0","-25","0.75","1","-225","1.1","1072","10720102","1.2","2","100","101451","1","0","1","2"
"-10","200","-30","-30","bgm_M64","101451","-15","65","1","1","-10","1","1072","10720103","1.4","3","100","101451","1","0","1","3"
"0","200","20","-30","bgm_M64","101451","0","-100","0.8","1","210","1","1072","10720104","1.1","4","100","101451","1","10","1","4"
"-50","290","-35","-30","bgm_M55","101452","0","-70","1.25","1","510","1.4","1072","10720105","1.55","5","100","101452","1","0","1.2","5"
"-30","210","-25","-30","bgm_M64","101561","0","0","0.575","1","-450","0.9","1073","10730101","1","1","170","101561","1","10","1","1"
"0","200","0","-30","bgm_M64","101561","0","-120","0.75","1","-270","1.1","1073","10730102","1.2","2","100","101561","1","10","1","2"
"-10","200","0","-30","bgm_M64","101561","-5","65","0.65","1","-10","1","1073","10730103","1.1","3","100","101561","1","5","1","3"
"0","200","0","-30","bgm_M64","101561","0","-110","1","1","200","1","1073","10730104","1.4","4","100","101561","1","0","1","4"
"-50","290","-60","-30","bgm_M55","101562","0","-70","1.25","1","460","1.35","1073","10730105","1.55","5","400","101562","1","0","1.4","5"
"-30","210","0","-30","bgm_M64","101001","0","-50","0.6","1","-480","0.7","1074","10740101","0.8","1","250","101001","1","10","1","1"
"10","240","10","-30","bgm_M64","101001","0","-110","0.9","1","-260","1.1","1074","10740102","1.35","2","200","101001","1","0","1","2"
"-10","200","-10","-30","bgm_M64","101001","-15","70","0.75","1","-5","1","1074","10740103","1.15","3","100","101001","1","10","1","3"
"0","200","0","-30","bgm_M64","101001","0","-110","0.9","1","190","1","1074","10740104","1.2","4","100","101001","1","0","1","4"
"0","250","0","-30","bgm_M55","101011","0","-40","1.2","1","480","1","1074","10740105","1.3","5","200","101011","1","0","1.2","5"
"0","210","20","-30","bgm_M64","101021","0","0","0.8","1","-470","1.1","1075","10750101","1.45","1","100","101021","1","10","1","1"
"0","200","0","-30","bgm_M64","101021","0","-120","0.65","1","-250","0.7","1075","10750102","1","2","200","101021","1","10","1","2"
"-60","200","-50","-30","bgm_M64","101021","-13","0","0.6","1","-10","0.55","1075","10750103","0.9","3","150","101021","1","0","1.4","3"
"0","200","-30","-30","bgm_M64","101021","0","-100","0.9","1","200","1","1075","10750104","1.5","4","100","101021","1","0","1","4"
"0","220","0","-30","bgm_M55","101031","0","0","1.4","1","470","1.6","1075","10750105","1.8","5","200","101031","1","0","1","5"
"-30","210","-25","-30","bgm_M64","101041","0","-110","0.575","1","-480","0.9","1076","10760101","1","1","170","101041","1","10","1","1"
"-30","240","-30","-30","bgm_M64","101041","0","-20","0.7","1","-230","1","1076","10760102","1","2","250","101041","1","0","1","2"
"-10","200","-30","-30","bgm_M64","101041","-15","-120","0.9","1","15","1","1076","10760103","1.4","3","100","101041","1","0","1","3"
"-50","200","-60","-30","bgm_M64","101041","0","40","0.8","1","200","1","1076","10760104","1.3","4","300","101041","1","0","1","4"
"0","210","-50","-30","bgm_M55","101042","0","-55","1.1","1.3","450","1.35","1076","10760105","1.8","5","150","101042","1","0","1","5"
"-30","210","0","-30","bgm_M64","101161","0","-50","0.6","1","-480","0.7","1077","10770101","0.8","1","250","101161","1","10","1","1"
"0","200","0","-30","bgm_M64","101161","0","-120","0.75","1","-270","1.1","1077","10770102","1.2","2","100","101161","1","10","1","2"
"0","200","0","-30","bgm_M64","101161","0","70","0.9","1","-10","1","1077","10770103","1.3","3","100","101161","1","0","1","3"
"0","200","0","-30","bgm_M64","101161","0","-90","1","1","200","1","1077","10770104","1.5","4","200","101161","1","0","1","4"
"-45","280","-50","-30","bgm_M55","101162","-40","-70","0.9","1.3","485","1","1077","10770105","1.15","5","270","101162","1","-10","1","5"
"-30","210","-25","-30","bgm_M64","101171","0","-90","0.575","1","-450","0.9","1078","10780101","1","1","170","101171","1","10","1","1"
"0","240","0","-30","bgm_M64","101171","0","20","0.75","1","-225","1.1","1078","10780102","1.2","2","100","101171","1","0","1","2"
"-10","200","0","-30","bgm_M64","101171","-10","-65","0.8","1","0","1.1","1078","10780103","1.15","3","100","101171","1","0","1","3"
"-10","200","0","-30","bgm_M64","101171","0","0","0.65","1","230","0.9","1078","10780104","1","4","100","101171","1","0","1","4"
"0","250","-50","-30","bgm_M55","101172","-20","-30","1","1","475","1","1078","10780105","1.45","5","200","101172","1","10","1","5"
"-30","210","0","-30","bgm_M64","101191","0","-50","0.6","1","-480","0.7","1079","10790101","0.8","1","250","101191","1","10","1","1"
"10","240","10","-30","bgm_M64","101191","0","-110","0.9","1","-260","1.1","1079","10790102","1.35","2","200","101191","1","0","1","2"
"-10","200","0","-30","bgm_M64","101191","-15","65","0.8","1","-10","1","1079","10790103","1.1","3","100","101191","1","0","1","3"
"-10","200","0","-30","bgm_M64","101191","0","5","0.9","1","230","1.3","1079","10790104","1.35","4","100","101191","1","0","1","4"
