982f32f4d61a923665397c145e8d3b9418c0697e257c107a403d016a2b2b1822,3522536b289834c53e2466b12f2a95f85dc24c1912746330d0c6603a8d886ceb,6205611e7f5ec1ce122e8c5dc64f83f19fe7dd10abd3173102776867b33afc44,e7a406e29a49aa2f82082676dc6424038f1b66eb07a1d10981640d7d9152a634,2c476e7ab70e01fde189aeea1eeef4cd072ae1034d14d8d6e390a66ec684313d,ecdd50a08ec97296565bec115c612e8d233f73757472afed1932e4932a4d465f,07bf0e4202c6470f1b3dada4133befe1008e01c370374b0e33fa5eedba5872ea,18db39efd16eac0f66beac9c009279985d5e9d147858e4ec58602359151306ea,463d17c677c31a1915a38b58d4d1aa7b1554276247f260e5e7cbd6d6f40b4450,ad75e8c80f707c2acb332a791b22f7704d9dde6dfc8f88165239a2986e2272d5,88d1b0763b488312ef1868e8e4da26e107286251bbd47376c1273fece843843c,e0101663aad10c553597f12e74216b39b5642cc1978c1630d5e2a992ebcb36b1,02581098d18b089915bbd4cb16e86d096c2255a7cdec1c0df8d72870ddcd945b,f2f6a0155f7c41336f9c1d9f1cfc12c66060ba5ac6ff8a64653f3069f15a3273,6747db0de413839a4a1f8b6b5c8169259228dd884de2dd6c06c5350c3d08aa24,4688632222b8dedb1911973880c37a381755bd04ed883d3ff37f286dac95426c,3ea59a620ab8a17529b4c0393ab16aa5e861c0398641149d40c00591b74b90ab,6dfe25fec3ec3c288c372a701b81a8680f024bc5be34112d99e8b89698e86f18,a0f5b76b2ece388af64580a8debeed491ecaea29aed2234d17af9aea7943eab3,64581f3c9bda6b32e8c057ddb6ae1c995818931b26ebb68e3bcb788a8ede36fe,42678670a949e17df008e931cc6eb6383aef7f2696ede8a733401dd880178bd9
"131551","1315510","1.9","0","0","0","0","0","0","0","0","0","0.1","0","0","260","3.75","0","0","0","2"
"131551","1315511","1.9","0","0","0","0","0","0","0","0","0","0","0","0","-1","4.25","0","0","0","261"
"131561","1315610","0","0","0","0","0","0","4.4","0","0","0.4","0","0","0","-1","0","0","0","0","2"
"131571","1315710","0","0","0","0","0","0","3.6","0.05","0","0","0","0","0","260","0","0","0","1.2","2"
"131571","1315711","0","0","0","0","0","0","4","0","0","0","0","0","0","-1","0","0","0","1.2","261"
"131581","1315810","1.2","0","0","0","0","0","0","0","0","0","0","0","0","-1","4.4","0","0","0","2"
"131591","1315910","1.35","0","0","0","0","0","0","0","0","0","0.05","0","0","260","4.1","0","0","0","2"
"131591","1315911","1.35","0","0","0","0","0","0","0","0","0","0","0","0","-1","4.35","0","0","0","261"
"131601","1316010","0","0","0","0","0.5","0","4.6","0","0","0","0","0","0","-1","0","0","0","0","2"
"131621","1316210","0.5","0","0","0","0","0","0","0","0","0","0","0","0","-1","4.9","0","0","0","2"
"131631","1316310","1","0","0","0","0","0","0","0","0","0","0","0","0","-1","4.6","0","0","0","2"
"131641","1316410","0","0","0.3","15","0","0","0","0","0","0","0.05","0","0","260","0","0.3","0","0","2"
"131641","1316411","0","0","0.3","17.1","0","0","0","0","0","0","0","0","0","-1","0","0.3","0","0","261"
"131651","1316510","0.5","0","0","10","0","0","0","0","0","0","0","0","0","-1","3.65","0","0","0","2"
"131661","1316610","0.75","0","0","0","0","0","0","0","0","0","0","0","0","-1","4.65","0","0","0","2"
"131671","1316710","0.25","0","0","0","0","0","0","0","0","0","0","0","0","-1","5","0","0","0","2"
"131681","1316810","0.75","0","0","0","0","0","0","0","0","0","0","0","0","-1","4.5","0","0","0","2"
"131691","1316910","0","0","0","20","0","0","0","0","0","0","0.1","0","0","260","2.5","0","0","0","2"
"131691","1316911","0","0","0","20","0","0","0","0","0","0","0","0","0","-1","3","0","0","0","261"
"131701","1317010","1.4","0","0","0","0","0","0","0","0","0","0","0","0","-1","4.5","0","0","0","2"
"131702","1317020","0","0","0","1500","0","0","0","0","0","0","0","0","0","-1","870","0","0","0","1"
"131711","1317110","0","0","0","20","0","0","0","0","0","0.3","0","0","0","-1","2.25","0","0","0","2"
"131712","1317120","240","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","120","0","0","1"
"131721","1317210","0.65","0","0","10","0","0","0","0","0","0","0","0","0","-1","3.75","0","0","0","2"
"131731","1317310","0","0","0","20","0","0","2.6","0","0","0","0.05","0","0","260","0","0","0","0","2"
"131731","1317311","0","0","0","20","0","0","2.85","0","0","0","0","0","0","-1","0","0","0","0","261"
"131741","1317410","0.75","0","0","15","0","0","0","0","0","0","0","0","0","-1","2.85","0","0","0","2"
"131751","1317510","1.5","0","0","0","0","0","0","0","0","0","0","0","0","-1","4.5","0","0","0","2"
"131761","1317610","0","12.5","0","0","0","0","4.3","0","0","0","0","0","0","-1","0","0","0","0","2"
"131771","1317710","1","0","0","35","0","0","0","0","0","0","0","0","0","-1","1","0","0","0","2"
"131781","1317810","0.5","0","0","0","0","0","0","0","0","0","0.05","0","0","260","4","0","0","0","2"
"131781","1317811","0.5","0","0","0","0","0","0","0","0","0","0","0","0","-1","4.25","0","0","0","261"
"131791","1317910","2","0","0","0","0","0","0","0","0","0","0","0","0","-1","4","0","0","0","2"
"131801","1318010","0.5","0","0","0","1","0","0","0","0","0","0","0","0","-1","4","0","0","0","2"
"131811","1318110","0","0","0.5","0","0","0","3.5","0","0","0","0","0","0","-1","0","0.5","0","1","2"
"131821","1318210","0","0","0","0","0","0","4","0","0","0","0","0","0","-1","0","0","0","0.75","2"
"131901","1319010","0","0","0","0","0","0","3.85","0","0","0","0","0","0","-1","0","0","0","1.2","2"
"131911","1319110","0","0","0","25","0","0","2.25","0","0","0","0","0","0","-1","0","0","0","0","2"
"131921","1319210","1","0","0","12.5","0","0","0","0","0","0","0","0","0","-1","3","0","0","0","2"
"131931","1319310","2.5","0","0","0","0","0","0","0","0","0","0","0","0","-1","4","0","0","0","2"
"131991","1319910","1.75","0","0","0","0","0","0","0","0","0","0","0","0","-1","4.5","0","0","0","2"
"132001","1320010","0","0","0.4","15","0","0","0","0","0","0","0","0","0","-1","0","0.4","0","0","2"
"132071","1320710","1.5","0","0","0","0","0","0","0","0","0","0","0","0","-1","4.5","0","0","0","2"
"132081","1320810","1.5","0","0","0","0","0","0","0","0","0","0.05","0","0","260","4.3","0","0","0","2"
"132081","1320811","1.5","0","0","0","0","0","0","0","0","0","0","0","0","-1","4.55","0","0","0","261"
"132091","1320910","0","0","0","15","0","0","2.5","0","0","0","0","0","0","-1","0","0","0","1","2"
"132101","1321010","0.6","0","0","0","0","0","0","0","0.05","0","0.05","0","0","260","0","1.05","0","0","2"
"132101","1321011","0.6","0","0","0","0","0","0","0","0.05","0","0","0","0","-1","0","1.1","0","0","261"
"132111","1321110","0","0","0","0","0","0","4.5","0","0","0","0","0","0","-1","0","0","0","0.5","2"
"132121","1321210","1","0","0","0","0","0","0","0","0","0","0","0","0","-1","4.5","0","0","0","2"
"132131","1321310","0","12.5","0","10","0","0","0","0","0","0","0.05","0","0","260","2.75","0","0","0","2"
"132131","1321311","0","12.5","0","10","0","0","0","0","0","0","0","0","0","-1","3","0","0","0","261"
"132141","1321410","0","0","0","13","1.25","0","2.5","0","0","0","0","0","0","-1","0","0","0","0","2"
"132151","1321510","0","0","0.25","0","0","0","0","0","0","0","0","0","0","-1","3","0.2","0","0","2"
"132161","1321610","1.5","0","0","0","0","0","0","0","0","0","0","0","0","-1","4.25","0","0","0","2"
"132191","1321910","0","0","0","0","0","0","3","0","0.05","0","0.05","0","0","260","0","0","0","1","2"
"132191","1321911","0","0","0","0","0","0","3.25","0","0.05","0","0","0","0","-1","0","0","0","1","261"
"132201","1322010","0.75","0","0","7.5","0","0","0","0","0","0","0","0","0","-1","3.75","0","0","0","2"
"132211","1322110","1.25","0","0","0","0","0","0","0","0","0","0","0","0","-1","3.5","0.2","0","0","2"
"132221","1322210","1.5","0","0","0","0","0","0","0","0","0","0","0","0","-1","4.25","0","0","0","2"
"132231","1322310","0","0","0","0","0","0","4.4","0","0","0","0","0","0","-1","0","0","0","1.1","2"
"132241","1322410","0","0","0","5","0","0","0","0","0","0","0","0","0","-1","4.5","0","0","0","2"
"132251","1322510","1.75","0","0","0","0","0","0","0","0","0","0.1","0","0","260","3.75","0","0","0","2"
"132251","1322511","1.75","0","0","0","0","0","0","0","0","0","0","0","0","-1","4.25","0","0","0","261"
"132261","1322610","0","0","0","20","0","0","0","0","0","0","0","0","0","-1","0","0.55","0","0","2"
"132271","1322710","0","0","0","0","0","0","4","0","0","0","0","0","0","-1","0","0","0","1","2"
"132281","1322810","0","0","0.3","0","0","0","0","0","0","0","0","0","0","-1","2","0.3","0","0","2"
"132291","1322910","0","0","0.4","10","0","0","0","0","0","0","0","0","0","-1","0","0.4","0","0","2"
"132311","1323110","0","0","0","5","0","0","4.4","0","0","0","0","0","0","-1","0","0","0","0","2"
"132321","1323210","0.75","0","0","0","0","0","0","0","0","0","0","0","0","-1","3","0.35","0","0","2"
"132331","1323310","0","0","1.05","15","0","0","0","0","0","0","0","0","0","-1","0","0","0","0","2"
"132351","1323510","1","0","0.75","7.5","0","0","0","0","0","0","0","0","0","-1","0","0","0","0","2"
"132361","1323610","0.75","0","0","5","0","0","0","0","0","0","0","0","0","-1","4","0","0","0","2"
"132371","1323710","0","0","0.25","7.5","0","0","3","0","0","0","0","0","0","-1","0","0","0","0","2"
"132381","1323810","0.75","0","0","0","0","0","0","0","0","0","0.05","0","0","260","4.5","0","0","0","2"
"132381","1323811","0.75","0","0","0","0","0","0","0","0","0","0","0","0","-1","5","0","0","0","261"
"132391","1323910","1.1","0","0","20","0","0","0","0","0","0","0","0","0","-1","2.25","0","0","0","2"
"132401","1324010","0","0","0","12.5","0","0","3.75","0","0","0","0","0","0","-1","0","0","0","0","2"
"132411","1324110","0","12.5","0","0","0","0","3.75","0","0","0","0","0","0","-1","0","0","0","0","2"
"132421","1324210","0","0","0","10","0","0","0","0","0","0","0","0","0","-1","0","1","0","0","2"
"132451","1324510","0","0","0","0","0","0","3.5","0","0","0","0.05","0","0","260","0","0","0","1.25","2"
"132451","1324511","0","0","0","0","0","0","3.75","0","0","0","0","0","0","-1","0","0","0","1.25","261"
"132461","1324610","0","0","0","15","0","0","3.5","0","0","0","0","0","0","-1","0","0","0","0","2"
"132471","1324710","0.5","0","0","0","0","0","0","0","0","0","0","0","0","-1","4.5","0","0","0","2"
"132481","1324810","0","0","0","12.5","0","0","0","0","0","0","0","0","0","-1","3.5","0","0","0","2"
"132491","1324910","1","0","0","0","0","0","0","0","0","0","0","0","0","-1","4.25","0","0","0","2"
"132501","1325010","0.75","0","0","0","0","0","0","0","0","0","0","0","0","-1","4.5","0","0","0","2"
"132511","1325110","1","0","0","0","0","0","0","0","0","0","0","0","0","-1","4","0","0","0","2"
"132521","1325210","0","0","0.4","15","0","0","0","0","0","0","0","0","0","-1","0","0.4","0","0","2"
"132531","1325310","0","0","0","0","0","0","0","0","0","0","0.05","0","0","260","4.25","0","0","0","2"
"132531","1325311","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","4.5","0","0","0","261"
"132541","1325410","1.25","0","0","0","0","0","0","0","0","0","0","0","0","-1","4","0","0","0","2"
"132551","1325510","0","0","0","12.5","0","0","3.5","0","0","0","0","0","0","-1","0","0","0","0","2"
"132561","1325610","0","0","0.4","12.5","0","0","0","0","0","0","0","0","0","-1","0","0.4","0","0","2"
"132571","1325710","0","0","0.4","12.5","0","0","0","0","0","0","0","0","0","-1","0","0.4","0","0","2"
"132581","1325810","1","0","0","0","0","0","0","0","0","0","0","0","0","-1","4.6","0","0","0","2"
"132601","1326010","1.5","0","0","0","0","0","0","0","0","0","0","0","0","-1","3","0","0","0","2"
"132611","1326110","0","0","0.4","15","0","0","0","0","0","0","0","0","0","-1","0","0.4","0","0","2"
"132621","1326210","0","0","0","12.5","0","0","3.5","0","0","0","0","0","0","-1","0","0","0","0.5","2"
"132631","1326310","0","0","0","15","0","0","3.6","0","0","0","0","0","0","-1","0","0","0","0","2"
"132661","1326610","0","0","0","10","0","0","3.5","0","0","0","0","0","0","-1","0","0","0","0.75","2"
"132671","1326710","1","0","0.4","12.5","0","0","0","0","0","0","0","0","0","-1","0","0","0","0","2"
"132681","1326810","0","0","0.35","15","0","0","0","0","0","0","0","0","0","-1","0","0.3","0","0","2"
"132691","1326910","0","0","0","12.5","0","0","3.5","0","0","0","0","0","0","-1","0","0","0","0","2"
"132701","1327010","1.25","0","0","25","0","0","0","0","0","0","0","0","0","-1","0","0","0","0","2"
"132711","1327110","1.25","0","0","0","0","0","0","0","0","0","0","0","0","-1","4.25","0","0","0","2"
"132721","1327210","0","0","0","12","0","0","3","0","0","0","0.1","0","0","260","0","0","0","0","2"
"132721","1327211","0","0","0","12","0","0","3.5","0","0","0","0","0","0","-1","0","0","0","0","261"
"132731","1327310","1.25","0","0","0","0","0","0","0","0","0","0","0","0","-1","4.25","0","0","0","2"
"132751","1327510","0","0","0","15","0","0","0","0","0","0","0","0","0","-1","3","0","0","0","2"
"132761","1327610","0","0","0","15","0","0","0","0","0","0","0","0","0","-1","0","0.6","0","0","2"
"132791","1327910","0","0","0.45","20","0","0","0","0","0","0","0.05","0","0","260","0","0.45","0","0","2"
"132791","1327911","0","0","0.45","22.1","0","0","0","0","0","0","0","0","0","-1","0","0.45","0","0","261"
"132801","1328010","1","0","0","0","0","0","0","0","0","0","0","0","0","-1","3","0","0","0","2"
"132831","1328310","1.5","0","0","0","0","0","0","0","0","0","0","0","0","-1","3.25","0","0","0","2"
"132841","1328410","0","0","0","0","0","0","3.5","0","0","0","0","0","0","-1","0","0","0","1.25","2"
"132851","1328510","0","0","0","0","0","0","3.25","0","0","0","0","0","0","-1","0","0","0","1.5","2"
"132871","1328710","0","0","0","12.5","0","0","0","0","0","0","0","0","0","-1","3.75","0","0","0","2"
"132881","1328810","0","0","0","12.5","0","0","0","0","0","0","0","0","0","-1","3.75","0","0","0","2"
"132891","1328910","0","0","0","12.5","0","0","3.75","0","0","0","0","0","0","-1","0","0","0","0","2"
"132931","1329310","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","5","0","0","0","2"
"132941","1329410","0.5","0","0","0","0","0","0","0","0","0","0","0","0","-1","4.5","0","0","0","2"
"132981","1329810","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","5","0","0","0","2"
"132991","1329910","1.5","0","0","0","0","0","0","0","0","0","0","0","0","-1","3.25","0","0","0","2"
"133071","1330710","0","0","0.25","0","0","0","3.5","0","0","0","0","0","0","-1","0","0.25","0","0","2"
"133081","1330810","0","0","0","0","0","0","4","0","0","0","0","0","0","-1","0","0","0","1","2"
"133091","1330910","0","0","0","30","0","0","0","0","0","0","0.05","0","0","260","0","0","0","0","2"
"133091","1330911","0","0","0","32.1","0","0","0","0","0","0","0","0","0","-1","0","0","0","0","261"
"133101","1331010","0","0","0","0","0","0","4.5","0","0","0","0","0","0","-1","0","0","0","0.5","2"
"133111","1331110","0","0","0.4","17.5","0","0","0","0","0","0","0","0","0","-1","2","0.4","0","0","2"
"133121","1331210","0","0","0","20","0","0","2","0","0","0","0","0","0","-1","0","0","0","1","2"
"133161","1331610","0","0","0.35","0","0","0","0","0","0","0","0","0","0","-1","3.5","0.35","0","0","2"
"133171","1331710","0","0","0","0","0","0","3.25","0","0","0","0","0","0","-1","0","0","0","1.5","2"
"133181","1331810","0","0","0","0","0","0","4","0","0","0","0","0","0","-1","0","0","0","0.75","2"
"138011","1380110","2.5","0","0","0","0","0","0","0","0","0","0.05","0","0","260","4","0","0","0","2"
"138011","1380111","2.5","0","0","0","0","0","0","0","0","0","0","0","0","-1","4.25","0","0","0","261"
"138021","1380210","0","0","0","0","0","0","3.75","0","0","0","0.05","0","0","260","0","0","0","1.5","2"
"138021","1380211","0","0","0","0","0","0","4","0","0","0","0","0","0","-1","0","0","0","1.5","261"
"138031","1380310","1.75","0","0","0","0","0","0","0","0","0","0.1","0","0","260","4","0","0","0","2"
"138031","1380311","1.75","0","0","0","0","0","0","0","0","0","0","0","0","-1","4.5","0","0","0","261"
"138041","1380410","2.2","0","0","25","0","0","0","0","0","0","0.1","0","0","260","1.1","0","0","0","2"
"138041","1380411","2.2","0","0","25","0","0","0","0","0","0","0","0","0","-1","1.6","0","0","0","261"
"138051","1380510","0","0","0.35","17.5","0","0","0","0","0","0","0","0","0","-1","0","0.35","0","0","2"
"138061","1380610","0","0","0","0","0","0","3.75","0","0.05","0","0.1","0","0","260","0","0","0","1","2"
"138061","1380611","0","0","0","0","0","0","4.25","0","0.05","0","0","0","0","-1","0","0","0","1","261"
"138071","1380710","1.5","0","0","0","0","0","0","0","0","0","0","0","0","-1","4.5","0","0","0","2"
"138081","1380810","0.5","0","0","0","0","0","0","0","0","0","0.1","0","0","260","4.5","0","0","0","2"
"138081","1380811","0.5","0","0","0","0","0","0","0","0","0","0","0","0","-1","5.25","0","0","0","261"
"138091","1380910","1","0","0","0","0","0","0","0","0","0","0.05","0","0","260","4.25","0","0","0","2"
"138091","1380911","1","0","0","0","0","0","0","0","0","0","0","0","0","-1","4.5","0","0","0","261"
