9bc193f557832d8128f21120789f581a84e9b57d8f8bc772167172749c6d1a1e,ee956f8a6645fb47677d6e50f433c6f3e4309292c7eaf8ee667a677dd54e879a,4c4bcf821177dc368829a57c0a28f0eac23bd8a27f8a00181d5b5b16a17150ba,59e3be2dc4233968c70260a8d45163de9e39b6cbf3b625828af72729f7ef2f5e,164f3113ce14b5caf967269afb92da208ef79ec4a5454326e116744cbdb6717a,0720949ed30de1bbbe05037ce5b702b044f9e4301ec18b298eb81818190de353
"3002","1015006","113601","2024/12/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","10150015"
"3013","1015006","113601","2024/12/01 16:00:00","Boss的環境效果無效","10150016"
"3001","1015006","107501","2024/12/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。","10150017"
"3002","1015006","107501","2024/12/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","10150018"
"3013","1015006","107501","2024/12/01 16:00:00","Boss的環境效果無效","10150019"
"3002","1015006","124501","2024/12/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","10150020"
"3013","1015006","124501","2024/12/01 16:00:00","Boss的環境效果無效","10150021"
"3001","1015006","122801","2024/12/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。","10150022"
"3002","1015006","122801","2024/12/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","10150023"
"3013","1015006","122801","2024/12/01 16:00:00","Boss的環境效果無效","10150024"
"3001","1015006","122501","2024/12/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。","10150025"
"3002","1015006","122501","2024/12/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","10150026"
"3013","1015006","122501","2024/12/01 16:00:00","Boss的環境效果無效","10150027"
"3003","1015206","109901","2025/01/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。","10152001"
"3002","1015206","109901","2025/01/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","10152002"
"3010","1015206","109901","2025/01/01 16:00:00","戰鬥開始90秒內，大幅度提升TP上升。","10152003"
"3013","1015206","109901","2025/01/01 16:00:00","Boss的沉默無效","10152004"
"3003","1015206","109801","2025/01/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。","10152005"
"3002","1015206","109801","2025/01/01 16:00:00","戰鬥開始90秒內，極大幅度提升\n物理防禦力與魔法防禦力。","10152006"
"3010","1015206","109801","2025/01/01 16:00:00","戰鬥開始90秒內，大幅度提升TP上升。","10152007"
"3013","1015206","109801","2025/01/01 16:00:00","Boss的沉默無效","10152008"
"3001","1015206","109701","2025/01/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。","10152009"
"3002","1015206","109701","2025/01/01 16:00:00","戰鬥開始90秒內，極大幅度提升\n物理防禦力與魔法防禦力。","10152010"
"3010","1015206","109701","2025/01/01 16:00:00","戰鬥開始90秒內，大幅度提升TP上升。","10152011"
"3013","1015206","109701","2025/01/01 16:00:00","Boss的沉默無效","10152012"
"3003","1015206","132001","2025/01/14 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。","10152013"
"3002","1015206","132001","2025/01/14 16:00:00","戰鬥開始90秒內，極大幅度提升\n物理防禦力與魔法防禦力。","10152014"
"3013","1015206","132001","2025/01/14 16:00:00","Boss的沉默無效","10152015"
"3003","1015206","131901","2025/01/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。","10152016"
"3002","1015206","131901","2025/01/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","10152017"
"3010","1015206","131901","2025/01/01 16:00:00","戰鬥開始90秒內，大幅度提升TP上升。","10152018"
"3013","1015206","131901","2025/01/01 16:00:00","Boss的沉默無效","10152019"
"3003","1015206","122701","2025/01/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。","10152020"
"3002","1015206","122701","2025/01/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","10152021"
"3013","1015206","122701","2025/01/01 16:00:00","Boss的沉默無效","10152022"
"3001","1015206","107601","2025/01/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","10152023"
"3002","1015206","107601","2025/01/01 16:00:00","戰鬥開始90秒內，極大幅度提升\n物理防禦力與魔法防禦力。","10152024"
"3013","1015206","107601","2025/01/01 16:00:00","Boss的沉默無效","10152025"
"3001","1015206","110301","2025/01/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","10152026"
"3002","1015206","110301","2025/01/01 16:00:00","戰鬥開始90秒內，極大幅度提升\n物理防禦力與魔法防禦力。","10152027"
"3013","1015206","110301","2025/01/01 16:00:00","Boss的沉默無效","10152028"
"3003","1015206","126601","2025/01/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。","10152029"
"3002","1015206","126601","2025/01/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","10152030"
"3013","1015206","126601","2025/01/01 16:00:00","Boss的沉默無效","10152031"
"3003","1015206","113501","2025/01/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。","10152032"
"3002","1015206","113501","2025/01/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","10152033"
"3013","1015206","113501","2025/01/01 16:00:00","Boss的沉默無效","10152034"
"3003","1015206","126901","2025/01/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。","10152035"
"3002","1015206","126901","2025/01/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","10152036"
"3013","1015206","126901","2025/01/01 16:00:00","Boss的沉默無效","10152037"
"3001","1015206","132101","2025/01/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","10152038"
"3002","1015206","132101","2025/01/01 16:00:00","戰鬥開始90秒內，極大幅度提升\n物理防禦力與魔法防禦力。","10152039"
"3013","1015206","132101","2025/01/01 16:00:00","Boss的沉默無效","10152040"
"3001","1015406","102901","2025/02/01 16:00:00","戰鬥開始90秒內超大幅度提升物理攻擊力，\n極大幅度提升我方全體的\n物理攻擊力和魔法攻擊力","10154001"
"3002","1015406","102901","2025/02/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","10154002"
"3013","1015406","102901","2025/02/01 16:00:00","Boss的麻痺無效","10154003"
"3001","1015406","111601","2025/02/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。","10154004"
"3002","1015406","111601","2025/02/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","10154005"
"3010","1015406","111601","2025/02/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升TP上升。","10154006"
"3013","1015406","111601","2025/02/01 16:00:00","Boss的麻痺無效","10154007"
"3001","1015406","117201","2025/02/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。","10154008"
"3002","1015406","117201","2025/02/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","10154009"
"3013","1015406","117201","2025/02/01 16:00:00","Boss的麻痺無效","10154010"
"3001","1015406","124801","2025/02/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。","10154011"
"3002","1015406","124801","2025/02/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","10154012"
"3013","1015406","124801","2025/02/01 16:00:00","Boss的麻痺無效","10154013"
"3003","1015406","132201","2025/02/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。","10154014"
"3002","1015406","132201","2025/02/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","10154015"
"3010","1015406","132201","2025/02/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升TP上升。","10154016"
"3013","1015406","132201","2025/02/01 16:00:00","Boss的麻痺無效","10154017"
"3003","1015406","104201","2025/02/01 16:00:00","戰鬥開始90秒內超大幅度提升魔法攻擊力，\n極大幅度提升我方全體的\n物理攻擊力和魔法攻擊力","10154018"
"3002","1015406","104201","2025/02/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","10154019"
"3010","1015406","104201","2025/02/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升TP上升。","10154020"
"3013","1015406","104201","2025/02/01 16:00:00","Boss的麻痺無效","10154021"
"3001","1015406","105401","2025/02/01 16:00:00","戰鬥開始90秒內超大幅度提升物理攻擊力，\n極大幅度提升我方全體的\n物理攻擊力和魔法攻擊力","10154022"
"3002","1015406","105401","2025/02/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","10154023"
"3013","1015406","105401","2025/02/01 16:00:00","Boss的麻痺無效","10154024"
"3003","1015406","108401","2025/02/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。","10154025"
"3002","1015406","108401","2025/02/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","10154026"
"3013","1015406","108401","2025/02/01 16:00:00","Boss的麻痺無效","10154027"
"3003","1015406","117301","2025/02/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。","10154028"
"3002","1015406","117301","2025/02/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","10154029"
"3010","1015406","117301","2025/02/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升TP上升。","10154030"
"3013","1015406","117301","2025/02/01 16:00:00","Boss的麻痺無效","10154031"
"3001","1015406","113901","2025/02/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。","10154032"
"3002","1015406","113901","2025/02/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","10154033"
"3013","1015406","113901","2025/02/01 16:00:00","Boss的麻痺無效","10154034"
"3001","1015406","117401","2025/02/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。","10154035"
"3002","1015406","117401","2025/02/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","10154036"
"3013","1015406","117401","2025/02/01 16:00:00","Boss的麻痺無效","10154037"
"3001","1015606","130201","2025/03/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。","10156001"
"3010","1015606","130201","2025/03/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升TP上升。","10156002"
"3002","1015606","130001","2025/03/12 16:00:00","戰鬥開始90秒內，\n我方全體特大幅度提升物理防禦力","10156003"
"3004","1015606","130001","2025/03/12 16:00:00","戰鬥開始90秒內，\n我方全體特大幅度提升魔法防禦力","10156004"
"3001","1015606","129701","2025/03/01 16:00:00","戰鬥開始90秒內，\n我方全體特大幅度提升物理攻擊力","10156005"
"3014","1015606","129701","2025/03/01 16:00:00","戰鬥開始後，大幅恢復我方全體的ＴＰ","10156006"
"3002","1015606","105801","2025/03/01 16:00:00","戰鬥開始90秒內，\n我方全體特大幅度提升物理防禦力","10156007"
"3004","1015606","105801","2025/03/01 16:00:00","戰鬥開始90秒內，\n我方全體特大幅度提升魔法防禦力","10156008"
"3003","1015606","126501","2025/03/01 16:00:00","戰鬥開始90秒內，\n我方全體特大幅度提升魔法攻擊力","10156009"
"3014","1015606","126501","2025/03/01 16:00:00","戰鬥開始後，大幅恢復我方全體的ＴＰ","10156010"
"3001","1015606","126001","2025/03/01 16:00:00","戰鬥開始90秒內，\n我方全體特大幅度提升物理攻擊力","10156011"
"3014","1015606","126001","2025/03/01 16:00:00","戰鬥開始後，大幅恢復我方全體的ＴＰ","10156012"
"3003","1015606","126101","2025/03/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。","10156013"
"3010","1015606","126101","2025/03/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升TP上升。","10156014"
"3001","1015606","125801","2025/03/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。","10156015"
"3010","1015606","125801","2025/03/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升TP上升。","10156016"
"3011","1015806","101801","2025/04/01 16:00:00","戰鬥開始90秒內，\n特大幅度降低敵方全體的物理防禦力","10158001"
"3011","1015806","101801","2025/04/01 16:00:00","戰鬥開始90秒內，\n特大幅度降低敵方全體的魔法防禦力","10158002"
"3003","1015806","126501","2025/04/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。","10158003"
"3010","1015806","126501","2025/04/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升TP上升。","10158004"
"3003","1015806","110101","2025/04/01 16:00:00","戰鬥開始90秒內，\n我方全體特大幅度提升魔法攻擊力","10158005"
"3014","1015806","110101","2025/04/01 16:00:00","戰鬥開始後，大幅恢復我方全體的ＴＰ","10158006"
"3011","1015806","119001","2025/04/01 16:00:00","戰鬥開始90秒內，\n特大幅度降低敵方全體的物理防禦力","10158007"
"3011","1015806","119001","2025/04/01 16:00:00","戰鬥開始90秒內，\n特大幅度降低敵方全體的魔法防禦力","10158008"
"3011","1015806","132901","2025/04/10 16:00:00","戰鬥開始90秒內，\n特大幅度降低敵方全體的物理防禦力","10158009"
"3011","1015806","132901","2025/04/10 16:00:00","戰鬥開始90秒內，\n特大幅度降低敵方全體的魔法防禦力","10158010"
"3003","1015806","132801","2025/04/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。","10158011"
"3010","1015806","132801","2025/04/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升TP上升。","10158012"
"3003","1015806","105001","2025/04/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。","10158013"
"3010","1015806","105001","2025/04/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升TP上升。","10158014"
"3011","1015806","100801","2025/04/01 16:00:00","戰鬥開始90秒內，\n特大幅度降低敵方全體的物理防禦力","10158015"
"3011","1015806","100801","2025/04/01 16:00:00","戰鬥開始90秒內，\n特大幅度降低敵方全體的魔法防禦力","10158016"
"3003","1015806","108301","2025/04/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。","10158017"
"3010","1015806","108301","2025/04/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升TP上升。","10158018"
"3003","1015806","121401","2025/04/01 16:00:00","戰鬥開始90秒內，\n我方全體特大幅度提升魔法攻擊力","10158019"
"3014","1015806","121401","2025/04/01 16:00:00","戰鬥開始後，大幅恢復我方全體的ＴＰ","10158020"
"3003","1015806","117601","2025/04/01 16:00:00","戰鬥開始90秒內，\n我方全體特大幅度提升魔法攻擊力","10158021"
"3014","1015806","117601","2025/04/01 16:00:00","戰鬥開始後，大幅恢復我方全體的ＴＰ","10158022"
"3003","1015806","126301","2025/04/01 16:00:00","戰鬥開始90秒內，\n我方全體特大幅度提升魔法攻擊力","10158023"
"3014","1015806","126301","2025/04/01 16:00:00","戰鬥開始後，大幅恢復我方全體的ＴＰ","10158024"
"3002","1015806","127901","2025/04/01 16:00:00","戰鬥開始90秒內，\n我方全體特大幅度提升物理防禦力","10158025"
"3004","1015806","127901","2025/04/01 16:00:00","戰鬥開始90秒內，\n我方全體特大幅度提升魔法防禦力","10158026"
"3010","1016006","102801","2025/05/01 16:00:00","戰鬥開始90秒內，\n我方全體中幅度提升ＴＰ上升。","10160001"
"3010","1016006","102801","2025/05/01 16:00:00","戰鬥開始90秒內，\n我方全體大幅度提升行動速度。（可重複）","10160002"
"3001","1016006","105301","2025/05/01 16:00:00","戰鬥開始90秒內，\n我方全體特大幅度提升物理攻擊力","10160003"
"3014","1016006","105301","2025/05/01 16:00:00","戰鬥開始後，大幅恢復我方全體的ＴＰ","10160004"
"3010","1016006","110301","2025/05/01 16:00:00","戰鬥開始90秒內，\n我方全體中幅度提升ＴＰ上升。","10160005"
"3010","1016006","110301","2025/05/01 16:00:00","戰鬥開始90秒內，\n我方全體大幅度提升行動速度。（可重複）","10160006"
"3002","1016006","114501","2025/05/01 16:00:00","戰鬥開始90秒內，\n我方全體特大幅度提升物理防禦力","10160007"
"3004","1016006","114501","2025/05/01 16:00:00","戰鬥開始90秒內，\n我方全體特大幅度提升魔法防禦力","10160008"
"3005","1016006","127501","2025/05/01 16:00:00","戰鬥開始90秒內，\n我方全體賦予持續恢復HP的狀態。","10160009"
"3013","1016006","127501","2025/05/01 16:00:00","戰鬥開始後，\n我方全體無法行動狀態無效2次。","10160010"
"3003","1016006","133501","2025/05/04 16:00:00","戰鬥開始90秒內，\n我方全體特大幅度提升魔法攻擊力","10160011"
"3014","1016006","133501","2025/05/04 16:00:00","戰鬥開始後，大幅恢復我方全體的ＴＰ","10160012"
"3001","1016006","180901","2025/05/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","10160013"
"3010","1016006","180901","2025/05/01 16:00:00","戰鬥開始90秒內，大幅度提升TP上升。","10160014"
"3005","1016006","114201","2025/05/01 16:00:00","戰鬥開始90秒內，\n我方全體賦予持續恢復HP的狀態。","10160015"
"3013","1016006","114201","2025/05/01 16:00:00","戰鬥開始後，\n我方全體無法行動狀態無效2次。","10160016"
"3011","1016006","125201","2025/05/01 16:00:00","戰鬥開始90秒內，\n特大幅度降低敵方全體的物理防禦力","10160017"
"3011","1016006","125201","2025/05/01 16:00:00","戰鬥開始90秒內，\n特大幅度降低敵方全體的魔法防禦力","10160018"
"3001","1016006","133201","2025/05/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","10160019"
"3010","1016006","133201","2025/05/01 16:00:00","戰鬥開始90秒內，大幅度提升TP上升。","10160020"
