4441558122aa4686f0f53591bdf573e10355b795af4c826c887b712322794550,399d5fd8d2cc2d84f0598405afd0b258f337650ef4b85b36c58979637aca395d,78da649c247ef059a16ff3b42ea643489712f6f09f77fb6bbb0a5657474c1c01,c5eae9c32a07abaf4fdf7a2f6164e2607e36acbf7ec9b3e8eb5f01c1394454bb,d9a7304ff3eaa624e2ac63b2a467a09d41001e0fef7bec37bff76f68c0f84240,62b202fd27a0fe368939e2db3d1d006a1586bfc1979fcc76e3880b17585c8129,f37d0359c8999a4d835c3a155ea3bf0bc0fa27096faba6eaa3020d3255be8de2,5bc38438189bef83b214b014f8827e2acbeff4b1f8b31e062c6fd72163d8e8a7,cd16da876b8e168ac35e4e4279bc0addbd18d3a98f47ead581b8312e01aa92b5,a290679704ce5dbb4c23a0d61ce34a9b518348bc36599c8f91922d18d1bfdd57,277a2a632fc804169015ceeeeb145c670a9ff49f6e66aa062dc750eda9fa262a,82fa89d04a639371cd116e01dd080c96d22748e89b12be74e8b73207a8e9c5b5,435a985fbd128b7547c1462eb8221b0543f5fbf5507f7df4a50cf42e88abe12f,431f7bc9cd07d442701c5e0ca833b4488f2bb97a8dc853ce3c8395a8a8ca722a,9d0d552c092ec82d1ec6a22e49fe8ba94acc0de971791ab60cedda52d34c5572,8389baf4ab385556ad5ba7443731e84719ee43916485b44fbe189906d749b497
"32203","0","0","32204","32201","3","322","319","38","7","8","0","10074","0","32202","32205"
"0","0","0","0","32301","3","323","320","39","101","2","0","11015","0","0","0"
"32403","0","0","32404","32401","3","324","321","39","7","5","0","10072","0","32402","32405"
"32503","0","0","32504","32501","3","325","322","39","4","8","0","10045","0","32502","32505"
"32603","0","324","32604","32601","3","326","323","40","5","5","0","10056","325","32602","32605"
"0","0","0","0","32701","4","327","0","1","100","2","0","11002","0","0","0"
"32803","0","0","32804","32801","4","328","0","1","2","5","0","10023","0","32802","32805"
"0","0","0","0","32901","4","329","0","1","101","8","0","11015","0","0","0"
"33003","0","0","33004","33001","4","330","327","2","4","2","0","10041","0","33002","33005"
"33103","0","0","33104","33101","4","331","328","2","2","5","0","10024","0","33102","33105"
"0","0","0","0","33201","4","332","329","2","101","8","0","11012","0","0","0"
"33303","0","0","33304","33301","4","333","330","3","6","2","0","10063","0","33302","33305"
"33403","0","0","33404","33401","4","334","331","3","6","5","0","10064","0","33402","33405"
"33503","0","0","33504","33501","4","335","332","3","7","8","0","10075","0","33502","33505"
"33603","0","0","33604","33601","4","336","333","4","4","2","0","10044","0","33602","33605"
"33703","0","0","33704","33701","4","337","334","4","2","5","0","10021","0","33702","33705"
"0","0","0","0","33801","4","338","335","4","100","8","0","11003","0","0","0"
"33903","0","337","33904","33901","4","339","336","5","1","5","0","10016","338","33902","33905"
"34003","0","0","34004","34001","4","340","339","6","2","2","0","10023","0","34002","34005"
"34103","0","0","34104","34101","4","341","339","6","4","5","0","10042","0","34102","34105"
"34203","0","0","34204","34201","4","342","339","6","4","8","0","10045","0","34202","34205"
"0","0","0","0","34301","4","343","340","7","101","2","0","11014","0","0","0"
"34403","0","0","34404","34401","4","344","341","7","7","5","0","10071","0","34402","34405"
"0","0","0","0","34501","4","345","342","7","100","8","0","11005","0","0","0"
"34603","0","0","34604","34601","4","346","343","8","4","2","0","10042","0","34602","34605"
"0","0","0","0","34701","4","347","344","8","101","5","0","11013","0","0","0"
"34803","0","0","34804","34801","4","348","345","8","7","8","0","10074","0","34802","34805"
"34903","0","0","34904","34901","4","349","346","9","2","2","0","10022","0","34902","34905"
"35003","0","0","35004","35001","4","350","347","9","2","5","0","10024","0","35002","35005"
"35103","0","0","35104","35101","4","351","348","9","6","8","0","10061","0","35102","35105"
"35203","0","350","35204","35201","4","352","349","10","5","5","0","10056","351","35202","35205"
"35303","0","0","35304","35301","4","353","352","11","2","2","0","10025","0","35302","35305"
"0","0","0","0","35401","4","354","352","11","101","5","0","11011","0","0","0"
"35503","0","0","35504","35501","4","355","352","11","6","8","0","10064","0","35502","35505"
"35603","0","0","35604","35601","4","356","353","12","4","2","0","10042","0","35602","35605"
"35703","0","0","35704","35701","4","357","354","12","4","5","0","10041","0","35702","35705"
"35803","0","0","35804","35801","4","358","355","12","4","8","0","10045","0","35802","35805"
"35903","0","0","35904","35901","4","359","356","13","4","2","0","10043","0","35902","35905"
"36003","0","0","36004","36001","4","360","357","13","7","5","0","10073","0","36002","36005"
"36103","0","0","36104","36101","4","361","358","13","6","8","0","10065","0","36102","36105"
"0","0","0","0","36201","4","362","359","14","101","2","0","11014","0","0","0"
"36303","0","0","36304","36301","4","363","360","14","2","5","0","10022","0","36302","36305"
"36403","0","0","36404","36401","4","364","361","14","7","8","0","10072","0","36402","36405"
"36503","0","363","36504","36501","4","365","362","15","1","5","0","10016","364","36502","36505"
"36603","0","0","36604","36601","4","366","365","16","7","2","0","10071","0","36602","36605"
"0","0","0","0","36701","4","367","365","16","101","5","0","11013","0","0","0"
"36803","0","0","36804","36801","4","368","365","16","2","8","0","10025","0","36802","36805"
"0","0","0","0","36901","4","369","366","17","100","2","0","11004","0","0","0"
"0","0","0","0","37001","4","370","367","17","101","5","0","11012","0","0","0"
"37103","0","0","37104","37101","4","371","368","17","4","8","0","10044","0","37102","37105"
"0","0","0","0","37201","4","372","369","18","101","2","0","11015","0","0","0"
"37303","0","0","37304","37301","4","373","370","18","6","5","0","10061","0","37302","37305"
"37403","0","0","37404","37401","4","374","371","18","4","8","0","10041","0","37402","37405"
"37503","0","0","37504","37501","4","375","372","19","6","2","0","10062","0","37502","37505"
"0","0","0","0","37601","4","376","373","19","100","5","0","11002","0","0","0"
"37703","0","0","37704","37701","4","377","374","19","2","8","0","10024","0","37702","37705"
"37803","0","376","37804","37801","4","378","375","20","5","5","0","10056","377","37802","37805"
"37903","0","0","37904","37901","4","379","378","21","7","2","0","10072","0","37902","37905"
"0","0","0","0","38001","4","380","378","21","100","5","0","11001","0","0","0"
"0","0","0","0","38101","4","381","378","21","100","8","0","11005","0","0","0"
"0","0","0","0","38201","4","382","379","22","100","2","0","11003","0","0","0"
"38303","0","0","38304","38301","4","383","380","22","6","5","0","10062","0","38302","38305"
"38403","0","0","38404","38401","4","384","381","22","4","8","0","10043","0","38402","38405"
"0","0","0","0","38501","4","385","382","23","100","2","0","11004","0","0","0"
"38603","0","0","38604","38601","4","386","383","23","2","5","0","10021","0","38602","38605"
"38703","0","0","38704","38701","4","387","384","23","2","8","0","10022","0","38702","38705"
"38803","0","0","38804","38801","4","388","385","24","6","2","0","10065","0","38802","38805"
"38903","0","0","38904","38901","4","389","386","24","7","5","0","10074","0","38902","38905"
"39003","0","0","39004","39001","4","390","387","24","6","8","0","10063","0","39002","39005"
"39103","0","389","39104","39101","4","391","388","25","3","5","0","10036","390","39102","39105"
"0","0","0","0","39201","4","392","391","26","101","2","0","11011","0","0","0"
"39303","0","0","39304","39301","4","393","391","26","7","5","0","10075","0","39302","39305"
"39403","0","0","39404","39401","4","394","391","26","4","8","0","10044","0","39402","39405"
"39503","0","0","39504","39501","4","395","392","27","7","2","0","10073","0","39502","39505"
"39603","0","0","39604","39601","4","396","393","27","4","5","0","10042","0","39602","39605"
"39703","0","0","39704","39701","4","397","394","27","6","8","0","10062","0","39702","39705"
"0","0","0","0","39801","4","398","395","28","100","2","0","11005","0","0","0"
"0","0","0","0","39901","4","399","396","28","101","5","0","11011","0","0","0"
"40003","0","0","40004","40001","4","400","397","28","6","8","0","10063","0","40002","40005"
"0","0","0","0","40101","4","401","398","29","100","2","0","11001","0","0","0"
"0","0","0","0","40201","4","402","399","29","100","5","0","11004","0","0","0"
"0","0","0","0","40301","4","403","400","29","100","8","0","11003","0","0","0"
"40403","0","402","40404","40401","4","404","401","30","1","5","0","10016","403","40402","40405"
"40503","0","0","40504","40501","4","405","404","31","4","2","0","10041","0","40502","40505"
"40603","0","0","40604","40601","4","406","404","31","2","5","0","10025","0","40602","40605"
"40703","0","0","40704","40701","4","407","404","31","6","8","0","10064","0","40702","40705"
"40803","0","0","40804","40801","4","408","405","32","2","2","0","10023","0","40802","40805"
"40903","0","0","40904","40901","4","409","406","32","2","5","0","10021","0","40902","40905"
"41003","0","0","41004","41001","4","410","407","32","6","8","0","10065","0","41002","41005"
"41103","0","0","41104","41101","4","411","408","33","2","2","0","10022","0","41102","41105"
"41203","0","0","41204","41201","4","412","409","33","2","5","0","10024","0","41202","41205"
"0","0","0","0","41301","4","413","410","33","101","8","0","11013","0","0","0"
"0","0","0","0","41401","4","414","411","34","101","2","0","11012","0","0","0"
"41503","0","0","41504","41501","4","415","412","34","7","5","0","10075","0","41502","41505"
"41603","0","0","41604","41601","4","416","413","34","4","8","0","10044","0","41602","41605"
"41703","0","415","41704","41701","4","417","414","35","3","5","0","10036","416","41702","41705"
"0","0","0","0","41801","4","418","417","36","101","2","0","11014","0","0","0"
"41903","0","0","41904","41901","4","419","417","36","7","5","0","10073","0","41902","41905"
"42003","0","0","42004","42001","4","420","417","36","2","8","0","10025","0","42002","42005"
"42103","0","0","42104","42101","4","421","418","37","7","2","0","10071","0","42102","42105"
"0","0","0","0","42201","4","422","419","37","101","5","0","11015","0","0","0"
"0","0","0","0","42301","4","423","420","37","100","8","0","11001","0","0","0"
"42403","0","0","42404","42401","4","424","421","38","4","2","0","10043","0","42402","42405"
"42503","0","0","42504","42501","4","425","422","38","7","5","0","10074","0","42502","42505"
"42603","0","0","42604","42601","4","426","423","38","6","8","0","10061","0","42602","42605"
"0","0","0","0","42701","4","427","424","39","100","2","0","11002","0","0","0"
"42803","0","0","42804","42801","4","428","425","39","7","5","0","10072","0","42802","42805"
"42903","0","0","42904","42901","4","429","426","39","4","8","0","10045","0","42902","42905"
"43003","0","428","43004","43001","4","430","427","40","1","5","0","10016","429","43002","43005"
