a0582e69356d557807743b153e7a62008a406e334def9b30a8f43bbd9f10615e,dc3d627653b9f510d8151b107625759d7dda985638591ef1e71f4675211fd3cf,554c4dd1312aa65b238459234dfb5986bfb5e63c0c32d23e1aa287496da577d3,aa7ad53db97f8e42e730976311a9aba5e90ca16469da3927aa2d08a94c410dd7,446890f16dc2a1b4d53bbdc6a8a7bf7a9e0172e38ea56a02185cff4396b9b79e,6c435e6daff3921d634f698d48cf1191dd52b8561ba17f5646a6cf6978699dfa
"10201493","15","56011493","1","1003","848"
"91002","8","56011493","50","0","849"
"10201494","15","56011494","1","1003","850"
"91002","8","56011494","100","0","851"
"10201495","15","56011495","1","1001","852"
"10201496","15","56011496","1","1002","853"
"10201497","15","56011497","1","1003","854"
"91002","8","56011497","50","0","855"
"10201498","15","56011498","1","1001","856"
"10201499","15","56011499","1","1002","857"
"10201500","15","56011500","1","1003","858"
"91002","8","56011500","50","0","859"
"10201501","15","56011501","1","1001","860"
"10201502","15","56011502","1","1002","861"
"10201503","15","56011503","1","1003","862"
"91002","8","56011503","50","0","863"
"10201504","15","56011504","1","1003","864"
"91002","8","56011504","100","0","865"
"10201505","15","56011505","1","1001","867"
"10201506","15","56011506","1","1002","868"
"10201507","15","56011507","1","1003","869"
"91002","8","56011507","50","0","870"
"10201508","15","56011508","1","1001","871"
"10201509","15","56011509","1","1002","872"
"10201510","15","56011510","1","1003","873"
"91002","8","56011510","50","0","874"
"10201511","15","56011511","1","1001","875"
"10201512","15","56011512","1","1002","876"
"10201513","15","56011513","1","1003","877"
"91002","8","56011513","50","0","878"
"10201514","15","56011514","1","1003","879"
"91002","8","56011514","100","0","880"
"10201515","15","56011515","1","1001","881"
"10201516","15","56011516","1","1002","882"
"10201517","15","56011517","1","1003","883"
"91002","8","56011517","50","0","884"
"10201518","15","56011518","1","1001","885"
"10201519","15","56011519","1","1002","886"
"10201520","15","56011520","1","1003","887"
"91002","8","56011520","50","0","888"
"10201521","15","56011521","1","1001","889"
"10201522","15","56011522","1","1002","890"
"10201523","15","56011523","1","1003","891"
"91002","8","56011523","50","0","892"
"10201524","15","56011524","1","1003","893"
"91002","8","56011524","100","0","894"
"10201525","15","56011525","1","1001","895"
"10201526","15","56011526","1","1002","896"
"10201527","15","56011527","1","1003","897"
"91002","8","56011527","50","0","898"
"10201528","15","56011528","1","1001","899"
"10201529","15","56011529","1","1002","900"
"10201530","15","56011530","1","1003","901"
"91002","8","56011530","50","0","902"
"10201531","15","56011531","1","1001","903"
"10201532","15","56011532","1","1002","904"
"10201533","15","56011533","1","1003","905"
"91002","8","56011533","50","0","906"
"10201534","15","56011534","1","1001","907"
"10201535","15","56011535","1","1002","908"
"10201536","15","56011536","1","1003","909"
"91002","8","56011536","50","0","910"
"10201537","15","56011537","1","1003","911"
"91002","8","56011537","100","0","912"
"10201538","15","56011538","1","1001","913"
"10201539","15","56011539","1","1002","914"
"10201540","15","56011540","1","1003","915"
"91002","8","56011540","50","0","916"
"10201541","15","56011541","1","1001","917"
"10201542","15","56011542","1","1002","918"
"10201543","15","56011543","1","1003","919"
"91002","8","56011543","50","0","920"
"10201544","15","56011544","1","1001","921"
"10201545","15","56011545","1","1002","922"
"10201546","15","56011546","1","1003","923"
"91002","8","56011546","50","0","924"
"10201547","15","56011547","1","1001","925"
"10201548","15","56011548","1","1002","926"
"10201549","15","56011549","1","1003","927"
"91002","8","56011549","50","0","928"
"10201550","15","56011550","1","1003","929"
"91002","8","56011550","100","0","930"
"10201551","15","56011551","1","1003","931"
"91002","8","56011551","100","0","932"
"10201552","15","56011552","1","1001","933"
"10201553","15","56011553","1","1002","934"
"10201554","15","56011554","1","1003","935"
"91002","8","56011554","50","0","936"
"10201555","15","56011555","1","1001","937"
"10201556","15","56011556","1","1002","938"
"10201557","15","56011557","1","1003","939"
"91002","8","56011557","50","0","940"
"10201558","15","56011558","1","1001","941"
"10201559","15","56011559","1","1002","942"
"10201560","15","56011560","1","1003","943"
"91002","8","56011560","50","0","944"
"11302001","15","51402001","1","1001","945"
"91002","8","51402001","50","0","946"
"11302002","15","51402002","1","1002","947"
"91002","8","51402002","50","0","948"
"11302003","15","51402003","1","1003","949"
"91002","8","51402003","50","0","950"
"10201561","15","56011561","1","1003","951"
"91002","8","56011561","100","0","952"
"10201562","15","56011562","1","1001","953"
"10201563","15","56011563","1","1002","954"
"10201564","15","56011564","1","1003","955"
"91002","8","56011564","50","0","956"
"10201565","15","56011565","1","1001","957"
"10201566","15","56011566","1","1002","958"
"10201567","15","56011567","1","1003","959"
"91002","8","56011567","50","0","960"
"10201568","15","56011568","1","1001","961"
"10201569","15","56011569","1","1002","962"
"10201570","15","56011570","1","1003","963"
"91002","8","56011570","50","0","964"
"10201571","15","56011571","1","1001","965"
"10201572","15","56011572","1","1002","966"
"10201573","15","56011573","1","1003","967"
"91002","8","56011573","50","0","968"
"10201574","15","56011574","1","1003","969"
"91002","8","56011574","100","0","970"
"10201575","15","56011575","1","1001","971"
"10201576","15","56011576","1","1002","972"
"10201577","15","56011577","1","1003","973"
"91002","8","56011577","50","0","974"
"10201578","15","56011578","1","1001","975"
"10201579","15","56011579","1","1002","976"
"10201580","15","56011580","1","1003","977"
"91002","8","56011580","50","0","978"
"10201581","15","56011581","1","1001","979"
"10201582","15","56011582","1","1002","980"
"10201583","15","56011583","1","1003","981"
"91002","8","56011583","50","0","982"
"10201584","15","56011584","1","1001","983"
"10201585","15","56011585","1","1002","984"
"10201586","15","56011586","1","1003","985"
"91002","8","56011586","50","0","986"
"10201587","15","56011587","1","1001","987"
"10201588","15","56011588","1","1002","988"
"10201589","15","56011589","1","1003","989"
"91002","8","56011589","50","0","990"
"10201590","15","56011590","1","1001","991"
"10201591","15","56011591","1","1002","992"
"10201592","15","56011592","1","1003","993"
"91002","8","56011592","50","0","994"
"10201593","15","56011593","1","1001","995"
"10201594","15","56011594","1","1002","996"
"10201595","15","56011595","1","1003","997"
"91002","8","56011595","50","0","998"
"10201596","15","56011596","1","1003","999"
"91002","8","56011596","100","0","1000"
"10201597","15","56011597","1","1003","1001"
"91002","8","56011597","100","0","1002"
"10201598","15","56011598","1","1003","1003"
"91002","8","56011598","100","0","1004"
"10201599","15","56011599","1","1001","1005"
"10201600","15","56011600","1","1002","1006"
"10201601","15","56011601","1","1003","1007"
"91002","8","56011601","50","0","1008"
"10201602","15","56011602","1","1001","1009"
"10201603","15","56011603","1","1002","1010"
"10201604","15","56011604","1","1003","1011"
"91002","8","56011604","50","0","1012"
"10201605","15","56011605","1","1003","1013"
"91002","8","56011605","100","0","1014"
"10201606","15","56011606","1","1001","1015"
"10201607","15","56011607","1","1002","1016"
"10201608","15","56011608","1","1003","1017"
"91002","8","56011608","50","0","1018"
"10201609","15","56011609","1","1001","1019"
"10201610","15","56011610","1","1002","1020"
"10201611","15","56011611","1","1003","1021"
"91002","8","56011611","50","0","1022"
"10201612","15","56011612","1","1001","1023"
"10201613","15","56011613","1","1002","1024"
"10201614","15","56011614","1","1003","1025"
"91002","8","56011614","50","0","1026"
"10201615","15","56011615","1","1003","1027"
"91002","8","56011615","100","0","1028"
"10201616","15","56011616","1","1001","1029"
"10201617","15","56011617","1","1002","1030"
"10201618","15","56011618","1","1003","1031"
"91002","8","56011618","50","0","1032"
"10201619","15","56011619","1","1001","1033"
"10201620","15","56011620","1","1002","1034"
"10201621","15","56011621","1","1003","1035"
"91002","8","56011621","50","0","1036"
"10201622","15","56011622","1","1001","1037"
"10201623","15","56011623","1","1002","1038"
"10201624","15","56011624","1","1003","1039"
"91002","8","56011624","50","0","1040"
"10201625","15","56011625","1","1003","1041"
"91002","8","56011625","100","0","1042"
"10201626","15","56011626","1","1001","1043"
"10201627","15","56011627","1","1002","1044"
"10201628","15","56011628","1","1003","1045"
"91002","8","56011628","50","0","1046"
"10201629","15","56011629","1","1001","1047"
"10201630","15","56011630","1","1002","1048"
"10201631","15","56011631","1","1003","1049"
"91002","8","56011631","50","0","1050"
"10201632","15","56011632","1","1001","1051"
"10201633","15","56011633","1","1002","1052"
"10201634","15","56011634","1","1003","1053"
"91002","8","56011634","50","0","1054"
"10201635","15","56011635","1","1003","1055"
"91002","8","56011635","100","0","1056"
"10201636","15","56011636","1","1001","1057"
"10201637","15","56011637","1","1002","1058"
"10201638","15","56011638","1","1003","1059"
"91002","8","56011638","50","0","1060"
"10201639","15","56011639","1","1001","1061"
"10201640","15","56011640","1","1002","1062"
"10201641","15","56011641","1","1003","1063"
"91002","8","56011641","50","0","1064"
"10201642","15","56011642","1","1001","1065"
"10201643","15","56011643","1","1002","1066"
"10201644","15","56011644","1","1003","1067"
"91002","8","56011644","50","0","1068"
"10201645","15","56011645","1","1003","1069"
"91002","8","56011645","100","0","1070"
"10201646","15","56011646","1","1001","1071"
"10201647","15","56011647","1","1002","1072"
"10201648","15","56011648","1","1003","1073"
"91002","8","56011648","50","0","1074"
"10201649","15","56011649","1","1001","1075"
"10201650","15","56011650","1","1002","1076"
"10201651","15","56011651","1","1003","1077"
"91002","8","56011651","50","0","1078"
"10201652","15","56011652","1","1001","1079"
"10201653","15","56011653","1","1002","1080"
"10201654","15","56011654","1","1003","1081"
"91002","8","56011654","50","0","1082"
"10201655","15","56011655","1","1003","1083"
"91002","8","56011655","100","0","1084"
"10201656","15","56011656","1","1003","1085"
"91002","8","56011656","100","0","1086"
"10201657","15","56011657","1","1001","1087"
"10201658","15","56011658","1","1002","1088"
"10201659","15","56011659","1","1003","1089"
"91002","8","56011659","50","0","1090"
"10201660","15","56011660","1","1001","1091"
"10201661","15","56011661","1","1002","1092"
"10201662","15","56011662","1","1003","1093"
"91002","8","56011662","50","0","1094"
"10201663","15","56011663","1","1001","1095"
"10201664","15","56011664","1","1002","1096"
"10201665","15","56011665","1","1003","1097"
"91002","8","56011665","50","0","1098"
"10201666","15","56011666","1","1001","1099"
"10201667","15","56011667","1","1002","1100"
"10201668","15","56011668","1","1003","1101"
"91002","8","56011668","50","0","1102"
"10201669","15","56011669","1","1003","1103"
"91002","8","56011669","100","0","1104"
"10201670","15","56011670","1","1001","1105"
"10201671","15","56011671","1","1002","1106"
"10201672","15","56011672","1","1003","1107"
"91002","8","56011672","50","0","1108"
"10201673","15","56011673","1","1001","1109"
"10201674","15","56011674","1","1002","1110"
"10201675","15","56011675","1","1003","1111"
"91002","8","56011675","50","0","1112"
"10201676","15","56011676","1","1003","1113"
"91002","8","56011676","100","0","1114"
"10201677","15","56011677","1","1001","1115"
"10201678","15","56011678","1","1002","1116"
"10201679","15","56011679","1","1003","1117"
"91002","8","56011679","50","0","1118"
"10201680","15","56011680","1","1001","1119"
"10201681","15","56011681","1","1002","1120"
"10201682","15","56011682","1","1003","1121"
"91002","8","56011682","50","0","1122"
"10201683","15","56011683","1","1001","1123"
"10201684","15","56011684","1","1002","1124"
"10201685","15","56011685","1","1003","1125"
"91002","8","56011685","50","0","1126"
"10201686","15","56011686","1","1001","1127"
"10201687","15","56011687","1","1002","1128"
"10201688","15","56011688","1","1003","1129"
"91002","8","56011688","50","0","1130"
"10201689","15","56011689","1","1003","1131"
"91002","8","56011689","100","0","1132"
"10201690","15","56011690","1","1001","1133"
"10201691","15","56011691","1","1002","1134"
"10201692","15","56011692","1","1003","1135"
"91002","8","56011692","50","0","1136"
"10201693","15","56011693","1","1001","1137"
"10201694","15","56011694","1","1002","1138"
"10201695","15","56011695","1","1003","1139"
"91002","8","56011695","50","0","1140"
"10201696","15","56011696","1","1001","1141"
"10201697","15","56011697","1","1002","1142"
"10201698","15","56011698","1","1003","1143"
"91002","8","56011698","50","0","1144"
"10201699","15","56011699","1","1001","1145"
"10201700","15","56011700","1","1002","1146"
"10201701","15","56011701","1","1003","1147"
"91002","8","56011701","50","0","1148"
"11401001","15","51501001","1","1002","1149"
"91002","8","51501001","50","0","1150"
"11401002","15","51502001","1","1003","1151"
"91002","8","51502001","100","0","1152"
"10201702","15","56011702","1","1003","1153"
"91002","8","56011702","100","0","1154"
"10201703","15","56011703","1","1001","1155"
"10201704","15","56011704","1","1002","1156"
"10201705","15","56011705","1","1003","1157"
"91002","8","56011705","50","0","1158"
"10201706","15","56011706","1","1001","1159"
"10201707","15","56011707","1","1002","1160"
"10201708","15","56011708","1","1003","1161"
"91002","8","56011708","50","0","1162"
"10201709","15","56011709","1","1001","1163"
"10201710","15","56011710","1","1002","1164"
"10201711","15","56011711","1","1003","1165"
"91002","8","56011711","50","0","1166"
"10201712","15","56011712","1","1003","1167"
"91002","8","56011712","100","0","1168"
"10201713","15","56011713","1","1001","1169"
"10201714","15","56011714","1","1002","1170"
"10201715","15","56011715","1","1003","1171"
"91002","8","56011715","50","0","1172"
"10201716","15","56011716","1","1001","1173"
"10201717","15","56011717","1","1002","1174"
"10201718","15","56011718","1","1003","1175"
"91002","8","56011718","50","0","1176"
"10201719","15","56011719","1","1001","1177"
"10201720","15","56011720","1","1002","1178"
"10201721","15","56011721","1","1003","1179"
"91002","8","56011721","50","0","1180"
"10201722","15","56011722","1","1003","1182"
"91002","8","56011722","100","0","1183"
"10201723","15","56011723","1","1001","1184"
"10201724","15","56011724","1","1002","1185"
"10201725","15","56011725","1","1003","1186"
"91002","8","56011725","50","0","1187"
"10201726","15","56011726","1","1001","1188"
"10201727","15","56011727","1","1002","1189"
"10201728","15","56011728","1","1003","1190"
"91002","8","56011728","50","0","1191"
"10201729","15","56011729","1","1001","1192"
"10201730","15","56011730","1","1002","1193"
"10201731","15","56011731","1","1003","1194"
"91002","8","56011731","50","0","1195"
"10201732","15","56011732","1","1003","1196"
"91002","8","56011732","100","0","1197"
"10201733","15","56011733","1","1001","1198"
"10201734","15","56011734","1","1002","1199"
"10201735","15","56011735","1","1003","1200"
"91002","8","56011735","50","0","1201"
"10201736","15","56011736","1","1001","1202"
"10201737","15","56011737","1","1002","1203"
"10201738","15","56011738","1","1003","1204"
"91002","8","56011738","50","0","1205"
"10201739","15","56011739","1","1001","1206"
"10201740","15","56011740","1","1002","1207"
"10201741","15","56011741","1","1003","1208"
"91002","8","56011741","50","0","1209"
"10201742","15","56011742","1","1001","1210"
"10201743","15","56011743","1","1002","1211"
"10201744","15","56011744","1","1003","1212"
"91002","8","56011744","50","0","1213"
"10201745","15","56011745","1","1003","1214"
"91002","8","56011745","100","0","1215"
"10201746","15","56011746","1","1001","1216"
"10201747","15","56011747","1","1002","1217"
"10201748","15","56011748","1","1003","1218"
"91002","8","56011748","50","0","1219"
"10201749","15","56011749","1","1001","1220"
"10201750","15","56011750","1","1002","1221"
"10201751","15","56011751","1","1003","1222"
"91002","8","56011751","50","0","1223"
"10201752","15","56011752","1","1003","1224"
"91002","8","56011752","100","0","1225"
"10201753","15","56011753","1","1001","1226"
"10201754","15","56011754","1","1002","1227"
"10201755","15","56011755","1","1003","1228"
"91002","8","56011755","50","0","1229"
"10201756","15","56011756","1","1001","1230"
"10201757","15","56011757","1","1002","1231"
"10201758","15","56011758","1","1003","1232"
"91002","8","56011758","50","0","1233"
"10201759","15","56011759","1","1001","1234"
"10201760","15","56011760","1","1002","1235"
"10201761","15","56011761","1","1003","1236"
"91002","8","56011761","50","0","1237"
"10201762","15","56011762","1","1001","1238"
"10201763","15","56011763","1","1002","1239"
"10201764","15","56011764","1","1003","1240"
"91002","8","56011764","50","0","1241"
"10201765","15","56011765","1","1003","1242"
"91002","8","56011765","100","0","1243"
"10201766","15","56011766","1","1001","1244"
"10201767","15","56011767","1","1002","1245"
"10201768","15","56011768","1","1003","1246"
"91002","8","56011768","50","0","1247"
"10201769","15","56011769","1","1001","1248"
"10201770","15","56011770","1","1002","1249"
"10201771","15","56011771","1","1003","1250"
"91002","8","56011771","50","0","1251"
"10201772","15","56011772","1","1001","1252"
"10201773","15","56011773","1","1002","1253"
"10201774","15","56011774","1","1003","1254"
"91002","8","56011774","50","0","1255"
"10201775","15","56011775","1","1003","1256"
"91002","8","56011775","100","0","1257"
"10201776","15","56011776","1","1001","1258"
"10201777","15","56011777","1","1002","1259"
"10201778","15","56011778","1","1003","1260"
"91002","8","56011778","50","0","1261"
"10201779","15","56011779","1","1001","1262"
"10201780","15","56011780","1","1002","1263"
"10201781","15","56011781","1","1003","1264"
"91002","8","56011781","50","0","1265"
"10201782","15","56011782","1","1001","1266"
"10201783","15","56011783","1","1002","1267"
"10201784","15","56011784","1","1003","1268"
"91002","8","56011784","50","0","1269"
"10201785","15","56011785","1","1003","1270"
"91002","8","56011785","100","0","1271"
"11601001","15","51601001","1","1001","1272"
"11601002","15","51601002","1","1002","1273"
"11601003","15","51601003","1","1003","1274"
"10201786","15","56011786","1","1001","1275"
"10201787","15","56011787","1","1002","1276"
"10201788","15","56011788","1","1003","1277"
"91002","8","56011788","50","0","1278"
"10201789","15","56011789","1","1001","1279"
"10201790","15","56011790","1","1002","1280"
"10201791","15","56011791","1","1003","1281"
"91002","8","56011791","50","0","1282"
"10201792","15","56011792","1","1003","1283"
"91002","8","56011792","100","0","1284"
"10201793","15","56011793","1","1001","1285"
"10201794","15","56011794","1","1002","1286"
"10201795","15","56011795","1","1003","1287"
"91002","8","56011795","50","0","1288"
"10201796","15","56011796","1","1001","1289"
"10201797","15","56011797","1","1002","1290"
"10201798","15","56011798","1","1003","1291"
"91002","8","56011798","50","0","1292"
"10201799","15","56011799","1","1003","1293"
"91002","8","56011799","100","0","1294"
"10201800","15","56011800","1","1001","1295"
"10201801","15","56011801","1","1002","1296"
"10201802","15","56011802","1","1003","1297"
"91002","8","56011802","50","0","1298"
"10201803","15","56011803","1","1001","1299"
"10201804","15","56011804","1","1002","1300"
"10201805","15","56011805","1","1003","1301"
"91002","8","56011805","50","0","1302"
"10201806","15","56011806","1","1003","1303"
"91002","8","56011806","100","0","1304"
"10201807","15","56011807","1","1001","1305"
"10201808","15","56011808","1","1002","1306"
"10201809","15","56011809","1","1003","1307"
"91002","8","56011809","50","0","1308"
"10201810","15","56011810","1","1001","1309"
"10201811","15","56011811","1","1002","1310"
"10201812","15","56011812","1","1003","1311"
"91002","8","56011812","50","0","1312"
"10201813","15","56011813","1","1001","1313"
"10201814","15","56011814","1","1002","1314"
"10201815","15","56011815","1","1003","1315"
"91002","8","56011815","50","0","1316"
"10201816","15","56011816","1","1001","1317"
"10201817","15","56011817","1","1002","1318"
"10201818","15","56011818","1","1003","1319"
"91002","8","56011818","50","0","1320"
"10201819","15","56011819","1","1003","1321"
"91002","8","56011819","100","0","1322"
"10201820","15","56011820","1","1001","1323"
"10201821","15","56011821","1","1002","1324"
"10201822","15","56011822","1","1003","1325"
"91002","8","56011822","50","0","1326"
"10201823","15","56011823","1","1001","1327"
"10201824","15","56011824","1","1002","1328"
"10201825","15","56011825","1","1003","1329"
"91002","8","56011825","50","0","1330"
"10201826","15","56011826","1","1001","1331"
"10201827","15","56011827","1","1002","1332"
"10201828","15","56011828","1","1003","1333"
"91002","8","56011828","50","0","1334"
"10201829","15","56011829","1","1001","1335"
"10201830","15","56011830","1","1002","1336"
"10201831","15","56011831","1","1003","1337"
"91002","8","56011831","50","0","1338"
"11701001","15","51701001","1","1001","1339"
"10201832","15","56011832","1","1001","1340"
"10201833","15","56011833","1","1002","1341"
"10201834","15","56011834","1","1003","1342"
"91002","8","56011834","50","0","1343"
"10201835","15","56011835","1","1001","1344"
"10201836","15","56011836","1","1002","1345"
"10201837","15","56011837","1","1003","1346"
"91002","8","56011837","50","0","1347"
"10201838","15","56011838","1","1003","1348"
"91002","8","56011838","100","0","1349"
"10201839","15","56011839","1","1003","1350"
"91002","8","56011839","100","0","1351"
"10201840","15","56011840","1","1003","1352"
"91002","8","56011840","100","0","1353"
"10201841","15","56011841","1","1001","1354"
"10201842","15","56011842","1","1002","1355"
"10201843","15","56011843","1","1003","1356"
"91002","8","56011843","50","0","1357"
"10201844","15","56011844","1","1001","1358"
"10201845","15","56011845","1","1002","1359"
"10201846","15","56011846","1","1003","1360"
"91002","8","56011846","50","0","1361"
"10201847","15","56011847","1","1001","1362"
"10201848","15","56011848","1","1002","1363"
"10201849","15","56011849","1","1003","1364"
"91002","8","56011849","50","0","1365"
"10201850","15","56011850","1","1001","1366"
"10201851","15","56011851","1","1002","1367"
"10201852","15","56011852","1","1003","1368"
"91002","8","56011852","50","0","1369"
"10201853","15","56011853","1","1001","1370"
"10201854","15","56011854","1","1002","1371"
"10201855","15","56011855","1","1003","1372"
"91002","8","56011855","50","0","1373"
"10201856","15","56011856","1","1001","1374"
"10201857","15","56011857","1","1002","1375"
"10201858","15","56011858","1","1003","1376"
"91002","8","56011858","50","0","1377"
"10201859","15","56011859","1","1001","1378"
"10201860","15","56011860","1","1002","1379"
"10201861","15","56011861","1","1003","1380"
"91002","8","56011861","50","0","1381"
"10201862","15","56011862","1","1003","1382"
"91002","8","56011862","100","0","1383"
"10201863","15","56011863","1","1001","1384"
"10201864","15","56011864","1","1002","1385"
"10201865","15","56011865","1","1003","1386"
"91002","8","56011865","50","0","1387"
"10201866","15","56011866","1","1001","1388"
"10201867","15","56011867","1","1002","1389"
"10201868","15","56011868","1","1003","1390"
"91002","8","56011868","50","0","1391"
"10201869","15","56011869","1","1001","1392"
"10201870","15","56011870","1","1002","1393"
"10201871","15","56011871","1","1003","1394"
"91002","8","56011871","50","0","1395"
"10201872","15","56011872","1","1001","1396"
"10201873","15","56011873","1","1002","1397"
"10201874","15","56011874","1","1003","1398"
"91002","8","56011874","50","0","1399"
"11801001","15","51801001","1","1003","1400"
"10201875","15","56011875","1","1001","1401"
"10201876","15","56011876","1","1002","1402"
"10201877","15","56011877","1","1003","1403"
"91002","8","56011877","50","0","1404"
"10201878","15","56011878","1","1001","1405"
"10201879","15","56011879","1","1002","1406"
"10201880","15","56011880","1","1003","1407"
"91002","8","56011880","50","0","1408"
"10201881","15","56011881","1","1001","1409"
"10201882","15","56011882","1","1002","1410"
"10201883","15","56011883","1","1003","1411"
"91002","8","56011883","50","0","1412"
"10201884","15","56011884","1","1001","1413"
"10201885","15","56011885","1","1002","1414"
"10201886","15","56011886","1","1003","1415"
"91002","8","56011886","50","0","1416"
"10201887","15","56011887","1","1001","1417"
"10201888","15","56011888","1","1002","1418"
"10201889","15","56011889","1","1003","1419"
"91002","8","56011889","50","0","1420"
"10201890","15","56011890","1","1001","1421"
"10201891","15","56011891","1","1002","1422"
"10201892","15","56011892","1","1003","1423"
"91002","8","56011892","50","0","1424"
"10201893","15","56011893","1","1001","1425"
"10201894","15","56011894","1","1002","1426"
"10201895","15","56011895","1","1003","1427"
"91002","8","56011895","50","0","1428"
"10201896","15","56011896","1","1001","1429"
"10201897","15","56011897","1","1002","1430"
"10201898","15","56011898","1","1003","1431"
"91002","8","56011898","50","0","1432"
"10201899","15","56011899","1","1003","1433"
"91002","8","56011899","100","0","1434"
"10201900","15","56011900","1","1003","1435"
"91002","8","56011900","100","0","1436"
"10201901","15","56011901","1","1003","1437"
"91002","8","56011901","100","0","1438"
"10201902","15","56011902","1","1001","1439"
"10201903","15","56011903","1","1002","1440"
"10201904","15","56011904","1","1003","1441"
"91002","8","56011904","50","0","1442"
"10201905","15","56011905","1","1001","1443"
"10201906","15","56011906","1","1002","1444"
"10201907","15","56011907","1","1003","1445"
"91002","8","56011907","50","0","1446"
"10201908","15","56011908","1","1001","1447"
"10201909","15","56011909","1","1002","1448"
"10201910","15","56011910","1","1003","1449"
"91002","8","56011910","50","0","1450"
"10201911","15","56011911","1","1001","1451"
"10201912","15","56011912","1","1002","1452"
"10201913","15","56011913","1","1003","1453"
"91002","8","56011913","50","0","1454"
"10201914","15","56011914","1","1001","1455"
"10201915","15","56011915","1","1002","1456"
"10201916","15","56011916","1","1003","1457"
"91002","8","56011916","50","0","1458"
"10202019","15","56012019","1","1003","1459"
"10201917","15","56011917","1","1001","1460"
"10201918","15","56011918","1","1002","1461"
"10201919","15","56011919","1","1003","1462"
"91002","8","56011919","50","0","1463"
"10201920","15","56011920","1","1001","1464"
"10201921","15","56011921","1","1002","1465"
"10201922","15","56011922","1","1003","1466"
"91002","8","56011922","50","0","1467"
"10201923","15","56011923","1","1001","1468"
"10201924","15","56011924","1","1002","1469"
"10201925","15","56011925","1","1003","1470"
"91002","8","56011925","50","0","1471"
"10201926","15","56011926","1","1001","1472"
"10201927","15","56011927","1","1002","1473"
"10201928","15","56011928","1","1003","1474"
"91002","8","56011928","50","0","1475"
"10201929","15","56011929","1","1001","1476"
"10201930","15","56011930","1","1002","1477"
"10201931","15","56011931","1","1003","1478"
"91002","8","56011931","50","0","1479"
"10201932","15","56011932","1","1001","1480"
"10201933","15","56011933","1","1002","1481"
"10201934","15","56011934","1","1003","1482"
"91002","8","56011934","50","0","1483"
"10201935","15","56011935","1","1001","1484"
"10201936","15","56011936","1","1002","1485"
"10201937","15","56011937","1","1003","1486"
"91002","8","56011937","50","0","1487"
"10201938","15","56011938","1","1001","1488"
"10201939","15","56011939","1","1002","1489"
"10201940","15","56011940","1","1003","1490"
"91002","8","56011940","50","0","1491"
"10201941","15","56011941","1","1001","1492"
"10201942","15","56011942","1","1002","1493"
"10201943","15","56011943","1","1003","1494"
"91002","8","56011943","50","0","1495"
"10201944","15","56011944","1","1001","1496"
"10201945","15","56011945","1","1002","1497"
"10201946","15","56011946","1","1003","1498"
"91002","8","56011946","50","0","1499"
"10201947","15","56011947","1","1001","1500"
"10201948","15","56011948","1","1002","1501"
"10201949","15","56011949","1","1003","1502"
"91002","8","56011949","50","0","1503"
"10201950","15","56011950","1","1001","1504"
"10201951","15","56011951","1","1002","1505"
"10201952","15","56011952","1","1003","1506"
"91002","8","56011952","50","0","1507"
"10201953","15","56011953","1","1001","1508"
"10201954","15","56011954","1","1002","1509"
"10201955","15","56011955","1","1003","1510"
"91002","8","56011955","50","0","1511"
"10201956","15","56011956","1","1003","1512"
"91002","8","56011956","100","0","1513"
"10201957","15","56011957","1","1001","1514"
"10201958","15","56011958","1","1002","1515"
"10201959","15","56011959","1","1003","1516"
"91002","8","56011959","50","0","1517"
"10201960","15","56011960","1","1001","1518"
"10201961","15","56011961","1","1002","1519"
"10201962","15","56011962","1","1003","1520"
"91002","8","56011962","50","0","1521"
"10201963","15","56011963","1","1001","1522"
"10201964","15","56011964","1","1002","1523"
"10201965","15","56011965","1","1003","1524"
"91002","8","56011965","50","0","1525"
"10201966","15","56011966","1","1001","1526"
"10201967","15","56011967","1","1002","1527"
"10201968","15","56011968","1","1003","1528"
"91002","8","56011968","50","0","1529"
"10201969","15","56011969","1","1001","1530"
"10201970","15","56011970","1","1002","1531"
"10201971","15","56011971","1","1003","1532"
"91002","8","56011971","50","0","1533"
"10201972","15","56011972","1","1001","1534"
"10201973","15","56011973","1","1002","1535"
"10201974","15","56011974","1","1003","1536"
"91002","8","56011974","50","0","1537"
"10202022","15","56012022","1","1003","1538"
"10201975","15","56011975","1","1001","1539"
"10201976","15","56011976","1","1002","1540"
"10201977","15","56011977","1","1003","1541"
"91002","8","56011977","50","0","1542"
"10201978","15","56011978","1","1001","1543"
"10201979","15","56011979","1","1002","1544"
"10201980","15","56011980","1","1003","1545"
"91002","8","56011980","50","0","1546"
"10201981","15","56011981","1","1001","1547"
"10201982","15","56011982","1","1002","1548"
"10201983","15","56011983","1","1003","1549"
"91002","8","56011983","50","0","1550"
"10201984","15","56011984","1","1001","1551"
"10201985","15","56011985","1","1002","1552"
"10201986","15","56011986","1","1003","1553"
"91002","8","56011986","50","0","1554"
"10201987","15","56011987","1","1001","1555"
"10201988","15","56011988","1","1002","1556"
"10201989","15","56011989","1","1003","1557"
"91002","8","56011989","50","0","1558"
"10201990","15","56011990","1","1001","1559"
"10201991","15","56011991","1","1002","1560"
"10201992","15","56011992","1","1003","1561"
"91002","8","56011992","50","0","1562"
"10201993","15","56011993","1","1001","1563"
"10201994","15","56011994","1","1002","1564"
