bada1efdf28be9f293e49fd721aac1b5048d75a390a4364d2914e22697a4f740,ff2b5378c2ff5d481af416b63b9c7b7ed2135d28ff25778e0abd73e817a74ed7,0bd47d484f8a105bb9d95404a9a9f909a11cc157775a937e9eee94daed2909d9,3267cc1c4cbe1493a407aba16d53b39eefedd34249cb201124cbcd7ac387f36c,eee57589fb127a4094eae5fb418f5cf4fe588b5fee929e3c744311753c3db0f2,7fbd7a47919b24b7c3425b8c5d21ce61cd1544d27b92ab959ff6a1c1bc152c45,e1a02e29611fad882cb9627040084919c192d2bd93ea921e6fd2a798228d00eb,6f1df0ed3df0c1c9cccbd6cc6e26fbedd35de97140408e575a3e1983763294cc,b922dcbbb992a5dbb63920b85b35cf978f7dc82292257cbc2b8e5abfd062c53e,4e8e2aac8349ca5b9c266a64cb6d42249ebab93ce3f788075fa134a8673ce569,6aa0e0fcdb044fda9ae830b56ff9e12bc682808e93f01bf7cab149b14e8acb93
"","1","1070049","112411","omp_talk_joy1","0","","3","7","",""
"","0","1070050","vo_omp_7007","vo_omp_7007_007","","0","21","7","",""
"","10","1070051","112411","小凜……！","","1","11","7","1",""
"","","1070052","0","","","","91","7","",""
"","","1070053","112611","0","","","4","7","",""
"","1","1070054","112411","omp_psn_20","0","","3","7","",""
"","1","1070055","112611","omp_talk_joy1","0","","3","7","",""
"","0","1070056","vo_omp_7007","vo_omp_7007_008","","0","21","7","",""
"","10","1070057","112611","嘿嘿，澀凜凜真是的，\n裝得那麼酷，卻很熱血呢♪\n我和島村村要給這樣的澀凜凜\n緊～緊地抱一個哦～！","","1","11","7","1",""
"","","1070058","10","1","","","93","7","",""
"","1","1070059","112611","0","","","4","7","",""
"","-205","1070060","112611","120","","0","2","7","1",""
"","-205","1070061","112411","420","","0","2","7","1",""
"","0","1070062","112611","omp_psn_13","0","omp_psn_13_loop","3","7","1","0.1"
"","0","1070063","112411","omp_psn_13","0","omp_psn_13_loop","3","7","1","0.1"
"","0","1070064","112511","omp_psn_15","0","omp_psn_15_loop","3","7","1","0"
"","","1070065","1","1","","","93","7","",""
"","0","1070066","105831","omp_surprise","0","omp_idle_surprise1","3","7","1",""
"","0","1070067","105931","omp_surprise","0","omp_idle_surprise1","3","7","1",""
"","0","1070068","106031","omp_surprise","0","omp_idle_surprise2","3","7","1","0.2"
"","","1070069","1070057","","","","91","7","",""
"","0","1070070","vo_omp_7007","vo_omp_7007_009","","0","21","7","",""
"","10","1070071","112511","等等，快、快住手啦……！","","1","11","7","1",""
"","","1070072","0","","","","91","7","",""
"","1","1070073","105831","1","","","4","7","",""
"","1","1070074","105831","omp_talk_joy1","0","","3","7","",""
"","0","1070075","vo_omp_7007","vo_omp_7007_010","","0","21","7","",""
"","10","1070076","105831","小凱留，\n我們也來抱抱吧♪","","1","11","7","1",""
"","","1070077","0","","","","91","7","",""
"","1","1070078","105831","omp_idle_joy1","0","","3","7","",""
"","1","1070079","106031","omp_talk_tsun","0","","3","7","",""
"","0","1070080","vo_omp_7007","vo_omp_7007_011","","0","21","7","",""
"","10","1070081","106031","啊！？為什麼啊，不要，我拒絕啦！\n喂，為什麼要靠過來啊！？\n可蘿仔，快救我啊！？","","1","11","7","1",""
"","","1070082","4","1","","","93","7","",""
"","1","1070083","105831","omp_walk","0","","3","7","",""
"","-205","1070084","105831","-120","","1","2","7","1",""
"","","1070085","0","","","","91","7","",""
"","1","1070086","105831","omp_idle_joy1","0.2","","3","7","",""
"","","1070087","1070081","","","","91","7","",""
"","1","1070088","105831","omp_idle_joy1","0","","3","7","",""
"","1","1070089","106031","omp_idle_tsun","0","","3","7","",""
"","1","1070090","105931","omp_talk_normal","0","","3","7","",""
"","0","1070091","vo_omp_7007","vo_omp_7007_012","","0","21","7","",""
"","10","1070092","105931","凱留小姐，\n您無處可逃了。\n雖然有些冒味，\n但在下也要加入了……♪","","1","11","7","1",""
"","","1070093","0","","","","91","7","",""
"","-205","1070094","105831","-120","","0","2","7","1",""
"","-205","1070095","105931","-440","","0","2","7","1",""
"","0","1070096","105831","omp_psn_14","0","omp_psn_14_loop","3","7","1","0.1"
"","0","1070097","105931","omp_psn_14","0","omp_psn_14_loop","3","7","1","0.1"
"","0","1070098","106031","omp_psn_15","0","omp_psn_15_loop","3","7","1","0"
"","0","1070099","vo_omp_7007","vo_omp_7007_013","","0","21","7","",""
"","10","1070100","105831","抱抱～♪","","1","11","7","1",""
"","","1070101","0","","","","91","7","",""
"","1","1070102","106031","omp_psn_16_loop","0","","3","7","",""
"","0","1070103","vo_omp_7007","vo_omp_7007_014","","0","21","7","",""
"","10","1070104","106031","喂，別鬧……呃唔！？\n貪吃佩可……妳的力道！\n是想把我絞成一半嗎！？\n等一下，搞什麼啦～！？","","1","11","7","1",""
"","","1070105","0","","","","91","7","",""
"","1","1070106","112611","omp_psn_13_loop","0","","3","7","",""
"","0","1070107","vo_omp_7007","vo_omp_7007_015","","0","21","7","",""
"","10","1070108","112611","哇～！\n凱留凱留～！","","1","11","7","1",""
"","","1070109","0","","","","91","7","",""
"","1","1070110","112611","omp_psn_13_loop","0","","3","7","",""
"","1","1070111","112411","omp_psn_13_loop","0","","3","7","",""
"","0","1070112","vo_omp_7007","vo_omp_7007_016","","0","21","7","",""
"","10","1070113","112411","哈哈哈♪\n【美食殿堂】的各位\n肢體接觸還真大膽呢！","","1","11","7","1",""
"","","1070114","0","","","","91","7","",""
"","1","1070115","112411","omp_psn_13_loop","0","","3","7","",""
"","1","1070116","112511","omp_psn_15_loop","0","","3","7","",""
"","0","1070117","vo_omp_7007","vo_omp_7007_017","","0","21","7","",""
"","10","1070118","112511","我倒覺得已經超越\n大膽的程度了……！？\n等等，快住手……呀啊啊！","","1","11","7","1",""
"","","1070119","5.5","1","","","93","7","",""
"","1","1070120","112511","omp_psn_16_loop","0.1","","3","7","",""
"","","1070121","1070118","","","","91","7","",""
"","","1070122","0.4","","","","93","7","",""
"omp_idle_normal","1600","1080001","1","105831","1.8","200","1","8","-195","1"
"omp_talk_normal","1500","1080002","1","105931","1.8","0","1","8","-185","0"
"omp_idle_normal","1600","1080003","1","106031","1.8","-200","1","8","-205","0"
"","0","1080004","1","1","1","0","31","8","1",""
"","","1080005","1","","","","93","8","",""
"","0","1080006","vo_omp_7008","vo_omp_7008_000","","0","21","8","",""
"","10","1080007","105931","繆思小鎮……雖然是初次造訪，\n不過是一座很棒的城市呢。","","1","11","8","1",""
"","","1080008","0","","","","91","8","",""
"","1","1080009","105931","omp_idle_normal","0","","3","8","",""
"","1","1080010","105831","omp_talk_joy1","0","","3","8","",""
"","0","1080011","vo_omp_7008","vo_omp_7008_001","","0","21","8","",""
"","10","1080012","105831","是的♪整座城市不僅充滿了活力，\n更重要的是有很多美味的特產品，\n太讚了吧☆","","1","11","8","1",""
"","","1080013","0","","","","91","8","",""
"","1","1080014","105831","omp_idle_joy1","0","","3","8","",""
"","1","1080015","106031","omp_talk_sad","0","","3","8","",""
"","0","1080016","vo_omp_7008","vo_omp_7008_002","","0","21","8","",""
"","10","1080017","106031","唉……妳的腦袋裡\n真的都只想著吃呢。","","1","11","8","1",""
"","","1080018","0","","","","91","8","",""
"","1","1080019","106031","omp_idle_sad","0","","3","8","",""
"","1","1080020","105931","omp_talk_normal","0","","3","8","",""
"","0","1080021","vo_omp_7008","vo_omp_7008_003","","0","21","8","",""
"","10","1080022","105931","呵呵，那麼等一下\n要不要來邊走邊吃呢？\n在下也覺得餓了。","","1","11","8","1",""
"","","1080023","0","","","","91","8","",""
"","1","1080024","105931","omp_idle_normal","0","","3","8","",""
"","1","1080025","106031","omp_talk_surprise1","0","","3","8","",""
"","0","1080026","vo_omp_7008","vo_omp_7008_004","","0","21","8","",""
"","10","1080027","106031","連可蘿仔也是！？","","1","11","8","1",""
"","","1080028","0","","","","91","8","",""
"","1","1080029","106031","omp_idle_surprise1","0","","3","8","",""
"","1","1080030","105831","omp_talk_normal","0","","3","8","",""
"","0","1080031","vo_omp_7008","vo_omp_7008_005","","0","21","8","",""
"","10","1080032","105831","小凱留打算怎麼做呢～？","","1","11","8","1",""
"","","1080033","0","","","","91","8","",""
"","","1080034","105931","1","","","4","8","",""
"","1","1080035","105831","omp_idle_normal","0","","3","8","",""
"","1","1080036","106031","omp_talk_tsun","0","","3","8","",""
"","0","1080037","vo_omp_7008","vo_omp_7008_006","","0","21","8","",""
"","10","1080038","106031","我也想吃\n美味的食物啊！\n……不要是魔物料理就好。","","1","11","8","1",""
"","","1080039","0","","","","91","8","",""
"","1","1080040","106031","omp_idle_tsun","0","","3","8","",""
"","1","1080041","105931","omp_talk_normal","0","","3","8","",""
"","0","1080042","vo_omp_7008","vo_omp_7008_007","","0","21","8","",""
"","10","1080043","105931","呵呵，我們都想著同一件事情，\n真不愧是【美食殿堂】呢♪","","1","11","8","1",""
"","","1080044","0","","","","91","8","",""
"","","1080045","105931","0","","","4","8","",""
"","1","1080046","105931","omp_idle_normal","0","","3","8","",""
"","1","1080047","105831","omp_talk_joy1","0","","3","8","",""
"","0","1080048","vo_omp_7008","vo_omp_7008_008","","0","21","8","",""
"","10","1080049","105831","欸嘿嘿～♪\n那麼，我們出發吧！\n小可蘿！小凱留！","","1","11","8","1",""
"","","1080050","0","","","","91","8","",""
"","","1080051","0.4","","","","93","8","",""
"omp_idle_normal","1600","1090001","1","105831","1.8","300","1","9","-270","1"
"omp_idle_normal","1700","1090002","1","105931","1.8","450","1","9","-285","1"
"omp_idle_normal","1600","1090003","1","106031","1.8","-310","1","9","-230","1"
"omp_idle_normal","1500","1090004","1","112511","1.8","-45","1","9","-190","1"
"omp_idle_normal","1600","1090005","1","112411","1.8","65","1","9","-240","1"
"omp_idle_normal","1500","1090006","1","112611","1.8","205","1","9","-192","1"
"","0","1090007","1","1","1","0","31","9","1",""
"","","1090008","0.2","","","","93","9","",""
"","1","1090009","112611","omp_idle_normal","0.1","","3","9","",""
"","1","1090010","106031","omp_talk_sad","0","","3","9","",""
"","1","1090011","112511","omp_idle_normal","0.1","","3","9","",""
"","1","1090012","105831","omp_idle_normal","0.1","","3","9","",""
"","","1090013","0.1","","","","93","9","",""
"","","1090014","1","","","","93","9","",""
"","0","1090015","vo_omp_7009","vo_omp_7009_000","","0","21","9","",""
"","10","1090016","106031","我實在不願想起在這裡發生的事，\n為什麼會做出那種事呢……\n唉。真的是糟透了！","","1","11","9","1",""
"","","1090017","0","","","","91","9","",""
"","0","1090018","106031","omp_psn_17","0","","3","9","",""
"","0","1090019","vo_omp_7009","vo_omp_7009_001","","0","21","9","",""
"","10","1090020","106031","……凱留凱留\n說笑的喵。","","1","11","9","1",""
"","","1090021","2","1","","","93","9","",""
"","1","1090022","106031","omp_talk_sad","0.2","","3","9","",""
"","","1090023","1090020","","","","91","9","",""
"","1","1090024","106031","omp_idle_sad","0","","3","9","",""
"","0","1090025","105831","omp_psn_17","0","omp_idle_joy1","3","9","1","0.2"
"","0","1090026","vo_omp_7009","vo_omp_7009_002","","0","21","9","",""
"","10","1090027","105831","凱留凱留♪","","1","11","9","1",""
"","","1090028","0","","","","91","9","",""
"","1","1090029","105931","omp_psn_17","0","omp_idle_normal","3","9","","0.2"
"","0","1090030","vo_omp_7009","vo_omp_7009_003","","0","21","9","",""
"","10","1090031","105931","凱留凱留喵。","","1","11","9","1",""
"","","1090032","0","","","","91","9","",""
"","","1090033","106031","0","","","4","9","",""
"","0","1090034","106031","omp_surprise","0","omp_idle_surprise1","3","9","1","0"
"","0","1090035","vo_omp_7009","vo_omp_7009_004","","0","21","9","",""
"","10","1090036","106031","妳、妳們幾個！？\n看、看到剛才的……！？","","1","11","9","1",""
"","","1090037","0","","","","91","9","",""
"","1","1090038","112611","omp_psn_17_other","0","omp_idle_joy1","3","9","","0.2"
"","0","1090039","vo_omp_7009","vo_omp_7009_005","","0","21","9","",""
"","10","1090040","112611","凱留凱留～♪\n華麗登場喵☆","","1","11","9","1",""
"","","1090041","0","","","","91","9","",""
"","1","1090042","106031","omp_talk_anger2","0","","3","9","",""
"","0","1090043","vo_omp_7009","vo_omp_7009_006","","0","21","9","",""
"","10","1090044","106031","宰了妳們！我要宰了妳們！\n我要宰了所有看到人，\n也要宰了做出那種事的我！\n我要讓大家都消失～！","","1","11","9","1",""
"","","1090045","0","","","","91","9","",""
"","1","1090046","106031","omp_idle_anger2","0","","3","9","",""
"","1","1090047","112411","omp_talk_sad","0","","3","9","",""
"","0","1090048","vo_omp_7009","vo_omp_7009_007","","0","21","9","",""
"","10","1090049","112411","凱、凱留。呃，那個……","","1","11","9","1",""
"","","1090050","0","","","","91","9","",""
"","1","1090051","112411","omp_idle_sad","0","","3","9","",""
"","1","1090052","112511","omp_talk_normal","0","","3","9","",""
"","0","1090053","vo_omp_7009","vo_omp_7009_008","","0","21","9","",""
"","10","1090054","112511","妳很辛苦呢。","","1","11","9","1",""
"","","1090055","0","","","","91","9","",""
"","1","1090056","112511","omp_idle_normal","0","","3","9","",""
"","1","1090057","106031","omp_talk_tsun","0","","3","9","",""
"","0","1090058","vo_omp_7009","vo_omp_7009_009","","0","21","9","",""
"","10","1090059","106031","我、我饒妳們一命……！\n可是她們不行！\n不讓她們從世上消失，\n我就無法放心……！","","1","11","9","1",""
"","","1090060","0","","","","91","9","",""
"","1","1090061","106031","omp_idle_tsun","0","","3","9","",""
"","1","1090062","112511","omp_talk_normal","0","","3","9","",""
"","0","1090063","vo_omp_7009","vo_omp_7009_010","","0","21","9","",""
"","10","1090064","112511","可是我覺得那個很可愛耶。","","1","11","9","1",""
"","","1090065","0","","","","91","9","",""
"","1","1090066","112511","omp_idle_normal","0","","3","9","",""
"","1","1090067","112411","omp_talk_joy2","0","","3","9","",""
"","0","1090068","vo_omp_7009","vo_omp_7009_011","","0","21","9","",""
"","10","1090069","112411","是啊！　非常棒喔！","","1","11","9","1",""
"","","1090070","0","","","","91","9","",""
"","1","1090071","112411","omp_psn_20","0","","3","9","",""
"","1","1090072","106031","omp_talk_tsun","0","","3","9","",""
"","0","1090073","vo_omp_7009","vo_omp_7009_012","","0","21","9","",""
"","10","1090074","106031","聽到那種話我才不覺得開心啦～！？","","1","11","9","1",""
"","","1090075","0","","","","91","9","",""
"","1","1090076","106031","omp_idle_tsun","0","","3","9","",""
"","0","1090077","105831","omp_psn_17","0","omp_idle_joy1","3","9","1","0.2"
"","0","1090078","105931","omp_psn_17","0","omp_idle_normal","3","9","1","0.2"
"","0","1090079","112611","omp_psn_17_other","0","omp_idle_joy1","3","9","1","0.2"
"","0","1090080","vo_omp_7009","vo_omp_7009_013","","0","21","9","",""
"","10","1090081","105831","凱留凱留♪","","1","11","9","1",""
"","","1090082","0","","","","91","9","",""
"","1","1090083","106031","omp_talk_anger2","0","","3","9","",""
"","0","1090084","vo_omp_7009","vo_omp_7009_014","","0","21","9","",""
"","10","1090085","106031","我一定要宰了妳們～～～～～～～！","","1","11","9","1",""
"","","1090086","0","","","","91","9","",""
"","","1090087","0.4","","","","93","9","",""
