b8ccafca9e904ccea0a026a823d210ebc08730f7dee3badb72beeba2c9dbc601,ad0a4e59ddce1d8dbfcbc70583ef779faf42bd93abb5f3a403d02cbe654be795,299f8af98ad8c1ad94246a5f23d46f2138176948b00f22d81157a061b3eb15ca,4bce50b1d00bd7ab0ef84e606db6b8fdd6f6195c9c059082e42946adb1335323,181532d76d66455e7d543cc82afdbb1ad349ce9114cb910d74da8a78a454496b,802def4c7292fdb47b249d05ddd1dca855309712890a7dfba0af9f488fd78dde,6836f6f4fe4b3783b00b5fca082e9f64ff41140d2b1a2f2b8b2f68fd4f808bd3,e1811f24f3e99e5590d48d8e97735536755a60557bdfe972b2a641d68a4b454c,c9b2ae9a78e2a2ec35eacceb0a35ddad8fd7cb095999b17efd70b52e8d390f3a,1e9ce1087e3eb0b8a409cac0055186112ff20146b33c242036a5535e69d02bf6,55497ce3c25c3fb7343e6214732f27c1665018edc1371c67e94ae215c4dc3472,ec358c6bba2cc07c12cd79f7f7805b1962ba43375b38b2b609ea91bcb2e970f9,1f794dcc2c4bc8e83eea81766bdbb6b5b16c8093d8771cb5c2f134a50c680e0c,2a037131ba6ddad1154c2773315690f71d6e0713183a5d338640251c1c5987e8,7520bf9e3646ea8f6eba6d4fd702c922d574341ad843a959ad7714849ea0324c,8a919000b953926a8e1c926a16b8020289aad0b7888c40895cf6d638a7f7f9bf,53032cef2af43a2fb0c893d62a78324fa8bbb392ee939381f0e486df75891d8a,52bf47807c568b3c8d4c5abced95c9c965f421d20024ba62b50bd8ee221aea1d,8bdaae91c31f091088fb1e49054cc1d5b197e5cb7c567f91b10ce40ec449de56,70044415175b1ae5f1f18e35b7e23791eae559390cb8067cd3afeeda954e2ebd,aa1627714a583bdaa6bc524220d26ce5f3d98def5b7c32c0aa6bc3b46fadf38d
"2","20","1039","1","0","0","12","2","250000","2","94002","0","4","0","22002","22003","0","2","0","258","0"
"3","40","1039","1","0","0","12","2","500000","2","94002","0","8","0","22002","22003","0","3","0","259","0"
"4","60","1039","1","0","0","12","2","750000","2","94002","0","12","0","22002","22003","0","4","0","260","0"
"5","80","1039","1","0","0","12","2","1000000","2","94002","0","16","0","22002","22003","0","-1","0","261","0"
"1","0","1040","1","0","0","12","0","10000","0","94002","0","0","0","0","0","0","1","0","262","0"
"2","20","1040","1","0","0","12","2","250000","2","94002","0","4","0","22002","22003","0","2","0","263","0"
"3","40","1040","1","0","0","12","2","500000","2","94002","0","8","0","22002","22003","0","3","0","264","0"
"4","60","1040","1","0","0","12","2","750000","2","94002","0","12","0","22002","22003","0","4","0","265","0"
"5","80","1040","1","0","0","12","2","1000000","2","94002","0","16","0","22002","22003","0","-1","0","266","0"
"1","0","1041","1","0","0","12","0","10000","0","94002","0","0","0","0","0","0","1","0","267","0"
"2","20","1041","1","0","0","12","2","250000","2","94002","0","4","0","22002","22003","0","2","0","268","0"
"3","40","1041","1","0","0","12","2","500000","2","94002","0","8","0","22002","22003","0","3","0","269","0"
"4","60","1041","1","0","0","12","2","750000","2","94002","0","12","0","22002","22003","0","4","0","270","0"
"5","80","1041","1","0","0","12","2","1000000","2","94002","0","16","0","22002","22003","0","-1","0","271","0"
"1","0","1042","1","0","0","12","0","10000","0","94002","0","0","0","0","0","0","1","0","272","0"
"2","20","1042","1","0","0","12","2","250000","2","94002","0","4","0","22002","22003","0","2","0","273","0"
"3","40","1042","1","0","0","12","2","500000","2","94002","0","8","0","22002","22003","0","3","0","274","0"
"4","60","1042","1","0","0","12","2","750000","2","94002","0","12","0","22002","22003","0","4","0","275","0"
"5","80","1042","1","0","0","12","2","1000000","2","94002","0","16","0","22002","22003","0","-1","0","276","0"
"1","0","1043","1","0","0","12","0","10000","0","94002","0","0","0","0","0","0","1","0","277","0"
"2","20","1043","1","0","0","12","2","250000","2","94002","0","4","0","22002","22003","0","2","0","278","0"
"3","40","1043","1","0","0","12","2","500000","2","94002","0","8","0","22002","22003","0","3","0","279","0"
"4","60","1043","1","0","0","12","2","750000","2","94002","0","12","0","22002","22003","0","4","0","280","0"
"5","80","1043","1","0","0","12","2","1000000","2","94002","0","16","0","22002","22003","0","-1","0","281","0"
"1","0","1044","1","0","0","12","0","10000","0","94002","0","0","0","0","0","0","1","0","282","0"
"2","20","1044","1","0","0","12","2","250000","2","94002","0","4","0","22002","22003","0","2","0","283","0"
"3","40","1044","1","0","0","12","2","500000","2","94002","0","8","0","22002","22003","0","3","0","284","0"
"4","60","1044","1","0","0","12","2","750000","2","94002","0","12","0","22002","22003","0","4","0","285","0"
"5","80","1044","1","0","0","12","2","1000000","2","94002","0","16","0","22002","22003","0","-1","0","286","0"
"1","0","1045","1","0","0","12","0","10000","0","94002","0","0","0","0","0","0","1","0","287","0"
"2","20","1045","1","0","0","12","2","250000","2","94002","0","4","0","22002","22003","0","2","0","288","0"
"3","40","1045","1","0","0","12","2","500000","2","94002","0","8","0","22002","22003","0","3","0","289","0"
"4","60","1045","1","0","0","12","2","750000","2","94002","0","12","0","22002","22003","0","4","0","290","0"
"5","80","1045","1","0","0","12","2","1000000","2","94002","0","16","0","22002","22003","0","-1","0","291","0"
"1","0","1046","1","0","0","12","0","10000","0","94002","0","0","0","0","0","0","1","0","292","0"
"2","20","1046","1","0","0","12","2","250000","2","94002","0","4","0","22002","22003","0","2","0","293","0"
"3","40","1046","1","0","0","12","2","500000","2","94002","0","8","0","22002","22003","0","3","0","294","0"
"4","60","1046","1","0","0","12","2","750000","2","94002","0","12","0","22002","22003","0","4","0","295","0"
"5","80","1046","1","0","0","12","2","1000000","2","94002","0","16","0","22002","22003","0","-1","0","296","0"
"1","0","1047","1","0","0","12","0","10000","0","94002","0","0","0","0","0","0","1","0","297","0"
"2","20","1047","1","0","0","12","2","250000","2","94002","0","4","0","22002","22003","0","2","0","298","0"
"3","40","1047","1","0","0","12","2","500000","2","94002","0","8","0","22002","22003","0","3","0","299","0"
"4","60","1047","1","0","0","12","2","750000","2","94002","0","12","0","22002","22003","0","4","0","300","0"
"5","80","1047","1","0","0","12","2","1000000","2","94002","0","16","0","22002","22003","0","-1","0","301","0"
"1","0","1048","1","0","0","12","0","10000","0","94002","0","0","0","0","0","0","1","0","302","0"
"2","20","1048","1","0","0","12","2","250000","2","94002","0","4","0","22002","22003","0","2","0","303","0"
"3","40","1048","1","0","0","12","2","500000","2","94002","0","8","0","22002","22003","0","3","0","304","0"
"4","60","1048","1","0","0","12","2","750000","2","94002","0","12","0","22002","22003","0","4","0","305","0"
"5","80","1048","1","0","0","12","2","1000000","2","94002","0","16","0","22002","22003","0","-1","0","306","0"
"1","0","1049","1","0","0","12","0","10000","0","94002","0","0","0","0","0","0","1","0","307","0"
"2","20","1049","1","0","0","12","2","250000","2","94002","0","4","0","22002","22003","0","2","0","308","0"
"3","40","1049","1","0","0","12","2","500000","2","94002","0","8","0","22002","22003","0","3","0","309","0"
"4","60","1049","1","0","0","12","2","750000","2","94002","0","12","0","22002","22003","0","4","0","310","0"
"5","80","1049","1","0","0","12","2","1000000","2","94002","0","16","0","22002","22003","0","-1","0","311","0"
"1","0","1050","1","0","0","12","0","10000","0","94002","0","0","0","0","0","0","1","0","312","0"
"2","20","1050","1","0","0","12","2","250000","2","94002","0","4","0","22002","22003","0","2","0","313","0"
"3","40","1050","1","0","0","12","2","500000","2","94002","0","8","0","22002","22003","0","3","0","314","0"
"4","60","1050","1","0","0","12","2","750000","2","94002","0","12","0","22002","22003","0","4","0","315","0"
"5","80","1050","1","0","0","12","2","1000000","2","94002","0","16","0","22002","22003","0","-1","0","316","0"
"1","0","1051","1","0","0","12","0","10000","0","94002","0","0","0","0","0","0","1","0","317","0"
"2","20","1051","1","0","0","12","2","250000","2","94002","0","4","0","22002","22003","0","2","0","318","0"
"3","40","1051","1","0","0","12","2","500000","2","94002","0","8","0","22002","22003","0","3","0","319","0"
"4","60","1051","1","0","0","12","2","750000","2","94002","0","12","0","22002","22003","0","4","0","320","0"
"5","80","1051","1","0","0","12","2","1000000","2","94002","0","16","0","22002","22003","0","-1","0","321","0"
"1","0","1052","1","0","0","12","0","10000","0","94002","0","0","0","0","0","0","1","0","322","0"
"2","20","1052","1","0","0","12","2","250000","2","94002","0","4","0","22002","22003","0","2","0","323","0"
"3","40","1052","1","0","0","12","2","500000","2","94002","0","8","0","22002","22003","0","3","0","324","0"
"4","60","1052","1","0","0","12","2","750000","2","94002","0","12","0","22002","22003","0","4","0","325","0"
"5","80","1052","1","0","0","12","2","1000000","2","94002","0","16","0","22002","22003","0","-1","0","326","0"
"1","0","1053","1","0","0","12","0","10000","0","94002","0","0","0","0","0","0","1","0","327","0"
"2","20","1053","1","0","0","12","2","250000","2","94002","0","4","0","22002","22003","0","2","0","328","0"
"3","40","1053","1","0","0","12","2","500000","2","94002","0","8","0","22002","22003","0","3","0","329","0"
"4","60","1053","1","0","0","12","2","750000","2","94002","0","12","0","22002","22003","0","4","0","330","0"
"5","80","1053","1","0","0","12","2","1000000","2","94002","0","16","0","22002","22003","0","-1","0","331","0"
"1","0","1054","1","0","0","12","0","10000","0","94002","0","0","0","0","0","0","1","0","332","0"
"2","20","1054","1","0","0","12","2","250000","2","94002","0","4","0","22002","22003","0","2","0","333","0"
"3","40","1054","1","0","0","12","2","500000","2","94002","0","8","0","22002","22003","0","3","0","334","0"
"4","60","1054","1","0","0","12","2","750000","2","94002","0","12","0","22002","22003","0","4","0","335","0"
"5","80","1054","1","0","0","12","2","1000000","2","94002","0","16","0","22002","22003","0","-1","0","336","0"
"1","0","1055","1","0","0","12","0","10000","0","94002","0","0","0","0","0","0","1","0","337","0"
"2","20","1055","1","0","0","12","2","250000","2","94002","0","4","0","22002","22003","0","2","0","338","0"
"3","40","1055","1","0","0","12","2","500000","2","94002","0","8","0","22002","22003","0","3","0","339","0"
"4","60","1055","1","0","0","12","2","750000","2","94002","0","12","0","22002","22003","0","4","0","340","0"
"5","80","1055","1","0","0","12","2","1000000","2","94002","0","16","0","22002","22003","0","-1","0","341","0"
"1","0","1056","1","0","0","12","0","10000","0","94002","0","0","0","0","0","0","1","0","342","0"
"2","20","1056","1","0","0","12","2","250000","2","94002","0","4","0","22002","22003","0","2","0","343","0"
"3","40","1056","1","0","0","12","2","500000","2","94002","0","8","0","22002","22003","0","3","0","344","0"
"4","60","1056","1","0","0","12","2","750000","2","94002","0","12","0","22002","22003","0","4","0","345","0"
"5","80","1056","1","0","0","12","2","1000000","2","94002","0","16","0","22002","22003","0","-1","0","346","0"
"1","0","1057","1","0","0","12","0","10000","0","94002","0","0","0","0","0","0","1","0","347","0"
"2","20","1057","1","0","0","12","2","250000","2","94002","0","4","0","22002","22003","0","2","0","348","0"
"3","40","1057","1","0","0","12","2","500000","2","94002","0","8","0","22002","22003","0","3","0","349","0"
"4","60","1057","1","0","0","12","2","750000","2","94002","0","12","0","22002","22003","0","4","0","350","0"
"5","80","1057","1","0","0","12","2","1000000","2","94002","0","16","0","22002","22003","0","-1","0","351","0"
"1","0","1058","1","0","0","12","0","10000","0","94002","0","0","0","0","0","0","1","0","352","0"
"2","20","1058","1","0","0","12","2","250000","2","94002","0","4","0","22002","22003","0","2","0","353","0"
"3","40","1058","1","0","0","12","2","500000","2","94002","0","8","0","22002","22003","0","3","0","354","0"
"4","60","1058","1","0","0","12","2","750000","2","94002","0","12","0","22002","22003","0","4","0","355","0"
"5","80","1058","1","0","0","12","2","1000000","2","94002","0","16","0","22002","22003","0","-1","0","356","0"
"1","0","1059","1","0","0","12","0","10000","0","94002","0","0","0","0","0","0","1","0","357","0"
"2","20","1059","1","0","0","12","2","250000","2","94002","0","4","0","22002","22003","0","2","0","358","0"
"3","40","1059","1","0","0","12","2","500000","2","94002","0","8","0","22002","22003","0","3","0","359","0"
"4","60","1059","1","0","0","12","2","750000","2","94002","0","12","0","22002","22003","0","4","0","360","0"
"5","80","1059","1","0","0","12","2","1000000","2","94002","0","16","0","22002","22003","0","-1","0","361","0"
"1","0","1060","1","0","0","12","0","10000","0","94002","0","0","0","0","0","0","1","0","362","0"
"2","20","1060","1","0","0","12","2","250000","2","94002","0","4","0","22002","22003","0","2","0","363","0"
"3","40","1060","1","0","0","12","2","500000","2","94002","0","8","0","22002","22003","0","3","0","364","0"
"4","60","1060","1","0","0","12","2","750000","2","94002","0","12","0","22002","22003","0","4","0","365","0"
"5","80","1060","1","0","0","12","2","1000000","2","94002","0","16","0","22002","22003","0","-1","0","366","0"
"1","0","1061","1","0","0","12","0","10000","0","94002","0","0","0","0","0","0","1","0","367","0"
"2","20","1061","1","0","0","12","2","250000","2","94002","0","4","0","22002","22003","0","2","0","368","0"
"3","40","1061","1","0","0","12","2","500000","2","94002","0","8","0","22002","22003","0","3","0","369","0"
"4","60","1061","1","0","0","12","2","750000","2","94002","0","12","0","22002","22003","0","4","0","370","0"
"5","80","1061","1","0","0","12","2","1000000","2","94002","0","16","0","22002","22003","0","-1","0","371","0"
"1","0","1063","1","0","0","12","0","10000","0","94002","0","0","0","0","0","0","1","0","372","0"
"2","20","1063","1","0","0","12","2","250000","2","94002","0","4","0","22002","22003","0","2","0","373","0"
"3","40","1063","1","0","0","12","2","500000","2","94002","0","8","0","22002","22003","0","3","0","374","0"
"4","60","1063","1","0","0","12","2","750000","2","94002","0","12","0","22002","22003","0","4","0","375","0"
"5","80","1063","1","0","0","12","2","1000000","2","94002","0","16","0","22002","22003","0","-1","0","376","0"
"1","0","1064","1","0","0","12","0","10000","0","94002","0","0","0","0","0","0","1","0","377","0"
"2","20","1064","1","0","0","12","2","250000","2","94002","0","4","0","22002","22003","0","2","0","378","0"
"3","40","1064","1","0","0","12","2","500000","2","94002","0","8","0","22002","22003","0","3","0","379","0"
"4","60","1064","1","0","0","12","2","750000","2","94002","0","12","0","22002","22003","0","4","0","380","0"
"5","80","1064","1","0","0","12","2","1000000","2","94002","0","16","0","22002","22003","0","-1","0","381","0"
"1","0","1065","1","0","0","12","0","10000","0","94002","0","0","0","0","0","0","1","0","382","0"
"2","20","1065","1","0","0","12","2","250000","2","94002","0","4","0","22002","22003","0","2","0","383","0"
"3","40","1065","1","0","0","12","2","500000","2","94002","0","8","0","22002","22003","0","3","0","384","0"
"4","60","1065","1","0","0","12","2","750000","2","94002","0","12","0","22002","22003","0","4","0","385","0"
"5","80","1065","1","0","0","12","2","1000000","2","94002","0","16","0","22002","22003","0","-1","0","386","0"
"1","0","1066","1","0","0","12","0","10000","0","94002","0","0","0","0","0","0","1","0","387","0"
"2","20","1066","1","0","0","12","2","250000","2","94002","0","4","0","22002","22003","0","2","0","388","0"
"3","40","1066","1","0","0","12","2","500000","2","94002","0","8","0","22002","22003","0","3","0","389","0"
"4","60","1066","1","0","0","12","2","750000","2","94002","0","12","0","22002","22003","0","4","0","390","0"
"5","80","1066","1","0","0","12","2","1000000","2","94002","0","16","0","22002","22003","0","-1","0","391","0"
"1","0","1067","1","0","0","12","0","10000","0","94002","0","0","0","0","0","0","1","0","392","0"
"2","20","1067","1","0","0","12","2","250000","2","94002","0","4","0","22002","22003","0","2","0","393","0"
"3","40","1067","1","0","0","12","2","500000","2","94002","0","8","0","22002","22003","0","3","0","394","0"
"4","60","1067","1","0","0","12","2","750000","2","94002","0","12","0","22002","22003","0","4","0","395","0"
"5","80","1067","1","0","0","12","2","1000000","2","94002","0","16","0","22002","22003","0","-1","0","396","0"
"1","0","1068","1","0","0","12","0","10000","0","94002","0","0","0","0","0","0","1","0","397","0"
"2","20","1068","1","0","0","12","2","250000","2","94002","0","4","0","22002","22003","0","2","0","398","0"
"3","40","1068","1","0","0","12","2","500000","2","94002","0","8","0","22002","22003","0","3","0","399","0"
"4","60","1068","1","0","0","12","2","750000","2","94002","0","12","0","22002","22003","0","4","0","400","0"
"5","80","1068","1","0","0","12","2","1000000","2","94002","0","16","0","22002","22003","0","-1","0","401","0"
"1","0","1069","1","0","0","12","0","10000","0","94002","0","0","0","0","0","0","1","0","402","0"
"2","20","1069","1","0","0","12","2","250000","2","94002","0","4","0","22002","22003","0","2","0","403","0"
"3","40","1069","1","0","0","12","2","500000","2","94002","0","8","0","22002","22003","0","3","0","404","0"
"4","60","1069","1","0","0","12","2","750000","2","94002","0","12","0","22002","22003","0","4","0","405","0"
"5","80","1069","1","0","0","12","2","1000000","2","94002","0","16","0","22002","22003","0","-1","0","406","0"
"1","0","1070","1","0","0","12","0","10000","0","94002","0","0","0","0","0","0","1","0","407","0"
"2","20","1070","1","0","0","12","2","250000","2","94002","0","4","0","22002","22003","0","2","0","408","0"
"3","40","1070","1","0","0","12","2","500000","2","94002","0","8","0","22002","22003","0","3","0","409","0"
"4","60","1070","1","0","0","12","2","750000","2","94002","0","12","0","22002","22003","0","4","0","410","0"
"5","80","1070","1","0","0","12","2","1000000","2","94002","0","16","0","22002","22003","0","-1","0","411","0"
"1","0","1071","1","0","0","12","0","10000","0","94002","0","0","0","0","0","0","1","0","412","0"
"2","20","1071","1","0","0","12","2","250000","2","94002","0","4","0","22002","22003","0","2","0","413","0"
"3","40","1071","1","0","0","12","2","500000","2","94002","0","8","0","22002","22003","0","3","0","414","0"
"4","60","1071","1","0","0","12","2","750000","2","94002","0","12","0","22002","22003","0","4","0","415","0"
"5","80","1071","1","0","0","12","2","1000000","2","94002","0","16","0","22002","22003","0","-1","0","416","0"
"1","0","1072","1","0","0","12","0","10000","0","94002","0","0","0","0","0","0","1","0","417","0"
"2","20","1072","1","0","0","12","2","250000","2","94002","0","4","0","22002","22003","0","2","0","418","0"
"3","40","1072","1","0","0","12","2","500000","2","94002","0","8","0","22002","22003","0","3","0","419","0"
"4","60","1072","1","0","0","12","2","750000","2","94002","0","12","0","22002","22003","0","4","0","420","0"
"5","80","1072","1","0","0","12","2","1000000","2","94002","0","16","0","22002","22003","0","-1","0","421","0"
"1","0","1073","1","0","0","12","0","10000","0","94002","0","0","0","0","0","0","1","0","422","0"
"2","20","1073","1","0","0","12","2","250000","2","94002","0","4","0","22002","22003","0","2","0","423","0"
"3","40","1073","1","0","0","12","2","500000","2","94002","0","8","0","22002","22003","0","3","0","424","0"
"4","60","1073","1","0","0","12","2","750000","2","94002","0","12","0","22002","22003","0","4","0","425","0"
"5","80","1073","1","0","0","12","2","1000000","2","94002","0","16","0","22002","22003","0","-1","0","426","0"
"1","0","1074","1","0","0","12","0","10000","0","94002","0","0","0","0","0","0","1","0","427","0"
"2","20","1074","1","0","0","12","2","250000","2","94002","0","4","0","22002","22003","0","2","0","428","0"
"3","40","1074","1","0","0","12","2","500000","2","94002","0","8","0","22002","22003","0","3","0","429","0"
"4","60","1074","1","0","0","12","2","750000","2","94002","0","12","0","22002","22003","0","4","0","430","0"
"5","80","1074","1","0","0","12","2","1000000","2","94002","0","16","0","22002","22003","0","-1","0","431","0"
"1","0","1075","1","0","0","12","0","10000","0","94002","0","0","0","0","0","0","1","0","432","0"
"2","20","1075","1","0","0","12","2","250000","2","94002","0","4","0","22002","22003","0","2","0","433","0"
"3","40","1075","1","0","0","12","2","500000","2","94002","0","8","0","22002","22003","0","3","0","434","0"
"4","60","1075","1","0","0","12","2","750000","2","94002","0","12","0","22002","22003","0","4","0","435","0"
"5","80","1075","1","0","0","12","2","1000000","2","94002","0","16","0","22002","22003","0","-1","0","436","0"
"1","0","1076","1","0","0","12","0","10000","0","94002","0","0","0","0","0","0","1","0","437","0"
"2","20","1076","1","0","0","12","2","250000","2","94002","0","4","0","22002","22003","0","2","0","438","0"
"3","40","1076","1","0","0","12","2","500000","2","94002","0","8","0","22002","22003","0","3","0","439","0"
"4","60","1076","1","0","0","12","2","750000","2","94002","0","12","0","22002","22003","0","4","0","440","0"
"5","80","1076","1","0","0","12","2","1000000","2","94002","0","16","0","22002","22003","0","-1","0","441","0"
"1","0","1077","1","0","0","12","0","10000","0","94002","0","0","0","0","0","0","1","0","442","0"
"2","20","1077","1","0","0","12","2","250000","2","94002","0","4","0","22002","22003","0","2","0","443","0"
"3","40","1077","1","0","0","12","2","500000","2","94002","0","8","0","22002","22003","0","3","0","444","0"
"4","60","1077","1","0","0","12","2","750000","2","94002","0","12","0","22002","22003","0","4","0","445","0"
"5","80","1077","1","0","0","12","2","1000000","2","94002","0","16","0","22002","22003","0","-1","0","446","0"
"1","0","1078","1","0","0","12","0","10000","0","94002","0","0","0","0","0","0","1","0","447","0"
"2","20","1078","1","0","0","12","2","250000","2","94002","0","4","0","22002","22003","0","2","0","448","0"
"3","40","1078","1","0","0","12","2","500000","2","94002","0","8","0","22002","22003","0","3","0","449","0"
"4","60","1078","1","0","0","12","2","750000","2","94002","0","12","0","22002","22003","0","4","0","450","0"
"5","80","1078","1","0","0","12","2","1000000","2","94002","0","16","0","22002","22003","0","-1","0","451","0"
"1","0","1079","1","0","0","12","0","10000","0","94002","0","0","0","0","0","0","1","0","452","0"
"2","20","1079","1","0","0","12","2","250000","2","94002","0","4","0","22002","22003","0","2","0","453","0"
"3","40","1079","1","0","0","12","2","500000","2","94002","0","8","0","22002","22003","0","3","0","454","0"
"4","60","1079","1","0","0","12","2","750000","2","94002","0","12","0","22002","22003","0","4","0","455","0"
"5","80","1079","1","0","0","12","2","1000000","2","94002","0","16","0","22002","22003","0","-1","0","456","0"
"1","0","1080","1","0","0","12","0","10000","0","94002","0","0","0","0","0","0","1","0","457","0"
"2","20","1080","1","0","0","12","2","250000","2","94002","0","4","0","22002","22003","0","2","0","458","0"
"3","40","1080","1","0","0","12","2","500000","2","94002","0","8","0","22002","22003","0","3","0","459","0"
"4","60","1080","1","0","0","12","2","750000","2","94002","0","12","0","22002","22003","0","4","0","460","0"
"5","80","1080","1","0","0","12","2","1000000","2","94002","0","16","0","22002","22003","0","-1","0","461","0"
