e0df6fadbaccae635c09da7232354c9dca69ff10b00ab18d785ba52ed5690385,cf8003f38bc81e1a8c851e7240d052fca24b69e5a209e0c19b8d49d6c4c5a823,a8314e903a712eb8a391eab5a3d7379760c58e896fcb09a47653e6efe403b61f,6e9f4cfc02b75da8584e7eece0f81859a5276ce61a8813a7e610499d70646177,567495a40fdeb3e4f465d55d8964dccc196460d72cb891c1ad95ad3bda81050e,c6ae868eaeceab8df3f51510bf05aa409538a9976a761d87d241a53f1c6607d2,f7e30a6aa30d144f0633c66da06382e7c88f4143ecdfc97c7d7914a635f7ba54,0e6619260c474cf5ee89823e71b6134c3d23a8b8ba74af03dffb6e84e3d3c5e3,42e4dc7b8067ba4c3cf57da11d91780912cc67f2356db891ddc08974400b8572,3c1e57aeabb17ccf4c7df67677b17498487e7f5ece84e648d4c607a0e261dd8e,c459f8a802d520685c21d2b047d88263c538546073f8ae8c29429370876470ec,c611a3f6c131ae3e00ee80baea12ca8aa12bc752ed363a82a5dd3741e0db5fe7,aca1d5471d05125f6a1d839bdf1d9db82c80184b93705cfbe5fa7ba1d4cad180,6eb847b2523cf8561a11928baba5b226bfffbb5c8768cc84c3a01cd49dd6c1d3,a149cedc54a04b156a5f8000a201f4948f6740ddc84f090bbde36c0e0616cf5f,5ad622ae064fc1d351bcfded080c4aaf975b47414b0a1a36fc927c099ef0fec9,c51ff0e4a9ded568cea1e95c7582a47227da40ad74fa5d6af0a1ba3edcf15c75,9c6fcdc9509ae52c22803a5b954bda2a1825df0c9b789e1cdac1877a6eab76d9,1e8ca3a646394c77c2924e31938df067f3315a7161803dd2098de93d269a1f6d,1cf987bb865605e41f2eb761b9fe4833e424970b8ade86c9ca8d8edc7686216d,d239eeb9a413e30c75c6ca88dbb62b7cda17d8f3ff7f33ac8b11139b13ef7bb3,9839d7b3914c87cc1bfc2fe48f919e352a579e1194ff638265860d675405972a,d69638161b2ef137b0c2063a5b130a11d3e46f39d2d44b5ef2ca7e8b76065f1c,7af32bce69885f702e87ac8ed9952675343afb20a3254aa839f58f2b5134ca42,bdfe40a38f67d7190d6ec3cd6aa872ac05759a88f1a170f1e67e30c4dc2d69ef,298bc0e2542a5f018d4d2895f16e04d02299236485906dbe03c1ff4896059e25,2703f40f5d3cb08cc83281c25aa9b2eb4a466ee8a2c200bcf69e5baf95ac0fbc,fc3d36554b4cfeb03ad780effbd1f462fe78d9f1777312a0c5311e876194934c,e8b24522f8cb23349360bbc4f38b7dc93e624392ae0a8f75afed246a6a052480,177e4ca1be0bf3715ab9c6b4d0dbe5bcd5d8eac205b75e676e17e3c8a2fc020c,090f53f996e5d23979e5b6741a11277b691650ec60e6027611c83b773fb9f2d3,46008659acbc6a005b0630af24d9aa2c5dce68a2d434e2eb89cb8f409143f9ab,66628f653bb315ef2d96665ac38f8ed024f92e1534f5f8db4304bdfe88190dd8,e1b5a1f56617da1c3b6023887bb4bfbe73262b1aabdb02aa3133e39308760a40,13ffc2b3457ba4c2c8b33a04df69570382fbcd1ba9cbc8c4a7b5d33676d88328,1f7e8637cddacef31041ba27abe9556f0194601d6719dc5d25f0622cbc02cc92,c1a1607418fb23e77c277e0e57619a39764acdc69675b8ed7ecac6af48b2b263,fd6df5a6e361f38b5922e92152bfaa8c0c51ed636117ac3ff0bf123c90c48f4f,8fb15a4ccbef079b7b9ccfa92bca24b853e04b88cf0104df576b58bf4c45fab5
"1004106","79","10240105","1004207","10240104","1004110","0.06","401043921","710121","401043931","10240103","1004109","-1","401043941","3.8","0","1004206","10240101","3.5","1004107","35","35","2","1004208","1024","1004108","401043951","1","3.5","4","401043911","1000000","1004210","3.7","1001303","4","0","10240102","1004209"
"1004101","80","10250105","1004202","10250104","1004105","0.03","401044121","710011","401044131","10250103","1004104","1","401044141","1.4","0","1004201","10250101","1.2","1004102","1","1","1","1004203","1025","1004103","401044151","1","1.2","1","401044111","1000000","1004205","1.3","1001301","1.5","0","10250102","1004204"
"1004106","81","10250105","1004207","10250104","1004110","0.03","401044121","710011","401044131","10250103","1004109","3","401044141","1.4","0","1004206","10250101","1.2","1004107","2","2","1","1004208","1025","1004108","401044151","1","1.2","1","401044111","1000000","1004210","1.3","1001303","1.5","0","10250102","1004209"
"1004106","82","10250105","1004207","10250104","1004110","0.06","401044171","710011","401044181","10250103","1004109","10","401044191","1.9","0","1004206","10250101","1.6","1004107","4","4","2","1004208","1025","1004108","401044201","1","1.6","2","401044161","1000000","1004210","1.8","1001303","2","0","10250102","1004209"
"1004106","83","10250105","1004207","10250104","1004110","0.06","401044221","710011","401044231","10250103","1004109","34","401044241","2.4","0","1004206","10250101","2","1004107","11","11","2","1004208","1025","1004108","401044251","1","2","3","401044211","1000000","1004210","2.4","1001303","2.6","0","10250102","1004209"
"1004106","84","10250105","1004207","10250104","1004110","0.06","401044271","710011","401044281","10250103","1004109","-1","401044291","3.8","0","1004206","10250101","3.5","1004107","35","35","2","1004208","1025","1004108","401044301","1","3.5","4","401044261","1000000","1004210","3.7","1001303","4","0","10250102","1004209"
"1004101","85","10260105","1004202","10260104","1004105","0.03","401044471","710021","401044481","10260103","1004104","1","401044491","1.4","0","1004201","10260101","1.2","1004102","1","1","1","1004203","1026","1004103","401044501","1","1.2","1","401044461","1000000","1004205","1.3","1001301","1.5","0","10260102","1004204"
"1004106","86","10260105","1004207","10260104","1004110","0.03","401044471","710021","401044481","10260103","1004109","3","401044491","1.4","0","1004206","10260101","1.2","1004107","2","2","1","1004208","1026","1004108","401044501","1","1.2","1","401044461","1000000","1004210","1.3","1001303","1.5","0","10260102","1004209"
"1004106","87","10260105","1004207","10260104","1004110","0.06","401044521","710021","401044531","10260103","1004109","10","401044541","1.9","0","1004206","10260101","1.6","1004107","4","4","2","1004208","1026","1004108","401044551","1","1.6","2","401044511","1000000","1004210","1.8","1001303","2","0","10260102","1004209"
"1004106","88","10260105","1004207","10260104","1004110","0.06","401044571","710021","401044581","10260103","1004109","34","401044591","2.4","0","1004206","10260101","2","1004107","11","11","2","1004208","1026","1004108","401044601","1","2","3","401044561","1000000","1004210","2.4","1001303","2.6","0","10260102","1004209"
"1004106","89","10260105","1004207","10260104","1004110","0.06","401044621","710021","401044631","10260103","1004109","-1","401044641","3.8","0","1004206","10260101","3.5","1004107","35","35","2","1004208","1026","1004108","401044651","1","3.5","4","401044611","1000000","1004210","3.7","1001303","4","0","10260102","1004209"
"1004101","90","10270105","1004202","10270104","1004105","0.03","401044821","710031","401044831","10270103","1004104","1","401044841","1.4","0","1004201","10270101","1.2","1004102","1","1","1","1004203","1027","1004103","401044851","1","1.2","1","401044811","1000000","1004205","1.3","1001301","1.5","0","10270102","1004204"
"1004106","91","10270105","1004207","10270104","1004110","0.03","401044821","710031","401044831","10270103","1004109","3","401044841","1.4","0","1004206","10270101","1.2","1004107","2","2","1","1004208","1027","1004108","401044851","1","1.2","1","401044811","1000000","1004210","1.3","1001303","1.5","0","10270102","1004209"
"1004106","92","10270105","1004207","10270104","1004110","0.06","401044871","710031","401044881","10270103","1004109","10","401044891","1.9","0","1004206","10270101","1.6","1004107","4","4","2","1004208","1027","1004108","401044901","1","1.6","2","401044861","1000000","1004210","1.8","1001303","2","0","10270102","1004209"
"1004106","93","10270105","1004207","10270104","1004110","0.06","401044921","710031","401044931","10270103","1004109","34","401044941","2.4","0","1004206","10270101","2","1004107","11","11","2","1004208","1027","1004108","401044951","1","2","3","401044911","1000000","1004210","2.4","1001303","2.6","0","10270102","1004209"
"1004106","94","10270105","1004207","10270104","1004110","0.06","401044971","710031","401044981","10270103","1004109","-1","401044991","3.8","0","1004206","10270101","3.5","1004107","35","35","2","1004208","1027","1004108","401045001","1","3.5","4","401044961","1000000","1004210","3.7","1001303","4","0","10270102","1004209"
"1004101","95","10280105","1004202","10280104","1004105","0.03","401045171","710041","401045181","10280103","1004104","1","401045191","1.4","0","1004201","10280101","1.2","1004102","1","1","1","1004203","1028","1004103","401045201","1","1.2","1","401045161","1000000","1004205","1.3","1001301","1.5","0","10280102","1004204"
"1004106","96","10280105","1004207","10280104","1004110","0.03","401045171","710041","401045181","10280103","1004109","3","401045191","1.4","0","1004206","10280101","1.2","1004107","2","2","1","1004208","1028","1004108","401045201","1","1.2","1","401045161","1000000","1004210","1.3","1001303","1.5","0","10280102","1004209"
"1004106","97","10280105","1004207","10280104","1004110","0.06","401045221","710041","401045231","10280103","1004109","10","401045241","1.9","0","1004206","10280101","1.6","1004107","4","4","2","1004208","1028","1004108","401045251","1","1.6","2","401045211","1000000","1004210","1.8","1001303","2","0","10280102","1004209"
"1004106","98","10280105","1004207","10280104","1004110","0.06","401045271","710041","401045281","10280103","1004109","34","401045291","2.4","0","1004206","10280101","2","1004107","11","11","2","1004208","1028","1004108","401045301","1","2","3","401045261","1000000","1004210","2.4","1001303","2.6","0","10280102","1004209"
"1004106","99","10280105","1004207","10280104","1004110","0.06","401045321","710041","401045331","10280103","1004109","-1","401045341","3.8","0","1004206","10280101","3.5","1004107","35","35","2","1004208","1028","1004108","401045351","1","3.5","4","401045311","1000000","1004210","3.7","1001303","4","0","10280102","1004209"
"1004101","100","10290105","1004202","10290104","1004105","0.03","401045521","710051","401045531","10290103","1004104","1","401045541","1.4","0","1004201","10290101","1.2","1004102","1","1","1","1004203","1029","1004103","401045551","1","1.2","1","401045511","1000000","1004205","1.3","1001301","1.5","0","10290102","1004204"
"1004106","101","10290105","1004207","10290104","1004110","0.03","401045521","710051","401045531","10290103","1004109","3","401045541","1.4","0","1004206","10290101","1.2","1004107","2","2","1","1004208","1029","1004108","401045551","1","1.2","1","401045511","1000000","1004210","1.3","1001303","1.5","0","10290102","1004209"
"1004106","102","10290105","1004207","10290104","1004110","0.06","401045571","710051","401045581","10290103","1004109","10","401045591","1.9","0","1004206","10290101","1.6","1004107","4","4","2","1004208","1029","1004108","401045601","1","1.6","2","401045561","1000000","1004210","1.8","1001303","2","0","10290102","1004209"
"1004106","103","10290105","1004207","10290104","1004110","0.06","401045621","710051","401045631","10290103","1004109","34","401045641","2.4","0","1004206","10290101","2","1004107","11","11","2","1004208","1029","1004108","401045651","1","2","3","401045611","1000000","1004210","2.4","1001303","2.6","0","10290102","1004209"
"1004106","104","10290105","1004207","10290104","1004110","0.06","401045671","710051","401045681","10290103","1004109","-1","401045691","3.8","0","1004206","10290101","3.5","1004107","35","35","2","1004208","1029","1004108","401045701","1","3.5","4","401045661","1000000","1004210","3.7","1001303","4","0","10290102","1004209"
"1004101","105","10300105","1004202","10300104","1004105","0.03","401045871","710061","401045881","10300103","1004104","1","401045891","1.4","0","1004201","10300101","1.2","1004102","1","1","1","1004203","1030","1004103","401045901","1","1.2","1","401045861","1000000","1004205","1.3","1001301","1.5","0","10300102","1004204"
"1004106","106","10300105","1004207","10300104","1004110","0.03","401045871","710061","401045881","10300103","1004109","3","401045891","1.4","0","1004206","10300101","1.2","1004107","2","2","1","1004208","1030","1004108","401045901","1","1.2","1","401045861","1000000","1004210","1.3","1001303","1.5","0","10300102","1004209"
"1004106","107","10300105","1004207","10300104","1004110","0.06","401045921","710061","401045931","10300103","1004109","10","401045941","1.9","0","1004206","10300101","1.6","1004107","4","4","2","1004208","1030","1004108","401045951","1","1.6","2","401045911","1000000","1004210","1.8","1001303","2","0","10300102","1004209"
"1004106","108","10300105","1004207","10300104","1004110","0.06","401045971","710061","401045981","10300103","1004109","34","401045991","2.4","0","1004206","10300101","2","1004107","11","11","2","1004208","1030","1004108","401046001","1","2","3","401045961","1000000","1004210","2.4","1001303","2.6","0","10300102","1004209"
"1004106","109","10300105","1004207","10300104","1004110","0.06","401046021","710061","401046031","10300103","1004109","-1","401046041","3.8","0","1004206","10300101","3.5","1004107","35","35","2","1004208","1030","1004108","401046051","1","3.5","4","401046011","1000000","1004210","3.7","1001303","4","0","10300102","1004209"
"1004101","110","10310105","1004202","10310104","1004105","0.03","401046221","710071","401046231","10310103","1004104","1","401046241","1.4","0","1004201","10310101","1.2","1004102","1","1","1","1004203","1031","1004103","401046251","1","1.2","1","401046211","1000000","1004205","1.3","1001301","1.5","0","10310102","1004204"
"1004106","111","10310105","1004207","10310104","1004110","0.03","401046221","710071","401046231","10310103","1004109","3","401046241","1.4","0","1004206","10310101","1.2","1004107","2","2","1","1004208","1031","1004108","401046251","1","1.2","1","401046211","1000000","1004210","1.3","1001303","1.5","0","10310102","1004209"
"1004106","112","10310105","1004207","10310104","1004110","0.06","401046271","710071","401046281","10310103","1004109","10","401046291","1.9","0","1004206","10310101","1.6","1004107","4","4","2","1004208","1031","1004108","401046301","1","1.6","2","401046261","1000000","1004210","1.8","1001303","2","0","10310102","1004209"
"1004106","113","10310105","1004207","10310104","1004110","0.06","401046321","710071","401046331","10310103","1004109","34","401046341","2.4","0","1004206","10310101","2","1004107","11","11","2","1004208","1031","1004108","401046351","1","2","3","401046311","1000000","1004210","2.4","1001303","2.6","0","10310102","1004209"
"1004106","114","10310105","1004207","10310104","1004110","0.06","401046371","710071","401046381","10310103","1004109","-1","401046391","3.8","0","1004206","10310101","3.5","1004107","35","35","2","1004208","1031","1004108","401046401","1","3.5","4","401046361","1000000","1004210","3.7","1001303","4","0","10310102","1004209"
"1004101","115","10320105","1004202","10320104","1004105","0.03","401046571","710081","401046581","10320103","1004104","1","401046591","1.4","0","1004201","10320101","1.2","1004102","1","1","1","1004203","1032","1004103","401046601","1","1.2","1","401046561","1000000","1004205","1.3","1001301","1.5","0","10320102","1004204"
"1004106","116","10320105","1004207","10320104","1004110","0.03","401046571","710081","401046581","10320103","1004109","3","401046591","1.4","0","1004206","10320101","1.2","1004107","2","2","1","1004208","1032","1004108","401046601","1","1.2","1","401046561","1000000","1004210","1.3","1001303","1.5","0","10320102","1004209"
"1004106","117","10320105","1004207","10320104","1004110","0.06","401046621","710081","401046631","10320103","1004109","10","401046641","1.9","0","1004206","10320101","1.6","1004107","4","4","2","1004208","1032","1004108","401046651","1","1.6","2","401046611","1000000","1004210","1.8","1001303","2","0","10320102","1004209"
"1004106","118","10320105","1004207","10320104","1004110","0.06","401046671","710081","401046681","10320103","1004109","34","401046691","2.4","0","1004206","10320101","2","1004107","11","11","2","1004208","1032","1004108","401046701","1","2","3","401046661","1000000","1004210","2.4","1001303","2.6","0","10320102","1004209"
"1004106","119","10320105","1004207","10320104","1004110","0.06","401046721","710081","401046731","10320103","1004109","-1","401046741","3.8","0","1004206","10320101","3.5","1004107","35","35","2","1004208","1032","1004108","401046751","1","3.5","4","401046711","1000000","1004210","3.7","1001303","4","0","10320102","1004209"
"1004101","120","10330105","1004202","10330104","1004105","0.03","401046921","710091","401046931","10330103","1004104","1","401046941","1.4","0","1004201","10330101","1.2","1004102","1","1","1","1004203","1033","1004103","401046951","1","1.2","1","401046911","1000000","1004205","1.3","1001301","1.5","0","10330102","1004204"
"1004106","121","10330105","1004207","10330104","1004110","0.03","401046921","710091","401046931","10330103","1004109","3","401046941","1.4","0","1004206","10330101","1.2","1004107","2","2","1","1004208","1033","1004108","401046951","1","1.2","1","401046911","1000000","1004210","1.3","1001303","1.5","0","10330102","1004209"
"1004106","122","10330105","1004207","10330104","1004110","0.06","401046971","710091","401046981","10330103","1004109","10","401046991","1.9","0","1004206","10330101","1.6","1004107","4","4","2","1004208","1033","1004108","401047001","1","1.6","2","401046961","1000000","1004210","1.8","1001303","2","0","10330102","1004209"
"1004106","123","10330105","1004207","10330104","1004110","0.06","401047021","710091","401047031","10330103","1004109","34","401047041","2.4","0","1004206","10330101","2","1004107","11","11","2","1004208","1033","1004108","401047051","1","2","3","401047011","1000000","1004210","2.4","1001303","2.6","0","10330102","1004209"
"1004106","124","10330105","1004207","10330104","1004110","0.06","401047071","710091","401047081","10330103","1004109","-1","401047091","3.8","0","1004206","10330101","3.5","1004107","35","35","2","1004208","1033","1004108","401047101","1","3.5","4","401047061","1000000","1004210","3.7","1001303","4","0","10330102","1004209"
"1004101","125","10340105","1004202","10340104","1004105","0.03","401047271","710101","401047281","10340103","1004104","1","401047291","1.4","0","1004201","10340101","1.2","1004102","1","1","1","1004203","1034","1004103","401047301","1","1.2","1","401047261","1000000","1004205","1.3","1001301","1.5","0","10340102","1004204"
"1004106","126","10340105","1004207","10340104","1004110","0.03","401047271","710101","401047281","10340103","1004109","3","401047291","1.4","0","1004206","10340101","1.2","1004107","2","2","1","1004208","1034","1004108","401047301","1","1.2","1","401047261","1000000","1004210","1.3","1001303","1.5","0","10340102","1004209"
"1004106","127","10340105","1004207","10340104","1004110","0.06","401047321","710101","401047331","10340103","1004109","10","401047341","1.9","0","1004206","10340101","1.6","1004107","4","4","2","1004208","1034","1004108","401047351","1","1.6","2","401047311","1000000","1004210","1.8","1001303","2","0","10340102","1004209"
"1004106","128","10340105","1004207","10340104","1004110","0.06","401047371","710101","401047381","10340103","1004109","34","401047391","2.4","0","1004206","10340101","2","1004107","11","11","2","1004208","1034","1004108","401047401","1","2","3","401047361","1000000","1004210","2.4","1001303","2.6","0","10340102","1004209"
"1004106","129","10340105","1004207","10340104","1004110","0.06","401047421","710101","401047431","10340103","1004109","44","401047441","3.8","0","1004206","10340101","3.5","1004107","35","35","2","1004208","1034","1004108","401047451","1","3.5","4","401047411","1000000","1004210","3.7","1001303","4","0","10340102","1004209"
"1004106","130","10340105","1004207","10340104","1004110","0.06","401047471","710101","401047481","10340103","1004109","-1","401047491","3.8","0","1004206","10340101","3.5","1004107","45","45","2","1004208","1034","1004108","401047501","1","3.5","5","401047461","1000000","1004210","3.7","1001303","4","0","10340102","1004209"
"1004101","131","10350105","1004202","10350104","1004105","0.03","401047671","710111","401047681","10350103","1004104","1","401047691","1.4","0","1004201","10350101","1.2","1004102","1","1","1","1004203","1035","1004103","401047701","1","1.2","1","401047661","1000000","1004205","1.3","1001301","1.5","0","10350102","1004204"
"1004106","132","10350105","1004207","10350104","1004110","0.03","401047671","710111","401047681","10350103","1004109","3","401047691","1.4","0","1004206","10350101","1.2","1004107","2","2","1","1004208","1035","1004108","401047701","1","1.2","1","401047661","1000000","1004210","1.3","1001303","1.5","0","10350102","1004209"
"1004106","133","10350105","1004207","10350104","1004110","0.06","401047721","710111","401047731","10350103","1004109","10","401047741","1.9","0","1004206","10350101","1.6","1004107","4","4","2","1004208","1035","1004108","401047751","1","1.6","2","401047711","1000000","1004210","1.8","1001303","2","0","10350102","1004209"
"1004106","134","10350105","1004207","10350104","1004110","0.06","401047771","710111","401047781","10350103","1004109","34","401047791","2.4","0","1004206","10350101","2","1004107","11","11","2","1004208","1035","1004108","401047801","1","2","3","401047761","1000000","1004210","2.4","1001303","2.6","0","10350102","1004209"
"1004106","135","10350105","1004207","10350104","1004110","0.06","401047821","710111","401047831","10350103","1004109","44","401047841","3.8","0","1004206","10350101","3.5","1004107","35","35","2","1004208","1035","1004108","401047851","1","3.5","4","401047811","1000000","1004210","3.7","1001303","4","0","10350102","1004209"
"1004106","136","10350105","1004207","10350104","1004110","0.06","401047871","710111","401047881","10350103","1004109","-1","401047891","3.8","0","1004206","10350101","3.5","1004107","45","45","2","1004208","1035","1004108","401047901","1","3.5","5","401047861","1000000","1004210","3.7","1001303","4","0","10350102","1004209"
"1004101","137","10360105","1004202","10360104","1004105","0.03","401048071","710121","401048081","10360103","1004104","1","401048091","1.4","0","1004201","10360101","1.2","1004102","1","1","1","1004203","1036","1004103","401048101","1","1.2","1","401048061","1000000","1004205","1.3","1001301","1.5","0","10360102","1004204"
"1004106","138","10360105","1004207","10360104","1004110","0.03","401048071","710121","401048081","10360103","1004109","3","401048091","1.4","0","1004206","10360101","1.2","1004107","2","2","1","1004208","1036","1004108","401048101","1","1.2","1","401048061","1000000","1004210","1.3","1001303","1.5","0","10360102","1004209"
"1004106","139","10360105","1004207","10360104","1004110","0.06","401048121","710121","401048131","10360103","1004109","10","401048141","1.9","0","1004206","10360101","1.6","1004107","4","4","2","1004208","1036","1004108","401048151","1","1.6","2","401048111","1000000","1004210","1.8","1001303","2","0","10360102","1004209"
"1004106","140","10360105","1004207","10360104","1004110","0.06","401048171","710121","401048181","10360103","1004109","34","401048191","2.4","0","1004206","10360101","2","1004107","11","11","2","1004208","1036","1004108","401048201","1","2","3","401048161","1000000","1004210","2.4","1001303","2.6","0","10360102","1004209"
"1004106","141","10360105","1004207","10360104","1004110","0.06","401048221","710121","401048231","10360103","1004109","44","401048241","3.8","0","1004206","10360101","3.5","1004107","35","35","2","1004208","1036","1004108","401048251","1","3.5","4","401048211","1000000","1004210","3.7","1001303","4","0","10360102","1004209"
"1004106","142","10360105","1004207","10360104","1004110","0.06","401048271","710121","401048281","10360103","1004109","-1","401048291","3.8","0","1004206","10360101","3.5","1004107","45","45","2","1004208","1036","1004108","401048301","1","3.5","5","401048261","1000000","1004210","3.7","1001303","4","0","10360102","1004209"
"1004101","143","10370105","1004202","10370104","1004105","0.03","401048471","710011","401048481","10370103","1004104","1","401048491","1.4","0","1004201","10370101","1.2","1004102","1","1","1","1004203","1037","1004103","401048501","1","1.2","1","401048461","1000000","1004205","1.3","1001301","1.5","0","10370102","1004204"
"1004106","144","10370105","1004207","10370104","1004110","0.03","401048471","710011","401048481","10370103","1004109","3","401048491","1.4","0","1004206","10370101","1.2","1004107","2","2","1","1004208","1037","1004108","401048501","1","1.2","1","401048461","1000000","1004210","1.3","1001303","1.5","0","10370102","1004209"
"1004106","145","10370105","1004207","10370104","1004110","0.06","401048521","710011","401048531","10370103","1004109","10","401048541","1.9","0","1004206","10370101","1.6","1004107","4","4","2","1004208","1037","1004108","401048551","1","1.6","2","401048511","1000000","1004210","1.8","1001303","2","0","10370102","1004209"
"1004106","146","10370105","1004207","10370104","1004110","0.06","401048571","710011","401048581","10370103","1004109","34","401048591","2.4","0","1004206","10370101","2","1004107","11","11","2","1004208","1037","1004108","401048601","1","2","3","401048561","1000000","1004210","2.4","1001303","2.6","0","10370102","1004209"
"1004106","147","10370105","1004207","10370104","1004110","0.06","401048621","710011","401048631","10370103","1004109","44","401048641","3.8","0","1004206","10370101","3.5","1004107","35","35","2","1004208","1037","1004108","401048651","1","3.5","4","401048611","1000000","1004210","3.7","1001303","4","0","10370102","1004209"
"1004106","148","10370105","1004207","10370104","1004110","0.06","401048671","710011","401048681","10370103","1004109","-1","401048691","3.8","0","1004206","10370101","3.5","1004107","45","45","2","1004208","1037","1004108","401048701","1","3.5","5","401048661","1000000","1004210","3.7","1001303","4","0","10370102","1004209"
"1004101","149","10380105","1004202","10380104","1004105","0.03","401048871","710021","401048881","10380103","1004104","1","401048891","1.4","0","1004201","10380101","1.2","1004102","1","1","1","1004203","1038","1004103","401048901","1","1.2","1","401048861","1000000","1004205","1.3","1001301","1.5","0","10380102","1004204"
"1004106","150","10380105","1004207","10380104","1004110","0.03","401048871","710021","401048881","10380103","1004109","3","401048891","1.4","0","1004206","10380101","1.2","1004107","2","2","1","1004208","1038","1004108","401048901","1","1.2","1","401048861","1000000","1004210","1.3","1001303","1.5","0","10380102","1004209"
"1004106","151","10380105","1004207","10380104","1004110","0.06","401048921","710021","401048931","10380103","1004109","10","401048941","1.9","0","1004206","10380101","1.6","1004107","4","4","2","1004208","1038","1004108","401048951","1","1.6","2","401048911","1000000","1004210","1.8","1001303","2","0","10380102","1004209"
"1004106","152","10380105","1004207","10380104","1004110","0.06","401048971","710021","401048981","10380103","1004109","34","401048991","2.4","0","1004206","10380101","2","1004107","11","11","2","1004208","1038","1004108","401049001","1","2","3","401048961","1000000","1004210","2.4","1001303","2.6","0","10380102","1004209"
"1004106","153","10380105","1004207","10380104","1004110","0.06","401049021","710021","401049031","10380103","1004109","44","401049041","3.8","0","1004206","10380101","3.5","1004107","35","35","2","1004208","1038","1004108","401049051","1","3.5","4","401049011","1000000","1004210","3.7","1001303","4","0","10380102","1004209"
"1004106","154","10380105","1004207","10380104","1004110","0.06","401049071","710021","401049081","10380103","1004109","-1","401049091","3.8","0","1004206","10380101","3.5","1004107","45","45","2","1004208","1038","1004108","401049101","1","3.5","5","401049061","1000000","1004210","3.7","1001303","4","0","10380102","1004209"
"1004101","155","10390105","1004202","10390104","1004105","0.03","401049271","710031","401049281","10390103","1004104","1","401049291","1.4","0","1004201","10390101","1.2","1004102","1","1","1","1004203","1039","1004103","401049301","1","1.2","1","401049261","1000000","1004205","1.3","1001301","1.5","0","10390102","1004204"
"1004106","156","10390105","1004207","10390104","1004110","0.03","401049271","710031","401049281","10390103","1004109","3","401049291","1.4","0","1004206","10390101","1.2","1004107","2","2","1","1004208","1039","1004108","401049301","1","1.2","1","401049261","1000000","1004210","1.3","1001303","1.5","0","10390102","1004209"
"1004106","157","10390105","1004207","10390104","1004110","0.06","401049321","710031","401049331","10390103","1004109","10","401049341","1.9","0","1004206","10390101","1.6","1004107","4","4","2","1004208","1039","1004108","401049351","1","1.6","2","401049311","1000000","1004210","1.8","1001303","2","0","10390102","1004209"
"1004106","158","10390105","1004207","10390104","1004110","0.06","401049371","710031","401049381","10390103","1004109","30","401049391","2.4","0","1004206","10390101","2","1004107","11","11","2","1004208","1039","1004108","401049401","1","2","3","401049361","1000000","1004210","2.4","1001303","2.6","0","10390102","1004209"
"1004106","159","10390105","1004207","10390104","1004110","0.06","401049421","710031","401049431","10390103","1004109","40","401049441","3.8","0","1004206","10390101","3.5","1004107","31","31","2","1004208","1039","1004108","401049451","1","3.5","4","401049411","1000000","1004210","3.7","1001303","4","0","10390102","1004209"
"1004106","160","10390105","1004207","10390104","1004110","0.06","401049471","710031","401049481","10390103","1004109","-1","401049491","3.8","0","1004206","10390101","3.5","1004107","41","41","2","1004208","1039","1004108","401049501","1","3.5","5","401049461","1000000","1004210","3.7","1001303","4","0","10390102","1004209"
"1004101","161","10400105","1004202","10400104","1004105","0.03","401049671","710041","401049681","10400103","1004104","1","401049691","1.4","0","1004201","10400101","1.2","1004102","1","1","1","1004203","1040","1004103","401049701","1","1.2","1","401049661","1000000","1004205","1.3","1001301","1.5","0","10400102","1004204"
"1004106","162","10400105","1004207","10400104","1004110","0.03","401049671","710041","401049681","10400103","1004109","3","401049691","1.4","0","1004206","10400101","1.2","1004107","2","2","1","1004208","1040","1004108","401049701","1","1.2","1","401049661","1000000","1004210","1.3","1001303","1.5","0","10400102","1004209"
"1004106","163","10400105","1004207","10400104","1004110","0.06","401049721","710041","401049731","10400103","1004109","10","401049741","1.9","0","1004206","10400101","1.6","1004107","4","4","2","1004208","1040","1004108","401049751","1","1.6","2","401049711","1000000","1004210","1.8","1001303","2","0","10400102","1004209"
"1004106","164","10400105","1004207","10400104","1004110","0.06","401049771","710041","401049781","10400103","1004109","30","401049791","2.4","0","1004206","10400101","2","1004107","11","11","2","1004208","1040","1004108","401049801","1","2","3","401049761","1000000","1004210","2.4","1001303","2.6","0","10400102","1004209"
"1004106","165","10400105","1004207","10400104","1004110","0.06","401049821","710041","401049831","10400103","1004109","40","401049841","3.8","0","1004206","10400101","3.5","1004107","31","31","2","1004208","1040","1004108","401049851","1","3.5","4","401049811","1000000","1004210","3.7","1001303","4","0","10400102","1004209"
"1004106","166","10400105","1004207","10400104","1004110","0.06","401049871","710041","401049881","10400103","1004109","-1","401049891","3.8","0","1004206","10400101","3.5","1004107","41","41","2","1004208","1040","1004108","401049901","1","3.5","5","401049861","1000000","1004210","3.7","1001303","4","0","10400102","1004209"
"1004101","167","10410105","1004202","10410104","1004105","0.03","401050071","710051","401050081","10410103","1004104","1","401050091","1.4","0","1004201","10410101","1.2","1004102","1","1","1","1004203","1041","1004103","401050101","1","1.2","1","401050061","1000000","1004205","1.3","1001301","1.5","0","10410102","1004204"
