7a4fca4ed3b95115e648875d23edad10fc9c3dd10d5bbbc7aeeecd06f57aa502,c823eab7646031c113940a15f37dbb94413c08141b3ba51d8581049bc1782df3,c9f52f43a2af59edb68814986d4b5ab056c7abf0639c8651b4b1d138f35fcd6f,d0c53ec238f2aeec31f76157f84567bd95d8cf2cd1f31a5b6cd241c4bb3b2348,36c4602fdcac5e9595f41c2a45431ad71ffeb80d27b5c9f25bba3d1cc1cb69ad,1b554c74631101697e0fc9e68a465a528590fae9e34056839bf6a5ddd6232342,22a00d23c30e3247b5d7a0e0f5a33b318efcbbfd671eb76b6994f0576c08b1b8,2c6711833b608194b3654cda332d19e04e58927f031e726a75fbcee499cdfa74,40313044f09e64ab01cc8f4dfb925ed5c5a3921c70eae09bda16d793fa6ac63c,ae1ccc85bda05b608532bbbd0f236873ff467bf0bedaf5cf1f3eb9ea4bdfd5fa,6d00ccce31217b53ab57e753b93b413d5982ea77d363f398fc62993950273474,0a70427e08094f1aaf680f852ab54ea5cb32d9bdbea21a88a4cd06549b6ef93f,a83e994cafed0892ed660d4bf92c0afbdb9779ea0d541b8952efa26cf2577302,db32628681bfce688517a216426b494b6620e0c6209f55f006e1664430dc4b90,9178f092451688baaceb12a01c41d5c4b06ccbaba04f0e2f9972399e4182c37e,70685f52c7e00ad104e01654c49605816395d5482b121c573572682e0f202947,ff4be146da04611bb27a552afe526eea87bd9666383417e4287ecafc9cfdcb82,9c96eb285a33962a919636830a0b3515e26a697da386cf5aac466b1b0a261095,c770036a732c3248b9d76aebc46b2b281edafa3dafe35ace534fd95d58875956,31a2270a09e87a843b19d67a032917681b3f1bcf4888117efbb748c93f62c8ac,bb664b092dbfc88c2a1eace367a4388f949bac2ab3d5fcad4d687ae32ed4c084,8ec8bc4eab8784f9a9ae3bf21604dcf314abefec1fa3f2399d0232a1e20c3527,f73e7dcb2e6e2efef0b110229f6ac00384ea7d4b65f74eefef6565692bf6200b,54f66c8d640f4244def6046379108146fc451b73c92f9af7776f4446c741c87e,1adada0e98fac5329ebbbd7be74328a9d746e943a6067908e12a2fc16331383d
"1","0","0","0","32033","25","50","0","0","1","0","5","1","0","0","0","0","103301","0","18","0","0","100000","0","0"
"1","0","10","0","31033","0","50","0","0","1","0","0","2","25","0","0","0","103301","0","11","0","0","100000","0","0"
"1","0","0","0","25001","4","10","0","0","0","0","0","3","4","0","0","0","103301","0","15","0","0","100000","0","0"
"2","0","0","0","25001","8","15","0","0","0","0","0","3","8","0","0","0","103301","0","15","0","0","200000","0","0"
"3","0","0","0","25001","12","20","0","0","0","0","0","3","12","0","0","0","103301","0","15","0","0","400000","0","0"
"4","0","0","0","25001","16","25","0","0","0","0","0","3","16","0","0","0","103301","0","15","0","0","500000","0","0"
"5","0","15","0","25001","18","30","0","0","1","0","0","3","18","0","0","0","103301","0","15","200","0","600000","0","0"
"1","0","0","0","32034","0","50","0","0","1","0","0","1","0","0","0","0","103401","0","18","100","10","100000","0","0"
"1","0","0","0","31034","0","50","0","0","1","0","0","2","0","0","0","0","103401","0","11","60","10","100000","0","0"
"1","0","0","0","25001","0","10","0","0","0","0","0","3","2","0","0","0","103401","0","15","20","0","100000","0","0"
"2","0","0","0","25001","0","15","0","0","0","0","0","3","4","0","0","0","103401","0","15","40","0","200000","0","0"
"3","0","0","0","25001","0","20","0","0","0","0","0","3","6","0","0","0","103401","0","15","60","0","400000","0","0"
"4","0","0","0","25001","0","25","0","0","0","0","0","3","8","0","0","0","103401","0","15","80","0","500000","0","0"
"5","0","0","0","25001","0","30","0","0","1","0","0","3","10","0","0","0","103401","0","15","100","10","600000","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","103501","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","103501","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","103501","0","0","0","0","0","0","0"
"1","10","0","0","32036","0","50","0","0","1","160","3","1","0","0","0","0","103601","0","18","0","0","100000","0","0"
"1","5","0","0","31036","0","50","0","0","1","80","2","2","0","0","0","0","103601","0","11","0","0","100000","0","0"
"1","5","0","0","25001","0","10","0","0","0","100","0","3","0","0","0","0","103601","0","15","0","0","100000","0","0"
"2","10","0","0","25001","0","15","0","0","0","200","0","3","0","0","0","0","103601","0","15","0","0","200000","0","0"
"3","15","0","0","25001","0","20","0","0","0","300","0","3","0","0","0","0","103601","0","15","0","0","400000","0","0"
"4","20","0","0","25001","0","25","0","0","0","400","0","3","0","0","0","0","103601","0","15","0","0","500000","0","0"
"5","25","0","0","25001","0","30","0","0","1","500","0","3","0","0","0","2","103601","0","15","0","0","600000","0","0"
"1","0","0","0","32037","0","50","0","0","1","0","0","1","0","0","0","0","103701","0","18","240","0","100000","0","0"
"1","0","0","0","31037","0","50","0","0","1","0","3","2","0","0","0","0","103701","0","11","120","0","100000","0","0"
"1","0","0","0","25001","0","10","0","0","0","0","0","3","0","0","0","0","103701","0","15","130","0","100000","0","0"
"2","0","0","0","25001","0","15","10","0","0","0","0","3","0","0","0","0","103701","0","15","260","0","200000","0","0"
"3","0","0","0","25001","0","20","20","0","0","0","0","3","0","0","0","0","103701","0","15","390","0","400000","0","0"
"4","0","0","0","25001","0","25","30","0","0","0","0","3","0","0","0","0","103701","0","15","520","0","500000","0","0"
"5","0","0","0","25001","0","30","40","0","1","0","2","3","0","0","0","2","103701","0","15","650","0","600000","0","0"
"1","0","0","0","32038","25","50","0","0","1","0","0","1","0","0","0","0","103801","0","18","160","0","100000","0","0"
"1","0","0","0","31038","0","50","0","0","1","0","3","2","25","0","0","0","103801","0","11","80","0","100000","0","0"
"1","0","0","0","25001","4","10","0","0","0","0","0","3","4","0","0","0","103801","0","15","100","0","100000","0","0"
"2","0","0","0","25001","8","15","0","0","0","0","0","3","8","0","0","0","103801","0","15","220","0","200000","0","0"
"3","0","0","0","25001","12","20","0","0","0","0","0","3","12","0","0","0","103801","0","15","330","0","400000","0","0"
"4","0","0","0","25001","16","25","0","0","0","0","0","3","16","0","0","0","103801","0","15","440","0","500000","0","0"
"5","0","0","0","25001","18","30","0","0","1","0","2","3","18","0","0","0","103801","0","15","550","0","600000","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","103901","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","103901","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","103901","0","0","0","0","0","0","0"
"1","0","0","0","32040","20","50","0","0","1","0","0","1","25","0","0","0","104001","0","18","0","0","100000","0","0"
"1","0","10","0","31040","0","50","0","0","1","0","0","2","25","0","0","0","104001","0","11","0","0","100000","0","0"
"1","0","0","0","25001","3","10","0","0","0","0","0","3","3","0","0","0","104001","0","15","40","0","100000","0","0"
"2","0","0","0","25001","6","15","0","0","0","0","0","3","6","0","0","0","104001","0","15","80","0","200000","0","0"
"3","0","0","0","25001","9","20","0","0","0","0","0","3","9","0","0","0","104001","0","15","120","0","400000","0","0"
"4","0","0","0","25001","12","25","0","0","0","0","0","3","12","0","0","0","104001","0","15","160","0","500000","0","0"
"5","0","15","0","25001","15","30","0","0","1","0","0","3","15","0","0","0","104001","0","15","200","0","600000","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","104101","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","104101","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","104101","0","0","0","0","0","0","0"
"1","0","0","0","32042","0","50","0","0","1","100","0","1","0","0","0","0","104201","0","18","0","10","100000","0","0"
"1","0","0","0","31042","0","50","0","0","1","60","0","2","0","0","0","0","104201","0","11","0","10","100000","0","0"
"1","0","0","0","25001","2","10","0","0","0","20","0","3","0","0","0","0","104201","0","15","0","0","100000","0","0"
"2","0","0","0","25001","4","15","0","0","0","40","0","3","0","0","0","0","104201","0","15","0","0","200000","0","0"
"3","0","0","0","25001","6","20","0","0","0","60","0","3","0","0","0","0","104201","0","15","0","0","400000","0","0"
"4","0","0","0","25001","8","25","0","0","0","80","0","3","0","0","0","0","104201","0","15","0","0","500000","0","0"
"5","0","0","0","25001","10","30","0","0","1","100","0","3","0","0","0","0","104201","0","15","0","10","600000","0","0"
"1","0","0","0","32043","0","50","0","0","1","0","3","1","0","0","0","0","104301","0","18","160","0","100000","0","0"
"1","0","0","0","31043","0","50","0","0","1","0","2","2","0","0","0","0","104301","0","11","80","0","100000","0","0"
"1","0","0","0","25001","0","10","0","0","0","0","0","3","0","0","0","0","104301","0","15","100","0","100000","0","0"
"2","0","0","0","25001","0","15","0","0","0","0","0","3","0","0","0","0","104301","0","15","220","0","200000","0","0"
"3","0","0","0","25001","0","20","0","0","0","0","0","3","0","0","0","0","104301","0","15","330","0","400000","0","0"
"4","0","0","0","25001","0","25","0","0","0","0","0","3","0","0","0","0","104301","0","15","440","0","500000","0","0"
"5","0","0","0","25001","0","30","0","0","1","0","5","3","0","0","0","0","104301","0","15","550","0","600000","0","0"
"1","10","0","0","32044","0","50","0","0","1","360","0","1","0","0","0","0","104401","0","18","0","0","100000","0","0"
"1","10","0","0","31044","0","50","0","0","1","180","0","2","0","0","0","0","104401","0","11","0","0","100000","0","0"
"1","10","0","0","25001","0","10","0","0","0","180","0","3","0","0","0","0","104401","0","15","0","0","100000","0","0"
"2","20","0","0","25001","0","15","0","0","0","360","0","3","0","0","0","0","104401","0","15","0","0","200000","0","0"
"3","20","0","0","25001","0","20","0","0","0","540","0","3","0","0","0","0","104401","0","15","0","0","400000","0","0"
"4","30","0","0","25001","0","25","0","0","0","720","0","3","0","0","0","0","104401","0","15","0","0","500000","0","0"
"5","50","0","0","25001","0","30","0","0","1","900","0","3","0","0","0","0","104401","0","15","0","0","600000","0","0"
"1","0","0","0","32045","4","50","0","1500","1","0","0","1","10","0","0","0","104501","0","18","0","0","100000","0","0"
"1","0","0","0","31045","5","50","0","1000","1","0","0","2","15","0","0","0","104501","0","11","0","0","100000","0","0"
"1","0","0","0","25001","2","10","0","0","0","0","0","3","6","0","0","0","104501","0","15","0","0","100000","0","0"
"2","0","0","0","25001","4","15","0","0","0","0","0","3","12","0","0","0","104501","0","15","0","0","200000","0","0"
"3","0","0","0","25001","6","20","0","0","0","0","0","3","18","0","0","0","104501","0","15","0","0","400000","0","0"
"4","0","0","0","25001","8","25","0","0","0","0","0","3","24","0","0","0","104501","0","15","0","0","500000","0","0"
"5","0","0","0","25001","10","30","0","0","1","0","0","3","30","0","0","0","104501","0","15","0","0","600000","0","0"
"1","0","0","0","32046","0","50","15","0","1","0","0","1","0","0","0","0","104601","0","18","180","0","100000","0","0"
"1","0","0","0","31046","0","50","0","0","1","0","3","2","0","0","0","0","104601","0","11","80","0","100000","0","0"
"1","0","0","0","25001","0","10","0","0","0","0","0","3","0","0","0","0","104601","0","15","100","0","100000","0","0"
"2","0","0","0","25001","0","15","10","0","0","0","0","3","0","0","0","0","104601","0","15","200","0","200000","0","0"
"3","0","0","0","25001","0","20","20","0","0","0","0","3","0","0","0","0","104601","0","15","300","0","400000","0","0"
"4","0","0","0","25001","0","25","30","0","0","0","0","3","0","0","0","0","104601","0","15","400","0","500000","0","0"
"5","0","0","0","25001","0","30","40","0","1","0","2","3","0","0","0","2","104601","0","15","500","0","600000","0","0"
"1","0","0","0","32047","10","50","0","0","1","0","5","1","10","0","0","0","104701","0","18","0","10","100000","0","0"
"1","0","0","0","31047","15","50","0","0","1","0","3","2","15","0","0","0","104701","0","11","0","10","100000","0","0"
"1","0","0","0","25001","6","10","0","0","0","0","0","3","6","0","0","0","104701","0","15","0","0","100000","0","0"
"2","0","0","0","25001","12","15","0","0","0","0","0","3","12","0","0","0","104701","0","15","0","0","200000","0","0"
"3","0","0","0","25001","18","20","0","0","0","0","0","3","18","0","0","0","104701","0","15","0","0","400000","0","0"
"4","0","0","0","25001","24","25","0","0","0","0","0","3","24","0","0","0","104701","0","15","0","0","500000","0","0"
"5","0","0","0","25001","30","30","0","0","1","0","2","3","30","0","0","0","104701","0","15","0","10","600000","0","0"
"1","0","0","0","32048","0","50","0","0","1","0","5","1","0","0","0","0","104801","0","18","95","0","100000","0","0"
"1","0","0","0","31048","0","50","0","0","1","0","5","2","0","0","0","0","104801","0","11","55","0","100000","0","0"
"1","0","0","0","25001","1","10","0","0","0","0","0","3","1","0","0","0","104801","0","15","20","0","100000","0","0"
"2","0","0","0","25001","2","15","0","0","0","0","0","3","2","0","0","0","104801","0","15","40","0","200000","0","0"
"3","0","0","0","25001","3","20","0","0","0","0","0","3","3","0","0","0","104801","0","15","60","0","400000","0","0"
"4","0","0","0","25001","4","25","0","0","0","0","0","3","4","0","0","0","104801","0","15","80","0","500000","0","0"
"5","0","15","0","25001","5","30","0","0","1","0","0","3","5","0","0","0","104801","0","15","90","0","600000","0","0"
"1","0","0","0","32049","0","50","0","0","1","0","5","1","0","0","0","0","104901","0","18","95","0","100000","0","0"
"1","0","0","0","31049","0","50","0","0","1","0","5","2","0","0","0","0","104901","0","11","55","0","100000","0","0"
"1","0","0","0","25001","4","10","0","0","0","0","0","3","2","0","0","0","104901","0","15","10","0","100000","0","0"
"2","0","0","0","25001","8","15","0","0","0","0","0","3","4","0","0","0","104901","0","15","20","0","200000","0","0"
"3","0","0","0","25001","12","20","0","0","0","0","0","3","6","0","0","0","104901","0","15","30","0","400000","0","0"
"4","0","0","0","25001","16","25","0","0","0","0","0","3","8","0","0","0","104901","0","15","40","0","500000","0","0"
"5","0","0","0","25001","20","30","0","0","1","0","0","3","10","0","0","0","104901","0","15","50","0","600000","0","0"
"1","10","0","0","32050","0","50","0","0","1","150","3","1","0","0","0","0","105001","0","18","0","0","100000","0","0"
"1","5","0","0","31050","0","50","0","0","1","75","2","2","0","0","0","0","105001","0","11","0","0","100000","0","0"
"1","6","0","0","25001","0","10","0","0","0","100","0","3","0","0","0","0","105001","0","15","0","0","100000","0","0"
"2","12","0","0","25001","0","15","0","0","0","200","0","3","0","0","0","0","105001","0","15","0","0","200000","0","0"
"3","18","0","0","25001","0","20","0","0","0","300","0","3","0","0","0","0","105001","0","15","0","0","400000","0","0"
"4","24","0","0","25001","0","25","0","0","0","400","0","3","0","0","0","0","105001","0","15","0","0","500000","0","0"
"5","30","0","0","25001","0","30","0","0","1","500","0","3","0","0","0","0","105001","0","15","0","0","600000","0","0"
"1","0","0","0","32051","0","50","0","0","1","0","5","1","0","0","0","0","105101","0","18","160","0","100000","0","0"
"1","0","0","0","31051","0","50","0","0","1","0","0","2","0","0","0","0","105101","0","11","80","0","100000","0","0"
"1","0","0","0","25001","0","10","10","0","0","0","0","3","0","0","0","0","105101","0","15","100","0","100000","0","0"
"2","0","0","0","25001","0","15","20","0","0","0","0","3","0","0","0","0","105101","0","15","220","0","200000","0","0"
"3","0","0","0","25001","0","20","30","0","0","0","0","3","0","0","0","0","105101","0","15","330","0","400000","0","0"
"4","0","0","0","25001","0","25","40","0","0","0","0","3","0","0","0","0","105101","0","15","440","0","500000","0","0"
"5","0","0","0","25001","0","30","50","0","1","0","5","3","0","0","0","0","105101","1","15","550","0","600000","0","0"
"1","0","0","0","32052","10","50","0","1500","1","0","0","1","4","0","0","0","105201","0","18","0","0","100000","0","0"
"1","0","0","0","31052","15","50","0","1000","1","0","0","2","5","0","0","0","105201","0","11","0","0","100000","0","0"
"1","0","0","0","25001","6","10","0","0","0","0","0","3","2","0","0","0","105201","0","15","0","0","100000","0","0"
"2","0","0","0","25001","12","15","0","0","0","0","0","3","4","0","0","0","105201","0","15","0","0","200000","0","0"
"3","0","0","0","25001","18","20","0","0","0","0","0","3","6","0","0","0","105201","0","15","0","0","400000","0","0"
"4","0","0","0","25001","24","25","0","0","0","0","0","3","8","0","0","0","105201","0","15","0","0","500000","0","0"
"5","0","0","0","25001","30","30","0","0","1","0","0","3","10","0","0","0","105201","0","15","0","0","600000","0","0"
"1","0","0","0","32053","0","50","0","0","1","0","5","1","0","0","0","0","105301","0","18","160","0","100000","0","0"
"1","0","0","0","31053","0","50","0","0","1","0","3","2","0","0","0","0","105301","0","11","80","0","100000","0","0"
"1","0","0","0","25001","0","10","0","0","0","0","0","3","0","0","0","0","105301","0","15","100","0","100000","0","0"
"2","0","0","0","25001","0","15","10","0","0","0","0","3","0","0","0","0","105301","0","15","200","0","200000","0","0"
"3","0","0","0","25001","0","20","20","0","0","0","0","3","0","0","0","0","105301","0","15","300","0","400000","0","0"
"4","0","0","0","25001","0","25","30","0","0","0","0","3","0","0","0","0","105301","0","15","400","0","500000","0","0"
"5","0","0","0","25001","0","30","40","0","1","0","2","3","0","0","0","2","105301","0","15","500","0","600000","0","0"
"1","0","0","0","32054","15","50","0","1500","1","0","5","1","15","0","0","0","105401","0","18","0","0","100000","0","0"
"1","0","0","0","31054","0","50","0","1000","1","0","0","2","20","0","0","0","105401","0","11","0","0","100000","0","0"
"1","0","0","0","25001","3","10","0","0","0","0","0","3","3","0","0","0","105401","0","15","0","0","100000","0","0"
"2","0","0","0","25001","6","15","0","0","0","0","0","3","6","0","0","0","105401","0","15","0","0","200000","0","0"
"3","0","0","0","25001","9","20","0","0","0","0","0","3","9","0","0","0","105401","0","15","0","0","400000","0","0"
"4","0","0","0","25001","12","25","0","0","0","0","0","3","12","0","0","0","105401","0","15","0","0","500000","0","0"
"5","0","0","0","25001","15","30","0","0","1","0","5","3","15","0","0","0","105401","0","15","0","0","600000","0","0"
"1","0","0","0","32055","0","50","0","0","1","0","5","1","0","0","0","0","105501","0","18","160","0","100000","0","0"
"1","0","10","0","31055","0","50","0","0","1","0","3","2","0","0","0","0","105501","0","11","80","0","100000","0","0"
"1","0","0","0","25001","0","10","0","0","0","0","0","3","0","0","0","0","105501","0","15","100","0","100000","0","0"
"2","0","0","0","25001","0","15","0","0","0","0","0","3","0","0","0","0","105501","0","15","220","0","200000","0","0"
"3","0","0","0","25001","0","20","0","0","0","0","0","3","0","0","0","0","105501","0","15","330","0","400000","0","0"
"4","0","0","0","25001","0","25","0","0","0","0","0","3","0","0","0","0","105501","0","15","440","0","500000","0","0"
"5","0","15","0","25001","0","30","0","0","1","0","2","3","0","0","0","0","105501","0","15","550","0","600000","0","0"
"1","0","0","0","32056","10","50","0","1500","1","0","7","1","10","0","0","0","105601","0","18","0","0","100000","0","0"
"1","0","0","0","31056","15","50","0","1000","1","0","8","2","15","0","0","0","105601","0","11","0","0","100000","0","0"
"1","0","0","0","25001","6","10","0","0","0","0","0","3","6","0","0","0","105601","0","15","0","0","100000","0","0"
"2","0","0","0","25001","12","15","0","0","0","0","0","3","12","0","0","0","105601","0","15","0","0","200000","0","0"
"3","0","0","0","25001","18","20","0","0","0","0","0","3","18","0","0","0","105601","0","15","0","0","400000","0","0"
"4","0","0","0","25001","24","25","0","0","0","0","0","3","24","0","0","0","105601","0","15","0","0","500000","0","0"
"5","0","0","0","25001","30","30","0","0","1","0","10","3","30","0","0","0","105601","0","15","0","0","600000","0","0"
"1","0","0","0","32057","0","50","0","0","1","0","3","1","0","0","0","0","105701","0","18","240","0","100000","0","0"
"1","0","0","0","31057","0","50","0","0","1","0","2","2","0","0","0","0","105701","0","11","120","0","100000","0","0"
"1","0","0","0","25001","0","10","0","0","0","0","0","3","0","0","0","0","105701","0","15","100","0","100000","0","0"
"2","0","0","0","25001","0","15","0","0","0","0","0","3","0","0","0","0","105701","0","15","200","0","200000","0","0"
"3","0","0","0","25001","0","20","0","0","0","0","0","3","0","0","0","0","105701","0","15","300","0","400000","0","0"
"4","0","0","0","25001","0","25","0","0","0","0","0","3","0","0","0","0","105701","0","15","400","0","500000","0","0"
"5","0","0","0","25001","0","30","20","0","1","0","2","3","0","0","0","0","105701","0","15","500","0","600000","0","0"
"1","0","0","0","32058","5","50","0","1500","1","0","0","1","5","0","0","0","105801","0","18","0","10","100000","0","0"
"1","0","0","0","31058","10","50","0","1000","1","0","0","2","10","0","0","0","105801","0","11","0","0","100000","0","0"
"1","0","0","0","25001","4","10","0","0","0","0","0","3","4","0","0","0","105801","0","15","0","0","100000","0","0"
"2","0","0","0","25001","8","15","0","0","0","0","0","3","8","0","0","0","105801","0","15","0","0","200000","0","0"
"3","0","0","0","25001","12","20","0","0","0","0","0","3","12","0","0","0","105801","0","15","0","0","400000","0","0"
"4","0","0","0","25001","16","25","0","0","0","0","0","3","16","0","0","0","105801","0","15","0","0","500000","0","0"
"5","0","0","0","25001","20","30","0","0","1","0","0","3","20","0","0","0","105801","0","15","0","0","600000","0","0"
"1","0","0","0","32059","0","50","0","0","1","0","0","1","0","0","0","0","105901","0","18","100","10","100000","0","0"
"1","0","0","0","31059","0","50","0","0","1","0","0","2","0","0","0","0","105901","0","11","60","10","100000","0","0"
"1","0","0","0","25001","1","10","0","0","0","0","0","3","1","0","0","0","105901","0","15","20","0","100000","0","0"
"2","0","0","0","25001","2","15","0","0","0","0","0","3","2","0","0","0","105901","0","15","40","0","200000","0","0"
"3","0","0","0","25001","3","20","0","0","0","0","0","3","3","0","0","0","105901","0","15","60","0","400000","0","0"
"4","0","0","0","25001","4","25","0","0","0","0","0","3","4","0","0","0","105901","0","15","80","0","500000","0","0"
"5","0","0","0","25001","5","30","0","0","1","0","0","3","5","0","0","0","105901","0","15","100","10","600000","0","0"
"1","10","0","0","32060","0","50","0","0","1","160","3","1","0","0","0","0","106001","0","18","0","0","100000","0","0"
"1","5","0","0","31060","0","50","0","0","1","80","2","2","0","0","0","0","106001","0","11","0","0","100000","0","0"
"1","5","0","0","25001","0","10","0","0","0","100","0","3","0","0","0","0","106001","0","15","0","0","100000","0","0"
"2","10","0","0","25001","0","15","0","0","0","200","0","3","0","0","0","0","106001","0","15","0","0","200000","0","0"
"3","15","0","0","25001","0","20","0","0","0","300","0","3","0","0","0","0","106001","0","15","0","0","400000","0","0"
"4","20","0","0","25001","0","25","0","0","0","400","0","3","0","0","0","0","106001","0","15","0","0","500000","0","0"
"5","25","0","0","25001","0","30","0","0","1","500","0","3","0","0","0","2","106001","0","15","0","0","600000","0","0"
"1","0","0","0","32061","5","50","0","1500","1","0","5","1","5","0","0","0","106101","0","18","0","0","100000","0","0"
"1","0","0","0","31061","10","25","0","1000","1","0","0","2","10","0","0","0","106101","0","11","0","0","100000","0","0"
"1","0","0","0","25001","0","10","0","0","0","0","0","3","0","0","0","0","106101","0","15","100","0","100000","0","0"
"2","0","0","0","25001","0","15","0","0","0","0","0","3","0","0","0","0","106101","0","15","200","0","200000","0","0"
"3","0","0","0","25001","0","20","0","0","0","0","0","3","0","0","0","0","106101","0","15","300","0","400000","0","0"
"4","0","0","0","25001","0","25","0","0","0","0","0","3","0","0","0","0","106101","0","15","400","0","500000","0","0"
"5","0","0","0","25001","0","30","0","0","1","0","5","3","0","0","0","2","106101","0","15","500","0","600000","0","0"
"1","0","0","0","32063","0","50","100","0","1","0","0","1","0","0","0","0","106301","0","18","200","0","100000","0","0"
"1","0","0","0","31063","0","50","0","0","1","0","3","2","0","0","0","0","106301","0","11","80","0","100000","0","0"
"1","0","0","0","25001","0","10","0","0","0","0","0","3","0","0","0","0","106301","0","15","100","0","100000","0","0"
"2","0","0","0","25001","0","15","10","0","0","0","0","3","0","0","0","0","106301","0","15","200","0","200000","0","0"
"3","0","0","0","25001","0","20","20","0","0","0","0","3","0","0","0","0","106301","0","15","300","0","400000","0","0"
"4","0","0","0","25001","0","25","30","0","0","0","0","3","0","0","0","0","106301","0","15","400","0","500000","0","0"
"5","0","0","0","25001","0","30","40","0","1","0","2","3","0","0","0","2","106301","0","15","500","0","600000","0","0"
"1","0","0","0","32064","0","50","200","0","1","0","0","1","0","0","0","0","106401","0","18","240","0","100000","0","0"
"1","0","0","0","31064","0","50","0","0","1","0","3","2","0","0","0","0","106401","0","11","120","0","100000","0","0"
"1","0","0","0","25001","0","10","0","0","0","0","0","3","0","0","0","0","106401","0","15","130","0","100000","0","0"
"2","0","0","0","25001","0","15","10","0","0","0","0","3","0","0","0","0","106401","0","15","260","0","200000","0","0"
"3","0","0","0","25001","0","20","20","0","0","0","0","3","0","0","0","0","106401","0","15","390","0","400000","0","0"
"4","0","0","0","25001","0","25","30","0","0","0","0","3","0","0","0","0","106401","0","15","520","0","500000","0","0"
"5","0","0","0","25001","0","30","40","0","1","0","0","3","0","0","0","2","106401","0","15","650","0","600000","0","0"
"1","0","0","0","32065","0","50","200","0","1","0","0","1","0","0","0","0","106501","0","18","240","0","100000","0","0"
"1","0","0","0","31065","0","50","0","0","1","0","0","2","0","0","0","0","106501","0","11","120","0","100000","0","0"
"1","0","0","0","25001","0","10","0","0","0","0","0","3","0","0","0","0","106501","0","15","130","0","100000","0","0"
"2","0","0","0","25001","0","15","10","0","0","0","0","3","0","0","0","0","106501","0","15","260","0","200000","0","0"
"3","0","0","0","25001","0","20","20","0","0","0","0","3","0","0","0","0","106501","0","15","390","0","400000","0","0"
"4","0","0","0","25001","0","25","30","0","0","0","0","3","0","0","0","0","106501","0","15","520","0","500000","0","0"
"5","0","0","0","25001","0","30","40","0","1","0","0","3","0","0","0","0","106501","0","15","650","0","600000","0","0"
"1","0","0","0","32066","0","50","0","0","1","0","3","1","0","0","0","0","106601","0","18","100","0","100000","0","0"
"1","0","0","0","31066","0","50","0","0","1","0","2","2","0","0","0","0","106601","0","11","150","0","100000","0","0"
"1","0","0","0","25001","0","10","0","0","0","0","0","3","0","0","0","0","106601","0","15","200","0","100000","0","0"
"2","0","0","0","25001","0","15","0","0","0","0","0","3","0","0","0","0","106601","0","15","250","0","200000","0","0"
"3","0","0","0","25001","0","20","0","0","0","0","0","3","0","0","0","0","106601","0","15","300","0","400000","0","0"
"4","0","0","0","25001","0","25","0","0","0","0","0","3","0","0","0","0","106601","0","15","400","0","500000","0","0"
"5","0","0","0","25001","0","30","0","0","1","0","5","3","0","0","0","0","106601","0","15","600","0","600000","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","106701","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","106701","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","106701","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","106801","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","106801","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","106801","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","106901","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","106901","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","106901","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","107001","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","107001","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","107001","0","0","0","0","0","0","0"
"1","0","0","0","32071","0","50","0","0","1","0","0","1","0","0","0","0","107101","0","18","390","0","100000","0","0"
"1","0","0","0","31071","0","25","0","0","1","0","0","2","0","0","0","0","107101","0","11","260","0","100000","0","0"
"1","0","0","0","25001","0","10","10","0","0","0","0","3","0","0","0","0","107101","0","15","260","0","100000","0","0"
"2","0","0","0","25001","0","15","20","0","0","0","0","3","0","0","0","0","107101","0","15","260","0","200000","0","0"
