61deacef6ddb7c4d861a9534b1167c96dc1b85aa476996253b6d6c4a84b3e22b,e99569b65b78caa3de6d67590b52a26a2a88b5d92c9bc9e38c0c47838efc05d0,84191da84db76310833d72960596b076179511f7ff383b475592c42e065ed8bb,ee63a0d14264af35d3660738a28d822829364821f0243c598c22ba4bae9558a9,60881060a5a9a3258350fd3772f63a19a63ca1094a333ecf4193847fbae19788,756a35dc06d2c2262eb3f24a91e157eb89332e4e3b12b7789b1a863d0329827c,7a2d95141abf168af29ea00d5dec1d24f3bbea4c5a5107dab7394a4796c79856,1a0882b3ac90addeb6e9d17e61d29636f8e51ed2c14a0d84e69e3c155ee39a89,847511f2c94a88a98d36c90b76f7002be95b8d8b361f446a38bd552b38ef73d7,9d4dbce4dc27051ab1126b2d58d3fb211cee0f12c5c2a443ca64fac2f26caf86,0de5eaf961ba9d7a6a0aa0e3612d6d76800eb5733fdf4c3b9d50006a966c43f1
"","3","131011","0.2","","1","wish_talk_joy","62157","5146062","",""
"","21","vo_apg","","0","0","vo_apg_0214","62158","5146062","",""
"1","11","131011","0","1","9","雖然聽不懂妳在說什麼……\n但要是妳玩得開心就好了～♪","62159","5146062","0","0"
"","91","0","","","","","62160","5146062","",""
"","22","0","","","","0","62161","5146062","",""
"","3","131011","0.2","","1","wish_idle_joy","62162","5146062","",""
"0","12","100911","-30","0","2","10","62163","5146062","0","0"
"0","12","131011","0","0","2","7","62164","5146062","0","0"
"","93","2","","","","0","62165","5146062","",""
"","101","62167","","","","","62166","5146062","",""
"","22","0","","","","0.2","62167","5146062","",""
"-288","1","1","1.8","-10","110","106611","63001","5146063","walk_surprise_sad_blue","1"
"-288","5","3","1.8","-10","111","1066","63002","5146063","walk_surprise_sad_blue","1"
"-288","1","1","1.8","260","100","130911","63003","5146063","idle_normal_noface","1"
"-288","5","1","1.8","260","101","99","63004","5146063","idle_normal_kururu","1"
"-268","1","1","1.8","-420","103","126411","63005","5146063","empty","0"
"-268","5","1","1.8","-420","113","98","63006","5146063","empty","0"
"","13","106611","","","","210","63007","5146063","",""
"","13","130911","","","","200","63008","5146063","",""
"","13","126411","","","","203","63009","5146063","",""
"-174","5","7","0.85","0","15","7","63010","5146063","idle","0"
"156","5","20","1","0","210","20","63011","5146063","empty","0"
"66","5","22","1","0","211","22","63012","5146063","empty","0"
"153","5","21","1","0","60","211","63013","5146063","empty","0"
"0","5","21","1","0","190","212","63014","5146063","empty","0"
"1","31","1","1","0","0","1","63015","5146063","",""
"1","31","2","1","-57.7","0","2","63016","5146063","",""
"","37","2","","","","black","63017","5146063","",""
"1","31","10","0","0","0","10","63018","5146063","",""
"1","31","16","0","-268","-420","16","63019","5146063","",""
"1","31","20","1","0","0","20","63020","5146063","",""
"","36","20","","","","20","63021","5146063","",""
"","36","20","","","","22","63022","5146063","",""
"","91","0","","","","0","63023","5146063","",""
"","102","0","","","0","0","63024","5146063","",""
"","93","0.4","","","","0","63025","5146063","",""
"","37","2","","","","iris_out","63026","5146063","",""
"0","2","106611","","2.5","-288","-260","63027","5146063","",""
"0","2","1066","","2.5","-288","-260","63028","5146063","",""
"","93","2.5","","","","0","63029","5146063","",""
"","3","106611","0.2","","1","sad_idle_blue","63030","5146063","",""
"0","3","1066","0.2","","1","sad_idle_blue","63031","5146063","",""
"","93","0.1","","","","0","63032","5146063","",""
"","3","106611","0.2","","1","tired_talk1","63033","5146063","",""
"","3","1066","0.2","","1","tired_talk1","63034","5146063","",""
"","21","vo_apg","","0","0","vo_apg_0301","63035","5146063","",""
"1","11","106611","0","1","10","嗚嗚嗚嗚嗚……太、太不妙了……\n做出這種恐怖至極的雲霄飛車，\n哪～裡是什麼\n「開心快樂的大夢想樂園♪」嘛！","63036","5146063","0","0"
"","91","0","","","","","63037","5146063","",""
"","3","106611","0.2","","1","tired_talk2","63038","5146063","",""
"","3","1066","0.2","","1","tired_talk2","63039","5146063","",""
"","21","vo_apg","","0","0","vo_apg_0302","63040","5146063","",""
"1","11","106611","0","1","10","我根本沒聽說會這麼刺激……\n害我差點把胃裡的東西\n吐出來了……","63041","5146063","0","0"
"","91","0","","","","","63042","5146063","",""
"","3","106611","0.2","","1","tired_idle","63043","5146063","",""
"","3","1066","0.2","","1","tired_idle","63044","5146063","",""
"","3","130911","0.2","","1","talk_normal","63045","5146063","",""
"","3","99","0.2","","1","talk_normal","63046","5146063","",""
"","21","vo_apg","","0","0","vo_apg_0303","63047","5146063","",""
"1","11","130911","0","1","10","祈梨小姐♪\n本園的遊樂設施如何呢？\n有讓妳玩得盡興嗎？","63048","5146063","0","0"
"","91","0","","","","","63049","5146063","",""
"","3","130911","0.2","","1","idle_normal","63050","5146063","",""
"","3","211","0","","0","coaster_3_in","63051","5146063","",""
"","4","106611","","","","0","63052","5146063","",""
"","4","1066","","","","0","63053","5146063","",""
"1","3","106611","0","doya_talk_nervous_furimuki","0","doya_in_nervous_furimuki","63054","5146063","","0"
"1","3","1066","0","doya_talk_nervous_furimuki","0","doya_in_nervous_furimuki","63055","5146063","","0"
"","21","vo_apg","","0","0","vo_apg_0304","63056","5146063","",""
"1","11","106611","0","1","10","哼……還行啦？只要我出馬，\n這種廢到爆的雲霄飛車，\n就跟小哥一樣好對付啦。","63057","5146063","0","0"
"","91","0","","","","","63058","5146063","",""
"","3","106611","0.2","","1","cool_talk_dere","63059","5146063","",""
"","3","1066","0.2","","1","cool_talk_dere","63060","5146063","",""
"","21","vo_apg","","0","0","vo_apg_0305","63061","5146063","",""
"1","11","106611","0","1","10","雖然我還想要更刺激的體驗，\n不過，看來也就這種程度了吧──！","63062","5146063","0","0"
"","91","0","","","","","63063","5146063","",""
"","3","106611","0.2","","1","cool_idle_doya","63064","5146063","",""
"","3","1066","0.2","","1","cool_idle_doya","63065","5146063","",""
"","3","211","0","","0","coaster_3_out","63066","5146063","",""
"","3","130911","0.2","","1","kururu_sad_talk","63067","5146063","",""
"","3","99","0.2","","1","kururu_sad_talk","63068","5146063","",""
"","21","vo_apg","","0","0","vo_apg_0306","63069","5146063","",""
"1","11","130911","0","1","10","這樣啊～這真是太遺憾了……\n為了讓客人玩得盡興，\n不能挑剔手段……\n克蘿茜小姐～！","63070","5146063","0","0"
"","91","0","","","","","63071","5146063","",""
"","22","0","","","","0","63072","5146063","",""
"","3","130911","0.2","","1","idle_normal_noface","63073","5146063","",""
"","3","99","0.2","","1","idle_normal_kururu","63074","5146063","",""
"","3","106611","0.2","","1","cool_idle_surprise","63075","5146063","",""
"","3","1066","0.2","","1","cool_idle_surprise","63076","5146063","",""
"1","3","126411","0","kuroche_pose_talk_anger","0","kuroche_appear","63077","5146063","","0"
"1","3","98","0","kuroche_pose_talk_anger","0","kuroche_appear","63078","5146063","","0"
"","93","0.5","","","","0","63079","5146063","",""
"","122","15","","","0.5","15","63080","5146063","",""
"","32","16","","","","1","63081","5146063","",""
"","3","106611","0","","0","inori_dodge_in","63082","5146063","",""
"","3","1066","0","","0","inori_dodge_in","63083","5146063","",""
"","93","0.6","","","","0","63084","5146063","",""
"","21","vo_apg","","0","0","vo_apg_0307","63085","5146063","",""
"1","11","126411","20","1","10","好的～！\n……嗯嗯，原來如此……\n事情我已經聽說了！\n這裡請交給我吧！","63086","5146063","0","0"
"","91","0","","","","","63087","5146063","",""
"","3","126411","0.2","","1","kuroche_pose_idle_doya","63088","5146063","",""
"1","3","106611","0.1","inori_anger_talk","0","inori_dodge_out","63089","5146063","","0"
"1","3","1066","0.1","inori_anger_talk","0","inori_dodge_out","63090","5146063","","0"
"","21","vo_apg","","0","0","vo_apg_0308","63091","5146063","",""
"1","11","106611","0","1","10","啥？不是，我完全不懂\n妳們想做什麼……","63092","5146063","0","0"
"","91","0","","","","","63093","5146063","",""
"","3","106611","0.2","","1","inori_anger_idle","63094","5146063","",""
"","3","1066","0.2","","1","inori_anger_idle","63095","5146063","",""
"","3","130911","0.2","","1","kururu_guid_talk","63096","5146063","",""
"","3","99","0.2","","1","kururu_guid_talk","63097","5146063","",""
"","21","vo_apg","","0","0","vo_apg_0309","63098","5146063","",""
"1","11","130911","0","1","10","那麼那麼，我要請\n祈梨小姐享受一場\n充滿刺激感的空中之旅！\n所以說，麻煩妳了！","63099","5146063","0","0"
"","91","0","","","","","63100","5146063","",""
"","3","130911","0.2","","1","idle_normal_noface","63101","5146063","",""
"","3","99","0.2","","1","idle_normal_kururu","63102","5146063","",""
"","37","16","","","","low","63103","5146063","",""
"","23","se_10055900","","","1","se_10055900_chroche_01","63104","5146063","",""
"1","3","106611","0.2","inori_jitabata_loop","0","inori_jitabata_in","63105","5146063","","0"
"1","3","1066","0.2","inori_jitabata_loop","0","inori_jitabata_in","63106","5146063","","0"
"1","3","126411","0.2","kuroche_catch_loop","0","kuroche_catch_in","63107","5146063","","0"
"1","3","98","0.2","kuroche_catch_loop","0","kuroche_catch_in","63108","5146063","","0"
"","21","vo_apg","","0","0","vo_apg_0310","63109","5146063","",""
"1","11","126411","112","1","10","那麼那麼♪\n請牢牢抓住我喔～♪","63110","5146063","0","-27"
"","91","0","","","","","63111","5146063","",""
"","22","0","","","","0","63112","5146063","",""
"","24","se_10055900_chroche_01","","","","0.2","63113","5146063","",""
"","23","se_10055900","","","0","se_10055900_chroche_02","63114","5146063","",""
"","37","16","","","","high","63115","5146063","",""
"","122","5","","","1","5","63116","5146063","",""
"","93","1","","","","0","63117","5146063","",""
"","3","106611","0","","0","inori_jitabata_takeoff","63118","5146063","",""
"","3","1066","0","","0","inori_jitabata_takeoff","63119","5146063","",""
"","3","126411","0","","0","kuroche_catch_takeoff","63120","5146063","",""
"","3","98","0","","0","kuroche_catch_takeoff","63121","5146063","",""
"","122","100","","","0.5","100","63122","5146063","",""
"","93","0.4","","","","0","63123","5146063","",""
"","4","130911","","","","0","63124","5146063","",""
"","3","130911","0","","0","kururu_furimuki_watch","63125","5146063","",""
"","3","99","0","","0","empty","63126","5146063","",""
"","93","1.5","","","","0","63127","5146063","",""
"","37","2","","","","fade_in","63128","5146063","",""
"","93","1.5","","","","0","63129","5146063","",""
"","3","98","0","","0","empty","63130","5146063","",""
"","23","se_10055900","","","1","se_10055900_chroche_03","63131","5146063","",""
"","3","212","0","","0","coaster_4_in","63132","5146063","",""
"","23","se_10055900","","","0","se_10055900_photo","63133","5146063","",""
"","93","0.3","","","","0","63134","5146063","",""
"","122","30","","","0.5","30","63135","5146063","",""
"","21","vo_apg","","0","0","vo_apg_0311","63136","5146063","",""
"","3","20","0","","0","0311_in","63137","5146063","",""
"","93","3.6","","","","1","63138","5146063","",""
"","3","20","0","","0","0311_mid","63139","5146063","",""
"","92","","","","","","63140","5146063","",""
"","3","20","0","","0","0311_out","63141","5146063","",""
"","93","0.2","","","","0","63142","5146063","",""
"","122","30","","","0.5","30","63143","5146063","",""
"","21","vo_apg","","0","0","vo_apg_0312","63144","5146063","",""
"","3","20","0","","0","0312_in","63145","5146063","",""
"","93","2.4","","","","1","63146","5146063","",""
"","3","20","0","","0","0312_mid","63147","5146063","",""
"","92","","","","","","63148","5146063","",""
"","3","20","0","","0","0312_out","63149","5146063","",""
"","93","0.2","","","","0","63150","5146063","",""
"","37","20","","","","scale15","63151","5146063","",""
"","3","212","0","","0","coaster_4_change","63152","5146063","",""
"","21","vo_apg","","0","0","vo_apg_0313","63153","5146063","",""
"0","2","20","","0","76","0","63154","5146063","",""
"","3","20","0","","1","empty","63155","5146063","",""
"","3","22","0","","0","0313_in","63156","5146063","",""
"","93","2.4","","","","1","63157","5146063","",""
"","3","22","0","","1","0313_mid","63158","5146063","",""
"","92","","","","","","63159","5146063","",""
"","3","22","0","","0","0313_out","63160","5146063","",""
"","93","0.2","","","","0","63161","5146063","",""
"","22","0","","","","0","63162","5146063","",""
"","24","se_10055900_chroche_03","","","","0.5","63163","5146063","",""
"","37","2","","","","white","63164","5146063","",""
"","93","2","","","","0","63165","5146063","",""
"","37","20","","","","scale1","63166","5146063","",""
"","3","212","0","","0","empty","63167","5146063","",""
"","3","130911","0.2","","1","kururu_wish_idle_joy","63168","5146063","",""
"","3","99","0.2","","1","idle_normal","63169","5146063","",""
"","3","106611","0.2","","1","see_guru","63170","5146063","",""
"","3","1066","0.2","","1","see_guru","63171","5146063","",""
"","3","126411","0.2","","1","idle_normal_joy","63172","5146063","",""
"","4","130911","","","","1","63173","5146063","",""
"0","2","130911","","0","-278","225","63174","5146063","",""
"0","2","106611","","0","-288","0","63175","5146063","",""
"0","2","1066","","0","-288","0","63176","5146063","",""
"0","2","126411","","0","-278","-225","63177","5146063","",""
"","93","2","","","","0","63178","5146063","",""
"","3","126411","0.2","","1","joy_talk","63179","5146063","",""
"","21","vo_apg","","0","0","vo_apg_0314","63180","5146063","",""
"1","11","126411","0","1","10","好的！\n以刺激滿點而備受好評的\n空中之旅，妳覺得如何呢？","63181","5146063","0","0"
"","91","0","","","","","63182","5146063","",""
"","3","126411","0.2","","1","idle_normal_joy","63183","5146063","",""
"0","33","2","","0","-108","23","63184","5146063","",""
"","37","2","","","","iris_end_1","63185","5146063","",""
"","3","106611","0.2","","0","gakkari","63186","5146063","",""
"","3","1066","0.2","","0","gakkari","63187","5146063","",""
"","21","vo_apg","","0","0","vo_apg_0315","63188","5146063","",""
"0","11","106611","23","0","4","嗚噗……我已經受夠了啦……","63189","5146063","1.1","-31"
"","93","6","","","","0","63190","5146063","",""
"","37","2","","","","iris_end_2","63191","5146063","",""
"","93","1","","","","0","63192","5146063","",""
"","101","63194","","","","","63193","5146063","",""
"","22","0","","","","0.2","63194","5146063","",""
"-480","1","1","1.8","-130","106","105811","64001","5146064","walk_normal","1"
"-480","5","6","1.8","-130","107","1058","64002","5146064","walk_normal","1"
"-480","1","1","1.8","130","103","131511","64003","5146064","walk_normal","1"
"-278","1","1","1.8","290","100","130911","64004","5146064","idle_normal_noface","1"
"-278","5","1","1.8","290","101","99","64005","5146064","idle_normal_kururu","1"
"","13","105811","","","","206","64006","5146064","",""
"","13","131511","","","","203","64007","5146064","",""
"","13","130911","","","","200","64008","5146064","",""
"-174","5","8","0.85","0","15","8","64009","5146064","idle","0"
"-53","5","20","1","-242","210","20","64010","5146064","empty","0"
"-194","5","22","1","-128","211","22","64011","5146064","empty","0"
"1","31","1","1","0","0","1","64012","5146064","",""
"1","31","2","0","-57.7","0","2","64013","5146064","",""
"1","31","12","0","0","0","12","64014","5146064","",""
"1","31","13","0","0","0","13","64015","5146064","",""
"1","31","20","1","0","0","20","64016","5146064","",""
"","36","20","","","","105811","64017","5146064","",""
"","36","20","","","","131511","64018","5146064","",""
"","36","20","","","","20","64019","5146064","",""
"","36","20","","","","22","64020","5146064","",""
"","91","0","","","","0","64021","5146064","",""
"","102","0","","","0","0","64022","5146064","",""
"","32","13","","","","1","64023","5146064","",""
"","37","20","","","","scale15","64024","5146064","",""
"","93","2","","","","","64025","5146064","",""
"","21","vo_apg","","0","0","vo_apg_0401","64026","5146064","",""
"","3","22","0","","0","0401_in","64027","5146064","",""
"","93","2.7","","","","1","64028","5146064","",""
"","3","22","0","","0","0401_mid","64029","5146064","",""
"","92","","","","","","64030","5146064","",""
"","3","22","0","","0","0401_out","64031","5146064","",""
"","93","0.2","","","","0","64032","5146064","",""
"0","2","22","","0","-194","129","64033","5146064","",""
"","21","vo_apg","","0","0","vo_apg_0402","64034","5146064","",""
"","3","22","0","","0","0402_in","64035","5146064","",""
"","93","2.9","","","","1","64036","5146064","",""
"","3","22","0","","0","0402_mid","64037","5146064","",""
"","92","","","","","","64038","5146064","",""
"","3","22","0","","0","0402_out","64039","5146064","",""
"","93","0.2","","","","0","64040","5146064","",""
"","22","0","","","","0","64041","5146064","",""
"","3","22","0","","1","empty","64042","5146064","",""
"","93","0.5","","","","0","64043","5146064","",""
"","32","2","","","","1","64044","5146064","",""
"","37","2","","","","fade_in","64045","5146064","",""
"","93","1","","","","0","64046","5146064","",""
"","32","13","","","","0","64047","5146064","",""
"","37","20","","","","scale1","64048","5146064","",""
"0","2","105811","","0","-298","-194","64049","5146064","",""
"0","2","1058","","0","-298","-194","64050","5146064","",""
"0","2","131511","","0","-288","-34","64051","5146064","",""
"","37","2","","","","iris_out","64052","5146064","",""
"0","2","105811","","2","-298","-385","64053","5146064","",""
"0","2","1058","","2","-298","-385","64054","5146064","",""
"0","2","131511","","2","-288","-225","64055","5146064","",""
"","93","2","","","","0","64056","5146064","",""
"","4","105811","","","","0","64057","5146064","",""
"","4","1058","","","","0","64058","5146064","",""
"","4","131511","","","","0","64059","5146064","",""
"","3","105811","0.2","","1","idle_normal","64060","5146064","",""
"0","3","1058","0.2","","1","idle_normal","64061","5146064","",""
"","3","131511","0.2","","1","idle_normal","64062","5146064","",""
"","93","0.5","","","","0","64063","5146064","",""
"","3","130911","0.2","","1","talk_normal","64064","5146064","",""
"","3","99","0.2","","1","talk_normal","64065","5146064","",""
"","21","vo_apg","","0","0","vo_apg_0403","64066","5146064","",""
"1","11","130911","0","1","7","好的，辛苦了──♪\n兩位有盡情享受摩天輪嗎～？","64067","5146064","0","0"
"","91","0","","","","","64068","5146064","",""
"","3","130911","0.2","","1","kururu_wish_talk_joy","64069","5146064","",""
"","3","99","0.2","","1","kururu_wish_talk_joy","64070","5146064","",""
"","21","vo_apg","","0","0","vo_apg_0404","64071","5146064","",""
"1","11","130911","0","1","8","摩天輪上應該能遠遠看到整個\n吉歐‧提格尼亞的美妙景色♪","64072","5146064","0","0"
"","91","0","","","","","64073","5146064","",""
"","3","130911","0.2","","1","idle_normal_noface","64074","5146064","",""
"","3","99","0.2","","1","idle_normal_kururu","64075","5146064","",""
"1","3","105811","0.2","guts2_talk_joy","0","guts2_in_joy","64076","5146064","","0"
"1","3","1058","0.2","guts2_talk_joy","0","guts2_in_joy","64077","5146064","","0"
"","21","vo_apg","","0","0","vo_apg_0405","64078","5146064","",""
"1","11","105811","0","1","7","是的！看上去\n非常美味☆","64079","5146064","0","0"
"","91","0","","","","","64080","5146064","",""
"","3","105811","0.2","","1","guts2_idle_joy","64081","5146064","",""
"","3","1058","0.2","","1","guts2_idle_joy","64082","5146064","",""
"","3","131511","0.5","","1","memory_talk","64083","5146064","",""
"","21","vo_apg","","0","0","vo_apg_0406","64084","5146064","",""
"1","11","131511","0","1","10","肚子。\n咕嚕嚕……","64085","5146064","0","0"
"","91","0","","","","","64086","5146064","",""
"","3","131511","0.2","","1","memory_idle","64087","5146064","",""
"","3","130911","0.2","","1","joy_talk","64088","5146064","",""
"","3","99","0.2","","1","joy_talk","64089","5146064","",""
"","21","vo_apg","","0","0","vo_apg_0407","64090","5146064","",""
"1","11","130911","0","1","9","就是說啊──♪\n美麗的景色看上去真的\n非常美味……美味？","64091","5146064","0","0"
"","91","0","","","","","64092","5146064","",""
"","3","130911","0.5","","1","kururu_joy_slow","64093","5146064","",""
"","3","131511","0.5","","1","anger_idle_anger","64094","5146064","",""
"","21","vo_apg","","0","0","vo_apg_0408","64095","5146064","",""
"1","11","131511","0","1","8","衝刺。","64096","5146064","0","0"
"","91","0","","","","","64097","5146064","",""
"","3","131511","0.2","","1","walk_jog_dere","64098","5146064","",""
"0","2","131511","","3","-288","1100","64099","5146064","",""
"","93","0.5","","","","0","64100","5146064","",""
"1","3","105811","0.2","anger_talk_normal2","0","notice_in_normal2","64101","5146064","","0.2"
"1","3","1058","0.2","anger_talk_normal2","0","notice_in_normal2","64102","5146064","","0.2"
"","21","vo_apg","","0","0","vo_apg_0409","64103","5146064","",""
"1","11","105811","0","1","7","啊，請等一下\n普蕾西亞～！\n我也要去！","64104","5146064","0","0"
"","91","0","","","","","64105","5146064","",""
"","22","0","","","","0","64106","5146064","",""
"","3","105811","0.2","","1","run_dash_doya","64107","5146064","",""
"","3","1058","0.2","","1","run_dash_doya","64108","5146064","",""
"0","2","105811","","1.8","-298","1100","64109","5146064","",""
"0","2","1058","","1.8","-298","1100","64110","5146064","",""
"","93","1.8","","","","0","64111","5146064","",""
"","4","130911","","","","0","64112","5146064","",""
"1","3","130911","0","anger_talk_surprise2_shy","0","hawawa","64113","5146064","","0.2"
"","21","vo_apg","","0","0","vo_apg_0410","64114","5146064","",""
"1","11","130911","0","1","9","哈哇哇！？原來兩位不是在看景色，\n而是一直在物色美食！？","64115","5146064","0","0"
"","91","0","","","","","64116","5146064","",""
"","22","0","","","","0","64117","5146064","",""
"","93","0.1","","","","0","64118","5146064","",""
"","37","1","","","","alter","64119","5146064","",""
"","32","12","","","","1","64120","5146064","",""
"","93","0.4","","","","0","64121","5146064","",""
"0","6","8","0","1","1","1","64122","5146064","","0"
"0","2","105811","","0","-278","-725","64123","5146064","",""
"0","2","1058","","0","-278","-725","64124","5146064","",""
"0","2","131511","","0","-278","-925","64125","5146064","",""
"","3","105811","0","","1","run_dash_peko","64126","5146064","",""
"","3","1058","0","","1","run_dash_peko","64127","5146064","",""
"","3","131511","0","","1","run_dash_presia","64128","5146064","",""
"","3","130911","0","","1","empty","64129","5146064","",""
"0","2","105811","","10","-278","1185","64130","5146064","",""
"0","2","1058","","10","-278","1185","64131","5146064","",""
"0","2","131511","","10","-278","985","64132","5146064","",""
"","93","0.3","","","","0","64133","5146064","",""
"","93","0.8","","","","0","64134","5146064","",""
"","21","vo_apg","","0","0","vo_apg_0411","64135","5146064","",""
"0","11","105811","40","0","11","首先就從那間攤販開始～☆","64136","5146064","1","0"
"","93","3","","","","0","64137","5146064","",""
"","21","vo_apg","","0","0","vo_apg_0412","64138","5146064","",""
"0","11","131511","40","0","9","全部，\n都要吃喔。","64139","5146064","1.3","0"
"","93","0.3","","","","0","64140","5146064","",""
"","93","3.6","","","","0","64141","5146064","",""
"","101","64143","","","","","64142","5146064","",""
"","22","0","","","","0.2","64143","5146064","",""
"-278","1","1","1.8","-225","110","131011","65001","5146065","wish_idle_normal_lookup","0"
"-278","5","1","1.8","-225","111","99","65002","5146065","idle_normal","0"
"-278","5","1","1.8","-225","109","98","65003","5146065","idle_normal","0"
"-278","1","1","1.8","225","101","130911","65004","5146065","idle_normal_noface","1"
"-278","5","1","1.8","225","102","97","65005","5146065","idle_normal_kururu","1"
"-278","5","1","1.8","225","100","96","65006","5146065","idle_normal","1"
"-305","1","1","1.85","-920","105","106011","65007","5146065","empty","0"
"-305","5","4","1.85","-920","106","1060","65008","5146065","empty","0"
"","13","131011","","","","210","65009","5146065","",""
"","13","130911","","","","201","65010","5146065","",""
"","13","106011","","","","205","65011","5146065","",""
"-174","5","8","0.85","0","15","8","65012","5146065","idle","0"
"1","31","1","1","0","0","1","65013","5146065","",""
"","91","0","","","","0","65014","5146065","",""
"","102","0","","","0","0","65015","5146065","",""
"","93","1","","","","0","65016","5146065","",""
"","3","131011","0.2","","1","wish_idle_joy_lookup","65017","5146065","",""
"","21","vo_apg","","0","0","vo_apg_0501","65018","5146065","",""
"1","11","131011","0","1","13","咕嚕轉～\n咕嚕轉～","65019","5146065","0","0"
"","91","0","","","","","65020","5146065","",""
"","3","130911","0.2","","1","talk_normal_surprise","65021","5146065","",""
"","3","97","0.2","","1","talk_normal_surprise","65022","5146065","",""
"","21","vo_apg","","0","0","vo_apg_0502","65023","5146065","",""
"1","11","130911","0","1","7","真步小小姐，\n怎麼了嗎？","65024","5146065","0","0"
"","91","0","","","","","65025","5146065","",""
"","3","130911","0.2","","1","idle_normal_noface","65026","5146065","",""
"","3","97","0.2","","1","idle_normal_kururu","65027","5146065","",""
"","3","131011","0.2","","1","sad_talk_normalR","65028","5146065","",""
"","21","vo_apg","","0","0","vo_apg_0503","65029","5146065","",""
"1","11","131011","0","1","10","嗯，人家在想摩天輪真可愛呢～\n咕嚕咕嚕轉～","65030","5146065","0","0"
"","91","0","","","","","65031","5146065","",""
"1","3","131011","0.2","notice_loop_normal2","0","notice_in_normal2","65032","5146065","","0"
"","21","vo_apg","","0","0","vo_apg_0504","65033","5146065","",""
"1","11","131011","0","1","10","對了♪","65034","5146065","0","0"
"","91","0","","","","","65035","5146065","",""
"","3","130911","0.2","","1","kururu_wish_idle_light","65036","5146065","",""
"","3","97","0.2","","1","kururu_wish_idle_light","65037","5146065","",""
"1","3","131011","0","maho_kururinpa_loop","0","maho_kururinpa_in","65038","5146065","","0"
"1","3","99","0","maho_kururinpa_loopF","0","maho_kururinpa_inF","65039","5146065","","0"
"1","3","98","0","maho_kururinpa_loopB","0","maho_kururinpa_inB","65040","5146065","","0"
"","21","vo_apg","","0","0","vo_apg_0505","65041","5146065","",""
"1","11","131011","0","1","9","神奇真步魔法靈咕嚕靈波～♪","65042","5146065","0","0"
"","91","0","","","","","65043","5146065","",""
"","3","130911","0.2","","1","kururu_wish_talk_joy","65044","5146065","",""
"","21","vo_apg","","0","0","vo_apg_0506","65045","5146065","",""
"1","11","130911","0","1","8","哇啊♪\n那是什麼那是什麼？\n非常非常可愛的一句話～♪","65046","5146065","0","0"
"","91","0","","","","","65047","5146065","",""
"1","3","131011","0","idle_normal","0","maho_kururinpa_out","65048","5146065","","0.2"
"1","3","99","0","idle_normal","0","maho_kururinpa_outF","65049","5146065","","0.2"
"1","3","98","0","idle_normal","0","maho_kururinpa_outB","65050","5146065","","0.2"
"0","3","130911","0.2","kururu_kururinpa_loop","0","kururu_sad_talk_surprise_to_kururinpa","65051","5146065","","0"
"0","3","97","0.2","kururu_kururinpa_loopF","0","kururu_sad_talk_surprise_to_kururinpaF","65052","5146065","","0"
"0","3","96","0.2","kururu_kururinpa_loopB","0","kururu_sad_talk_surprise_to_kururinpaB","65053","5146065","","0"
"","21","vo_apg","","0","0","vo_apg_0507","65054","5146065","",""
"1","11","130911","0","1","9","我想想我想想，\n神奇真步魔法靈咕嚕靈波～♪\n……是這樣嗎？","65055","5146065","0","0"
"","91","0","","","","","65056","5146065","",""
"1","3","130911","0","idle_normal_noface","0","kururu_kururinpa_out","65057","5146065","","0"
"1","3","97","0","idle_normal_kururu","0","kururu_kururinpa_outF","65058","5146065","","0"
"1","3","96","0","idle_normal","0","kururu_kururinpa_outB","65059","5146065","","0"
"","3","131011","0.2","","1","joy_talk","65060","5146065","",""
"","21","vo_apg","","0","0","vo_apg_0508","65061","5146065","",""
"1","11","131011","0","1","11","妳做得很棒呢♪\n真步魔法靈的部分，\n改成自己的名字再說一次♪","65062","5146065","0","0"
"","91","0","","","","","65063","5146065","",""
"","3","131011","0.2","","1","idle_normal","65064","5146065","",""
"0","3","130911","0.2","kururu_kururinpa_loop","0","kururu_hello_fast_to_kururinpa","65065","5146065","","0"
"0","3","97","0.2","kururu_kururinpa_loopF","0","kururu_hello_fast_to_kururinpaF","65066","5146065","","0"
"0","3","96","0.2","kururu_kururinpa_loopB","0","kururu_hello_fast_to_kururinpaB","65067","5146065","","0"
"","21","vo_apg","","0","0","vo_apg_0509","65068","5146065","",""
"1","11","130911","0","1","9","好的♪\n神奇庫露露魔法靈咕嚕靈波～♪","65069","5146065","0","0"
"","91","0","","","","","65070","5146065","",""
"1","3","130911","0","idle_normal_noface","0","kururu_kururinpa_out","65071","5146065","","0"
"1","3","97","0","idle_normal_kururu","0","kururu_kururinpa_outF","65072","5146065","","0"
"1","3","96","0","idle_normal","0","kururu_kururinpa_outB","65073","5146065","","0"
"1","3","131011","0.2","sad_talk_normalR","0","smile2","65074","5146065","","0.2"
"1","3","99","0.2","sad_talk_normalR","0","smile2","65075","5146065","","0.2"
"1","3","98","0.2","sad_talk_normalR","0","smile2","65076","5146065","","0.2"
"","21","vo_apg","","0","0","vo_apg_0510","65077","5146065","",""
"1","11","131011","0","1","10","呵呵♪\n好像在繞口令呢♪","65078","5146065","0","0"
"","91","0","","","","","65079","5146065","",""
"1","3","131011","0.2","maho_kurukuru_loop","0","maho_kurukuru_in","65080","5146065","","0"
"1","3","99","0.2","maho_kurukuru_loopF","0","maho_kurukuru_inF","65081","5146065","","0"
