e9e369c4958d82763373c0db91b148c8eeef85a2e1823697d54c4f92b65707f5,d64c4607ba4d22514b172b8fc8dbece8381904b0b0199014d5b8add217c6607b,91e0faef7c9362e7777615cdc0c4a0709d035953f3dbd8be8c95bc1aeb0a34a1,04b1eb990a5f456c15b55b43f42cabdc42294a58f9679f5ef2933f99067cea61,5cbd50b870b45b8f1a6f0b2d0733dd08e30523008be65034596173fe025d4e19,94b14e3f2692b4ccef414ade60b69e0fbab42ac0a65248c77258b13e35c3d3ba,b52e6de3e9b10ed11b4e70c1e2dafe3cacc1b75b7d32d733a9efbb73640ed9cd,c09ec8c0a828b8061f556e195de6474f93f820b7652a192e130b34563f4114d6,fce9fd2c0e334bc1f43b761d3b780d241bd16a65b2094724081f2aaa177d32e1,b9dcac4cd7598b67430494bec3e0774672e3eecce3379292c93115263a95d44e,c855548934cd00bc4aa140bb27ee611c9186246b5cacc4600f1a4744816ee281,584724c4520be05edf68c7f4ff18e94eb688cb3bfa8b26b331486db0a4bae015
"5","0","0","岩花玩具","10140","10140964","0","0","964","1","1","0"
"5","0","0","童子狸玩具","10140","10140965","0","0","965","1","2","0"
"5","0","0","似龍生物玩具","10140","10140966","0","0","966","1","1","0"
"5","0","0","珠希的沙灘球","10140","10140970","0","0","970","1","2","0"
"5","0","0","凱留的游泳圈","10140","10140971","0","0","971","1","1","0"
"5","0","0","紅魚","10140","10140972","0","0","972","1","2","0"
"5","0","0","大貝殼","10140","10140973","0","0","973","1","1","0"
"5","0","0","西瓜","10140","10140974","0","0","974","1","2","0"
"5","0","0","日和的海豚","10140","10140975","0","0","975","1","2","0"
"5","0","0","禊的水球","10140","10140976","0","0","976","1","1","0"
"5","0","0","美美的小小格里芬","10140","10140977","0","0","977","1","1","0"
"5","0","0","優妮的沙灘球","10140","10140978","0","0","978","1","2","0"
"5","0","0","克蘿依的衝浪板","10140","10140979","0","0","979","1","2","0"
"10","0","0","壽司、壽司、壽司","10140","10140980","0","0","980","1","2","0"
"1","0","0","壽司、壽司、布丁","10140","10140981","0","0","981","1","2","0"
"5","0","0","冰魚","10140","10140982","0","0","982","1","1","0"
"5","0","0","流氓水獺","10140","10140983","0","0","983","1","1","0"
"5","0","0","天使鏢魚","10140","10140984","0","0","984","1","1","0"
