0829a4379ca402895e24616ec0957df3e28cc0a2f2a71e967d7cfaeea9252dbd,660866dfb0dccb9448a4f7386bf4b4b7d16be9282010ffac94d39de0ef21bbd6,04baea37e3d434f3ad4a7447a9d67e2a7451bf3a8317ce0db97ef2e9f2b41ea9,87bd438d6f1c59b13f0a26f6646c8fcfafa8c74e26b9f1247d811a1882311644,30537b65e6719dde7657a0ab7fa574701e05fd6a621c87a9d9010c6f9c9b8ee0,3421041e96f8753fbdcc0e8c67e42812cc6cdea2ea6f3acfaf608fc1429c8217,e8cea818fb5093896fef434f42ed4027784d7ab5adbf5fb3bbe9aa325899438b,4cc1173b203df3988b78fd81f4e5fb830af51f3fc7138d60bbd04afb95c60ed1,08d4c0218e947d717d1da3aeb813e415e294eaf3be56713e07391f89647b87f9,a83c6d73cce0489b4982799137b791482e6def07750def27e36fad84c5c5fb75,7da228db62d3e06148f5d51e24c1d56ad6238dd4bdcafce80551b4b64966bd73
"","","92","1104020048","","","10402","","","",""
"","1","35","1104020049","30","","10402","","","",""
"","1","32","1104020050","30","","10402","","","",""
"","0","93","1104020051","0.2","","10402","","","",""
"1","1","6","1104020052","1","1","10402","0","","0","0"
"1","1","6","1104020053","2","1","10402","0","","0","0"
"1","1","6","1104020054","3","1","10402","0","","0","0"
"1","1","6","1104020055","4","1","10402","0","","0","0"
"","0","32","1104020056","0","","10402","","","",""
"","0","32","1104020057","1","","10402","","","",""
"","0","32","1104020058","2","","10402","","","",""
"","0","32","1104020059","3","","10402","","","",""
"","0","32","1104020060","5","","10402","","","",""
"","0","32","1104020061","6","","10402","","","",""
"","0","32","1104020062","10","","10402","","","",""
"","0","32","1104020063","20","","10402","","","",""
"","0","32","1104020064","50","","10402","","","",""
"","0","93","1104020065","0.3","","10402","","","",""
"0","1","5","1201010001","1","18","20101","0","empty","0","1"
"0","2","5","1201010002","2","20","20101","0","empty","0","1"
"0","3","5","1201010003","3","26","20101","0","empty","0","1"
"0","21","5","1201010004","21","21","20101","0","empty","0","1"
"0","22","5","1201010005","22","20","20101","0","empty","0","1"
"0","23","5","1201010006","23","19","20101","0","empty","0","1"
"0","201000","5","1201010007","201000","25","20101","0","empty","0","1"
"0","900001","31","1201010008","900001","0","20101","","","1","0"
"0","201000","31","1201010009","201000","0","20101","","","1","0"
"0","0","35","1201010010","201000","","20101","","","",""
"0","201001","31","1201010011","201001","0","20101","","","1","0"
"0","201002","31","1201010012","201002","0","20101","","","1","0"
"0","15","31","1201010013","1","0","20101","","","1","0"
"0","16","31","1201010014","2","0","20101","","","1","0"
"0","17","31","1201010015","3","0","20101","","","1","0"
"","","91","1201010016","0","","20101","","","",""
"","1","32","1201010017","900001","","20101","","","",""
"","0","93","1201010018","0.7","","20101","","","",""
"","1","32","1201010019","201000","0","20101","","","","0"
"","1","32","1201010020","15","0","20101","","","","0"
"","0","93","1201010021","0.3","","20101","","","",""
"","se_caravan_party_drama_one","23","1201010022","se_caravan","0","20101","","","",""
"","party","3","1201010023","1","0","20101","","","","0"
"","party","3","1201010024","2","0","20101","","","","0"
"","party","3","1201010025","3","0","20101","","","","0"
"","party","3","1201010026","21","0","20101","","","","0"
"","party","3","1201010027","22","0","20101","","","","0"
"","party","3","1201010028","23","0","20101","","","","0"
"","party","3","1201010029","201000","0","20101","","","","0"
"","1","35","1201010030","201000","","20101","","","",""
"","0","93","1201010031","0.4","","20101","","","",""
"","vo_caravan_party_001","21","1201010032","vo_caravan","0","20101","","","",""
"","0","93","1201010033","0.55","","20101","","","",""
"","se_caravan_party_drama_two","23","1201010034","se_caravan","0","20101","","","",""
"","0","93","1201010035","1.1","","20101","","","",""
"","se_caravan_party_drama_three","23","1201010036","se_caravan","0","20101","","","",""
"","vo_caravan_party_002","21","1201010037","vo_caravan","0","20101","","","",""
"","0","93","1201010038","0.45","","20101","","","",""
"","1","32","1201010039","201001","","20101","","","",""
"","0","93","1201010040","1.5","","20101","","","",""
"","1","101","1201010041","1201010045","","20101","","","",""
"","0.5","24","1201010042","se_caravan_party_drama_one","","20101","","","",""
"","0.5","24","1201010043","se_caravan_party_drama_two","","20101","","","",""
"","0.5","24","1201010044","se_caravan_party_drama_three","","20101","","","",""
"","1","35","1201010045","201002","","20101","","","",""
"","1","32","1201010046","201002","","20101","","","",""
"","1","35","1201010047","900001","","20101","","","",""
"","1","32","1201010048","16","","20101","","","",""
"","0","93","1201010049","0.4","","20101","","","",""
"","","92","1201010050","","","20101","","","",""
"","1","35","1201010051","17","","20101","","","",""
"","1","32","1201010052","17","","20101","","","",""
"","0","93","1201010053","0.2","","20101","","","",""
"0","0","6","1201010054","1","0","20101","0","","0","0.01"
"0","0","6","1201010055","2","0","20101","0","","0","0.01"
"0","0","6","1201010056","3","0","20101","0","","0","0.01"
"0","0","6","1201010057","21","0","20101","0","","0","0.01"
"0","0","6","1201010058","22","0","20101","0","","0","0.01"
"0","0","6","1201010059","23","0","20101","0","","0","0.01"
"0","0","6","1201010060","201000","0","20101","0","","0","0.01"
"","0","32","1201010061","201002","","20101","","","",""
"","0","32","1201010062","15","","20101","","","",""
"","0","32","1201010063","201001","","20101","","","",""
"","0","32","1201010064","16","","20101","","","",""
"","0","32","1201010065","201000","","20101","","","",""
"","0","93","1201010066","0.3","","20101","","","",""
"-754","105811","1","1202010001","1","57","20201","0","empty","-255","1"
"-126","202000","5","1202010002","202000","58","20201","0","empty","-255","1"
"-1000","100","5","1202010003","100","56","20201","1","idle","-210","0.43"
"-1000","110","5","1202010004","110","55","20201","1","idle","-210","0.43"
"283","1000","5","1202010005","1000","52","20201","0","empty","-183","0.55"
"450","1001","5","1202010006","1001","53","20201","0","empty","-239","0.55"
"0","0","31","1202010007","202000","0","20201","","","1","0"
"0","202004","31","1202010008","202004","0","20201","","","1","0"
"0","1","31","1202010009","900001","0","20201","","","1","0"
"0","3","31","1202010010","3","0","20201","","","1","0"
"","0","35","1202010011","3","","20201","","","",""
"","1","32","1202010012","3","","20201","","","",""
"0","4","31","1202010013","6","0","20201","","","1","0"
"0","202006","31","1202010014","202006","0","20201","","","1","0"
"0","202001","31","1202010015","202001","0","20201","","","1","0"
"167","2020021","31","1202010016","202002","203","20201","","","1","0"
"81","2020022","31","1202010017","202002","370","20201","","","1","0"
"-25","202003","31","1202010018","202003","-186","20201","","","1","0"
"-210","6","31","1202010019","900004","-372","20201","","","1","0"
"-215","202005","31","1202010020","202005","340","20201","","","1","0"
"","0","91","1202010021","0","","20201","","","",""
"","1","32","1202010022","1","","20201","","","",""
"","0","93","1202010023","0.7","","20201","","","",""
"","1","32","1202010024","0","","20201","","","",""
"","1","32","1202010025","202004","","20201","","","",""
"","idle","3","1202010026","1000","1","20201","","","","0"
"","idle","3","1202010027","1001","1","20201","","","","0"
"","se_caravan_chikamiti_drama_first","23","1202010028","se_caravan","0","20201","","","",""
"idle","run_stop_short","3","1202010029","100","0","20201","0","","1","0"
"idle","run_stop_short","3","1202010030","110","0","20201","0","","1","0"
"1.5","-372","2","1202010031","100","-210","20201","","","",""
"1.5","-372","2","1202010032","110","-210","20201","","","",""
"","shortcut_run","3","1202010033","105811","1","20201","","","","0"
"1.5","-126","2","1202010034","105811","-255","20201","","","",""
"","0","93","1202010035","0.2","","20201","","","",""
"","vo_caravan_chikamichi_001","21","1202010036","vo_caravan","0","20201","","","",""
"idle","awake","3","1202010037","1000","0","20201","0.1","","1","0.2"
"idle","awake","3","1202010038","1001","0","20201","0.1","","1","0.2"
"","0","93","1202010039","0.5","","20201","","","",""
"","1","32","1202010040","202001","","20201","","","",""
"","1","32","1202010041","2020021","","20201","","","",""
"","1","32","1202010042","2020022","","20201","","","",""
"","0","93","1202010043","0.8","","20201","","","",""
"shortcut_surprise_loop","shortcut_surprise_in","3","1202010044","105811","0","20201","","","1","0.2"
"","0","93","1202010045","1","","20201","","","",""
"","0","32","1202010046","3","","20201","","","",""
"","","101","1202010047","1202010065","","20201","","","",""
"","","101","1202010048","1202010049","","20201","","","",""
"","1","35","1202010049","3","","20201","","","",""
"","0","93","1202010050","0.2","","20201","","","",""
"","0","32","1202010051","202001","","20201","","","",""
"","0","32","1202010052","2020021","","20201","","","",""
"","0","32","1202010053","2020022","","20201","","","",""
"","0.5","24","1202010054","se_caravan_chikamiti_drama_first","","20201","","","",""
"","idle","3","1202010055","100","1","20201","","","",""
"","idle","3","1202010056","110","1","20201","","","",""
"0","-372","2","1202010057","100","-210","20201","","","",""
"0","-372","2","1202010058","110","-210","20201","","","",""
"","shortcut_surprise_loop","3","1202010059","105811","1","20201","","","","0.2"
"0","-126","2","1202010060","105811","-255","20201","","","",""
"","idle","3","1202010061","1000","1","20201","","","","0.2"
"","idle","3","1202010062","1001","1","20201","","","","0.2"
"","0","32","1202010063","2020021","","20201","","","",""
"","0","32","1202010064","2020022","","20201","","","",""
"","1","32","1202010065","202006","","20201","","","",""
"","0","93","1202010066","100","","20201","","","",""
"","","101","1202010067","1202010066","","20201","","","",""
"","","101","1202010068","1202010069","","20201","","","",""
"","0","32","1202010069","202006","","20201","","","",""
"","0","32","1202010070","2020021","","20201","","","",""
"","0","32","1202010071","2020022","","20201","","","",""
"","0","93","1202010072","0.2","","20201","","","",""
"","vo_caravan_chikamichi_002","21","1202010073","vo_caravan","0","20201","","","",""
"","se_caravan_chikamiti_drama_second_one","23","1202010074","se_caravan","0","20201","","","",""
"shortcut_throw_loop","shortcut_throw","3","1202010075","105811","0","20201","0.2","","1","0.1"
"","shortcut_throw","3","1202010076","202000","0","20201","","","",""
"","0","93","1202010077","1.2","","20201","","","",""
"","se_caravan_chikamiti_drama_second_two","23","1202010078","se_caravan","0","20201","","","",""
"idle","joy","3","1202010079","1000","0","20201","0.1","","1","0.1"
"idle","joy","3","1202010080","1001","0","20201","0.1","","1","0.1"
"","1","32","1202010081","202005","","20201","","","",""
"","0","93","1202010082","0.5","","20201","","","",""
"shortcut_relief_loop","shortcut_relief","3","1202010083","105811","0","20201","0.1","","1","0.1"
"","0","93","1202010084","1.4","","20201","","","",""
"move_pass_loop","move_pass","3","1202010085","1000","0","20201","0.1","","1","0.1"
"move_pass_loop","move_pass","3","1202010086","1001","0","20201","0.1","","1","0.1"
"","0","93","1202010087","0.1","","20201","","","",""
"","se_caravan_chikamiti_drama_second_three","23","1202010088","se_caravan","0","20201","","","",""
"","0","93","1202010089","0.3","","20201","","","",""
"","shortcut_run","3","1202010090","105811","1","20201","","","","0.2"
"3.4","1746","2","1202010091","105811","-255","20201","","","0",""
"","1","32","1202010092","202003","","20201","","","",""
"3.4","1686","33","1202010093","202003","-25","20201","","","0",""
"","run","3","1202010094","100","1","20201","","","","0.2"
"","run","3","1202010095","110","1","20201","","","","0.2"
"","1","32","1202010096","6","","20201","","","",""
"3.4","1500","2","1202010097","100","-210","20201","","","0",""
"3.4","1500","2","1202010098","110","-210","20201","","","0",""
"3.4","1500","33","1202010099","6","-210","20201","","","0",""
"","0","93","1202010100","0.6","","20201","","","",""
"","","101","1202010101","1202010102","","20201","","","",""
"","1","32","1202010102","4","","20201","","","",""
"","0","93","1202010103","0.7","","20201","","","",""
"1","1","6","1202010104","100","1","20201","0","","0","0"
"1","1","6","1202010105","110","1","20201","0","","0","0"
"","0","32","1202010106","0","","20201","","","",""
"","0","32","1202010107","202004","","20201","","","",""
"","0","32","1202010108","6","","20201","","","",""
"","0","32","1202010109","202001","","20201","","","",""
"","0","32","1202010110","2020021","","20201","","","",""
"","0","32","1202010111","2020022","","20201","","","",""
"","0","32","1202010112","202006","","20201","","","",""
"","0","32","1202010113","2020021","","20201","","","",""
"","0","32","1202010114","2020022","","20201","","","",""
"","0","32","1202010115","202003","","20201","","","",""
"","0","32","1202010116","202005","","20201","","","",""
"1","1","6","1202010117","105811","1","20201","0","","0","0"
"1","1","6","1202010118","202000","1","20201","0","","0","0"
"1","1","6","1202010119","1000","1","20201","0","","0","0"
"1","1","6","1202010120","1001","1","20201","0","","0","0"
"","0.5","24","1202010121","se_caravan_chikamiti_drama_second_one","","20201","","","",""
"","0.5","24","1202010122","se_caravan_chikamiti_drama_second_two","","20201","","","",""
"","0.5","24","1202010123","se_caravan_chikamiti_drama_second_three","","20201","","","",""
"","0","93","1202010124","1","","20201","","","",""
"-126","105811","1","1202020001","1","57","20202","0","empty","-255","1"
"-126","202000","5","1202020002","202000","58","20202","0","empty","-255","1"
"-1085","100","5","1202020003","100","56","20202","1","idle","-210","0.43"
"-1085","110","5","1202020004","110","55","20202","1","idle","-210","0.43"
"283","1000","5","1202020005","1000","52","20202","0","empty","-183","0.55"
"450","1001","5","1202020006","1001","53","20202","0","empty","-239","0.55"
"0","0","31","1202020007","202000","0","20202","","","1","0"
"0","202004","31","1202020008","202004","0","20202","","","1","0"
"0","3","31","1202020009","3","0","20202","","","1","0"
"0","4","31","1202020010","6","0","20202","","","1","0"
"-25","202003","31","1202020011","202003","-186","20202","","","1","0"
"-210","6","31","1202020012","900004","-372","20202","","","1","0"
"-215","202005","31","1202020013","202005","340","20202","","","1","0"
"","0","91","1202020014","0","","20202","","","",""
"","1","32","1202020015","3","","20202","","","",""
"","0","93","1202020016","0.2","","20202","","","",""
"","1","32","1202020017","0","","20202","","","",""
"","1","32","1202020018","202004","","20202","","","",""
"","idle","3","1202020019","100","1","20202","","","",""
"","idle","3","1202020020","110","1","20202","","","",""
"0","-372","2","1202020021","100","-210","20202","","","",""
"0","-372","2","1202020022","110","-210","20202","","","",""
"","shortcut_surprise_loop","3","1202020023","105811","1","20202","","","",""
"0","-126","2","1202020024","105811","-255","20202","","","",""
"","idle","3","1202020025","1000","1","20202","","","","0.2"
"","idle","3","1202020026","1001","1","20202","","","","0.2"
"","0","93","1202020027","0.2","","20202","","","",""
"","vo_caravan_chikamichi_002","21","1202020028","vo_caravan","0","20202","","","",""
"","se_caravan_chikamiti_drama_second_one","23","1202020029","se_caravan","0","20202","","","",""
"shortcut_throw_loop","shortcut_throw","3","1202020030","105811","0","20202","0.2","","1","0.1"
"","shortcut_throw","3","1202020031","202000","0","20202","","","",""
"","0","93","1202020032","1.2","","20202","","","",""
"","se_caravan_chikamiti_drama_second_two","23","1202020033","se_caravan","0","20202","","","",""
"idle","joy","3","1202020034","1000","0","20202","0.1","","1","0.1"
"idle","joy","3","1202020035","1001","0","20202","0.1","","1","0.1"
"","1","32","1202020036","202005","","20202","","","",""
"","0","93","1202020037","0.5","","20202","","","",""
"shortcut_relief_loop","shortcut_relief","3","1202020038","105811","0","20202","0.1","","1","0.1"
"","0","93","1202020039","1.4","","20202","","","",""
"move_pass_loop","move_pass","3","1202020040","1000","0","20202","0.1","","1","0.1"
"move_pass_loop","move_pass","3","1202020041","1001","0","20202","0.1","","1","0.1"
"","0","93","1202020042","0.1","","20202","","","",""
"","se_caravan_chikamiti_drama_second_three","23","1202020043","se_caravan","0","20202","","","",""
"","0","93","1202020044","0.3","","20202","","","",""
"","shortcut_run","3","1202020045","105811","1","20202","","","","0.2"
"3.4","1746","2","1202020046","105811","-255","20202","","","0",""
"","1","32","1202020047","202003","","20202","","","",""
"3.4","1686","33","1202020048","202003","-25","20202","","","0",""
"","run","3","1202020049","100","1","20202","","","","0.2"
"","run","3","1202020050","110","1","20202","","","","0.2"
"","1","32","1202020051","6","","20202","","","",""
"3.4","1500","2","1202020052","100","-210","20202","","","0",""
"3.4","1500","2","1202020053","110","-210","20202","","","0",""
"3.4","1500","33","1202020054","6","-210","20202","","","0",""
"","0","93","1202020055","0.6","","20202","","","",""
"","","101","1202020056","1202020057","","20202","","","",""
"","1","32","1202020057","4","","20202","","","",""
"","0","93","1202020058","0.7","","20202","","","",""
"1","1","6","1202020059","100","1","20202","0","","0","0"
"1","1","6","1202020060","110","1","20202","0","","0","0"
"","0","32","1202020061","0","","20202","","","",""
"","0","32","1202020062","202004","","20202","","","",""
"","0","32","1202020063","6","","20202","","","",""
"","0","32","1202020064","202003","","20202","","","",""
"","0","32","1202020065","202005","","20202","","","",""
"1","1","6","1202020066","105811","1","20202","0","","0","0"
"1","1","6","1202020067","202000","1","20202","0","","0","0"
"1","1","6","1202020068","1000","1","20202","0","","0","0"
"1","1","6","1202020069","1001","1","20202","0","","0","0"
"","0.5","24","1202020070","se_caravan_chikamiti_drama_second_one","","20202","","","",""
"","0.5","24","1202020071","se_caravan_chikamiti_drama_second_two","","20202","","","",""
"","0.5","24","1202020072","se_caravan_chikamiti_drama_second_three","","20202","","","",""
"","0","93","1202020073","1","","20202","","","",""
"0","105811","1","1900010001","1","62","90001","0","empty","-34","1"
"0","105911","1","1900010002","1","66","90001","0","empty","-34","1"
"0","106011","1","1900010003","1","64","90001","0","empty","-34","1"
"0","118511","1","1900010004","1","52","90001","0","empty","-34","1"
"-1085","100","5","1900010005","100","58","90001","1","idle","-266","0.4"
"-1085","110","5","1900010006","110","56","90001","1","idle","-266","0.4"
"0","0","31","1900010007","900000","0","90001","","","1","0"
"0","1","31","1900010008","900001","0","90001","","","1","0"
"0","3","31","1900010009","900003","0","90001","","","1","0"
"-266","4","31","1900010010","900004","-1085","90001","","","1","0"
"0","5","31","1900010011","900005","0","90001","","","1","0"
"-34","9","31","1900010012","900009","0","90001","","","1","0"
"","0","91","1900010013","0","","90001","","","",""
"","1","32","1900010014","1","","90001","","","",""
"","0","93","1900010015","0.7","","90001","","","",""
"","1","32","1900010016","0","","90001","","","",""
"","1","32","1900010017","9","","90001","","","",""
"","checkpoint_karin_idle","3","1900010018","118511","1","90001","","","","0"
"0","0","29","1900010019","1","0.5","90001","1","","10","0"
"","se_caravan_goal_amb","23","1900010020","se_caravan","0","90001","","","",""
"","0","93","1900010021","0.9","","90001","","","",""
"","se_caravan_goal_onigiri","23","1900010022","se_caravan","0","90001","","","",""
"","0","93","1900010023","0.5","","90001","","","",""
"idle","run_checkpoint","3","1900010024","100","0","90001","0","","1","0"
"idle","run_checkpoint","3","1900010025","110","0","90001","0","","1","0"
"","1","32","1900010026","4","","90001","","","",""
"2.5","67","2","1900010027","100","-276","90001","","","11",""
"2.5","67","2","1900010028","110","-276","90001","","","11",""
"2.5","67","33","1900010029","4","-276","90001","","","11",""
"","0","93","1900010030","2","","90001","","","",""
"","se_caravan_goal_chara_appear","23","1900010031","se_caravan","0","90001","","","",""
"checkpoint_peko_loop","checkpoint_peko_in","3","1900010032","105811","0","90001","0","","1","0"
"checkpoint_kokkoro_loop","checkpoint_kokkoro_in","3","1900010033","105911","0","90001","0","","1","0"
"checkpoint_kyaru_loop","checkpoint_kyaru_in","3","1900010034","106011","0","90001","0","","1","0"
"","0","140","1900010035","6","0","90001","","","",""
"","0","93","1900010036","1.6","","90001","","","",""
"","1","32","1900010037","5","","90001","","","",""
"","checkpoint_karin_clap","3","1900010038","118511","1","90001","","","","0.2"
"","0","93","1900010039","3","","90001","","","",""
"","0","29","1900010040","0","0.5","90001","","","",""
"","","113","1900010041","1","","90001","","","",""
"","0","93","1900010042","0.3","","90001","","","",""
"","1","32","1900010043","3","","90001","","","",""
"","0","93","1900010044","0.2","","90001","","","",""
"1","1","6","1900010045","100","1","90001","0","","0","0"
"1","1","6","1900010046","110","1","90001","0","","0","0"
"","0","32","1900010047","0","","90001","","","",""
"","0","32","1900010048","5","","90001","","","",""
"","0","32","1900010049","9","","90001","","","",""
"1","1","6","1900010050","105811","1","90001","0","","0","0"
"1","1","6","1900010051","105911","1","90001","0","","0","0"
"1","1","6","1900010052","106011","1","90001","0","","0","0"
"1","1","6","1900010053","118511","1","90001","0","","0","0"
"","0","93","1900010054","0.1","","90001","","","",""
"0","105811","1","1900020001","1","62","90002","0","empty","-34","1"
"0","105911","1","1900020002","1","66","90002","0","empty","-34","1"
"0","106011","1","1900020003","1","64","90002","0","empty","-34","1"
"0","118511","1","1900020004","1","52","90002","0","empty","-34","1"
"0","900","5","1900020005","900000","54","90002","0","empty","-34","1"
"-1085","100","5","1900020006","100","58","90002","1","idle","-266","0.4"
"-1085","110","5","1900020007","110","56","90002","1","idle","-266","0.4"
"0","0","31","1900020008","900000","0","90002","","","1","0"
"0","1","31","1900020009","900001","0","90002","","","1","0"
"0","2","31","1900020010","900002","0","90002","","","1","0"
"0","3","31","1900020011","900003","0","90002","","","1","0"
"-266","4","31","1900020012","900004","-1085","90002","","","1","0"
"0","5","31","1900020013","900005","0","90002","","","1","0"
"0","6","31","1900020014","900006","0","90002","","","1","0"
"0","8","31","1900020015","900008","0","90002","","","1","0"
"-34","9","31","1900020016","900009","0","90002","","","1","0"
"","0","91","1900020017","0","","90002","","","",""
"","1","32","1900020018","1","","90002","","","",""
"","0","93","1900020019","0.7","","90002","","","",""
"","1","32","1900020020","0","","90002","","","",""
"","1","32","1900020021","9","","90002","","","",""
"","checkpoint_karin_idle","3","1900020022","118511","1","90002","","","","0"
"0","0","29","1900020023","1","0.5","90002","1","","10","0"
"","se_caravan_goal_amb","23","1900020024","se_caravan","0","90002","","","",""
"","0","93","1900020025","0.9","","90002","","","",""
"","se_caravan_goal_onigiri","23","1900020026","se_caravan","0","90002","","","",""
"","0","93","1900020027","0.5","","90002","","","",""
"idle","run_checkpoint","3","1900020028","100","0","90002","0","","1","0"
"idle","run_checkpoint","3","1900020029","110","0","90002","0","","1","0"
"","1","32","1900020030","4","","90002","","","",""
"2.5","67","2","1900020031","100","-266","90002","","","11",""
"2.5","67","2","1900020032","110","-266","90002","","","11",""
"2.5","67","33","1900020033","4","-266","90002","","","11",""
"","0","93","1900020034","2","","90002","","","",""
"","se_caravan_goal_chara_appear","23","1900020035","se_caravan","0","90002","","","",""
"checkpoint_peko_loop","checkpoint_peko_in","3","1900020036","105811","0","90002","0","","1","0"
"checkpoint_kokkoro_loop","checkpoint_kokkoro_in","3","1900020037","105911","0","90002","0","","1","0"
"checkpoint_kyaru_loop","checkpoint_kyaru_in","3","1900020038","106011","0","90002","0","","1","0"
"","0","140","1900020039","6","0","90002","","","",""
"","0","93","1900020040","1.6","","90002","","","",""
"","1","32","1900020041","5","","90002","","","",""
"","checkpoint_karin_clap","3","1900020042","118511","1","90002","","","","0.2"
"","0","93","1900020043","3","","90002","","","",""
"","0","29","1900020044","0","0.5","90002","","","",""
"","","113","1900020045","1","","90002","","","",""
"","0","93","1900020046","0.3","","90002","","","",""
"","1","32","1900020047","2","","90002","","","",""
"","0","93","1900020048","0.4","","90002","","","",""
"1","1","6","1900020049","100","1","90002","0","","0","0"
"1","1","6","1900020050","110","1","90002","0","","0","0"
"","0","32","1900020051","5","","90002","","","",""
"","0","32","1900020052","9","","90002","","","",""
"0","0","33","1900020053","0","-3000","90002","","","0",""
"","treasure_peko","3","1900020054","105811","1","90002","","","","0"
"","treasure_kokkoro","3","1900020055","105911","1","90002","","","","0"
"","treasure_kyaru","3","1900020056","106011","1","90002","","","","0"
"","treasure_karin_normal","3","1900020057","118511","0","90002","","","","0"
"","treasure_karin_normal","3","1900020058","900","0","90002","","","","0"
"","1","32","1900020059","6","","90002","","","",""
"","1","32","1900020060","8","","90002","","","",""
"","0","93","1900020061","0.4","","90002","","","",""
"","0","140","1900020062","7","0","90002","","","",""
"","0","93","1900020063","3.9","","90002","","","",""
"1","","113","1900020064","2","1","90002","0","","0","0.1"
"","0","93","1900020065","0.2","","90002","","","",""
"","1","32","1900020066","3","","90002","","","",""
"","0","93","1900020067","0.2","","90002","","","",""
"","0","32","1900020068","0","","90002","","","",""
"","0","32","1900020069","6","","90002","","","",""
"","0","32","1900020070","8","","90002","","","",""
"1","1","6","1900020071","105811","1","90002","0","","0","0"
"1","1","6","1900020072","105911","1","90002","0","","0","0"
"1","1","6","1900020073","106011","1","90002","0","","0","0"
"1","1","6","1900020074","118511","1","90002","0","","0","0"
"1","1","6","1900020075","900","1","90002","0","","0","0"
"","0","93","1900020076","0.1","","90002","","","",""
"0","105811","1","1900030001","1","62","90003","0","empty","-34","1"
"0","105911","1","1900030002","1","66","90003","0","empty","-34","1"
"0","106011","1","1900030003","1","64","90003","0","empty","-34","1"
"0","118511","1","1900030004","1","52","90003","0","empty","-34","1"
"0","900","5","1900030005","900000","54","90003","0","empty","-34","1"
"-1085","100","5","1900030006","100","58","90003","1","idle","-266","0.4"
"-1085","110","5","1900030007","110","56","90003","1","idle","-266","0.4"
"0","0","31","1900030008","900000","0","90003","","","1","0"
"0","1","31","1900030009","900001","0","90003","","","1","0"
"0","2","31","1900030010","900002","0","90003","","","1","0"
"0","3","31","1900030011","900003","0","90003","","","1","0"
"-266","4","31","1900030012","900004","-1085","90003","","","1","0"
"0","5","31","1900030013","900005","0","90003","","","1","0"
"0","6","31","1900030014","900007","0","90003","","","1","0"
"0","8","31","1900030015","900008","0","90003","","","1","0"
"-34","9","31","1900030016","900009","0","90003","","","1","0"
"","0","91","1900030017","0","","90003","","","",""
"","1","32","1900030018","1","","90003","","","",""
"","0","93","1900030019","0.7","","90003","","","",""
"","1","32","1900030020","0","","90003","","","",""
"","1","32","1900030021","9","","90003","","","",""
"","checkpoint_karin_idle","3","1900030022","118511","1","90003","","","","0"
"0","0","29","1900030023","1","0.5","90003","1","","10","0"
"","se_caravan_goal_amb","23","1900030024","se_caravan","0","90003","","","",""
"","0","93","1900030025","0.9","","90003","","","",""
"","se_caravan_goal_onigiri","23","1900030026","se_caravan","0","90003","","","",""
"","0","93","1900030027","0.5","","90003","","","",""
"idle","run_checkpoint","3","1900030028","100","0","90003","0","","1","0"
"idle","run_checkpoint","3","1900030029","110","0","90003","0","","1","0"
"","1","32","1900030030","4","","90003","","","",""
"2.5","67","2","1900030031","100","-266","90003","","","11",""
"2.5","67","2","1900030032","110","-266","90003","","","11",""
"2.5","67","33","1900030033","4","-266","90003","","","11",""
"","0","93","1900030034","2","","90003","","","",""
"","se_caravan_goal_chara_appear","23","1900030035","se_caravan","0","90003","","","",""
"checkpoint_peko_loop","checkpoint_peko_in","3","1900030036","105811","0","90003","0","","1","0"
"checkpoint_kokkoro_loop","checkpoint_kokkoro_in","3","1900030037","105911","0","90003","0","","1","0"
"checkpoint_kyaru_loop","checkpoint_kyaru_in","3","1900030038","106011","0","90003","0","","1","0"
"","0","140","1900030039","6","0","90003","","","",""
"","0","93","1900030040","1.6","","90003","","","",""
"","1","32","1900030041","5","","90003","","","",""
"","checkpoint_karin_clap","3","1900030042","118511","1","90003","","","","0.2"
"","0","93","1900030043","3","","90003","","","",""
"","0","29","1900030044","0","0.5","90003","","","",""
"","","113","1900030045","1","","90003","","","",""
"","0","93","1900030046","0.3","","90003","","","",""
"","1","32","1900030047","2","","90003","","","",""
"","0","93","1900030048","0.4","","90003","","","",""
"1","1","6","1900030049","100","1","90003","0","","0","0"
"1","1","6","1900030050","110","1","90003","0","","0","0"
"","0","32","1900030051","5","","90003","","","",""
"","0","32","1900030052","9","","90003","","","",""
"0","0","33","1900030053","0","-3000","90003","","","0",""
"","treasure_peko","3","1900030054","105811","1","90003","","","","0"
"","treasure_kokkoro","3","1900030055","105911","1","90003","","","","0"
"","treasure_kyaru","3","1900030056","106011","1","90003","","","","0"
"","treasure_karin_rare","3","1900030057","118511","0","90003","","","","0"
"","treasure_karin_rare","3","1900030058","900","0","90003","","","","0"
"","1","32","1900030059","6","","90003","","","",""
"","1","32","1900030060","8","","90003","","","",""
"","0","93","1900030061","0.4","","90003","","","",""
"","0","140","1900030062","7","0","90003","","","",""
"","0","93","1900030063","2.2","","90003","","","",""
"0","vo_caravan_118501_appraise_001","21","1900030064","vo_caravan","0","90003","","","",""
"","0","93","1900030065","2.7","","90003","","","",""
"1","","113","1900030066","2","1","90003","0","","0","0.1"
"","0","93","1900030067","0.2","","90003","","","",""
"","1","32","1900030068","3","","90003","","","",""
"","0","93","1900030069","0.2","","90003","","","",""
"","0","32","1900030070","0","","90003","","","",""
"","0","32","1900030071","6","","90003","","","",""
"","0","32","1900030072","8","","90003","","","",""
