33429234c0a1e43594a5a6a07e9b0888062009c16d8429c0a5185c59fd922f76,851ca2a8d905e407bab1b7a58251793980d84c778a5382861ad150841a69c588,70eacbabfb110ae2f5bc19e5c06d96d68123e8a76cb70e28d6399193554c28ef,3a2a5863103c41b89a2f6176e70cabe9bfbec315a1250a7b6ac3cb381c112680,7899db0650347c6c490e2a3f4496bbb30c8ae67a5ed2563a406ab3605d1f6bc2,c9adc799a5d64cffdc9e9ecc3c7907f384cd673cb42ca9b8d10b3602be257369,3bdf299114081e78c65f4973ff9535f16a64bcb3c0ef673362ad865954a8fa58,76deeed58241b536780bfcab915585b8718048f19523d9011a6bc3e93a854d7e,58185e9e7f7076b210240018824c539daa4ca1443522798a6b0e189f94050227,48a5f628eb26b8c3e5570864eaaea04043d3d94b1623d40872ffa0a75dfd89f4,5e511bfd2e72bbfb51c96287bb6b1613e3fc8e649f011f1d5e79f37667121bc0,05777afbc88dff6aac3c07363e7a2b3e73ec607ddbc94ff1483c64d260278c12,6c11b3b4bba2d20ef22a1803423323a47b6f154c9e8c6791a27118cf4ceac864,c1dbe3b9ca326a2c8066006971f9166406e379ba3683d5d7d89fa4e081882d05,abc3bb3550c66cbd3c6a163d5e36a0eaf69f5c2ddd0ac77e636c004254b0bbf5,93ad9f46145b27411c138d4306fadd7a586b99f7a877c05f51d02b22624cbd35,90d7e8220bb9dcbb34a8fe946200bbe15d7621618b4940e20fe2edb48de25d1b,9986f79ed526a7379aead63ea02cd7de4279eb376fc9a87cf4761ceb4e6b6299,9db0be72155c3752b9275bbfdaa2b8ba4119415af809e67ef45660fcfa775390,800ffb3408a251c8320785f801b5bdfd21e1f4d5fb3815b68b53b92f67477f5f,9b81a76f36a3d570c765fb6a1d3ac3e9ce6b3042d7cde0822eb076b93a7484b6,b6d98471393e8cc826f3f289060e396f3d15cdc7531195f81a1d439b1e317755,6729fededbac7efe7d335e246328dd7fa4c02005c6fb6188e2ae991c14849629,11cf828aca3e5503a1838ef97e04fa22f0219839d07688807f49016d03b41bdf,7dae51b628de25d2a432c8b0ae06668d003131ce0b888461a6a05f2e4e6f05a5,61cb4d38aa263265ca7f094dffb2fea954a175f9f2196bf95eb9fc5699c91b33,767e09c16620ce98848098e81fe09bb821f84112858939f14d1610f2f51c0fde,c08e2a4200ca045795cbff0c816f7c9efca14767dc617404901c180dfa4136ce,7a76dc53ef75f49cc0674a9a8076efed99739a1048df4a3fb7f81e58dcf08071,867eaa3906cbb6a85d4ef409de0c29c09219a2fc938baec6d0d351276e1ee254,5c3803dec8959309998a63b1a9b5bf752e484cb85fdf2e2d35ae4069f2ccb858,8320ae21773934fa0190ba2770c8d16fa28efc6b68c2165c318b0578f7826d9f,84f7971d02ecbbbab2f33b6656737b90c0766c354fa11e26629ac3bce0ed3c64,97f43a3738f5205d55e5c942ab8dca4bdb6bcf887d52d5cd8c2f8785275aebad,ea435e0838604e15e31571eafcb2c17ab80101bac7a155df9c0911401ee74f5b,cf55bec955e38dd6079e2ff3f55fc6271fc8ed533b6302c27bb61cc7ff87d50e,e09da73b8747ced19c4749b3ec802519fab5bb6d8e1205b959c606d7c94c3980,16e8eec15e334731d4a45ed410853c3018a86ea6cb9600c1a3d9329c406cae58,98715bd1c071b2ac191332cfeec88b9d5d86b2c67a445a270951474b47a45e7c,c32e94f3f934ed0feed26c498f9e9362092f6c42b18c3287be773908d08eefd8
"1","5","200000001","200500","1","0","0","6","5","1","5","0","10","0","5","5","5","0","0","5","5","5","5","5","5","5","0","0","5","30","5","670050005","4","685","10","0","5","104","0","5"
"1","6","200000001","200500","1","0","0","7","6","1","6","0","10","0","6","6","6","0","0","6","6","6","6","6","6","6","0","0","6","30","6","670050006","5","752","10","0","6","136","0","6"
"1","7","200000001","200500","1","0","0","8","7","1","7","0","10","0","7","7","7","0","0","7","7","7","7","7","7","7","0","0","7","30","7","670050007","6","926","10","0","7","169","0","7"
"1","8","200000001","200500","1","0","0","9","8","1","8","0","10","0","8","8","8","0","0","8","8","8","8","8","8","8","0","0","8","30","8","670050008","7","1591","10","0","8","186","0","8"
"1","9","200000001","200500","1","0","0","10","9","1","9","0","10","0","9","9","9","0","0","9","9","9","9","9","9","9","0","0","9","30","9","670050009","8","1634","10","0","9","194","0","9"
"1","10","200000001","200500","1","0","0","10","10","1","10","0","10","0","10","10","10","0","0","10","10","10","10","10","10","10","0","0","10","30","10","670050010","8","1677","10","0","10","201","0","10"
"1","11","200000001","200500","1","0","0","10","11","1","11","0","10","0","11","11","11","0","0","11","11","11","11","11","11","11","0","0","11","30","11","670050011","8","1677","10","0","11","211","0","11"
"1","12","200000001","200500","1","0","0","13","12","1","12","0","10","0","12","12","12","0","0","12","12","12","12","12","12","12","0","0","12","30","12","670050012","10","1711","10","0","12","231","0","12"
"1","13","200000001","200500","1","0","0","15","13","1","13","0","10","0","13","13","13","0","0","13","13","13","13","13","13","13","0","0","13","30","13","670050013","11","1745","10","0","13","250","0","13"
"1","14","200000001","200500","1","0","0","17","14","1","14","0","10","0","14","14","14","0","0","14","14","14","14","14","14","14","0","0","14","30","14","670050014","12","2555","10","0","14","322","0","14"
"1","15","200000001","200500","1","0","0","16","15","1","15","0","10","0","15","15","15","0","0","15","15","15","15","15","15","15","0","0","15","30","15","670050015","12","2132","10","0","15","292","0","15"
"1","16","200000001","200500","1","0","0","16","16","1","16","0","10","0","16","16","16","0","0","16","16","16","16","16","16","16","0","0","16","30","16","670050016","12","2290","10","0","16","301","0","16"
"1","17","200000001","200500","1","0","0","16","17","1","17","0","10","0","17","17","17","0","0","17","17","17","17","17","17","17","0","0","17","30","17","670050017","12","2398","10","0","17","368","0","17"
"1","18","200000001","200500","1","0","0","17","18","1","18","0","10","0","18","18","18","0","0","18","18","18","18","18","18","18","0","0","18","30","18","670050018","13","2880","10","0","18","396","0","18"
"1","19","200000001","200500","1","0","0","17","19","1","19","0","10","0","19","19","19","0","0","19","19","19","19","19","19","19","0","0","19","30","19","670050019","13","3362","10","0","19","424","0","19"
"1","20","200000001","200500","1","0","0","18","20","1","20","0","10","0","20","20","20","0","0","20","20","20","20","20","20","20","0","0","20","30","20","670050020","13","3871","10","0","20","446","0","20"
"1","21","200000001","200500","1","0","0","21","21","1","21","0","10","0","21","21","21","0","0","21","21","21","21","21","21","21","0","0","21","30","21","670050021","16","3943","10","0","21","488","0","21"
"1","22","200000001","200500","1","0","0","23","22","1","22","0","10","0","22","22","22","0","0","22","22","22","22","22","22","22","0","0","22","30","22","670050022","18","4016","10","0","22","530","0","22"
"1","23","200000001","200500","1","0","0","26","23","1","23","0","10","0","23","23","23","0","0","23","23","23","23","23","23","23","0","0","23","30","23","670050023","21","4088","10","0","23","572","0","23"
"1","24","200000001","200500","1","0","0","26","24","1","24","0","10","0","24","24","24","0","0","24","24","24","24","24","24","24","0","0","24","30","24","670050024","21","4471","10","0","24","595","0","24"
"1","25","200000001","200500","1","0","0","27","25","1","25","0","10","0","25","25","25","0","0","25","25","25","25","25","25","25","0","0","25","30","25","670050025","22","4855","10","0","25","618","0","25"
"1","26","200000001","200500","1","0","0","27","26","1","26","0","10","0","26","26","26","0","0","26","26","26","26","26","26","26","0","0","26","30","26","670050026","22","5238","10","0","26","641","0","26"
"1","27","200000001","200500","1","0","0","28","27","1","27","0","10","0","27","27","27","0","0","27","27","27","27","27","27","27","0","0","27","30","27","670050027","23","5622","10","0","27","664","0","27"
"1","28","200000001","200500","1","0","0","28","28","1","28","0","10","0","28","28","28","0","0","28","28","28","28","28","28","28","0","0","28","30","28","670050028","23","6005","10","0","28","687","0","28"
"1","29","200000001","200500","1","0","0","28","29","1","29","0","10","0","29","29","29","0","0","29","29","29","29","29","29","29","0","0","29","30","29","670050029","23","6405","10","0","29","682","0","29"
"1","30","200000001","200500","1","0","0","29","30","1","30","0","10","0","30","30","30","0","0","30","30","30","30","30","30","30","0","0","30","30","30","670050030","23","6626","10","0","30","702","0","30"
"1","31","200000001","200500","1","0","0","29","31","1","31","0","10","0","31","31","31","0","0","31","31","31","31","31","31","31","0","0","31","30","31","670050031","22","6848","10","0","31","722","0","31"
"1","32","200000001","200500","1","0","0","29","32","1","32","0","10","0","32","32","32","0","0","32","32","32","32","32","32","32","0","0","32","30","32","670050032","23","7069","10","0","32","769","0","32"
"1","33","200000001","200500","1","0","0","29","33","1","33","0","10","0","33","33","33","0","0","33","33","33","33","33","33","33","0","0","33","30","33","670050033","23","7393","10","0","33","804","0","33"
"1","34","200000001","200500","1","0","0","29","34","1","34","0","10","0","34","34","34","0","0","34","34","34","34","34","34","34","0","0","34","30","34","670050034","23","7717","10","0","34","838","0","34"
"1","35","200000001","200500","1","0","0","31","35","1","35","0","10","0","35","35","35","0","0","35","35","35","35","35","35","35","0","0","35","30","35","670050035","25","8874","10","0","35","940","0","35"
"1","36","200000001","200500","1","0","0","34","36","1","36","0","10","0","36","36","36","0","0","36","36","36","36","36","36","36","0","0","36","30","36","670050036","27","10031","10","0","36","1043","0","36"
"1","37","200000001","200500","1","0","0","36","37","1","37","0","10","0","37","37","37","0","0","37","37","37","37","37","37","37","0","0","37","30","37","670050037","29","11188","10","0","37","1145","0","37"
"1","38","200000001","200500","1","0","0","38","38","1","38","0","10","0","38","38","38","0","0","38","38","38","38","38","38","38","0","0","38","30","38","670050038","30","12345","10","0","38","1247","0","38"
"1","39","200000001","200500","1","0","0","40","39","1","39","0","10","0","39","39","39","0","0","39","39","39","39","39","39","39","0","0","39","30","39","670050039","32","13502","10","0","39","1349","0","39"
"1","40","200000001","200500","1","0","0","43","40","1","40","0","10","0","40","40","40","0","0","40","40","40","40","40","40","40","0","0","40","30","40","670050040","34","14659","10","0","40","1452","0","40"
"1","41","200000001","200500","1","0","0","45","41","1","41","0","10","0","41","41","41","0","0","41","41","41","41","41","41","41","0","0","41","30","41","670050041","36","15816","10","0","41","1554","0","41"
"1","42","200000001","200500","1","0","0","45","42","1","42","0","10","0","42","42","42","0","0","42","42","42","42","42","42","42","0","0","42","30","42","670050042","36","17140","10","0","42","1508","0","42"
"1","43","200000001","200500","1","0","0","48","43","1","43","0","10","0","43","43","43","0","0","43","43","43","43","43","43","43","0","0","43","30","43","670050043","38","18010","10","0","43","1853","0","43"
"1","44","200000001","200500","1","0","0","48","44","1","44","0","10","0","44","44","44","0","0","44","44","44","44","44","44","44","0","0","44","30","44","670050044","38","17210","10","0","44","1453","0","44"
"1","45","200000001","200500","1","0","0","48","45","1","45","0","10","0","45","45","45","0","0","45","45","45","45","45","45","45","0","0","45","30","45","670050045","38","17709","10","0","45","1406","0","45"
"1","46","200000001","200500","1","0","0","51","46","1","46","0","10","0","46","46","46","0","0","46","46","46","46","46","46","46","0","0","46","30","46","670050046","40","19643","10","0","46","1477","0","46"
"1","47","200000001","200500","1","0","0","54","47","1","47","0","10","0","47","47","47","0","0","47","47","47","47","47","47","47","0","0","47","30","47","670050047","43","21574","10","0","47","1548","0","47"
"1","48","200000001","200500","1","0","0","57","48","1","48","0","10","0","48","48","48","0","0","48","48","48","48","48","48","48","0","0","48","30","48","670050048","46","23508","10","0","48","1670","0","48"
"1","49","200000001","200500","1","0","0","60","49","1","49","0","10","0","49","49","49","0","0","49","49","49","49","49","49","49","0","0","49","30","49","670050049","49","25441","10","0","49","1691","0","49"
"1","50","200000001","200500","1","0","0","63","50","1","50","0","10","0","50","50","50","0","0","50","50","50","50","50","50","50","0","0","50","30","50","670050050","51","27375","10","0","50","1761","0","50"
"1","51","200000001","200500","1","0","0","66","51","1","51","0","10","0","51","51","51","0","0","51","51","51","51","51","51","51","0","0","51","30","51","670050051","53","29307","10","0","51","1832","0","51"
"1","52","200000001","200500","1","0","0","70","52","1","52","0","10","0","52","52","52","0","0","52","52","52","52","52","52","52","0","0","52","30","52","670050052","56","31240","10","0","52","1903","0","52"
"1","53","200000001","200500","1","0","0","72","53","1","53","0","10","0","53","53","53","0","0","53","53","53","53","53","53","53","0","0","53","30","53","670050053","58","33174","10","0","53","1973","0","53"
"1","54","200000001","200500","1","0","0","75","54","1","54","0","10","0","54","54","54","0","0","54","54","54","54","54","54","54","0","0","54","30","54","670050054","61","35107","10","0","54","2045","0","54"
"1","55","200000001","200500","1","0","0","79","55","1","55","0","10","0","55","55","55","0","0","55","55","55","55","55","55","55","0","0","55","30","55","670050055","63","37039","10","0","55","2117","0","55"
"1","56","200000001","200500","1","0","0","82","56","1","56","0","10","0","56","56","56","0","0","56","56","56","56","56","56","56","0","0","56","30","56","670050056","66","38973","10","0","56","2187","0","56"
"1","57","200000001","200500","1","0","0","85","57","1","57","0","10","0","57","57","57","0","0","57","57","57","57","57","57","57","0","0","57","30","57","670050057","68","40925","10","0","57","2281","0","57"
"1","58","200000001","200500","1","0","0","88","58","1","58","0","10","0","58","58","58","0","0","58","58","58","58","58","58","58","0","0","58","30","58","670050058","71","42877","10","0","58","2375","0","58"
"1","59","200000001","200500","1","0","0","91","59","1","59","0","10","0","59","59","59","0","0","59","59","59","59","59","59","59","0","0","59","30","59","670050059","74","44831","10","0","59","2470","0","59"
"1","60","200000001","200500","1","0","0","94","60","1","60","0","10","0","60","60","60","0","0","60","60","60","60","60","60","60","0","0","60","30","60","670050060","77","46783","10","0","60","2564","0","60"
"1","61","200000001","200500","1","0","0","98","61","1","61","0","10","0","61","61","61","0","0","61","61","61","61","61","61","61","0","0","61","30","61","670050061","79","48735","10","0","61","2659","0","61"
"1","62","200000001","200500","1","0","0","99","62","1","62","0","10","0","62","62","62","0","0","62","62","62","62","62","62","62","0","0","62","30","62","670050062","80","50687","10","0","62","2755","0","62"
"1","63","200000001","200500","1","0","0","100","63","1","63","0","10","0","63","63","63","0","0","63","63","63","63","63","63","63","0","0","63","30","63","670050063","82","52639","10","0","63","2851","0","63"
"1","64","200000001","200500","1","0","0","101","64","1","64","0","10","0","64","64","64","0","0","64","64","64","64","64","64","64","0","0","64","30","64","670050064","83","54591","10","0","64","2946","0","64"
"1","65","200000001","200500","1","0","0","103","65","1","65","0","10","0","65","65","65","0","0","65","65","65","65","65","65","65","0","0","65","30","65","670050065","85","56543","10","0","65","3042","0","65"
"1","66","200000001","200500","1","0","0","104","66","1","66","0","10","0","66","66","66","0","0","66","66","66","66","66","66","66","0","0","66","30","66","670050066","86","58495","10","0","66","3138","0","66"
"1","67","200000001","200500","1","0","0","105","67","1","67","0","10","0","67","67","67","0","0","67","67","67","67","67","67","67","0","0","67","30","67","670050067","87","60447","10","0","67","3234","0","67"
"1","68","200000001","200500","1","0","0","106","68","1","68","0","10","0","68","68","68","0","0","68","68","68","68","68","68","68","0","0","68","30","68","670050068","89","62399","10","0","68","3330","0","68"
"1","69","200000001","200500","1","0","0","107","69","1","69","0","10","0","69","69","69","0","0","69","69","69","69","69","69","69","0","0","69","30","69","670050069","90","64351","10","0","69","3425","0","69"
"1","70","200000001","200500","1","0","0","108","70","1","70","0","10","0","70","70","70","0","0","70","70","70","70","70","70","70","0","0","70","30","70","670050070","91","66303","10","0","70","3521","0","70"
"1","71","200000001","200500","1","0","0","110","71","1","71","0","10","0","71","71","71","0","0","71","71","71","71","71","71","71","0","0","71","30","71","670050071","93","68255","10","0","71","3617","0","71"
"1","1","200000008","200501","1","0","0","3","1","1","1","0","10","0","1","1","1","0","0","1","1","1","1","1","1","1","0","0","1","30","1","670050101","2","185","10","0","1","31","0","1"
"1","2","200000008","200501","1","0","0","4","2","1","2","0","10","0","2","2","2","0","0","2","2","2","2","2","2","2","0","0","2","30","2","670050102","2","243","10","0","2","34","0","2"
"1","3","200000008","200501","1","0","0","5","3","1","3","0","10","0","3","3","3","0","0","3","3","3","3","3","3","3","0","0","3","30","3","670050103","3","405","10","0","3","37","0","3"
"1","4","200000008","200501","1","0","0","5","4","1","4","0","10","0","4","4","4","0","0","4","4","4","4","4","4","4","0","0","4","30","4","670050104","3","357","10","0","4","54","0","4"
"1","5","200000008","200501","1","0","0","6","5","1","5","0","10","0","5","5","5","0","0","5","5","5","5","5","5","5","0","0","5","30","5","670050105","4","396","10","0","5","80","0","5"
"1","6","200000008","200501","1","0","0","7","6","1","6","0","10","0","6","6","6","0","0","6","6","6","6","6","6","6","0","0","6","30","6","670050106","5","435","10","0","6","105","0","6"
"1","7","200000008","200501","1","0","0","8","7","1","7","0","10","0","7","7","7","0","0","7","7","7","7","7","7","7","0","0","7","30","7","670050107","5","535","10","0","7","131","0","7"
"1","8","200000008","200501","1","0","0","8","8","1","8","0","10","0","8","8","8","0","0","8","8","8","8","8","8","8","0","0","8","30","8","670050108","6","635","10","0","8","156","0","8"
"1","9","200000008","200501","1","0","0","8","9","1","9","0","10","0","9","9","9","0","0","9","9","9","9","9","9","9","0","0","9","30","9","670050109","6","653","10","0","9","168","0","9"
"1","10","200000008","200501","1","0","0","9","10","1","10","0","10","0","10","10","10","0","0","10","10","10","10","10","10","10","0","0","10","30","10","670050110","7","672","10","0","10","179","0","10"
"1","11","200000008","200501","1","0","0","9","11","1","11","0","10","0","11","11","11","0","0","11","11","11","11","11","11","11","0","0","11","30","11","670050111","7","690","10","0","11","191","0","11"
"1","12","200000008","200501","1","0","0","9","12","1","12","0","10","0","12","12","12","0","0","12","12","12","12","12","12","12","0","0","12","30","12","670050112","7","708","10","0","12","202","0","12"
"1","13","200000008","200501","1","0","0","10","13","1","13","0","10","0","13","13","13","0","0","13","13","13","13","13","13","13","0","0","13","30","13","670050113","8","839","10","0","13","223","0","13"
"1","14","200000008","200501","1","0","0","11","14","1","14","0","10","0","14","14","14","0","0","14","14","14","14","14","14","14","0","0","14","30","14","670050114","8","970","10","0","14","244","0","14"
"1","15","200000008","200501","1","0","0","11","15","1","15","0","10","0","15","15","15","0","0","15","15","15","15","15","15","15","0","0","15","30","15","670050115","8","1101","10","0","15","264","0","15"
"1","16","200000008","200501","1","0","0","11","16","1","16","0","10","0","16","16","16","0","0","16","16","16","16","16","16","16","0","0","16","30","16","670050116","9","1232","10","0","16","285","0","16"
"1","17","200000008","200501","1","0","0","13","17","1","17","0","10","0","17","17","17","0","0","17","17","17","17","17","17","17","0","0","17","30","17","670050117","10","1363","10","0","17","305","0","17"
"1","18","200000008","200501","1","0","0","14","18","1","18","0","10","0","18","18","18","0","0","18","18","18","18","18","18","18","0","0","18","30","18","670050118","11","1494","10","0","18","326","0","18"
"1","19","200000008","200501","1","0","0","14","19","1","19","0","10","0","19","19","19","0","0","19","19","19","19","19","19","19","0","0","19","30","19","670050119","11","1624","10","0","19","347","0","19"
"1","20","200000008","200501","1","0","0","15","20","1","20","0","10","0","20","20","20","0","0","20","20","20","20","20","20","20","0","0","20","30","20","670050120","11","1755","10","0","20","368","0","20"
"1","21","200000008","200501","1","0","0","15","21","1","21","0","10","0","21","21","21","0","0","21","21","21","21","21","21","21","0","0","21","30","21","670050121","11","1851","10","0","21","379","0","21"
"1","22","200000008","200501","1","0","0","15","22","1","22","0","10","0","22","22","22","0","0","22","22","22","22","22","22","22","0","0","22","30","22","670050122","11","1947","10","0","22","391","0","22"
"1","23","200000008","200501","1","0","0","15","23","1","23","0","10","0","23","23","23","0","0","23","23","23","23","23","23","23","0","0","23","30","23","670050123","11","2043","10","0","23","402","0","23"
"1","24","200000008","200501","1","0","0","23","24","1","24","0","10","0","24","24","24","0","0","24","24","24","24","24","24","24","0","0","24","30","24","670050124","18","2030","10","0","24","465","0","24"
"1","25","200000008","200501","1","0","0","23","25","1","25","0","10","0","25","25","25","0","0","25","25","25","25","25","25","25","0","0","25","30","25","670050125","18","2203","10","0","25","489","0","25"
"1","26","200000008","200501","1","0","0","23","26","1","26","0","10","0","26","26","26","0","0","26","26","26","26","26","26","26","0","0","26","30","26","670050126","18","2375","10","0","26","512","0","26"
"1","27","200000008","200501","1","0","0","23","27","1","27","0","10","0","27","27","27","0","0","27","27","27","27","27","27","27","0","0","27","30","27","670050127","19","2548","10","0","27","536","0","27"
"1","28","200000008","200501","1","0","0","23","28","1","28","0","10","0","28","28","28","0","0","28","28","28","28","28","28","28","0","0","28","30","28","670050128","19","2720","10","0","28","560","0","28"
"1","29","200000008","200501","1","0","0","24","29","1","29","0","10","0","29","29","29","0","0","29","29","29","29","29","29","29","0","0","29","30","29","670050129","19","2892","10","0","29","584","0","29"
"1","30","200000008","200501","1","0","0","24","30","1","30","0","10","0","30","30","30","0","0","30","30","30","30","30","30","30","0","0","30","30","30","670050130","19","3065","10","0","30","607","0","30"
"1","31","200000008","200501","1","0","0","25","31","1","31","0","10","0","31","31","31","0","0","31","31","31","31","31","31","31","0","0","31","30","31","670050131","20","3652","10","0","31","656","0","31"
"1","32","200000008","200501","1","0","0","27","32","1","32","0","10","0","32","32","32","0","0","32","32","32","32","32","32","32","0","0","32","30","32","670050132","21","4238","10","0","32","705","0","32"
"1","33","200000008","200501","1","0","0","28","33","1","33","0","10","0","33","33","33","0","0","33","33","33","33","33","33","33","0","0","33","30","33","670050133","22","4825","10","0","33","754","0","33"
"1","34","200000008","200501","1","0","0","29","34","1","34","0","10","0","34","34","34","0","0","34","34","34","34","34","34","34","0","0","34","30","34","670050134","23","5412","10","0","34","803","0","34"
"1","35","200000008","200501","1","0","0","30","35","1","35","0","10","0","35","35","35","0","0","35","35","35","35","35","35","35","0","0","35","30","35","670050135","24","5998","10","0","35","852","0","35"
"1","36","200000008","200501","1","0","0","32","36","1","36","0","10","0","36","36","36","0","0","36","36","36","36","36","36","36","0","0","36","30","36","670050136","25","6585","10","0","36","902","0","36"
"1","37","200000008","200501","1","0","0","33","37","1","37","0","10","0","37","37","37","0","0","37","37","37","37","37","37","37","0","0","37","30","37","670050137","27","7171","10","0","37","951","0","37"
"1","38","200000008","200501","1","0","0","34","38","1","38","0","10","0","38","38","38","0","0","38","38","38","38","38","38","38","0","0","38","30","38","670050138","27","7758","10","0","38","1001","0","38"
"1","39","200000008","200501","1","0","0","35","39","1","39","0","10","0","39","39","39","0","0","39","39","39","39","39","39","39","0","0","39","30","39","670050139","28","8345","10","0","39","1049","0","39"
"1","40","200000008","200501","1","0","0","37","40","1","40","0","10","0","40","40","40","0","0","40","40","40","40","40","40","40","0","0","40","30","40","670050140","30","8931","10","0","40","1098","0","40"
"1","41","200000008","200501","1","0","0","38","41","1","41","0","10","0","41","41","41","0","0","41","41","41","41","41","41","41","0","0","41","30","41","670050141","30","9518","10","0","41","1148","0","41"
"1","42","200000008","200501","1","0","0","41","42","1","42","0","10","0","42","42","42","0","0","42","42","42","42","42","42","42","0","0","42","30","42","670050142","33","10270","10","0","42","1211","0","42"
"1","43","200000008","200501","1","0","0","44","43","1","43","0","10","0","43","43","43","0","0","43","43","43","43","43","43","43","0","0","43","30","43","670050143","36","11021","10","0","43","1273","0","43"
"1","44","200000008","200501","1","0","0","47","44","1","44","0","10","0","44","44","44","0","0","44","44","44","44","44","44","44","0","0","44","30","44","670050144","38","11773","10","0","44","1336","0","44"
"1","45","200000008","200501","1","0","0","50","45","1","45","0","10","0","45","45","45","0","0","45","45","45","45","45","45","45","0","0","45","30","45","670050145","41","12524","10","0","45","1398","0","45"
"1","46","200000008","200501","1","0","0","53","46","1","46","0","10","0","46","46","46","0","0","46","46","46","46","46","46","46","0","0","46","30","46","670050146","43","13892","10","0","46","1468","0","46"
"1","47","200000008","200501","1","0","0","56","47","1","47","0","10","0","47","47","47","0","0","47","47","47","47","47","47","47","0","0","47","30","47","670050147","47","15258","10","0","47","1539","0","47"
"1","48","200000008","200501","1","0","0","59","48","1","48","0","10","0","48","48","48","0","0","48","48","48","48","48","48","48","0","0","48","30","48","670050148","50","16625","10","0","48","1611","0","48"
"1","49","200000008","200501","1","0","0","62","49","1","49","0","10","0","49","49","49","0","0","49","49","49","49","49","49","49","0","0","49","30","49","670050149","53","17993","10","0","49","1681","0","49"
"1","50","200000008","200501","1","0","0","66","50","1","50","0","10","0","50","50","50","0","0","50","50","50","50","50","50","50","0","0","50","30","50","670050150","55","19360","10","0","50","1751","0","50"
"1","51","200000008","200501","1","0","0","68","51","1","51","0","10","0","51","51","51","0","0","51","51","51","51","51","51","51","0","0","51","30","51","670050151","57","20727","10","0","51","1821","0","51"
"1","52","200000008","200501","1","0","0","72","52","1","52","0","10","0","52","52","52","0","0","52","52","52","52","52","52","52","0","0","52","30","52","670050152","60","22094","10","0","52","1891","0","52"
"1","53","200000008","200501","1","0","0","75","53","1","53","0","10","0","53","53","53","0","0","53","53","53","53","53","53","53","0","0","53","30","53","670050153","63","23462","10","0","53","1962","0","53"
"1","54","200000008","200501","1","0","0","78","54","1","54","0","10","0","54","54","54","0","0","54","54","54","54","54","54","54","0","0","54","30","54","670050154","66","24829","10","0","54","2033","0","54"
"1","55","200000008","200501","1","0","0","82","55","1","55","0","10","0","55","55","55","0","0","55","55","55","55","55","55","55","0","0","55","30","55","670050155","69","26195","10","0","55","2104","0","55"
"1","56","200000008","200501","1","0","0","84","56","1","56","0","10","0","56","56","56","0","0","56","56","56","56","56","56","56","0","0","56","30","56","670050156","72","27563","10","0","56","2174","0","56"
"1","57","200000008","200501","1","0","0","88","57","1","57","0","10","0","57","57","57","0","0","57","57","57","57","57","57","57","0","0","57","30","57","670050157","74","28943","10","0","57","2268","0","57"
"1","58","200000008","200501","1","0","0","91","58","1","58","0","10","0","58","58","58","0","0","58","58","58","58","58","58","58","0","0","58","30","58","670050158","77","30324","10","0","58","2361","0","58"
"1","59","200000008","200501","1","0","0","103","59","1","59","0","10","0","59","59","59","0","0","59","59","59","59","59","59","59","0","0","59","30","59","670050159","87","31924","10","0","59","2471","0","59"
"1","60","200000008","200501","1","0","0","104","60","1","60","0","10","0","60","60","60","0","0","60","60","60","60","60","60","60","0","0","60","30","60","670050160","88","34124","10","0","60","2591","0","60"
"1","61","200000008","200501","1","0","0","106","61","1","61","0","10","0","61","61","61","0","0","61","61","61","61","61","61","61","0","0","61","30","61","670050161","91","35024","10","0","61","2681","0","61"
"1","62","200000008","200501","1","0","0","107","62","1","62","0","10","0","62","62","62","0","0","62","62","62","62","62","62","62","0","0","62","30","62","670050162","92","35203","10","0","62","2725","0","62"
"1","63","200000008","200501","1","0","0","107","63","1","63","0","10","0","63","63","63","0","0","63","63","63","63","63","63","63","0","0","63","30","63","670050163","92","35382","10","0","63","2769","0","63"
"1","64","200000008","200501","1","0","0","108","64","1","64","0","10","0","64","64","64","0","0","64","64","64","64","64","64","64","0","0","64","30","64","670050164","93","35562","10","0","64","2812","0","64"
"1","65","200000008","200501","1","0","0","108","65","1","65","0","10","0","65","65","65","0","0","65","65","65","65","65","65","65","0","0","65","30","65","670050165","94","35741","10","0","65","2856","0","65"
"1","66","200000008","200501","1","0","0","109","66","1","66","0","10","0","66","66","66","0","0","66","66","66","66","66","66","66","0","0","66","30","66","670050166","95","35920","10","0","66","2900","0","66"
"1","67","200000008","200501","1","0","0","110","67","1","67","0","10","0","67","67","67","0","0","67","67","67","67","67","67","67","0","0","67","30","67","670050167","95","36099","10","0","67","2944","0","67"
"1","68","200000008","200501","1","0","0","110","68","1","68","0","10","0","68","68","68","0","0","68","68","68","68","68","68","68","0","0","68","30","68","670050168","96","36278","10","0","68","2987","0","68"
"1","69","200000008","200501","1","0","0","111","69","1","69","0","10","0","69","69","69","0","0","69","69","69","69","69","69","69","0","0","69","30","69","670050169","97","36457","10","0","69","3031","0","69"
"1","70","200000008","200501","1","0","0","112","70","1","70","0","10","0","70","70","70","0","0","70","70","70","70","70","70","70","0","0","70","30","70","670050170","98","36637","10","0","70","3075","0","70"
"1","71","200000008","200501","1","0","0","112","71","1","71","0","10","0","71","71","71","0","0","71","71","71","71","71","71","71","0","0","71","30","71","670050171","98","36816","10","0","71","3119","0","71"
"1","1","200000001","200600","1","0","0","3","1","1","1","0","10","0","1","1","1","0","0","1","1","1","1","1","1","1","0","0","1","30","1","670060001","2","154","10","0","1","28","0","1"
