d6d89d09a1a646bd9f0f1775e4d11068a836c2dc5b106147785aea3a76ea51f9,87000a32137c3cd35b38cf302874ec6520378c0432ae37a435b3895f7d43464c,07d8fe3759f6f507b22e8501ca728fa6556c58069e980db78ea21caacdb35ed9,40e8f0329b451563f274bfbe3fbd5bcf725bdc861e73b2dab1a9549b7f8b7022,23c81d05c43cf7928b8e44c14a6502539bd80bdaf08cae109fac4b0419a9b102,8e6b508b55fa9e0baccd3b5630f0f23a6540c5a73192c85d2ff0228714fcb87c,89b2ab61eedd32adf98299e6a6a8fcd9def79d2985b51998c1776b6ca13b2799,457c8c3201e64457d06cb96562161d2bd94672388131331d7be297357112f66a,789ddb83c2c0687a37034a6e6631577300383e181ec478d7b8da637b21d85b5f,a7adb20b215eb13295c93b14610e4339e0abc935464fecd5b28912287a161972,f7700ef0d0ebd24d12972ff98aadb62d4073c8a4dd1cedb2de11b670a013ad87
"2","-345","","1010804","","124531","","2","-219","1010804034","12"
"2","130","","1010804","","2","","2","-360","1010804035","12"
"93","0","","1010804","","2.5","","","","1010804036",""
"3","dsb_idle_surprise1","","1010804","","124531","0.3","","1","1010804037",""
"21","vo_dsb_4002","","1010804","","vo_dsb_1010804","","0","0","1010804038",""
"11","（她……\n好像一直靜靜的～\n是電擊太強了嗎？）","0.2","1010804","0","124531","0","1","10","1010804039","1"
"91","","","1010804","","0","","","","1010804040",""
"3","dsb_talk_wish","","1010804","","124531","0.2","","1","1010804041",""
"21","vo_dsb_4003","","1010804","","vo_dsb_1010804","","0","0","1010804042",""
"11","客人～\n水溫和電擊程度如何呢～","0.2","1010804","0","124531","0","1","10","1010804043","1"
"91","","","1010804","","0","","","","1010804044",""
"3","dsb_idle_wish","","1010804","","124531","0.2","","1","1010804045",""
"3","dsb_kuka_idle_relax","","1010804","","2","0.5","","1","1010804046",""
"22","0","","1010804","","0","","","","1010804047",""
"21","vo_dsb_4004","","1010804","","vo_dsb_1010804","","0.9","0","1010804048",""
"11","……太、","0.2","1010804","0","2","0","1","10","1010804049","1"
"91","","","1010804","","0","","","","1010804050",""
"3","dsb_idle_wish_normal2","","1010804","","124531","0.2","","1","1010804051",""
"21","vo_dsb_4005","","1010804","","vo_dsb_1010804","","0","0","1010804052",""
"11","太？","0.2","1010804","0","124531","0","1","10","1010804053","1"
"91","","","1010804","","0","","","","1010804054",""
"3","dsb_idle_wish_surprise","","1010804","","124531","0.2","","1","1010804055",""
"3","dsb_kuka_ecstasy","","1010804","0.3","2","0.3","dsb_kuka_idle_dere2","0","1010804056","1"
"21","vo_dsb_4006","","1010804","","vo_dsb_1010804","","0","0","1010804057",""
"11","太舒服了～～！！","0.2","1010804","0","2","0","1","10","1010804058","1"
"91","","","1010804","","0","","","","1010804059",""
"3","dsb_idle_wish","","1010804","","124531","0.2","","1","1010804060",""
"3","dsb_kuka_talk_sad_dere","","1010804","","2","0.5","","1","1010804061",""
"21","vo_dsb_4007","","1010804","","vo_dsb_1010804","","0","0","1010804062",""
"11","這種甜美的酥麻感\n真叫人欲罷不能～♪\n啊噫！唔嗯！啊嗚嗚嗚！","0.2","1010804","0","2","0","1","10","1010804063","1"
"93","1","","1010804","","6.2","","","","1010804064",""
"3","dsb_kuka_electric","","1010804","0.5","2","0","dsb_talk_sad2","0","1010804065","1"
"91","","","1010804","","1010804063","","","","1010804066",""
"3","dsb_talk_joy3_nervous","","1010804","","124531","0.2","","1","1010804067",""
"21","vo_dsb_4008","","1010804","","vo_dsb_1010804","","0","0","1010804068",""
"11","嗯嗯，妳很用心在享受呢～\n雖然感覺\n和享受溫泉不太一樣……\n不過既然妳喜歡那就好☆","0.2","1010804","0","124531","0","1","10","1010804069","1"
"91","","","1010804","","0","","","","1010804070",""
"3","dsb_idle_joy3","","1010804","","124531","0.2","","1","1010804071",""
"3","dsb_kuka_wish1","","1010804","","2","0.5","","1","1010804072",""
"21","vo_dsb_4009","","1010804","","vo_dsb_1010804","","0","0","1010804073",""
"11","小老闆娘！\n再來……再給空花更多刺激！\n請讓空花激烈地麻痺～！！","0.2","1010804","0","2","0","1","10","1010804074","1"
"93","1","","1010804","","5","","","","1010804075",""
"3","dsb_kuka_wish2","","1010804","","2","0.2","","1","1010804076",""
"91","","","1010804","","1010804074","","","","1010804077",""
"3","dsb_talk_joy3","","1010804","","124531","0.2","","1","1010804078",""
"21","vo_dsb_4010","","1010804","","vo_dsb_1010804","","0","0","1010804079",""
"11","我明白了～♪\n嘿～☆","0.2","1010804","0","124531","0","1","10","1010804080","1"
"91","","","1010804","","0","","","","1010804081",""
"22","0","","1010804","","0","","","","1010804082",""
"23","se_10044200_homare_movement","","1010804","","se_10044200","","","0","1010804083",""
"3","dsb_kuka_wish3","","1010804","","2","0.2","","1","1010804084",""
"3","dsb_attack_in","","1010804","0","124531","0.1","dsb_attack_loop","0","1010804085","1"
"3","dsb_attack_in","","1010804","0","99","0","dsb_attack_loop","0","1010804086","1"
"32","1","","1010804","","44","","","","1010804087",""
"93","0","","1010804","","1.4","","","","1010804088",""
"32","0","","1010804","","30","","","","1010804089",""
"32","0","","1010804","","43","","","","1010804090",""
"32","1","","1010804","","45","","","","1010804091",""
"32","0","","1010804","","43","","","","1010804092",""
"32","1","","1010804","","46","","","","1010804093",""
"122","20","","1010804","","20","","","3.1","1010804094",""
"23","se_10044200_thunder","","1010804","","se_10044200","","","0","1010804095",""
"21","vo_dsb_4011","","1010804","","vo_dsb_1010804","","0","0","1010804096",""
"11","啊啊啊啊啊嗯！！","0","1010804","0","2","0","0","5","1010804097","0"
"93","0","","1010804","","0.1","","","","1010804098",""
"3","dsb_empty","","1010804","","2","0","","0","1010804099",""
"93","0","","1010804","","3","","","","1010804100",""
"122","20","","1010804","","20","","","0.5","1010804101",""
"32","1","","1010804","","30","","","","1010804102",""
"32","1","","1010804","","43","","","","1010804103",""
"32","0","","1010804","","45","","","","1010804104",""
"32","1","","1010804","","47","","","","1010804105",""
"23","se_10044200_poof","","1010804","","se_10044200","","","0","1010804106",""
"3","dsb_kuka_damage_gaku","","1010804","","2","0","","1","1010804107",""
"93","0","","1010804","","1","","","","1010804108",""
"3","dsb_attack_out","","1010804","0.2","124531","0.1","dsb_talk_surprise","0","1010804109","1"
"3","dsb_attack_out","","1010804","0","99","0.1","dsb_empty","0","1010804110","0"
"21","vo_dsb_4012","","1010804","","vo_dsb_1010804","","0","0","1010804111",""
"11","啊。\n服務有～點過頭了……\n是嗎？","0.2","1010804","0","124531","0","1","10","1010804112","1"
"91","","","1010804","","0","","","","1010804113",""
"22","0","","1010804","","0","","","","1010804114",""
"3","dsb_idle_surprise1","","1010804","","124531","0.2","","1","1010804115",""
"3","dsb_kuka_damage_dere2_in","","1010804","0","2","0.1","dsb_kuka_damage_dere2_loop","0","1010804116","1"
"93","0","","1010804","","0.3","","","","1010804117",""
"32","0","","1010804","","47","","","","1010804118",""
"32","1","","1010804","","48","","","","1010804119",""
"23","se_adv_emote_heart_01","","1010804","","se_adv_emote_heart_01","","","0","1010804120",""
"93","0","","1010804","","1","","","","1010804121",""
"21","vo_dsb_4013","","1010804","","vo_dsb_1010804","","0","0","1010804122",""
"11","……嘻嘻。\n嘻嘻嘻嘻嘻……\n空花對溫泉……覺醒了……\n流口水。","0.2","1010804","0","2","0","1","10","1010804123","1"
"91","","","1010804","","0","","","","1010804124",""
"3","dsb_kuka_damage_dead","","1010804","","2","0.2","","1","1010804125",""
"3","dsb_talk_joy3","","1010804","","124531","0.2","","1","1010804126",""
"21","vo_dsb_4014","","1010804","","vo_dsb_1010804","","0","0","1010804127",""
"11","太好了～看來妳沒事。\n話說……\n剛才那種威力妳還開心得起來～\n……妳比傳聞中還厲害喔，空花♪","0.2","1010804","0","124531","0","1","10","1010804128","1"
"91","","","1010804","","0","","","","1010804129",""
"3","dsb_idle_joy3","","1010804","","124531","0.2","","1","1010804130",""
"93","0","","1010804","","0.3","","","","1010804131",""
"5","1","dsb_idle_normal","1010805","0","12","2","-165","70","1010805001","-345"
"5","2","dsb_idle_normal_joy","1010805","1","3","2","165","70","1010805002","-345"
"31","1","","1010805","","1","1","0","0","1010805003","1"
"31","3","","1010805","","3","1","0","0","1010805004","1"
"31","4","","1010805","","4","1","0","0","1010805005","1"
"31","10","","1010805","","13","1","0","0","1010805006","1"
"31","20","","1010805","","23","1","0","0","1010805007","1"
"31","30","","1010805","","33","1","-168","155","1010805008","1"
"31","31","","1010805","","33","1","-168","-155","1010805009","1"
"13","170","","1010805","","1","","","","1010805010",""
"13","170","","1010805","","2","","","","1010805011",""
"91","","","1010805","","0","","","","1010805012",""
"23","se_10044200_cmn_amb","","1010805","","se_10044200","","","1","1010805013",""
"23","se_10044200_cmn_steam","","1010805","","se_10044200","","","0","1010805014",""
"93","0","","1010805","","6.1","","","","1010805015",""
"23","se_10044200_hotspring_03","","1010805","","se_10044200","","","1","1010805016",""
"93","0","","1010805","","1.4","","","","1010805017",""
"3","dsb_talk_arm_crossed_joy","","1010805","0.5","2","0.5","dsb_talk_arm_crossed_joy_loop","0","1010805018","1"
"21","vo_dsb_5001","","1010805","","vo_dsb_1010805","","0","0","1010805019",""
"11","呼……\n不愧是精靈之森的藥草。\n身上的疲勞一下子就消除了。","0.2","1010805","0","2","0","1","10","1010805020","1"
"91","","","1010805","","0","","","","1010805021",""
"3","dsb_idle_arm_joy_crossed","","1010805","","2","0.5","","1","1010805022",""
"3","dsb_talk_joy3","","1010805","","1","0.5","","1","1010805023",""
"21","vo_dsb_5002","","1010805","","vo_dsb_1010805","","0","0","1010805024",""
"11","妳喜歡就好～♪\n其實這個藥草上\n還施加了治癒的魔法。","0.2","1010805","0","1","0","1","10","1010805025","1"
"91","","","1010805","","0","","","","1010805026",""
"3","dsb_idle_normal","","1010805","","1","0.5","","1","1010805027",""
"3","dsb_talk_arm_crossed_normal2_loop","","1010805","","2","0.5","","1","1010805028",""
"21","vo_dsb_5003","","1010805","","vo_dsb_1010805","","0","0","1010805029",""
"11","原來如此……\n所以才對消除疲勞這麼有效啊。\n進一步加強原已出色的功效……\n嗯嗯，真有效率！","0.2","1010805","0","2","0","1","10","1010805030","1"
"91","","","1010805","","0","","","","1010805031",""
"3","dsb_talk_doya_Ex1_loop","","1010805","","2","0.5","","1","1010805032",""
"21","vo_dsb_5004","","1010805","","vo_dsb_1010805","","0","0","1010805033",""
"11","多虧妳，我可以充滿幹勁地工作了！\n現在馬上就能打拚！\n我要趕快從浴池裡起來\n去找臨時打工！","0.2","1010805","0","2","0","1","10","1010805034","1"
"91","","","1010805","","0","","","","1010805035",""
"23","se_10044200_get_out_water","","1010805","","se_10044200","","","0","1010805036",""
"3","dsb_stand_up_in","","1010805","0.2","2","0.2","dsb_stand_up_loop","0","1010805037","1"
"3","dsb_talk_surprise1_misato","","1010805","","1","0.5","","1","1010805038",""
"21","vo_dsb_5005","","1010805","","vo_dsb_1010805","","0","0","1010805039",""
"11","哎呀，妳不泡了嗎？\n難得來泡溫泉，\n要不要再好好放鬆一下？","0.2","1010805","0","1","0","1","10","1010805040","1"
"91","","","1010805","","0","","","","1010805041",""
"3","dsb_idle_surprise1_misato","","1010805","","1","0.5","","1","1010805042",""
"3","dsb_stand_talk_normal2","","1010805","","2","0.5","","1","1010805043",""
"21","vo_dsb_5006","","1010805","","vo_dsb_1010805","","0","0","1010805044",""
"11","我的疲勞已經徹底消除了。\n泡太久反而\n會浪費時間。\n時間就是金錢啊！","0.2","1010805","0","2","0","1","10","1010805045","1"
"91","","","1010805","","0","","","","1010805046",""
"3","dsb_stand_up_loop","","1010805","","2","0.5","","1","1010805047",""
"3","dsb_talk_sad2_blink2","","1010805","","1","0.5","","1","1010805048",""
"21","vo_dsb_5007","","1010805","","vo_dsb_1010805","","0","0","1010805049",""
"11","時間就是金錢……\n是呀，\n這樣想也對呢～","0.2","1010805","0","1","0","1","10","1010805050","1"
"91","","","1010805","","0","","","","1010805051",""
"3","dsb_talk_worry_misato","","1010805","","1","0.5","","1","1010805052",""
"21","vo_dsb_5008","","1010805","","vo_dsb_1010805","","0","0","1010805053",""
"11","不過……\n偶爾奢侈地揮霍時間\n也不錯吧？","0.2","1010805","0","1","0","1","10","1010805054","1"
"91","","","1010805","","0","","","","1010805055",""
"3","dsb_stand_wish_surprise_idle","","1010805","","2","0.2","","1","1010805056",""
"21","vo_dsb_5009","","1010805","","vo_dsb_1010805","","0","0","1010805057",""
"11","咦？","0.2","1010805","0","2","0","1","10","1010805058","1"
"91","","","1010805","","0","","","","1010805059",""
"3","dsb_talk_wish_nervous","","1010805","","1","0.2","","1","1010805060",""
"21","vo_dsb_5010","","1010805","","vo_dsb_1010805","","0","0","1010805061",""
"11","不只是身體會累積疲勞。\n要是神經太緊繃，\n心也會疲累的。","0.2","1010805","0","1","0","1","10","1010805062","1"
"91","","","1010805","","0","","","","1010805063",""
"3","dsb_misato_talk_sad2_dere","","1010805","","1","0.5","","1","1010805064",""
"21","vo_dsb_5011","","1010805","","vo_dsb_1010805","","0","0","1010805065",""
"11","治療這種眼睛看不見的地方\n也很重要……\n這是我的想法♪","0.2","1010805","0","1","0","1","10","1010805066","1"
"91","","","1010805","","0","","","","1010805067",""
"3","dsb_idle_normal_misato","","1010805","","1","0.5","","1","1010805068",""
"3","dsb_stand_thinking","","1010805","","2","0.2","","1","1010805069",""
"21","vo_dsb_5012","","1010805","","vo_dsb_1010805","","0","0","1010805070",""
"11","確、確實……\n也可以這麼想。\n都大老遠來到大江戶了，\n也許該好好運用這個機會……","0.2","1010805","0","2","0","1","10","1010805071","1"
"91","","","1010805","","0","","","","1010805072",""
"3","dsb_stand_talk_guts","","1010805","0.5","2","0.2","dsb_stand_talk_guts_loop","0","1010805073","1"
"22","0","","1010805","","0","","","","1010805074",""
"21","vo_dsb_5013","","1010805","","vo_dsb_1010805","","0.9","0","1010805075",""
"11","……也好。\n充分運用大把時間\n讓自己徹底放鬆！\n這也算是必要花費！","0.2","1010805","0","2","0","1","10","1010805076","1"
"91","","","1010805","","0","","","","1010805077",""
"23","se_10044200_get_out_water","","1010805","","se_10044200","","","0","1010805078",""
"3","dsb_stand_sitdown_in","","1010805","0.5","2","0.5","dsb_stand_sitdown_loop","0","1010805079","1"
"3","dsb_talk_joy3","","1010805","","1","0.5","","1","1010805080",""
"21","vo_dsb_5014","","1010805","","vo_dsb_1010805","","0","0","1010805081",""
"11","嗯呵呵，這就對了～\n溫泉就是讓人悠～哉放鬆的地方。\n請慢慢享受♪","0.2","1010805","0","1","0","1","10","1010805082","1"
"91","","","1010805","","0","","","","1010805083",""
"93","0","","1010805","","0.3","","","","1010805084",""
"5","1","dsb_idle_normal","1010806","0","11","2","-165","70","1010806001","-345"
"5","2","dsb_idle_relax","1010806","1","8","2","165","70","1010806002","-345"
"31","1","","1010806","","1","1","0","0","1010806003","1"
"31","3","","1010806","","3","1","0","0","1010806004","1"
"31","4","","1010806","","4","1","0","0","1010806005","1"
"31","10","","1010806","","18","1","0","0","1010806006","1"
"31","20","","1010806","","28","1","0","0","1010806007","1"
"31","30","","1010806","","38","1","-168","155","1010806008","1"
"31","31","","1010806","","38","1","-168","-155","1010806009","1"
"13","170","","1010806","","1","","","","1010806010",""
"13","170","","1010806","","2","","","","1010806011",""
"91","","","1010806","","0","","","","1010806012",""
"23","se_10044200_cmn_amb","","1010806","","se_10044200","","","1","1010806013",""
"23","se_10044200_cmn_steam","","1010806","","se_10044200","","","0","1010806014",""
"93","0","","1010806","","6","","","","1010806015",""
"23","se_10044200_hotspring_08","","1010806","","se_10044200","","","1","1010806016",""
"93","0","","1010806","","1.5","","","","1010806017",""
"3","dsb_talk_memory_nervous","","1010806","","2","0.5","","1","1010806018",""
"21","vo_dsb_6001","","1010806","","vo_dsb_1010806","","0","0","1010806019",""
"11","啊啊啊啊啊～～！\n燃燒！\n我的脂肪在燃燒啊～！","0.2","1010806","0","2","0","1","10","1010806020","1"
"91","","","1010806","","0","","","","1010806021",""
"3","dsb_talk_guts_pain","","1010806","0.5","2","0.5","dsb_talk_guts_pain_loop","0","1010806022","1"
"21","vo_dsb_6002","","1010806","","vo_dsb_1010806","","0","0","1010806023",""
"11","過度勞動的壓力造成的食慾！\n食慾帶來的贅肉！\n這種中飽私囊的自肥行為恕我拒絕！\n讓我痛快地跟你們算總帳吧～！！","0.2","1010806","0","2","0","1","10","1010806024","1"
"91","","","1010806","","0","","","","1010806025",""
"3","dsb_idle_guts_pain","","1010806","","2","0.5","","1","1010806026",""
"3","dsb_talk_normal_joy","","1010806","","1","0.5","","1","1010806027",""
"21","vo_dsb_6003","","1010806","","vo_dsb_1010806","","0","0","1010806028",""
"11","要注意泡溫泉的時間喔。\n因為它燃燒脂肪的效果很好……\n泡過頭可就糟了。","0.2","1010806","0","1","0","1","10","1010806029","1"
"91","","","1010806","","0","","","","1010806030",""
"3","dsb_idle_normal","","1010806","","1","0.5","","1","1010806031",""
"3","dsb_talk_normal","","1010806","","2","0.5","","1","1010806032",""
"21","vo_dsb_6004","","1010806","","vo_dsb_1010806","","0","0","1010806033",""
"11","嗯，嗯！當然了！\n話說……妳能在短時間內\n準備好這樣的溫泉。\n不愧是「獨眼惡魔」呀。","0.2","1010806","0","2","0","1","10","1010806034","1"
"91","","","1010806","","0","","","","1010806035",""
"3","dsb_idle_normal","","1010806","","2","0.5","","1","1010806036",""
"3","dsb_talk_sad2_surprise","","1010806","","1","0.5","","1","1010806037",""
"21","vo_dsb_6005","","1010806","","vo_dsb_1010806","","0","0","1010806038",""
"11","謝謝誇獎。\n雖然……\n我只不過是完成妳的委託而已。","0.2","1010806","0","1","0","1","10","1010806039","1"
"91","","","1010806","","0","","","","1010806040",""
"3","dsb_idle_sad_talk1","","1010806","","1","0.5","","1","1010806041",""
"3","dsb_talk_normal_dere2","","1010806","","2","0.5","","1","1010806042",""
"21","vo_dsb_6006","","1010806","","vo_dsb_1010806","","0","0","1010806043",""
"11","哎呀呀妳真是謙虛。\n要是妳多讓我逮到些弱點，\n我就能輕鬆多了。","0.2","1010806","0","2","0","1","10","1010806044","1"
"91","","","1010806","","0","","","","1010806045",""
"3","dsb_idle_normal","","1010806","","2","0.5","","1","1010806046",""
"3","dsb_talk_normal_suprise1","","1010806","","1","0.5","","1","1010806047",""
"21","vo_dsb_6007","","1010806","","vo_dsb_1010806","","0","0","1010806048",""
"11","我只會讓病患感到輕鬆好過喔。\n不包括做生意的客戶。","0.2","1010806","0","1","0","1","10","1010806049","1"
"91","","","1010806","","0","","","","1010806050",""
"3","dsb_idle_normal","","1010806","","1","0.5","","1","1010806051",""
"3","dsb_talk_thinking_dere","","1010806","","2","0.5","","1","1010806052",""
"21","vo_dsb_6008","","1010806","","vo_dsb_1010806","","0","0","1010806053",""
"11","哎呀呀呀，\n好嚴厲、好可怕。\n嚇得我一身冷汗啊～\n已經汗流如注了……嗯嗯？","0.2","1010806","0","2","0","1","10","1010806054","1"
"91","","","1010806","","0","","","","1010806055",""
"3","dsb_talk_worry_anger","","1010806","","2","0.3","","1","1010806056",""
"21","vo_dsb_6009","","1010806","","vo_dsb_1010806","","0","0","1010806057",""
"11","這流汗量……\n是不是怪怪的？\n就算這泉水的出汗作用\n再怎麼好，這也……","0.2","1010806","0","2","0","1","10","1010806058","1"
"91","","","1010806","","0","","","","1010806059",""
"3","dsb_talk_surprise3","","1010806","","2","0.5","","1","1010806060",""
"21","vo_dsb_6010","","1010806","","vo_dsb_1010806","","0","0","1010806061",""
"11","而且……\n是錯覺嗎？\n總覺得皮膚有種刺痛感……","0.2","1010806","0","2","0","1","10","1010806062","1"
"91","","","1010806","","0","","","","1010806063",""
"3","dsb_idle_surprise1_sjhy2","","1010806","","2","0.5","","1","1010806064",""
"3","dsb_talk_nerrvous","","1010806","","1","0.5","","1","1010806065",""
"22","0","","1010806","","0","","","","1010806066",""
"21","vo_dsb_6011","","1010806","","vo_dsb_1010806","","0.9","0","1010806067",""
"11","……我說，克蕾琪塔。\n妳跑來這裡泡溫泉，\n卻騙秘書說要出差對吧？","0.2","1010806","0","1","0","1","10","1010806068","1"
"91","","","1010806","","0","","","","1010806069",""
"3","dsb_idle_normal","","1010806","","1","0.5","","1","1010806070",""
"3","dsb_shock_credita_in","","1010806","0.5","2","0.5","dsb_shock_credita_loop","0","1010806071","1"
"21","vo_dsb_6012","","1010806","","vo_dsb_1010806","","0","0","1010806072",""
"11","唔唔唔唔呃？\n妳怎麼知道！？","0.2","1010806","0","2","0","1","10","1010806073","1"
"91","","","1010806","","0","","","","1010806074",""
"3","dsb_idle_joy_sad","","1010806","","2","0.5","","1","1010806075",""
"3","dsb_talk_normal_joy","","1010806","","1","0.5","","1","1010806076",""
"21","vo_dsb_6013","","1010806","","vo_dsb_1010806","","0","0","1010806077",""
"11","是秘書委託我的喔？\n……說想懲罰妳\n提出假申請。\n所以……","0.2","1010806","0","1","0","1","10","1010806078","1"
"91","","","1010806","","0","","","","1010806079",""
"3","dsb_talk_sad2_talkjoy2","","1010806","","1","0.5","","1","1010806080",""
"21","vo_dsb_6014","","1010806","","vo_dsb_1010806","","0","0","1010806081",""
"11","我把這座溫泉……\n調得更刺激點了。\n我放了很～多辣椒喔。","0.2","1010806","0","1","0","1","10","1010806082","1"
"91","","","1010806","","0","","","","1010806083",""
"3","dsb_idle_sad_talkjoy2","","1010806","","1","0.5","","1","1010806084",""
"3","dsb_surprise_credita","","1010806","0.5","2","0.5","dsb_talk_surprise_credita","0","1010806085","1"
"21","vo_dsb_6015","","1010806","","vo_dsb_1010806","","0","0","1010806086",""
"11","什麼……！？\n妳居然放了那種東西～！！","0.2","1010806","0","2","0","1","10","1010806087","1"
"91","","","1010806","","0","","","","1010806088",""
"3","dsb_idle_joy_sad","","1010806","","2","0.5","","1","1010806089",""
"3","dsb_talk_surprise1_normal2","","1010806","","1","0.5","","1","1010806090",""
"21","vo_dsb_6016","","1010806","","vo_dsb_1010806","","0","0","1010806091",""
"11","啊，別擔心。\n它確實有燃燒脂肪的效果。\n而且我也常常泡。\n不會危害健康的。","0.2","1010806","0","1","0","1","10","1010806092","1"
"91","","","1010806","","0","","","","1010806093",""
"3","dsb_idle_surprise1_sjhy","","1010806","","1","0.5","","1","1010806094",""
"3","dsb_hot_dead","","1010806","","2","0.3","","1","1010806095",""
"21","vo_dsb_6017","","1010806","","vo_dsb_1010806","","0","0","1010806096",""
"11","就算是這樣……啊啊！！\n眼睛！辣到！眼睛了！\n嗚嗚嗚……可是既然酬勞都付出去了，\n我就必須充分地使用到底～！！！","0.2","1010806","0","2","0","1","10","1010806097","1"
"91","","","1010806","","0","","","","1010806098",""
"3","dsb_talk_thinking_surprise","","1010806","","1","0.3","","1","1010806099",""
"21","vo_dsb_6018","","1010806","","vo_dsb_1010806","","0","0","1010806100",""
"11","不會半途而廢，\n真不愧是生意人……\n這般下定決心地計較損益，\n妳真不是浪得虛名啊……！","0.2","1010806","0","1","0","1","10","1010806101","1"
"91","","","1010806","","0","","","","1010806102",""
"93","0","","1010806","","0.3","","","","1010806103",""
"5","1","dsb_idle_normal","1010807","0","10","2","-165","70","1010807001","-345"
"5","2","dsb_idle_relax_dere2","1010807","1","1","2","165","70","1010807002","-345"
"5","99","dsb_lago","1010807","0","10","2","-215","70","1010807003","-350"
"31","1","","1010807","","1","1","0","0","1010807004","1"
"31","3","","1010807","","3","1","0","0","1010807005","1"
"31","4","","1010807","","4","1","0","0","1010807006","1"
"31","10","","1010807","","11","1","0","0","1010807007","1"
"31","20","","1010807","","21","1","0","0","1010807008","1"
"31","30","","1010807","","31","1","-168","155","1010807009","1"
"31","31","","1010807","","31","1","-168","-155","1010807010","1"
"31","32","","1010807","","41","1","-175","-222","1010807011","1"
"13","170","","1010807","","1","","","","1010807012",""
"13","170","","1010807","","2","","","","1010807013",""
"91","","","1010807","","0","","","","1010807014",""
"23","se_10044200_cmn_amb","","1010807","","se_10044200","","","1","1010807015",""
"23","se_10044200_cmn_steam","","1010807","","se_10044200","","","0","1010807016",""
"93","0","","1010807","","6","","","","1010807017",""
"23","se_10044200_hotspring_01","","1010807","","se_10044200","","","1","1010807018",""
"93","0","","1010807","","1.5","","","","1010807019",""
"3","dsb_talk_relax_nervous","","1010807","","2","0.5","","1","1010807020",""
"21","vo_dsb_7001","","1010807","","vo_dsb_1010807","","0","0","1010807021",""
"11","呼～水溫剛好……♪\n身體放鬆了……\n偶爾泡個溫泉也不錯～","0.2","1010807","0","2","0","1","10","1010807022","1"
"91","","","1010807","","0","","","","1010807023",""
"3","dsb_idle_relax_dere2","","1010807","","2","0.5","","1","1010807024",""
"3","dsb_talk_joy3","","1010807","","1","0.5","","1","1010807025",""
"21","vo_dsb_7002","","1010807","","vo_dsb_1010807","","0","0","1010807026",""
"11","謝謝～☆\n聽妳這麼說，\n身為小老闆娘我也感到很驕傲呢～♪","0.2","1010807","0","1","0","1","10","1010807027","1"
"91","","","1010807","","0","","","","1010807028",""
"3","dsb_idle_normal","","1010807","","1","0.5","","1","1010807029",""
"3","dsb_talk_surprise1_joy2","","1010807","","2","0.5","","1","1010807030",""
"21","vo_dsb_7003","","1010807","","vo_dsb_1010807","","0","0","1010807031",""
"11","嘿，大江戶第一的小老闆娘！\n……呃，是【龍族巢穴】的人！？\n妳怎麼會在這裡！？","0.2","1010807","0","2","0","1","10","1010807032","1"
"93","1","","1010807","","3.2","","","","1010807033",""
"3","dsb_talk_surprise2","","1010807","","2","0.5","","1","1010807034",""
"91","","","1010807","","1010807032","","","","1010807035",""
"3","dsb_idle_surprise2","","1010807","","2","0.5","","1","1010807036",""
"3","dsb_talk_joy3","","1010807","","1","0.5","","1","1010807037",""
"21","vo_dsb_7004","","1010807","","vo_dsb_1010807","","0","0","1010807038",""
"11","哇啊～♪\n是凱留的先裝傻再吐嘈～\n真是如傳聞中犀利的名吐嘈☆","0.2","1010807","0","1","0","1","10","1010807039","1"
"91","","","1010807","","0","","","","1010807040",""
"3","dsb_idle_normal","","1010807","","1","0.5","","1","1010807041",""
"3","dsb_talk_sad_shy","","1010807","","2","0.5","","1","1010807042",""
"21","vo_dsb_7005","","1010807","","vo_dsb_1010807","","0","0","1010807043",""
"11","誰在傳這種事啊！？\n真是……\n如果要傳，我真希望\n是傳些更像樣的事。","0.2","1010807","0","2","0","1","10","1010807044","1"
"91","","","1010807","","0","","","","1010807045",""
"3","dsb_idle_sad","","1010807","","2","0.5","","1","1010807046",""
"3","dsb_talk_thinking_joy","","1010807","","1","0.5","","1","1010807047",""
"21","vo_dsb_7006","","1010807","","vo_dsb_1010807","","0","0","1010807048",""
"11","人嘴封不住呀～\n……凱留應該\n也聽過這裡的傳聞吧？","0.2","1010807","0","1","0","1","10","1010807049","1"
"91","","","1010807","","0","","","","1010807050",""
"3","dsb_idle_arm_crossed","","1010807","","1","0.5","","1","1010807051",""
"3","dsb_talk_arm_crossed_normal2","","1010807","0.5","2","0.3","dsb_talk_arm_crossed_normal2_loop","0","1010807052","1"
"21","vo_dsb_7007","","1010807","","vo_dsb_1010807","","0","0","1010807053",""
"11","算有吧。\n聽說這裡有能恢復魔力的溫泉，\n還有……好像也能讓肌膚更彈嫩？\n我是沒有很在意啦。","0.2","1010807","0","2","0","1","10","1010807054","1"
"93","1","","1010807","","5.9","","","","1010807055",""
"3","dsb_talk_arm_crossed_surprise_loop","","1010807","","2","0.5","","1","1010807056",""
"91","","","1010807","","1010807054","","","","1010807057",""
"3","dsb_talk_arm_crossed_joy_loop","","1010807","","2","0.5","","1","1010807058",""
"21","vo_dsb_7008","","1010807","","vo_dsb_1010807","","0","0","1010807059",""
"11","的確感到魔力\n一點一點在恢復……\n這泉水黏黏滑滑的，\n感覺對皮膚也很好。","0.2","1010807","0","2","0","1","10","1010807060","1"
"91","","","1010807","","0","","","","1010807061",""
