f330cc9ddfb0efafe337ff890a625198243f5b20577093a6f47bad75e25444b6,09fbfb07fe21f1a06423525e51dfb959e881b56328e92b54da9a39143d7f863b,df4e4020ef52b957fa175ade518ff48fe74e3f9333e2549b3ffe0cc3ff68b08f,fbd6b06391e1fecbe316abaadb0f04feae03753f356aa53038174bc9648bcf6c,b1527ced9cb805a6127124350ad13368c4dc367e4889d1567ed5c9686b49ed6b,f64257a143e01f512c0f40e05eb55f2b8cfb5f43ae59daf0bc3594414874b139,217b978c1760c4cf5fdb78cfb04ad2e26658bbb247b756682f736237c1934686,97a1c634220ba40b48a1cc007ef0009f299894b66a2e68a8bb3c08e6e03a29be,12607a7533d91bd3edc9d21cc28365a55c06d288deb013089323018651bc64f3,f255ad2cbe6edee7e5267f11a3f67fc65b08227342779593becbd40a04f117f9,c70907ed8c1e6123ea8ab63154ab1d89af53c61715951b0ce03085285f413ab7,89f11a9975b88cf7a416a0591963ca4b842bc8c41144ff770329a4dbabff4ef0,787fb425e36294a38f071161e0fcfe39a9abc8d75b6b7c0a78c4856e2cce31e6,4abb3378dd8c7e2185c3400cfaefaea96b32981d941b24c0cf909a130753b1e0,d038840e50dab1c70adaad64cc88caf78354adcf03c3fc1dd8b40d814fb0da32,d4bc40e2858e222c7c162998b609e5c9562af3a08435035742017a008c4ca8e8,5b183d2d34658750d4e5e31ffc00cfcd6625af03ae4894b34c66f92d59e99f47,9760187458da8a6e7f2f1a4254d7a8da54b089593dba305b07d50d0aaccca514,9fe6c917efe8e38ac1b33395a635877939e8e16c3337c72fcebff39c7e559a5c
"41308","0","0","0","1","12","0","1130801","0","130801","2","20000000","31308","0","94000","0","0","120","0"
"41309","0","0","0","1","12","0","1130901","0","130901","2","20000000","31309","0","94000","0","0","120","0"
"41310","0","0","0","1","12","0","1131001","0","131001","2","30000000","31310","0","94000","0","0","40","0"
"41311","0","0","0","1","12","0","1131101","0","131101","2","20000000","31311","0","94000","0","0","120","0"
"41312","0","0","0","1","12","0","1131201","0","131201","2","30000000","31312","0","94000","0","0","40","0"
"41316","0","0","0","1","12","0","1131601","0","131601","2","30000000","31316","0","94000","0","0","40","0"
"41317","0","0","0","1","12","0","1131701","0","131701","2","30000000","31317","0","94000","0","0","40","0"
"41318","0","0","0","1","12","0","1131801","0","131801","2","20000000","31318","0","94000","0","0","120","0"
"41319","0","0","0","1","12","0","1131901","0","131901","2","30000000","31319","0","94000","0","0","40","0"
"41320","0","0","0","1","12","0","1132001","0","132001","2","30000000","31320","0","94000","0","0","40","0"
"41321","0","0","0","1","12","0","1132101","0","132101","2","30000000","31321","0","94000","0","0","40","0"
"41322","0","0","0","1","12","0","1132201","0","132201","2","30000000","31322","0","94000","0","0","40","0"
"41323","0","0","0","1","12","0","1132301","0","132301","2","30000000","31323","0","94000","0","0","40","0"
"41324","0","0","0","1","12","0","1132401","0","132401","2","20000000","31324","0","94000","0","0","120","0"
"41325","0","0","0","1","12","0","1132501","0","132501","2","20000000","31325","0","94000","0","0","120","0"
"41328","0","0","0","1","12","0","1132801","0","132801","2","30000000","31328","0","94000","0","0","40","0"
"41329","0","0","0","1","12","0","1132901","0","132901","2","20000000","31329","0","94000","0","0","120","0"
"41330","0","0","0","1","12","0","1133001","0","133001","2","30000000","31330","0","94000","0","0","40","0"
"41331","0","0","0","1","12","0","1133101","0","133101","2","30000000","31331","0","94000","0","0","40","0"
"41332","0","0","0","1","12","0","1133201","0","133201","2","30000000","31332","0","94000","0","0","40","0"
"41335","0","0","0","1","12","0","1133501","0","133501","2","30000000","31335","0","94000","0","0","40","0"
"41336","0","0","0","1","12","0","1133601","0","133601","2","30000000","31336","0","94000","0","0","40","0"
"41337","0","0","0","1","12","0","1133701","0","133701","2","30000000","31337","0","94000","0","0","40","0"
"41338","0","0","0","1","12","0","1133801","0","133801","2","30000000","31338","0","94000","0","0","40","0"
"41339","0","0","0","1","12","0","1133901","0","133901","2","30000000","31339","0","94000","0","0","40","0"
"41340","0","0","0","1","12","0","1134001","0","134001","2","30000000","31340","0","94000","0","0","40","0"
"41343","0","0","0","1","12","0","1134301","0","134301","2","30000000","31343","0","94000","0","0","40","0"
"41344","0","0","0","1","12","0","1134401","0","134401","2","20000000","31344","0","94000","0","0","120","0"
"41345","0","0","0","1","12","0","1134501","0","134501","2","30000000","31345","0","94000","0","0","40","0"
"41346","0","0","0","1","12","0","1134601","0","134601","2","30000000","31346","0","94000","0","0","40","0"
"41347","0","0","0","1","12","0","1134701","0","134701","2","30000000","31347","0","94000","0","0","40","0"
"41348","0","0","0","1","12","0","1134801","0","134801","2","30000000","31348","0","94000","0","0","40","0"
"41349","0","0","0","1","12","0","1134901","0","134901","2","30000000","31349","0","94000","0","0","40","0"
"41350","0","0","0","1","12","0","1135001","0","135001","2","30000000","31350","0","94000","0","0","40","0"
"41351","0","0","0","1","12","0","1135101","0","135101","2","30000000","31351","0","94000","0","0","40","0"
"41352","0","0","0","1","12","0","1135201","0","135201","2","30000000","31352","0","94000","0","0","40","0"
"41353","0","0","0","1","12","0","1135301","0","135301","2","30000000","31353","0","94000","0","0","40","0"
"41354","0","0","0","1","12","0","1135401","0","135401","2","30000000","31354","0","94000","0","0","40","0"
"41355","0","0","0","1","12","0","1135501","0","135501","2","30000000","31355","0","94000","0","0","40","0"
"41356","0","0","0","1","12","0","1135601","0","135601","2","30000000","31356","0","94000","0","0","40","0"
"41357","0","0","0","1","12","0","1135701","0","135701","2","20000000","31357","0","94000","0","0","120","0"
"41358","0","0","0","1","12","0","1135801","0","135801","2","30000000","31358","0","94000","0","0","40","0"
"41359","0","0","0","1","12","0","1135901","0","135901","2","30000000","31359","0","94000","0","0","40","0"
"41360","0","0","0","1","12","0","1136001","0","136001","2","30000000","31360","0","94000","0","0","40","0"
"41361","0","0","0","1","12","0","1136101","0","136101","2","30000000","31361","0","94000","0","0","40","0"
"41362","0","0","0","1","12","0","1136201","0","136201","2","20000000","31362","0","94000","0","0","120","0"
"41363","0","0","0","1","12","0","1136301","0","136301","2","30000000","31363","0","94000","0","0","40","0"
"41364","0","0","0","1","12","0","1136401","0","136401","2","30000000","31364","0","94000","0","0","40","0"
"41365","0","0","0","1","12","0","1136501","0","136501","2","30000000","31365","0","94000","0","0","40","0"
"41369","0","0","0","1","12","0","1136901","0","136901","2","20000000","31369","0","94000","0","0","120","0"
"41371","0","0","0","1","12","0","1137101","0","137101","2","20000000","31371","0","94000","0","0","120","0"
"41374","0","0","0","1","12","0","1137401","0","137401","2","30000000","31374","0","94000","0","0","40","0"
"41376","0","0","0","1","12","0","1137601","0","137601","2","30000000","31376","0","94000","0","0","40","0"
"41379","0","0","0","1","12","0","1137901","0","137901","2","30000000","31379","0","94000","0","0","40","0"
"41380","0","0","0","1","12","0","1138001","0","138001","2","30000000","31380","0","94000","0","0","40","0"
"41381","0","0","0","1","12","0","1138101","0","138101","2","30000000","31381","0","94000","0","0","40","0"
"41382","0","0","0","1","12","0","1138201","0","138201","2","30000000","31382","0","94000","0","0","40","0"
"41383","0","0","0","1","12","0","1138301","0","138301","2","30000000","31383","0","94000","0","0","40","0"
"41387","0","0","0","1","12","0","1138701","0","138701","2","30000000","31387","0","94000","0","0","40","0"
"41388","0","0","0","1","12","0","1138801","0","138801","2","30000000","31388","0","94000","0","0","40","0"
"41389","0","0","0","1","12","0","1138901","0","138901","2","30000000","31389","0","94000","0","0","40","0"
"41390","0","0","0","1","12","0","1139001","0","139001","2","30000000","31390","0","94000","0","0","40","0"
"41391","0","0","0","1","12","0","1139101","0","139101","2","30000000","31391","0","94000","0","0","40","0"
"41392","0","0","0","1","12","0","1139201","0","139201","2","30000000","31392","0","94000","0","0","40","0"
"41393","0","0","0","1","12","0","1139301","0","139301","2","30000000","31393","0","94000","0","0","40","0"
"41394","0","0","0","1","12","0","1139401","0","139401","2","30000000","31394","0","94000","0","0","40","0"
"41801","0","0","0","1","12","0","1180101","0","180101","2","30000000","31801","0","94000","0","0","40","0"
"41802","0","0","0","1","12","0","1180201","0","180201","2","30000000","31802","0","94000","0","0","40","0"
"41803","0","0","0","1","12","0","1180301","0","180301","2","30000000","31803","0","94000","0","0","40","0"
"41804","0","0","0","1","12","0","1180401","0","180401","2","30000000","31804","0","94000","0","0","40","0"
"41805","0","0","0","1","12","0","1180501","0","180501","2","30000000","31805","0","94000","0","0","40","0"
"41806","0","0","0","1","12","0","1180601","0","180601","2","30000000","31806","0","94000","0","0","40","0"
"41807","0","0","0","1","12","0","1180701","0","180701","2","30000000","31807","0","94000","0","0","40","0"
"41808","0","0","0","1","12","0","1180801","0","180801","2","30000000","31808","0","94000","0","0","40","0"
"41809","0","0","0","1","12","0","1180901","0","180901","2","30000000","31809","0","94000","0","0","40","0"
"41810","0","0","0","1","12","0","1181001","0","181001","2","30000000","31810","0","94000","0","0","40","0"
"41811","0","0","0","1","12","0","1181101","0","181101","2","30000000","31811","0","94000","0","0","40","0"
"41812","0","0","0","1","12","0","1181201","0","181201","2","30000000","31812","0","94000","0","0","40","0"
