061a870dc31789256e9bb561f05f131bcd00281c21bce1a885394f1b6f728011,527835777fd691a38fe7d0ab61679a913a912fa692ece50b09df48f5fe7b3ca3,e94bb96d0f7114925060c4ba1e500398f9aa834ec529a9a4caa68a6d6796b1ba,e8ea3ba20cd7c3314064fe1dc2c22269a5f78db7fcbb12b10457ed1e9dea300a,b9c53e39e9352a22677bd82a9b9f589ed153dcff69733bc61e8599780073469a,303da7c3e5ee1d2e146a1772a59b6e4919a5217896ebf9ac68ce4c5b7a288602,6d241e14da77b77efd293c2d2d0bded1cdb4edcfa655d9a958c2451ff814ed7f,5816e0fac182e7da658527ec8d2eed66d78a94c9c006287a2e300becf2a55fd3,7df8f751e9f081aac29534d08f1bb929d009c8689904a0c4708599eca6455bd8,f305962c297c680ae98e22de76d459517345cddf9e0d066f8fd89bd8a14bfddf,4e52dcad9e1f7a2c6a909508807b10474b78ab15480995b72828c5eccb7904ae
"62157","1","wish_talk_joy","","5146062","","3","","0.2","","131011"
"62158","0","vo_apg_0214","","5146062","","21","0","","","vo_apg"
"62159","9","雖然聽不懂妳在說什麼……\n但要是妳玩得開心就好了～♪","1","5146062","0","11","1","0","0","131011"
"62160","","","","5146062","","91","","","","0"
"62161","","0","","5146062","","22","","","","0"
"62162","1","wish_idle_joy","","5146062","","3","","0.2","","131011"
"62163","2","10","0","5146062","0","12","0","-30","0","100911"
"62164","2","7","0","5146062","0","12","0","0","0","131011"
"62165","","0","","5146062","","93","","","","2"
"62166","","","","5146062","","101","","","","62167"
"62167","","0.2","","5146062","","22","","","","0"
"63001","110","106611","-288","5146063","1","1","-10","1.8","walk_surprise_sad_blue","1"
"63002","111","1066","-288","5146063","1","5","-10","1.8","walk_surprise_sad_blue","3"
"63003","100","130911","-288","5146063","1","1","260","1.8","idle_normal_noface","1"
"63004","101","99","-288","5146063","1","5","260","1.8","idle_normal_kururu","1"
"63005","103","126411","-268","5146063","0","1","-420","1.8","empty","1"
"63006","113","98","-268","5146063","0","5","-420","1.8","empty","1"
"63007","","210","","5146063","","13","","","","106611"
"63008","","200","","5146063","","13","","","","130911"
"63009","","203","","5146063","","13","","","","126411"
"63010","15","7","-174","5146063","0","5","0","0.85","idle","7"
"63011","210","20","156","5146063","0","5","0","1","empty","20"
"63012","211","22","66","5146063","0","5","0","1","empty","22"
"63013","60","211","153","5146063","0","5","0","1","empty","21"
"63014","190","212","0","5146063","0","5","0","1","empty","21"
"63015","0","1","1","5146063","","31","0","1","","1"
"63016","0","2","1","5146063","","31","-57.7","1","","2"
"63017","","black","","5146063","","37","","","","2"
"63018","0","10","1","5146063","","31","0","0","","10"
"63019","-420","16","1","5146063","","31","-268","0","","16"
"63020","0","20","1","5146063","","31","0","1","","20"
"63021","","20","","5146063","","36","","","","20"
"63022","","22","","5146063","","36","","","","20"
"63023","","0","","5146063","","91","","","","0"
"63024","0","0","","5146063","","102","","","","0"
"63025","","0","","5146063","","93","","","","0.4"
"63026","","iris_out","","5146063","","37","","","","2"
"63027","-288","-260","0","5146063","","2","2.5","","","106611"
"63028","-288","-260","0","5146063","","2","2.5","","","1066"
"63029","","0","","5146063","","93","","","","2.5"
"63030","1","sad_idle_blue","","5146063","","3","","0.2","","106611"
"63031","1","sad_idle_blue","0","5146063","","3","","0.2","","1066"
"63032","","0","","5146063","","93","","","","0.1"
"63033","1","tired_talk1","","5146063","","3","","0.2","","106611"
"63034","1","tired_talk1","","5146063","","3","","0.2","","1066"
"63035","0","vo_apg_0301","","5146063","","21","0","","","vo_apg"
"63036","10","嗚嗚嗚嗚嗚……太、太不妙了……\n做出這種恐怖至極的雲霄飛車，\n哪～裡是什麼\n「開心快樂的大夢想樂園♪」嘛！","1","5146063","0","11","1","0","0","106611"
"63037","","","","5146063","","91","","","","0"
"63038","1","tired_talk2","","5146063","","3","","0.2","","106611"
"63039","1","tired_talk2","","5146063","","3","","0.2","","1066"
"63040","0","vo_apg_0302","","5146063","","21","0","","","vo_apg"
"63041","10","我根本沒聽說會這麼刺激……\n害我差點把胃裡的東西\n吐出來了……","1","5146063","0","11","1","0","0","106611"
"63042","","","","5146063","","91","","","","0"
"63043","1","tired_idle","","5146063","","3","","0.2","","106611"
"63044","1","tired_idle","","5146063","","3","","0.2","","1066"
"63045","1","talk_normal","","5146063","","3","","0.2","","130911"
"63046","1","talk_normal","","5146063","","3","","0.2","","99"
"63047","0","vo_apg_0303","","5146063","","21","0","","","vo_apg"
"63048","10","祈梨小姐♪\n本園的遊樂設施如何呢？\n有讓妳玩得盡興嗎？","1","5146063","0","11","1","0","0","130911"
"63049","","","","5146063","","91","","","","0"
"63050","1","idle_normal","","5146063","","3","","0.2","","130911"
"63051","0","coaster_3_in","","5146063","","3","","0","","211"
"63052","","0","","5146063","","4","","","","106611"
"63053","","0","","5146063","","4","","","","1066"
"63054","0","doya_in_nervous_furimuki","1","5146063","0","3","doya_talk_nervous_furimuki","0","","106611"
"63055","0","doya_in_nervous_furimuki","1","5146063","0","3","doya_talk_nervous_furimuki","0","","1066"
"63056","0","vo_apg_0304","","5146063","","21","0","","","vo_apg"
"63057","10","哼……還行啦？只要我出馬，\n這種廢到爆的雲霄飛車，\n就跟小哥一樣好對付啦。","1","5146063","0","11","1","0","0","106611"
"63058","","","","5146063","","91","","","","0"
"63059","1","cool_talk_dere","","5146063","","3","","0.2","","106611"
"63060","1","cool_talk_dere","","5146063","","3","","0.2","","1066"
"63061","0","vo_apg_0305","","5146063","","21","0","","","vo_apg"
"63062","10","雖然我還想要更刺激的體驗，\n不過，看來也就這種程度了吧──！","1","5146063","0","11","1","0","0","106611"
"63063","","","","5146063","","91","","","","0"
"63064","1","cool_idle_doya","","5146063","","3","","0.2","","106611"
"63065","1","cool_idle_doya","","5146063","","3","","0.2","","1066"
"63066","0","coaster_3_out","","5146063","","3","","0","","211"
"63067","1","kururu_sad_talk","","5146063","","3","","0.2","","130911"
"63068","1","kururu_sad_talk","","5146063","","3","","0.2","","99"
"63069","0","vo_apg_0306","","5146063","","21","0","","","vo_apg"
"63070","10","這樣啊～這真是太遺憾了……\n為了讓客人玩得盡興，\n不能挑剔手段……\n克蘿茜小姐～！","1","5146063","0","11","1","0","0","130911"
"63071","","","","5146063","","91","","","","0"
"63072","","0","","5146063","","22","","","","0"
"63073","1","idle_normal_noface","","5146063","","3","","0.2","","130911"
"63074","1","idle_normal_kururu","","5146063","","3","","0.2","","99"
"63075","1","cool_idle_surprise","","5146063","","3","","0.2","","106611"
"63076","1","cool_idle_surprise","","5146063","","3","","0.2","","1066"
"63077","0","kuroche_appear","1","5146063","0","3","kuroche_pose_talk_anger","0","","126411"
"63078","0","kuroche_appear","1","5146063","0","3","kuroche_pose_talk_anger","0","","98"
"63079","","0","","5146063","","93","","","","0.5"
"63080","0.5","15","","5146063","","122","","","","15"
"63081","","1","","5146063","","32","","","","16"
"63082","0","inori_dodge_in","","5146063","","3","","0","","106611"
"63083","0","inori_dodge_in","","5146063","","3","","0","","1066"
"63084","","0","","5146063","","93","","","","0.6"
"63085","0","vo_apg_0307","","5146063","","21","0","","","vo_apg"
"63086","10","好的～！\n……嗯嗯，原來如此……\n事情我已經聽說了！\n這裡請交給我吧！","1","5146063","0","11","1","20","0","126411"
"63087","","","","5146063","","91","","","","0"
"63088","1","kuroche_pose_idle_doya","","5146063","","3","","0.2","","126411"
"63089","0","inori_dodge_out","1","5146063","0","3","inori_anger_talk","0.1","","106611"
"63090","0","inori_dodge_out","1","5146063","0","3","inori_anger_talk","0.1","","1066"
"63091","0","vo_apg_0308","","5146063","","21","0","","","vo_apg"
"63092","10","啥？不是，我完全不懂\n妳們想做什麼……","1","5146063","0","11","1","0","0","106611"
"63093","","","","5146063","","91","","","","0"
"63094","1","inori_anger_idle","","5146063","","3","","0.2","","106611"
"63095","1","inori_anger_idle","","5146063","","3","","0.2","","1066"
"63096","1","kururu_guid_talk","","5146063","","3","","0.2","","130911"
"63097","1","kururu_guid_talk","","5146063","","3","","0.2","","99"
"63098","0","vo_apg_0309","","5146063","","21","0","","","vo_apg"
"63099","10","那麼那麼，我要請\n祈梨小姐享受一場\n充滿刺激感的空中之旅！\n所以說，麻煩妳了！","1","5146063","0","11","1","0","0","130911"
"63100","","","","5146063","","91","","","","0"
"63101","1","idle_normal_noface","","5146063","","3","","0.2","","130911"
"63102","1","idle_normal_kururu","","5146063","","3","","0.2","","99"
"63103","","low","","5146063","","37","","","","16"
"63104","1","se_10055900_chroche_01","","5146063","","23","","","","se_10055900"
"63105","0","inori_jitabata_in","1","5146063","0","3","inori_jitabata_loop","0.2","","106611"
"63106","0","inori_jitabata_in","1","5146063","0","3","inori_jitabata_loop","0.2","","1066"
"63107","0","kuroche_catch_in","1","5146063","0","3","kuroche_catch_loop","0.2","","126411"
"63108","0","kuroche_catch_in","1","5146063","0","3","kuroche_catch_loop","0.2","","98"
"63109","0","vo_apg_0310","","5146063","","21","0","","","vo_apg"
"63110","10","那麼那麼♪\n請牢牢抓住我喔～♪","1","5146063","-27","11","1","112","0","126411"
"63111","","","","5146063","","91","","","","0"
"63112","","0","","5146063","","22","","","","0"
"63113","","0.2","","5146063","","24","","","","se_10055900_chroche_01"
"63114","0","se_10055900_chroche_02","","5146063","","23","","","","se_10055900"
"63115","","high","","5146063","","37","","","","16"
"63116","1","5","","5146063","","122","","","","5"
"63117","","0","","5146063","","93","","","","1"
"63118","0","inori_jitabata_takeoff","","5146063","","3","","0","","106611"
"63119","0","inori_jitabata_takeoff","","5146063","","3","","0","","1066"
"63120","0","kuroche_catch_takeoff","","5146063","","3","","0","","126411"
"63121","0","kuroche_catch_takeoff","","5146063","","3","","0","","98"
"63122","0.5","100","","5146063","","122","","","","100"
"63123","","0","","5146063","","93","","","","0.4"
"63124","","0","","5146063","","4","","","","130911"
"63125","0","kururu_furimuki_watch","","5146063","","3","","0","","130911"
"63126","0","empty","","5146063","","3","","0","","99"
"63127","","0","","5146063","","93","","","","1.5"
"63128","","fade_in","","5146063","","37","","","","2"
"63129","","0","","5146063","","93","","","","1.5"
"63130","0","empty","","5146063","","3","","0","","98"
"63131","1","se_10055900_chroche_03","","5146063","","23","","","","se_10055900"
"63132","0","coaster_4_in","","5146063","","3","","0","","212"
"63133","0","se_10055900_photo","","5146063","","23","","","","se_10055900"
"63134","","0","","5146063","","93","","","","0.3"
"63135","0.5","30","","5146063","","122","","","","30"
"63136","0","vo_apg_0311","","5146063","","21","0","","","vo_apg"
"63137","0","0311_in","","5146063","","3","","0","","20"
"63138","","1","","5146063","","93","","","","3.6"
"63139","0","0311_mid","","5146063","","3","","0","","20"
"63140","","","","5146063","","92","","","",""
"63141","0","0311_out","","5146063","","3","","0","","20"
"63142","","0","","5146063","","93","","","","0.2"
"63143","0.5","30","","5146063","","122","","","","30"
"63144","0","vo_apg_0312","","5146063","","21","0","","","vo_apg"
"63145","0","0312_in","","5146063","","3","","0","","20"
"63146","","1","","5146063","","93","","","","2.4"
"63147","0","0312_mid","","5146063","","3","","0","","20"
"63148","","","","5146063","","92","","","",""
"63149","0","0312_out","","5146063","","3","","0","","20"
"63150","","0","","5146063","","93","","","","0.2"
"63151","","scale15","","5146063","","37","","","","20"
"63152","0","coaster_4_change","","5146063","","3","","0","","212"
"63153","0","vo_apg_0313","","5146063","","21","0","","","vo_apg"
"63154","76","0","0","5146063","","2","0","","","20"
"63155","1","empty","","5146063","","3","","0","","20"
"63156","0","0313_in","","5146063","","3","","0","","22"
"63157","","1","","5146063","","93","","","","2.4"
"63158","1","0313_mid","","5146063","","3","","0","","22"
"63159","","","","5146063","","92","","","",""
"63160","0","0313_out","","5146063","","3","","0","","22"
"63161","","0","","5146063","","93","","","","0.2"
"63162","","0","","5146063","","22","","","","0"
"63163","","0.5","","5146063","","24","","","","se_10055900_chroche_03"
"63164","","white","","5146063","","37","","","","2"
"63165","","0","","5146063","","93","","","","2"
"63166","","scale1","","5146063","","37","","","","20"
"63167","0","empty","","5146063","","3","","0","","212"
"63168","1","kururu_wish_idle_joy","","5146063","","3","","0.2","","130911"
"63169","1","idle_normal","","5146063","","3","","0.2","","99"
"63170","1","see_guru","","5146063","","3","","0.2","","106611"
"63171","1","see_guru","","5146063","","3","","0.2","","1066"
"63172","1","idle_normal_joy","","5146063","","3","","0.2","","126411"
"63173","","1","","5146063","","4","","","","130911"
"63174","-278","225","0","5146063","","2","0","","","130911"
"63175","-288","0","0","5146063","","2","0","","","106611"
"63176","-288","0","0","5146063","","2","0","","","1066"
"63177","-278","-225","0","5146063","","2","0","","","126411"
"63178","","0","","5146063","","93","","","","2"
"63179","1","joy_talk","","5146063","","3","","0.2","","126411"
"63180","0","vo_apg_0314","","5146063","","21","0","","","vo_apg"
"63181","10","好的！\n以刺激滿點而備受好評的\n空中之旅，妳覺得如何呢？","1","5146063","0","11","1","0","0","126411"
"63182","","","","5146063","","91","","","","0"
"63183","1","idle_normal_joy","","5146063","","3","","0.2","","126411"
"63184","-108","23","0","5146063","","33","0","","","2"
"63185","","iris_end_1","","5146063","","37","","","","2"
"63186","0","gakkari","","5146063","","3","","0.2","","106611"
"63187","0","gakkari","","5146063","","3","","0.2","","1066"
"63188","0","vo_apg_0315","","5146063","","21","0","","","vo_apg"
"63189","4","嗚噗……我已經受夠了啦……","0","5146063","-31","11","0","23","1.1","106611"
"63190","","0","","5146063","","93","","","","6"
"63191","","iris_end_2","","5146063","","37","","","","2"
"63192","","0","","5146063","","93","","","","1"
"63193","","","","5146063","","101","","","","63194"
"63194","","0.2","","5146063","","22","","","","0"
"64001","106","105811","-480","5146064","1","1","-130","1.8","walk_normal","1"
"64002","107","1058","-480","5146064","1","5","-130","1.8","walk_normal","6"
"64003","103","131511","-480","5146064","1","1","130","1.8","walk_normal","1"
"64004","100","130911","-278","5146064","1","1","290","1.8","idle_normal_noface","1"
"64005","101","99","-278","5146064","1","5","290","1.8","idle_normal_kururu","1"
"64006","","206","","5146064","","13","","","","105811"
"64007","","203","","5146064","","13","","","","131511"
"64008","","200","","5146064","","13","","","","130911"
"64009","15","8","-174","5146064","0","5","0","0.85","idle","8"
"64010","210","20","-53","5146064","0","5","-242","1","empty","20"
"64011","211","22","-194","5146064","0","5","-128","1","empty","22"
"64012","0","1","1","5146064","","31","0","1","","1"
"64013","0","2","1","5146064","","31","-57.7","0","","2"
"64014","0","12","1","5146064","","31","0","0","","12"
"64015","0","13","1","5146064","","31","0","0","","13"
"64016","0","20","1","5146064","","31","0","1","","20"
"64017","","105811","","5146064","","36","","","","20"
"64018","","131511","","5146064","","36","","","","20"
"64019","","20","","5146064","","36","","","","20"
"64020","","22","","5146064","","36","","","","20"
"64021","","0","","5146064","","91","","","","0"
"64022","0","0","","5146064","","102","","","","0"
"64023","","1","","5146064","","32","","","","13"
"64024","","scale15","","5146064","","37","","","","20"
"64025","","","","5146064","","93","","","","2"
"64026","0","vo_apg_0401","","5146064","","21","0","","","vo_apg"
"64027","0","0401_in","","5146064","","3","","0","","22"
"64028","","1","","5146064","","93","","","","2.7"
"64029","0","0401_mid","","5146064","","3","","0","","22"
"64030","","","","5146064","","92","","","",""
"64031","0","0401_out","","5146064","","3","","0","","22"
"64032","","0","","5146064","","93","","","","0.2"
"64033","-194","129","0","5146064","","2","0","","","22"
"64034","0","vo_apg_0402","","5146064","","21","0","","","vo_apg"
"64035","0","0402_in","","5146064","","3","","0","","22"
"64036","","1","","5146064","","93","","","","2.9"
"64037","0","0402_mid","","5146064","","3","","0","","22"
"64038","","","","5146064","","92","","","",""
"64039","0","0402_out","","5146064","","3","","0","","22"
"64040","","0","","5146064","","93","","","","0.2"
"64041","","0","","5146064","","22","","","","0"
"64042","1","empty","","5146064","","3","","0","","22"
"64043","","0","","5146064","","93","","","","0.5"
"64044","","1","","5146064","","32","","","","2"
"64045","","fade_in","","5146064","","37","","","","2"
"64046","","0","","5146064","","93","","","","1"
"64047","","0","","5146064","","32","","","","13"
"64048","","scale1","","5146064","","37","","","","20"
"64049","-298","-194","0","5146064","","2","0","","","105811"
"64050","-298","-194","0","5146064","","2","0","","","1058"
"64051","-288","-34","0","5146064","","2","0","","","131511"
"64052","","iris_out","","5146064","","37","","","","2"
"64053","-298","-385","0","5146064","","2","2","","","105811"
"64054","-298","-385","0","5146064","","2","2","","","1058"
"64055","-288","-225","0","5146064","","2","2","","","131511"
"64056","","0","","5146064","","93","","","","2"
"64057","","0","","5146064","","4","","","","105811"
"64058","","0","","5146064","","4","","","","1058"
"64059","","0","","5146064","","4","","","","131511"
"64060","1","idle_normal","","5146064","","3","","0.2","","105811"
"64061","1","idle_normal","0","5146064","","3","","0.2","","1058"
"64062","1","idle_normal","","5146064","","3","","0.2","","131511"
"64063","","0","","5146064","","93","","","","0.5"
"64064","1","talk_normal","","5146064","","3","","0.2","","130911"
"64065","1","talk_normal","","5146064","","3","","0.2","","99"
"64066","0","vo_apg_0403","","5146064","","21","0","","","vo_apg"
"64067","7","好的，辛苦了──♪\n兩位有盡情享受摩天輪嗎～？","1","5146064","0","11","1","0","0","130911"
"64068","","","","5146064","","91","","","","0"
"64069","1","kururu_wish_talk_joy","","5146064","","3","","0.2","","130911"
"64070","1","kururu_wish_talk_joy","","5146064","","3","","0.2","","99"
"64071","0","vo_apg_0404","","5146064","","21","0","","","vo_apg"
"64072","8","摩天輪上應該能遠遠看到整個\n吉歐‧提格尼亞的美妙景色♪","1","5146064","0","11","1","0","0","130911"
"64073","","","","5146064","","91","","","","0"
"64074","1","idle_normal_noface","","5146064","","3","","0.2","","130911"
"64075","1","idle_normal_kururu","","5146064","","3","","0.2","","99"
"64076","0","guts2_in_joy","1","5146064","0","3","guts2_talk_joy","0.2","","105811"
"64077","0","guts2_in_joy","1","5146064","0","3","guts2_talk_joy","0.2","","1058"
"64078","0","vo_apg_0405","","5146064","","21","0","","","vo_apg"
"64079","7","是的！看上去\n非常美味☆","1","5146064","0","11","1","0","0","105811"
"64080","","","","5146064","","91","","","","0"
"64081","1","guts2_idle_joy","","5146064","","3","","0.2","","105811"
"64082","1","guts2_idle_joy","","5146064","","3","","0.2","","1058"
"64083","1","memory_talk","","5146064","","3","","0.5","","131511"
"64084","0","vo_apg_0406","","5146064","","21","0","","","vo_apg"
"64085","10","肚子。\n咕嚕嚕……","1","5146064","0","11","1","0","0","131511"
"64086","","","","5146064","","91","","","","0"
"64087","1","memory_idle","","5146064","","3","","0.2","","131511"
"64088","1","joy_talk","","5146064","","3","","0.2","","130911"
"64089","1","joy_talk","","5146064","","3","","0.2","","99"
"64090","0","vo_apg_0407","","5146064","","21","0","","","vo_apg"
"64091","9","就是說啊──♪\n美麗的景色看上去真的\n非常美味……美味？","1","5146064","0","11","1","0","0","130911"
"64092","","","","5146064","","91","","","","0"
"64093","1","kururu_joy_slow","","5146064","","3","","0.5","","130911"
"64094","1","anger_idle_anger","","5146064","","3","","0.5","","131511"
"64095","0","vo_apg_0408","","5146064","","21","0","","","vo_apg"
"64096","8","衝刺。","1","5146064","0","11","1","0","0","131511"
"64097","","","","5146064","","91","","","","0"
"64098","1","walk_jog_dere","","5146064","","3","","0.2","","131511"
"64099","-288","1100","0","5146064","","2","3","","","131511"
"64100","","0","","5146064","","93","","","","0.5"
"64101","0","notice_in_normal2","1","5146064","0.2","3","anger_talk_normal2","0.2","","105811"
"64102","0","notice_in_normal2","1","5146064","0.2","3","anger_talk_normal2","0.2","","1058"
"64103","0","vo_apg_0409","","5146064","","21","0","","","vo_apg"
"64104","7","啊，請等一下\n普蕾西亞～！\n我也要去！","1","5146064","0","11","1","0","0","105811"
"64105","","","","5146064","","91","","","","0"
"64106","","0","","5146064","","22","","","","0"
"64107","1","run_dash_doya","","5146064","","3","","0.2","","105811"
"64108","1","run_dash_doya","","5146064","","3","","0.2","","1058"
"64109","-298","1100","0","5146064","","2","1.8","","","105811"
"64110","-298","1100","0","5146064","","2","1.8","","","1058"
"64111","","0","","5146064","","93","","","","1.8"
"64112","","0","","5146064","","4","","","","130911"
"64113","0","hawawa","1","5146064","0.2","3","anger_talk_surprise2_shy","0","","130911"
"64114","0","vo_apg_0410","","5146064","","21","0","","","vo_apg"
"64115","9","哈哇哇！？原來兩位不是在看景色，\n而是一直在物色美食！？","1","5146064","0","11","1","0","0","130911"
"64116","","","","5146064","","91","","","","0"
"64117","","0","","5146064","","22","","","","0"
"64118","","0","","5146064","","93","","","","0.1"
"64119","","alter","","5146064","","37","","","","1"
"64120","","1","","5146064","","32","","","","12"
"64121","","0","","5146064","","93","","","","0.4"
"64122","1","1","0","5146064","0","6","1","0","","8"
"64123","-278","-725","0","5146064","","2","0","","","105811"
"64124","-278","-725","0","5146064","","2","0","","","1058"
"64125","-278","-925","0","5146064","","2","0","","","131511"
"64126","1","run_dash_peko","","5146064","","3","","0","","105811"
"64127","1","run_dash_peko","","5146064","","3","","0","","1058"
"64128","1","run_dash_presia","","5146064","","3","","0","","131511"
"64129","1","empty","","5146064","","3","","0","","130911"
"64130","-278","1185","0","5146064","","2","10","","","105811"
"64131","-278","1185","0","5146064","","2","10","","","1058"
"64132","-278","985","0","5146064","","2","10","","","131511"
"64133","","0","","5146064","","93","","","","0.3"
"64134","","0","","5146064","","93","","","","0.8"
"64135","0","vo_apg_0411","","5146064","","21","0","","","vo_apg"
"64136","11","首先就從那間攤販開始～☆","0","5146064","0","11","0","40","1","105811"
"64137","","0","","5146064","","93","","","","3"
"64138","0","vo_apg_0412","","5146064","","21","0","","","vo_apg"
"64139","9","全部，\n都要吃喔。","0","5146064","0","11","0","40","1.3","131511"
"64140","","0","","5146064","","93","","","","0.3"
"64141","","0","","5146064","","93","","","","3.6"
"64142","","","","5146064","","101","","","","64143"
"64143","","0.2","","5146064","","22","","","","0"
"65001","110","131011","-278","5146065","0","1","-225","1.8","wish_idle_normal_lookup","1"
"65002","111","99","-278","5146065","0","5","-225","1.8","idle_normal","1"
"65003","109","98","-278","5146065","0","5","-225","1.8","idle_normal","1"
"65004","101","130911","-278","5146065","1","1","225","1.8","idle_normal_noface","1"
"65005","102","97","-278","5146065","1","5","225","1.8","idle_normal_kururu","1"
"65006","100","96","-278","5146065","1","5","225","1.8","idle_normal","1"
"65007","105","106011","-305","5146065","0","1","-920","1.85","empty","1"
"65008","106","1060","-305","5146065","0","5","-920","1.85","empty","4"
"65009","","210","","5146065","","13","","","","131011"
"65010","","201","","5146065","","13","","","","130911"
"65011","","205","","5146065","","13","","","","106011"
"65012","15","8","-174","5146065","0","5","0","0.85","idle","8"
"65013","0","1","1","5146065","","31","0","1","","1"
"65014","","0","","5146065","","91","","","","0"
"65015","0","0","","5146065","","102","","","","0"
"65016","","0","","5146065","","93","","","","1"
"65017","1","wish_idle_joy_lookup","","5146065","","3","","0.2","","131011"
"65018","0","vo_apg_0501","","5146065","","21","0","","","vo_apg"
"65019","13","咕嚕轉～\n咕嚕轉～","1","5146065","0","11","1","0","0","131011"
"65020","","","","5146065","","91","","","","0"
"65021","1","talk_normal_surprise","","5146065","","3","","0.2","","130911"
"65022","1","talk_normal_surprise","","5146065","","3","","0.2","","97"
"65023","0","vo_apg_0502","","5146065","","21","0","","","vo_apg"
"65024","7","真步小小姐，\n怎麼了嗎？","1","5146065","0","11","1","0","0","130911"
"65025","","","","5146065","","91","","","","0"
"65026","1","idle_normal_noface","","5146065","","3","","0.2","","130911"
"65027","1","idle_normal_kururu","","5146065","","3","","0.2","","97"
"65028","1","sad_talk_normalR","","5146065","","3","","0.2","","131011"
"65029","0","vo_apg_0503","","5146065","","21","0","","","vo_apg"
"65030","10","嗯，人家在想摩天輪真可愛呢～\n咕嚕咕嚕轉～","1","5146065","0","11","1","0","0","131011"
"65031","","","","5146065","","91","","","","0"
"65032","0","notice_in_normal2","1","5146065","0","3","notice_loop_normal2","0.2","","131011"
"65033","0","vo_apg_0504","","5146065","","21","0","","","vo_apg"
"65034","10","對了♪","1","5146065","0","11","1","0","0","131011"
"65035","","","","5146065","","91","","","","0"
"65036","1","kururu_wish_idle_light","","5146065","","3","","0.2","","130911"
"65037","1","kururu_wish_idle_light","","5146065","","3","","0.2","","97"
"65038","0","maho_kururinpa_in","1","5146065","0","3","maho_kururinpa_loop","0","","131011"
"65039","0","maho_kururinpa_inF","1","5146065","0","3","maho_kururinpa_loopF","0","","99"
"65040","0","maho_kururinpa_inB","1","5146065","0","3","maho_kururinpa_loopB","0","","98"
"65041","0","vo_apg_0505","","5146065","","21","0","","","vo_apg"
"65042","9","神奇真步魔法靈咕嚕靈波～♪","1","5146065","0","11","1","0","0","131011"
"65043","","","","5146065","","91","","","","0"
"65044","1","kururu_wish_talk_joy","","5146065","","3","","0.2","","130911"
"65045","0","vo_apg_0506","","5146065","","21","0","","","vo_apg"
"65046","8","哇啊♪\n那是什麼那是什麼？\n非常非常可愛的一句話～♪","1","5146065","0","11","1","0","0","130911"
"65047","","","","5146065","","91","","","","0"
"65048","0","maho_kururinpa_out","1","5146065","0.2","3","idle_normal","0","","131011"
"65049","0","maho_kururinpa_outF","1","5146065","0.2","3","idle_normal","0","","99"
"65050","0","maho_kururinpa_outB","1","5146065","0.2","3","idle_normal","0","","98"
"65051","0","kururu_sad_talk_surprise_to_kururinpa","0","5146065","0","3","kururu_kururinpa_loop","0.2","","130911"
"65052","0","kururu_sad_talk_surprise_to_kururinpaF","0","5146065","0","3","kururu_kururinpa_loopF","0.2","","97"
"65053","0","kururu_sad_talk_surprise_to_kururinpaB","0","5146065","0","3","kururu_kururinpa_loopB","0.2","","96"
"65054","0","vo_apg_0507","","5146065","","21","0","","","vo_apg"
"65055","9","我想想我想想，\n神奇真步魔法靈咕嚕靈波～♪\n……是這樣嗎？","1","5146065","0","11","1","0","0","130911"
"65056","","","","5146065","","91","","","","0"
"65057","0","kururu_kururinpa_out","1","5146065","0","3","idle_normal_noface","0","","130911"
"65058","0","kururu_kururinpa_outF","1","5146065","0","3","idle_normal_kururu","0","","97"
"65059","0","kururu_kururinpa_outB","1","5146065","0","3","idle_normal","0","","96"
"65060","1","joy_talk","","5146065","","3","","0.2","","131011"
"65061","0","vo_apg_0508","","5146065","","21","0","","","vo_apg"
"65062","11","妳做得很棒呢♪\n真步魔法靈的部分，\n改成自己的名字再說一次♪","1","5146065","0","11","1","0","0","131011"
"65063","","","","5146065","","91","","","","0"
"65064","1","idle_normal","","5146065","","3","","0.2","","131011"
"65065","0","kururu_hello_fast_to_kururinpa","0","5146065","0","3","kururu_kururinpa_loop","0.2","","130911"
"65066","0","kururu_hello_fast_to_kururinpaF","0","5146065","0","3","kururu_kururinpa_loopF","0.2","","97"
"65067","0","kururu_hello_fast_to_kururinpaB","0","5146065","0","3","kururu_kururinpa_loopB","0.2","","96"
"65068","0","vo_apg_0509","","5146065","","21","0","","","vo_apg"
"65069","9","好的♪\n神奇庫露露魔法靈咕嚕靈波～♪","1","5146065","0","11","1","0","0","130911"
"65070","","","","5146065","","91","","","","0"
"65071","0","kururu_kururinpa_out","1","5146065","0","3","idle_normal_noface","0","","130911"
"65072","0","kururu_kururinpa_outF","1","5146065","0","3","idle_normal_kururu","0","","97"
"65073","0","kururu_kururinpa_outB","1","5146065","0","3","idle_normal","0","","96"
"65074","0","smile2","1","5146065","0.2","3","sad_talk_normalR","0.2","","131011"
"65075","0","smile2","1","5146065","0.2","3","sad_talk_normalR","0.2","","99"
"65076","0","smile2","1","5146065","0.2","3","sad_talk_normalR","0.2","","98"
"65077","0","vo_apg_0510","","5146065","","21","0","","","vo_apg"
"65078","10","呵呵♪\n好像在繞口令呢♪","1","5146065","0","11","1","0","0","131011"
"65079","","","","5146065","","91","","","","0"
"65080","0","maho_kurukuru_in","1","5146065","0","3","maho_kurukuru_loop","0.2","","131011"
"65081","0","maho_kurukuru_inF","1","5146065","0","3","maho_kurukuru_loopF","0.2","","99"
