76cd05e6a38f9a31c055e4b7429e3ff3f85ded2cc1c6e9d2c4092570b107605d,c9d67418493c478d07a8fae1ef3ebcda40ca09c21d0793eaac381a0095b2246d,d2007a24207b05365484dc4d3257f9ba02bbab0a19ab2c8d6794ab9a5d4101c0,2fe1587ba75b2a9754002f4d9d68f180b14c66a75a3f553eb4ae691e5072e960,9ecd376445305791e3024b14921c4bd32fc8f443264177986370c2a374422e98,4a2988f68f45901adad5e2ff53c63e2d3af861aaed8bee2869d6d87b6ea6b4f6,83739ebabc5ebf30cdb55e3766b1b9b4d76254d1a395e610ae83e6208f56fbca,c4cedfb9b221f64405be610ecb1d8fd0a65b3d62f42e652a3b139465efdad7d1,11992eea048f82aa4f273f01667dfd049c5b3c4d1a95042f51416f00c96d40bf,47561e7e914284ff7a2a2fed2c2df42b2d75bff69be55a9c8514a9e0646d89f4,9d78f63822ea23cadd6d05776428111e96f8c991aa99df82de990c8b4643af75
"5146062","62156","","","","0","","","","","91"
"5146062","62157","","1","","131011","","0.2","","wish_talk_joy","3"
"5146062","62158","0","0","","vo_apg","","","","vo_apg_0214","21"
"5146062","62159","1","9","0","131011","1","0","0","雖然聽不懂妳在說什麼……\n但要是妳玩得開心就好了～♪","11"
"5146062","62160","","","","0","","","","","91"
"5146062","62161","","","","0","","","","0","22"
"5146062","62162","","1","","131011","","0.2","","wish_idle_joy","3"
"5146062","62163","0","2","0","100911","0","-30","0","10","12"
"5146062","62164","0","2","0","131011","0","0","0","7","12"
"5146062","62165","","","","2","","","","0","93"
"5146062","62166","","","","62167","","","","","101"
"5146062","62167","","","","0","","","","0.2","22"
"5146063","63001","-10","110","walk_surprise_sad_blue","1","-288","1.8","1","106611","1"
"5146063","63002","-10","111","walk_surprise_sad_blue","3","-288","1.8","1","1066","5"
"5146063","63003","260","100","idle_normal_noface","1","-288","1.8","1","130911","1"
"5146063","63004","260","101","idle_normal_kururu","1","-288","1.8","1","99","5"
"5146063","63005","-420","103","empty","1","-268","1.8","0","126411","1"
"5146063","63006","-420","113","empty","1","-268","1.8","0","98","5"
"5146063","63007","","","","106611","","","","210","13"
"5146063","63008","","","","130911","","","","200","13"
"5146063","63009","","","","126411","","","","203","13"
"5146063","63010","0","15","idle","7","-174","0.85","0","7","5"
"5146063","63011","0","210","empty","20","156","1","0","20","5"
"5146063","63012","0","211","empty","22","66","1","0","22","5"
"5146063","63013","0","60","empty","21","153","1","0","211","5"
"5146063","63014","0","190","empty","21","0","1","0","212","5"
"5146063","63015","0","0","","1","1","1","","1","31"
"5146063","63016","-57.7","0","","2","1","1","","2","31"
"5146063","63017","","","","2","","","","black","37"
"5146063","63018","0","0","","10","1","0","","10","31"
"5146063","63019","-268","-420","","16","1","0","","16","31"
"5146063","63020","0","0","","20","1","1","","20","31"
"5146063","63021","","","","20","","","","20","36"
"5146063","63022","","","","20","","","","22","36"
"5146063","63023","","","","0","","","","0","91"
"5146063","63024","","0","","0","","","","0","102"
"5146063","63025","","","","0.4","","","","0","93"
"5146063","63026","","","","2","","","","iris_out","37"
"5146063","63027","2.5","-288","","106611","0","","","-260","2"
"5146063","63028","2.5","-288","","1066","0","","","-260","2"
"5146063","63029","","","","2.5","","","","0","93"
"5146063","63030","","1","","106611","","0.2","","sad_idle_blue","3"
"5146063","63031","","1","","1066","0","0.2","","sad_idle_blue","3"
"5146063","63032","","","","0.1","","","","0","93"
"5146063","63033","","1","","106611","","0.2","","tired_talk1","3"
"5146063","63034","","1","","1066","","0.2","","tired_talk1","3"
"5146063","63035","0","0","","vo_apg","","","","vo_apg_0301","21"
"5146063","63036","1","10","0","106611","1","0","0","嗚嗚嗚嗚嗚……太、太不妙了……\n做出這種恐怖至極的雲霄飛車，\n哪～裡是什麼\n「開心快樂的大夢想樂園♪」嘛！","11"
"5146063","63037","","","","0","","","","","91"
"5146063","63038","","1","","106611","","0.2","","tired_talk2","3"
"5146063","63039","","1","","1066","","0.2","","tired_talk2","3"
"5146063","63040","0","0","","vo_apg","","","","vo_apg_0302","21"
"5146063","63041","1","10","0","106611","1","0","0","我根本沒聽說會這麼刺激……\n害我差點把胃裡的東西\n吐出來了……","11"
"5146063","63042","","","","0","","","","","91"
"5146063","63043","","1","","106611","","0.2","","tired_idle","3"
"5146063","63044","","1","","1066","","0.2","","tired_idle","3"
"5146063","63045","","1","","130911","","0.2","","talk_normal","3"
"5146063","63046","","1","","99","","0.2","","talk_normal","3"
"5146063","63047","0","0","","vo_apg","","","","vo_apg_0303","21"
"5146063","63048","1","10","0","130911","1","0","0","祈梨小姐♪\n本園的遊樂設施如何呢？\n有讓妳玩得盡興嗎？","11"
"5146063","63049","","","","0","","","","","91"
"5146063","63050","","1","","130911","","0.2","","idle_normal","3"
"5146063","63051","","0","","211","","0","","coaster_3_in","3"
"5146063","63052","","","","106611","","","","0","4"
"5146063","63053","","","","1066","","","","0","4"
"5146063","63054","doya_talk_nervous_furimuki","0","","106611","1","0","0","doya_in_nervous_furimuki","3"
"5146063","63055","doya_talk_nervous_furimuki","0","","1066","1","0","0","doya_in_nervous_furimuki","3"
"5146063","63056","0","0","","vo_apg","","","","vo_apg_0304","21"
"5146063","63057","1","10","0","106611","1","0","0","哼……還行啦？只要我出馬，\n這種廢到爆的雲霄飛車，\n就跟小哥一樣好對付啦。","11"
"5146063","63058","","","","0","","","","","91"
"5146063","63059","","1","","106611","","0.2","","cool_talk_dere","3"
"5146063","63060","","1","","1066","","0.2","","cool_talk_dere","3"
"5146063","63061","0","0","","vo_apg","","","","vo_apg_0305","21"
"5146063","63062","1","10","0","106611","1","0","0","雖然我還想要更刺激的體驗，\n不過，看來也就這種程度了吧──！","11"
"5146063","63063","","","","0","","","","","91"
"5146063","63064","","1","","106611","","0.2","","cool_idle_doya","3"
"5146063","63065","","1","","1066","","0.2","","cool_idle_doya","3"
"5146063","63066","","0","","211","","0","","coaster_3_out","3"
"5146063","63067","","1","","130911","","0.2","","kururu_sad_talk","3"
"5146063","63068","","1","","99","","0.2","","kururu_sad_talk","3"
"5146063","63069","0","0","","vo_apg","","","","vo_apg_0306","21"
"5146063","63070","1","10","0","130911","1","0","0","這樣啊～這真是太遺憾了……\n為了讓客人玩得盡興，\n不能挑剔手段……\n克蘿茜小姐～！","11"
"5146063","63071","","","","0","","","","","91"
"5146063","63072","","","","0","","","","0","22"
"5146063","63073","","1","","130911","","0.2","","idle_normal_noface","3"
"5146063","63074","","1","","99","","0.2","","idle_normal_kururu","3"
"5146063","63075","","1","","106611","","0.2","","cool_idle_surprise","3"
"5146063","63076","","1","","1066","","0.2","","cool_idle_surprise","3"
"5146063","63077","kuroche_pose_talk_anger","0","","126411","1","0","0","kuroche_appear","3"
"5146063","63078","kuroche_pose_talk_anger","0","","98","1","0","0","kuroche_appear","3"
"5146063","63079","","","","0.5","","","","0","93"
"5146063","63080","","0.5","","15","","","","15","122"
"5146063","63081","","","","16","","","","1","32"
"5146063","63082","","0","","106611","","0","","inori_dodge_in","3"
"5146063","63083","","0","","1066","","0","","inori_dodge_in","3"
"5146063","63084","","","","0.6","","","","0","93"
"5146063","63085","0","0","","vo_apg","","","","vo_apg_0307","21"
"5146063","63086","1","10","0","126411","1","20","0","好的～！\n……嗯嗯，原來如此……\n事情我已經聽說了！\n這裡請交給我吧！","11"
"5146063","63087","","","","0","","","","","91"
"5146063","63088","","1","","126411","","0.2","","kuroche_pose_idle_doya","3"
"5146063","63089","inori_anger_talk","0","","106611","1","0.1","0","inori_dodge_out","3"
"5146063","63090","inori_anger_talk","0","","1066","1","0.1","0","inori_dodge_out","3"
"5146063","63091","0","0","","vo_apg","","","","vo_apg_0308","21"
"5146063","63092","1","10","0","106611","1","0","0","啥？不是，我完全不懂\n妳們想做什麼……","11"
"5146063","63093","","","","0","","","","","91"
"5146063","63094","","1","","106611","","0.2","","inori_anger_idle","3"
"5146063","63095","","1","","1066","","0.2","","inori_anger_idle","3"
"5146063","63096","","1","","130911","","0.2","","kururu_guid_talk","3"
"5146063","63097","","1","","99","","0.2","","kururu_guid_talk","3"
"5146063","63098","0","0","","vo_apg","","","","vo_apg_0309","21"
"5146063","63099","1","10","0","130911","1","0","0","那麼那麼，我要請\n祈梨小姐享受一場\n充滿刺激感的空中之旅！\n所以說，麻煩妳了！","11"
"5146063","63100","","","","0","","","","","91"
"5146063","63101","","1","","130911","","0.2","","idle_normal_noface","3"
"5146063","63102","","1","","99","","0.2","","idle_normal_kururu","3"
"5146063","63103","","","","16","","","","low","37"
"5146063","63104","","1","","se_10055900","","","","se_10055900_chroche_01","23"
"5146063","63105","inori_jitabata_loop","0","","106611","1","0.2","0","inori_jitabata_in","3"
"5146063","63106","inori_jitabata_loop","0","","1066","1","0.2","0","inori_jitabata_in","3"
"5146063","63107","kuroche_catch_loop","0","","126411","1","0.2","0","kuroche_catch_in","3"
"5146063","63108","kuroche_catch_loop","0","","98","1","0.2","0","kuroche_catch_in","3"
"5146063","63109","0","0","","vo_apg","","","","vo_apg_0310","21"
"5146063","63110","1","10","0","126411","1","112","-27","那麼那麼♪\n請牢牢抓住我喔～♪","11"
"5146063","63111","","","","0","","","","","91"
"5146063","63112","","","","0","","","","0","22"
"5146063","63113","","","","se_10055900_chroche_01","","","","0.2","24"
"5146063","63114","","0","","se_10055900","","","","se_10055900_chroche_02","23"
"5146063","63115","","","","16","","","","high","37"
"5146063","63116","","1","","5","","","","5","122"
"5146063","63117","","","","1","","","","0","93"
"5146063","63118","","0","","106611","","0","","inori_jitabata_takeoff","3"
"5146063","63119","","0","","1066","","0","","inori_jitabata_takeoff","3"
"5146063","63120","","0","","126411","","0","","kuroche_catch_takeoff","3"
"5146063","63121","","0","","98","","0","","kuroche_catch_takeoff","3"
"5146063","63122","","0.5","","100","","","","100","122"
"5146063","63123","","","","0.4","","","","0","93"
"5146063","63124","","","","130911","","","","0","4"
"5146063","63125","","0","","130911","","0","","kururu_furimuki_watch","3"
"5146063","63126","","0","","99","","0","","empty","3"
"5146063","63127","","","","1.5","","","","0","93"
"5146063","63128","","","","2","","","","fade_in","37"
"5146063","63129","","","","1.5","","","","0","93"
"5146063","63130","","0","","98","","0","","empty","3"
"5146063","63131","","1","","se_10055900","","","","se_10055900_chroche_03","23"
"5146063","63132","","0","","212","","0","","coaster_4_in","3"
"5146063","63133","","0","","se_10055900","","","","se_10055900_photo","23"
"5146063","63134","","","","0.3","","","","0","93"
"5146063","63135","","0.5","","30","","","","30","122"
"5146063","63136","0","0","","vo_apg","","","","vo_apg_0311","21"
"5146063","63137","","0","","20","","0","","0311_in","3"
"5146063","63138","","","","3.6","","","","1","93"
"5146063","63139","","0","","20","","0","","0311_mid","3"
"5146063","63140","","","","","","","","","92"
"5146063","63141","","0","","20","","0","","0311_out","3"
"5146063","63142","","","","0.2","","","","0","93"
"5146063","63143","","0.5","","30","","","","30","122"
"5146063","63144","0","0","","vo_apg","","","","vo_apg_0312","21"
"5146063","63145","","0","","20","","0","","0312_in","3"
"5146063","63146","","","","2.4","","","","1","93"
"5146063","63147","","0","","20","","0","","0312_mid","3"
"5146063","63148","","","","","","","","","92"
"5146063","63149","","0","","20","","0","","0312_out","3"
"5146063","63150","","","","0.2","","","","0","93"
"5146063","63151","","","","20","","","","scale15","37"
"5146063","63152","","0","","212","","0","","coaster_4_change","3"
"5146063","63153","0","0","","vo_apg","","","","vo_apg_0313","21"
"5146063","63154","0","76","","20","0","","","0","2"
"5146063","63155","","1","","20","","0","","empty","3"
"5146063","63156","","0","","22","","0","","0313_in","3"
"5146063","63157","","","","2.4","","","","1","93"
"5146063","63158","","1","","22","","0","","0313_mid","3"
"5146063","63159","","","","","","","","","92"
"5146063","63160","","0","","22","","0","","0313_out","3"
"5146063","63161","","","","0.2","","","","0","93"
"5146063","63162","","","","0","","","","0","22"
"5146063","63163","","","","se_10055900_chroche_03","","","","0.5","24"
"5146063","63164","","","","2","","","","white","37"
"5146063","63165","","","","2","","","","0","93"
"5146063","63166","","","","20","","","","scale1","37"
"5146063","63167","","0","","212","","0","","empty","3"
"5146063","63168","","1","","130911","","0.2","","kururu_wish_idle_joy","3"
"5146063","63169","","1","","99","","0.2","","idle_normal","3"
"5146063","63170","","1","","106611","","0.2","","see_guru","3"
"5146063","63171","","1","","1066","","0.2","","see_guru","3"
"5146063","63172","","1","","126411","","0.2","","idle_normal_joy","3"
"5146063","63173","","","","130911","","","","1","4"
"5146063","63174","0","-278","","130911","0","","","225","2"
"5146063","63175","0","-288","","106611","0","","","0","2"
"5146063","63176","0","-288","","1066","0","","","0","2"
"5146063","63177","0","-278","","126411","0","","","-225","2"
"5146063","63178","","","","2","","","","0","93"
"5146063","63179","","1","","126411","","0.2","","joy_talk","3"
"5146063","63180","0","0","","vo_apg","","","","vo_apg_0314","21"
"5146063","63181","1","10","0","126411","1","0","0","好的！\n以刺激滿點而備受好評的\n空中之旅，妳覺得如何呢？","11"
"5146063","63182","","","","0","","","","","91"
"5146063","63183","","1","","126411","","0.2","","idle_normal_joy","3"
"5146063","63184","0","-108","","2","0","","","23","33"
"5146063","63185","","","","2","","","","iris_end_1","37"
"5146063","63186","","0","","106611","","0.2","","gakkari","3"
"5146063","63187","","0","","1066","","0.2","","gakkari","3"
"5146063","63188","0","0","","vo_apg","","","","vo_apg_0315","21"
"5146063","63189","0","4","1.1","106611","0","23","-31","嗚噗……我已經受夠了啦……","11"
"5146063","63190","","","","6","","","","0","93"
"5146063","63191","","","","2","","","","iris_end_2","37"
"5146063","63192","","","","1","","","","0","93"
"5146063","63193","","","","63194","","","","","101"
"5146063","63194","","","","0","","","","0.2","22"
"5146064","64001","-130","106","walk_normal","1","-480","1.8","1","105811","1"
"5146064","64002","-130","107","walk_normal","6","-480","1.8","1","1058","5"
"5146064","64003","130","103","walk_normal","1","-480","1.8","1","131511","1"
"5146064","64004","290","100","idle_normal_noface","1","-278","1.8","1","130911","1"
"5146064","64005","290","101","idle_normal_kururu","1","-278","1.8","1","99","5"
"5146064","64006","","","","105811","","","","206","13"
"5146064","64007","","","","131511","","","","203","13"
"5146064","64008","","","","130911","","","","200","13"
"5146064","64009","0","15","idle","8","-174","0.85","0","8","5"
"5146064","64010","-242","210","empty","20","-53","1","0","20","5"
"5146064","64011","-128","211","empty","22","-194","1","0","22","5"
"5146064","64012","0","0","","1","1","1","","1","31"
"5146064","64013","-57.7","0","","2","1","0","","2","31"
"5146064","64014","0","0","","12","1","0","","12","31"
"5146064","64015","0","0","","13","1","0","","13","31"
"5146064","64016","0","0","","20","1","1","","20","31"
"5146064","64017","","","","20","","","","105811","36"
"5146064","64018","","","","20","","","","131511","36"
"5146064","64019","","","","20","","","","20","36"
"5146064","64020","","","","20","","","","22","36"
"5146064","64021","","","","0","","","","0","91"
"5146064","64022","","0","","0","","","","0","102"
"5146064","64023","","","","13","","","","1","32"
"5146064","64024","","","","20","","","","scale15","37"
"5146064","64025","","","","2","","","","","93"
"5146064","64026","0","0","","vo_apg","","","","vo_apg_0401","21"
"5146064","64027","","0","","22","","0","","0401_in","3"
"5146064","64028","","","","2.7","","","","1","93"
"5146064","64029","","0","","22","","0","","0401_mid","3"
"5146064","64030","","","","","","","","","92"
"5146064","64031","","0","","22","","0","","0401_out","3"
"5146064","64032","","","","0.2","","","","0","93"
"5146064","64033","0","-194","","22","0","","","129","2"
"5146064","64034","0","0","","vo_apg","","","","vo_apg_0402","21"
"5146064","64035","","0","","22","","0","","0402_in","3"
"5146064","64036","","","","2.9","","","","1","93"
"5146064","64037","","0","","22","","0","","0402_mid","3"
"5146064","64038","","","","","","","","","92"
"5146064","64039","","0","","22","","0","","0402_out","3"
"5146064","64040","","","","0.2","","","","0","93"
"5146064","64041","","","","0","","","","0","22"
"5146064","64042","","1","","22","","0","","empty","3"
"5146064","64043","","","","0.5","","","","0","93"
"5146064","64044","","","","2","","","","1","32"
"5146064","64045","","","","2","","","","fade_in","37"
"5146064","64046","","","","1","","","","0","93"
"5146064","64047","","","","13","","","","0","32"
"5146064","64048","","","","20","","","","scale1","37"
"5146064","64049","0","-298","","105811","0","","","-194","2"
"5146064","64050","0","-298","","1058","0","","","-194","2"
"5146064","64051","0","-288","","131511","0","","","-34","2"
"5146064","64052","","","","2","","","","iris_out","37"
"5146064","64053","2","-298","","105811","0","","","-385","2"
"5146064","64054","2","-298","","1058","0","","","-385","2"
"5146064","64055","2","-288","","131511","0","","","-225","2"
"5146064","64056","","","","2","","","","0","93"
"5146064","64057","","","","105811","","","","0","4"
"5146064","64058","","","","1058","","","","0","4"
"5146064","64059","","","","131511","","","","0","4"
"5146064","64060","","1","","105811","","0.2","","idle_normal","3"
"5146064","64061","","1","","1058","0","0.2","","idle_normal","3"
"5146064","64062","","1","","131511","","0.2","","idle_normal","3"
"5146064","64063","","","","0.5","","","","0","93"
"5146064","64064","","1","","130911","","0.2","","talk_normal","3"
"5146064","64065","","1","","99","","0.2","","talk_normal","3"
"5146064","64066","0","0","","vo_apg","","","","vo_apg_0403","21"
"5146064","64067","1","7","0","130911","1","0","0","好的，辛苦了──♪\n兩位有盡情享受摩天輪嗎～？","11"
"5146064","64068","","","","0","","","","","91"
"5146064","64069","","1","","130911","","0.2","","kururu_wish_talk_joy","3"
"5146064","64070","","1","","99","","0.2","","kururu_wish_talk_joy","3"
"5146064","64071","0","0","","vo_apg","","","","vo_apg_0404","21"
"5146064","64072","1","8","0","130911","1","0","0","摩天輪上應該能遠遠看到整個\n吉歐‧提格尼亞的美妙景色♪","11"
"5146064","64073","","","","0","","","","","91"
"5146064","64074","","1","","130911","","0.2","","idle_normal_noface","3"
"5146064","64075","","1","","99","","0.2","","idle_normal_kururu","3"
"5146064","64076","guts2_talk_joy","0","","105811","1","0.2","0","guts2_in_joy","3"
"5146064","64077","guts2_talk_joy","0","","1058","1","0.2","0","guts2_in_joy","3"
"5146064","64078","0","0","","vo_apg","","","","vo_apg_0405","21"
"5146064","64079","1","7","0","105811","1","0","0","是的！看上去\n非常美味☆","11"
"5146064","64080","","","","0","","","","","91"
"5146064","64081","","1","","105811","","0.2","","guts2_idle_joy","3"
"5146064","64082","","1","","1058","","0.2","","guts2_idle_joy","3"
"5146064","64083","","1","","131511","","0.5","","memory_talk","3"
"5146064","64084","0","0","","vo_apg","","","","vo_apg_0406","21"
"5146064","64085","1","10","0","131511","1","0","0","肚子。\n咕嚕嚕……","11"
"5146064","64086","","","","0","","","","","91"
"5146064","64087","","1","","131511","","0.2","","memory_idle","3"
"5146064","64088","","1","","130911","","0.2","","joy_talk","3"
"5146064","64089","","1","","99","","0.2","","joy_talk","3"
"5146064","64090","0","0","","vo_apg","","","","vo_apg_0407","21"
"5146064","64091","1","9","0","130911","1","0","0","就是說啊──♪\n美麗的景色看上去真的\n非常美味……美味？","11"
"5146064","64092","","","","0","","","","","91"
"5146064","64093","","1","","130911","","0.5","","kururu_joy_slow","3"
"5146064","64094","","1","","131511","","0.5","","anger_idle_anger","3"
"5146064","64095","0","0","","vo_apg","","","","vo_apg_0408","21"
"5146064","64096","1","8","0","131511","1","0","0","衝刺。","11"
"5146064","64097","","","","0","","","","","91"
"5146064","64098","","1","","131511","","0.2","","walk_jog_dere","3"
"5146064","64099","3","-288","","131511","0","","","1100","2"
"5146064","64100","","","","0.5","","","","0","93"
"5146064","64101","anger_talk_normal2","0","","105811","1","0.2","0.2","notice_in_normal2","3"
"5146064","64102","anger_talk_normal2","0","","1058","1","0.2","0.2","notice_in_normal2","3"
"5146064","64103","0","0","","vo_apg","","","","vo_apg_0409","21"
"5146064","64104","1","7","0","105811","1","0","0","啊，請等一下\n普蕾西亞～！\n我也要去！","11"
"5146064","64105","","","","0","","","","","91"
"5146064","64106","","","","0","","","","0","22"
"5146064","64107","","1","","105811","","0.2","","run_dash_doya","3"
"5146064","64108","","1","","1058","","0.2","","run_dash_doya","3"
"5146064","64109","1.8","-298","","105811","0","","","1100","2"
"5146064","64110","1.8","-298","","1058","0","","","1100","2"
"5146064","64111","","","","1.8","","","","0","93"
"5146064","64112","","","","130911","","","","0","4"
"5146064","64113","anger_talk_surprise2_shy","0","","130911","1","0","0.2","hawawa","3"
"5146064","64114","0","0","","vo_apg","","","","vo_apg_0410","21"
"5146064","64115","1","9","0","130911","1","0","0","哈哇哇！？原來兩位不是在看景色，\n而是一直在物色美食！？","11"
"5146064","64116","","","","0","","","","","91"
"5146064","64117","","","","0","","","","0","22"
"5146064","64118","","","","0.1","","","","0","93"
"5146064","64119","","","","1","","","","alter","37"
"5146064","64120","","","","12","","","","1","32"
"5146064","64121","","","","0.4","","","","0","93"
"5146064","64122","1","1","","8","0","0","0","1","6"
"5146064","64123","0","-278","","105811","0","","","-725","2"
"5146064","64124","0","-278","","1058","0","","","-725","2"
"5146064","64125","0","-278","","131511","0","","","-925","2"
"5146064","64126","","1","","105811","","0","","run_dash_peko","3"
"5146064","64127","","1","","1058","","0","","run_dash_peko","3"
"5146064","64128","","1","","131511","","0","","run_dash_presia","3"
"5146064","64129","","1","","130911","","0","","empty","3"
"5146064","64130","10","-278","","105811","0","","","1185","2"
"5146064","64131","10","-278","","1058","0","","","1185","2"
"5146064","64132","10","-278","","131511","0","","","985","2"
"5146064","64133","","","","0.3","","","","0","93"
"5146064","64134","","","","0.8","","","","0","93"
"5146064","64135","0","0","","vo_apg","","","","vo_apg_0411","21"
"5146064","64136","0","11","1","105811","0","40","0","首先就從那間攤販開始～☆","11"
"5146064","64137","","","","3","","","","0","93"
"5146064","64138","0","0","","vo_apg","","","","vo_apg_0412","21"
"5146064","64139","0","9","1.3","131511","0","40","0","全部，\n都要吃喔。","11"
"5146064","64140","","","","0.3","","","","0","93"
"5146064","64141","","","","3.6","","","","0","93"
"5146064","64142","","","","64143","","","","","101"
"5146064","64143","","","","0","","","","0.2","22"
"5146065","65001","-225","110","wish_idle_normal_lookup","1","-278","1.8","0","131011","1"
"5146065","65002","-225","111","idle_normal","1","-278","1.8","0","99","5"
"5146065","65003","-225","109","idle_normal","1","-278","1.8","0","98","5"
"5146065","65004","225","101","idle_normal_noface","1","-278","1.8","1","130911","1"
"5146065","65005","225","102","idle_normal_kururu","1","-278","1.8","1","97","5"
"5146065","65006","225","100","idle_normal","1","-278","1.8","1","96","5"
"5146065","65007","-920","105","empty","1","-305","1.85","0","106011","1"
"5146065","65008","-920","106","empty","4","-305","1.85","0","1060","5"
"5146065","65009","","","","131011","","","","210","13"
"5146065","65010","","","","130911","","","","201","13"
"5146065","65011","","","","106011","","","","205","13"
"5146065","65012","0","15","idle","8","-174","0.85","0","8","5"
"5146065","65013","0","0","","1","1","1","","1","31"
"5146065","65014","","","","0","","","","0","91"
"5146065","65015","","0","","0","","","","0","102"
"5146065","65016","","","","1","","","","0","93"
"5146065","65017","","1","","131011","","0.2","","wish_idle_joy_lookup","3"
"5146065","65018","0","0","","vo_apg","","","","vo_apg_0501","21"
"5146065","65019","1","13","0","131011","1","0","0","咕嚕轉～\n咕嚕轉～","11"
"5146065","65020","","","","0","","","","","91"
"5146065","65021","","1","","130911","","0.2","","talk_normal_surprise","3"
"5146065","65022","","1","","97","","0.2","","talk_normal_surprise","3"
"5146065","65023","0","0","","vo_apg","","","","vo_apg_0502","21"
"5146065","65024","1","7","0","130911","1","0","0","真步小小姐，\n怎麼了嗎？","11"
"5146065","65025","","","","0","","","","","91"
"5146065","65026","","1","","130911","","0.2","","idle_normal_noface","3"
"5146065","65027","","1","","97","","0.2","","idle_normal_kururu","3"
"5146065","65028","","1","","131011","","0.2","","sad_talk_normalR","3"
"5146065","65029","0","0","","vo_apg","","","","vo_apg_0503","21"
"5146065","65030","1","10","0","131011","1","0","0","嗯，人家在想摩天輪真可愛呢～\n咕嚕咕嚕轉～","11"
"5146065","65031","","","","0","","","","","91"
"5146065","65032","notice_loop_normal2","0","","131011","1","0.2","0","notice_in_normal2","3"
"5146065","65033","0","0","","vo_apg","","","","vo_apg_0504","21"
"5146065","65034","1","10","0","131011","1","0","0","對了♪","11"
"5146065","65035","","","","0","","","","","91"
"5146065","65036","","1","","130911","","0.2","","kururu_wish_idle_light","3"
"5146065","65037","","1","","97","","0.2","","kururu_wish_idle_light","3"
"5146065","65038","maho_kururinpa_loop","0","","131011","1","0","0","maho_kururinpa_in","3"
"5146065","65039","maho_kururinpa_loopF","0","","99","1","0","0","maho_kururinpa_inF","3"
"5146065","65040","maho_kururinpa_loopB","0","","98","1","0","0","maho_kururinpa_inB","3"
"5146065","65041","0","0","","vo_apg","","","","vo_apg_0505","21"
"5146065","65042","1","9","0","131011","1","0","0","神奇真步魔法靈咕嚕靈波～♪","11"
"5146065","65043","","","","0","","","","","91"
"5146065","65044","","1","","130911","","0.2","","kururu_wish_talk_joy","3"
"5146065","65045","0","0","","vo_apg","","","","vo_apg_0506","21"
"5146065","65046","1","8","0","130911","1","0","0","哇啊♪\n那是什麼那是什麼？\n非常非常可愛的一句話～♪","11"
"5146065","65047","","","","0","","","","","91"
"5146065","65048","idle_normal","0","","131011","1","0","0.2","maho_kururinpa_out","3"
"5146065","65049","idle_normal","0","","99","1","0","0.2","maho_kururinpa_outF","3"
"5146065","65050","idle_normal","0","","98","1","0","0.2","maho_kururinpa_outB","3"
"5146065","65051","kururu_kururinpa_loop","0","","130911","0","0.2","0","kururu_sad_talk_surprise_to_kururinpa","3"
"5146065","65052","kururu_kururinpa_loopF","0","","97","0","0.2","0","kururu_sad_talk_surprise_to_kururinpaF","3"
"5146065","65053","kururu_kururinpa_loopB","0","","96","0","0.2","0","kururu_sad_talk_surprise_to_kururinpaB","3"
"5146065","65054","0","0","","vo_apg","","","","vo_apg_0507","21"
"5146065","65055","1","9","0","130911","1","0","0","我想想我想想，\n神奇真步魔法靈咕嚕靈波～♪\n……是這樣嗎？","11"
"5146065","65056","","","","0","","","","","91"
"5146065","65057","idle_normal_noface","0","","130911","1","0","0","kururu_kururinpa_out","3"
"5146065","65058","idle_normal_kururu","0","","97","1","0","0","kururu_kururinpa_outF","3"
"5146065","65059","idle_normal","0","","96","1","0","0","kururu_kururinpa_outB","3"
"5146065","65060","","1","","131011","","0.2","","joy_talk","3"
"5146065","65061","0","0","","vo_apg","","","","vo_apg_0508","21"
"5146065","65062","1","11","0","131011","1","0","0","妳做得很棒呢♪\n真步魔法靈的部分，\n改成自己的名字再說一次♪","11"
"5146065","65063","","","","0","","","","","91"
"5146065","65064","","1","","131011","","0.2","","idle_normal","3"
"5146065","65065","kururu_kururinpa_loop","0","","130911","0","0.2","0","kururu_hello_fast_to_kururinpa","3"
"5146065","65066","kururu_kururinpa_loopF","0","","97","0","0.2","0","kururu_hello_fast_to_kururinpaF","3"
"5146065","65067","kururu_kururinpa_loopB","0","","96","0","0.2","0","kururu_hello_fast_to_kururinpaB","3"
"5146065","65068","0","0","","vo_apg","","","","vo_apg_0509","21"
"5146065","65069","1","9","0","130911","1","0","0","好的♪\n神奇庫露露魔法靈咕嚕靈波～♪","11"
"5146065","65070","","","","0","","","","","91"
"5146065","65071","idle_normal_noface","0","","130911","1","0","0","kururu_kururinpa_out","3"
"5146065","65072","idle_normal_kururu","0","","97","1","0","0","kururu_kururinpa_outF","3"
"5146065","65073","idle_normal","0","","96","1","0","0","kururu_kururinpa_outB","3"
"5146065","65074","sad_talk_normalR","0","","131011","1","0.2","0.2","smile2","3"
"5146065","65075","sad_talk_normalR","0","","99","1","0.2","0.2","smile2","3"
"5146065","65076","sad_talk_normalR","0","","98","1","0.2","0.2","smile2","3"
"5146065","65077","0","0","","vo_apg","","","","vo_apg_0510","21"
"5146065","65078","1","10","0","131011","1","0","0","呵呵♪\n好像在繞口令呢♪","11"
"5146065","65079","","","","0","","","","","91"
"5146065","65080","maho_kurukuru_loop","0","","131011","1","0.2","0","maho_kurukuru_in","3"
