2ba1174a200c7d5fec687aa0f41b101a8e79a76d13c4789c1866d89b91fc01f8,5fa0f3fb7d8417636f702f5be1b35f0d7a6464ac75e5096c52bc36d0a018fa69,168369f1f6e4b5d1e5980630e9d78bb85fdca3d33c76fb0220a045abb52463d4,1a7cf1a058000e5d3b0e6bffeb24623561a14458c0d02cc593b75fd97c62261e,0aecf594db1561cbf0e8c3b5f3efb73232d363f22adb2dcf63aa5108994d3c1d,4bdc301e1ddf3d1e9ba55f57b10a9f550fb0761cd854ae248188fc0d1454b542,20c84d975a4b4ec11ce649a7fb5d330639ab3e3d230aaba4cd6df7ccc3053883,628ba6ad543cc423580619b98dc3ddf7489ff7a697bec2d197c1f14f3d679cb0,d3cd3a461bac871822222b6ba04cb58804bddf0f225e9a47c96f7c4404919028,9193c64c21c53fa9413dcab038e4c25a07d643458de2e2b333dedf285539531b,9a3496e424b19e5c88a180bc24719f1a9a30ce3fa3827d885a6d9856b8a33dd5
"3","","1009804","103611","0","0.2","1","lsv_look_idle_normal","lsv_choice","1009804057","0"
"3","","1009804","100411","0","0.2","1","lsv_look_idle_normal","lsv_choice","1009804058","0"
"93","","1009804","0.1","","","","","0","1009804059",""
"2","","1009804","102011","-235","0.2","2","0.33","-452","1009804060",""
"2","","1009804","103611","-220","0.2","2","0.33","420","1009804061",""
"2","","1009804","100411","-250","0.2","2","0.33","545","1009804062",""
"22","","1009804","0","1","","","","0","1009804063","0.2"
"103","","1009804","想在米粒上畫圖。","0","","","","1009804067","1009804064",""
"103","","1009804","想做大玩具。","0","","","","1009804091","1009804065",""
"103","","1009804","想做布偶。","0","","","","1009804114","1009804066",""
"3","","1009804","102011","0","0.2","1","lsv_idle_normal","lsv_choice","1009804067","0"
"3","","1009804","103611","0","0.2","1","lsv_idle_normal","lsv_choice","1009804068","0"
"3","","1009804","100411","0","0.2","1","lsv_idle_normal","lsv_choice","1009804069","0"
"93","","1009804","0.1","","","","","0","1009804070",""
"2","","1009804","102011","-235","0.2","2","0.33","-200","1009804071",""
"2","","1009804","103611","-220","0.2","2","0.33","100","1009804072",""
"2","","1009804","100411","-250","0.2","2","0.33","270","1009804073",""
"93","","1009804","0.7","","","","","0","1009804074",""
"3","","1009804","102011","1","","","","lsv_talk_surprise_R2","1009804075","0.2"
"21","","1009804","vo_lsv","0","","","0","vo_lsv_0427","1009804076",""
"11","0","1009804","102011","10","0","1","1","咦咦？畫在那麼小的東西上？\n哥哥好厲害～！","1009804077","0"
"91","","1009804","0","","","","","","1009804078",""
"3","","1009804","102011","1","","","","lsv_idle_normal_joyR","1009804079","0.2"
"3","","1009804","103611","0","0.2","1","lsv_talk_arm_crossed_loop_joy","lsv_talk_arm_crossed_joy","1009804080","0"
"21","","1009804","vo_lsv","0","","","0","vo_lsv_0428","1009804081",""
"11","0","1009804","103611","10","0","1","1","這需要巧手，\n以及高度的集中力吧……\n這正是職人的技術啊。","1009804082","0"
"91","","1009804","0","","","","","","1009804083",""
"3","","1009804","103611","1","","","","lsv_idle_arm_crossed","1009804084","0.2"
"3","","1009804","100411","1","","","","lsv_talk_bitter","1009804085","0.2"
"21","","1009804","vo_lsv","0","","","0","vo_lsv_0429","1009804086",""
"11","0","1009804","100411","10","0","1","1","光想就覺得\n對禊來說太難了～\n……所以禊幫忙加油就好了♪","1009804087","0"
"91","","1009804","0","","","","","","1009804088",""
"3","","1009804","100411","1","","","","lsv_idle_bitter","1009804089","0.2"
"101","","1009804","1009804137","","","","","","1009804090",""
"3","","1009804","102011","0","0.2","1","lsv_idle_normal","lsv_choice","1009804091","0"
"3","","1009804","103611","0","0.2","1","lsv_idle_normal","lsv_choice","1009804092","0"
"3","","1009804","100411","0","0.2","1","lsv_idle_normal","lsv_choice","1009804093","0"
"93","","1009804","0.1","","","","","0","1009804094",""
"2","","1009804","102011","-235","0.2","2","0.33","-200","1009804095",""
"2","","1009804","103611","-220","0.2","2","0.33","100","1009804096",""
"2","","1009804","100411","-250","0.2","2","0.33","270","1009804097",""
"93","","1009804","0.7","","","","","0","1009804098",""
"3","","1009804","100411","0","0.2","1","lsv_exactly_joy_loop","lsv_exactly_joy_in","1009804099","0"
"21","","1009804","vo_lsv","0","","","0","vo_lsv_0430","1009804100",""
"11","0","1009804","100411","10","0","1","1","這個好！很好！\n哥哥真懂──！\n這種事很浪漫吧！","1009804101","0"
"91","","1009804","0","","","","","","1009804102",""
"3","","1009804","100411","1","","","","lsv_idle_wish_joy","1009804103","0.2"
"3","","1009804","103611","1","","","","lsv_talk_thinking_anger","1009804104","0.2"
"21","","1009804","vo_lsv","0","","","0","vo_lsv_0431","1009804105",""
"11","0","1009804","103611","10","0","1","1","禊好像很喜歡呢。\n……不過大\n是多大呢？","1009804106","0"
"91","","1009804","0","","","","","","1009804107",""
"3","","1009804","103611","1","","","","lsv_idle_thinking_anger","1009804108","0.2"
"3","","1009804","102011","1","","","","lsv_talk_memory_dere2","1009804109","0.2"
"21","","1009804","vo_lsv","0","","","0","vo_lsv_0432","1009804110",""
"11","0","1009804","102011","10","0","1","1","唔嗯……\n或許比城堡還要大！\n很酷呢～♪","1009804111","0"
"91","","1009804","0","","","","","","1009804112",""
"101","","1009804","1009804137","","","","","","1009804113",""
"3","","1009804","102011","0","0.2","1","lsv_idle_normal","lsv_choice","1009804114","0"
"3","","1009804","103611","0","0.2","1","lsv_idle_normal","lsv_choice","1009804115","0"
"3","","1009804","100411","0","0.2","1","lsv_idle_normal","lsv_choice","1009804116","0"
"93","","1009804","0.1","","","","","0","1009804117",""
"2","","1009804","102011","-235","0.2","2","0.33","-200","1009804118",""
"2","","1009804","103611","-220","0.2","2","0.33","100","1009804119",""
"2","","1009804","100411","-250","0.2","2","0.33","270","1009804120",""
"93","","1009804","0.7","","","","","0","1009804121",""
"3","","1009804","103611","0","0.2","1","lsv_talk_arm_crossed_loop_joy","lsv_talk_arm_crossed_joy","1009804122","0"
"21","","1009804","vo_lsv","0","","","0","vo_lsv_0433","1009804123",""
"11","0","1009804","103611","10","0","1","1","……\n這想法不錯呢。","1009804124","0"
"91","","1009804","0","","","","","","1009804125",""
"3","","1009804","103611","1","","","","lsv_idle_arm_crossed_joy","1009804126","0.2"
"3","","1009804","100411","0","0.2","1","lsv_talk_surprise","lsv_surprise","1009804127","0"
"21","","1009804","vo_lsv","0","","","0","vo_lsv_0434","1009804128",""
"11","0","1009804","100411","10","0","1","1","鏡華好像很同意！？\n嗯，但是可以理解\n布偶哪裡好啦──","1009804129","0"
"91","","1009804","0","","","","","","1009804130",""
"3","","1009804","100411","1","","","","lsv_idle_surprise","1009804131","0.2"
"3","","1009804","102011","1","","","","lsv_talk_joy3","1009804132","0.2"
"21","","1009804","vo_lsv","0","","","0","vo_lsv_0435","1009804133",""
"11","0","1009804","102011","10","0","1","1","那大家現在\n就來做嘛～\n做很可愛的布偶♪","1009804134","0"
"91","","1009804","0","","","","","","1009804135",""
"101","","1009804","1009804137","","","","","","1009804136",""
"91","","1009804","0","","","","","","1009804137",""
"102","","1009804","","","","","","","1009804138",""
"22","","1009804","0","","","","","0.2","1009804139",""
"93","","1009804","0.2","","","","","","1009804140",""
"12","0","1009804","102011","1","0","0","0","8","1009804141","0"
"3","","1009804","102011","1","","","","lsv_talk_guts2_joy_loop","1009804142","0.2"
"93","","1009804","3","","","","","0","1009804143",""
"3","","1009804","102011","1","","","","lsv_idle_normal_joyR","1009804144","0.2"
"12","0","1009804","103611","1","0","0","0","7","1009804145","0"
"3","","1009804","103611","1","","","","lsv_talk_surprise_kira","1009804146","0.2"
"93","","1009804","3","","","","","0","1009804147",""
"3","","1009804","103611","1","","","","lsv_idle_joy","1009804148","0.2"
"12","0","1009804","100411","1","0","0","0","2","1009804149","0"
"3","","1009804","100411","0","0.2","1","lsv_talk_cool_bitter_loop","lsv_talk_cool_bitter","1009804150","0"
"93","","1009804","3","","","","","0","1009804151",""
"3","","1009804","100411","1","","","","lsv_idle_cool","1009804152","0.2"
"101","","1009804","1009804141","","","","","","1009804153",""
"6","","1009804","333","1","0","0","1","1","1009804154","1"
"4","","1009804","102011","","","","","1","1009804155",""
"3","","1009804","102011","1","","","","lsv_run","1009804156","0.2"
"2","","1009804","102011","-235","","0","0.8","-750","1009804157",""
"4","","1009804","103611","","","","","0","1009804158",""
"3","","1009804","103611","1","","","","lsv_run","1009804159","0.2"
"2","","1009804","103611","-220","","0","0.8","750","1009804160",""
"4","","1009804","100411","","","","","0","1009804161",""
"3","","1009804","100411","1","","","","lsv_run","1009804162","0.2"
"2","","1009804","100411","-250","","0","0.8","850","1009804163",""
"93","","1009804","0.6","","","","","","1009804164",""
"6","","1009804","102011","1","0","0","1","1","1009804165","0.2"
"6","","1009804","103611","1","0","0","1","1","1009804166","0.2"
"6","","1009804","100411","1","0","0","1","1","1009804167","0.2"
"91","","1009804","0","","","","","","1009804168",""
"1","lsv_idle_normal","1009805","1","102","0","-235","-650","100411","1009805001","1.95"
"1","lsv_idle_normal","1009805","1","100","1","-220","650","102011","1009805002","1.95"
"1","lsv_idle_normal","1009805","1","101","1","-250","750","103611","1009805003","1.95"
"5","lsv_white_loop","1009805","1","0","0","0","0","333","1009805004","1"
"6","","1009805","333","1","0","0","1","1","1009805005","0"
"6","","1009805","100411","1","0","0","1","1","1009805006","0"
"6","","1009805","102011","1","0","0","1","1","1009805007","0"
"6","","1009805","103611","1","0","0","1","1","1009805008","0"
"93","","1009805","1","","","","","0","1009805009",""
"6","","1009805","333","1","0","0.4","1","1","1009805010","0.8"
"3","","1009805","100411","1","","","","lsv_run","1009805011","0.2"
"2","","1009805","100411","-235","","0","1","-200","1009805012",""
"6","","1009805","100411","1","0","1","1","1","1009805013","0.4"
"3","","1009805","102011","1","","","","lsv_walk_surprise","1009805014","0.2"
"2","","1009805","102011","-220","","0","2","100","1009805015",""
"6","","1009805","102011","1","0","1","1","1","1009805016","0.4"
"3","","1009805","103611","1","","","","lsv_walk_surprise","1009805017","0.2"
"2","","1009805","103611","-250","","0","2","270","1009805018",""
"6","","1009805","103611","1","0","1","1","1","1009805019","0.4"
"93","","1009805","1","","","","","0","1009805020",""
"3","","1009805","100411","1","","","","lsv_idle_joy_normal","1009805021","0.2"
"93","","1009805","1","","","","","0","1009805022",""
"3","","1009805","102011","1","","","","lsv_idle_normal","1009805023","0.2"
"3","","1009805","103611","1","","","","lsv_idle_normal","1009805024","0.2"
"93","","1009805","0.6","","","","","0","1009805025",""
"3","","1009805","100411","0","0.2","1","lsv_talk_guts1_loop","lsv_talk_guts1","1009805026","0"
"21","","1009805","vo_lsv","0","","","0","vo_lsv_0521","1009805027",""
"11","0","1009805","100411","10","0","1","1","來發表設置誘餌的成果──！\n結果是……？","1009805028","0"
"91","","1009805","0","","","","","","1009805029",""
"3","","1009805","100411","1","","","","lsv_talk_anger_dead","1009805030","0.2"
"21","","1009805","vo_lsv","0","","","0","vo_lsv_0522","1009805031",""
"11","0","1009805","100411","10","0","1","1","一隻也沒抓到！\n沮喪！","1009805032","0"
"91","","1009805","0","","","","","","1009805033",""
"3","","1009805","100411","1","","","","lsv_idle_anger1","1009805034","0.2"
"3","","1009805","102011","1","","","","lsv_talk_normal_sad","1009805035","0.2"
"21","","1009805","vo_lsv","0","","","0","vo_lsv_0523","1009805036",""
"11","0","1009805","102011","10","0","1","1","好可惜喔～\n果然是因為誘餌數量\n太少了嗎？","1009805037","0"
"91","","1009805","0","","","","","","1009805038",""
"3","","1009805","102011","1","","","","lsv_idle_normal","1009805039","0.2"
"3","","1009805","103611","1","","","","lsv_talk_joy1_sad","1009805040","0.2"
"21","","1009805","vo_lsv","0","","","0","vo_lsv_0524","1009805041",""
"11","0","1009805","103611","10","0","1","1","不過，抓到獨角仙後，\n要拿來做什麼啊？","1009805042","0"
"91","","1009805","0","","","","","","1009805043",""
"3","","1009805","103611","1","","","","lsv_idle_normal","1009805044","0.2"
"3","","1009805","100411","0","0.2","1","lsv_talk_arm_crossed_loop_anger","lsv_talk_arm_crossed_anger","1009805045","0"
"21","","1009805","vo_lsv","0","","","0","vo_lsv_0525","1009805046",""
"11","0","1009805","100411","10","0","1","1","哼、哼、哼……！\n那當然是！\n……沒想過這問題呢──","1009805047","0"
"91","","1009805","0","","","","","","1009805048",""
"3","","1009805","100411","1","","","","lsv_idle_arm_crossed_anger","1009805049","0.2"
"3","","1009805","102011","1","","","","lsv_idle_bitter","1009805050","0.2"
"3","","1009805","103611","1","","","","lsv_talk_tsun_sad","1009805051","0.2"
"21","","1009805","vo_lsv","0","","","0","vo_lsv_0526","1009805052",""
"11","0","1009805","103611","10","0","1","1","咦咦？\n因為禊說是為了自由研究，\n我才奉陪的耶……！","1009805053","0"
"91","","1009805","0","","","","","","1009805054",""
"3","","1009805","103611","1","","","","lsv_idle_wish_sad","1009805055","0.2"
"3","","1009805","100411","1","","","","lsv_talk_cool_bitter_loop","1009805056","0.2"
"21","","1009805","vo_lsv","0","","","0","vo_lsv_0527","1009805057",""
"11","0","1009805","100411","10","0","1","1","啊、啊哈哈哈──\n……順便問一下，\n哥哥會想拿來做什麼呢？","1009805058","0"
"91","","1009805","0","","","","","","1009805059",""
"3","","1009805","100411","1","","","","lsv_idle_cool","1009805060","0.2"
"3","","1009805","100411","0","0.2","1","lsv_look_idle_normal","lsv_choice","1009805061","0"
"3","","1009805","102011","0","0.2","1","lsv_look_idle_normal","lsv_choice","1009805062","0"
"3","","1009805","103611","0","0.2","1","lsv_look_idle_normal","lsv_choice","1009805063","0"
"93","","1009805","0.1","","","","","0","1009805064",""
"2","","1009805","100411","-235","0.2","2","0.33","-452","1009805065",""
"2","","1009805","102011","-220","0.2","2","0.33","420","1009805066",""
"2","","1009805","103611","-250","0.2","2","0.33","545","1009805067",""
"22","","1009805","0","1","","","","0","1009805068","0.2"
"103","","1009805","鬥獨角仙！","0","","","","1009805072","1009805069",""
"103","","1009805","寫觀察日記。","0","","","","1009805103","1009805070",""
"103","","1009805","抓它們就是一種浪漫。","0","","","","1009805127","1009805071",""
"3","","1009805","100411","0","0.2","1","lsv_idle_normal","lsv_choice","1009805072","0"
"3","","1009805","102011","0","0.2","1","lsv_idle_normal","lsv_choice","1009805073","0"
"3","","1009805","103611","0","0.2","1","lsv_idle_normal","lsv_choice","1009805074","0"
"93","","1009805","0.1","","","","","0","1009805075",""
"2","","1009805","100411","-235","0.2","2","0.33","-200","1009805076",""
"2","","1009805","102011","-220","0.2","2","0.33","100","1009805077",""
"2","","1009805","103611","-250","0.2","2","0.33","270","1009805078",""
"93","","1009805","0.7","","","","","0","1009805079",""
"3","","1009805","100411","0","0.2","1","lsv_exactly_joy_loop","lsv_exactly_joy_in","1009805080","0"
"3","","1009805","103611","1","","","","lsv_idle_normal","1009805081","0.2"
"21","","1009805","vo_lsv","0","","","0","vo_lsv_0528","1009805082",""
"11","0","1009805","100411","10","0","1","1","說到獨角仙，\n果然就是這個呢！","1009805083","0"
"91","","1009805","0","","","","","","1009805084",""
"3","","1009805","100411","1","","","","lsv_idle_joy","1009805085","0.2"
"3","","1009805","103611","1","","","","lsv_talk_thinking_anger","1009805086","0.2"
"21","","1009805","vo_lsv","0","","","0","vo_lsv_0529","1009805087",""
"11","0","1009805","103611","10","0","1","1","唔嗯……\n調查獨角仙有多強，\n或許能當自由研究的題目……？","1009805088","0"
"91","","1009805","0","","","","","","1009805089",""
"3","","1009805","103611","1","","","","lsv_idle_sad_normal","1009805090","0.2"
"3","","1009805","102011","1","","","","lsv_talk_joy1_normal","1009805091","0.2"
"21","","1009805","vo_lsv","0","","","0","vo_lsv_0530","1009805092",""
"11","0","1009805","102011","10","0","1","1","不過，可不能讓它們\n做太過分的戰鬥喔？\n跟美美約好囉。","1009805093","0"
"91","","1009805","0","","","","","","1009805094",""
"3","","1009805","102011","1","","","","lsv_idle_normal_joyR","1009805095","0.2"
"3","","1009805","103611","0","0.2","1","lsv_idle_normal","lsv_handsup_joy2","1009805096","0"
"3","","1009805","100411","0","0.2","1","lsv_idle_joy","lsv_handsup_joy","1009805097","0"
"21","","1009805","vo_lsv","0","","","0","vo_lsv_0531","1009805098",""
"11","0","1009805","103611","10","0","1","1","好──！","1009805099","0"
"11","0","1009805","100411","10","0","1","1","好──！","1009805100","0"
"91","","1009805","0","","","","","","1009805101",""
"101","","1009805","1009805152","","","","","","1009805102",""
"3","","1009805","100411","0","0.2","1","lsv_idle_normal","lsv_choice","1009805103","0"
"3","","1009805","102011","0","0.2","1","lsv_idle_normal","lsv_choice","1009805104","0"
"3","","1009805","103611","0","0.2","1","lsv_idle_normal","lsv_choice","1009805105","0"
"93","","1009805","0.1","","","","","0","1009805106",""
"2","","1009805","100411","-235","0.2","2","0.33","-200","1009805107",""
"2","","1009805","102011","-220","0.2","2","0.33","100","1009805108",""
"2","","1009805","103611","-250","0.2","2","0.33","270","1009805109",""
"93","","1009805","0.7","","","","","0","1009805110",""
"3","","1009805","103611","0","0.2","1","lsv_talk_arm_crossed_loop_joy","lsv_talk_arm_crossed_joy","1009805111","0"
"21","","1009805","vo_lsv","0","","","0","vo_lsv_0532","1009805112",""
"11","0","1009805","103611","10","0","1","1","這我能理解。\n因為若是仔細觀察，\n自然而然就會學到東西啊。","1009805113","0"
"91","","1009805","0","","","","","","1009805114",""
"3","","1009805","103611","1","","","","lsv_idle_arm_crossed_joy","1009805115","0.2"
"3","","1009805","102011","1","","","","lsv_talk_joy3_blink","1009805116","0.2"
"21","","1009805","vo_lsv","0","","","0","vo_lsv_0533","1009805117",""
"11","0","1009805","102011","10","0","1","1","我們去海邊時\n也有進行觀察吧。\n很開心呢～♪","1009805118","0"
"91","","1009805","0","","","","","","1009805119",""
"3","","1009805","102011","1","","","","lsv_idle_normal_joyR","1009805120","0.2"
"3","","1009805","100411","0","0.2","1","lsv_talk_guts2_anger_loop","lsv_talk_guts2_anger","1009805121","0"
"21","","1009805","vo_lsv","0","","","0","vo_lsv_0534","1009805122",""
"11","0","1009805","100411","10","0","1","1","這樣啊，那禊應該做得到！\n好──來寫觀察日記囉──！\n目標：稱霸所有獨角仙！","1009805123","0"
"91","","1009805","0","","","","","","1009805124",""
"3","","1009805","100411","1","","","","lsv_idle_guts2_joy","1009805125","0.2"
"101","","1009805","1009805152","","","","","","1009805126",""
"3","","1009805","100411","0","0.2","1","lsv_idle_normal","lsv_choice","1009805127","0"
"3","","1009805","102011","0","0.2","1","lsv_idle_normal","lsv_choice","1009805128","0"
"3","","1009805","103611","0","0.2","1","lsv_idle_normal","lsv_choice","1009805129","0"
"93","","1009805","0.1","","","","","0","1009805130",""
"2","","1009805","100411","-235","0.2","2","0.33","-200","1009805131",""
"2","","1009805","102011","-220","0.2","2","0.33","100","1009805132",""
"2","","1009805","103611","-250","0.2","2","0.33","270","1009805133",""
"93","","1009805","0.7","","","","","0","1009805134",""
"3","","1009805","102011","1","","","","lsv_talk_surprise","1009805135","0.2"
"3","","1009805","103611","1","","","","lsv_idle_normal","1009805136","0.2"
"21","","1009805","vo_lsv","0","","","0","vo_lsv_0535","1009805137",""
"11","0","1009805","102011","10","0","1","1","只要抓到就好了啊～？\n禊也是這樣覺得嗎？","1009805138","0"
"91","","1009805","0","","","","","","1009805139",""
"3","","1009805","102011","1","","","","lsv_idle_surprise","1009805140","0.2"
"3","","1009805","100411","0","0.2","1","lsv_talk_arm_crossed_loop_anger","lsv_talk_arm_crossed_anger","1009805141","0"
"21","","1009805","vo_lsv","0","","","0","vo_lsv_0536","1009805142",""
"11","0","1009805","100411","10","0","1","1","……哼，真有眼光。\n這樣才像\n禊的哥哥嘛。","1009805143","0"
"91","","1009805","0","","","","","","1009805144",""
"3","","1009805","100411","1","","","","lsv_idle_arm_crossed_anger","1009805145","0.2"
"3","","1009805","103611","1","","","","lsv_talk_thinking_anger","1009805146","0.2"
"21","","1009805","vo_lsv","0","","","0","vo_lsv_0537","1009805147",""
"11","0","1009805","103611","10","0","1","1","有種意氣相投的感覺……！\n……浪漫也能作為\n自由研究的主題嗎？","1009805148","0"
"91","","1009805","0","","","","","","1009805149",""
"3","","1009805","103611","1","","","","lsv_idle_thinking_anger","1009805150","0.2"
"101","","1009805","1009805152","","","","","","1009805151",""
"91","","1009805","0","","","","","","1009805152",""
"102","","1009805","","","","","","","1009805153",""
"22","","1009805","0","","","","","0.2","1009805154",""
"93","","1009805","0.2","","","","","","1009805155",""
"12","0","1009805","100411","1","0","0","0","7","1009805156","0"
"3","","1009805","100411","0","0.2","1","lsv_surprise3_kira_loop","lsv_surprise3_kira","1009805157","0"
"93","","1009805","3","","","","","0","1009805158",""
"3","","1009805","100411","1","","","","lsv_idle_cool","1009805159","0.2"
"12","0","1009805","103611","1","0","0","0","11","1009805160","0"
"3","","1009805","103611","0","0.2","1","lsv_talk_guts1_loop","lsv_talk_guts1","1009805161","0"
"93","","1009805","3","","","","","0","1009805162",""
"3","","1009805","103611","1","","","","lsv_idle_joy","1009805163","0.2"
"12","0","1009805","102011","1","0","0","0","5","1009805164","0"
"3","","1009805","102011","1","","","","lsv_talk_wish_surprise","1009805165","0.2"
"93","","1009805","3","","","","","0","1009805166",""
"3","","1009805","102011","1","","","","lsv_idle_normal_joyR","1009805167","0.2"
"101","","1009805","1009805156","","","","","","1009805168",""
"6","","1009805","333","1","0","0","1","1","1009805169","1"
"4","","1009805","100411","","","","","1","1009805170",""
"3","","1009805","100411","1","","","","lsv_run","1009805171","0.2"
"2","","1009805","100411","-235","","0","0.8","-750","1009805172",""
"4","","1009805","102011","","","","","0","1009805173",""
"3","","1009805","102011","1","","","","lsv_run","1009805174","0.2"
"2","","1009805","102011","-220","","0","0.8","750","1009805175",""
"4","","1009805","103611","","","","","0","1009805176",""
"3","","1009805","103611","1","","","","lsv_run","1009805177","0.2"
"2","","1009805","103611","-250","","0","0.8","850","1009805178",""
"93","","1009805","0.6","","","","","","1009805179",""
"6","","1009805","100411","1","0","0","1","1","1009805180","0.2"
"6","","1009805","102011","1","0","0","1","1","1009805181","0.2"
"6","","1009805","103611","1","0","0","1","1","1009805182","0.2"
"91","","1009805","0","","","","","","1009805183",""
"1","lsv_idle_normal","1009806","1","102","0","-495","-200","122711","1009806001","1.95"
"1","lsv_idle_normal","1009806","1","100","1","-480","100","122911","1009806002","1.95"
"1","lsv_idle_normal","1009806","1","101","1","-510","270","122811","1009806003","1.95"
"5","lsv_white_loop","1009806","1","0","0","0","0","333","1009806004","1"
"6","","1009806","333","1","0","0","1","1","1009806005","0"
"6","","1009806","122711","1","0","0","1","1","1009806006","0"
"6","","1009806","122911","1","0","0","1","1","1009806007","0"
"6","","1009806","122811","1","0","0","1","1","1009806008","0"
"93","","1009806","1","","","","","0","1009806009",""
"6","","1009806","333","1","0","0.4","1","1","1009806010","0.8"
"3","","1009806","122711","0","0.2","1","lsv_idle_normal","lsv_jump2","1009806011","0.2"
"3","","1009806","122911","0","0.2","1","lsv_idle_normal","lsv_jump2","1009806012","0.2"
"3","","1009806","122811","0","0.2","1","lsv_idle_normal","lsv_jump2","1009806013","0.2"
"93","","1009806","0.3","","","","","","1009806014",""
"2","","1009806","122711","-235","","0","0.75","-200","1009806015",""
"2","","1009806","122911","-220","","0","0.75","100","1009806016",""
"2","","1009806","122811","-250","","0","0.75","270","1009806017",""
"6","","1009806","122711","1","0","1","1","1","1009806018","0.4"
"6","","1009806","122911","1","0","1","1","1","1009806019","0.4"
"6","","1009806","122811","1","0","1","1","1","1009806020","0.4"
"12","","1009806","122711","0.2","0","","0","6","1009806021","0"
"12","","1009806","122911","0.2","0","","0","6","1009806022","0"
"12","","1009806","122811","0.2","0","","0","6","1009806023","0"
"93","","1009806","2","","","","","0","1009806024",""
"3","","1009806","122711","1","","","","lsv_talk_normal","1009806025","0.2"
"21","","1009806","vo_lsv","0","","","0","vo_lsv_0621","1009806026",""
"11","0","1009806","122711","10","0","1","1","雖然去海邊很棒，\n但在泳池玩也很開心呢。","1009806027","0"
"91","","1009806","0","","","","","","1009806028",""
"3","","1009806","122711","1","","","","lsv_idle_normal","1009806029","0.2"
"3","","1009806","122811","0","0.2","1","lsv_idle_normal","lsv_agree1","1009806030","0"
"3","","1009806","122911","0","0.2","1","lsv_idle_normal_joyR","lsv_agree2","1009806031","0"
"21","","1009806","vo_lsv","0","","","0","vo_lsv_0622","1009806032",""
"11","0","1009806","122811","10","0","1","1","對呀──♪","1009806033","0"
"11","0","1009806","122911","10","0","1","1","對呀──♪","1009806034","0"
"91","","1009806","0","","","","","","1009806035",""
"3","","1009806","122711","0","0.2","1","lsv_talk_arm_crossed_loop_joy","lsv_talk_arm_crossed_joy","1009806036","0"
"21","","1009806","vo_lsv","0","","","0","vo_lsv_0623","1009806037",""
"11","0","1009806","122711","10","0","1","1","既沒有危險性，\n而且也變涼爽了。\n這種程度剛剛好呢。","1009806038","0"
"91","","1009806","0","","","","","","1009806039",""
"3","","1009806","122711","1","","","","lsv_idle_arm_crossed_joy","1009806040","0.2"
"3","","1009806","122911","1","","","","lsv_talk_wish_joy","1009806041","0.2"
"21","","1009806","vo_lsv","0","","","0","vo_lsv_0624","1009806042",""
"11","0","1009806","122911","10","0","1","1","鏡華\n最喜歡泳池了呢～♪","1009806043","0"
"91","","1009806","0","","","","","","1009806044",""
"3","","1009806","122911","1","","","","lsv_idle_wish_joy","1009806045","0.2"
"3","","1009806","122811","0","0.2","1","lsv_talk_cool_normal2_loop","lsv_talk_cool_normal2","1009806046","0"
"21","","1009806","vo_lsv","0","","","0","vo_lsv_0625","1009806047",""
"11","0","1009806","122811","10","0","1","1","下次去大泳池裡\n盡情地游泳也不錯呢！\n那麼，游完泳後……","1009806048","0"
"91","","1009806","0","","","","","","1009806049",""
"3","","1009806","122811","1","","","","lsv_idle_cool","1009806050","0.2"
"3","","1009806","122711","0","0.2","1","lsv_look_idle_normal","lsv_choice","1009806051","0"
"3","","1009806","122911","0","0.2","1","lsv_look_idle_normal","lsv_choice","1009806052","0"
"3","","1009806","122811","0","0.2","1","lsv_look_idle_normal","lsv_choice","1009806053","0"
"93","","1009806","0.1","","","","","0","1009806054",""
"2","","1009806","122711","-235","0.2","2","0.33","-452","1009806055",""
"2","","1009806","122911","-220","0.2","2","0.33","420","1009806056",""
"2","","1009806","122811","-250","0.2","2","0.33","545","1009806057",""
"22","","1009806","0","1","","","","0","1009806058","0.2"
"103","","1009806","就來吃冰淇淋吧。","0","","","","1009806062","1009806059",""
"103","","1009806","就來吃炒麵吧。","0","","","","1009806086","1009806060",""
"103","","1009806","就來喝彈珠汽水吧。","0","","","","1009806109","1009806061",""
"3","","1009806","122711","0","0.2","1","lsv_idle_normal","lsv_choice","1009806062","0"
"3","","1009806","122911","0","0.2","1","lsv_idle_normal","lsv_choice","1009806063","0"
"3","","1009806","122811","0","0.2","1","lsv_idle_normal","lsv_choice","1009806064","0"
"93","","1009806","0.1","","","","","0","1009806065",""
"2","","1009806","122711","-235","0.2","2","0.33","-200","1009806066",""
"2","","1009806","122911","-220","0.2","2","0.33","100","1009806067",""
"2","","1009806","122811","-250","0.2","2","0.33","270","1009806068",""
"93","","1009806","0.7","","","","","0","1009806069",""
"3","","1009806","122711","1","","","","lsv_talk_memory_dere2","1009806070","0.2"
"21","","1009806","vo_lsv","0","","","0","vo_lsv_0626","1009806071",""
"11","0","1009806","122711","10","0","1","1","冰淇淋……！\n很好吃呢，\n冰淇淋……真的好好吃。","1009806072","0"
"91","","1009806","0","","","","","","1009806073",""
"3","","1009806","122711","1","","","","lsv_idle_memory2","1009806074","0.2"
"3","","1009806","122811","0","0.2","1","lsv_talk_guts2_joy_loop","lsv_talk_guts2_joy","1009806075","0"
"21","","1009806","vo_lsv","0","","","0","vo_lsv_0627","1009806076",""
