b9025b34bed511c176e87a5623263c3a533ac47f8f98bf4504a22e255565e5e4,6ab57fc0f9264859651606e43cec206c2bc6bb4b6877a792ec046385bd78250a,d7338c515eaaef530f3882d43bcf3120720b20ef08c8d4d388974de28692cc12,e84cec91c3c315bf0dbe88ea2ed567e7e8b88347c32d3a2934f1782088de58fd,cde5b0be5d836da2e4d471f65829d2414dcd1f7c19aea06ad6712a4fa0e70de8,099d376bc4ebf516c6add9d3954c94c656f569be208f913c2d666361b5558a6b,074e80f173ac5bc9f08f6935c413947cb95931e70aefc33f4cbf2dcef625f60d,66799aeba7abfffd6ec07431b644b78adf47a2eb3d781aa24d6fa98e70f5845a,284d5a22f1e9652b364598f188273cf56a536d5e601e99277caf4bcf581d46c6,76a096a1bcb3caa957e81c5eee74a528c42c37b9b588f208f502b3d79c349d53,e5637f7936dc484cac70befac1f007ac3a21e966c5e4d006fea45f5884998ba8
"","vo_travel_talk","0","20202","1202020003","21","","0","","vo_travel_talk_20020_00",""
"1","118511","10","20202","1202020004","11","0","1","0","給各式各樣的人發了委託，\n各公會協心協力合作的關係，\n調查很進行得很順利的樣子呢。","0"
"","0","","20202","1202020005","91","","","","",""
"1","118511","0","20202","1202020006","3","0.2","travel_topdrama_r_2000_talk_wish_loop_joy","","travel_topdrama_r_2000_talk_wish_in_joy",""
"","vo_travel_talk","0","20202","1202020007","21","","0","","vo_travel_talk_20020_01",""
"1","118511","10","20202","1202020008","11","0","1","0","我也不只是光看著而已唷。\n為了讓大家能夠安心冒險，\n會好好支援大家的唷♪","0"
"","0","","20202","1202020009","91","","","","",""
"","118511","1","20202","1202020010","3","0.2","","","travel_topdrama_r_2000_idle_wish_joy",""
"","","","20202","1202020011","112","","","","",""
"","0","","20202","1202020012","91","","","","",""
"-68","1","101","20211","1202110001","1","0.8","42","travel_topdrama_r_2000_idle_sad","101411","1"
"-68","3","103","20211","1202110002","5","0.8","42","travel_topdrama_r_2012_empty","3","1"
"-68","1","102","20211","1202110003","1","0.8","-42","travel_topdrama_r_2000_idle_cool_surprise","104311","0"
"-68","3","104","20211","1202110004","5","0.8","-42","travel_topdrama_r_2012_empty","4","0"
"-75","0","110","20211","1202110005","5","1","0","mana","0","0"
"","0","","20211","1202110006","91","","","","",""
"","10","","20211","1202110007","93","","","","0",""
"","1202110007","","20211","1202110008","101","","","","",""
"","0","0","20211","1202110009","3","0","","","none",""
"","0","","20211","1202110010","91","","","","",""
"","101411","","20212","1202120001","13","","","","103",""
"","104311","","20212","1202120002","13","","","","104",""
"","101411","1","20212","1202120003","3","0.2","","","travel_topdrama_r_2000_talk_sad_loop",""
"","vo_travel_talk","0","20212","1202120004","21","","0","","vo_travel_talk_20021_00",""
"1","101411","10","20212","1202120005","11","0","1","0","接下來該前進的方向是左還右……\n即使看地圖也開始搞不懂了。\n剛才還走到了死路……","0"
"","0","","20212","1202120006","91","","","","",""
"","101411","1","20212","1202120007","3","0.2","","","travel_topdrama_r_2000_idle_sad",""
"1","104311","0","20212","1202120008","3","0.2","travel_topdrama_r_2000_talk_cool_loop_normal2","","travel_topdrama_r_2000_talk_cool_in_normal2","0"
"","vo_travel_talk","0","20212","1202120009","21","","0","","vo_travel_talk_20021_01",""
"1","104311","10","20212","1202120010","11","0","1","0","我在這種時候會往前進！\n但不知道怎麼判斷就表示妳累了吧。\n來，吃點甜食休息一下吧。","0"
"","0","","20212","1202120011","91","","","","",""
"1","104311","0","20212","1202120012","3","0.2","travel_topdrama_r_2000_eat_idle","","travel_topdrama_r_2000_eat_in","0"
"1","3","0","20212","1202120013","3","0.2","travel_topdrama_r_2000_eat_idle","","travel_topdrama_r_2000_eat_in","0"
"","101411","0","20212","1202120014","3","0.2","","","travel_topdrama_r_2000_eat_in",""
"","4","0","20212","1202120015","3","0.2","","","travel_topdrama_r_2000_eat_in",""
"","0","","20212","1202120016","91","","","","",""
"","101411","1","20212","1202120017","3","0","","","travel_topdrama_r_2000_eat_talk",""
"","4","1","20212","1202120018","3","0","","","travel_topdrama_r_2000_eat_talk",""
"","vo_travel_talk","0","20212","1202120019","21","","0","","vo_travel_talk_20021_02",""
"1","101411","10","20212","1202120020","11","0","1","0","呼，糖分確實滲入疲憊的腦子裡了。\n重振精神後推理的結果……\n我們該前進的方向是，直走！","0"
"","0","","20212","1202120021","91","","","","",""
"","101411","1","20212","1202120022","3","0.2","","","travel_topdrama_r_2000_eat_idle",""
"","4","1","20212","1202120023","3","0.2","","","travel_topdrama_r_2000_eat_idle",""
"","","","20212","1202120024","112","","","","",""
"","0","","20212","1202120025","91","","","","",""
"-68","1","101","20221","1202210001","1","0.8","42","travel_topdrama_r_2000_idle_smile","102111","1"
"-68","1","102","20221","1202210002","1","0.8","-42","travel_topdrama_r_2000_idle_smile_normal","102311","0"
"-68","3","103","20221","1202210003","5","0.8","-100","travel_topdrama_r_2022_pukici","3","0"
"-75","0","110","20221","1202210004","5","1","0","mana","0","0"
"","0","","20221","1202210005","91","","","","",""
"","10","","20221","1202210006","93","","","","0",""
"","1202210006","","20221","1202210007","101","","","","",""
"","0","0","20221","1202210008","3","0","","","none",""
"","0","","20221","1202210009","91","","","","",""
"","102111","","20222","1202220001","13","","","","103",""
"","102311","","20222","1202220002","13","","","","104",""
"","3","","20222","1202220003","13","","","","105",""
"1","102111","0","20222","1202220004","3","0.2","travel_topdrama_r_2000_talk_sad_loop_dere","","travel_topdrama_r_2000_talk_sad_in_dere",""
"","vo_travel_talk","0","20222","1202220005","21","","0","","vo_travel_talk_20022_00",""
"1","102111","10","20222","1202220006","11","0","1","0","今天的冒險，\n未來想透過演戲的方式讓大家看看呢……♪\n名字就叫「綾音與胡桃的大冒險」怎麼樣？","0"
"","0","","20222","1202220007","91","","","","",""
"","102111","1","20222","1202220008","3","0.2","","","travel_topdrama_r_2000_idle_sad_joy",""
"1","102311","0","20222","1202220009","3","0.2","travel_topdrama_r_2000_talk_kyapi_loop","","travel_topdrama_r_2000_talk_kyapi_in","0.2"
"","vo_travel_talk","0","20222","1202220010","21","","0","","vo_travel_talk_20022_01",""
"1","102311","10","20222","1202220011","11","0","1","0","我也贊成！冒險冒險♪\n會不會有寶物呢～會不會有魔物出現呢♪\n來吧，靠近我們，現身吧！","0"
"","0","","20222","1202220012","91","","","","",""
"","102311","1","20222","1202220013","3","0.2","","","travel_topdrama_r_2000_talk_smile_loop",""
"","102111","1","20222","1202220014","3","0.2","","","travel_topdrama_r_2000_talk_sad_loop_dere",""
"","3","1","20222","1202220015","3","0","","","travel_topdrama_r_2022_laugh",""
"","vo_travel_talk","0","20222","1202220016","21","","0","","vo_travel_talk_20022_02",""
"1","3","10","20222","1202220017","11","0","1","0","「喂，別隨便叫魔物接近我們！\n我們要找的只有寶箱！別突然暴衝！\n唉唉……真是的，當領隊還真辛苦。」","0"
"","0","","20222","1202220018","91","","","","",""
"","","","20222","1202220019","112","","","","",""
"","0","","20222","1202220020","91","","","","",""
"-68","1","101","20231","1202310001","1","0.8","42","travel_topdrama_r_2000_idle_doya","104811","1"
"-68","1","102","20231","1202310002","1","0.8","-42","travel_topdrama_r_2000_idle_sad_surprise","104611","0"
"-75","0","110","20231","1202310003","5","1","0","mana","0","0"
"","0","","20231","1202310004","91","","","","",""
"","10","","20231","1202310005","93","","","","0",""
"","1202310005","","20231","1202310006","101","","","","",""
"","0","0","20231","1202310007","3","0","","","none",""
"","0","","20231","1202310008","91","","","","",""
"","104811","","20232","1202320001","13","","","","103",""
"","104611","","20232","1202320002","13","","","","104",""
"1","104811","0","20232","1202320003","3","0.2","travel_topdrama_r_2000_talk_doya_loop_faceAnger","","travel_topdrama_r_2000_talk_doya_in_faceAnger","0"
"","vo_travel_talk","0","20232","1202320004","21","","0","","vo_travel_talk_20023_00",""
"1","104811","10","20232","1202320005","11","0","1","0","我們是承接了很多工作才出發的，\n沒時間悠悠哉哉的了。\n調查後採集，挖掘後販賣，冒險也要有效率地進行喔！","0"
"","0","","20232","1202320006","91","","","","",""
"","104811","1","20232","1202320007","3","0.2","","","travel_topdrama_r_2000_idle_doya_anger",""
"1","104611","0","20232","1202320008","3","0.2","travel_topdrama_r_2000_talk_kyapi_loop_dere2","","travel_topdrama_r_2000_talk_kyapi_in_dere2","0"
"","vo_travel_talk","0","20232","1202320009","21","","0","","vo_travel_talk_20023_01",""
"1","104611","10","20232","1202320010","11","0","1","0","美冬總是太拚了喵。\n休息就是要慢慢地、悠悠哉哉地喵。\n我們在這裡曬一整天的太陽吧喵～♪","0"
"","0","","20232","1202320011","91","","","","",""
"","104611","1","20232","1202320012","3","0.2","","","travel_topdrama_r_2000_idle_sleep",""
"","104811","1","20232","1202320013","3","0.2","","","travel_topdrama_r_2000_talk_normal_surprise","0"
"","vo_travel_talk","0","20232","1202320014","21","","0","","vo_travel_talk_20023_02",""
"1","104811","10","20232","1202320015","11","0","1","0","的確，在這裡的話，就能有高品質的休息了♪\n那就設定好碼表……\n開始有效率地休息吧！","0"
"","0","","20232","1202320016","91","","","","",""
"1","104811","0","20232","1202320017","3","0.2","","","travel_topdrama_r_2000_talk_guts_in",""
"","0","","20232","1202320018","91","","","","",""
"","104811","1","20232","1202320019","3","0","","","travel_topdrama_r_2000_talk_guts_loop",""
"","1","","20232","1202320020","93","","","","0",""
"","","","20232","1202320021","112","","","","",""
"","0","","20232","1202320022","91","","","","",""
"-68","1","101","20241","1202410001","1","0.8","42","travel_topdrama_r_2000_idle_memory_blink","102711","1"
"-68","1","102","20241","1202410002","1","0.8","-42","travel_topdrama_r_2000_idle_normal","105111","0"
"-75","0","110","20241","1202410003","5","1","0","mana","0","0"
"","0","","20241","1202410004","91","","","","",""
"","10","","20241","1202410005","93","","","","0",""
"","1202410005","","20241","1202410006","101","","","","",""
"","0","0","20241","1202410007","3","0","","","none",""
"","0","","20241","1202410008","91","","","","",""
"","102711","","20242","1202420001","13","","","","103",""
"","105111","","20242","1202420002","13","","","","104",""
"","102711","1","20242","1202420003","3","0.2","","","travel_topdrama_r_2000_talk_wish_loop",""
"","vo_travel_talk","0","20242","1202420004","21","","0","","vo_travel_talk_20024_00",""
"1","102711","10","20242","1202420005","11","0","1","0","我會毫不留情地破壞\n阻礙我前進的一切，嘻嘻。\n這全都是為了那位大人和我的未來……","0"
"","0","","20242","1202420006","91","","","","",""
"","102711","1","20242","1202420007","3","0.2","","","travel_topdrama_r_2000_idle_wish_joy",""
"1","105111","0","20242","1202420008","3","0.2","travel_topdrama_r_2000_humu_loop","","travel_topdrama_r_2000_humu_in","0"
"","vo_travel_talk","0","20242","1202420009","21","","0","","vo_travel_talk_20024_01",""
"1","105111","10","20242","1202420010","11","0","1","0","不愧是破壞者，來路上的瓦礫都堆成山了，\n甚至還想繼續破壞，\n真是令人惶恐呢，呵呵……♪","0"
"","0","","20242","1202420011","91","","","","",""
"","105111","1","20242","1202420012","3","0.2","","","travel_topdrama_r_2000_humu_loop_shy",""
"","102711","1","20242","1202420013","3","0.2","","","travel_topdrama_r_2000_talk_sad_loop_doya",""
"","vo_travel_talk","0","20242","1202420014","21","","0","","vo_travel_talk_20024_02",""
"1","102711","10","20242","1202420015","11","0","1","0","來尋找實驗材料的你也一樣，獨眼惡魔。\n讓我們獲得能讓彼此滿意的成果吧……\n嘻嘻嘻。","0"
"","0","","20242","1202420016","91","","","","",""
"","102711","1","20242","1202420017","3","0.2","","","travel_topdrama_r_2000_idle_sad_nervous",""
"","","","20242","1202420018","112","","","","",""
"","0","","20242","1202420019","91","","","","",""
"-68","1","101","20251","1202510001","1","0.8","42","travel_topdrama_r_2000_hop_loop","100511","1"
"-68","1","102","20251","1202510002","1","0.8","-42","travel_topdrama_r_2000_idle_doya_talkJoy1R","103711","0"
"-75","0","110","20251","1202510003","5","1","0","mana","0","0"
"","0","","20251","1202510004","91","","","","",""
"","10","","20251","1202510005","93","","","","0",""
"","1202510005","","20251","1202510006","101","","","","",""
"","0","0","20251","1202510007","3","0","","","none",""
"","0","","20251","1202510008","91","","","","",""
"","100511","","20252","1202520001","13","","","","103",""
"","103711","","20252","1202520002","13","","","","104",""
"1","100511","0","20252","1202520003","3","0.2","travel_topdrama_r_2000_hop_loop","","travel_topdrama_r_2000_hop_in",""
"","vo_travel_talk","0","20252","1202520004","21","","0","","vo_travel_talk_20025_00",""
"1","100511","10","20252","1202520005","11","0","1","0","哇啊～！好厲害！真是絕景！\n太帥啦～！\n就像虎虎修行的地方一樣～！","0"
"","0","","20252","1202520006","91","","","","",""
"","100511","1","20252","1202520007","3","0.2","","","travel_topdrama_r_2000_hop_idle",""
"1","103711","0","20252","1202520008","3","0.2","travel_topdrama_r_2000_talk_arm_crossed_loop_normal2","","travel_topdrama_r_2000_talk_arm_crossed_in_normal2",""
"","vo_travel_talk","0","20252","1202520009","21","","0","","vo_travel_talk_20025_01",""
"1","103711","10","20252","1202520010","11","0","1","0","置身在惡劣環境中鑽研自己，\n這也是冒險的醍醐味呢。\n而且在這裡就能盡情地變身──","0"
"","0","","20252","1202520011","91","","","","",""
"1","103711","0","20252","1202520012","3","0.1","travel_topdrama_r_2000_tomo_henshin_loop","","travel_topdrama_r_2000_tomo_henshin_in","0"
"1","100511","0","20252","1202520013","3","0.2","travel_topdrama_r_2000_matsuri_eieio_loop","","travel_topdrama_r_2000_matsuri_eieio_in","0.2"
"","vo_travel_talk","0","20252","1202520014","21","","0","","vo_travel_talk_20025_02",""
"1","100511","10","20252","1202520015","11","0","1","0","變身成正義英雄！\n沒有啦，開玩笑的……\n奇怪？小智姐也想擺出變身姿勢嗎？","0"
"","0","","20252","1202520016","91","","","","",""
"","","","20252","1202520017","112","","","","",""
"","0","","20252","1202520018","91","","","","",""
"-68","1","101","20261","1202610001","1","0.8","0","travel_topdrama_r_2000_idle_wish_joy","105911","1"
"-75","0","110","20261","1202610002","5","1","0","mana","0","0"
"","0","","20261","1202610003","91","","","","",""
"","10","","20261","1202610004","93","","","","0",""
"","1202610004","","20261","1202610005","101","","","","",""
"","0","0","20261","1202610006","3","0","","","none",""
"","0","","20261","1202610007","91","","","","",""
"","105911","","20262","1202620001","13","","","","103",""
"1","105911","0","20262","1202620002","3","0.1","travel_topdrama_r_2000_talk_surprise_loop","","travel_topdrama_r_2000_wishToSurprise","0"
"","vo_travel_talk","0","20262","1202620003","21","","0","","vo_travel_talk_20026_00",""
"1","105911","10","20262","1202620004","11","0","1","0","呼，看來我們走到很遠的地方了呢。\n不過，所謂的冒險，\n不管是在什麼時候進行都很有趣呢……♪","0"
"","0","","20262","1202620005","91","","","","",""
"","105911","1","20262","1202620006","3","0.2","","","travel_topdrama_r_2000_talk_wish_loop",""
"","vo_travel_talk","0","20262","1202620007","21","","0","","vo_travel_talk_20026_01",""
"1","105911","10","20262","1202620008","11","0","1","0","為了不輸給各位，\n在下也會繼續調查。\n請好好看著吧，主人。","0"
"","0","","20262","1202620009","91","","","","",""
"","","","20262","1202620010","112","","","","",""
"","0","","20262","1202620011","91","","","","",""
"-68","1","101","20271","1202710001","1","0.8","0","travel_topdrama_r_2000_ames_idle_normal","123011","1"
"-75","0","110","20271","1202710002","5","1","0","mana","0","0"
"","0","","20271","1202710003","91","","","","",""
"","10","","20271","1202710004","93","","","","0",""
"","1202710004","","20271","1202710005","101","","","","",""
"","0","0","20271","1202710006","3","0","","","none",""
"","0","","20271","1202710007","91","","","","",""
"","123011","","20272","1202720001","13","","","","103",""
"1","123011","0","20272","1202720002","3","0.2","travel_topdrama_r_2000_ames_talk_wish_loop","","travel_topdrama_r_2000_ames_talk_wish_in","0"
"","vo_travel_talk","0","20272","1202720003","21","","0","","vo_travel_talk_20027_00",""
"1","123011","10","20272","1202720004","11","0","1","0","呼，呼……冒險遠比想像中還要求體力呢……\n嗯，不過，實際來了一趟後，\n發現景色真美♪","0"
"","0","","20272","1202720005","91","","","","",""
"","123011","1","20272","1202720006","3","0.2","","","travel_topdrama_r_2000_ames_talk_yareyare",""
"","vo_travel_talk","0","20272","1202720007","21","","0","","vo_travel_talk_20027_01",""
"1","123011","10","20272","1202720008","11","0","1","0","下次要和那傢伙一起……\n去哪才好呢？\n得請他當我的護衛才行呢。","0"
"","0","","20272","1202720009","91","","","","",""
"","123011","1","20272","1202720010","3","0.2","","","travel_topdrama_r_2000_ames_idle_yareyare",""
"","","","20272","1202720011","112","","","","",""
"","0","","20272","1202720012","91","","","","",""
"-68","1","101","20281","1202810001","1","0.8","42","travel_topdrama_r_2000_idle_cool","106811","1"
"-68","1","102","20281","1202810002","1","0.8","-42","travel_topdrama_r_2000_kaiser_idle_arm_crossed","106911","0"
"-75","0","110","20281","1202810003","5","1","0","mana","0","0"
"","0","","20281","1202810004","91","","","","",""
"","10","","20281","1202810005","93","","","","0",""
"","1202810005","","20281","1202810006","101","","","","",""
"","0","0","20281","1202810007","3","0","","","none",""
"","0","","20281","1202810008","91","","","","",""
"","106811","","20282","1202820001","13","","","","103",""
"","106911","","20282","1202820002","13","","","","104",""
"1","106811","0","20282","1202820003","3","0.2","travel_topdrama_r_2000_talk_cool_loop","","travel_topdrama_r_2000_talk_cool_in","0"
"","vo_travel_talk","0","20282","1202820004","21","","0","","vo_travel_talk_20028_00",""
"1","106811","10","20282","1202820005","11","0","1","0","啊哈哈，瞧你一張臭臉。\n也對，突然被拉出來當然會有所不滿了。\n好了好了，這可是冒險喔，得好好享受才行！","0"
"","0","","20282","1202820006","91","","","","",""
"","106811","1","20282","1202820007","3","0.2","","","travel_topdrama_r_2000_idle_cool",""
"1","106911","0","20282","1202820008","3","0.2","travel_topdrama_r_2000_kaiser_talk_arm_crossed_loop","","travel_topdrama_r_2000_kaiser_talk_arm_crossed_in","0"
"","vo_travel_talk","0","20282","1202820009","21","","0","","vo_travel_talk_20028_01",""
"1","106911","10","20282","1202820010","11","0","1","0","你那漫不經心的口氣，真是讓人怒火中燒。\n事到如今你還在問我是要冒險嗎……？\n別開玩笑了。","0"
"","0","","20282","1202820011","91","","","","",""
"","106911","1","20282","1202820012","3","0.2","","","travel_topdrama_r_2000_kaiser_idle_arm_crossed",""
"1","106811","0","20282","1202820013","3","0.2","travel_topdrama_r_2000_talk_arm_crossed_loop_normal2","","travel_topdrama_r_2000_talk_arm_crossed_in_normal2",""
"","vo_travel_talk","0","20282","1202820014","21","","0","","vo_travel_talk_20028_02",""
"1","106811","10","20282","1202820015","11","0","1","0","我可是認真的喔。\n要從山頂到谷底，海洋到草原，踏遍廣闊的世界！\n我還帶了飯糰，準備齊全了。來吧，出發囉！","0"
"","0","","20282","1202820016","91","","","","",""
"","106811","1","20282","1202820017","3","0.2","","","travel_topdrama_r_2000_idle_arm_crossed",""
"","","","20282","1202820018","112","","","","",""
"","0","","20282","1202820019","91","","","","",""
"-75.6","1","51","30011","1300110001","1","0.8","-17.5","travel_topdrama_r_3001_idle_B","1000001","0"
"-75.6","1","50","30011","1300110002","5","0.8","-17.5","travel_topdrama_r_3001_idle_B","12","0"
"-56.1","1","49","30011","1300110003","1","0.8","31.4","travel_topdrama_r_3001_idle_A","1000002","0"
"-56.1","1","48","30011","1300110004","5","0.8","31.4","travel_topdrama_r_3001_idle_A","11","0"
"-56.1","2","49","30011","1300110005","5","0.8","31.4","travel_topdrama_r_3001_idle_A","13","0"
"-88","0","110","30011","1300110006","5","1","0","normal","0",""
"0.5","300101","-30.3","30011","1300110007","31","1","-43.7","","300101",""
"1","300103","260","30011","1300110008","31","1","-110","","300103",""
"1","300111","215","30011","1300110009","31","1","-127","","300111",""
"","0","","30011","1300110010","91","","","","0",""
"","1000001","0","30011","1300110011","3","0","","","travel_topdrama_r_3001_idle_B","0"
"","12","0","30011","1300110012","3","0","","","travel_topdrama_r_3001_idle_B","0"
"","1000002","0","30011","1300110013","3","0","","","travel_topdrama_r_3001_idle_A","0"
"","11","0","30011","1300110014","3","0","","","travel_topdrama_r_3001_idle_A","0"
"","1.7","","30011","1300110015","93","","","","0",""
"","1300110011","","30011","1300110016","101","","","","0",""
"","0","0","30011","1300110017","3","0","","","none",""
"","0","","30011","1300110018","91","","","","0",""
"1","300106","260","30012","1300120001","31","0","-110","","300106",""
"1","300108","260","30012","1300120002","31","0","-110","","300108",""
"0.4","300100","17.3","30012","1300120003","31","0","92.6","","300100",""
"0.4","300104","0","30012","1300120004","31","0","92.6","","300104",""
"","0","","30012","1300120005","91","","","","",""
"","1000002","1","30012","1300120006","3","0.5","","","travel_topdrama_r_3001_idle_A",""
"","11","1","30012","1300120007","3","0.5","","","travel_topdrama_r_3001_idle_A",""
"","1000001","1","30012","1300120008","3","0.5","","","travel_topdrama_r_3001_idle_B",""
"","12","1","30012","1300120009","3","0.5","","","travel_topdrama_r_3001_idle_B",""
"","0.2","","30012","1300120010","93","","","","0",""
"","300100","","30012","1300120011","32","","","","1",""
"","2","","30012","1300120012","93","","","","0",""
"","300103","","30012","1300120013","32","","","","0",""
"","300108","","30012","1300120014","32","","","","1",""
"","300106","","30012","1300120015","32","","","","1",""
"","se_travel_top","0","30012","1300120016","23","","","","se_travel_top_fishing_hit",""
"","1000002","0","30012","1300120017","3","0","","","travel_topdrama_r_3001_1_01_A",""
"","11","0","30012","1300120018","3","0","","","travel_topdrama_r_3001_1_01_A",""
"","1000001","0","30012","1300120019","3","0.5","","","travel_topdrama_r_3001_1_01_B",""
"","12","0","30012","1300120020","3","0.5","","","travel_topdrama_r_3001_1_01_B",""
"","0","","30012","1300120021","91","","","","",""
"","300108","","30012","1300120022","32","","","","0",""
"","1000002","0","30012","1300120023","3","0","","","travel_topdrama_r_3001_1_02_A",""
"","11","0","30012","1300120024","3","0","","","travel_topdrama_r_3001_1_02_A",""
"","1000001","0","30012","1300120025","3","0.2","","","travel_topdrama_r_3001_1_02_B",""
"","12","0","30012","1300120026","3","0.2","","","travel_topdrama_r_3001_1_02_B",""
"","1","","30012","1300120027","93","","","","0",""
"","300100","","30012","1300120028","32","","","","0",""
"","0","","30012","1300120029","91","","","","",""
"1","300107","260","30012","1300120030","31","1","-110","","300107",""
"","se_travel_top","0","30012","1300120031","23","","","","se_travel_top_fishing_appear_box",""
"","1000002","0","30012","1300120032","3","","","","travel_topdrama_r_3001_1_03_A",""
"","11","0","30012","1300120033","3","","","","travel_topdrama_r_3001_1_03_A",""
"","13","0","30012","1300120034","3","","","","travel_topdrama_r_3001_1_03_A",""
"","1000001","0","30012","1300120035","3","","","","travel_topdrama_r_3001_1_03_B",""
"1","12","0","30012","1300120036","3","0.2","travel_topdrama_r_3001_1_03_B_loop","","travel_topdrama_r_3001_1_03_B",""
"","0.8","","30012","1300120037","93","","","","0",""
"","300106","","30012","1300120038","32","","","","0",""
"","","","30012","1300120039","111","","","","",""
"","0","","30012","1300120040","91","","","","",""
"-75.6","1","51","30021","1300210001","1","0.8","-17.5","travel_topdrama_r_3001_idle_B","1000001","0"
"-75.6","1","50","30021","1300210002","5","0.8","-17.5","travel_topdrama_r_3001_idle_B","12","0"
"-56.1","1","49","30021","1300210003","1","0.8","31.4","travel_topdrama_r_3001_idle_A","1000002","0"
"-56.1","1","48","30021","1300210004","5","0.8","31.4","travel_topdrama_r_3001_idle_A","11","0"
"-56.1","2","49","30021","1300210005","5","0.8","31.4","travel_topdrama_r_3001_idle_A","13","0"
"-88","0","110","30021","1300210006","5","1","0","normal","0",""
"0.5","300201","-30.3","30021","1300210007","31","1","-43.7","","300201",""
"1","300203","260","30021","1300210008","31","1","-110","","300203",""
"1","300211","215","30021","1300210009","31","1","-127","","300211",""
"","0","","30021","1300210010","91","","","","0",""
"","1000001","0","30021","1300210011","3","0","","","travel_topdrama_r_3001_idle_B","0"
"","12","0","30021","1300210012","3","0","","","travel_topdrama_r_3001_idle_B","0"
"","1000002","0","30021","1300210013","3","0","","","travel_topdrama_r_3001_idle_A","0"
"","11","0","30021","1300210014","3","0","","","travel_topdrama_r_3001_idle_A","0"
"","1.7","","30021","1300210015","93","","","","0",""
"","1300210011","","30021","1300210016","101","","","","0",""
"","0","0","30021","1300210017","3","0","","","none",""
"","0","","30021","1300210018","91","","","","0",""
"1","300206","260","30022","1300220001","31","0","-110","","300206",""
"1","300208","260","30022","1300220002","31","0","-110","","300208",""
"0.4","300200","17.3","30022","1300220003","31","0","92.6","","300200",""
"0.4","300204","0","30022","1300220004","31","0","92.6","","300204",""
"","0","","30022","1300220005","91","","","","",""
"","1000002","1","30022","1300220006","3","0.5","","","travel_topdrama_r_3001_idle_A",""
"","11","1","30022","1300220007","3","0.5","","","travel_topdrama_r_3001_idle_A",""
"","1000001","1","30022","1300220008","3","0.5","","","travel_topdrama_r_3001_idle_B",""
"","12","1","30022","1300220009","3","0.5","","","travel_topdrama_r_3001_idle_B",""
"","0.2","","30022","1300220010","93","","","","0",""
"","300200","","30022","1300220011","32","","","","1",""
"","2","","30022","1300220012","93","","","","0",""
"","300203","","30022","1300220013","32","","","","0",""
"","300208","","30022","1300220014","32","","","","1",""
"","300206","","30022","1300220015","32","","","","1",""
"","se_travel_top","0","30022","1300220016","23","","","","se_travel_top_fishing_hit",""
"","1000002","0","30022","1300220017","3","0","","","travel_topdrama_r_3001_1_01_A",""
"","11","0","30022","1300220018","3","0","","","travel_topdrama_r_3001_1_01_A",""
"","1000001","0","30022","1300220019","3","0.5","","","travel_topdrama_r_3001_1_01_B",""
"","12","0","30022","1300220020","3","0.5","","","travel_topdrama_r_3001_1_01_B",""
"","0","","30022","1300220021","91","","","","",""
"","300208","","30022","1300220022","32","","","","0",""
"","1000002","0","30022","1300220023","3","0","","","travel_topdrama_r_3001_1_02_A",""
"","11","0","30022","1300220024","3","0","","","travel_topdrama_r_3001_1_02_A",""
"","1000001","0","30022","1300220025","3","0.2","","","travel_topdrama_r_3001_1_02_B",""
"","12","0","30022","1300220026","3","0.2","","","travel_topdrama_r_3001_1_02_B",""
"","1","","30022","1300220027","93","","","","0",""
"","300200","","30022","1300220028","32","","","","0",""
"","0","","30022","1300220029","91","","","","",""
"1","300207","260","30022","1300220030","31","1","-110","","300107",""
"","se_travel_top","0","30022","1300220031","23","","","","se_travel_top_fishing_appear_silverbox",""
"","1000002","0","30022","1300220032","3","","","","travel_topdrama_r_3001_1_03_A",""
"","11","0","30022","1300220033","3","","","","travel_topdrama_r_3002_03_A",""
"","13","0","30022","1300220034","3","","","","travel_topdrama_r_3002_03_A",""
"","1000001","0","30022","1300220035","3","","","","travel_topdrama_r_3001_1_03_B",""
"1","12","0","30022","1300220036","3","0.2","travel_topdrama_r_3001_1_03_B_loop","","travel_topdrama_r_3001_1_03_B",""
"","0.8","","30022","1300220037","93","","","","0",""
"","300206","","30022","1300220038","32","","","","0",""
"","","","30022","1300220039","111","","","","",""
"","0","","30022","1300220040","91","","","","",""
"-75.6","1","51","30031","1300310001","1","0.8","-17.5","travel_topdrama_r_3001_idle_B","1000001","0"
"-75.6","1","50","30031","1300310002","5","0.8","-17.5","travel_topdrama_r_3001_idle_B","12","0"
"-56.1","1","49","30031","1300310003","1","0.8","31.4","travel_topdrama_r_3001_idle_A","1000002","0"
"-56.1","1","48","30031","1300310004","5","0.8","31.4","travel_topdrama_r_3001_idle_A","11","0"
"-20","4","52","30031","1300310005","5","0.85","-170","travel_topdrama_r_3001_none","15","0"
"-88","0","110","30031","1300310006","5","1","0","normal","0",""
"0.5","300301","-30.3","30031","1300310007","31","1","-43.7","","300301",""
"1","300303","260","30031","1300310008","31","1","-110","","300303",""
"1","300311","215","30031","1300310009","31","1","-127","","300311",""
"","0","","30031","1300310010","91","","","","0",""
"","1000001","0","30031","1300310011","3","0","","","travel_topdrama_r_3001_idle_B","0"
"","12","0","30031","1300310012","3","0","","","travel_topdrama_r_3001_idle_B","0"
"","1000002","0","30031","1300310013","3","0","","","travel_topdrama_r_3001_idle_A","0"
