88cbc0fc5fd01888a43f62a3eb24dd8046ebebd7c9b52b0911c4122a3b06e813,4c20db6898a562023c5920079e4816ebc38ffccb46cf426745a2af5034738527,efbb643247a935526ca0f88850e618e8fe0bc87255b98aaa8c8433fc43cfaac4,1915c5d6740846598c47e08905c20d264eb73a624cd5d0e45a54bfac1646053a,1e0a229f7e47a2f99b8ad90065d028c129c2463fa2ebdd9548d16cb0b5b54fcb,0ebe8605cdcfaa73a86ee571051c275cc4e6fab7f959f19605c25dbfd703fe87,0a6f7ccc998d92f2344f0736bca5bd3bdcbf8a30df5b25652e05e96c99781788,b91aa963184eab2983d77e865dcb592faeaaf91722513fd0ab408195c865774a,94790e7dda0823263dd2c8e181d79e485f3a023249d6f7f0e3ee1fe4380264a8,7e97170f416fc2527d0de167e7cebf5a5e41c4687644291000978dce149d3da6,471929f48703c0c4812914c6272c9120dbf2cc42fdaa3c7b97bc79d84f3cfa5a,c2810f6d44ab51fa7ef551d0d357b5251289858869d61410762168f57be75864,66fbb0aee13e8acc02cc77e2efc656e29bd6e30424f59d1826916fe233f4e3d3,6c5d016719f419f7dc3a996e5d2a4e2182327e990d1776114b89cb5b06459618,e86fae2a8ec14a9b58a242edf436e6ee00ba96bcde7bcd7c7332edf119e1d923,489621b2f1c5ff634c33dcc9b20b657371fbdb03209d8f889330ee1b21971c50,8a64aa2ecae6dd6bacf95df3d24d79a3e08c09f7ae97807c94814436a82a0c3f,1280a0e7b7223e7924628a3b87c3ca237dddbadd1d9ec2920098f5d2446d41f6,e7823bd5e6db4830b3b0240f64d2c4eee7fc7fde15ef390039da1a43793b5437,64e4759a18c7baadc3e66119db5f03ef2a6bf1b1a663bb5152f9314f9789eed3,2388ec6c8645515aab08e16a56de326f4b77f4dbdc588cf68c151a297e07cdd8,a9af709c27682315e7ec497c7e2dfd1d46930c7e4edce49fbc28af568272ee7a,d296af97a48f3414fd469a648c0d3c6d28fc8f2f7425db507a4929dd4a83a7aa,1590f044a6127ca46d74f56031f9894ff91f9261310db81d0968ff88a747ebb8,554aa9841b0cd3ae7b4ef671670dbab18d630d87f3954acd61a848013f2a837c,364ec0d639039d4347339c281537cae43b192993b6d3cbb9ef87cea9ce54aa5c,10668f25c927594c96b56aeb8ad1f8b1d436cd5d67caebbbed95c6028f9e3786,808bc10e868aabc4dd0b31898e51a88deb71d51a7ba9bdea83ebea97b190edb7,d6a6a8a7bc658b43fb3c85aab17c912d236f9798d46c32ab7c7fe9c878f28a6b,2c1aabaabb48a8246e9d1ad015b4b6f9beae59889b927ae2d6748132d0c97480,bf5811f881c5e1a6b54750a89a2b92b3dedf50e9e4b3726750bf4bb37f51f314,bfe52fbfb6a7b315324c8e3ff3990aa28815ecbd1905e2272cf4721a458061a5,1143920a33cc78fc24a0a12aabfb8ce1ff7451ca9c621df0f695ea22179b99eb,f08afd5e0f4c1e029b5ea1df25c22fa3fbff0df1224e1cd2792248f90cf1d04c,ef90af3f1a7bc78185f21aed8b34b61717bc90d07e5d5f08c4921b7864df557c,27bbf0acc06971e73cee3283b9501ce1600fce7f38d37c180da7a61e04689c57,83100b8f5e5ed47d78562d2db897fa32b6ae4a336399f3c84ce5e86ad2f9c176,34dfdfb6d0fdd499454c1f96b9e1b272583f50a9593a790387a28249c07e0c83,faa6c8302153a9b50de36e31738af8acc408217711f2654ecfd612994205de07,75a32cf206f3979a2618c2c2d9ab635d0658b074c7c3cd14eebd5d41235d10ac
"14","14","0","1","10","200000010","14","14","0","0","14","0","14","14","0","14","14","17","14","14","14","190","15","0","14","14","14","0","201000","0","0","30","1057","14","0","1","14","10","1","620100014"
"15","15","0","1","10","200000010","15","15","0","0","15","0","15","15","0","15","15","18","15","15","15","196","15","0","15","15","15","0","201000","0","0","30","1152","15","0","1","15","10","1","620100015"
"16","16","0","1","10","200000010","16","16","0","0","16","0","16","16","0","16","16","18","16","16","16","202","15","0","16","16","16","0","201000","0","0","30","1248","16","0","1","16","10","1","620100016"
"17","17","0","1","10","200000010","17","17","0","0","17","0","17","17","0","17","17","18","17","17","17","276","15","0","17","17","17","0","201000","0","0","30","1344","17","0","1","17","10","1","620100017"
"18","18","0","1","10","200000010","18","18","0","0","18","0","18","18","0","18","18","19","18","18","18","280","15","0","18","18","18","0","201000","0","0","30","1644","18","0","1","18","10","1","620100018"
"19","19","0","1","10","200000010","19","19","0","0","19","0","19","19","0","19","19","19","19","19","19","285","16","0","19","19","19","0","201000","0","0","30","1944","19","0","1","19","10","1","620100019"
"20","20","0","1","10","200000010","20","20","0","0","20","0","20","20","0","20","20","20","20","20","20","289","16","0","20","20","20","0","201000","0","0","30","2244","20","0","1","20","10","1","620100020"
"21","21","0","1","10","200000010","21","21","0","0","21","0","21","21","0","21","21","20","21","21","21","334","16","0","21","21","21","0","201000","0","0","30","2277","21","0","1","21","10","1","620100021"
"22","22","0","1","10","200000010","22","22","0","0","22","0","22","22","0","22","22","20","22","22","22","377","16","0","22","22","22","0","201000","0","0","30","2413","22","0","1","22","10","1","620100022"
"23","23","0","1","10","200000010","23","23","0","0","23","0","23","23","0","23","23","20","23","23","23","420","16","0","23","23","23","0","201000","0","0","30","2613","23","0","1","23","10","1","620100023"
"24","24","0","1","10","200000010","24","24","0","0","24","0","24","24","0","24","24","31","24","24","24","463","24","0","24","24","24","0","201000","0","0","30","2650","24","0","1","24","10","1","620100024"
"25","25","0","1","10","200000010","25","25","0","0","25","0","25","25","0","25","25","31","25","25","25","486","24","0","25","25","25","0","201000","0","0","30","2960","25","0","1","25","10","1","620100025"
"26","26","0","1","10","200000010","26","26","0","0","26","0","26","26","0","26","26","32","26","26","26","508","25","0","26","26","26","0","201000","0","0","30","3271","26","0","1","26","10","1","620100026"
"27","27","0","1","10","200000010","27","27","0","0","27","0","27","27","0","27","27","32","27","27","27","531","25","0","27","27","27","0","201000","0","0","30","3581","27","0","1","27","10","1","620100027"
"28","28","0","1","10","200000010","28","28","0","0","28","0","28","28","0","28","28","32","28","28","28","553","25","0","28","28","28","0","201000","0","0","30","3891","28","0","1","28","10","1","620100028"
"29","29","0","1","10","200000010","29","29","0","0","29","0","29","29","0","29","29","32","29","29","29","576","25","0","29","29","29","0","201000","0","0","30","4201","29","0","1","29","10","1","620100029"
"30","30","0","1","10","200000010","30","30","0","0","30","0","30","30","0","30","30","33","30","30","30","598","26","0","30","30","30","0","201000","0","0","30","4512","30","0","1","30","10","1","620100030"
"31","31","0","1","10","200000010","31","31","0","0","31","0","31","31","0","31","31","33","31","31","31","621","26","0","31","31","31","0","201000","0","0","30","4822","31","0","1","31","10","1","620100031"
"32","32","0","1","10","200000010","32","32","0","0","32","0","32","32","0","32","32","33","32","32","32","643","26","0","32","32","32","0","201000","0","0","30","5132","32","0","1","32","10","1","620100032"
"33","33","0","1","10","200000010","33","33","0","0","33","0","33","33","0","33","33","33","33","33","33","666","26","0","33","33","33","0","201000","0","0","30","5442","33","0","1","33","10","1","620100033"
"34","34","0","1","10","200000010","34","34","0","0","34","0","34","34","0","34","34","34","34","34","34","688","27","0","34","34","34","0","201000","0","0","30","5753","34","0","1","34","10","1","620100034"
"35","35","0","1","10","200000010","35","35","0","0","35","0","35","35","0","35","35","34","35","35","35","711","27","0","35","35","35","0","201000","0","0","30","6063","35","0","1","35","10","1","620100035"
"36","36","0","1","10","200000010","36","36","0","0","36","0","36","36","0","36","36","34","36","36","36","727","27","0","36","36","36","0","201000","0","0","30","6116","36","0","1","36","10","1","620100036"
"37","37","0","1","10","200000010","37","37","0","0","37","0","37","37","0","37","37","35","37","37","37","743","28","0","37","37","37","0","201000","0","0","30","6170","37","0","1","37","10","1","620100037"
"38","38","0","1","10","200000010","38","38","0","0","38","0","38","38","0","38","38","35","38","38","38","759","28","0","38","38","38","0","201000","0","0","30","6223","38","0","1","38","10","1","620100038"
"39","39","0","1","10","200000010","39","39","0","0","39","0","39","39","0","39","39","35","39","39","39","775","28","0","39","39","39","0","201000","0","0","30","6276","39","0","1","39","10","1","620100039"
"40","40","0","1","10","200000010","40","40","0","0","40","0","40","40","0","40","40","39","40","40","40","791","34","0","40","40","40","0","201000","0","0","30","8247","40","0","1","40","10","1","620100040"
"41","41","0","1","10","200000010","41","41","0","0","41","0","41","41","0","41","41","43","41","41","41","807","40","0","41","41","41","0","201000","0","0","30","10218","41","0","1","41","10","1","620100041"
"42","42","0","1","10","200000010","42","42","0","0","42","0","42","42","0","42","42","45","42","42","42","822","41","0","42","42","42","0","201000","0","0","30","10359","42","0","1","42","10","1","620100042"
"43","43","0","1","10","200000010","43","43","0","0","43","0","43","43","0","43","43","47","43","43","43","837","41","0","43","43","43","0","201000","0","0","30","10499","43","0","1","43","10","1","620100043"
"44","44","0","1","10","200000010","44","44","0","0","44","0","44","44","0","44","44","49","44","44","44","852","42","0","44","44","44","0","201000","0","0","30","10640","44","0","1","44","10","1","620100044"
"45","45","0","1","10","200000010","45","45","0","0","45","0","45","45","0","45","45","51","45","45","45","867","42","0","45","45","45","0","201000","0","0","30","10780","45","0","1","45","10","1","620100045"
"46","46","0","1","10","200000010","46","46","0","0","46","0","46","46","0","46","46","53","46","46","46","882","43","0","46","46","46","0","201000","0","0","30","10921","46","0","1","46","10","1","620100046"
"47","47","0","1","10","200000010","47","47","0","0","47","0","47","47","0","47","47","63","47","47","47","1191","48","0","47","47","47","0","201000","0","0","30","13533","47","0","1","47","10","1","620100047"
"48","48","0","1","10","200000010","48","48","0","0","48","0","48","48","0","48","48","63","48","48","48","1255","48","0","48","48","48","0","201000","0","0","30","13587","48","0","1","48","10","1","620100048"
"49","49","0","1","10","200000010","49","49","0","0","49","0","49","49","0","49","49","69","49","49","49","1255","51","0","49","49","49","0","201000","0","0","30","13587","49","0","1","49","10","1","620100049"
"50","50","0","1","10","200000010","50","50","0","0","50","0","50","50","0","50","50","75","50","50","50","1255","54","0","50","50","50","0","201000","0","0","30","13587","50","0","1","50","10","1","620100050"
"51","51","0","1","10","200000010","51","51","0","0","51","0","51","51","0","51","51","76","51","51","51","1264","54","0","51","51","51","0","201000","0","0","30","14135","51","0","1","51","10","1","620100051"
"52","52","0","1","10","200000010","52","52","0","0","52","0","52","52","0","52","52","76","52","52","52","1272","55","0","52","52","52","0","201000","0","0","30","14682","52","0","1","52","10","1","620100052"
"53","53","0","1","10","200000010","53","53","0","0","53","0","53","53","0","53","53","77","53","53","53","1281","55","0","53","53","53","0","201000","0","0","30","15230","53","0","1","53","10","1","620100053"
"54","54","0","1","10","200000010","54","54","0","0","54","0","54","54","0","54","54","77","54","54","54","1289","55","0","54","54","54","0","201000","0","0","30","15777","54","0","1","54","10","1","620100054"
"55","55","0","1","10","200000010","55","55","0","0","55","0","55","55","0","55","55","77","55","55","55","1339","55","0","55","55","55","0","201000","0","0","30","16777","55","0","1","55","10","1","620100055"
"56","56","0","1","10","200000010","56","56","0","0","56","0","56","56","0","56","56","77","56","56","56","1414","55","0","56","56","56","0","201000","0","0","30","19277","56","0","1","56","10","1","620100056"
"57","57","0","1","10","200000010","57","57","0","0","57","0","57","57","0","57","57","77","57","57","57","1489","55","0","57","57","57","0","201000","0","0","30","21777","57","0","1","57","10","1","620100057"
"58","58","0","1","10","200000010","58","58","0","0","58","0","58","58","0","58","58","80","58","58","58","1609","57","0","58","58","58","0","201000","0","0","30","21777","58","0","1","58","10","1","620100058"
"59","59","0","1","10","200000010","59","59","0","0","59","0","59","59","0","59","59","80","59","59","59","1694","57","0","59","59","59","0","201000","0","0","30","24601","59","0","1","59","10","1","620100059"
"60","60","0","1","10","200000010","60","60","0","0","60","0","60","60","0","60","60","83","60","60","60","1831","59","0","60","60","60","0","201000","0","0","30","24601","60","0","1","60","10","1","620100060"
"61","61","0","1","10","200000010","61","61","0","0","61","0","61","61","0","61","61","83","61","61","61","1928","59","0","61","61","61","0","201000","0","0","30","27792","61","0","1","61","10","1","620100061"
"62","62","0","1","10","200000010","62","62","0","0","62","0","62","62","0","62","62","84","62","62","62","1969","59","0","62","62","62","0","201000","0","0","30","28195","62","0","1","62","10","1","620100062"
"63","63","0","1","10","200000010","63","63","0","0","63","0","63","63","0","63","63","86","63","63","63","2010","60","0","63","63","63","0","201000","0","0","30","28597","63","0","1","63","10","1","620100063"
"64","64","0","1","10","200000010","64","64","0","0","64","0","64","64","0","64","64","87","64","64","64","2051","60","0","64","64","64","0","201000","0","0","30","29000","64","0","1","64","10","1","620100064"
"65","65","0","1","10","200000010","65","65","0","0","65","0","65","65","0","65","65","89","65","65","65","2092","61","0","65","65","65","0","201000","0","0","30","29402","65","0","1","65","10","1","620100065"
"66","66","0","1","10","200000010","66","66","0","0","66","0","66","66","0","66","66","90","66","66","66","2133","61","0","66","66","66","0","201000","0","0","30","29805","66","0","1","66","10","1","620100066"
"67","67","0","1","10","200000010","67","67","0","0","67","0","67","67","0","67","67","92","67","67","67","2174","61","0","67","67","67","0","201000","0","0","30","30208","67","0","1","67","10","1","620100067"
"68","68","0","1","10","200000010","68","68","0","0","68","0","68","68","0","68","68","93","68","68","68","2216","62","0","68","68","68","0","201000","0","0","30","30610","68","0","1","68","10","1","620100068"
"69","69","0","1","10","200000010","69","69","0","0","69","0","69","69","0","69","69","95","69","69","69","2257","62","0","69","69","69","0","201000","0","0","30","31013","69","0","1","69","10","1","620100069"
"70","70","0","1","10","200000010","70","70","0","0","70","0","70","70","0","70","70","96","70","70","70","2298","63","0","70","70","70","0","201000","0","0","30","31416","70","0","1","70","10","1","620100070"
"71","71","0","1","10","200000010","71","71","0","0","71","0","71","71","0","71","71","97","71","71","71","2339","63","0","71","71","71","0","201000","0","0","30","31818","71","0","1","71","10","1","620100071"
"1","1","0","1","10","200000001","1","1","0","27","1","0","1","1","0","1","1","3","1","1","1","0","4","0","1","1","1","0","201100","0","0","30","409","1","0","1","1","10","1","620110001"
"2","2","0","1","10","200000001","2","2","0","28","2","0","2","2","0","2","2","3","2","2","2","0","9","0","2","2","2","0","201100","0","0","30","409","2","0","1","2","10","1","620110002"
"3","3","0","1","10","200000001","3","3","0","29","3","0","3","3","0","3","3","4","3","3","3","0","5","0","3","3","3","0","201100","0","0","30","463","3","0","1","3","10","1","620110003"
"4","4","0","1","10","200000001","4","4","0","33","4","0","4","4","0","4","4","4","4","4","4","0","5","0","4","4","4","0","201100","0","0","30","409","4","0","1","4","10","1","620110004"
"5","5","0","1","10","200000001","5","5","0","67","5","0","5","5","0","5","5","6","5","5","5","0","7","0","5","5","5","0","201100","0","0","30","519","5","0","1","5","10","1","620110005"
"6","6","0","1","10","200000001","6","6","0","71","6","0","6","6","0","6","6","6","6","6","6","0","8","0","6","6","6","0","201100","0","0","30","461","6","0","1","6","10","1","620110006"
"7","7","0","1","10","200000001","7","7","0","75","7","0","7","7","0","7","7","6","7","7","7","0","8","0","7","7","7","0","201100","0","0","30","487","7","0","1","7","10","1","620110007"
"8","8","0","1","10","200000001","8","8","0","89","8","0","8","8","0","8","8","7","8","8","8","0","8","0","8","8","8","0","201100","0","0","30","595","8","0","1","8","10","1","620110008"
"9","9","0","1","10","200000001","9","9","0","102","9","0","9","9","0","9","9","7","9","9","9","0","9","0","9","9","9","0","201100","0","0","30","702","9","0","1","9","10","1","620110009"
"10","10","0","1","10","200000001","10","10","0","116","10","0","10","10","0","10","10","8","10","10","10","0","9","0","10","10","10","0","201100","0","0","30","810","10","0","1","10","10","1","620110010"
"11","11","0","1","10","200000001","11","11","0","128","11","0","11","11","0","11","11","9","11","11","11","0","10","0","11","11","11","0","201100","0","0","30","924","11","0","1","11","10","1","620110011"
"12","12","0","1","10","200000001","12","12","0","139","12","0","12","12","0","12","12","9","12","12","12","0","11","0","12","12","12","0","201100","0","0","30","1037","12","0","1","12","10","1","620110012"
"13","13","0","1","10","200000001","13","13","0","151","13","0","13","13","0","13","13","10","13","13","13","0","11","0","13","13","13","0","201100","0","0","30","1151","13","0","1","13","10","1","620110013"
"14","14","0","1","10","200000001","14","14","0","162","14","0","14","14","0","14","14","11","14","14","14","0","12","0","14","14","14","0","201100","0","0","30","1265","14","0","1","14","10","1","620110014"
"15","15","0","1","10","200000001","15","15","0","174","15","0","15","15","0","15","15","11","15","15","15","0","13","0","15","15","15","0","201100","0","0","30","1378","15","0","1","15","10","1","620110015"
"16","16","0","1","10","200000001","16","16","0","185","16","0","16","16","0","16","16","12","16","16","16","0","14","0","16","16","16","0","201100","0","0","30","1492","16","0","1","16","10","1","620110016"
"17","17","0","1","10","200000001","17","17","0","197","17","0","17","17","0","17","17","12","17","17","17","0","14","0","17","17","17","0","201100","0","0","30","1605","17","0","1","17","10","1","620110017"
"18","18","0","1","10","200000001","18","18","0","208","18","0","18","18","0","18","18","13","18","18","18","0","15","0","18","18","18","0","201100","0","0","30","1719","18","0","1","18","10","1","620110018"
"19","19","0","1","10","200000001","19","19","0","219","19","0","19","19","0","19","19","13","19","19","19","0","15","0","19","19","19","0","201100","0","0","30","1809","19","0","1","19","10","1","620110019"
"20","20","0","1","10","200000001","20","20","0","230","20","0","20","20","0","20","20","14","20","20","20","0","16","0","20","20","20","0","201100","0","0","30","1899","20","0","1","20","10","1","620110020"
"21","21","0","1","10","200000001","21","21","0","240","21","0","21","21","0","21","21","14","21","21","21","0","16","0","21","21","21","0","201100","0","0","30","1989","21","0","1","21","10","1","620110021"
"22","22","0","1","10","200000001","22","22","0","251","22","0","22","22","0","22","22","14","22","22","22","0","16","0","22","22","22","0","201100","0","0","30","2079","22","0","1","22","10","1","620110022"
"23","23","0","1","10","200000001","23","23","0","266","23","0","23","23","0","23","23","21","23","23","23","0","23","0","23","23","23","0","201100","0","0","30","2091","23","0","1","23","10","1","620110023"
"24","24","0","1","10","200000001","24","24","0","294","24","0","24","24","0","24","24","21","24","24","24","0","24","0","24","24","24","0","201100","0","0","30","2416","24","0","1","24","10","1","620110024"
"25","25","0","1","10","200000001","25","25","0","322","25","0","25","25","0","25","25","21","25","25","25","0","24","0","25","25","25","0","201100","0","0","30","2741","25","0","1","25","10","1","620110025"
"26","26","0","1","10","200000001","26","26","0","323","26","0","26","26","0","26","26","21","26","26","26","0","24","0","26","26","26","0","201100","0","0","30","2766","26","0","1","26","10","1","620110026"
"27","27","0","1","10","200000001","27","27","0","325","27","0","27","27","0","27","27","22","27","27","27","0","24","0","27","27","27","0","201100","0","0","30","2790","27","0","1","27","10","1","620110027"
"28","28","0","1","10","200000001","28","28","0","326","28","0","28","28","0","28","28","22","28","28","28","0","24","0","28","28","28","0","201100","0","0","30","2815","28","0","1","28","10","1","620110028"
"29","29","0","1","10","200000001","29","29","0","380","29","0","29","29","0","29","29","23","29","29","29","0","26","0","29","29","29","0","201100","0","0","30","4090","29","0","1","29","10","1","620110029"
"30","30","0","1","10","200000001","30","30","0","423","30","0","30","30","0","30","30","24","30","30","30","0","26","0","30","30","30","0","201100","0","0","30","4133","30","0","1","30","10","1","620110030"
"31","31","0","1","10","200000001","31","31","0","384","31","0","31","31","0","31","31","22","31","31","31","0","26","0","31","31","31","0","201100","0","0","30","3348","31","0","1","31","10","1","620110031"
"32","32","0","1","10","200000001","32","32","0","422","32","0","32","32","0","32","32","23","32","32","32","0","28","0","32","32","32","0","201100","0","0","30","3776","32","0","1","32","10","1","620110032"
"33","33","0","1","10","200000001","33","33","0","461","33","0","33","33","0","33","33","25","33","33","33","0","29","0","33","33","33","0","201100","0","0","30","4204","33","0","1","33","10","1","620110033"
"34","34","0","1","10","200000001","34","34","0","499","34","0","34","34","0","34","34","26","34","34","34","0","31","0","34","34","34","0","201100","0","0","30","4632","34","0","1","34","10","1","620110034"
"35","35","0","1","10","200000001","35","35","0","537","35","0","35","35","0","35","35","28","35","35","35","0","32","0","35","35","35","0","201100","0","0","30","5060","35","0","1","35","10","1","620110035"
"36","36","0","1","10","200000001","36","36","0","576","36","0","36","36","0","36","36","29","36","36","36","0","34","0","36","36","36","0","201100","0","0","30","5488","36","0","1","36","10","1","620110036"
"37","37","0","1","10","200000001","37","37","0","614","37","0","37","37","0","37","37","31","37","37","37","0","35","0","37","37","37","0","201100","0","0","30","5916","37","0","1","37","10","1","620110037"
"38","38","0","1","10","200000001","38","38","0","652","38","0","38","38","0","38","38","32","38","38","38","0","37","0","38","38","38","0","201100","0","0","30","6344","38","0","1","38","10","1","620110038"
"39","39","0","1","10","200000001","39","39","0","691","39","0","39","39","0","39","39","34","39","39","39","0","38","0","39","39","39","0","201100","0","0","30","6772","39","0","1","39","10","1","620110039"
"40","40","0","1","10","200000001","40","40","0","729","40","0","40","40","0","40","40","35","40","40","40","0","40","0","40","40","40","0","201100","0","0","30","7200","40","0","1","40","10","1","620110040"
"41","41","0","1","10","200000001","41","41","0","798","41","0","41","41","0","41","41","36","41","41","41","0","41","0","41","41","41","0","201100","0","0","30","7793","41","0","1","41","10","1","620110041"
"42","42","0","1","10","200000001","42","42","0","867","42","0","42","42","0","42","42","36","42","42","42","0","41","0","42","42","42","0","201100","0","0","30","8387","42","0","1","42","10","1","620110042"
"43","43","0","1","10","200000001","43","43","0","936","43","0","43","43","0","43","43","37","43","43","43","0","42","0","43","43","43","0","201100","0","0","30","8980","43","0","1","43","10","1","620110043"
"44","44","0","1","10","200000001","44","44","0","1005","44","0","44","44","0","44","44","37","44","44","44","0","42","0","44","44","44","0","201100","0","0","30","9574","44","0","1","44","10","1","620110044"
"45","45","0","1","10","200000001","45","45","0","1074","45","0","45","45","0","45","45","38","45","45","45","0","43","0","45","45","45","0","201100","0","0","30","10167","45","0","1","45","10","1","620110045"
"46","46","0","1","10","200000001","46","46","0","1218","46","0","46","46","0","46","46","43","46","46","46","0","43","0","46","46","46","0","201100","0","0","30","11721","46","0","1","46","10","1","620110046"
"47","47","0","1","10","200000001","47","47","0","1376","47","0","47","47","0","47","47","46","47","47","47","0","46","0","47","47","47","0","201100","0","0","30","14550","47","0","1","47","10","1","620110047"
"48","48","0","1","10","200000001","48","48","0","1376","48","0","48","48","0","48","48","51","48","48","48","0","46","0","48","48","48","0","201100","0","0","30","15430","48","0","1","48","10","1","620110048"
"49","49","0","1","10","200000001","49","49","0","1389","49","0","49","49","0","49","49","52","49","49","49","0","46","0","49","49","49","0","201100","0","0","30","15671","49","0","1","49","10","1","620110049"
"50","50","0","1","10","200000001","50","50","0","1402","50","0","50","50","0","50","50","53","50","50","50","0","47","0","50","50","50","0","201100","0","0","30","15911","50","0","1","50","10","1","620110050"
"51","51","0","1","10","200000001","51","51","0","1416","51","0","51","51","0","51","51","53","51","51","51","0","47","0","51","51","51","0","201100","0","0","30","16152","51","0","1","51","10","1","620110051"
"52","52","0","1","10","200000001","52","52","0","1423","52","0","52","52","0","52","52","53","52","52","52","0","48","0","52","52","52","0","201100","0","0","30","16355","52","0","1","52","10","1","620110052"
"53","53","0","1","10","200000001","53","53","0","1431","53","0","53","53","0","53","53","53","53","53","53","0","48","0","53","53","53","0","201100","0","0","30","16559","53","0","1","53","10","1","620110053"
"54","54","0","1","10","200000001","54","54","0","1429","54","0","54","54","0","54","54","53","54","54","54","0","48","0","54","54","54","0","201100","0","0","30","16392","54","0","1","54","10","1","620110054"
"55","55","0","1","10","200000001","55","55","0","1442","55","0","55","55","0","55","55","54","55","55","55","0","48","0","55","55","55","0","201100","0","0","30","16633","55","0","1","55","10","1","620110055"
"56","56","0","1","10","200000001","56","56","0","1455","56","0","56","56","0","56","56","54","56","56","56","0","49","0","56","56","56","0","201100","0","0","30","16873","56","0","1","56","10","1","620110056"
"57","57","0","1","10","200000001","57","57","0","1468","57","0","57","57","0","57","57","55","57","57","57","0","49","0","57","57","57","0","201100","0","0","30","17114","57","0","1","57","10","1","620110057"
"58","58","0","1","10","200000001","58","58","0","1508","58","0","58","58","0","58","58","56","58","58","58","0","50","0","58","58","58","0","201100","0","0","30","17835","58","0","1","58","10","1","620110058"
"59","59","0","1","10","200000001","59","59","0","1521","59","0","59","59","0","59","59","57","59","59","59","0","51","0","59","59","59","0","201100","0","0","30","18076","59","0","1","59","10","1","620110059"
"60","60","0","1","10","200000001","60","60","0","1534","60","0","60","60","0","60","60","57","60","60","60","0","51","0","60","60","60","0","201100","0","0","30","18317","60","0","1","60","10","1","620110060"
"61","61","0","1","10","200000001","61","61","0","1548","61","0","61","61","0","61","61","58","61","61","61","0","52","0","61","61","61","0","201100","0","0","30","18557","61","0","1","61","10","1","620110061"
"62","62","0","1","10","200000001","62","62","0","1606","62","0","62","62","0","62","62","59","62","62","62","0","54","0","62","62","62","0","201100","0","0","30","18883","62","0","1","62","10","1","620110062"
"63","63","0","1","10","200000001","63","63","0","1664","63","0","63","63","0","63","63","60","63","63","63","0","56","0","63","63","63","0","201100","0","0","30","19210","63","0","1","63","10","1","620110063"
"64","64","0","1","10","200000001","64","64","0","1722","64","0","64","64","0","64","64","62","64","64","64","0","59","0","64","64","64","0","201100","0","0","30","19536","64","0","1","64","10","1","620110064"
"65","65","0","1","10","200000001","65","65","0","1780","65","0","65","65","0","65","65","63","65","65","65","0","61","0","65","65","65","0","201100","0","0","30","19862","65","0","1","65","10","1","620110065"
"66","66","0","1","10","200000001","66","66","0","1837","66","0","66","66","0","66","66","64","66","66","66","0","63","0","66","66","66","0","201100","0","0","30","20189","66","0","1","66","10","1","620110066"
"67","67","0","1","10","200000001","67","67","0","1895","67","0","67","67","0","67","67","65","67","67","67","0","65","0","67","67","67","0","201100","0","0","30","20515","67","0","1","67","10","1","620110067"
"68","68","0","1","10","200000001","68","68","0","1953","68","0","68","68","0","68","68","67","68","68","68","0","68","0","68","68","68","0","201100","0","0","30","20841","68","0","1","68","10","1","620110068"
"69","69","0","1","10","200000001","69","69","0","2011","69","0","69","69","0","69","69","68","69","69","69","0","70","0","69","69","69","0","201100","0","0","30","21168","69","0","1","69","10","1","620110069"
"70","70","0","1","10","200000001","70","70","0","2069","70","0","70","70","0","70","70","69","70","70","70","0","72","0","70","70","70","0","201100","0","0","30","21494","70","0","1","70","10","1","620110070"
"71","71","0","1","10","200000001","71","71","0","2127","71","0","71","71","0","71","71","70","71","71","71","0","74","0","71","71","71","0","201100","0","0","30","21820","71","0","1","71","10","1","620110071"
"1","1","0","1","10","200000001","1","1","0","52","1","0","1","1","0","1","1","3","1","1","1","0","102","0","1","1","1","0","201200","0","0","30","231","1","0","1","1","10","1","620120001"
"2","2","0","1","10","200000003","2","2","0","24","2","0","2","2","0","2","2","40","2","2","2","0","102","0","2","2","2","0","201200","0","0","30","444","2","0","1","2","10","1","620120002"
"3","3","0","1","10","200000003","3","3","0","63","3","0","3","3","0","3","3","6","3","3","3","0","102","0","3","3","3","0","201200","0","0","30","504","3","0","1","3","10","1","620120003"
"4","4","0","1","10","200000003","4","4","0","92","4","0","4","4","0","4","4","8","4","4","4","0","102","0","4","4","4","0","201200","0","0","30","563","4","0","1","4","10","1","620120004"
"5","5","0","1","10","200000003","5","5","0","126","5","0","5","5","0","5","5","9","5","5","5","0","105","0","5","5","5","0","201200","0","0","30","623","5","0","1","5","10","1","620120005"
"6","6","0","1","10","200000003","6","6","0","135","6","0","6","6","0","6","6","10","6","6","6","0","132","0","6","6","6","0","201200","0","0","30","625","6","0","1","6","10","1","620120006"
"7","7","0","1","10","200000003","7","7","0","145","7","0","7","7","0","7","7","10","7","7","7","0","159","0","7","7","7","0","201200","0","0","30","626","7","0","1","7","10","1","620120007"
"8","8","0","1","10","200000003","8","8","0","154","8","0","8","8","0","8","8","12","8","8","8","0","182","0","8","8","8","0","201200","0","0","30","676","8","0","1","8","10","1","620120008"
"9","9","0","1","10","200000003","9","9","0","164","9","0","9","9","0","9","9","13","9","9","9","0","205","0","9","9","9","0","201200","0","0","30","727","9","0","1","9","10","1","620120009"
