123c823c104e30d980497e72b8037b2a18f7a4adc510e47468aae5fec6d9f7c8,279fa191f61c2e86fc6a557861c256d762f37f74c8f45a9e103c36dd62845824,63ba26b27afdd5c2e88dfeba7959b44a3081fac995f62428ae07f6e3802ce288,fa3c0da423981a88a27355c93113a4939801e69d1890404f8d56e98d33190be3,708fa1024ef23e15180ab90e1c60611dfead80400f6d4c79e0927ebccc8700bc,7e2117030ba4272fd9241e94d0b7f721693ce351e7821cf3b94304aa1d0d42d3,6802983075a14b6313b211f7299ba3415489ecd420e8ce193cb60a07cc99486f,68a0937dd465ce72ee21603b2efdba1968c476520edef01030bb9f6c29d447e8,90bbf59390b3c51f796eb11fb673c080b0cf39333992d41613d4b1013c0dbd62,8e1ef7a801bec0e5e96e8ff5c6ce36373751a4f425fa163a151ecf2003b943e9,dd5f5fd59ae7711c5d61d7884397a5dc2689f05a4b2027f7f5c5265ec4f7ccaa
"2","","-345","124531","","1010804","1010804034","2","-219","","12"
"2","","130","2","","1010804","1010804035","2","-360","","12"
"","","0","2.5","","1010804","1010804036","93","","",""
"","","dsb_idle_surprise1","124531","0.3","1010804","1010804037","3","1","",""
"0","","vo_dsb_4002","vo_dsb_1010804","","1010804","1010804038","21","0","",""
"1","0.2","（她……\n好像一直靜靜的～\n是電擊太強了嗎？）","124531","0","1010804","1010804039","11","10","0","1"
"","","","0","","1010804","1010804040","91","","",""
"","","dsb_talk_wish","124531","0.2","1010804","1010804041","3","1","",""
"0","","vo_dsb_4003","vo_dsb_1010804","","1010804","1010804042","21","0","",""
"1","0.2","客人～\n水溫和電擊程度如何呢～","124531","0","1010804","1010804043","11","10","0","1"
"","","","0","","1010804","1010804044","91","","",""
"","","dsb_idle_wish","124531","0.2","1010804","1010804045","3","1","",""
"","","dsb_kuka_idle_relax","2","0.5","1010804","1010804046","3","1","",""
"","","0","0","","1010804","1010804047","22","","",""
"0.9","","vo_dsb_4004","vo_dsb_1010804","","1010804","1010804048","21","0","",""
"1","0.2","……太、","2","0","1010804","1010804049","11","10","0","1"
"","","","0","","1010804","1010804050","91","","",""
"","","dsb_idle_wish_normal2","124531","0.2","1010804","1010804051","3","1","",""
"0","","vo_dsb_4005","vo_dsb_1010804","","1010804","1010804052","21","0","",""
"1","0.2","太？","124531","0","1010804","1010804053","11","10","0","1"
"","","","0","","1010804","1010804054","91","","",""
"","","dsb_idle_wish_surprise","124531","0.2","1010804","1010804055","3","1","",""
"dsb_kuka_idle_dere2","","dsb_kuka_ecstasy","2","0.3","1010804","1010804056","3","0","0.3","1"
"0","","vo_dsb_4006","vo_dsb_1010804","","1010804","1010804057","21","0","",""
"1","0.2","太舒服了～～！！","2","0","1010804","1010804058","11","10","0","1"
"","","","0","","1010804","1010804059","91","","",""
"","","dsb_idle_wish","124531","0.2","1010804","1010804060","3","1","",""
"","","dsb_kuka_talk_sad_dere","2","0.5","1010804","1010804061","3","1","",""
"0","","vo_dsb_4007","vo_dsb_1010804","","1010804","1010804062","21","0","",""
"1","0.2","這種甜美的酥麻感\n真叫人欲罷不能～♪\n啊噫！唔嗯！啊嗚嗚嗚！","2","0","1010804","1010804063","11","10","0","1"
"","","1","6.2","","1010804","1010804064","93","","",""
"dsb_talk_sad2","","dsb_kuka_electric","2","0","1010804","1010804065","3","0","0.5","1"
"","","","1010804063","","1010804","1010804066","91","","",""
"","","dsb_talk_joy3_nervous","124531","0.2","1010804","1010804067","3","1","",""
"0","","vo_dsb_4008","vo_dsb_1010804","","1010804","1010804068","21","0","",""
"1","0.2","嗯嗯，妳很用心在享受呢～\n雖然感覺\n和享受溫泉不太一樣……\n不過既然妳喜歡那就好☆","124531","0","1010804","1010804069","11","10","0","1"
"","","","0","","1010804","1010804070","91","","",""
"","","dsb_idle_joy3","124531","0.2","1010804","1010804071","3","1","",""
"","","dsb_kuka_wish1","2","0.5","1010804","1010804072","3","1","",""
"0","","vo_dsb_4009","vo_dsb_1010804","","1010804","1010804073","21","0","",""
"1","0.2","小老闆娘！\n再來……再給空花更多刺激！\n請讓空花激烈地麻痺～！！","2","0","1010804","1010804074","11","10","0","1"
"","","1","5","","1010804","1010804075","93","","",""
"","","dsb_kuka_wish2","2","0.2","1010804","1010804076","3","1","",""
"","","","1010804074","","1010804","1010804077","91","","",""
"","","dsb_talk_joy3","124531","0.2","1010804","1010804078","3","1","",""
"0","","vo_dsb_4010","vo_dsb_1010804","","1010804","1010804079","21","0","",""
"1","0.2","我明白了～♪\n嘿～☆","124531","0","1010804","1010804080","11","10","0","1"
"","","","0","","1010804","1010804081","91","","",""
"","","0","0","","1010804","1010804082","22","","",""
"","","se_10044200_homare_movement","se_10044200","","1010804","1010804083","23","0","",""
"","","dsb_kuka_wish3","2","0.2","1010804","1010804084","3","1","",""
"dsb_attack_loop","","dsb_attack_in","124531","0.1","1010804","1010804085","3","0","0","1"
"dsb_attack_loop","","dsb_attack_in","99","0","1010804","1010804086","3","0","0","1"
"","","1","44","","1010804","1010804087","32","","",""
"","","0","1.4","","1010804","1010804088","93","","",""
"","","0","30","","1010804","1010804089","32","","",""
"","","0","43","","1010804","1010804090","32","","",""
"","","1","45","","1010804","1010804091","32","","",""
"","","0","43","","1010804","1010804092","32","","",""
"","","1","46","","1010804","1010804093","32","","",""
"","","20","20","","1010804","1010804094","122","3.1","",""
"","","se_10044200_thunder","se_10044200","","1010804","1010804095","23","0","",""
"0","","vo_dsb_4011","vo_dsb_1010804","","1010804","1010804096","21","0","",""
"0","0","啊啊啊啊啊嗯！！","2","0","1010804","1010804097","11","5","0","0"
"","","0","0.1","","1010804","1010804098","93","","",""
"","","dsb_empty","2","0","1010804","1010804099","3","0","",""
"","","0","3","","1010804","1010804100","93","","",""
"","","20","20","","1010804","1010804101","122","0.5","",""
"","","1","30","","1010804","1010804102","32","","",""
"","","1","43","","1010804","1010804103","32","","",""
"","","0","45","","1010804","1010804104","32","","",""
"","","1","47","","1010804","1010804105","32","","",""
"","","se_10044200_poof","se_10044200","","1010804","1010804106","23","0","",""
"","","dsb_kuka_damage_gaku","2","0","1010804","1010804107","3","1","",""
"","","0","1","","1010804","1010804108","93","","",""
"dsb_talk_surprise","","dsb_attack_out","124531","0.1","1010804","1010804109","3","0","0.2","1"
"dsb_empty","","dsb_attack_out","99","0.1","1010804","1010804110","3","0","0","0"
"0","","vo_dsb_4012","vo_dsb_1010804","","1010804","1010804111","21","0","",""
"1","0.2","啊。\n服務有～點過頭了……\n是嗎？","124531","0","1010804","1010804112","11","10","0","1"
"","","","0","","1010804","1010804113","91","","",""
"","","0","0","","1010804","1010804114","22","","",""
"","","dsb_idle_surprise1","124531","0.2","1010804","1010804115","3","1","",""
"dsb_kuka_damage_dere2_loop","","dsb_kuka_damage_dere2_in","2","0.1","1010804","1010804116","3","0","0","1"
"","","0","0.3","","1010804","1010804117","93","","",""
"","","0","47","","1010804","1010804118","32","","",""
"","","1","48","","1010804","1010804119","32","","",""
"","","se_adv_emote_heart_01","se_adv_emote_heart_01","","1010804","1010804120","23","0","",""
"","","0","1","","1010804","1010804121","93","","",""
"0","","vo_dsb_4013","vo_dsb_1010804","","1010804","1010804122","21","0","",""
"1","0.2","……嘻嘻。\n嘻嘻嘻嘻嘻……\n空花對溫泉……覺醒了……\n流口水。","2","0","1010804","1010804123","11","10","0","1"
"","","","0","","1010804","1010804124","91","","",""
"","","dsb_kuka_damage_dead","2","0.2","1010804","1010804125","3","1","",""
"","","dsb_talk_joy3","124531","0.2","1010804","1010804126","3","1","",""
"0","","vo_dsb_4014","vo_dsb_1010804","","1010804","1010804127","21","0","",""
"1","0.2","太好了～看來妳沒事。\n話說……\n剛才那種威力妳還開心得起來～\n……妳比傳聞中還厲害喔，空花♪","124531","0","1010804","1010804128","11","10","0","1"
"","","","0","","1010804","1010804129","91","","",""
"","","dsb_idle_joy3","124531","0.2","1010804","1010804130","3","1","",""
"","","0","0.3","","1010804","1010804131","93","","",""
"-165","dsb_idle_normal","1","12","2","1010805","1010805001","5","70","0","-345"
"165","dsb_idle_normal_joy","2","3","2","1010805","1010805002","5","70","1","-345"
"0","","1","1","1","1010805","1010805003","31","0","","1"
"0","","3","3","1","1010805","1010805004","31","0","","1"
"0","","4","4","1","1010805","1010805005","31","0","","1"
"0","","10","13","1","1010805","1010805006","31","0","","1"
"0","","20","23","1","1010805","1010805007","31","0","","1"
"-168","","30","33","1","1010805","1010805008","31","155","","1"
"-168","","31","33","1","1010805","1010805009","31","-155","","1"
"","","170","1","","1010805","1010805010","13","","",""
"","","170","2","","1010805","1010805011","13","","",""
"","","","0","","1010805","1010805012","91","","",""
"","","se_10044200_cmn_amb","se_10044200","","1010805","1010805013","23","1","",""
"","","se_10044200_cmn_steam","se_10044200","","1010805","1010805014","23","0","",""
"","","0","6.1","","1010805","1010805015","93","","",""
"","","se_10044200_hotspring_03","se_10044200","","1010805","1010805016","23","1","",""
"","","0","1.4","","1010805","1010805017","93","","",""
"dsb_talk_arm_crossed_joy_loop","","dsb_talk_arm_crossed_joy","2","0.5","1010805","1010805018","3","0","0.5","1"
"0","","vo_dsb_5001","vo_dsb_1010805","","1010805","1010805019","21","0","",""
"1","0.2","呼……\n不愧是精靈之森的藥草。\n身上的疲勞一下子就消除了。","2","0","1010805","1010805020","11","10","0","1"
"","","","0","","1010805","1010805021","91","","",""
"","","dsb_idle_arm_joy_crossed","2","0.5","1010805","1010805022","3","1","",""
"","","dsb_talk_joy3","1","0.5","1010805","1010805023","3","1","",""
"0","","vo_dsb_5002","vo_dsb_1010805","","1010805","1010805024","21","0","",""
"1","0.2","妳喜歡就好～♪\n其實這個藥草上\n還施加了治癒的魔法。","1","0","1010805","1010805025","11","10","0","1"
"","","","0","","1010805","1010805026","91","","",""
"","","dsb_idle_normal","1","0.5","1010805","1010805027","3","1","",""
"","","dsb_talk_arm_crossed_normal2_loop","2","0.5","1010805","1010805028","3","1","",""
"0","","vo_dsb_5003","vo_dsb_1010805","","1010805","1010805029","21","0","",""
"1","0.2","原來如此……\n所以才對消除疲勞這麼有效啊。\n進一步加強原已出色的功效……\n嗯嗯，真有效率！","2","0","1010805","1010805030","11","10","0","1"
"","","","0","","1010805","1010805031","91","","",""
"","","dsb_talk_doya_Ex1_loop","2","0.5","1010805","1010805032","3","1","",""
"0","","vo_dsb_5004","vo_dsb_1010805","","1010805","1010805033","21","0","",""
"1","0.2","多虧妳，我可以充滿幹勁地工作了！\n現在馬上就能打拚！\n我要趕快從浴池裡起來\n去找臨時打工！","2","0","1010805","1010805034","11","10","0","1"
"","","","0","","1010805","1010805035","91","","",""
"","","se_10044200_get_out_water","se_10044200","","1010805","1010805036","23","0","",""
"dsb_stand_up_loop","","dsb_stand_up_in","2","0.2","1010805","1010805037","3","0","0.2","1"
"","","dsb_talk_surprise1_misato","1","0.5","1010805","1010805038","3","1","",""
"0","","vo_dsb_5005","vo_dsb_1010805","","1010805","1010805039","21","0","",""
"1","0.2","哎呀，妳不泡了嗎？\n難得來泡溫泉，\n要不要再好好放鬆一下？","1","0","1010805","1010805040","11","10","0","1"
"","","","0","","1010805","1010805041","91","","",""
"","","dsb_idle_surprise1_misato","1","0.5","1010805","1010805042","3","1","",""
"","","dsb_stand_talk_normal2","2","0.5","1010805","1010805043","3","1","",""
"0","","vo_dsb_5006","vo_dsb_1010805","","1010805","1010805044","21","0","",""
"1","0.2","我的疲勞已經徹底消除了。\n泡太久反而\n會浪費時間。\n時間就是金錢啊！","2","0","1010805","1010805045","11","10","0","1"
"","","","0","","1010805","1010805046","91","","",""
"","","dsb_stand_up_loop","2","0.5","1010805","1010805047","3","1","",""
"","","dsb_talk_sad2_blink2","1","0.5","1010805","1010805048","3","1","",""
"0","","vo_dsb_5007","vo_dsb_1010805","","1010805","1010805049","21","0","",""
"1","0.2","時間就是金錢……\n是呀，\n這樣想也對呢～","1","0","1010805","1010805050","11","10","0","1"
"","","","0","","1010805","1010805051","91","","",""
"","","dsb_talk_worry_misato","1","0.5","1010805","1010805052","3","1","",""
"0","","vo_dsb_5008","vo_dsb_1010805","","1010805","1010805053","21","0","",""
"1","0.2","不過……\n偶爾奢侈地揮霍時間\n也不錯吧？","1","0","1010805","1010805054","11","10","0","1"
"","","","0","","1010805","1010805055","91","","",""
"","","dsb_stand_wish_surprise_idle","2","0.2","1010805","1010805056","3","1","",""
"0","","vo_dsb_5009","vo_dsb_1010805","","1010805","1010805057","21","0","",""
"1","0.2","咦？","2","0","1010805","1010805058","11","10","0","1"
"","","","0","","1010805","1010805059","91","","",""
"","","dsb_talk_wish_nervous","1","0.2","1010805","1010805060","3","1","",""
"0","","vo_dsb_5010","vo_dsb_1010805","","1010805","1010805061","21","0","",""
"1","0.2","不只是身體會累積疲勞。\n要是神經太緊繃，\n心也會疲累的。","1","0","1010805","1010805062","11","10","0","1"
"","","","0","","1010805","1010805063","91","","",""
"","","dsb_misato_talk_sad2_dere","1","0.5","1010805","1010805064","3","1","",""
"0","","vo_dsb_5011","vo_dsb_1010805","","1010805","1010805065","21","0","",""
"1","0.2","治療這種眼睛看不見的地方\n也很重要……\n這是我的想法♪","1","0","1010805","1010805066","11","10","0","1"
"","","","0","","1010805","1010805067","91","","",""
"","","dsb_idle_normal_misato","1","0.5","1010805","1010805068","3","1","",""
"","","dsb_stand_thinking","2","0.2","1010805","1010805069","3","1","",""
"0","","vo_dsb_5012","vo_dsb_1010805","","1010805","1010805070","21","0","",""
"1","0.2","確、確實……\n也可以這麼想。\n都大老遠來到大江戶了，\n也許該好好運用這個機會……","2","0","1010805","1010805071","11","10","0","1"
"","","","0","","1010805","1010805072","91","","",""
"dsb_stand_talk_guts_loop","","dsb_stand_talk_guts","2","0.2","1010805","1010805073","3","0","0.5","1"
"","","0","0","","1010805","1010805074","22","","",""
"0.9","","vo_dsb_5013","vo_dsb_1010805","","1010805","1010805075","21","0","",""
"1","0.2","……也好。\n充分運用大把時間\n讓自己徹底放鬆！\n這也算是必要花費！","2","0","1010805","1010805076","11","10","0","1"
"","","","0","","1010805","1010805077","91","","",""
"","","se_10044200_get_out_water","se_10044200","","1010805","1010805078","23","0","",""
"dsb_stand_sitdown_loop","","dsb_stand_sitdown_in","2","0.5","1010805","1010805079","3","0","0.5","1"
"","","dsb_talk_joy3","1","0.5","1010805","1010805080","3","1","",""
"0","","vo_dsb_5014","vo_dsb_1010805","","1010805","1010805081","21","0","",""
"1","0.2","嗯呵呵，這就對了～\n溫泉就是讓人悠～哉放鬆的地方。\n請慢慢享受♪","1","0","1010805","1010805082","11","10","0","1"
"","","","0","","1010805","1010805083","91","","",""
"","","0","0.3","","1010805","1010805084","93","","",""
"-165","dsb_idle_normal","1","11","2","1010806","1010806001","5","70","0","-345"
"165","dsb_idle_relax","2","8","2","1010806","1010806002","5","70","1","-345"
"0","","1","1","1","1010806","1010806003","31","0","","1"
"0","","3","3","1","1010806","1010806004","31","0","","1"
"0","","4","4","1","1010806","1010806005","31","0","","1"
"0","","10","18","1","1010806","1010806006","31","0","","1"
"0","","20","28","1","1010806","1010806007","31","0","","1"
"-168","","30","38","1","1010806","1010806008","31","155","","1"
"-168","","31","38","1","1010806","1010806009","31","-155","","1"
"","","170","1","","1010806","1010806010","13","","",""
"","","170","2","","1010806","1010806011","13","","",""
"","","","0","","1010806","1010806012","91","","",""
"","","se_10044200_cmn_amb","se_10044200","","1010806","1010806013","23","1","",""
"","","se_10044200_cmn_steam","se_10044200","","1010806","1010806014","23","0","",""
"","","0","6","","1010806","1010806015","93","","",""
"","","se_10044200_hotspring_08","se_10044200","","1010806","1010806016","23","1","",""
"","","0","1.5","","1010806","1010806017","93","","",""
"","","dsb_talk_memory_nervous","2","0.5","1010806","1010806018","3","1","",""
"0","","vo_dsb_6001","vo_dsb_1010806","","1010806","1010806019","21","0","",""
"1","0.2","啊啊啊啊啊～～！\n燃燒！\n我的脂肪在燃燒啊～！","2","0","1010806","1010806020","11","10","0","1"
"","","","0","","1010806","1010806021","91","","",""
"dsb_talk_guts_pain_loop","","dsb_talk_guts_pain","2","0.5","1010806","1010806022","3","0","0.5","1"
"0","","vo_dsb_6002","vo_dsb_1010806","","1010806","1010806023","21","0","",""
"1","0.2","過度勞動的壓力造成的食慾！\n食慾帶來的贅肉！\n這種中飽私囊的自肥行為恕我拒絕！\n讓我痛快地跟你們算總帳吧～！！","2","0","1010806","1010806024","11","10","0","1"
"","","","0","","1010806","1010806025","91","","",""
"","","dsb_idle_guts_pain","2","0.5","1010806","1010806026","3","1","",""
"","","dsb_talk_normal_joy","1","0.5","1010806","1010806027","3","1","",""
"0","","vo_dsb_6003","vo_dsb_1010806","","1010806","1010806028","21","0","",""
"1","0.2","要注意泡溫泉的時間喔。\n因為它燃燒脂肪的效果很好……\n泡過頭可就糟了。","1","0","1010806","1010806029","11","10","0","1"
"","","","0","","1010806","1010806030","91","","",""
"","","dsb_idle_normal","1","0.5","1010806","1010806031","3","1","",""
"","","dsb_talk_normal","2","0.5","1010806","1010806032","3","1","",""
"0","","vo_dsb_6004","vo_dsb_1010806","","1010806","1010806033","21","0","",""
"1","0.2","嗯，嗯！當然了！\n話說……妳能在短時間內\n準備好這樣的溫泉。\n不愧是「獨眼惡魔」呀。","2","0","1010806","1010806034","11","10","0","1"
"","","","0","","1010806","1010806035","91","","",""
"","","dsb_idle_normal","2","0.5","1010806","1010806036","3","1","",""
"","","dsb_talk_sad2_surprise","1","0.5","1010806","1010806037","3","1","",""
"0","","vo_dsb_6005","vo_dsb_1010806","","1010806","1010806038","21","0","",""
"1","0.2","謝謝誇獎。\n雖然……\n我只不過是完成妳的委託而已。","1","0","1010806","1010806039","11","10","0","1"
"","","","0","","1010806","1010806040","91","","",""
"","","dsb_idle_sad_talk1","1","0.5","1010806","1010806041","3","1","",""
"","","dsb_talk_normal_dere2","2","0.5","1010806","1010806042","3","1","",""
"0","","vo_dsb_6006","vo_dsb_1010806","","1010806","1010806043","21","0","",""
"1","0.2","哎呀呀妳真是謙虛。\n要是妳多讓我逮到些弱點，\n我就能輕鬆多了。","2","0","1010806","1010806044","11","10","0","1"
"","","","0","","1010806","1010806045","91","","",""
"","","dsb_idle_normal","2","0.5","1010806","1010806046","3","1","",""
"","","dsb_talk_normal_suprise1","1","0.5","1010806","1010806047","3","1","",""
"0","","vo_dsb_6007","vo_dsb_1010806","","1010806","1010806048","21","0","",""
"1","0.2","我只會讓病患感到輕鬆好過喔。\n不包括做生意的客戶。","1","0","1010806","1010806049","11","10","0","1"
"","","","0","","1010806","1010806050","91","","",""
"","","dsb_idle_normal","1","0.5","1010806","1010806051","3","1","",""
"","","dsb_talk_thinking_dere","2","0.5","1010806","1010806052","3","1","",""
"0","","vo_dsb_6008","vo_dsb_1010806","","1010806","1010806053","21","0","",""
"1","0.2","哎呀呀呀，\n好嚴厲、好可怕。\n嚇得我一身冷汗啊～\n已經汗流如注了……嗯嗯？","2","0","1010806","1010806054","11","10","0","1"
"","","","0","","1010806","1010806055","91","","",""
"","","dsb_talk_worry_anger","2","0.3","1010806","1010806056","3","1","",""
"0","","vo_dsb_6009","vo_dsb_1010806","","1010806","1010806057","21","0","",""
"1","0.2","這流汗量……\n是不是怪怪的？\n就算這泉水的出汗作用\n再怎麼好，這也……","2","0","1010806","1010806058","11","10","0","1"
"","","","0","","1010806","1010806059","91","","",""
"","","dsb_talk_surprise3","2","0.5","1010806","1010806060","3","1","",""
"0","","vo_dsb_6010","vo_dsb_1010806","","1010806","1010806061","21","0","",""
"1","0.2","而且……\n是錯覺嗎？\n總覺得皮膚有種刺痛感……","2","0","1010806","1010806062","11","10","0","1"
"","","","0","","1010806","1010806063","91","","",""
"","","dsb_idle_surprise1_sjhy2","2","0.5","1010806","1010806064","3","1","",""
"","","dsb_talk_nerrvous","1","0.5","1010806","1010806065","3","1","",""
"","","0","0","","1010806","1010806066","22","","",""
"0.9","","vo_dsb_6011","vo_dsb_1010806","","1010806","1010806067","21","0","",""
"1","0.2","……我說，克蕾琪塔。\n妳跑來這裡泡溫泉，\n卻騙秘書說要出差對吧？","1","0","1010806","1010806068","11","10","0","1"
"","","","0","","1010806","1010806069","91","","",""
"","","dsb_idle_normal","1","0.5","1010806","1010806070","3","1","",""
"dsb_shock_credita_loop","","dsb_shock_credita_in","2","0.5","1010806","1010806071","3","0","0.5","1"
"0","","vo_dsb_6012","vo_dsb_1010806","","1010806","1010806072","21","0","",""
"1","0.2","唔唔唔唔呃？\n妳怎麼知道！？","2","0","1010806","1010806073","11","10","0","1"
"","","","0","","1010806","1010806074","91","","",""
"","","dsb_idle_joy_sad","2","0.5","1010806","1010806075","3","1","",""
"","","dsb_talk_normal_joy","1","0.5","1010806","1010806076","3","1","",""
"0","","vo_dsb_6013","vo_dsb_1010806","","1010806","1010806077","21","0","",""
"1","0.2","是秘書委託我的喔？\n……說想懲罰妳\n提出假申請。\n所以……","1","0","1010806","1010806078","11","10","0","1"
"","","","0","","1010806","1010806079","91","","",""
"","","dsb_talk_sad2_talkjoy2","1","0.5","1010806","1010806080","3","1","",""
"0","","vo_dsb_6014","vo_dsb_1010806","","1010806","1010806081","21","0","",""
"1","0.2","我把這座溫泉……\n調得更刺激點了。\n我放了很～多辣椒喔。","1","0","1010806","1010806082","11","10","0","1"
"","","","0","","1010806","1010806083","91","","",""
"","","dsb_idle_sad_talkjoy2","1","0.5","1010806","1010806084","3","1","",""
"dsb_talk_surprise_credita","","dsb_surprise_credita","2","0.5","1010806","1010806085","3","0","0.5","1"
"0","","vo_dsb_6015","vo_dsb_1010806","","1010806","1010806086","21","0","",""
"1","0.2","什麼……！？\n妳居然放了那種東西～！！","2","0","1010806","1010806087","11","10","0","1"
"","","","0","","1010806","1010806088","91","","",""
"","","dsb_idle_joy_sad","2","0.5","1010806","1010806089","3","1","",""
"","","dsb_talk_surprise1_normal2","1","0.5","1010806","1010806090","3","1","",""
"0","","vo_dsb_6016","vo_dsb_1010806","","1010806","1010806091","21","0","",""
"1","0.2","啊，別擔心。\n它確實有燃燒脂肪的效果。\n而且我也常常泡。\n不會危害健康的。","1","0","1010806","1010806092","11","10","0","1"
"","","","0","","1010806","1010806093","91","","",""
"","","dsb_idle_surprise1_sjhy","1","0.5","1010806","1010806094","3","1","",""
"","","dsb_hot_dead","2","0.3","1010806","1010806095","3","1","",""
"0","","vo_dsb_6017","vo_dsb_1010806","","1010806","1010806096","21","0","",""
"1","0.2","就算是這樣……啊啊！！\n眼睛！辣到！眼睛了！\n嗚嗚嗚……可是既然酬勞都付出去了，\n我就必須充分地使用到底～！！！","2","0","1010806","1010806097","11","10","0","1"
"","","","0","","1010806","1010806098","91","","",""
"","","dsb_talk_thinking_surprise","1","0.3","1010806","1010806099","3","1","",""
"0","","vo_dsb_6018","vo_dsb_1010806","","1010806","1010806100","21","0","",""
"1","0.2","不會半途而廢，\n真不愧是生意人……\n這般下定決心地計較損益，\n妳真不是浪得虛名啊……！","1","0","1010806","1010806101","11","10","0","1"
"","","","0","","1010806","1010806102","91","","",""
"","","0","0.3","","1010806","1010806103","93","","",""
"-165","dsb_idle_normal","1","10","2","1010807","1010807001","5","70","0","-345"
"165","dsb_idle_relax_dere2","2","1","2","1010807","1010807002","5","70","1","-345"
"-215","dsb_lago","99","10","2","1010807","1010807003","5","70","0","-350"
"0","","1","1","1","1010807","1010807004","31","0","","1"
"0","","3","3","1","1010807","1010807005","31","0","","1"
"0","","4","4","1","1010807","1010807006","31","0","","1"
"0","","10","11","1","1010807","1010807007","31","0","","1"
"0","","20","21","1","1010807","1010807008","31","0","","1"
"-168","","30","31","1","1010807","1010807009","31","155","","1"
"-168","","31","31","1","1010807","1010807010","31","-155","","1"
"-175","","32","41","1","1010807","1010807011","31","-222","","1"
"","","170","1","","1010807","1010807012","13","","",""
"","","170","2","","1010807","1010807013","13","","",""
"","","","0","","1010807","1010807014","91","","",""
"","","se_10044200_cmn_amb","se_10044200","","1010807","1010807015","23","1","",""
"","","se_10044200_cmn_steam","se_10044200","","1010807","1010807016","23","0","",""
"","","0","6","","1010807","1010807017","93","","",""
"","","se_10044200_hotspring_01","se_10044200","","1010807","1010807018","23","1","",""
"","","0","1.5","","1010807","1010807019","93","","",""
"","","dsb_talk_relax_nervous","2","0.5","1010807","1010807020","3","1","",""
"0","","vo_dsb_7001","vo_dsb_1010807","","1010807","1010807021","21","0","",""
"1","0.2","呼～水溫剛好……♪\n身體放鬆了……\n偶爾泡個溫泉也不錯～","2","0","1010807","1010807022","11","10","0","1"
"","","","0","","1010807","1010807023","91","","",""
"","","dsb_idle_relax_dere2","2","0.5","1010807","1010807024","3","1","",""
"","","dsb_talk_joy3","1","0.5","1010807","1010807025","3","1","",""
"0","","vo_dsb_7002","vo_dsb_1010807","","1010807","1010807026","21","0","",""
"1","0.2","謝謝～☆\n聽妳這麼說，\n身為小老闆娘我也感到很驕傲呢～♪","1","0","1010807","1010807027","11","10","0","1"
"","","","0","","1010807","1010807028","91","","",""
"","","dsb_idle_normal","1","0.5","1010807","1010807029","3","1","",""
"","","dsb_talk_surprise1_joy2","2","0.5","1010807","1010807030","3","1","",""
"0","","vo_dsb_7003","vo_dsb_1010807","","1010807","1010807031","21","0","",""
"1","0.2","嘿，大江戶第一的小老闆娘！\n……呃，是【龍族巢穴】的人！？\n妳怎麼會在這裡！？","2","0","1010807","1010807032","11","10","0","1"
"","","1","3.2","","1010807","1010807033","93","","",""
"","","dsb_talk_surprise2","2","0.5","1010807","1010807034","3","1","",""
"","","","1010807032","","1010807","1010807035","91","","",""
"","","dsb_idle_surprise2","2","0.5","1010807","1010807036","3","1","",""
"","","dsb_talk_joy3","1","0.5","1010807","1010807037","3","1","",""
"0","","vo_dsb_7004","vo_dsb_1010807","","1010807","1010807038","21","0","",""
"1","0.2","哇啊～♪\n是凱留的先裝傻再吐嘈～\n真是如傳聞中犀利的名吐嘈☆","1","0","1010807","1010807039","11","10","0","1"
"","","","0","","1010807","1010807040","91","","",""
"","","dsb_idle_normal","1","0.5","1010807","1010807041","3","1","",""
"","","dsb_talk_sad_shy","2","0.5","1010807","1010807042","3","1","",""
"0","","vo_dsb_7005","vo_dsb_1010807","","1010807","1010807043","21","0","",""
"1","0.2","誰在傳這種事啊！？\n真是……\n如果要傳，我真希望\n是傳些更像樣的事。","2","0","1010807","1010807044","11","10","0","1"
"","","","0","","1010807","1010807045","91","","",""
"","","dsb_idle_sad","2","0.5","1010807","1010807046","3","1","",""
"","","dsb_talk_thinking_joy","1","0.5","1010807","1010807047","3","1","",""
"0","","vo_dsb_7006","vo_dsb_1010807","","1010807","1010807048","21","0","",""
"1","0.2","人嘴封不住呀～\n……凱留應該\n也聽過這裡的傳聞吧？","1","0","1010807","1010807049","11","10","0","1"
"","","","0","","1010807","1010807050","91","","",""
"","","dsb_idle_arm_crossed","1","0.5","1010807","1010807051","3","1","",""
"dsb_talk_arm_crossed_normal2_loop","","dsb_talk_arm_crossed_normal2","2","0.3","1010807","1010807052","3","0","0.5","1"
"0","","vo_dsb_7007","vo_dsb_1010807","","1010807","1010807053","21","0","",""
"1","0.2","算有吧。\n聽說這裡有能恢復魔力的溫泉，\n還有……好像也能讓肌膚更彈嫩？\n我是沒有很在意啦。","2","0","1010807","1010807054","11","10","0","1"
"","","1","5.9","","1010807","1010807055","93","","",""
"","","dsb_talk_arm_crossed_surprise_loop","2","0.5","1010807","1010807056","3","1","",""
"","","","1010807054","","1010807","1010807057","91","","",""
"","","dsb_talk_arm_crossed_joy_loop","2","0.5","1010807","1010807058","3","1","",""
"0","","vo_dsb_7008","vo_dsb_1010807","","1010807","1010807059","21","0","",""
"1","0.2","的確感到魔力\n一點一點在恢復……\n這泉水黏黏滑滑的，\n感覺對皮膚也很好。","2","0","1010807","1010807060","11","10","0","1"
"","","","0","","1010807","1010807061","91","","",""
