1735dfcfbaed6bb4afe904a3e130c88349208b250ae889666fe9d8654dc35b08,36426c3fa9d221dbcff4825a87efe3db395f12d56d9820a4baf3036a3463dabd,b56a3cb2292bbef4f2227bde4e9c57837501b2740dac094e09f9c3414a941d5d,bd2c9565040d22ad2aa0663da64ada910078c9418e104a308a6f79899c28cbee,0c92a4da2fccb4186bcb72b31e7f99740ce0a6a2e314179302f95ccfb4214b86,442ea8d451490188302011987bf1ed023a98c70f648fbeddc30e4bff83ebfaca,8dba5bbeacd199c99df25c85c47fb78960a95e962ab82b645f4d356e955fb64d,a0bce7be888d814206e0f971fbdf7958799bf989e377fa51b64e6e32c05b907c,389b7063c8d1f1992d2dcc794586db4cf41869f5fa68d031337f8f987a9d5b33,c429d0b14e6ecc2e5497ff77c0835758d5c6393ab9287836f2dd5863cfee221f,af5d47237f754e08a14e5cd36a1f69eab190899ea8d01b4557f490003faf419c
"12030035","1","3","","0.5","","","3","nyx_203_yukari_03","203",""
"12030036","1","103431","","0.5","","","3","nyx_203_yukari_03","203",""
"12030037","10","103431","","","","","11","嘿咻～多喝一點～\n嗯呵呵～麥酒可是\n無所不能的啦～♪","203",""
"12030038","","0","","","","","91","","203",""
"12030039","","0.1","","","","","93","","203",""
"12030040","0","3","","0.2","nyx_203_yukari_05","1","3","nyx_203_yukari_06","203",""
"12030041","0","103431","","0.2","nyx_203_yukari_05","1","3","nyx_203_yukari_06","203",""
"12030042","","0.5","","","","","93","","203",""
"12030043","0","103231","0.2","0.2","nyx_cmn_05","1","3","nyx_lookup","203",""
"12030044","","2","","","","","93","","203",""
"12030045","1","103231","","","","","12","1","203",""
"12030046","","3","","","","","4","1","203",""
"12030047","","103431","","","","","4","1","203",""
"12030048","0","3","","0.2","","","3","nyx_203_yukari_04","203",""
"12030049","0","103431","","0.2","","","3","nyx_203_yukari_04","203",""
"12030050","-10","3","","","0.67","0","2","-245","203",""
"12030051","-10","103431","","","0.67","0","2","-245","203",""
"12030052","","0.67","","","","","93","","203",""
"12030053","","0.83","","","","","93","","203",""
"12030054","-10","3","","","0.5","0","2","-265","203",""
"12030055","-10","103431","","","0.5","0","2","-265","203",""
"12030056","","0.5","","","","","93","","203",""
"12030057","-10","3","","","0.67","0","2","-328","203",""
"12030058","-10","103431","","","0.67","0","2","-328","203",""
"12030059","1","103231","","0.2","","","3","nyx_cmn_04","203",""
"12030060","0","104831","0.2","0.2","nyx_idle_sad","1","3","nyx_lookup","203",""
"12030061","","0.67","","","","","93","","203",""
"12030062","-10","3","","","0.67","0","2","-330","203",""
"12030063","-10","103431","","","0.67","0","2","-330","203",""
"12030064","","0.67","","","","","93","","203",""
"12030065","0","3","","0.2","nyx_203_yukari_06","1","3","nyx_203_yukari_05","203",""
"12030066","0","103431","","0.2","nyx_203_yukari_06","1","3","nyx_203_yukari_05","203",""
"12030067","","0.66","","","","","93","","203",""
"12030068","1","104831","","","","","12","12","203",""
"12030069","","2","","","","","93","","203",""
"12030070","1","103431","","","","","12","9","203",""
"12030071","0","104631","0.2","0.2","nyx_talk_sad","1","3","nyx_lookup","203",""
"12030072","","3","","","","","4","0","203",""
"12030073","","103431","","","","","4","0","203",""
"12030074","0","3","","0.2","","","3","nyx_203_yukari_04","203",""
"12030075","0","103431","","0.2","","","3","nyx_203_yukari_04","203",""
"12030076","-10","3","","","0.67","0","2","-285","203",""
"12030077","-10","103431","","","0.67","0","2","-285","203",""
"12030078","","0.67","","","","","93","","203",""
"12030079","","0.83","","","","","93","","203",""
"12030080","-10","3","","","0.5","0","2","-265","203",""
"12030081","-10","103431","","","0.5","0","2","-265","203",""
"12030082","","0.5","","","","","93","","203",""
"12030083","-10","3","","","0.67","0","2","-202","203",""
"12030084","-10","103431","","","0.67","0","2","-202","203",""
"12030085","1","104631","","","","","12","5","203",""
"12030086","","0.67","","","","","93","","203",""
"12030087","-10","3","","","0.67","0","2","-200","203",""
"12030088","-10","103431","","","0.67","0","2","-200","203",""
"12030089","","0.67","","","","","93","","203",""
"12030090","1","3","","0.2","","","3","nyx_203_yukari_05","203",""
"12030091","1","103431","","0.2","","","3","nyx_203_yukari_05","203",""
"12030092","","0.66","","","","","93","","203",""
"12030093","1","104631","","0.2","","","3","nyx_idle_sad","203",""
"12030094","1","103431","","","","","12","6","203",""
"12030095","","3","","","","","4","0","203",""
"12030096","","103431","","","","","4","0","203",""
"12030097","","1","","","","","93","","203",""
"12030098","","12030039","","","","","101","","203",""
"12040001","110","1","1","1.2","121.8","28.5","1","104831","204","nyx_204_mifuyu_01"
"12040002","120","2","1","1.2","121.8","28.5","5","2","204","nyx_204_mifuyu_01"
"12040003","110","1","0","1.2","-278","-286.1","1","103431","204","nyx_idle_normal"
"12040004","140","1","1","1.2","283.5","-286.1","1","104631","204","nyx_idle_normal"
"12040005","110","1","0","1.2","-413","-286.1","1","103231","204","nyx_idle_normal"
"12040006","0","2","","1","0","1","31","1","204",""
"12040007","130","3","0","1.2","109","-278","5","3","204","nyx_yagura_up_harf"
"12040008","-111","14","","1","34","1","31","2","204",""
"12040009","","bgm_M347","","","","","25","bgm_M347","204",""
"12040010","","2","","","","","93","","204",""
"12040011","1","104831","","0.2","","","3","nyx_204_mifuyu_01","204",""
"12040012","1","2","","0.2","","","3","nyx_204_mifuyu_01","204",""
"12040013","10","104831","","0","","","11","終於……\n完成了呢……","204",""
"12040014","","0.2","","","","","93","","204",""
"12040015","0","104631","0.2","0.2","nyx_204_akino_01_loop","1","3","nyx_lookup","204",""
"12040016","","0.5","","","","","93","","204",""
"12040017","1","104831","","0.2","","","3","nyx_204_mifuyu_02","204",""
"12040018","1","2","","0.2","","","3","nyx_204_mifuyu_02","204",""
"12040019","","12040013","","","","","91","","204",""
"12040020","10","104831","","0","","","11","比起設計階段\n很明顯地增加了\n許多功能呢……","204",""
"12040021","","1.5","","","","","93","","204",""
"12040022","0","103431","0.2","0.2","nyx_lookup_loop","1","3","nyx_lookup","204",""
"12040023","","12040020","","","","","91","","204",""
"12040024","","0.2","","","","","93","","204",""
"12040025","0","103231","","0.2","","","3","nyx_204_akino_01","204",""
"12040026","10","103231","","","","","11","很驚訝對吧！\n這正是我們點子的\n心血結晶！","204",""
"12040027","","1","","","","","93","","204",""
"12040028","1","103231","","0.2","","","3","nyx_204_akino_02","204",""
"12040029","","12040026","","","","","91","","204",""
"12040030","","0.5","","","","","93","","204",""
"12040031","10","104831","","0","","","11","是啊，我是很驚訝……\n沒想到妳們竟然會\n恣意妄為成這樣子","204",""
"12040032","","0.2","","","","","93","","204",""
"12040033","1","104831","0.2","0.2","","","3","nyx_204_mifuyu_03","204",""
"12040034","1","2","0.2","0.2","","","3","nyx_204_mifuyu_03","204",""
"12040035","","3","","","","","93","","204",""
"12040036","","12040031","","","","","91","","204",""
"12040037","1","104631","","","","","3","nyx_talk_sad","204",""
"12040038","10","104631","","","","","11","為、為什麼\n妳在發抖喵？\n美冬…","204",""
"12040039","","0","","","","","91","","204",""
"12040040","0","104831","0.3","0.3","nyx_204_mifuyu_05","1","3","nyx_204_mifuyu_04","204",""
"12040041","0","2","0.3","0.3","nyx_204_mifuyu_05","1","3","nyx_204_mifuyu_04","204",""
"12040042","10","104831","","0","","","11","這不是當然的嗎！\n這一堆毫無用處的\n功能是怎麼回事！","204",""
"12040043","","0.6","","","","","93","","204",""
"12040044","0","104631","0.2","0.3","nyx_idle_surprise2","1","3","cmn_shock_def_N","204",""
"12040045","0","103431","0.2","0.3","nyx_idle_sad","1","3","cmn_shock_def_N","204",""
"12040046","0","103231","0.2","0.3","nyx_idle_surprise1","1","3","cmn_shock_def_N","204",""
"12040047","","1.5","","","","","93","","204",""
"12040048","","12040042","","","","","91","","204",""
"12040049","10","104831","","0","","","11","不管怎麼看都是\n滿滿的浪費……\n太沒有效率了……！","204",""
"12040050","","0","","","","","91","","204",""
"12040051","1","103431","0.3","0.3","","","3","nyx_talk_sad","204",""
"12040052","10","103431","","","","","11","冷、冷靜一點\n美冬……\n這也沒有辦法嘛……","204",""
"12040053","","0","","","","","91","","204",""
"12040054","10","104831","","0","","","11","看到這個\n我怎麼可能還\n冷靜得下來啦～！","204",""
"12040055","","2.7","","","","","93","","204",""
"12040056","1","103431","0.3","0.3","","","3","nyx_cmn_03","204",""
"12040057","0","104831","0.3","0.3","nyx_204_mifuyu_06","1","3","nyx_204_mifuyu_07","204",""
"12040058","0","2","0.3","0.3","nyx_204_mifuyu_06","1","3","nyx_204_mifuyu_07","204",""
"12040059","","12040052","","","","","91","","204",""
"12040060","","0.5","","","","","93","","204",""
"12040061","1","103431","","","","","4","0","204",""
"12040062","","0.5","","","","","93","","204",""
"12040063","1","103431","","","","","12","2","204",""
"12040064","","1.5","","","","","93","","204",""
"12040065","1","104631","","","","","12","17","204",""
"12040066","1","104631","0.3","0.3","","","3","nyx_talk_sad","204",""
"12040067","","1.5","","","","","93","","204",""
"12040068","1","103431","","","","","4","1","204",""
"12040069","1","104631","0.3","0.3","","","3","nyx_idle_sad","204",""
"12040070","","0.2","","","","","93","","204",""
"12040071","1","103231","","","","","12","7","204",""
"12040072","0","103231","0.2","0.3","cmn_pose02_def_N","1","3","nyx_talk_joy1","204",""
"12040073","","0.1","","","","","93","","204",""
"12040074","1","103431","0.3","0.3","","","3","nyx_talk_sad","204",""
"12040075","","2","","","","","93","","204",""
"12040076","1","104831","","","","","12","15","204",""
"12040077","","2","","","","","93","","204",""
"12040078","","12040061","","","","","101","1","204",""
"13010001","110","1","0","1.2","-135","-277","1","111031","301","nyx_301_yuni_01"
"13010002","0","3","","1","0","1","31","1","301",""
"13010003","40","17","","1","-195","1","31","2","301",""
"13010004","40","18","","0","-195","1","31","3","301",""
"13010005","40","19","","0","-195","1","31","4","301",""
"13010006","","bgm_M347","","","","","25","bgm_M347","301",""
"13010007","","2","","","","","93","","301",""
"13010008","10","111031","","","","","11","好朋友X……\n那個真的是\n浪漫的結晶啊……","301",""
"13010009","","0","","","","","91","1","301",""
"13010010","10","111031","","","","","11","由那創新之中所獲得\n的刺激應該以有形的\n方式留存下來才對…","301",""
"13010011","","0","","","","","91","1","301",""
"13010012","","0.6","","","","","93","","301",""
"13010013","1","111031","","0.2","","","3","nyx_103_yuni_02","301",""
"13010014","10","111031","","","","","11","綜上所述\n本來我是打算來蒐集\n好朋友X的殘骸的","301",""
"13010015","","0","","","","","91","1","301",""
"13010016","0","111031","0.2","0.2","nyx_idle_normal","","3","cmn_pose02_def_N","301",""
"13010017","10","111031","","","","","11","但如果只是修理這些\n並單純組裝起來的話\n也不過是仿造品罷了","301",""
"13010018","","0","","","","","91","1","301",""
"13010019","0","111031","","0.2","nyx_103_yuni_04","1","3","nyx_103_yuni_03","301",""
"13010020","10","111031","","","","","11","我要做些個人修改\n像是將機體縮小及\n改良各種功能","301",""
"13010021","","0","","","","","91","1","301",""
"13010022","1","111031","","0.2","","","3","cmn_pose02_def_N","301",""
"13010023","10","111031","","","","","11","嗯，也就是說\n鯛魚燒加上\n麥酒……","301",""
"13010024","","0","","","","","91","","301",""
"13010025","","0.5","","","","","93","","301",""
"13010026","1","111031","","0.2","","","3","nyx_301_yuni_03","301",""
"13010027","10","111031","","","","","11","不對，說到底\n為什麼鯛魚燒和麥酒\n會被裝進去呢","301",""
"13010028","","0","","","","","91","1","301",""
"13010029","10","111031","","","","","11","……真是令人費解啊\n看來似乎有必要先從\n這點開始思考起呢","301",""
"13010030","","0","","","","","91","1","301",""
"13010031","1","111031","","0.2","","","3","nyx_301_yuni_01","301",""
"13010032","10","111031","","","","","11","這是何等的難題啊\n我那對知識的探求心\n蠢蠢欲動了起來","301",""
"13010033","","0","","","","","91","","301",""
"13010034","","2","","","","","93","","301",""
"13010035","","111031","","","","","4","1","301",""
"13010036","1","111031","","0.2","","","3","cmn_walk_def_N","301",""
"13010037","-277","111031","","","1.5","","2","-230","301",""
"13010038","","1.5","","","","","93","","301",""
"13010039","0","111031","0.2","0.2","nyx_idle_normal","1","3","nyx_301_yuni_02","301",""
"13010040","","3","","","","","93","","301",""
"13010041","","111031","","","","","4","0","301",""
"13010042","1","111031","","0.2","","","3","cmn_walk_def_N","301",""
"13010043","-277","111031","","","1.5","","2","-95","301",""
"13010044","","1.5","","","","","93","","301",""
"13010045","1","111031","","","","","12","12","301",""
"13010046","0","111031","0.2","0.2","nyx_idle_normal","1","3","nyx_301_yuni_02","301",""
"13010047","","0.4","","","","","93","","301",""
"13010048","","3","","","","","32","1","301",""
"13010049","","2.6","","","","","93","","301",""
"13010050","","111031","","","","","4","1","301",""
"13010051","1","111031","","0.2","","","3","cmn_walk_def_N","301",""
"13010052","-277","111031","","","1.5","","2","-230","301",""
"13010053","","1.5","","","","","93","","301",""
"13010054","1","111031","","","","","12","13","301",""
"13010055","0","111031","0.2","0.2","nyx_idle_normal","1","3","nyx_301_yuni_02","301",""
"13010056","","3","","","","","93","","301",""
"13010057","","111031","","","","","4","0","301",""
"13010058","1","111031","","0.2","","","3","cmn_walk_def_N","301",""
"13010059","-277","111031","","","1.5","","2","-95","301",""
"13010060","","1.5","","","","","93","","301",""
"13010061","0","111031","0.2","0.2","nyx_idle_normal","1","3","nyx_301_yuni_02","301",""
"13010062","","0.4","","","","","93","","301",""
"13010063","","4","","","","","32","1","301",""
"13010064","","2.6","","","","","93","","301",""
"13010065","","111031","","","","","4","1","301",""
"13010066","1","111031","","0.2","","","3","cmn_walk_def_N","301",""
"13010067","-277","111031","","","1.5","","2","-230","301",""
"13010068","","1.5","","","","","93","","301",""
"13010069","0","111031","0.2","0.2","nyx_idle_normal","1","3","nyx_301_yuni_02","301",""
"13010070","","3","","","","","93","","301",""
"13010071","","111031","","","","","4","0","301",""
"13010072","1","111031","","0.2","","","3","cmn_walk_def_N","301",""
"13010073","-277","111031","","","4","","2","165","301",""
"13010074","","4","","","","","93","","301",""
"13010075","1","111031","","","","","12","12","301",""
"13010076","0","111031","0.2","0.2","nyx_idle_normal","1","3","nyx_301_yuni_02","301",""
"13010077","","3","","","","","93","","301",""
"13010078","","111031","","","","","4","1","301",""
"13010079","1","111031","","0.2","","","3","cmn_walk_def_N","301",""
"13010080","-277","111031","","","4","","2","-230","301",""
"13010081","","4","","","","","93","","301",""
"13010082","1","111031","","","","","12","17","301",""
"13010083","0","111031","0.2","0.2","nyx_idle_normal","1","3","cmn_pose02_def_N","301",""
"13010084","","4","","","","","93","","301",""
"13010085","","111031","","","","","4","0","301",""
"13010086","1","111031","","0.2","","","3","cmn_walk_def_N","301",""
"13010087","-277","111031","","","4","","2","165","301",""
"13010088","","4","","","","","93","","301",""
"13010089","0","111031","0.2","0.2","nyx_303_yuni_01","0","3","nyx_301_yuni_02","301",""
"13010090","","2.4","","","","","93","","301",""
"13010091","1","111031","","","","","12","7","301",""
"13010092","","1.6","","","","","93","","301",""
"13010093","","111031","","","","","4","1","301",""
"13010094","1","111031","","0.2","","","3","cmn_walk_def_N","301",""
"13010095","-277","111031","","","4","","2","-230","301",""
"13010096","","4","","","","","93","","301",""
"13010097","1","111031","","","","","12","2","301",""
"13010098","0","111031","0.2","0.2","cmn_pose02_def_N","1","3","nyx_301_yuni_02","301",""
"13010099","","4","","","","","93","","301",""
"13010100","","13010071","","","","","101","","301",""
"13020001","110","1","1","1.2","4000","-277","1","111031","302","nyx_idle_normal"
"13020002","120","2","1","1.2","-200","-277","5","2","302","NoItem"
"13020003","0","3","","1","0","1","31","1","302",""
"13020004","-110","20","","0","-240","1","31","3","302",""
"13020005","40","21","","1","-195","1.2","31","4","302",""
"13020006","","bgm_M347","","","","","25","bgm_M347","302",""
"13020007","","2","","","","","93","","302",""
"13020008","0","111031","0.2","","nyx_idle_normal","1","3","nyx_302_yuni_01","302",""
"13020009","-277","111031","","","0","","2","-200","302",""
"13020010","-279","2","","","0","","2","-200","302",""
"13020011","10","111031","","","","","11","……噗哈～！","302",""
"13020012","","0","","","","","93","","302",""
"13020013","","3","","","","","32","1","302",""
"13020014","","13020011","","","","","91","","302",""
"13020015","10","111031","","","","","11","不行不行\n差一點就要被埋在\n這堆材料山裡了","302",""
"13020016","","0","","","","","91","","302",""
"13020017","0","2","","0.2","NoItem","1","3","nyx_302_yuni_02","302",""
"13020018","0","111031","0.2","0.2","nyx_idle_normal","1","3","nyx_302_yuni_02","302",""
"13020019","10","111031","","","","","11","只不過因禍得福，\n竟然讓我意外地找到\n一直在找的零件","302",""
"13020020","","5","","","","","93","","302",""
"13020021","","111031","","","","","4","0","302",""
"13020022","1","111031","","0.2","","","3","nyx_cmn_03","302",""
"13020023","10","111031","","","","","11","唔嗯…還真是僥倖\n事已至此，那我就\n再潛航看看吧……","302",""
"13020024","","0","","","","","91","","302",""
"13020025","1","111031","","0.2","","","3","nyx_301_yuni_01","302",""
"13020026","10","111031","","","","","11","這種名為素材潛水的\n全新探索之旅意外的\n是件挺有意義的事呢","302",""
"13020027","","0","","","","","91","1","302",""
"13020028","10","111031","","","","","11","反正萬一溺水的話\n一定會有學弟妹\n注意到我的吧","302",""
"13020029","","0","","","","","91","1","302",""
"13020030","0","111031","","0.2","nyx_302_yuni_04","1","3","nyx_302_yuni_03","302",""
"13020031","10","111031","","","","","11","沒有辦法了\n我要上啦！","302",""
"13020032","","0","","","","","91","1","302",""
"13020033","","1.5","","","","","93","","302",""
"13020034","10","111031","","","","","11","唔。鑽得太深了\n看來……要出不去了！\n快來人！快來人啊！","302",""
"13020035","","0","","","","","91","","302",""
"13020036","","6","","","","","93","","302",""
"13020037","1","111031","","","","","12","2","302",""
"13020038","","4","","","","","93","","302",""
"13020039","1","111031","","","","","12","4","302",""
"13020040","","4","","","","","93","","302",""
"13020041","","13020036","","","","","101","","302",""
"13030001","110","1","1","1.2","49","-221.5","1","111031","303","nyx_303_yuni_07"
"13030002","0","4","","1","0","1","31","1","303",""
"13030003","","bgm_M347","","","","","25","bgm_M347","303",""
"13030004","","2","","","","","93","","303",""
"13030005","10","111031","","","","","11","唔嗯，整個過程雖然\n一波三折……但最後\n總算順利完成了呢","303",""
"13030006","","0","","","","","91","","303",""
"13030007","1","111031","","0.2","","","3","nyx_303_yuni_01_noshadow","303",""
"13030008","10","111031","","","","","11","哼哼哼……最終成果\n真是讓我心滿意足……","303",""
"13030009","","0","","","","","91","","303",""
"13030010","10","111031","","","","","11","外觀的完成度\n自然是無需多言\n值得一提的是功能面","303",""
"13030011","","0","","","","","91","","303",""
"13030012","1","111031","","0.2","","","3","nyx_303_yuni_03","303",""
"13030013","10","111031","","","","","11","來試著進行一下\n動作的測試吧","303",""
"13030014","","0","","","","","91","","303",""
"13030015","0","111031","0.2","0.2","nyx_303_yuni_04","1","3","nyx_303_yuni_02","303",""
"13030016","","3","","","","","93","","303",""
"13030017","1","111031","","0.2","","","3","nyx_303_yuni_07","303",""
"13030018","10","111031","","","","","11","嗯……\n映出表情的功能\n似乎沒有問題呢","303",""
"13030019","","0","","","","","91","","303",""
"13030020","0","111031","0.2","0.2","nyx_303_yuni_04","1","3","nyx_303_yuni_09","303",""
"13030021","10","111031","","","","","11","接下來要測試\n哪一個功能呢……","303",""
"13030022","","0","","","","","91","","303",""
"13030023","","0.5","","","","","93","","303",""
"13030024","10","111031","","","","","11","總而言之先隨便按\n幾個開關……哎呀\n這個按鈕可不行呢","303",""
"13030025","","1.5","","","","","93","","303",""
"13030026","0","111031","","0.2","","","3","nyx_303_yuni_02","303",""
"13030027","","1","","","","","93","","303",""
"13030028","0","111031","","0.2","nyx_303_yuni_05","1","3","nyx_303_yuni_06","303",""
"13030029","","2","","","","","93","","303",""
"13030030","10","111031","","","","","11","……好險好險\n差一點就要\n啟動自爆裝置了","303",""
"13030031","","0.1","","","","","93","","303",""
"13030032","1","111031","","0.2","","","3","nyx_303_yuni_08","303",""
"13030033","","13030030","","","","","91","","303",""
"13030034","","2","","","","","93","","303",""
"13030035","0","111031","0.2","0.2","nyx_303_yuni_04","1","3","nyx_303_yuni_09","303",""
"13030036","","2","","","","","93","","303",""
"13030037","0","111031","0.2","0.2","nyx_303_yuni_03","1","3","nyx_303_yuni_02","303",""
"13030038","","1.8","","","","","93","","303",""
"13030039","1","111031","","","","","12","6","303",""
"13030040","","3.2","","","","","93","","303",""
"13030041","0","111031","0.2","0.2","nyx_303_yuni_04","1","3","nyx_303_yuni_09","303",""
"13030042","","2","","","","","93","","303",""
"13030043","0","111031","0.2","0.2","nyx_303_yuni_08","1","3","nyx_303_yuni_02","303",""
"13030044","","1.8","","","","","93","","303",""
"13030045","1","111031","","","","","12","2","303",""
"13030046","","1.2","","","","","93","","303",""
"13030047","","13030034","","","","","101","","303",""
