8706fe3978cfe774430d4726e338c5a58fc3af29f756f386423dc4de5042ddae,afd9e215481a04e4b72e5a691acdc48921e07249ad382130551eaf95a74396ea,a26549cb17fb2acafb42166798ebffe8c115faed81aece2297998ac5aee7705f,af61a1c70b3558f897c384c5e3619986f9ecfe341b1ada6627379c0fd7818a06,1d8718741495607379ae98d6e528ed1a75cf0b06be927753d952981702d25ae0,1ff524fe32d61aafc252e61d16320f87ee4b2b01ce4a4f4b1780ed4ae56b0988,99a276a08cb62052276224e618c7f7b0cc04d68aba2809d4cd2504a00b948dff,112f1dcb0aa8858b495dadc745dea993ac0fe99b4db13fa7727c3fbb46e6d850,c460890f91e7fe91111697c690ae7049785baf89fadc19adee5d6137f774ddcc,8faf1b5de1a8e2f5cf476bfd73caca0cb763f32d9664eb4761f1c49ec106ed18,374b7a4e4fd930fd0cac7bc63065a53d570a24ce1b3a9231769d5cca88ee575e,84dce9beaf5b7a397ed2e5e587def0d918f273df620a4d149f4834193b2d1669,14cc9c8da387ff568203ac3f141cd165ea68eb305055c006f305bbf91802df8a,ef6e862aba5f550947d98324d96f21e577506ef243b41ad327b8ab6d91ed43cb,eaa65831f088da572f25369e699cf4f9b5e9cfd74a2f6ba5e1bf1053f5297431,7b1737f8d4962733cf607de291faccddd3d7a446927a87f9fe9652f7c06a333f,f7e04f3351abf32608ec5ef807975cf36fc3d088b77a8989b65b2513b56abfe7,cb0c1ae806535eb00a670e009a4ce85783d9a234d47b3b272cae8df84f344b26,5aec5a4a105f041c2e0380a5f92788cce4e52216a44bf5c2b85c4d1d3b5abde8,d43a426ad8fa2a4bb69e911ecec9e54bedae8c49c6a3d14ac65b3bd6f65ed6b8,f63212154c2960b8142e03f3e1ef51feaa45b675fd63567602efd6e50e0b154f,607de7e3b48d6cfc6cabe57a0d1a330bcb09f0e935dc6d7b0f61a84af584f64d,c37299840803daea43d714b5d69194a2eb06cf14b6f021bba8268021542f653a,b8bab72724f95026dfc9b1e6333542a507c0f2bda269e6ca4c4bf83b6b118bff,184c450737bb572eaa34ea40f48714892b9120cf7fff75c947bb7f31964f6083,d4c2f7c386403c84ed4507740ab4e33f386a1ccd06886160ffc076a8355ac95b,efcba34ea4a4ee76a813c0dcca61f5e44e660150a4f9534adb543e40c77fc968,a3c26955614e687686941012ccc7a4d84e9fbde27a17e6848d98e1aff02b26d8,bcc6f90dfeedb5df3dfd827d7bc5555553fb1ffb328f9709c70d80da7b4e9543,92312d5cc0a8a3bbbba17b613f4585433a22397eca23d592b87ecdb6df739bcb,42d64450b76bf6bd5616e1055647f5f77c277bac2527a87005077cd73ab660ca,be95d3a7b2633d8a17bc7972df87c531c2c45560194b49db547283540f678f63,3ddfeb1a242df0037f6eeb525f0e4e4975db7d7b8df00711027ef467c60b65b6,6fad37545b52b65c8daabee2938ec9ba0bf406596311ecc03ef6534dfa75472e,3d3da56fe501a70c31939464a493c684651e3c3168183cc63e1e3581cbe64cb4,0773e09b0f140e3c1ccc75a3a56e8e6b17ad8dc13dcfad7c8ef7cac52d57dd6c,72b65ae4d740192e152524f2b5e49bb6bfa4392af9e4a432e67ece780cad43c7,41c28e420a557e7b2f3c45e7fefae969efd2f4b340c242ef64c9f4f83accb3a3,dcd5970e9ca01d72594e8fb584424e133484b836aaaac75680c1e8e88b8f4dc7
"10250105","1","1.4","401044141","0","1004203","1004101","80","1004201","1","1000000","1","1004102","10250103","1.2","1004103","710011","0.03","1.3","401044121","0","10250104","401044131","10250101","1.5","1004202","1025","10250102","1004205","1004204","401044151","1004105","401044111","1004104","1","1001301","1","1","1.2"
"10250105","2","1.4","401044141","0","1004208","1004106","81","1004206","2","1000000","3","1004107","10250103","1.2","1004108","710011","0.03","1.3","401044121","0","10250104","401044131","10250101","1.5","1004207","1025","10250102","1004210","1004209","401044151","1004110","401044111","1004109","1","1001303","1","1","1.2"
"10250105","4","1.9","401044191","0","1004208","1004106","82","1004206","4","1000000","10","1004107","10250103","1.6","1004108","710011","0.06","1.8","401044171","0","10250104","401044181","10250101","2","1004207","1025","10250102","1004210","1004209","401044201","1004110","401044161","1004109","2","1001303","1","2","1.6"
"10250105","11","2.4","401044241","0","1004208","1004106","83","1004206","11","1000000","34","1004107","10250103","2","1004108","710011","0.06","2.4","401044221","0","10250104","401044231","10250101","2.6","1004207","1025","10250102","1004210","1004209","401044251","1004110","401044211","1004109","2","1001303","1","3","2"
"10250105","35","3.8","401044291","0","1004208","1004106","84","1004206","35","1000000","-1","1004107","10250103","3.5","1004108","710011","0.06","3.7","401044271","0","10250104","401044281","10250101","4","1004207","1025","10250102","1004210","1004209","401044301","1004110","401044261","1004109","2","1001303","1","4","3.5"
"10260105","1","1.4","401044491","0","1004203","1004101","85","1004201","1","1000000","1","1004102","10260103","1.2","1004103","710021","0.03","1.3","401044471","0","10260104","401044481","10260101","1.5","1004202","1026","10260102","1004205","1004204","401044501","1004105","401044461","1004104","1","1001301","1","1","1.2"
"10260105","2","1.4","401044491","0","1004208","1004106","86","1004206","2","1000000","3","1004107","10260103","1.2","1004108","710021","0.03","1.3","401044471","0","10260104","401044481","10260101","1.5","1004207","1026","10260102","1004210","1004209","401044501","1004110","401044461","1004109","1","1001303","1","1","1.2"
"10260105","4","1.9","401044541","0","1004208","1004106","87","1004206","4","1000000","10","1004107","10260103","1.6","1004108","710021","0.06","1.8","401044521","0","10260104","401044531","10260101","2","1004207","1026","10260102","1004210","1004209","401044551","1004110","401044511","1004109","2","1001303","1","2","1.6"
"10260105","11","2.4","401044591","0","1004208","1004106","88","1004206","11","1000000","34","1004107","10260103","2","1004108","710021","0.06","2.4","401044571","0","10260104","401044581","10260101","2.6","1004207","1026","10260102","1004210","1004209","401044601","1004110","401044561","1004109","2","1001303","1","3","2"
"10260105","35","3.8","401044641","0","1004208","1004106","89","1004206","35","1000000","-1","1004107","10260103","3.5","1004108","710021","0.06","3.7","401044621","0","10260104","401044631","10260101","4","1004207","1026","10260102","1004210","1004209","401044651","1004110","401044611","1004109","2","1001303","1","4","3.5"
"10270105","1","1.4","401044841","0","1004203","1004101","90","1004201","1","1000000","1","1004102","10270103","1.2","1004103","710031","0.03","1.3","401044821","0","10270104","401044831","10270101","1.5","1004202","1027","10270102","1004205","1004204","401044851","1004105","401044811","1004104","1","1001301","1","1","1.2"
"10270105","2","1.4","401044841","0","1004208","1004106","91","1004206","2","1000000","3","1004107","10270103","1.2","1004108","710031","0.03","1.3","401044821","0","10270104","401044831","10270101","1.5","1004207","1027","10270102","1004210","1004209","401044851","1004110","401044811","1004109","1","1001303","1","1","1.2"
"10270105","4","1.9","401044891","0","1004208","1004106","92","1004206","4","1000000","10","1004107","10270103","1.6","1004108","710031","0.06","1.8","401044871","0","10270104","401044881","10270101","2","1004207","1027","10270102","1004210","1004209","401044901","1004110","401044861","1004109","2","1001303","1","2","1.6"
"10270105","11","2.4","401044941","0","1004208","1004106","93","1004206","11","1000000","34","1004107","10270103","2","1004108","710031","0.06","2.4","401044921","0","10270104","401044931","10270101","2.6","1004207","1027","10270102","1004210","1004209","401044951","1004110","401044911","1004109","2","1001303","1","3","2"
"10270105","35","3.8","401044991","0","1004208","1004106","94","1004206","35","1000000","-1","1004107","10270103","3.5","1004108","710031","0.06","3.7","401044971","0","10270104","401044981","10270101","4","1004207","1027","10270102","1004210","1004209","401045001","1004110","401044961","1004109","2","1001303","1","4","3.5"
"10280105","1","1.4","401045191","0","1004203","1004101","95","1004201","1","1000000","1","1004102","10280103","1.2","1004103","710041","0.03","1.3","401045171","0","10280104","401045181","10280101","1.5","1004202","1028","10280102","1004205","1004204","401045201","1004105","401045161","1004104","1","1001301","1","1","1.2"
"10280105","2","1.4","401045191","0","1004208","1004106","96","1004206","2","1000000","3","1004107","10280103","1.2","1004108","710041","0.03","1.3","401045171","0","10280104","401045181","10280101","1.5","1004207","1028","10280102","1004210","1004209","401045201","1004110","401045161","1004109","1","1001303","1","1","1.2"
"10280105","4","1.9","401045241","0","1004208","1004106","97","1004206","4","1000000","10","1004107","10280103","1.6","1004108","710041","0.06","1.8","401045221","0","10280104","401045231","10280101","2","1004207","1028","10280102","1004210","1004209","401045251","1004110","401045211","1004109","2","1001303","1","2","1.6"
"10280105","11","2.4","401045291","0","1004208","1004106","98","1004206","11","1000000","34","1004107","10280103","2","1004108","710041","0.06","2.4","401045271","0","10280104","401045281","10280101","2.6","1004207","1028","10280102","1004210","1004209","401045301","1004110","401045261","1004109","2","1001303","1","3","2"
"10280105","35","3.8","401045341","0","1004208","1004106","99","1004206","35","1000000","-1","1004107","10280103","3.5","1004108","710041","0.06","3.7","401045321","0","10280104","401045331","10280101","4","1004207","1028","10280102","1004210","1004209","401045351","1004110","401045311","1004109","2","1001303","1","4","3.5"
"10290105","1","1.4","401045541","0","1004203","1004101","100","1004201","1","1000000","1","1004102","10290103","1.2","1004103","710051","0.03","1.3","401045521","0","10290104","401045531","10290101","1.5","1004202","1029","10290102","1004205","1004204","401045551","1004105","401045511","1004104","1","1001301","1","1","1.2"
"10290105","2","1.4","401045541","0","1004208","1004106","101","1004206","2","1000000","3","1004107","10290103","1.2","1004108","710051","0.03","1.3","401045521","0","10290104","401045531","10290101","1.5","1004207","1029","10290102","1004210","1004209","401045551","1004110","401045511","1004109","1","1001303","1","1","1.2"
"10290105","4","1.9","401045591","0","1004208","1004106","102","1004206","4","1000000","10","1004107","10290103","1.6","1004108","710051","0.06","1.8","401045571","0","10290104","401045581","10290101","2","1004207","1029","10290102","1004210","1004209","401045601","1004110","401045561","1004109","2","1001303","1","2","1.6"
"10290105","11","2.4","401045641","0","1004208","1004106","103","1004206","11","1000000","34","1004107","10290103","2","1004108","710051","0.06","2.4","401045621","0","10290104","401045631","10290101","2.6","1004207","1029","10290102","1004210","1004209","401045651","1004110","401045611","1004109","2","1001303","1","3","2"
"10290105","35","3.8","401045691","0","1004208","1004106","104","1004206","35","1000000","-1","1004107","10290103","3.5","1004108","710051","0.06","3.7","401045671","0","10290104","401045681","10290101","4","1004207","1029","10290102","1004210","1004209","401045701","1004110","401045661","1004109","2","1001303","1","4","3.5"
"10300105","1","1.4","401045891","0","1004203","1004101","105","1004201","1","1000000","1","1004102","10300103","1.2","1004103","710061","0.03","1.3","401045871","0","10300104","401045881","10300101","1.5","1004202","1030","10300102","1004205","1004204","401045901","1004105","401045861","1004104","1","1001301","1","1","1.2"
"10300105","2","1.4","401045891","0","1004208","1004106","106","1004206","2","1000000","3","1004107","10300103","1.2","1004108","710061","0.03","1.3","401045871","0","10300104","401045881","10300101","1.5","1004207","1030","10300102","1004210","1004209","401045901","1004110","401045861","1004109","1","1001303","1","1","1.2"
"10300105","4","1.9","401045941","0","1004208","1004106","107","1004206","4","1000000","10","1004107","10300103","1.6","1004108","710061","0.06","1.8","401045921","0","10300104","401045931","10300101","2","1004207","1030","10300102","1004210","1004209","401045951","1004110","401045911","1004109","2","1001303","1","2","1.6"
"10300105","11","2.4","401045991","0","1004208","1004106","108","1004206","11","1000000","34","1004107","10300103","2","1004108","710061","0.06","2.4","401045971","0","10300104","401045981","10300101","2.6","1004207","1030","10300102","1004210","1004209","401046001","1004110","401045961","1004109","2","1001303","1","3","2"
"10300105","35","3.8","401046041","0","1004208","1004106","109","1004206","35","1000000","-1","1004107","10300103","3.5","1004108","710061","0.06","3.7","401046021","0","10300104","401046031","10300101","4","1004207","1030","10300102","1004210","1004209","401046051","1004110","401046011","1004109","2","1001303","1","4","3.5"
"10310105","1","1.4","401046241","0","1004203","1004101","110","1004201","1","1000000","1","1004102","10310103","1.2","1004103","710071","0.03","1.3","401046221","0","10310104","401046231","10310101","1.5","1004202","1031","10310102","1004205","1004204","401046251","1004105","401046211","1004104","1","1001301","1","1","1.2"
"10310105","2","1.4","401046241","0","1004208","1004106","111","1004206","2","1000000","3","1004107","10310103","1.2","1004108","710071","0.03","1.3","401046221","0","10310104","401046231","10310101","1.5","1004207","1031","10310102","1004210","1004209","401046251","1004110","401046211","1004109","1","1001303","1","1","1.2"
"10310105","4","1.9","401046291","0","1004208","1004106","112","1004206","4","1000000","10","1004107","10310103","1.6","1004108","710071","0.06","1.8","401046271","0","10310104","401046281","10310101","2","1004207","1031","10310102","1004210","1004209","401046301","1004110","401046261","1004109","2","1001303","1","2","1.6"
"10310105","11","2.4","401046341","0","1004208","1004106","113","1004206","11","1000000","34","1004107","10310103","2","1004108","710071","0.06","2.4","401046321","0","10310104","401046331","10310101","2.6","1004207","1031","10310102","1004210","1004209","401046351","1004110","401046311","1004109","2","1001303","1","3","2"
"10310105","35","3.8","401046391","0","1004208","1004106","114","1004206","35","1000000","-1","1004107","10310103","3.5","1004108","710071","0.06","3.7","401046371","0","10310104","401046381","10310101","4","1004207","1031","10310102","1004210","1004209","401046401","1004110","401046361","1004109","2","1001303","1","4","3.5"
"10320105","1","1.4","401046591","0","1004203","1004101","115","1004201","1","1000000","1","1004102","10320103","1.2","1004103","710081","0.03","1.3","401046571","0","10320104","401046581","10320101","1.5","1004202","1032","10320102","1004205","1004204","401046601","1004105","401046561","1004104","1","1001301","1","1","1.2"
"10320105","2","1.4","401046591","0","1004208","1004106","116","1004206","2","1000000","3","1004107","10320103","1.2","1004108","710081","0.03","1.3","401046571","0","10320104","401046581","10320101","1.5","1004207","1032","10320102","1004210","1004209","401046601","1004110","401046561","1004109","1","1001303","1","1","1.2"
"10320105","4","1.9","401046641","0","1004208","1004106","117","1004206","4","1000000","10","1004107","10320103","1.6","1004108","710081","0.06","1.8","401046621","0","10320104","401046631","10320101","2","1004207","1032","10320102","1004210","1004209","401046651","1004110","401046611","1004109","2","1001303","1","2","1.6"
"10320105","11","2.4","401046691","0","1004208","1004106","118","1004206","11","1000000","34","1004107","10320103","2","1004108","710081","0.06","2.4","401046671","0","10320104","401046681","10320101","2.6","1004207","1032","10320102","1004210","1004209","401046701","1004110","401046661","1004109","2","1001303","1","3","2"
"10320105","35","3.8","401046741","0","1004208","1004106","119","1004206","35","1000000","-1","1004107","10320103","3.5","1004108","710081","0.06","3.7","401046721","0","10320104","401046731","10320101","4","1004207","1032","10320102","1004210","1004209","401046751","1004110","401046711","1004109","2","1001303","1","4","3.5"
"10330105","1","1.4","401046941","0","1004203","1004101","120","1004201","1","1000000","1","1004102","10330103","1.2","1004103","710091","0.03","1.3","401046921","0","10330104","401046931","10330101","1.5","1004202","1033","10330102","1004205","1004204","401046951","1004105","401046911","1004104","1","1001301","1","1","1.2"
"10330105","2","1.4","401046941","0","1004208","1004106","121","1004206","2","1000000","3","1004107","10330103","1.2","1004108","710091","0.03","1.3","401046921","0","10330104","401046931","10330101","1.5","1004207","1033","10330102","1004210","1004209","401046951","1004110","401046911","1004109","1","1001303","1","1","1.2"
"10330105","4","1.9","401046991","0","1004208","1004106","122","1004206","4","1000000","10","1004107","10330103","1.6","1004108","710091","0.06","1.8","401046971","0","10330104","401046981","10330101","2","1004207","1033","10330102","1004210","1004209","401047001","1004110","401046961","1004109","2","1001303","1","2","1.6"
"10330105","11","2.4","401047041","0","1004208","1004106","123","1004206","11","1000000","34","1004107","10330103","2","1004108","710091","0.06","2.4","401047021","0","10330104","401047031","10330101","2.6","1004207","1033","10330102","1004210","1004209","401047051","1004110","401047011","1004109","2","1001303","1","3","2"
"10330105","35","3.8","401047091","0","1004208","1004106","124","1004206","35","1000000","-1","1004107","10330103","3.5","1004108","710091","0.06","3.7","401047071","0","10330104","401047081","10330101","4","1004207","1033","10330102","1004210","1004209","401047101","1004110","401047061","1004109","2","1001303","1","4","3.5"
"10340105","1","1.4","401047291","0","1004203","1004101","125","1004201","1","1000000","1","1004102","10340103","1.2","1004103","710101","0.03","1.3","401047271","0","10340104","401047281","10340101","1.5","1004202","1034","10340102","1004205","1004204","401047301","1004105","401047261","1004104","1","1001301","1","1","1.2"
"10340105","2","1.4","401047291","0","1004208","1004106","126","1004206","2","1000000","3","1004107","10340103","1.2","1004108","710101","0.03","1.3","401047271","0","10340104","401047281","10340101","1.5","1004207","1034","10340102","1004210","1004209","401047301","1004110","401047261","1004109","1","1001303","1","1","1.2"
"10340105","4","1.9","401047341","0","1004208","1004106","127","1004206","4","1000000","10","1004107","10340103","1.6","1004108","710101","0.06","1.8","401047321","0","10340104","401047331","10340101","2","1004207","1034","10340102","1004210","1004209","401047351","1004110","401047311","1004109","2","1001303","1","2","1.6"
"10340105","11","2.4","401047391","0","1004208","1004106","128","1004206","11","1000000","34","1004107","10340103","2","1004108","710101","0.06","2.4","401047371","0","10340104","401047381","10340101","2.6","1004207","1034","10340102","1004210","1004209","401047401","1004110","401047361","1004109","2","1001303","1","3","2"
"10340105","35","3.8","401047441","0","1004208","1004106","129","1004206","35","1000000","44","1004107","10340103","3.5","1004108","710101","0.06","3.7","401047421","0","10340104","401047431","10340101","4","1004207","1034","10340102","1004210","1004209","401047451","1004110","401047411","1004109","2","1001303","1","4","3.5"
"10340105","45","3.8","401047491","0","1004208","1004106","130","1004206","45","1000000","-1","1004107","10340103","3.5","1004108","710101","0.06","3.7","401047471","0","10340104","401047481","10340101","4","1004207","1034","10340102","1004210","1004209","401047501","1004110","401047461","1004109","2","1001303","1","5","3.5"
"10350105","1","1.4","401047691","0","1004203","1004101","131","1004201","1","1000000","1","1004102","10350103","1.2","1004103","710111","0.03","1.3","401047671","0","10350104","401047681","10350101","1.5","1004202","1035","10350102","1004205","1004204","401047701","1004105","401047661","1004104","1","1001301","1","1","1.2"
"10350105","2","1.4","401047691","0","1004208","1004106","132","1004206","2","1000000","3","1004107","10350103","1.2","1004108","710111","0.03","1.3","401047671","0","10350104","401047681","10350101","1.5","1004207","1035","10350102","1004210","1004209","401047701","1004110","401047661","1004109","1","1001303","1","1","1.2"
"10350105","4","1.9","401047741","0","1004208","1004106","133","1004206","4","1000000","10","1004107","10350103","1.6","1004108","710111","0.06","1.8","401047721","0","10350104","401047731","10350101","2","1004207","1035","10350102","1004210","1004209","401047751","1004110","401047711","1004109","2","1001303","1","2","1.6"
"10350105","11","2.4","401047791","0","1004208","1004106","134","1004206","11","1000000","34","1004107","10350103","2","1004108","710111","0.06","2.4","401047771","0","10350104","401047781","10350101","2.6","1004207","1035","10350102","1004210","1004209","401047801","1004110","401047761","1004109","2","1001303","1","3","2"
"10350105","35","3.8","401047841","0","1004208","1004106","135","1004206","35","1000000","44","1004107","10350103","3.5","1004108","710111","0.06","3.7","401047821","0","10350104","401047831","10350101","4","1004207","1035","10350102","1004210","1004209","401047851","1004110","401047811","1004109","2","1001303","1","4","3.5"
"10350105","45","3.8","401047891","0","1004208","1004106","136","1004206","45","1000000","-1","1004107","10350103","3.5","1004108","710111","0.06","3.7","401047871","0","10350104","401047881","10350101","4","1004207","1035","10350102","1004210","1004209","401047901","1004110","401047861","1004109","2","1001303","1","5","3.5"
"10360105","1","1.4","401048091","0","1004203","1004101","137","1004201","1","1000000","1","1004102","10360103","1.2","1004103","710121","0.03","1.3","401048071","0","10360104","401048081","10360101","1.5","1004202","1036","10360102","1004205","1004204","401048101","1004105","401048061","1004104","1","1001301","1","1","1.2"
"10360105","2","1.4","401048091","0","1004208","1004106","138","1004206","2","1000000","3","1004107","10360103","1.2","1004108","710121","0.03","1.3","401048071","0","10360104","401048081","10360101","1.5","1004207","1036","10360102","1004210","1004209","401048101","1004110","401048061","1004109","1","1001303","1","1","1.2"
"10360105","4","1.9","401048141","0","1004208","1004106","139","1004206","4","1000000","10","1004107","10360103","1.6","1004108","710121","0.06","1.8","401048121","0","10360104","401048131","10360101","2","1004207","1036","10360102","1004210","1004209","401048151","1004110","401048111","1004109","2","1001303","1","2","1.6"
"10360105","11","2.4","401048191","0","1004208","1004106","140","1004206","11","1000000","34","1004107","10360103","2","1004108","710121","0.06","2.4","401048171","0","10360104","401048181","10360101","2.6","1004207","1036","10360102","1004210","1004209","401048201","1004110","401048161","1004109","2","1001303","1","3","2"
"10360105","35","3.8","401048241","0","1004208","1004106","141","1004206","35","1000000","44","1004107","10360103","3.5","1004108","710121","0.06","3.7","401048221","0","10360104","401048231","10360101","4","1004207","1036","10360102","1004210","1004209","401048251","1004110","401048211","1004109","2","1001303","1","4","3.5"
"10360105","45","3.8","401048291","0","1004208","1004106","142","1004206","45","1000000","-1","1004107","10360103","3.5","1004108","710121","0.06","3.7","401048271","0","10360104","401048281","10360101","4","1004207","1036","10360102","1004210","1004209","401048301","1004110","401048261","1004109","2","1001303","1","5","3.5"
"10370105","1","1.4","401048491","0","1004203","1004101","143","1004201","1","1000000","1","1004102","10370103","1.2","1004103","710011","0.03","1.3","401048471","0","10370104","401048481","10370101","1.5","1004202","1037","10370102","1004205","1004204","401048501","1004105","401048461","1004104","1","1001301","1","1","1.2"
"10370105","2","1.4","401048491","0","1004208","1004106","144","1004206","2","1000000","3","1004107","10370103","1.2","1004108","710011","0.03","1.3","401048471","0","10370104","401048481","10370101","1.5","1004207","1037","10370102","1004210","1004209","401048501","1004110","401048461","1004109","1","1001303","1","1","1.2"
"10370105","4","1.9","401048541","0","1004208","1004106","145","1004206","4","1000000","10","1004107","10370103","1.6","1004108","710011","0.06","1.8","401048521","0","10370104","401048531","10370101","2","1004207","1037","10370102","1004210","1004209","401048551","1004110","401048511","1004109","2","1001303","1","2","1.6"
"10370105","11","2.4","401048591","0","1004208","1004106","146","1004206","11","1000000","34","1004107","10370103","2","1004108","710011","0.06","2.4","401048571","0","10370104","401048581","10370101","2.6","1004207","1037","10370102","1004210","1004209","401048601","1004110","401048561","1004109","2","1001303","1","3","2"
"10370105","35","3.8","401048641","0","1004208","1004106","147","1004206","35","1000000","44","1004107","10370103","3.5","1004108","710011","0.06","3.7","401048621","0","10370104","401048631","10370101","4","1004207","1037","10370102","1004210","1004209","401048651","1004110","401048611","1004109","2","1001303","1","4","3.5"
"10370105","45","3.8","401048691","0","1004208","1004106","148","1004206","45","1000000","-1","1004107","10370103","3.5","1004108","710011","0.06","3.7","401048671","0","10370104","401048681","10370101","4","1004207","1037","10370102","1004210","1004209","401048701","1004110","401048661","1004109","2","1001303","1","5","3.5"
"10380105","1","1.4","401048891","0","1004203","1004101","149","1004201","1","1000000","1","1004102","10380103","1.2","1004103","710021","0.03","1.3","401048871","0","10380104","401048881","10380101","1.5","1004202","1038","10380102","1004205","1004204","401048901","1004105","401048861","1004104","1","1001301","1","1","1.2"
"10380105","2","1.4","401048891","0","1004208","1004106","150","1004206","2","1000000","3","1004107","10380103","1.2","1004108","710021","0.03","1.3","401048871","0","10380104","401048881","10380101","1.5","1004207","1038","10380102","1004210","1004209","401048901","1004110","401048861","1004109","1","1001303","1","1","1.2"
"10380105","4","1.9","401048941","0","1004208","1004106","151","1004206","4","1000000","10","1004107","10380103","1.6","1004108","710021","0.06","1.8","401048921","0","10380104","401048931","10380101","2","1004207","1038","10380102","1004210","1004209","401048951","1004110","401048911","1004109","2","1001303","1","2","1.6"
"10380105","11","2.4","401048991","0","1004208","1004106","152","1004206","11","1000000","34","1004107","10380103","2","1004108","710021","0.06","2.4","401048971","0","10380104","401048981","10380101","2.6","1004207","1038","10380102","1004210","1004209","401049001","1004110","401048961","1004109","2","1001303","1","3","2"
"10380105","35","3.8","401049041","0","1004208","1004106","153","1004206","35","1000000","44","1004107","10380103","3.5","1004108","710021","0.06","3.7","401049021","0","10380104","401049031","10380101","4","1004207","1038","10380102","1004210","1004209","401049051","1004110","401049011","1004109","2","1001303","1","4","3.5"
"10380105","45","3.8","401049091","0","1004208","1004106","154","1004206","45","1000000","-1","1004107","10380103","3.5","1004108","710021","0.06","3.7","401049071","0","10380104","401049081","10380101","4","1004207","1038","10380102","1004210","1004209","401049101","1004110","401049061","1004109","2","1001303","1","5","3.5"
"10390105","1","1.4","401049291","0","1004203","1004101","155","1004201","1","1000000","1","1004102","10390103","1.2","1004103","710031","0.03","1.3","401049271","0","10390104","401049281","10390101","1.5","1004202","1039","10390102","1004205","1004204","401049301","1004105","401049261","1004104","1","1001301","1","1","1.2"
"10390105","2","1.4","401049291","0","1004208","1004106","156","1004206","2","1000000","3","1004107","10390103","1.2","1004108","710031","0.03","1.3","401049271","0","10390104","401049281","10390101","1.5","1004207","1039","10390102","1004210","1004209","401049301","1004110","401049261","1004109","1","1001303","1","1","1.2"
"10390105","4","1.9","401049341","0","1004208","1004106","157","1004206","4","1000000","10","1004107","10390103","1.6","1004108","710031","0.06","1.8","401049321","0","10390104","401049331","10390101","2","1004207","1039","10390102","1004210","1004209","401049351","1004110","401049311","1004109","2","1001303","1","2","1.6"
"10390105","11","2.4","401049391","0","1004208","1004106","158","1004206","11","1000000","30","1004107","10390103","2","1004108","710031","0.06","2.4","401049371","0","10390104","401049381","10390101","2.6","1004207","1039","10390102","1004210","1004209","401049401","1004110","401049361","1004109","2","1001303","1","3","2"
"10390105","31","3.8","401049441","0","1004208","1004106","159","1004206","31","1000000","40","1004107","10390103","3.5","1004108","710031","0.06","3.7","401049421","0","10390104","401049431","10390101","4","1004207","1039","10390102","1004210","1004209","401049451","1004110","401049411","1004109","2","1001303","1","4","3.5"
"10390105","41","3.8","401049491","0","1004208","1004106","160","1004206","41","1000000","-1","1004107","10390103","3.5","1004108","710031","0.06","3.7","401049471","0","10390104","401049481","10390101","4","1004207","1039","10390102","1004210","1004209","401049501","1004110","401049461","1004109","2","1001303","1","5","3.5"
"10400105","1","1.4","401049691","0","1004203","1004101","161","1004201","1","1000000","1","1004102","10400103","1.2","1004103","710041","0.03","1.3","401049671","0","10400104","401049681","10400101","1.5","1004202","1040","10400102","1004205","1004204","401049701","1004105","401049661","1004104","1","1001301","1","1","1.2"
"10400105","2","1.4","401049691","0","1004208","1004106","162","1004206","2","1000000","3","1004107","10400103","1.2","1004108","710041","0.03","1.3","401049671","0","10400104","401049681","10400101","1.5","1004207","1040","10400102","1004210","1004209","401049701","1004110","401049661","1004109","1","1001303","1","1","1.2"
"10400105","4","1.9","401049741","0","1004208","1004106","163","1004206","4","1000000","10","1004107","10400103","1.6","1004108","710041","0.06","1.8","401049721","0","10400104","401049731","10400101","2","1004207","1040","10400102","1004210","1004209","401049751","1004110","401049711","1004109","2","1001303","1","2","1.6"
"10400105","11","2.4","401049791","0","1004208","1004106","164","1004206","11","1000000","30","1004107","10400103","2","1004108","710041","0.06","2.4","401049771","0","10400104","401049781","10400101","2.6","1004207","1040","10400102","1004210","1004209","401049801","1004110","401049761","1004109","2","1001303","1","3","2"
"10400105","31","3.8","401049841","0","1004208","1004106","165","1004206","31","1000000","40","1004107","10400103","3.5","1004108","710041","0.06","3.7","401049821","0","10400104","401049831","10400101","4","1004207","1040","10400102","1004210","1004209","401049851","1004110","401049811","1004109","2","1001303","1","4","3.5"
"10400105","41","3.8","401049891","0","1004208","1004106","166","1004206","41","1000000","-1","1004107","10400103","3.5","1004108","710041","0.06","3.7","401049871","0","10400104","401049881","10400101","4","1004207","1040","10400102","1004210","1004209","401049901","1004110","401049861","1004109","2","1001303","1","5","3.5"
"10410105","1","1.4","401050091","0","1004203","1004101","167","1004201","1","1000000","1","1004102","10410103","1.2","1004103","710051","0.03","1.3","401050071","0","10410104","401050081","10410101","1.5","1004202","1041","10410102","1004205","1004204","401050101","1004105","401050061","1004104","1","1001301","1","1","1.2"
"10410105","2","1.4","401050091","0","1004208","1004106","168","1004206","2","1000000","3","1004107","10410103","1.2","1004108","710051","0.03","1.3","401050071","0","10410104","401050081","10410101","1.5","1004207","1041","10410102","1004210","1004209","401050101","1004110","401050061","1004109","1","1001303","1","1","1.2"
"10410105","4","1.9","401050141","0","1004208","1004106","169","1004206","4","1000000","10","1004107","10410103","1.6","1004108","710051","0.06","1.8","401050121","0","10410104","401050131","10410101","2","1004207","1041","10410102","1004210","1004209","401050151","1004110","401050111","1004109","2","1001303","1","2","1.6"
