059dd1d159ee6a66679cb6a7c87558a7d1ae7ee1bcada2bea30a618b72c3df64,5ce3d56550a2e8c1f69620436c539db673256987d1df5536e7cd6918490b1451,0fb8edfac04f70100004d48f133c0d051c5eefeb10bff3c85e27add6f73a21f8,20cb8448a3b9e62760723cbd4b84895626951fbe2323c7349bcc17635829d89a,e77a4b636896a16219f3445a9de94c1abb4e5a229f497478887c698ceead8cf6,d264f86296bb2bcb9332ce57b9ea3eab4c1bd3056eea6d8424affb6a59416cf6,35dd7351ccdfcb7b1226606019f31e82a2c25f9c27d2f8891cebaf8b011e0e72,7a684df9db25b05313b5f63a12c075d1ec866564f45d56e72e1b346c132d6770,480723e269817c88f62209b6f338a9a6a2845fb8220236216ac5f7b47032fdfd,5c568920dad8d14584c8b6c9dfc71d4cf808778b035a9fe0ae0e002bef017bd7,198783e92093bc181ff623bcb61e146f2c416eb8eb718fece0f42cfac9813d41,8aac2102e95dff134368ad169c5f5b0ca78a55a92b99964ddf8f85d647a025d2
"0","1009814","0","0","vo_lsv","vo_lsv_1401","0","100981402","2","0","2","0"
"0.677","1009814","0","1","0","0","84","100981403","1","0","3","0"
"0","1009814","0.7","0","0","0","0","100981404","4","1","4","0"
"1.677","1009814","0","1","0","0","300","100981405","1","0","5","84"
"0","1009814","3.5","0","0","0","0","100981406","4","1","6","0"
"0","1009814","0","0","vo_lsv","vo_lsv_1402","0","100981407","2","0","7","0"
"1.099","1009814","0","3","0","0","300","100981408","1","0","8","0"
"0","1009814","1.13","0","0","0","0","100981409","4","1","9","0"
"1.234","1009814","0","4","0","0","158","100981410","1","0","10","0"
"0","1009814","2.2","0","0","0","0","100981411","4","1","11","0"
"0","1009814","0","0","vo_lsv","vo_lsv_1403","0","100981412","2","0","12","0"
"1.37","1009814","0","4","0","0","300","100981413","1","0","13","158"
"0","1009814","2.5","0","0","0","0","100981414","4","1","14","0"
"0","1009814","0","0","vo_lsv","vo_lsv_1404","0","100981415","2","0","15","0"
"1","1009814","0","6","0","0","300","100981416","1","0","16","0"
"0","1009814","1.3","0","0","0","0","100981417","4","1","17","0"
"1.661","1009814","0","7","0","0","350","100981418","1","0","18","0"
"0","1009814","1.7","0","0","0","0","100981419","4","1","19","0"
"1.344","1009814","0","8","0","0","180","100981420","1","0","20","0"
"0","1009814","2.5","0","0","0","0","100981421","4","1","21","0"
"0","1009814","0","0","vo_lsv","vo_lsv_1405","0","100981422","2","0","22","0"
"0.82","1009814","0","10","0","0","80","100981423","1","0","23","0"
"0","1009814","1.4","0","0","0","0","100981424","4","1","24","0"
"1.83","1009814","0","10","0","0","300","100981425","1","0","25","80"
"0","1009815","0.8","0","0","0","0","100981501","4","1","1","0"
"0","1009815","0","0","vo_lsv","vo_lsv_1501","0","100981502","2","0","2","0"
"2.384","1009815","0","1","0","0","300","100981503","1","0","3","0"
"0","1009815","2.41","0","0","0","0","100981504","4","1","4","0"
"1","1009815","0","2","0","0","250","100981505","1","0","5","0"
"0","1009815","2","0","0","0","0","100981506","4","1","6","0"
"0","1009815","0","0","vo_lsv","vo_lsv_1502","0","100981507","2","0","7","0"
"1.71","1009815","0","3","0","0","300","100981508","1","0","8","0"
"0","1009815","2","0","0","0","0","100981509","4","1","9","0"
"1.369","1009815","0","4","0","0","300","100981510","1","0","10","0"
"0","1009815","1.39","0","0","0","0","100981511","4","1","11","0"
"2.431","1009815","0","5","0","0","327","100981512","1","0","12","0"
"0","1009815","2.432","0","0","0","0","100981513","4","1","13","0"
"1.164","1009815","0","6","0","0","327","100981514","1","0","14","0"
"0","1009815","2.5","0","0","0","0","100981515","4","1","15","0"
"0","1009815","0","0","vo_lsv","vo_lsv_1503","0","100981516","2","0","16","0"
"3.101","1009815","0","7","0","0","327","100981517","1","0","17","0"
"0","1009815","4.5","0","0","0","0","100981518","4","1","18","0"
"0","1009815","0","0","vo_lsv","vo_lsv_1504","0","100981519","2","0","19","0"
"2.454","1009815","0","8","0","0","327","100981520","1","0","20","0"
"0","1009815","2.484","0","0","0","0","100981521","4","1","21","0"
"0.727","1009815","0","9","0","0","300","100981522","1","0","22","0"
"0","1009815","2","0","0","0","0","100981523","4","1","23","0"
"0","1009815","0","0","vo_lsv","vo_lsv_1505","0","100981524","2","0","24","0"
"1.984","1009815","0","10","0","0","300","100981525","1","0","25","0"
"0","1009815","3","0","0","0","0","100981526","4","1","26","0"
"0","1009815","0","0","vo_lsv","vo_lsv_1506","0","100981527","2","0","27","0"
"2.1","1009815","0","12","0","0","327","100981528","1","0","28","0"
