5050e881167a7b4a574786295b82caa98185824a30b75a03d2807110f08aba3d,c7b5f8926661ea52744b142eec67808238d1d345b936046960b1096a19df518c,854c6de2c88a8cc757e3e3e57e93c1737a51fcfa8bc23d8a938317512c8ec781,ee8f64ccd9c8cfaa0c8a50bcb729875491ab1eccabf732fe3e070ad0bb43ce64,3f0b12828c80cd8889718f0c72c7fd860bebc58fef1f949da6dbf6f0bd286bd4,792dad3e4fdac86d6dc9f87d1075c4c6abbfe64fe47f405dff80bea93acb8a0d,405aa28ac90950161f0632a82f9e52a05e9703fee7a7c34183ccf27c55db6d9e,002a0985668aefb556d576da8250b913e654759106dcb546258367c69dc66f72,375019c0a955016faa134dfaff4ba9fed6fafb36499ae39195b967befde17af7,0be8c55c3194d3da1a19757f207e8e6ca8ed0735926ff11e86af5de9daffe78b,9b77ffefa0fb620a5f35a2bc2eaa1d83cccf6f292dfd33387416726cd76e72bd,9da79b93cea6f44101f60eca2be8c3caf08bbff6e8452a45ba5b45e647545638,6a7864059fd424032467946c42da357dca9ec4dd9c4919851339ebd0f44c0983,0fd9a150c8f22e487a9418bc383c3c4f13a13245937d713e198946cc7cc89ec0,80c74bb2d996a5838ce05c65412825a7d9d3b877ee5f9b0206226c9dd7a47619,52d0ac3bf65296c968f5ad5906e1762c18190cdd06e49ebd15aca5a12532d246
"3","0","0","0","32301","0","101","0","323","2","39","0","11015","0","320","0"
"3","0","0","32402","32401","32403","7","0","324","5","39","32405","10072","32404","321","0"
"3","0","0","32502","32501","32503","4","0","325","8","39","32505","10045","32504","322","0"
"3","0","324","32602","32601","32603","5","325","326","5","40","32605","10056","32604","323","0"
"4","0","0","0","32701","0","100","0","327","2","1","0","11002","0","0","0"
"4","0","0","32802","32801","32803","2","0","328","5","1","32805","10023","32804","0","0"
"4","0","0","0","32901","0","101","0","329","8","1","0","11015","0","0","0"
"4","0","0","33002","33001","33003","4","0","330","2","2","33005","10041","33004","327","0"
"4","0","0","33102","33101","33103","2","0","331","5","2","33105","10024","33104","328","0"
"4","0","0","0","33201","0","101","0","332","8","2","0","11012","0","329","0"
"4","0","0","33302","33301","33303","6","0","333","2","3","33305","10063","33304","330","0"
"4","0","0","33402","33401","33403","6","0","334","5","3","33405","10064","33404","331","0"
"4","0","0","33502","33501","33503","7","0","335","8","3","33505","10075","33504","332","0"
"4","0","0","33602","33601","33603","4","0","336","2","4","33605","10044","33604","333","0"
"4","0","0","33702","33701","33703","2","0","337","5","4","33705","10021","33704","334","0"
"4","0","0","0","33801","0","100","0","338","8","4","0","11003","0","335","0"
"4","0","337","33902","33901","33903","1","338","339","5","5","33905","10016","33904","336","0"
"4","0","0","34002","34001","34003","2","0","340","2","6","34005","10023","34004","339","0"
"4","0","0","34102","34101","34103","4","0","341","5","6","34105","10042","34104","339","0"
"4","0","0","34202","34201","34203","4","0","342","8","6","34205","10045","34204","339","0"
"4","0","0","0","34301","0","101","0","343","2","7","0","11014","0","340","0"
"4","0","0","34402","34401","34403","7","0","344","5","7","34405","10071","34404","341","0"
"4","0","0","0","34501","0","100","0","345","8","7","0","11005","0","342","0"
"4","0","0","34602","34601","34603","4","0","346","2","8","34605","10042","34604","343","0"
"4","0","0","0","34701","0","101","0","347","5","8","0","11013","0","344","0"
"4","0","0","34802","34801","34803","7","0","348","8","8","34805","10074","34804","345","0"
"4","0","0","34902","34901","34903","2","0","349","2","9","34905","10022","34904","346","0"
"4","0","0","35002","35001","35003","2","0","350","5","9","35005","10024","35004","347","0"
"4","0","0","35102","35101","35103","6","0","351","8","9","35105","10061","35104","348","0"
"4","0","350","35202","35201","35203","5","351","352","5","10","35205","10056","35204","349","0"
"4","0","0","35302","35301","35303","2","0","353","2","11","35305","10025","35304","352","0"
"4","0","0","0","35401","0","101","0","354","5","11","0","11011","0","352","0"
"4","0","0","35502","35501","35503","6","0","355","8","11","35505","10064","35504","352","0"
"4","0","0","35602","35601","35603","4","0","356","2","12","35605","10042","35604","353","0"
"4","0","0","35702","35701","35703","4","0","357","5","12","35705","10041","35704","354","0"
"4","0","0","35802","35801","35803","4","0","358","8","12","35805","10045","35804","355","0"
"4","0","0","35902","35901","35903","4","0","359","2","13","35905","10043","35904","356","0"
"4","0","0","36002","36001","36003","7","0","360","5","13","36005","10073","36004","357","0"
"4","0","0","36102","36101","36103","6","0","361","8","13","36105","10065","36104","358","0"
"4","0","0","0","36201","0","101","0","362","2","14","0","11014","0","359","0"
"4","0","0","36302","36301","36303","2","0","363","5","14","36305","10022","36304","360","0"
"4","0","0","36402","36401","36403","7","0","364","8","14","36405","10072","36404","361","0"
"4","0","363","36502","36501","36503","1","364","365","5","15","36505","10016","36504","362","0"
"4","0","0","36602","36601","36603","7","0","366","2","16","36605","10071","36604","365","0"
"4","0","0","0","36701","0","101","0","367","5","16","0","11013","0","365","0"
"4","0","0","36802","36801","36803","2","0","368","8","16","36805","10025","36804","365","0"
"4","0","0","0","36901","0","100","0","369","2","17","0","11004","0","366","0"
"4","0","0","0","37001","0","101","0","370","5","17","0","11012","0","367","0"
"4","0","0","37102","37101","37103","4","0","371","8","17","37105","10044","37104","368","0"
"4","0","0","0","37201","0","101","0","372","2","18","0","11015","0","369","0"
"4","0","0","37302","37301","37303","6","0","373","5","18","37305","10061","37304","370","0"
"4","0","0","37402","37401","37403","4","0","374","8","18","37405","10041","37404","371","0"
"4","0","0","37502","37501","37503","6","0","375","2","19","37505","10062","37504","372","0"
"4","0","0","0","37601","0","100","0","376","5","19","0","11002","0","373","0"
"4","0","0","37702","37701","37703","2","0","377","8","19","37705","10024","37704","374","0"
"4","0","376","37802","37801","37803","5","377","378","5","20","37805","10056","37804","375","0"
"4","0","0","37902","37901","37903","7","0","379","2","21","37905","10072","37904","378","0"
"4","0","0","0","38001","0","100","0","380","5","21","0","11001","0","378","0"
"4","0","0","0","38101","0","100","0","381","8","21","0","11005","0","378","0"
"4","0","0","0","38201","0","100","0","382","2","22","0","11003","0","379","0"
"4","0","0","38302","38301","38303","6","0","383","5","22","38305","10062","38304","380","0"
"4","0","0","38402","38401","38403","4","0","384","8","22","38405","10043","38404","381","0"
"4","0","0","0","38501","0","100","0","385","2","23","0","11004","0","382","0"
"4","0","0","38602","38601","38603","2","0","386","5","23","38605","10021","38604","383","0"
"4","0","0","38702","38701","38703","2","0","387","8","23","38705","10022","38704","384","0"
"4","0","0","38802","38801","38803","6","0","388","2","24","38805","10065","38804","385","0"
"4","0","0","38902","38901","38903","7","0","389","5","24","38905","10074","38904","386","0"
"4","0","0","39002","39001","39003","6","0","390","8","24","39005","10063","39004","387","0"
"4","0","389","39102","39101","39103","3","390","391","5","25","39105","10036","39104","388","0"
"4","0","0","0","39201","0","101","0","392","2","26","0","11011","0","391","0"
"4","0","0","39302","39301","39303","7","0","393","5","26","39305","10075","39304","391","0"
"4","0","0","39402","39401","39403","4","0","394","8","26","39405","10044","39404","391","0"
"4","0","0","39502","39501","39503","7","0","395","2","27","39505","10073","39504","392","0"
"4","0","0","39602","39601","39603","4","0","396","5","27","39605","10042","39604","393","0"
"4","0","0","39702","39701","39703","6","0","397","8","27","39705","10062","39704","394","0"
"4","0","0","0","39801","0","100","0","398","2","28","0","11005","0","395","0"
"4","0","0","0","39901","0","101","0","399","5","28","0","11011","0","396","0"
"4","0","0","40002","40001","40003","6","0","400","8","28","40005","10063","40004","397","0"
"4","0","0","0","40101","0","100","0","401","2","29","0","11001","0","398","0"
"4","0","0","0","40201","0","100","0","402","5","29","0","11004","0","399","0"
"4","0","0","0","40301","0","100","0","403","8","29","0","11003","0","400","0"
"4","0","402","40402","40401","40403","1","403","404","5","30","40405","10016","40404","401","0"
"4","0","0","40502","40501","40503","4","0","405","2","31","40505","10041","40504","404","0"
"4","0","0","40602","40601","40603","2","0","406","5","31","40605","10025","40604","404","0"
"4","0","0","40702","40701","40703","6","0","407","8","31","40705","10064","40704","404","0"
"4","0","0","40802","40801","40803","2","0","408","2","32","40805","10023","40804","405","0"
"4","0","0","40902","40901","40903","2","0","409","5","32","40905","10021","40904","406","0"
"4","0","0","41002","41001","41003","6","0","410","8","32","41005","10065","41004","407","0"
"4","0","0","41102","41101","41103","2","0","411","2","33","41105","10022","41104","408","0"
"4","0","0","41202","41201","41203","2","0","412","5","33","41205","10024","41204","409","0"
"4","0","0","0","41301","0","101","0","413","8","33","0","11013","0","410","0"
"4","0","0","0","41401","0","101","0","414","2","34","0","11012","0","411","0"
"4","0","0","41502","41501","41503","7","0","415","5","34","41505","10075","41504","412","0"
"4","0","0","41602","41601","41603","4","0","416","8","34","41605","10044","41604","413","0"
"4","0","415","41702","41701","41703","3","416","417","5","35","41705","10036","41704","414","0"
"4","0","0","0","41801","0","101","0","418","2","36","0","11014","0","417","0"
"4","0","0","41902","41901","41903","7","0","419","5","36","41905","10073","41904","417","0"
"4","0","0","42002","42001","42003","2","0","420","8","36","42005","10025","42004","417","0"
"4","0","0","42102","42101","42103","7","0","421","2","37","42105","10071","42104","418","0"
"4","0","0","0","42201","0","101","0","422","5","37","0","11015","0","419","0"
"4","0","0","0","42301","0","100","0","423","8","37","0","11001","0","420","0"
"4","0","0","42402","42401","42403","4","0","424","2","38","42405","10043","42404","421","0"
"4","0","0","42502","42501","42503","7","0","425","5","38","42505","10074","42504","422","0"
"4","0","0","42602","42601","42603","6","0","426","8","38","42605","10061","42604","423","0"
"4","0","0","0","42701","0","100","0","427","2","39","0","11002","0","424","0"
"4","0","0","42802","42801","42803","7","0","428","5","39","42805","10072","42804","425","0"
"4","0","0","42902","42901","42903","4","0","429","8","39","42905","10045","42904","426","0"
"4","0","428","43002","43001","43003","1","429","430","5","40","43005","10016","43004","427","0"
"5","0","0","43102","43101","43103","6","0","431","2","1","43105","10061","43104","0","0"
"5","0","0","0","43201","0","100","0","432","5","1","0","11005","0","0","0"
"5","0","0","43302","43301","43303","4","0","433","8","1","43305","10043","43304","0","0"
"5","0","0","43402","43401","43403","7","0","434","2","2","43405","10072","43404","431","0"
"5","0","0","43502","43501","43503","7","0","435","5","2","43505","10074","43504","432","0"
"5","0","0","43602","43601","43603","2","0","436","8","2","43605","10021","43604","433","0"
"5","0","0","43702","43701","43703","2","0","437","2","3","43705","10025","43704","434","0"
"5","0","0","43802","43801","43803","4","0","438","5","3","43805","10042","43804","435","0"
"5","0","0","0","43901","0","101","0","439","8","3","0","11011","0","436","0"
"5","0","0","0","44001","0","101","0","440","2","4","0","11013","0","437","0"
"5","0","0","44102","44101","44103","4","0","441","5","4","44105","10045","44104","438","0"
"5","0","0","44202","44201","44203","2","0","442","8","4","44205","10024","44204","439","0"
"5","0","441","44302","44301","44303","3","442","443","5","5","44305","10036","44304","440","0"
"5","0","0","44402","44401","44403","2","0","444","2","6","44405","10022","44404","443","0"
"5","0","0","44502","44501","44503","4","0","445","5","6","44505","10041","44504","443","0"
"5","0","0","44602","44601","44603","2","0","446","8","6","44605","10023","44604","443","0"
"5","0","0","0","44701","0","100","0","447","2","7","0","11004","0","444","0"
"5","0","0","44802","44801","44803","6","0","448","5","7","44805","10065","44804","445","0"
"5","0","0","0","44901","0","101","0","449","8","7","0","11014","0","446","0"
"5","0","0","45002","45001","45003","2","0","450","2","8","45005","10021","45004","447","0"
"5","0","0","45102","45101","45103","6","0","451","5","8","45105","10062","45104","448","0"
"5","0","0","0","45201","0","100","0","452","8","8","0","11003","0","449","0"
"5","0","0","45302","45301","45303","4","0","453","2","9","45305","10044","45304","450","0"
"5","0","0","45402","45401","45403","6","0","454","5","9","45405","10063","45404","451","0"
"5","0","0","0","45501","0","100","0","455","8","9","0","11005","0","452","0"
"5","0","454","45602","45601","45603","5","455","456","5","10","45605","10056","45604","453","0"
"5","0","0","45702","45701","45703","6","0","457","2","11","45705","10064","45704","456","0"
"5","0","0","45802","45801","45803","2","0","458","5","11","45805","10022","45804","456","0"
"5","0","0","0","45901","0","101","0","459","8","11","0","11015","0","456","0"
"5","0","0","46002","46001","46003","7","0","460","2","12","46005","10075","46004","457","0"
"5","0","0","46102","46101","46103","7","0","461","5","12","46105","10071","46104","458","0"
"5","0","0","0","46201","0","100","0","462","8","12","0","11002","0","459","0"
"5","0","0","46302","46301","46303","4","0","463","2","13","46305","10043","46304","460","0"
"5","0","0","0","46401","0","101","0","464","5","13","0","11015","0","461","0"
"5","0","0","0","46501","0","100","0","465","8","13","0","11001","0","462","0"
"5","0","0","0","46601","0","101","0","466","2","14","0","11014","0","463","0"
"5","0","0","46702","46701","46703","2","0","467","5","14","46705","10022","46704","464","0"
"5","0","0","0","46801","0","101","0","468","8","14","0","11013","0","465","0"
"5","0","467","46902","46901","46903","1","468","469","5","15","46905","10016","46904","466","0"
"5","0","0","47002","47001","47003","4","0","470","2","16","47005","10041","47004","469","0"
"5","0","0","47102","47101","47103","7","0","471","5","16","47105","10072","47104","469","0"
"5","0","0","47202","47201","47203","2","0","472","8","16","47205","10025","47204","469","0"
"5","0","0","47302","47301","47303","2","0","473","2","17","47305","10024","47304","470","0"
"5","0","0","47402","47401","47403","7","0","474","5","17","47405","10073","47404","471","0"
"5","0","0","47502","47501","47503","6","0","475","8","17","47505","10062","47504","472","0"
"5","0","0","47602","47601","47603","6","0","476","2","18","47605","10063","47604","473","0"
"5","0","0","47702","47701","47703","4","0","477","5","18","47705","10044","47704","474","0"
"5","0","0","47802","47801","47803","6","0","478","8","18","47805","10061","47804","475","0"
"5","0","0","0","47901","0","100","0","479","2","19","0","11003","0","476","0"
"5","0","0","48002","48001","48003","6","0","480","5","19","48005","10065","48004","477","0"
"5","0","0","48102","48101","48103","4","0","481","8","19","48105","10042","48104","478","0"
"5","0","480","48202","48201","48203","1","481","482","5","20","48205","10016","48204","479","0"
"5","0","0","48302","48301","48303","6","0","483","2","21","48305","10063","48304","482","0"
"5","0","0","0","48401","0","100","0","484","5","21","0","11002","0","482","0"
"5","0","0","48502","48501","48503","4","0","485","8","21","48505","10045","48504","482","0"
"5","0","0","0","48601","0","101","0","486","2","22","0","11011","0","483","0"
"5","0","0","48702","48701","48703","7","0","487","5","22","48705","10074","48704","484","0"
"5","0","0","48802","48801","48803","7","0","488","8","22","48805","10075","48804","485","0"
"5","0","0","48902","48901","48903","4","0","489","2","23","48905","10044","48904","486","0"
"5","0","0","49002","49001","49003","2","0","490","5","23","49005","10023","49004","487","0"
"5","0","0","49102","49101","49103","6","0","491","8","23","49105","10064","49104","488","0"
"5","0","0","49202","49201","49203","2","0","492","2","24","49205","10021","49204","489","0"
"5","0","0","49302","49301","49303","2","0","493","5","24","49305","10022","49304","490","0"
"5","0","0","0","49401","0","101","0","494","8","24","0","11012","0","491","0"
"5","0","493","49502","49501","49503","5","494","495","5","25","49505","10056","49504","492","0"
"5","0","0","49602","49601","49603","2","0","496","2","26","49605","10025","49604","495","0"
"5","0","0","0","49701","0","100","0","497","5","26","0","11001","0","495","0"
"5","0","0","0","49801","0","100","0","498","8","26","0","11003","0","495","0"
"5","0","0","49902","49901","49903","2","0","499","2","27","49905","10024","49904","496","0"
"5","0","0","50002","50001","50003","2","0","500","5","27","50005","10023","50004","497","0"
"5","0","0","50102","50101","50103","7","0","501","8","27","50105","10072","50104","498","0"
"5","0","0","0","50201","0","101","0","502","2","28","0","11014","0","499","0"
"5","0","0","50302","50301","50303","6","0","503","5","28","50305","10065","50304","500","0"
"5","0","0","50402","50401","50403","4","0","504","8","28","50405","10042","50404","501","0"
"5","0","0","50502","50501","50503","4","0","505","2","29","50505","10043","50504","502","0"
"5","0","0","0","50601","0","100","0","506","5","29","0","11004","0","503","0"
"5","0","0","50702","50701","50703","7","0","507","8","29","50705","10071","50704","504","0"
"5","0","506","50802","50801","50803","1","507","508","5","30","50805","10016","50804","505","0"
"5","0","0","0","50901","0","101","0","509","2","31","0","11014","0","508","0"
"5","0","0","51002","51001","51003","6","0","510","5","31","51005","10062","51004","508","0"
"5","0","0","51102","51101","51103","4","0","511","8","31","51105","10041","51104","508","0"
"5","0","0","0","51201","0","101","0","512","2","32","0","11013","0","509","0"
"5","0","0","51302","51301","51303","7","0","513","5","32","51305","10074","51304","510","0"
"5","0","0","51402","51401","51403","6","0","514","8","32","51405","10061","51404","511","0"
"5","0","0","51502","51501","51503","4","0","515","2","33","51505","10045","51504","512","0"
"5","0","0","51602","51601","51603","2","0","516","5","33","51605","10024","51604","513","0"
"5","0","0","51702","51701","51703","6","0","517","8","33","51705","10063","51704","514","0"
"5","0","0","0","51801","0","100","0","518","2","34","0","11005","0","515","0"
"5","0","0","0","51901","0","101","0","519","5","34","0","11012","0","516","0"
"5","0","0","0","52001","0","101","0","520","8","34","0","11011","0","517","0"
"5","0","519","52102","52101","52103","3","520","521","5","35","52105","10036","52104","518","0"
"5","0","0","0","52201","0","101","0","522","2","36","0","11013","0","521","0"
"5","0","0","52302","52301","52303","4","0","523","5","36","52305","10041","52304","521","0"
"5","0","0","0","52401","0","101","0","524","8","36","0","11015","0","521","0"
"5","0","0","52502","52501","52503","7","0","525","2","37","52505","10073","52504","522","0"
"5","0","0","52602","52601","52603","2","0","526","5","37","52605","10025","52604","523","0"
"5","0","0","52702","52701","52703","7","0","527","8","37","52705","10072","52704","524","0"
"5","0","0","0","52801","0","100","0","528","2","38","0","11001","0","525","0"
"5","0","0","52902","52901","52903","6","0","529","5","38","52905","10064","52904","526","0"
"5","0","0","53002","53001","53003","7","0","530","8","38","53005","10075","53004","527","0"
"5","0","0","53102","53101","53103","2","0","531","2","39","53105","10022","53104","528","0"
"5","0","0","0","53201","0","100","0","532","5","39","0","11004","0","529","0"
"5","0","0","53302","53301","53303","2","0","533","8","39","53305","10023","53304","530","0"
"5","0","532","53402","53401","53403","5","533","534","5","40","53405","10056","53404","531","0"
"6","0","0","0","53501","0","100","0","535","2","1","0","11004","0","0","0"
"6","0","0","0","53601","0","101","0","536","5","1","0","11015","0","0","0"
"6","0","0","0","53701","0","101","0","537","8","1","0","11013","0","0","0"
"6","0","0","0","53801","0","101","0","538","2","2","0","11014","0","535","0"
"6","0","0","0","53901","0","101","0","539","5","2","0","11011","0","536","0"
"6","0","0","0","54001","0","100","0","540","8","2","0","11002","0","537","0"
"6","0","0","54102","54101","54103","4","0","541","2","3","54105","10041","54104","538","0"
"6","0","0","54202","54201","54203","6","0","542","5","3","54205","10063","54204","539","0"
"6","0","0","54302","54301","54303","7","0","543","8","3","54305","10072","54304","540","0"
"6","0","0","54402","54401","54403","6","0","544","2","4","54405","10065","54404","541","0"
"6","0","0","0","54501","0","100","0","545","5","4","0","11001","0","542","0"
"6","0","0","0","54601","0","101","0","546","8","4","0","11012","0","543","0"
"6","0","545","54702","54701","54703","1","546","547","5","5","54705","10016","54704","544","0"
"6","0","0","0","54801","0","100","0","548","2","6","0","11005","0","547","0"
"6","0","0","54902","54901","54903","7","0","549","5","6","54905","10071","54904","547","0"
"6","0","0","55002","55001","55003","7","0","550","8","6","55005","10073","55004","547","0"
"6","0","0","55102","55101","55103","6","0","551","2","7","55105","10064","55104","548","0"
"6","0","0","55202","55201","55203","4","0","552","5","7","55205","10044","55204","549","0"
"6","0","0","55302","55301","55303","2","0","553","8","7","55305","10021","55304","550","0"
"6","0","0","55402","55401","55403","7","0","554","2","8","55405","10075","55404","551","0"
"6","0","0","55502","55501","55503","4","0","555","5","8","55505","10042","55504","552","0"
"6","0","0","55602","55601","55603","4","0","556","8","8","55605","10043","55604","553","0"
"6","0","0","55702","55701","55703","2","0","557","2","9","55705","10025","55704","554","0"
"6","0","0","0","55801","0","100","0","558","5","9","0","11004","0","555","0"
"6","0","0","0","55901","0","101","0","559","8","9","0","11012","0","556","0"
"6","0","558","56002","56001","56003","3","559","560","5","10","56005","10036","56004","557","0"
"6","0","0","0","56101","0","101","0","561","2","11","0","11011","0","560","0"
"6","0","0","0","56201","0","100","0","562","5","11","0","11003","0","560","0"
"6","0","0","56302","56301","56303","7","0","563","8","11","56305","10072","56304","560","0"
"6","0","0","56402","56401","56403","4","0","564","2","12","56405","10045","56404","561","0"
"6","0","0","56502","56501","56503","2","0","565","5","12","56505","10022","56504","562","0"
"6","0","0","56602","56601","56603","4","0","566","8","12","56605","10044","56604","563","0"
"6","0","0","56702","56701","56703","6","0","567","2","13","56705","10061","56704","564","0"
"6","0","0","0","56801","0","100","0","568","5","13","0","11002","0","565","0"
"6","0","0","56902","56901","56903","2","0","569","8","13","56905","10023","56904","566","0"
"6","0","0","57002","57001","57003","6","0","570","2","14","57005","10065","57004","567","0"
"6","0","0","57102","57101","57103","4","0","571","5","14","57105","10041","57104","568","0"
"6","0","0","57202","57201","57203","7","0","572","8","14","57205","10074","57204","569","0"
"6","0","571","57302","57301","57303","1","572","573","5","15","57305","10016","57304","570","0"
"6","0","0","0","57401","0","100","0","574","2","16","0","11005","0","573","0"
"6","0","0","57502","57501","57503","4","0","575","5","16","57505","10042","57504","573","0"
"6","0","0","0","57601","0","100","0","576","8","16","0","11001","0","573","0"
"6","0","0","57702","57701","57703","6","0","577","2","17","57705","10061","57704","574","0"
"6","0","0","57802","57801","57803","2","0","578","5","17","57805","10024","57804","575","0"
"6","0","0","57902","57901","57903","2","0","579","8","17","57905","10025","57904","576","0"
"6","0","0","0","58001","0","101","0","580","2","18","0","11013","0","577","0"
"6","0","0","0","58101","0","101","0","581","5","18","0","11014","0","578","0"
"6","0","0","0","58201","0","101","0","582","8","18","0","11012","0","579","0"
"6","0","0","0","58301","0","101","0","583","2","19","0","11015","0","580","0"
"6","0","0","58402","58401","58403","6","0","584","5","19","58405","10063","58404","581","0"
"6","0","0","0","58501","0","101","0","585","8","19","0","11011","0","582","0"
"6","0","584","58602","58601","58603","3","585","586","5","20","58605","10036","58604","583","0"
"6","0","0","0","58701","0","101","0","587","2","21","0","11012","0","586","0"
"6","0","0","58802","58801","58803","7","0","588","5","21","58805","10071","58804","586","0"
"6","0","0","58902","58901","58903","7","0","589","8","21","58905","10075","58904","586","0"
"6","0","0","59002","59001","59003","4","0","590","2","22","59005","10044","59004","587","0"
"6","0","0","59102","59101","59103","2","0","591","5","22","59105","10022","59104","588","0"
"6","0","0","59202","59201","59203","4","0","592","8","22","59205","10045","59204","589","0"
"6","0","0","0","59301","0","100","0","593","2","23","0","11003","0","590","0"
"6","0","0","59402","59401","59403","2","0","594","5","23","59405","10021","59404","591","0"
"6","0","0","59502","59501","59503","7","0","595","8","23","59505","10074","59504","592","0"
"6","0","0","59602","59601","59603","6","0","596","2","24","59605","10062","59604","593","0"
"6","0","0","59702","59701","59703","7","0","597","5","24","59705","10073","59704","594","0"
"6","0","0","59802","59801","59803","6","0","598","8","24","59805","10065","59804","595","0"
"6","0","597","59902","59901","59903","1","598","599","5","25","59905","10016","59904","596","0"
"6","0","0","60002","60001","60003","4","0","600","2","26","60005","10041","60004","599","0"
"6","0","0","60102","60101","60103","4","0","601","5","26","60105","10043","60104","599","0"
"6","0","0","60202","60201","60203","6","0","602","8","26","60205","10064","60204","599","0"
"6","0","0","60302","60301","60303","2","0","603","2","27","60305","10023","60304","600","0"
"6","0","0","60402","60401","60403","2","0","604","5","27","60405","10021","60404","601","0"
"6","0","0","0","60501","0","101","0","605","8","27","0","11015","0","602","0"
"6","0","0","0","60601","0","100","0","606","2","28","0","11002","0","603","0"
"6","0","0","0","60701","0","100","0","607","5","28","0","11004","0","604","0"
"6","0","0","60802","60801","60803","7","0","608","8","28","60805","10071","60804","605","0"
"6","0","0","60902","60901","60903","7","0","609","2","29","60905","10073","60904","606","0"
"6","0","0","61002","61001","61003","4","0","610","5","29","61005","10042","61004","607","0"
"6","0","0","61102","61101","61103","4","0","611","8","29","61105","10045","61104","608","0"
"6","0","610","61202","61201","61203","5","611","612","5","30","61205","10056","61204","609","0"
"6","0","0","61302","61301","61303","2","0","613","2","31","61305","10024","61304","612","0"
"6","0","0","61402","61401","61403","6","0","614","5","31","61405","10062","61404","612","0"
"6","0","0","61502","61501","61503","2","0","615","8","31","61505","10025","61504","612","0"
"6","0","0","61602","61601","61603","4","0","616","2","32","61605","10043","61604","613","0"
"6","0","0","61702","61701","61703","6","0","617","5","32","61705","10064","61704","614","0"
"6","0","0","61802","61801","61803","2","0","618","8","32","61805","10022","61804","615","0"
"6","0","0","0","61901","0","100","0","619","2","33","0","11001","0","616","0"
"6","0","0","62002","62001","62003","7","0","620","5","33","62005","10075","62004","617","0"
"6","0","0","0","62101","0","100","0","621","8","33","0","11003","0","618","0"
"6","0","0","62202","62201","62203","7","0","622","2","34","62205","10074","62204","619","0"
"6","0","0","62302","62301","62303","2","0","623","5","34","62305","10023","62304","620","0"
"6","0","0","62402","62401","62403","6","0","624","8","34","62405","10061","62404","621","0"
"6","0","623","62502","62501","62503","3","624","625","5","35","62505","10036","62504","622","0"
"6","0","0","62602","62601","62603","4","0","626","2","36","62605","10044","62604","625","0"
"6","0","0","62702","62701","62703","7","0","627","5","36","62705","10071","62704","625","0"
"6","0","0","0","62801","0","100","0","628","8","36","0","11002","0","625","0"
"6","0","0","0","62901","0","100","0","629","2","37","0","11005","0","626","0"
"6","0","0","63002","63001","63003","4","0","630","5","37","63005","10042","63004","627","0"
"6","0","0","0","63101","0","101","0","631","8","37","0","11014","0","628","0"
"6","0","0","63202","63201","63203","2","0","632","2","38","63205","10021","63204","629","0"
"6","0","0","63302","63301","63303","7","0","633","5","38","63305","10073","63304","630","0"
"6","0","0","63402","63401","63403","4","0","634","8","38","63405","10045","63404","631","0"
"6","0","0","63502","63501","63503","2","0","635","2","39","63505","10024","63504","632","0"
"6","0","0","63602","63601","63603","6","0","636","5","39","63605","10062","63604","633","0"
"6","0","0","63702","63701","63703","4","0","637","8","39","63705","10043","63704","634","0"
"6","0","636","63802","63801","63803","5","637","638","5","40","63805","10056","63804","635","0"
