58fa188c9734cebcdabefa6638ccdadcb02f520d69d600afb359c125c358bb4b,920c1194004a1791469e3cb791dd9286c51f4a0c3a2d3145f50aa23f6c5bec2c,e3a45f5b476183dac64b3a6a43794174a66adaac27cc247dd25044bf50fd9447,8a71d748829710bb48dd43f00d23330bbf4121ea6d770b01170e1e214a349692,4e90e0a88fa0c50b81ce21af01f37c48db47a2009ff5d88d825d4774dac351de
"22002","72018011","2","1","20018022"
"91002","72018012","8","30","20018023"
"22002","72018012","2","1","20018024"
"91002","72018013","8","30","20018025"
"22002","72018013","2","1","20018026"
"91002","72018014","8","30","20018027"
"22002","72018014","2","1","20018028"
"91002","72018015","8","200","20018029"
"22002","72018015","2","1","20018030"
"91002","72018016","8","60","20018031"
"22002","72018016","2","2","20018032"
"91002","72018017","8","60","20018033"
"22002","72018017","2","2","20018034"
"91002","72018018","8","60","20018035"
"22002","72018018","2","2","20018036"
"91002","72018019","8","60","20018037"
"22002","72018019","2","2","20018038"
"91002","72018020","8","300","20018039"
"22002","72018020","2","2","20018040"
"111201","72018021","1","1","20018041"
"31112","72018022","2","10","20018042"
"31036","72018022","2","10","20018043"
"31112","72018023","2","10","20018044"
"31036","72018023","2","10","20018045"
"91002","72019001","8","30","20019001"
"22002","72019001","2","1","20019002"
"91002","72019002","8","30","20019003"
"22002","72019002","2","1","20019004"
"91002","72019003","8","30","20019005"
"22002","72019003","2","1","20019006"
"91002","72019004","8","30","20019007"
"22002","72019004","2","1","20019008"
"91002","72019005","8","30","20019009"
"22002","72019005","2","1","20019010"
"91002","72019006","8","30","20019011"
"22002","72019006","2","1","20019012"
"91002","72019007","8","30","20019013"
"22002","72019007","2","1","20019014"
"91002","72019008","8","30","20019015"
"22002","72019008","2","1","20019016"
"91002","72019009","8","30","20019017"
"22002","72019009","2","1","20019018"
"91002","72019010","8","30","20019019"
"22002","72019010","2","1","20019020"
"91002","72019011","8","30","20019021"
"22002","72019011","2","1","20019022"
"91002","72019012","8","30","20019023"
"22002","72019012","2","1","20019024"
"91002","72019013","8","30","20019025"
"22002","72019013","2","1","20019026"
"91002","72019014","8","30","20019027"
"22002","72019014","2","1","20019028"
"91002","72019015","8","200","20019029"
"22002","72019015","2","1","20019030"
"91002","72019016","8","60","20019031"
"22002","72019016","2","2","20019032"
"91002","72019017","8","60","20019033"
"22002","72019017","2","2","20019034"
"91002","72019018","8","60","20019035"
"22002","72019018","2","2","20019036"
"91002","72019019","8","60","20019037"
"22002","72019019","2","2","20019038"
"91002","72019020","8","300","20019039"
"22002","72019020","2","2","20019040"
"31037","72019021","2","5","20019041"
"31005","72019021","2","5","20019042"
"31037","72019022","2","5","20019043"
"31005","72019022","2","5","20019044"
"31037","72019023","2","10","20019045"
"31005","72019023","2","10","20019046"
"91002","72020001","8","30","20020001"
"22002","72020001","2","1","20020002"
"91002","72020002","8","30","20020003"
"22002","72020002","2","1","20020004"
"91002","72020003","8","30","20020005"
"22002","72020003","2","1","20020006"
"91002","72020004","8","30","20020007"
"22002","72020004","2","1","20020008"
"91002","72020005","8","30","20020009"
"22002","72020005","2","1","20020010"
"91002","72020006","8","30","20020011"
"22002","72020006","2","1","20020012"
"91002","72020007","8","30","20020013"
"22002","72020007","2","1","20020014"
"91002","72020008","8","30","20020015"
"22002","72020008","2","1","20020016"
"91002","72020009","8","30","20020017"
"22002","72020009","2","1","20020018"
"91002","72020010","8","30","20020019"
"22002","72020010","2","1","20020020"
"91002","72020011","8","30","20020021"
"22002","72020011","2","1","20020022"
"91002","72020012","8","30","20020023"
"22002","72020012","2","1","20020024"
"91002","72020013","8","30","20020025"
"22002","72020013","2","1","20020026"
"91002","72020014","8","30","20020027"
"22002","72020014","2","1","20020028"
"91002","72020015","8","200","20020029"
"22002","72020015","2","1","20020030"
"91002","72020016","8","60","20020031"
"22002","72020016","2","2","20020032"
"91002","72020017","8","60","20020033"
"22002","72020017","2","2","20020034"
"91002","72020018","8","60","20020035"
"22002","72020018","2","2","20020036"
"91002","72020019","8","60","20020037"
"22002","72020019","2","2","20020038"
"91002","72020020","8","300","20020039"
"22002","72020020","2","2","20020040"
"111601","72020021","1","1","20020041"
"31116","72020022","2","10","20020042"
"31044","72020022","2","10","20020043"
"31116","72020023","2","10","20020044"
"31044","72020023","2","10","20020045"
"2205","72020024","7","1","20020046"
"91002","72021001","8","30","20021001"
"22002","72021001","2","1","20021002"
"91002","72021002","8","30","20021003"
"22002","72021002","2","1","20021004"
"91002","72021003","8","30","20021005"
"22002","72021003","2","1","20021006"
"91002","72021004","8","30","20021007"
"22002","72021004","2","1","20021008"
"91002","72021005","8","30","20021009"
"22002","72021005","2","1","20021010"
"91002","72021006","8","30","20021011"
"22002","72021006","2","1","20021012"
"91002","72021007","8","30","20021013"
"22002","72021007","2","1","20021014"
"91002","72021008","8","30","20021015"
"22002","72021008","2","1","20021016"
"91002","72021009","8","30","20021017"
"22002","72021009","2","1","20021018"
"91002","72021010","8","30","20021019"
"22002","72021010","2","1","20021020"
"91002","72021011","8","30","20021021"
"22002","72021011","2","1","20021022"
"91002","72021012","8","30","20021023"
"22002","72021012","2","1","20021024"
"91002","72021013","8","30","20021025"
"22002","72021013","2","1","20021026"
"91002","72021014","8","30","20021027"
"22002","72021014","2","1","20021028"
"91002","72021015","8","200","20021029"
"22002","72021015","2","1","20021030"
"91002","72021016","8","60","20021031"
"22002","72021016","2","2","20021032"
"91002","72021017","8","60","20021033"
"22002","72021017","2","2","20021034"
"91002","72021018","8","60","20021035"
"22002","72021018","2","2","20021036"
"91002","72021019","8","60","20021037"
"22002","72021019","2","2","20021038"
"91002","72021020","8","300","20021039"
"22002","72021020","2","2","20021040"
"112101","72021021","1","1","20021041"
"31121","72021022","2","10","20021042"
"31021","72021022","2","10","20021043"
"31121","72021023","2","10","20021044"
"31021","72021023","2","10","20021045"
"91002","72022001","8","30","20022001"
"22002","72022001","2","1","20022002"
"91002","72022002","8","30","20022003"
"22002","72022002","2","1","20022004"
"91002","72022003","8","30","20022005"
"22002","72022003","2","1","20022006"
"91002","72022004","8","30","20022007"
"22002","72022004","2","1","20022008"
"91002","72022005","8","30","20022009"
"22002","72022005","2","1","20022010"
"91002","72022006","8","30","20022011"
"22002","72022006","2","1","20022012"
"91002","72022007","8","30","20022013"
"22002","72022007","2","1","20022014"
"91002","72022008","8","30","20022015"
"22002","72022008","2","1","20022016"
"91002","72022009","8","30","20022017"
"22002","72022009","2","1","20022018"
"91002","72022010","8","30","20022019"
"22002","72022010","2","1","20022020"
"91002","72022011","8","30","20022021"
"22002","72022011","2","1","20022022"
"91002","72022012","8","30","20022023"
"22002","72022012","2","1","20022024"
"91002","72022013","8","30","20022025"
"22002","72022013","2","1","20022026"
"91002","72022014","8","30","20022027"
"22002","72022014","2","1","20022028"
"91002","72022015","8","200","20022029"
"22002","72022015","2","1","20022030"
"91002","72022016","8","60","20022031"
"22002","72022016","2","2","20022032"
"91002","72022017","8","60","20022033"
"22002","72022017","2","2","20022034"
"91002","72022018","8","60","20022035"
"22002","72022018","2","2","20022036"
"91002","72022019","8","60","20022037"
"22002","72022019","2","2","20022038"
"91002","72022020","8","300","20022039"
"22002","72022020","2","2","20022040"
"112301","72022021","1","1","20022041"
"2307","72022022","7","1","20022042"
"2308","72022023","7","1","20022043"
"31123","72022024","2","10","20022044"
"31049","72022024","2","10","20022045"
"31123","72022025","2","10","20022046"
"31049","72022025","2","10","20022047"
"91002","72023001","8","30","20023001"
"22002","72023001","2","1","20023002"
"91002","72023002","8","30","20023003"
"22002","72023002","2","1","20023004"
"91002","72023003","8","30","20023005"
"22002","72023003","2","1","20023006"
"91002","72023004","8","30","20023007"
"22002","72023004","2","1","20023008"
"91002","72023005","8","30","20023009"
"22002","72023005","2","1","20023010"
"91002","72023006","8","30","20023011"
"22002","72023006","2","1","20023012"
"91002","72023007","8","30","20023013"
"22002","72023007","2","1","20023014"
"91002","72023008","8","30","20023015"
"22002","72023008","2","1","20023016"
"91002","72023009","8","30","20023017"
"22002","72023009","2","1","20023018"
"91002","72023010","8","30","20023019"
"22002","72023010","2","1","20023020"
"91002","72023011","8","30","20023021"
"22002","72023011","2","1","20023022"
"91002","72023012","8","30","20023023"
"22002","72023012","2","1","20023024"
"91002","72023013","8","30","20023025"
"22002","72023013","2","1","20023026"
"91002","72023014","8","30","20023027"
"22002","72023014","2","1","20023028"
"91002","72023015","8","200","20023029"
"22002","72023015","2","1","20023030"
"91002","72023016","8","60","20023031"
"22002","72023016","2","2","20023032"
"91002","72023017","8","60","20023033"
"22002","72023017","2","2","20023034"
"91002","72023018","8","60","20023035"
"22002","72023018","2","2","20023036"
"91002","72023019","8","60","20023037"
"22002","72023019","2","2","20023038"
"91002","72023020","8","300","20023039"
"22002","72023020","2","2","20023040"
"31107","72023021","2","5","20023041"
"31046","72023021","2","5","20023042"
"31107","72023022","2","5","20023043"
"31046","72023022","2","5","20023044"
"31107","72023023","2","10","20023045"
"31046","72023023","2","10","20023046"
"91002","72024001","8","30","20024001"
"22002","72024001","2","1","20024002"
"91002","72024002","8","30","20024003"
"22002","72024002","2","1","20024004"
"91002","72024003","8","30","20024005"
"22002","72024003","2","1","20024006"
"91002","72024004","8","30","20024007"
"22002","72024004","2","1","20024008"
"91002","72024005","8","30","20024009"
"22002","72024005","2","1","20024010"
"91002","72024006","8","30","20024011"
"22002","72024006","2","1","20024012"
"91002","72024007","8","30","20024013"
"22002","72024007","2","1","20024014"
"91002","72024008","8","30","20024015"
"22002","72024008","2","1","20024016"
"91002","72024009","8","30","20024017"
"22002","72024009","2","1","20024018"
"91002","72024010","8","30","20024019"
"22002","72024010","2","1","20024020"
"91002","72024011","8","30","20024021"
"22002","72024011","2","1","20024022"
"91002","72024012","8","30","20024023"
"22002","72024012","2","1","20024024"
"91002","72024013","8","30","20024025"
"22002","72024013","2","1","20024026"
"91002","72024014","8","30","20024027"
"22002","72024014","2","1","20024028"
"91002","72024015","8","200","20024029"
"22002","72024015","2","1","20024030"
"91002","72024016","8","60","20024031"
"22002","72024016","2","2","20024032"
"91002","72024017","8","60","20024033"
"22002","72024017","2","2","20024034"
"91002","72024018","8","60","20024035"
"22002","72024018","2","2","20024036"
"91002","72024019","8","60","20024037"
"22002","72024019","2","2","20024038"
"91002","72024020","8","300","20024039"
"22002","72024020","2","2","20024040"
"31028","72024021","2","5","20024041"
"31033","72024021","2","5","20024042"
"31028","72024022","2","5","20024043"
"31033","72024022","2","5","20024044"
"31028","72024023","2","10","20024045"
"31033","72024023","2","10","20024046"
"91002","72025001","8","30","20025001"
"22002","72025001","2","1","20025002"
"91002","72025002","8","30","20025003"
"22002","72025002","2","1","20025004"
"91002","72025003","8","30","20025005"
"22002","72025003","2","1","20025006"
"91002","72025004","8","30","20025007"
"22002","72025004","2","1","20025008"
"91002","72025005","8","30","20025009"
"22002","72025005","2","1","20025010"
"91002","72025006","8","30","20025011"
"22002","72025006","2","1","20025012"
"91002","72025007","8","30","20025013"
"22002","72025007","2","1","20025014"
"91002","72025008","8","30","20025015"
"22002","72025008","2","1","20025016"
"91002","72025009","8","30","20025017"
"22002","72025009","2","1","20025018"
"91002","72025010","8","30","20025019"
"22002","72025010","2","1","20025020"
"91002","72025011","8","30","20025021"
"22002","72025011","2","1","20025022"
"91002","72025012","8","30","20025023"
"22002","72025012","2","1","20025024"
"91002","72025013","8","30","20025025"
"22002","72025013","2","1","20025026"
"91002","72025014","8","30","20025027"
"22002","72025014","2","1","20025028"
"91002","72025015","8","200","20025029"
"22002","72025015","2","1","20025030"
"91002","72025016","8","60","20025031"
"22002","72025016","2","2","20025032"
"91002","72025017","8","60","20025033"
"22002","72025017","2","2","20025034"
"91002","72025018","8","60","20025035"
"22002","72025018","2","2","20025036"
"91002","72025019","8","60","20025037"
"22002","72025019","2","2","20025038"
"91002","72025020","8","300","20025039"
"22002","72025020","2","2","20025040"
"113001","72025021","1","1","20025041"
"31130","72025022","2","10","20025042"
"31065","72025022","2","10","20025043"
"31130","72025023","2","10","20025044"
"31065","72025023","2","10","20025045"
"91002","72026001","8","30","20026001"
"22002","72026001","2","1","20026002"
"91002","72026002","8","30","20026003"
"22002","72026002","2","1","20026004"
"91002","72026003","8","30","20026005"
"22002","72026003","2","1","20026006"
"91002","72026004","8","30","20026007"
"22002","72026004","2","1","20026008"
"91002","72026005","8","30","20026009"
"22002","72026005","2","1","20026010"
"91002","72026006","8","30","20026011"
"22002","72026006","2","1","20026012"
"91002","72026007","8","30","20026013"
"22002","72026007","2","1","20026014"
"91002","72026008","8","30","20026015"
"22002","72026008","2","1","20026016"
"91002","72026009","8","30","20026017"
"22002","72026009","2","1","20026018"
"91002","72026010","8","30","20026019"
"22002","72026010","2","1","20026020"
"91002","72026011","8","30","20026021"
"22002","72026011","2","1","20026022"
"91002","72026012","8","30","20026023"
"22002","72026012","2","1","20026024"
"91002","72026013","8","30","20026025"
"22002","72026013","2","1","20026026"
"91002","72026014","8","30","20026027"
"22002","72026014","2","1","20026028"
"91002","72026015","8","200","20026029"
"22002","72026015","2","1","20026030"
"91002","72026016","8","60","20026031"
"22002","72026016","2","2","20026032"
"91002","72026017","8","60","20026033"
"22002","72026017","2","2","20026034"
"91002","72026018","8","60","20026035"
"22002","72026018","2","2","20026036"
"91002","72026019","8","60","20026037"
"22002","72026019","2","2","20026038"
"91002","72026020","8","300","20026039"
"22002","72026020","2","2","20026040"
"113201","72026021","1","1","20026041"
"31132","72026022","2","10","20026042"
"31027","72026022","2","10","20026043"
"31132","72026023","2","10","20026044"
"31027","72026023","2","10","20026045"
"91002","72027001","8","30","20027001"
"22002","72027001","2","1","20027002"
"91002","72027002","8","30","20027003"
"22002","72027002","2","1","20027004"
"91002","72027003","8","30","20027005"
"22002","72027003","2","1","20027006"
"91002","72027004","8","30","20027007"
"22002","72027004","2","1","20027008"
"91002","72027005","8","30","20027009"
"22002","72027005","2","1","20027010"
"91002","72027006","8","30","20027011"
"22002","72027006","2","1","20027012"
"91002","72027007","8","30","20027013"
"22002","72027007","2","1","20027014"
"91002","72027008","8","30","20027015"
"22002","72027008","2","1","20027016"
"91002","72027009","8","30","20027017"
"22002","72027009","2","1","20027018"
"91002","72027010","8","30","20027019"
"22002","72027010","2","1","20027020"
"91002","72027011","8","30","20027021"
"22002","72027011","2","1","20027022"
"91002","72027012","8","30","20027023"
"22002","72027012","2","1","20027024"
"91002","72027013","8","30","20027025"
"22002","72027013","2","1","20027026"
"91002","72027014","8","30","20027027"
"22002","72027014","2","1","20027028"
"91002","72027015","8","200","20027029"
"22002","72027015","2","1","20027030"
"91002","72027016","8","60","20027031"
"22002","72027016","2","2","20027032"
"91002","72027017","8","60","20027033"
"22002","72027017","2","2","20027034"
"91002","72027018","8","60","20027035"
"22002","72027018","2","2","20027036"
"91002","72027019","8","60","20027037"
"22002","72027019","2","2","20027038"
"91002","72027020","8","300","20027039"
"22002","72027020","2","2","20027040"
"113501","72027021","1","1","20027041"
"31135","72027022","2","10","20027042"
"31023","72027022","2","10","20027043"
"31135","72027023","2","10","20027044"
"31023","72027023","2","10","20027045"
"91002","72028001","8","30","20028001"
"22002","72028001","2","1","20028002"
"91002","72028002","8","30","20028003"
"22002","72028002","2","1","20028004"
"91002","72028003","8","30","20028005"
"22002","72028003","2","1","20028006"
"91002","72028004","8","30","20028007"
"22002","72028004","2","1","20028008"
"91002","72028005","8","30","20028009"
"22002","72028005","2","1","20028010"
"91002","72028006","8","30","20028011"
"22002","72028006","2","1","20028012"
"91002","72028007","8","30","20028013"
"22002","72028007","2","1","20028014"
"91002","72028008","8","30","20028015"
"22002","72028008","2","1","20028016"
"91002","72028009","8","30","20028017"
"22002","72028009","2","1","20028018"
"91002","72028010","8","30","20028019"
"22002","72028010","2","1","20028020"
"91002","72028011","8","30","20028021"
"22002","72028011","2","1","20028022"
"91002","72028012","8","30","20028023"
"22002","72028012","2","1","20028024"
"91002","72028013","8","30","20028025"
"22002","72028013","2","1","20028026"
"91002","72028014","8","30","20028027"
"22002","72028014","2","1","20028028"
"91002","72028015","8","200","20028029"
"22002","72028015","2","1","20028030"
"91002","72028016","8","60","20028031"
"22002","72028016","2","2","20028032"
"91002","72028017","8","60","20028033"
"22002","72028017","2","2","20028034"
"91002","72028018","8","60","20028035"
"22002","72028018","2","2","20028036"
"91002","72028019","8","60","20028037"
"22002","72028019","2","2","20028038"
"91002","72028020","8","300","20028039"
"22002","72028020","2","2","20028040"
"31016","72028021","2","5","20028041"
"31013","72028021","2","5","20028042"
"31016","72028022","2","5","20028043"
"31013","72028022","2","5","20028044"
"31016","72028023","2","10","20028045"
"31013","72028023","2","10","20028046"
"91002","72029001","8","30","20029001"
"22002","72029001","2","1","20029002"
"91002","72029002","8","30","20029003"
"22002","72029002","2","1","20029004"
"91002","72029003","8","30","20029005"
"22002","72029003","2","1","20029006"
"91002","72029004","8","30","20029007"
"22002","72029004","2","1","20029008"
"91002","72029005","8","30","20029009"
"22002","72029005","2","1","20029010"
"91002","72029006","8","30","20029011"
"22002","72029006","2","1","20029012"
"91002","72029007","8","30","20029013"
"22002","72029007","2","1","20029014"
"91002","72029008","8","30","20029015"
"22002","72029008","2","1","20029016"
"91002","72029009","8","30","20029017"
"22002","72029009","2","1","20029018"
"91002","72029010","8","30","20029019"
"22002","72029010","2","1","20029020"
"91002","72029011","8","30","20029021"
"22002","72029011","2","1","20029022"
"91002","72029012","8","30","20029023"
"22002","72029012","2","1","20029024"
"91002","72029013","8","30","20029025"
"22002","72029013","2","1","20029026"
"91002","72029014","8","30","20029027"
"22002","72029014","2","1","20029028"
"91002","72029015","8","200","20029029"
"22002","72029015","2","1","20029030"
"91002","72029016","8","60","20029031"
"22002","72029016","2","2","20029032"
"91002","72029017","8","60","20029033"
"22002","72029017","2","2","20029034"
"91002","72029018","8","60","20029035"
"22002","72029018","2","2","20029036"
"91002","72029019","8","60","20029037"
"22002","72029019","2","2","20029038"
"91002","72029020","8","300","20029039"
"22002","72029020","2","2","20029040"
"114101","72029021","1","1","20029041"
"31141","72029022","2","10","20029042"
"31054","72029022","2","10","20029043"
"31141","72029023","2","10","20029044"
"31054","72029023","2","10","20029045"
"91002","72030001","8","30","20030001"
"22002","72030001","2","1","20030002"
"91002","72030002","8","30","20030003"
"22002","72030002","2","1","20030004"
"91002","72030003","8","30","20030005"
"22002","72030003","2","1","20030006"
"91002","72030004","8","30","20030007"
"22002","72030004","2","1","20030008"
"91002","72030005","8","30","20030009"
"22002","72030005","2","1","20030010"
"91002","72030006","8","30","20030011"
"22002","72030006","2","1","20030012"
"91002","72030007","8","30","20030013"
"22002","72030007","2","1","20030014"
"91002","72030008","8","30","20030015"
"22002","72030008","2","1","20030016"
"91002","72030009","8","30","20030017"
"22002","72030009","2","1","20030018"
"91002","72030010","8","30","20030019"
"22002","72030010","2","1","20030020"
"91002","72030011","8","30","20030021"
"22002","72030011","2","1","20030022"
"91002","72030012","8","30","20030023"
"22002","72030012","2","1","20030024"
"91002","72030013","8","30","20030025"
"22002","72030013","2","1","20030026"
"91002","72030014","8","30","20030027"
"22002","72030014","2","1","20030028"
"91002","72030015","8","200","20030029"
"22002","72030015","2","1","20030030"
"91002","72030016","8","60","20030031"
"22002","72030016","2","2","20030032"
"91002","72030017","8","60","20030033"
"22002","72030017","2","2","20030034"
"91002","72030018","8","60","20030035"
"22002","72030018","2","2","20030036"
"91002","72030019","8","60","20030037"
"22002","72030019","2","2","20030038"
"91002","72030020","8","300","20030039"
"22002","72030020","2","2","20030040"
"31014","72030021","2","5","20030041"
"31037","72030021","2","5","20030042"
"2801","72030022","7","1","20030043"
"2802","72030023","7","1","20030044"
"31014","72030024","2","5","20030045"
"31037","72030024","2","5","20030046"
"31014","72030025","2","10","20030047"
"31037","72030025","2","10","20030048"
"91002","72031001","8","30","20031001"
"22002","72031001","2","1","20031002"
"91002","72031002","8","30","20031003"
"22002","72031002","2","1","20031004"
"91002","72031003","8","30","20031005"
"22002","72031003","2","1","20031006"
"91002","72031004","8","30","20031007"
"22002","72031004","2","1","20031008"
"91002","72031005","8","30","20031009"
"22002","72031005","2","1","20031010"
"91002","72031006","8","30","20031011"
"22002","72031006","2","1","20031012"
"91002","72031007","8","30","20031013"
"22002","72031007","2","1","20031014"
"91002","72031008","8","30","20031015"
"22002","72031008","2","1","20031016"
"91002","72031009","8","30","20031017"
"22002","72031009","2","1","20031018"
"91002","72031010","8","30","20031019"
"22002","72031010","2","1","20031020"
"91002","72031011","8","30","20031021"
"22002","72031011","2","1","20031022"
"91002","72031012","8","30","20031023"
"22002","72031012","2","1","20031024"
"91002","72031013","8","30","20031025"
"22002","72031013","2","1","20031026"
"91002","72031014","8","30","20031027"
"22002","72031014","2","1","20031028"
"91002","72031015","8","200","20031029"
"22002","72031015","2","1","20031030"
"91002","72031016","8","60","20031031"
"22002","72031016","2","2","20031032"
"91002","72031017","8","60","20031033"
"22002","72031017","2","2","20031034"
"91002","72031018","8","60","20031035"
"22002","72031018","2","2","20031036"
"91002","72031019","8","60","20031037"
"22002","72031019","2","2","20031038"
"91002","72031020","8","300","20031039"
"22002","72031020","2","2","20031040"
"114601","72031021","1","1","20031041"
"21001","72031022","2","1","20031042"
"31146","72031023","2","10","20031043"
"31048","72031023","2","10","20031044"
"31146","72031024","2","10","20031045"
"31048","72031024","2","10","20031046"
"91002","72032001","8","30","20032001"
"22002","72032001","2","1","20032002"
"91002","72032002","8","30","20032003"
"22002","72032002","2","1","20032004"
"91002","72032003","8","30","20032005"
"22002","72032003","2","1","20032006"
"91002","72032004","8","30","20032007"
"22002","72032004","2","1","20032008"
"91002","72032005","8","30","20032009"
"22002","72032005","2","1","20032010"
"91002","72032006","8","30","20032011"
"22002","72032006","2","1","20032012"
"91002","72032007","8","30","20032013"
"22002","72032007","2","1","20032014"
"91002","72032008","8","30","20032015"
"22002","72032008","2","1","20032016"
"91002","72032009","8","30","20032017"
"22002","72032009","2","1","20032018"
"91002","72032010","8","30","20032019"
"22002","72032010","2","1","20032020"
"91002","72032011","8","30","20032021"
"22002","72032011","2","1","20032022"
"91002","72032012","8","30","20032023"
"22002","72032012","2","1","20032024"
"91002","72032013","8","30","20032025"
"22002","72032013","2","1","20032026"
"91002","72032014","8","30","20032027"
"22002","72032014","2","1","20032028"
"91002","72032015","8","200","20032029"
"22002","72032015","2","1","20032030"
"91002","72032016","8","60","20032031"
"22002","72032016","2","2","20032032"
"91002","72032017","8","60","20032033"
"22002","72032017","2","2","20032034"
"91002","72032018","8","60","20032035"
"22002","72032018","2","2","20032036"
"91002","72032019","8","60","20032037"
"22002","72032019","2","2","20032038"
"91002","72032020","8","300","20032039"
"22002","72032020","2","2","20032040"
"114701","72032021","1","1","20032041"
"21002","72032022","2","1","20032042"
"31147","72032023","2","10","20032043"
"31060","72032023","2","10","20032044"
"31147","72032024","2","10","20032045"
"31060","72032024","2","10","20032046"
"91002","72033001","8","30","20033001"
"22002","72033001","2","1","20033002"
"91002","72033002","8","30","20033003"
"22002","72033002","2","1","20033004"
"91002","72033003","8","30","20033005"
"22002","72033003","2","1","20033006"
"91002","72033004","8","30","20033007"
"22002","72033004","2","1","20033008"
"91002","72033005","8","30","20033009"
"22002","72033005","2","1","20033010"
"91002","72033006","8","30","20033011"
"22002","72033006","2","1","20033012"
"91002","72033007","8","30","20033013"
"22002","72033007","2","1","20033014"
"91002","72033008","8","30","20033015"
"22002","72033008","2","1","20033016"
"91002","72033009","8","30","20033017"
"22002","72033009","2","1","20033018"
"91002","72033010","8","30","20033019"
"22002","72033010","2","1","20033020"
"91002","72033011","8","30","20033021"
"22002","72033011","2","1","20033022"
"91002","72033012","8","30","20033023"
"22002","72033012","2","1","20033024"
"91002","72033013","8","30","20033025"
"22002","72033013","2","1","20033026"
"91002","72033014","8","30","20033027"
"22002","72033014","2","1","20033028"
"91002","72033015","8","200","20033029"
"22002","72033015","2","1","20033030"
"91002","72033016","8","60","20033031"
"22002","72033016","2","2","20033032"
"91002","72033017","8","60","20033033"
"22002","72033017","2","2","20033034"
"91002","72033018","8","60","20033035"
"22002","72033018","2","2","20033036"
"91002","72033019","8","60","20033037"
"22002","72033019","2","2","20033038"
"91002","72033020","8","300","20033039"
"22002","72033020","2","2","20033040"
"115601","72033021","1","1","20033041"
"21003","72033022","2","1","20033042"
"31156","72033023","2","10","20033043"
"31003","72033023","2","10","20033044"
"31156","72033024","2","10","20033045"
"31003","72033024","2","10","20033046"
"91002","72034001","8","30","20034001"
"22002","72034001","2","1","20034002"
"91002","72034002","8","30","20034003"
"22002","72034002","2","1","20034004"
"91002","72034003","8","30","20034005"
"22002","72034003","2","1","20034006"
"91002","72034004","8","30","20034007"
"22002","72034004","2","1","20034008"
"91002","72034005","8","30","20034009"
"22002","72034005","2","1","20034010"
"91002","72034006","8","30","20034011"
"22002","72034006","2","1","20034012"
"91002","72034007","8","30","20034013"
"22002","72034007","2","1","20034014"
"91002","72034008","8","30","20034015"
"22002","72034008","2","1","20034016"
"91002","72034009","8","30","20034017"
"22002","72034009","2","1","20034018"
"91002","72034010","8","30","20034019"
"22002","72034010","2","1","20034020"
"91002","72034011","8","30","20034021"
"22002","72034011","2","1","20034022"
"91002","72034012","8","30","20034023"
"22002","72034012","2","1","20034024"
"91002","72034013","8","30","20034025"
"22002","72034013","2","1","20034026"
"91002","72034014","8","30","20034027"
"22002","72034014","2","1","20034028"
"91002","72034015","8","200","20034029"
"22002","72034015","2","1","20034030"
"91002","72034016","8","60","20034031"
"22002","72034016","2","2","20034032"
"91002","72034017","8","60","20034033"
"22002","72034017","2","2","20034034"
"91002","72034018","8","60","20034035"
"22002","72034018","2","2","20034036"
"91002","72034019","8","60","20034037"
"22002","72034019","2","2","20034038"
"91002","72034020","8","300","20034039"
"22002","72034020","2","2","20034040"
"31156","72034021","2","5","20034041"
"31003","72034021","2","5","20034042"
"2806","72034022","7","1","20034043"
"31156","72034023","2","5","20034044"
"31003","72034023","2","5","20034045"
"31156","72034024","2","10","20034046"
"31003","72034024","2","10","20034047"
"91002","72035001","8","30","20035001"
"22002","72035001","2","1","20035002"
"91002","72035002","8","30","20035003"
"22002","72035002","2","1","20035004"
"91002","72035003","8","30","20035005"
"22002","72035003","2","1","20035006"
"91002","72035004","8","30","20035007"
"22002","72035004","2","1","20035008"
"91002","72035005","8","30","20035009"
"22002","72035005","2","1","20035010"
"91002","72035006","8","30","20035011"
"22002","72035006","2","1","20035012"
"91002","72035007","8","30","20035013"
"22002","72035007","2","1","20035014"
"91002","72035008","8","30","20035015"
"22002","72035008","2","1","20035016"
"91002","72035009","8","30","20035017"
"22002","72035009","2","1","20035018"
"91002","72035010","8","30","20035019"
"22002","72035010","2","1","20035020"
"91002","72035011","8","30","20035021"
"22002","72035011","2","1","20035022"
"91002","72035012","8","30","20035023"
"22002","72035012","2","1","20035024"
"91002","72035013","8","30","20035025"
"22002","72035013","2","1","20035026"
"91002","72035014","8","30","20035027"
"22002","72035014","2","1","20035028"
"91002","72035015","8","200","20035029"
"22002","72035015","2","1","20035030"
"91002","72035016","8","60","20035031"
"22002","72035016","2","2","20035032"
"91002","72035017","8","60","20035033"
"22002","72035017","2","2","20035034"
"91002","72035018","8","60","20035035"
"22002","72035018","2","2","20035036"
"91002","72035019","8","60","20035037"
"22002","72035019","2","2","20035038"
"91002","72035020","8","300","20035039"
"22002","72035020","2","2","20035040"
"115801","72035021","1","1","20035041"
"21004","72035022","2","1","20035042"
"31158","72035023","2","10","20035043"
"31010","72035023","2","10","20035044"
"31158","72035024","2","10","20035045"
"31010","72035024","2","10","20035046"
"91002","72036001","8","30","20036001"
"22002","72036001","2","1","20036002"
"91002","72036002","8","30","20036003"
"22002","72036002","2","1","20036004"
"91002","72036003","8","30","20036005"
"22002","72036003","2","1","20036006"
