44c0b63099fcd28852d45071bb2982acd62b76468c9569befc06763014ff6db0,d84f16b5ef7de6e0b6aa45bf4960cf6dca39af840ad17243ed9df439988b93f6,cf75f7dfb4e46758aef77eded55e00e30b018c4dd337a1137c6aea6f97f4c789,8a2bdbe2c126c6e69557d711ecf064e988eca730e1da6847505fdccdcc61ad05,8d7b8e0b1afc227cbe5eea8ada693615fbcf87e941a994c5fa0dec1dd6d0bfdf,2fc8d1b0d06ac93c7f344850678d9561af37ce5c6f070a3fa0f2ecc7f22b489f,4cade478e0045e1beb4b057bb8e8b9cea43c71ab81e1d5941cd74da606f70c25,212f265688a018d9391daac997431da724eaca2b04f8468dbac6414dafab8900
"710000418","710041801","100","712104181","710041803","710041805","710041804","710041802"
"710000419","710041901","100","712104191","710041903","710041905","710041904","710041902"
"710000420","710042004","100","712104201","710042001","710042002","710042005","710042003"
"710000421","710042101","100","712204211","710042103","710042105","710042102","710042104"
"710000422","710042203","100","712204221","710042204","710042205","710042201","710042202"
"710000423","710042303","100","712204231","710042301","710042305","710042304","710042302"
"710000424","710042403","100","712204241","710042401","710042405","710042404","710042402"
"710000425","710042501","100","712204251","710042503","710042505","710042502","710042504"
"710000426","710042603","100","712204261","710042604","710042605","710042601","710042602"
"710000427","710042703","100","712204271","710042701","710042705","710042704","710042702"
"710000428","710042803","100","712204281","710042801","710042805","710042804","710042802"
"710000429","710042901","100","712204291","710042903","710042905","710042904","710042902"
"710000430","710043004","100","712204301","710043001","710043002","710043005","710043003"
"710000431","710043103","100","712304311","710043101","710043105","710043104","710043102"
"710000432","710043201","100","712304321","710043203","710043205","710043202","710043204"
"710000433","710043303","100","712304331","710043301","710043305","710043304","710043302"
"710000434","710043403","100","712304341","710043404","710043405","710043401","710043402"
"710000435","710043503","100","712304351","710043501","710043505","710043504","710043502"
"710000436","710043603","100","712304361","710043601","710043605","710043602","710043604"
"710000437","710043703","100","712304371","710043701","710043705","710043704","710043702"
"710000438","710043803","100","712304381","710043801","710043805","710043804","710043802"
"710000439","710043903","100","712304391","710043901","710043905","710043902","710043904"
"710000440","710044004","100","712304401","710044001","710044002","710044005","710044003"
"710000441","710044103","100","712404411","710044101","710044105","710044104","710044102"
"710000442","710044203","100","712404421","710044201","710044205","710044204","710044202"
"710000443","710044303","100","712404431","710044304","710044305","710044301","710044302"
"710000444","710044403","100","712404441","710044401","710044405","710044404","710044402"
"710000445","710044501","100","712404451","710044503","710044505","710044504","710044502"
"710000446","710044603","100","712404461","710044601","710044605","710044604","710044602"
"710000447","710044701","100","712404471","710044703","710044705","710044702","710044704"
"710000448","710044803","100","712404481","710044804","710044805","710044801","710044802"
"710000449","710044903","100","712404491","710044904","710044905","710044901","710044902"
"710000450","710045001","100","712404501","710045004","710045002","710045005","710045003"
"710000451","710045101","100","712504511","710045103","710045105","710045104","710045102"
"710000452","710045203","100","712504521","710045201","710045205","710045204","710045202"
"710000453","710045303","100","712504531","710045301","710045305","710045302","710045304"
"710000454","710045403","100","712504541","710045401","710045405","710045402","710045404"
"710000455","710045503","100","712504551","710045501","710045505","710045504","710045502"
"710000456","710045603","100","712504561","710045601","710045605","710045602","710045604"
"710000457","710045703","100","712504571","710045704","710045705","710045701","710045702"
"710000458","710045803","100","712504581","710045801","710045805","710045802","710045804"
"710000459","710045903","100","712504591","710045901","710045905","710045904","710045902"
"710000460","710046004","100","712504601","710046001","710046002","710046005","710046003"
"710000461","710046101","100","712604611","710046103","710046105","710046102","710046104"
"710000462","710046203","100","712604621","710046201","710046205","710046204","710046202"
"710000463","710046303","100","712604631","710046301","710046302","710046304","710046305"
"710000464","710046401","100","712604641","710046403","710046405","710046404","710046402"
"710000465","710046503","100","712604651","710046501","710046505","710046504","710046502"
"710000466","710046603","100","712604661","710046601","710046605","710046604","710046602"
"710000467","710046703","100","712604671","710046701","710046702","710046704","710046705"
"710000468","710046803","100","712604681","710046804","710046805","710046801","710046802"
"710000469","710046903","100","712604691","710046901","710046905","710046904","710046902"
"710000470","710047004","100","712604701","710047001","710047005","710047002","710047003"
"710000471","710047103","100","712704711","710047101","710047105","710047102","710047104"
"710000472","710047201","100","712704721","710047203","710047205","710047202","710047204"
"710000473","710047303","100","712704731","710047301","710047302","710047304","710047305"
"710000474","710047403","100","712704741","710047401","710047402","710047404","710047405"
"710000475","710047501","100","712704751","710047503","710047505","710047504","710047502"
"710000476","710047603","100","712704761","710047604","710047605","710047601","710047602"
"710000477","710047701","100","712704771","710047702","710047705","710047703","710047704"
"710000478","710047803","100","712704781","710047801","710047802","710047804","710047805"
"710000479","710047901","100","712704791","710047903","710047905","710047904","710047902"
"710000480","710048001","100","712704801","710048002","710048005","710048004","710048003"
"710000481","710048103","100","712804811","710048101","710048105","710048104","710048102"
"710000482","710048203","100","712804821","710048201","710048202","710048204","710048205"
"710000483","710048303","100","712804831","710048304","710048305","710048301","710048302"
"710000484","710048403","100","712804841","710048404","710048405","710048401","710048402"
"710000485","710048503","100","712804851","710048504","710048505","710048501","710048502"
"710000486","710048603","100","712804861","710048601","710048605","710048604","710048602"
"710000487","710048703","100","712804871","710048701","710048702","710048704","710048705"
"710000488","710048803","100","712804881","710048804","710048805","710048801","710048802"
"710000489","710048903","100","712804891","710048904","710048905","710048901","710048902"
"710000490","710049001","100","712804901","710049004","710049005","710049002","710049003"
"710000491","710049103","100","712904911","710049101","710049105","710049104","710049102"
"710000492","710049201","100","712904921","710049203","710049205","710049202","710049204"
"710000493","710049303","100","712904931","710049301","710049302","710049304","710049305"
"710000494","710049401","100","712904941","710049403","710049405","710049404","710049402"
"710000495","710049503","100","712904951","710049501","710049505","710049504","710049502"
"710000496","710049603","100","712904961","710049601","710049605","710049604","710049602"
"710000497","710049703","100","712904971","710049701","710049705","710049702","710049704"
"710000498","710049803","100","712904981","710049801","710049805","710049802","710049804"
"710000499","710049901","100","712904991","710049903","710049905","710049904","710049902"
"710000500","710050001","100","712905001","710050004","710050005","710050002","710050003"
"710000501","710050103","100","713005011","710050101","710050105","710050104","710050102"
"710000502","710050203","100","713005021","710050201","710050202","710050204","710050205"
"710000503","710050303","100","713005031","710050301","710050302","710050304","710050305"
"710000504","710050401","100","713005041","710050403","710050405","710050404","710050402"
"710000505","710050503","100","713005051","710050501","710050505","710050502","710050504"
"710000506","710050603","100","713005061","710050601","710050605","710050604","710050602"
"710000507","710050703","100","713005071","710050704","710050705","710050701","710050702"
"710000508","710050803","100","713005081","710050801","710050805","710050802","710050804"
"710000509","710050903","100","713005091","710050901","710050902","710050904","710050905"
"710000510","710051004","100","713005101","710051001","710051002","710051005","710051003"
"710000511","710051103","100","713105111","710051101","710051105","710051104","710051102"
"710000512","710051201","100","713105121","710051203","710051205","710051202","710051204"
"710000513","710051303","100","713105131","710051301","710051302","710051304","710051305"
"710000514","710051403","100","713105141","710051401","710051405","710051402","710051404"
"710000515","710051503","100","713105151","710051501","710051505","710051502","710051504"
"710000516","710051601","100","713105161","710051603","710051605","710051604","710051602"
"710000517","710051703","100","713105171","710051701","710051705","710051702","710051704"
"710000518","710051803","100","713105181","710051801","710051805","710051804","710051802"
"710000519","710051903","100","713105191","710051901","710051902","710051904","710051905"
"710000520","710052004","100","713105201","710052001","710052002","710052005","710052003"
"710000521","710052103","100","713205211","710052101","710052105","710052104","710052102"
"710000522","710052201","100","713205221","710052203","710052205","710052202","710052204"
"710000523","710052303","100","713205231","710052301","710052302","710052304","710052305"
"710000524","710052403","100","713205241","710052401","710052405","710052404","710052402"
"710000525","710052503","100","713205251","710052504","710052505","710052501","710052502"
"710000526","710052603","100","713205261","710052601","710052605","710052602","710052604"
"710000527","710052703","100","713205271","710052701","710052702","710052704","710052705"
"710000528","710052803","100","713205281","710052801","710052805","710052802","710052804"
"710000529","710052903","100","713205291","710052901","710052905","710052904","710052902"
"710000530","710053004","100","713205301","710053001","710053002","710053005","710053003"
"710000531","710053103","100","713305311","710053104","710053105","710053101","710053102"
"710000532","710053203","100","713305321","710053201","710053205","710053204","710053202"
"710000533","710053303","100","713305331","710053301","710053305","710053302","710053304"
"710000534","710053401","100","713305341","710053403","710053405","710053404","710053402"
"710000535","710053503","100","713305351","710053504","710053502","710053501","710053505"
"710000536","710053603","100","713305361","710053601","710053605","710053604","710053602"
"710000537","710053703","100","713305371","710053704","710053702","710053701","710053705"
"710000538","710053801","100","713305381","710053803","710053805","710053802","710053804"
"710000539","710053903","100","713305391","710053904","710053905","710053901","710053902"
"710000540","710054004","100","713305401","710054001","710054002","710054005","710054003"
"710000541","710054103","100","713405411","710054104","710054105","710054101","710054102"
"710000542","710054203","100","713405421","710054204","710054202","710054201","710054205"
"710000543","710054303","100","713405431","710054301","710054305","710054302","710054304"
"710000544","710054403","100","713405441","710054401","710054402","710054404","710054405"
"710000545","710054503","100","713405451","710054501","710054505","710054504","710054502"
"710000546","710054603","100","713405461","710054601","710054605","710054602","710054604"
"710000547","710054703","100","713405471","710054704","710054702","710054705","710054701"
"710000548","710054803","100","713405481","710054801","710054805","710054802","710054804"
"710000549","710054901","100","713405491","710054903","710054905","710054902","710054904"
"710000550","710055004","100","713405501","710055001","710055002","710055005","710055003"
"710000551","710055101","100","713505511","710055103","710055105","710055102","710055104"
"710000552","710055203","100","713505521","710055204","710055202","710055201","710055205"
"710000553","710055301","100","713505531","710055303","710055305","710055302","710055304"
"710000554","710055403","100","713505541","710055401","710055402","710055404","710055405"
"710000555","710055503","100","713505551","710055504","710055505","710055501","710055502"
"710000556","710055603","100","713505561","710055601","710055605","710055602","710055604"
"710000557","710055703","100","713505571","710055704","710055705","710055701","710055702"
"710000558","710055803","100","713505581","710055804","710055805","710055801","710055802"
"710000559","710055903","100","713505591","710055901","710055905","710055902","710055904"
"710000560","710056004","100","713505601","710056001","710056002","710056005","710056003"
"710000561","710056101","100","713605611","710056103","710056105","710056102","710056104"
"710000562","710056203","100","713605621","710056201","710056205","710056202","710056204"
"710000563","710056303","100","713605631","710056301","710056302","710056304","710056305"
"710000564","710056403","100","713605641","710056401","710056402","710056404","710056405"
"710000565","710056503","100","713605651","710056501","710056502","710056504","710056505"
"710000566","710056601","100","713605661","710056603","710056605","710056604","710056602"
"710000567","710056703","100","713605671","710056701","710056705","710056702","710056704"
"710000568","710056803","100","713605681","710056804","710056802","710056805","710056801"
"710000569","710056903","100","713605691","710056901","710056905","710056904","710056902"
"710000570","710057004","100","713605701","710057001","710057005","710057003","710057002"
"710000571","710057103","100","713705711","710057101","710057105","710057104","710057102"
"710000572","710057203","100","713705721","710057201","710057202","710057204","710057205"
"710000573","710057301","100","713705731","710057303","710057305","710057302","710057304"
"710000574","710057403","100","713705741","710057404","710057402","710057401","710057405"
"710000575","710057503","100","713705751","710057501","710057505","710057504","710057502"
"710000576","710057601","100","713705761","710057603","710057605","710057604","710057602"
"710000577","710057701","100","713705771","710057703","710057702","710057704","710057705"
"710000578","710057803","100","713705781","710057801","710057805","710057802","710057804"
"710000579","710057903","100","713705791","710057901","710057902","710057904","710057905"
"710000580","710058001","100","713705801","710058004","710058005","710058002","710058003"
"710000581","710058103","100","713805811","710058101","710058105","710058104","710058102"
"710000582","710058201","100","713805821","710058203","710058205","710058202","710058204"
"710000583","710058303","100","713805831","710058304","710058305","710058301","710058302"
"710000584","710058403","100","713805841","710058401","710058405","710058404","710058402"
"710000585","710058503","100","713805851","710058501","710058505","710058502","710058504"
"710000586","710058601","100","713805861","710058603","710058605","710058602","710058604"
"710000587","710058701","100","713805871","710058703","710058705","710058704","710058702"
"710000588","710058803","100","713805881","710058801","710058805","710058802","710058804"
"710000589","710058903","100","713805891","710058901","710058905","710058904","710058902"
"710000590","710059001","100","713805901","710059002","0","710059004","710059005"
"710000591","710059103","100","713905911","710059101","710059105","710059104","710059102"
"710000592","710059203","100","713905921","710059204","710059202","710059205","710059201"
"710000593","710059303","100","713905931","710059301","710059305","710059304","710059302"
"710000594","710059403","100","713905941","710059401","710059405","710059404","710059402"
"710000595","710059501","100","713905951","710059503","710059505","710059502","710059504"
"710000596","710059603","100","713905961","710059601","710059605","710059604","710059602"
"710000597","710059703","100","713905971","710059704","710059705","710059701","710059702"
"710000598","710059803","100","713905981","710059804","710059805","710059801","710059802"
"710000599","710059903","100","713905991","710059901","710059905","710059904","710059902"
"710000600","710060001","100","713906001","710060005","0","710060002","710060004"
"710000601","710060103","100","714006011","710060101","710060105","710060102","710060104"
"710000602","710060203","100","714006021","710060201","710060205","710060202","710060204"
"710000603","710060303","100","714006031","710060301","710060305","710060302","710060304"
"710000604","710060403","100","714006041","710060401","710060405","710060404","710060402"
"710000605","710060503","100","714006051","710060504","710060505","710060501","710060502"
"710000606","710060603","100","714006061","710060604","710060605","710060601","710060602"
"710000607","710060703","100","714006071","710060701","710060705","710060702","710060704"
"710000608","710060803","100","714006081","710060804","710060805","710060801","710060802"
"710000609","710060903","100","714006091","710060901","710060905","710060904","710060902"
"710000610","710061001","100","714006101","710061002","0","710061005","710061004"
"710000611","710061103","100","714106111","710061104","710061105","710061101","710061102"
"710000612","710061203","100","714106121","710061201","710061205","710061202","710061204"
"710000613","710061301","100","714106131","710061303","710061305","710061302","710061304"
"710000614","710061403","100","714106141","710061401","710061405","710061404","710061402"
"710000615","710061501","100","714106151","710061503","710061505","710061504","710061502"
"710000616","710061603","100","714106161","710061604","710061605","710061601","710061602"
"710000617","710061701","100","714106171","710061703","710061705","710061702","710061704"
"710000618","710061803","100","714106181","710061801","710061805","710061802","710061804"
"710000619","710061903","100","714106191","710061901","710061905","710061904","710061902"
"710000620","710062005","100","714106201","710062001","0","710062002","710062004"
"710000621","710062101","100","714206211","710062103","710062102","710062104","710062105"
"710000622","710062203","100","714206221","710062204","710062202","710062201","710062205"
"710000623","710062301","100","714206231","710062303","710062305","710062302","710062304"
"710000624","710062403","100","714206241","710062401","710062405","710062402","710062404"
"710000625","710062501","100","714206251","710062503","710062505","710062502","710062504"
"710000626","710062603","100","714206261","710062604","710062605","710062601","710062602"
"710000627","710062703","100","714206271","710062701","710062705","710062704","710062702"
"710000628","710062803","100","714206281","710062804","710062805","710062801","710062802"
"710000629","710062903","100","714206291","710062901","710062905","710062902","710062904"
"710000630","710063001","100","714206301","710063005","0","710063002","710063004"
"710000631","710063103","100","714306311","710063104","710063105","710063101","710063102"
"710000632","710063203","100","714306321","710063201","710063205","710063204","710063202"
"710000633","710063303","100","714306331","710063301","710063305","710063302","710063304"
"710000634","710063403","100","714306341","710063401","710063405","710063404","710063402"
"710000635","710063503","100","714306351","710063504","710063502","710063505","710063501"
"710000636","710063603","100","714306361","710063601","710063605","710063604","710063602"
"710000637","710063701","100","714306371","710063703","710063705","710063702","710063704"
"710000638","710063803","100","714306381","710063801","710063805","710063804","710063802"
"710000639","710063903","100","714306391","710063904","710063902","710063905","710063901"
"710000640","710064001","100","714306401","710064005","0","710064002","710064004"
"710000641","710064105","100","714406411","710064101","710064104","710064102","710064103"
"710000642","710064203","100","714406421","710064201","710064205","710064204","710064202"
"710000643","710064303","100","714406431","710064304","710064305","710064301","710064302"
"710000644","710064401","100","714406441","710064403","710064405","710064402","710064404"
"710000645","710064503","100","714406451","710064501","710064505","710064504","710064502"
"710000646","710064603","100","714406461","710064604","710064605","710064601","710064602"
"710000647","710064701","100","714406471","710064703","710064705","710064702","710064704"
"710000648","710064803","100","714406481","710064804","710064802","710064801","710064805"
"710000649","710064903","100","714406491","710064901","710064905","710064904","710064902"
"710000650","710065005","100","714406501","710065001","0","710065002","710065004"
"710000651","710065103","100","714506511","710065101","710065105","710065104","710065102"
"710000652","710065203","100","714506521","710065201","710065205","710065204","710065202"
"710000653","710065303","100","714506531","710065301","710065305","710065304","710065302"
"710000654","710065403","100","714506541","710065401","710065405","710065404","710065402"
"710000655","710065503","100","714506551","710065501","710065505","710065504","710065502"
"710000656","710065601","100","714506561","710065603","710065605","710065602","710065604"
"710000657","710065703","100","714506571","710065701","710065705","710065704","710065702"
"710000658","710065801","100","714506581","710065803","710065805","710065802","710065804"
"710000659","710065903","100","714506591","710065904","710065905","710065901","710065902"
"710000660","710066001","100","714506601","710066005","0","710066002","710066004"
"710000661","710066103","100","714606611","710066101","710066105","710066102","710066104"
"710000662","710066203","100","714606621","710066201","710066205","710066202","710066204"
"710000663","710066303","100","714606631","710066301","710066305","710066304","710066302"
"710000664","710066401","100","714606641","710066403","710066405","710066404","710066402"
"710000665","710066503","100","714606651","710066504","710066505","710066501","710066502"
"710000666","710066601","100","714606661","710066603","710066605","710066602","710066604"
"710000667","710066703","100","714606671","710066701","710066705","710066702","710066704"
"710000668","710066803","100","714606681","710066801","710066805","710066804","710066802"
"710000669","710066901","100","714606691","710066903","710066902","710066904","710066905"
"710000670","710067001","100","714606701","710067004","0","710067002","710067005"
"710000671","710067101","100","714706711","710067103","710067105","710067104","710067102"
"710000672","710067201","100","714706721","710067203","710067205","710067202","710067204"
"710000673","710067303","100","714706731","710067304","710067305","710067301","710067302"
"710000674","710067403","100","714706741","710067401","710067405","710067402","710067404"
"710000675","710067503","100","714706751","710067501","710067505","710067502","710067504"
"710000676","710067603","100","714706761","710067604","710067605","710067601","710067602"
"710000677","710067701","100","714706771","710067703","710067702","710067704","710067705"
"710000678","710067803","100","714706781","710067804","710067802","710067801","710067805"
"710000679","710067903","100","714706791","710067901","710067905","710067902","710067904"
"710000680","710068001","100","714706801","710068004","0","710068002","710068005"
"710000681","710068103","100","714806811","710068104","710068105","710068101","710068102"
"710000682","710068203","100","714806821","710068204","710068205","710068201","710068202"
"710000683","710068303","100","714806831","710068301","710068305","710068304","710068302"
"710000684","710068401","100","714806841","710068402","710068405","710068403","710068404"
"710000685","710068503","100","714806851","710068501","710068505","710068504","710068502"
"710000686","710068603","100","714806861","710068604","710068605","710068601","710068602"
"710000687","710068701","100","714806871","710068703","710068702","710068704","710068705"
"710000688","710068803","100","714806881","710068804","710068805","710068801","710068802"
"710000689","710068903","100","714806891","710068901","710068905","710068902","710068904"
"710000690","710069001","100","714806901","710069002","0","710069004","710069005"
"710000691","710069103","100","714906911","710069104","710069105","710069101","710069102"
"710000692","710069203","100","714906921","710069201","710069205","710069204","710069202"
"710000693","710069303","100","714906931","710069301","710069305","710069304","710069302"
"710000694","710069403","100","714906941","710069401","710069405","710069404","710069402"
"710000695","710069503","100","714906951","710069504","710069505","710069501","710069502"
"710000696","710069603","100","714906961","710069604","710069605","710069601","710069602"
"710000697","710069703","100","714906971","710069704","710069702","710069701","710069705"
"710000698","710069803","100","714906981","710069801","710069805","710069804","710069802"
"710000699","710069903","100","714906991","710069904","710069905","710069901","710069902"
"710000700","710070001","100","714907001","710070004","0","710070002","710070005"
"710000701","710070101","100","715007011","710070102","710070105","710070103","710070104"
"710000702","710070203","100","715007021","710070201","710070205","710070202","710070204"
"710000703","710070303","100","715007031","710070301","710070305","710070302","710070304"
"710000704","710070401","100","715007041","710070403","710070402","710070404","710070405"
"710000705","710070503","100","715007051","710070504","710070502","710070501","710070505"
"710000706","710070601","100","715007061","710070603","710070605","710070604","710070602"
"710000707","710070703","100","715007071","710070701","710070705","710070702","710070704"
"710000708","710070801","100","715007081","710070803","710070805","710070802","710070804"
"710000709","710070903","100","715007091","710070904","710070905","710070901","710070902"
"710000710","710071001","100","715007101","710071004","0","710071002","710071005"
"710000711","710071103","100","715107111","710071101","710071102","710071104","710071105"
"710000712","710071204","100","715107121","710071203","710071205","710071201","710071202"
"710000713","710071301","100","715107131","710071303","710071305","710071304","710071302"
"710000714","710071401","100","715107141","710071402","710071405","710071403","710071404"
"710000715","710071501","100","715107151","710071503","710071505","710071502","710071504"
"710000716","710071603","100","715107161","710071601","710071605","710071604","710071602"
"710000717","710071703","100","715107171","710071704","710071705","710071701","710071702"
"710000718","710071801","100","715107181","710071803","710071805","710071802","710071804"
"710000719","710071903","100","715107191","710071901","710071902","710071904","710071905"
"710000720","710072004","100","715107201","710072001","0","710072002","710072005"
"710000721","710072103","100","715207211","710072101","710072105","710072104","710072102"
"710000722","710072203","100","715207221","710072204","710072205","710072201","710072202"
"710000723","710072303","100","715207231","710072301","710072302","710072304","710072305"
"710000724","710072403","100","715207241","710072401","710072405","710072404","710072402"
"710000725","710072503","100","715207251","710072501","710072502","710072504","710072505"
"710000726","710072603","100","715207261","710072601","710072605","710072604","710072602"
"710000727","710072703","100","715207271","710072704","710072705","710072701","710072702"
"710000728","710072803","100","715207281","710072801","710072805","710072804","710072802"
"710000729","710072901","100","715207291","710072903","710072905","710072902","710072904"
"710000730","710073001","100","715207301","710073004","0","710073002","710073005"
"710000731","710073103","100","715307311","710073101","710073105","710073102","710073104"
"710000732","710073201","100","715307321","710073202","710073205","710073203","710073204"
"710000733","710073303","100","715307331","710073301","710073305","710073304","710073302"
"710000734","710073403","100","715307341","710073401","710073405","710073404","710073402"
"710000735","710073501","100","715307351","710073503","710073505","710073502","710073504"
"710000736","710073603","100","715307361","710073601","710073602","710073604","710073605"
"710000737","710073701","100","715307371","710073703","710073702","710073704","710073705"
"710000738","710073803","100","715307381","710073801","710073805","710073804","710073802"
"710000739","710073903","100","715307391","710073901","710073905","710073902","710073904"
"710000740","710074004","100","715307401","710074001","0","710074002","710074005"
"710000741","710074101","100","715407411","710074103","710074102","710074104","710074105"
"710000742","710074203","100","715407421","710074204","710074202","710074205","710074201"
"710000743","710074303","100","715407431","710074304","710074302","710074301","710074305"
"710000744","710074403","100","715407441","710074401","710074402","710074404","710074405"
"710000745","710074501","100","715407451","710074503","710074505","710074502","710074504"
"710000746","710074601","100","715407461","710074603","710074605","710074604","710074602"
"710000747","710074703","100","715407471","710074701","710074705","710074702","710074704"
"710000748","710074803","100","715407481","710074801","710074805","710074802","710074804"
"710000749","710074903","100","715407491","710074904","710074905","710074901","710074902"
"710000750","710075004","100","715407501","710075001","0","710075002","710075005"
"720000001","720007003","100","720100701","720007004","720007002","720007001","720007005"
"720000002","720011003","100","720201101","720011004","720011002","720011001","720011005"
"720000003","720013003","100","720301301","720013004","720013002","720013001","720013005"
"720000004","720015001","100","720401501","720015002","720015005","720015003","720015004"
"720000005","720017001","100","720501701","720017002","720017005","720017003","720017004"
"720000006","720019001","100","720601901","720019002","720019005","720019004","720019003"
"720000007","720021001","100","720702101","720021002","720021005","720021003","720021004"
"720000008","720023002","100","720802301","720023003","0","720023001","720023004"
"720000009","720025001","100","720902501","720025002","0","720025003","720025004"
"720000010","720027001","100","721002701","720027002","720027005","720027003","720027004"
"720000011","720029001","100","721102901","720029002","720029005","720029003","720029004"
"720000012","720031001","100","721203101","720031003","720031005","720031002","720031004"
"720000013","720033001","100","721303301","720033002","720033005","720033003","720033004"
"720000014","720035001","100","721403501","720035002","720035005","720035004","720035003"
"720000015","720036001","100","721503601","720036002","720036005","720036004","720036003"
"720000016","720037001","100","721603701","720037002","720037005","720037004","720037003"
"720000017","720038001","100","721703801","720038002","720038005","720038004","720038003"
"720000018","720039001","100","721803901","720039002","720039005","720039004","720039003"
"720000019","720040001","100","721904001","720040002","720040005","720040004","720040003"
"720000020","720041001","100","722004101","720041002","720041005","720041004","720041003"
"720000021","720042001","100","722104201","720042002","720042005","720042004","720042003"
"720000022","720043001","100","722204301","720043002","720043005","720043004","720043003"
"720000023","720044001","100","722304401","720044002","720044005","720044004","720044003"
"720000024","720045001","100","722404501","720045002","720045005","720045004","720045003"
"720000025","720046001","100","722504601","720046002","720046005","720046004","720046003"
"720000026","720047001","100","722604701","720047002","720047005","720047004","720047003"
"720000027","720048001","100","722704801","720048002","720048005","720048004","720048003"
"720000028","720049001","100","722804901","720049002","720049005","720049004","720049003"
"720000029","720050001","100","722905001","720050002","720050005","720050004","720050003"
"720000030","720051001","100","723005101","720051002","720051005","720051004","720051003"
"720000031","720052001","100","723105201","720052002","720052005","720052004","720052003"
"720000032","720053001","100","723205301","720053002","720053005","720053004","720053003"
"720000033","720054001","100","723305401","720054002","720054005","720054004","720054003"
"720000034","720055001","100","723405501","720055002","720055005","720055004","720055003"
"720000035","720056001","100","723505601","720056002","720056005","720056004","720056003"
"720000036","720057001","100","723605701","720057002","720057005","720057004","720057003"
"720000037","720058001","100","723705801","720058002","720058005","720058004","720058003"
"720000038","720059001","100","723805901","720059002","0","720059004","720059005"
"720000039","720060001","100","723906001","720060002","0","720060004","720060005"
"720000040","720061001","100","724006101","720061002","0","720061004","720061005"
"720000041","720062001","100","724106201","720062002","0","720062004","720062005"
"720000042","720063001","100","724206301","720063002","0","720063004","720063005"
"720000043","720064001","100","724306401","720064002","0","720064004","720064005"
"720000044","720065001","100","724406501","720065002","0","720065004","720065005"
"720000045","720066001","100","724506601","720066002","0","720066004","720066005"
"720000046","720067001","100","724606701","720067002","0","720067004","720067005"
"720000047","720068001","100","724706801","720068002","0","720068004","720068005"
"720000048","720069001","100","724806901","720069002","0","720069004","720069005"
"720000049","720070001","100","724907001","720070002","0","720070004","720070005"
"720000050","720071001","100","725007101","720071002","0","720071004","720071005"
"720000051","720072001","100","725107201","720072002","0","720072004","720072005"
"720000052","720073001","100","725207301","720073002","0","720073004","720073005"
"720000053","720074001","100","725307401","720074002","0","720074004","720074005"
"720000054","720075001","100","725407501","720075002","0","720075004","720075005"
"730000001","730035011","100","731403501","730035014","0","730035012","730035015"
"730000002","730035021","100","731403502","730035024","730035023","730035022","730035025"
"730000003","730035031","100","731403503","730035032","730035035","730035034","730035033"
"730000004","730036015","100","731503601","730036011","0","730036014","730036012"
"730000005","730036021","100","731503602","730036024","730036025","730036022","730036023"
"730000006","730036031","100","731503603","730036034","730036035","730036032","730036033"
"730000007","730037014","100","731603701","730037011","0","730037015","730037012"
"730000008","730037021","100","731603702","730037022","730037023","730037024","730037025"
"730000009","730037034","100","731603703","730037031","730037033","730037032","730037035"
"730000010","730038014","100","731703801","730038011","0","730038012","730038015"
"730000011","730038024","100","731703802","730038021","730038023","730038022","730038025"
"730000012","730038034","100","731703803","730038031","730038033","730038035","730038032"
"730000013","730039014","100","731803901","730039011","0","730039012","730039015"
"730000014","730039024","100","731803902","730039021","730039025","730039022","730039023"
"730000015","730039034","100","731803903","730039031","730039033","730039032","730039035"
"730000016","730040014","100","731904001","730040015","0","730040011","730040012"
"730000017","730040021","100","731904002","730040024","730040023","730040022","730040025"
"730000018","730040031","100","731904003","730040032","730040035","730040034","730040033"
"730000019","730041014","100","732004101","730041011","0","730041015","730041012"
"730000020","730041024","100","732004102","730041021","730041025","730041022","730041023"
"730000021","730041031","100","732004103","730041034","730041033","730041035","730041032"
"730000022","730042014","100","732104201","730042015","0","730042011","730042012"
"730000023","730042024","100","732104202","730042021","730042023","730042022","730042025"
"730000024","730042034","100","732104203","730042031","730042033","730042035","730042032"
"730000025","730043014","100","732204301","730043011","0","730043015","730043012"
"730000026","730043024","100","732204302","730043021","730043023","730043022","730043025"
"730000027","730043034","100","732204303","730043031","730043035","730043032","730043033"
"730000028","730044011","100","732304401","730044014","0","730044012","730044015"
"730000029","730044024","100","732304402","730044021","730044023","730044022","730044025"
"730000030","730044034","100","732304403","730044031","730044035","730044032","730044033"
"730000031","730045014","100","732404501","730045015","0","730045011","730045012"
"730000032","730045024","100","732404502","730045021","730045025","730045022","730045023"
"730000033","730045034","100","732404503","730045031","730045033","730045032","730045035"
"730000034","730046014","100","732504601","730046011","0","730046015","730046012"
"730000035","730046021","100","732504602","730046022","730046025","730046024","730046023"
"730000036","730046034","100","732504603","730046031","730046033","730046032","730046035"
"730000037","730047014","100","732604701","730047011","0","730047015","730047012"
"730000038","730047021","100","732604702","730047022","730047023","730047024","730047025"
"730000039","730047034","100","732604703","730047031","730047033","730047032","730047035"
"730000040","730048014","100","732704801","730048011","0","730048012","730048015"
"730000041","730048024","100","732704802","730048021","730048023","730048022","730048025"
"730000042","730048034","100","732704803","730048031","730048033","730048032","730048035"
